sequence,v115@QhA8DeF8BeC8CeB8Jei/IvhFzgBUiBFjBxpB3pBWxB,v115@QhA8DeF8BeC8CeB8Jex/IvhF8lBFiBXjBKpBzkBWxB,v115@QhA8DeF8BeC8CeB8JeZEJvhFzfBWmBFjBCqB/sB0rB,v115@QhA8DeF8BeC8CeB8JezAJvhFCiBXjBxpBOpB8pBVxB,v115@QhA8DeF8BeC8CeB8Jex/IvhF8lBzhBFjB2pB3pBSxB,v115@QhA8DeF8BeC8CeB8JeZEJvhF8lBzhBXjBupBFlBSxB,v115@QhA8DeF8BeC8CeB8Jez/IvhFWmBFjBxpBKpB/sB0rB,v115@QhA8DeF8BeC8CeB8Je2EJvhFRgBFjB3lBTpBCsBUsB,v115@QhA8DeF8BeC8CeB8Jex/IvhF8lBCiBXjBmkBTpBVxB
SIZTJOL,O,X,X,O,X,O,X,X,X
SIZTOLJ,O,O,X,O,X,X,X,X,X
SIZTOJL,O,X,X,O,X,O,X,X,X
SIZLTJO,O,O,X,X,X,X,O,X,X
SIZLTOJ,O,O,X,X,X,X,O,X,X
SIZLJTO,O,O,X,X,X,X,O,X,X
SIZLJOT,O,X,X,O,X,O,O,X,X
SIZLOTJ,O,O,X,O,X,X,O,X,X
SIZLOJT,O,O,X,O,X,O,O,X,X
SIZJTLO,O,O,X,O,X,X,O,X,X
SIZJTOL,O,X,X,O,X,O,X,X,X
SIZJLTO,O,X,X,X,X,X,O,X,X
SIZJLOT,O,X,X,O,X,O,O,X,X
SIZJOTL,O,X,X,O,X,O,X,X,X
SIZJOLT,O,X,X,O,X,O,X,X,X
SIZOTLJ,O,O,X,O,X,X,X,X,X
SIZOTJL,O,X,X,O,X,O,X,X,X
SIZOLTJ,O,X,X,O,X,X,X,X,X
SIZOLJT,O,X,X,O,X,O,X,X,X
SIZOJTL,O,X,X,O,X,O,X,X,O
SIZOJLT,O,X,X,O,X,O,X,X,O
SIOTLJZ,O,X,X,O,X,X,O,O,X
SIOTLZJ,O,X,X,O,X,X,O,O,X
SIOTJLZ,O,X,X,O,X,X,O,O,X
SIOTJZL,O,X,X,O,X,O,X,O,X
SIOTZLJ,O,X,X,O,X,X,X,O,X
SIOTZJL,O,X,X,O,X,O,X,O,X
SIOLTJZ,O,X,X,O,X,X,O,O,X
SIOLTZJ,O,X,X,O,X,X,O,O,X
SIOLJTZ,O,X,X,X,X,X,O,O,X
SIOLJZT,O,X,X,X,X,O,O,O,X
SIOLZTJ,O,X,X,O,X,X,O,O,X
SIOLZJT,O,X,X,O,X,O,O,O,X
SIOJTLZ,O,X,X,O,X,X,O,O,X
SIOJTZL,O,X,X,O,X,O,X,O,X
SIOJLTZ,O,X,X,X,X,X,O,O,X
SIOJLZT,O,X,X,X,X,O,O,O,X
SIOJZTL,O,X,X,O,X,O,X,O,O
SIOJZLT,O,X,X,O,X,O,X,O,O
SIOZTLJ,O,X,X,O,X,X,X,O,X
SIOZTJL,O,X,X,O,X,O,X,O,X
SIOZLTJ,O,X,X,O,X,X,X,O,X
SIOZLJT,O,X,X,O,X,O,X,O,X
SIOZJTL,O,X,X,O,X,O,X,O,O
SIOZJLT,O,X,X,O,X,O,X,O,O
SLTIJZO,X,X,O,X,X,X,X,X,X
SLTIJOZ,X,X,O,X,X,X,X,X,X
SLTIZJO,X,O,O,X,X,X,X,X,X
SLTIZOJ,X,O,O,X,X,X,X,X,X
SLTIOJZ,X,X,O,X,X,X,X,X,X
SLTIOZJ,X,O,O,X,X,X,X,X,X
SLTJIZO,X,X,O,X,X,X,X,X,X
SLTJIOZ,X,X,O,X,X,X,X,X,X
SLTJZIO,X,O,X,X,X,X,X,X,X
SLTJZOI,X,O,X,X,X,X,X,X,X
SLTJOIZ,X,X,O,X,X,X,X,X,X
SLTJOZI,X,O,X,X,X,X,X,X,X
SLTZIJO,X,O,X,X,X,X,X,X,X
SLTZIOJ,X,O,X,X,X,X,X,X,X
SLTZJIO,X,O,X,X,X,X,X,X,X
SLTZJOI,X,O,X,X,X,X,X,X,X
SLTZOIJ,X,O,X,X,X,X,X,X,X
SLTZOJI,X,O,X,X,X,X,X,X,X
SLTOIJZ,X,X,O,X,X,X,X,O,X
SLTOIZJ,X,O,O,X,X,X,X,O,X
SLTOJIZ,X,X,O,X,X,X,X,O,X
SLTOJZI,X,O,X,X,X,X,X,O,X
SLTOZIJ,X,O,X,X,X,X,X,O,X
SLTOZJI,X,O,X,X,X,X,X,O,X
SLITJZO,X,X,O,X,X,X,X,X,X
SLITJOZ,X,X,O,X,X,X,X,X,X
SLITZJO,X,O,O,X,X,X,X,X,X
SLITZOJ,X,O,O,X,X,X,X,X,X
SLITOJZ,X,X,O,X,X,X,X,X,X
SLITOZJ,X,O,O,X,X,X,X,X,X
SLIJTZO,X,X,O,X,X,X,X,X,X
SLIJTOZ,X,X,O,X,X,X,X,X,X
SLIJZTO,X,X,O,X,X,X,X,X,X
SLIJZOT,X,X,O,X,X,O,X,X,X
SLIJOTZ,X,X,O,X,X,X,X,X,X
SLIJOZT,X,X,O,X,X,O,X,X,X
SLIZTJO,X,O,O,X,X,X,X,X,X
SLIZTOJ,X,O,O,X,X,X,X,X,X
SLIZJTO,X,O,O,X,X,X,X,X,X
SLIZJOT,X,X,O,O,X,O,X,X,X
SLIZOTJ,X,O,O,O,X,X,X,X,X
SLIZOJT,X,O,O,O,X,O,X,X,X
SLIOTJZ,X,X,O,O,X,X,X,X,X
SLIOTZJ,X,O,O,O,X,X,X,X,X
SLIOJTZ,X,X,O,X,X,X,X,X,X
SLIOJZT,X,X,O,X,X,O,X,X,X
SLIOZTJ,X,O,O,O,X,X,X,X,X
SLIOZJT,X,O,O,O,X,O,X,X,X
SLJTIZO,X,X,O,X,X,X,X,X,X
SLJTIOZ,X,X,O,X,X,X,X,X,X
SLJTZIO,X,O,X,X,X,X,X,X,X
SLJTZOI,X,O,X,X,X,X,X,X,X
SLJTOIZ,X,X,O,X,X,X,X,X,X
SLJTOZI,X,O,X,X,X,X,X,X,X
SLJITZO,X,X,O,X,X,X,X,X,X
SLJITOZ,X,X,O,X,X,X,X,X,X
SLJIZTO,X,X,O,X,X,X,X,X,X
SLJIZOT,X,X,O,X,X,O,X,X,X
SLJIOTZ,X,X,O,X,X,X,X,X,X
SLJIOZT,X,X,O,X,X,O,X,X,X
SLJZTIO,X,O,X,X,X,X,X,X,X
SLJZTOI,X,O,X,X,X,X,X,X,X
SLJZITO,X,O,X,X,X,X,X,X,X
SLJZIOT,X,X,X,X,X,O,X,X,X
SLJZOTI,X,O,X,X,X,X,X,X,X
SLJZOIT,X,O,X,X,X,O,X,X,X
SLJOTIZ,X,X,O,X,X,X,X,X,X
SLJOTZI,X,O,X,X,X,X,X,X,X
SLJOITZ,X,X,O,X,X,X,X,X,X
SLJOIZT,X,X,O,X,X,O,X,X,X
SLJOZTI,X,O,X,X,X,X,X,X,X
SLJOZIT,X,O,X,X,X,O,X,X,X
SLZTIJO,X,O,X,X,X,X,X,X,X
SLZTIOJ,X,O,X,X,X,X,X,X,X
SLZTJIO,X,O,X,X,X,X,X,X,X
SLZTJOI,X,O,X,X,X,X,X,X,X
SLZTOIJ,X,O,X,X,X,X,X,X,X
SLZTOJI,X,O,X,X,X,X,X,X,X
SLZITJO,X,O,X,X,X,X,X,X,X
SLZITOJ,X,O,X,X,X,X,X,X,X
SLZIJTO,X,O,X,X,X,X,X,X,X
SLZIJOT,X,X,X,X,X,O,X,X,X
SLZIOTJ,X,O,X,X,X,X,X,X,X
SLZIOJT,X,O,X,X,X,O,X,X,X
SLZJTIO,X,O,X,X,X,X,X,X,X
SLZJTOI,X,O,X,X,X,X,X,X,X
SLZJITO,X,O,X,X,X,X,X,X,X
SLZJIOT,X,X,X,X,X,O,X,X,X
SLZJOTI,X,O,X,X,X,X,X,X,X
SLZJOIT,X,O,X,X,X,O,X,X,X
SLZOTIJ,X,O,X,X,X,X,X,X,X
SLZOTJI,X,O,X,X,X,X,X,X,X
SLZOITJ,X,O,X,X,X,X,X,X,X
SLZOIJT,X,O,X,X,X,O,X,X,X
SLZOJTI,X,O,X,X,X,X,X,X,O
SLZOJIT,X,O,X,X,X,O,X,X,O
SLOTIJZ,X,X,O,X,X,X,X,O,X
SLOTIZJ,X,O,O,X,X,X,X,O,X
SLOTJIZ,X,X,O,X,X,X,X,O,X
SLOTJZI,X,O,X,X,X,X,X,O,X
SLOTZIJ,X,O,X,X,X,X,X,O,X
SLOTZJI,X,O,X,X,X,X,X,O,X
SLOITJZ,X,X,O,O,X,X,X,O,X
SLOITZJ,X,O,O,O,X,X,X,O,X
SLOIJTZ,X,X,O,X,X,X,X,O,X
SLOIJZT,X,X,O,X,X,O,X,O,X
SLOIZTJ,X,O,O,O,X,X,X,O,X
SLOIZJT,X,O,O,O,X,O,X,O,X
SLOJTIZ,X,X,O,X,X,X,X,O,X
SLOJTZI,X,O,X,X,X,X,X,O,X
SLOJITZ,X,X,O,X,X,X,X,O,X
SLOJIZT,X,X,O,X,X,O,X,O,X
SLOJZTI,X,O,X,X,X,X,X,O,O
SLOJZIT,X,O,X,X,X,O,X,O,O
SLOZTIJ,X,O,X,X,X,X,X,O,X
SLOZTJI,X,O,X,X,X,X,X,O,X
SLOZITJ,X,O,X,X,X,X,X,O,X
SLOZIJT,X,O,X,X,X,O,X,O,X
SLOZJTI,X,O,X,X,X,X,X,O,O
SLOZJIT,X,O,X,X,X,O,X,O,O
SJTILZO,X,X,O,X,X,X,O,X,X
SJTILOZ,X,X,O,X,X,X,O,X,X
SJTIZLO,X,X,X,X,X,X,O,X,X
SJTIZOL,X,X,X,X,X,O,X,X,X
SJTIOLZ,X,X,X,X,X,X,O,X,X
SJTIOZL,X,X,X,X,X,O,X,X,X
SJTLIZO,X,X,O,X,X,X,X,X,X
SJTLIOZ,X,X,O,X,X,X,X,X,X
SJTLZIO,X,O,X,X,X,X,X,X,X
SJTLZOI,X,O,X,X,X,X,X,X,X
SJTLOIZ,X,X,O,X,X,X,X,X,X
SJTLOZI,X,O,X,X,X,X,X,X,X
SJTZILO,X,O,X,X,O,X,X,X,X
SJTZIOL,X,X,X,X,O,O,X,X,X
SJTZLIO,X,O,X,X,O,X,X,X,X
SJTZLOI,X,O,X,X,O,X,X,X,X
SJTZOIL,X,X,X,X,O,O,X,X,X
SJTZOLI,X,X,X,X,O,X,X,X,X
SJTOILZ,X,X,X,X,X,X,X,O,X
SJTOIZL,X,X,X,X,X,O,X,O,X
SJTOLIZ,X,X,X,X,X,X,X,O,X
SJTOLZI,X,X,X,X,X,X,X,O,X
SJTOZIL,X,X,X,X,O,O,X,O,X
SJTOZLI,X,X,X,X,O,X,X,O,X
SJITLZO,X,X,O,X,X,X,O,X,X
SJITLOZ,X,X,O,X,X,X,O,X,X
SJITZLO,X,X,X,X,X,X,O,X,X
SJITZOL,X,X,X,X,X,O,X,X,X
SJITOLZ,X,X,X,X,X,X,O,X,X
SJITOZL,X,X,X,X,X,O,X,X,X
SJILTZO,X,X,O,X,X,X,O,X,X
SJILTOZ,X,X,O,X,X,X,O,X,X
SJILZTO,X,X,O,X,X,X,O,X,X
SJILZOT,X,X,O,X,X,O,O,X,X
SJILOTZ,X,X,O,X,X,X,O,X,X
SJILOZT,X,X,O,X,X,O,O,X,X
SJIZTLO,X,X,X,X,X,X,O,X,X
SJIZTOL,X,X,X,O,X,O,X,X,X
SJIZLTO,X,X,X,X,X,X,O,X,X
SJIZLOT,X,X,X,O,X,O,O,X,X
SJIZOTL,X,X,X,O,X,O,X,X,X
SJIZOLT,X,X,X,O,X,O,X,X,X
SJIOTLZ,X,X,X,O,X,X,O,X,X
SJIOTZL,X,X,X,O,X,O,X,X,X
SJIOLTZ,X,X,X,X,X,X,O,X,X
SJIOLZT,X,X,X,X,X,O,O,X,X
SJIOZTL,X,X,X,O,X,O,X,X,X
SJIOZLT,X,X,X,O,X,O,X,X,X
SJLTIZO,X,X,O,X,X,X,X,X,X
SJLTIOZ,X,X,O,X,X,X,X,X,X
SJLTZIO,X,O,X,X,X,X,X,X,X
SJLTZOI,X,O,X,X,X,X,X,X,X
SJLTOIZ,X,X,O,X,X,X,X,X,X
SJLTOZI,X,O,X,X,X,X,X,X,X
SJLITZO,X,X,O,X,X,X,X,X,X
SJLITOZ,X,X,O,X,X,X,X,X,X
SJLIZTO,X,X,O,X,X,X,X,X,X
SJLIZOT,X,X,O,X,X,O,X,X,X
SJLIOTZ,X,X,O,X,X,X,X,X,X
SJLIOZT,X,X,O,X,X,O,X,X,X
SJLZTIO,X,O,X,X,X,X,X,X,X
SJLZTOI,X,O,X,X,X,X,X,X,X
SJLZITO,X,O,X,X,X,X,X,X,X
SJLZIOT,X,X,X,X,X,O,X,X,X
SJLZOTI,X,O,X,X,X,X,X,X,X
SJLZOIT,X,O,X,X,X,O,X,X,X
SJLOTIZ,X,X,O,X,X,X,X,X,X
SJLOTZI,X,O,X,X,X,X,X,X,X
SJLOITZ,X,X,O,X,X,X,X,X,X
SJLOIZT,X,X,O,X,X,O,X,X,X
SJLOZTI,X,O,X,X,X,X,X,X,X
SJLOZIT,X,O,X,X,X,O,X,X,X
SJZTILO,X,O,X,X,O,X,X,X,X
SJZTIOL,X,X,X,X,O,O,X,X,X
SJZTLIO,X,O,X,X,O,X,X,X,X
SJZTLOI,X,O,X,X,O,X,X,X,X
SJZTOIL,X,X,X,X,O,O,X,X,X
SJZTOLI,X,X,X,X,O,X,X,X,X
SJZITLO,X,O,X,X,O,X,X,X,X
SJZITOL,X,X,X,X,O,O,X,X,X
SJZILTO,X,X,X,X,O,X,X,X,X
SJZILOT,X,X,X,X,O,O,X,X,X
SJZIOTL,X,X,X,X,O,O,X,X,X
SJZIOLT,X,X,X,X,O,O,X,X,X
SJZLTIO,X,O,X,X,O,X,X,X,X
SJZLTOI,X,O,X,X,O,X,X,X,X
SJZLITO,X,O,X,X,O,X,X,X,X
SJZLIOT,X,X,X,X,O,O,X,X,X
SJZLOTI,X,O,X,X,O,X,X,X,X
SJZLOIT,X,O,X,X,O,O,X,X,X
SJZOTIL,X,X,X,X,O,O,X,X,O
SJZOTLI,X,X,X,X,O,X,X,X,O
SJZOITL,X,X,X,X,O,O,X,X,O
SJZOILT,X,X,X,X,O,O,X,X,O
SJZOLTI,X,X,X,X,O,X,X,X,O
SJZOLIT,X,X,X,X,O,O,X,X,O
SJOTILZ,X,X,X,X,X,X,X,O,X
SJOTIZL,X,X,X,X,X,O,X,O,X
SJOTLIZ,X,X,X,X,X,X,X,O,X
SJOTLZI,X,X,X,X,X,X,X,O,X
SJOTZIL,X,X,X,X,O,O,X,O,O
SJOTZLI,X,X,X,X,O,X,X,O,O
SJOITLZ,X,X,X,O,X,X,X,O,X
SJOITZL,X,X,X,O,X,O,X,O,X
SJOILTZ,X,X,X,X,X,X,X,O,X
SJOILZT,X,X,X,X,X,O,X,O,X
SJOIZTL,X,X,X,O,X,O,X,O,O
SJOIZLT,X,X,X,O,X,O,X,O,O
SJOLTIZ,X,X,X,X,X,X,X,O,X
SJOLTZI,X,X,X,X,X,X,X,O,X
SJOLITZ,X,X,X,X,X,X,X,O,X
SJOLIZT,X,X,X,X,X,O,X,O,X
SJOLZTI,X,X,X,X,X,X,X,O,O
SJOLZIT,X,X,X,X,X,O,X,O,O
SJOZTIL,X,X,X,X,O,O,X,O,O
SJOZTLI,X,X,X,X,O,X,X,O,O
SJOZITL,X,X,X,X,O,O,X,O,O
SJOZILT,X,X,X,X,O,O,X,O,O
SJOZLTI,X,X,X,X,O,X,X,O,O
SJOZLIT,X,X,X,X,O,O,X,O,O
SZTILJO,O,O,X,X,X,X,X,X,X
SZTILOJ,O,O,X,X,X,X,X,X,X
SZTIJLO,O,O,X,X,X,X,X,X,X
SZTIJOL,O,X,X,X,X,O,X,X,X
SZTIOLJ,O,O,X,X,X,X,X,X,X
SZTIOJL,O,X,X,X,O,O,X,X,X
SZTLIJO,X,O,X,X,X,X,X,X,X
SZTLIOJ,X,O,X,X,X,X,X,X,X
SZTLJIO,X,O,X,X,X,X,X,X,X
SZTLJOI,X,O,X,X,X,X,X,X,X
SZTLOIJ,X,O,X,X,X,X,X,X,X
SZTLOJI,X,O,X,X,X,X,X,X,X
SZTJILO,X,O,X,X,O,X,X,X,X
SZTJIOL,X,X,X,X,O,O,X,X,X
SZTJLIO,X,O,X,X,O,X,X,X,X
SZTJLOI,X,O,X,X,O,X,X,X,X
SZTJOIL,X,X,X,X,O,O,X,X,X
SZTJOLI,X,X,X,X,O,X,X,X,X
SZTOILJ,O,O,X,X,X,X,X,O,X
SZTOIJL,O,X,X,X,O,O,X,O,X
SZTOLIJ,X,O,X,X,X,X,X,O,X
SZTOLJI,X,O,X,X,X,X,X,O,X
SZTOJIL,X,X,X,X,O,O,X,O,O
SZTOJLI,X,X,X,X,O,X,X,O,O
SZITLJO,O,O,X,X,X,X,X,X,X
SZITLOJ,O,O,X,X,X,X,X,X,X
SZITJLO,O,O,X,X,X,X,X,X,X
SZITJOL,O,X,X,O,X,O,X,X,X
SZITOLJ,O,O,X,O,X,X,X,X,X
SZITOJL,O,X,X,O,O,O,X,X,X
SZILTJO,O,O,X,X,X,X,X,X,X
SZILTOJ,O,O,X,X,X,X,X,X,X
SZILJTO,O,O,X,X,X,X,X,X,X
SZILJOT,O,X,X,O,X,O,X,X,X
SZILOTJ,O,O,X,O,X,X,X,X,X
SZILOJT,O,O,X,O,X,O,X,X,X
SZIJTLO,O,O,X,X,X,X,X,X,X
SZIJTOL,O,X,X,O,X,O,X,X,X
SZIJLTO,O,X,X,X,X,X,X,X,X
SZIJLOT,O,X,X,O,X,O,X,X,X
SZIJOTL,O,X,X,O,X,O,X,X,X
SZIJOLT,O,X,X,O,X,O,X,X,X
SZIOTLJ,O,O,X,O,X,X,X,X,X
SZIOTJL,O,X,X,O,O,O,X,X,X
SZIOLTJ,O,X,X,O,X,X,X,X,X
SZIOLJT,O,X,X,O,X,O,X,X,X
SZIOJTL,O,X,X,O,X,O,X,X,O
SZIOJLT,O,X,X,O,X,O,X,X,O
SZLTIJO,X,O,X,X,X,X,X,X,X
SZLTIOJ,X,O,X,X,X,X,X,X,X
SZLTJIO,X,O,X,X,X,X,X,X,X
SZLTJOI,X,O,X,X,X,X,X,X,X
SZLTOIJ,X,O,X,X,X,X,X,X,X
SZLTOJI,X,O,X,X,X,X,X,X,X
SZLITJO,X,O,X,X,X,X,X,X,X
SZLITOJ,X,O,X,X,X,X,X,X,X
SZLIJTO,X,O,X,X,X,X,X,X,X
SZLIJOT,X,X,X,X,X,O,X,X,X
SZLIOTJ,X,O,X,X,X,X,X,X,X
SZLIOJT,X,O,X,X,X,O,X,X,X
SZLJTIO,X,O,X,X,X,X,X,X,X
SZLJTOI,X,O,X,X,X,X,X,X,X
SZLJITO,X,O,X,X,X,X,X,X,X
SZLJIOT,X,X,X,X,X,O,X,X,X
SZLJOTI,X,O,X,X,X,X,X,X,X
SZLJOIT,X,O,X,X,X,O,X,X,X
SZLOTIJ,X,O,X,X,X,X,X,X,X
SZLOTJI,X,O,X,X,X,X,X,X,X
SZLOITJ,X,O,X,X,X,X,X,X,X
SZLOIJT,X,O,X,X,X,O,X,X,X
SZLOJTI,X,O,X,X,X,X,X,X,O
SZLOJIT,X,O,X,X,X,O,X,X,O
SZJTILO,X,O,X,X,O,X,X,X,X
SZJTIOL,X,X,X,X,O,O,X,X,X
SZJTLIO,X,O,X,X,O,X,X,X,X
SZJTLOI,X,O,X,X,O,X,X,X,X
SZJTOIL,X,X,X,X,O,O,X,X,X
SZJTOLI,X,X,X,X,O,X,X,X,X
SZJITLO,X,O,X,X,O,X,X,X,X
SZJITOL,X,X,X,X,O,O,X,X,X
SZJILTO,X,X,X,X,O,X,X,X,X
SZJILOT,X,X,X,X,O,O,X,X,X
SZJIOTL,X,X,X,X,O,O,X,X,X
SZJIOLT,X,X,X,X,O,O,X,X,X
SZJLTIO,X,O,X,X,O,X,X,X,X
SZJLTOI,X,O,X,X,O,X,X,X,X
SZJLITO,X,O,X,X,O,X,X,X,X
SZJLIOT,X,X,X,X,O,O,X,X,X
SZJLOTI,X,O,X,X,O,X,X,X,X
SZJLOIT,X,O,X,X,O,O,X,X,X
SZJOTIL,X,X,X,X,O,O,X,X,O
SZJOTLI,X,X,X,X,O,X,X,X,O
SZJOITL,X,X,X,X,O,O,X,X,O
SZJOILT,X,X,X,X,O,O,X,X,O
SZJOLTI,X,X,X,X,O,X,X,X,O
SZJOLIT,X,X,X,X,O,O,X,X,O
SZOTILJ,O,O,X,X,X,X,X,O,X
SZOTIJL,O,X,X,X,O,O,X,O,X
SZOTLIJ,X,O,X,X,X,X,X,O,X
SZOTLJI,X,O,X,X,X,X,X,O,X
SZOTJIL,X,X,X,X,O,O,X,O,O
SZOTJLI,X,X,X,X,O,X,X,O,O
SZOITLJ,O,O,X,O,X,X,X,O,X
SZOITJL,O,X,X,O,O,O,X,O,X
SZOILTJ,O,X,X,O,X,X,X,O,X
SZOILJT,O,X,X,O,X,O,X,O,X
SZOIJTL,O,X,X,O,X,O,X,O,O
SZOIJLT,O,X,X,O,X,O,X,O,O
SZOLTIJ,X,O,X,X,X,X,X,O,X
SZOLTJI,X,O,X,X,X,X,X,O,X
SZOLITJ,X,O,X,X,X,X,X,O,X
SZOLIJT,X,O,X,X,X,O,X,O,X
SZOLJTI,X,O,X,X,X,X,X,O,O
SZOLJIT,X,O,X,X,X,O,X,O,O
SZOJTIL,X,X,X,X,O,O,X,O,O
SZOJTLI,X,X,X,X,O,X,X,O,O
SZOJITL,X,X,X,X,O,O,X,O,O
SZOJILT,X,X,X,X,O,O,X,O,O
SZOJLTI,X,X,X,X,O,X,X,O,O
SZOJLIT,X,X,X,X,O,O,X,O,O
SOTILJZ,O,X,X,O,X,X,X,O,X
SOTILZJ,O,X,X,O,X,X,X,O,X
SOTIJLZ,O,X,X,O,X,X,X,O,X
SOTIJZL,O,X,X,O,X,O,X,O,X
SOTIZLJ,O,X,X,O,X,X,X,O,X
SOTIZJL,O,X,X,O,X,O,X,O,X
SOTLIJZ,X,X,X,X,X,X,X,O,X
SOTLIZJ,X,O,X,X,X,X,X,O,X
SOTLJIZ,X,X,X,X,X,X,X,O,X
SOTLJZI,X,O,X,X,X,X,X,O,X
SOTLZIJ,X,O,X,X,X,X,X,O,X
SOTLZJI,X,O,X,X,X,X,X,O,X
SOTJILZ,X,X,X,X,X,X,X,O,X
SOTJIZL,X,X,X,X,X,O,X,O,X
SOTJLIZ,X,X,X,X,X,X,X,O,X
SOTJLZI,X,X,X,X,X,X,X,O,X
SOTJZIL,X,X,X,X,O,O,X,O,O
SOTJZLI,X,X,X,X,O,X,X,O,O
SOTZILJ,O,O,X,X,X,X,X,O,X
SOTZIJL,O,X,X,X,O,O,X,O,X
SOTZLIJ,X,O,X,X,X,X,X,O,X
SOTZLJI,X,O,X,X,X,X,X,O,X
SOTZJIL,X,X,X,X,O,O,X,O,O
SOTZJLI,X,X,X,X,O,X,X,O,O
SOITLJZ,O,X,X,O,X,X,X,O,X
SOITLZJ,O,X,X,O,X,X,X,O,X
SOITJLZ,O,X,X,O,X,X,X,O,X
SOITJZL,O,X,X,O,X,O,X,O,X
SOITZLJ,O,X,X,O,X,X,X,O,X
SOITZJL,O,X,X,O,X,O,X,O,X
SOILTJZ,O,X,X,O,X,X,X,O,X
SOILTZJ,O,X,X,O,X,X,X,O,X
SOILJTZ,O,X,X,X,X,X,X,O,X
SOILJZT,O,X,X,X,X,O,X,O,X
SOILZTJ,O,X,X,O,X,X,X,O,X
SOILZJT,O,X,X,O,X,O,X,O,X
SOIJTLZ,O,X,X,O,X,X,X,O,X
SOIJTZL,O,X,X,O,X,O,X,O,X
SOIJLTZ,O,X,X,X,X,X,X,O,X
SOIJLZT,O,X,X,X,X,O,X,O,X
SOIJZTL,O,X,X,O,X,O,X,O,O
SOIJZLT,O,X,X,O,X,O,X,O,O
SOIZTLJ,O,X,X,O,X,X,X,O,X
SOIZTJL,O,X,X,O,X,O,X,O,X
SOIZLTJ,O,X,X,O,X,X,X,O,X
SOIZLJT,O,X,X,O,X,O,X,O,X
SOIZJTL,O,X,X,O,X,O,X,O,O
SOIZJLT,O,X,X,O,X,O,X,O,O
SOLTIJZ,X,X,X,X,X,X,X,O,X
SOLTIZJ,X,O,X,X,X,X,X,O,X
SOLTJIZ,X,X,X,X,X,X,X,O,X
SOLTJZI,X,O,X,X,X,X,X,O,X
SOLTZIJ,X,O,X,X,X,X,X,O,X
SOLTZJI,X,O,X,X,X,X,X,O,X
SOLITJZ,X,X,X,O,X,X,X,O,X
SOLITZJ,X,O,X,O,X,X,X,O,X
SOLIJTZ,X,X,X,X,X,X,X,O,X
SOLIJZT,X,X,X,X,X,O,X,O,X
SOLIZTJ,X,O,X,O,X,X,X,O,X
SOLIZJT,X,O,X,O,X,O,X,O,X
SOLJTIZ,X,X,X,X,X,X,X,O,X
SOLJTZI,X,O,X,X,X,X,X,O,X
SOLJITZ,X,X,X,X,X,X,X,O,X
SOLJIZT,X,X,X,X,X,O,X,O,X
SOLJZTI,X,O,X,X,X,X,X,O,O
SOLJZIT,X,O,X,X,X,O,X,O,O
SOLZTIJ,X,O,X,X,X,X,X,O,X
SOLZTJI,X,O,X,X,X,X,X,O,X
SOLZITJ,X,O,X,X,X,X,X,O,X
SOLZIJT,X,O,X,X,X,O,X,O,X
SOLZJTI,X,O,X,X,X,X,X,O,O
SOLZJIT,X,O,X,X,X,O,X,O,O
SOJTILZ,X,X,X,X,X,X,X,O,X
SOJTIZL,X,X,X,X,X,O,X,O,X
SOJTLIZ,X,X,X,X,X,X,X,O,X
SOJTLZI,X,X,X,X,X,X,X,O,X
SOJTZIL,X,X,X,X,O,O,X,O,O
SOJTZLI,X,X,X,X,O,X,X,O,O
SOJITLZ,X,X,X,O,X,X,X,O,X
SOJITZL,X,X,X,O,X,O,X,O,X
SOJILTZ,X,X,X,X,X,X,X,O,X
SOJILZT,X,X,X,X,X,O,X,O,X
SOJIZTL,X,X,X,O,X,O,X,O,O
SOJIZLT,X,X,X,O,X,O,X,O,O
SOJLTIZ,X,X,X,X,X,X,X,O,X
SOJLTZI,X,X,X,X,X,X,X,O,X
SOJLITZ,X,X,X,X,X,X,X,O,X
SOJLIZT,X,X,X,X,X,O,X,O,X
SOJLZTI,X,X,X,X,X,X,X,O,O
SOJLZIT,X,X,X,X,X,O,X,O,O
SOJZTIL,X,X,X,X,O,O,X,O,O
SOJZTLI,X,X,X,X,O,X,X,O,O
SOJZITL,X,X,X,X,O,O,X,O,O
SOJZILT,X,X,X,X,O,O,X,O,O
SOJZLTI,X,X,X,X,O,X,X,O,O
SOJZLIT,X,X,X,X,O,O,X,O,O
SOZTILJ,O,O,X,X,X,X,X,O,X
SOZTIJL,O,X,X,X,O,O,X,O,X
SOZTLIJ,X,O,X,X,X,X,X,O,X
SOZTLJI,X,O,X,X,X,X,X,O,X
SOZTJIL,X,X,X,X,O,O,X,O,O
SOZTJLI,X,X,X,X,O,X,X,O,O
SOZITLJ,O,O,X,O,X,X,X,O,X
SOZITJL,O,X,X,O,O,O,X,O,X
SOZILTJ,O,X,X,O,X,X,X,O,X
SOZILJT,O,X,X,O,X,O,X,O,X
SOZIJTL,O,X,X,O,X,O,X,O,O
SOZIJLT,O,X,X,O,X,O,X,O,O
SOZLTIJ,X,O,X,X,X,X,X,O,X
SOZLTJI,X,O,X,X,X,X,X,O,X
SOZLITJ,X,O,X,X,X,X,X,O,X
SOZLIJT,X,O,X,X,X,O,X,O,X
SOZLJTI,X,O,X,X,X,X,X,O,O
SOZLJIT,X,O,X,X,X,O,X,O,O
SOZJTIL,X,X,X,X,O,O,X,O,O
SOZJTLI,X,X,X,X,O,X,X,O,O
