sequence,v115@PhB8GeD8BeB8AeD8Je2EJvhFRgBzhBCjB3lB0pBlrB,v115@PhB8GeD8BeB8AeD8JeT/IvhFigBWnBxiB3lB0pBlrB,v115@PhB8GeD8BeB8AeD8JeT/IvhF8lBWnBxiBypBlrBXqB,v115@PhB8GeD8BeB8AeD8JeiAJvhFWnBxiBTkB3lBlrB0pB,v115@PhB8GeD8BeB8AeD8Jex/IvhFlhBCjBTkBmlB8rBXqB,v115@PhB8GeD8BeB8AeD8JeXAJvhFxiB2pBzlBFnB6rB0pB,v115@PhB8GeD8BeB8AeD8JeKFJvhFxiBTkBFmBXnB0pBGrB
JLSZTIO,O,O,X,X,O,X,X
JLSZTOI,O,O,X,X,O,X,X
JLSZITO,O,O,X,X,O,X,X
JLSZIOT,O,O,X,X,O,X,X
JLSZOTI,O,O,X,X,O,X,X
JLSZOIT,O,O,X,X,O,X,X
JLSOTIZ,O,X,O,X,O,O,O
JLSOTZI,O,X,O,X,O,O,O
JLSOITZ,O,X,O,X,O,X,O
JLSOIZT,X,O,X,X,O,X,X
JLSOZTI,X,O,X,X,O,X,X
JLSOZIT,X,O,X,X,O,X,X
JLZTISO,O,X,O,X,O,X,X
JLZTIOS,O,X,O,X,O,X,X
JLZTSIO,O,X,O,X,O,X,X
JLZTSOI,O,X,O,X,O,X,X
JLZTOIS,O,X,O,X,O,X,X
JLZTOSI,O,X,O,X,O,X,X
JLZITSO,O,X,O,X,O,X,X
JLZITOS,O,X,O,X,O,X,X
JLZISTO,O,O,X,X,O,X,X
JLZISOT,O,O,X,X,O,X,X
JLZIOTS,O,X,O,X,O,X,X
JLZIOST,O,O,X,X,O,X,X
JLZSTIO,O,O,X,X,O,X,X
JLZSTOI,O,O,X,X,O,X,X
JLZSITO,O,O,X,X,O,X,X
JLZSIOT,O,O,X,X,O,X,X
JLZSOTI,O,O,X,X,O,X,X
JLZSOIT,O,O,X,X,O,X,X
JLZOTIS,O,X,O,X,O,X,X
JLZOTSI,O,X,O,X,O,X,X
JLZOITS,O,X,O,X,O,X,X
JLZOIST,O,O,X,X,O,X,X
JLZOSTI,O,O,X,X,O,X,X
JLZOSIT,O,O,X,X,O,X,X
JLOTISZ,X,X,O,X,X,O,X
JLOTIZS,X,X,O,X,O,X,X
JLOTSIZ,X,X,O,X,X,O,O
JLOTSZI,X,X,O,X,X,O,O
JLOTZIS,X,X,O,X,O,X,X
JLOTZSI,X,X,O,X,O,X,X
JLOITSZ,X,X,O,X,X,X,X
JLOITZS,X,X,O,X,O,X,X
JLOISTZ,X,X,O,X,X,X,O
JLOISZT,X,X,X,X,O,X,X
JLOIZTS,X,X,O,X,O,X,X
JLOIZST,X,X,X,X,O,X,X
JLOSTIZ,X,X,O,X,O,O,O
JLOSTZI,X,X,O,X,O,O,O
JLOSITZ,X,X,O,X,O,X,O
JLOSIZT,X,X,X,X,O,X,X
JLOSZTI,X,X,X,X,O,X,X
JLOSZIT,X,X,X,X,O,X,X
JLOZTIS,X,X,O,X,O,X,X
JLOZTSI,X,X,O,X,O,X,X
JLOZITS,X,X,O,X,O,X,X
JLOZIST,X,X,X,X,O,X,X
JLOZSTI,X,X,X,X,O,X,X
JLOZSIT,X,X,X,X,O,X,X
JSTILZO,O,O,X,O,O,X,X
JSTILOZ,O,O,X,O,X,X,O
JSTIZLO,O,O,X,O,O,X,X
JSTIZOL,O,O,X,O,O,X,X
JSTIOLZ,O,O,X,O,X,O,O
JSTIOZL,O,O,X,O,X,O,X
JSTLIZO,O,O,X,O,O,X,X
JSTLIOZ,O,O,X,O,X,X,O
JSTLZIO,O,O,X,O,O,X,X
JSTLZOI,O,O,X,O,O,X,X
JSTLOIZ,O,O,X,O,O,X,O
JSTLOZI,O,O,X,O,O,X,O
JSTZILO,O,O,X,O,O,X,X
JSTZIOL,O,O,X,O,O,X,X
JSTZLIO,O,O,X,O,O,X,X
JSTZLOI,O,O,X,O,O,X,X
JSTZOIL,O,O,X,O,O,X,X
JSTZOLI,O,O,X,O,O,X,X
JSTOILZ,O,O,X,O,O,O,O
JSTOIZL,O,O,X,O,O,O,X
JSTOLIZ,O,O,X,O,O,O,O
JSTOLZI,O,O,X,O,O,O,O
JSTOZIL,O,O,X,O,O,O,X
JSTOZLI,O,O,X,O,O,O,X
JSITLZO,O,O,X,X,O,X,X
JSITLOZ,O,X,X,X,X,X,O
JSITZLO,O,O,X,X,O,X,X
JSITZOL,O,O,X,X,O,X,X
JSITOLZ,O,X,X,X,X,O,O
JSITOZL,O,X,X,X,X,O,X
JSILTZO,O,O,O,X,O,X,X
JSILTOZ,O,X,O,X,X,X,O
JSILZTO,O,O,X,X,O,X,X
JSILZOT,X,O,X,X,O,X,X
JSILOTZ,O,X,O,X,O,X,O
JSILOZT,X,O,X,X,O,X,X
JSIZTLO,O,O,X,X,O,X,X
JSIZTOL,O,O,X,X,O,X,X
JSIZLTO,O,O,X,X,O,X,X
JSIZLOT,X,O,X,X,O,X,X
JSIZOTL,X,O,X,X,O,X,X
JSIZOLT,X,O,X,X,O,X,X
JSIOTLZ,O,X,X,X,O,O,O
JSIOTZL,O,X,X,X,O,O,X
JSIOLTZ,O,X,X,X,O,X,O
JSIOLZT,X,O,X,X,O,X,X
JSIOZTL,X,O,X,X,O,X,X
JSIOZLT,X,O,X,X,O,X,X
JSLTIZO,O,O,O,O,O,X,X
JSLTIOZ,O,O,O,O,X,X,O
JSLTZIO,O,O,O,O,O,X,X
JSLTZOI,O,O,O,O,O,X,X
JSLTOIZ,O,O,O,O,O,X,O
JSLTOZI,O,O,O,O,O,X,O
JSLITZO,O,O,O,X,O,X,X
JSLITOZ,O,X,O,X,X,X,O
JSLIZTO,O,O,X,X,O,X,X
JSLIZOT,X,O,X,X,O,X,X
JSLIOTZ,O,X,O,X,O,X,O
JSLIOZT,X,O,X,X,O,X,X
JSLZTIO,O,O,X,X,O,X,X
JSLZTOI,O,O,X,X,O,X,X
JSLZITO,O,O,X,X,O,X,X
JSLZIOT,O,O,X,X,O,X,X
JSLZOTI,O,O,X,X,O,X,X
JSLZOIT,O,O,X,X,O,X,X
JSLOTIZ,O,X,O,O,O,O,O
JSLOTZI,O,X,O,O,O,O,O
JSLOITZ,O,X,O,X,O,X,O
JSLOIZT,X,O,X,X,O,X,X
JSLOZTI,X,O,X,X,O,X,X
JSLOZIT,X,O,X,X,O,X,X
JSZTILO,O,O,X,X,O,X,X
JSZTIOL,O,O,X,X,O,X,X
JSZTLIO,O,O,X,X,O,X,X
JSZTLOI,O,O,X,X,O,X,X
JSZTOIL,O,O,X,X,O,X,X
JSZTOLI,O,O,X,X,O,X,X
JSZITLO,O,O,X,X,O,X,X
JSZITOL,O,O,X,X,O,X,X
JSZILTO,O,O,X,X,O,X,X
JSZILOT,O,O,X,X,O,X,X
JSZIOTL,O,O,X,X,O,X,X
JSZIOLT,O,O,X,X,O,X,X
JSZLTIO,O,O,X,X,O,X,X
JSZLTOI,O,O,X,X,O,X,X
JSZLITO,O,O,X,X,O,X,X
JSZLIOT,O,O,X,X,O,X,X
JSZLOTI,O,O,X,X,O,X,X
JSZLOIT,O,O,X,X,O,X,X
JSZOTIL,O,O,X,X,O,O,X
JSZOTLI,O,O,X,X,O,O,X
JSZOITL,O,O,X,X,O,X,X
JSZOILT,O,O,X,X,O,X,X
JSZOLTI,O,O,X,X,O,X,X
JSZOLIT,O,O,X,X,O,X,X
JSOTILZ,O,X,X,O,O,O,O
JSOTIZL,O,X,X,O,O,O,X
JSOTLIZ,O,X,X,O,O,O,O
JSOTLZI,O,X,X,O,O,O,O
JSOTZIL,O,X,X,O,O,O,X
JSOTZLI,O,X,X,O,O,O,X
JSOITLZ,O,X,X,X,O,O,O
JSOITZL,O,X,X,X,O,O,X
JSOILTZ,O,X,X,X,O,X,O
JSOILZT,X,O,X,X,O,X,X
JSOIZTL,X,O,X,X,O,X,X
JSOIZLT,X,O,X,X,O,X,X
JSOLTIZ,O,X,X,O,O,O,O
JSOLTZI,O,X,X,O,O,O,O
JSOLITZ,O,X,X,X,O,X,O
JSOLIZT,X,O,X,X,O,X,X
JSOLZTI,X,O,X,X,O,X,X
JSOLZIT,X,O,X,X,O,X,X
JSOZTIL,X,O,X,X,O,O,X
JSOZTLI,X,O,X,X,O,O,X
JSOZITL,X,O,X,X,O,X,X
JSOZILT,X,O,X,X,O,X,X
JSOZLTI,X,O,X,X,O,X,X
JSOZLIT,X,O,X,X,O,X,X
JZTILSO,O,O,O,X,O,X,X
JZTILOS,O,O,O,X,O,X,X
JZTISLO,O,O,O,X,O,X,X
JZTISOL,O,O,X,X,O,X,X
JZTIOLS,O,O,O,X,O,X,X
JZTIOSL,O,O,X,X,O,O,X
JZTLISO,O,O,O,X,O,X,X
JZTLIOS,O,O,O,X,O,X,X
JZTLSIO,O,O,O,X,O,X,X
JZTLSOI,O,O,O,X,O,X,X
JZTLOIS,O,O,O,X,O,X,X
JZTLOSI,O,O,O,X,O,X,X
JZTSILO,O,O,O,X,O,X,X
JZTSIOL,O,O,X,X,O,X,X
JZTSLIO,O,O,O,X,O,X,X
JZTSLOI,O,O,O,X,O,X,X
JZTSOIL,O,O,X,X,O,X,X
JZTSOLI,O,O,X,X,O,X,X
JZTOILS,O,O,O,X,O,X,X
JZTOISL,O,O,X,X,O,O,X
JZTOLIS,O,O,O,X,O,X,X
JZTOLSI,O,O,O,X,O,X,X
JZTOSIL,O,O,X,X,O,O,X
JZTOSLI,O,O,X,X,O,O,X
JZITLSO,O,O,X,X,O,X,X
JZITLOS,O,O,X,X,O,X,X
JZITSLO,O,O,X,X,O,X,X
JZITSOL,O,O,X,X,O,X,X
JZITOLS,O,O,X,X,O,X,X
JZITOSL,O,O,X,X,O,O,X
JZILTSO,O,X,O,X,O,X,X
JZILTOS,O,X,O,X,O,X,X
JZILSTO,O,O,X,X,O,X,X
JZILSOT,O,O,X,X,O,X,X
JZILOTS,O,X,O,X,O,X,X
JZILOST,O,O,X,X,O,X,X
JZISTLO,O,O,X,X,O,X,X
JZISTOL,O,O,X,X,O,X,X
JZISLTO,O,O,X,X,O,X,X
JZISLOT,O,O,X,X,O,X,X
JZISOTL,O,O,X,X,O,X,X
JZISOLT,O,O,X,X,O,X,X
JZIOTLS,O,O,X,X,O,X,X
JZIOTSL,O,O,X,X,O,X,X
JZIOLTS,O,X,X,X,O,X,X
JZIOLST,O,O,X,X,O,X,X
JZIOSTL,O,O,X,X,O,X,X
JZIOSLT,O,O,X,X,O,X,X
JZLTISO,O,X,O,X,O,X,X
JZLTIOS,O,X,O,X,O,X,X
JZLTSIO,O,X,O,X,O,X,X
JZLTSOI,O,X,O,X,O,X,X
JZLTOIS,O,X,O,X,O,X,X
JZLTOSI,O,X,O,X,O,X,X
JZLITSO,O,X,O,X,O,X,X
JZLITOS,O,X,O,X,O,X,X
JZLISTO,O,O,X,X,O,X,X
JZLISOT,O,O,X,X,O,X,X
JZLIOTS,O,X,O,X,O,X,X
JZLIOST,O,O,X,X,O,X,X
JZLSTIO,O,O,X,X,O,X,X
JZLSTOI,O,O,X,X,O,X,X
JZLSITO,O,O,X,X,O,X,X
JZLSIOT,O,O,X,X,O,X,X
JZLSOTI,O,O,X,X,O,X,X
JZLSOIT,O,O,X,X,O,X,X
JZLOTIS,O,X,O,X,O,X,X
JZLOTSI,O,X,O,X,O,X,X
JZLOITS,O,X,O,X,O,X,X
JZLOIST,O,O,X,X,O,X,X
JZLOSTI,O,O,X,X,O,X,X
JZLOSIT,O,O,X,X,O,X,X
JZSTILO,O,O,X,X,O,X,X
JZSTIOL,O,O,X,X,O,X,X
JZSTLIO,O,O,X,X,O,X,X
JZSTLOI,O,O,X,X,O,X,X
JZSTOIL,O,O,X,X,O,X,X
JZSTOLI,O,O,X,X,O,X,X
JZSITLO,O,O,X,X,O,X,X
JZSITOL,O,O,X,X,O,X,X
JZSILTO,O,O,X,X,O,X,X
JZSILOT,O,O,X,X,O,X,X
JZSIOTL,O,O,X,X,O,X,X
JZSIOLT,O,O,X,X,O,X,X
JZSLTIO,O,O,X,X,O,X,X
JZSLTOI,O,O,X,X,O,X,X
JZSLITO,O,O,X,X,O,X,X
JZSLIOT,O,O,X,X,O,X,X
JZSLOTI,O,O,X,X,O,X,X
JZSLOIT,O,O,X,X,O,X,X
JZSOTIL,O,O,X,X,O,O,X
JZSOTLI,O,O,X,X,O,O,X
JZSOITL,O,O,X,X,O,X,X
JZSOILT,O,O,X,X,O,X,X
JZSOLTI,O,O,X,X,O,X,X
JZSOLIT,O,O,X,X,O,X,X
JZOTILS,O,O,X,X,O,X,X
JZOTISL,O,O,X,X,O,O,X
JZOTLIS,O,O,X,X,O,X,X
JZOTLSI,O,O,X,X,O,X,X
JZOTSIL,O,O,X,X,O,O,X
JZOTSLI,O,O,X,X,O,O,X
JZOITLS,O,O,X,X,O,X,X
JZOITSL,O,O,X,X,O,X,X
JZOILTS,O,X,X,X,O,X,X
JZOILST,O,O,X,X,O,X,X
JZOISTL,O,O,X,X,O,X,X
JZOISLT,O,O,X,X,O,X,X
JZOLTIS,O,X,X,X,O,X,X
JZOLTSI,O,X,X,X,O,X,X
JZOLITS,O,X,X,X,O,X,X
JZOLIST,O,O,X,X,O,X,X
JZOLSTI,O,O,X,X,O,X,X
JZOLSIT,O,O,X,X,O,X,X
JZOSTIL,O,O,X,X,O,O,X
JZOSTLI,O,O,X,X,O,O,X
JZOSITL,O,O,X,X,O,X,X
JZOSILT,O,O,X,X,O,X,X
JZOSLTI,O,O,X,X,O,X,X
JZOSLIT,O,O,X,X,O,X,X
JOTILSZ,X,X,X,O,X,O,X
JOTILZS,X,X,X,X,O,X,X
JOTISLZ,X,X,X,O,X,O,X
JOTISZL,X,X,X,O,X,O,X
JOTIZLS,X,X,X,X,O,X,X
JOTIZSL,X,X,X,O,O,O,X
JOTLISZ,X,X,X,O,X,O,X
JOTLIZS,X,X,X,X,O,X,X
JOTLSIZ,X,X,X,O,X,O,O
JOTLSZI,X,X,X,O,X,O,O
JOTLZIS,X,X,X,X,O,X,X
JOTLZSI,X,X,X,X,O,X,X
JOTSILZ,X,X,X,O,X,O,O
JOTSIZL,X,X,X,O,X,O,X
JOTSLIZ,X,X,X,O,X,O,O
JOTSLZI,X,X,X,O,X,O,O
JOTSZIL,X,X,X,O,X,O,X
JOTSZLI,X,X,X,O,X,O,X
JOTZILS,X,X,X,X,O,X,X
JOTZISL,X,X,X,O,O,O,X
JOTZLIS,X,X,X,X,O,X,X
JOTZLSI,X,X,X,X,O,X,X
JOTZSIL,X,X,X,O,O,O,X
JOTZSLI,X,X,X,O,O,O,X
JOITLSZ,X,X,X,O,X,O,X
JOITLZS,X,X,X,X,O,X,X
JOITSLZ,X,X,X,O,X,O,X
JOITSZL,X,X,X,O,X,O,X
JOITZLS,X,X,X,X,O,X,X
JOITZSL,X,X,X,O,O,O,X
JOILTSZ,X,X,O,X,X,X,X
JOILTZS,X,X,O,X,O,X,X
JOILSTZ,X,X,O,X,X,X,O
JOILSZT,X,X,X,X,O,X,X
JOILZTS,X,X,O,X,O,X,X
JOILZST,X,X,X,X,O,X,X
JOISTLZ,X,X,X,X,X,O,O
JOISTZL,X,X,X,X,X,O,X
JOISLTZ,X,X,X,X,X,X,O
JOISLZT,X,O,X,X,O,X,X
JOISZTL,X,O,X,X,O,X,X
JOISZLT,X,O,X,X,O,X,X
JOIZTLS,X,X,X,X,O,X,X
JOIZTSL,X,O,X,X,O,X,X
JOIZLTS,X,X,X,X,O,X,X
JOIZLST,X,O,X,X,O,X,X
JOIZSTL,X,O,X,X,O,X,X
JOIZSLT,X,O,X,X,O,X,X
JOLTISZ,X,X,O,X,X,O,X
JOLTIZS,X,X,O,X,O,X,X
JOLTSIZ,X,X,O,X,X,O,O
JOLTSZI,X,X,O,X,X,O,O
JOLTZIS,X,X,O,X,O,X,X
JOLTZSI,X,X,O,X,O,X,X
JOLITSZ,X,X,O,X,X,X,X
JOLITZS,X,X,O,X,O,X,X
JOLISTZ,X,X,O,X,X,X,O
JOLISZT,X,X,X,X,O,X,X
JOLIZTS,X,X,O,X,O,X,X
JOLIZST,X,X,X,X,O,X,X
JOLSTIZ,X,X,O,X,O,O,O
JOLSTZI,X,X,O,X,O,O,O
JOLSITZ,X,X,O,X,O,X,O
JOLSIZT,X,X,X,X,O,X,X
JOLSZTI,X,X,X,X,O,X,X
JOLSZIT,X,X,X,X,O,X,X
JOLZTIS,X,X,O,X,O,X,X
JOLZTSI,X,X,O,X,O,X,X
JOLZITS,X,X,O,X,O,X,X
JOLZIST,X,X,X,X,O,X,X
JOLZSTI,X,X,X,X,O,X,X
JOLZSIT,X,X,X,X,O,X,X
JOSTILZ,X,X,X,O,O,O,O
JOSTIZL,X,X,X,O,O,O,X
JOSTLIZ,X,X,X,O,O,O,O
JOSTLZI,X,X,X,O,O,O,O
JOSTZIL,X,X,X,O,O,O,X
JOSTZLI,X,X,X,O,O,O,X
JOSITLZ,X,X,X,X,O,O,O
JOSITZL,X,X,X,X,O,O,X
JOSILTZ,X,X,X,X,O,X,O
JOSILZT,X,O,X,X,O,X,X
JOSIZTL,X,O,X,X,O,X,X
JOSIZLT,X,O,X,X,O,X,X
JOSLTIZ,X,X,X,O,O,O,O
JOSLTZI,X,X,X,O,O,O,O
JOSLITZ,X,X,X,X,O,X,O
JOSLIZT,X,O,X,X,O,X,X
JOSLZTI,X,O,X,X,O,X,X
JOSLZIT,X,O,X,X,O,X,X
JOSZTIL,X,O,X,X,O,O,X
JOSZTLI,X,O,X,X,O,O,X
JOSZITL,X,O,X,X,O,X,X
JOSZILT,X,O,X,X,O,X,X
JOSZLTI,X,O,X,X,O,X,X
JOSZLIT,X,O,X,X,O,X,X
JOZTILS,X,X,X,X,O,X,X
JOZTISL,X,O,X,X,O,O,X
JOZTLIS,X,X,X,X,O,X,X
JOZTLSI,X,X,X,X,O,X,X
JOZTSIL,X,O,X,X,O,O,X
JOZTSLI,X,O,X,X,O,O,X
JOZITLS,X,X,X,X,O,X,X
JOZITSL,X,O,X,X,O,X,X
JOZILTS,X,X,X,X,O,X,X
JOZILST,X,O,X,X,O,X,X
JOZISTL,X,O,X,X,O,X,X
JOZISLT,X,O,X,X,O,X,X
JOZLTIS,X,X,X,X,O,X,X
JOZLTSI,X,X,X,X,O,X,X
JOZLITS,X,X,X,X,O,X,X
JOZLIST,X,O,X,X,O,X,X
JOZLSTI,X,O,X,X,O,X,X
JOZLSIT,X,O,X,X,O,X,X
JOZSTIL,X,O,X,X,O,O,X
JOZSTLI,X,O,X,X,O,O,X
JOZSITL,X,O,X,X,O,X,X
JOZSILT,X,O,X,X,O,X,X
JOZSLTI,X,O,X,X,O,X,X
JOZSLIT,X,O,X,X,O,X,X
STILJZO,O,O,O,O,X,X,X
STILJOZ,O,O,O,O,X,X,O
STILZJO,O,O,O,O,X,X,X
STILZOJ,O,O,O,O,X,X,O
STILOJZ,O,O,O,O,X,X,O
STILOZJ,O,O,O,O,X,X,O
STIJLZO,O,O,O,O,X,X,X
STIJLOZ,O,O,O,O,X,X,O
STIJZLO,O,O,O,O,X,X,X
STIJZOL,O,O,X,O,X,X,X
STIJOLZ,O,O,X,O,X,O,O
STIJOZL,O,O,X,O,X,O,X
STIZLJO,O,O,O,O,X,X,X
STIZLOJ,O,O,O,O,X,X,O
STIZJLO,O,O,O,O,X,X,X
STIZJOL,O,O,X,O,X,X,X
STIZOLJ,O,O,X,O,X,X,O
STIZOJL,O,O,X,O,X,X,X
STIOLJZ,O,O,X,O,X,O,O
STIOLZJ,O,O,X,O,X,X,O
STIOJLZ,O,O,X,O,X,O,O
STIOJZL,O,O,X,O,X,O,X
STIOZLJ,O,O,X,O,X,X,O
STIOZJL,O,O,X,O,X,O,X
STLIJZO,O,O,O,O,X,X,X
STLIJOZ,O,O,O,O,X,X,O
STLIZJO,O,O,O,O,X,X,X
STLIZOJ,O,O,O,O,X,X,O
STLIOJZ,O,O,O,O,X,X,O
STLIOZJ,O,O,O,O,X,X,O
STLJIZO,O,O,O,O,O,X,X
STLJIOZ,O,O,O,O,X,X,O
STLJZIO,O,O,O,O,O,X,X
STLJZOI,O,O,O,O,O,X,X
STLJOIZ,O,O,O,O,O,X,O
STLJOZI,O,O,O,O,O,X,O
STLZIJO,O,O,O,O,O,X,X
STLZIOJ,O,O,O,O,O,X,O
STLZJIO,O,O,O,O,O,X,X
STLZJOI,O,O,O,O,O,X,X
STLZOIJ,O,O,O,O,O,X,O
STLZOJI,O,O,O,O,O,X,O
STLOIJZ,O,O,O,O,O,X,O
STLOIZJ,O,O,O,O,O,X,O
STLOJIZ,O,O,O,O,O,X,O
STLOJZI,O,O,O,O,O,X,O
STLOZIJ,O,O,O,O,O,X,O
STLOZJI,O,O,O,O,O,X,O
STJILZO,O,O,O,O,O,X,X
STJILOZ,O,O,O,O,X,X,O
STJIZLO,O,O,O,O,O,X,X
STJIZOL,O,O,X,O,O,X,X
STJIOLZ,O,O,X,O,X,O,O
STJIOZL,O,O,X,O,X,O,X
STJLIZO,O,O,O,O,O,X,X
STJLIOZ,O,O,O,O,X,X,O
STJLZIO,O,O,O,O,O,X,X
STJLZOI,O,O,O,O,O,X,X
STJLOIZ,O,O,O,O,O,X,O
STJLOZI,O,O,O,O,O,X,O
STJZILO,O,O,O,O,O,X,X
STJZIOL,O,O,X,O,O,X,X
STJZLIO,O,O,O,O,O,X,X
STJZLOI,O,O,O,O,O,X,X
STJZOIL,O,O,X,O,O,X,X
STJZOLI,O,O,X,O,O,X,X
STJOILZ,O,O,X,O,O,O,O
STJOIZL,O,O,X,O,O,O,X
STJOLIZ,O,O,X,O,O,O,O
STJOLZI,O,O,X,O,O,O,O
STJOZIL,O,O,X,O,O,O,X
STJOZLI,O,O,X,O,O,O,X
STZILJO,O,O,O,O,O,X,X
STZILOJ,O,O,O,O,O,X,O
STZIJLO,O,O,O,O,O,X,X
STZIJOL,O,O,X,O,O,X,X
STZIOLJ,O,O,X,O,O,X,O
STZIOJL,O,O,X,O,O,X,X
STZLIJO,O,O,O,O,O,X,X
STZLIOJ,O,O,O,O,O,X,O
STZLJIO,O,O,O,O,O,X,X
STZLJOI,O,O,O,O,O,X,X
STZLOIJ,O,O,O,O,O,X,O
STZLOJI,O,O,O,O,O,X,O
STZJILO,O,O,O,O,O,X,X
STZJIOL,O,O,X,O,O,X,X
STZJLIO,O,O,O,O,O,X,X
STZJLOI,O,O,O,O,O,X,X
STZJOIL,O,O,X,O,O,X,X
STZJOLI,O,O,X,O,O,X,X
STZOILJ,O,O,X,O,O,X,O
STZOIJL,O,O,X,O,O,X,X
STZOLIJ,O,O,X,O,O,X,O
STZOLJI,O,O,X,O,O,X,O
STZOJIL,O,O,X,O,O,X,X
STZOJLI,O,O,X,O,O,X,X
STOILJZ,O,O,X,O,O,O,O
STOILZJ,O,O,X,O,O,X,O
STOIJLZ,O,O,X,O,O,O,O
STOIJZL,O,O,X,O,O,O,X
STOIZLJ,O,O,X,O,O,X,O
STOIZJL,O,O,X,O,O,O,X
STOLIJZ,O,O,X,O,O,O,O
STOLIZJ,O,O,X,O,O,X,O
STOLJIZ,O,O,X,O,O,O,O
STOLJZI,O,O,X,O,O,O,O
STOLZIJ,O,O,X,O,O,X,O
STOLZJI,O,O,X,O,O,X,O
STOJILZ,O,O,X,O,O,O,O
STOJIZL,O,O,X,O,O,O,X
STOJLIZ,O,O,X,O,O,O,O
STOJLZI,O,O,X,O,O,O,O
STOJZIL,O,O,X,O,O,O,X
STOJZLI,O,O,X,O,O,O,X
STOZILJ,O,O,X,O,O,X,O
STOZIJL,O,O,X,O,O,O,X
STOZLIJ,O,O,X,O,O,X,O
STOZLJI,O,O,X,O,O,X,O
STOZJIL,O,O,X,O,O,O,X
STOZJLI,O,O,X,O,O,O,X
SITLJZO,O,O,O,O,X,X,X
SITLJOZ,O,O,O,O,X,X,O
SITLZJO,O,O,O,O,X,X,X
SITLZOJ,O,O,O,O,X,X,O
SITLOJZ,O,O,O,O,X,X,O
SITLOZJ,O,O,O,O,X,X,O
SITJLZO,O,O,O,O,X,X,X
SITJLOZ,O,O,O,O,X,X,O
SITJZLO,O,O,O,O,X,X,X
SITJZOL,O,O,X,O,X,X,X
SITJOLZ,O,O,X,O,X,O,O
SITJOZL,O,O,X,O,X,O,X
SITZLJO,O,O,O,O,X,X,X
SITZLOJ,O,O,O,O,X,X,O
SITZJLO,O,O,O,O,X,X,X
SITZJOL,O,O,X,O,X,X,X
SITZOLJ,O,O,X,O,X,X,O
SITZOJL,O,O,X,O,X,X,X
SITOLJZ,O,O,X,O,X,O,O
SITOLZJ,O,O,X,O,X,X,O
SITOJLZ,O,O,X,O,X,O,O
SITOJZL,O,O,X,O,X,O,X
SITOZLJ,O,O,X,O,X,X,O
SITOZJL,O,O,X,O,X,O,X
SILTJZO,O,O,O,O,X,X,X
SILTJOZ,O,O,O,O,X,X,O
SILTZJO,O,O,O,O,X,X,X
SILTZOJ,O,O,O,O,X,X,O
SILTOJZ,O,O,O,O,X,X,O
SILTOZJ,O,O,O,O,X,X,O
SILJTZO,O,O,O,X,O,X,X
SILJTOZ,O,X,O,X,X,X,O
SILJZTO,O,O,X,X,O,X,X
SILJZOT,X,O,X,X,O,X,X
SILJOTZ,O,X,O,X,O,X,O
SILJOZT,X,O,X,X,O,X,X
SILZTJO,O,O,X,X,O,X,X
SILZTOJ,O,O,X,X,O,X,O
SILZJTO,O,O,X,X,O,X,X
SILZJOT,O,O,X,X,O,X,X
SILZOTJ,O,O,X,X,O,X,O
SILZOJT,O,O,X,X,O,X,X
SILOTJZ,O,X,O,O,O,X,O
SILOTZJ,O,X,O,O,O,X,O
SILOJTZ,O,X,O,X,O,X,O
SILOJZT,X,O,X,X,O,X,X
SILOZTJ,X,O,X,X,O,X,O
SILOZJT,X,O,X,X,O,X,X
SIJTLZO,O,O,X,X,O,X,X
SIJTLOZ,O,X,X,X,X,X,O
SIJTZLO,O,O,X,X,O,X,X
SIJTZOL,O,O,X,X,O,X,X
SIJTOLZ,O,X,X,X,X,O,O
SIJTOZL,O,X,X,X,X,O,X
SIJLTZO,O,O,O,X,O,X,X
SIJLTOZ,O,X,O,X,X,X,O
SIJLZTO,O,O,X,X,O,X,X
SIJLZOT,X,O,X,X,O,X,X
SIJLOTZ,O,X,O,X,O,X,O
SIJLOZT,X,O,X,X,O,X,X
SIJZTLO,O,O,X,X,O,X,X
SIJZTOL,O,O,X,X,O,X,X
SIJZLTO,O,O,X,X,O,X,X
SIJZLOT,X,O,X,X,O,X,X
SIJZOTL,X,O,X,X,O,X,X
SIJZOLT,X,O,X,X,O,X,X
SIJOTLZ,O,X,X,X,O,X,O
SIJOTZL,O,X,X,X,O,X,X
SIJOLTZ,O,X,X,X,O,X,O
SIJOLZT,X,O,X,X,O,X,X
SIJOZTL,X,O,X,X,O,X,X
SIJOZLT,X,O,X,X,O,X,X
SIZTLJO,O,O,X,X,O,X,X
SIZTLOJ,O,O,X,X,O,X,O
SIZTJLO,O,O,X,X,O,X,X
SIZTJOL,O,O,X,X,O,X,X
SIZTOLJ,O,O,X,X,O,X,O
SIZTOJL,O,O,X,X,O,X,X
SIZLTJO,O,O,X,X,O,X,X
SIZLTOJ,O,O,X,X,O,X,O
SIZLJTO,O,O,X,X,O,X,X
SIZLJOT,O,O,X,X,O,X,X
SIZLOTJ,O,O,X,X,O,X,O
SIZLOJT,O,O,X,X,O,X,X
SIZJTLO,O,O,X,X,O,X,X
SIZJTOL,O,O,X,X,O,X,X
SIZJLTO,O,O,X,X,O,X,X
SIZJLOT,O,O,X,X,O,X,X
SIZJOTL,O,O,X,X,O,X,X
SIZJOLT,O,O,X,X,O,X,X
SIZOTLJ,O,O,X,X,O,X,O
