sequence,v115@HhB8HeC8GeD8AeB8BeA8Jem/IvhFzgBRiBSoBUnBFr?BXtB,v115@HhB8HeC8GeD8AeB8BeA8Jex/IvhFylBGiBTjBUnBFr?BXtB,v115@HhB8HeC8GeD8AeB8BeA8Jex/IvhFylBfnBTjBWtBFr?B0sB,v115@HhB8HeC8GeD8AeB8BeA8Jex/IvhFylBGiBUnBToBFr?BXtB,v115@HhB8HeC8GeD8AeB8BeA8Jem/IvhFFhBxiBfrBCnBTo?B0sB,v115@HhB8HeC8GeD8AeB8BeA8Jex/IvhF0iBllBzmBStBOr?BXtB,v115@HhB8HeC8GeD8AeB8BeA8Jex/IvhF+nB0lBlmBToBir?BXtB
JLSTOIZ,O,X,O,X,O,X,X
JLSTOZI,O,X,O,X,O,X,X
JLSITZO,O,X,O,X,O,X,X
JLSITOZ,O,X,O,X,O,X,X
JLSIZTO,O,O,X,X,O,X,X
JLSIZOT,O,O,X,X,O,X,X
JLSIOTZ,O,X,O,X,O,X,X
JLSIOZT,O,O,X,X,O,X,X
JLSZTIO,O,O,X,X,O,X,X
JLSZTOI,O,O,X,X,O,X,X
JLSZITO,O,O,X,X,O,X,X
JLSZIOT,O,O,X,X,O,X,X
JLSZOTI,O,O,X,X,O,X,X
JLSZOIT,O,O,X,X,O,X,X
JLSOTIZ,O,X,O,X,O,X,X
JLSOTZI,O,X,O,X,O,X,X
JLSOITZ,O,X,O,X,O,X,X
JLSOIZT,O,O,X,X,O,X,X
JLSOZTI,O,O,X,X,O,X,X
JLSOZIT,O,O,X,X,O,X,X
JLZTISO,O,O,O,X,O,X,X
JLZTIOS,O,X,O,X,X,X,O
JLZTSIO,O,O,O,X,O,X,X
JLZTSOI,O,O,O,X,O,X,X
JLZTOIS,O,X,O,X,O,X,O
JLZTOSI,O,X,O,X,O,X,O
JLZITSO,O,O,O,X,O,X,X
JLZITOS,O,X,O,X,X,X,O
JLZISTO,O,O,X,X,O,X,X
JLZISOT,X,O,X,X,O,X,X
JLZIOTS,O,X,O,X,O,X,O
JLZIOST,X,O,X,X,O,X,X
JLZSTIO,O,O,X,X,O,X,X
JLZSTOI,O,O,X,X,O,X,X
JLZSITO,O,O,X,X,O,X,X
JLZSIOT,O,O,X,X,O,X,X
JLZSOTI,O,O,X,X,O,X,X
JLZSOIT,O,O,X,X,O,X,X
JLZOTIS,O,X,O,X,O,O,O
JLZOTSI,O,X,O,X,O,O,O
JLZOITS,O,X,O,X,O,X,O
JLZOIST,X,O,X,X,O,X,X
JLZOSTI,X,O,X,X,O,X,X
JLZOSIT,X,O,X,X,O,X,X
JLOTISZ,X,X,O,X,O,X,X
JLOTIZS,X,X,O,X,X,O,X
JLOTSIZ,X,X,O,X,O,X,X
JLOTSZI,X,X,O,X,O,X,X
JLOTZIS,X,X,O,X,X,O,O
JLOTZSI,X,X,O,X,X,O,O
JLOITSZ,X,X,O,X,O,X,X
JLOITZS,X,X,O,X,X,X,X
JLOISTZ,X,X,O,X,O,X,X
JLOISZT,X,X,X,X,O,X,X
JLOIZTS,X,X,O,X,X,X,O
JLOIZST,X,X,X,X,O,X,X
JLOSTIZ,X,X,O,X,O,X,X
JLOSTZI,X,X,O,X,O,X,X
JLOSITZ,X,X,O,X,O,X,X
JLOSIZT,X,X,X,X,O,X,X
JLOSZTI,X,X,X,X,O,X,X
JLOSZIT,X,X,X,X,O,X,X
JLOZTIS,X,X,O,X,O,O,O
JLOZTSI,X,X,O,X,O,O,O
JLOZITS,X,X,O,X,O,X,O
JLOZIST,X,X,X,X,O,X,X
JLOZSTI,X,X,X,X,O,X,X
JLOZSIT,X,X,X,X,O,X,X
JSTILZO,O,O,O,X,O,X,X
JSTILOZ,O,O,O,X,O,X,X
JSTIZLO,O,O,O,X,O,X,X
JSTIZOL,O,O,O,X,O,X,X
JSTIOLZ,O,O,O,X,O,X,X
JSTIOZL,O,O,O,X,O,X,X
JSTLIZO,O,O,O,X,O,X,X
JSTLIOZ,O,O,O,X,O,X,X
JSTLZIO,O,O,O,X,O,X,X
JSTLZOI,O,O,O,X,O,X,X
JSTLOIZ,O,O,O,X,O,X,X
JSTLOZI,O,O,O,X,O,X,X
JSTZILO,O,O,O,X,O,X,X
JSTZIOL,O,O,O,X,O,X,O
JSTZLIO,O,O,O,X,O,X,X
JSTZLOI,O,O,O,X,O,X,X
JSTZOIL,O,O,O,X,O,X,O
JSTZOLI,O,O,O,X,O,X,O
JSTOILZ,O,O,O,X,O,X,X
JSTOIZL,O,O,O,X,O,X,X
JSTOLIZ,O,O,O,X,O,X,X
JSTOLZI,O,O,O,X,O,X,X
JSTOZIL,O,O,O,X,O,X,O
JSTOZLI,O,O,O,X,O,X,O
JSITLZO,O,O,O,X,O,X,X
JSITLOZ,O,O,O,X,O,X,X
JSITZLO,O,O,O,X,O,X,X
JSITZOL,O,O,O,X,O,X,X
JSITOLZ,O,O,O,X,O,X,X
JSITOZL,O,O,O,X,O,X,X
JSILTZO,O,X,O,X,O,X,X
JSILTOZ,O,X,O,X,O,X,X
JSILZTO,O,O,X,X,O,X,X
JSILZOT,O,O,X,X,O,X,X
JSILOTZ,O,X,O,X,O,X,X
JSILOZT,O,O,X,X,O,X,X
JSIZTLO,O,O,X,X,O,X,X
JSIZTOL,O,O,X,X,O,X,O
JSIZLTO,O,O,X,X,O,X,X
JSIZLOT,O,O,X,X,O,X,X
JSIZOTL,O,O,X,X,O,X,O
JSIZOLT,O,O,X,X,O,X,X
JSIOTLZ,X,O,O,X,O,X,X
JSIOTZL,X,O,O,X,O,X,X
JSIOLTZ,X,X,O,X,O,X,X
JSIOLZT,X,O,X,X,O,X,X
JSIOZTL,X,O,X,X,O,X,O
JSIOZLT,X,O,X,X,O,X,X
JSLTIZO,O,X,O,X,O,X,X
JSLTIOZ,O,X,O,X,O,X,X
JSLTZIO,O,X,O,X,O,X,X
JSLTZOI,O,X,O,X,O,X,X
JSLTOIZ,O,X,O,X,O,X,X
JSLTOZI,O,X,O,X,O,X,X
JSLITZO,O,X,O,X,O,X,X
JSLITOZ,O,X,O,X,O,X,X
JSLIZTO,O,O,X,X,O,X,X
JSLIZOT,O,O,X,X,O,X,X
JSLIOTZ,O,X,O,X,O,X,X
JSLIOZT,O,O,X,X,O,X,X
JSLZTIO,O,O,X,X,O,X,X
JSLZTOI,O,O,X,X,O,X,X
JSLZITO,O,O,X,X,O,X,X
JSLZIOT,O,O,X,X,O,X,X
JSLZOTI,O,O,X,X,O,X,X
JSLZOIT,O,O,X,X,O,X,X
JSLOTIZ,O,X,O,X,O,X,X
JSLOTZI,O,X,O,X,O,X,X
JSLOITZ,O,X,O,X,O,X,X
JSLOIZT,O,O,X,X,O,X,X
JSLOZTI,O,O,X,X,O,X,X
JSLOZIT,O,O,X,X,O,X,X
JSZTILO,O,O,O,X,O,X,X
JSZTIOL,O,O,O,X,O,X,O
JSZTLIO,O,O,O,X,O,X,X
JSZTLOI,O,O,O,X,O,X,X
JSZTOIL,O,O,O,X,O,X,O
JSZTOLI,O,O,O,X,O,X,O
JSZITLO,O,O,X,X,O,X,X
JSZITOL,O,O,X,X,O,X,O
JSZILTO,O,O,X,X,O,X,X
JSZILOT,O,O,X,X,O,X,X
JSZIOTL,O,O,X,X,O,X,O
JSZIOLT,O,O,X,X,O,X,X
JSZLTIO,O,O,X,X,O,X,X
JSZLTOI,O,O,X,X,O,X,X
JSZLITO,O,O,X,X,O,X,X
JSZLIOT,O,O,X,X,O,X,X
JSZLOTI,O,O,X,X,O,X,X
JSZLOIT,O,O,X,X,O,X,X
JSZOTIL,O,O,O,X,O,X,O
JSZOTLI,O,O,O,X,O,X,O
JSZOITL,O,O,X,X,O,X,O
JSZOILT,O,O,X,X,O,X,X
JSZOLTI,O,O,X,X,O,X,X
JSZOLIT,O,O,X,X,O,X,X
JSOTILZ,O,O,O,X,O,X,X
JSOTIZL,O,O,O,X,O,X,X
JSOTLIZ,O,O,O,X,O,X,X
JSOTLZI,O,O,O,X,O,X,X
JSOTZIL,O,O,O,X,O,X,O
JSOTZLI,O,O,O,X,O,X,O
JSOITLZ,X,O,O,X,O,X,X
JSOITZL,X,O,O,X,O,X,X
JSOILTZ,X,X,O,X,O,X,X
JSOILZT,X,O,X,X,O,X,X
JSOIZTL,X,O,X,X,O,X,O
JSOIZLT,X,O,X,X,O,X,X
JSOLTIZ,O,X,O,X,O,X,X
JSOLTZI,O,X,O,X,O,X,X
JSOLITZ,O,X,O,X,O,X,X
JSOLIZT,O,O,X,X,O,X,X
JSOLZTI,O,O,X,X,O,X,X
JSOLZIT,O,O,X,X,O,X,X
JSOZTIL,O,O,O,X,O,X,O
JSOZTLI,O,O,O,X,O,X,O
JSOZITL,O,O,X,X,O,X,O
JSOZILT,O,O,X,X,O,X,X
JSOZLTI,O,O,X,X,O,X,X
JSOZLIT,O,O,X,X,O,X,X
JZTILSO,O,O,O,O,X,X,X
JZTILOS,O,O,O,O,X,X,O
JZTISLO,O,O,O,O,X,X,X
JZTISOL,O,O,O,O,X,X,O
JZTIOLS,O,O,O,O,X,X,O
JZTIOSL,O,O,O,O,X,X,O
JZTLISO,O,O,O,O,O,X,X
JZTLIOS,O,O,O,O,X,X,O
JZTLSIO,O,O,O,O,O,X,X
JZTLSOI,O,O,O,O,O,X,X
JZTLOIS,O,O,O,O,O,X,O
JZTLOSI,O,O,O,O,O,X,O
JZTSILO,O,O,O,O,O,X,X
JZTSIOL,O,O,O,O,O,X,O
JZTSLIO,O,O,O,O,O,X,X
JZTSLOI,O,O,O,O,O,X,X
JZTSOIL,O,O,O,O,O,X,O
JZTSOLI,O,O,O,O,O,X,O
JZTOILS,O,O,O,O,O,X,O
JZTOISL,O,O,O,O,O,X,O
JZTOLIS,O,O,O,O,O,X,O
JZTOLSI,O,O,O,O,O,X,O
JZTOSIL,O,O,O,O,O,X,O
JZTOSLI,O,O,O,O,O,X,O
JZITLSO,O,O,O,O,X,X,X
JZITLOS,O,O,O,O,X,X,O
JZITSLO,O,O,O,O,X,X,X
JZITSOL,O,O,O,O,X,X,O
JZITOLS,O,O,O,O,X,X,O
JZITOSL,O,O,O,O,X,X,O
JZILTSO,O,O,O,X,O,X,X
JZILTOS,O,X,O,X,X,X,O
JZILSTO,O,O,X,X,O,X,X
JZILSOT,X,O,X,X,O,X,X
JZILOTS,O,X,O,X,O,X,O
JZILOST,X,O,X,X,O,X,X
JZISTLO,O,O,X,X,O,X,X
JZISTOL,O,O,X,X,O,X,O
JZISLTO,O,O,X,X,O,X,X
JZISLOT,O,O,X,X,O,X,X
JZISOTL,O,O,X,X,O,X,O
JZISOLT,O,O,X,X,O,X,X
JZIOTLS,O,X,O,O,O,X,O
JZIOTSL,O,X,O,O,O,X,O
JZIOLTS,O,X,O,X,O,X,O
JZIOLST,X,O,X,X,O,X,X
JZIOSTL,X,O,X,X,O,X,O
JZIOSLT,X,O,X,X,O,X,X
JZLTISO,O,O,O,O,O,X,X
JZLTIOS,O,O,O,O,X,X,O
JZLTSIO,O,O,O,O,O,X,X
JZLTSOI,O,O,O,O,O,X,X
JZLTOIS,O,O,O,O,O,X,O
JZLTOSI,O,O,O,O,O,X,O
JZLITSO,O,O,O,X,O,X,X
JZLITOS,O,X,O,X,X,X,O
JZLISTO,O,O,X,X,O,X,X
JZLISOT,X,O,X,X,O,X,X
JZLIOTS,O,X,O,X,O,X,O
JZLIOST,X,O,X,X,O,X,X
JZLSTIO,O,O,X,X,O,X,X
JZLSTOI,O,O,X,X,O,X,X
JZLSITO,O,O,X,X,O,X,X
JZLSIOT,O,O,X,X,O,X,X
JZLSOTI,O,O,X,X,O,X,X
JZLSOIT,O,O,X,X,O,X,X
JZLOTIS,O,X,O,O,O,X,O
JZLOTSI,O,X,O,O,O,X,O
JZLOITS,O,X,O,X,O,X,O
JZLOIST,X,O,X,X,O,X,X
JZLOSTI,X,O,X,X,O,X,X
JZLOSIT,X,O,X,X,O,X,X
JZSTILO,O,O,O,O,O,X,X
JZSTIOL,O,O,O,O,O,X,O
JZSTLIO,O,O,O,O,O,X,X
JZSTLOI,O,O,O,O,O,X,X
JZSTOIL,O,O,O,O,O,X,O
JZSTOLI,O,O,O,O,O,X,O
JZSITLO,O,O,X,X,O,X,X
JZSITOL,O,O,X,X,O,X,O
JZSILTO,O,O,X,X,O,X,X
JZSILOT,O,O,X,X,O,X,X
JZSIOTL,O,O,X,X,O,X,O
JZSIOLT,O,O,X,X,O,X,X
JZSLTIO,O,O,X,X,O,X,X
JZSLTOI,O,O,X,X,O,X,X
JZSLITO,O,O,X,X,O,X,X
JZSLIOT,O,O,X,X,O,X,X
JZSLOTI,O,O,X,X,O,X,X
JZSLOIT,O,O,X,X,O,X,X
JZSOTIL,O,O,O,O,O,X,O
JZSOTLI,O,O,O,O,O,X,O
JZSOITL,O,O,X,X,O,X,O
JZSOILT,O,O,X,X,O,X,X
JZSOLTI,O,O,X,X,O,X,X
JZSOLIT,O,O,X,X,O,X,X
JZOTILS,O,O,O,O,O,X,O
JZOTISL,O,O,O,O,O,X,O
JZOTLIS,O,O,O,O,O,X,O
JZOTLSI,O,O,O,O,O,X,O
JZOTSIL,O,O,O,O,O,X,O
JZOTSLI,O,O,O,O,O,X,O
JZOITLS,O,X,O,O,O,X,O
JZOITSL,O,X,O,O,O,X,O
JZOILTS,O,X,O,X,O,X,O
JZOILST,X,O,X,X,O,X,X
JZOISTL,X,O,X,X,O,X,O
JZOISLT,X,O,X,X,O,X,X
JZOLTIS,O,X,O,O,O,X,O
JZOLTSI,O,X,O,O,O,X,O
JZOLITS,O,X,O,X,O,X,O
JZOLIST,X,O,X,X,O,X,X
JZOLSTI,X,O,X,X,O,X,X
JZOLSIT,X,O,X,X,O,X,X
JZOSTIL,O,O,O,O,O,X,O
JZOSTLI,O,O,O,O,O,X,O
JZOSITL,O,O,X,X,O,X,O
JZOSILT,O,O,X,X,O,X,X
JZOSLTI,O,O,X,X,O,X,X
JZOSLIT,O,O,X,X,O,X,X
JOTILSZ,X,X,O,X,O,X,X
JOTILZS,X,X,O,O,X,O,X
JOTISLZ,O,X,O,X,O,X,X
JOTISZL,O,X,O,X,O,X,X
JOTIZLS,O,X,O,O,X,O,O
JOTIZSL,O,X,O,O,X,X,O
JOTLISZ,X,X,O,X,O,X,X
JOTLIZS,X,X,O,O,X,O,X
JOTLSIZ,O,X,O,X,O,X,X
JOTLSZI,O,X,O,X,O,X,X
JOTLZIS,O,X,O,O,X,O,O
JOTLZSI,O,X,O,O,X,O,O
JOTSILZ,O,X,O,X,O,X,X
JOTSIZL,O,X,O,X,O,X,X
JOTSLIZ,O,X,O,X,O,X,X
JOTSLZI,O,X,O,X,O,X,X
JOTSZIL,O,X,O,X,O,X,O
JOTSZLI,O,X,O,X,O,X,O
JOTZILS,O,X,O,O,X,O,O
JOTZISL,O,X,O,O,X,X,O
JOTZLIS,O,X,O,O,X,O,O
JOTZLSI,O,X,O,O,X,O,O
JOTZSIL,O,X,O,O,X,X,O
JOTZSLI,O,X,O,O,X,X,O
JOITLSZ,X,X,O,X,O,X,X
JOITLZS,X,X,O,O,X,X,X
JOITSLZ,X,X,O,X,O,X,X
JOITSZL,X,X,O,X,O,X,X
JOITZLS,X,X,O,O,X,X,O
JOITZSL,X,X,O,O,X,X,O
JOILTSZ,X,X,O,X,O,X,X
JOILTZS,X,X,O,X,X,X,X
JOILSTZ,X,X,O,X,O,X,X
JOILSZT,X,X,X,X,O,X,X
JOILZTS,X,X,O,X,X,X,O
JOILZST,X,X,X,X,O,X,X
JOISTLZ,X,X,O,X,O,X,X
JOISTZL,X,X,O,X,O,X,X
JOISLTZ,X,X,O,X,O,X,X
JOISLZT,X,X,X,X,O,X,X
JOISZTL,X,X,X,X,O,X,O
JOISZLT,X,X,X,X,O,X,X
JOIZTLS,X,X,O,X,X,X,O
JOIZTSL,X,X,O,X,X,X,O
JOIZLTS,X,X,O,X,X,X,O
JOIZLST,X,X,X,X,O,X,X
JOIZSTL,X,X,X,X,O,X,O
JOIZSLT,X,X,X,X,O,X,X
JOLTISZ,X,X,O,X,O,X,X
JOLTIZS,X,X,O,X,X,O,X
JOLTSIZ,X,X,O,X,O,X,X
JOLTSZI,X,X,O,X,O,X,X
JOLTZIS,X,X,O,X,X,O,O
JOLTZSI,X,X,O,X,X,O,O
JOLITSZ,X,X,O,X,O,X,X
JOLITZS,X,X,O,X,X,X,X
JOLISTZ,X,X,O,X,O,X,X
JOLISZT,X,X,X,X,O,X,X
JOLIZTS,X,X,O,X,X,X,O
JOLIZST,X,X,X,X,O,X,X
JOLSTIZ,X,X,O,X,O,X,X
JOLSTZI,X,X,O,X,O,X,X
JOLSITZ,X,X,O,X,O,X,X
JOLSIZT,X,X,X,X,O,X,X
JOLSZTI,X,X,X,X,O,X,X
JOLSZIT,X,X,X,X,O,X,X
JOLZTIS,X,X,O,X,O,O,O
JOLZTSI,X,X,O,X,O,O,O
JOLZITS,X,X,O,X,O,X,O
JOLZIST,X,X,X,X,O,X,X
JOLZSTI,X,X,X,X,O,X,X
JOLZSIT,X,X,X,X,O,X,X
JOSTILZ,O,X,O,X,O,X,X
JOSTIZL,O,X,O,X,O,X,X
JOSTLIZ,O,X,O,X,O,X,X
JOSTLZI,O,X,O,X,O,X,X
JOSTZIL,O,X,O,X,O,X,O
JOSTZLI,O,X,O,X,O,X,O
JOSITLZ,X,X,O,X,O,X,X
JOSITZL,X,X,O,X,O,X,X
JOSILTZ,X,X,O,X,O,X,X
JOSILZT,X,X,X,X,O,X,X
JOSIZTL,X,X,X,X,O,X,O
JOSIZLT,X,X,X,X,O,X,X
JOSLTIZ,O,X,O,X,O,X,X
JOSLTZI,O,X,O,X,O,X,X
JOSLITZ,O,X,O,X,O,X,X
JOSLIZT,O,X,X,X,O,X,X
JOSLZTI,O,X,X,X,O,X,X
JOSLZIT,O,X,X,X,O,X,X
JOSZTIL,O,X,O,X,O,X,O
JOSZTLI,O,X,O,X,O,X,O
JOSZITL,O,X,X,X,O,X,O
JOSZILT,O,X,X,X,O,X,X
JOSZLTI,O,X,X,X,O,X,X
JOSZLIT,O,X,X,X,O,X,X
JOZTILS,O,X,O,O,O,O,O
JOZTISL,O,X,O,O,O,X,O
JOZTLIS,O,X,O,O,O,O,O
JOZTLSI,O,X,O,O,O,O,O
JOZTSIL,O,X,O,O,O,X,O
JOZTSLI,O,X,O,O,O,X,O
JOZITLS,O,X,O,O,O,X,O
JOZITSL,O,X,O,O,O,X,O
JOZILTS,O,X,O,X,O,X,O
JOZILST,X,X,X,X,O,X,X
JOZISTL,X,X,X,X,O,X,O
JOZISLT,X,X,X,X,O,X,X
JOZLTIS,O,X,O,O,O,O,O
JOZLTSI,O,X,O,O,O,O,O
JOZLITS,O,X,O,X,O,X,O
JOZLIST,X,X,X,X,O,X,X
JOZLSTI,X,X,X,X,O,X,X
JOZLSIT,X,X,X,X,O,X,X
JOZSTIL,O,X,O,O,O,X,O
JOZSTLI,O,X,O,O,O,X,O
JOZSITL,O,X,X,X,O,X,O
JOZSILT,O,X,X,X,O,X,X
JOZSLTI,O,X,X,X,O,X,X
JOZSLIT,O,X,X,X,O,X,X
STILJZO,O,O,O,X,O,X,X
STILJOZ,O,O,O,X,O,X,X
STILZJO,O,O,O,O,O,X,X
STILZOJ,O,O,X,O,O,X,X
STILOJZ,O,O,O,X,O,X,X
STILOZJ,O,O,X,O,O,O,X
STIJLZO,O,O,O,X,O,X,X
STIJLOZ,O,O,O,X,O,X,X
STIJZLO,O,O,O,X,O,X,X
STIJZOL,O,O,O,X,O,X,X
STIJOLZ,O,O,O,X,O,X,X
STIJOZL,O,O,O,X,O,X,X
STIZLJO,O,O,O,O,O,X,X
STIZLOJ,O,O,X,O,O,X,X
STIZJLO,O,O,O,O,O,X,X
STIZJOL,O,O,O,O,O,X,X
STIZOLJ,O,O,X,O,O,X,X
STIZOJL,O,O,X,O,O,X,X
STIOLJZ,O,O,O,X,O,X,X
STIOLZJ,O,O,X,O,O,O,X
STIOJLZ,O,O,O,X,O,X,X
STIOJZL,O,O,O,X,O,X,X
STIOZLJ,O,O,X,O,X,O,X
STIOZJL,O,O,X,O,O,X,X
STLIJZO,O,O,O,X,O,X,X
STLIJOZ,O,O,O,X,O,X,X
STLIZJO,O,O,O,O,O,X,X
STLIZOJ,O,O,X,O,O,X,X
STLIOJZ,O,O,O,X,O,X,X
STLIOZJ,O,O,X,O,O,O,X
STLJIZO,O,O,O,X,O,X,X
STLJIOZ,O,O,O,X,O,X,X
STLJZIO,O,O,O,X,O,X,X
STLJZOI,O,O,O,X,O,X,X
STLJOIZ,O,O,O,X,O,X,X
STLJOZI,O,O,O,X,O,X,X
STLZIJO,O,O,O,O,O,X,X
STLZIOJ,O,O,X,O,O,X,X
STLZJIO,O,O,O,O,O,X,X
STLZJOI,O,O,O,O,O,X,X
STLZOIJ,O,O,X,O,O,X,X
STLZOJI,O,O,X,O,O,X,X
STLOIJZ,O,O,O,X,O,X,X
STLOIZJ,O,O,X,O,O,O,X
STLOJIZ,O,O,O,X,O,X,X
STLOJZI,O,O,O,X,O,X,X
STLOZIJ,O,O,X,O,O,O,X
STLOZJI,O,O,X,O,O,O,X
STJILZO,O,O,O,X,O,X,X
STJILOZ,O,O,O,X,O,X,X
STJIZLO,O,O,O,X,O,X,X
STJIZOL,O,O,O,X,O,X,X
STJIOLZ,O,O,O,X,O,X,X
STJIOZL,O,O,O,X,O,X,X
STJLIZO,O,O,O,X,O,X,X
STJLIOZ,O,O,O,X,O,X,X
STJLZIO,O,O,O,X,O,X,X
STJLZOI,O,O,O,X,O,X,X
STJLOIZ,O,O,O,X,O,X,X
STJLOZI,O,O,O,X,O,X,X
STJZILO,O,O,O,X,O,X,X
STJZIOL,O,O,O,X,O,X,O
STJZLIO,O,O,O,X,O,X,X
STJZLOI,O,O,O,X,O,X,X
STJZOIL,O,O,O,X,O,X,O
STJZOLI,O,O,O,X,O,X,O
STJOILZ,O,O,O,X,O,X,X
STJOIZL,O,O,O,X,O,X,X
STJOLIZ,O,O,O,X,O,X,X
STJOLZI,O,O,O,X,O,X,X
STJOZIL,O,O,O,X,O,X,O
STJOZLI,O,O,O,X,O,X,O
STZILJO,O,O,O,O,O,X,X
STZILOJ,O,O,X,O,O,X,X
STZIJLO,O,O,O,O,O,X,X
STZIJOL,O,O,O,O,O,X,O
STZIOLJ,O,O,X,O,O,X,X
STZIOJL,O,O,X,O,O,X,O
STZLIJO,O,O,O,O,O,X,X
STZLIOJ,O,O,X,O,O,X,X
STZLJIO,O,O,O,O,O,X,X
STZLJOI,O,O,O,O,O,X,X
STZLOIJ,O,O,X,O,O,X,X
STZLOJI,O,O,X,O,O,X,X
STZJILO,O,O,O,O,O,X,X
STZJIOL,O,O,O,O,O,X,O
STZJLIO,O,O,O,O,O,X,X
STZJLOI,O,O,O,O,O,X,X
STZJOIL,O,O,O,O,O,X,O
STZJOLI,O,O,O,O,O,X,O
STZOILJ,O,O,X,O,O,X,X
STZOIJL,O,O,X,O,O,X,O
STZOLIJ,O,O,X,O,O,X,X
STZOLJI,O,O,X,O,O,X,X
STZOJIL,O,O,X,O,O,X,O
STZOJLI,O,O,X,O,O,X,O
STOILJZ,O,O,O,X,O,X,X
STOILZJ,O,O,X,O,O,O,X
STOIJLZ,O,O,O,X,O,X,X
STOIJZL,O,O,O,X,O,X,X
STOIZLJ,O,O,X,O,X,O,X
STOIZJL,O,O,X,O,O,X,X
STOLIJZ,O,O,O,X,O,X,X
STOLIZJ,O,O,X,O,O,O,X
STOLJIZ,O,O,O,X,O,X,X
STOLJZI,O,O,O,X,O,X,X
STOLZIJ,O,O,X,O,O,O,X
STOLZJI,O,O,X,O,O,O,X
STOJILZ,O,O,O,X,O,X,X
STOJIZL,O,O,O,X,O,X,X
STOJLIZ,O,O,O,X,O,X,X
STOJLZI,O,O,O,X,O,X,X
STOJZIL,O,O,O,X,O,X,O
STOJZLI,O,O,O,X,O,X,O
STOZILJ,O,O,X,O,O,O,X
STOZIJL,O,O,X,O,O,X,O
STOZLIJ,O,O,X,O,O,O,X
STOZLJI,O,O,X,O,O,O,X
STOZJIL,O,O,X,O,O,X,O
STOZJLI,O,O,X,O,O,X,O
SITLJZO,O,O,O,X,O,X,X
SITLJOZ,O,O,O,X,O,X,X
SITLZJO,O,O,O,O,O,X,X
SITLZOJ,O,O,X,O,O,X,X
SITLOJZ,O,O,O,X,O,X,X
SITLOZJ,O,O,X,O,O,O,X
SITJLZO,O,O,O,X,O,X,X
SITJLOZ,O,O,O,X,O,X,X
SITJZLO,O,O,O,X,O,X,X
SITJZOL,O,O,O,X,O,X,X
SITJOLZ,O,O,O,X,O,X,X
SITJOZL,O,O,O,X,O,X,X
SITZLJO,O,O,O,O,O,X,X
SITZLOJ,O,O,X,O,O,X,X
SITZJLO,O,O,O,O,O,X,X
SITZJOL,O,O,O,O,O,X,X
SITZOLJ,O,O,X,O,O,X,X
SITZOJL,O,O,X,O,O,X,X
SITOLJZ,O,O,O,X,O,X,X
SITOLZJ,O,O,X,O,O,O,X
SITOJLZ,O,O,O,X,O,X,X
SITOJZL,O,O,O,X,O,X,X
SITOZLJ,O,O,X,O,X,O,X
SITOZJL,O,O,X,O,O,X,X
SILTJZO,O,O,X,X,O,X,X
SILTJOZ,O,O,X,X,O,X,X
SILTZJO,O,O,X,X,O,X,X
SILTZOJ,O,O,X,X,O,X,X
SILTOJZ,O,O,X,X,O,X,X
SILTOZJ,O,O,X,X,O,O,X
SILJTZO,O,X,O,X,O,X,X
SILJTOZ,O,X,O,X,O,X,X
SILJZTO,O,O,X,X,O,X,X
SILJZOT,O,O,X,X,O,X,X
SILJOTZ,O,X,O,X,O,X,X
SILJOZT,O,O,X,X,O,X,X
SILZTJO,O,O,X,X,O,X,X
SILZTOJ,O,O,X,X,O,X,X
SILZJTO,O,O,X,X,O,X,X
SILZJOT,O,O,X,X,O,X,X
SILZOTJ,O,O,X,X,O,X,X
SILZOJT,O,O,X,X,O,X,X
SILOTJZ,O,O,X,X,O,X,X
SILOTZJ,O,O,X,X,O,X,X
SILOJTZ,O,X,X,X,O,X,X
SILOJZT,O,O,X,X,O,X,X
SILOZTJ,O,O,X,X,O,X,X
SILOZJT,O,O,X,X,O,X,X
SIJTLZO,O,O,O,X,O,X,X
SIJTLOZ,O,O,O,X,O,X,X
SIJTZLO,O,O,O,X,O,X,X
SIJTZOL,O,O,O,X,O,X,X
SIJTOLZ,O,O,O,X,O,X,X
SIJTOZL,O,O,O,X,O,X,X
SIJLTZO,O,X,O,X,O,X,X
SIJLTOZ,O,X,O,X,O,X,X
SIJLZTO,O,O,X,X,O,X,X
SIJLZOT,O,O,X,X,O,X,X
SIJLOTZ,O,X,O,X,O,X,X
SIJLOZT,O,O,X,X,O,X,X
SIJZTLO,O,O,X,X,O,X,X
SIJZTOL,O,O,X,X,O,X,O
SIJZLTO,O,O,X,X,O,X,X
SIJZLOT,O,O,X,X,O,X,X
SIJZOTL,O,O,X,X,O,X,O
SIJZOLT,O,O,X,X,O,X,X
SIJOTLZ,X,O,O,X,O,X,X
SIJOTZL,X,O,O,X,O,X,X
SIJOLTZ,X,X,O,X,O,X,X
SIJOLZT,X,O,X,X,O,X,X
SIJOZTL,X,O,X,X,O,X,O
SIJOZLT,X,O,X,X,O,X,X
SIZTLJO,O,O,X,X,O,X,X
SIZTLOJ,O,O,X,X,O,X,X
SIZTJLO,O,O,X,X,O,X,X
SIZTJOL,O,O,X,X,O,X,O
SIZTOLJ,O,O,X,X,O,X,X
SIZTOJL,O,O,X,X,O,X,O
SIZLTJO,O,O,X,X,O,X,X
SIZLTOJ,O,O,X,X,O,X,X
SIZLJTO,O,O,X,X,O,X,X
SIZLJOT,O,O,X,X,O,X,X
