sequence,v115@HhB8HeD8FeE8DeA8Jem/IvhFChBxiB/rBToB0sBFsB,v115@HhB8HeD8FeE8DeA8Jex/IvhFylBTjBWtBlrBfsB0sB,v115@HhB8HeD8FeE8DeA8Jex/IvhFylBTjBGnBFnB0rBXtB,v115@HhB8HeD8FeE8DeA8Jem/IvhFzgBCiBXjBctBxrBVxB,v115@HhB8HeD8FeE8DeA8Jem/IvhFzgBRiB1rBCtBctBXsB,v115@HhB8HeD8FeE8DeA8Jem/IvhFfmB0hBxiBzrBFtBCtB
ZSTIJLO,X,X,O,X,X,X
ZSTIJOL,X,X,O,O,X,O
ZSTIOLJ,X,X,O,O,X,X
ZSTIOJL,X,X,O,O,X,X
ZSTLIJO,X,X,O,X,X,X
ZSTLIOJ,X,X,O,X,X,X
ZSTLJIO,X,X,O,X,X,X
ZSTLJOI,O,X,O,X,X,X
ZSTLOIJ,O,X,O,X,X,X
ZSTLOJI,O,X,O,X,X,X
ZSTJILO,X,X,O,X,X,X
ZSTJIOL,X,X,O,O,X,O
ZSTJLIO,X,X,O,X,X,X
ZSTJLOI,O,X,O,X,X,X
ZSTJOIL,O,X,O,O,X,O
ZSTJOLI,O,X,O,X,X,O
ZSTOILJ,O,X,O,O,X,O
ZSTOIJL,O,X,O,O,X,O
ZSTOLIJ,O,X,O,X,X,O
ZSTOLJI,O,X,O,X,X,O
ZSTOJIL,O,X,O,O,X,O
ZSTOJLI,O,X,O,X,X,O
ZSITLJO,X,X,O,O,X,X
ZSITLOJ,X,X,O,O,X,X
ZSITJLO,X,X,O,O,X,X
ZSITJOL,X,X,O,O,X,O
ZSITOLJ,X,X,O,O,X,X
ZSITOJL,X,X,O,O,X,X
ZSILTJO,X,X,O,X,X,X
ZSILTOJ,X,X,O,X,X,X
ZSILJTO,X,X,O,X,X,X
ZSILJOT,O,X,O,O,X,O
ZSILOTJ,O,X,O,O,X,X
ZSILOJT,O,X,O,O,X,X
ZSIJTLO,X,X,O,O,X,X
ZSIJTOL,X,X,O,O,X,O
ZSIJLTO,X,X,O,X,X,X
ZSIJLOT,O,X,O,O,X,O
ZSIJOTL,O,X,O,O,X,O
ZSIJOLT,O,X,O,O,X,O
ZSIOTLJ,O,X,O,O,X,O
ZSIOTJL,O,X,O,O,X,O
ZSIOLTJ,O,X,O,O,X,X
ZSIOLJT,O,X,O,O,X,O
ZSIOJTL,O,X,O,O,X,O
ZSIOJLT,O,X,O,O,X,O
ZSLTIJO,X,X,O,X,X,X
ZSLTIOJ,X,X,O,X,X,X
ZSLTJIO,X,X,O,X,X,X
ZSLTJOI,O,X,O,X,X,X
ZSLTOIJ,O,X,O,X,X,X
ZSLTOJI,O,X,O,X,X,X
ZSLITJO,X,X,O,X,X,X
ZSLITOJ,X,X,O,X,X,X
ZSLIJTO,X,X,O,X,X,X
ZSLIJOT,O,X,O,O,X,O
ZSLIOTJ,O,X,O,O,X,X
ZSLIOJT,O,X,O,O,X,X
ZSLJTIO,X,X,O,X,X,X
ZSLJTOI,O,X,O,X,X,X
ZSLJITO,X,X,O,X,X,X
ZSLJIOT,O,X,O,O,X,O
ZSLJOTI,O,X,O,X,X,O
ZSLJOIT,O,X,O,O,X,O
ZSLOTIJ,O,X,O,X,X,O
ZSLOTJI,O,X,O,X,X,O
ZSLOITJ,O,X,O,O,X,X
ZSLOIJT,O,X,O,O,X,O
ZSLOJTI,O,X,O,X,X,O
ZSLOJIT,O,X,O,O,X,O
ZSJTILO,X,X,O,X,X,X
ZSJTIOL,X,X,O,O,X,O
ZSJTLIO,X,X,O,X,X,X
ZSJTLOI,O,X,O,X,X,X
ZSJTOIL,O,X,O,O,X,O
ZSJTOLI,O,X,O,X,X,O
ZSJITLO,X,X,O,O,X,X
ZSJITOL,X,X,O,O,X,O
ZSJILTO,X,X,O,X,X,X
ZSJILOT,O,X,O,O,X,O
ZSJIOTL,O,X,O,O,X,O
ZSJIOLT,O,X,O,O,X,O
ZSJLTIO,X,X,O,X,X,X
ZSJLTOI,O,X,O,X,X,X
ZSJLITO,X,X,O,X,X,X
ZSJLIOT,O,X,O,O,X,O
ZSJLOTI,O,X,O,X,X,O
ZSJLOIT,O,X,O,O,X,O
ZSJOTIL,O,X,O,O,X,O
ZSJOTLI,O,X,O,X,X,O
ZSJOITL,O,X,O,O,X,O
ZSJOILT,O,X,O,O,X,O
ZSJOLTI,O,X,O,X,X,O
ZSJOLIT,O,X,O,O,X,O
ZSOTILJ,O,X,O,O,X,O
ZSOTIJL,O,X,O,O,X,O
ZSOTLIJ,O,X,O,X,X,O
ZSOTLJI,O,X,O,X,X,O
ZSOTJIL,O,X,O,O,X,O
ZSOTJLI,O,X,O,X,X,O
ZSOITLJ,O,X,O,O,X,O
ZSOITJL,O,X,O,O,X,O
ZSOILTJ,O,X,O,O,X,X
ZSOILJT,O,X,O,O,X,O
ZSOIJTL,O,X,O,O,X,O
ZSOIJLT,O,X,O,O,X,O
ZSOLTIJ,O,X,O,X,X,O
ZSOLTJI,O,X,O,X,X,O
ZSOLITJ,O,X,O,O,X,X
ZSOLIJT,O,X,O,O,X,O
ZSOLJTI,O,X,O,X,X,O
ZSOLJIT,O,X,O,O,X,O
ZSOJTIL,O,X,O,O,X,O
ZSOJTLI,O,X,O,X,X,O
ZSOJITL,O,X,O,O,X,O
ZSOJILT,O,X,O,O,X,O
ZSOJLTI,O,X,O,X,X,O
ZSOJLIT,O,X,O,O,X,O
ZOTILJS,O,X,X,O,X,X
ZOTILSJ,X,X,X,O,X,X
ZOTIJLS,O,X,X,O,X,X
ZOTIJSL,O,X,X,O,X,X
ZOTISLJ,O,X,X,O,X,X
ZOTISJL,O,X,X,O,X,X
ZOTLIJS,O,X,X,X,O,X
ZOTLISJ,X,X,X,X,O,X
ZOTLJIS,O,X,X,X,O,X
ZOTLJSI,X,X,X,X,O,X
ZOTLSIJ,X,X,X,X,O,X
ZOTLSJI,X,X,X,X,O,X
ZOTJILS,O,X,X,O,X,X
ZOTJISL,O,X,X,O,X,X
ZOTJLIS,O,X,X,X,O,X
ZOTJLSI,X,X,X,X,O,X
ZOTJSIL,O,X,X,O,X,O
ZOTJSLI,O,X,X,X,X,O
ZOTSILJ,O,X,X,O,X,O
ZOTSIJL,O,X,X,O,X,O
ZOTSLIJ,O,X,X,X,X,O
ZOTSLJI,O,X,X,X,X,O
ZOTSJIL,O,X,X,O,X,O
ZOTSJLI,O,X,X,X,X,O
ZOITLJS,O,X,X,O,X,X
ZOITLSJ,X,X,X,O,X,X
ZOITJLS,O,X,X,O,X,X
ZOITJSL,O,X,X,O,X,X
ZOITSLJ,O,X,X,O,X,X
ZOITSJL,O,X,X,O,X,X
ZOILTJS,O,X,X,O,X,X
ZOILTSJ,X,X,X,O,X,X
ZOILJTS,O,X,X,O,X,X
ZOILJST,O,X,O,O,X,X
ZOILSTJ,O,X,O,O,X,X
ZOILSJT,O,X,O,O,X,X
ZOIJTLS,O,X,X,O,X,X
ZOIJTSL,O,X,X,O,X,X
ZOIJLTS,O,X,X,O,X,X
ZOIJLST,O,X,O,O,X,X
ZOIJSTL,O,X,O,O,X,X
ZOIJSLT,O,X,O,O,X,X
ZOISTLJ,O,X,O,O,X,X
ZOISTJL,O,X,O,O,X,X
ZOISLTJ,O,X,O,O,X,X
ZOISLJT,O,X,O,O,X,X
ZOISJTL,O,X,O,O,X,X
ZOISJLT,O,X,O,O,X,X
ZOLTIJS,O,X,X,X,O,X
ZOLTISJ,X,X,X,X,O,X
ZOLTJIS,O,X,X,X,O,X
ZOLTJSI,X,X,X,X,O,X
ZOLTSIJ,X,X,X,X,O,X
ZOLTSJI,X,X,X,X,O,X
ZOLITJS,O,X,X,O,X,X
ZOLITSJ,X,X,X,O,X,X
ZOLIJTS,O,X,X,O,X,X
ZOLIJST,O,X,O,O,X,X
ZOLISTJ,O,X,O,O,X,X
ZOLISJT,O,X,O,O,X,X
ZOLJTIS,O,X,X,X,O,X
ZOLJTSI,X,X,X,X,O,X
ZOLJITS,O,X,X,O,X,X
ZOLJIST,O,X,O,O,X,X
ZOLJSTI,O,X,O,X,X,X
ZOLJSIT,O,X,O,O,X,X
ZOLSTIJ,O,X,O,X,X,X
ZOLSTJI,O,X,O,X,X,X
ZOLSITJ,O,X,O,O,X,X
ZOLSIJT,O,X,O,O,X,X
ZOLSJTI,O,X,O,X,X,X
ZOLSJIT,O,X,O,O,X,X
ZOJTILS,O,X,X,O,X,X
ZOJTISL,O,X,X,O,X,X
ZOJTLIS,O,X,X,X,O,X
ZOJTLSI,X,X,X,X,O,X
ZOJTSIL,O,X,X,O,X,O
ZOJTSLI,O,X,X,X,X,O
ZOJITLS,O,X,X,O,X,X
ZOJITSL,O,X,X,O,X,X
ZOJILTS,O,X,X,O,X,X
ZOJILST,O,X,O,O,X,X
ZOJISTL,O,X,O,O,X,X
ZOJISLT,O,X,O,O,X,X
ZOJLTIS,O,X,X,X,O,X
ZOJLTSI,X,X,X,X,O,X
ZOJLITS,O,X,X,O,X,X
ZOJLIST,O,X,O,O,X,X
ZOJLSTI,O,X,O,X,X,X
ZOJLSIT,O,X,O,O,X,X
ZOJSTIL,O,X,O,O,X,O
ZOJSTLI,O,X,O,X,X,O
ZOJSITL,O,X,O,O,X,O
ZOJSILT,O,X,O,O,X,O
ZOJSLTI,O,X,O,X,X,O
ZOJSLIT,O,X,O,O,X,O
ZOSTILJ,O,X,O,O,X,O
ZOSTIJL,O,X,O,O,X,O
ZOSTLIJ,O,X,O,X,X,O
ZOSTLJI,O,X,O,X,X,O
ZOSTJIL,O,X,O,O,X,O
ZOSTJLI,O,X,O,X,X,O
ZOSITLJ,O,X,O,O,X,O
ZOSITJL,O,X,O,O,X,O
ZOSILTJ,O,X,O,O,X,X
ZOSILJT,O,X,O,O,X,O
ZOSIJTL,O,X,O,O,X,O
ZOSIJLT,O,X,O,O,X,O
ZOSLTIJ,O,X,O,X,X,O
ZOSLTJI,O,X,O,X,X,O
ZOSLITJ,O,X,O,O,X,X
ZOSLIJT,O,X,O,O,X,O
ZOSLJTI,O,X,O,X,X,O
ZOSLJIT,O,X,O,O,X,O
ZOSJTIL,O,X,O,O,X,O
ZOSJTLI,O,X,O,X,X,O
ZOSJITL,O,X,O,O,X,O
ZOSJILT,O,X,O,O,X,O
ZOSJLTI,O,X,O,X,X,O
ZOSJLIT,O,X,O,O,X,O
OTILJSZ,O,O,X,X,O,X
OTILJZS,O,O,X,X,O,X
OTILSJZ,X,X,X,X,O,X
OTILSZJ,X,X,X,X,O,X
OTILZJS,X,X,X,X,O,X
OTILZSJ,X,X,X,X,O,X
OTIJLSZ,O,O,X,X,O,X
OTIJLZS,O,O,X,X,O,X
OTIJSLZ,O,O,X,X,X,O
OTIJSZL,X,O,X,X,X,O
OTIJZLS,O,O,X,O,X,X
OTIJZSL,O,O,X,O,X,X
OTISLJZ,O,X,X,X,X,O
OTISLZJ,X,X,X,X,X,O
OTISJLZ,O,X,X,X,X,O
OTISJZL,X,X,X,X,X,O
OTISZLJ,X,X,X,X,X,O
OTISZJL,X,X,X,X,X,O
OTIZLJS,O,X,X,O,X,X
OTIZLSJ,X,X,X,O,X,X
OTIZJLS,O,X,X,O,X,X
OTIZJSL,O,X,X,O,X,X
OTIZSLJ,O,X,X,O,X,X
OTIZSJL,O,X,X,O,X,X
OTLIJSZ,O,O,X,X,O,X
OTLIJZS,O,O,X,X,O,X
OTLISJZ,X,X,X,X,O,X
OTLISZJ,X,X,X,X,O,X
OTLIZJS,X,X,X,X,O,X
OTLIZSJ,X,X,X,X,O,X
OTLJISZ,O,O,X,X,O,X
OTLJIZS,O,O,X,X,O,X
OTLJSIZ,O,O,X,X,O,O
OTLJSZI,O,O,X,X,O,O
OTLJZIS,O,O,X,X,O,X
OTLJZSI,X,O,X,X,O,X
OTLSIJZ,O,X,X,X,O,O
OTLSIZJ,X,X,X,X,O,O
OTLSJIZ,O,X,X,X,O,O
OTLSJZI,O,X,X,X,O,O
OTLSZIJ,O,X,X,X,O,O
OTLSZJI,O,X,X,X,O,O
OTLZIJS,O,X,X,X,O,X
OTLZISJ,X,X,X,X,O,X
OTLZJIS,O,X,X,X,O,X
OTLZJSI,X,X,X,X,O,X
OTLZSIJ,X,X,X,X,O,X
OTLZSJI,X,X,X,X,O,X
OTJILSZ,O,O,X,X,O,X
OTJILZS,O,O,X,X,O,X
OTJISLZ,O,O,X,X,X,O
OTJISZL,X,O,X,X,X,O
OTJIZLS,O,O,X,O,X,X
OTJIZSL,O,O,X,O,X,X
OTJLISZ,O,O,X,X,O,X
OTJLIZS,O,O,X,X,O,X
OTJLSIZ,O,O,X,X,O,O
OTJLSZI,O,O,X,X,O,O
OTJLZIS,O,O,X,X,O,X
OTJLZSI,X,O,X,X,O,X
OTJSILZ,O,O,X,X,X,O
OTJSIZL,X,O,X,X,X,O
OTJSLIZ,O,O,X,X,O,O
OTJSLZI,O,O,X,X,O,O
OTJSZIL,O,O,X,X,X,O
OTJSZLI,O,O,X,X,X,O
OTJZILS,O,O,X,O,X,X
OTJZISL,O,O,X,O,X,X
OTJZLIS,O,O,X,X,O,X
OTJZLSI,X,O,X,X,O,X
OTJZSIL,O,O,X,O,X,O
OTJZSLI,O,O,X,X,X,O
OTSILJZ,O,X,X,X,X,O
OTSILZJ,X,X,X,X,X,O
OTSIJLZ,O,X,X,X,X,O
OTSIJZL,X,X,X,X,X,O
OTSIZLJ,X,X,X,X,X,O
OTSIZJL,X,X,X,X,X,O
OTSLIJZ,O,X,X,X,O,O
OTSLIZJ,X,X,X,X,O,O
OTSLJIZ,O,X,X,X,O,O
OTSLJZI,O,X,X,X,O,O
OTSLZIJ,O,X,X,X,O,O
OTSLZJI,O,X,X,X,O,O
OTSJILZ,O,X,X,X,X,O
OTSJIZL,X,X,X,X,X,O
OTSJLIZ,O,X,X,X,O,O
OTSJLZI,O,X,X,X,O,O
OTSJZIL,O,X,X,X,X,O
OTSJZLI,O,X,X,X,X,O
OTSZILJ,O,X,X,X,X,O
OTSZIJL,O,X,X,X,X,O
OTSZLIJ,O,X,X,X,X,O
OTSZLJI,O,X,X,X,X,O
OTSZJIL,O,X,X,X,X,O
OTSZJLI,O,X,X,X,X,O
OTZILJS,O,X,X,O,X,X
OTZILSJ,X,X,X,O,X,X
OTZIJLS,O,X,X,O,X,X
OTZIJSL,O,X,X,O,X,X
OTZISLJ,O,X,X,O,X,X
OTZISJL,O,X,X,O,X,X
OTZLIJS,O,X,X,X,O,X
OTZLISJ,X,X,X,X,O,X
OTZLJIS,O,X,X,X,O,X
OTZLJSI,X,X,X,X,O,X
OTZLSIJ,X,X,X,X,O,X
OTZLSJI,X,X,X,X,O,X
OTZJILS,O,X,X,O,X,X
OTZJISL,O,X,X,O,X,X
OTZJLIS,O,X,X,X,O,X
OTZJLSI,X,X,X,X,O,X
OTZJSIL,O,X,X,O,X,O
OTZJSLI,O,X,X,X,X,O
OTZSILJ,O,X,X,O,X,O
OTZSIJL,O,X,X,O,X,O
OTZSLIJ,O,X,X,X,X,O
OTZSLJI,O,X,X,X,X,O
OTZSJIL,O,X,X,O,X,O
OTZSJLI,O,X,X,X,X,O
OITLJSZ,O,O,X,X,O,X
OITLJZS,O,O,X,X,O,X
OITLSJZ,X,X,X,X,O,X
OITLSZJ,X,X,X,X,O,X
OITLZJS,X,X,X,X,O,X
OITLZSJ,X,X,X,X,O,X
OITJLSZ,O,O,X,X,O,X
OITJLZS,O,O,X,X,O,X
OITJSLZ,O,O,X,X,X,O
OITJSZL,X,O,X,X,X,O
OITJZLS,O,O,X,O,X,X
OITJZSL,O,O,X,O,X,X
OITSLJZ,O,X,X,X,X,O
OITSLZJ,X,X,X,X,X,O
OITSJLZ,O,X,X,X,X,O
OITSJZL,X,X,X,X,X,O
OITSZLJ,X,X,X,X,X,O
OITSZJL,X,X,X,X,X,O
OITZLJS,O,X,X,O,X,X
OITZLSJ,X,X,X,O,X,X
OITZJLS,O,X,X,O,X,X
OITZJSL,O,X,X,O,X,X
OITZSLJ,O,X,X,O,X,X
OITZSJL,O,X,X,O,X,X
OILTJSZ,O,O,X,X,O,X
OILTJZS,O,O,X,X,O,X
OILTSJZ,X,X,X,X,O,X
OILTSZJ,X,X,X,X,O,X
OILTZJS,X,X,X,X,O,X
OILTZSJ,X,X,X,X,O,X
OILJTSZ,O,O,X,X,O,X
OILJTZS,O,O,X,X,O,X
OILJSTZ,O,O,X,X,X,X
OILJSZT,O,X,X,X,X,X
OILJZTS,O,O,X,O,X,X
OILJZST,O,X,X,O,X,X
OILSTJZ,O,X,O,X,X,X
OILSTZJ,X,X,O,X,X,X
OILSJTZ,O,X,O,X,X,X
OILSJZT,O,X,O,X,X,X
OILSZTJ,O,X,O,X,X,X
OILSZJT,O,X,O,X,X,X
OILZTJS,O,X,X,O,X,X
OILZTSJ,X,X,X,O,X,X
OILZJTS,O,X,X,O,X,X
OILZJST,O,X,O,O,X,X
OILZSTJ,O,X,O,O,X,X
OILZSJT,O,X,O,O,X,X
OIJTLSZ,O,O,X,X,O,X
OIJTLZS,O,O,X,X,O,X
OIJTSLZ,O,O,X,X,X,O
OIJTSZL,X,O,X,X,X,O
OIJTZLS,O,O,X,O,X,X
OIJTZSL,O,O,X,O,X,X
OIJLTSZ,O,O,X,X,O,X
OIJLTZS,O,O,X,X,O,X
OIJLSTZ,O,O,X,X,X,X
OIJLSZT,O,X,X,X,X,X
OIJLZTS,O,O,X,O,X,X
OIJLZST,O,X,X,O,X,X
OIJSTLZ,O,O,X,X,X,O
OIJSTZL,X,O,X,X,X,O
OIJSLTZ,O,O,X,X,X,X
OIJSLZT,O,X,X,X,X,X
OIJSZTL,O,X,X,O,X,O
OIJSZLT,O,X,X,O,X,O
OIJZTLS,O,O,X,O,X,X
OIJZTSL,O,O,X,O,X,X
OIJZLTS,O,O,X,O,X,X
OIJZLST,O,X,X,O,X,X
OIJZSTL,O,X,X,O,X,X
OIJZSLT,O,X,X,O,X,X
OISTLJZ,O,X,O,X,X,O
OISTLZJ,X,X,O,X,X,O
OISTJLZ,O,X,O,X,X,O
OISTJZL,X,X,X,X,X,O
OISTZLJ,X,X,O,X,X,O
OISTZJL,X,X,O,X,X,O
OISLTJZ,O,X,O,X,X,X
OISLTZJ,X,X,O,X,X,X
OISLJTZ,O,X,O,X,X,X
OISLJZT,O,X,O,X,X,X
OISLZTJ,O,X,O,X,X,X
OISLZJT,O,X,O,X,X,X
OISJTLZ,O,X,O,X,X,O
OISJTZL,X,X,X,X,X,O
OISJLTZ,O,X,O,X,X,X
OISJLZT,O,X,O,X,X,X
OISJZTL,O,X,O,O,X,O
OISJZLT,O,X,O,O,X,O
OISZTLJ,O,X,O,O,X,O
OISZTJL,O,X,O,O,X,O
OISZLTJ,O,X,O,O,X,X
OISZLJT,O,X,O,O,X,O
OISZJTL,O,X,O,O,X,O
OISZJLT,O,X,O,O,X,O
OIZTLJS,O,X,X,O,X,X
OIZTLSJ,X,X,X,O,X,X
OIZTJLS,O,X,X,O,X,X
OIZTJSL,O,X,X,O,X,X
OIZTSLJ,O,X,X,O,X,X
OIZTSJL,O,X,X,O,X,X
OIZLTJS,O,X,X,O,X,X
OIZLTSJ,X,X,X,O,X,X
OIZLJTS,O,X,X,O,X,X
OIZLJST,O,X,O,O,X,X
OIZLSTJ,O,X,O,O,X,X
OIZLSJT,O,X,O,O,X,X
OIZJTLS,O,X,X,O,X,X
OIZJTSL,O,X,X,O,X,X
OIZJLTS,O,X,X,O,X,X
OIZJLST,O,X,O,O,X,X
OIZJSTL,O,X,O,O,X,X
OIZJSLT,O,X,O,O,X,X
OIZSTLJ,O,X,O,O,X,X
OIZSTJL,O,X,O,O,X,X
OIZSLTJ,O,X,O,O,X,X
OIZSLJT,O,X,O,O,X,X
OIZSJTL,O,X,O,O,X,X
OIZSJLT,O,X,O,O,X,X
OLTIJSZ,O,O,X,X,O,X
OLTIJZS,O,O,X,X,O,X
OLTISJZ,X,X,X,X,O,X
OLTISZJ,X,X,X,X,O,X
OLTIZJS,X,X,X,X,O,X
OLTIZSJ,X,X,X,X,O,X
OLTJISZ,O,O,X,X,O,X
OLTJIZS,O,O,X,X,O,X
OLTJSIZ,O,O,X,X,O,O
OLTJSZI,O,O,X,X,O,O
OLTJZIS,O,O,X,X,O,X
OLTJZSI,X,O,X,X,O,X
OLTSIJZ,O,X,X,X,O,O
OLTSIZJ,X,X,X,X,O,O
OLTSJIZ,O,X,X,X,O,O
OLTSJZI,O,X,X,X,O,O
OLTSZIJ,O,X,X,X,O,O
OLTSZJI,O,X,X,X,O,O
OLTZIJS,O,X,X,X,O,X
OLTZISJ,X,X,X,X,O,X
OLTZJIS,O,X,X,X,O,X
OLTZJSI,X,X,X,X,O,X
OLTZSIJ,X,X,X,X,O,X
OLTZSJI,X,X,X,X,O,X
OLITJSZ,O,O,X,X,O,X
OLITJZS,O,O,X,X,O,X
OLITSJZ,X,X,X,X,O,X
OLITSZJ,X,X,X,X,O,X
OLITZJS,X,X,X,X,O,X
OLITZSJ,X,X,X,X,O,X
OLIJTSZ,O,O,X,X,O,X
OLIJTZS,O,O,X,X,O,X
OLIJSTZ,O,O,X,X,X,X
OLIJSZT,O,X,X,X,X,X
OLIJZTS,O,O,X,O,X,X
OLIJZST,O,X,X,O,X,X
OLISTJZ,O,X,O,X,X,X
OLISTZJ,X,X,O,X,X,X
OLISJTZ,O,X,O,X,X,X
OLISJZT,O,X,O,X,X,X
OLISZTJ,O,X,O,X,X,X
OLISZJT,O,X,O,X,X,X
OLIZTJS,O,X,X,O,X,X
OLIZTSJ,X,X,X,O,X,X
OLIZJTS,O,X,X,O,X,X
OLIZJST,O,X,O,O,X,X
OLIZSTJ,O,X,O,O,X,X
OLIZSJT,O,X,O,O,X,X
OLJTISZ,O,O,X,X,O,X
OLJTIZS,O,O,X,X,O,X
OLJTSIZ,O,O,X,X,O,O
OLJTSZI,O,O,X,X,O,O
OLJTZIS,O,O,X,X,O,X
OLJTZSI,X,O,X,X,O,X
OLJITSZ,O,O,X,X,O,X
OLJITZS,O,O,X,X,O,X
OLJISTZ,O,O,X,X,X,X
OLJISZT,O,X,X,X,X,X
OLJIZTS,O,O,X,O,X,X
OLJIZST,O,X,X,O,X,X
OLJSTIZ,O,O,X,X,O,O
OLJSTZI,O,O,X,X,O,O
OLJSITZ,O,O,X,X,X,X
OLJSIZT,O,X,X,X,X,X
OLJSZTI,O,X,X,X,X,O
OLJSZIT,O,X,X,X,X,O
OLJZTIS,O,O,X,X,O,X
OLJZTSI,X,O,X,X,O,X
OLJZITS,O,O,X,O,X,X
OLJZIST,O,X,X,O,X,X
OLJZSTI,O,X,X,X,X,X
OLJZSIT,O,X,X,O,X,X
OLSTIJZ,O,X,O,X,O,O
OLSTIZJ,X,X,O,X,O,O
OLSTJIZ,O,X,O,X,O,O
OLSTJZI,O,X,O,X,O,O
OLSTZIJ,O,X,O,X,O,O
OLSTZJI,O,X,O,X,O,O
OLSITJZ,O,X,O,X,X,X
OLSITZJ,X,X,O,X,X,X
OLSIJTZ,O,X,O,X,X,X
OLSIJZT,O,X,O,X,X,X
OLSIZTJ,O,X,O,X,X,X
OLSIZJT,O,X,O,X,X,X
OLSJTIZ,O,X,O,X,O,O
OLSJTZI,O,X,O,X,O,O
OLSJITZ,O,X,O,X,X,X
OLSJIZT,O,X,O,X,X,X
OLSJZTI,O,X,O,X,X,O
OLSJZIT,O,X,O,X,X,O
OLSZTIJ,O,X,O,X,X,O
OLSZTJI,O,X,O,X,X,O
OLSZITJ,O,X,O,X,X,X
OLSZIJT,O,X,O,X,X,O
OLSZJTI,O,X,O,X,X,O
OLSZJIT,O,X,O,X,X,O
OLZTIJS,O,X,X,X,O,X
OLZTISJ,X,X,X,X,O,X
OLZTJIS,O,X,X,X,O,X
OLZTJSI,X,X,X,X,O,X
OLZTSIJ,X,X,X,X,O,X
OLZTSJI,X,X,X,X,O,X
OLZITJS,O,X,X,O,X,X
OLZITSJ,X,X,X,O,X,X
OLZIJTS,O,X,X,O,X,X
OLZIJST,O,X,O,O,X,X
OLZISTJ,O,X,O,O,X,X
OLZISJT,O,X,O,O,X,X
OLZJTIS,O,X,X,X,O,X
OLZJTSI,X,X,X,X,O,X
OLZJITS,O,X,X,O,X,X
OLZJIST,O,X,O,O,X,X
OLZJSTI,O,X,O,X,X,X
OLZJSIT,O,X,O,O,X,X
OLZSTIJ,O,X,O,X,X,X
OLZSTJI,O,X,O,X,X,X
OLZSITJ,O,X,O,O,X,X
OLZSIJT,O,X,O,O,X,X
OLZSJTI,O,X,O,X,X,X
OLZSJIT,O,X,O,O,X,X
OJTILSZ,O,O,X,X,O,X
OJTILZS,O,O,X,X,O,X
OJTISLZ,O,O,X,X,X,O
OJTISZL,X,O,X,X,X,O
OJTIZLS,O,O,X,O,X,X
OJTIZSL,O,O,X,O,X,X
OJTLISZ,O,O,X,X,O,X
OJTLIZS,O,O,X,X,O,X
OJTLSIZ,O,O,X,X,O,O
OJTLSZI,O,O,X,X,O,O
OJTLZIS,O,O,X,X,O,X
OJTLZSI,X,O,X,X,O,X
OJTSILZ,O,O,X,X,X,O
OJTSIZL,X,O,X,X,X,O
OJTSLIZ,O,O,X,X,O,O
OJTSLZI,O,O,X,X,O,O
OJTSZIL,O,O,X,X,X,O
OJTSZLI,O,O,X,X,X,O
OJTZILS,O,O,X,O,X,X
OJTZISL,O,O,X,O,X,X
OJTZLIS,O,O,X,X,O,X
OJTZLSI,X,O,X,X,O,X
OJTZSIL,O,O,X,O,X,O
OJTZSLI,O,O,X,X,X,O
OJITLSZ,O,O,X,X,O,X
OJITLZS,O,O,X,X,O,X
OJITSLZ,O,O,X,X,X,O
OJITSZL,X,O,X,X,X,O
OJITZLS,O,O,X,O,X,X
OJITZSL,O,O,X,O,X,X
OJILTSZ,O,O,X,X,O,X
OJILTZS,O,O,X,X,O,X
OJILSTZ,O,O,X,X,X,X
OJILSZT,O,X,X,X,X,X
OJILZTS,O,O,X,O,X,X
OJILZST,O,X,X,O,X,X
OJISTLZ,O,O,X,X,X,O
OJISTZL,X,O,X,X,X,O
OJISLTZ,O,O,X,X,X,X
OJISLZT,O,X,X,X,X,X
OJISZTL,O,X,X,O,X,O
OJISZLT,O,X,X,O,X,O
OJIZTLS,O,O,X,O,X,X
OJIZTSL,O,O,X,O,X,X
OJIZLTS,O,O,X,O,X,X
OJIZLST,O,X,X,O,X,X
OJIZSTL,O,X,X,O,X,X
OJIZSLT,O,X,X,O,X,X
OJLTISZ,O,O,X,X,O,X
OJLTIZS,O,O,X,X,O,X
OJLTSIZ,O,O,X,X,O,O
OJLTSZI,O,O,X,X,O,O
OJLTZIS,O,O,X,X,O,X
OJLTZSI,X,O,X,X,O,X
OJLITSZ,O,O,X,X,O,X
OJLITZS,O,O,X,X,O,X
OJLISTZ,O,O,X,X,X,X
OJLISZT,O,X,X,X,X,X
OJLIZTS,O,O,X,O,X,X
OJLIZST,O,X,X,O,X,X
OJLSTIZ,O,O,X,X,O,O
OJLSTZI,O,O,X,X,O,O
OJLSITZ,O,O,X,X,X,X
OJLSIZT,O,X,X,X,X,X
OJLSZTI,O,X,X,X,X,O
OJLSZIT,O,X,X,X,X,O
OJLZTIS,O,O,X,X,O,X
OJLZTSI,X,O,X,X,O,X
OJLZITS,O,O,X,O,X,X
OJLZIST,O,X,X,O,X,X
OJLZSTI,O,X,X,X,X,X
OJLZSIT,O,X,X,O,X,X
OJSTILZ,O,O,X,X,X,O
OJSTIZL,X,O,X,X,X,O
OJSTLIZ,O,O,X,X,O,O
OJSTLZI,O,O,X,X,O,O
OJSTZIL,O,O,X,X,X,O
OJSTZLI,O,O,X,X,X,O
OJSITLZ,O,O,X,X,X,O
OJSITZL,X,O,X,X,X,O
