sequence,v115@FhB8HeB8FeA8AeB8EeE8Jex/IvhF0hB6nBOpBllBzp?BXrB,v115@FhB8HeB8FeA8AeB8EeE8JeOEJvhFXgB0hB6nB1uBxq?BzqB,v115@FhB8HeB8FeA8AeB8EeE8Jex/IvhF0hB6nBllBmpBXr?BTpB,v115@FhB8HeB8FeA8AeB8EeE8Jex/IvhF6nBOpB0lBlmBzp?BXrB,v115@FhB8HeB8FeA8AeB8EeE8JexAJvhF6nBOpBXlBlmBzq?B0pB,v115@FhB8HeB8FeA8AeB8EeE8JecEJvhFxgB6nBXlBlmBzq?B2uB,v115@FhB8HeB8FeA8AeB8EeE8Je/EJvhFFgB0hB6nB2uBxq?BzqB,v115@FhB8HeB8FeA8AeB8EeE8Jex/IvhF6nB0lBlmBmpBTp?BXrB
LISJTOZ,O,X,O,X,X,X,O,X
LISJZTO,O,X,O,X,X,X,O,X
LISJZOT,O,X,X,X,X,X,O,X
LISJOTZ,O,X,X,X,X,X,O,X
LISJOZT,O,X,X,X,X,X,O,X
LISZTJO,O,O,O,X,X,X,X,X
LISZTOJ,O,O,O,X,X,X,X,X
LISZJTO,O,X,O,X,X,X,O,X
LISZJOT,O,X,X,X,X,X,O,X
LISZOTJ,O,X,X,X,X,X,X,X
LISZOJT,O,X,X,X,X,X,X,X
LISOTJZ,O,X,X,X,X,X,X,X
LISOTZJ,O,X,X,X,X,X,X,X
LISOJTZ,O,X,X,X,X,X,X,X
LISOJZT,O,X,X,X,X,X,X,X
LISOZTJ,O,X,X,X,X,X,X,X
LISOZJT,O,X,X,X,X,X,X,X
LIZTJSO,X,O,X,X,X,X,O,X
LIZTJOS,X,O,X,X,X,X,X,X
LIZTSJO,X,O,X,X,X,X,X,X
LIZTSOJ,X,O,X,X,X,X,X,X
LIZTOJS,X,O,X,X,X,X,X,X
LIZTOSJ,X,O,X,X,X,X,X,X
LIZJTSO,O,O,X,X,X,X,O,X
LIZJTOS,O,O,X,X,X,X,X,X
LIZJSTO,O,X,O,X,X,X,O,X
LIZJSOT,O,X,X,X,X,X,O,X
LIZJOTS,O,X,X,X,X,X,X,X
LIZJOST,O,X,X,X,X,X,O,X
LIZSTJO,O,O,O,X,X,X,X,X
LIZSTOJ,O,O,O,X,X,X,X,X
LIZSJTO,O,X,O,X,X,X,O,X
LIZSJOT,O,X,X,X,X,X,O,X
LIZSOTJ,O,X,X,X,X,X,X,X
LIZSOJT,O,X,X,X,X,X,X,X
LIZOTJS,O,O,X,X,X,X,X,X
LIZOTSJ,O,O,X,X,X,X,X,X
LIZOJTS,O,X,X,X,X,X,X,X
LIZOJST,O,X,X,X,X,X,O,X
LIZOSTJ,O,X,X,X,X,X,X,X
LIZOSJT,O,X,X,X,X,X,X,X
LIOTJSZ,O,O,X,X,O,O,X,X
LIOTJZS,O,O,X,O,X,X,X,X
LIOTSJZ,X,O,X,X,O,O,X,X
LIOTSZJ,O,O,X,X,O,O,X,X
LIOTZJS,O,O,X,O,X,X,X,X
LIOTZSJ,O,O,X,X,O,O,X,X
LIOJTSZ,O,X,X,X,O,X,X,X
LIOJTZS,O,X,X,O,X,X,X,X
LIOJSTZ,O,X,X,X,O,X,O,X
LIOJSZT,O,X,X,O,X,X,O,X
LIOJZTS,O,X,X,O,X,X,X,X
LIOJZST,O,X,X,O,X,X,O,X
LIOSTJZ,O,X,X,X,O,O,X,X
LIOSTZJ,O,X,X,X,O,O,X,X
LIOSJTZ,O,X,X,X,O,X,X,X
LIOSJZT,O,X,X,X,X,X,X,X
LIOSZTJ,O,X,X,X,X,O,X,X
LIOSZJT,O,X,X,X,X,X,X,X
LIOZTJS,O,O,X,O,X,X,X,X
LIOZTSJ,O,O,X,X,X,X,X,X
LIOZJTS,O,X,X,O,X,X,X,X
LIOZJST,O,X,X,O,X,X,O,X
LIOZSTJ,O,X,X,X,X,X,X,X
LIOZSJT,O,X,X,X,X,X,X,X
LJTISZO,O,O,X,X,X,X,O,X
LJTISOZ,O,O,X,X,X,X,O,X
LJTIZSO,O,O,X,X,X,X,O,X
LJTIZOS,O,O,X,X,X,X,X,O
LJTIOSZ,O,O,X,X,O,O,X,X
LJTIOZS,O,O,X,O,X,X,X,X
LJTSIZO,O,O,O,X,X,X,O,X
LJTSIOZ,O,O,O,X,X,X,O,X
LJTSZIO,O,O,O,X,X,X,O,X
LJTSZOI,O,O,O,X,X,X,O,O
LJTSOIZ,O,O,O,X,O,X,O,X
LJTSOZI,O,O,O,O,O,X,O,X
LJTZISO,O,O,X,X,X,X,O,X
LJTZIOS,O,O,X,X,X,X,X,O
LJTZSIO,O,O,O,X,X,X,O,X
LJTZSOI,O,O,O,X,X,X,O,O
LJTZOIS,O,O,X,O,X,X,X,O
LJTZOSI,O,O,X,O,O,X,X,O
LJTOISZ,O,O,X,X,O,O,X,X
LJTOIZS,O,O,X,O,X,X,X,X
LJTOSIZ,O,O,X,X,O,O,X,X
LJTOSZI,O,O,X,O,O,O,X,X
LJTOZIS,O,O,X,O,X,X,X,O
LJTOZSI,O,O,X,O,O,X,X,O
LJITSZO,O,O,X,X,X,X,O,X
LJITSOZ,O,O,X,X,X,X,O,X
LJITZSO,O,O,X,X,X,X,O,X
LJITZOS,O,O,X,X,X,X,X,O
LJITOSZ,O,O,X,X,O,X,X,X
LJITOZS,O,O,X,O,X,X,X,X
LJISTZO,O,X,O,X,X,X,O,X
LJISTOZ,O,X,O,X,X,X,O,X
LJISZTO,O,X,O,X,X,X,O,X
LJISZOT,O,X,X,X,X,X,O,X
LJISOTZ,O,X,X,X,X,X,O,X
LJISOZT,O,X,X,O,X,X,O,X
LJIZTSO,O,O,X,X,X,X,O,X
LJIZTOS,O,O,X,X,X,X,X,O
LJIZSTO,O,X,O,X,X,X,O,X
LJIZSOT,O,X,X,X,X,X,O,X
LJIZOTS,O,X,X,O,X,X,X,X
LJIZOST,O,X,X,O,X,X,O,X
LJIOTSZ,O,X,X,X,O,X,X,X
LJIOTZS,O,X,X,O,X,X,X,X
LJIOSTZ,O,X,X,X,O,X,O,X
LJIOSZT,O,X,X,O,X,X,O,X
LJIOZTS,O,X,X,O,X,X,X,X
LJIOZST,O,X,X,O,X,X,O,X
LJSTIZO,O,X,O,X,X,X,O,X
LJSTIOZ,O,X,O,X,X,X,O,X
LJSTZIO,O,X,O,X,X,X,O,X
LJSTZOI,O,X,O,X,X,X,O,O
LJSTOIZ,O,X,O,X,O,X,O,X
LJSTOZI,O,X,O,O,O,X,O,X
LJSITZO,O,X,O,X,X,X,O,X
LJSITOZ,O,X,O,X,X,X,O,X
LJSIZTO,O,X,O,X,X,X,O,X
LJSIZOT,O,X,X,X,X,X,O,X
LJSIOTZ,O,X,X,X,X,X,O,X
LJSIOZT,O,X,X,O,X,X,O,X
LJSZTIO,O,X,O,X,X,X,O,X
LJSZTOI,O,X,O,X,X,X,O,O
LJSZITO,O,X,O,X,X,X,O,X
LJSZIOT,O,X,X,X,X,X,O,X
LJSZOTI,O,X,O,X,X,X,O,X
LJSZOIT,O,X,X,X,X,X,O,X
LJSOTIZ,O,X,O,X,O,X,O,X
LJSOTZI,O,X,O,O,O,X,O,X
LJSOITZ,O,X,X,X,O,X,O,X
LJSOIZT,O,X,X,O,X,X,O,X
LJSOZTI,O,X,O,O,O,X,O,X
LJSOZIT,O,X,X,O,X,X,O,X
LJZTISO,O,O,X,X,X,X,O,X
LJZTIOS,O,O,X,X,X,X,X,O
LJZTSIO,O,O,O,X,X,X,O,X
LJZTSOI,O,O,O,X,X,X,O,O
LJZTOIS,O,O,X,O,X,X,X,O
LJZTOSI,O,O,X,O,O,X,X,O
LJZITSO,O,O,X,X,X,X,O,X
LJZITOS,O,O,X,X,X,X,X,O
LJZISTO,O,X,O,X,X,X,O,X
LJZISOT,O,X,X,X,X,X,O,X
LJZIOTS,O,X,X,O,X,X,X,X
LJZIOST,O,X,X,O,X,X,O,X
LJZSTIO,O,X,O,X,X,X,O,X
LJZSTOI,O,X,O,X,X,X,O,O
LJZSITO,O,X,O,X,X,X,O,X
LJZSIOT,O,X,X,X,X,X,O,X
LJZSOTI,O,X,O,X,X,X,O,X
LJZSOIT,O,X,X,X,X,X,O,X
LJZOTIS,O,X,X,O,X,X,X,O
LJZOTSI,O,X,X,O,O,X,X,O
LJZOITS,O,X,X,O,X,X,X,X
LJZOIST,O,X,X,O,X,X,O,X
LJZOSTI,O,X,O,O,O,X,O,X
LJZOSIT,O,X,X,O,X,X,O,X
LJOTISZ,O,X,X,X,O,O,X,X
LJOTIZS,O,X,X,O,X,X,X,X
LJOTSIZ,O,X,X,X,O,O,X,X
LJOTSZI,O,X,X,O,O,O,X,X
LJOTZIS,O,X,X,O,X,X,X,O
LJOTZSI,O,X,X,O,O,X,X,O
LJOITSZ,O,X,X,X,O,X,X,X
LJOITZS,O,X,X,O,X,X,X,X
LJOISTZ,O,X,X,X,O,X,O,X
LJOISZT,O,X,X,O,X,X,O,X
LJOIZTS,O,X,X,O,X,X,X,X
LJOIZST,O,X,X,O,X,X,O,X
LJOSTIZ,O,X,O,X,O,O,O,X
LJOSTZI,O,X,O,O,O,O,O,X
LJOSITZ,O,X,X,X,O,X,O,X
LJOSIZT,O,X,X,O,X,X,O,X
LJOSZTI,O,X,O,O,O,O,O,X
LJOSZIT,O,X,X,O,X,X,O,X
LJOZTIS,O,X,X,O,X,X,X,O
LJOZTSI,O,X,X,O,O,X,X,O
LJOZITS,O,X,X,O,X,X,X,X
LJOZIST,O,X,X,O,X,X,O,X
LJOZSTI,O,X,O,O,O,X,O,X
LJOZSIT,O,X,X,O,X,X,O,X
LSTIJZO,O,O,O,X,X,X,X,X
LSTIJOZ,O,O,O,X,X,X,X,X
LSTIZJO,O,O,O,X,X,X,X,X
LSTIZOJ,O,O,O,X,X,X,X,X
LSTIOJZ,O,O,X,X,O,O,X,X
LSTIOZJ,O,O,O,X,O,O,X,X
LSTJIZO,O,O,O,X,X,X,X,X
LSTJIOZ,O,O,O,X,X,X,X,X
LSTJZIO,O,O,O,X,X,X,X,X
LSTJZOI,O,O,O,X,X,X,X,O
LSTJOIZ,O,O,O,X,O,X,X,X
LSTJOZI,O,O,O,O,O,X,X,X
LSTZIJO,O,O,O,X,X,X,X,X
LSTZIOJ,O,O,O,X,X,X,X,X
LSTZJIO,O,O,O,X,X,X,X,X
LSTZJOI,O,O,O,X,X,X,X,X
LSTZOIJ,O,X,O,X,X,X,X,X
LSTZOJI,O,O,O,X,X,X,X,X
LSTOIJZ,O,O,X,X,O,O,X,X
LSTOIZJ,O,O,O,X,O,O,X,X
LSTOJIZ,O,O,O,X,O,O,X,X
LSTOJZI,O,O,O,O,O,O,X,X
LSTOZIJ,O,X,O,X,O,O,X,X
LSTOZJI,O,O,O,O,O,O,X,X
LSITJZO,O,O,O,X,X,X,X,X
LSITJOZ,O,O,O,X,X,X,X,X
LSITZJO,O,O,O,X,X,X,X,X
LSITZOJ,O,O,O,X,X,X,X,X
LSITOJZ,O,O,X,X,X,X,X,X
LSITOZJ,O,O,O,X,X,X,X,X
LSIJTZO,O,X,O,X,X,X,O,X
LSIJTOZ,O,X,O,X,X,X,O,X
LSIJZTO,O,X,O,X,X,X,O,X
LSIJZOT,O,X,X,X,X,X,O,X
LSIJOTZ,O,X,X,X,X,X,O,X
LSIJOZT,O,X,X,X,X,X,O,X
LSIZTJO,O,O,O,X,X,X,X,X
LSIZTOJ,O,O,O,X,X,X,X,X
LSIZJTO,O,X,O,X,X,X,O,X
LSIZJOT,O,X,X,X,X,X,O,X
LSIZOTJ,O,X,X,X,X,X,X,X
LSIZOJT,O,X,X,X,X,X,X,X
LSIOTJZ,O,X,X,X,X,X,X,X
LSIOTZJ,O,X,X,X,X,X,X,X
LSIOJTZ,O,X,X,X,X,X,X,X
LSIOJZT,O,X,X,X,X,X,X,X
LSIOZTJ,O,X,X,X,X,X,X,X
LSIOZJT,O,X,X,X,X,X,X,X
LSJTIZO,O,X,O,X,X,X,O,X
LSJTIOZ,O,X,O,X,X,X,O,X
LSJTZIO,O,X,O,X,X,X,O,X
LSJTZOI,O,X,O,X,X,X,O,O
LSJTOIZ,O,X,O,X,O,X,O,X
LSJTOZI,O,X,O,O,O,X,O,X
LSJITZO,O,X,O,X,X,X,O,X
LSJITOZ,O,X,O,X,X,X,O,X
LSJIZTO,O,X,O,X,X,X,O,X
LSJIZOT,O,X,X,X,X,X,O,X
LSJIOTZ,O,X,X,X,X,X,O,X
LSJIOZT,O,X,X,O,X,X,O,X
LSJZTIO,O,X,O,X,X,X,O,X
LSJZTOI,O,X,O,X,X,X,O,O
LSJZITO,O,X,O,X,X,X,O,X
LSJZIOT,O,X,X,X,X,X,O,X
LSJZOTI,O,X,O,X,X,X,O,X
LSJZOIT,O,X,X,X,X,X,O,X
LSJOTIZ,O,X,O,X,O,X,O,X
LSJOTZI,O,X,O,O,O,X,O,X
LSJOITZ,O,X,X,X,O,X,O,X
LSJOIZT,O,X,X,O,X,X,O,X
LSJOZTI,O,X,O,O,O,X,O,X
LSJOZIT,O,X,X,O,X,X,O,X
LSZTIJO,O,O,O,X,X,X,X,X
LSZTIOJ,O,O,O,X,X,X,X,X
LSZTJIO,O,O,O,X,X,X,X,X
LSZTJOI,O,O,O,X,X,X,X,X
LSZTOIJ,O,X,O,X,X,X,X,X
LSZTOJI,O,O,O,X,X,X,X,X
LSZITJO,O,O,O,X,X,X,X,X
LSZITOJ,O,O,O,X,X,X,X,X
LSZIJTO,O,X,O,X,X,X,O,X
LSZIJOT,O,X,X,X,X,X,O,X
LSZIOTJ,O,X,X,X,X,X,X,X
LSZIOJT,O,X,X,X,X,X,X,X
LSZJTIO,O,X,O,X,X,X,O,X
LSZJTOI,O,X,O,X,X,X,O,X
LSZJITO,O,X,O,X,X,X,O,X
LSZJIOT,O,X,X,X,X,X,O,X
LSZJOTI,O,X,O,X,X,X,O,X
LSZJOIT,O,X,X,X,X,X,O,X
LSZOTIJ,O,X,O,X,X,X,X,X
LSZOTJI,O,X,O,X,X,X,X,X
LSZOITJ,O,X,X,X,X,X,X,X
LSZOIJT,O,X,X,X,X,X,X,X
LSZOJTI,O,X,O,X,X,X,X,X
LSZOJIT,O,X,X,X,X,X,X,X
LSOTIJZ,O,X,X,X,O,O,X,X
LSOTIZJ,O,X,O,X,O,O,X,X
LSOTJIZ,O,X,O,X,O,O,X,X
LSOTJZI,O,X,O,O,O,O,X,X
LSOTZIJ,O,X,O,X,O,O,X,X
LSOTZJI,O,X,O,O,O,O,X,X
LSOITJZ,O,X,X,X,O,O,X,X
LSOITZJ,O,X,X,X,O,O,X,X
LSOIJTZ,O,X,X,X,O,X,X,X
LSOIJZT,O,X,X,X,X,X,X,X
LSOIZTJ,O,X,X,X,X,O,X,X
LSOIZJT,O,X,X,X,X,X,X,X
LSOJTIZ,O,X,O,X,O,O,X,X
LSOJTZI,O,X,O,O,O,O,X,X
LSOJITZ,O,X,X,X,O,X,X,X
LSOJIZT,O,X,X,O,X,X,X,X
LSOJZTI,O,X,O,O,O,O,X,X
LSOJZIT,O,X,X,O,X,X,X,X
LSOZTIJ,O,X,O,X,O,O,X,X
LSOZTJI,O,X,O,O,O,O,X,X
LSOZITJ,O,X,X,X,X,O,X,X
LSOZIJT,O,X,X,X,X,X,X,X
LSOZJTI,O,X,O,O,O,O,X,X
LSOZJIT,O,X,X,O,X,X,X,X
LZTIJSO,X,O,X,X,X,X,O,X
LZTIJOS,X,O,X,X,X,X,X,X
LZTISJO,X,O,X,X,X,X,X,X
LZTISOJ,X,O,X,X,X,X,X,X
LZTIOJS,X,O,X,X,X,X,X,X
LZTIOSJ,X,O,X,X,O,O,X,X
LZTJISO,O,O,X,X,X,X,O,X
LZTJIOS,O,O,X,X,X,X,X,O
LZTJSIO,O,O,O,X,X,X,O,X
LZTJSOI,O,O,O,X,X,X,O,O
LZTJOIS,O,O,X,O,X,X,X,O
LZTJOSI,O,O,X,O,O,X,X,O
LZTSIJO,O,O,O,X,X,X,X,X
LZTSIOJ,O,O,O,X,X,X,X,X
LZTSJIO,O,O,O,X,X,X,X,X
LZTSJOI,O,O,O,X,X,X,X,X
LZTSOIJ,O,X,O,X,X,X,X,X
LZTSOJI,O,O,O,X,X,X,X,X
LZTOIJS,O,O,X,O,X,X,X,X
LZTOISJ,O,O,X,X,O,O,X,X
LZTOJIS,O,O,X,O,X,X,X,X
LZTOJSI,O,O,X,O,O,X,X,X
LZTOSIJ,O,X,X,X,O,O,X,X
LZTOSJI,O,O,X,O,O,O,X,X
LZITJSO,X,O,X,X,X,X,O,X
LZITJOS,X,O,X,X,X,X,X,X
LZITSJO,X,O,X,X,X,X,X,X
LZITSOJ,X,O,X,X,X,X,X,X
LZITOJS,X,O,X,X,X,X,X,X
LZITOSJ,X,O,X,X,X,X,X,X
LZIJTSO,O,O,X,X,X,X,O,X
LZIJTOS,O,O,X,X,X,X,X,X
LZIJSTO,O,X,O,X,X,X,O,X
LZIJSOT,O,X,X,X,X,X,O,X
LZIJOTS,O,X,X,X,X,X,X,X
LZIJOST,O,X,X,X,X,X,O,X
LZISTJO,O,O,O,X,X,X,X,X
LZISTOJ,O,O,O,X,X,X,X,X
LZISJTO,O,X,O,X,X,X,O,X
LZISJOT,O,X,X,X,X,X,O,X
LZISOTJ,O,X,X,X,X,X,X,X
LZISOJT,O,X,X,X,X,X,X,X
LZIOTJS,O,O,X,X,X,X,X,X
LZIOTSJ,O,O,X,X,X,X,X,X
LZIOJTS,O,X,X,X,X,X,X,X
LZIOJST,O,X,X,X,X,X,O,X
LZIOSTJ,O,X,X,X,X,X,X,X
LZIOSJT,O,X,X,X,X,X,X,X
LZJTISO,O,O,X,X,X,X,O,X
LZJTIOS,O,O,X,X,X,X,X,O
LZJTSIO,O,O,O,X,X,X,O,X
LZJTSOI,O,O,O,X,X,X,O,O
LZJTOIS,O,O,X,O,X,X,X,O
LZJTOSI,O,O,X,O,O,X,X,O
LZJITSO,O,O,X,X,X,X,O,X
LZJITOS,O,O,X,X,X,X,X,O
LZJISTO,O,X,O,X,X,X,O,X
LZJISOT,O,X,X,X,X,X,O,X
LZJIOTS,O,X,X,O,X,X,X,X
LZJIOST,O,X,X,O,X,X,O,X
LZJSTIO,O,X,O,X,X,X,O,X
LZJSTOI,O,X,O,X,X,X,O,O
LZJSITO,O,X,O,X,X,X,O,X
LZJSIOT,O,X,X,X,X,X,O,X
LZJSOTI,O,X,O,X,X,X,O,X
LZJSOIT,O,X,X,X,X,X,O,X
LZJOTIS,O,X,X,O,X,X,X,O
LZJOTSI,O,X,X,O,O,X,X,O
LZJOITS,O,X,X,O,X,X,X,X
LZJOIST,O,X,X,O,X,X,O,X
LZJOSTI,O,X,O,O,O,X,O,X
LZJOSIT,O,X,X,O,X,X,O,X
LZSTIJO,O,O,O,X,X,X,X,X
LZSTIOJ,O,O,O,X,X,X,X,X
LZSTJIO,O,O,O,X,X,X,X,X
LZSTJOI,O,O,O,X,X,X,X,X
LZSTOIJ,O,X,O,X,X,X,X,X
LZSTOJI,O,O,O,X,X,X,X,X
LZSITJO,O,O,O,X,X,X,X,X
LZSITOJ,O,O,O,X,X,X,X,X
LZSIJTO,O,X,O,X,X,X,O,X
LZSIJOT,O,X,X,X,X,X,O,X
LZSIOTJ,O,X,X,X,X,X,X,X
LZSIOJT,O,X,X,X,X,X,X,X
LZSJTIO,O,X,O,X,X,X,O,X
LZSJTOI,O,X,O,X,X,X,O,X
LZSJITO,O,X,O,X,X,X,O,X
LZSJIOT,O,X,X,X,X,X,O,X
LZSJOTI,O,X,O,X,X,X,O,X
LZSJOIT,O,X,X,X,X,X,O,X
LZSOTIJ,O,X,O,X,X,X,X,X
LZSOTJI,O,X,O,X,X,X,X,X
LZSOITJ,O,X,X,X,X,X,X,X
LZSOIJT,O,X,X,X,X,X,X,X
LZSOJTI,O,X,O,X,X,X,X,X
LZSOJIT,O,X,X,X,X,X,X,X
LZOTIJS,O,O,X,O,X,X,X,X
LZOTISJ,O,O,X,X,O,O,X,X
LZOTJIS,O,O,X,O,X,X,X,X
LZOTJSI,O,O,X,O,O,X,X,X
LZOTSIJ,O,X,X,X,O,O,X,X
LZOTSJI,O,O,X,O,O,O,X,X
LZOITJS,O,O,X,O,X,X,X,X
LZOITSJ,O,O,X,X,X,X,X,X
LZOIJTS,O,X,X,O,X,X,X,X
LZOIJST,O,X,X,O,X,X,O,X
LZOISTJ,O,X,X,X,X,X,X,X
LZOISJT,O,X,X,X,X,X,X,X
LZOJTIS,O,X,X,O,X,X,X,X
LZOJTSI,O,X,X,O,O,X,X,X
LZOJITS,O,X,X,O,X,X,X,X
LZOJIST,O,X,X,O,X,X,O,X
LZOJSTI,O,X,O,O,O,X,O,X
LZOJSIT,O,X,X,O,X,X,O,X
LZOSTIJ,O,X,O,X,O,O,X,X
LZOSTJI,O,X,O,O,O,O,X,X
LZOSITJ,O,X,X,X,X,O,X,X
LZOSIJT,O,X,X,X,X,X,X,X
LZOSJTI,O,X,O,O,O,O,X,X
LZOSJIT,O,X,X,O,X,X,X,X
LOTIJSZ,O,O,X,X,O,O,X,X
LOTIJZS,O,O,X,O,X,X,X,X
LOTISJZ,X,O,X,X,O,O,X,X
LOTISZJ,O,O,X,X,O,O,X,X
LOTIZJS,O,O,X,O,X,X,X,X
LOTIZSJ,O,O,X,X,O,O,X,X
LOTJISZ,O,O,X,X,O,O,X,X
LOTJIZS,O,O,X,O,X,X,X,X
LOTJSIZ,O,O,X,X,O,O,X,X
LOTJSZI,O,O,X,O,O,O,X,X
LOTJZIS,O,O,X,O,X,X,X,O
LOTJZSI,O,O,X,O,O,X,X,O
LOTSIJZ,O,O,X,X,O,O,X,X
LOTSIZJ,O,O,X,X,O,O,X,X
LOTSJIZ,O,O,X,X,O,O,X,X
LOTSJZI,O,O,X,O,O,O,X,X
LOTSZIJ,O,X,X,X,O,O,X,X
LOTSZJI,O,O,X,O,O,O,X,X
LOTZIJS,O,O,X,O,X,X,X,X
LOTZISJ,O,O,X,X,O,O,X,X
LOTZJIS,O,O,X,O,X,X,X,X
LOTZJSI,O,O,X,O,O,X,X,X
LOTZSIJ,O,X,X,X,O,O,X,X
LOTZSJI,O,O,X,O,O,O,X,X
LOITJSZ,O,O,X,X,O,O,X,X
LOITJZS,O,O,X,O,X,X,X,X
LOITSJZ,X,O,X,X,O,O,X,X
LOITSZJ,O,O,X,X,O,O,X,X
LOITZJS,O,O,X,O,X,X,X,X
LOITZSJ,O,O,X,X,O,O,X,X
LOIJTSZ,O,X,X,X,O,X,X,X
LOIJTZS,O,X,X,O,X,X,X,X
LOIJSTZ,O,X,X,X,O,X,O,X
LOIJSZT,O,X,X,O,X,X,O,X
LOIJZTS,O,X,X,O,X,X,X,X
LOIJZST,O,X,X,O,X,X,O,X
LOISTJZ,O,X,X,X,O,O,X,X
LOISTZJ,O,X,X,X,O,O,X,X
LOISJTZ,O,X,X,X,O,X,X,X
LOISJZT,O,X,X,X,X,X,X,X
LOISZTJ,O,X,X,X,X,O,X,X
LOISZJT,O,X,X,X,X,X,X,X
LOIZTJS,O,O,X,O,X,X,X,X
LOIZTSJ,O,O,X,X,X,X,X,X
LOIZJTS,O,X,X,O,X,X,X,X
LOIZJST,O,X,X,O,X,X,O,X
LOIZSTJ,O,X,X,X,X,X,X,X
LOIZSJT,O,X,X,X,X,X,X,X
LOJTISZ,O,X,X,X,O,O,X,X
LOJTIZS,O,X,X,O,X,X,X,X
LOJTSIZ,O,X,X,X,O,O,X,X
LOJTSZI,O,X,X,O,O,O,X,X
LOJTZIS,O,X,X,O,X,X,X,O
LOJTZSI,O,X,X,O,O,X,X,O
LOJITSZ,O,X,X,X,O,X,X,X
LOJITZS,O,X,X,O,X,X,X,X
LOJISTZ,O,X,X,X,O,X,O,X
LOJISZT,O,X,X,O,X,X,O,X
LOJIZTS,O,X,X,O,X,X,X,X
LOJIZST,O,X,X,O,X,X,O,X
LOJSTIZ,O,X,O,X,O,O,O,X
LOJSTZI,O,X,O,O,O,O,O,X
LOJSITZ,O,X,X,X,O,X,O,X
LOJSIZT,O,X,X,O,X,X,O,X
LOJSZTI,O,X,O,O,O,O,O,X
LOJSZIT,O,X,X,O,X,X,O,X
LOJZTIS,O,X,X,O,X,X,X,O
LOJZTSI,O,X,X,O,O,X,X,O
LOJZITS,O,X,X,O,X,X,X,X
LOJZIST,O,X,X,O,X,X,O,X
LOJZSTI,O,X,O,O,O,X,O,X
LOJZSIT,O,X,X,O,X,X,O,X
LOSTIJZ,O,X,X,X,O,O,X,X
LOSTIZJ,O,X,O,X,O,O,X,X
LOSTJIZ,O,X,O,X,O,O,X,X
LOSTJZI,O,X,O,O,O,O,X,X
LOSTZIJ,O,X,O,X,O,O,X,X
LOSTZJI,O,X,O,O,O,O,X,X
LOSITJZ,O,X,X,X,O,O,X,X
LOSITZJ,O,X,X,X,O,O,X,X
LOSIJTZ,O,X,X,X,O,X,X,X
LOSIJZT,O,X,X,X,X,X,X,X
LOSIZTJ,O,X,X,X,X,O,X,X
LOSIZJT,O,X,X,X,X,X,X,X
LOSJTIZ,O,X,O,X,O,O,X,X
LOSJTZI,O,X,O,O,O,O,X,X
LOSJITZ,O,X,X,X,O,X,X,X
LOSJIZT,O,X,X,O,X,X,X,X
LOSJZTI,O,X,O,O,O,O,X,X
LOSJZIT,O,X,X,O,X,X,X,X
LOSZTIJ,O,X,O,X,O,O,X,X
LOSZTJI,O,X,O,O,O,O,X,X
LOSZITJ,O,X,X,X,X,O,X,X
LOSZIJT,O,X,X,X,X,X,X,X
LOSZJTI,O,X,O,O,O,O,X,X
LOSZJIT,O,X,X,O,X,X,X,X
LOZTIJS,O,O,X,O,X,X,X,X
LOZTISJ,O,O,X,X,O,O,X,X
LOZTJIS,O,O,X,O,X,X,X,X
LOZTJSI,O,O,X,O,O,X,X,X
LOZTSIJ,O,X,X,X,O,O,X,X
LOZTSJI,O,O,X,O,O,O,X,X
LOZITJS,O,O,X,O,X,X,X,X
LOZITSJ,O,O,X,X,X,X,X,X
LOZIJTS,O,X,X,O,X,X,X,X
LOZIJST,O,X,X,O,X,X,O,X
LOZISTJ,O,X,X,X,X,X,X,X
LOZISJT,O,X,X,X,X,X,X,X
LOZJTIS,O,X,X,O,X,X,X,X
LOZJTSI,O,X,X,O,O,X,X,X
LOZJITS,O,X,X,O,X,X,X,X
LOZJIST,O,X,X,O,X,X,O,X
LOZJSTI,O,X,O,O,O,X,O,X
LOZJSIT,O,X,X,O,X,X,O,X
LOZSTIJ,O,X,O,X,O,O,X,X
LOZSTJI,O,X,O,O,O,O,X,X
LOZSITJ,O,X,X,X,X,O,X,X
LOZSIJT,O,X,X,X,X,X,X,X
LOZSJTI,O,X,O,O,O,O,X,X
LOZSJIT,O,X,X,O,X,X,X,X
JTILSZO,O,O,X,X,X,X,O,X
JTILSOZ,O,O,X,X,X,X,O,X
JTILZSO,O,O,X,X,X,X,O,X
JTILZOS,O,O,X,X,X,X,X,O
JTILOSZ,O,O,X,X,O,O,X,X
JTILOZS,O,O,X,O,X,X,X,X
JTISLZO,O,O,X,X,X,X,O,X
JTISLOZ,O,O,X,X,X,X,O,X
JTISZLO,O,O,X,X,X,X,O,X
JTISZOL,X,O,X,X,X,X,O,X
JTISOLZ,X,O,X,X,X,X,O,X
JTISOZL,X,O,X,X,X,X,O,X
JTIZLSO,O,O,X,X,X,X,O,X
JTIZLOS,O,O,X,X,X,X,X,O
JTIZSLO,X,O,X,X,X,X,O,X
JTIZSOL,X,O,X,X,X,X,O,X
JTIZOLS,X,O,X,X,X,X,X,X
JTIZOSL,X,O,X,X,X,X,X,X
JTIOLSZ,O,O,X,X,O,O,X,X
JTIOLZS,O,O,X,O,X,X,X,X
JTIOSLZ,O,O,X,X,O,O,X,X
