sequence,v115@GhA8IeB8EeA8AeD8DeD8JeT/IvhFxgBXiB8nBmlBFq?BSwB,v115@GhA8IeB8EeA8AeD8DeD8Jei/IvhFfmBxhB8nBzkBur?B1vB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFUgBamBRiB+rBln?BTqB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFRgBFiB8nBKqBzl?B+rB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFFgBxhB8nBarBur?BTqB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFUgBRiB6rBlnBzl?B2vB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFRgB8nBOqBlmBzq?BCsB,v115@GhA8IeB8EeA8AeD8DeD8JeT/IvhF3gB8nBlmBRqB2v?BCsB
ZLSOITJ,O,X,X,O,O,X,X,X
ZLSOIJT,O,X,X,O,O,X,X,X
ZLSOJTI,O,O,X,O,O,X,O,X
ZLSOJIT,O,X,X,O,O,X,O,X
ZLOTIJS,O,O,X,X,X,X,X,X
ZLOTISJ,O,O,X,X,O,X,X,O
ZLOTJIS,O,O,X,O,O,X,X,X
ZLOTJSI,O,O,X,O,O,X,O,X
ZLOTSIJ,O,O,X,O,O,X,X,O
ZLOTSJI,O,O,X,O,O,X,O,X
ZLOITJS,O,O,X,X,X,X,X,X
ZLOITSJ,O,O,X,X,O,X,X,O
ZLOIJTS,O,O,X,O,O,X,X,X
ZLOIJST,O,X,X,O,O,X,X,X
ZLOISTJ,O,X,X,O,O,X,X,O
ZLOISJT,O,X,X,O,O,X,X,X
ZLOJTIS,O,O,X,O,O,X,X,X
ZLOJTSI,O,O,X,O,O,X,O,X
ZLOJITS,O,O,X,O,O,X,X,X
ZLOJIST,O,X,X,O,O,X,X,X
ZLOJSTI,O,O,X,O,O,X,O,X
ZLOJSIT,O,X,X,O,O,X,O,X
ZLOSTIJ,O,O,X,O,O,X,X,X
ZLOSTJI,O,O,X,O,O,X,O,X
ZLOSITJ,O,X,X,O,O,X,X,X
ZLOSIJT,O,X,X,O,O,X,X,X
ZLOSJTI,O,O,X,O,O,X,O,X
ZLOSJIT,O,X,X,O,O,X,O,X
ZJTILSO,O,O,O,O,O,O,X,X
ZJTILOS,O,X,O,O,X,X,X,X
ZJTISLO,O,O,O,O,O,O,X,X
ZJTISOL,O,O,O,O,O,X,O,O
ZJTIOLS,O,O,O,O,X,X,X,X
ZJTIOSL,O,O,O,X,O,X,X,O
ZJTLISO,O,O,O,O,O,O,X,X
ZJTLIOS,O,X,O,O,X,X,X,X
ZJTLSIO,O,O,O,O,O,O,X,X
ZJTLSOI,O,O,O,O,O,O,O,X
ZJTLOIS,O,O,O,O,X,X,X,X
ZJTLOSI,O,O,O,O,X,X,X,X
ZJTSILO,O,O,O,O,O,O,X,X
ZJTSIOL,O,O,O,O,O,X,O,O
ZJTSLIO,O,O,O,O,O,O,X,X
ZJTSLOI,O,O,O,O,O,O,O,X
ZJTSOIL,O,O,O,O,O,X,O,O
ZJTSOLI,O,O,O,O,O,O,O,X
ZJTOILS,O,O,O,O,X,X,X,X
ZJTOISL,O,O,O,X,O,X,O,O
ZJTOLIS,O,O,O,O,O,X,X,X
ZJTOLSI,O,O,O,O,O,X,O,X
ZJTOSIL,O,O,O,O,O,X,O,O
ZJTOSLI,O,O,O,O,O,X,O,X
ZJITLSO,X,O,X,O,O,X,X,X
ZJITLOS,X,X,X,O,X,X,X,X
ZJITSLO,X,O,X,O,O,X,X,X
ZJITSOL,X,O,X,O,O,X,O,O
ZJITOLS,X,O,X,O,X,X,X,X
ZJITOSL,X,O,X,X,O,X,X,O
ZJILTSO,X,O,X,O,O,X,X,X
ZJILTOS,X,X,X,O,X,X,X,X
ZJILSTO,X,X,O,O,O,X,X,X
ZJILSOT,X,X,O,O,O,X,X,X
ZJILOTS,X,O,X,O,X,X,X,X
ZJILOST,X,X,O,O,O,X,X,X
ZJISTLO,X,X,O,O,O,X,X,X
ZJISTOL,X,X,X,O,O,X,O,O
ZJISLTO,X,X,O,O,O,X,X,X
ZJISLOT,X,X,O,O,O,X,X,X
ZJISOTL,X,X,O,O,O,X,O,O
ZJISOLT,X,X,O,X,O,X,O,X
ZJIOTLS,X,O,X,O,X,X,X,X
ZJIOTSL,X,O,X,X,O,X,O,O
ZJIOLTS,X,O,X,O,O,X,X,X
ZJIOLST,X,X,O,O,O,X,X,X
ZJIOSTL,X,X,O,X,O,X,O,O
ZJIOSLT,X,X,O,X,O,X,O,X
ZJLTISO,O,O,O,O,O,O,X,X
ZJLTIOS,O,X,O,O,X,X,X,X
ZJLTSIO,O,O,O,O,O,O,X,X
ZJLTSOI,O,O,O,O,O,O,O,X
ZJLTOIS,O,O,O,O,X,X,X,X
ZJLTOSI,O,O,O,O,X,X,X,X
ZJLITSO,O,O,X,O,O,X,X,X
ZJLITOS,O,X,X,O,X,X,X,X
ZJLISTO,O,X,O,O,O,X,X,X
ZJLISOT,O,X,O,O,O,X,X,X
ZJLIOTS,O,O,X,O,X,X,X,X
ZJLIOST,O,X,O,O,O,X,X,X
ZJLSTIO,O,O,O,O,O,O,X,X
ZJLSTOI,O,O,O,O,O,O,O,X
ZJLSITO,O,X,O,O,O,O,X,X
ZJLSIOT,O,X,O,O,O,X,X,X
ZJLSOTI,O,O,O,O,O,O,O,X
ZJLSOIT,O,X,O,O,O,X,O,X
ZJLOTIS,O,O,O,O,O,X,X,X
ZJLOTSI,O,O,O,O,O,X,O,X
ZJLOITS,O,O,X,O,O,X,X,X
ZJLOIST,O,X,O,O,O,X,X,X
ZJLOSTI,O,O,O,O,O,X,O,X
ZJLOSIT,O,X,O,O,O,X,O,X
ZJSTILO,O,O,O,O,O,O,X,X
ZJSTIOL,O,O,O,O,O,X,O,X
ZJSTLIO,O,O,O,O,O,O,X,X
ZJSTLOI,O,O,O,O,O,O,O,X
ZJSTOIL,O,O,O,O,O,X,O,X
ZJSTOLI,O,O,O,O,O,O,O,X
ZJSITLO,O,X,O,O,O,O,X,X
ZJSITOL,O,X,O,O,O,X,O,X
ZJSILTO,O,X,O,O,O,O,X,X
ZJSILOT,O,X,O,O,O,X,X,X
ZJSIOTL,O,X,O,O,O,X,O,X
ZJSIOLT,O,X,O,X,O,X,O,X
ZJSLTIO,O,O,O,O,O,O,X,X
ZJSLTOI,O,O,O,O,O,O,O,X
ZJSLITO,O,X,O,O,O,O,X,X
ZJSLIOT,O,X,O,O,O,X,X,X
ZJSLOTI,O,O,O,O,O,O,O,X
ZJSLOIT,O,X,O,O,O,X,O,X
ZJSOTIL,O,O,O,O,O,X,O,X
ZJSOTLI,O,O,O,O,O,O,O,X
ZJSOITL,O,X,O,O,O,X,O,X
ZJSOILT,O,X,O,X,O,X,O,X
ZJSOLTI,O,O,O,O,O,O,O,X
ZJSOLIT,O,X,O,O,O,X,O,X
ZJOTILS,O,O,O,O,X,X,X,X
ZJOTISL,O,O,O,X,O,X,O,O
ZJOTLIS,O,O,O,O,O,X,X,X
ZJOTLSI,O,O,O,O,O,X,O,X
ZJOTSIL,O,O,O,O,O,X,O,O
ZJOTSLI,O,O,O,O,O,X,O,X
ZJOITLS,X,O,X,O,X,X,X,X
ZJOITSL,X,O,X,X,O,X,O,O
ZJOILTS,X,O,X,O,O,X,X,X
ZJOILST,X,X,O,O,O,X,X,X
ZJOISTL,X,X,O,X,O,X,O,O
ZJOISLT,X,X,O,X,O,X,O,X
ZJOLTIS,O,O,O,O,O,X,X,X
ZJOLTSI,O,O,O,O,O,X,O,X
ZJOLITS,O,O,X,O,O,X,X,X
ZJOLIST,O,X,O,O,O,X,X,X
ZJOLSTI,O,O,O,O,O,X,O,X
ZJOLSIT,O,X,O,O,O,X,O,X
ZJOSTIL,O,O,O,O,O,X,O,X
ZJOSTLI,O,O,O,O,O,X,O,X
ZJOSITL,O,X,O,O,O,X,O,X
ZJOSILT,O,X,O,X,O,X,O,X
ZJOSLTI,O,O,O,O,O,X,O,X
ZJOSLIT,O,X,O,O,O,X,O,X
ZSTILJO,O,O,X,O,O,O,X,X
ZSTILOJ,O,O,X,O,O,O,X,O
ZSTIJLO,O,O,O,O,O,O,X,X
ZSTIJOL,O,O,O,O,O,X,O,O
ZSTIOLJ,O,O,X,O,O,O,X,O
ZSTIOJL,O,O,O,O,O,X,O,O
ZSTLIJO,O,O,X,O,O,O,X,X
ZSTLIOJ,O,O,X,O,O,O,X,O
ZSTLJIO,O,O,O,O,O,O,X,X
ZSTLJOI,O,O,O,O,O,O,O,X
ZSTLOIJ,O,O,X,O,O,O,X,O
ZSTLOJI,O,O,O,O,O,O,O,X
ZSTJILO,O,O,O,O,O,O,X,X
ZSTJIOL,O,O,O,O,O,X,O,O
ZSTJLIO,O,O,O,O,O,O,X,X
ZSTJLOI,O,O,O,O,O,O,O,X
ZSTJOIL,O,O,O,O,O,X,O,O
ZSTJOLI,O,O,O,O,O,O,O,X
ZSTOILJ,O,O,X,O,O,O,X,O
ZSTOIJL,O,O,O,O,O,X,O,O
ZSTOLIJ,O,O,X,O,O,O,X,O
ZSTOLJI,O,O,O,O,O,O,O,X
ZSTOJIL,O,O,O,O,O,X,O,O
ZSTOJLI,O,O,O,O,O,O,O,X
ZSITLJO,O,X,X,O,O,O,X,X
ZSITLOJ,O,X,X,O,O,O,X,O
ZSITJLO,O,X,O,O,O,O,X,X
ZSITJOL,O,X,O,O,O,X,O,O
ZSITOLJ,O,X,X,O,O,O,X,O
ZSITOJL,O,X,O,O,O,X,O,O
ZSILTJO,O,X,X,O,O,O,X,X
ZSILTOJ,O,X,X,O,O,O,X,O
ZSILJTO,O,X,O,O,O,X,X,X
ZSILJOT,O,X,O,O,O,X,X,X
ZSILOTJ,O,X,X,O,O,X,X,O
ZSILOJT,O,X,X,O,X,X,X,X
ZSIJTLO,O,X,O,O,O,O,X,X
ZSIJTOL,O,X,O,O,O,X,O,O
ZSIJLTO,O,X,O,O,O,O,X,X
ZSIJLOT,O,X,O,O,O,X,X,X
ZSIJOTL,O,X,X,O,O,X,O,O
ZSIJOLT,O,X,O,X,O,X,O,X
ZSIOTLJ,O,X,X,O,O,X,X,O
ZSIOTJL,O,X,O,O,O,X,O,O
ZSIOLTJ,O,X,X,O,O,X,X,O
ZSIOLJT,O,X,O,O,O,X,X,X
ZSIOJTL,O,X,O,O,O,X,O,O
ZSIOJLT,O,X,O,X,O,X,O,X
ZSLTIJO,O,O,X,O,O,O,X,X
ZSLTIOJ,O,O,X,O,O,O,X,X
ZSLTJIO,O,O,O,O,O,O,X,X
ZSLTJOI,O,O,O,O,O,O,O,X
ZSLTOIJ,O,O,X,O,O,O,X,X
ZSLTOJI,O,O,O,O,O,O,O,X
ZSLITJO,O,X,X,O,O,O,X,X
ZSLITOJ,O,X,X,O,O,O,X,X
ZSLIJTO,O,X,O,O,O,X,X,X
ZSLIJOT,O,X,O,O,O,X,X,X
ZSLIOTJ,O,X,X,O,O,X,X,X
ZSLIOJT,O,X,X,O,X,X,X,X
ZSLJTIO,O,O,O,O,O,O,X,X
ZSLJTOI,O,O,O,O,O,O,O,X
ZSLJITO,O,X,O,O,O,O,X,X
ZSLJIOT,O,X,O,O,O,X,X,X
ZSLJOTI,O,O,O,O,O,O,O,X
ZSLJOIT,O,X,O,O,O,X,O,X
ZSLOTIJ,O,O,X,O,O,O,X,X
ZSLOTJI,O,O,O,O,O,O,O,X
ZSLOITJ,O,X,X,O,O,X,X,X
ZSLOIJT,O,X,O,O,O,X,X,X
ZSLOJTI,O,O,O,O,O,X,O,X
ZSLOJIT,O,X,O,O,O,X,O,X
ZSJTILO,O,O,O,O,O,O,X,X
ZSJTIOL,O,O,O,O,O,X,O,X
ZSJTLIO,O,O,O,O,O,O,X,X
ZSJTLOI,O,O,O,O,O,O,O,X
ZSJTOIL,O,O,O,O,O,X,O,X
ZSJTOLI,O,O,O,O,O,O,O,X
ZSJITLO,O,X,O,O,O,O,X,X
ZSJITOL,O,X,O,O,O,X,O,X
ZSJILTO,O,X,O,O,O,O,X,X
ZSJILOT,O,X,O,O,O,X,X,X
ZSJIOTL,O,X,O,O,O,X,O,X
ZSJIOLT,O,X,O,X,O,X,O,X
ZSJLTIO,O,O,O,O,O,O,X,X
ZSJLTOI,O,O,O,O,O,O,O,X
ZSJLITO,O,X,O,O,O,O,X,X
ZSJLIOT,O,X,O,O,O,X,X,X
ZSJLOTI,O,O,O,O,O,O,O,X
ZSJLOIT,O,X,O,O,O,X,O,X
ZSJOTIL,O,O,O,O,O,X,O,X
ZSJOTLI,O,O,O,O,O,O,O,X
ZSJOITL,O,X,O,O,O,X,O,X
ZSJOILT,O,X,O,X,O,X,O,X
ZSJOLTI,O,O,O,O,O,O,O,X
ZSJOLIT,O,X,O,O,O,X,O,X
ZSOTILJ,O,O,X,O,O,O,X,O
ZSOTIJL,O,O,O,O,O,X,O,O
ZSOTLIJ,O,O,X,O,O,O,X,O
ZSOTLJI,O,O,O,O,O,O,O,X
ZSOTJIL,O,O,O,O,O,X,O,O
ZSOTJLI,O,O,O,O,O,O,O,X
ZSOITLJ,O,X,X,O,O,X,X,O
ZSOITJL,O,X,O,O,O,X,O,O
ZSOILTJ,O,X,X,O,O,X,X,O
ZSOILJT,O,X,O,O,O,X,X,X
ZSOIJTL,O,X,O,O,O,X,O,O
ZSOIJLT,O,X,O,X,O,X,O,X
ZSOLTIJ,O,O,X,O,O,O,X,X
ZSOLTJI,O,O,O,O,O,O,O,X
ZSOLITJ,O,X,X,O,O,X,X,X
ZSOLIJT,O,X,O,O,O,X,X,X
ZSOLJTI,O,O,O,O,O,X,O,X
ZSOLJIT,O,X,O,O,O,X,O,X
ZSOJTIL,O,O,O,O,O,X,O,X
ZSOJTLI,O,O,O,O,O,O,O,X
ZSOJITL,O,X,O,O,O,X,O,X
ZSOJILT,O,X,O,X,O,X,O,X
ZSOJLTI,O,O,O,O,O,O,O,X
ZSOJLIT,O,X,O,O,O,X,O,X
ZOTILJS,O,O,X,X,X,X,X,X
ZOTILSJ,O,O,X,X,X,X,X,O
ZOTIJLS,O,O,X,X,X,X,X,X
ZOTIJSL,O,O,X,X,X,X,O,O
ZOTISLJ,O,O,X,X,O,X,X,O
ZOTISJL,O,O,X,X,O,X,O,O
ZOTLIJS,O,O,X,X,X,X,X,X
ZOTLISJ,O,O,X,X,O,X,X,O
ZOTLJIS,O,O,X,O,O,X,X,X
ZOTLJSI,O,O,X,O,O,X,O,X
ZOTLSIJ,O,O,X,O,O,X,X,O
ZOTLSJI,O,O,X,O,O,X,O,X
ZOTJILS,O,O,O,O,X,X,X,X
ZOTJISL,O,O,O,X,O,X,O,O
ZOTJLIS,O,O,O,O,O,X,X,X
ZOTJLSI,O,O,O,O,O,X,O,X
ZOTJSIL,O,O,O,O,O,X,O,O
ZOTJSLI,O,O,O,O,O,X,O,X
ZOTSILJ,O,O,X,O,O,X,X,O
ZOTSIJL,O,O,O,O,O,X,O,O
ZOTSLIJ,O,O,X,O,O,X,X,O
ZOTSLJI,O,O,O,O,O,X,O,X
ZOTSJIL,O,O,O,O,O,X,O,O
ZOTSJLI,O,O,O,O,O,X,O,X
ZOITLJS,O,O,X,X,X,X,X,X
ZOITLSJ,O,O,X,X,X,X,X,O
ZOITJLS,O,O,X,X,X,X,X,X
ZOITJSL,O,O,X,X,X,X,O,O
ZOITSLJ,O,O,X,X,O,X,X,O
ZOITSJL,O,O,X,X,O,X,O,O
ZOILTJS,O,O,X,X,X,X,X,X
ZOILTSJ,O,O,X,X,O,X,X,O
ZOILJTS,O,O,X,X,O,X,X,X
ZOILJST,O,X,X,X,O,X,X,X
ZOILSTJ,O,X,X,X,O,X,X,O
ZOILSJT,O,X,X,X,O,X,X,X
ZOIJTLS,X,O,X,X,X,X,X,X
ZOIJTSL,X,O,X,X,O,X,O,O
ZOIJLTS,X,O,X,X,O,X,X,X
ZOIJLST,X,X,X,X,O,X,X,X
ZOIJSTL,X,X,X,X,O,X,O,O
ZOIJSLT,X,X,X,X,O,X,O,X
ZOISTLJ,O,X,X,X,O,X,X,O
ZOISTJL,O,X,X,X,O,X,O,O
ZOISLTJ,O,X,X,X,O,X,X,O
ZOISLJT,O,X,X,X,O,X,X,X
ZOISJTL,O,X,X,X,O,X,O,O
ZOISJLT,O,X,X,X,O,X,O,X
ZOLTIJS,O,O,X,X,X,X,X,X
ZOLTISJ,O,O,X,X,O,X,X,O
ZOLTJIS,O,O,X,O,O,X,X,X
ZOLTJSI,O,O,X,O,O,X,O,X
ZOLTSIJ,O,O,X,O,O,X,X,O
ZOLTSJI,O,O,X,O,O,X,O,X
ZOLITJS,O,O,X,X,X,X,X,X
ZOLITSJ,O,O,X,X,O,X,X,O
ZOLIJTS,O,O,X,O,O,X,X,X
ZOLIJST,O,X,X,O,O,X,X,X
ZOLISTJ,O,X,X,O,O,X,X,O
ZOLISJT,O,X,X,O,O,X,X,X
ZOLJTIS,O,O,X,O,O,X,X,X
ZOLJTSI,O,O,X,O,O,X,O,X
ZOLJITS,O,O,X,O,O,X,X,X
ZOLJIST,O,X,X,O,O,X,X,X
ZOLJSTI,O,O,X,O,O,X,O,X
ZOLJSIT,O,X,X,O,O,X,O,X
ZOLSTIJ,O,O,X,O,O,X,X,X
ZOLSTJI,O,O,X,O,O,X,O,X
ZOLSITJ,O,X,X,O,O,X,X,X
ZOLSIJT,O,X,X,O,O,X,X,X
ZOLSJTI,O,O,X,O,O,X,O,X
ZOLSJIT,O,X,X,O,O,X,O,X
ZOJTILS,O,O,O,O,X,X,X,X
ZOJTISL,O,O,O,X,O,X,O,O
ZOJTLIS,O,O,O,O,O,X,X,X
ZOJTLSI,O,O,O,O,O,X,O,X
ZOJTSIL,O,O,O,O,O,X,O,O
ZOJTSLI,O,O,O,O,O,X,O,X
ZOJITLS,X,O,X,O,X,X,X,X
ZOJITSL,X,O,X,X,O,X,O,O
ZOJILTS,X,O,X,O,O,X,X,X
ZOJILST,X,X,O,O,O,X,X,X
ZOJISTL,X,X,O,X,O,X,O,O
ZOJISLT,X,X,O,X,O,X,O,X
ZOJLTIS,O,O,O,O,O,X,X,X
ZOJLTSI,O,O,O,O,O,X,O,X
ZOJLITS,O,O,X,O,O,X,X,X
ZOJLIST,O,X,O,O,O,X,X,X
ZOJLSTI,O,O,O,O,O,X,O,X
ZOJLSIT,O,X,O,O,O,X,O,X
ZOJSTIL,O,O,O,O,O,X,O,X
ZOJSTLI,O,O,O,O,O,X,O,X
ZOJSITL,O,X,O,O,O,X,O,X
ZOJSILT,O,X,O,X,O,X,O,X
ZOJSLTI,O,O,O,O,O,X,O,X
ZOJSLIT,O,X,O,O,O,X,O,X
ZOSTILJ,O,O,X,O,O,X,X,O
ZOSTIJL,O,O,O,O,O,X,O,O
ZOSTLIJ,O,O,X,O,O,X,X,O
ZOSTLJI,O,O,O,O,O,X,O,X
ZOSTJIL,O,O,O,O,O,X,O,O
ZOSTJLI,O,O,O,O,O,X,O,X
ZOSITLJ,O,X,X,O,O,X,X,O
ZOSITJL,O,X,O,O,O,X,O,O
ZOSILTJ,O,X,X,O,O,X,X,O
ZOSILJT,O,X,O,O,O,X,X,X
ZOSIJTL,O,X,O,O,O,X,O,O
ZOSIJLT,O,X,O,X,O,X,O,X
ZOSLTIJ,O,O,X,O,O,X,X,X
ZOSLTJI,O,O,O,O,O,X,O,X
ZOSLITJ,O,X,X,O,O,X,X,X
ZOSLIJT,O,X,O,O,O,X,X,X
ZOSLJTI,O,O,O,O,O,X,O,X
ZOSLJIT,O,X,O,O,O,X,O,X
ZOSJTIL,O,O,O,O,O,X,O,X
ZOSJTLI,O,O,O,O,O,X,O,X
ZOSJITL,O,X,O,O,O,X,O,X
ZOSJILT,O,X,O,X,O,X,O,X
ZOSJLTI,O,O,O,O,O,X,O,X
ZOSJLIT,O,X,O,O,O,X,O,X
OTILJSZ,O,O,X,X,X,O,X,X
OTILJZS,O,O,X,X,X,X,X,X
OTILSJZ,X,O,X,X,X,O,X,X
OTILSZJ,X,O,X,X,X,O,X,O
OTILZJS,O,O,X,X,X,X,X,X
OTILZSJ,O,O,X,X,X,X,X,O
OTIJLSZ,X,O,O,X,X,O,X,X
OTIJLZS,O,O,O,X,X,X,X,X
OTIJSLZ,X,O,O,X,X,O,O,X
OTIJSZL,O,O,O,X,X,X,O,O
OTIJZLS,O,O,O,X,X,X,X,X
OTIJZSL,O,O,O,X,X,X,O,O
OTISLJZ,X,O,X,X,X,O,X,X
OTISLZJ,X,O,X,X,X,O,X,O
OTISJLZ,X,O,O,X,X,O,O,X
OTISJZL,X,O,O,X,X,X,O,O
OTISZLJ,X,O,X,X,X,O,X,O
OTISZJL,X,O,O,X,X,X,O,O
OTIZLJS,O,O,X,X,X,X,X,X
OTIZLSJ,O,O,X,X,X,X,X,O
OTIZJLS,O,O,X,X,X,X,X,X
OTIZJSL,O,O,X,X,X,X,O,O
OTIZSLJ,O,O,X,X,X,X,X,O
OTIZSJL,O,O,X,X,X,X,O,O
OTLIJSZ,O,O,X,X,X,O,X,X
OTLIJZS,O,O,X,X,X,X,X,X
OTLISJZ,X,O,X,X,X,O,X,X
OTLISZJ,X,O,X,X,X,O,X,O
OTLIZJS,O,O,X,X,X,X,X,X
OTLIZSJ,O,O,X,X,X,X,X,O
OTLJISZ,O,O,O,X,X,O,X,X
OTLJIZS,O,O,O,X,X,X,X,X
OTLJSIZ,O,O,O,X,O,O,O,X
OTLJSZI,O,O,O,X,O,O,O,X
OTLJZIS,O,O,O,X,O,X,X,X
OTLJZSI,O,O,O,X,O,X,O,X
OTLSIJZ,X,O,X,X,O,O,X,X
OTLSIZJ,X,O,X,X,O,O,X,X
OTLSJIZ,O,O,O,X,O,O,O,X
OTLSJZI,O,O,O,X,O,O,O,X
OTLSZIJ,O,O,X,X,O,O,X,O
OTLSZJI,O,O,O,X,O,O,O,X
OTLZIJS,O,O,X,X,X,X,X,X
OTLZISJ,O,O,X,X,O,X,X,O
OTLZJIS,O,O,X,X,O,X,X,X
OTLZJSI,O,O,X,X,O,X,O,X
OTLZSIJ,O,O,X,X,O,X,X,O
OTLZSJI,O,O,X,X,O,X,O,X
OTJILSZ,X,O,O,X,X,O,X,X
OTJILZS,O,O,O,X,X,X,X,X
OTJISLZ,X,O,O,X,X,O,O,X
OTJISZL,O,O,O,X,X,X,O,O
OTJIZLS,O,O,O,X,X,X,X,X
OTJIZSL,O,O,O,X,X,X,O,O
OTJLISZ,O,O,O,X,X,O,X,X
OTJLIZS,O,O,O,X,X,X,X,X
OTJLSIZ,O,O,O,X,O,O,O,X
OTJLSZI,O,O,O,X,O,O,O,X
OTJLZIS,O,O,O,X,O,X,X,X
OTJLZSI,O,O,O,X,O,X,O,X
OTJSILZ,X,O,O,X,X,O,O,X
OTJSIZL,O,O,O,X,O,X,O,X
OTJSLIZ,X,O,O,X,O,O,O,X
OTJSLZI,X,O,O,X,O,O,O,X
OTJSZIL,O,O,O,X,O,X,O,O
OTJSZLI,O,O,O,X,O,O,O,X
OTJZILS,O,O,O,X,X,X,X,X
OTJZISL,O,O,O,X,O,X,O,O
OTJZLIS,O,O,O,X,O,X,X,X
OTJZLSI,O,O,O,X,O,X,O,X
OTJZSIL,O,O,O,X,O,X,O,O
OTJZSLI,O,O,O,X,O,X,O,X
OTSILJZ,X,O,X,X,O,O,X,X
OTSILZJ,X,O,X,X,O,O,X,O
OTSIJLZ,X,O,O,X,X,O,O,X
OTSIJZL,X,O,O,X,O,X,O,O
OTSIZLJ,X,O,X,X,O,O,X,O
OTSIZJL,X,O,O,X,O,X,O,O
OTSLIJZ,X,O,X,X,O,O,X,X
OTSLIZJ,X,O,X,X,O,O,X,X
OTSLJIZ,O,O,O,X,O,O,O,X
OTSLJZI,O,O,O,X,O,O,O,X
OTSLZIJ,O,O,X,X,O,O,X,O
OTSLZJI,O,O,O,X,O,O,O,X
OTSJILZ,X,O,O,X,X,O,O,X
OTSJIZL,O,O,O,X,O,X,O,X
OTSJLIZ,X,O,O,X,O,O,O,X
OTSJLZI,X,O,O,X,O,O,O,X
OTSJZIL,O,O,O,X,O,X,O,O
OTSJZLI,O,O,O,X,O,O,O,X
OTSZILJ,O,O,X,X,O,O,X,O
OTSZIJL,O,O,O,X,O,X,O,O
OTSZLIJ,O,O,X,X,O,O,X,O
OTSZLJI,O,O,O,X,O,O,O,X
OTSZJIL,O,O,O,X,O,X,O,O
OTSZJLI,O,O,O,X,O,O,O,X
OTZILJS,O,O,X,X,X,X,X,X
OTZILSJ,O,O,X,X,X,X,X,O
OTZIJLS,O,O,X,X,X,X,X,X
OTZIJSL,O,O,X,X,X,X,O,O
OTZISLJ,O,O,X,X,O,X,X,O
OTZISJL,O,O,X,X,O,X,O,O
OTZLIJS,O,O,X,X,X,X,X,X
OTZLISJ,O,O,X,X,O,X,X,O
OTZLJIS,O,O,X,X,O,X,X,X
OTZLJSI,O,O,X,X,O,X,O,X
OTZLSIJ,O,O,X,X,O,X,X,O
OTZLSJI,O,O,X,X,O,X,O,X
OTZJILS,O,O,O,X,X,X,X,X
OTZJISL,O,O,O,X,O,X,O,O
OTZJLIS,O,O,O,X,O,X,X,X
OTZJLSI,O,O,O,X,O,X,O,X
OTZJSIL,O,O,O,X,O,X,O,O
OTZJSLI,O,O,O,X,O,X,O,X
OTZSILJ,O,O,X,X,O,X,X,O
OTZSIJL,O,O,O,X,O,X,O,O
OTZSLIJ,O,O,X,X,O,X,X,O
OTZSLJI,O,O,O,X,O,X,O,X
OTZSJIL,O,O,O,X,O,X,O,O
OTZSJLI,O,O,O,X,O,X,O,X
OITLJSZ,O,O,X,X,X,X,X,X
OITLJZS,O,O,X,X,X,X,X,X
OITLSJZ,X,O,X,X,X,X,X,X
OITLSZJ,X,O,X,X,X,X,X,O
OITLZJS,O,O,X,X,X,X,X,X
OITLZSJ,O,O,X,X,X,X,X,O
OITJLSZ,X,O,O,X,X,X,X,X
OITJLZS,O,O,O,X,X,X,X,X
OITJSLZ,X,O,O,X,X,X,O,X
OITJSZL,O,O,O,X,X,X,O,O
OITJZLS,O,O,O,X,X,X,X,X
OITJZSL,O,O,O,X,X,X,O,O
OITSLJZ,X,O,X,X,X,X,X,X
OITSLZJ,X,O,X,X,X,X,X,O
OITSJLZ,X,O,O,X,X,X,O,X
OITSJZL,X,O,O,X,X,X,O,O
OITSZLJ,X,O,X,X,X,X,X,O
OITSZJL,X,O,O,X,X,X,O,O
OITZLJS,O,O,X,X,X,X,X,X
OITZLSJ,O,O,X,X,X,X,X,O
OITZJLS,O,O,X,X,X,X,X,X
OITZJSL,O,O,X,X,X,X,O,O
OITZSLJ,O,O,X,X,X,X,X,O
OITZSJL,O,O,X,X,X,X,O,O
OILTJSZ,O,O,X,X,X,X,X,X
OILTJZS,O,O,X,X,X,X,X,X
OILTSJZ,X,O,X,X,X,X,X,X
OILTSZJ,X,O,X,X,X,X,X,O
OILTZJS,O,O,X,X,X,X,X,X
OILTZSJ,O,O,X,X,X,X,X,O
OILJTSZ,X,O,X,X,X,X,X,X
OILJTZS,O,O,X,X,X,X,X,X
OILJSTZ,X,X,X,X,O,X,X,X
OILJSZT,O,X,X,X,O,X,X,X
OILJZTS,O,O,X,X,O,X,X,X
OILJZST,O,X,X,X,O,X,X,X
OILSTJZ,X,X,X,X,O,X,X,X
OILSTZJ,X,X,X,X,O,X,X,O
OILSJTZ,X,X,X,X,O,X,X,X
OILSJZT,X,X,X,X,O,X,X,X
OILSZTJ,X,X,X,X,O,X,X,O
OILSZJT,X,X,X,X,O,X,X,X
OILZTJS,O,O,X,X,X,X,X,X
OILZTSJ,O,O,X,X,O,X,X,O
OILZJTS,O,O,X,X,O,X,X,X
OILZJST,O,X,X,X,O,X,X,X
OILZSTJ,O,X,X,X,O,X,X,O
