sequence,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhF0hB6nBupBzlBFl?B3rB,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhFThB6nBupBfrB8r?BFqB,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhFXhB6nBupBzmBFl?BUrB,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhF8lBfnB6nBupBFl?BTrB,v115@FhB8HeB8HeB8BeB8BeD8JeXAJvhFxhBSrBTnBlpBOp?BUrB,v115@FhB8HeB8HeB8BeB8BeD8Jex/IvhFXhBTiBWsBlpBUr?BipB,v115@FhB8HeB8HeB8BeB8BeD8Jex/IvhFXhB+nBypBFrB8r?BTpB,v115@FhB8HeB8HeB8BeB8BeD8JeRAJvhFGiB0lBVsBipB/p?BTrB,v115@FhB8HeB8HeB8BeB8BeD8JeFAJvhF8lBTiBipBxrB/p?B+rB,v115@FhB8HeB8HeB8BeB8BeD8JeFBJvhFxkBGnBypBXnBUr?BTpB
SJOLIZT,O,O,O,O,X,X,X,X,X,X
SJOLZTI,O,O,O,O,X,X,X,X,X,X
SJOLZIT,O,O,O,O,X,X,X,X,X,X
SJOZTIL,O,O,O,O,X,X,X,X,X,X
SJOZTLI,O,O,O,O,X,X,X,X,X,X
SJOZITL,O,O,O,O,X,X,X,X,X,X
SJOZILT,O,O,O,O,X,X,X,X,X,X
SJOZLTI,O,O,O,O,X,X,X,X,X,X
SJOZLIT,O,O,O,O,X,X,X,X,X,X
SZTILJO,X,O,X,O,X,O,X,X,X,X
SZTILOJ,O,O,X,X,X,X,X,X,X,X
SZTIJLO,X,O,X,O,X,O,X,X,X,O
SZTIJOL,X,O,O,X,X,O,X,X,X,O
SZTIOLJ,O,O,O,X,X,X,X,X,X,X
SZTIOJL,O,O,O,X,X,O,X,X,X,X
SZTLIJO,X,O,X,O,X,O,X,O,X,X
SZTLIOJ,O,O,X,X,X,X,X,O,X,X
SZTLJIO,X,O,X,O,X,O,X,O,X,X
SZTLJOI,X,O,X,X,X,O,X,O,X,X
SZTLOIJ,O,O,X,X,X,X,X,O,X,X
SZTLOJI,O,O,X,X,X,X,X,O,X,X
SZTJILO,X,O,X,O,X,O,X,X,X,O
SZTJIOL,X,O,O,X,X,O,X,X,X,O
SZTJLIO,X,O,X,O,X,O,X,O,X,X
SZTJLOI,X,O,X,X,X,O,X,O,X,X
SZTJOIL,X,O,O,X,X,O,X,X,X,X
SZTJOLI,X,O,O,X,X,O,X,X,X,X
SZTOILJ,O,O,O,X,X,X,X,X,X,X
SZTOIJL,O,O,O,X,X,O,X,X,X,X
SZTOLIJ,O,O,O,X,X,X,X,X,X,X
SZTOLJI,O,O,O,X,X,X,X,X,X,X
SZTOJIL,O,O,O,X,X,O,X,X,X,X
SZTOJLI,O,O,O,X,X,O,X,X,X,X
SZITLJO,X,O,X,O,X,O,X,X,X,X
SZITLOJ,O,O,X,X,X,X,X,X,X,X
SZITJLO,X,O,X,O,X,O,X,X,X,O
SZITJOL,X,O,O,X,X,O,X,X,X,O
SZITOLJ,O,O,O,X,X,X,X,X,X,X
SZITOJL,O,O,O,X,X,O,X,X,X,X
SZILTJO,X,O,X,O,X,X,X,X,O,X
SZILTOJ,O,O,X,X,X,X,X,X,O,X
SZILJTO,X,O,X,O,X,X,X,X,O,X
SZILJOT,O,O,O,O,X,O,X,X,O,X
SZILOTJ,O,O,O,X,X,X,X,X,O,X
SZILOJT,O,O,O,O,X,X,X,X,O,X
SZIJTLO,X,O,X,O,X,O,X,X,X,O
SZIJTOL,X,O,O,X,X,O,X,X,X,O
SZIJLTO,X,O,X,O,X,X,X,X,X,X
SZIJLOT,O,O,O,O,X,O,X,X,X,X
SZIJOTL,O,O,O,X,X,O,X,X,X,X
SZIJOLT,O,O,O,O,X,O,X,X,X,X
SZIOTLJ,O,O,O,X,X,X,X,X,X,X
SZIOTJL,O,O,O,X,X,X,X,X,X,X
SZIOLTJ,O,O,O,X,X,X,X,X,X,X
SZIOLJT,O,O,O,O,X,X,X,X,X,X
SZIOJTL,O,O,O,X,X,O,X,X,X,X
SZIOJLT,O,O,O,O,X,O,X,X,X,X
SZLTIJO,X,O,X,O,X,O,X,O,X,X
SZLTIOJ,O,O,X,X,X,X,X,O,X,X
SZLTJIO,X,O,X,O,X,O,X,O,X,X
SZLTJOI,X,O,X,X,X,O,X,O,X,X
SZLTOIJ,O,O,X,X,X,X,X,O,X,X
SZLTOJI,O,O,X,X,X,X,X,O,X,X
SZLITJO,X,O,X,O,X,X,X,X,O,X
SZLITOJ,O,O,X,X,X,X,X,X,O,X
SZLIJTO,X,O,X,O,X,X,X,X,O,X
SZLIJOT,O,O,O,O,X,O,X,X,O,X
SZLIOTJ,O,O,O,X,X,X,X,X,O,X
SZLIOJT,O,O,O,O,X,X,X,X,O,X
SZLJTIO,X,O,X,O,X,O,X,X,X,X
SZLJTOI,X,O,X,X,X,O,X,X,X,X
SZLJITO,X,O,X,O,X,X,X,X,X,X
SZLJIOT,O,O,O,O,X,O,X,X,X,X
SZLJOTI,O,O,O,X,X,O,X,X,X,X
SZLJOIT,O,O,O,O,X,O,X,X,X,X
SZLOTIJ,O,O,O,X,X,X,X,X,X,X
SZLOTJI,O,O,O,X,X,X,X,X,X,X
SZLOITJ,O,O,O,X,X,X,X,X,X,X
SZLOIJT,O,O,O,O,X,X,X,X,X,X
SZLOJTI,O,O,O,X,X,X,X,X,X,X
SZLOJIT,O,O,O,O,X,X,X,X,X,X
SZJTILO,X,O,X,O,X,O,X,X,X,O
SZJTIOL,X,O,O,X,X,O,X,X,X,O
SZJTLIO,X,O,X,O,X,O,X,X,X,X
SZJTLOI,X,O,X,X,X,O,X,X,X,X
SZJTOIL,X,O,O,X,X,O,X,X,X,X
SZJTOLI,X,O,O,X,X,O,X,X,X,X
SZJITLO,X,O,X,O,X,O,X,X,X,O
SZJITOL,X,O,O,X,X,O,X,X,X,O
SZJILTO,X,O,X,O,X,X,X,X,X,X
SZJILOT,O,O,O,O,X,O,X,X,X,X
SZJIOTL,O,O,O,X,X,O,X,X,X,X
SZJIOLT,O,O,O,O,X,O,X,X,X,X
SZJLTIO,X,O,X,O,X,O,X,X,X,X
SZJLTOI,X,O,X,X,X,O,X,X,X,X
SZJLITO,X,O,X,O,X,X,X,X,X,X
SZJLIOT,O,O,O,O,X,O,X,X,X,X
SZJLOTI,O,O,O,X,X,O,X,X,X,X
SZJLOIT,O,O,O,O,X,O,X,X,X,X
SZJOTIL,O,O,O,X,X,O,X,X,X,X
SZJOTLI,O,O,O,X,X,O,X,X,X,X
SZJOITL,O,O,O,X,X,O,X,X,X,X
SZJOILT,O,O,O,O,X,O,X,X,X,X
SZJOLTI,O,O,O,X,X,O,X,X,X,X
SZJOLIT,O,O,O,O,X,O,X,X,X,X
SZOTILJ,O,O,O,X,X,X,X,X,X,X
SZOTIJL,O,O,O,X,X,O,X,X,X,X
SZOTLIJ,O,O,O,X,X,X,X,X,X,X
SZOTLJI,O,O,O,X,X,X,X,X,X,X
SZOTJIL,O,O,O,X,X,O,X,X,X,X
SZOTJLI,O,O,O,X,X,O,X,X,X,X
SZOITLJ,O,O,O,X,X,X,X,X,X,X
SZOITJL,O,O,O,X,X,X,X,X,X,X
SZOILTJ,O,O,O,X,X,X,X,X,X,X
SZOILJT,O,O,O,O,X,X,X,X,X,X
SZOIJTL,O,O,O,X,X,O,X,X,X,X
SZOIJLT,O,O,O,O,X,O,X,X,X,X
SZOLTIJ,O,O,O,X,X,X,X,X,X,X
SZOLTJI,O,O,O,X,X,X,X,X,X,X
SZOLITJ,O,O,O,X,X,X,X,X,X,X
SZOLIJT,O,O,O,O,X,X,X,X,X,X
SZOLJTI,O,O,O,X,X,X,X,X,X,X
SZOLJIT,O,O,O,O,X,X,X,X,X,X
SZOJTIL,O,O,O,X,X,O,X,X,X,X
SZOJTLI,O,O,O,X,X,O,X,X,X,X
SZOJITL,O,O,O,X,X,O,X,X,X,X
SZOJILT,O,O,O,O,X,O,X,X,X,X
SZOJLTI,O,O,O,X,X,O,X,X,X,X
SZOJLIT,O,O,O,O,X,O,X,X,X,X
SOTILJZ,O,X,O,O,O,X,X,X,X,X
SOTILZJ,O,X,X,O,O,X,X,X,X,X
SOTIJLZ,O,X,O,O,X,X,X,X,X,X
SOTIJZL,O,X,X,O,X,X,X,X,X,X
SOTIZLJ,O,X,X,O,X,X,X,X,X,X
SOTIZJL,O,X,X,O,X,X,X,X,X,X
SOTLIJZ,O,X,O,O,O,X,X,X,X,X
SOTLIZJ,O,X,X,O,O,X,X,X,X,X
SOTLJIZ,O,X,O,O,O,X,X,X,X,X
SOTLJZI,O,X,X,O,O,X,X,X,X,X
SOTLZIJ,O,X,X,O,O,X,X,X,X,X
SOTLZJI,O,X,X,O,O,X,X,X,X,X
SOTJILZ,O,X,O,O,X,X,X,X,X,X
SOTJIZL,O,X,X,O,X,X,X,X,X,X
SOTJLIZ,O,X,O,O,O,X,X,X,X,X
SOTJLZI,O,X,X,O,O,X,X,X,X,X
SOTJZIL,O,X,X,O,X,X,X,X,X,X
SOTJZLI,O,X,X,O,X,X,X,X,X,X
SOTZILJ,O,X,X,O,X,X,X,X,X,X
SOTZIJL,O,X,X,O,X,X,X,X,X,X
SOTZLIJ,O,X,X,O,O,X,X,X,X,X
SOTZLJI,O,X,X,O,O,X,X,X,X,X
SOTZJIL,O,X,X,O,X,X,X,X,X,X
SOTZJLI,O,X,X,O,X,X,X,X,X,X
SOITLJZ,O,X,O,O,O,X,X,X,X,X
SOITLZJ,O,X,X,O,O,X,X,X,X,X
SOITJLZ,O,X,O,O,X,X,X,X,X,X
SOITJZL,O,X,X,O,X,X,X,X,X,X
SOITZLJ,O,X,X,O,X,X,X,X,X,X
SOITZJL,O,X,X,O,X,X,X,X,X,X
SOILTJZ,O,X,O,O,O,X,X,X,X,X
SOILTZJ,O,X,X,O,O,X,X,X,X,X
SOILJTZ,O,X,O,O,X,X,X,X,X,X
SOILJZT,O,O,O,O,X,X,X,X,X,X
SOILZTJ,O,O,X,O,X,X,X,X,X,X
SOILZJT,O,O,O,O,X,X,X,X,X,X
SOIJTLZ,O,X,O,O,X,X,X,X,X,X
SOIJTZL,O,X,X,O,X,X,X,X,X,X
SOIJLTZ,O,X,O,O,X,X,X,X,X,X
SOIJLZT,O,O,O,O,X,X,X,X,X,X
SOIJZTL,O,O,O,O,X,X,X,X,X,X
SOIJZLT,O,O,O,O,X,X,X,X,X,X
SOIZTLJ,O,O,X,O,X,X,X,X,X,X
SOIZTJL,O,O,X,O,X,X,X,X,X,X
SOIZLTJ,O,O,X,O,X,X,X,X,X,X
SOIZLJT,O,O,O,O,X,X,X,X,X,X
SOIZJTL,O,O,X,O,X,X,X,X,X,X
SOIZJLT,O,O,O,O,X,X,X,X,X,X
SOLTIJZ,O,X,O,O,O,X,X,X,X,X
SOLTIZJ,O,X,X,O,O,X,X,X,X,X
SOLTJIZ,O,X,O,O,O,X,X,X,X,X
SOLTJZI,O,X,X,O,O,X,X,X,X,X
SOLTZIJ,O,X,X,O,O,X,X,X,X,X
SOLTZJI,O,X,X,O,O,X,X,X,X,X
SOLITJZ,O,X,O,O,O,X,X,X,X,X
SOLITZJ,O,X,X,O,O,X,X,X,X,X
SOLIJTZ,O,X,O,O,X,X,X,X,X,X
SOLIJZT,O,O,O,O,X,X,X,X,X,X
SOLIZTJ,O,O,X,O,X,X,X,X,X,X
SOLIZJT,O,O,O,O,X,X,X,X,X,X
SOLJTIZ,O,X,O,O,X,X,X,X,X,X
SOLJTZI,O,X,X,O,X,X,X,X,X,X
SOLJITZ,O,X,O,O,X,X,X,X,X,X
SOLJIZT,O,O,O,O,X,X,X,X,X,X
SOLJZTI,O,O,O,O,X,X,X,X,X,X
SOLJZIT,O,O,O,O,X,X,X,X,X,X
SOLZTIJ,O,O,X,O,X,X,X,X,X,X
SOLZTJI,O,O,X,O,X,X,X,X,X,X
SOLZITJ,O,O,X,O,X,X,X,X,X,X
SOLZIJT,O,O,O,O,X,X,X,X,X,X
SOLZJTI,O,O,X,O,X,X,X,X,X,X
SOLZJIT,O,O,O,O,X,X,X,X,X,X
SOJTILZ,O,X,O,O,X,X,X,X,X,X
SOJTIZL,O,X,X,O,X,X,X,X,X,X
SOJTLIZ,O,X,O,O,X,X,X,X,X,X
SOJTLZI,O,X,X,O,X,X,X,X,X,X
SOJTZIL,O,X,X,O,X,X,X,X,X,X
SOJTZLI,O,X,X,O,X,X,X,X,X,X
SOJITLZ,O,X,O,O,X,X,X,X,X,X
SOJITZL,O,X,X,O,X,X,X,X,X,X
SOJILTZ,O,X,O,O,X,X,X,X,X,X
SOJILZT,O,O,O,O,X,X,X,X,X,X
SOJIZTL,O,O,O,O,X,X,X,X,X,X
SOJIZLT,O,O,O,O,X,X,X,X,X,X
SOJLTIZ,O,X,O,O,X,X,X,X,X,X
SOJLTZI,O,X,X,O,X,X,X,X,X,X
SOJLITZ,O,X,O,O,X,X,X,X,X,X
SOJLIZT,O,O,O,O,X,X,X,X,X,X
SOJLZTI,O,O,O,O,X,X,X,X,X,X
SOJLZIT,O,O,O,O,X,X,X,X,X,X
SOJZTIL,O,O,O,O,X,X,X,X,X,X
SOJZTLI,O,O,O,O,X,X,X,X,X,X
SOJZITL,O,O,O,O,X,X,X,X,X,X
SOJZILT,O,O,O,O,X,X,X,X,X,X
SOJZLTI,O,O,O,O,X,X,X,X,X,X
SOJZLIT,O,O,O,O,X,X,X,X,X,X
SOZTILJ,O,O,X,O,X,X,X,X,X,X
SOZTIJL,O,O,X,O,X,X,X,X,X,X
SOZTLIJ,O,O,X,O,X,X,X,X,X,X
SOZTLJI,O,O,X,O,X,X,X,X,X,X
SOZTJIL,O,O,X,O,X,X,X,X,X,X
SOZTJLI,O,O,X,O,X,X,X,X,X,X
SOZITLJ,O,O,X,O,X,X,X,X,X,X
SOZITJL,O,O,X,O,X,X,X,X,X,X
SOZILTJ,O,O,X,O,X,X,X,X,X,X
SOZILJT,O,O,O,O,X,X,X,X,X,X
SOZIJTL,O,O,X,O,X,X,X,X,X,X
SOZIJLT,O,O,O,O,X,X,X,X,X,X
SOZLTIJ,O,O,X,O,X,X,X,X,X,X
SOZLTJI,O,O,X,O,X,X,X,X,X,X
SOZLITJ,O,O,X,O,X,X,X,X,X,X
SOZLIJT,O,O,O,O,X,X,X,X,X,X
SOZLJTI,O,O,X,O,X,X,X,X,X,X
SOZLJIT,O,O,O,O,X,X,X,X,X,X
SOZJTIL,O,O,X,O,X,X,X,X,X,X
SOZJTLI,O,O,X,O,X,X,X,X,X,X
SOZJITL,O,O,X,O,X,X,X,X,X,X
SOZJILT,O,O,O,O,X,X,X,X,X,X
SOZJLTI,O,O,X,O,X,X,X,X,X,X
SOZJLIT,O,O,O,O,X,X,X,X,X,X
ZTILJSO,X,O,X,X,X,X,X,O,O,O
ZTILJOS,X,X,X,X,X,X,X,X,O,O
ZTILSJO,X,O,X,X,X,X,X,O,O,X
ZTILSOJ,X,O,X,X,X,X,X,O,O,X
ZTILOJS,X,X,X,X,X,X,X,O,X,X
ZTILOSJ,X,X,X,X,X,X,X,O,X,X
ZTIJLSO,X,O,X,X,X,O,X,O,X,O
ZTIJLOS,X,X,X,X,X,O,X,X,X,O
ZTIJSLO,X,O,X,O,X,O,X,X,X,O
ZTIJSOL,X,O,O,X,X,O,X,X,X,O
ZTIJOLS,X,X,O,X,X,O,X,X,X,O
ZTIJOSL,X,X,O,X,X,O,X,X,X,O
ZTISLJO,X,O,X,O,X,O,X,X,X,X
ZTISLOJ,X,O,X,X,X,X,X,X,X,X
ZTISJLO,X,O,X,O,X,O,X,X,X,O
ZTISJOL,X,O,O,X,X,O,X,X,X,O
ZTISOLJ,X,O,O,X,X,X,X,X,X,X
ZTISOJL,X,O,O,X,X,O,X,X,X,X
ZTIOLJS,X,X,O,X,X,X,X,X,X,X
ZTIOLSJ,X,X,O,X,X,X,X,X,X,X
ZTIOJLS,X,X,O,X,X,X,X,X,X,O
ZTIOJSL,X,X,O,X,X,X,X,X,X,O
ZTIOSLJ,X,X,O,X,X,X,X,X,X,X
ZTIOSJL,X,X,O,X,X,X,X,X,X,X
ZTLIJSO,X,O,X,X,X,X,O,O,O,O
ZTLIJOS,X,X,X,X,X,X,O,X,O,O
ZTLISJO,X,O,X,X,X,X,X,O,O,X
ZTLISOJ,X,O,X,X,X,X,X,O,O,X
ZTLIOJS,X,X,X,X,X,X,X,O,X,X
ZTLIOSJ,X,X,X,X,X,X,X,O,X,X
ZTLJISO,X,O,X,X,X,O,O,O,X,O
ZTLJIOS,X,X,X,X,X,O,O,X,X,O
ZTLJSIO,X,O,X,X,X,O,O,O,X,X
ZTLJSOI,X,O,X,X,X,O,O,O,X,X
ZTLJOIS,X,X,X,X,X,O,O,O,X,X
ZTLJOSI,X,X,X,X,X,O,O,O,X,X
ZTLSIJO,X,O,X,X,X,O,X,O,X,X
ZTLSIOJ,X,O,X,X,X,X,X,O,X,X
ZTLSJIO,X,O,X,X,X,O,X,O,X,X
ZTLSJOI,X,O,X,X,X,O,X,O,X,X
ZTLSOIJ,X,O,X,X,O,X,X,O,X,X
ZTLSOJI,X,O,X,X,O,X,X,O,X,X
ZTLOIJS,X,X,X,X,O,X,X,O,X,X
ZTLOISJ,X,X,X,X,O,X,X,O,X,X
ZTLOJIS,X,X,X,X,O,X,X,O,X,X
ZTLOJSI,X,X,X,X,O,X,X,O,X,X
ZTLOSIJ,X,X,X,X,O,X,X,O,X,X
ZTLOSJI,X,X,X,X,O,X,X,O,X,X
ZTJILSO,X,O,X,X,X,O,X,O,X,O
ZTJILOS,X,X,X,X,X,O,X,X,X,O
ZTJISLO,X,O,X,O,X,O,X,X,X,O
ZTJISOL,X,O,O,X,X,O,X,X,X,O
ZTJIOLS,X,X,O,X,X,O,X,X,X,O
ZTJIOSL,X,X,O,X,X,O,X,X,X,O
ZTJLISO,X,O,X,X,X,O,O,O,X,O
ZTJLIOS,X,X,X,X,X,O,O,X,X,O
ZTJLSIO,X,O,X,X,X,O,O,O,X,X
ZTJLSOI,X,O,X,X,X,O,O,O,X,X
ZTJLOIS,X,X,X,X,X,O,O,O,X,X
ZTJLOSI,X,X,X,X,X,O,O,O,X,X
ZTJSILO,X,O,X,O,X,O,X,X,X,O
ZTJSIOL,X,O,O,X,X,O,X,X,X,O
ZTJSLIO,X,O,X,O,X,O,X,O,X,X
ZTJSLOI,X,O,X,X,X,O,X,O,X,X
ZTJSOIL,X,O,O,X,X,O,X,X,X,X
ZTJSOLI,X,O,O,X,X,O,X,X,X,X
ZTJOILS,X,X,O,X,X,O,X,X,X,O
ZTJOISL,X,X,O,X,X,O,X,X,X,O
ZTJOLIS,X,X,O,X,X,O,X,X,X,X
ZTJOLSI,X,X,O,X,X,O,X,O,X,X
ZTJOSIL,X,X,O,X,X,O,X,X,X,X
ZTJOSLI,X,X,O,X,X,O,X,X,X,X
ZTSILJO,X,O,X,O,X,O,X,X,X,X
ZTSILOJ,X,O,X,X,X,X,X,X,X,X
ZTSIJLO,X,O,X,O,X,O,X,X,X,O
ZTSIJOL,X,O,O,X,X,O,X,X,X,O
ZTSIOLJ,X,O,O,X,X,X,X,X,X,X
ZTSIOJL,X,O,O,X,X,O,X,X,X,X
ZTSLIJO,X,O,X,O,X,O,X,O,X,X
ZTSLIOJ,X,O,X,X,X,X,X,O,X,X
ZTSLJIO,X,O,X,O,X,O,X,O,X,X
ZTSLJOI,X,O,X,X,X,O,X,O,X,X
ZTSLOIJ,X,O,X,X,O,X,X,O,X,X
ZTSLOJI,X,O,X,X,O,X,X,O,X,X
ZTSJILO,X,O,X,O,X,O,X,X,X,O
ZTSJIOL,X,O,O,X,X,O,X,X,X,O
ZTSJLIO,X,O,X,O,X,O,X,O,X,X
ZTSJLOI,X,O,X,X,X,O,X,O,X,X
ZTSJOIL,X,O,O,X,X,O,X,X,X,X
ZTSJOLI,X,O,O,X,X,O,X,X,X,X
ZTSOILJ,X,O,O,X,X,X,X,X,X,X
ZTSOIJL,X,O,O,X,X,O,X,X,X,X
ZTSOLIJ,X,O,O,X,O,X,X,X,X,X
ZTSOLJI,X,O,O,X,O,X,X,X,X,X
ZTSOJIL,X,O,O,X,X,O,X,X,X,X
ZTSOJLI,X,O,O,X,X,O,X,X,X,X
ZTOILJS,X,X,O,X,O,X,X,X,X,X
ZTOILSJ,X,X,O,X,O,X,X,X,X,X
ZTOIJLS,X,X,O,X,X,X,X,X,X,O
ZTOIJSL,X,X,O,X,X,X,X,X,X,O
ZTOISLJ,X,X,O,X,X,X,X,X,X,X
ZTOISJL,X,X,O,X,X,X,X,X,X,X
ZTOLIJS,X,X,O,X,O,X,X,O,X,X
ZTOLISJ,X,X,O,X,O,X,X,O,X,X
ZTOLJIS,X,X,O,X,O,X,X,O,X,X
ZTOLJSI,X,X,O,X,O,X,X,O,X,X
ZTOLSIJ,X,X,O,X,O,X,X,O,X,X
ZTOLSJI,X,X,O,X,O,X,X,O,X,X
ZTOJILS,X,X,O,X,X,O,X,X,X,O
ZTOJISL,X,X,O,X,X,O,X,X,X,O
ZTOJLIS,X,X,O,X,X,O,X,X,X,X
ZTOJLSI,X,X,O,X,X,O,X,O,X,X
ZTOJSIL,X,X,O,X,X,O,X,X,X,X
ZTOJSLI,X,X,O,X,X,O,X,X,X,X
ZTOSILJ,X,X,O,X,X,X,X,X,X,X
ZTOSIJL,X,X,O,X,X,O,X,X,X,X
ZTOSLIJ,X,X,O,X,O,X,X,X,X,X
ZTOSLJI,X,X,O,X,O,X,X,X,X,X
ZTOSJIL,X,X,O,X,X,O,X,X,X,X
ZTOSJLI,X,X,O,X,X,O,X,X,X,X
ZITLJSO,X,O,X,X,X,X,X,O,O,O
ZITLJOS,X,X,X,X,X,X,X,X,O,O
ZITLSJO,X,O,X,X,X,X,X,O,O,X
ZITLSOJ,X,O,X,X,X,X,X,O,O,X
ZITLOJS,X,X,X,X,X,X,X,O,X,X
ZITLOSJ,X,X,X,X,X,X,X,O,X,X
ZITJLSO,X,O,X,X,X,O,X,O,X,O
ZITJLOS,X,X,X,X,X,O,X,X,X,O
ZITJSLO,X,O,X,O,X,O,X,X,X,O
ZITJSOL,X,O,O,X,X,O,X,X,X,O
ZITJOLS,X,X,O,X,X,O,X,X,X,O
ZITJOSL,X,X,O,X,X,O,X,X,X,O
ZITSLJO,X,O,X,O,X,O,X,X,X,X
ZITSLOJ,X,O,X,X,X,X,X,X,X,X
ZITSJLO,X,O,X,O,X,O,X,X,X,O
ZITSJOL,X,O,O,X,X,O,X,X,X,O
ZITSOLJ,X,O,O,X,X,X,X,X,X,X
ZITSOJL,X,O,O,X,X,O,X,X,X,X
ZITOLJS,X,X,O,X,X,X,X,X,X,X
ZITOLSJ,X,X,O,X,X,X,X,X,X,X
ZITOJLS,X,X,O,X,X,X,X,X,X,O
ZITOJSL,X,X,O,X,X,X,X,X,X,O
ZITOSLJ,X,X,O,X,X,X,X,X,X,X
ZITOSJL,X,X,O,X,X,X,X,X,X,X
ZILTJSO,X,O,X,X,X,X,X,O,O,O
ZILTJOS,X,X,X,X,X,X,X,X,O,O
ZILTSJO,X,O,X,X,X,X,X,O,O,X
ZILTSOJ,X,O,X,X,X,X,X,O,O,X
ZILTOJS,X,X,X,X,X,X,X,O,X,X
ZILTOSJ,X,X,X,X,X,X,X,O,X,X
ZILJTSO,X,O,X,X,X,X,X,X,O,O
ZILJTOS,X,X,X,X,X,X,X,X,O,O
ZILJSTO,X,O,X,O,X,X,X,X,O,X
ZILJSOT,O,O,O,O,X,X,X,X,O,X
ZILJOTS,O,X,O,X,X,X,X,X,O,X
ZILJOST,O,O,O,X,X,X,X,X,O,X
ZILSTJO,X,O,X,O,X,X,X,X,O,X
ZILSTOJ,O,O,X,X,X,X,X,X,O,X
ZILSJTO,X,O,X,O,X,X,X,X,O,X
ZILSJOT,O,O,O,O,X,X,X,X,O,X
ZILSOTJ,O,O,O,X,X,X,X,X,O,X
ZILSOJT,O,O,O,O,X,X,X,X,O,X
ZILOTJS,O,X,O,X,X,X,X,X,X,X
ZILOTSJ,X,X,O,X,X,X,X,X,X,X
ZILOJTS,O,X,O,X,X,X,X,X,O,X
ZILOJST,O,O,O,X,X,X,X,X,O,X
ZILOSTJ,X,O,O,X,X,X,X,X,O,X
ZILOSJT,O,O,O,X,X,X,X,X,O,X
ZIJTLSO,X,O,X,X,X,O,X,X,X,O
ZIJTLOS,X,X,X,X,X,O,X,X,X,O
ZIJTSLO,X,O,X,O,X,O,X,X,X,O
ZIJTSOL,X,O,O,X,X,O,X,X,X,O
ZIJTOLS,X,X,O,X,X,O,X,X,X,O
ZIJTOSL,X,X,O,X,X,O,X,X,X,O
ZIJLTSO,X,O,X,X,X,X,X,X,O,O
ZIJLTOS,X,X,X,X,X,X,X,X,O,O
ZIJLSTO,X,O,X,O,X,X,X,X,O,X
ZIJLSOT,O,O,O,O,X,X,X,X,O,X
ZIJLOTS,O,X,O,X,X,X,X,X,O,X
ZIJLOST,O,O,O,X,X,X,X,X,O,X
ZIJSTLO,X,O,X,O,X,O,X,X,X,O
ZIJSTOL,X,O,O,X,X,O,X,X,X,O
ZIJSLTO,X,O,X,O,X,X,X,X,X,X
ZIJSLOT,O,O,O,O,X,O,X,X,X,X
ZIJSOTL,O,O,O,X,X,O,X,X,X,X
ZIJSOLT,O,O,O,O,X,O,X,X,X,X
ZIJOTLS,O,X,O,X,X,O,X,X,X,O
ZIJOTSL,X,X,O,O,X,O,X,X,X,O
ZIJOLTS,O,X,O,X,X,X,X,X,X,X
ZIJOLST,O,O,O,O,X,X,X,X,X,X
ZIJOSTL,X,O,O,O,X,O,X,X,X,X
ZIJOSLT,O,O,O,O,X,O,X,X,X,X
ZISTLJO,X,O,X,O,X,O,X,X,X,X
ZISTLOJ,O,O,X,X,X,X,X,X,X,X
ZISTJLO,X,O,X,O,X,O,X,X,X,O
ZISTJOL,X,O,O,X,X,O,X,X,X,O
ZISTOLJ,O,O,O,X,X,X,X,X,X,X
ZISTOJL,O,O,O,X,X,O,X,X,X,X
ZISLTJO,X,O,X,O,X,X,X,X,O,X
ZISLTOJ,O,O,X,X,X,X,X,X,O,X
ZISLJTO,X,O,X,O,X,X,X,X,O,X
ZISLJOT,O,O,O,O,X,O,X,X,O,X
ZISLOTJ,O,O,O,X,X,X,X,X,O,X
ZISLOJT,O,O,O,O,X,X,X,X,O,X
ZISJTLO,X,O,X,O,X,O,X,X,X,O
ZISJTOL,X,O,O,X,X,O,X,X,X,O
ZISJLTO,X,O,X,O,X,X,X,X,X,X
ZISJLOT,O,O,O,O,X,O,X,X,X,X
ZISJOTL,O,O,O,X,X,O,X,X,X,X
ZISJOLT,O,O,O,O,X,O,X,X,X,X
ZISOTLJ,O,O,O,X,X,X,X,X,X,X
ZISOTJL,O,O,O,X,X,X,X,X,X,X
ZISOLTJ,O,O,O,X,X,X,X,X,X,X
ZISOLJT,O,O,O,O,X,X,X,X,X,X
ZISOJTL,O,O,O,X,X,O,X,X,X,X
ZISOJLT,O,O,O,O,X,O,X,X,X,X
ZIOTLJS,O,X,O,X,X,X,X,X,X,X
ZIOTLSJ,X,X,O,X,X,X,X,X,X,X
ZIOTJLS,O,X,O,X,X,X,X,X,X,O
ZIOTJSL,X,X,O,O,X,X,X,X,X,O
ZIOTSLJ,X,X,O,O,X,X,X,X,X,X
ZIOTSJL,X,X,O,O,X,X,X,X,X,X
ZIOLTJS,O,X,O,X,X,X,X,X,X,X
ZIOLTSJ,X,X,O,X,X,X,X,X,X,X
ZIOLJTS,O,X,O,X,X,X,X,X,O,X
ZIOLJST,O,O,O,O,X,X,X,X,O,X
ZIOLSTJ,X,O,O,O,X,X,X,X,O,X
