sequence,v115@RhB8FeE8BeE8JeT/IvhFUhBRiBSoBVsBmqB/qB,v115@RhB8FeE8BeE8JeT/IvhFGjBilBRnBllBUnBXrB,v115@RhB8FeE8BeE8Jei/IvhFTjBRlBGnBFmBXnB0qB,v115@RhB8FeE8BeE8Jex/IvhFfnB6nBTjBmkBFrB8qB,v115@RhB8FeE8BeE8JeFBJvhF8mBSoBxkBmkB3nBzqB,v115@RhB8FeE8BeE8JeT/IvhFGjBllBRnBilBUnBXrB,v115@RhB8FeE8BeE8JeXCJvhFTjBxkB8qBSsBmkBFrB
ZOSJLIT,X,O,O,X,X,X,X
OTILJSZ,O,O,O,X,X,X,X
OTILJZS,O,O,O,X,O,X,X
OTILSJZ,O,X,X,X,X,X,X
OTILSZJ,X,X,X,X,O,X,X
OTILZJS,O,X,X,X,O,X,X
OTILZSJ,X,X,X,X,O,X,X
OTIJLSZ,O,O,O,X,X,X,X
OTIJLZS,O,O,O,X,O,X,X
OTIJSLZ,O,O,X,O,X,O,X
OTIJSZL,O,X,X,X,X,O,X
OTIJZLS,O,X,X,X,O,X,X
OTIJZSL,O,X,X,X,X,X,X
OTISLJZ,O,O,X,O,X,O,X
OTISLZJ,X,X,X,X,O,X,X
OTISJLZ,O,O,X,O,X,O,X
OTISJZL,O,X,X,X,X,O,X
OTISZLJ,X,X,X,X,O,X,X
OTISZJL,X,X,X,X,X,O,X
OTIZLJS,O,X,X,X,O,X,X
OTIZLSJ,X,X,X,X,O,X,O
OTIZJLS,O,X,X,X,O,X,X
OTIZJSL,O,X,X,X,X,X,X
OTIZSLJ,X,X,X,X,O,X,X
OTIZSJL,X,X,X,X,X,X,X
OTLIJSZ,O,O,O,X,X,X,X
OTLIJZS,O,O,O,X,O,X,X
OTLISJZ,O,X,X,X,X,X,X
OTLISZJ,X,X,X,X,O,X,X
OTLIZJS,O,X,X,X,O,X,X
OTLIZSJ,X,X,X,X,O,X,X
OTLJISZ,O,O,O,X,X,X,X
OTLJIZS,O,O,O,X,O,X,X
OTLJSIZ,O,X,X,O,X,X,X
OTLJSZI,O,X,X,O,X,X,X
OTLJZIS,O,X,O,X,O,X,X
OTLJZSI,O,X,X,X,X,X,X
OTLSIJZ,O,X,X,O,X,X,X
OTLSIZJ,X,X,X,X,O,X,X
OTLSJIZ,O,X,X,O,X,X,X
OTLSJZI,O,X,X,O,X,X,X
OTLSZIJ,X,X,X,X,O,X,O
OTLSZJI,X,X,X,O,X,X,X
OTLZIJS,O,X,O,X,O,X,X
OTLZISJ,X,X,X,X,O,X,O
OTLZJIS,O,X,O,X,O,X,X
OTLZJSI,O,X,X,X,X,X,X
OTLZSIJ,X,X,X,X,O,X,O
OTLZSJI,X,X,X,X,X,X,X
OTJILSZ,O,O,O,X,X,X,X
OTJILZS,O,O,O,X,O,X,X
OTJISLZ,O,O,X,O,X,O,X
OTJISZL,O,X,X,X,X,O,X
OTJIZLS,O,X,X,X,O,X,X
OTJIZSL,O,X,X,X,X,X,X
OTJLISZ,O,O,O,X,X,X,X
OTJLIZS,O,O,O,X,O,X,X
OTJLSIZ,O,X,X,O,X,X,X
OTJLSZI,O,X,X,O,X,X,X
OTJLZIS,O,X,O,X,O,X,X
OTJLZSI,O,X,X,X,X,X,X
OTJSILZ,O,O,X,O,X,O,X
OTJSIZL,O,X,X,X,X,O,X
OTJSLIZ,O,O,X,O,X,O,X
OTJSLZI,O,X,X,O,X,X,X
OTJSZIL,O,X,X,X,X,O,X
OTJSZLI,O,X,X,O,X,X,X
OTJZILS,O,X,O,X,O,X,X
OTJZISL,O,X,X,X,X,X,X
OTJZLIS,O,X,O,X,O,X,X
OTJZLSI,O,X,X,X,X,X,X
OTJZSIL,O,X,X,X,X,X,X
OTJZSLI,O,X,X,O,X,X,X
OTSILJZ,O,O,X,O,X,O,X
OTSILZJ,X,X,X,X,O,X,X
OTSIJLZ,O,O,X,O,X,O,X
OTSIJZL,O,X,X,X,X,O,X
OTSIZLJ,X,X,X,X,O,X,X
OTSIZJL,X,X,X,X,X,O,X
OTSLIJZ,O,O,X,O,X,O,X
OTSLIZJ,X,X,X,X,O,X,X
OTSLJIZ,O,O,X,O,X,O,X
OTSLJZI,O,X,X,O,X,X,X
OTSLZIJ,X,X,X,X,O,X,X
OTSLZJI,X,X,X,O,X,X,X
OTSJILZ,O,O,X,O,X,O,X
OTSJIZL,O,X,X,X,X,O,X
OTSJLIZ,O,O,X,O,X,O,X
OTSJLZI,O,X,X,O,X,X,X
OTSJZIL,O,X,X,X,X,O,X
OTSJZLI,O,X,X,O,X,X,X
OTSZILJ,X,X,X,X,O,X,X
OTSZIJL,X,X,X,X,X,O,X
OTSZLIJ,X,X,X,X,O,X,X
OTSZLJI,X,X,X,O,X,X,X
OTSZJIL,X,X,X,X,X,O,X
OTSZJLI,X,X,X,O,X,X,X
OTZILJS,O,X,O,X,O,X,X
OTZILSJ,X,X,X,X,O,X,O
OTZIJLS,O,X,O,X,O,X,X
OTZIJSL,O,X,X,X,X,X,X
OTZISLJ,X,X,X,X,O,X,X
OTZISJL,X,X,X,X,X,X,X
OTZLIJS,O,X,O,X,O,X,X
OTZLISJ,X,X,X,X,O,X,O
OTZLJIS,O,X,O,X,O,X,X
OTZLJSI,O,X,X,X,X,X,X
OTZLSIJ,X,X,X,X,O,X,O
OTZLSJI,X,X,X,X,X,X,X
OTZJILS,O,X,O,X,O,X,X
OTZJISL,O,X,X,X,X,X,X
OTZJLIS,O,X,O,X,O,X,X
OTZJLSI,O,X,X,X,X,X,X
OTZJSIL,O,X,X,X,X,X,X
OTZJSLI,O,X,X,O,X,X,X
OTZSILJ,X,X,X,X,O,X,X
OTZSIJL,X,X,X,X,X,X,X
OTZSLIJ,X,X,X,X,O,X,X
OTZSLJI,X,X,X,O,X,X,X
OTZSJIL,X,X,X,X,X,X,X
OTZSJLI,X,X,X,O,X,X,X
OITLJSZ,O,O,O,X,X,X,X
OITLJZS,O,O,O,X,O,X,X
OITLSJZ,O,X,X,X,X,X,X
OITLSZJ,X,X,X,X,O,X,X
OITLZJS,O,X,X,X,O,X,X
OITLZSJ,X,X,X,X,O,X,X
OITJLSZ,O,O,O,X,X,X,X
OITJLZS,O,O,O,X,O,X,X
OITJSLZ,O,O,X,O,X,O,X
OITJSZL,O,X,X,X,X,O,X
OITJZLS,O,X,X,X,O,X,X
OITJZSL,O,X,X,X,X,X,X
OITSLJZ,O,O,X,O,X,O,X
OITSLZJ,X,X,X,X,O,X,X
OITSJLZ,O,O,X,O,X,O,X
OITSJZL,O,X,X,X,X,O,X
OITSZLJ,X,X,X,X,O,X,X
OITSZJL,X,X,X,X,X,O,X
OITZLJS,O,X,X,X,O,X,X
OITZLSJ,X,X,X,X,O,X,O
OITZJLS,O,X,X,X,O,X,X
OITZJSL,O,X,X,X,X,X,X
OITZSLJ,X,X,X,X,O,X,X
OITZSJL,X,X,X,X,X,X,X
OILTJSZ,O,O,O,X,X,X,X
OILTJZS,O,O,O,X,O,X,X
OILTSJZ,O,X,X,X,X,X,X
OILTSZJ,X,X,X,X,O,X,X
OILTZJS,O,X,X,X,O,X,X
OILTZSJ,X,X,X,X,O,X,X
OILJTSZ,O,O,O,X,X,X,X
OILJTZS,O,O,O,X,O,X,X
OILJSTZ,X,O,O,O,X,O,X
OILJSZT,X,O,O,X,X,X,X
OILJZTS,X,O,O,X,O,X,X
OILJZST,X,O,O,X,X,X,X
OILSTJZ,O,O,X,O,X,O,X
OILSTZJ,X,X,X,X,O,X,X
OILSJTZ,X,O,O,O,X,O,X
OILSJZT,X,O,O,X,X,X,X
OILSZTJ,X,X,X,X,O,X,O
OILSZJT,X,O,X,X,X,X,O
OILZTJS,O,X,O,X,O,X,X
OILZTSJ,X,X,X,X,O,X,O
OILZJTS,X,O,O,X,O,X,X
OILZJST,X,O,O,X,X,X,O
OILZSTJ,X,X,X,X,O,X,O
OILZSJT,X,X,O,X,X,X,O
OIJTLSZ,O,O,O,X,X,X,X
OIJTLZS,O,O,O,X,O,X,X
OIJTSLZ,O,O,X,O,X,O,X
OIJTSZL,O,X,X,X,X,O,X
OIJTZLS,O,X,X,X,O,X,X
OIJTZSL,O,X,X,X,X,X,X
OIJLTSZ,X,O,O,X,X,X,X
OIJLTZS,X,O,O,X,O,X,X
OIJLSTZ,X,O,O,O,X,O,X
OIJLSZT,X,O,O,X,X,X,X
OIJLZTS,X,O,O,X,O,X,X
OIJLZST,X,O,O,X,X,X,X
OIJSTLZ,X,O,X,O,X,O,X
OIJSTZL,X,X,X,X,X,O,X
OIJSLTZ,X,O,O,O,X,O,X
OIJSLZT,X,O,O,X,X,X,X
OIJSZTL,X,X,X,X,X,O,X
OIJSZLT,X,O,X,X,X,X,X
OIJZTLS,X,X,O,X,O,X,X
OIJZTSL,X,X,X,X,X,X,X
OIJZLTS,X,O,O,X,O,X,X
OIJZLST,X,O,O,X,X,X,O
OIJZSTL,X,X,X,X,X,O,X
OIJZSLT,X,O,O,X,X,X,X
OISTLJZ,X,O,X,O,X,O,X
OISTLZJ,X,X,X,X,O,X,X
OISTJLZ,X,O,X,O,X,O,X
OISTJZL,X,X,X,X,X,O,X
OISTZLJ,X,X,X,X,O,X,X
OISTZJL,X,X,X,X,X,O,X
OISLTJZ,X,O,X,O,X,O,X
OISLTZJ,X,X,X,X,O,X,X
OISLJTZ,X,O,O,O,X,O,X
OISLJZT,X,O,O,X,X,X,X
OISLZTJ,X,X,X,X,O,X,X
OISLZJT,X,O,X,X,X,X,X
OISJTLZ,X,O,X,O,X,O,X
OISJTZL,X,X,X,X,X,O,X
OISJLTZ,X,O,O,O,X,O,X
OISJLZT,X,O,O,X,X,X,X
OISJZTL,X,X,X,X,X,O,X
OISJZLT,X,O,X,X,X,X,X
OISZTLJ,X,X,X,X,O,X,X
OISZTJL,X,X,X,X,X,O,X
OISZLTJ,X,X,X,X,O,X,O
OISZLJT,X,O,X,X,X,X,O
OISZJTL,X,X,X,X,X,O,X
OISZJLT,X,O,X,X,X,X,X
OIZTLJS,X,X,O,X,O,X,X
OIZTLSJ,X,X,X,X,O,X,O
OIZTJLS,X,X,O,X,O,X,X
OIZTJSL,X,X,X,X,X,X,X
OIZTSLJ,X,X,X,X,O,X,X
OIZTSJL,X,X,X,X,X,X,X
OIZLTJS,X,X,O,X,O,X,X
OIZLTSJ,X,X,X,X,O,X,O
OIZLJTS,X,O,O,X,O,X,X
OIZLJST,X,O,O,X,X,X,O
OIZLSTJ,X,X,X,X,O,X,O
OIZLSJT,X,X,O,X,X,X,O
OIZJTLS,X,X,O,X,O,X,X
OIZJTSL,X,X,X,X,X,X,X
OIZJLTS,X,O,O,X,O,X,X
OIZJLST,X,O,O,X,X,X,O
OIZJSTL,X,X,X,X,X,O,X
OIZJSLT,X,O,O,X,X,X,X
OIZSTLJ,X,X,X,X,O,X,X
OIZSTJL,X,X,X,X,X,O,X
OIZSLTJ,X,X,X,X,O,X,O
OIZSLJT,X,O,O,X,X,X,O
OIZSJTL,X,X,X,X,X,O,X
OIZSJLT,X,O,O,X,X,X,X
OLTIJSZ,O,O,O,X,X,X,X
OLTIJZS,O,O,O,X,O,X,X
OLTISJZ,O,X,X,X,X,X,X
OLTISZJ,X,X,X,X,O,X,X
OLTIZJS,O,X,X,X,O,X,X
OLTIZSJ,X,X,X,X,O,X,X
OLTJISZ,O,O,O,X,X,X,X
OLTJIZS,O,O,O,X,O,X,X
OLTJSIZ,O,X,X,O,X,X,X
OLTJSZI,O,X,X,O,X,X,X
OLTJZIS,O,X,O,X,O,X,X
OLTJZSI,O,X,X,X,X,X,X
OLTSIJZ,O,X,X,O,X,X,X
OLTSIZJ,X,X,X,X,O,X,X
OLTSJIZ,O,X,X,O,X,X,X
OLTSJZI,O,X,X,O,X,X,X
OLTSZIJ,X,X,X,X,O,X,O
OLTSZJI,X,X,X,O,X,X,X
OLTZIJS,O,X,O,X,O,X,X
OLTZISJ,X,X,X,X,O,X,O
OLTZJIS,O,X,O,X,O,X,X
OLTZJSI,O,X,X,X,X,X,X
OLTZSIJ,X,X,X,X,O,X,O
OLTZSJI,X,X,X,X,X,X,X
OLITJSZ,O,O,O,X,X,X,X
OLITJZS,O,O,O,X,O,X,X
OLITSJZ,O,X,X,X,X,X,X
OLITSZJ,X,X,X,X,O,X,X
OLITZJS,O,X,X,X,O,X,X
OLITZSJ,X,X,X,X,O,X,X
OLIJTSZ,O,O,O,X,X,X,X
OLIJTZS,O,O,O,X,O,X,X
OLIJSTZ,X,O,O,O,X,O,X
OLIJSZT,X,O,O,X,X,X,X
OLIJZTS,X,O,O,X,O,X,X
OLIJZST,X,O,O,X,X,X,X
OLISTJZ,O,O,X,O,X,O,X
OLISTZJ,X,X,X,X,O,X,X
OLISJTZ,X,O,O,O,X,O,X
OLISJZT,X,O,O,X,X,X,X
OLISZTJ,X,X,X,X,O,X,O
OLISZJT,X,O,X,X,X,X,O
OLIZTJS,O,X,O,X,O,X,X
OLIZTSJ,X,X,X,X,O,X,O
OLIZJTS,X,O,O,X,O,X,X
OLIZJST,X,O,O,X,X,X,O
OLIZSTJ,X,X,X,X,O,X,O
OLIZSJT,X,X,O,X,X,X,O
OLJTISZ,O,O,O,X,X,X,X
OLJTIZS,O,O,O,X,O,X,X
OLJTSIZ,O,X,X,O,X,X,X
OLJTSZI,O,X,X,O,X,X,X
OLJTZIS,O,X,O,X,O,X,X
OLJTZSI,O,X,X,X,X,X,X
OLJITSZ,O,O,O,X,X,X,X
OLJITZS,O,O,O,X,O,X,X
OLJISTZ,X,O,O,O,X,O,X
OLJISZT,X,O,O,X,X,X,X
OLJIZTS,X,O,O,X,O,X,X
OLJIZST,X,O,O,X,X,X,X
OLJSTIZ,X,O,X,O,X,O,X
OLJSTZI,X,X,X,O,X,X,X
OLJSITZ,X,O,O,O,X,O,X
OLJSIZT,X,O,O,X,X,X,X
OLJSZTI,X,X,X,O,X,X,X
OLJSZIT,X,O,O,X,X,X,O
OLJZTIS,X,X,O,X,O,X,X
OLJZTSI,X,X,X,X,X,X,X
OLJZITS,X,O,O,X,O,X,X
OLJZIST,X,O,O,X,X,X,O
OLJZSTI,X,X,X,O,X,X,X
OLJZSIT,X,X,O,X,X,X,O
OLSTIJZ,O,O,X,O,X,O,X
OLSTIZJ,X,X,X,X,O,X,X
OLSTJIZ,O,O,X,O,X,O,X
OLSTJZI,O,X,X,O,X,X,X
OLSTZIJ,X,X,X,X,O,X,O
OLSTZJI,X,X,X,O,X,X,X
OLSITJZ,O,O,X,O,X,O,X
OLSITZJ,X,X,X,X,O,X,X
OLSIJTZ,X,O,O,O,X,O,X
OLSIJZT,X,O,O,X,X,X,X
OLSIZTJ,X,X,X,X,O,X,O
OLSIZJT,X,O,X,X,X,X,O
OLSJTIZ,X,O,X,O,X,O,X
OLSJTZI,X,X,X,O,X,X,X
OLSJITZ,X,O,O,O,X,O,X
OLSJIZT,X,O,O,X,X,X,X
OLSJZTI,X,X,X,O,X,X,X
OLSJZIT,X,O,O,X,X,X,O
OLSZTIJ,X,X,X,X,O,X,O
OLSZTJI,X,X,X,O,X,X,X
OLSZITJ,X,X,X,X,O,X,O
OLSZIJT,X,O,O,X,X,X,O
OLSZJTI,X,X,X,O,X,X,X
OLSZJIT,X,O,O,X,X,X,O
OLZTIJS,O,X,O,X,O,X,X
OLZTISJ,X,X,X,X,O,X,O
OLZTJIS,O,X,O,X,O,X,X
OLZTJSI,O,X,X,X,X,X,X
OLZTSIJ,X,X,X,X,O,X,O
OLZTSJI,X,X,X,X,X,X,X
OLZITJS,O,X,O,X,O,X,X
OLZITSJ,X,X,X,X,O,X,O
OLZIJTS,X,O,O,X,O,X,X
OLZIJST,X,O,O,X,X,X,O
OLZISTJ,X,X,X,X,O,X,O
OLZISJT,X,X,O,X,X,X,O
OLZJTIS,X,X,O,X,O,X,X
OLZJTSI,X,X,X,X,X,X,X
OLZJITS,X,O,O,X,O,X,X
OLZJIST,X,O,O,X,X,X,O
OLZJSTI,X,X,X,O,X,X,X
OLZJSIT,X,X,O,X,X,X,O
OLZSTIJ,X,X,X,X,O,X,O
OLZSTJI,X,X,X,O,X,X,X
OLZSITJ,X,X,X,X,O,X,O
OLZSIJT,X,X,O,X,X,X,O
OLZSJTI,X,X,X,O,X,X,X
OLZSJIT,X,X,O,X,X,X,O
OJTILSZ,O,O,O,X,X,X,X
OJTILZS,O,O,O,X,O,X,X
OJTISLZ,O,O,X,O,X,O,X
OJTISZL,O,X,X,X,X,O,X
OJTIZLS,O,X,X,X,O,X,X
OJTIZSL,O,X,X,X,X,X,X
OJTLISZ,O,O,O,X,X,X,X
OJTLIZS,O,O,O,X,O,X,X
OJTLSIZ,O,X,X,O,X,X,X
OJTLSZI,O,X,X,O,X,X,X
OJTLZIS,O,X,O,X,O,X,X
OJTLZSI,O,X,X,X,X,X,X
OJTSILZ,O,O,X,O,X,O,X
OJTSIZL,O,X,X,X,X,O,X
OJTSLIZ,O,O,X,O,X,O,X
OJTSLZI,O,X,X,O,X,X,X
OJTSZIL,O,X,X,X,X,O,X
OJTSZLI,O,X,X,O,X,X,X
OJTZILS,O,X,O,X,O,X,X
OJTZISL,O,X,X,X,X,X,X
OJTZLIS,O,X,O,X,O,X,X
OJTZLSI,O,X,X,X,X,X,X
OJTZSIL,O,X,X,X,X,X,X
OJTZSLI,O,X,X,O,X,X,X
OJITLSZ,O,O,O,X,X,X,X
OJITLZS,O,O,O,X,O,X,X
OJITSLZ,O,O,X,O,X,O,X
OJITSZL,O,X,X,X,X,O,X
OJITZLS,O,X,X,X,O,X,X
OJITZSL,O,X,X,X,X,X,X
OJILTSZ,X,O,O,X,X,X,X
OJILTZS,X,O,O,X,O,X,X
OJILSTZ,X,O,O,O,X,O,X
OJILSZT,X,O,O,X,X,X,X
OJILZTS,X,O,O,X,O,X,X
OJILZST,X,O,O,X,X,X,X
OJISTLZ,X,O,X,O,X,O,X
OJISTZL,X,X,X,X,X,O,X
OJISLTZ,X,O,O,O,X,O,X
OJISLZT,X,O,O,X,X,X,X
OJISZTL,X,X,X,X,X,O,X
OJISZLT,X,O,X,X,X,X,X
OJIZTLS,X,X,O,X,O,X,X
OJIZTSL,X,X,X,X,X,X,X
OJIZLTS,X,O,O,X,O,X,X
OJIZLST,X,O,O,X,X,X,O
OJIZSTL,X,X,X,X,X,O,X
OJIZSLT,X,O,O,X,X,X,X
OJLTISZ,O,O,O,X,X,X,X
OJLTIZS,O,O,O,X,O,X,X
OJLTSIZ,O,X,X,O,X,X,X
OJLTSZI,O,X,X,O,X,X,X
OJLTZIS,O,X,O,X,O,X,X
OJLTZSI,O,X,X,X,X,X,X
OJLITSZ,O,O,O,X,X,X,X
OJLITZS,O,O,O,X,O,X,X
OJLISTZ,X,O,O,O,X,O,X
OJLISZT,X,O,O,X,X,X,X
OJLIZTS,X,O,O,X,O,X,X
OJLIZST,X,O,O,X,X,X,X
OJLSTIZ,X,O,X,O,X,O,X
OJLSTZI,X,X,X,O,X,X,X
OJLSITZ,X,O,O,O,X,O,X
OJLSIZT,X,O,O,X,X,X,X
OJLSZTI,X,X,X,O,X,X,X
OJLSZIT,X,O,O,X,X,X,O
OJLZTIS,X,X,O,X,O,X,X
OJLZTSI,X,X,X,X,X,X,X
OJLZITS,X,O,O,X,O,X,X
OJLZIST,X,O,O,X,X,X,O
OJLZSTI,X,X,X,O,X,X,X
OJLZSIT,X,X,O,X,X,X,O
OJSTILZ,O,O,X,O,X,O,X
OJSTIZL,O,X,X,X,X,O,X
OJSTLIZ,O,O,X,O,X,O,X
OJSTLZI,O,X,X,O,X,X,X
OJSTZIL,O,X,X,X,X,O,X
OJSTZLI,O,X,X,O,X,X,X
OJSITLZ,X,O,X,O,X,O,X
OJSITZL,X,X,X,X,X,O,X
OJSILTZ,X,O,O,O,X,O,X
OJSILZT,X,O,O,X,X,X,X
OJSIZTL,X,X,X,X,X,O,X
OJSIZLT,X,O,X,X,X,X,X
OJSLTIZ,X,O,X,O,X,O,X
OJSLTZI,X,X,X,O,X,X,X
OJSLITZ,X,O,O,O,X,O,X
OJSLIZT,X,O,O,X,X,X,X
OJSLZTI,X,X,X,O,X,X,X
OJSLZIT,X,O,O,X,X,X,X
OJSZTIL,X,X,X,X,X,O,X
OJSZTLI,X,X,X,O,X,X,X
OJSZITL,X,X,X,X,X,O,X
OJSZILT,X,O,O,X,X,X,X
OJSZLTI,X,X,X,O,X,X,X
OJSZLIT,X,O,O,X,X,X,X
OJZTILS,O,X,O,X,O,X,X
OJZTISL,O,X,X,X,X,X,X
OJZTLIS,O,X,O,X,O,X,X
OJZTLSI,O,X,X,X,X,X,X
OJZTSIL,O,X,X,X,X,X,X
OJZTSLI,O,X,X,O,X,X,X
OJZITLS,X,X,O,X,O,X,X
OJZITSL,X,X,X,X,X,X,X
OJZILTS,X,O,O,X,O,X,X
OJZILST,X,O,O,X,X,X,O
OJZISTL,X,X,X,X,X,O,X
OJZISLT,X,O,O,X,X,X,X
OJZLTIS,X,X,O,X,O,X,X
OJZLTSI,X,X,X,X,X,X,X
OJZLITS,X,O,O,X,O,X,X
OJZLIST,X,O,O,X,X,X,O
OJZLSTI,X,X,X,O,X,X,X
OJZLSIT,X,X,O,X,X,X,O
OJZSTIL,X,X,X,X,X,O,X
OJZSTLI,X,X,X,O,X,X,X
OJZSITL,X,X,X,X,X,O,X
OJZSILT,X,O,O,X,X,X,X
OJZSLTI,X,X,X,O,X,X,X
OJZSLIT,X,O,O,X,X,X,X
OSTILJZ,O,O,X,O,X,O,X
OSTILZJ,X,X,X,X,O,X,X
OSTIJLZ,O,O,X,O,X,O,X
OSTIJZL,O,X,X,X,X,O,X
OSTIZLJ,X,X,X,X,O,X,X
OSTIZJL,X,X,X,X,X,O,X
OSTLIJZ,O,O,X,O,X,O,X
OSTLIZJ,X,X,X,X,O,X,X
OSTLJIZ,O,O,X,O,X,O,X
OSTLJZI,O,X,X,O,X,X,X
OSTLZIJ,X,X,X,X,O,X,X
OSTLZJI,X,X,X,O,X,X,X
OSTJILZ,O,O,X,O,X,O,X
OSTJIZL,O,X,X,X,X,O,X
OSTJLIZ,O,O,X,O,X,O,X
OSTJLZI,O,X,X,O,X,X,X
OSTJZIL,O,X,X,X,X,O,X
OSTJZLI,O,X,X,O,X,X,X
OSTZILJ,X,X,X,X,O,X,X
OSTZIJL,X,X,X,X,X,O,X
OSTZLIJ,X,X,X,X,O,X,X
OSTZLJI,X,X,X,O,X,X,X
OSTZJIL,X,X,X,X,X,O,X
OSTZJLI,X,X,X,O,X,X,X
OSITLJZ,X,O,X,O,X,O,X
OSITLZJ,X,X,X,X,O,X,X
OSITJLZ,X,O,X,O,X,O,X
OSITJZL,X,X,X,X,X,O,X
OSITZLJ,X,X,X,X,O,X,X
OSITZJL,X,X,X,X,X,O,X
OSILTJZ,X,O,X,O,X,O,X
OSILTZJ,X,X,X,X,O,X,X
OSILJTZ,X,O,O,O,X,O,X
OSILJZT,X,O,O,X,X,X,X
OSILZTJ,X,X,X,X,O,X,X
OSILZJT,X,O,X,X,X,X,X
OSIJTLZ,X,O,X,O,X,O,X
OSIJTZL,X,X,X,X,X,O,X
OSIJLTZ,X,O,O,O,X,O,X
OSIJLZT,X,O,O,X,X,X,X
OSIJZTL,X,X,X,X,X,O,X
OSIJZLT,X,O,X,X,X,X,X
OSIZTLJ,X,X,X,X,O,X,X
OSIZTJL,X,X,X,X,X,O,X
OSIZLTJ,X,X,X,X,O,X,O
OSIZLJT,X,O,X,X,X,X,O
OSIZJTL,X,X,X,X,X,O,X
OSIZJLT,X,O,X,X,X,X,X
OSLTIJZ,O,O,X,O,X,O,X
OSLTIZJ,X,X,X,X,O,X,X
OSLTJIZ,O,O,X,O,X,O,X
OSLTJZI,O,X,X,O,X,X,X
OSLTZIJ,X,X,X,X,O,X,O
OSLTZJI,X,X,X,O,X,X,X
OSLITJZ,O,O,X,O,X,O,X
OSLITZJ,X,X,X,X,O,X,X
OSLIJTZ,X,O,O,O,X,O,X
OSLIJZT,X,O,O,X,X,X,X
OSLIZTJ,X,X,X,X,O,X,O
OSLIZJT,X,O,X,X,X,X,O
OSLJTIZ,X,O,X,O,X,O,X
OSLJTZI,X,X,X,O,X,X,X
OSLJITZ,X,O,O,O,X,O,X
OSLJIZT,X,O,O,X,X,X,X
OSLJZTI,X,X,X,O,X,X,X
OSLJZIT,X,O,O,X,X,X,O
OSLZTIJ,X,X,X,X,O,X,O
OSLZTJI,X,X,X,O,X,X,X
OSLZITJ,X,X,X,X,O,X,O
OSLZIJT,X,O,O,X,X,X,O
OSLZJTI,X,X,X,O,X,X,X
OSLZJIT,X,O,O,X,X,X,O
OSJTILZ,O,O,X,O,X,O,X
OSJTIZL,O,X,X,X,X,O,X
OSJTLIZ,O,O,X,O,X,O,X
OSJTLZI,O,X,X,O,X,X,X
OSJTZIL,O,X,X,X,X,O,X
OSJTZLI,O,X,X,O,X,X,X
OSJITLZ,X,O,X,O,X,O,X
OSJITZL,X,X,X,X,X,O,X
OSJILTZ,X,O,O,O,X,O,X
OSJILZT,X,O,O,X,X,X,X
OSJIZTL,X,X,X,X,X,O,X
OSJIZLT,X,O,X,X,X,X,X
OSJLTIZ,X,O,X,O,X,O,X
OSJLTZI,X,X,X,O,X,X,X
OSJLITZ,X,O,O,O,X,O,X
OSJLIZT,X,O,O,X,X,X,X
OSJLZTI,X,X,X,O,X,X,X
OSJLZIT,X,O,O,X,X,X,X
OSJZTIL,X,X,X,X,X,O,X
OSJZTLI,X,X,X,O,X,X,X
OSJZITL,X,X,X,X,X,O,X
OSJZILT,X,O,O,X,X,X,X
OSJZLTI,X,X,X,O,X,X,X
OSJZLIT,X,O,O,X,X,X,X
OSZTILJ,X,X,X,X,O,X,X
OSZTIJL,X,X,X,X,X,O,X
OSZTLIJ,X,X,X,X,O,X,X
OSZTLJI,X,X,X,O,X,X,X
OSZTJIL,X,X,X,X,X,O,X
OSZTJLI,X,X,X,O,X,X,X
OSZITLJ,X,X,X,X,O,X,X
OSZITJL,X,X,X,X,X,O,X
OSZILTJ,X,X,X,X,O,X,O
OSZILJT,X,O,O,X,X,X,O
OSZIJTL,X,X,X,X,X,O,X
OSZIJLT,X,O,O,X,X,X,X
OSZLTIJ,X,X,X,X,O,X,O
OSZLTJI,X,X,X,O,X,X,X
OSZLITJ,X,X,X,X,O,X,O
OSZLIJT,X,O,O,X,X,X,O
OSZLJTI,X,X,X,O,X,X,X
OSZLJIT,X,O,O,X,X,X,O
OSZJTIL,X,X,X,X,X,O,X
OSZJTLI,X,X,X,O,X,X,X
OSZJITL,X,X,X,X,X,O,X
OSZJILT,X,O,O,X,X,X,X
OSZJLTI,X,X,X,O,X,X,X
OSZJLIT,X,O,O,X,X,X,X
OZTILJS,O,X,O,X,O,X,X
OZTILSJ,X,X,X,X,O,X,O
OZTIJLS,O,X,O,X,O,X,X
OZTIJSL,O,X,X,X,X,X,X
OZTISLJ,X,X,X,X,O,X,X
OZTISJL,X,X,X,X,X,X,X
OZTLIJS,O,X,O,X,O,X,X
OZTLISJ,X,X,X,X,O,X,O
OZTLJIS,O,X,O,X,O,X,X
OZTLJSI,O,X,X,X,X,X,X
OZTLSIJ,X,X,X,X,O,X,O
OZTLSJI,X,X,X,X,X,X,X
OZTJILS,O,X,O,X,O,X,X
OZTJISL,O,X,X,X,X,X,X
OZTJLIS,O,X,O,X,O,X,X
OZTJLSI,O,X,X,X,X,X,X
OZTJSIL,O,X,X,X,X,X,X
OZTJSLI,O,X,X,O,X,X,X
OZTSILJ,X,X,X,X,O,X,X
OZTSIJL,X,X,X,X,X,X,X
OZTSLIJ,X,X,X,X,O,X,X
OZTSLJI,X,X,X,O,X,X,X
OZTSJIL,X,X,X,X,X,X,X
