sequence,v115@QhF8DeA8BeB8BeA8AeB8JeCBJvhFFjBRsBOpB8pB/s?BTrB,v115@QhF8DeA8BeB8BeA8AeB8JezAJvhFWnBxiB8sB3rBip?BlpB,v115@QhF8DeA8BeB8BeA8AeB8Jez/IvhFGhBFjBRsBKpB/s?BUrB,v115@QhF8DeA8BeB8BeA8AeB8Jem/IvhFSmBFjBRsB/sBTp?BUrB,v115@QhF8DeA8BeB8BeA8AeB8JeyEJvhFlhB5nBOoB8rBfr?BTpB,v115@QhF8DeA8BeB8BeA8AeB8JezAJvhFxiBXnB8sB+rBip?BlpB,v115@QhF8DeA8BeB8BeA8AeB8JeyEJvhFxiBXnB8sBFrBTp?BGrB,v115@QhF8DeA8BeB8BeA8AeB8JeyEJvhFxiBXnB8sBGrBTp?BFrB,v115@QhF8DeA8BeB8BeA8AeB8Jez/IvhFlhB5nBOoB8rBKp?BfrB,v115@QhF8DeA8BeB8BeA8AeB8JeWGJvhFxiBXnB8sBlpBip?BTrB,v115@QhF8DeA8BeB8BeA8AeB8Je2EJvhFRhB8rBznBFrB3p?BCtB,v115@QhF8DeA8BeB8BeA8AeB8Je2EJvhFRmBznB8rB3pBFr?BCtB
STIOZJL,X,X,X,X,X,X,X,X,X,X,X,X
STLIJZO,X,X,X,X,X,X,X,X,X,X,X,X
STLIJOZ,X,X,X,X,X,X,X,X,X,X,X,X
STLIZJO,X,X,X,X,X,X,X,X,X,X,X,X
STLIZOJ,X,X,X,X,X,X,X,X,X,X,X,X
STLIOJZ,X,X,X,X,X,X,X,X,X,X,X,X
STLIOZJ,X,X,X,X,X,X,X,X,X,X,X,X
STLJIZO,X,X,X,X,X,X,X,X,X,X,X,X
STLJIOZ,X,X,X,X,X,X,X,X,X,X,X,X
STLJZIO,X,X,X,X,X,X,X,X,X,X,X,X
STLJZOI,X,X,X,X,X,X,X,X,X,X,X,X
STLJOIZ,X,X,X,X,X,X,X,X,X,X,X,X
STLJOZI,X,X,X,X,X,X,X,X,X,X,X,X
STLZIJO,X,X,X,X,X,X,X,X,X,X,X,X
STLZIOJ,X,X,X,X,X,X,X,X,X,X,X,X
STLZJIO,X,X,X,X,X,X,X,X,X,X,X,X
STLZJOI,X,X,X,X,X,X,X,X,X,X,X,X
STLZOIJ,X,X,X,X,X,X,X,X,X,X,X,X
STLZOJI,X,X,X,X,X,X,X,X,X,X,X,X
STLOIJZ,X,X,X,X,X,X,X,X,X,X,X,X
STLOIZJ,X,X,X,X,X,X,X,X,X,X,X,X
STLOJIZ,X,X,X,X,X,X,X,X,X,X,X,X
STLOJZI,X,X,X,X,X,X,X,X,X,X,X,X
STLOZIJ,X,X,X,X,X,X,X,X,X,X,X,X
STLOZJI,X,X,X,X,X,X,X,X,X,X,X,X
STJILZO,X,X,X,X,X,X,X,X,X,X,X,X
STJILOZ,X,X,X,X,X,X,X,X,X,X,X,X
STJIZLO,X,X,X,X,X,X,X,X,X,X,X,X
STJIZOL,X,X,X,X,X,X,X,X,X,X,X,X
STJIOLZ,X,X,X,X,X,X,X,X,X,X,X,X
STJIOZL,X,X,X,X,X,X,X,X,X,X,X,X
STJLIZO,X,X,X,X,X,X,X,X,X,X,X,X
STJLIOZ,X,X,X,X,X,X,X,X,X,X,X,X
STJLZIO,X,X,X,X,X,X,X,X,X,X,X,X
STJLZOI,X,X,X,X,X,X,X,X,X,X,X,X
STJLOIZ,X,X,X,X,X,X,X,X,X,X,X,X
STJLOZI,X,X,X,X,X,X,X,X,X,X,X,X
STJZILO,X,X,X,X,X,X,X,X,X,X,X,X
STJZIOL,X,X,X,X,X,X,X,X,X,X,X,X
STJZLIO,X,X,X,X,X,X,X,X,X,X,X,X
STJZLOI,X,X,X,X,X,X,X,X,X,X,X,X
STJZOIL,X,X,X,X,X,X,X,X,X,X,X,X
STJZOLI,X,X,X,X,X,X,X,X,X,X,X,X
STJOILZ,X,X,X,X,X,X,X,X,X,X,X,X
STJOIZL,X,X,X,X,X,X,X,X,X,X,X,X
STJOLIZ,X,X,X,X,X,X,X,X,X,X,X,X
STJOLZI,X,X,X,X,X,X,X,X,X,X,X,X
STJOZIL,X,X,X,X,X,X,X,X,X,X,X,X
STJOZLI,X,X,X,X,X,X,X,X,X,X,X,X
STZILJO,X,O,X,X,X,X,X,X,X,X,X,X
STZILOJ,X,O,X,X,X,X,X,X,X,X,X,X
STZIJLO,X,O,X,X,X,X,X,X,X,X,X,X
STZIJOL,X,O,X,X,X,X,X,X,X,X,X,X
STZIOLJ,X,O,X,X,X,X,X,X,X,X,X,X
STZIOJL,X,O,X,X,X,X,X,X,X,X,X,X
STZLIJO,X,O,X,X,X,X,X,X,X,X,X,X
STZLIOJ,X,O,X,X,X,X,X,X,X,X,X,X
STZLJIO,X,O,X,X,X,X,X,X,X,X,X,X
STZLJOI,X,O,X,X,X,X,X,X,X,X,X,X
STZLOIJ,X,O,X,X,X,X,X,X,X,X,X,X
STZLOJI,X,O,X,X,X,X,X,X,X,X,X,X
STZJILO,X,O,X,X,X,X,X,X,X,X,X,X
STZJIOL,X,O,X,X,X,X,X,X,X,X,X,X
STZJLIO,X,O,X,X,X,X,X,X,X,X,X,X
STZJLOI,X,O,X,X,X,X,X,X,X,X,X,X
STZJOIL,X,O,X,X,X,X,X,X,X,X,X,X
STZJOLI,X,O,X,X,X,X,X,X,X,X,X,X
STZOILJ,X,O,X,X,X,X,X,X,X,X,X,X
STZOIJL,X,O,X,X,X,X,X,X,X,X,X,X
STZOLIJ,X,O,X,X,X,X,X,X,X,X,X,X
STZOLJI,X,O,X,X,X,X,X,X,X,X,X,X
STZOJIL,X,O,X,X,X,X,X,X,X,X,X,X
STZOJLI,X,O,X,X,X,X,X,X,X,X,X,X
STOILJZ,X,X,X,X,X,X,X,X,X,X,X,X
STOILZJ,X,X,X,X,X,X,X,X,X,X,X,X
STOIJLZ,X,X,X,X,X,X,X,X,X,X,X,X
STOIJZL,X,X,X,X,X,X,X,X,X,X,X,X
STOIZLJ,X,X,X,X,X,X,X,X,X,X,X,X
STOIZJL,X,X,X,X,X,X,X,X,X,X,X,X
STOLIJZ,X,X,X,X,X,X,X,X,X,X,X,X
STOLIZJ,X,X,X,X,X,X,X,X,X,X,X,X
STOLJIZ,X,X,X,X,X,X,X,X,X,X,X,X
STOLJZI,X,X,X,X,X,X,X,X,X,X,X,X
STOLZIJ,X,X,X,X,X,X,X,X,X,X,X,X
STOLZJI,X,X,X,X,X,X,X,X,X,X,X,X
STOJILZ,X,X,X,X,X,X,X,X,X,X,X,X
STOJIZL,X,X,X,X,X,X,X,X,X,X,X,X
STOJLIZ,X,X,X,X,X,X,X,X,X,X,X,X
STOJLZI,X,X,X,X,X,X,X,X,X,X,X,X
STOJZIL,X,X,X,X,X,X,X,X,X,X,X,X
STOJZLI,X,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,X,O,X,X,X,X,X,X,X,X,X,X
STOZIJL,X,O,X,X,X,X,X,X,X,X,X,X
STOZLIJ,X,O,X,X,X,X,X,X,X,X,X,X
STOZLJI,X,O,X,X,X,X,X,X,X,X,X,X
STOZJIL,X,O,X,X,X,X,X,X,X,X,X,X
STOZJLI,X,O,X,X,X,X,X,X,X,X,X,X
SITLJZO,O,X,O,X,X,X,X,X,X,X,X,X
SITLJOZ,X,X,O,O,X,X,X,X,X,X,X,X
SITLZJO,O,X,O,X,X,X,X,X,X,X,X,X
SITLZOJ,O,X,O,O,X,X,X,X,X,X,X,X
SITLOJZ,O,X,O,O,X,X,X,X,X,X,X,X
SITLOZJ,O,X,O,O,X,X,X,X,X,X,X,X
SITJLZO,O,X,O,X,X,X,X,X,X,X,X,X
SITJLOZ,X,X,O,O,X,X,X,X,X,X,X,X
SITJZLO,O,X,O,X,X,X,X,X,X,X,X,X
SITJZOL,O,X,O,X,X,X,X,X,X,X,X,X
SITJOLZ,O,X,X,O,X,X,X,X,X,X,X,X
SITJOZL,O,X,X,O,X,X,X,X,X,X,X,X
SITZLJO,O,X,O,X,X,X,X,X,X,X,X,X
SITZLOJ,O,X,O,O,X,X,X,X,X,X,X,X
SITZJLO,O,X,O,X,X,X,X,X,X,X,X,X
SITZJOL,O,X,O,X,X,X,X,X,X,X,X,X
SITZOLJ,O,X,O,O,X,X,X,X,X,X,X,X
SITZOJL,O,X,O,O,X,X,X,X,X,X,X,X
SITOLJZ,O,X,O,O,X,X,X,X,X,X,X,X
SITOLZJ,O,X,O,O,X,X,X,X,X,X,X,X
SITOJLZ,O,X,X,O,X,X,X,X,X,X,X,X
SITOJZL,O,X,X,O,X,X,X,X,X,X,X,X
SITOZLJ,O,X,O,O,X,X,X,X,X,X,X,X
SITOZJL,O,X,O,O,X,X,X,X,X,X,X,X
SILTJZO,O,X,O,X,X,X,X,X,X,X,X,X
SILTJOZ,X,X,O,O,X,X,X,X,X,X,X,X
SILTZJO,O,X,O,X,X,X,X,X,X,X,X,X
SILTZOJ,O,X,O,O,X,X,X,X,X,X,X,X
SILTOJZ,O,X,O,O,X,X,X,X,X,X,X,X
SILTOZJ,O,X,O,O,X,X,X,X,X,X,X,X
SILJTZO,O,X,O,X,X,X,X,X,X,X,X,X
SILJTOZ,X,X,O,O,X,X,X,X,X,X,X,X
SILJZTO,O,X,O,X,O,X,X,X,X,X,X,X
SILJZOT,O,X,O,X,O,X,X,X,X,X,X,X
SILJOTZ,X,X,O,O,X,X,X,X,X,X,X,X
SILJOZT,X,X,O,O,X,X,X,X,X,X,X,X
SILZTJO,O,X,O,X,X,X,O,O,X,X,X,X
SILZTOJ,O,X,O,O,X,X,O,X,X,X,X,X
SILZJTO,O,X,O,X,O,X,O,O,X,X,X,X
SILZJOT,O,X,O,X,O,X,X,O,X,X,X,X
SILZOTJ,O,X,O,O,X,X,O,X,X,X,X,X
SILZOJT,O,X,O,O,X,X,X,O,X,X,X,X
SILOTJZ,O,X,O,O,X,X,X,X,X,X,X,X
SILOTZJ,O,X,O,O,X,X,X,X,X,X,X,X
SILOJTZ,O,X,O,O,X,X,X,X,X,X,X,X
SILOJZT,O,X,O,O,X,X,X,X,X,X,X,X
SILOZTJ,O,X,O,O,X,X,X,X,X,X,X,X
SILOZJT,O,X,O,O,X,X,X,X,X,X,X,X
SIJTLZO,O,X,O,X,X,X,X,X,X,X,X,X
SIJTLOZ,X,X,O,O,X,X,X,X,X,X,X,X
SIJTZLO,O,X,O,X,X,X,X,X,X,X,X,X
SIJTZOL,O,X,O,X,X,X,X,X,X,X,X,X
SIJTOLZ,O,X,X,O,X,X,X,X,X,X,X,X
SIJTOZL,O,X,X,O,X,X,X,X,X,X,X,X
SIJLTZO,O,X,O,X,X,X,X,X,X,X,X,X
SIJLTOZ,X,X,O,O,X,X,X,X,X,X,X,X
SIJLZTO,O,X,O,X,O,X,X,X,X,X,X,X
SIJLZOT,O,X,O,X,O,X,X,X,X,X,X,X
SIJLOTZ,X,X,O,O,X,X,X,X,X,X,X,X
SIJLOZT,X,X,O,O,X,X,X,X,X,X,X,X
SIJZTLO,O,X,O,X,O,X,X,X,O,X,X,X
SIJZTOL,O,X,O,X,O,X,X,X,O,X,X,X
SIJZLTO,O,X,O,X,O,X,X,X,O,X,X,X
SIJZLOT,O,X,O,X,O,X,X,X,O,X,X,X
SIJZOTL,O,X,O,X,O,X,X,X,O,X,X,X
SIJZOLT,O,X,O,X,O,X,X,X,O,X,X,X
SIJOTLZ,O,X,X,O,X,X,X,X,X,X,X,X
SIJOTZL,O,X,X,O,X,X,X,X,X,X,X,X
SIJOLTZ,O,X,X,O,X,X,X,X,X,X,X,X
SIJOLZT,O,X,X,O,X,X,X,X,X,X,X,X
SIJOZTL,O,X,X,O,X,X,X,X,X,X,X,O
SIJOZLT,O,X,X,O,X,X,X,X,X,X,X,O
SIZTLJO,O,O,O,X,X,O,O,O,X,O,X,X
SIZTLOJ,O,O,O,O,X,X,O,X,X,X,X,X
SIZTJLO,O,O,O,X,X,O,O,O,X,O,X,X
SIZTJOL,O,O,O,X,X,O,X,X,X,O,X,X
SIZTOLJ,O,O,O,O,X,X,O,X,X,X,X,X
SIZTOJL,O,O,O,O,X,X,X,X,X,O,X,X
SIZLTJO,O,O,O,X,X,O,O,O,X,O,X,X
SIZLTOJ,O,O,O,O,X,X,O,X,X,X,X,X
SIZLJTO,O,O,O,X,O,O,O,O,X,O,X,X
SIZLJOT,O,O,O,X,O,O,X,O,X,X,X,X
SIZLOTJ,O,O,O,O,X,X,O,X,X,X,X,X
SIZLOJT,O,O,O,O,X,O,X,O,X,X,X,X
SIZJTLO,O,O,O,X,O,O,O,O,O,O,X,X
SIZJTOL,O,O,O,X,O,O,X,X,O,O,X,X
SIZJLTO,O,O,O,X,O,O,O,O,O,O,X,X
SIZJLOT,O,O,O,X,O,O,X,O,O,X,X,X
SIZJOTL,O,O,O,X,O,O,X,X,O,O,X,X
SIZJOLT,O,O,O,X,O,O,X,O,O,X,X,X
SIZOTLJ,O,O,O,O,X,X,O,X,X,X,X,X
SIZOTJL,O,O,O,O,X,X,X,X,X,O,X,X
SIZOLTJ,O,O,O,O,X,X,O,X,X,X,X,X
SIZOLJT,O,O,O,O,X,O,X,O,X,X,X,X
SIZOJTL,O,O,O,O,X,O,X,X,X,O,X,X
SIZOJLT,O,O,O,O,X,O,X,O,X,X,X,X
SIOTLJZ,O,X,O,O,X,X,X,X,X,X,X,X
SIOTLZJ,O,X,O,O,X,X,X,X,X,X,X,X
SIOTJLZ,O,X,X,O,X,X,X,X,X,X,X,X
SIOTJZL,O,X,X,O,X,X,X,X,X,X,X,X
SIOTZLJ,O,X,O,O,X,X,X,X,X,X,X,X
SIOTZJL,O,X,O,O,X,X,X,X,X,X,X,X
SIOLTJZ,O,X,O,O,X,X,X,X,X,X,X,X
SIOLTZJ,O,X,O,O,X,X,X,X,X,X,X,X
SIOLJTZ,O,X,O,O,X,X,X,X,X,X,X,X
SIOLJZT,O,X,O,O,X,X,X,X,X,X,X,X
SIOLZTJ,O,X,O,O,X,X,X,X,X,X,X,X
SIOLZJT,O,X,O,O,X,X,X,X,X,X,X,X
SIOJTLZ,O,X,X,O,X,X,X,X,X,X,X,X
SIOJTZL,O,X,X,O,X,X,X,X,X,X,X,X
SIOJLTZ,O,X,X,O,X,X,X,X,X,X,X,X
SIOJLZT,O,X,X,O,X,X,X,X,X,X,X,X
SIOJZTL,O,X,X,O,X,X,X,X,X,X,X,O
SIOJZLT,O,X,X,O,X,X,X,X,X,X,X,O
SIOZTLJ,O,O,O,O,X,X,X,X,X,X,X,X
SIOZTJL,O,O,O,O,X,X,X,X,X,X,X,X
SIOZLTJ,O,O,O,O,X,X,X,X,X,X,X,X
SIOZLJT,O,O,O,O,X,X,X,X,X,X,X,X
SIOZJTL,O,O,O,O,X,X,X,X,X,X,X,X
SIOZJLT,O,O,O,O,X,X,X,X,X,X,X,X
SLTIJZO,X,X,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,X,X,X,X,X,X,X,X,X,X,X,X
SLTIZJO,X,X,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,X,X,X,X,X,X,X,X,X,X,X,X
SLTIOJZ,X,X,X,X,X,X,X,X,X,X,X,X
SLTIOZJ,X,X,X,X,X,X,X,X,X,X,X,X
SLTJIZO,X,X,X,X,X,X,X,X,X,X,X,X
SLTJIOZ,X,X,X,X,X,X,X,X,X,X,X,X
SLTJZIO,X,X,X,X,X,X,X,X,X,X,X,X
SLTJZOI,X,X,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,X,X,X,X,X,X,X,X,X,X,X,X
SLTJOZI,X,X,X,X,X,X,X,X,X,X,X,X
SLTZIJO,X,X,X,X,X,X,X,X,X,X,X,X
SLTZIOJ,X,X,X,X,X,X,X,X,X,X,X,X
SLTZJIO,X,X,X,X,X,X,X,X,X,X,X,X
SLTZJOI,X,X,X,X,X,X,X,X,X,X,X,X
SLTZOIJ,X,X,X,X,X,X,X,X,X,X,X,X
SLTZOJI,X,X,X,X,X,X,X,X,X,X,X,X
SLTOIJZ,X,X,X,X,X,X,X,X,X,X,X,X
SLTOIZJ,X,X,X,X,X,X,X,X,X,X,X,X
SLTOJIZ,X,X,X,X,X,X,X,X,X,X,X,X
SLTOJZI,X,X,X,X,X,X,X,X,X,X,X,X
SLTOZIJ,X,X,X,X,X,X,X,X,X,X,X,X
SLTOZJI,X,X,X,X,X,X,X,X,X,X,X,X
SLITJZO,O,X,X,X,X,X,X,X,X,X,X,X
SLITJOZ,X,X,X,O,X,X,X,X,X,X,X,X
SLITZJO,O,X,X,X,X,X,X,X,X,X,X,X
SLITZOJ,O,X,X,O,X,X,X,X,X,X,X,X
SLITOJZ,X,X,X,O,X,X,X,X,X,X,X,X
SLITOZJ,O,X,X,O,X,X,X,X,X,X,X,X
SLIJTZO,O,X,X,X,X,X,X,X,X,X,X,X
SLIJTOZ,X,X,X,O,X,X,X,X,X,X,X,X
SLIJZTO,O,X,X,X,O,X,X,X,X,X,X,X
SLIJZOT,O,X,X,X,O,X,X,X,X,X,X,X
SLIJOTZ,X,X,X,O,X,X,X,X,X,X,X,X
SLIJOZT,X,X,X,O,X,X,X,X,X,X,X,X
SLIZTJO,O,X,X,X,X,X,O,O,X,X,X,X
SLIZTOJ,O,X,X,O,X,X,O,X,X,X,X,X
SLIZJTO,O,X,X,X,O,X,O,O,X,X,X,X
SLIZJOT,O,X,X,X,O,X,X,O,X,X,X,X
SLIZOTJ,O,X,X,O,X,X,O,X,X,X,X,X
SLIZOJT,O,X,X,O,X,X,X,O,X,X,X,X
SLIOTJZ,X,X,X,O,X,X,X,X,X,X,X,X
SLIOTZJ,O,X,X,O,X,X,X,X,X,X,X,X
SLIOJTZ,X,X,X,O,X,X,X,X,X,X,X,X
SLIOJZT,X,X,X,O,X,X,X,X,X,X,X,X
SLIOZTJ,O,X,X,O,X,X,X,X,X,X,X,X
SLIOZJT,O,X,X,O,X,X,X,X,X,X,X,X
SLJTIZO,X,X,X,X,X,X,X,X,X,X,X,X
SLJTIOZ,X,X,X,X,X,X,X,X,X,X,X,X
SLJTZIO,X,X,X,X,X,X,X,X,X,X,X,X
SLJTZOI,X,X,X,X,X,X,X,X,X,X,X,X
SLJTOIZ,X,X,X,X,X,X,X,X,X,X,X,X
SLJTOZI,X,X,X,X,X,X,X,X,X,X,X,X
SLJITZO,X,X,X,X,X,X,X,X,X,X,X,X
SLJITOZ,X,X,X,X,X,X,X,X,X,X,X,X
SLJIZTO,X,X,X,X,O,X,X,X,X,X,X,X
SLJIZOT,X,X,X,X,O,X,X,X,X,X,X,X
SLJIOTZ,X,X,X,X,X,X,X,X,X,X,X,X
SLJIOZT,X,X,X,X,X,X,X,X,X,X,X,X
SLJZTIO,X,X,X,X,X,X,X,X,X,X,X,X
SLJZTOI,X,X,X,X,X,X,X,X,X,X,X,X
SLJZITO,X,X,X,X,O,X,X,X,X,X,X,X
SLJZIOT,X,X,X,X,O,X,X,X,X,X,X,X
SLJZOTI,X,X,X,X,X,X,X,X,X,X,X,X
SLJZOIT,X,X,X,X,X,X,X,X,X,X,X,X
SLJOTIZ,X,X,X,X,X,X,X,X,X,X,X,X
SLJOTZI,X,X,X,X,X,X,X,X,X,X,X,X
SLJOITZ,X,X,X,X,X,X,X,X,X,X,X,X
SLJOIZT,X,X,X,X,X,X,X,X,X,X,X,X
SLJOZTI,X,X,X,X,X,X,X,X,X,X,X,X
SLJOZIT,X,X,X,X,X,X,X,X,X,X,X,X
SLZTIJO,X,O,X,X,X,X,O,O,X,X,X,X
SLZTIOJ,X,O,X,X,X,X,O,X,X,X,X,X
SLZTJIO,X,O,X,X,X,X,O,O,X,X,X,X
SLZTJOI,X,O,X,X,X,X,O,O,X,X,X,X
SLZTOIJ,X,O,X,X,X,X,O,X,X,X,X,X
SLZTOJI,X,O,X,X,X,X,O,X,X,X,X,X
SLZITJO,X,O,X,X,X,X,O,O,X,X,X,X
SLZITOJ,X,O,X,X,X,X,O,X,X,X,X,X
SLZIJTO,X,O,X,X,O,X,O,O,X,X,X,X
SLZIJOT,X,O,X,X,O,X,X,O,X,X,X,X
SLZIOTJ,X,O,X,X,X,X,O,X,X,X,X,X
SLZIOJT,X,O,X,X,X,X,X,O,X,X,X,X
SLZJTIO,X,O,X,X,X,X,O,O,X,X,X,X
SLZJTOI,X,O,X,X,X,X,O,O,X,X,X,X
SLZJITO,X,O,X,X,O,X,O,O,X,X,X,X
SLZJIOT,X,O,X,X,O,X,X,O,X,X,X,X
SLZJOTI,X,O,X,X,X,X,X,O,X,X,X,X
SLZJOIT,X,O,X,X,X,X,X,O,X,X,X,X
SLZOTIJ,X,O,X,X,X,X,O,X,X,X,X,X
SLZOTJI,X,O,X,X,X,X,O,X,X,X,X,X
SLZOITJ,X,O,X,X,X,X,O,X,X,X,X,X
SLZOIJT,X,O,X,X,X,X,X,O,X,X,X,X
SLZOJTI,X,O,X,X,X,X,X,O,X,X,X,X
SLZOJIT,X,O,X,X,X,X,X,O,X,X,X,X
SLOTIJZ,X,X,X,X,X,X,X,X,X,X,X,X
SLOTIZJ,X,X,X,X,X,X,X,X,X,X,X,X
SLOTJIZ,X,X,X,X,X,X,X,X,X,X,X,X
SLOTJZI,X,X,X,X,X,X,X,X,X,X,X,X
SLOTZIJ,X,X,X,X,X,X,X,X,X,X,X,X
SLOTZJI,X,X,X,X,X,X,X,X,X,X,X,X
SLOITJZ,X,X,X,X,X,X,X,X,X,X,X,X
SLOITZJ,X,X,X,X,X,X,X,X,X,X,X,X
SLOIJTZ,X,X,X,X,X,X,X,X,X,X,X,X
SLOIJZT,X,X,X,X,X,X,X,X,X,X,X,X
SLOIZTJ,X,X,X,X,X,X,X,X,X,X,X,X
SLOIZJT,X,X,X,X,X,X,X,X,X,X,X,X
SLOJTIZ,X,X,X,X,X,X,X,X,X,X,X,X
SLOJTZI,X,X,X,X,X,X,X,X,X,X,X,X
SLOJITZ,X,X,X,X,X,X,X,X,X,X,X,X
SLOJIZT,X,X,X,X,X,X,X,X,X,X,X,X
SLOJZTI,X,X,X,X,X,X,X,X,X,X,X,X
SLOJZIT,X,X,X,X,X,X,X,X,X,X,X,X
SLOZTIJ,X,O,X,X,X,X,X,X,X,X,X,X
SLOZTJI,X,O,X,X,X,X,X,X,X,X,X,X
SLOZITJ,X,O,X,X,X,X,X,X,X,X,X,X
SLOZIJT,X,O,X,X,X,X,X,X,X,X,X,X
SLOZJTI,X,O,X,X,X,X,X,X,X,X,X,X
SLOZJIT,X,O,X,X,X,X,X,X,X,X,X,X
SJTILZO,X,X,X,X,X,X,X,X,X,X,X,X
SJTILOZ,X,X,X,X,X,X,X,X,X,X,X,X
SJTIZLO,X,X,X,X,X,X,X,X,X,X,X,X
SJTIZOL,X,X,X,X,X,X,X,X,X,X,X,X
SJTIOLZ,X,X,X,X,X,X,X,X,X,X,X,X
SJTIOZL,X,X,X,X,X,X,X,X,X,X,X,X
SJTLIZO,X,X,X,X,X,X,X,X,X,X,X,X
SJTLIOZ,X,X,X,X,X,X,X,X,X,X,X,X
SJTLZIO,X,X,X,X,X,X,X,X,X,X,X,X
SJTLZOI,X,X,X,X,X,X,X,X,X,X,X,X
SJTLOIZ,X,X,X,X,X,X,X,X,X,X,X,X
SJTLOZI,X,X,X,X,X,X,X,X,X,X,X,X
SJTZILO,X,X,X,X,X,X,X,X,X,X,X,X
SJTZIOL,X,X,X,X,X,X,X,X,X,X,X,X
SJTZLIO,X,X,X,X,X,X,X,X,X,X,X,X
SJTZLOI,X,X,X,X,X,X,X,X,X,X,X,X
SJTZOIL,X,X,X,X,X,X,X,X,X,X,X,X
SJTZOLI,X,X,X,X,X,X,X,X,X,X,X,X
SJTOILZ,X,X,X,X,X,X,X,X,X,X,X,X
SJTOIZL,X,X,X,X,X,X,X,X,X,X,X,X
SJTOLIZ,X,X,X,X,X,X,X,X,X,X,X,X
SJTOLZI,X,X,X,X,X,X,X,X,X,X,X,X
SJTOZIL,X,X,X,X,X,X,X,X,X,X,X,X
SJTOZLI,X,X,X,X,X,X,X,X,X,X,X,X
SJITLZO,X,X,X,X,X,X,X,X,X,X,X,X
SJITLOZ,X,X,X,X,X,X,X,X,X,X,X,X
SJITZLO,X,X,X,X,X,X,X,X,X,X,X,X
SJITZOL,X,X,X,X,X,X,X,X,X,X,X,X
SJITOLZ,X,X,X,X,X,X,X,X,X,X,X,X
SJITOZL,X,X,X,X,X,X,X,X,X,X,X,X
SJILTZO,X,X,X,X,X,X,X,X,X,X,X,X
SJILTOZ,X,X,X,X,X,X,X,X,X,X,X,X
SJILZTO,X,X,X,X,O,X,X,X,X,X,X,X
SJILZOT,X,X,X,X,O,X,X,X,X,X,X,X
SJILOTZ,X,X,X,X,X,X,X,X,X,X,X,X
SJILOZT,X,X,X,X,X,X,X,X,X,X,X,X
SJIZTLO,X,X,X,X,O,X,X,X,O,X,X,X
SJIZTOL,X,X,X,X,O,X,X,X,O,X,X,X
SJIZLTO,X,X,X,X,O,X,X,X,O,X,X,X
SJIZLOT,X,X,X,X,O,X,X,X,O,X,X,X
SJIZOTL,X,X,X,X,O,X,X,X,O,X,X,X
SJIZOLT,X,X,X,X,O,X,X,X,O,X,X,X
SJIOTLZ,X,X,X,X,X,X,X,X,X,X,X,X
SJIOTZL,X,X,X,X,X,X,X,X,X,X,X,X
SJIOLTZ,X,X,X,X,X,X,X,X,X,X,X,X
SJIOLZT,X,X,X,X,X,X,X,X,X,X,X,X
SJIOZTL,X,X,X,X,X,X,X,X,X,X,X,O
SJIOZLT,X,X,X,X,X,X,X,X,X,X,X,O
SJLTIZO,X,X,X,X,X,X,X,X,X,X,X,X
SJLTIOZ,X,X,X,X,X,X,X,X,X,X,X,X
SJLTZIO,X,X,X,X,X,X,X,X,X,X,X,X
SJLTZOI,X,X,X,X,X,X,X,X,X,X,X,X
SJLTOIZ,X,X,X,X,X,X,X,X,X,X,X,X
SJLTOZI,X,X,X,X,X,X,X,X,X,X,X,X
SJLITZO,X,X,X,X,X,X,X,X,X,X,X,X
SJLITOZ,X,X,X,X,X,X,X,X,X,X,X,X
SJLIZTO,X,X,X,X,O,X,X,X,X,X,X,X
SJLIZOT,X,X,X,X,O,X,X,X,X,X,X,X
SJLIOTZ,X,X,X,X,X,X,X,X,X,X,X,X
SJLIOZT,X,X,X,X,X,X,X,X,X,X,X,X
SJLZTIO,X,X,X,X,X,X,X,X,X,X,X,X
SJLZTOI,X,X,X,X,X,X,X,X,X,X,X,X
SJLZITO,X,X,X,X,O,X,X,X,X,X,X,X
SJLZIOT,X,X,X,X,O,X,X,X,X,X,X,X
SJLZOTI,X,X,X,X,X,X,X,X,X,X,X,X
SJLZOIT,X,X,X,X,X,X,X,X,X,X,X,X
SJLOTIZ,X,X,X,X,X,X,X,X,X,X,X,X
SJLOTZI,X,X,X,X,X,X,X,X,X,X,X,X
SJLOITZ,X,X,X,X,X,X,X,X,X,X,X,X
SJLOIZT,X,X,X,X,X,X,X,X,X,X,X,X
SJLOZTI,X,X,X,X,X,X,X,X,X,X,X,X
SJLOZIT,X,X,X,X,X,X,X,X,X,X,X,X
SJZTILO,X,O,X,X,X,X,X,X,X,O,X,X
SJZTIOL,X,O,X,X,X,X,X,X,X,O,X,X
SJZTLIO,X,O,X,X,X,X,X,X,X,O,X,X
SJZTLOI,X,O,X,X,X,X,X,X,X,O,X,X
SJZTOIL,X,O,X,X,X,X,X,X,X,O,X,X
SJZTOLI,X,O,X,X,X,X,X,X,X,O,X,X
SJZITLO,X,O,X,X,O,X,X,X,O,O,X,X
SJZITOL,X,O,X,X,O,X,X,X,O,O,X,X
SJZILTO,X,O,X,X,O,X,X,X,O,O,X,X
SJZILOT,X,O,X,X,O,X,X,X,O,X,X,X
SJZIOTL,X,O,X,X,O,X,X,X,O,O,X,X
