sequence,v115@MhB8CeA8EeB8BeB8CeE8JeT/IvhF2lBRhBfoB6oBUq?BFrB,v115@MhB8CeA8EeB8BeB8CeE8JeT/IvhF2lBRhBSoBUoBFq?BXrB,v115@MhB8CeA8EeB8BeB8CeE8Jei/IvhFRhBziB+oBfqBVr?B0qB,v115@MhB8CeA8EeB8BeB8CeE8Jex/IvhFihBziB+oBlkBcq?BXrB,v115@MhB8CeA8EeB8BeB8CeE8Jei/IvhFRhBGjBzkBUoBFr?B3qB,v115@MhB8CeA8EeB8BeB8CeE8Jem/IvhFRhBCjB0kBToBFr?B3qB,v115@MhB8CeA8EeB8BeB8CeE8Je/EJvhFihBziB+oBxqB0q?BFqB,v115@MhB8CeA8EeB8BeB8CeE8Je/EJvhFUgBRhBCjBVrBTo?B2vB,v115@MhB8CeA8EeB8BeB8CeE8JeRBJvhFCjB0kBllBToBXr?BmpB
SIOLJTZ,X,O,O,X,X,X,O,X,O
SIOLJZT,X,O,O,X,X,X,O,X,X
SIOLZTJ,O,X,X,X,X,X,X,X,O
SIOLZJT,O,O,X,X,O,O,X,X,X
SIOJTLZ,X,O,O,X,X,X,O,X,O
SIOJTZL,X,X,X,X,X,X,O,X,O
SIOJLTZ,X,O,O,X,X,X,O,X,O
SIOJLZT,X,O,O,X,X,X,O,X,X
SIOJZTL,X,X,X,X,X,X,O,X,X
SIOJZLT,X,O,O,X,X,X,O,X,X
SIOZTLJ,O,X,X,X,X,X,X,X,O
SIOZTJL,O,X,X,X,X,X,X,X,O
SIOZLTJ,O,X,X,X,X,X,X,X,O
SIOZLJT,O,O,X,X,O,O,X,X,X
SIOZJTL,O,X,X,X,X,X,X,X,X
SIOZJLT,O,O,X,X,O,O,X,X,X
SLTIJZO,O,O,O,X,X,X,O,O,X
SLTIJOZ,O,O,O,X,X,X,O,O,X
SLTIZJO,O,O,O,X,O,O,X,O,X
SLTIZOJ,O,O,X,X,X,X,X,O,O
SLTIOJZ,O,O,O,X,X,X,X,O,O
SLTIOZJ,O,O,X,X,X,X,X,O,O
SLTJIZO,O,O,O,X,X,X,O,O,X
SLTJIOZ,O,O,O,X,X,X,O,O,X
SLTJZIO,O,O,O,O,X,X,X,O,X
SLTJZOI,O,O,O,O,X,X,X,O,X
SLTJOIZ,O,O,O,X,X,X,O,O,X
SLTJOZI,O,O,O,O,X,X,X,O,X
SLTZIJO,O,O,O,O,O,O,X,O,X
SLTZIOJ,O,O,X,O,X,X,X,O,O
SLTZJIO,O,O,O,O,O,O,X,O,X
SLTZJOI,O,O,O,O,X,X,X,O,X
SLTZOIJ,O,O,X,O,X,X,X,O,O
SLTZOJI,O,O,X,O,X,X,X,O,O
SLTOIJZ,O,O,O,X,X,X,X,O,O
SLTOIZJ,O,O,X,X,X,X,X,O,O
SLTOJIZ,O,O,O,X,X,X,X,O,O
SLTOJZI,O,O,O,X,X,X,X,O,O
SLTOZIJ,O,O,X,X,X,X,X,O,O
SLTOZJI,O,O,X,X,X,X,X,O,O
SLITJZO,O,O,O,X,X,X,O,O,X
SLITJOZ,O,O,O,X,X,X,O,O,X
SLITZJO,O,O,O,X,X,O,X,O,X
SLITZOJ,O,O,X,X,X,X,X,O,O
SLITOJZ,O,O,O,X,X,X,X,X,O
SLITOZJ,O,O,X,X,X,X,X,O,O
SLIJTZO,O,O,O,X,X,X,O,X,X
SLIJTOZ,O,O,O,X,X,X,O,X,X
SLIJZTO,O,X,X,O,X,X,O,X,X
SLIJZOT,O,O,O,O,X,X,O,X,X
SLIJOTZ,X,O,O,X,X,X,O,X,X
SLIJOZT,X,O,O,O,X,X,O,X,X
SLIZTJO,O,O,X,O,X,X,X,X,X
SLIZTOJ,O,O,X,O,X,X,X,X,X
SLIZJTO,O,X,X,O,O,O,O,X,X
SLIZJOT,O,O,O,O,O,O,O,X,X
SLIZOTJ,O,X,X,X,X,X,X,X,X
SLIZOJT,O,O,X,O,X,X,X,X,X
SLIOTJZ,O,O,X,X,X,X,X,X,O
SLIOTZJ,O,O,X,X,X,X,X,X,O
SLIOJTZ,X,O,O,X,X,X,O,X,O
SLIOJZT,X,O,O,X,X,X,O,X,X
SLIOZTJ,O,X,X,X,X,X,X,X,O
SLIOZJT,O,O,X,X,X,X,X,X,X
SLJTIZO,O,O,O,X,X,X,O,O,X
SLJTIOZ,O,O,O,X,X,X,O,O,X
SLJTZIO,O,O,O,O,X,X,X,O,X
SLJTZOI,O,O,O,O,X,X,X,O,X
SLJTOIZ,O,O,O,X,X,X,O,O,X
SLJTOZI,O,O,O,O,X,X,X,O,X
SLJITZO,O,O,O,X,X,X,O,X,X
SLJITOZ,O,O,O,X,X,X,O,X,X
SLJIZTO,O,X,X,O,X,X,O,X,X
SLJIZOT,O,O,O,O,X,X,O,X,X
SLJIOTZ,X,O,O,X,X,X,O,X,X
SLJIOZT,X,O,O,O,X,X,O,X,X
SLJZTIO,O,X,O,O,X,X,X,X,X
SLJZTOI,O,X,O,O,X,X,X,X,X
SLJZITO,O,X,X,O,X,X,O,X,X
SLJZIOT,O,O,O,O,X,X,O,X,X
SLJZOTI,O,O,O,O,X,X,X,X,X
SLJZOIT,O,O,O,O,X,X,O,X,X
SLJOTIZ,O,O,O,X,X,X,O,X,X
SLJOTZI,O,O,O,O,X,X,X,X,X
SLJOITZ,X,O,O,X,X,X,O,X,X
SLJOIZT,X,O,O,O,X,X,O,X,X
SLJOZTI,O,O,O,O,X,X,X,X,X
SLJOZIT,O,O,O,O,X,X,O,X,X
SLZTIJO,O,O,O,O,O,O,X,O,X
SLZTIOJ,O,O,X,O,X,X,X,O,O
SLZTJIO,O,O,O,O,O,O,X,O,X
SLZTJOI,O,O,O,O,X,X,X,O,X
SLZTOIJ,O,O,X,O,X,X,X,O,O
SLZTOJI,O,O,X,O,X,X,X,X,O
SLZITJO,O,O,X,O,X,X,X,X,X
SLZITOJ,O,O,X,O,X,X,X,X,X
SLZIJTO,O,X,X,O,O,O,O,X,X
SLZIJOT,O,O,O,O,O,O,O,X,X
SLZIOTJ,O,X,X,X,X,X,X,X,X
SLZIOJT,O,O,X,O,X,X,X,X,X
SLZJTIO,O,X,O,O,O,O,X,X,X
SLZJTOI,O,X,O,O,X,X,X,X,X
SLZJITO,O,X,X,O,O,O,O,X,X
SLZJIOT,O,O,O,O,O,O,O,X,X
SLZJOTI,O,O,O,O,O,X,X,X,X
SLZJOIT,O,O,O,O,O,X,O,X,X
SLZOTIJ,O,O,X,O,O,X,X,X,O
SLZOTJI,O,O,X,O,O,X,X,X,O
SLZOITJ,O,X,X,X,X,X,X,X,O
SLZOIJT,O,O,X,O,O,X,X,X,X
SLZOJTI,O,O,X,O,O,X,X,X,O
SLZOJIT,O,O,X,O,O,X,X,X,X
SLOTIJZ,O,O,O,X,X,X,X,O,O
SLOTIZJ,O,O,X,X,O,X,X,O,O
SLOTJIZ,O,O,O,X,X,X,X,O,O
SLOTJZI,O,O,O,X,X,X,X,O,O
SLOTZIJ,O,O,X,X,O,X,X,O,O
SLOTZJI,O,O,X,X,O,X,X,O,O
SLOITJZ,O,O,X,X,X,X,X,O,O
SLOITZJ,O,O,X,X,X,X,X,O,O
SLOIJTZ,X,O,O,X,X,X,O,X,O
SLOIJZT,X,O,O,X,X,X,O,X,X
SLOIZTJ,O,X,X,X,X,X,X,X,O
SLOIZJT,O,O,X,X,O,X,X,X,X
SLOJTIZ,O,O,O,X,X,X,O,O,O
SLOJTZI,O,O,O,O,X,X,X,O,O
SLOJITZ,X,O,O,X,X,X,O,X,O
SLOJIZT,X,O,O,O,X,X,O,X,X
SLOJZTI,O,O,O,O,X,X,X,X,O
SLOJZIT,O,O,O,O,X,X,O,X,X
SLOZTIJ,O,O,X,O,O,X,X,O,O
SLOZTJI,O,O,X,O,O,X,X,O,O
SLOZITJ,O,X,X,X,X,X,X,X,O
SLOZIJT,O,O,X,O,O,X,X,X,X
SLOZJTI,O,O,X,O,O,X,X,X,O
SLOZJIT,O,O,X,O,O,X,X,X,X
SJTILZO,O,O,O,X,X,X,O,O,X
SJTILOZ,O,O,O,X,X,X,O,O,X
SJTIZLO,O,O,O,O,X,X,O,O,X
SJTIZOL,O,O,O,O,X,X,O,O,O
SJTIOLZ,O,O,O,X,X,X,O,O,O
SJTIOZL,O,O,O,O,X,X,O,O,O
SJTLIZO,O,O,O,X,X,X,O,O,X
SJTLIOZ,O,O,O,X,X,X,O,O,X
SJTLZIO,O,O,O,O,X,X,X,O,X
SJTLZOI,O,O,O,O,X,X,X,O,X
SJTLOIZ,O,O,O,X,X,X,O,O,X
SJTLOZI,O,O,O,O,X,X,X,O,X
SJTZILO,O,O,O,O,X,X,X,O,X
SJTZIOL,O,O,O,O,X,X,X,O,O
SJTZLIO,O,O,O,O,X,X,X,O,X
SJTZLOI,O,O,O,O,X,X,X,O,X
SJTZOIL,O,O,O,O,X,X,X,O,O
SJTZOLI,O,O,O,O,X,X,X,O,O
SJTOILZ,O,O,O,X,X,X,O,O,O
SJTOIZL,O,O,O,O,X,X,O,O,O
SJTOLIZ,O,O,O,X,X,X,O,O,O
SJTOLZI,O,O,O,O,X,X,X,O,O
SJTOZIL,O,O,O,O,X,X,X,O,O
SJTOZLI,O,O,O,O,X,X,X,O,O
SJITLZO,O,O,O,X,X,X,O,X,X
SJITLOZ,O,O,O,X,X,X,O,X,X
SJITZLO,O,O,O,X,X,X,O,X,X
SJITZOL,O,O,O,X,X,X,O,X,O
SJITOLZ,O,O,O,X,X,X,O,X,O
SJITOZL,O,O,O,X,X,X,O,X,O
SJILTZO,O,O,O,X,X,X,O,X,X
SJILTOZ,O,O,O,X,X,X,O,X,X
SJILZTO,O,X,X,O,X,X,O,X,X
SJILZOT,O,O,O,O,X,X,O,X,X
SJILOTZ,X,O,O,X,X,X,O,X,X
SJILOZT,X,O,O,O,X,X,O,X,X
SJIZTLO,O,X,X,O,X,X,O,X,X
SJIZTOL,O,X,X,O,X,X,O,X,X
SJIZLTO,O,X,X,O,X,X,O,X,X
SJIZLOT,O,O,O,O,X,X,O,X,X
SJIZOTL,O,X,X,O,X,X,O,X,X
SJIZOLT,O,O,O,O,X,X,O,X,X
SJIOTLZ,X,O,O,X,X,X,O,X,O
SJIOTZL,X,X,O,X,X,X,O,X,O
SJIOLTZ,X,O,O,X,X,X,O,X,O
SJIOLZT,X,O,O,O,X,X,O,X,X
SJIOZTL,X,X,X,O,X,X,O,X,X
SJIOZLT,X,O,O,O,X,X,O,X,X
SJLTIZO,O,O,O,X,X,X,O,O,X
SJLTIOZ,O,O,O,X,X,X,O,O,X
SJLTZIO,O,O,O,O,X,X,X,O,X
SJLTZOI,O,O,O,O,X,X,X,O,X
SJLTOIZ,O,O,O,X,X,X,O,O,X
SJLTOZI,O,O,O,O,X,X,X,O,X
SJLITZO,O,O,O,X,X,X,O,X,X
SJLITOZ,O,O,O,X,X,X,O,X,X
SJLIZTO,O,X,X,O,X,X,O,X,X
SJLIZOT,O,O,O,O,X,X,O,X,X
SJLIOTZ,X,O,O,X,X,X,O,X,X
SJLIOZT,X,O,O,O,X,X,O,X,X
SJLZTIO,O,X,O,O,X,X,X,X,X
SJLZTOI,O,X,O,O,X,X,X,X,X
SJLZITO,O,X,X,O,X,X,O,X,X
SJLZIOT,O,O,O,O,X,X,O,X,X
SJLZOTI,O,O,O,O,X,X,X,X,X
SJLZOIT,O,O,O,O,X,X,O,X,X
SJLOTIZ,O,O,O,X,X,X,O,X,X
SJLOTZI,O,O,O,O,X,X,X,X,X
SJLOITZ,X,O,O,X,X,X,O,X,X
SJLOIZT,X,O,O,O,X,X,O,X,X
SJLOZTI,O,O,O,O,X,X,X,X,X
SJLOZIT,O,O,O,O,X,X,O,X,X
SJZTILO,O,X,O,O,X,X,X,X,X
SJZTIOL,O,X,O,O,X,X,X,X,O
SJZTLIO,O,X,O,O,X,X,X,X,X
SJZTLOI,O,X,O,O,X,X,X,X,X
SJZTOIL,O,X,O,O,X,X,X,X,O
SJZTOLI,O,X,O,O,X,X,X,X,O
SJZITLO,O,X,X,O,X,X,O,X,X
SJZITOL,O,X,X,O,X,X,O,X,X
SJZILTO,O,X,X,O,X,X,O,X,X
SJZILOT,O,O,O,O,X,X,O,X,X
SJZIOTL,O,X,X,O,X,X,O,X,X
SJZIOLT,O,O,O,O,X,X,O,X,X
SJZLTIO,O,X,O,O,X,X,X,X,X
SJZLTOI,O,X,O,O,X,X,X,X,X
SJZLITO,O,X,X,O,X,X,O,X,X
SJZLIOT,O,O,O,O,X,X,O,X,X
SJZLOTI,O,O,O,O,X,X,X,X,X
SJZLOIT,O,O,O,O,X,X,O,X,X
SJZOTIL,O,X,O,O,X,X,X,X,O
SJZOTLI,O,X,O,O,X,X,X,X,O
SJZOITL,O,X,X,O,X,X,O,X,X
SJZOILT,O,O,O,O,X,X,O,X,X
SJZOLTI,O,O,O,O,X,X,X,X,O
SJZOLIT,O,O,O,O,X,X,O,X,X
SJOTILZ,O,O,O,X,X,X,O,O,O
SJOTIZL,O,O,O,O,X,X,O,O,O
SJOTLIZ,O,O,O,X,X,X,O,O,O
SJOTLZI,O,O,O,O,X,X,X,O,O
SJOTZIL,O,O,O,O,X,X,X,O,O
SJOTZLI,O,O,O,O,X,X,X,O,O
SJOITLZ,X,O,O,X,X,X,O,X,O
SJOITZL,X,X,O,X,X,X,O,X,O
SJOILTZ,X,O,O,X,X,X,O,X,O
SJOILZT,X,O,O,O,X,X,O,X,X
SJOIZTL,X,X,X,O,X,X,O,X,X
SJOIZLT,X,O,O,O,X,X,O,X,X
SJOLTIZ,O,O,O,X,X,X,O,O,O
SJOLTZI,O,O,O,O,X,X,X,O,O
SJOLITZ,X,O,O,X,X,X,O,X,O
SJOLIZT,X,O,O,O,X,X,O,X,X
SJOLZTI,O,O,O,O,X,X,X,X,O
SJOLZIT,O,O,O,O,X,X,O,X,X
SJOZTIL,O,X,O,O,X,X,X,X,O
SJOZTLI,O,X,O,O,X,X,X,X,O
SJOZITL,O,X,X,O,X,X,O,X,X
SJOZILT,O,O,O,O,X,X,O,X,X
SJOZLTI,O,O,O,O,X,X,X,X,O
SJOZLIT,O,O,O,O,X,X,O,X,X
SZTILJO,O,O,O,O,O,O,X,O,X
SZTILOJ,O,O,X,O,X,X,X,O,O
SZTIJLO,O,O,O,O,O,O,X,O,X
SZTIJOL,O,O,O,O,O,O,X,O,O
SZTIOLJ,O,O,X,O,O,O,X,O,O
SZTIOJL,O,O,X,O,O,O,X,O,O
SZTLIJO,O,O,O,O,O,O,X,O,X
SZTLIOJ,O,O,X,O,X,X,X,O,O
SZTLJIO,O,O,O,O,O,O,X,O,X
SZTLJOI,O,O,O,O,X,X,X,O,X
SZTLOIJ,O,O,X,O,X,X,X,O,O
SZTLOJI,O,O,X,O,X,X,X,O,O
SZTJILO,O,O,O,O,O,O,X,O,X
SZTJIOL,O,O,O,O,O,O,X,O,O
SZTJLIO,O,O,O,O,O,O,X,O,X
SZTJLOI,O,O,O,O,X,X,X,O,X
SZTJOIL,O,O,O,O,O,O,X,O,O
SZTJOLI,O,O,O,O,O,O,X,O,O
SZTOILJ,O,O,X,O,O,O,X,O,O
SZTOIJL,O,O,X,O,O,O,X,O,O
SZTOLIJ,O,O,X,O,O,O,X,O,O
SZTOLJI,O,O,X,O,O,O,X,O,O
SZTOJIL,O,O,X,O,O,O,X,O,O
SZTOJLI,O,O,X,O,O,O,X,O,O
SZITLJO,O,O,X,O,O,X,X,X,X
SZITLOJ,O,O,X,O,X,X,X,X,O
SZITJLO,O,O,X,O,O,X,X,X,X
SZITJOL,O,O,X,O,O,X,X,X,O
SZITOLJ,O,O,X,O,O,X,X,X,O
SZITOJL,O,O,X,O,O,X,X,X,O
SZILTJO,O,O,X,O,X,X,X,X,X
SZILTOJ,O,O,X,O,X,X,X,X,X
SZILJTO,O,X,X,O,O,O,O,X,X
SZILJOT,O,O,O,O,O,O,O,X,X
SZILOTJ,O,X,X,X,X,X,X,X,X
SZILOJT,O,O,X,O,X,X,X,X,X
SZIJTLO,O,X,X,O,O,X,O,X,X
SZIJTOL,O,X,X,O,O,X,O,X,X
SZIJLTO,O,X,X,O,O,O,O,X,X
SZIJLOT,O,O,O,O,O,O,O,X,X
SZIJOTL,O,X,X,O,X,X,O,X,X
SZIJOLT,O,O,O,O,O,O,O,X,X
SZIOTLJ,O,X,X,X,X,X,X,X,O
SZIOTJL,O,X,X,X,X,X,X,X,O
SZIOLTJ,O,X,X,X,X,X,X,X,O
SZIOLJT,O,O,X,O,O,O,X,X,X
SZIOJTL,O,X,X,O,X,X,X,X,X
SZIOJLT,O,O,X,O,O,O,X,X,X
SZLTIJO,O,O,O,O,O,O,X,O,X
SZLTIOJ,O,O,X,O,X,X,X,O,O
SZLTJIO,O,O,O,O,O,O,X,O,X
SZLTJOI,O,O,O,O,X,X,X,O,X
SZLTOIJ,O,O,X,O,X,X,X,O,O
SZLTOJI,O,O,X,O,X,X,X,X,O
SZLITJO,O,O,X,O,X,X,X,X,X
SZLITOJ,O,O,X,O,X,X,X,X,X
SZLIJTO,O,X,X,O,O,O,O,X,X
SZLIJOT,O,O,O,O,O,O,O,X,X
SZLIOTJ,O,X,X,X,X,X,X,X,X
SZLIOJT,O,O,X,O,X,X,X,X,X
SZLJTIO,O,X,O,O,O,O,X,X,X
SZLJTOI,O,X,O,O,X,X,X,X,X
SZLJITO,O,X,X,O,O,O,O,X,X
SZLJIOT,O,O,O,O,O,O,O,X,X
SZLJOTI,O,O,O,O,O,X,X,X,X
SZLJOIT,O,O,O,O,O,X,O,X,X
SZLOTIJ,O,O,X,O,O,X,X,X,O
SZLOTJI,O,O,X,O,O,X,X,X,O
SZLOITJ,O,X,X,X,X,X,X,X,O
SZLOIJT,O,O,X,O,O,X,X,X,X
SZLOJTI,O,O,X,O,O,X,X,X,O
SZLOJIT,O,O,X,O,O,X,X,X,X
SZJTILO,O,X,O,O,O,O,X,X,X
SZJTIOL,O,X,O,O,O,O,X,X,O
SZJTLIO,O,X,O,O,O,O,X,X,X
SZJTLOI,O,X,O,O,X,X,X,X,X
SZJTOIL,O,X,O,O,O,O,X,X,O
SZJTOLI,O,X,O,O,O,O,X,X,O
SZJITLO,O,X,X,O,O,X,O,X,X
SZJITOL,O,X,X,O,O,X,O,X,X
SZJILTO,O,X,X,O,O,O,O,X,X
SZJILOT,O,O,O,O,O,O,O,X,X
SZJIOTL,O,X,X,O,X,X,O,X,X
SZJIOLT,O,O,O,O,O,O,O,X,X
SZJLTIO,O,X,O,O,O,O,X,X,X
SZJLTOI,O,X,O,O,X,X,X,X,X
SZJLITO,O,X,X,O,O,O,O,X,X
SZJLIOT,O,O,O,O,O,O,O,X,X
SZJLOTI,O,O,O,O,O,X,X,X,X
SZJLOIT,O,O,O,O,O,X,O,X,X
SZJOTIL,O,X,O,O,O,O,X,X,O
SZJOTLI,O,X,O,O,O,O,X,X,O
SZJOITL,O,X,X,O,X,X,O,X,X
SZJOILT,O,O,O,O,O,O,O,X,X
SZJOLTI,O,O,O,O,O,O,X,X,O
SZJOLIT,O,O,O,O,O,O,O,X,X
SZOTILJ,O,O,X,O,O,O,X,O,O
SZOTIJL,O,O,X,O,O,O,X,O,O
SZOTLIJ,O,O,X,O,O,O,X,O,O
SZOTLJI,O,O,X,O,O,O,X,O,O
SZOTJIL,O,O,X,O,O,O,X,O,O
SZOTJLI,O,O,X,O,O,O,X,O,O
SZOITLJ,O,X,X,X,X,X,X,X,O
SZOITJL,O,X,X,X,X,X,X,X,O
SZOILTJ,O,X,X,X,X,X,X,X,O
SZOILJT,O,O,X,O,O,O,X,X,X
SZOIJTL,O,X,X,O,X,X,X,X,X
SZOIJLT,O,O,X,O,O,O,X,X,X
SZOLTIJ,O,O,X,O,O,O,X,O,O
SZOLTJI,O,O,X,O,O,O,X,O,O
SZOLITJ,O,X,X,X,X,X,X,X,O
SZOLIJT,O,O,X,O,O,O,X,X,X
SZOLJTI,O,O,X,O,O,O,X,X,O
SZOLJIT,O,O,X,O,O,O,X,X,X
SZOJTIL,O,X,X,O,O,O,X,X,O
SZOJTLI,O,X,X,O,O,O,X,X,O
SZOJITL,O,X,X,O,X,X,X,X,X
SZOJILT,O,O,X,O,O,O,X,X,X
SZOJLTI,O,O,X,O,O,O,X,X,O
SZOJLIT,O,O,X,O,O,O,X,X,X
SOTILJZ,O,O,O,X,X,X,X,O,O
SOTILZJ,O,O,X,X,O,O,X,O,O
SOTIJLZ,O,O,O,X,X,X,X,O,O
SOTIJZL,O,O,O,X,X,X,X,O,O
SOTIZLJ,O,O,X,X,O,O,X,O,O
SOTIZJL,O,O,X,X,O,O,X,O,O
SOTLIJZ,O,O,O,X,X,X,X,O,O
SOTLIZJ,O,O,X,X,O,O,X,O,O
SOTLJIZ,O,O,O,X,X,X,X,O,O
SOTLJZI,O,O,O,X,X,X,X,O,O
SOTLZIJ,O,O,X,X,O,O,X,O,O
SOTLZJI,O,O,X,X,O,O,X,O,O
SOTJILZ,O,O,O,X,X,X,X,O,O
SOTJIZL,O,O,O,X,X,X,X,O,O
SOTJLIZ,O,O,O,X,X,X,X,O,O
SOTJLZI,O,O,O,X,X,X,X,O,O
SOTJZIL,O,O,O,X,X,X,X,O,O
SOTJZLI,O,O,O,X,X,X,X,O,O
SOTZILJ,O,O,X,X,O,O,X,O,O
SOTZIJL,O,O,X,X,O,O,X,O,O
SOTZLIJ,O,O,X,X,O,O,X,O,O
SOTZLJI,O,O,X,X,O,O,X,O,O
SOTZJIL,O,O,X,X,O,O,X,O,O
SOTZJLI,O,O,X,X,O,O,X,O,O
SOITLJZ,O,O,X,X,X,X,X,O,O
SOITLZJ,O,O,X,X,X,O,X,O,O
SOITJLZ,O,O,X,X,X,X,X,O,O
SOITJZL,O,O,X,X,X,X,X,O,O
SOITZLJ,O,O,X,X,X,O,X,O,O
SOITZJL,O,O,X,X,X,O,X,O,O
SOILTJZ,O,O,X,X,X,X,X,O,O
SOILTZJ,O,O,X,X,X,O,X,O,O
SOILJTZ,X,O,O,X,X,X,O,X,O
SOILJZT,X,O,O,X,X,X,O,X,X
SOILZTJ,O,X,X,X,X,X,X,X,O
SOILZJT,O,O,X,X,O,O,X,X,X
SOIJTLZ,X,O,O,X,X,X,O,X,O
SOIJTZL,X,X,X,X,X,X,O,X,O
SOIJLTZ,X,O,O,X,X,X,O,X,O
SOIJLZT,X,O,O,X,X,X,O,X,X
SOIJZTL,X,X,X,X,X,X,O,X,X
SOIJZLT,X,O,O,X,X,X,O,X,X
SOIZTLJ,O,X,X,X,X,X,X,X,O
SOIZTJL,O,X,X,X,X,X,X,X,O
SOIZLTJ,O,X,X,X,X,X,X,X,O
SOIZLJT,O,O,X,X,O,O,X,X,X
SOIZJTL,O,X,X,X,X,X,X,X,X
SOIZJLT,O,O,X,X,O,O,X,X,X
SOLTIJZ,O,O,O,X,X,X,X,O,O
SOLTIZJ,O,O,X,X,O,O,X,O,O
SOLTJIZ,O,O,O,X,X,X,X,O,O
SOLTJZI,O,O,O,X,X,X,X,O,O
SOLTZIJ,O,O,X,X,O,O,X,O,O
SOLTZJI,O,O,X,X,O,O,X,O,O
SOLITJZ,O,O,X,X,X,X,X,O,O
SOLITZJ,O,O,X,X,X,O,X,O,O
SOLIJTZ,X,O,O,X,X,X,O,X,O
SOLIJZT,X,O,O,X,X,X,O,X,X
SOLIZTJ,O,X,X,X,X,X,X,X,O
SOLIZJT,O,O,X,X,O,O,X,X,X
SOLJTIZ,O,O,O,X,X,X,O,O,O
SOLJTZI,O,O,O,O,X,X,X,O,O
SOLJITZ,X,O,O,X,X,X,O,X,O
SOLJIZT,X,O,O,O,X,X,O,X,X
SOLJZTI,O,O,O,O,X,X,X,X,O
SOLJZIT,O,O,O,O,X,X,O,X,X
SOLZTIJ,O,O,X,O,O,O,X,O,O
SOLZTJI,O,O,X,O,O,O,X,O,O
SOLZITJ,O,X,X,X,X,X,X,X,O
SOLZIJT,O,O,X,O,O,O,X,X,X
SOLZJTI,O,O,X,O,O,O,X,X,O
SOLZJIT,O,O,X,O,O,O,X,X,X
SOJTILZ,O,O,O,X,X,X,O,O,O
SOJTIZL,O,O,O,X,X,X,O,O,O
SOJTLIZ,O,O,O,X,X,X,O,O,O
SOJTLZI,O,O,O,O,X,X,X,O,O
SOJTZIL,O,O,O,O,X,X,X,O,O
SOJTZLI,O,O,O,O,X,X,X,O,O
SOJITLZ,X,O,O,X,X,X,O,X,O
SOJITZL,X,X,O,X,X,X,O,X,O
SOJILTZ,X,O,O,X,X,X,O,X,O
SOJILZT,X,O,O,O,X,X,O,X,X
SOJIZTL,X,X,X,O,X,X,O,X,X
SOJIZLT,X,O,O,O,X,X,O,X,X
SOJLTIZ,O,O,O,X,X,X,O,O,O
SOJLTZI,O,O,O,O,X,X,X,O,O
SOJLITZ,X,O,O,X,X,X,O,X,O
SOJLIZT,X,O,O,O,X,X,O,X,X
SOJLZTI,O,O,O,O,X,X,X,X,O
SOJLZIT,O,O,O,O,X,X,O,X,X
SOJZTIL,O,X,O,O,X,X,X,X,O
SOJZTLI,O,X,O,O,X,X,X,X,O
SOJZITL,O,X,X,O,X,X,O,X,X
SOJZILT,O,O,O,O,X,X,O,X,X
SOJZLTI,O,O,O,O,X,X,X,X,O
SOJZLIT,O,O,O,O,X,X,O,X,X
SOZTILJ,O,O,X,O,O,O,X,O,O
SOZTIJL,O,O,X,O,O,O,X,O,O
SOZTLIJ,O,O,X,O,O,O,X,O,O
SOZTLJI,O,O,X,O,O,O,X,O,O
SOZTJIL,O,O,X,O,O,O,X,O,O
SOZTJLI,O,O,X,O,O,O,X,O,O
SOZITLJ,O,X,X,X,X,X,X,X,O
SOZITJL,O,X,X,X,X,X,X,X,O
SOZILTJ,O,X,X,X,X,X,X,X,O
SOZILJT,O,O,X,O,O,O,X,X,X
SOZIJTL,O,X,X,O,X,X,X,X,X
SOZIJLT,O,O,X,O,O,O,X,X,X
SOZLTIJ,O,O,X,O,O,O,X,O,O
SOZLTJI,O,O,X,O,O,O,X,O,O
SOZLITJ,O,X,X,X,X,X,X,X,O
SOZLIJT,O,O,X,O,O,O,X,X,X
SOZLJTI,O,O,X,O,O,O,X,X,O
SOZLJIT,O,O,X,O,O,O,X,X,X
SOZJTIL,O,X,X,O,O,O,X,X,O
SOZJTLI,O,X,X,O,O,O,X,X,O
SOZJITL,O,X,X,O,X,X,X,X,X
SOZJILT,O,O,X,O,O,O,X,X,X
SOZJLTI,O,O,X,O,O,O,X,X,O
SOZJLIT,O,O,X,O,O,O,X,X,X
ZTILJSO,O,X,X,O,O,O,X,X,X
ZTILJOS,O,O,O,O,O,O,X,X,X
ZTILSJO,O,X,X,O,O,O,X,O,X
ZTILSOJ,O,X,X,X,X,X,X,O,X
ZTILOJS,O,O,X,O,O,O,X,X,X
ZTILOSJ,O,X,X,X,O,O,X,X,X
ZTIJLSO,O,X,X,O,O,O,X,X,X
ZTIJLOS,O,O,O,O,O,O,X,X,X
ZTIJSLO,O,X,O,O,O,O,X,X,X
ZTIJSOL,O,X,O,O,O,O,X,X,X
ZTIJOLS,O,O,O,O,O,O,X,X,X
ZTIJOSL,O,X,O,O,O,O,X,X,X
ZTISLJO,O,X,O,O,O,O,X,O,X
ZTISLOJ,O,X,X,X,X,X,X,O,X
ZTISJLO,O,X,O,O,O,O,X,O,X
ZTISJOL,O,X,O,O,O,O,X,O,X
ZTISOLJ,O,X,X,X,O,O,X,O,X
ZTISOJL,O,X,X,X,O,O,X,O,X
ZTIOLJS,O,O,X,O,O,O,X,X,X
ZTIOLSJ,O,X,X,X,O,O,X,O,O
ZTIOJLS,O,O,X,O,O,O,X,X,X
ZTIOJSL,O,X,X,O,O,O,X,X,X
ZTIOSLJ,O,X,X,X,O,O,X,O,X
