sequence,v115@GhB8HeD8FeD8CeA8BeA8Jel/IvhFUhBGiBZoB6qB/s?BTrB,v115@GhB8HeD8FeD8CeA8BeA8Je0/IvhFlgBGiBZoB6rB/s?BzqB,v115@GhB8HeD8FeD8CeA8BeA8Je0/IvhFxgBmiBqqB/rBFn?BzsB,v115@GhB8HeD8FeD8CeA8BeA8Jel/IvhF3gBRiB8qB+rBin?BzsB,v115@GhB8HeD8FeD8CeA8BeA8Je0/IvhFxgBmiBCmBXnBVw?BzsB,v115@GhB8HeD8FeD8CeA8BeA8Jel/IvhF3gBRiB6rBmnBzq?B0sB
SZIOTJL,O,O,X,O,O,X
SZIOLTJ,O,O,O,X,X,X
SZIOLJT,O,O,O,X,O,X
SZIOJTL,O,O,X,O,O,X
SZIOJLT,O,O,O,O,O,X
SZLTIJO,O,O,O,X,O,O
SZLTIOJ,O,O,O,X,O,O
SZLTJIO,O,O,O,O,O,O
SZLTJOI,O,O,O,O,O,O
SZLTOIJ,O,O,O,X,O,O
SZLTOJI,O,O,O,O,O,O
SZLITJO,O,O,O,X,X,O
SZLITOJ,O,O,O,X,X,O
SZLIJTO,O,O,O,X,O,O
SZLIJOT,O,O,O,X,X,O
SZLIOTJ,O,O,O,X,X,O
SZLIOJT,O,O,O,X,X,X
SZLJTIO,O,O,O,O,O,O
SZLJTOI,O,O,O,O,O,O
SZLJITO,O,O,O,O,O,O
SZLJIOT,O,O,O,O,X,O
SZLJOTI,O,O,O,O,X,O
SZLJOIT,O,O,O,O,X,O
SZLOTIJ,O,O,O,X,X,O
SZLOTJI,O,O,O,O,X,O
SZLOITJ,O,O,O,X,X,O
SZLOIJT,O,O,O,X,X,X
SZLOJTI,O,O,O,O,X,O
SZLOJIT,O,O,O,O,X,O
SZJTILO,O,O,X,O,O,O
SZJTIOL,O,O,X,O,O,O
SZJTLIO,O,O,X,O,O,O
SZJTLOI,O,O,X,O,O,O
SZJTOIL,O,O,X,O,O,O
SZJTOLI,O,O,X,O,O,O
SZJITLO,O,O,X,O,O,O
SZJITOL,O,O,X,O,O,O
SZJILTO,O,O,X,O,O,O
SZJILOT,O,O,X,O,X,O
SZJIOTL,O,O,X,O,O,O
SZJIOLT,O,O,X,O,X,O
SZJLTIO,O,O,X,O,O,O
SZJLTOI,O,O,X,O,O,O
SZJLITO,O,O,X,O,O,O
SZJLIOT,O,O,X,O,X,O
SZJLOTI,O,O,X,O,X,O
SZJLOIT,O,O,X,O,X,O
SZJOTIL,O,O,X,O,O,O
SZJOTLI,O,O,X,O,O,O
SZJOITL,O,O,X,O,O,O
SZJOILT,O,O,X,O,X,O
SZJOLTI,O,O,X,O,X,O
SZJOLIT,O,O,X,O,X,O
SZOTILJ,O,O,X,X,O,X
SZOTIJL,O,O,X,O,O,O
SZOTLIJ,O,O,O,X,O,O
SZOTLJI,O,O,O,O,O,O
SZOTJIL,O,O,X,O,O,O
SZOTJLI,O,O,O,O,O,O
SZOITLJ,O,O,X,X,O,X
SZOITJL,O,O,X,O,O,O
SZOILTJ,O,O,O,X,X,X
SZOILJT,O,O,O,X,O,X
SZOIJTL,O,O,X,O,O,O
SZOIJLT,O,O,O,O,O,O
SZOLTIJ,O,O,O,X,O,O
SZOLTJI,O,O,O,O,O,O
SZOLITJ,O,O,O,X,X,O
SZOLIJT,O,O,O,X,O,O
SZOLJTI,O,O,O,O,O,O
SZOLJIT,O,O,O,O,O,O
SZOJTIL,O,O,X,O,O,O
SZOJTLI,O,O,O,O,O,O
SZOJITL,O,O,X,O,O,O
SZOJILT,O,O,O,O,O,O
SZOJLTI,O,O,O,O,O,O
SZOJLIT,O,O,O,O,O,O
SOTILJZ,O,O,O,X,O,X
SOTILZJ,O,O,O,X,O,X
SOTIJLZ,O,O,O,X,O,X
SOTIJZL,O,O,X,X,O,X
SOTIZLJ,O,O,X,X,O,X
SOTIZJL,O,O,X,O,O,O
SOTLIJZ,O,O,O,O,O,O
SOTLIZJ,O,O,O,X,O,O
SOTLJIZ,O,O,O,O,O,O
SOTLJZI,O,O,O,O,O,O
SOTLZIJ,O,O,O,X,O,O
SOTLZJI,O,O,O,O,O,O
SOTJILZ,O,O,O,X,O,X
SOTJIZL,O,O,X,O,O,X
SOTJLIZ,O,O,O,O,O,X
SOTJLZI,O,O,O,O,O,X
SOTJZIL,O,O,X,O,O,O
SOTJZLI,O,O,O,O,O,O
SOTZILJ,O,O,X,X,O,X
SOTZIJL,O,O,X,O,O,O
SOTZLIJ,O,O,O,X,O,O
SOTZLJI,O,O,O,O,O,O
SOTZJIL,O,O,X,O,O,O
SOTZJLI,O,O,O,O,O,O
SOITLJZ,O,O,O,X,O,X
SOITLZJ,O,O,O,X,O,X
SOITJLZ,O,O,O,X,O,X
SOITJZL,O,O,X,X,O,X
SOITZLJ,O,O,X,X,O,X
SOITZJL,O,O,X,O,O,O
SOILTJZ,O,O,O,X,X,X
SOILTZJ,O,O,O,X,X,X
SOILJTZ,O,O,O,X,X,X
SOILJZT,O,O,O,X,X,X
SOILZTJ,O,O,O,X,X,X
SOILZJT,O,O,O,X,X,X
SOIJTLZ,O,O,X,X,O,X
SOIJTZL,O,O,X,X,O,X
SOIJLTZ,O,O,O,X,X,X
SOIJLZT,O,O,O,X,X,X
SOIJZTL,O,O,X,X,O,X
SOIJZLT,O,O,X,X,O,X
SOIZTLJ,O,O,X,X,O,X
SOIZTJL,O,O,X,O,O,O
SOIZLTJ,O,O,X,X,X,X
SOIZLJT,O,O,X,X,O,X
SOIZJTL,O,O,X,O,O,O
SOIZJLT,O,O,X,O,O,O
SOLTIJZ,O,O,O,O,O,O
SOLTIZJ,O,O,O,X,O,O
SOLTJIZ,O,O,O,O,O,O
SOLTJZI,O,O,O,O,O,O
SOLTZIJ,O,O,O,X,O,O
SOLTZJI,O,O,O,O,O,O
SOLITJZ,O,O,O,O,X,O
SOLITZJ,O,O,O,X,X,O
SOLIJTZ,O,O,O,O,X,O
SOLIJZT,O,O,O,O,X,X
SOLIZTJ,O,O,O,X,X,O
SOLIZJT,O,O,O,X,X,O
SOLJTIZ,O,O,O,O,O,O
SOLJTZI,O,O,O,O,O,O
SOLJITZ,O,O,O,O,X,O
SOLJIZT,O,O,O,O,X,X
SOLJZTI,O,O,O,O,O,O
SOLJZIT,O,O,O,O,O,O
SOLZTIJ,O,O,O,X,O,O
SOLZTJI,O,O,O,O,O,O
SOLZITJ,O,O,O,X,X,O
SOLZIJT,O,O,O,X,O,O
SOLZJTI,O,O,O,O,O,O
SOLZJIT,O,O,O,O,O,O
SOJTILZ,O,O,O,X,O,X
SOJTIZL,O,O,X,O,O,X
SOJTLIZ,O,O,O,O,O,X
SOJTLZI,O,O,O,O,O,X
SOJTZIL,O,O,X,O,O,O
SOJTZLI,O,O,O,O,O,O
SOJITLZ,O,O,X,X,O,X
SOJITZL,O,O,X,O,O,X
SOJILTZ,O,O,O,X,X,X
SOJILZT,O,O,O,X,X,X
SOJIZTL,O,O,X,O,O,X
SOJIZLT,O,O,X,O,O,X
SOJLTIZ,O,O,O,O,O,X
SOJLTZI,O,O,O,O,O,X
SOJLITZ,O,O,O,O,X,X
SOJLIZT,O,O,O,O,X,X
SOJLZTI,O,O,O,O,O,X
SOJLZIT,O,O,O,O,O,X
SOJZTIL,O,O,X,O,O,O
SOJZTLI,O,O,O,O,O,O
SOJZITL,O,O,X,O,O,O
SOJZILT,O,O,O,O,O,O
SOJZLTI,O,O,O,O,O,O
SOJZLIT,O,O,O,O,O,O
SOZTILJ,O,O,X,X,O,X
SOZTIJL,O,O,X,O,O,O
SOZTLIJ,O,O,O,X,O,O
SOZTLJI,O,O,O,O,O,O
SOZTJIL,O,O,X,O,O,O
SOZTJLI,O,O,O,O,O,O
SOZITLJ,O,O,X,X,O,X
SOZITJL,O,O,X,O,O,O
SOZILTJ,O,O,O,X,X,X
SOZILJT,O,O,O,X,O,X
SOZIJTL,O,O,X,O,O,O
SOZIJLT,O,O,O,O,O,O
SOZLTIJ,O,O,O,X,O,O
SOZLTJI,O,O,O,O,O,O
SOZLITJ,O,O,O,X,X,O
SOZLIJT,O,O,O,X,O,O
SOZLJTI,O,O,O,O,O,O
SOZLJIT,O,O,O,O,O,O
SOZJTIL,O,O,X,O,O,O
SOZJTLI,O,O,O,O,O,O
SOZJITL,O,O,X,O,O,O
SOZJILT,O,O,O,O,O,O
SOZJLTI,O,O,O,O,O,O
SOZJLIT,O,O,O,O,O,O
ZTILJSO,O,O,O,X,O,O
ZTILJOS,X,X,X,X,O,O
ZTILSJO,O,O,O,X,O,O
ZTILSOJ,O,O,O,X,O,O
ZTILOJS,O,X,O,X,O,X
ZTILOSJ,O,O,O,X,O,O
ZTIJLSO,X,O,O,O,X,O
ZTIJLOS,X,X,X,O,X,O
ZTIJSLO,X,O,X,O,O,O
ZTIJSOL,X,O,X,O,O,O
ZTIJOLS,X,X,X,O,O,O
ZTIJOSL,X,O,X,O,O,O
ZTISLJO,O,O,X,X,O,X
ZTISLOJ,O,O,X,X,O,X
ZTISJLO,O,O,X,O,O,O
ZTISJOL,O,O,X,O,O,O
ZTISOLJ,O,O,X,X,O,X
ZTISOJL,O,O,X,O,O,X
ZTIOLJS,X,O,O,X,O,O
ZTIOLSJ,O,O,O,X,O,O
ZTIOJLS,X,X,O,O,O,O
ZTIOJSL,O,O,X,O,O,O
ZTIOSLJ,O,O,X,X,O,X
ZTIOSJL,O,O,X,O,O,O
ZTLIJSO,O,O,O,O,O,O
ZTLIJOS,X,X,X,O,O,O
ZTLISJO,O,O,O,X,O,O
ZTLISOJ,O,O,O,X,O,O
ZTLIOJS,O,X,O,X,O,X
ZTLIOSJ,O,O,O,X,O,O
ZTLJISO,O,O,O,O,O,O
ZTLJIOS,X,X,X,O,O,O
ZTLJSIO,O,O,O,O,O,O
ZTLJSOI,O,O,O,O,O,O
ZTLJOIS,X,X,X,O,O,O
ZTLJOSI,X,X,O,O,O,O
ZTLSIJO,O,O,O,X,O,O
ZTLSIOJ,O,O,O,X,O,O
ZTLSJIO,O,O,O,O,O,O
ZTLSJOI,O,O,O,O,O,O
ZTLSOIJ,O,O,O,X,O,O
ZTLSOJI,O,O,O,O,O,O
ZTLOIJS,O,X,O,X,O,O
ZTLOISJ,O,O,O,X,O,O
ZTLOJIS,O,X,O,O,O,O
ZTLOJSI,O,X,O,O,O,O
ZTLOSIJ,O,O,O,X,O,O
ZTLOSJI,O,O,O,O,O,O
ZTJILSO,X,O,O,O,X,O
ZTJILOS,X,X,X,O,X,O
ZTJISLO,X,O,X,O,O,O
ZTJISOL,X,O,X,O,O,O
ZTJIOLS,X,X,X,O,O,O
ZTJIOSL,X,O,X,O,O,O
ZTJLISO,X,O,O,O,O,O
ZTJLIOS,X,X,X,O,O,O
ZTJLSIO,X,O,O,O,O,O
ZTJLSOI,X,O,O,O,O,O
ZTJLOIS,X,X,X,O,O,O
ZTJLOSI,X,X,O,O,O,O
ZTJSILO,X,O,X,O,O,O
ZTJSIOL,X,O,X,O,O,O
ZTJSLIO,X,O,O,O,O,O
ZTJSLOI,X,X,O,O,O,O
ZTJSOIL,X,O,X,O,O,O
ZTJSOLI,X,X,X,O,O,O
ZTJOILS,X,X,X,O,O,O
ZTJOISL,X,O,X,O,O,O
ZTJOLIS,X,X,X,O,O,O
ZTJOLSI,X,X,O,O,O,O
ZTJOSIL,X,O,X,O,O,O
ZTJOSLI,X,O,X,O,O,O
ZTSILJO,O,O,X,X,O,X
ZTSILOJ,O,O,X,X,O,X
ZTSIJLO,O,O,X,O,O,O
ZTSIJOL,O,O,X,O,O,O
ZTSIOLJ,O,O,X,X,O,X
ZTSIOJL,O,O,X,O,O,X
ZTSLIJO,O,O,O,X,O,O
ZTSLIOJ,O,O,O,X,O,O
ZTSLJIO,O,O,O,O,O,O
ZTSLJOI,O,O,O,O,O,O
ZTSLOIJ,O,O,O,X,O,O
ZTSLOJI,O,O,O,O,O,O
ZTSJILO,O,O,X,O,O,O
ZTSJIOL,O,O,X,O,O,O
ZTSJLIO,O,O,O,O,O,O
ZTSJLOI,O,O,O,O,O,O
ZTSJOIL,O,O,X,O,O,O
ZTSJOLI,O,O,X,O,O,O
ZTSOILJ,O,O,X,X,O,X
ZTSOIJL,O,O,X,O,O,O
ZTSOLIJ,O,O,X,X,O,O
ZTSOLJI,O,O,X,O,O,O
ZTSOJIL,O,O,X,O,O,O
ZTSOJLI,O,O,X,O,O,O
ZTOILJS,X,O,O,X,O,O
ZTOILSJ,O,O,O,X,O,O
ZTOIJLS,X,X,O,O,O,O
ZTOIJSL,O,O,X,O,O,O
ZTOISLJ,O,O,X,X,O,X
ZTOISJL,O,O,X,O,O,O
ZTOLIJS,X,O,O,O,O,O
ZTOLISJ,O,O,O,X,O,O
ZTOLJIS,X,O,O,O,O,O
ZTOLJSI,X,O,O,O,O,O
ZTOLSIJ,O,O,O,X,O,O
ZTOLSJI,O,O,O,O,O,O
ZTOJILS,X,X,O,O,O,O
ZTOJISL,O,O,X,O,O,O
ZTOJLIS,X,X,O,O,O,O
ZTOJLSI,X,X,O,O,O,O
ZTOJSIL,O,O,X,O,O,O
ZTOJSLI,O,O,O,O,O,O
ZTOSILJ,O,O,X,X,O,X
ZTOSIJL,O,O,X,O,O,O
ZTOSLIJ,O,O,X,X,O,O
ZTOSLJI,O,O,O,O,O,O
ZTOSJIL,O,O,X,O,O,O
ZTOSJLI,O,O,O,O,O,O
ZITLJSO,O,O,O,X,O,O
ZITLJOS,X,X,X,X,O,O
ZITLSJO,O,O,O,X,O,O
ZITLSOJ,O,O,O,X,O,O
ZITLOJS,O,X,O,X,O,X
ZITLOSJ,O,O,O,X,O,O
ZITJLSO,X,O,O,O,X,O
ZITJLOS,X,X,X,O,X,O
ZITJSLO,X,O,X,O,O,O
ZITJSOL,X,O,X,O,O,O
ZITJOLS,X,X,X,O,O,O
ZITJOSL,X,O,X,O,O,O
ZITSLJO,O,O,X,X,O,X
ZITSLOJ,O,O,X,X,O,X
ZITSJLO,O,O,X,O,O,O
ZITSJOL,O,O,X,O,O,O
ZITSOLJ,O,O,X,X,O,X
ZITSOJL,O,O,X,O,O,X
ZITOLJS,X,O,O,X,O,O
ZITOLSJ,O,O,O,X,O,O
ZITOJLS,X,X,O,O,O,O
ZITOJSL,O,O,X,O,O,O
ZITOSLJ,O,O,X,X,O,X
ZITOSJL,O,O,X,O,O,O
ZILTJSO,O,O,O,X,X,O
ZILTJOS,X,X,X,X,X,O
ZILTSJO,O,O,O,X,O,O
ZILTSOJ,O,O,O,X,X,O
ZILTOJS,O,X,O,X,O,X
ZILTOSJ,O,O,O,X,O,O
ZILJTSO,O,O,X,X,X,O
ZILJTOS,X,X,X,X,X,O
ZILJSTO,O,O,O,X,X,O
ZILJSOT,O,O,O,X,X,O
ZILJOTS,X,X,O,X,X,O
ZILJOST,X,X,O,X,X,O
ZILSTJO,O,O,O,X,X,O
ZILSTOJ,O,O,O,X,X,O
ZILSJTO,O,O,O,X,O,O
ZILSJOT,O,O,O,X,X,O
ZILSOTJ,O,O,O,X,X,O
ZILSOJT,O,O,O,X,X,X
ZILOTJS,O,O,O,X,O,X
ZILOTSJ,O,O,O,X,O,O
ZILOJTS,O,O,O,X,O,X
ZILOJST,O,O,O,X,O,X
ZILOSTJ,O,O,O,X,X,O
ZILOSJT,O,O,O,X,O,X
ZIJTLSO,X,O,X,O,X,O
ZIJTLOS,X,X,X,O,X,O
ZIJTSLO,X,O,X,O,O,O
ZIJTSOL,X,O,X,O,O,O
ZIJTOLS,X,X,X,O,O,O
ZIJTOSL,X,O,X,O,O,O
ZIJLTSO,X,O,X,O,X,O
ZIJLTOS,X,X,X,O,X,O
ZIJLSTO,X,O,O,O,X,O
ZIJLSOT,X,O,O,O,X,O
ZIJLOTS,X,X,O,O,X,O
ZIJLOST,X,X,O,O,X,O
ZIJSTLO,X,O,X,O,O,O
ZIJSTOL,X,O,X,O,O,O
ZIJSLTO,X,O,X,O,O,O
ZIJSLOT,X,O,X,O,X,O
ZIJSOTL,X,O,X,O,O,O
ZIJSOLT,X,O,X,O,X,O
ZIJOTLS,X,X,O,O,O,O
ZIJOTSL,X,O,X,O,O,O
ZIJOLTS,X,O,O,O,O,O
ZIJOLST,X,O,O,O,O,O
ZIJOSTL,X,O,X,O,O,O
ZIJOSLT,X,O,O,O,O,O
ZISTLJO,O,O,X,X,O,X
ZISTLOJ,O,O,X,X,O,X
ZISTJLO,O,O,X,O,O,O
ZISTJOL,O,O,X,O,O,O
ZISTOLJ,O,O,X,X,O,X
ZISTOJL,O,O,X,O,O,X
ZISLTJO,O,O,O,X,X,X
ZISLTOJ,O,O,O,X,X,X
ZISLJTO,O,O,O,X,O,X
ZISLJOT,O,O,O,X,X,X
ZISLOTJ,O,O,O,X,X,X
ZISLOJT,O,O,O,X,X,X
ZISJTLO,O,O,X,O,O,O
ZISJTOL,O,O,X,O,O,O
ZISJLTO,O,O,X,O,O,O
ZISJLOT,O,O,X,O,X,X
ZISJOTL,O,O,X,O,O,O
ZISJOLT,O,O,X,O,X,X
ZISOTLJ,O,O,X,X,O,X
ZISOTJL,O,O,X,O,O,X
ZISOLTJ,O,O,O,X,X,X
ZISOLJT,O,O,O,X,O,X
ZISOJTL,O,O,X,O,O,X
ZISOJLT,O,O,O,O,O,X
ZIOTLJS,X,O,O,X,O,O
ZIOTLSJ,O,O,O,X,O,O
ZIOTJLS,X,X,O,O,O,O
ZIOTJSL,O,O,X,O,O,O
ZIOTSLJ,O,O,X,X,O,X
ZIOTSJL,O,O,X,O,O,O
ZIOLTJS,O,O,O,X,O,O
ZIOLTSJ,O,O,O,X,O,O
ZIOLJTS,O,O,O,X,O,O
ZIOLJST,O,O,O,X,O,O
ZIOLSTJ,O,O,O,X,X,O
ZIOLSJT,O,O,O,X,O,O
ZIOJTLS,X,X,O,O,O,O
ZIOJTSL,O,O,X,O,O,O
ZIOJLTS,X,O,O,O,O,O
ZIOJLST,X,O,O,O,O,O
ZIOJSTL,O,O,X,O,O,O
ZIOJSLT,O,O,O,O,O,O
ZIOSTLJ,O,O,X,X,O,X
ZIOSTJL,O,O,X,O,O,O
ZIOSLTJ,O,O,O,X,X,X
ZIOSLJT,O,O,O,X,O,X
ZIOSJTL,O,O,X,O,O,O
ZIOSJLT,O,O,O,O,O,O
ZLTIJSO,O,O,O,O,O,O
ZLTIJOS,X,X,X,O,O,O
ZLTISJO,O,O,O,X,O,O
ZLTISOJ,O,O,O,X,O,O
ZLTIOJS,O,X,O,X,O,X
ZLTIOSJ,O,O,O,X,O,O
ZLTJISO,O,O,O,O,O,O
ZLTJIOS,X,X,X,O,O,O
ZLTJSIO,O,O,O,O,O,O
ZLTJSOI,O,O,O,O,O,O
ZLTJOIS,X,X,X,O,O,O
ZLTJOSI,X,X,O,O,O,O
ZLTSIJO,O,O,O,X,O,O
ZLTSIOJ,O,O,O,X,O,O
ZLTSJIO,O,O,O,O,O,O
ZLTSJOI,O,O,O,O,O,O
ZLTSOIJ,O,O,O,X,O,O
ZLTSOJI,O,O,O,O,O,O
ZLTOIJS,O,X,O,X,O,O
ZLTOISJ,O,O,O,X,O,O
ZLTOJIS,O,X,O,O,O,O
ZLTOJSI,O,X,O,O,O,O
ZLTOSIJ,O,O,O,X,O,O
ZLTOSJI,O,O,O,O,O,O
ZLITJSO,O,O,O,O,X,O
ZLITJOS,X,X,X,O,X,O
ZLITSJO,O,O,O,X,O,O
ZLITSOJ,O,O,O,X,X,O
ZLITOJS,O,X,O,X,O,X
ZLITOSJ,O,O,O,X,O,O
ZLIJTSO,O,O,X,O,X,O
ZLIJTOS,X,X,X,O,X,O
ZLIJSTO,O,O,O,O,X,O
ZLIJSOT,O,O,O,O,X,O
ZLIJOTS,X,X,O,O,X,O
ZLIJOST,X,X,O,O,X,O
ZLISTJO,O,O,O,X,X,O
ZLISTOJ,O,O,O,X,X,O
ZLISJTO,O,O,O,X,O,O
ZLISJOT,O,O,O,X,X,O
ZLISOTJ,O,O,O,X,X,O
ZLISOJT,O,O,O,X,X,X
ZLIOTJS,O,O,O,X,O,X
ZLIOTSJ,O,O,O,X,O,O
ZLIOJTS,O,O,O,X,O,X
ZLIOJST,O,O,O,X,O,X
ZLIOSTJ,O,O,O,X,X,O
ZLIOSJT,O,O,O,X,O,X
ZLJTISO,O,O,O,O,X,O
ZLJTIOS,X,X,X,O,X,O
ZLJTSIO,O,O,O,O,X,O
ZLJTSOI,O,O,O,O,X,O
ZLJTOIS,X,X,X,O,X,O
ZLJTOSI,X,X,O,O,X,O
ZLJITSO,O,O,X,O,X,O
ZLJITOS,X,X,X,O,X,O
ZLJISTO,O,O,O,O,X,O
ZLJISOT,O,O,O,O,X,O
ZLJIOTS,X,X,O,O,X,O
ZLJIOST,X,X,O,O,X,O
ZLJSTIO,O,O,O,O,X,O
ZLJSTOI,O,O,O,O,X,O
ZLJSITO,O,O,O,O,X,O
ZLJSIOT,O,O,O,O,X,O
ZLJSOTI,O,O,O,O,X,O
ZLJSOIT,O,O,O,O,X,O
ZLJOTIS,X,X,O,O,X,O
ZLJOTSI,X,X,O,O,X,O
ZLJOITS,X,X,O,O,X,O
ZLJOIST,X,X,O,O,X,O
ZLJOSTI,X,X,O,O,X,O
ZLJOSIT,X,X,O,O,X,O
ZLSTIJO,O,O,O,X,O,O
ZLSTIOJ,O,O,O,X,O,O
ZLSTJIO,O,O,O,O,O,O
ZLSTJOI,O,O,O,O,O,O
ZLSTOIJ,O,O,O,X,O,O
ZLSTOJI,O,O,O,O,O,O
ZLSITJO,O,O,O,X,X,O
ZLSITOJ,O,O,O,X,X,O
ZLSIJTO,O,O,O,X,O,O
ZLSIJOT,O,O,O,X,X,O
ZLSIOTJ,O,O,O,X,X,O
ZLSIOJT,O,O,O,X,X,X
ZLSJTIO,O,O,O,O,O,O
ZLSJTOI,O,O,O,O,O,O
ZLSJITO,O,O,O,O,O,O
ZLSJIOT,O,O,O,O,X,O
ZLSJOTI,O,O,O,O,X,O
ZLSJOIT,O,O,O,O,X,O
ZLSOTIJ,O,O,O,X,X,O
ZLSOTJI,O,O,O,O,X,O
ZLSOITJ,O,O,O,X,X,O
ZLSOIJT,O,O,O,X,X,X
ZLSOJTI,O,O,O,O,X,O
ZLSOJIT,O,O,O,O,X,O
ZLOTIJS,O,O,O,X,O,O
ZLOTISJ,O,O,O,X,O,O
ZLOTJIS,O,O,O,O,O,O
ZLOTJSI,O,O,O,O,O,O
ZLOTSIJ,O,O,O,X,O,O
ZLOTSJI,O,O,O,O,O,O
ZLOITJS,O,O,O,X,O,O
ZLOITSJ,O,O,O,X,O,O
ZLOIJTS,O,O,O,X,O,O
ZLOIJST,O,O,O,X,O,O
ZLOISTJ,O,O,O,X,X,O
ZLOISJT,O,O,O,X,O,O
ZLOJTIS,O,O,O,O,O,O
ZLOJTSI,O,O,O,O,O,O
ZLOJITS,O,O,O,O,O,O
ZLOJIST,O,O,O,O,O,O
ZLOJSTI,O,O,O,O,O,O
ZLOJSIT,O,O,O,O,O,O
ZLOSTIJ,O,O,O,X,O,O
ZLOSTJI,O,O,O,O,O,O
ZLOSITJ,O,O,O,X,X,O
ZLOSIJT,O,O,O,X,O,O
ZLOSJTI,O,O,O,O,O,O
ZLOSJIT,O,O,O,O,O,O
ZJTILSO,X,O,O,O,X,O
ZJTILOS,X,X,X,O,X,O
ZJTISLO,X,O,X,O,O,O
ZJTISOL,X,O,X,O,O,O
ZJTIOLS,X,X,X,O,O,O
ZJTIOSL,X,O,X,O,O,O
ZJTLISO,X,O,O,O,O,O
ZJTLIOS,X,X,X,O,O,O
ZJTLSIO,X,O,O,O,O,O
ZJTLSOI,X,O,O,O,O,O
ZJTLOIS,X,X,X,O,O,O
ZJTLOSI,X,X,O,O,O,O
ZJTSILO,X,O,X,O,O,O
ZJTSIOL,X,O,X,O,O,O
ZJTSLIO,X,O,O,O,O,O
ZJTSLOI,X,X,O,O,O,O
ZJTSOIL,X,O,X,O,O,O
ZJTSOLI,X,X,X,O,O,O
ZJTOILS,X,X,X,O,O,O
ZJTOISL,X,O,X,O,O,O
ZJTOLIS,X,X,X,O,O,O
ZJTOLSI,X,X,O,O,O,O
ZJTOSIL,X,O,X,O,O,O
ZJTOSLI,X,O,X,O,O,O
ZJITLSO,X,O,X,O,X,O
ZJITLOS,X,X,X,O,X,O
ZJITSLO,X,O,X,O,O,O
ZJITSOL,X,O,X,O,O,O
ZJITOLS,X,X,X,O,O,O
ZJITOSL,X,O,X,O,O,O
ZJILTSO,X,O,X,O,X,O
ZJILTOS,X,X,X,O,X,O
ZJILSTO,X,O,O,O,X,O
ZJILSOT,X,O,O,O,X,O
ZJILOTS,X,X,O,O,X,O
ZJILOST,X,X,O,O,X,O
ZJISTLO,X,O,X,O,O,O
ZJISTOL,X,O,X,O,O,O
ZJISLTO,X,O,X,O,O,O
ZJISLOT,X,O,X,O,X,O
ZJISOTL,X,O,X,O,O,O
ZJISOLT,X,O,X,O,X,O
ZJIOTLS,X,X,O,O,O,O
ZJIOTSL,X,O,X,O,O,O
ZJIOLTS,X,O,O,O,O,O
ZJIOLST,X,O,O,O,O,O
ZJIOSTL,X,O,X,O,O,O
ZJIOSLT,X,O,O,O,O,O
ZJLTISO,X,O,O,O,X,O
ZJLTIOS,X,X,X,O,X,O
ZJLTSIO,X,O,O,O,X,O
ZJLTSOI,X,O,O,O,X,O
ZJLTOIS,X,X,X,O,X,O
ZJLTOSI,X,X,O,O,X,O
ZJLITSO,X,O,X,O,X,O
ZJLITOS,X,X,X,O,X,O
ZJLISTO,X,O,O,O,X,O
ZJLISOT,X,O,O,O,X,O
ZJLIOTS,X,X,O,O,X,O
ZJLIOST,X,X,O,O,X,O
ZJLSTIO,X,O,O,O,X,O
ZJLSTOI,X,O,O,O,X,O
ZJLSITO,X,O,O,O,X,O
ZJLSIOT,X,O,O,O,X,O
ZJLSOTI,X,O,O,O,X,O
ZJLSOIT,X,O,O,O,X,O
ZJLOTIS,X,X,O,O,X,O
ZJLOTSI,X,X,O,O,X,O
ZJLOITS,X,X,O,O,X,O
ZJLOIST,X,X,O,O,X,O
ZJLOSTI,X,X,O,O,X,O
ZJLOSIT,X,X,O,O,X,O
ZJSTILO,X,O,X,O,O,O
ZJSTIOL,X,O,X,O,O,O
ZJSTLIO,X,O,X,O,O,O
ZJSTLOI,X,O,X,O,O,O
ZJSTOIL,X,O,X,O,O,O
ZJSTOLI,X,O,X,O,O,O
ZJSITLO,X,O,X,O,O,O
ZJSITOL,X,O,X,O,O,O
ZJSILTO,X,O,X,O,O,O
ZJSILOT,X,O,X,O,X,O
ZJSIOTL,X,O,X,O,O,O
ZJSIOLT,X,O,X,O,X,O
ZJSLTIO,X,O,X,O,O,O
ZJSLTOI,X,O,X,O,O,O
ZJSLITO,X,O,X,O,O,O
ZJSLIOT,X,O,X,O,X,O
ZJSLOTI,X,O,X,O,X,O
ZJSLOIT,X,O,X,O,X,O
ZJSOTIL,X,O,X,O,O,O
ZJSOTLI,X,O,X,O,O,O
ZJSOITL,X,O,X,O,O,O
ZJSOILT,X,O,X,O,X,O
ZJSOLTI,X,O,X,O,X,O
ZJSOLIT,X,O,X,O,X,O
ZJOTILS,X,X,O,O,O,O
ZJOTISL,X,O,X,O,O,O
ZJOTLIS,X,X,O,O,O,O
ZJOTLSI,X,X,O,O,O,O
ZJOTSIL,X,O,X,O,O,O
ZJOTSLI,X,O,O,O,O,O
ZJOITLS,X,X,O,O,O,O
ZJOITSL,X,O,X,O,O,O
ZJOILTS,X,O,O,O,O,O
ZJOILST,X,O,O,O,O,O
ZJOISTL,X,O,X,O,O,O
ZJOISLT,X,O,O,O,O,O
ZJOLTIS,X,O,O,O,O,O
ZJOLTSI,X,O,O,O,O,O
