sequence,v115@IhB8GeC8FeE8DeB8Jei/IvhFRhBGjBzlB8sB3rBFsB,v115@IhB8GeC8FeE8DeB8Jei/IvhFGhBcoBzlBXnBlnBxwB,v115@IhB8GeC8FeE8DeB8Jei/IvhFzgBRiBcoBFrBXsBGsB,v115@IhB8GeC8FeE8DeB8Jei/IvhFxhBTjB1sBGrBfrBUsB,v115@IhB8GeC8FeE8DeB8Jei/IvhFFhBTjBfrBRsB8rB+sB,v115@IhB8GeC8FeE8DeB8Jei/IvhFzgBGjB8sBRrBFsB3rB
ZSTILJO,X,X,O,X,O,X
ZSTILOJ,X,X,O,X,O,X
ZSTIJLO,X,X,O,X,O,X
ZSTIJOL,X,X,O,X,O,X
ZSTIOLJ,X,X,O,X,O,X
ZSTIOJL,X,X,O,X,O,X
ZSTLIJO,X,X,O,X,O,X
ZSTLIOJ,X,X,O,X,O,X
ZSTLJIO,X,X,O,X,X,X
ZSTLJOI,O,X,O,X,X,X
ZSTLOIJ,O,X,O,X,X,X
ZSTLOJI,O,X,O,X,X,X
ZSTJILO,X,X,O,X,X,X
ZSTJIOL,X,X,O,X,X,X
ZSTJLIO,X,X,O,X,X,X
ZSTJLOI,O,X,O,X,X,X
ZSTJOIL,O,X,O,X,X,X
ZSTJOLI,O,X,O,X,X,X
ZSTOILJ,O,X,O,X,X,X
ZSTOIJL,O,X,O,X,X,X
ZSTOLIJ,O,X,O,X,X,X
ZSTOLJI,O,X,O,X,X,X
ZSTOJIL,O,X,O,X,X,X
ZSTOJLI,O,X,O,X,X,X
ZSITLJO,X,X,O,X,O,O
ZSITLOJ,X,O,O,X,O,O
ZSITJLO,X,X,O,X,O,O
ZSITJOL,X,X,O,X,O,O
ZSITOLJ,X,O,O,X,O,O
ZSITOJL,X,O,O,X,O,O
ZSILTJO,X,X,O,X,O,O
ZSILTOJ,X,O,O,X,O,O
ZSILJTO,X,X,O,X,O,O
ZSILJOT,O,O,X,X,O,O
ZSILOTJ,O,O,O,X,O,O
ZSILOJT,O,O,X,X,O,O
ZSIJTLO,X,X,O,X,O,O
ZSIJTOL,X,X,O,X,O,O
ZSIJLTO,X,X,O,X,O,O
ZSIJLOT,O,O,X,X,O,O
ZSIJOTL,O,O,X,X,O,O
ZSIJOLT,O,O,X,X,O,O
ZSIOTLJ,O,O,O,X,O,O
ZSIOTJL,O,O,O,X,O,O
ZSIOLTJ,O,O,O,X,O,O
ZSIOLJT,O,O,X,X,O,O
ZSIOJTL,O,O,X,X,O,O
ZSIOJLT,O,O,X,X,O,O
ZSLTIJO,X,X,O,X,O,X
ZSLTIOJ,X,X,O,X,O,X
ZSLTJIO,X,X,O,X,X,X
ZSLTJOI,O,X,O,X,X,X
ZSLTOIJ,O,X,O,X,X,X
ZSLTOJI,O,X,O,X,X,X
ZSLITJO,X,X,O,X,O,O
ZSLITOJ,X,O,O,X,O,O
ZSLIJTO,X,X,O,X,O,O
ZSLIJOT,O,O,X,X,O,O
ZSLIOTJ,O,O,O,X,O,O
ZSLIOJT,O,O,X,X,O,O
ZSLJTIO,X,X,O,X,X,X
ZSLJTOI,O,X,O,X,X,X
ZSLJITO,X,X,O,X,X,O
ZSLJIOT,O,X,X,X,X,O
ZSLJOTI,O,X,X,X,X,X
ZSLJOIT,O,X,X,X,X,X
ZSLOTIJ,O,X,O,X,X,X
ZSLOTJI,O,X,O,X,X,X
ZSLOITJ,O,O,O,X,X,X
ZSLOIJT,O,O,X,X,O,X
ZSLOJTI,O,X,X,X,X,X
ZSLOJIT,O,O,X,X,X,X
ZSJTILO,X,X,O,X,X,X
ZSJTIOL,X,X,O,X,X,X
ZSJTLIO,X,X,O,X,X,X
ZSJTLOI,O,X,O,X,X,X
ZSJTOIL,O,X,O,X,X,X
ZSJTOLI,O,X,O,X,X,X
ZSJITLO,X,X,O,X,X,O
ZSJITOL,X,X,O,X,X,O
ZSJILTO,X,X,O,X,X,O
ZSJILOT,O,X,X,X,X,O
ZSJIOTL,O,X,X,X,X,O
ZSJIOLT,O,X,X,X,X,O
ZSJLTIO,X,X,O,X,X,X
ZSJLTOI,O,X,O,X,X,X
ZSJLITO,X,X,O,X,X,O
ZSJLIOT,O,X,X,X,X,O
ZSJLOTI,O,X,X,X,X,X
ZSJLOIT,O,X,X,X,X,X
ZSJOTIL,O,X,X,X,X,X
ZSJOTLI,O,X,X,X,X,X
ZSJOITL,O,X,X,X,X,X
ZSJOILT,O,X,X,X,X,X
ZSJOLTI,O,X,X,X,X,X
ZSJOLIT,O,X,X,X,X,X
ZSOTILJ,O,X,O,X,X,X
ZSOTIJL,O,X,O,X,X,X
ZSOTLIJ,O,X,O,X,X,X
ZSOTLJI,O,X,O,X,X,X
ZSOTJIL,O,X,O,X,X,X
ZSOTJLI,O,X,O,X,X,X
ZSOITLJ,O,O,O,X,X,X
ZSOITJL,O,O,O,X,X,X
ZSOILTJ,O,O,O,X,X,X
ZSOILJT,O,O,X,X,O,X
ZSOIJTL,O,O,X,X,O,X
ZSOIJLT,O,O,X,X,O,X
ZSOLTIJ,O,X,O,X,X,X
ZSOLTJI,O,X,O,X,X,X
ZSOLITJ,O,O,O,X,X,X
ZSOLIJT,O,O,X,X,O,X
ZSOLJTI,O,X,X,X,X,X
ZSOLJIT,O,O,X,X,X,X
ZSOJTIL,O,X,X,X,X,X
ZSOJTLI,O,X,X,X,X,X
ZSOJITL,O,O,X,X,X,X
ZSOJILT,O,O,X,X,X,X
ZSOJLTI,O,X,X,X,X,X
ZSOJLIT,O,O,X,X,X,X
ZOTILJS,O,O,O,X,X,X
ZOTILSJ,X,O,O,X,X,X
ZOTIJLS,O,O,O,X,X,X
ZOTIJSL,X,O,X,X,X,X
ZOTISLJ,X,O,O,X,X,X
ZOTISJL,X,O,O,X,X,X
ZOTLIJS,O,O,O,X,X,X
ZOTLISJ,X,O,O,X,X,X
ZOTLJIS,O,O,O,O,X,X
ZOTLJSI,O,X,O,O,X,X
ZOTLSIJ,O,X,O,X,X,X
ZOTLSJI,O,X,O,X,X,X
ZOTJILS,O,O,O,O,X,X
ZOTJISL,X,O,X,O,X,X
ZOTJLIS,O,O,O,O,X,X
ZOTJLSI,O,X,O,O,X,X
ZOTJSIL,O,X,O,O,X,X
ZOTJSLI,O,X,O,O,X,X
ZOTSILJ,O,X,O,X,X,X
ZOTSIJL,O,X,O,X,X,X
ZOTSLIJ,O,X,O,X,X,X
ZOTSLJI,O,X,O,X,X,X
ZOTSJIL,O,X,O,X,X,X
ZOTSJLI,O,X,O,X,X,X
ZOITLJS,O,O,O,X,X,O
ZOITLSJ,X,O,O,X,X,O
ZOITJLS,O,O,O,X,X,O
ZOITJSL,X,O,X,X,X,O
ZOITSLJ,X,O,O,X,X,O
ZOITSJL,X,O,X,X,X,O
ZOILTJS,O,O,O,X,X,O
ZOILTSJ,X,O,O,X,X,O
ZOILJTS,O,O,X,X,X,O
ZOILJST,O,O,X,X,X,O
ZOILSTJ,O,O,O,X,X,O
ZOILSJT,O,O,X,X,O,O
ZOIJTLS,O,O,X,X,X,O
ZOIJTSL,X,O,X,X,X,O
ZOIJLTS,O,O,X,X,X,O
ZOIJLST,O,O,X,X,X,O
ZOIJSTL,O,O,X,X,X,O
ZOIJSLT,O,O,X,X,X,O
ZOISTLJ,O,O,O,X,X,O
ZOISTJL,O,O,O,X,X,O
ZOISLTJ,O,O,O,X,X,O
ZOISLJT,O,O,X,X,O,O
ZOISJTL,O,O,X,X,O,O
ZOISJLT,O,O,X,X,O,O
ZOLTIJS,O,O,O,X,X,X
ZOLTISJ,X,O,O,X,X,X
ZOLTJIS,O,O,O,O,X,X
ZOLTJSI,O,X,O,O,X,X
ZOLTSIJ,O,X,O,X,X,X
ZOLTSJI,O,X,O,X,X,X
ZOLITJS,O,O,O,X,X,O
ZOLITSJ,X,O,O,X,X,O
ZOLIJTS,O,O,X,X,X,O
ZOLIJST,O,O,X,X,X,O
ZOLISTJ,O,O,O,X,X,O
ZOLISJT,O,O,X,X,O,O
ZOLJTIS,O,O,X,O,X,X
ZOLJTSI,O,X,X,O,X,X
ZOLJITS,O,O,X,X,X,O
ZOLJIST,O,O,X,X,X,O
ZOLJSTI,O,X,X,X,X,X
ZOLJSIT,O,O,X,X,X,X
ZOLSTIJ,O,X,O,X,X,X
ZOLSTJI,O,X,O,X,X,X
ZOLSITJ,O,O,O,X,X,X
ZOLSIJT,O,O,X,X,O,X
ZOLSJTI,O,X,X,X,X,X
ZOLSJIT,O,O,X,X,X,X
ZOJTILS,O,O,X,O,X,X
ZOJTISL,X,O,X,O,X,X
ZOJTLIS,O,O,X,O,X,X
ZOJTLSI,O,X,X,O,X,X
ZOJTSIL,O,X,X,O,X,X
ZOJTSLI,O,X,X,O,X,X
ZOJITLS,O,O,X,X,X,O
ZOJITSL,X,O,X,X,X,O
ZOJILTS,O,O,X,X,X,O
ZOJILST,O,O,X,X,X,O
ZOJISTL,O,O,X,X,X,O
ZOJISLT,O,O,X,X,X,O
ZOJLTIS,O,O,X,O,X,X
ZOJLTSI,O,X,X,O,X,X
ZOJLITS,O,O,X,X,X,O
ZOJLIST,O,O,X,X,X,O
ZOJLSTI,O,X,X,X,X,X
ZOJLSIT,O,O,X,X,X,X
ZOJSTIL,O,X,X,X,X,X
ZOJSTLI,O,X,X,X,X,X
ZOJSITL,O,O,X,X,X,X
ZOJSILT,O,O,X,X,X,X
ZOJSLTI,O,X,X,X,X,X
ZOJSLIT,O,O,X,X,X,X
ZOSTILJ,O,X,O,X,X,X
ZOSTIJL,O,X,O,X,X,X
ZOSTLIJ,O,X,O,X,X,X
ZOSTLJI,O,X,O,X,X,X
ZOSTJIL,O,X,O,X,X,X
ZOSTJLI,O,X,O,X,X,X
ZOSITLJ,O,O,O,X,X,X
ZOSITJL,O,O,O,X,X,X
ZOSILTJ,O,O,O,X,X,X
ZOSILJT,O,O,X,X,O,X
ZOSIJTL,O,O,X,X,O,X
ZOSIJLT,O,O,X,X,O,X
ZOSLTIJ,O,X,O,X,X,X
ZOSLTJI,O,X,O,X,X,X
ZOSLITJ,O,O,O,X,X,X
ZOSLIJT,O,O,X,X,O,X
ZOSLJTI,O,X,X,X,X,X
ZOSLJIT,O,O,X,X,X,X
ZOSJTIL,O,X,X,X,X,X
ZOSJTLI,O,X,X,X,X,X
ZOSJITL,O,O,X,X,X,X
ZOSJILT,O,O,X,X,X,X
ZOSJLTI,O,X,X,X,X,X
ZOSJLIT,O,O,X,X,X,X
OTILJSZ,O,O,X,O,X,X
OTILJZS,O,O,X,O,X,X
OTILSJZ,O,O,X,X,O,X
OTILSZJ,O,O,O,X,X,X
OTILZJS,O,O,O,X,X,X
OTILZSJ,X,O,O,X,X,X
OTIJLSZ,O,O,X,O,X,X
OTIJLZS,O,O,X,O,X,X
OTIJSLZ,X,O,X,O,X,X
OTIJSZL,X,O,X,O,X,X
OTIJZLS,X,O,X,O,X,X
OTIJZSL,X,O,X,O,X,X
OTISLJZ,O,O,X,X,O,X
OTISLZJ,O,O,O,X,X,X
OTISJLZ,O,O,X,X,O,X
OTISJZL,X,O,X,X,O,X
OTISZLJ,O,O,O,X,X,X
OTISZJL,O,O,O,X,X,X
OTIZLJS,O,O,O,X,X,X
OTIZLSJ,X,O,O,X,X,X
OTIZJLS,O,O,O,X,X,X
OTIZJSL,X,O,X,X,X,X
OTIZSLJ,X,O,O,X,X,X
OTIZSJL,X,O,O,X,X,X
OTLIJSZ,O,O,X,O,X,X
OTLIJZS,O,O,X,O,X,X
OTLISJZ,O,O,X,X,O,X
OTLISZJ,O,O,O,X,X,X
OTLIZJS,O,O,O,X,X,X
OTLIZSJ,X,O,O,X,X,X
OTLJISZ,O,O,X,O,X,X
OTLJIZS,O,O,X,O,X,X
OTLJSIZ,O,X,X,O,X,X
OTLJSZI,X,X,O,O,X,X
OTLJZIS,O,O,O,O,X,X
OTLJZSI,O,X,O,O,X,X
OTLSIJZ,O,X,X,X,O,X
OTLSIZJ,O,X,O,X,X,X
OTLSJIZ,O,X,X,O,X,X
OTLSJZI,X,X,O,O,X,X
OTLSZIJ,O,X,O,X,X,X
OTLSZJI,O,X,O,X,X,X
OTLZIJS,O,O,O,X,X,X
OTLZISJ,X,O,O,X,X,X
OTLZJIS,O,O,O,O,X,X
OTLZJSI,O,X,O,O,X,X
OTLZSIJ,O,X,O,X,X,X
OTLZSJI,O,X,O,X,X,X
OTJILSZ,O,O,X,O,X,X
OTJILZS,O,O,X,O,X,X
OTJISLZ,X,O,X,O,X,X
OTJISZL,X,O,X,O,X,X
OTJIZLS,X,O,X,O,X,X
OTJIZSL,X,O,X,O,X,X
OTJLISZ,O,O,X,O,X,X
OTJLIZS,O,O,X,O,X,X
OTJLSIZ,O,X,X,O,X,X
OTJLSZI,X,X,O,O,X,X
OTJLZIS,O,O,O,O,X,X
OTJLZSI,O,X,O,O,X,X
OTJSILZ,O,X,X,O,X,X
OTJSIZL,X,X,X,O,X,X
OTJSLIZ,O,X,X,O,X,X
OTJSLZI,X,X,O,O,X,X
OTJSZIL,X,X,O,O,X,X
OTJSZLI,X,X,O,O,X,X
OTJZILS,O,O,O,O,X,X
OTJZISL,X,O,X,O,X,X
OTJZLIS,O,O,O,O,X,X
OTJZLSI,O,X,O,O,X,X
OTJZSIL,O,X,O,O,X,X
OTJZSLI,O,X,O,O,X,X
OTSILJZ,O,X,X,X,O,X
OTSILZJ,O,X,O,X,X,X
OTSIJLZ,O,X,X,X,O,X
OTSIJZL,X,X,X,X,O,X
OTSIZLJ,O,X,O,X,X,X
OTSIZJL,O,X,O,X,X,X
OTSLIJZ,O,X,X,X,O,X
OTSLIZJ,O,X,O,X,X,X
OTSLJIZ,O,X,X,O,X,X
OTSLJZI,X,X,O,O,X,X
OTSLZIJ,O,X,O,X,X,X
OTSLZJI,O,X,O,X,X,X
OTSJILZ,O,X,X,O,X,X
OTSJIZL,X,X,X,O,X,X
OTSJLIZ,O,X,X,O,X,X
OTSJLZI,X,X,O,O,X,X
OTSJZIL,X,X,O,O,X,X
OTSJZLI,X,X,O,O,X,X
OTSZILJ,O,X,O,X,X,X
OTSZIJL,O,X,O,X,X,X
OTSZLIJ,O,X,O,X,X,X
OTSZLJI,O,X,O,X,X,X
OTSZJIL,O,X,O,X,X,X
OTSZJLI,O,X,O,X,X,X
OTZILJS,O,O,O,X,X,X
OTZILSJ,X,O,O,X,X,X
OTZIJLS,O,O,O,X,X,X
OTZIJSL,X,O,X,X,X,X
OTZISLJ,X,O,O,X,X,X
OTZISJL,X,O,O,X,X,X
OTZLIJS,O,O,O,X,X,X
OTZLISJ,X,O,O,X,X,X
OTZLJIS,O,O,O,O,X,X
OTZLJSI,O,X,O,O,X,X
OTZLSIJ,O,X,O,X,X,X
OTZLSJI,O,X,O,X,X,X
OTZJILS,O,O,O,O,X,X
OTZJISL,X,O,X,O,X,X
OTZJLIS,O,O,O,O,X,X
OTZJLSI,O,X,O,O,X,X
OTZJSIL,O,X,O,O,X,X
OTZJSLI,O,X,O,O,X,X
OTZSILJ,O,X,O,X,X,X
OTZSIJL,O,X,O,X,X,X
OTZSLIJ,O,X,O,X,X,X
OTZSLJI,O,X,O,X,X,X
OTZSJIL,O,X,O,X,X,X
OTZSJLI,O,X,O,X,X,X
OITLJSZ,O,O,X,O,X,X
OITLJZS,O,O,X,O,X,X
OITLSJZ,O,O,X,X,O,X
OITLSZJ,O,O,X,X,X,X
OITLZJS,O,O,X,X,X,O
OITLZSJ,X,O,X,X,X,O
OITJLSZ,O,O,X,O,X,X
OITJLZS,O,O,X,O,X,X
OITJSLZ,X,O,X,O,X,X
OITJSZL,X,O,X,O,X,X
OITJZLS,X,O,X,O,X,X
OITJZSL,X,O,X,O,X,X
OITSLJZ,O,O,X,X,O,X
OITSLZJ,O,O,X,X,X,X
OITSJLZ,O,O,X,X,O,X
OITSJZL,X,O,X,X,O,X
OITSZLJ,O,O,X,X,X,X
OITSZJL,O,O,X,X,X,X
OITZLJS,O,O,X,X,X,O
OITZLSJ,X,O,X,X,X,O
OITZJLS,O,O,X,X,X,O
OITZJSL,X,O,X,X,X,O
OITZSLJ,X,O,X,X,X,O
OITZSJL,X,O,X,X,X,O
OILTJSZ,O,O,X,O,X,X
OILTJZS,O,O,X,O,X,X
OILTSJZ,O,O,X,X,O,X
OILTSZJ,O,O,X,X,X,X
OILTZJS,O,O,X,X,X,O
OILTZSJ,X,O,X,X,X,O
OILJTSZ,O,O,X,O,X,X
OILJTZS,O,O,X,O,X,X
OILJSTZ,O,O,X,X,O,X
OILJSZT,O,O,X,X,O,X
OILJZTS,O,O,X,X,X,O
OILJZST,O,O,X,X,X,O
OILSTJZ,O,O,X,X,O,X
OILSTZJ,O,O,X,X,O,X
OILSJTZ,O,O,X,X,O,X
OILSJZT,O,O,X,X,O,X
OILSZTJ,O,O,X,X,O,O
OILSZJT,O,O,X,X,O,O
OILZTJS,O,O,X,X,X,O
OILZTSJ,X,O,X,X,X,O
OILZJTS,O,O,X,X,X,O
OILZJST,O,O,X,X,X,O
OILZSTJ,O,O,X,X,X,O
OILZSJT,O,O,X,X,O,O
OIJTLSZ,O,O,X,O,X,X
OIJTLZS,O,O,X,O,X,X
OIJTSLZ,X,O,X,O,X,X
OIJTSZL,X,O,X,O,X,X
OIJTZLS,X,O,X,O,X,X
OIJTZSL,X,O,X,O,X,X
OIJLTSZ,O,O,X,O,X,X
OIJLTZS,O,O,X,O,X,X
OIJLSTZ,O,O,X,X,O,X
OIJLSZT,O,O,X,X,O,X
OIJLZTS,O,O,X,X,X,O
OIJLZST,O,O,X,X,X,O
OIJSTLZ,O,O,X,X,O,X
OIJSTZL,X,O,X,X,O,X
OIJSLTZ,O,O,X,X,O,X
OIJSLZT,O,O,X,X,O,X
OIJSZTL,O,O,X,X,O,X
OIJSZLT,O,O,X,X,O,X
OIJZTLS,O,O,X,X,X,O
OIJZTSL,X,O,X,X,X,O
OIJZLTS,O,O,X,X,X,O
OIJZLST,O,O,X,X,X,O
OIJZSTL,O,O,X,X,X,O
OIJZSLT,O,O,X,X,X,O
OISTLJZ,O,O,X,X,O,X
OISTLZJ,O,O,X,X,O,X
OISTJLZ,O,O,X,X,O,X
OISTJZL,X,O,X,X,O,X
OISTZLJ,O,O,X,X,O,X
OISTZJL,O,O,X,X,O,X
OISLTJZ,O,O,X,X,O,X
OISLTZJ,O,O,X,X,O,X
OISLJTZ,O,O,X,X,O,X
OISLJZT,O,O,X,X,O,X
OISLZTJ,O,O,X,X,O,O
OISLZJT,O,O,X,X,O,O
OISJTLZ,O,O,X,X,O,X
OISJTZL,X,O,X,X,O,X
OISJLTZ,O,O,X,X,O,X
OISJLZT,O,O,X,X,O,X
OISJZTL,O,O,X,X,O,X
OISJZLT,O,O,X,X,O,X
OISZTLJ,O,O,X,X,O,O
OISZTJL,O,O,X,X,O,O
OISZLTJ,O,O,X,X,O,O
OISZLJT,O,O,X,X,O,O
OISZJTL,O,O,X,X,O,O
OISZJLT,O,O,X,X,O,O
OIZTLJS,O,O,X,X,X,O
OIZTLSJ,X,O,X,X,X,O
OIZTJLS,O,O,X,X,X,O
OIZTJSL,X,O,X,X,X,O
OIZTSLJ,X,O,X,X,X,O
OIZTSJL,X,O,X,X,X,O
OIZLTJS,O,O,X,X,X,O
OIZLTSJ,X,O,X,X,X,O
OIZLJTS,O,O,X,X,X,O
OIZLJST,O,O,X,X,X,O
OIZLSTJ,O,O,X,X,X,O
OIZLSJT,O,O,X,X,O,O
OIZJTLS,O,O,X,X,X,O
OIZJTSL,X,O,X,X,X,O
OIZJLTS,O,O,X,X,X,O
OIZJLST,O,O,X,X,X,O
OIZJSTL,O,O,X,X,X,O
OIZJSLT,O,O,X,X,X,O
OIZSTLJ,O,O,X,X,X,O
OIZSTJL,O,O,X,X,X,O
OIZSLTJ,O,O,X,X,X,O
OIZSLJT,O,O,X,X,O,O
OIZSJTL,O,O,X,X,O,O
OIZSJLT,O,O,X,X,O,O
OLTIJSZ,O,O,X,O,X,X
OLTIJZS,O,O,X,O,X,X
OLTISJZ,O,O,X,X,O,X
OLTISZJ,O,O,O,X,X,X
OLTIZJS,O,O,O,X,X,X
OLTIZSJ,X,O,O,X,X,X
OLTJISZ,O,O,X,O,X,X
OLTJIZS,O,O,X,O,X,X
OLTJSIZ,O,X,X,O,X,X
OLTJSZI,X,X,O,O,X,X
OLTJZIS,O,O,O,O,X,X
OLTJZSI,O,X,O,O,X,X
OLTSIJZ,O,X,X,X,O,X
OLTSIZJ,O,X,O,X,X,X
OLTSJIZ,O,X,X,O,X,X
OLTSJZI,X,X,O,O,X,X
OLTSZIJ,O,X,O,X,X,X
OLTSZJI,O,X,O,X,X,X
OLTZIJS,O,O,O,X,X,X
OLTZISJ,X,O,O,X,X,X
OLTZJIS,O,O,O,O,X,X
OLTZJSI,O,X,O,O,X,X
OLTZSIJ,O,X,O,X,X,X
OLTZSJI,O,X,O,X,X,X
OLITJSZ,O,O,X,O,X,X
OLITJZS,O,O,X,O,X,X
OLITSJZ,O,O,X,X,O,X
OLITSZJ,O,O,X,X,X,X
OLITZJS,O,O,X,X,X,O
OLITZSJ,X,O,X,X,X,O
OLIJTSZ,O,O,X,O,X,X
OLIJTZS,O,O,X,O,X,X
OLIJSTZ,O,O,X,X,O,X
OLIJSZT,O,O,X,X,O,X
OLIJZTS,O,O,X,X,X,O
OLIJZST,O,O,X,X,X,O
OLISTJZ,O,O,X,X,O,X
OLISTZJ,O,O,X,X,O,X
OLISJTZ,O,O,X,X,O,X
OLISJZT,O,O,X,X,O,X
OLISZTJ,O,O,X,X,O,O
OLISZJT,O,O,X,X,O,O
OLIZTJS,O,O,X,X,X,O
OLIZTSJ,X,O,X,X,X,O
OLIZJTS,O,O,X,X,X,O
OLIZJST,O,O,X,X,X,O
OLIZSTJ,O,O,X,X,X,O
OLIZSJT,O,O,X,X,O,O
OLJTISZ,O,O,X,O,X,X
OLJTIZS,O,O,X,O,X,X
OLJTSIZ,O,X,X,O,X,X
OLJTSZI,X,X,X,O,X,X
OLJTZIS,O,O,X,O,X,X
OLJTZSI,O,X,X,O,X,X
OLJITSZ,O,O,X,O,X,X
OLJITZS,O,O,X,O,X,X
OLJISTZ,O,O,X,X,O,X
OLJISZT,O,O,X,X,O,X
OLJIZTS,O,O,X,X,X,X
OLJIZST,O,O,X,X,X,X
OLJSTIZ,O,X,X,O,X,X
OLJSTZI,X,X,X,O,X,X
OLJSITZ,O,O,X,X,O,X
OLJSIZT,O,O,X,X,O,X
OLJSZTI,O,X,X,X,X,X
OLJSZIT,O,O,X,X,X,X
OLJZTIS,O,O,X,O,X,X
OLJZTSI,O,X,X,O,X,X
OLJZITS,O,O,X,X,X,O
OLJZIST,O,O,X,X,X,O
OLJZSTI,O,X,X,X,X,X
OLJZSIT,O,O,X,X,X,X
OLSTIJZ,O,X,X,X,O,X
OLSTIZJ,O,X,O,X,O,X
OLSTJIZ,O,X,X,O,X,X
OLSTJZI,X,X,O,O,X,X
OLSTZIJ,O,X,O,X,X,X
OLSTZJI,O,X,O,X,X,X
OLSITJZ,O,O,X,X,O,X
OLSITZJ,O,O,X,X,O,X
OLSIJTZ,O,O,X,X,O,X
OLSIJZT,O,O,X,X,O,X
OLSIZTJ,O,O,X,X,O,X
OLSIZJT,O,O,X,X,O,X
OLSJTIZ,O,X,X,O,X,X
OLSJTZI,X,X,X,O,X,X
OLSJITZ,O,O,X,X,O,X
OLSJIZT,O,O,X,X,O,X
OLSJZTI,O,X,X,X,X,X
OLSJZIT,O,O,X,X,X,X
OLSZTIJ,O,X,O,X,X,X
OLSZTJI,O,X,O,X,X,X
OLSZITJ,O,O,O,X,X,X
OLSZIJT,O,O,X,X,O,X
OLSZJTI,O,X,X,X,X,X
OLSZJIT,O,O,X,X,X,X
OLZTIJS,O,O,O,X,X,X
OLZTISJ,X,O,O,X,X,X
OLZTJIS,O,O,O,O,X,X
OLZTJSI,O,X,O,O,X,X
OLZTSIJ,O,X,O,X,X,X
OLZTSJI,O,X,O,X,X,X
OLZITJS,O,O,O,X,X,O
OLZITSJ,X,O,O,X,X,O
OLZIJTS,O,O,X,X,X,O
OLZIJST,O,O,X,X,X,O
OLZISTJ,O,O,O,X,X,O
OLZISJT,O,O,X,X,O,O
OLZJTIS,O,O,X,O,X,X
OLZJTSI,O,X,X,O,X,X
OLZJITS,O,O,X,X,X,O
OLZJIST,O,O,X,X,X,O
OLZJSTI,O,X,X,X,X,X
OLZJSIT,O,O,X,X,X,X
OLZSTIJ,O,X,O,X,X,X
OLZSTJI,O,X,O,X,X,X
OLZSITJ,O,O,O,X,X,X
OLZSIJT,O,O,X,X,O,X
OLZSJTI,O,X,X,X,X,X
OLZSJIT,O,O,X,X,X,X
OJTILSZ,O,O,X,O,X,X
OJTILZS,O,O,X,O,X,X
OJTISLZ,X,O,X,O,X,X
OJTISZL,X,O,X,O,X,X
OJTIZLS,X,O,X,O,X,X
OJTIZSL,X,O,X,O,X,X
OJTLISZ,O,O,X,O,X,X
OJTLIZS,O,O,X,O,X,X
OJTLSIZ,O,X,X,O,X,X
OJTLSZI,X,X,X,O,X,X
OJTLZIS,O,O,X,O,X,X
OJTLZSI,O,X,X,O,X,X
OJTSILZ,O,X,X,O,X,X
OJTSIZL,X,X,X,O,X,X
OJTSLIZ,O,X,X,O,X,X
OJTSLZI,X,X,X,O,X,X
OJTSZIL,X,X,X,O,X,X
OJTSZLI,X,X,X,O,X,X
OJTZILS,O,O,X,O,X,X
OJTZISL,X,O,X,O,X,X
OJTZLIS,O,O,X,O,X,X
OJTZLSI,O,X,X,O,X,X
OJTZSIL,O,X,X,O,X,X
OJTZSLI,O,X,X,O,X,X
OJITLSZ,O,O,X,O,X,X
OJITLZS,O,O,X,O,X,X
OJITSLZ,X,O,X,O,X,X
OJITSZL,X,O,X,O,X,X
OJITZLS,X,O,X,O,X,X
OJITZSL,X,O,X,O,X,X
OJILTSZ,O,O,X,O,X,X
OJILTZS,O,O,X,O,X,X
OJILSTZ,O,O,X,X,O,X
OJILSZT,O,O,X,X,O,X
OJILZTS,O,O,X,X,X,X
OJILZST,O,O,X,X,X,X
OJISTLZ,O,O,X,X,O,X
OJISTZL,X,O,X,X,O,X
OJISLTZ,O,O,X,X,O,X
OJISLZT,O,O,X,X,O,X
OJISZTL,O,O,X,X,O,X
OJISZLT,O,O,X,X,O,X
OJIZTLS,O,O,X,X,X,X
OJIZTSL,X,O,X,X,X,X
OJIZLTS,O,O,X,X,X,X
OJIZLST,O,O,X,X,X,X
OJIZSTL,O,O,X,X,X,X
OJIZSLT,O,O,X,X,X,X
OJLTISZ,O,O,X,O,X,X
OJLTIZS,O,O,X,O,X,X
OJLTSIZ,O,X,X,O,X,X
OJLTSZI,X,X,X,O,X,X
OJLTZIS,O,O,X,O,X,X
OJLTZSI,O,X,X,O,X,X
OJLITSZ,O,O,X,O,X,X
OJLITZS,O,O,X,O,X,X
OJLISTZ,O,O,X,X,O,X
OJLISZT,O,O,X,X,O,X
OJLIZTS,O,O,X,X,X,X
OJLIZST,O,O,X,X,X,X
OJLSTIZ,O,X,X,O,X,X
OJLSTZI,X,X,X,O,X,X
OJLSITZ,O,O,X,X,O,X
OJLSIZT,O,O,X,X,O,X
OJLSZTI,O,X,X,X,X,X
OJLSZIT,O,O,X,X,X,X
OJLZTIS,O,O,X,O,X,X
OJLZTSI,O,X,X,O,X,X
OJLZITS,O,O,X,X,X,O
OJLZIST,O,O,X,X,X,O
OJLZSTI,O,X,X,X,X,X
OJLZSIT,O,O,X,X,X,X
OJSTILZ,O,X,X,O,X,X
OJSTIZL,X,X,X,O,X,X
OJSTLIZ,O,X,X,O,X,X
OJSTLZI,X,X,X,O,X,X
OJSTZIL,X,X,X,O,X,X
