sequence,v115@OhB8GeE8DeE8JeKEJvhFflBzhBGjBUmBllBRvB,v115@OhB8GeE8DeE8Jex/IvhFKmBzhBGjB/pB0qBFqB,v115@OhB8GeE8DeE8Je0/IvhFlgBzhBGjB/pBxqByvB,v115@OhB8GeE8DeE8JeKEJvhFzfB8mBGjB3lBFmBRvB,v115@OhB8GeE8DeE8Je3AJvhFzhBGjB0kBVrBikBRvB,v115@OhB8GeE8DeE8JeRAJvhFzhBGjBypBUmB1vB/pB
JZTOSLI,X,O,X,X,X,O
JZITLSO,O,X,X,O,O,O
JZITLOS,O,X,X,O,O,O
JZITSLO,X,X,O,O,O,X
JZITSOL,X,X,O,X,O,X
JZITOLS,O,X,X,X,O,O
JZITOSL,X,X,O,X,O,X
JZILTSO,O,X,X,O,O,X
JZILTOS,O,X,X,O,O,X
JZILSTO,O,O,X,O,X,X
JZILSOT,O,O,X,O,X,X
JZILOTS,O,X,X,O,X,X
JZILOST,O,O,X,O,X,X
JZISTLO,X,O,O,O,O,X
JZISTOL,X,X,O,X,O,X
JZISLTO,O,O,O,O,X,X
JZISLOT,O,O,O,O,X,X
JZISOTL,X,X,O,X,X,X
JZISOLT,O,O,O,O,X,X
JZIOTLS,O,X,X,X,O,O
JZIOTSL,X,X,O,X,O,X
JZIOLTS,O,X,X,O,X,X
JZIOLST,O,O,X,O,X,X
JZIOSTL,X,X,O,X,X,X
JZIOSLT,O,O,O,O,X,X
JZLTISO,X,X,X,O,X,O
JZLTIOS,X,X,X,O,X,O
JZLTSIO,X,O,X,X,X,O
JZLTSOI,O,O,X,X,X,O
JZLTOIS,X,X,X,O,X,O
JZLTOSI,O,O,X,X,X,O
JZLITSO,O,X,X,O,X,X
JZLITOS,O,X,X,O,X,X
JZLISTO,O,O,X,O,X,X
JZLISOT,O,O,X,O,X,X
JZLIOTS,O,X,X,O,X,X
JZLIOST,O,O,X,O,X,X
JZLSTIO,X,O,X,X,X,X
JZLSTOI,O,O,X,X,X,X
JZLSITO,O,O,X,O,X,X
JZLSIOT,O,O,X,O,X,X
JZLSOTI,O,O,X,X,X,X
JZLSOIT,O,O,X,O,X,X
JZLOTIS,X,X,X,O,X,O
JZLOTSI,O,O,X,X,X,O
JZLOITS,O,X,X,O,X,X
JZLOIST,O,O,X,O,X,X
JZLOSTI,O,O,X,X,X,X
JZLOSIT,O,O,X,O,X,X
JZSTILO,X,O,O,X,X,X
JZSTIOL,X,X,O,X,X,X
JZSTLIO,X,O,O,X,X,O
JZSTLOI,X,O,O,X,X,O
JZSTOIL,X,X,O,X,X,X
JZSTOLI,X,O,O,X,X,O
JZSITLO,X,O,O,O,X,X
JZSITOL,X,X,O,X,X,X
JZSILTO,O,O,O,O,X,X
JZSILOT,O,O,O,O,X,X
JZSIOTL,X,X,O,X,X,X
JZSIOLT,O,O,O,O,X,X
JZSLTIO,X,O,O,X,X,X
JZSLTOI,O,O,O,X,X,X
JZSLITO,X,O,O,O,X,X
JZSLIOT,O,O,O,O,X,X
JZSLOTI,O,O,O,X,X,X
JZSLOIT,O,O,O,O,X,X
JZSOTIL,X,X,O,X,X,X
JZSOTLI,X,O,O,X,X,O
JZSOITL,X,X,O,X,X,X
JZSOILT,O,O,O,X,X,X
JZSOLTI,O,O,O,X,X,X
JZSOLIT,O,O,O,X,X,X
JZOTILS,O,X,X,X,O,O
JZOTISL,X,X,X,X,O,X
JZOTLIS,X,X,X,X,X,O
JZOTLSI,O,O,X,X,X,O
JZOTSIL,X,X,X,X,O,X
JZOTSLI,X,O,X,X,X,O
JZOITLS,O,X,X,X,O,O
JZOITSL,X,X,O,X,O,X
JZOILTS,O,X,X,O,X,X
JZOILST,O,O,X,O,X,X
JZOISTL,X,X,O,X,X,X
JZOISLT,O,O,O,O,X,X
JZOLTIS,X,X,X,O,X,O
JZOLTSI,O,O,X,X,X,O
JZOLITS,O,X,X,O,X,X
JZOLIST,O,O,X,O,X,X
JZOLSTI,O,O,X,X,X,X
JZOLSIT,O,O,X,O,X,X
JZOSTIL,X,X,O,X,X,X
JZOSTLI,X,O,O,X,X,O
JZOSITL,X,X,O,X,X,X
JZOSILT,O,O,O,X,X,X
JZOSLTI,O,O,O,X,X,X
JZOSLIT,O,O,O,X,X,X
JOTILSZ,O,X,O,X,O,X
JOTILZS,O,X,X,X,O,X
JOTISLZ,X,X,O,X,O,X
JOTISZL,X,X,O,X,O,X
JOTIZLS,O,X,X,X,O,X
JOTIZSL,X,X,O,X,O,X
JOTLISZ,O,X,X,X,O,X
JOTLIZS,O,X,X,X,O,X
JOTLSIZ,O,O,X,X,O,X
JOTLSZI,O,O,X,X,X,X
JOTLZIS,X,X,X,X,X,O
JOTLZSI,O,O,X,X,X,O
JOTSILZ,X,X,O,X,O,X
JOTSIZL,X,X,O,X,O,X
JOTSLIZ,X,O,X,X,O,X
JOTSLZI,X,O,X,X,X,X
JOTSZIL,X,X,O,X,O,X
JOTSZLI,X,O,O,X,X,X
JOTZILS,O,X,X,X,O,O
JOTZISL,X,X,X,X,O,X
JOTZLIS,X,X,X,X,X,O
JOTZLSI,O,O,X,X,X,O
JOTZSIL,X,X,X,X,O,X
JOTZSLI,X,O,X,X,X,O
JOITLSZ,O,X,O,X,O,X
JOITLZS,O,X,X,X,O,X
JOITSLZ,X,X,O,X,O,X
JOITSZL,X,X,O,X,O,X
JOITZLS,O,X,X,X,O,X
JOITZSL,X,X,O,X,O,X
JOILTSZ,O,X,O,O,O,X
JOILTZS,O,X,X,O,O,X
JOILSTZ,O,O,O,O,X,X
JOILSZT,O,O,O,O,X,X
JOILZTS,O,X,X,O,X,X
JOILZST,O,O,X,O,X,X
JOISTLZ,X,X,O,X,O,X
JOISTZL,X,X,O,X,O,X
JOISLTZ,O,O,O,O,X,X
JOISLZT,O,O,O,O,X,X
JOISZTL,X,X,O,X,X,X
JOISZLT,O,O,O,O,X,X
JOIZTLS,O,X,X,X,O,O
JOIZTSL,X,X,O,X,O,X
JOIZLTS,O,X,X,O,X,X
JOIZLST,O,O,X,O,X,X
JOIZSTL,X,X,O,X,X,X
JOIZSLT,O,O,O,O,X,X
JOLTISZ,O,X,X,O,O,X
JOLTIZS,O,X,X,O,O,X
JOLTSIZ,O,O,X,X,O,X
JOLTSZI,O,O,X,X,X,X
JOLTZIS,X,X,X,O,X,X
JOLTZSI,O,O,X,X,X,X
JOLITSZ,O,X,O,O,O,X
JOLITZS,O,X,X,O,O,X
JOLISTZ,O,O,O,O,X,X
JOLISZT,O,O,O,O,X,X
JOLIZTS,O,X,X,O,X,X
JOLIZST,O,O,X,O,X,X
JOLSTIZ,O,O,X,X,X,X
JOLSTZI,O,O,X,X,X,X
JOLSITZ,O,O,O,O,X,X
JOLSIZT,O,O,O,O,X,X
JOLSZTI,O,O,O,X,X,X
JOLSZIT,O,O,O,O,X,X
JOLZTIS,X,X,X,O,X,O
JOLZTSI,O,O,X,X,X,O
JOLZITS,O,X,X,O,X,X
JOLZIST,O,O,X,O,X,X
JOLZSTI,O,O,X,X,X,X
JOLZSIT,O,O,X,O,X,X
JOSTILZ,X,X,O,X,O,X
JOSTIZL,X,X,O,X,O,X
JOSTLIZ,X,O,X,X,O,X
JOSTLZI,X,O,X,X,X,X
JOSTZIL,X,X,O,X,O,X
JOSTZLI,X,O,O,X,X,X
JOSITLZ,X,X,O,X,O,X
JOSITZL,X,X,O,X,O,X
JOSILTZ,O,O,O,X,X,X
JOSILZT,O,O,O,X,X,X
JOSIZTL,X,X,O,X,X,X
JOSIZLT,O,O,O,X,X,X
JOSLTIZ,O,O,X,X,X,X
JOSLTZI,O,O,X,X,X,X
JOSLITZ,O,O,O,X,X,X
JOSLIZT,O,O,O,X,X,X
JOSLZTI,O,O,O,X,X,X
JOSLZIT,O,O,O,X,X,X
JOSZTIL,X,X,O,X,X,X
JOSZTLI,X,O,O,X,X,O
JOSZITL,X,X,O,X,X,X
JOSZILT,O,O,O,X,X,X
JOSZLTI,O,O,O,X,X,X
JOSZLIT,O,O,O,X,X,X
JOZTILS,O,X,X,X,O,O
JOZTISL,X,X,X,X,O,X
JOZTLIS,X,X,X,X,X,O
JOZTLSI,O,O,X,X,X,O
JOZTSIL,X,X,X,X,O,X
JOZTSLI,X,O,X,X,X,O
JOZITLS,O,X,X,X,O,O
JOZITSL,X,X,O,X,O,X
JOZILTS,O,X,X,O,X,X
JOZILST,O,O,X,O,X,X
JOZISTL,X,X,O,X,X,X
JOZISLT,O,O,O,O,X,X
JOZLTIS,X,X,X,O,X,O
JOZLTSI,O,O,X,X,X,O
JOZLITS,O,X,X,O,X,X
JOZLIST,O,O,X,O,X,X
JOZLSTI,O,O,X,X,X,X
JOZLSIT,O,O,X,O,X,X
JOZSTIL,X,X,O,X,X,X
JOZSTLI,X,O,O,X,X,O
JOZSITL,X,X,O,X,X,X
JOZSILT,O,O,O,X,X,X
JOZSLTI,O,O,O,X,X,X
JOZSLIT,O,O,O,X,X,X
STILJZO,X,X,O,X,O,X
STILJOZ,X,O,O,X,O,X
STILZJO,X,X,O,X,O,X
STILZOJ,X,X,O,X,O,X
STILOJZ,X,O,O,X,O,X
STILOZJ,X,X,O,X,O,X
STIJLZO,X,X,O,X,O,X
STIJLOZ,X,O,O,X,O,X
STIJZLO,X,O,O,X,O,X
STIJZOL,X,X,O,X,O,X
STIJOLZ,X,X,O,X,O,X
STIJOZL,X,X,O,X,O,X
STIZLJO,X,O,O,X,O,X
STIZLOJ,X,O,O,X,O,X
STIZJLO,X,O,O,X,O,X
STIZJOL,X,X,O,X,O,X
STIZOLJ,X,X,O,X,O,X
STIZOJL,X,X,O,X,O,X
STIOLJZ,X,X,O,X,O,X
STIOLZJ,X,X,O,X,O,X
STIOJLZ,X,X,O,X,O,X
STIOJZL,X,X,O,X,O,X
STIOZLJ,X,X,O,X,O,X
STIOZJL,X,X,O,X,O,X
STLIJZO,X,X,X,X,O,X
STLIJOZ,X,O,X,X,O,X
STLIZJO,X,X,X,X,O,X
STLIZOJ,X,X,X,X,O,X
STLIOJZ,X,O,X,X,O,X
STLIOZJ,X,X,X,X,O,X
STLJIZO,X,X,X,X,O,X
STLJIOZ,X,O,X,X,O,X
STLJZIO,X,O,X,X,X,O
STLJZOI,X,O,X,X,X,O
STLJOIZ,X,O,X,X,O,X
STLJOZI,X,O,X,X,X,X
STLZIJO,X,O,X,X,X,O
STLZIOJ,X,O,X,X,X,O
STLZJIO,X,O,X,X,X,O
STLZJOI,X,O,X,X,X,O
STLZOIJ,X,O,X,X,X,O
STLZOJI,X,O,X,X,X,O
STLOIJZ,X,O,X,X,O,X
STLOIZJ,X,X,X,X,O,X
STLOJIZ,X,O,X,X,O,X
STLOJZI,X,O,X,X,X,X
STLOZIJ,X,O,X,X,X,X
STLOZJI,X,O,X,X,X,X
STJILZO,X,X,O,X,O,X
STJILOZ,X,O,O,X,O,X
STJIZLO,X,O,O,X,O,X
STJIZOL,X,X,O,X,O,X
STJIOLZ,X,X,O,X,O,X
STJIOZL,X,X,O,X,O,X
STJLIZO,X,X,X,X,O,X
STJLIOZ,X,O,X,X,O,X
STJLZIO,X,O,X,X,X,O
STJLZOI,X,O,X,X,X,O
STJLOIZ,X,O,X,X,O,X
STJLOZI,X,O,X,X,X,X
STJZILO,X,O,O,X,O,X
STJZIOL,X,X,O,X,O,X
STJZLIO,X,O,O,X,X,O
STJZLOI,X,O,O,X,X,O
STJZOIL,X,X,O,X,O,X
STJZOLI,X,O,O,X,X,O
STJOILZ,X,X,O,X,O,X
STJOIZL,X,X,O,X,O,X
STJOLIZ,X,O,X,X,O,X
STJOLZI,X,O,X,X,X,X
STJOZIL,X,X,O,X,O,X
STJOZLI,X,O,O,X,X,X
STZILJO,X,O,O,X,O,X
STZILOJ,X,O,O,X,O,X
STZIJLO,X,O,O,X,O,X
STZIJOL,X,X,O,X,O,X
STZIOLJ,X,X,O,X,O,X
STZIOJL,X,X,O,X,O,X
STZLIJO,X,O,X,X,X,O
STZLIOJ,X,O,X,X,X,O
STZLJIO,X,O,O,X,X,O
STZLJOI,X,O,O,X,X,O
STZLOIJ,X,O,X,X,X,O
STZLOJI,X,O,O,X,X,O
STZJILO,X,O,O,X,O,X
STZJIOL,X,X,O,X,O,X
STZJLIO,X,O,O,X,X,O
STZJLOI,X,O,O,X,X,O
STZJOIL,X,X,O,X,O,X
STZJOLI,X,O,O,X,X,O
STZOILJ,X,X,O,X,O,X
STZOIJL,X,X,O,X,O,X
STZOLIJ,X,O,X,X,X,O
STZOLJI,X,O,O,X,X,O
STZOJIL,X,X,O,X,O,X
STZOJLI,X,O,O,X,X,O
STOILJZ,X,X,O,X,O,X
STOILZJ,X,X,O,X,O,X
STOIJLZ,X,X,O,X,O,X
STOIJZL,X,X,O,X,O,X
STOIZLJ,X,X,O,X,O,X
STOIZJL,X,X,O,X,O,X
STOLIJZ,X,O,X,X,O,X
STOLIZJ,X,X,X,X,O,X
STOLJIZ,X,O,X,X,O,X
STOLJZI,X,O,X,X,X,X
STOLZIJ,X,O,X,X,X,X
STOLZJI,X,O,X,X,X,X
STOJILZ,X,X,O,X,O,X
STOJIZL,X,X,O,X,O,X
STOJLIZ,X,O,X,X,O,X
STOJLZI,X,O,X,X,X,X
STOJZIL,X,X,O,X,O,X
STOJZLI,X,O,O,X,X,X
STOZILJ,X,X,O,X,O,X
STOZIJL,X,X,O,X,O,X
STOZLIJ,X,O,X,X,X,X
STOZLJI,X,O,O,X,X,X
STOZJIL,X,X,O,X,O,X
STOZJLI,X,O,O,X,X,X
SITLJZO,X,X,O,O,O,X
SITLJOZ,X,O,O,O,O,X
SITLZJO,X,X,O,O,O,X
SITLZOJ,X,X,O,O,O,X
SITLOJZ,X,O,O,O,O,X
SITLOZJ,X,X,O,O,O,X
SITJLZO,X,X,O,O,O,X
SITJLOZ,X,O,O,O,O,X
SITJZLO,X,O,O,O,O,X
SITJZOL,X,X,O,X,O,X
SITJOLZ,X,X,O,X,O,X
SITJOZL,X,X,O,X,O,X
SITZLJO,X,O,O,O,O,X
SITZLOJ,X,O,O,O,O,X
SITZJLO,X,O,O,O,O,X
SITZJOL,X,X,O,X,O,X
SITZOLJ,X,X,O,X,O,X
SITZOJL,X,X,O,X,O,X
SITOLJZ,X,X,O,X,O,X
SITOLZJ,X,X,O,X,O,X
SITOJLZ,X,X,O,X,O,X
SITOJZL,X,X,O,X,O,X
SITOZLJ,X,X,O,X,O,X
SITOZJL,X,X,O,X,O,X
SILTJZO,O,X,O,O,X,X
SILTJOZ,O,O,O,O,X,X
SILTZJO,O,X,O,O,X,X
SILTZOJ,O,X,O,O,X,X
SILTOJZ,O,O,O,O,X,X
SILTOZJ,O,X,O,O,X,X
SILJTZO,O,X,O,O,X,X
SILJTOZ,O,O,O,O,X,X
SILJZTO,O,O,O,O,X,X
SILJZOT,O,O,O,O,X,X
SILJOTZ,O,O,O,O,X,X
SILJOZT,O,O,O,O,X,X
SILZTJO,O,O,O,O,X,X
SILZTOJ,O,O,O,O,X,X
SILZJTO,O,O,O,O,X,X
SILZJOT,O,O,O,O,X,X
SILZOTJ,O,O,O,O,X,X
SILZOJT,O,O,O,O,X,X
SILOTJZ,O,O,O,O,X,X
SILOTZJ,O,X,O,O,X,X
SILOJTZ,O,O,O,O,X,X
SILOJZT,O,O,O,O,X,X
SILOZTJ,O,O,O,O,X,X
SILOZJT,O,O,O,O,X,X
SIJTLZO,X,X,O,O,O,X
SIJTLOZ,X,O,O,O,O,X
SIJTZLO,X,O,O,O,O,X
SIJTZOL,X,X,O,X,O,X
SIJTOLZ,X,X,O,X,O,X
SIJTOZL,X,X,O,X,O,X
SIJLTZO,O,X,O,O,X,X
SIJLTOZ,O,O,O,O,X,X
SIJLZTO,O,O,O,O,X,X
SIJLZOT,O,O,O,O,X,X
SIJLOTZ,O,O,O,O,X,X
SIJLOZT,O,O,O,O,X,X
SIJZTLO,X,O,O,O,O,X
SIJZTOL,X,X,O,X,O,X
SIJZLTO,O,O,O,O,X,X
SIJZLOT,O,O,O,O,X,X
SIJZOTL,X,X,O,X,X,X
SIJZOLT,O,O,O,O,X,X
SIJOTLZ,X,X,O,X,O,X
SIJOTZL,X,X,O,X,O,X
SIJOLTZ,O,O,O,O,X,X
SIJOLZT,O,O,O,O,X,X
SIJOZTL,X,X,O,X,X,X
SIJOZLT,O,O,O,O,X,X
SIZTLJO,X,O,O,O,O,X
SIZTLOJ,X,O,O,O,O,X
SIZTJLO,X,O,O,O,O,X
SIZTJOL,X,X,O,X,O,X
SIZTOLJ,X,X,O,X,O,X
SIZTOJL,X,X,O,X,O,X
SIZLTJO,O,O,O,O,X,X
SIZLTOJ,O,O,O,O,X,X
SIZLJTO,O,O,O,O,X,X
SIZLJOT,O,O,O,O,X,X
SIZLOTJ,O,O,O,O,X,X
SIZLOJT,O,O,O,O,X,X
SIZJTLO,X,O,O,O,O,X
SIZJTOL,X,X,O,X,O,X
SIZJLTO,O,O,O,O,X,X
SIZJLOT,O,O,O,O,X,X
SIZJOTL,X,X,O,X,X,X
SIZJOLT,O,O,O,O,X,X
SIZOTLJ,X,X,O,X,X,X
SIZOTJL,X,X,O,X,X,X
SIZOLTJ,O,O,O,O,X,X
SIZOLJT,O,O,O,O,X,X
SIZOJTL,X,X,O,X,X,X
SIZOJLT,O,O,O,O,X,X
SIOTLJZ,X,X,O,X,O,X
SIOTLZJ,X,X,O,X,O,X
SIOTJLZ,X,X,O,X,O,X
SIOTJZL,X,X,O,X,O,X
SIOTZLJ,X,X,O,X,O,X
SIOTZJL,X,X,O,X,O,X
SIOLTJZ,O,O,O,O,X,X
SIOLTZJ,O,X,O,O,X,X
SIOLJTZ,O,O,O,O,X,X
SIOLJZT,O,O,O,O,X,X
SIOLZTJ,O,O,O,O,X,X
SIOLZJT,O,O,O,O,X,X
SIOJTLZ,X,X,O,X,O,X
SIOJTZL,X,X,O,X,O,X
SIOJLTZ,O,O,O,O,X,X
SIOJLZT,O,O,O,O,X,X
SIOJZTL,X,X,O,X,X,X
SIOJZLT,O,O,O,O,X,X
SIOZTLJ,X,X,O,X,X,X
SIOZTJL,X,X,O,X,X,X
SIOZLTJ,O,O,O,O,X,X
SIOZLJT,O,O,O,O,X,X
SIOZJTL,X,X,O,X,X,X
SIOZJLT,O,O,O,O,X,X
SLTIJZO,O,X,X,X,X,X
SLTIJOZ,O,O,X,X,X,X
SLTIZJO,O,X,X,X,X,X
SLTIZOJ,O,X,X,X,X,X
SLTIOJZ,O,O,X,X,X,X
SLTIOZJ,O,X,X,X,X,X
SLTJIZO,O,X,X,X,X,X
SLTJIOZ,O,O,X,X,X,X
SLTJZIO,X,O,X,X,X,X
SLTJZOI,O,O,X,X,X,X
SLTJOIZ,O,O,X,X,X,X
SLTJOZI,O,O,X,X,X,X
SLTZIJO,X,O,X,X,X,X
SLTZIOJ,X,O,X,X,X,X
SLTZJIO,X,O,X,X,X,X
SLTZJOI,O,O,X,X,X,X
SLTZOIJ,X,O,X,X,X,X
SLTZOJI,O,O,X,X,X,X
SLTOIJZ,O,O,X,X,X,X
SLTOIZJ,O,X,X,X,X,X
SLTOJIZ,O,O,X,X,X,X
SLTOJZI,O,O,X,X,X,X
SLTOZIJ,X,O,X,X,X,X
SLTOZJI,O,O,X,X,X,X
SLITJZO,O,X,O,X,X,X
SLITJOZ,O,O,O,X,X,X
SLITZJO,O,X,O,X,X,X
SLITZOJ,O,X,O,X,X,X
SLITOJZ,O,O,O,X,X,X
SLITOZJ,O,X,O,X,X,X
SLIJTZO,O,X,O,X,X,X
SLIJTOZ,O,O,O,X,X,X
SLIJZTO,O,O,O,X,X,X
SLIJZOT,O,O,O,X,X,X
SLIJOTZ,O,O,O,X,X,X
SLIJOZT,O,O,O,X,X,X
SLIZTJO,O,O,O,X,X,X
SLIZTOJ,O,O,O,X,X,X
SLIZJTO,O,O,O,X,X,X
SLIZJOT,O,O,O,X,X,X
SLIZOTJ,O,O,O,X,X,X
SLIZOJT,O,O,O,X,X,X
SLIOTJZ,O,O,O,X,X,X
SLIOTZJ,O,X,O,X,X,X
SLIOJTZ,O,O,O,X,X,X
SLIOJZT,O,O,O,X,X,X
SLIOZTJ,O,O,O,X,X,X
SLIOZJT,O,O,O,X,X,X
SLJTIZO,O,X,X,X,X,X
SLJTIOZ,O,O,X,X,X,X
SLJTZIO,X,O,X,X,X,X
SLJTZOI,O,O,X,X,X,X
SLJTOIZ,O,O,X,X,X,X
SLJTOZI,O,O,X,X,X,X
SLJITZO,O,X,O,O,X,X
SLJITOZ,O,O,O,O,X,X
SLJIZTO,O,O,O,O,X,X
SLJIZOT,O,O,O,O,X,X
SLJIOTZ,O,O,O,O,X,X
SLJIOZT,O,O,O,O,X,X
SLJZTIO,X,O,O,X,X,X
SLJZTOI,O,O,O,X,X,X
SLJZITO,O,O,O,O,X,X
SLJZIOT,O,O,O,O,X,X
SLJZOTI,O,O,O,X,X,X
SLJZOIT,O,O,O,O,X,X
SLJOTIZ,O,O,X,X,X,X
SLJOTZI,O,O,X,X,X,X
SLJOITZ,O,O,O,O,X,X
SLJOIZT,O,O,O,O,X,X
SLJOZTI,O,O,O,X,X,X
SLJOZIT,O,O,O,O,X,X
SLZTIJO,X,O,X,X,X,X
SLZTIOJ,X,O,X,X,X,X
SLZTJIO,X,O,O,X,X,X
SLZTJOI,O,O,O,X,X,X
SLZTOIJ,X,O,X,X,X,X
SLZTOJI,O,O,O,X,X,X
SLZITJO,O,O,O,O,X,X
SLZITOJ,O,O,O,O,X,X
SLZIJTO,O,O,O,O,X,X
SLZIJOT,O,O,O,O,X,X
SLZIOTJ,O,O,O,O,X,X
SLZIOJT,O,O,O,O,X,X
SLZJTIO,X,O,O,X,X,X
SLZJTOI,O,O,O,X,X,X
SLZJITO,O,O,O,O,X,X
SLZJIOT,O,O,O,O,X,X
SLZJOTI,O,O,O,X,X,X
SLZJOIT,O,O,O,O,X,X
SLZOTIJ,X,O,X,X,X,X
SLZOTJI,O,O,O,X,X,X
SLZOITJ,O,O,O,O,X,X
SLZOIJT,O,O,O,O,X,X
SLZOJTI,O,O,O,X,X,X
SLZOJIT,O,O,O,O,X,X
SLOTIJZ,O,O,X,X,X,X
SLOTIZJ,O,X,X,X,X,X
SLOTJIZ,O,O,X,X,X,X
SLOTJZI,O,O,X,X,X,X
SLOTZIJ,X,O,X,X,X,X
SLOTZJI,O,O,X,X,X,X
SLOITJZ,O,O,O,O,X,X
SLOITZJ,O,X,O,O,X,X
SLOIJTZ,O,O,O,O,X,X
SLOIJZT,O,O,O,O,X,X
SLOIZTJ,O,O,O,O,X,X
SLOIZJT,O,O,O,O,X,X
SLOJTIZ,O,O,X,X,X,X
SLOJTZI,O,O,X,X,X,X
SLOJITZ,O,O,O,O,X,X
SLOJIZT,O,O,O,O,X,X
SLOJZTI,O,O,O,X,X,X
SLOJZIT,O,O,O,O,X,X
SLOZTIJ,X,O,X,X,X,X
SLOZTJI,O,O,O,X,X,X
SLOZITJ,O,O,O,O,X,X
SLOZIJT,O,O,O,O,X,X
SLOZJTI,O,O,O,X,X,X
SLOZJIT,O,O,O,O,X,X
SJTILZO,X,X,O,X,O,X
SJTILOZ,X,O,O,X,O,X
SJTIZLO,X,O,O,X,O,X
SJTIZOL,X,X,O,X,O,X
SJTIOLZ,X,X,O,X,O,X
SJTIOZL,X,X,O,X,O,X
SJTLIZO,X,X,X,X,O,X
SJTLIOZ,X,O,X,X,O,X
SJTLZIO,X,O,X,X,X,O
SJTLZOI,X,O,X,X,X,O
SJTLOIZ,X,O,X,X,O,X
SJTLOZI,X,O,X,X,X,X
SJTZILO,X,O,O,X,O,X
SJTZIOL,X,X,O,X,O,X
SJTZLIO,X,O,O,X,X,O
SJTZLOI,X,O,O,X,X,O
SJTZOIL,X,X,O,X,O,X
SJTZOLI,X,O,O,X,X,O
SJTOILZ,X,X,O,X,O,X
SJTOIZL,X,X,O,X,O,X
SJTOLIZ,X,O,X,X,O,X
SJTOLZI,X,O,X,X,X,X
SJTOZIL,X,X,O,X,O,X
SJTOZLI,X,O,O,X,X,X
SJITLZO,X,X,O,O,O,X
SJITLOZ,X,O,O,O,O,X
SJITZLO,X,O,O,O,O,X
SJITZOL,X,X,O,X,O,X
SJITOLZ,X,X,O,X,O,X
SJITOZL,X,X,O,X,O,X
SJILTZO,O,X,O,O,X,X
SJILTOZ,O,O,O,O,X,X
SJILZTO,O,O,O,O,X,X
SJILZOT,O,O,O,O,X,X
SJILOTZ,O,O,O,O,X,X
SJILOZT,O,O,O,O,X,X
SJIZTLO,X,O,O,O,O,X
SJIZTOL,X,X,O,X,O,X
SJIZLTO,O,O,O,O,X,X
SJIZLOT,O,O,O,O,X,X
SJIZOTL,X,X,O,X,X,X
SJIZOLT,O,O,O,O,X,X
SJIOTLZ,X,X,O,X,O,X
SJIOTZL,X,X,O,X,O,X
SJIOLTZ,O,O,O,O,X,X
SJIOLZT,O,O,O,O,X,X
SJIOZTL,X,X,O,X,X,X
SJIOZLT,O,O,O,O,X,X
SJLTIZO,O,X,X,X,X,X
SJLTIOZ,O,O,X,X,X,X
SJLTZIO,X,O,X,X,X,X
SJLTZOI,O,O,X,X,X,X
SJLTOIZ,O,O,X,X,X,X
SJLTOZI,O,O,X,X,X,X
SJLITZO,O,X,O,O,X,X
SJLITOZ,O,O,O,O,X,X
SJLIZTO,O,O,O,O,X,X
SJLIZOT,O,O,O,O,X,X
SJLIOTZ,O,O,O,O,X,X
SJLIOZT,O,O,O,O,X,X
SJLZTIO,X,O,O,X,X,X
SJLZTOI,O,O,O,X,X,X
SJLZITO,O,O,O,O,X,X
SJLZIOT,O,O,O,O,X,X
SJLZOTI,O,O,O,X,X,X
SJLZOIT,O,O,O,O,X,X
SJLOTIZ,O,O,X,X,X,X
SJLOTZI,O,O,X,X,X,X
SJLOITZ,O,O,O,O,X,X
SJLOIZT,O,O,O,O,X,X
SJLOZTI,O,O,O,X,X,X
SJLOZIT,O,O,O,O,X,X
SJZTILO,X,O,O,X,X,X
SJZTIOL,X,X,O,X,X,X
SJZTLIO,X,O,O,X,X,O
SJZTLOI,X,O,O,X,X,O
SJZTOIL,X,X,O,X,X,X
SJZTOLI,X,O,O,X,X,O
SJZITLO,X,O,O,O,X,X
SJZITOL,X,X,O,X,X,X
SJZILTO,O,O,O,O,X,X
SJZILOT,O,O,O,O,X,X
SJZIOTL,X,X,O,X,X,X
SJZIOLT,O,O,O,O,X,X
SJZLTIO,X,O,O,X,X,X
SJZLTOI,O,O,O,X,X,X
SJZLITO,X,O,O,O,X,X
SJZLIOT,O,O,O,O,X,X
SJZLOTI,O,O,O,X,X,X
SJZLOIT,O,O,O,O,X,X
SJZOTIL,X,X,O,X,X,X
SJZOTLI,X,O,O,X,X,O
SJZOITL,X,X,O,X,X,X
SJZOILT,O,O,O,X,X,X
SJZOLTI,O,O,O,X,X,X
SJZOLIT,O,O,O,X,X,X
SJOTILZ,X,X,O,X,O,X
SJOTIZL,X,X,O,X,O,X
SJOTLIZ,X,O,X,X,O,X
SJOTLZI,X,O,X,X,X,X
SJOTZIL,X,X,O,X,O,X
SJOTZLI,X,O,O,X,X,X
SJOITLZ,X,X,O,X,O,X
SJOITZL,X,X,O,X,O,X
SJOILTZ,O,O,O,X,X,X
SJOILZT,O,O,O,X,X,X
SJOIZTL,X,X,O,X,X,X
SJOIZLT,O,O,O,X,X,X
SJOLTIZ,O,O,X,X,X,X
SJOLTZI,O,O,X,X,X,X
SJOLITZ,O,O,O,X,X,X
SJOLIZT,O,O,O,X,X,X
SJOLZTI,O,O,O,X,X,X
SJOLZIT,O,O,O,X,X,X
SJOZTIL,X,X,O,X,X,X
SJOZTLI,X,O,O,X,X,O
SJOZITL,X,X,O,X,X,X
SJOZILT,O,O,O,X,X,X
