sequence,v115@JhA8DeA8BeC8DeA8BeC8CeC8KeT/IvhF0gBdnBaoB5?oBGrBXrB,v115@JhA8DeA8BeC8DeA8BeC8CeC8KeT/IvhF3hBaoB5oBt?qB8rBmqB,v115@JhA8DeA8BeC8DeA8BeC8CeC8KeT/IvhFxgBdnBGjB/?tBCrBUrB
STJOILZ,O,X,O
STJOIZL,O,X,O
STJOLIZ,O,X,O
STJOLZI,O,X,O
STJOZIL,O,X,O
STJOZLI,O,X,O
STZILJO,X,O,X
STZILOJ,O,O,X
STZIJLO,X,O,X
STZIJOL,X,O,O
STZIOLJ,O,O,X
STZIOJL,X,O,O
STZLIJO,X,O,O
STZLIOJ,O,O,O
STZLJIO,X,O,O
STZLJOI,X,O,O
STZLOIJ,O,O,O
STZLOJI,X,O,O
STZJILO,X,O,X
STZJIOL,X,O,O
STZJLIO,X,O,O
STZJLOI,X,O,O
STZJOIL,X,O,O
STZJOLI,X,O,O
STZOILJ,O,O,X
STZOIJL,X,O,O
STZOLIJ,O,O,O
STZOLJI,X,O,O
STZOJIL,X,O,O
STZOJLI,X,O,O
STOILJZ,O,X,O
STOILZJ,O,O,O
STOIJLZ,O,X,O
STOIJZL,O,X,O
STOIZLJ,O,O,X
STOIZJL,X,O,O
STOLIJZ,O,X,O
STOLIZJ,O,O,O
STOLJIZ,O,X,O
STOLJZI,O,X,O
STOLZIJ,O,O,O
STOLZJI,X,O,O
STOJILZ,O,X,O
STOJIZL,O,X,O
STOJLIZ,O,X,O
STOJLZI,O,X,O
STOJZIL,O,X,O
STOJZLI,O,X,O
STOZILJ,O,O,X
STOZIJL,X,O,O
STOZLIJ,O,O,O
STOZLJI,X,O,O
STOZJIL,X,O,O
STOZJLI,X,O,O
SITLJZO,O,X,O
SITLJOZ,O,X,O
SITLZJO,X,O,O
SITLZOJ,O,O,O
SITLOJZ,O,X,O
SITLOZJ,O,O,O
SITJLZO,O,X,O
SITJLOZ,O,X,O
SITJZLO,O,X,X
SITJZOL,O,X,O
SITJOLZ,O,X,O
SITJOZL,O,X,O
SITZLJO,X,O,X
SITZLOJ,O,O,X
SITZJLO,X,O,X
SITZJOL,X,O,O
SITZOLJ,O,O,X
SITZOJL,X,O,O
SITOLJZ,O,X,O
SITOLZJ,O,O,O
SITOJLZ,O,X,O
SITOJZL,O,X,O
SITOZLJ,O,O,X
SITOZJL,X,O,O
SILTJZO,O,X,O
SILTJOZ,O,X,O
SILTZJO,X,O,O
SILTZOJ,O,O,O
SILTOJZ,O,X,O
SILTOZJ,O,O,O
SILJTZO,O,X,O
SILJTOZ,O,X,O
SILJZTO,O,X,X
SILJZOT,O,X,X
SILJOTZ,O,X,O
SILJOZT,O,X,X
SILZTJO,X,O,X
SILZTOJ,O,O,X
SILZJTO,O,X,X
SILZJOT,O,X,X
SILZOTJ,O,O,X
SILZOJT,O,X,X
SILOTJZ,O,X,O
SILOTZJ,O,O,O
SILOJTZ,O,X,O
SILOJZT,O,X,X
SILOZTJ,O,O,X
SILOZJT,O,X,X
SIJTLZO,O,X,O
SIJTLOZ,O,X,O
SIJTZLO,O,X,X
SIJTZOL,O,X,O
SIJTOLZ,O,X,O
SIJTOZL,O,X,O
SIJLTZO,O,X,O
SIJLTOZ,O,X,O
SIJLZTO,O,X,X
SIJLZOT,O,X,X
SIJLOTZ,O,X,O
SIJLOZT,O,X,X
SIJZTLO,O,X,X
SIJZTOL,O,X,X
SIJZLTO,O,X,X
SIJZLOT,O,X,X
SIJZOTL,O,X,X
SIJZOLT,O,X,X
SIJOTLZ,O,X,O
SIJOTZL,O,X,O
SIJOLTZ,O,X,O
SIJOLZT,O,X,X
SIJOZTL,O,X,X
SIJOZLT,O,X,X
SIZTLJO,X,O,X
SIZTLOJ,O,O,X
SIZTJLO,X,O,X
SIZTJOL,X,O,X
SIZTOLJ,O,O,X
SIZTOJL,X,O,X
SIZLTJO,X,O,X
SIZLTOJ,O,O,X
SIZLJTO,O,X,X
SIZLJOT,O,X,X
SIZLOTJ,O,O,X
SIZLOJT,O,X,X
SIZJTLO,O,X,X
SIZJTOL,O,X,X
SIZJLTO,O,X,X
SIZJLOT,O,X,X
SIZJOTL,O,X,X
SIZJOLT,O,X,X
SIZOTLJ,O,O,X
SIZOTJL,X,O,X
SIZOLTJ,O,O,X
SIZOLJT,O,X,X
SIZOJTL,O,X,X
SIZOJLT,O,X,X
SIOTLJZ,O,X,O
SIOTLZJ,O,O,O
SIOTJLZ,O,X,O
SIOTJZL,O,X,O
SIOTZLJ,O,O,X
SIOTZJL,X,O,O
SIOLTJZ,O,X,O
SIOLTZJ,O,O,O
SIOLJTZ,O,X,O
SIOLJZT,O,X,X
SIOLZTJ,O,O,X
SIOLZJT,O,X,X
SIOJTLZ,O,X,O
SIOJTZL,O,X,O
SIOJLTZ,O,X,O
SIOJLZT,O,X,X
SIOJZTL,O,X,X
SIOJZLT,O,X,X
SIOZTLJ,O,O,X
SIOZTJL,X,O,X
SIOZLTJ,O,O,X
SIOZLJT,O,X,X
SIOZJTL,O,X,X
SIOZJLT,O,X,X
SLTIJZO,O,X,O
SLTIJOZ,O,X,O
SLTIZJO,X,O,O
SLTIZOJ,O,O,O
SLTIOJZ,O,X,O
SLTIOZJ,O,O,O
SLTJIZO,O,X,O
SLTJIOZ,O,X,O
SLTJZIO,O,X,O
SLTJZOI,O,X,O
SLTJOIZ,O,X,O
SLTJOZI,O,X,O
SLTZIJO,X,O,O
SLTZIOJ,O,O,O
SLTZJIO,X,O,O
SLTZJOI,X,O,O
SLTZOIJ,O,O,O
SLTZOJI,X,O,O
SLTOIJZ,O,X,O
SLTOIZJ,O,O,O
SLTOJIZ,O,X,O
SLTOJZI,O,X,O
SLTOZIJ,O,O,O
SLTOZJI,X,O,O
SLITJZO,O,X,O
SLITJOZ,O,X,O
SLITZJO,X,O,O
SLITZOJ,O,O,O
SLITOJZ,O,X,O
SLITOZJ,O,O,O
SLIJTZO,O,X,O
SLIJTOZ,O,X,O
SLIJZTO,O,X,X
SLIJZOT,O,X,X
SLIJOTZ,O,X,O
SLIJOZT,O,X,X
SLIZTJO,X,O,X
SLIZTOJ,O,O,X
SLIZJTO,O,X,X
SLIZJOT,O,X,X
SLIZOTJ,O,O,X
SLIZOJT,O,X,X
SLIOTJZ,O,X,O
SLIOTZJ,O,O,O
SLIOJTZ,O,X,O
SLIOJZT,O,X,X
SLIOZTJ,O,O,X
SLIOZJT,O,X,X
SLJTIZO,O,X,O
SLJTIOZ,O,X,O
SLJTZIO,O,X,O
SLJTZOI,O,X,O
SLJTOIZ,O,X,O
SLJTOZI,O,X,O
SLJITZO,O,X,O
SLJITOZ,O,X,O
SLJIZTO,O,X,X
SLJIZOT,O,X,X
SLJIOTZ,O,X,O
SLJIOZT,O,X,X
SLJZTIO,O,X,O
SLJZTOI,O,X,O
SLJZITO,O,X,X
SLJZIOT,O,X,X
SLJZOTI,O,X,O
SLJZOIT,O,X,X
SLJOTIZ,O,X,O
SLJOTZI,O,X,O
SLJOITZ,O,X,O
SLJOIZT,O,X,X
SLJOZTI,O,X,O
SLJOZIT,O,X,X
SLZTIJO,X,O,O
SLZTIOJ,O,O,O
SLZTJIO,X,O,O
SLZTJOI,X,O,O
SLZTOIJ,O,O,O
SLZTOJI,X,O,O
SLZITJO,X,O,X
SLZITOJ,O,O,X
SLZIJTO,O,X,X
SLZIJOT,O,X,X
SLZIOTJ,O,O,X
SLZIOJT,O,X,X
SLZJTIO,O,X,O
SLZJTOI,O,X,O
SLZJITO,O,X,X
SLZJIOT,O,X,X
SLZJOTI,O,X,O
SLZJOIT,O,X,X
SLZOTIJ,O,O,O
SLZOTJI,X,O,O
SLZOITJ,O,O,X
SLZOIJT,O,X,X
SLZOJTI,O,X,O
SLZOJIT,O,X,X
SLOTIJZ,O,X,O
SLOTIZJ,O,O,O
SLOTJIZ,O,X,O
SLOTJZI,O,X,O
SLOTZIJ,O,O,O
SLOTZJI,X,O,O
SLOITJZ,O,X,O
SLOITZJ,O,O,O
SLOIJTZ,O,X,O
SLOIJZT,O,X,X
SLOIZTJ,O,O,X
SLOIZJT,O,X,X
SLOJTIZ,O,X,O
SLOJTZI,O,X,O
SLOJITZ,O,X,O
SLOJIZT,O,X,X
SLOJZTI,O,X,O
SLOJZIT,O,X,X
SLOZTIJ,O,O,O
SLOZTJI,X,O,O
SLOZITJ,O,O,X
SLOZIJT,O,X,X
SLOZJTI,O,X,O
SLOZJIT,O,X,X
SJTILZO,O,X,O
SJTILOZ,O,X,O
SJTIZLO,O,X,X
SJTIZOL,O,X,O
SJTIOLZ,O,X,O
SJTIOZL,O,X,O
SJTLIZO,O,X,O
SJTLIOZ,O,X,O
SJTLZIO,O,X,O
SJTLZOI,O,X,O
SJTLOIZ,O,X,O
SJTLOZI,O,X,O
SJTZILO,O,X,X
SJTZIOL,O,X,O
SJTZLIO,O,X,O
SJTZLOI,O,X,O
SJTZOIL,O,X,O
SJTZOLI,O,X,O
SJTOILZ,O,X,O
SJTOIZL,O,X,O
SJTOLIZ,O,X,O
SJTOLZI,O,X,O
SJTOZIL,O,X,O
SJTOZLI,O,X,O
SJITLZO,O,X,O
SJITLOZ,O,X,O
SJITZLO,O,X,X
SJITZOL,O,X,O
SJITOLZ,O,X,O
SJITOZL,O,X,O
SJILTZO,O,X,O
SJILTOZ,O,X,O
SJILZTO,O,X,X
SJILZOT,O,X,X
SJILOTZ,O,X,O
SJILOZT,O,X,X
SJIZTLO,O,X,X
SJIZTOL,O,X,X
SJIZLTO,O,X,X
SJIZLOT,O,X,X
SJIZOTL,O,X,X
SJIZOLT,O,X,X
SJIOTLZ,O,X,O
SJIOTZL,O,X,O
SJIOLTZ,O,X,O
SJIOLZT,O,X,X
SJIOZTL,O,X,X
SJIOZLT,O,X,X
SJLTIZO,O,X,O
SJLTIOZ,O,X,O
SJLTZIO,O,X,O
SJLTZOI,O,X,O
SJLTOIZ,O,X,O
SJLTOZI,O,X,O
SJLITZO,O,X,O
SJLITOZ,O,X,O
SJLIZTO,O,X,X
SJLIZOT,O,X,X
SJLIOTZ,O,X,O
SJLIOZT,O,X,X
SJLZTIO,O,X,O
SJLZTOI,O,X,O
SJLZITO,O,X,X
SJLZIOT,O,X,X
SJLZOTI,O,X,O
SJLZOIT,O,X,X
SJLOTIZ,O,X,O
SJLOTZI,O,X,O
SJLOITZ,O,X,O
SJLOIZT,O,X,X
SJLOZTI,O,X,O
SJLOZIT,O,X,X
SJZTILO,O,X,X
SJZTIOL,O,X,O
SJZTLIO,O,X,O
SJZTLOI,O,X,O
SJZTOIL,O,X,O
SJZTOLI,O,X,O
SJZITLO,O,X,X
SJZITOL,O,X,X
SJZILTO,O,X,X
SJZILOT,O,X,X
SJZIOTL,O,X,X
SJZIOLT,O,X,X
SJZLTIO,O,X,O
SJZLTOI,O,X,O
SJZLITO,O,X,X
SJZLIOT,O,X,X
SJZLOTI,O,X,O
SJZLOIT,O,X,X
SJZOTIL,O,X,O
SJZOTLI,O,X,O
SJZOITL,O,X,X
SJZOILT,O,X,X
SJZOLTI,O,X,O
SJZOLIT,O,X,X
SJOTILZ,O,X,O
SJOTIZL,O,X,O
SJOTLIZ,O,X,O
SJOTLZI,O,X,O
SJOTZIL,O,X,O
SJOTZLI,O,X,O
SJOITLZ,O,X,O
SJOITZL,O,X,O
SJOILTZ,O,X,O
SJOILZT,O,X,X
SJOIZTL,O,X,X
SJOIZLT,O,X,X
SJOLTIZ,O,X,O
SJOLTZI,O,X,O
SJOLITZ,O,X,O
SJOLIZT,O,X,X
SJOLZTI,O,X,O
SJOLZIT,O,X,X
SJOZTIL,O,X,O
SJOZTLI,O,X,O
SJOZITL,O,X,X
SJOZILT,O,X,X
SJOZLTI,O,X,O
SJOZLIT,O,X,X
SZTILJO,X,O,X
SZTILOJ,O,O,X
SZTIJLO,X,O,X
SZTIJOL,X,O,O
SZTIOLJ,O,O,X
SZTIOJL,X,O,O
SZTLIJO,X,O,O
SZTLIOJ,O,O,O
SZTLJIO,X,O,O
SZTLJOI,X,O,O
SZTLOIJ,O,O,O
SZTLOJI,X,O,O
SZTJILO,X,O,X
SZTJIOL,X,O,O
SZTJLIO,X,O,O
SZTJLOI,X,O,O
SZTJOIL,X,O,O
SZTJOLI,X,O,O
SZTOILJ,O,O,X
SZTOIJL,X,O,O
SZTOLIJ,O,O,O
SZTOLJI,X,O,O
SZTOJIL,X,O,O
SZTOJLI,X,O,O
SZITLJO,X,O,X
SZITLOJ,O,O,X
SZITJLO,X,O,X
SZITJOL,X,O,X
SZITOLJ,O,O,X
SZITOJL,X,O,X
SZILTJO,X,O,X
SZILTOJ,O,O,X
SZILJTO,O,X,X
SZILJOT,O,X,X
SZILOTJ,O,O,X
SZILOJT,O,X,X
SZIJTLO,O,X,X
SZIJTOL,O,X,X
SZIJLTO,O,X,X
SZIJLOT,O,X,X
SZIJOTL,O,X,X
SZIJOLT,O,X,X
SZIOTLJ,O,O,X
SZIOTJL,X,O,X
SZIOLTJ,O,O,X
SZIOLJT,O,X,X
SZIOJTL,O,X,X
SZIOJLT,O,X,X
SZLTIJO,X,O,O
SZLTIOJ,O,O,O
SZLTJIO,X,O,O
SZLTJOI,X,O,O
SZLTOIJ,O,O,O
SZLTOJI,X,O,O
SZLITJO,X,O,X
SZLITOJ,O,O,X
SZLIJTO,O,X,X
SZLIJOT,O,X,X
SZLIOTJ,O,O,X
SZLIOJT,O,X,X
SZLJTIO,O,X,O
SZLJTOI,O,X,O
SZLJITO,O,X,X
SZLJIOT,O,X,X
SZLJOTI,O,X,O
SZLJOIT,O,X,X
SZLOTIJ,O,O,O
SZLOTJI,X,O,O
SZLOITJ,O,O,X
SZLOIJT,O,X,X
SZLOJTI,O,X,O
SZLOJIT,O,X,X
SZJTILO,O,X,X
SZJTIOL,O,X,O
SZJTLIO,O,X,O
SZJTLOI,O,X,O
SZJTOIL,O,X,O
SZJTOLI,O,X,O
SZJITLO,O,X,X
SZJITOL,O,X,X
SZJILTO,O,X,X
SZJILOT,O,X,X
SZJIOTL,O,X,X
SZJIOLT,O,X,X
SZJLTIO,O,X,O
SZJLTOI,O,X,O
SZJLITO,O,X,X
SZJLIOT,O,X,X
SZJLOTI,O,X,O
SZJLOIT,O,X,X
SZJOTIL,O,X,O
SZJOTLI,O,X,O
SZJOITL,O,X,X
SZJOILT,O,X,X
SZJOLTI,O,X,O
SZJOLIT,O,X,X
SZOTILJ,O,O,X
SZOTIJL,X,O,O
SZOTLIJ,O,O,O
SZOTLJI,X,O,O
SZOTJIL,X,O,O
SZOTJLI,X,O,O
SZOITLJ,O,O,X
SZOITJL,X,O,X
SZOILTJ,O,O,X
SZOILJT,O,X,X
SZOIJTL,O,X,X
SZOIJLT,O,X,X
SZOLTIJ,O,O,O
SZOLTJI,X,O,O
SZOLITJ,O,O,X
SZOLIJT,O,X,X
SZOLJTI,O,X,O
SZOLJIT,O,X,X
SZOJTIL,O,X,O
SZOJTLI,O,X,O
SZOJITL,O,X,X
SZOJILT,O,X,X
SZOJLTI,O,X,O
SZOJLIT,O,X,X
SOTILJZ,O,X,O
SOTILZJ,O,O,O
SOTIJLZ,O,X,O
SOTIJZL,O,X,O
SOTIZLJ,O,O,X
SOTIZJL,X,O,O
SOTLIJZ,O,X,O
SOTLIZJ,O,O,O
SOTLJIZ,O,X,O
SOTLJZI,O,X,O
SOTLZIJ,O,O,O
SOTLZJI,X,O,O
SOTJILZ,O,X,O
SOTJIZL,O,X,O
SOTJLIZ,O,X,O
SOTJLZI,O,X,O
SOTJZIL,O,X,O
SOTJZLI,O,X,O
SOTZILJ,O,O,X
SOTZIJL,X,O,O
SOTZLIJ,O,O,O
SOTZLJI,X,O,O
SOTZJIL,X,O,O
SOTZJLI,X,O,O
SOITLJZ,O,X,O
SOITLZJ,O,O,O
SOITJLZ,O,X,O
SOITJZL,O,X,O
SOITZLJ,O,O,X
SOITZJL,X,O,O
SOILTJZ,O,X,O
SOILTZJ,O,O,O
SOILJTZ,O,X,O
SOILJZT,O,X,X
SOILZTJ,O,O,X
SOILZJT,O,X,X
SOIJTLZ,O,X,O
SOIJTZL,O,X,O
SOIJLTZ,O,X,O
SOIJLZT,O,X,X
SOIJZTL,O,X,X
SOIJZLT,O,X,X
SOIZTLJ,O,O,X
SOIZTJL,X,O,X
SOIZLTJ,O,O,X
SOIZLJT,O,X,X
SOIZJTL,O,X,X
SOIZJLT,O,X,X
SOLTIJZ,O,X,O
SOLTIZJ,O,O,O
SOLTJIZ,O,X,O
SOLTJZI,O,X,O
SOLTZIJ,O,O,O
SOLTZJI,X,O,O
SOLITJZ,O,X,O
SOLITZJ,O,O,O
SOLIJTZ,O,X,O
SOLIJZT,O,X,X
SOLIZTJ,O,O,X
SOLIZJT,O,X,X
SOLJTIZ,O,X,O
SOLJTZI,O,X,O
SOLJITZ,O,X,O
SOLJIZT,O,X,X
SOLJZTI,O,X,O
SOLJZIT,O,X,X
SOLZTIJ,O,O,O
SOLZTJI,X,O,O
SOLZITJ,O,O,X
SOLZIJT,O,X,X
SOLZJTI,O,X,O
SOLZJIT,O,X,X
SOJTILZ,O,X,O
SOJTIZL,O,X,O
SOJTLIZ,O,X,O
SOJTLZI,O,X,O
SOJTZIL,O,X,O
SOJTZLI,O,X,O
SOJITLZ,O,X,O
SOJITZL,O,X,O
SOJILTZ,O,X,O
SOJILZT,O,X,X
SOJIZTL,O,X,X
SOJIZLT,O,X,X
SOJLTIZ,O,X,O
SOJLTZI,O,X,O
SOJLITZ,O,X,O
SOJLIZT,O,X,X
SOJLZTI,O,X,O
SOJLZIT,O,X,X
SOJZTIL,O,X,O
SOJZTLI,O,X,O
SOJZITL,O,X,X
SOJZILT,O,X,X
SOJZLTI,O,X,O
SOJZLIT,O,X,X
SOZTILJ,O,O,X
SOZTIJL,X,O,O
SOZTLIJ,O,O,O
SOZTLJI,X,O,O
SOZTJIL,X,O,O
SOZTJLI,X,O,O
SOZITLJ,O,O,X
SOZITJL,X,O,X
SOZILTJ,O,O,X
SOZILJT,O,X,X
SOZIJTL,O,X,X
SOZIJLT,O,X,X
SOZLTIJ,O,O,O
SOZLTJI,X,O,O
SOZLITJ,O,O,X
SOZLIJT,O,X,X
SOZLJTI,O,X,O
SOZLJIT,O,X,X
SOZJTIL,O,X,O
SOZJTLI,O,X,O
SOZJITL,O,X,X
SOZJILT,O,X,X
SOZJLTI,O,X,O
SOZJLIT,O,X,X
ZTILJSO,O,O,X
ZTILJOS,O,O,X
ZTILSJO,X,O,X
ZTILSOJ,O,O,X
ZTILOJS,O,O,X
ZTILOSJ,O,O,X
ZTIJLSO,O,O,X
ZTIJLOS,O,O,X
ZTIJSLO,O,O,X
ZTIJSOL,O,O,X
ZTIJOLS,O,O,X
ZTIJOSL,O,O,X
ZTISLJO,X,O,X
ZTISLOJ,O,O,X
ZTISJLO,X,O,X
ZTISJOL,X,O,O
ZTISOLJ,O,O,X
ZTISOJL,X,O,O
ZTIOLJS,O,O,X
ZTIOLSJ,O,O,X
ZTIOJLS,O,O,X
ZTIOJSL,O,O,X
ZTIOSLJ,O,O,X
ZTIOSJL,X,O,O
ZTLIJSO,O,O,X
ZTLIJOS,O,O,X
ZTLISJO,X,O,O
ZTLISOJ,O,O,O
ZTLIOJS,O,O,X
ZTLIOSJ,O,O,O
ZTLJISO,O,O,X
ZTLJIOS,O,O,X
ZTLJSIO,O,O,X
ZTLJSOI,O,O,X
ZTLJOIS,O,O,X
ZTLJOSI,O,O,X
ZTLSIJO,X,O,O
ZTLSIOJ,O,O,O
ZTLSJIO,X,O,O
ZTLSJOI,X,O,O
ZTLSOIJ,O,O,O
ZTLSOJI,X,O,O
ZTLOIJS,O,O,X
ZTLOISJ,O,O,O
ZTLOJIS,O,O,X
ZTLOJSI,O,O,X
ZTLOSIJ,O,O,O
ZTLOSJI,X,O,O
ZTJILSO,O,O,X
ZTJILOS,O,O,X
ZTJISLO,O,O,X
ZTJISOL,O,O,X
ZTJIOLS,O,O,X
ZTJIOSL,O,O,X
ZTJLISO,O,O,X
ZTJLIOS,O,O,X
ZTJLSIO,O,O,X
ZTJLSOI,O,O,X
ZTJLOIS,O,O,X
ZTJLOSI,O,O,X
ZTJSILO,O,O,X
ZTJSIOL,O,O,X
ZTJSLIO,O,O,X
ZTJSLOI,O,O,X
ZTJSOIL,O,O,X
ZTJSOLI,O,O,X
ZTJOILS,O,O,X
ZTJOISL,O,O,X
ZTJOLIS,O,O,X
ZTJOLSI,O,O,X
ZTJOSIL,O,O,X
ZTJOSLI,O,O,X
ZTSILJO,X,O,X
ZTSILOJ,O,O,X
ZTSIJLO,X,O,X
ZTSIJOL,X,O,O
ZTSIOLJ,O,O,X
ZTSIOJL,X,O,O
ZTSLIJO,X,O,O
ZTSLIOJ,O,O,O
ZTSLJIO,X,O,O
ZTSLJOI,X,O,O
ZTSLOIJ,O,O,O
ZTSLOJI,X,O,O
ZTSJILO,X,O,X
ZTSJIOL,X,O,O
ZTSJLIO,X,O,O
ZTSJLOI,X,O,O
ZTSJOIL,X,O,O
ZTSJOLI,X,O,O
ZTSOILJ,O,O,X
ZTSOIJL,X,O,O
ZTSOLIJ,O,O,O
ZTSOLJI,X,O,O
ZTSOJIL,X,O,O
ZTSOJLI,X,O,O
ZTOILJS,O,O,X
ZTOILSJ,O,O,X
ZTOIJLS,O,O,X
ZTOIJSL,O,O,X
ZTOISLJ,O,O,X
ZTOISJL,X,O,O
ZTOLIJS,O,O,X
ZTOLISJ,O,O,O
ZTOLJIS,O,O,X
ZTOLJSI,O,O,X
ZTOLSIJ,O,O,O
ZTOLSJI,X,O,O
ZTOJILS,O,O,X
ZTOJISL,O,O,X
ZTOJLIS,O,O,X
ZTOJLSI,O,O,X
ZTOJSIL,O,O,X
ZTOJSLI,O,O,X
ZTOSILJ,O,O,X
ZTOSIJL,X,O,O
ZTOSLIJ,O,O,O
ZTOSLJI,X,O,O
ZTOSJIL,X,O,O
ZTOSJLI,X,O,O
ZITLJSO,O,O,X
ZITLJOS,O,O,X
ZITLSJO,X,O,X
ZITLSOJ,O,O,X
ZITLOJS,O,O,X
ZITLOSJ,O,O,X
ZITJLSO,O,O,X
ZITJLOS,O,O,X
ZITJSLO,O,O,X
ZITJSOL,O,O,X
ZITJOLS,O,O,X
ZITJOSL,O,O,X
ZITSLJO,X,O,X
ZITSLOJ,O,O,X
ZITSJLO,X,O,X
ZITSJOL,X,O,X
ZITSOLJ,O,O,X
ZITSOJL,X,O,X
ZITOLJS,O,O,X
ZITOLSJ,O,O,X
ZITOJLS,O,O,X
ZITOJSL,O,O,X
ZITOSLJ,O,O,X
ZITOSJL,X,O,X
ZILTJSO,O,O,X
ZILTJOS,O,O,X
ZILTSJO,X,O,X
ZILTSOJ,O,O,X
ZILTOJS,O,O,X
ZILTOSJ,O,O,X
ZILJTSO,O,O,X
ZILJTOS,O,O,X
ZILJSTO,O,X,X
ZILJSOT,O,X,X
ZILJOTS,O,O,X
ZILJOST,O,X,X
ZILSTJO,X,O,X
ZILSTOJ,O,O,X
ZILSJTO,O,X,X
ZILSJOT,O,X,X
ZILSOTJ,O,O,X
ZILSOJT,O,X,X
ZILOTJS,O,O,X
ZILOTSJ,O,O,X
ZILOJTS,O,O,X
ZILOJST,O,X,X
ZILOSTJ,O,O,X
ZILOSJT,O,X,X
ZIJTLSO,O,O,X
ZIJTLOS,O,O,X
ZIJTSLO,O,O,X
ZIJTSOL,O,O,X
ZIJTOLS,O,O,X
ZIJTOSL,O,O,X
ZIJLTSO,O,O,X
ZIJLTOS,O,O,X
ZIJLSTO,O,X,X
ZIJLSOT,O,X,X
ZIJLOTS,O,O,X
ZIJLOST,O,X,X
ZIJSTLO,O,X,X
ZIJSTOL,O,X,X
ZIJSLTO,O,X,X
ZIJSLOT,O,X,X
ZIJSOTL,O,X,X
ZIJSOLT,O,X,X
ZIJOTLS,O,O,X
ZIJOTSL,O,O,X
ZIJOLTS,O,O,X
ZIJOLST,O,X,X
ZIJOSTL,O,X,X
ZIJOSLT,O,X,X
ZISTLJO,X,O,X
ZISTLOJ,O,O,X
ZISTJLO,X,O,X
ZISTJOL,X,O,X
ZISTOLJ,O,O,X
ZISTOJL,X,O,X
ZISLTJO,X,O,X
ZISLTOJ,O,O,X
ZISLJTO,O,X,X
ZISLJOT,O,X,X
ZISLOTJ,O,O,X
ZISLOJT,O,X,X
ZISJTLO,O,X,X
ZISJTOL,O,X,X
ZISJLTO,O,X,X
ZISJLOT,O,X,X
ZISJOTL,O,X,X
ZISJOLT,O,X,X
ZISOTLJ,O,O,X
ZISOTJL,X,O,X
ZISOLTJ,O,O,X
ZISOLJT,O,X,X
ZISOJTL,O,X,X
ZISOJLT,O,X,X
ZIOTLJS,O,O,X
ZIOTLSJ,O,O,X
ZIOTJLS,O,O,X
ZIOTJSL,O,O,X
ZIOTSLJ,O,O,X
ZIOTSJL,X,O,X
ZIOLTJS,O,O,X
ZIOLTSJ,O,O,X
ZIOLJTS,O,O,X
ZIOLJST,O,X,X
ZIOLSTJ,O,O,X
ZIOLSJT,O,X,X
ZIOJTLS,O,O,X
ZIOJTSL,O,O,X
ZIOJLTS,O,O,X
ZIOJLST,O,X,X
ZIOJSTL,O,X,X
ZIOJSLT,O,X,X
ZIOSTLJ,O,O,X
ZIOSTJL,X,O,X
ZIOSLTJ,O,O,X
ZIOSLJT,O,X,X
ZIOSJTL,O,X,X
ZIOSJLT,O,X,X
ZLTIJSO,O,O,X
ZLTIJOS,O,O,X
ZLTISJO,X,O,O
ZLTISOJ,O,O,O
ZLTIOJS,O,O,X
ZLTIOSJ,O,O,O
ZLTJISO,O,O,X
ZLTJIOS,O,O,X
ZLTJSIO,O,O,X
ZLTJSOI,O,O,X
ZLTJOIS,O,O,X
ZLTJOSI,O,O,X
ZLTSIJO,X,O,O
ZLTSIOJ,O,O,O
ZLTSJIO,X,O,O
ZLTSJOI,X,O,O
ZLTSOIJ,O,O,O
ZLTSOJI,X,O,O
ZLTOIJS,O,O,X
ZLTOISJ,O,O,O
ZLTOJIS,O,O,X
ZLTOJSI,O,O,X
ZLTOSIJ,O,O,O
ZLTOSJI,X,O,O
ZLITJSO,O,O,X
ZLITJOS,O,O,X
ZLITSJO,X,O,X
ZLITSOJ,O,O,X
ZLITOJS,O,O,X
ZLITOSJ,O,O,X
ZLIJTSO,O,O,X
ZLIJTOS,O,O,X
ZLIJSTO,O,X,X
ZLIJSOT,O,X,X
ZLIJOTS,O,O,X
ZLIJOST,O,X,X
ZLISTJO,X,O,X
ZLISTOJ,O,O,X
ZLISJTO,O,X,X
ZLISJOT,O,X,X
ZLISOTJ,O,O,X
ZLISOJT,O,X,X
ZLIOTJS,O,O,X
ZLIOTSJ,O,O,X
ZLIOJTS,O,O,X
ZLIOJST,O,X,X
ZLIOSTJ,O,O,X
ZLIOSJT,O,X,X
ZLJTISO,O,O,X
ZLJTIOS,O,O,X
ZLJTSIO,O,O,X
ZLJTSOI,O,O,X
ZLJTOIS,O,O,X
ZLJTOSI,O,O,X
ZLJITSO,O,O,X
ZLJITOS,O,O,X
ZLJISTO,O,X,X
ZLJISOT,O,X,X
ZLJIOTS,O,O,X
ZLJIOST,O,X,X
ZLJSTIO,O,X,X
ZLJSTOI,O,X,X
ZLJSITO,O,X,X
ZLJSIOT,O,X,X
ZLJSOTI,O,X,X
ZLJSOIT,O,X,X
ZLJOTIS,O,O,X
ZLJOTSI,O,O,X
ZLJOITS,O,O,X
ZLJOIST,O,X,X
ZLJOSTI,O,X,X
ZLJOSIT,O,X,X
ZLSTIJO,X,O,O
ZLSTIOJ,O,O,O
ZLSTJIO,X,O,O
ZLSTJOI,X,O,O
ZLSTOIJ,O,O,O
ZLSTOJI,X,O,O
