sequence,v115@GhA8IeA8EeA8CeB8BeG8Jei/IvhFRhBziBFlBXmB2s?B0pB,v115@GhA8IeA8EeA8CeB8BeG8Jex/IvhF0hBmiB/pBaqBzq?B1xB,v115@GhA8IeA8EeA8CeB8BeG8Jex/IvhFlhB3iBmkBzlBys?B0pB,v115@GhA8IeA8EeA8CeB8BeG8Jex/IvhF0hBmiBTkByqB1s?BXqB,v115@GhA8IeA8EeA8CeB8BeG8JeOEJvhF0gBlhB3iBysBRq?BzpB,v115@GhA8IeA8EeA8CeB8BeG8Jem/IvhFfmBlhBaoBTnBxp?B0pB,v115@GhA8IeA8EeA8CeB8BeG8JeKEJvhFRhBcnBeoBFlBXm?BzpB
ZOJILST,O,X,O,X,X,X,X
ZOJISTL,O,X,O,X,X,X,X
ZOJISLT,O,X,O,X,X,X,X
ZOJLTIS,O,X,O,O,X,X,X
ZOJLTSI,O,X,O,O,X,X,X
ZOJLITS,O,X,O,O,X,X,X
ZOJLIST,O,X,O,X,X,X,X
ZOJLSTI,O,X,O,X,X,X,X
ZOJLSIT,O,X,O,X,X,X,X
ZOJSTIL,O,O,O,X,X,X,X
ZOJSTLI,O,O,O,X,X,X,X
ZOJSITL,O,O,O,X,X,X,X
ZOJSILT,O,X,O,X,X,X,X
ZOJSLTI,O,O,O,X,X,X,X
ZOJSLIT,O,O,O,X,X,X,X
ZOSTILJ,O,O,O,X,X,O,X
ZOSTIJL,O,O,X,O,X,O,X
ZOSTLIJ,O,O,O,O,X,O,X
ZOSTLJI,O,O,O,O,X,X,X
ZOSTJIL,O,O,O,O,X,X,X
ZOSTJLI,O,O,O,O,X,X,X
ZOSITLJ,O,O,O,X,X,O,X
ZOSITJL,O,O,X,O,X,O,X
ZOSILTJ,X,O,O,X,X,O,X
ZOSILJT,O,O,O,X,X,O,X
ZOSIJTL,O,O,X,X,X,O,X
ZOSIJLT,O,X,X,X,X,O,X
ZOSLTIJ,X,O,O,O,X,O,X
ZOSLTJI,X,O,O,O,X,X,X
ZOSLITJ,X,O,O,O,X,O,X
ZOSLIJT,O,O,O,X,X,O,X
ZOSLJTI,O,O,O,X,X,X,X
ZOSLJIT,O,O,O,X,X,X,X
ZOSJTIL,O,O,O,X,X,X,X
ZOSJTLI,O,O,O,X,X,X,X
ZOSJITL,O,O,O,X,X,X,X
ZOSJILT,O,X,O,X,X,X,X
ZOSJLTI,O,O,O,X,X,X,X
ZOSJLIT,O,O,O,X,X,X,X
OTILJSZ,X,X,O,O,O,O,X
OTILJZS,X,O,X,O,O,X,X
OTILSJZ,X,X,O,O,O,O,X
OTILSZJ,X,X,O,O,O,O,X
OTILZJS,X,O,O,O,O,X,X
OTILZSJ,X,X,O,O,O,X,X
OTIJLSZ,X,X,O,O,O,O,X
OTIJLZS,X,O,X,O,O,X,X
OTIJSLZ,X,O,X,O,X,O,X
OTIJSZL,X,O,X,O,X,O,X
OTIJZLS,X,O,X,O,O,X,X
OTIJZSL,X,O,X,O,X,X,X
OTISLJZ,X,O,O,O,X,O,X
OTISLZJ,X,O,O,O,X,O,X
OTISJLZ,X,O,X,O,X,O,X
OTISJZL,X,O,X,O,X,O,X
OTISZLJ,X,O,X,X,X,O,X
OTISZJL,X,O,X,O,X,O,X
OTIZLJS,X,O,O,O,O,X,X
OTIZLSJ,X,X,O,O,O,X,X
OTIZJLS,X,O,O,O,O,X,X
OTIZJSL,X,O,O,O,X,X,X
OTIZSLJ,X,O,O,X,X,X,X
OTIZSJL,X,O,X,O,X,X,X
OTLIJSZ,X,X,O,O,O,O,X
OTLIJZS,X,O,X,O,O,X,X
OTLISJZ,X,X,O,O,O,O,X
OTLISZJ,X,X,O,O,O,O,X
OTLIZJS,X,O,O,O,O,X,X
OTLIZSJ,X,X,O,O,O,X,X
OTLJISZ,X,X,O,O,O,X,X
OTLJIZS,X,O,X,O,O,X,X
OTLJSIZ,X,O,O,O,O,O,X
OTLJSZI,X,O,O,O,X,X,X
OTLJZIS,X,O,O,O,X,X,X
OTLJZSI,X,O,O,O,X,X,X
OTLSIJZ,X,O,O,O,O,O,X
OTLSIZJ,X,O,O,O,O,O,X
OTLSJIZ,X,O,O,O,O,O,X
OTLSJZI,X,O,O,O,X,X,X
OTLSZIJ,X,O,O,O,X,O,X
OTLSZJI,X,O,O,O,X,X,X
OTLZIJS,X,O,O,O,X,X,X
OTLZISJ,X,X,O,O,X,X,X
OTLZJIS,X,O,O,O,X,X,X
OTLZJSI,X,O,O,O,X,X,X
OTLZSIJ,X,O,O,O,X,O,X
OTLZSJI,X,O,O,O,X,X,X
OTJILSZ,X,X,O,O,O,X,X
OTJILZS,X,O,X,O,O,X,X
OTJISLZ,X,O,X,O,X,X,X
OTJISZL,X,O,X,O,X,X,X
OTJIZLS,X,O,X,O,O,X,X
OTJIZSL,X,O,X,O,X,X,X
OTJLISZ,X,X,O,O,O,X,X
OTJLIZS,X,O,X,O,O,X,X
OTJLSIZ,X,O,O,O,O,O,X
OTJLSZI,X,O,O,O,X,X,X
OTJLZIS,X,O,O,O,X,X,X
OTJLZSI,X,O,O,O,X,X,X
OTJSILZ,X,O,X,O,X,O,X
OTJSIZL,X,O,X,O,X,O,X
OTJSLIZ,X,O,X,O,X,O,X
OTJSLZI,X,O,X,O,X,X,X
OTJSZIL,X,O,X,O,X,X,X
OTJSZLI,X,O,X,O,X,X,X
OTJZILS,X,O,O,O,X,X,X
OTJZISL,X,O,O,O,X,X,X
OTJZLIS,X,O,O,O,X,X,X
OTJZLSI,X,O,O,O,X,X,X
OTJZSIL,X,O,O,O,X,X,X
OTJZSLI,X,O,O,O,X,X,X
OTSILJZ,X,O,O,O,X,O,X
OTSILZJ,X,O,O,O,X,O,X
OTSIJLZ,X,O,X,O,X,O,X
OTSIJZL,X,O,X,O,X,O,X
OTSIZLJ,X,O,X,X,X,O,X
OTSIZJL,X,O,X,O,X,O,X
OTSLIJZ,X,O,O,O,X,O,X
OTSLIZJ,X,O,O,O,X,O,X
OTSLJIZ,X,O,O,O,X,O,X
OTSLJZI,X,O,O,O,X,X,X
OTSLZIJ,X,O,O,O,X,O,X
OTSLZJI,X,O,O,O,X,X,X
OTSJILZ,X,O,X,O,X,O,X
OTSJIZL,X,O,X,O,X,O,X
OTSJLIZ,X,O,X,O,X,O,X
OTSJLZI,X,O,X,O,X,X,X
OTSJZIL,X,O,X,O,X,X,X
OTSJZLI,X,O,X,O,X,X,X
OTSZILJ,X,O,O,X,X,O,X
OTSZIJL,X,O,X,O,X,O,X
OTSZLIJ,X,O,O,O,X,O,X
OTSZLJI,X,O,O,O,X,X,X
OTSZJIL,X,O,O,O,X,X,X
OTSZJLI,X,O,O,O,X,X,X
OTZILJS,X,O,O,O,X,X,X
OTZILSJ,X,X,O,O,X,X,X
OTZIJLS,X,O,O,O,X,X,X
OTZIJSL,X,O,O,O,X,X,X
OTZISLJ,X,O,O,X,X,X,X
OTZISJL,X,O,X,O,X,X,X
OTZLIJS,X,O,O,O,X,X,X
OTZLISJ,X,X,O,O,X,X,X
OTZLJIS,X,O,O,O,X,X,X
OTZLJSI,X,O,O,O,X,X,X
OTZLSIJ,X,O,O,O,X,O,X
OTZLSJI,X,O,O,O,X,X,X
OTZJILS,X,O,O,O,X,X,X
OTZJISL,X,O,O,O,X,X,X
OTZJLIS,X,O,O,O,X,X,X
OTZJLSI,X,O,O,O,X,X,X
OTZJSIL,X,O,O,O,X,X,X
OTZJSLI,X,O,O,O,X,X,X
OTZSILJ,X,O,O,X,X,O,X
OTZSIJL,X,O,X,O,X,O,X
OTZSLIJ,X,O,O,O,X,O,X
OTZSLJI,X,O,O,O,X,X,X
OTZSJIL,X,O,O,O,X,X,X
OTZSJLI,X,O,O,O,X,X,X
OITLJSZ,X,X,O,O,O,O,X
OITLJZS,X,O,X,O,O,X,X
OITLSJZ,X,X,O,O,O,O,X
OITLSZJ,X,X,O,O,O,O,X
OITLZJS,X,O,O,O,O,X,X
OITLZSJ,X,X,O,O,O,X,X
OITJLSZ,X,X,O,O,O,O,X
OITJLZS,X,O,X,O,O,X,X
OITJSLZ,X,O,X,O,X,O,X
OITJSZL,X,O,X,O,X,O,X
OITJZLS,X,O,X,O,O,X,X
OITJZSL,X,O,X,O,X,X,X
OITSLJZ,X,O,O,O,X,O,X
OITSLZJ,X,O,O,O,X,O,X
OITSJLZ,X,O,X,O,X,O,X
OITSJZL,X,O,X,O,X,O,X
OITSZLJ,X,O,X,X,X,O,X
OITSZJL,X,O,X,O,X,O,X
OITZLJS,X,O,O,O,O,X,X
OITZLSJ,X,X,O,O,O,X,X
OITZJLS,X,O,O,O,O,X,X
OITZJSL,X,O,O,O,X,X,X
OITZSLJ,X,O,O,X,X,X,X
OITZSJL,X,O,X,O,X,X,X
OILTJSZ,X,X,O,O,O,O,X
OILTJZS,X,O,X,O,O,X,X
OILTSJZ,X,X,O,O,O,O,X
OILTSZJ,X,X,O,O,O,O,X
OILTZJS,X,O,O,O,O,X,X
OILTZSJ,X,X,O,O,O,X,X
OILJTSZ,X,X,O,O,O,O,X
OILJTZS,X,X,X,O,O,X,X
OILJSTZ,X,X,O,X,O,O,X
OILJSZT,X,X,X,X,O,O,X
OILJZTS,X,X,X,O,O,X,X
OILJZST,X,X,X,X,O,O,X
OILSTJZ,X,X,O,O,O,O,X
OILSTZJ,X,X,O,O,O,O,X
OILSJTZ,X,X,O,X,O,O,X
OILSJZT,X,X,X,X,O,O,X
OILSZTJ,X,X,O,O,O,O,X
OILSZJT,X,X,O,X,O,O,X
OILZTJS,X,O,O,O,O,X,X
OILZTSJ,X,X,O,O,O,X,X
OILZJTS,X,X,O,O,O,X,X
OILZJST,X,X,O,X,O,O,X
OILZSTJ,X,X,O,O,O,O,X
OILZSJT,X,X,O,X,O,O,X
OIJTLSZ,X,X,O,O,O,O,X
OIJTLZS,X,O,X,O,O,X,X
OIJTSLZ,X,X,X,O,X,O,X
OIJTSZL,X,O,X,O,X,O,X
OIJTZLS,X,O,X,O,O,X,X
OIJTZSL,X,O,X,O,X,X,X
OIJLTSZ,X,X,O,O,O,O,X
OIJLTZS,X,X,X,O,O,X,X
OIJLSTZ,X,X,O,X,O,O,X
OIJLSZT,X,X,X,X,O,O,X
OIJLZTS,X,X,X,O,O,X,X
OIJLZST,X,X,X,X,O,O,X
OIJSTLZ,X,X,X,X,X,O,X
OIJSTZL,X,X,X,X,X,O,X
OIJSLTZ,X,X,X,X,X,O,X
OIJSLZT,X,X,X,X,X,O,X
OIJSZTL,X,X,X,X,X,O,X
OIJSZLT,X,X,X,X,X,O,X
OIJZTLS,X,O,X,O,O,X,X
OIJZTSL,X,O,X,O,X,X,X
OIJZLTS,X,X,X,X,O,X,X
OIJZLST,X,X,X,X,O,O,X
OIJZSTL,X,X,X,X,X,O,X
OIJZSLT,X,X,X,X,X,O,X
OISTLJZ,X,O,O,O,X,O,X
OISTLZJ,X,O,O,O,X,O,X
OISTJLZ,X,O,X,O,X,O,X
OISTJZL,X,O,X,O,X,O,X
OISTZLJ,X,O,X,X,X,O,X
OISTZJL,X,O,X,O,X,O,X
OISLTJZ,X,O,O,O,X,O,X
OISLTZJ,X,O,O,O,X,O,X
OISLJTZ,X,O,O,X,X,O,X
OISLJZT,X,O,X,X,X,O,X
OISLZTJ,X,O,O,O,X,O,X
OISLZJT,X,O,X,X,X,O,X
OISJTLZ,X,O,X,X,X,O,X
OISJTZL,X,O,X,X,X,O,X
OISJLTZ,X,X,X,X,X,O,X
OISJLZT,X,X,X,X,X,O,X
OISJZTL,X,O,X,X,X,O,X
OISJZLT,X,X,X,X,X,O,X
OISZTLJ,X,O,X,X,X,O,X
OISZTJL,X,O,X,O,X,O,X
OISZLTJ,X,O,X,X,X,O,X
OISZLJT,X,O,X,X,X,O,X
OISZJTL,X,O,X,X,X,O,X
OISZJLT,X,X,X,X,X,O,X
OIZTLJS,X,O,O,O,O,X,X
OIZTLSJ,X,X,O,O,O,X,X
OIZTJLS,X,O,O,O,O,X,X
OIZTJSL,X,O,O,O,X,X,X
OIZTSLJ,X,O,O,X,X,X,X
OIZTSJL,X,O,X,O,X,X,X
OIZLTJS,X,O,O,O,O,X,X
OIZLTSJ,X,X,O,O,O,X,X
OIZLJTS,X,X,O,O,O,X,X
OIZLJST,X,X,O,X,O,O,X
OIZLSTJ,X,X,O,O,O,O,X
OIZLSJT,X,X,O,X,O,O,X
OIZJTLS,X,O,O,O,O,X,X
OIZJTSL,X,O,O,O,X,X,X
OIZJLTS,X,X,O,X,O,X,X
OIZJLST,X,X,O,X,O,O,X
OIZJSTL,X,X,O,X,X,O,X
OIZJSLT,X,X,O,X,X,O,X
OIZSTLJ,X,O,O,X,X,O,X
OIZSTJL,X,O,X,O,X,O,X
OIZSLTJ,X,O,O,X,X,O,X
OIZSLJT,X,O,O,X,X,O,X
OIZSJTL,X,O,X,X,X,O,X
OIZSJLT,X,X,X,X,X,O,X
OLTIJSZ,X,X,O,O,O,O,X
OLTIJZS,X,O,X,O,O,X,X
OLTISJZ,X,X,O,O,O,O,X
OLTISZJ,X,X,O,O,O,O,X
OLTIZJS,X,O,O,O,O,X,X
OLTIZSJ,X,X,O,O,O,X,X
OLTJISZ,X,X,O,O,O,X,X
OLTJIZS,X,O,X,O,O,X,X
OLTJSIZ,X,O,O,O,O,O,X
OLTJSZI,X,O,O,O,X,X,O
OLTJZIS,X,O,O,O,X,X,X
OLTJZSI,X,O,O,O,X,X,O
OLTSIJZ,X,O,O,O,O,O,X
OLTSIZJ,X,O,O,O,O,O,X
OLTSJIZ,X,O,O,O,O,O,X
OLTSJZI,X,O,O,O,X,X,O
OLTSZIJ,X,O,O,O,X,O,X
OLTSZJI,X,O,O,O,X,X,X
OLTZIJS,X,O,O,O,X,X,X
OLTZISJ,X,X,O,O,X,X,X
OLTZJIS,X,O,O,O,X,X,X
OLTZJSI,X,O,O,O,X,X,X
OLTZSIJ,X,O,O,O,X,O,X
OLTZSJI,X,O,O,O,X,X,X
OLITJSZ,X,X,O,O,O,O,X
OLITJZS,X,O,X,O,O,X,X
OLITSJZ,X,X,O,O,O,O,X
OLITSZJ,X,X,O,O,O,O,X
OLITZJS,X,O,O,O,O,X,X
OLITZSJ,X,X,O,O,O,X,X
OLIJTSZ,X,X,O,O,O,O,X
OLIJTZS,X,X,X,O,O,X,X
OLIJSTZ,X,X,O,X,O,O,X
OLIJSZT,X,X,X,X,O,O,X
OLIJZTS,X,X,X,O,O,X,X
OLIJZST,X,X,X,X,O,O,X
OLISTJZ,X,X,O,O,O,O,X
OLISTZJ,X,X,O,O,O,O,X
OLISJTZ,X,X,O,X,O,O,X
OLISJZT,X,X,X,X,O,O,X
OLISZTJ,X,X,O,O,O,O,X
OLISZJT,X,X,O,X,O,O,X
OLIZTJS,X,O,O,O,O,X,X
OLIZTSJ,X,X,O,O,O,X,X
OLIZJTS,X,X,O,O,O,X,X
OLIZJST,X,X,O,X,O,O,X
OLIZSTJ,X,X,O,O,O,O,X
OLIZSJT,X,X,O,X,O,O,X
OLJTISZ,X,X,O,O,O,X,X
OLJTIZS,X,X,X,O,O,X,X
OLJTSIZ,X,X,O,O,O,O,X
OLJTSZI,X,X,O,O,X,X,O
OLJTZIS,X,X,O,O,X,X,X
OLJTZSI,X,X,O,O,X,X,O
OLJITSZ,X,X,O,O,O,O,X
OLJITZS,X,X,X,O,O,X,X
OLJISTZ,X,X,O,X,O,O,X
OLJISZT,X,X,X,X,O,O,X
OLJIZTS,X,X,X,O,O,X,X
OLJIZST,X,X,X,X,O,O,X
OLJSTIZ,X,X,O,X,O,O,X
OLJSTZI,X,X,O,X,X,X,O
OLJSITZ,X,X,O,X,O,O,X
OLJSIZT,X,X,X,X,O,O,X
OLJSZTI,X,X,O,X,X,X,O
OLJSZIT,X,X,O,X,X,X,O
OLJZTIS,X,X,O,O,X,X,X
OLJZTSI,X,X,O,O,X,X,O
OLJZITS,X,X,O,O,X,X,X
OLJZIST,X,X,O,X,X,X,O
OLJZSTI,X,X,O,X,X,X,O
OLJZSIT,X,X,O,X,X,X,O
OLSTIJZ,X,O,O,O,O,O,X
OLSTIZJ,X,O,O,O,O,O,X
OLSTJIZ,X,O,O,O,O,O,X
OLSTJZI,X,O,O,O,X,X,O
OLSTZIJ,X,O,O,O,X,O,X
OLSTZJI,X,O,O,O,X,X,X
OLSITJZ,X,O,O,O,O,O,X
OLSITZJ,X,O,O,O,O,O,X
OLSIJTZ,X,O,O,X,O,O,X
OLSIJZT,X,O,X,X,O,O,X
OLSIZTJ,X,O,O,O,O,O,X
OLSIZJT,X,O,O,X,O,O,X
OLSJTIZ,X,O,O,X,O,O,X
OLSJTZI,X,O,O,X,X,X,O
OLSJITZ,X,O,O,X,O,O,X
OLSJIZT,X,O,X,X,O,O,X
OLSJZTI,X,O,O,X,X,X,O
OLSJZIT,X,O,O,X,X,X,O
OLSZTIJ,X,O,O,O,X,O,X
OLSZTJI,X,O,O,O,X,X,X
OLSZITJ,X,O,O,O,X,O,X
OLSZIJT,X,O,O,X,X,O,X
OLSZJTI,X,O,O,X,X,X,X
OLSZJIT,X,O,O,X,X,X,X
OLZTIJS,X,O,O,O,X,X,X
OLZTISJ,X,X,O,O,X,X,X
OLZTJIS,X,O,O,O,X,X,X
OLZTJSI,X,O,O,O,X,X,X
OLZTSIJ,X,O,O,O,X,O,X
OLZTSJI,X,O,O,O,X,X,X
OLZITJS,X,O,O,O,X,X,X
OLZITSJ,X,X,O,O,X,X,X
OLZIJTS,X,X,O,O,X,X,X
OLZIJST,X,X,O,X,X,O,X
OLZISTJ,X,X,O,O,X,O,X
OLZISJT,X,X,O,X,X,O,X
OLZJTIS,X,X,O,O,X,X,X
OLZJTSI,X,X,O,O,X,X,X
OLZJITS,X,X,O,O,X,X,X
OLZJIST,X,X,O,X,X,X,X
OLZJSTI,X,X,O,X,X,X,X
OLZJSIT,X,X,O,X,X,X,X
OLZSTIJ,X,O,O,O,X,O,X
OLZSTJI,X,O,O,O,X,X,X
OLZSITJ,X,O,O,O,X,O,X
OLZSIJT,X,O,O,X,X,O,X
OLZSJTI,X,O,O,X,X,X,X
OLZSJIT,X,O,O,X,X,X,X
OJTILSZ,X,X,O,O,O,X,X
OJTILZS,X,O,X,O,O,X,X
OJTISLZ,O,O,X,O,X,X,X
OJTISZL,O,O,X,O,X,X,X
OJTIZLS,O,O,X,O,O,X,X
OJTIZSL,O,O,X,O,X,X,X
OJTLISZ,X,X,O,O,O,X,X
OJTLIZS,X,O,X,O,O,X,X
OJTLSIZ,X,O,O,O,O,O,X
OJTLSZI,X,O,O,O,X,X,X
OJTLZIS,X,O,O,O,X,X,X
OJTLZSI,X,O,O,O,X,X,X
OJTSILZ,O,O,X,O,X,O,X
OJTSIZL,O,O,X,O,X,O,X
OJTSLIZ,O,O,X,O,X,O,X
OJTSLZI,O,O,X,O,X,X,X
OJTSZIL,O,O,X,O,X,X,X
OJTSZLI,O,O,X,O,X,X,X
OJTZILS,O,O,O,O,X,X,X
OJTZISL,O,O,O,O,X,X,X
OJTZLIS,O,O,O,O,X,X,X
OJTZLSI,O,O,O,O,X,X,X
OJTZSIL,O,O,O,O,X,X,X
OJTZSLI,O,O,O,O,X,X,X
OJITLSZ,X,X,O,O,O,O,X
OJITLZS,X,O,X,O,O,X,X
OJITSLZ,O,X,X,O,X,O,X
OJITSZL,O,O,X,O,X,O,X
OJITZLS,O,O,X,O,O,X,X
OJITZSL,O,O,X,O,X,X,X
OJILTSZ,X,X,O,O,O,O,X
OJILTZS,X,X,X,O,O,X,X
OJILSTZ,O,X,O,X,O,O,X
OJILSZT,O,X,X,X,O,O,X
OJILZTS,O,X,X,O,O,X,X
OJILZST,O,X,X,X,O,O,X
OJISTLZ,O,X,X,X,X,O,X
OJISTZL,O,X,X,X,X,O,X
OJISLTZ,O,X,X,X,X,O,X
OJISLZT,O,X,X,X,X,O,X
OJISZTL,O,X,X,X,X,O,X
OJISZLT,O,X,X,X,X,O,X
OJIZTLS,O,O,X,O,O,X,X
OJIZTSL,O,O,X,O,X,X,X
OJIZLTS,O,X,X,X,O,X,X
OJIZLST,O,X,X,X,O,O,X
OJIZSTL,O,X,X,X,X,O,X
OJIZSLT,O,X,X,X,X,O,X
OJLTISZ,X,X,O,O,O,X,X
OJLTIZS,X,X,X,O,O,X,X
OJLTSIZ,X,X,O,O,O,O,X
OJLTSZI,X,X,O,O,X,X,O
OJLTZIS,X,X,O,O,X,X,X
OJLTZSI,X,X,O,O,X,X,O
OJLITSZ,X,X,O,O,O,O,X
OJLITZS,X,X,X,O,O,X,X
OJLISTZ,O,X,O,X,O,O,X
OJLISZT,O,X,X,X,O,O,X
OJLIZTS,O,X,X,O,O,X,X
OJLIZST,O,X,X,X,O,O,X
OJLSTIZ,O,X,O,X,O,O,X
OJLSTZI,O,X,O,X,X,X,O
OJLSITZ,O,X,O,X,O,O,X
OJLSIZT,O,X,X,X,O,O,X
OJLSZTI,O,X,O,X,X,X,O
OJLSZIT,O,X,O,X,X,X,O
OJLZTIS,O,X,O,O,X,X,X
OJLZTSI,O,X,O,O,X,X,O
OJLZITS,O,X,O,O,X,X,X
OJLZIST,O,X,O,X,X,X,O
OJLZSTI,O,X,O,X,X,X,O
OJLZSIT,O,X,O,X,X,X,O
OJSTILZ,O,O,X,X,X,O,X
OJSTIZL,O,O,X,X,X,O,X
OJSTLIZ,O,O,X,X,X,O,X
OJSTLZI,O,O,X,X,X,X,X
OJSTZIL,O,O,X,X,X,X,X
OJSTZLI,O,O,X,X,X,X,X
OJSITLZ,O,O,X,X,X,O,X
OJSITZL,O,O,X,X,X,O,X
OJSILTZ,O,X,X,X,X,O,X
OJSILZT,O,X,X,X,X,O,X
OJSIZTL,O,O,X,X,X,O,X
OJSIZLT,O,X,X,X,X,O,X
OJSLTIZ,O,O,X,X,X,O,X
OJSLTZI,O,O,X,X,X,X,O
OJSLITZ,O,O,X,X,X,O,X
OJSLIZT,O,O,X,X,X,O,X
OJSLZTI,O,O,X,X,X,X,O
OJSLZIT,O,O,X,X,X,X,O
OJSZTIL,O,O,X,X,X,X,X
OJSZTLI,O,O,X,X,X,X,X
OJSZITL,O,O,X,X,X,X,X
OJSZILT,O,X,X,X,X,X,O
OJSZLTI,O,O,X,X,X,X,O
OJSZLIT,O,O,X,X,X,X,O
OJZTILS,O,O,O,O,X,X,X
OJZTISL,O,O,O,O,X,X,X
OJZTLIS,O,O,O,O,X,X,X
OJZTLSI,O,O,O,O,X,X,X
OJZTSIL,O,O,O,O,X,X,X
OJZTSLI,O,O,O,O,X,X,X
OJZITLS,O,O,O,O,X,X,X
OJZITSL,O,O,O,O,X,X,X
OJZILTS,O,X,O,X,X,X,X
OJZILST,O,X,O,X,X,X,O
OJZISTL,O,X,O,X,X,X,X
OJZISLT,O,X,O,X,X,X,O
OJZLTIS,O,X,O,O,X,X,X
OJZLTSI,O,X,O,O,X,X,O
OJZLITS,O,X,O,O,X,X,X
OJZLIST,O,X,O,X,X,X,O
OJZLSTI,O,X,O,X,X,X,O
OJZLSIT,O,X,O,X,X,X,O
OJZSTIL,O,O,O,X,X,X,X
OJZSTLI,O,O,O,X,X,X,X
OJZSITL,O,O,O,X,X,X,X
OJZSILT,O,X,O,X,X,X,O
OJZSLTI,O,O,O,X,X,X,O
OJZSLIT,O,O,O,X,X,X,O
OSTILJZ,O,O,O,O,X,O,X
OSTILZJ,X,O,O,O,X,O,X
OSTIJLZ,O,O,X,O,X,O,X
OSTIJZL,O,O,X,O,X,O,X
OSTIZLJ,X,O,X,X,X,O,X
OSTIZJL,X,O,X,O,X,O,X
OSTLIJZ,O,O,O,O,X,O,X
OSTLIZJ,X,O,O,O,X,O,X
OSTLJIZ,O,O,O,O,X,O,X
OSTLJZI,O,O,O,O,X,X,X
OSTLZIJ,X,O,O,O,X,O,X
OSTLZJI,X,O,O,O,X,X,X
OSTJILZ,O,O,X,O,X,O,X
OSTJIZL,O,O,X,O,X,O,X
OSTJLIZ,O,O,X,O,X,O,X
OSTJLZI,O,O,X,O,X,X,X
OSTJZIL,O,O,X,O,X,X,X
OSTJZLI,O,O,X,O,X,X,X
OSTZILJ,X,O,O,X,X,O,X
OSTZIJL,X,O,X,O,X,O,X
OSTZLIJ,X,O,O,O,X,O,X
OSTZLJI,X,O,O,O,X,X,X
OSTZJIL,X,O,O,O,X,X,X
OSTZJLI,X,O,O,O,X,X,X
OSITLJZ,O,O,O,O,X,O,X
OSITLZJ,X,O,O,O,X,O,X
OSITJLZ,O,O,X,O,X,O,X
OSITJZL,O,O,X,O,X,O,X
OSITZLJ,X,O,X,X,X,O,X
OSITZJL,X,O,X,O,X,O,X
OSILTJZ,X,O,O,O,X,O,X
OSILTZJ,X,O,O,O,X,O,X
OSILJTZ,X,O,O,X,X,O,X
OSILJZT,X,O,X,X,X,O,X
OSILZTJ,X,O,O,O,X,O,X
OSILZJT,X,O,X,X,X,O,X
OSIJTLZ,O,O,X,X,X,O,X
OSIJTZL,O,O,X,X,X,O,X
OSIJLTZ,O,X,X,X,X,O,X
OSIJLZT,O,X,X,X,X,O,X
OSIJZTL,O,O,X,X,X,O,X
OSIJZLT,O,X,X,X,X,O,X
OSIZTLJ,O,O,X,X,X,O,X
OSIZTJL,O,O,X,O,X,O,X
OSIZLTJ,X,O,X,X,X,O,X
OSIZLJT,O,O,X,X,X,O,X
OSIZJTL,O,O,X,X,X,O,X
OSIZJLT,O,X,X,X,X,O,X
OSLTIJZ,X,O,O,O,X,O,X
OSLTIZJ,X,O,O,O,X,O,X
OSLTJIZ,X,O,O,O,X,O,X
OSLTJZI,X,O,O,O,X,X,O
OSLTZIJ,X,O,O,O,X,O,X
OSLTZJI,X,O,O,O,X,X,X
OSLITJZ,X,O,O,O,X,O,X
OSLITZJ,X,O,O,O,X,O,X
OSLIJTZ,X,O,O,X,X,O,X
OSLIJZT,X,O,X,X,X,O,X
OSLIZTJ,X,O,O,O,X,O,X
OSLIZJT,X,O,O,X,X,O,X
OSLJTIZ,X,O,O,X,X,O,X
OSLJTZI,X,O,O,X,X,X,O
OSLJITZ,X,O,O,X,X,O,X
OSLJIZT,X,O,X,X,X,O,X
OSLJZTI,X,O,O,X,X,X,O
OSLJZIT,X,O,O,X,X,X,O
OSLZTIJ,X,O,O,O,X,O,X
OSLZTJI,X,O,O,O,X,X,X
OSLZITJ,X,O,O,O,X,O,X
OSLZIJT,X,O,O,X,X,O,X
OSLZJTI,X,O,O,X,X,X,X
OSLZJIT,X,O,O,X,X,X,X
OSJTILZ,O,O,X,X,X,O,X
OSJTIZL,O,O,X,X,X,O,X
OSJTLIZ,O,O,X,X,X,O,X
OSJTLZI,O,O,X,X,X,X,X
OSJTZIL,O,O,X,X,X,X,X
OSJTZLI,O,O,X,X,X,X,X
OSJITLZ,O,O,X,X,X,O,X
OSJITZL,O,O,X,X,X,O,X
OSJILTZ,O,X,X,X,X,O,X
OSJILZT,O,X,X,X,X,O,X
OSJIZTL,O,O,X,X,X,O,X
OSJIZLT,O,X,X,X,X,O,X
OSJLTIZ,O,O,X,X,X,O,X
OSJLTZI,O,O,X,X,X,X,O
OSJLITZ,O,O,X,X,X,O,X
OSJLIZT,O,O,X,X,X,O,X
OSJLZTI,O,O,X,X,X,X,O
OSJLZIT,O,O,X,X,X,X,O
OSJZTIL,O,O,X,X,X,X,X
OSJZTLI,O,O,X,X,X,X,X
OSJZITL,O,O,X,X,X,X,X
OSJZILT,O,X,X,X,X,X,O
OSJZLTI,O,O,X,X,X,X,O
OSJZLIT,O,O,X,X,X,X,O
OSZTILJ,O,O,O,X,X,O,X
OSZTIJL,O,O,X,O,X,O,X
OSZTLIJ,O,O,O,O,X,O,X
OSZTLJI,O,O,O,O,X,X,X
OSZTJIL,O,O,O,O,X,X,X
