sequence,v115@FhB8HeB8HeC8BeB8BeC8Je0/IvhFlgB/pBxmBGnBiq?BzrB,v115@FhB8HeB8HeC8BeB8BeC8JeFBJvhFXiBxkBcsBikBzp?BGrB,v115@FhB8HeB8HeC8BeB8BeC8JeT/IvhFxgBXiBcsBlpBGr?BiqB,v115@FhB8HeB8HeC8BeB8BeC8Je0/IvhFxgBTiB/pBiqBFs?BGrB,v115@FhB8HeB8HeC8BeB8BeC8JeT/IvhF8lBCiBlpBxrBOq?BXsB,v115@FhB8HeB8HeC8BeB8BeC8Jem/IvhFfmBTiBxpBFsB6r?B0pB,v115@FhB8HeB8HeC8BeB8BeC8JeOEJvhFTgBFiBqpBcsBxq?B/rB,v115@FhB8HeB8HeC8BeB8BeC8Jel/IvhFThB6nB/pBesBxq?BcqB,v115@FhB8HeB8HeC8BeB8BeC8JelAJvhFTkB2qBxmBCnBXs?B0pB,v115@FhB8HeB8HeC8BeB8BeC8JeFBJvhFxkBSrBTnBmkB0p?BXsB,v115@FhB8HeB8HeC8BeB8BeC8JeRAJvhF1mB6nB0lBmpBzr?B/pB
JZTOLSI,X,O,O,X,X,X,X,X,X,X,O
JZTOSIL,X,O,O,X,X,X,X,X,O,X,X
JZTOSLI,X,O,O,X,X,X,X,X,X,X,O
JZITLSO,X,O,O,X,O,X,X,X,X,X,X
JZITLOS,X,X,O,X,O,X,X,X,X,O,X
JZITSLO,X,O,O,X,O,X,X,X,X,X,X
JZITSOL,X,O,O,X,O,X,X,X,X,X,X
JZITOLS,X,O,O,X,O,X,X,X,X,X,X
JZITOSL,X,O,O,X,O,X,X,X,O,X,X
JZILTSO,X,O,X,X,O,X,O,X,X,X,X
JZILTOS,X,X,X,X,O,X,O,X,X,O,X
JZILSTO,X,O,X,X,X,X,O,O,X,X,X
JZILSOT,X,X,X,X,X,X,O,O,X,X,X
JZILOTS,X,X,X,X,X,X,O,X,X,O,X
JZILOST,X,X,X,X,X,X,O,O,X,X,X
JZISTLO,X,O,O,X,X,X,X,X,X,X,X
JZISTOL,X,O,O,X,X,X,X,X,X,X,X
JZISLTO,X,O,O,X,X,X,X,O,X,X,X
JZISLOT,X,X,X,X,X,X,X,O,X,X,X
JZISOTL,X,O,O,X,X,X,X,X,X,X,X
JZISOLT,X,O,X,X,X,X,X,O,X,X,X
JZIOTLS,X,O,X,X,X,X,X,X,X,X,O
JZIOTSL,X,O,X,X,X,X,X,X,O,X,X
JZIOLTS,X,O,X,X,X,X,O,X,X,O,X
JZIOLST,X,O,X,X,X,X,O,O,X,X,X
JZIOSTL,X,O,X,X,X,X,X,X,X,X,X
JZIOSLT,X,O,X,X,X,X,X,O,X,X,X
JZLTISO,X,O,O,X,X,X,O,X,X,X,X
JZLTIOS,X,X,O,X,X,X,O,X,X,O,X
JZLTSIO,X,O,O,X,X,X,X,X,X,X,X
JZLTSOI,X,O,O,X,X,X,X,X,X,X,X
JZLTOIS,X,O,O,X,X,X,X,X,X,O,X
JZLTOSI,X,O,O,X,X,X,X,X,X,X,X
JZLITSO,X,O,X,X,X,X,O,X,X,X,X
JZLITOS,X,X,X,X,X,X,O,X,X,O,X
JZLISTO,X,O,X,X,X,X,O,O,X,X,X
JZLISOT,X,X,X,X,X,X,O,O,X,X,X
JZLIOTS,X,X,X,X,X,X,O,X,X,O,X
JZLIOST,X,X,X,X,X,X,O,O,X,X,X
JZLSTIO,X,O,O,X,X,X,X,X,X,X,X
JZLSTOI,X,O,O,X,X,X,X,X,X,X,X
JZLSITO,X,O,O,X,X,X,O,O,X,X,X
JZLSIOT,X,X,X,X,X,X,O,O,X,X,X
JZLSOTI,X,O,X,X,X,X,X,X,X,X,X
JZLSOIT,X,O,X,X,X,X,X,X,X,X,X
JZLOTIS,X,O,X,X,X,X,X,X,X,O,O
JZLOTSI,X,O,X,X,X,X,X,X,X,X,O
JZLOITS,X,O,X,X,X,X,O,X,X,O,X
JZLOIST,X,O,X,X,X,X,O,X,X,X,X
JZLOSTI,X,O,X,X,X,X,X,X,X,X,X
JZLOSIT,X,O,X,X,X,X,X,X,X,X,X
JZSTILO,X,O,O,X,X,X,X,X,X,X,X
JZSTIOL,X,O,O,X,X,X,X,X,O,X,X
JZSTLIO,X,O,O,X,X,X,X,X,X,X,X
JZSTLOI,X,O,O,X,X,X,X,X,X,X,X
JZSTOIL,X,O,O,X,X,X,X,X,O,X,X
JZSTOLI,X,O,O,X,X,X,X,X,X,X,X
JZSITLO,X,O,O,X,X,X,X,X,X,X,X
JZSITOL,X,O,O,X,X,X,X,X,O,X,X
JZSILTO,X,O,O,X,X,X,X,O,X,X,X
JZSILOT,X,X,X,X,X,X,X,O,X,X,X
JZSIOTL,X,O,O,X,X,X,X,X,O,X,X
JZSIOLT,X,O,X,X,X,X,X,O,X,X,X
JZSLTIO,X,O,O,X,X,X,X,X,X,X,X
JZSLTOI,X,O,O,X,X,X,X,X,X,X,X
JZSLITO,X,O,O,X,X,X,O,O,X,X,X
JZSLIOT,X,X,X,X,X,X,O,O,X,X,X
JZSLOTI,X,O,X,X,X,X,X,X,X,X,X
JZSLOIT,X,O,X,X,X,X,X,X,X,X,X
JZSOTIL,X,O,O,X,X,X,X,X,O,X,X
JZSOTLI,X,O,O,X,X,X,X,X,X,X,O
JZSOITL,X,O,O,X,X,X,X,X,O,X,X
JZSOILT,X,O,X,X,X,X,X,X,X,X,X
JZSOLTI,X,O,X,X,X,X,X,X,X,X,X
JZSOLIT,X,O,X,X,X,X,X,X,X,X,X
JZOTILS,X,O,O,X,X,X,X,X,X,X,O
JZOTISL,X,O,O,X,X,X,X,X,O,X,X
JZOTLIS,X,O,O,X,X,X,X,X,X,X,O
JZOTLSI,X,O,O,X,X,X,X,X,X,X,O
JZOTSIL,X,O,O,X,X,X,X,X,O,X,X
JZOTSLI,X,O,O,X,X,X,X,X,X,X,O
JZOITLS,X,O,X,X,X,X,X,X,X,X,O
JZOITSL,X,O,X,X,X,X,X,X,O,X,X
JZOILTS,X,O,X,X,X,X,X,X,X,O,X
JZOILST,X,O,X,X,X,X,X,X,X,X,X
JZOISTL,X,O,X,X,X,X,X,X,X,X,X
JZOISLT,X,O,X,X,X,X,X,X,X,X,X
JZOLTIS,X,O,X,X,X,X,X,X,X,O,O
JZOLTSI,X,O,X,X,X,X,X,X,X,X,O
JZOLITS,X,O,X,X,X,X,O,X,X,O,X
JZOLIST,X,O,X,X,X,X,O,X,X,X,X
JZOLSTI,X,O,X,X,X,X,X,X,X,X,X
JZOLSIT,X,O,X,X,X,X,X,X,X,X,X
JZOSTIL,X,O,O,X,X,X,X,X,O,X,X
JZOSTLI,X,O,O,X,X,X,X,X,X,X,O
JZOSITL,X,O,O,X,X,X,X,X,O,X,X
JZOSILT,X,O,X,X,X,X,X,X,X,X,X
JZOSLTI,X,O,X,X,X,X,X,X,X,X,X
JZOSLIT,X,O,X,X,X,X,X,X,X,X,X
JOTILSZ,X,X,X,X,X,X,X,X,O,X,X
JOTILZS,X,O,X,X,X,X,X,X,X,X,O
JOTISLZ,X,X,X,X,X,X,X,X,O,X,X
JOTISZL,X,O,X,X,X,X,X,X,O,X,X
JOTIZLS,X,O,O,X,X,X,X,X,X,X,O
JOTIZSL,X,O,O,X,X,X,X,X,O,X,X
JOTLISZ,X,X,X,X,X,X,X,X,O,X,X
JOTLIZS,X,O,X,X,X,X,X,X,X,X,O
JOTLSIZ,X,X,X,X,X,X,X,X,O,X,X
JOTLSZI,X,X,X,X,X,X,X,X,X,X,O
JOTLZIS,X,O,O,X,X,X,X,X,X,X,O
JOTLZSI,X,O,O,X,X,X,X,X,X,X,O
JOTSILZ,X,X,X,X,X,X,X,X,O,X,X
JOTSIZL,X,O,X,X,X,X,X,X,O,X,X
JOTSLIZ,X,X,X,X,X,X,X,X,O,X,X
JOTSLZI,X,X,X,X,X,X,X,X,X,X,O
JOTSZIL,X,O,O,X,X,X,X,X,O,X,X
JOTSZLI,X,O,O,X,X,X,X,X,X,X,O
JOTZILS,X,O,O,X,X,X,X,X,X,X,O
JOTZISL,X,O,O,X,X,X,X,X,O,X,X
JOTZLIS,X,O,O,X,X,X,X,X,X,X,O
JOTZLSI,X,O,O,X,X,X,X,X,X,X,O
JOTZSIL,X,O,O,X,X,X,X,X,O,X,X
JOTZSLI,X,O,O,X,X,X,X,X,X,X,O
JOITLSZ,O,X,X,X,X,X,X,O,O,X,X
JOITLZS,X,O,X,X,X,X,X,X,X,X,O
JOITSLZ,X,X,X,X,X,X,X,O,O,X,X
JOITSZL,O,O,X,X,X,X,X,X,O,X,X
JOITZLS,X,O,X,X,X,X,X,X,X,X,O
JOITZSL,X,O,X,X,X,X,X,X,O,X,X
JOILTSZ,O,X,X,X,X,X,X,O,O,X,X
JOILTZS,X,O,X,X,X,X,X,X,X,X,O
JOILSTZ,O,X,X,X,X,X,X,O,X,X,X
JOILSZT,O,X,X,X,X,X,X,O,X,X,X
JOILZTS,X,O,X,X,X,X,X,X,X,X,X
JOILZST,X,O,X,X,X,X,X,O,X,X,X
JOISTLZ,X,X,X,X,X,X,X,O,O,X,X
JOISTZL,O,O,X,X,X,X,X,X,O,X,X
JOISLTZ,O,X,X,X,X,X,X,O,O,X,X
JOISLZT,O,X,X,X,X,X,X,O,X,X,X
JOISZTL,O,O,X,X,X,X,X,X,O,X,X
JOISZLT,X,O,X,X,X,X,X,O,X,X,X
JOIZTLS,X,O,X,X,X,X,X,X,X,X,O
JOIZTSL,X,O,X,X,X,X,X,X,O,X,X
JOIZLTS,X,O,X,X,X,X,X,X,X,X,X
JOIZLST,X,O,X,X,X,X,X,O,X,X,X
JOIZSTL,X,O,X,X,X,X,X,X,X,X,X
JOIZSLT,X,O,X,X,X,X,X,O,X,X,X
JOLTISZ,O,X,X,X,X,X,X,X,O,X,X
JOLTIZS,X,O,X,X,X,X,X,X,X,O,O
JOLTSIZ,O,X,X,X,X,X,X,X,O,X,X
JOLTSZI,O,X,X,X,X,X,X,X,X,X,O
JOLTZIS,X,O,X,X,X,X,X,X,X,O,O
JOLTZSI,X,O,X,X,X,X,X,X,X,X,O
JOLITSZ,O,X,X,X,X,X,X,O,O,X,X
JOLITZS,X,O,X,X,X,X,O,X,X,O,O
JOLISTZ,O,X,X,X,X,X,X,O,X,X,X
JOLISZT,O,X,X,X,X,X,O,O,X,X,X
JOLIZTS,X,O,X,X,X,X,O,X,X,X,X
JOLIZST,X,O,X,X,X,X,O,O,X,X,X
JOLSTIZ,O,X,X,X,X,X,X,X,O,X,X
JOLSTZI,O,X,X,X,X,X,X,X,X,X,O
JOLSITZ,O,X,X,X,X,X,X,O,O,X,X
JOLSIZT,O,X,X,X,X,X,X,O,X,X,X
JOLSZTI,O,X,X,X,X,X,X,X,X,X,X
JOLSZIT,O,X,X,X,X,X,X,X,X,X,X
JOLZTIS,X,O,X,X,X,X,X,X,X,O,O
JOLZTSI,X,O,X,X,X,X,X,X,X,X,O
JOLZITS,X,O,X,X,X,X,O,X,X,O,X
JOLZIST,X,O,X,X,X,X,O,X,X,X,X
JOLZSTI,X,O,X,X,X,X,X,X,X,X,X
JOLZSIT,X,O,X,X,X,X,X,X,X,X,X
JOSTILZ,X,X,X,X,X,X,X,X,O,X,X
JOSTIZL,X,O,X,X,X,X,X,X,O,X,X
JOSTLIZ,X,X,X,X,X,X,X,X,O,X,X
JOSTLZI,X,X,X,X,X,X,X,X,X,X,O
JOSTZIL,X,O,X,X,X,X,X,X,O,X,X
JOSTZLI,X,O,X,X,X,X,X,X,X,X,O
JOSITLZ,X,X,X,X,X,X,X,O,O,X,X
JOSITZL,O,O,X,X,X,X,X,X,O,X,X
JOSILTZ,O,X,X,X,X,X,X,O,O,X,X
JOSILZT,O,X,X,X,X,X,X,O,X,X,X
JOSIZTL,O,O,X,X,X,X,X,X,O,X,X
JOSIZLT,X,O,X,X,X,X,X,O,X,X,X
JOSLTIZ,O,X,X,X,X,X,X,X,O,X,X
JOSLTZI,O,X,X,X,X,X,X,X,X,X,O
JOSLITZ,O,X,X,X,X,X,X,O,O,X,X
JOSLIZT,O,X,X,X,X,X,X,O,X,X,X
JOSLZTI,O,X,X,X,X,X,X,X,X,X,X
JOSLZIT,O,X,X,X,X,X,X,X,X,X,X
JOSZTIL,O,O,X,X,X,X,X,X,O,X,X
JOSZTLI,X,O,X,X,X,X,X,X,X,X,O
JOSZITL,O,O,X,X,X,X,X,X,O,X,X
JOSZILT,X,O,X,X,X,X,X,X,X,X,X
JOSZLTI,X,O,X,X,X,X,X,X,X,X,X
JOSZLIT,X,O,X,X,X,X,X,X,X,X,X
JOZTILS,X,O,O,X,X,X,X,X,X,X,O
JOZTISL,X,O,O,X,X,X,X,X,O,X,X
JOZTLIS,X,O,O,X,X,X,X,X,X,X,O
JOZTLSI,X,O,O,X,X,X,X,X,X,X,O
JOZTSIL,X,O,O,X,X,X,X,X,O,X,X
JOZTSLI,X,O,O,X,X,X,X,X,X,X,O
JOZITLS,X,O,X,X,X,X,X,X,X,X,O
JOZITSL,X,O,X,X,X,X,X,X,O,X,X
JOZILTS,X,O,X,X,X,X,X,X,X,O,X
JOZILST,X,O,X,X,X,X,X,X,X,X,X
JOZISTL,X,O,X,X,X,X,X,X,X,X,X
JOZISLT,X,O,X,X,X,X,X,X,X,X,X
JOZLTIS,X,O,X,X,X,X,X,X,X,O,O
JOZLTSI,X,O,X,X,X,X,X,X,X,X,O
JOZLITS,X,O,X,X,X,X,O,X,X,O,X
JOZLIST,X,O,X,X,X,X,O,X,X,X,X
JOZLSTI,X,O,X,X,X,X,X,X,X,X,X
JOZLSIT,X,O,X,X,X,X,X,X,X,X,X
JOZSTIL,X,O,O,X,X,X,X,X,O,X,X
JOZSTLI,X,O,O,X,X,X,X,X,X,X,O
JOZSITL,X,O,O,X,X,X,X,X,O,X,X
JOZSILT,X,O,X,X,X,X,X,X,X,X,X
JOZSLTI,X,O,X,X,X,X,X,X,X,X,X
JOZSLIT,X,O,X,X,X,X,X,X,X,X,X
STILJZO,X,X,X,O,X,O,X,X,X,X,X
STILJOZ,X,X,X,O,X,O,X,X,O,X,X
STILZJO,X,X,X,O,O,O,X,X,X,X,X
STILZOJ,X,X,X,O,O,O,X,X,X,X,X
STILOJZ,X,X,X,O,X,O,X,X,X,X,X
STILOZJ,X,X,X,O,O,O,X,X,X,X,X
STIJLZO,X,X,X,X,X,O,X,O,X,X,X
STIJLOZ,X,X,X,X,X,O,X,O,O,X,X
STIJZLO,X,X,X,X,X,O,X,X,X,X,X
STIJZOL,X,X,X,X,X,O,X,X,O,X,X
STIJOLZ,X,X,X,X,X,O,X,O,O,X,X
STIJOZL,X,X,X,X,X,O,X,X,O,X,X
STIZLJO,X,X,X,O,O,O,X,X,X,X,X
STIZLOJ,X,X,X,O,O,O,X,X,X,X,X
STIZJLO,X,X,X,O,O,O,X,X,X,X,X
STIZJOL,X,X,X,X,O,O,X,X,O,X,X
STIZOLJ,X,X,X,O,O,O,X,X,X,X,X
STIZOJL,X,X,X,X,O,O,X,X,X,X,X
STIOLJZ,X,X,X,O,X,O,X,X,X,X,X
STIOLZJ,X,X,X,O,O,O,X,X,X,X,X
STIOJLZ,X,X,X,X,X,O,X,O,O,X,X
STIOJZL,X,X,X,X,X,O,X,X,O,X,X
STIOZLJ,X,X,X,X,O,O,X,X,X,X,X
STIOZJL,X,X,X,X,O,O,X,X,X,X,X
STLIJZO,O,X,X,O,X,O,X,X,X,X,X
STLIJOZ,X,X,X,O,X,O,X,X,X,X,X
STLIZJO,O,X,X,O,X,O,X,X,X,X,X
STLIZOJ,O,X,X,O,X,O,X,X,X,X,X
STLIOJZ,O,X,X,O,X,O,X,X,X,X,X
STLIOZJ,O,X,X,O,X,O,X,X,X,X,X
STLJIZO,O,X,X,O,X,X,X,O,X,X,X
STLJIOZ,X,X,X,O,X,X,X,O,X,X,X
STLJZIO,O,X,X,O,X,X,X,X,X,X,X
STLJZOI,O,X,X,O,X,X,X,X,X,X,X
STLJOIZ,O,X,X,O,X,X,X,X,X,X,X
STLJOZI,O,X,X,O,X,X,X,X,X,X,X
STLZIJO,O,X,X,O,X,X,X,X,X,X,X
STLZIOJ,O,X,X,O,X,X,X,X,X,X,X
STLZJIO,O,X,X,O,X,X,X,X,X,X,X
STLZJOI,O,X,X,O,X,X,X,X,X,X,X
STLZOIJ,O,X,X,O,X,X,X,X,X,X,X
STLZOJI,O,X,X,O,X,X,X,X,X,X,X
STLOIJZ,O,X,X,O,X,O,X,X,X,X,X
STLOIZJ,O,X,X,O,X,O,X,X,X,X,X
STLOJIZ,O,X,X,O,X,X,X,X,X,X,X
STLOJZI,O,X,X,O,X,X,X,X,X,X,X
STLOZIJ,O,X,X,O,X,X,X,X,X,X,X
STLOZJI,O,X,X,O,X,X,X,X,X,X,X
STJILZO,X,X,X,X,X,O,X,O,X,X,X
STJILOZ,X,X,X,X,X,O,X,O,O,X,X
STJIZLO,X,X,X,X,X,O,X,X,X,X,X
STJIZOL,X,X,X,X,X,O,X,X,O,X,X
STJIOLZ,X,X,X,X,X,O,X,O,O,X,X
STJIOZL,X,X,X,X,X,O,X,X,O,X,X
STJLIZO,X,X,X,O,X,X,X,O,X,X,X
STJLIOZ,X,X,X,O,X,X,X,O,O,X,X
STJLZIO,X,X,X,O,X,X,X,X,X,X,X
STJLZOI,X,X,X,O,X,X,X,X,X,X,X
STJLOIZ,X,X,X,O,X,X,X,X,O,X,X
STJLOZI,X,X,X,O,X,X,X,X,X,X,X
STJZILO,X,X,O,O,X,X,X,X,X,X,X
STJZIOL,X,X,O,X,X,X,X,X,O,X,X
STJZLIO,X,X,O,X,X,X,X,X,X,X,X
STJZLOI,X,X,O,X,X,X,X,X,X,X,X
STJZOIL,X,X,O,X,X,X,X,X,O,X,X
STJZOLI,X,X,O,X,X,X,X,X,X,X,X
STJOILZ,X,X,X,X,X,O,X,X,O,X,X
STJOIZL,X,X,X,X,X,O,X,X,O,X,X
STJOLIZ,X,X,X,O,X,X,X,X,O,X,X
STJOLZI,X,X,X,O,X,X,X,X,X,X,X
STJOZIL,X,X,O,X,X,X,X,X,O,X,X
STJOZLI,X,X,O,X,X,X,X,X,X,X,X
STZILJO,O,X,O,O,O,O,X,X,X,X,X
STZILOJ,O,X,X,O,O,O,X,X,X,X,X
STZIJLO,X,X,O,O,O,O,X,X,X,X,X
STZIJOL,X,X,O,X,O,O,X,X,X,X,X
STZIOLJ,O,X,X,O,O,O,X,X,X,X,X
STZIOJL,O,X,O,X,O,O,X,X,X,X,X
STZLIJO,O,X,O,O,X,X,X,X,X,X,X
STZLIOJ,O,X,X,O,X,X,X,X,X,X,X
STZLJIO,O,X,X,O,X,X,X,X,X,X,X
STZLJOI,O,X,X,O,X,X,X,X,X,X,X
STZLOIJ,O,X,X,O,X,X,X,X,X,X,X
STZLOJI,O,X,X,O,X,X,X,X,X,X,X
STZJILO,X,X,O,O,X,X,X,X,X,X,X
STZJIOL,X,X,O,X,X,X,X,X,X,X,X
STZJLIO,O,X,O,X,X,X,X,X,X,X,X
STZJLOI,O,X,O,X,X,X,X,X,X,X,X
STZJOIL,O,X,O,X,X,X,X,X,X,X,X
STZJOLI,X,X,O,X,X,X,X,X,X,X,X
STZOILJ,O,X,X,O,O,O,X,X,X,X,X
STZOIJL,O,X,O,X,O,O,X,X,X,X,X
STZOLIJ,O,X,X,O,X,X,X,X,X,X,X
STZOLJI,O,X,X,O,X,X,X,X,X,X,X
STZOJIL,O,X,O,X,X,X,X,X,X,X,X
STZOJLI,X,X,O,X,X,X,X,X,X,X,X
STOILJZ,O,X,X,O,X,O,X,X,X,X,X
STOILZJ,O,X,X,O,O,O,X,X,X,X,X
STOIJLZ,X,X,X,X,X,O,X,X,O,X,X
STOIJZL,O,X,X,X,X,O,X,X,O,X,X
STOIZLJ,O,X,X,X,O,O,X,X,X,X,X
STOIZJL,O,X,X,X,O,O,X,X,X,X,X
STOLIJZ,O,X,X,O,X,O,X,X,X,X,X
STOLIZJ,O,X,X,O,X,O,X,X,X,X,X
STOLJIZ,O,X,X,O,X,X,X,X,X,X,X
STOLJZI,O,X,X,O,X,X,X,X,X,X,X
STOLZIJ,O,X,X,O,X,X,X,X,X,X,X
STOLZJI,O,X,X,O,X,X,X,X,X,X,X
STOJILZ,X,X,X,X,X,O,X,X,O,X,X
STOJIZL,X,X,X,X,X,O,X,X,O,X,X
STOJLIZ,X,X,X,O,X,X,X,X,O,X,X
STOJLZI,X,X,X,O,X,X,X,X,X,X,X
STOJZIL,X,X,O,X,X,X,X,X,O,X,X
STOJZLI,X,X,O,X,X,X,X,X,X,X,X
STOZILJ,O,X,X,O,O,O,X,X,X,X,X
STOZIJL,O,X,X,X,O,O,X,X,X,X,X
STOZLIJ,O,X,X,O,X,X,X,X,X,X,X
STOZLJI,X,X,X,O,X,X,X,X,X,X,X
STOZJIL,O,X,O,X,X,X,X,X,X,X,X
STOZJLI,X,X,O,X,X,X,X,X,X,X,X
SITLJZO,X,X,X,O,X,O,X,X,X,X,X
SITLJOZ,X,X,X,O,X,O,X,X,O,X,X
SITLZJO,X,X,X,O,O,O,X,X,X,X,X
SITLZOJ,X,X,X,O,O,O,X,X,X,X,X
SITLOJZ,X,X,X,O,X,O,X,X,X,X,X
SITLOZJ,X,X,X,O,O,O,X,X,X,X,X
SITJLZO,X,X,X,X,X,O,X,O,X,X,X
SITJLOZ,X,X,X,X,X,O,X,O,O,X,X
SITJZLO,X,X,X,X,X,O,X,X,X,X,X
SITJZOL,X,X,X,X,X,O,X,X,O,X,X
SITJOLZ,X,X,X,X,X,O,X,O,O,X,X
SITJOZL,X,X,X,X,X,O,X,X,O,X,X
SITZLJO,X,X,X,O,O,O,X,X,X,X,X
SITZLOJ,X,X,X,O,O,O,X,X,X,X,X
SITZJLO,X,X,X,O,O,O,X,X,X,X,X
SITZJOL,X,X,X,X,O,O,X,X,O,X,X
SITZOLJ,X,X,X,O,O,O,X,X,X,X,X
SITZOJL,X,X,X,X,O,O,X,X,X,X,X
SITOLJZ,X,X,X,O,X,O,X,X,X,X,X
SITOLZJ,X,X,X,O,O,O,X,X,X,X,X
SITOJLZ,X,X,X,X,X,O,X,O,O,X,X
SITOJZL,X,X,X,X,X,O,X,X,O,X,X
SITOZLJ,X,X,X,X,O,O,X,X,X,X,X
SITOZJL,X,X,X,X,O,O,X,X,X,X,X
SILTJZO,O,X,X,O,X,O,X,X,X,X,X
SILTJOZ,X,X,X,O,X,O,X,X,O,X,X
SILTZJO,O,X,X,O,O,O,X,X,X,X,X
SILTZOJ,O,X,X,O,O,O,X,X,X,X,X
SILTOJZ,O,X,X,O,X,O,X,X,X,X,X
SILTOZJ,O,X,X,O,O,O,X,X,X,X,X
SILJTZO,O,X,X,X,X,O,X,O,X,X,X
SILJTOZ,X,X,X,X,X,O,X,O,O,X,X
SILJZTO,O,X,X,X,X,X,O,O,X,X,X
SILJZOT,X,X,X,X,X,X,O,O,X,X,X
SILJOTZ,X,X,X,X,X,X,X,O,O,X,X
SILJOZT,X,X,X,X,X,X,O,O,X,X,X
SILZTJO,O,X,X,O,O,X,X,X,X,X,X
SILZTOJ,O,X,X,O,O,X,X,X,X,X,X
SILZJTO,O,X,X,O,X,X,O,X,X,X,X
SILZJOT,X,X,X,X,X,X,O,X,X,X,X
SILZOTJ,O,X,X,O,X,X,X,X,X,X,X
SILZOJT,O,X,X,X,X,X,O,X,X,X,X
SILOTJZ,O,X,X,X,X,X,X,X,X,X,X
SILOTZJ,O,X,X,X,X,X,X,X,X,X,X
SILOJTZ,O,X,X,X,X,X,X,O,O,X,X
SILOJZT,O,X,X,X,X,X,O,O,X,X,X
SILOZTJ,O,X,X,X,X,X,X,X,X,X,X
SILOZJT,O,X,X,X,X,X,O,X,X,X,X
SIJTLZO,X,X,X,X,X,O,X,O,X,X,X
SIJTLOZ,X,X,X,X,X,O,X,O,O,X,X
SIJTZLO,X,X,X,X,X,O,X,X,X,X,X
SIJTZOL,X,X,X,X,X,O,X,X,O,X,X
SIJTOLZ,X,X,X,X,X,O,X,O,O,X,X
SIJTOZL,X,X,X,X,X,O,X,X,O,X,X
SIJLTZO,X,X,X,X,X,O,X,O,X,X,X
SIJLTOZ,X,X,X,X,X,O,X,O,O,X,X
SIJLZTO,X,X,X,X,X,X,X,O,X,X,X
SIJLZOT,X,X,X,X,X,X,X,O,X,X,X
SIJLOTZ,X,X,X,X,X,X,X,O,O,X,X
SIJLOZT,X,X,X,X,X,X,X,O,X,X,X
SIJZTLO,X,X,X,X,X,O,X,X,X,X,X
SIJZTOL,X,X,X,X,X,O,X,X,O,X,X
SIJZLTO,X,X,X,X,X,X,X,O,X,X,X
SIJZLOT,X,X,X,X,X,X,X,O,X,X,X
SIJZOTL,X,X,X,X,X,X,X,X,O,X,X
SIJZOLT,X,X,X,X,X,X,X,O,X,X,X
SIJOTLZ,X,X,X,X,X,O,X,O,O,X,X
SIJOTZL,X,X,X,X,X,O,X,X,O,X,X
SIJOLTZ,X,X,X,X,X,X,X,O,O,X,X
SIJOLZT,X,X,X,X,X,X,X,O,X,X,X
SIJOZTL,X,X,X,X,X,X,X,X,O,X,X
SIJOZLT,X,X,X,X,X,X,X,O,X,X,X
SIZTLJO,O,X,X,O,O,O,X,X,X,X,X
SIZTLOJ,O,X,X,O,O,O,X,X,X,X,X
SIZTJLO,X,X,X,O,O,O,X,X,X,X,X
SIZTJOL,X,X,X,X,O,O,X,X,O,X,X
SIZTOLJ,O,X,X,O,O,O,X,X,X,X,X
SIZTOJL,O,X,X,X,O,O,X,X,X,X,X
SIZLTJO,O,X,X,O,O,X,X,X,X,X,X
SIZLTOJ,O,X,X,O,O,X,X,X,X,X,X
SIZLJTO,O,X,X,O,X,X,O,X,X,X,X
SIZLJOT,X,X,X,X,X,X,O,X,X,X,X
SIZLOTJ,O,X,X,O,X,X,X,X,X,X,X
SIZLOJT,O,X,X,X,X,X,O,X,X,X,X
SIZJTLO,X,X,X,O,X,O,X,X,X,X,X
SIZJTOL,X,X,X,X,X,O,X,X,O,X,X
SIZJLTO,X,X,X,O,X,X,X,O,X,X,X
SIZJLOT,X,X,X,X,X,X,X,O,X,X,X
SIZJOTL,X,X,X,X,X,X,X,X,O,X,X
SIZJOLT,X,X,X,X,X,X,X,O,X,X,X
SIZOTLJ,O,X,X,O,X,X,X,X,X,X,X
SIZOTJL,O,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,X,X,O,X,X,X,X,X,X,X
SIZOLJT,X,X,X,X,X,X,O,X,X,X,X
SIZOJTL,O,X,X,X,X,X,X,X,O,X,X
SIZOJLT,X,X,X,X,X,X,X,O,X,X,X
SIOTLJZ,O,X,X,X,X,O,X,X,X,X,X
SIOTLZJ,O,X,X,X,X,O,X,X,X,X,X
SIOTJLZ,X,X,X,X,X,O,X,O,O,X,X
SIOTJZL,O,X,X,X,X,O,X,X,O,X,X
SIOTZLJ,O,X,X,X,X,O,X,X,X,X,X
SIOTZJL,O,X,X,X,X,O,X,X,X,X,X
SIOLTJZ,O,X,X,X,X,X,X,X,X,X,X
SIOLTZJ,O,X,X,X,X,X,X,X,X,X,X
SIOLJTZ,O,X,X,X,X,X,X,O,O,X,X
SIOLJZT,O,X,X,X,X,X,O,O,X,X,X
SIOLZTJ,O,X,X,X,X,X,X,X,X,X,X
SIOLZJT,O,X,X,X,X,X,O,X,X,X,X
SIOJTLZ,X,X,X,X,X,O,X,O,O,X,X
SIOJTZL,O,X,X,X,X,O,X,X,O,X,X
SIOJLTZ,O,X,X,X,X,X,X,O,O,X,X
SIOJLZT,O,X,X,X,X,X,X,O,X,X,X
SIOJZTL,O,X,X,X,X,X,X,X,O,X,X
SIOJZLT,X,X,X,X,X,X,X,O,X,X,X
