sequence,v115@KhB8EeA8BeB8EeF8CeA8Je/EJvhFalBRhBFjBzmB+s?BctB,v115@KhB8EeA8BeB8EeF8CeA8Jem/IvhFRhBSnBTjB0kBFs?BXtB,v115@KhB8EeA8BeB8EeF8CeA8Jei/IvhFRhBGjBzkBfsBVt?B0sB,v115@KhB8EeA8BeB8EeF8CeA8JeT/IvhFelBRhBFjBfsBSt?B0sB,v115@KhB8EeA8BeB8EeF8CeA8JeT/IvhFelBRhBfsBlnBct?BCtB,v115@KhB8EeA8BeB8EeF8CeA8Jem/IvhFRhB0kBzmBStB3s?BFtB,v115@KhB8EeA8BeB8EeF8CeA8JeyEJvhFRhB+oBfsBlnB0k?BzsB
ZOSTILJ,O,O,O,X,X,X,X
ZOSTIJL,O,O,O,X,O,X,X
ZOSTLIJ,O,O,O,X,X,X,X
ZOSTLJI,O,O,O,X,O,X,X
ZOSTJIL,O,O,O,X,O,X,X
ZOSTJLI,O,O,O,X,O,X,X
ZOSITLJ,O,O,O,X,X,X,X
ZOSITJL,O,O,O,X,O,X,X
ZOSILTJ,O,X,O,X,X,O,X
ZOSILJT,O,X,X,X,X,O,X
ZOSIJTL,O,O,X,X,O,X,X
ZOSIJLT,O,X,X,X,O,O,X
ZOSLTIJ,O,O,O,X,X,O,X
ZOSLTJI,O,O,O,O,O,O,X
ZOSLITJ,O,X,O,X,X,O,X
ZOSLIJT,O,X,X,X,X,O,X
ZOSLJTI,O,O,X,O,O,O,X
ZOSLJIT,O,X,X,O,O,O,X
ZOSJTIL,O,O,X,X,O,X,X
ZOSJTLI,O,O,X,X,O,X,X
ZOSJITL,O,O,X,X,O,X,X
ZOSJILT,O,X,X,O,O,O,X
ZOSJLTI,O,O,X,O,O,O,X
ZOSJLIT,O,X,X,O,O,O,X
OTILJSZ,X,X,O,X,X,X,X
OTILJZS,X,X,O,X,X,X,X
OTILSJZ,X,O,O,X,X,X,X
OTILSZJ,X,O,O,X,X,X,X
OTILZJS,X,O,O,X,X,O,X
OTILZSJ,X,O,X,X,X,O,X
OTIJLSZ,X,X,O,X,X,X,X
OTIJLZS,X,X,O,X,X,X,X
OTIJSLZ,O,X,O,X,X,X,X
OTIJSZL,O,X,O,X,X,X,X
OTIJZLS,O,X,O,X,X,X,X
OTIJZSL,O,X,X,X,X,X,X
OTISLJZ,O,O,O,X,X,X,X
OTISLZJ,O,O,O,X,X,X,X
OTISJLZ,O,O,O,X,X,X,X
OTISJZL,O,O,O,X,X,X,X
OTISZLJ,O,O,O,X,X,X,X
OTISZJL,O,O,O,X,X,X,X
OTIZLJS,X,O,O,X,X,O,X
OTIZLSJ,X,O,X,X,X,O,X
OTIZJLS,O,O,O,X,X,O,X
OTIZJSL,O,O,X,X,X,X,X
OTIZSLJ,O,O,X,X,X,X,X
OTIZSJL,O,O,X,X,X,X,X
OTLIJSZ,X,X,O,O,X,X,X
OTLIJZS,X,X,O,O,X,X,X
OTLISJZ,X,O,O,O,X,X,X
OTLISZJ,X,O,O,X,X,X,X
OTLIZJS,X,O,O,X,X,O,X
OTLIZSJ,X,O,X,X,X,O,X
OTLJISZ,X,X,O,O,X,X,X
OTLJIZS,X,X,O,O,X,X,X
OTLJSIZ,X,X,O,O,X,X,X
OTLJSZI,X,X,O,O,X,X,X
OTLJZIS,X,X,O,O,X,X,X
OTLJZSI,X,X,O,O,X,X,X
OTLSIJZ,X,O,O,O,X,X,X
OTLSIZJ,X,O,O,X,X,X,X
OTLSJIZ,X,O,O,O,X,X,X
OTLSJZI,X,O,O,O,X,X,X
OTLSZIJ,X,O,O,X,X,X,X
OTLSZJI,X,O,O,O,X,X,X
OTLZIJS,X,O,O,X,X,O,X
OTLZISJ,X,O,X,X,X,O,X
OTLZJIS,X,O,O,O,X,O,X
OTLZJSI,X,O,O,O,X,O,X
OTLZSIJ,X,O,O,X,X,O,X
OTLZSJI,X,O,O,O,X,O,X
OTJILSZ,X,X,O,O,X,X,X
OTJILZS,X,X,O,O,X,X,X
OTJISLZ,O,X,O,O,X,X,X
OTJISZL,O,X,O,X,O,X,X
OTJIZLS,O,X,O,X,X,X,X
OTJIZSL,O,X,X,X,O,X,X
OTJLISZ,X,X,O,O,X,X,X
OTJLIZS,X,X,O,O,X,X,X
OTJLSIZ,X,X,O,O,X,X,X
OTJLSZI,X,X,O,O,X,X,X
OTJLZIS,X,X,O,O,X,X,X
OTJLZSI,X,X,O,O,X,X,X
OTJSILZ,O,X,O,O,X,X,X
OTJSIZL,O,X,O,X,O,X,X
OTJSLIZ,O,X,O,O,X,X,X
OTJSLZI,O,X,O,O,X,X,X
OTJSZIL,O,X,O,X,O,X,X
OTJSZLI,O,X,O,X,O,X,X
OTJZILS,O,X,O,X,X,X,X
OTJZISL,O,X,X,X,O,X,X
OTJZLIS,O,X,O,X,X,X,X
OTJZLSI,O,X,O,X,X,X,X
OTJZSIL,O,X,O,X,O,X,X
OTJZSLI,O,X,O,X,O,X,X
OTSILJZ,O,O,O,X,X,X,X
OTSILZJ,O,O,O,X,X,X,X
OTSIJLZ,O,O,O,X,X,X,X
OTSIJZL,O,O,O,X,X,X,X
OTSIZLJ,O,O,O,X,X,X,X
OTSIZJL,O,O,O,X,X,X,X
OTSLIJZ,O,O,O,O,X,X,X
OTSLIZJ,O,O,O,X,X,X,X
OTSLJIZ,O,O,O,O,X,X,X
OTSLJZI,O,O,O,O,X,X,X
OTSLZIJ,O,O,O,X,X,X,X
OTSLZJI,O,O,O,O,X,X,X
OTSJILZ,O,O,O,O,X,X,X
OTSJIZL,O,O,O,X,O,X,X
OTSJLIZ,O,O,O,O,X,X,X
OTSJLZI,O,O,O,O,X,X,X
OTSJZIL,O,O,O,X,O,X,X
OTSJZLI,O,O,O,X,O,X,X
OTSZILJ,O,O,O,X,X,X,X
OTSZIJL,O,O,O,X,O,X,X
OTSZLIJ,O,O,O,X,X,X,X
OTSZLJI,O,O,O,X,O,X,X
OTSZJIL,O,O,O,X,O,X,X
OTSZJLI,O,O,O,X,O,X,X
OTZILJS,X,O,O,X,X,O,X
OTZILSJ,X,O,X,X,X,O,X
OTZIJLS,O,O,O,X,X,O,X
OTZIJSL,O,O,X,X,X,X,X
OTZISLJ,O,O,X,X,X,X,X
OTZISJL,O,O,X,X,X,X,X
OTZLIJS,X,O,O,X,X,O,X
OTZLISJ,X,O,X,X,X,O,X
OTZLJIS,X,O,O,X,X,O,X
OTZLJSI,X,O,O,X,X,O,X
OTZLSIJ,X,O,O,X,X,O,X
OTZLSJI,X,O,O,X,X,O,X
OTZJILS,O,O,O,X,X,O,X
OTZJISL,O,O,X,X,O,X,X
OTZJLIS,O,O,O,X,X,O,X
OTZJLSI,O,O,O,X,X,O,X
OTZJSIL,O,O,O,X,O,X,X
OTZJSLI,O,O,O,X,O,X,X
OTZSILJ,O,O,O,X,X,X,X
OTZSIJL,O,O,O,X,O,X,X
OTZSLIJ,O,O,O,X,X,X,X
OTZSLJI,O,O,O,X,O,X,X
OTZSJIL,O,O,O,X,O,X,X
OTZSJLI,O,O,O,X,O,X,X
OITLJSZ,X,X,O,X,X,X,X
OITLJZS,X,X,O,X,X,X,X
OITLSJZ,X,O,O,X,X,X,X
OITLSZJ,X,O,O,X,X,X,X
OITLZJS,X,O,O,X,X,O,X
OITLZSJ,X,O,X,X,X,O,X
OITJLSZ,X,X,O,X,X,X,X
OITJLZS,X,X,O,X,X,X,X
OITJSLZ,O,X,O,X,X,X,X
OITJSZL,O,X,O,X,X,X,X
OITJZLS,O,X,O,X,X,X,X
OITJZSL,O,X,X,X,X,X,X
OITSLJZ,O,O,O,X,X,X,X
OITSLZJ,O,O,O,X,X,X,X
OITSJLZ,O,O,O,X,X,X,X
OITSJZL,O,O,O,X,X,X,X
OITSZLJ,O,O,O,X,X,X,X
OITSZJL,O,O,O,X,X,X,X
OITZLJS,X,O,O,X,X,O,X
OITZLSJ,X,O,X,X,X,O,X
OITZJLS,O,O,O,X,X,O,X
OITZJSL,O,O,X,X,X,X,X
OITZSLJ,O,O,X,X,X,X,X
OITZSJL,O,O,X,X,X,X,X
OILTJSZ,X,X,O,O,X,X,X
OILTJZS,X,X,O,O,X,X,X
OILTSJZ,X,X,O,O,X,X,X
OILTSZJ,X,X,O,X,X,X,X
OILTZJS,X,X,O,X,X,O,X
OILTZSJ,X,X,X,X,X,O,X
OILJTSZ,X,X,O,O,X,X,X
OILJTZS,X,X,O,O,X,X,X
OILJSTZ,O,X,O,O,X,X,O
OILJSZT,O,X,X,O,X,X,X
OILJZTS,O,X,X,O,X,O,X
OILJZST,O,X,X,X,X,O,X
OILSTJZ,O,X,O,O,X,X,X
OILSTZJ,O,X,O,X,X,X,X
OILSJTZ,O,X,O,O,X,X,O
OILSJZT,O,X,X,O,X,X,X
OILSZTJ,O,X,O,X,X,O,X
OILSZJT,O,X,X,X,X,O,X
OILZTJS,X,X,O,X,X,O,X
OILZTSJ,X,X,X,X,X,O,X
OILZJTS,O,X,X,X,X,O,X
OILZJST,O,X,X,X,X,O,X
OILZSTJ,O,X,O,X,X,O,X
OILZSJT,O,X,X,X,X,O,X
OIJTLSZ,X,X,O,O,X,X,X
OIJTLZS,X,X,O,O,X,X,X
OIJTSLZ,O,X,O,O,X,X,X
OIJTSZL,O,X,X,X,O,X,X
OIJTZLS,O,X,O,X,X,X,X
OIJTZSL,O,X,X,X,O,X,X
OIJLTSZ,X,X,O,O,X,X,X
OIJLTZS,X,X,O,O,X,X,X
OIJLSTZ,O,X,O,O,X,X,O
OIJLSZT,O,X,X,O,O,X,X
OIJLZTS,O,X,X,O,X,O,X
OIJLZST,O,X,X,X,O,O,X
OIJSTLZ,O,X,O,O,X,X,O
OIJSTZL,O,X,O,X,O,X,X
OIJSLTZ,O,X,O,O,X,X,O
OIJSLZT,O,X,X,O,O,X,X
OIJSZTL,O,X,X,X,O,X,X
OIJSZLT,O,X,X,O,O,X,X
OIJZTLS,O,X,X,X,X,O,X
OIJZTSL,O,X,X,X,O,X,X
OIJZLTS,O,X,X,O,X,O,X
OIJZLST,O,X,X,X,O,O,X
OIJZSTL,O,X,X,X,O,X,X
OIJZSLT,O,X,X,O,O,O,X
OISTLJZ,O,O,O,X,X,X,X
OISTLZJ,O,O,O,X,X,X,X
OISTJLZ,O,O,O,X,X,X,X
OISTJZL,O,O,O,X,X,X,X
OISTZLJ,O,O,O,X,X,X,X
OISTZJL,O,O,O,X,X,X,X
OISLTJZ,O,X,O,O,X,X,X
OISLTZJ,O,X,O,X,X,X,X
OISLJTZ,O,X,O,O,X,X,O
OISLJZT,O,X,X,O,X,X,X
OISLZTJ,O,X,O,X,X,O,X
OISLZJT,O,X,X,X,X,O,X
OISJTLZ,O,X,O,O,X,X,O
OISJTZL,O,X,O,X,O,X,X
OISJLTZ,O,X,O,O,X,X,O
OISJLZT,O,X,X,O,O,X,X
OISJZTL,O,X,X,X,O,X,X
OISJZLT,O,X,X,O,O,X,X
OISZTLJ,O,O,O,X,X,X,X
OISZTJL,O,O,O,X,O,X,X
OISZLTJ,O,X,O,X,X,O,X
OISZLJT,O,X,X,X,X,O,X
OISZJTL,O,O,X,X,O,X,X
OISZJLT,O,X,X,X,O,O,X
OIZTLJS,X,O,O,X,X,O,X
OIZTLSJ,X,O,X,X,X,O,X
OIZTJLS,O,O,O,X,X,O,X
OIZTJSL,O,O,X,X,X,X,X
OIZTSLJ,O,O,X,X,X,X,X
OIZTSJL,O,O,X,X,X,X,X
OIZLTJS,X,X,O,X,X,O,X
OIZLTSJ,X,X,X,X,X,O,X
OIZLJTS,O,X,X,X,X,O,X
OIZLJST,O,X,X,X,X,O,X
OIZLSTJ,O,X,O,X,X,O,X
OIZLSJT,O,X,X,X,X,O,X
OIZJTLS,O,O,X,X,X,O,X
OIZJTSL,O,O,X,X,O,X,X
OIZJLTS,O,X,X,X,X,O,X
OIZJLST,O,X,X,X,O,O,X
OIZJSTL,O,O,X,X,O,X,X
OIZJSLT,O,X,X,X,O,O,X
OIZSTLJ,O,O,O,X,X,X,X
OIZSTJL,O,O,O,X,O,X,X
OIZSLTJ,O,X,O,X,X,O,X
OIZSLJT,O,X,X,X,X,O,X
OIZSJTL,O,O,X,X,O,X,X
OIZSJLT,O,X,X,X,O,O,X
OLTIJSZ,X,X,O,O,X,X,X
OLTIJZS,X,X,O,O,X,X,X
OLTISJZ,X,X,O,O,X,X,X
OLTISZJ,X,X,O,X,X,X,X
OLTIZJS,X,X,O,X,X,O,X
OLTIZSJ,X,X,X,X,X,O,X
OLTJISZ,X,X,O,O,X,X,X
OLTJIZS,X,X,O,O,X,X,X
OLTJSIZ,X,X,O,O,X,X,X
OLTJSZI,X,X,O,O,X,X,X
OLTJZIS,X,X,O,O,X,X,X
OLTJZSI,X,X,O,O,X,X,X
OLTSIJZ,X,X,O,O,X,X,X
OLTSIZJ,X,X,O,X,X,X,X
OLTSJIZ,X,X,O,O,X,X,X
OLTSJZI,X,X,O,O,X,X,X
OLTSZIJ,X,X,O,X,X,X,X
OLTSZJI,X,X,O,O,X,X,X
OLTZIJS,X,X,O,X,X,O,X
OLTZISJ,X,X,X,X,X,O,X
OLTZJIS,X,X,O,O,X,O,X
OLTZJSI,X,X,O,O,X,O,X
OLTZSIJ,X,X,O,X,X,O,X
OLTZSJI,X,X,O,O,X,O,X
OLITJSZ,X,X,O,O,X,X,X
OLITJZS,X,X,O,O,X,X,X
OLITSJZ,X,X,O,O,X,X,X
OLITSZJ,X,X,O,X,X,X,X
OLITZJS,X,X,O,X,X,O,X
OLITZSJ,X,X,X,X,X,O,X
OLIJTSZ,X,X,O,O,X,X,X
OLIJTZS,X,X,O,O,X,X,X
OLIJSTZ,O,X,O,O,X,X,O
OLIJSZT,O,X,X,O,X,X,X
OLIJZTS,O,X,X,O,X,O,X
OLIJZST,O,X,X,X,X,O,X
OLISTJZ,O,X,O,O,X,X,X
OLISTZJ,O,X,O,X,X,X,X
OLISJTZ,O,X,O,O,X,X,O
OLISJZT,O,X,X,O,X,X,X
OLISZTJ,O,X,O,X,X,O,X
OLISZJT,O,X,X,X,X,O,X
OLIZTJS,X,X,O,X,X,O,X
OLIZTSJ,X,X,X,X,X,O,X
OLIZJTS,O,X,X,X,X,O,X
OLIZJST,O,X,X,X,X,O,X
OLIZSTJ,O,X,O,X,X,O,X
OLIZSJT,O,X,X,X,X,O,X
OLJTISZ,X,X,O,O,X,X,X
OLJTIZS,X,X,O,O,X,X,X
OLJTSIZ,X,X,O,O,X,X,X
OLJTSZI,X,X,O,O,X,X,X
OLJTZIS,X,X,O,O,X,X,X
OLJTZSI,X,X,O,O,X,X,X
OLJITSZ,X,X,O,O,X,X,X
OLJITZS,X,X,O,O,X,X,X
OLJISTZ,O,X,O,O,X,X,O
OLJISZT,O,X,X,O,O,X,X
OLJIZTS,O,X,X,O,X,O,X
OLJIZST,O,X,X,X,O,O,X
OLJSTIZ,O,X,O,O,X,X,O
OLJSTZI,O,X,O,O,X,X,O
OLJSITZ,O,X,O,O,X,X,O
OLJSIZT,O,X,X,O,O,X,X
OLJSZTI,O,X,X,O,O,X,X
OLJSZIT,O,X,X,O,O,X,X
OLJZTIS,O,X,X,O,X,O,X
OLJZTSI,O,X,X,O,X,O,X
OLJZITS,O,X,X,O,X,O,X
OLJZIST,O,X,X,X,O,O,X
OLJZSTI,O,X,X,O,O,O,X
OLJZSIT,O,X,X,O,O,O,X
OLSTIJZ,O,X,O,O,X,X,X
OLSTIZJ,O,X,O,X,X,X,X
OLSTJIZ,O,X,O,O,X,X,X
OLSTJZI,O,X,O,O,X,X,X
OLSTZIJ,O,X,O,X,X,X,X
OLSTZJI,O,X,O,O,X,X,X
OLSITJZ,O,X,O,O,X,X,X
OLSITZJ,O,X,O,X,X,X,X
OLSIJTZ,O,X,O,O,X,X,O
OLSIJZT,O,X,X,O,X,X,X
OLSIZTJ,O,X,O,X,X,O,X
OLSIZJT,O,X,X,X,X,O,X
OLSJTIZ,O,X,O,O,X,X,O
OLSJTZI,O,X,O,O,X,X,O
OLSJITZ,O,X,O,O,X,X,O
OLSJIZT,O,X,X,O,O,X,X
OLSJZTI,O,X,X,O,O,X,X
OLSJZIT,O,X,X,O,O,X,X
OLSZTIJ,O,X,O,X,X,O,X
OLSZTJI,O,X,O,O,O,O,X
OLSZITJ,O,X,O,X,X,O,X
OLSZIJT,O,X,X,X,X,O,X
OLSZJTI,O,X,X,O,O,O,X
OLSZJIT,O,X,X,O,O,O,X
OLZTIJS,X,X,O,X,X,O,X
OLZTISJ,X,X,X,X,X,O,X
OLZTJIS,X,X,O,O,X,O,X
OLZTJSI,X,X,O,O,X,O,X
OLZTSIJ,X,X,O,X,X,O,X
OLZTSJI,X,X,O,O,X,O,X
OLZITJS,X,X,O,X,X,O,X
OLZITSJ,X,X,X,X,X,O,X
OLZIJTS,O,X,X,X,X,O,X
OLZIJST,O,X,X,X,X,O,X
OLZISTJ,O,X,O,X,X,O,X
OLZISJT,O,X,X,X,X,O,X
OLZJTIS,O,X,X,O,X,O,X
OLZJTSI,O,X,X,O,X,O,X
OLZJITS,O,X,X,O,X,O,X
OLZJIST,O,X,X,X,O,O,X
OLZJSTI,O,X,X,O,O,O,X
OLZJSIT,O,X,X,O,O,O,X
OLZSTIJ,O,X,O,X,X,O,X
OLZSTJI,O,X,O,O,O,O,X
OLZSITJ,O,X,O,X,X,O,X
OLZSIJT,O,X,X,X,X,O,X
OLZSJTI,O,X,X,O,O,O,X
OLZSJIT,O,X,X,O,O,O,X
OJTILSZ,X,X,O,O,X,X,X
OJTILZS,X,X,O,O,X,X,X
OJTISLZ,O,X,O,O,X,X,X
OJTISZL,O,X,O,X,O,X,X
OJTIZLS,O,X,O,X,X,X,X
OJTIZSL,O,X,X,X,O,X,X
OJTLISZ,X,X,O,O,X,X,X
OJTLIZS,X,X,O,O,X,X,X
OJTLSIZ,X,X,O,O,X,X,X
OJTLSZI,X,X,O,O,X,X,X
OJTLZIS,X,X,O,O,X,X,X
OJTLZSI,X,X,O,O,X,X,X
OJTSILZ,O,X,O,O,X,X,X
OJTSIZL,O,X,O,X,O,X,X
OJTSLIZ,O,X,O,O,X,X,X
OJTSLZI,O,X,O,O,X,X,X
OJTSZIL,O,X,O,X,O,X,X
OJTSZLI,O,X,O,X,O,X,X
OJTZILS,O,X,O,X,X,X,X
OJTZISL,O,X,X,X,O,X,X
OJTZLIS,O,X,O,X,X,X,X
OJTZLSI,O,X,O,X,X,X,X
OJTZSIL,O,X,O,X,O,X,X
OJTZSLI,O,X,O,X,O,X,X
OJITLSZ,X,X,O,O,X,X,X
OJITLZS,X,X,O,O,X,X,X
OJITSLZ,O,X,O,O,X,X,X
OJITSZL,O,X,X,X,O,X,X
OJITZLS,O,X,O,X,X,X,X
OJITZSL,O,X,X,X,O,X,X
OJILTSZ,X,X,O,O,X,X,X
OJILTZS,X,X,O,O,X,X,X
OJILSTZ,O,X,O,O,X,X,O
OJILSZT,O,X,X,O,O,X,X
OJILZTS,O,X,X,O,X,O,X
OJILZST,O,X,X,X,O,O,X
OJISTLZ,O,X,O,O,X,X,O
OJISTZL,O,X,O,X,O,X,X
OJISLTZ,O,X,O,O,X,X,O
OJISLZT,O,X,X,O,O,X,X
OJISZTL,O,X,X,X,O,X,X
OJISZLT,O,X,X,O,O,X,X
OJIZTLS,O,X,X,X,X,O,X
OJIZTSL,O,X,X,X,O,X,X
OJIZLTS,O,X,X,O,X,O,X
OJIZLST,O,X,X,X,O,O,X
OJIZSTL,O,X,X,X,O,X,X
OJIZSLT,O,X,X,O,O,O,X
OJLTISZ,X,X,O,O,X,X,X
OJLTIZS,X,X,O,O,X,X,X
OJLTSIZ,X,X,O,O,X,X,X
OJLTSZI,X,X,O,O,X,X,X
OJLTZIS,X,X,O,O,X,X,X
OJLTZSI,X,X,O,O,X,X,X
OJLITSZ,X,X,O,O,X,X,X
OJLITZS,X,X,O,O,X,X,X
OJLISTZ,O,X,O,O,X,X,O
OJLISZT,O,X,X,O,O,X,X
OJLIZTS,O,X,X,O,X,O,X
OJLIZST,O,X,X,X,O,O,X
OJLSTIZ,O,X,O,O,X,X,O
OJLSTZI,O,X,O,O,X,X,O
OJLSITZ,O,X,O,O,X,X,O
OJLSIZT,O,X,X,O,O,X,X
OJLSZTI,O,X,X,O,O,X,X
OJLSZIT,O,X,X,O,O,X,X
OJLZTIS,O,X,X,O,X,O,X
OJLZTSI,O,X,X,O,X,O,X
OJLZITS,O,X,X,O,X,O,X
OJLZIST,O,X,X,X,O,O,X
OJLZSTI,O,X,X,O,O,O,X
OJLZSIT,O,X,X,O,O,O,X
OJSTILZ,O,X,O,O,X,X,O
OJSTIZL,O,X,O,X,O,X,X
OJSTLIZ,O,X,O,O,X,X,O
OJSTLZI,O,X,O,O,X,X,O
OJSTZIL,O,X,O,X,O,X,X
OJSTZLI,O,X,O,X,O,X,X
OJSITLZ,O,X,O,O,X,X,O
OJSITZL,O,X,O,X,O,X,X
OJSILTZ,O,X,O,O,X,X,O
OJSILZT,O,X,X,O,O,X,X
OJSIZTL,O,X,X,X,O,X,X
OJSIZLT,O,X,X,O,O,X,X
OJSLTIZ,O,X,O,O,X,X,O
OJSLTZI,O,X,O,O,X,X,O
OJSLITZ,O,X,O,O,X,X,O
OJSLIZT,O,X,X,O,O,X,X
OJSLZTI,O,X,X,O,O,X,X
OJSLZIT,O,X,X,O,O,X,X
OJSZTIL,O,X,X,X,O,X,X
OJSZTLI,O,X,X,X,O,X,X
OJSZITL,O,X,X,X,O,X,X
OJSZILT,O,X,X,O,O,X,X
OJSZLTI,O,X,X,O,O,X,X
OJSZLIT,O,X,X,O,O,X,X
OJZTILS,O,X,X,X,X,O,X
OJZTISL,O,X,X,X,O,X,X
OJZTLIS,O,X,X,X,X,O,X
OJZTLSI,O,X,X,X,X,O,X
OJZTSIL,O,X,X,X,O,X,X
OJZTSLI,O,X,X,X,O,X,X
OJZITLS,O,X,X,X,X,O,X
OJZITSL,O,X,X,X,O,X,X
OJZILTS,O,X,X,O,X,O,X
OJZILST,O,X,X,X,O,O,X
OJZISTL,O,X,X,X,O,X,X
OJZISLT,O,X,X,O,O,O,X
OJZLTIS,O,X,X,O,X,O,X
OJZLTSI,O,X,X,O,X,O,X
OJZLITS,O,X,X,O,X,O,X
OJZLIST,O,X,X,X,O,O,X
OJZLSTI,O,X,X,O,O,O,X
OJZLSIT,O,X,X,O,O,O,X
OJZSTIL,O,X,X,X,O,X,X
OJZSTLI,O,X,X,X,O,X,X
OJZSITL,O,X,X,X,O,X,X
OJZSILT,O,X,X,O,O,O,X
OJZSLTI,O,X,X,O,O,O,X
OJZSLIT,O,X,X,O,O,O,X
OSTILJZ,O,O,O,X,X,X,X
OSTILZJ,O,O,O,X,X,X,X
OSTIJLZ,O,O,O,X,X,X,X
OSTIJZL,O,O,O,X,X,X,X
OSTIZLJ,O,O,O,X,X,X,X
OSTIZJL,O,O,O,X,X,X,X
OSTLIJZ,O,O,O,O,X,X,X
OSTLIZJ,O,O,O,X,X,X,X
OSTLJIZ,O,O,O,O,X,X,X
OSTLJZI,O,O,O,O,X,X,X
OSTLZIJ,O,O,O,X,X,X,X
OSTLZJI,O,O,O,O,X,X,X
OSTJILZ,O,O,O,O,X,X,X
OSTJIZL,O,O,O,X,O,X,X
OSTJLIZ,O,O,O,O,X,X,X
OSTJLZI,O,O,O,O,X,X,X
OSTJZIL,O,O,O,X,O,X,X
OSTJZLI,O,O,O,X,O,X,X
OSTZILJ,O,O,O,X,X,X,X
OSTZIJL,O,O,O,X,O,X,X
OSTZLIJ,O,O,O,X,X,X,X
OSTZLJI,O,O,O,X,O,X,X
OSTZJIL,O,O,O,X,O,X,X
OSTZJLI,O,O,O,X,O,X,X
OSITLJZ,O,O,O,X,X,X,X
OSITLZJ,O,O,O,X,X,X,X
OSITJLZ,O,O,O,X,X,X,X
OSITJZL,O,O,O,X,X,X,X
OSITZLJ,O,O,O,X,X,X,X
OSITZJL,O,O,O,X,X,X,X
OSILTJZ,O,X,O,O,X,X,X
OSILTZJ,O,X,O,X,X,X,X
OSILJTZ,O,X,O,O,X,X,O
OSILJZT,O,X,X,O,X,X,X
OSILZTJ,O,X,O,X,X,O,X
OSILZJT,O,X,X,X,X,O,X
OSIJTLZ,O,X,O,O,X,X,O
OSIJTZL,O,X,O,X,O,X,X
OSIJLTZ,O,X,O,O,X,X,O
OSIJLZT,O,X,X,O,O,X,X
OSIJZTL,O,X,X,X,O,X,X
OSIJZLT,O,X,X,O,O,X,X
OSIZTLJ,O,O,O,X,X,X,X
OSIZTJL,O,O,O,X,O,X,X
OSIZLTJ,O,X,O,X,X,O,X
OSIZLJT,O,X,X,X,X,O,X
OSIZJTL,O,O,X,X,O,X,X
OSIZJLT,O,X,X,X,O,O,X
OSLTIJZ,O,O,O,O,X,X,X
OSLTIZJ,O,O,O,X,X,X,X
OSLTJIZ,O,O,O,O,X,X,X
OSLTJZI,O,O,O,O,X,X,X
OSLTZIJ,O,O,O,X,X,X,X
OSLTZJI,O,O,O,O,X,X,X
OSLITJZ,O,X,O,O,X,X,X
OSLITZJ,O,X,O,X,X,X,X
OSLIJTZ,O,X,O,O,X,X,O
OSLIJZT,O,X,X,O,X,X,X
OSLIZTJ,O,X,O,X,X,O,X
OSLIZJT,O,X,X,X,X,O,X
OSLJTIZ,O,X,O,O,X,X,O
OSLJTZI,O,X,O,O,X,X,O
OSLJITZ,O,X,O,O,X,X,O
OSLJIZT,O,X,X,O,O,X,X
OSLJZTI,O,X,X,O,O,X,X
OSLJZIT,O,X,X,O,O,X,X
OSLZTIJ,O,O,O,X,X,O,X
OSLZTJI,O,O,O,O,O,O,X
OSLZITJ,O,X,O,X,X,O,X
OSLZIJT,O,X,X,X,X,O,X
OSLZJTI,O,O,X,O,O,O,X
OSLZJIT,O,X,X,O,O,O,X
OSJTILZ,O,O,O,O,X,X,O
OSJTIZL,O,O,O,X,O,X,X
OSJTLIZ,O,O,O,O,X,X,O
OSJTLZI,O,O,O,O,X,X,O
OSJTZIL,O,O,O,X,O,X,X
OSJTZLI,O,O,O,X,O,X,X
OSJITLZ,O,X,O,O,X,X,O
OSJITZL,O,X,O,X,O,X,X
OSJILTZ,O,X,O,O,X,X,O
OSJILZT,O,X,X,O,O,X,X
OSJIZTL,O,X,X,X,O,X,X
OSJIZLT,O,X,X,O,O,X,X
OSJLTIZ,O,X,O,O,X,X,O
OSJLTZI,O,X,O,O,X,X,O
OSJLITZ,O,X,O,O,X,X,O
OSJLIZT,O,X,X,O,O,X,X
OSJLZTI,O,X,X,O,O,X,X
OSJLZIT,O,X,X,O,O,X,X
OSJZTIL,O,O,X,X,O,X,X
OSJZTLI,O,O,X,X,O,X,X
OSJZITL,O,O,X,X,O,X,X
OSJZILT,O,X,X,O,O,X,X
OSJZLTI,O,O,X,O,O,X,X
OSJZLIT,O,X,X,O,O,X,X
OSZTILJ,O,O,O,X,X,X,X
OSZTIJL,O,O,O,X,O,X,X
OSZTLIJ,O,O,O,X,X,X,X
OSZTLJI,O,O,O,X,O,X,X
OSZTJIL,O,O,O,X,O,X,X
OSZTJLI,O,O,O,X,O,X,X
OSZITLJ,O,O,O,X,X,X,X
OSZITJL,O,O,O,X,O,X,X
OSZILTJ,O,X,O,X,X,O,X
OSZILJT,O,X,X,X,X,O,X
OSZIJTL,O,O,X,X,O,X,X
OSZIJLT,O,X,X,X,O,O,X
OSZLTIJ,O,O,O,X,X,O,X
OSZLTJI,O,O,O,O,O,O,X
OSZLITJ,O,X,O,X,X,O,X
OSZLIJT,O,X,X,X,X,O,X
OSZLJTI,O,O,X,O,O,O,X
OSZLJIT,O,X,X,O,O,O,X
OSZJTIL,O,O,X,X,O,X,X
OSZJTLI,O,O,X,X,O,X,X
