sequence,v115@vhGZEJXhB8mBzkB+tBSvB2wB,v115@vhG5DJ2kBaoB3lBTpB0rBWyB,v115@vhGSDJZkBupB3lBToB0rBWyB,v115@vhG+/I5jBaoB/qBUmBTpBWyB,v115@vhG/CJTjBxkBipBUrB2xBGtB,v115@vhG/CJOoBxkB+tBipBUrBTsB,v115@vhGT5IOoBKpBUmB/sB+tBRwB,v115@vhGT5I5oBOpB8pBCmBXnB2wB,v115@vhGT5I5oBOpB8pBfrB6rBOsB,v115@vhGaGJ8mB5oB/pBznBWwB2xB,v115@vhG3/I6oBRnBTpB2vBmrBUtB
SLJITOZ,O,X,X,X,O,X,O,X,X,O,X
SLJIZTO,O,X,X,X,O,X,O,O,O,O,X
SLJIZOT,O,X,X,O,O,O,O,O,O,O,X
SLJIOTZ,O,X,X,O,O,O,O,X,X,O,X
SLJIOZT,O,X,X,O,O,O,O,O,O,O,X
SLJZTIO,O,X,X,X,O,X,X,O,O,O,X
SLJZTOI,O,X,X,X,O,X,X,X,X,O,X
SLJZITO,O,X,X,X,O,X,O,O,O,O,X
SLJZIOT,O,X,X,O,O,O,O,O,O,O,X
SLJZOTI,O,X,X,O,O,O,X,X,X,O,X
SLJZOIT,O,X,X,O,O,O,O,O,O,O,X
SLJOTIZ,O,X,X,O,O,O,O,X,X,O,X
SLJOTZI,O,X,X,O,O,O,X,X,X,O,X
SLJOITZ,O,X,X,O,O,O,O,X,X,O,X
SLJOIZT,O,X,X,O,O,O,O,X,X,O,X
SLJOZTI,O,X,X,O,O,O,X,X,X,O,X
SLJOZIT,O,X,X,O,O,O,O,X,X,O,X
SLZTIJO,O,X,X,X,X,X,X,O,O,O,X
SLZTIOJ,O,O,X,O,X,X,X,O,O,X,X
SLZTJIO,O,X,X,X,X,X,X,O,O,O,X
SLZTJOI,O,X,X,X,X,X,X,X,X,O,X
SLZTOIJ,O,O,X,O,X,X,X,X,X,X,X
SLZTOJI,O,O,X,O,X,X,X,X,X,X,X
SLZITJO,O,X,X,X,X,X,O,O,O,O,X
SLZITOJ,O,O,X,O,X,X,X,O,O,X,X
SLZIJTO,O,X,X,X,O,X,O,O,O,O,X
SLZIJOT,O,O,X,O,O,O,O,O,O,O,X
SLZIOTJ,O,O,X,O,X,O,X,O,O,X,X
SLZIOJT,O,O,X,O,O,O,O,O,O,O,X
SLZJTIO,O,X,X,X,O,X,X,O,O,O,X
SLZJTOI,O,X,X,X,O,X,X,X,X,O,X
SLZJITO,O,X,X,X,O,X,O,O,O,O,X
SLZJIOT,O,O,X,O,O,O,O,O,O,O,X
SLZJOTI,O,O,X,O,O,O,X,X,X,O,X
SLZJOIT,O,O,X,O,O,O,O,O,O,O,X
SLZOTIJ,O,O,X,O,X,O,X,X,X,X,X
SLZOTJI,O,O,X,O,X,O,X,X,X,X,X
SLZOITJ,O,O,X,O,X,O,X,O,O,X,X
SLZOIJT,O,O,X,O,O,O,X,O,O,O,X
SLZOJTI,O,O,X,O,O,O,X,X,X,O,X
SLZOJIT,O,O,X,O,O,O,X,O,O,O,X
SLOTIJZ,O,X,X,O,O,O,X,X,X,X,X
SLOTIZJ,O,X,X,O,X,O,X,X,X,X,X
SLOTJIZ,O,X,X,O,O,O,X,X,X,X,X
SLOTJZI,O,X,X,O,O,O,X,X,X,X,X
SLOTZIJ,O,X,X,O,X,O,X,X,X,X,X
SLOTZJI,O,X,X,O,X,O,X,X,X,X,X
SLOITJZ,O,X,X,O,O,O,X,X,X,X,X
SLOITZJ,O,X,X,O,X,O,X,O,O,X,X
SLOIJTZ,O,X,X,O,O,O,O,X,X,O,X
SLOIJZT,O,O,X,O,O,O,O,O,O,O,X
SLOIZTJ,O,O,X,O,X,O,X,O,O,X,X
SLOIZJT,O,O,X,O,O,O,O,O,O,O,X
SLOJTIZ,O,X,X,O,O,O,O,X,X,O,X
SLOJTZI,O,X,X,O,O,O,X,X,X,O,X
SLOJITZ,O,X,X,O,O,O,O,X,X,O,X
SLOJIZT,O,O,X,O,O,O,O,X,X,O,X
SLOJZTI,O,O,X,O,O,O,X,X,X,O,X
SLOJZIT,O,O,X,O,O,O,O,X,X,O,X
SLOZTIJ,O,O,X,O,X,O,X,X,X,X,X
SLOZTJI,O,O,X,O,X,O,X,X,X,X,X
SLOZITJ,O,O,X,O,X,O,X,O,O,X,X
SLOZIJT,O,O,X,O,O,O,X,O,O,O,X
SLOZJTI,O,O,X,O,O,O,X,X,X,O,X
SLOZJIT,O,O,X,O,O,O,X,O,O,O,X
SJTILZO,O,X,X,X,X,X,O,X,X,O,X
SJTILOZ,O,X,X,X,X,X,O,X,X,O,X
SJTIZLO,O,X,X,X,X,X,O,O,X,O,X
SJTIZOL,X,X,X,X,X,X,O,O,X,O,X
SJTIOLZ,X,X,X,X,X,X,O,X,X,O,X
SJTIOZL,X,X,X,X,X,X,O,O,X,O,X
SJTLIZO,O,X,X,X,O,X,O,X,X,O,X
SJTLIOZ,O,X,X,X,O,X,O,X,X,O,X
SJTLZIO,O,X,X,X,O,X,X,X,X,O,X
SJTLZOI,O,X,X,X,O,X,X,X,X,O,X
SJTLOIZ,O,X,X,X,O,X,O,X,X,O,X
SJTLOZI,O,X,X,X,O,X,X,X,X,O,X
SJTZILO,O,X,X,X,X,X,X,O,X,O,X
SJTZIOL,X,X,X,X,X,X,X,O,X,O,X
SJTZLIO,O,X,X,X,O,X,X,O,X,O,X
SJTZLOI,O,X,X,X,O,X,X,X,X,O,X
SJTZOIL,X,X,X,X,X,X,X,X,X,O,X
SJTZOLI,X,X,X,X,O,X,X,X,X,O,X
SJTOILZ,X,X,X,X,X,X,O,X,X,O,X
SJTOIZL,X,X,X,X,X,X,O,X,X,O,X
SJTOLIZ,X,X,X,X,O,X,O,X,X,O,X
SJTOLZI,X,X,X,X,O,X,X,X,X,O,X
SJTOZIL,X,X,X,X,X,X,X,X,X,O,X
SJTOZLI,X,X,X,X,O,X,X,X,X,O,X
SJITLZO,O,X,X,X,X,X,O,X,X,O,X
SJITLOZ,O,X,X,X,X,X,O,X,X,O,X
SJITZLO,O,X,X,X,X,X,O,O,X,O,X
SJITZOL,X,X,X,X,X,X,O,O,X,O,X
SJITOLZ,X,X,X,X,X,X,O,X,X,O,X
SJITOZL,X,X,X,X,X,X,O,O,X,O,X
SJILTZO,O,X,X,X,O,X,O,X,X,O,X
SJILTOZ,O,X,X,X,O,X,O,X,X,O,X
SJILZTO,O,X,X,X,O,X,O,O,O,O,X
SJILZOT,O,X,X,O,O,X,O,O,O,O,X
SJILOTZ,O,X,X,O,O,X,O,X,X,O,X
SJILOZT,O,X,X,O,O,X,O,O,O,O,X
SJIZTLO,O,X,X,X,X,X,O,O,O,O,X
SJIZTOL,X,X,O,X,X,X,O,O,O,O,X
SJIZLTO,O,X,X,X,O,X,O,O,O,O,X
SJIZLOT,O,X,O,O,O,X,O,O,O,O,X
SJIZOTL,X,X,O,O,X,X,O,O,O,O,X
SJIZOLT,O,X,O,O,O,X,O,O,O,O,X
SJIOTLZ,X,X,X,O,X,X,O,X,X,O,X
SJIOTZL,X,X,X,O,X,X,O,O,X,O,X
SJIOLTZ,O,X,X,O,O,X,O,X,X,O,X
SJIOLZT,O,X,O,O,O,X,O,O,O,O,X
SJIOZTL,X,X,O,O,X,X,O,O,O,O,X
SJIOZLT,O,X,O,O,O,X,O,O,O,O,X
SJLTIZO,O,X,X,X,O,X,O,X,X,O,X
SJLTIOZ,O,X,X,X,O,X,O,X,X,O,X
SJLTZIO,O,X,X,X,O,X,X,X,X,O,X
SJLTZOI,O,X,X,X,O,X,X,X,X,O,X
SJLTOIZ,O,X,X,X,O,X,O,X,X,O,X
SJLTOZI,O,X,X,X,O,X,X,X,X,O,X
SJLITZO,O,X,X,X,O,X,O,X,X,O,X
SJLITOZ,O,X,X,X,O,X,O,X,X,O,X
SJLIZTO,O,X,X,X,O,X,O,O,O,O,X
SJLIZOT,O,X,X,O,O,O,O,O,O,O,X
SJLIOTZ,O,X,X,O,O,O,O,X,X,O,X
SJLIOZT,O,X,X,O,O,O,O,O,O,O,X
SJLZTIO,O,X,X,X,O,X,X,O,O,O,X
SJLZTOI,O,X,X,X,O,X,X,X,X,O,X
SJLZITO,O,X,X,X,O,X,O,O,O,O,X
SJLZIOT,O,X,X,O,O,O,O,O,O,O,X
SJLZOTI,O,X,X,O,O,O,X,X,X,O,X
SJLZOIT,O,X,X,O,O,O,O,O,O,O,X
SJLOTIZ,O,X,X,O,O,O,O,X,X,O,X
SJLOTZI,O,X,X,O,O,O,X,X,X,O,X
SJLOITZ,O,X,X,O,O,O,O,X,X,O,X
SJLOIZT,O,X,X,O,O,O,O,X,X,O,X
SJLOZTI,O,X,X,O,O,O,X,X,X,O,X
SJLOZIT,O,X,X,O,O,O,O,X,X,O,X
SJZTILO,O,X,X,X,X,X,X,O,O,O,X
SJZTIOL,X,X,O,X,X,X,X,O,O,O,X
SJZTLIO,O,X,X,X,O,X,X,O,O,O,X
SJZTLOI,O,X,X,X,O,X,X,X,X,O,X
SJZTOIL,X,X,O,X,X,X,X,X,X,O,X
SJZTOLI,X,X,O,X,O,X,X,X,X,O,X
SJZITLO,O,X,X,X,X,X,O,O,O,O,X
SJZITOL,X,X,O,X,X,X,O,O,O,O,X
SJZILTO,O,X,X,X,O,X,O,O,O,O,X
SJZILOT,O,X,O,O,O,X,O,O,O,O,O
SJZIOTL,X,X,O,O,X,X,O,O,O,O,O
SJZIOLT,O,X,O,O,O,X,O,O,O,O,O
SJZLTIO,O,X,X,X,O,X,X,O,O,O,X
SJZLTOI,O,X,X,X,O,X,X,X,X,O,X
SJZLITO,O,X,X,X,O,X,O,O,O,O,X
SJZLIOT,O,X,O,O,O,O,O,O,O,O,O
SJZLOTI,O,X,O,O,O,O,X,X,X,O,O
SJZLOIT,O,X,O,O,O,O,O,O,O,O,O
SJZOTIL,X,X,O,O,X,X,X,X,X,O,O
SJZOTLI,X,X,O,O,O,O,X,X,X,O,O
SJZOITL,X,X,O,O,X,X,O,O,O,O,O
SJZOILT,O,X,O,O,O,O,O,O,O,O,O
SJZOLTI,O,X,O,O,O,O,X,X,X,O,O
SJZOLIT,O,X,O,O,O,O,O,O,O,O,O
SJOTILZ,X,X,X,O,X,X,O,X,X,O,X
SJOTIZL,X,X,X,O,X,X,O,X,X,O,X
SJOTLIZ,X,X,X,O,O,O,O,X,X,O,X
SJOTLZI,X,X,X,O,O,O,X,X,X,O,X
SJOTZIL,X,X,X,O,X,X,X,X,X,O,O
SJOTZLI,X,X,X,O,O,O,X,X,X,O,O
SJOITLZ,X,X,X,O,X,X,O,X,X,O,X
SJOITZL,X,X,X,O,X,X,O,O,X,O,X
SJOILTZ,O,X,X,O,O,O,O,X,X,O,X
SJOILZT,O,X,O,O,O,O,O,O,X,O,X
SJOIZTL,X,X,O,O,X,X,O,O,X,O,O
SJOIZLT,O,X,O,O,O,O,O,O,X,O,O
SJOLTIZ,O,X,X,O,O,O,O,X,X,O,X
SJOLTZI,O,X,X,O,O,O,X,X,X,O,X
SJOLITZ,O,X,X,O,O,O,O,X,X,O,X
SJOLIZT,O,X,O,O,O,O,O,X,X,O,X
SJOLZTI,O,X,O,O,O,O,X,X,X,O,O
SJOLZIT,O,X,O,O,O,O,O,X,X,O,O
SJOZTIL,X,X,O,O,X,X,X,X,X,O,O
SJOZTLI,X,X,O,O,O,O,X,X,X,O,O
SJOZITL,X,X,O,O,X,X,O,O,X,O,O
SJOZILT,O,X,O,O,O,O,O,O,X,O,O
SJOZLTI,O,X,O,O,O,O,X,X,X,O,O
SJOZLIT,O,X,O,O,O,O,O,O,X,O,O
SZTILJO,O,X,X,X,X,X,X,O,O,O,X
SZTILOJ,O,O,X,O,X,X,X,O,O,X,X
SZTIJLO,O,X,X,X,X,X,X,O,O,O,X
SZTIJOL,X,X,O,X,X,X,X,O,O,O,X
SZTIOLJ,X,O,O,O,X,X,X,O,O,X,X
SZTIOJL,X,O,O,O,X,X,X,O,O,O,X
SZTLIJO,O,X,X,X,X,X,X,O,O,O,X
SZTLIOJ,O,O,X,O,X,X,X,O,O,X,X
SZTLJIO,O,X,X,X,X,X,X,O,O,O,X
SZTLJOI,O,X,X,X,X,X,X,X,X,O,X
SZTLOIJ,O,O,X,O,X,X,X,X,X,X,X
SZTLOJI,O,O,X,O,X,X,X,X,X,X,X
SZTJILO,O,X,X,X,X,X,X,O,O,O,X
SZTJIOL,X,X,O,X,X,X,X,O,O,O,X
SZTJLIO,O,X,X,X,X,X,X,O,O,O,X
SZTJLOI,O,X,X,X,X,X,X,X,X,O,X
SZTJOIL,X,X,O,X,X,X,X,X,X,O,X
SZTJOLI,X,X,O,X,X,X,X,X,X,O,X
SZTOILJ,X,O,O,O,X,X,X,X,X,X,X
SZTOIJL,X,O,O,O,X,X,X,X,X,O,X
SZTOLIJ,X,O,O,O,X,X,X,X,X,X,X
SZTOLJI,X,O,O,O,X,X,X,X,X,X,X
SZTOJIL,X,O,O,O,X,X,X,X,X,O,X
SZTOJLI,X,O,O,O,X,X,X,X,X,O,X
SZITLJO,O,X,X,X,X,X,O,O,O,O,X
SZITLOJ,O,O,X,O,X,X,X,O,O,X,X
SZITJLO,O,X,X,X,X,X,O,O,O,O,X
SZITJOL,X,X,O,X,X,X,O,O,O,O,X
SZITOLJ,X,O,O,O,X,X,X,O,O,X,X
SZITOJL,X,O,O,O,X,X,X,O,O,O,X
SZILTJO,O,X,X,X,X,X,O,O,O,O,X
SZILTOJ,O,O,X,O,X,X,X,O,O,X,X
SZILJTO,O,X,X,X,X,X,O,O,O,O,X
SZILJOT,O,O,O,O,X,X,O,O,O,O,O
SZILOTJ,O,O,O,O,X,X,X,O,O,X,O
SZILOJT,O,O,O,O,X,X,O,O,O,O,O
SZIJTLO,O,X,X,X,X,X,O,O,O,O,X
SZIJTOL,X,X,O,X,X,X,O,O,O,O,X
SZIJLTO,O,X,X,X,X,X,O,O,O,O,X
SZIJLOT,O,O,O,O,X,X,O,O,O,O,O
SZIJOTL,X,O,O,O,X,X,O,O,O,O,O
SZIJOLT,O,O,O,O,X,X,O,O,O,O,O
SZIOTLJ,X,O,O,O,X,X,X,O,O,X,O
SZIOTJL,X,O,O,O,X,X,X,O,O,O,O
SZIOLTJ,O,O,O,O,X,X,X,O,O,X,O
SZIOLJT,O,O,O,O,X,X,O,O,O,O,O
SZIOJTL,X,O,O,O,X,X,O,O,O,O,O
SZIOJLT,O,O,O,O,X,X,O,O,O,O,O
SZLTIJO,O,X,X,X,X,X,X,O,O,O,X
SZLTIOJ,O,O,X,O,X,X,X,O,O,X,X
SZLTJIO,O,X,X,X,X,X,X,O,O,O,X
SZLTJOI,O,X,X,X,X,X,X,X,X,O,X
SZLTOIJ,O,O,X,O,X,X,X,X,X,X,X
SZLTOJI,O,O,X,O,X,X,X,X,X,X,X
SZLITJO,O,X,X,X,X,X,O,O,O,O,X
SZLITOJ,O,O,X,O,X,X,X,O,O,X,X
SZLIJTO,O,X,X,X,O,X,O,O,O,O,X
SZLIJOT,O,O,O,O,O,O,O,O,O,O,O
SZLIOTJ,O,O,O,O,X,O,X,O,O,X,O
SZLIOJT,O,O,O,O,O,O,O,O,O,O,O
SZLJTIO,O,X,X,X,O,X,X,O,O,O,X
SZLJTOI,O,X,X,X,O,X,X,X,X,O,X
SZLJITO,O,X,X,X,O,X,O,O,O,O,X
SZLJIOT,O,O,O,O,O,O,O,O,O,O,O
SZLJOTI,O,O,O,O,O,O,X,X,X,O,O
SZLJOIT,O,O,O,O,O,O,O,O,O,O,O
SZLOTIJ,O,O,O,O,X,O,X,X,X,X,O
SZLOTJI,O,O,O,O,X,O,X,X,X,X,O
SZLOITJ,O,O,O,O,X,O,X,O,O,X,O
SZLOIJT,O,O,O,O,O,O,X,O,O,O,O
SZLOJTI,O,O,O,O,O,O,X,X,X,O,O
SZLOJIT,O,O,O,O,O,O,X,O,O,O,O
SZJTILO,O,X,X,X,X,X,X,O,O,O,X
SZJTIOL,X,X,O,X,X,X,X,O,O,O,X
SZJTLIO,O,X,X,X,O,X,X,O,O,O,X
SZJTLOI,O,X,X,X,O,X,X,X,X,O,X
SZJTOIL,X,X,O,X,X,X,X,X,X,O,X
SZJTOLI,X,X,O,X,O,X,X,X,X,O,X
SZJITLO,O,X,X,X,X,X,O,O,O,O,X
SZJITOL,X,X,O,X,X,X,O,O,O,O,X
SZJILTO,O,X,X,X,O,X,O,O,O,O,X
SZJILOT,O,O,O,O,O,X,O,O,O,O,O
SZJIOTL,X,O,O,O,X,X,O,O,O,O,O
SZJIOLT,O,O,O,O,O,X,O,O,O,O,O
SZJLTIO,O,X,X,X,O,X,X,O,O,O,X
SZJLTOI,O,X,X,X,O,X,X,X,X,O,X
SZJLITO,O,X,X,X,O,X,O,O,O,O,X
SZJLIOT,O,O,O,O,O,O,O,O,O,O,O
SZJLOTI,O,O,O,O,O,O,X,X,X,O,O
SZJLOIT,O,O,O,O,O,O,O,O,O,O,O
SZJOTIL,X,O,O,O,X,X,X,X,X,O,O
SZJOTLI,X,O,O,O,O,O,X,X,X,O,O
SZJOITL,X,O,O,O,X,X,O,O,O,O,O
SZJOILT,O,O,O,O,O,O,O,O,O,O,O
SZJOLTI,O,O,O,O,O,O,X,X,X,O,O
SZJOLIT,O,O,O,O,O,O,O,O,O,O,O
SZOTILJ,X,O,O,O,X,X,X,X,X,X,O
SZOTIJL,X,O,O,O,X,X,X,X,X,O,O
SZOTLIJ,X,O,O,O,X,O,X,X,X,X,O
SZOTLJI,X,O,O,O,X,O,X,X,X,X,O
SZOTJIL,X,O,O,O,X,X,X,X,X,O,O
SZOTJLI,X,O,O,O,X,O,X,X,X,O,O
SZOITLJ,X,O,O,O,X,X,X,O,O,X,O
SZOITJL,X,O,O,O,X,X,X,O,O,O,O
SZOILTJ,O,O,O,O,X,O,X,O,O,X,O
SZOILJT,O,O,O,O,X,O,X,O,O,O,O
SZOIJTL,X,O,O,O,X,X,X,O,O,O,O
SZOIJLT,O,O,O,O,X,O,X,O,O,O,O
SZOLTIJ,O,O,O,O,X,O,X,X,X,X,O
SZOLTJI,O,O,O,O,X,O,X,X,X,X,O
SZOLITJ,O,O,O,O,X,O,X,O,O,X,O
SZOLIJT,O,O,O,O,O,O,X,O,O,O,O
SZOLJTI,O,O,O,O,O,O,X,X,X,O,O
SZOLJIT,O,O,O,O,O,O,X,O,O,O,O
SZOJTIL,X,O,O,O,X,X,X,X,X,O,O
SZOJTLI,X,O,O,O,O,O,X,X,X,O,O
SZOJITL,X,O,O,O,X,X,X,O,O,O,O
SZOJILT,O,O,O,O,O,O,X,O,O,O,O
SZOJLTI,O,O,O,O,O,O,X,X,X,O,O
SZOJLIT,O,O,O,O,O,O,X,O,O,O,O
SOTILJZ,X,X,X,O,X,X,X,X,X,X,X
SOTILZJ,X,X,X,O,X,X,X,X,X,X,X
SOTIJLZ,X,X,X,O,X,X,X,X,X,O,X
SOTIJZL,X,X,X,O,X,X,X,X,X,O,X
SOTIZLJ,X,X,X,O,X,X,X,X,X,X,X
SOTIZJL,X,X,X,O,X,X,X,X,X,O,X
SOTLIJZ,X,X,X,O,O,O,X,X,X,X,X
SOTLIZJ,X,X,X,O,X,O,X,X,X,X,X
SOTLJIZ,X,X,X,O,O,O,X,X,X,X,X
SOTLJZI,X,X,X,O,O,O,X,X,X,X,X
SOTLZIJ,X,X,X,O,X,O,X,X,X,X,X
SOTLZJI,X,X,X,O,X,O,X,X,X,X,X
SOTJILZ,X,X,X,O,X,X,X,X,X,O,X
SOTJIZL,X,X,X,O,X,X,X,X,X,O,X
SOTJLIZ,X,X,X,O,O,O,X,X,X,O,X
SOTJLZI,X,X,X,O,O,O,X,X,X,O,X
SOTJZIL,X,X,X,O,X,X,X,X,X,O,O
SOTJZLI,X,X,X,O,O,O,X,X,X,O,O
SOTZILJ,X,X,X,O,X,X,X,X,X,X,O
SOTZIJL,X,X,X,O,X,X,X,X,X,O,O
SOTZLIJ,X,X,X,O,X,O,X,X,X,X,O
SOTZLJI,X,X,X,O,X,O,X,X,X,X,O
SOTZJIL,X,X,X,O,X,X,X,X,X,O,O
SOTZJLI,X,X,X,O,X,O,X,X,X,O,O
SOITLJZ,X,X,X,O,X,X,X,X,X,X,X
SOITLZJ,X,X,X,O,X,X,X,O,O,X,X
SOITJLZ,X,X,X,O,X,X,X,X,X,O,X
SOITJZL,X,X,X,O,X,X,X,O,X,O,X
SOITZLJ,X,X,X,O,X,X,X,O,O,X,X
SOITZJL,X,X,X,O,X,X,X,O,O,O,X
SOILTJZ,O,X,X,O,O,O,X,X,X,X,X
SOILTZJ,O,X,X,O,X,O,X,O,O,X,X
SOILJTZ,O,X,X,O,O,O,O,X,X,O,X
SOILJZT,O,O,O,O,O,O,O,O,O,O,X
SOILZTJ,O,O,O,O,X,O,X,O,O,X,X
SOILZJT,O,O,O,O,O,O,O,O,O,O,X
SOIJTLZ,X,X,X,O,X,X,O,X,X,O,X
SOIJTZL,X,X,X,O,X,X,O,O,X,O,X
SOIJLTZ,O,X,X,O,O,O,O,X,X,O,X
SOIJLZT,O,O,O,O,O,O,O,O,O,O,X
SOIJZTL,X,O,O,O,X,X,O,O,O,O,O
SOIJZLT,O,O,O,O,O,O,O,O,O,O,O
SOIZTLJ,X,O,O,O,X,X,X,O,O,X,O
SOIZTJL,X,O,O,O,X,X,X,O,O,O,O
SOIZLTJ,O,O,O,O,X,O,X,O,O,X,O
SOIZLJT,O,O,O,O,X,O,O,O,O,O,O
SOIZJTL,X,O,O,O,X,X,O,O,O,O,O
SOIZJLT,O,O,O,O,X,O,O,O,O,O,O
SOLTIJZ,O,X,X,O,O,O,X,X,X,X,X
SOLTIZJ,O,X,X,O,X,O,X,X,X,X,X
SOLTJIZ,O,X,X,O,O,O,X,X,X,X,X
SOLTJZI,O,X,X,O,O,O,X,X,X,X,X
SOLTZIJ,O,X,X,O,X,O,X,X,X,X,X
SOLTZJI,O,X,X,O,X,O,X,X,X,X,X
SOLITJZ,O,X,X,O,O,O,X,X,X,X,X
SOLITZJ,O,X,X,O,X,O,X,O,O,X,X
SOLIJTZ,O,X,X,O,O,O,O,X,X,O,X
SOLIJZT,O,O,O,O,O,O,O,O,O,O,X
SOLIZTJ,O,O,O,O,X,O,X,O,O,X,X
SOLIZJT,O,O,O,O,O,O,O,O,O,O,X
SOLJTIZ,O,X,X,O,O,O,O,X,X,O,X
SOLJTZI,O,X,X,O,O,O,X,X,X,O,X
SOLJITZ,O,X,X,O,O,O,O,X,X,O,X
SOLJIZT,O,O,O,O,O,O,O,X,X,O,X
SOLJZTI,O,O,O,O,O,O,X,X,X,O,O
SOLJZIT,O,O,O,O,O,O,O,X,X,O,O
SOLZTIJ,O,O,O,O,X,O,X,X,X,X,O
SOLZTJI,O,O,O,O,X,O,X,X,X,X,O
SOLZITJ,O,O,O,O,X,O,X,O,O,X,O
SOLZIJT,O,O,O,O,O,O,X,O,O,O,O
SOLZJTI,O,O,O,O,O,O,X,X,X,O,O
SOLZJIT,O,O,O,O,O,O,X,O,O,O,O
SOJTILZ,X,X,X,O,X,X,O,X,X,O,X
SOJTIZL,X,X,X,O,X,X,O,X,X,O,X
SOJTLIZ,X,X,X,O,O,O,O,X,X,O,X
SOJTLZI,X,X,X,O,O,O,X,X,X,O,X
SOJTZIL,X,X,X,O,X,X,X,X,X,O,O
SOJTZLI,X,X,X,O,O,O,X,X,X,O,O
SOJITLZ,X,X,X,O,X,X,O,X,X,O,X
SOJITZL,X,X,X,O,X,X,O,O,X,O,X
SOJILTZ,O,X,X,O,O,O,O,X,X,O,X
SOJILZT,O,O,O,O,O,O,O,O,X,O,X
SOJIZTL,X,O,O,O,X,X,O,O,X,O,O
SOJIZLT,O,O,O,O,O,O,O,O,X,O,O
SOJLTIZ,O,X,X,O,O,O,O,X,X,O,X
SOJLTZI,O,X,X,O,O,O,X,X,X,O,X
SOJLITZ,O,X,X,O,O,O,O,X,X,O,X
SOJLIZT,O,O,O,O,O,O,O,X,X,O,X
SOJLZTI,O,O,O,O,O,O,X,X,X,O,O
SOJLZIT,O,O,O,O,O,O,O,X,X,O,O
SOJZTIL,X,O,O,O,X,X,X,X,X,O,O
SOJZTLI,X,O,O,O,O,O,X,X,X,O,O
SOJZITL,X,O,O,O,X,X,O,O,X,O,O
SOJZILT,O,O,O,O,O,O,O,O,X,O,O
SOJZLTI,O,O,O,O,O,O,X,X,X,O,O
SOJZLIT,O,O,O,O,O,O,O,O,X,O,O
SOZTILJ,X,O,O,O,X,X,X,X,X,X,O
SOZTIJL,X,O,O,O,X,X,X,X,X,O,O
SOZTLIJ,X,O,O,O,X,O,X,X,X,X,O
SOZTLJI,X,O,O,O,X,O,X,X,X,X,O
SOZTJIL,X,O,O,O,X,X,X,X,X,O,O
SOZTJLI,X,O,O,O,X,O,X,X,X,O,O
SOZITLJ,X,O,O,O,X,X,X,O,O,X,O
SOZITJL,X,O,O,O,X,X,X,O,O,O,O
SOZILTJ,O,O,O,O,X,O,X,O,O,X,O
SOZILJT,O,O,O,O,X,O,X,O,O,O,O
SOZIJTL,X,O,O,O,X,X,X,O,O,O,O
SOZIJLT,O,O,O,O,X,O,X,O,O,O,O
SOZLTIJ,O,O,O,O,X,O,X,X,X,X,O
SOZLTJI,O,O,O,O,X,O,X,X,X,X,O
SOZLITJ,O,O,O,O,X,O,X,O,O,X,O
SOZLIJT,O,O,O,O,O,O,X,O,O,O,O
SOZLJTI,O,O,O,O,O,O,X,X,X,O,O
SOZLJIT,O,O,O,O,O,O,X,O,O,O,O
SOZJTIL,X,O,O,O,X,X,X,X,X,O,O
SOZJTLI,X,O,O,O,O,O,X,X,X,O,O
SOZJITL,X,O,O,O,X,X,X,O,O,O,O
SOZJILT,O,O,O,O,O,O,X,O,O,O,O
SOZJLTI,O,O,O,O,O,O,X,X,X,O,O
SOZJLIT,O,O,O,O,O,O,X,O,O,O,O
ZTILJSO,O,X,X,X,X,X,X,O,X,O,X
ZTILJOS,O,X,X,X,X,X,X,O,X,O,O
ZTILSJO,O,X,X,X,X,X,X,O,X,O,X
ZTILSOJ,O,O,X,X,X,X,X,O,X,X,X
ZTILOJS,O,O,X,X,X,X,X,O,X,X,O
ZTILOSJ,O,O,X,X,X,X,X,O,X,X,O
ZTIJLSO,O,X,X,X,X,X,X,O,X,O,X
ZTIJLOS,O,X,X,X,X,X,X,O,X,O,O
ZTIJSLO,O,X,X,X,X,X,X,O,O,O,X
ZTIJSOL,X,X,O,X,X,X,X,O,O,O,X
ZTIJOLS,X,X,O,X,X,X,X,O,X,O,O
ZTIJOSL,X,X,O,X,X,X,X,O,O,O,O
ZTISLJO,O,X,X,X,X,X,X,O,O,O,X
ZTISLOJ,O,O,X,X,X,X,X,O,O,X,X
ZTISJLO,O,X,X,X,X,X,X,O,O,O,X
ZTISJOL,X,X,O,X,X,X,X,O,O,O,X
ZTISOLJ,X,O,O,X,X,X,X,O,O,X,X
ZTISOJL,X,O,O,X,X,X,X,O,O,O,X
ZTIOLJS,X,O,O,X,X,X,X,O,X,X,O
ZTIOLSJ,X,O,O,X,X,X,X,O,X,X,O
ZTIOJLS,X,O,O,X,X,X,X,O,X,O,O
ZTIOJSL,X,O,O,X,X,X,X,O,O,O,O
ZTIOSLJ,X,O,O,X,X,X,X,O,O,X,O
ZTIOSJL,X,O,O,X,X,X,X,O,O,O,O
ZTLIJSO,O,X,X,X,O,X,X,O,X,O,X
ZTLIJOS,O,X,X,X,O,O,X,O,X,O,O
ZTLISJO,O,X,X,X,X,X,X,O,X,O,X
ZTLISOJ,O,O,X,X,X,X,X,O,X,X,X
ZTLIOJS,O,O,X,X,O,O,X,O,X,X,O
ZTLIOSJ,O,O,X,X,X,O,X,O,X,X,O
