sequence,v115@VhA8AeB8CeI8JeZEJvhFupBFmB8rBftB6tBTqB,v115@VhA8AeB8CeI8JeZEJvhFClBXmB8rBznB+tBVvB,v115@VhA8AeB8CeI8Je/FJvhFFhBxiBOpBCsBTtB0pB,v115@VhA8AeB8CeI8Je/FJvhFRhBCjB0kBlmBToBOpB,v115@VhA8AeB8CeI8JeZEJvhFFlBXmB8rBCoBWvBTtB,v115@VhA8AeB8CeI8JeZEJvhFqpB/qBFmB8rBznB+tB
SZLJTIO,O,O,X,X,O,O
SZLJTOI,O,O,O,X,O,O
SZLJITO,O,O,X,X,O,O
SZLJIOT,O,O,X,X,O,O
SZLJOTI,O,O,O,X,O,O
SZLJOIT,O,O,O,X,O,O
SZLOTIJ,O,X,O,O,O,O
SZLOTJI,O,X,O,O,O,O
SZLOITJ,O,X,O,O,O,O
SZLOIJT,O,X,O,X,O,O
SZLOJTI,O,X,O,O,O,O
SZLOJIT,O,X,O,X,O,O
SZJTILO,O,O,X,X,O,O
SZJTIOL,O,O,X,O,O,O
SZJTLIO,O,O,X,X,O,O
SZJTLOI,O,O,O,X,O,O
SZJTOIL,O,O,X,O,O,O
SZJTOLI,O,O,X,O,O,O
SZJITLO,O,O,X,X,O,O
SZJITOL,O,O,X,X,O,O
SZJILTO,O,O,X,X,O,O
SZJILOT,O,O,X,X,O,O
SZJIOTL,O,O,X,X,O,O
SZJIOLT,O,O,X,X,O,O
SZJLTIO,O,O,X,X,O,O
SZJLTOI,O,O,O,X,O,O
SZJLITO,O,O,X,X,O,O
SZJLIOT,O,O,X,X,O,O
SZJLOTI,O,O,O,X,O,O
SZJLOIT,O,O,O,X,O,O
SZJOTIL,O,O,X,O,O,O
SZJOTLI,O,O,X,O,O,O
SZJOITL,O,O,X,X,O,O
SZJOILT,O,O,O,X,O,O
SZJOLTI,O,O,O,O,O,O
SZJOLIT,O,O,O,X,O,O
SZOTILJ,O,O,X,O,O,X
SZOTIJL,O,O,X,O,O,X
SZOTLIJ,O,O,X,O,O,O
SZOTLJI,O,O,X,O,O,O
SZOTJIL,O,O,X,O,O,O
SZOTJLI,O,O,X,O,O,O
SZOITLJ,O,O,X,O,O,X
SZOITJL,O,O,X,O,O,X
SZOILTJ,O,X,O,O,O,X
SZOILJT,O,X,O,X,O,X
SZOIJTL,O,O,X,X,O,X
SZOIJLT,O,O,O,X,O,X
SZOLTIJ,O,X,O,O,O,O
SZOLTJI,O,X,O,O,O,O
SZOLITJ,O,X,O,O,O,O
SZOLIJT,O,X,O,X,O,O
SZOLJTI,O,X,O,O,O,O
SZOLJIT,O,X,O,X,O,O
SZOJTIL,O,O,X,O,O,O
SZOJTLI,O,O,X,O,O,O
SZOJITL,O,O,X,X,O,O
SZOJILT,O,O,O,X,O,O
SZOJLTI,O,O,O,O,O,O
SZOJLIT,O,O,O,X,O,O
SOTILJZ,O,X,O,O,X,X
SOTILZJ,O,X,O,O,X,X
SOTIJLZ,O,X,O,O,X,X
SOTIJZL,O,X,X,O,X,X
SOTIZLJ,O,X,X,O,X,X
SOTIZJL,O,X,X,O,X,X
SOTLIJZ,O,X,O,O,X,X
SOTLIZJ,O,X,O,O,X,X
SOTLJIZ,O,X,O,O,X,X
SOTLJZI,O,X,O,O,X,X
SOTLZIJ,O,X,O,O,X,X
SOTLZJI,O,X,O,O,X,X
SOTJILZ,O,X,O,O,X,X
SOTJIZL,O,X,X,O,X,X
SOTJLIZ,O,X,O,O,X,X
SOTJLZI,O,X,O,O,X,X
SOTJZIL,O,X,X,O,X,X
SOTJZLI,O,X,X,O,X,X
SOTZILJ,O,X,X,O,X,X
SOTZIJL,O,X,X,O,X,X
SOTZLIJ,O,X,X,O,X,X
SOTZLJI,O,X,X,O,X,X
SOTZJIL,O,X,X,O,X,X
SOTZJLI,O,X,X,O,X,X
SOITLJZ,O,X,O,O,X,X
SOITLZJ,O,X,O,O,X,X
SOITJLZ,O,X,O,O,X,X
SOITJZL,O,X,X,O,X,X
SOITZLJ,O,X,X,O,X,X
SOITZJL,O,X,X,O,X,X
SOILTJZ,O,X,O,O,X,X
SOILTZJ,O,X,O,O,X,X
SOILJTZ,O,X,O,X,O,X
SOILJZT,O,X,O,X,O,X
SOILZTJ,O,X,O,O,O,X
SOILZJT,O,X,O,X,O,X
SOIJTLZ,O,X,O,X,O,X
SOIJTZL,O,X,X,X,O,X
SOIJLTZ,O,X,O,X,O,X
SOIJLZT,O,X,O,X,O,X
SOIJZTL,O,X,X,X,O,X
SOIJZLT,O,X,O,X,O,X
SOIZTLJ,O,X,X,O,O,X
SOIZTJL,O,X,X,O,O,X
SOIZLTJ,O,X,O,O,O,X
SOIZLJT,O,X,O,X,O,X
SOIZJTL,O,X,X,X,O,X
SOIZJLT,O,X,O,X,O,X
SOLTIJZ,O,X,O,O,X,X
SOLTIZJ,O,X,O,O,X,X
SOLTJIZ,O,X,O,O,X,X
SOLTJZI,O,X,O,O,X,X
SOLTZIJ,O,X,O,O,X,X
SOLTZJI,O,X,O,O,X,X
SOLITJZ,O,X,O,O,X,X
SOLITZJ,O,X,O,O,X,X
SOLIJTZ,O,X,O,X,O,O
SOLIJZT,O,X,O,X,O,O
SOLIZTJ,O,X,O,O,O,O
SOLIZJT,O,X,O,X,O,O
SOLJTIZ,O,X,O,O,O,O
SOLJTZI,O,X,O,O,O,O
SOLJITZ,O,X,O,X,O,O
SOLJIZT,O,X,O,X,O,O
SOLJZTI,O,X,O,O,O,O
SOLJZIT,O,X,O,X,O,O
SOLZTIJ,O,X,O,O,O,O
SOLZTJI,O,X,O,O,O,O
SOLZITJ,O,X,O,O,O,O
SOLZIJT,O,X,O,X,O,O
SOLZJTI,O,X,O,O,O,O
SOLZJIT,O,X,O,X,O,O
SOJTILZ,O,X,O,O,O,X
SOJTIZL,O,X,X,O,O,X
SOJTLIZ,O,X,O,O,O,O
SOJTLZI,O,X,O,O,O,O
SOJTZIL,O,X,X,O,O,O
SOJTZLI,O,X,X,O,O,O
SOJITLZ,O,X,O,X,O,X
SOJITZL,O,X,X,X,O,X
SOJILTZ,O,X,O,X,O,O
SOJILZT,O,X,O,X,O,O
SOJIZTL,O,X,X,X,O,O
SOJIZLT,O,X,O,X,O,O
SOJLTIZ,O,X,O,O,O,O
SOJLTZI,O,X,O,O,O,O
SOJLITZ,O,X,O,X,O,O
SOJLIZT,O,X,O,X,O,O
SOJLZTI,O,X,O,O,O,O
SOJLZIT,O,X,O,X,O,O
SOJZTIL,O,X,X,O,O,O
SOJZTLI,O,X,X,O,O,O
SOJZITL,O,X,X,X,O,O
SOJZILT,O,X,O,X,O,O
SOJZLTI,O,X,O,O,O,O
SOJZLIT,O,X,O,X,O,O
SOZTILJ,O,X,X,O,O,X
SOZTIJL,O,X,X,O,O,X
SOZTLIJ,O,X,X,O,O,O
SOZTLJI,O,X,X,O,O,O
SOZTJIL,O,X,X,O,O,O
SOZTJLI,O,X,X,O,O,O
SOZITLJ,O,X,X,O,O,X
SOZITJL,O,X,X,O,O,X
SOZILTJ,O,X,O,O,O,X
SOZILJT,O,X,O,X,O,X
SOZIJTL,O,X,X,X,O,X
SOZIJLT,O,X,O,X,O,X
SOZLTIJ,O,X,O,O,O,O
SOZLTJI,O,X,O,O,O,O
SOZLITJ,O,X,O,O,O,O
SOZLIJT,O,X,O,X,O,O
SOZLJTI,O,X,O,O,O,O
SOZLJIT,O,X,O,X,O,O
SOZJTIL,O,X,X,O,O,O
SOZJTLI,O,X,X,O,O,O
SOZJITL,O,X,X,X,O,O
SOZJILT,O,X,O,X,O,O
SOZJLTI,O,X,O,O,O,O
SOZJLIT,O,X,O,X,O,O
ZTILJSO,O,O,X,X,O,O
ZTILJOS,X,O,X,X,O,O
ZTILSJO,O,O,X,X,O,O
ZTILSOJ,O,O,X,X,O,O
ZTILOJS,O,O,X,X,X,X
ZTILOSJ,O,O,X,X,X,X
ZTIJLSO,O,O,X,X,O,O
ZTIJLOS,X,O,X,X,O,O
ZTIJSLO,O,O,X,X,O,O
ZTIJSOL,O,O,X,X,O,O
ZTIJOLS,O,O,X,X,O,O
ZTIJOSL,O,O,X,X,O,O
ZTISLJO,O,O,X,X,O,O
ZTISLOJ,O,O,X,O,O,O
ZTISJLO,O,O,X,X,O,O
ZTISJOL,O,O,X,O,O,O
ZTISOLJ,O,O,X,O,O,X
ZTISOJL,O,O,X,O,O,X
ZTIOLJS,O,O,X,X,O,X
ZTIOLSJ,O,O,X,O,O,X
ZTIOJLS,O,O,X,X,O,X
ZTIOJSL,O,O,X,X,O,X
ZTIOSLJ,O,O,X,O,O,X
ZTIOSJL,O,O,X,O,O,X
ZTLIJSO,O,O,X,X,O,O
ZTLIJOS,X,O,X,X,O,O
ZTLISJO,O,O,X,X,O,O
ZTLISOJ,O,O,X,X,O,O
ZTLIOJS,O,O,X,X,X,X
ZTLIOSJ,O,O,X,X,X,X
ZTLJISO,O,O,X,X,O,O
ZTLJIOS,X,O,X,X,O,O
ZTLJSIO,O,O,X,X,O,O
ZTLJSOI,O,O,O,X,O,O
ZTLJOIS,X,O,O,X,O,O
ZTLJOSI,X,O,O,X,O,O
ZTLSIJO,O,O,X,X,O,O
ZTLSIOJ,O,O,X,O,O,O
ZTLSJIO,O,O,X,X,O,O
ZTLSJOI,O,O,O,X,O,O
ZTLSOIJ,O,O,O,O,O,O
ZTLSOJI,O,O,O,O,X,O
ZTLOIJS,O,O,O,X,X,X
ZTLOISJ,O,O,O,O,X,X
ZTLOJIS,O,O,O,X,X,X
ZTLOJSI,O,O,O,O,X,X
ZTLOSIJ,O,O,O,O,X,X
ZTLOSJI,O,O,O,O,X,X
ZTJILSO,O,O,X,X,O,O
ZTJILOS,X,O,X,X,O,O
ZTJISLO,O,O,X,X,O,O
ZTJISOL,O,O,X,X,O,O
ZTJIOLS,O,O,X,X,O,O
ZTJIOSL,O,O,X,X,O,O
ZTJLISO,O,O,X,X,O,O
ZTJLIOS,X,O,X,X,O,O
ZTJLSIO,O,O,X,X,O,O
ZTJLSOI,O,O,O,X,O,O
ZTJLOIS,X,O,O,X,O,O
ZTJLOSI,X,O,O,X,O,O
ZTJSILO,O,O,X,X,O,O
ZTJSIOL,O,O,X,O,O,O
ZTJSLIO,O,O,X,X,O,O
ZTJSLOI,O,O,O,X,O,O
ZTJSOIL,O,O,X,O,O,O
ZTJSOLI,O,O,X,O,O,O
ZTJOILS,O,O,X,X,O,O
ZTJOISL,O,O,X,X,O,O
ZTJOLIS,O,O,X,X,O,O
ZTJOLSI,O,O,X,O,O,O
ZTJOSIL,O,O,X,O,O,O
ZTJOSLI,O,O,X,O,O,O
ZTSILJO,O,O,X,X,O,O
ZTSILOJ,O,O,X,O,O,O
ZTSIJLO,O,O,X,X,O,O
ZTSIJOL,O,O,X,O,O,O
ZTSIOLJ,O,O,X,O,O,X
ZTSIOJL,O,O,X,O,O,X
ZTSLIJO,O,O,X,X,O,O
ZTSLIOJ,O,O,X,O,O,O
ZTSLJIO,O,O,X,X,O,O
ZTSLJOI,O,O,O,X,O,O
ZTSLOIJ,O,O,O,O,O,O
ZTSLOJI,O,O,O,O,O,O
ZTSJILO,O,O,X,X,O,O
ZTSJIOL,O,O,X,O,O,O
ZTSJLIO,O,O,X,X,O,O
ZTSJLOI,O,O,O,X,O,O
ZTSJOIL,O,O,X,O,O,O
ZTSJOLI,O,O,X,O,O,O
ZTSOILJ,O,O,X,O,O,X
ZTSOIJL,O,O,X,O,O,X
ZTSOLIJ,O,O,X,O,O,O
ZTSOLJI,O,O,X,O,O,O
ZTSOJIL,O,O,X,O,O,O
ZTSOJLI,O,O,X,O,O,O
ZTOILJS,O,O,X,X,O,X
ZTOILSJ,O,O,X,O,O,X
ZTOIJLS,O,O,X,X,O,X
ZTOIJSL,O,O,X,X,O,X
ZTOISLJ,O,O,X,O,O,X
ZTOISJL,O,O,X,O,O,X
ZTOLIJS,O,O,X,X,O,X
ZTOLISJ,O,O,X,O,O,X
ZTOLJIS,O,O,X,X,O,X
ZTOLJSI,O,O,X,O,O,X
ZTOLSIJ,O,O,X,O,O,X
ZTOLSJI,O,O,X,O,O,X
ZTOJILS,O,O,X,X,O,X
ZTOJISL,O,O,X,X,O,O
ZTOJLIS,O,O,X,X,O,X
ZTOJLSI,O,O,X,O,O,O
ZTOJSIL,O,O,X,O,O,O
ZTOJSLI,O,O,X,O,O,O
ZTOSILJ,O,O,X,O,O,X
ZTOSIJL,O,O,X,O,O,X
ZTOSLIJ,O,O,X,O,O,O
ZTOSLJI,O,O,X,O,O,O
ZTOSJIL,O,O,X,O,O,O
ZTOSJLI,O,O,X,O,O,O
ZITLJSO,O,O,X,X,O,O
ZITLJOS,X,O,X,X,O,O
ZITLSJO,O,O,X,X,O,O
ZITLSOJ,O,O,X,X,O,O
ZITLOJS,O,O,X,X,X,X
ZITLOSJ,O,O,X,X,X,X
ZITJLSO,O,O,X,X,O,O
ZITJLOS,X,O,X,X,O,O
ZITJSLO,O,O,X,X,O,O
ZITJSOL,O,O,X,X,O,O
ZITJOLS,O,O,X,X,O,O
ZITJOSL,O,O,X,X,O,O
ZITSLJO,O,O,X,X,O,O
ZITSLOJ,O,O,X,O,O,O
ZITSJLO,O,O,X,X,O,O
ZITSJOL,O,O,X,O,O,O
ZITSOLJ,O,O,X,O,O,X
ZITSOJL,O,O,X,O,O,X
ZITOLJS,O,O,X,X,O,X
ZITOLSJ,O,O,X,O,O,X
ZITOJLS,O,O,X,X,O,X
ZITOJSL,O,O,X,X,O,X
ZITOSLJ,O,O,X,O,O,X
ZITOSJL,O,O,X,O,O,X
ZILTJSO,O,O,X,X,O,O
ZILTJOS,X,O,X,X,O,O
ZILTSJO,O,O,X,X,O,O
ZILTSOJ,O,O,X,X,O,O
ZILTOJS,O,O,X,X,X,X
ZILTOSJ,O,O,X,X,X,X
ZILJTSO,O,O,X,X,O,O
ZILJTOS,X,O,X,X,O,O
ZILJSTO,O,O,X,X,O,O
ZILJSOT,O,O,X,X,O,O
ZILJOTS,X,O,X,X,O,O
ZILJOST,X,O,X,X,O,O
ZILSTJO,O,O,X,X,O,O
ZILSTOJ,O,O,X,X,O,O
ZILSJTO,O,O,X,X,O,O
ZILSJOT,O,O,X,X,O,O
ZILSOTJ,O,X,X,X,O,O
ZILSOJT,O,X,X,X,O,O
ZILOTJS,O,X,X,X,O,X
ZILOTSJ,O,X,X,X,O,X
ZILOJTS,O,X,X,X,O,O
ZILOJST,O,X,X,X,O,O
ZILOSTJ,O,X,X,X,O,O
ZILOSJT,O,X,X,X,O,O
ZIJTLSO,O,O,X,X,O,O
ZIJTLOS,X,O,X,X,O,O
ZIJTSLO,O,O,X,X,O,O
ZIJTSOL,O,O,X,X,O,O
ZIJTOLS,O,O,X,X,O,O
ZIJTOSL,O,O,X,X,O,O
ZIJLTSO,O,O,X,X,O,O
ZIJLTOS,X,O,X,X,O,O
ZIJLSTO,O,O,X,X,O,O
ZIJLSOT,O,O,X,X,O,O
ZIJLOTS,X,O,X,X,O,O
ZIJLOST,X,O,X,X,O,O
ZIJSTLO,O,O,X,X,O,O
ZIJSTOL,O,O,X,X,O,O
ZIJSLTO,O,O,X,X,O,O
ZIJSLOT,O,O,X,X,O,O
ZIJSOTL,O,O,X,X,O,O
ZIJSOLT,O,O,X,X,O,O
ZIJOTLS,O,O,X,X,O,O
ZIJOTSL,O,O,X,X,O,O
ZIJOLTS,O,O,X,X,O,O
ZIJOLST,O,O,X,X,O,O
ZIJOSTL,O,O,X,X,O,O
ZIJOSLT,O,O,X,X,O,O
ZISTLJO,O,O,X,X,O,O
ZISTLOJ,O,O,X,O,O,O
ZISTJLO,O,O,X,X,O,O
ZISTJOL,O,O,X,O,O,O
ZISTOLJ,O,O,X,O,O,X
ZISTOJL,O,O,X,O,O,X
ZISLTJO,O,O,X,X,O,O
ZISLTOJ,O,O,X,X,O,O
ZISLJTO,O,O,X,X,O,O
ZISLJOT,O,O,X,X,O,O
ZISLOTJ,O,X,X,X,O,O
ZISLOJT,O,X,X,X,O,O
ZISJTLO,O,O,X,X,O,O
ZISJTOL,O,O,X,X,O,O
ZISJLTO,O,O,X,X,O,O
ZISJLOT,O,O,X,X,O,O
ZISJOTL,O,O,X,X,O,O
ZISJOLT,O,O,X,X,O,O
ZISOTLJ,O,O,X,O,O,X
ZISOTJL,O,O,X,O,O,X
ZISOLTJ,O,X,X,O,O,X
ZISOLJT,O,X,X,X,O,X
ZISOJTL,O,O,X,X,O,X
ZISOJLT,O,O,X,X,O,X
ZIOTLJS,O,O,X,X,O,X
ZIOTLSJ,O,O,X,O,O,X
ZIOTJLS,O,O,X,X,O,X
ZIOTJSL,O,O,X,X,O,X
ZIOTSLJ,O,O,X,O,O,X
ZIOTSJL,O,O,X,O,O,X
ZIOLTJS,O,X,X,X,O,X
ZIOLTSJ,O,X,X,O,O,X
ZIOLJTS,O,X,X,X,O,O
ZIOLJST,O,X,X,X,O,O
ZIOLSTJ,O,X,X,O,O,O
ZIOLSJT,O,X,X,X,O,O
ZIOJTLS,O,O,X,X,O,O
ZIOJTSL,O,O,X,X,O,X
ZIOJLTS,O,O,X,X,O,O
ZIOJLST,O,O,X,X,O,O
ZIOJSTL,O,O,X,X,O,X
ZIOJSLT,O,O,X,X,O,O
ZIOSTLJ,O,O,X,O,O,X
ZIOSTJL,O,O,X,O,O,X
ZIOSLTJ,O,X,X,O,O,X
ZIOSLJT,O,X,X,X,O,X
ZIOSJTL,O,O,X,X,O,X
ZIOSJLT,O,O,X,X,O,X
ZLTIJSO,O,O,X,X,O,O
ZLTIJOS,X,O,X,X,O,O
ZLTISJO,O,O,X,X,O,O
ZLTISOJ,O,O,X,X,O,O
ZLTIOJS,O,O,X,X,X,X
ZLTIOSJ,O,O,X,X,X,X
ZLTJISO,O,O,X,X,O,O
ZLTJIOS,X,O,X,X,O,O
ZLTJSIO,O,O,X,X,O,O
ZLTJSOI,O,O,O,X,O,O
ZLTJOIS,X,O,O,X,O,O
ZLTJOSI,X,O,O,X,O,O
ZLTSIJO,O,O,X,X,O,O
ZLTSIOJ,O,O,X,O,O,O
ZLTSJIO,O,O,X,X,O,O
ZLTSJOI,O,O,O,X,O,O
ZLTSOIJ,O,O,O,O,O,O
ZLTSOJI,O,O,O,O,X,O
ZLTOIJS,O,O,O,X,X,X
ZLTOISJ,O,O,O,O,X,X
ZLTOJIS,O,O,O,X,X,X
ZLTOJSI,O,O,O,O,X,X
ZLTOSIJ,O,O,O,O,X,X
ZLTOSJI,O,O,O,O,X,X
ZLITJSO,O,O,X,X,O,O
ZLITJOS,X,O,X,X,O,O
ZLITSJO,O,O,X,X,O,O
ZLITSOJ,O,O,X,X,O,O
ZLITOJS,O,O,X,X,X,X
ZLITOSJ,O,O,X,X,X,X
ZLIJTSO,O,O,X,X,O,O
ZLIJTOS,X,O,X,X,O,O
ZLIJSTO,O,O,X,X,O,O
ZLIJSOT,O,O,X,X,O,O
ZLIJOTS,X,O,X,X,O,O
ZLIJOST,X,O,X,X,O,O
ZLISTJO,O,O,X,X,O,O
ZLISTOJ,O,O,X,X,O,O
ZLISJTO,O,O,X,X,O,O
ZLISJOT,O,O,X,X,O,O
ZLISOTJ,O,X,X,X,O,O
ZLISOJT,O,X,X,X,O,O
ZLIOTJS,O,X,X,X,O,X
ZLIOTSJ,O,X,X,X,O,X
ZLIOJTS,O,X,X,X,O,O
ZLIOJST,O,X,X,X,O,O
ZLIOSTJ,O,X,X,X,O,O
ZLIOSJT,O,X,X,X,O,O
ZLJTISO,O,O,X,X,O,O
ZLJTIOS,X,O,X,X,O,O
ZLJTSIO,O,O,X,X,O,O
ZLJTSOI,O,O,O,X,O,O
ZLJTOIS,X,O,O,X,O,O
ZLJTOSI,X,O,O,X,O,O
ZLJITSO,O,O,X,X,O,O
ZLJITOS,X,O,X,X,O,O
ZLJISTO,O,O,X,X,O,O
ZLJISOT,O,O,X,X,O,O
ZLJIOTS,X,O,X,X,O,O
ZLJIOST,X,O,X,X,O,O
ZLJSTIO,O,O,X,X,O,O
ZLJSTOI,O,O,O,X,O,O
ZLJSITO,O,O,X,X,O,O
ZLJSIOT,O,O,X,X,O,O
ZLJSOTI,O,O,O,X,O,O
ZLJSOIT,O,O,O,X,O,O
ZLJOTIS,X,O,O,X,O,O
ZLJOTSI,X,O,O,X,O,O
ZLJOITS,X,O,O,X,O,O
ZLJOIST,X,O,O,X,O,O
ZLJOSTI,X,O,O,X,O,O
ZLJOSIT,X,O,O,X,O,O
ZLSTIJO,O,O,X,X,O,O
ZLSTIOJ,O,O,X,O,O,O
ZLSTJIO,O,O,X,X,O,O
ZLSTJOI,O,O,O,X,O,O
ZLSTOIJ,O,O,O,O,O,O
ZLSTOJI,O,O,O,O,O,O
ZLSITJO,O,O,X,X,O,O
ZLSITOJ,O,O,X,X,O,O
ZLSIJTO,O,O,X,X,O,O
ZLSIJOT,O,O,X,X,O,O
ZLSIOTJ,O,X,X,X,O,O
ZLSIOJT,O,X,X,X,O,O
ZLSJTIO,O,O,X,X,O,O
ZLSJTOI,O,O,O,X,O,O
ZLSJITO,O,O,X,X,O,O
ZLSJIOT,O,O,X,X,O,O
ZLSJOTI,O,O,O,X,O,O
ZLSJOIT,O,O,O,X,O,O
ZLSOTIJ,O,X,O,O,O,O
ZLSOTJI,O,X,O,O,O,O
ZLSOITJ,O,X,O,O,O,O
ZLSOIJT,O,X,O,X,O,O
ZLSOJTI,O,X,O,O,O,O
ZLSOJIT,O,X,O,X,O,O
ZLOTIJS,O,X,O,X,O,X
ZLOTISJ,O,X,O,O,O,X
ZLOTJIS,O,X,O,X,O,X
ZLOTJSI,O,X,O,O,O,X
ZLOTSIJ,O,X,O,O,O,X
ZLOTSJI,O,X,O,O,O,X
ZLOITJS,O,X,O,X,O,X
ZLOITSJ,O,X,O,O,O,X
ZLOIJTS,O,X,O,X,O,O
ZLOIJST,O,X,O,X,O,O
ZLOISTJ,O,X,O,O,O,O
ZLOISJT,O,X,O,X,O,O
ZLOJTIS,O,X,O,X,O,O
ZLOJTSI,O,X,O,O,O,O
ZLOJITS,O,X,O,X,O,O
ZLOJIST,O,X,O,X,O,O
ZLOJSTI,O,X,O,O,O,O
ZLOJSIT,O,X,O,X,O,O
ZLOSTIJ,O,X,O,O,O,O
ZLOSTJI,O,X,O,O,O,O
ZLOSITJ,O,X,O,O,O,O
ZLOSIJT,O,X,O,X,O,O
ZLOSJTI,O,X,O,O,O,O
ZLOSJIT,O,X,O,X,O,O
ZJTILSO,O,O,X,X,O,O
ZJTILOS,X,O,X,X,O,O
ZJTISLO,O,O,X,X,O,O
ZJTISOL,O,O,X,X,O,O
ZJTIOLS,O,O,X,X,O,O
ZJTIOSL,O,O,X,X,O,O
ZJTLISO,O,O,X,X,O,O
ZJTLIOS,X,O,X,X,O,O
ZJTLSIO,O,O,X,X,O,O
ZJTLSOI,O,O,O,X,O,O
ZJTLOIS,X,O,O,X,O,O
ZJTLOSI,X,O,O,X,O,O
ZJTSILO,O,O,X,X,O,O
ZJTSIOL,O,O,X,O,O,O
ZJTSLIO,O,O,X,X,O,O
ZJTSLOI,O,O,O,X,O,O
ZJTSOIL,O,O,X,O,O,O
ZJTSOLI,O,O,X,O,O,O
ZJTOILS,O,O,X,X,O,O
ZJTOISL,O,O,X,X,O,O
ZJTOLIS,O,O,X,X,O,O
ZJTOLSI,O,O,X,O,O,O
ZJTOSIL,O,O,X,O,O,O
ZJTOSLI,O,O,X,O,O,O
ZJITLSO,O,O,X,X,O,O
ZJITLOS,X,O,X,X,O,O
ZJITSLO,O,O,X,X,O,O
ZJITSOL,O,O,X,X,O,O
ZJITOLS,O,O,X,X,O,O
ZJITOSL,O,O,X,X,O,O
ZJILTSO,O,O,X,X,O,O
ZJILTOS,X,O,X,X,O,O
ZJILSTO,O,O,X,X,O,O
ZJILSOT,O,O,X,X,O,O
ZJILOTS,X,O,X,X,O,O
ZJILOST,X,O,X,X,O,O
ZJISTLO,O,O,X,X,O,O
ZJISTOL,O,O,X,X,O,O
ZJISLTO,O,O,X,X,O,O
ZJISLOT,O,O,X,X,O,O
ZJISOTL,O,O,X,X,O,O
ZJISOLT,O,O,X,X,O,O
ZJIOTLS,O,O,X,X,O,O
ZJIOTSL,O,O,X,X,O,O
ZJIOLTS,O,O,X,X,O,O
ZJIOLST,O,O,X,X,O,O
ZJIOSTL,O,O,X,X,O,O
ZJIOSLT,O,O,X,X,O,O
ZJLTISO,O,O,X,X,O,O
ZJLTIOS,X,O,X,X,O,O
ZJLTSIO,O,O,X,X,O,O
ZJLTSOI,O,O,O,X,O,O
ZJLTOIS,X,O,O,X,O,O
ZJLTOSI,X,O,O,X,O,O
ZJLITSO,O,O,X,X,O,O
ZJLITOS,X,O,X,X,O,O
ZJLISTO,O,O,X,X,O,O
ZJLISOT,O,O,X,X,O,O
ZJLIOTS,X,O,X,X,O,O
ZJLIOST,X,O,X,X,O,O
ZJLSTIO,O,O,X,X,O,O
ZJLSTOI,O,O,O,X,O,O
ZJLSITO,O,O,X,X,O,O
ZJLSIOT,O,O,X,X,O,O
ZJLSOTI,O,O,O,X,O,O
ZJLSOIT,O,O,O,X,O,O
ZJLOTIS,X,O,O,X,O,O
ZJLOTSI,X,O,O,X,O,O
ZJLOITS,X,O,O,X,O,O
ZJLOIST,X,O,O,X,O,O
ZJLOSTI,X,O,O,X,O,O
ZJLOSIT,X,O,O,X,O,O
ZJSTILO,O,O,X,X,O,O
ZJSTIOL,O,O,X,O,O,O
ZJSTLIO,O,O,X,X,O,O
ZJSTLOI,O,O,O,X,O,O
ZJSTOIL,O,O,X,O,O,O
ZJSTOLI,O,O,X,O,O,O
ZJSITLO,O,O,X,X,O,O
ZJSITOL,O,O,X,X,O,O
ZJSILTO,O,O,X,X,O,O
ZJSILOT,O,O,X,X,O,O
ZJSIOTL,O,O,X,X,O,O
ZJSIOLT,O,O,X,X,O,O
ZJSLTIO,O,O,X,X,O,O
ZJSLTOI,O,O,O,X,O,O
ZJSLITO,O,O,X,X,O,O
ZJSLIOT,O,O,X,X,O,O
ZJSLOTI,O,O,O,X,O,O
ZJSLOIT,O,O,O,X,O,O
ZJSOTIL,O,O,X,O,O,O
ZJSOTLI,O,O,X,O,O,O
ZJSOITL,O,O,X,X,O,O
ZJSOILT,O,O,O,X,O,O
ZJSOLTI,O,O,O,O,O,O
ZJSOLIT,O,O,O,X,O,O
ZJOTILS,O,O,X,X,O,O
ZJOTISL,O,O,X,X,O,O
ZJOTLIS,O,O,X,X,O,O
ZJOTLSI,O,O,X,O,O,O
ZJOTSIL,O,O,X,O,O,O
ZJOTSLI,O,O,X,O,O,O
ZJOITLS,O,O,X,X,O,O
ZJOITSL,O,O,X,X,O,O
ZJOILTS,O,O,O,X,O,O
ZJOILST,O,O,O,X,O,O
ZJOISTL,O,O,X,X,O,O
ZJOISLT,O,O,O,X,O,O
ZJOLTIS,O,O,O,X,O,O
ZJOLTSI,O,O,O,O,O,O
ZJOLITS,O,O,O,X,O,O
ZJOLIST,O,O,O,X,O,O
ZJOLSTI,O,O,O,O,O,O
ZJOLSIT,O,O,O,X,O,O
ZJOSTIL,O,O,X,O,O,O
ZJOSTLI,O,O,X,O,O,O
ZJOSITL,O,O,X,X,O,O
ZJOSILT,O,O,O,X,O,O
ZJOSLTI,O,O,O,O,O,O
ZJOSLIT,O,O,O,X,O,O
ZSTILJO,O,O,X,X,O,O
ZSTILOJ,O,O,X,O,O,O
ZSTIJLO,O,O,X,X,O,O
ZSTIJOL,O,O,X,O,O,O
ZSTIOLJ,O,O,X,O,O,X
ZSTIOJL,O,O,X,O,O,X
ZSTLIJO,O,O,X,X,O,O
ZSTLIOJ,O,O,X,O,O,O
ZSTLJIO,O,O,X,X,O,O
