sequence,v115@UhA8EeB8BeB8BeC8JeOEJvhGXgBdmB5mBiiBcoBcsB?zpB,v115@UhA8EeB8BeB8BeC8Jex/IvhGXhBdnBunBcoBikBzpB?0rB,v115@UhA8EeB8BeB8BeC8JeNEJvhGUhBRiBSoBXlB2sB0rB?zpB,v115@UhA8EeB8BeB8BeC8JeNEJvhGUgBRhBCjBmmBXoBzpB?0rB,v115@UhA8EeB8BeB8BeC8Je0/IvhGdmBRiBcoB/pBqrBTnB?OqB,v115@UhA8EeB8BeB8BeC8JeT/IvhGNlBamBRiBcoBWsB0pB?XsB,v115@UhA8EeB8BeB8BeC8JeXAJvhGdmBRiBcoB2pBSsBzrB?0pB,v115@UhA8EeB8BeB8BeC8JeT/IvhGNlBRhBCjBmmBXoB0pB?0rB,v115@UhA8EeB8BeB8BeC8JeT/IvhGNlBRhBunBcoB/rBasB?0pB
ZJLTSIZO,O,O,O,O,X,O,X,O,O
ZJLTSIOZ,X,X,O,O,X,X,O,O,O
ZJLTSZIO,O,O,O,O,X,O,X,O,O
ZJLTSZOI,O,O,O,O,O,O,O,O,O
ZJLTSOIZ,X,X,O,O,O,X,O,O,O
ZJLTSOZI,X,X,O,O,O,O,O,O,O
ZJLTZISO,O,O,O,O,X,O,X,O,X
ZJLTZIOS,O,O,O,X,X,O,X,O,O
ZJLTZSIO,O,O,O,O,X,O,X,O,O
ZJLTZSOI,O,O,O,O,X,O,O,O,O
ZJLTZOIS,O,O,O,X,X,O,O,O,O
ZJLTZOSI,O,O,O,X,X,O,O,O,O
ZJLTOISZ,X,X,O,X,O,X,O,X,X
ZJLTOIZS,X,X,O,X,X,O,O,X,X
ZJLTOSIZ,X,X,O,X,O,X,O,X,X
ZJLTOSZI,X,X,O,X,O,O,O,X,X
ZJLTOZIS,X,X,O,X,X,O,O,X,X
ZJLTOZSI,X,X,O,X,X,O,O,X,X
ZJLITSZO,O,O,O,O,X,O,X,O,X
ZJLITSOZ,X,X,O,O,X,X,O,O,X
ZJLITZSO,O,O,O,O,X,O,X,O,X
ZJLITZOS,O,O,O,X,X,O,X,O,X
ZJLITOSZ,X,X,O,X,X,X,O,X,X
ZJLITOZS,X,X,O,X,X,O,O,X,X
ZJLISTZO,X,O,O,O,X,O,X,O,X
ZJLISTOZ,X,X,O,O,X,X,O,O,X
ZJLISZTO,X,O,O,O,X,O,X,O,X
ZJLISZOT,X,X,O,O,X,X,X,O,X
ZJLISOTZ,X,X,O,O,X,X,X,O,X
ZJLISOZT,X,X,O,O,X,X,X,O,X
ZJLIZTSO,O,O,O,X,X,O,X,O,X
ZJLIZTOS,O,O,O,X,X,O,X,O,X
ZJLIZSTO,O,O,O,X,X,O,X,O,X
ZJLIZSOT,X,X,O,X,X,X,X,O,X
ZJLIZOTS,O,O,O,X,X,O,X,X,X
ZJLIZOST,X,X,O,X,X,X,X,X,X
ZJLIOTSZ,X,X,O,O,X,X,X,X,X
ZJLIOTZS,X,X,O,O,X,O,X,X,X
ZJLIOSTZ,X,X,O,O,X,X,X,X,X
ZJLIOSZT,X,X,O,O,X,X,X,X,X
ZJLIOZTS,X,O,O,X,X,O,X,X,X
ZJLIOZST,X,X,O,X,X,X,X,X,X
ZJLSTIZO,X,O,O,O,X,O,X,O,O
ZJLSTIOZ,X,X,O,O,X,X,O,O,O
ZJLSTZIO,X,O,O,O,X,O,X,O,O
ZJLSTZOI,X,O,O,O,O,O,O,O,O
ZJLSTOIZ,X,X,O,O,O,X,O,O,O
ZJLSTOZI,X,X,O,O,O,O,O,O,O
ZJLSITZO,X,O,O,O,X,O,X,O,O
ZJLSITOZ,X,X,O,O,X,X,O,O,O
ZJLSIZTO,X,O,O,O,X,O,X,O,O
ZJLSIZOT,X,X,O,O,X,X,X,O,O
ZJLSIOTZ,X,X,O,O,X,X,X,O,O
ZJLSIOZT,X,X,O,O,X,X,X,O,O
ZJLSZTIO,X,O,O,O,X,O,X,O,O
ZJLSZTOI,X,O,O,O,O,O,O,O,O
ZJLSZITO,X,O,O,O,X,O,X,O,O
ZJLSZIOT,X,X,O,O,X,X,X,O,O
ZJLSZOTI,X,X,O,O,O,X,X,O,O
ZJLSZOIT,X,X,O,O,O,X,X,O,O
ZJLSOTIZ,X,X,O,O,O,X,O,O,O
ZJLSOTZI,X,X,O,O,O,X,O,O,O
ZJLSOITZ,X,X,O,O,O,X,X,O,O
ZJLSOIZT,X,X,O,O,O,X,X,O,O
ZJLSOZTI,X,X,O,O,O,X,X,O,O
ZJLSOZIT,X,X,O,O,O,X,X,O,O
ZJLZTISO,O,O,O,X,X,O,X,O,X
ZJLZTIOS,O,O,O,X,X,O,X,O,O
ZJLZTSIO,O,O,O,X,X,O,X,O,O
ZJLZTSOI,O,O,O,X,X,O,O,O,O
ZJLZTOIS,O,O,O,X,X,O,O,O,O
ZJLZTOSI,O,O,O,X,X,O,O,O,O
ZJLZITSO,O,O,O,X,X,O,X,O,X
ZJLZITOS,O,O,O,X,X,O,X,O,X
ZJLZISTO,O,O,O,X,X,O,X,O,X
ZJLZISOT,X,X,O,X,X,X,X,O,X
ZJLZIOTS,O,O,O,X,X,O,X,X,X
ZJLZIOST,X,X,O,X,X,X,X,X,X
ZJLZSTIO,O,O,O,X,X,O,X,O,O
ZJLZSTOI,O,O,O,X,X,O,O,O,O
ZJLZSITO,O,O,O,X,X,O,X,O,O
ZJLZSIOT,X,X,O,X,X,X,X,O,O
ZJLZSOTI,X,X,O,X,X,X,X,O,O
ZJLZSOIT,X,X,O,X,X,X,X,O,O
ZJLZOTIS,O,O,O,X,X,O,X,O,O
ZJLZOTSI,O,O,O,X,X,O,X,O,O
ZJLZOITS,O,O,O,X,X,O,X,X,X
ZJLZOIST,X,O,O,X,X,X,X,X,X
ZJLZOSTI,X,O,O,X,X,X,X,O,O
ZJLZOSIT,X,O,O,X,X,X,X,O,O
ZJLOTISZ,X,X,O,O,O,X,O,X,X
ZJLOTIZS,X,O,O,O,X,O,O,X,X
ZJLOTSIZ,X,X,O,O,O,X,O,X,X
ZJLOTSZI,X,X,O,O,O,O,O,X,X
ZJLOTZIS,X,O,O,O,X,O,O,X,X
ZJLOTZSI,X,O,O,O,X,O,O,X,X
ZJLOITSZ,X,X,O,O,O,X,X,X,X
ZJLOITZS,X,O,O,O,X,O,X,X,X
ZJLOISTZ,X,X,O,O,O,X,X,X,X
ZJLOISZT,X,O,O,O,O,X,X,X,X
ZJLOIZTS,X,O,O,X,X,O,X,X,X
ZJLOIZST,X,O,O,X,X,X,X,X,X
ZJLOSTIZ,X,X,O,O,O,X,O,X,X
ZJLOSTZI,X,X,O,O,O,X,O,X,X
ZJLOSITZ,X,X,O,O,O,X,X,X,X
ZJLOSIZT,X,O,O,O,O,X,X,X,X
ZJLOSZTI,X,O,O,O,O,X,X,X,X
ZJLOSZIT,X,O,O,O,O,X,X,X,X
ZJLOZTIS,X,O,O,X,X,O,X,X,X
ZJLOZTSI,X,O,O,X,X,O,X,X,X
ZJLOZITS,X,O,O,X,X,O,X,X,X
ZJLOZIST,X,O,O,X,X,X,X,X,X
ZJLOZSTI,X,O,O,X,X,X,X,X,X
ZJLOZSIT,X,O,O,X,X,X,X,X,X
ZJSTILZO,O,X,O,O,X,O,X,O,O
ZJSTILOZ,X,X,O,O,X,X,O,O,O
ZJSTIZLO,O,O,O,O,X,O,X,O,O
ZJSTIZOL,O,O,O,O,X,O,X,O,O
ZJSTIOLZ,X,X,O,O,X,X,X,O,X
ZJSTIOZL,O,X,O,O,X,X,X,O,O
ZJSTLIZO,O,O,O,O,X,O,X,O,O
ZJSTLIOZ,X,X,O,O,X,X,O,O,O
ZJSTLZIO,O,O,O,O,X,O,X,O,O
ZJSTLZOI,O,O,O,O,O,O,O,O,O
ZJSTLOIZ,X,X,O,O,O,X,O,O,O
ZJSTLOZI,X,X,O,O,O,O,O,O,O
ZJSTZILO,O,O,O,O,X,O,X,O,O
ZJSTZIOL,O,O,O,O,X,O,X,O,O
ZJSTZLIO,O,O,O,O,X,O,X,O,O
ZJSTZLOI,O,O,O,O,O,O,O,O,O
ZJSTZOIL,O,O,O,O,X,O,X,O,O
ZJSTZOLI,O,O,O,O,X,O,X,O,O
ZJSTOILZ,X,X,O,O,X,X,X,O,X
ZJSTOIZL,O,O,O,O,X,X,X,O,O
ZJSTOLIZ,X,O,O,O,X,X,O,O,O
ZJSTOLZI,X,O,O,O,X,O,O,O,O
ZJSTOZIL,O,O,O,O,X,O,X,O,O
ZJSTOZLI,O,O,O,O,X,O,X,O,O
ZJSITLZO,O,X,O,O,X,O,X,O,O
ZJSITLOZ,X,X,O,O,X,X,O,O,O
ZJSITZLO,O,O,O,O,X,O,X,O,O
ZJSITZOL,O,O,O,O,X,O,X,O,O
ZJSITOLZ,X,X,O,O,X,X,X,O,X
ZJSITOZL,O,X,O,O,X,X,X,O,O
ZJSILTZO,X,X,O,O,X,O,X,O,O
ZJSILTOZ,X,X,O,O,X,X,O,O,O
ZJSILZTO,X,X,O,O,X,O,X,O,O
ZJSILZOT,X,X,O,O,X,X,X,O,O
ZJSILOTZ,X,X,O,O,X,X,X,O,O
ZJSILOZT,X,X,O,O,X,X,X,O,O
ZJSIZTLO,O,O,O,O,X,O,X,O,O
ZJSIZTOL,O,O,O,O,X,O,X,O,O
ZJSIZLTO,O,X,O,O,X,O,X,O,O
ZJSIZLOT,X,X,O,O,X,X,X,O,O
ZJSIZOTL,X,X,O,O,X,O,X,O,O
ZJSIZOLT,X,X,O,O,X,X,X,O,O
ZJSIOTLZ,X,X,O,O,X,X,X,O,X
ZJSIOTZL,X,X,O,O,X,X,X,O,O
ZJSIOLTZ,X,X,O,O,X,X,X,O,X
ZJSIOLZT,X,X,O,O,X,X,X,O,X
ZJSIOZTL,X,X,O,O,X,X,X,O,O
ZJSIOZLT,X,X,O,O,X,X,X,O,X
ZJSLTIZO,X,O,O,O,X,O,X,O,O
ZJSLTIOZ,X,X,O,O,X,X,O,O,O
ZJSLTZIO,X,O,O,O,X,O,X,O,O
ZJSLTZOI,X,O,O,O,O,O,O,O,O
ZJSLTOIZ,X,X,O,O,O,X,O,O,O
ZJSLTOZI,X,X,O,O,O,O,O,O,O
ZJSLITZO,X,O,O,O,X,O,X,O,O
ZJSLITOZ,X,X,O,O,X,X,O,O,O
ZJSLIZTO,X,O,O,O,X,O,X,O,O
ZJSLIZOT,X,X,O,O,X,X,X,O,O
ZJSLIOTZ,X,X,O,O,X,X,X,O,O
ZJSLIOZT,X,X,O,O,X,X,X,O,O
ZJSLZTIO,X,O,O,O,X,O,X,O,O
ZJSLZTOI,X,O,O,O,O,O,O,O,O
ZJSLZITO,X,O,O,O,X,O,X,O,O
ZJSLZIOT,X,X,O,O,X,X,X,O,O
ZJSLZOTI,X,X,O,O,O,X,X,O,O
ZJSLZOIT,X,X,O,O,O,X,X,O,O
ZJSLOTIZ,X,X,O,O,O,X,O,O,O
ZJSLOTZI,X,X,O,O,O,X,O,O,O
ZJSLOITZ,X,X,O,O,O,X,X,O,O
ZJSLOIZT,X,X,O,O,O,X,X,O,O
ZJSLOZTI,X,X,O,O,O,X,X,O,O
ZJSLOZIT,X,X,O,O,O,X,X,O,O
ZJSZTILO,O,O,O,O,X,O,X,O,O
ZJSZTIOL,O,O,O,O,X,O,X,O,O
ZJSZTLIO,O,O,O,O,X,O,X,O,O
ZJSZTLOI,O,O,O,O,O,O,O,O,O
ZJSZTOIL,O,O,O,O,X,O,X,O,O
ZJSZTOLI,O,O,O,O,X,O,X,O,O
ZJSZITLO,O,O,O,O,X,O,X,O,O
ZJSZITOL,O,O,O,O,X,O,X,O,O
ZJSZILTO,O,X,O,O,X,O,X,O,O
ZJSZILOT,X,X,O,O,X,X,X,O,O
ZJSZIOTL,X,X,O,O,X,O,X,O,O
ZJSZIOLT,X,X,O,O,X,X,X,O,O
ZJSZLTIO,O,O,O,O,X,O,X,O,O
ZJSZLTOI,O,O,O,O,O,O,O,O,O
ZJSZLITO,O,O,O,O,X,O,X,O,O
ZJSZLIOT,X,X,O,O,X,X,X,O,O
ZJSZLOTI,X,X,O,O,O,X,X,O,O
ZJSZLOIT,X,X,O,O,O,X,X,O,O
ZJSZOTIL,X,O,O,O,X,O,X,O,O
ZJSZOTLI,X,O,O,O,X,O,X,O,O
ZJSZOITL,X,O,O,O,X,O,X,O,O
ZJSZOILT,X,X,O,O,X,X,X,O,O
ZJSZOLTI,X,O,O,O,O,X,X,O,O
ZJSZOLIT,X,O,O,O,O,X,X,O,O
ZJSOTILZ,X,X,O,O,X,X,X,O,X
ZJSOTIZL,X,O,O,O,X,X,X,O,O
ZJSOTLIZ,X,O,O,O,X,X,O,O,O
ZJSOTLZI,X,O,O,O,X,O,O,O,O
ZJSOTZIL,X,O,O,O,X,O,X,O,O
ZJSOTZLI,X,O,O,O,X,O,X,O,O
ZJSOITLZ,X,X,O,O,X,X,X,O,X
ZJSOITZL,X,O,O,O,X,X,X,O,O
ZJSOILTZ,X,X,O,O,X,X,X,O,X
ZJSOILZT,X,X,O,O,X,X,X,O,X
ZJSOIZTL,X,O,O,O,X,X,X,O,O
ZJSOIZLT,X,X,O,O,X,X,X,O,X
ZJSOLTIZ,X,O,O,O,O,X,O,O,O
ZJSOLTZI,X,O,O,O,O,X,O,O,O
ZJSOLITZ,X,O,O,O,O,X,X,O,O
ZJSOLIZT,X,O,O,O,O,X,X,O,O
ZJSOLZTI,X,O,O,O,O,X,X,O,O
ZJSOLZIT,X,O,O,O,O,X,X,O,O
ZJSOZTIL,X,O,O,O,X,O,X,O,O
ZJSOZTLI,X,O,O,O,X,O,X,O,O
ZJSOZITL,X,O,O,O,X,O,X,O,O
ZJSOZILT,X,X,O,O,X,X,X,O,O
ZJSOZLTI,X,O,O,O,O,X,X,O,O
ZJSOZLIT,X,O,O,O,O,X,X,O,O
ZJZTILSO,O,O,O,O,X,O,X,O,X
ZJZTILOS,O,O,O,X,X,O,X,O,O
ZJZTISLO,O,O,O,O,X,O,X,O,O
ZJZTISOL,O,O,O,O,X,O,X,O,O
ZJZTIOLS,O,O,O,X,X,O,X,O,O
ZJZTIOSL,O,O,O,O,X,O,X,O,O
ZJZTLISO,O,O,O,O,X,O,X,O,X
ZJZTLIOS,O,O,O,X,X,O,X,O,O
ZJZTLSIO,O,O,O,O,X,O,X,O,O
ZJZTLSOI,O,O,O,O,X,O,O,O,O
ZJZTLOIS,O,O,O,X,X,O,O,O,O
ZJZTLOSI,O,O,O,X,X,O,O,O,O
ZJZTSILO,O,O,O,O,X,O,X,O,O
ZJZTSIOL,O,O,O,O,X,O,X,O,O
ZJZTSLIO,O,O,O,O,X,O,X,O,O
ZJZTSLOI,O,O,O,O,X,O,O,O,O
ZJZTSOIL,O,O,O,O,X,O,X,O,O
ZJZTSOLI,O,O,O,O,X,O,X,O,O
ZJZTOILS,O,O,O,X,X,O,X,O,O
ZJZTOISL,O,O,O,O,X,O,X,O,O
ZJZTOLIS,O,O,O,X,X,O,X,O,O
ZJZTOLSI,O,O,O,X,X,O,X,O,O
ZJZTOSIL,O,O,O,O,X,O,X,O,O
ZJZTOSLI,O,O,O,O,X,O,X,O,O
ZJZITLSO,O,O,O,O,X,O,X,O,X
ZJZITLOS,O,O,O,X,X,O,X,O,O
ZJZITSLO,O,O,O,O,X,O,X,O,O
ZJZITSOL,O,O,O,O,X,O,X,O,O
ZJZITOLS,O,O,O,X,X,O,X,O,O
ZJZITOSL,O,O,O,O,X,O,X,O,O
ZJZILTSO,O,O,O,X,X,O,X,O,X
ZJZILTOS,O,O,O,X,X,O,X,O,X
ZJZILSTO,O,O,O,X,X,O,X,O,X
ZJZILSOT,X,X,O,X,X,X,X,O,X
ZJZILOTS,O,O,O,X,X,O,X,X,X
ZJZILOST,O,X,O,X,X,X,X,X,X
ZJZISTLO,O,X,O,O,X,O,X,O,O
ZJZISTOL,O,X,O,O,X,O,X,O,O
ZJZISLTO,O,X,O,O,X,O,X,O,O
ZJZISLOT,X,X,O,O,X,X,X,O,O
ZJZISOTL,X,X,O,O,X,O,X,O,O
ZJZISOLT,X,X,O,O,X,X,X,O,O
ZJZIOTLS,O,O,O,O,X,O,X,O,O
ZJZIOTSL,O,O,O,O,X,O,X,O,O
ZJZIOLTS,O,O,O,X,X,O,X,X,X
ZJZIOLST,O,O,O,X,X,X,X,X,X
ZJZIOSTL,O,X,O,O,X,O,X,O,O
ZJZIOSLT,O,X,O,O,X,X,X,O,O
ZJZLTISO,O,O,O,X,X,O,X,O,X
ZJZLTIOS,O,O,O,X,X,O,X,O,O
ZJZLTSIO,O,O,O,X,X,O,X,O,O
ZJZLTSOI,O,O,O,X,X,O,O,O,O
ZJZLTOIS,O,O,O,X,X,O,O,O,O
ZJZLTOSI,O,O,O,X,X,O,O,O,O
ZJZLITSO,O,O,O,X,X,O,X,O,X
ZJZLITOS,O,O,O,X,X,O,X,O,X
ZJZLISTO,O,O,O,X,X,O,X,O,X
ZJZLISOT,X,X,O,X,X,X,X,O,X
ZJZLIOTS,O,O,O,X,X,O,X,X,X
ZJZLIOST,O,X,O,X,X,X,X,X,X
ZJZLSTIO,O,O,O,X,X,O,X,O,O
ZJZLSTOI,O,O,O,X,X,O,O,O,O
ZJZLSITO,O,O,O,X,X,O,X,O,O
ZJZLSIOT,X,X,O,X,X,X,X,O,O
ZJZLSOTI,X,X,O,X,X,X,X,O,O
ZJZLSOIT,X,X,O,X,X,X,X,O,O
ZJZLOTIS,O,O,O,X,X,O,X,O,O
ZJZLOTSI,O,O,O,X,X,O,X,O,O
ZJZLOITS,O,O,O,X,X,O,X,X,X
ZJZLOIST,O,O,O,X,X,X,X,X,X
ZJZLOSTI,O,O,O,X,X,X,X,O,O
ZJZLOSIT,O,O,O,X,X,X,X,O,O
ZJZSTILO,O,O,O,O,X,O,X,O,O
ZJZSTIOL,O,O,O,O,X,O,X,O,O
ZJZSTLIO,O,O,O,O,X,O,X,O,O
ZJZSTLOI,O,O,O,O,X,O,O,O,O
ZJZSTOIL,O,O,O,O,X,O,X,O,O
ZJZSTOLI,O,O,O,O,X,O,X,O,O
ZJZSITLO,O,O,O,O,X,O,X,O,O
ZJZSITOL,O,O,O,O,X,O,X,O,O
ZJZSILTO,O,X,O,O,X,O,X,O,O
ZJZSILOT,X,X,O,O,X,X,X,O,O
ZJZSIOTL,X,X,O,O,X,O,X,O,O
ZJZSIOLT,X,X,O,O,X,X,X,O,O
ZJZSLTIO,O,O,O,O,X,O,X,O,O
ZJZSLTOI,O,O,O,O,X,O,O,O,O
ZJZSLITO,O,O,O,O,X,O,X,O,O
ZJZSLIOT,X,X,O,O,X,X,X,O,O
ZJZSLOTI,X,X,O,O,X,X,X,O,O
ZJZSLOIT,X,X,O,O,X,X,X,O,O
ZJZSOTIL,X,O,O,O,X,O,X,O,O
ZJZSOTLI,X,O,O,O,X,O,X,O,O
ZJZSOITL,X,O,O,O,X,O,X,O,O
ZJZSOILT,X,X,O,O,X,X,X,O,O
ZJZSOLTI,X,O,O,O,X,X,X,O,O
ZJZSOLIT,X,O,O,O,X,X,X,O,O
ZJZOTILS,O,O,O,O,X,O,X,O,O
ZJZOTISL,O,O,O,O,X,O,X,O,O
ZJZOTLIS,O,O,O,O,X,O,X,O,O
ZJZOTLSI,O,O,O,O,X,O,X,O,O
ZJZOTSIL,O,O,O,O,X,O,X,O,O
ZJZOTSLI,O,O,O,O,X,O,X,O,O
ZJZOITLS,O,O,O,O,X,O,X,O,O
ZJZOITSL,O,O,O,O,X,O,X,O,O
ZJZOILTS,O,O,O,X,X,O,X,X,X
ZJZOILST,O,O,O,X,X,X,X,X,X
ZJZOISTL,O,X,O,O,X,O,X,O,O
ZJZOISLT,O,X,O,O,X,X,X,O,O
ZJZOLTIS,O,O,O,X,X,O,X,O,O
ZJZOLTSI,O,O,O,X,X,O,X,O,O
ZJZOLITS,O,O,O,X,X,O,X,X,X
ZJZOLIST,O,O,O,X,X,X,X,X,X
ZJZOLSTI,O,O,O,X,X,X,X,O,O
ZJZOLSIT,O,O,O,X,X,X,X,O,O
ZJZOSTIL,O,O,O,O,X,O,X,O,O
ZJZOSTLI,O,O,O,O,X,O,X,O,O
ZJZOSITL,O,O,O,O,X,O,X,O,O
ZJZOSILT,O,X,O,O,X,X,X,O,O
ZJZOSLTI,O,O,O,O,X,X,X,O,O
ZJZOSLIT,O,O,O,O,X,X,X,O,O
ZJOTILSZ,O,X,O,O,X,X,X,X,X
ZJOTILZS,O,X,O,O,X,O,X,X,X
ZJOTISLZ,O,X,O,O,X,X,X,O,X
ZJOTISZL,O,X,O,O,X,X,X,O,O
ZJOTIZLS,O,X,O,O,X,O,X,O,O
ZJOTIZSL,O,X,O,O,X,O,X,O,O
ZJOTLISZ,O,O,O,O,X,X,O,X,X
ZJOTLIZS,O,O,O,O,X,O,O,X,X
ZJOTLSIZ,O,O,O,O,X,X,O,X,X
ZJOTLSZI,O,O,O,O,X,O,O,X,X
ZJOTLZIS,O,O,O,O,X,O,O,X,X
ZJOTLZSI,O,O,O,O,X,O,O,X,X
ZJOTSILZ,O,X,O,O,X,X,X,O,X
ZJOTSIZL,O,O,O,O,X,X,X,O,O
ZJOTSLIZ,O,O,O,O,X,X,O,O,O
ZJOTSLZI,O,O,O,O,X,O,O,O,O
ZJOTSZIL,O,O,O,O,X,O,X,O,O
ZJOTSZLI,O,O,O,O,X,O,X,O,O
ZJOTZILS,O,O,O,O,X,O,X,O,O
ZJOTZISL,O,O,O,O,X,O,X,O,O
ZJOTZLIS,O,O,O,O,X,O,X,O,O
ZJOTZLSI,O,O,O,O,X,O,X,O,O
ZJOTZSIL,O,O,O,O,X,O,X,O,O
ZJOTZSLI,O,O,O,O,X,O,X,O,O
ZJOITLSZ,O,X,O,O,X,X,X,X,X
ZJOITLZS,O,X,O,O,X,O,X,X,X
ZJOITSLZ,O,X,O,O,X,X,X,O,X
ZJOITSZL,O,X,O,O,X,X,X,O,X
ZJOITZLS,O,X,O,O,X,O,X,O,X
ZJOITZSL,O,X,O,O,X,O,X,O,X
ZJOILTSZ,O,X,O,O,X,X,X,X,X
ZJOILTZS,O,O,O,O,X,O,X,X,X
ZJOILSTZ,X,X,O,O,X,X,X,X,X
ZJOILSZT,X,O,O,O,X,X,X,X,X
ZJOILZTS,O,O,O,X,X,O,X,X,X
ZJOILZST,O,O,O,X,X,X,X,X,X
ZJOISTLZ,O,X,O,O,X,X,X,O,X
ZJOISTZL,O,X,O,O,X,X,X,O,X
ZJOISLTZ,X,X,O,O,X,X,X,O,X
ZJOISLZT,X,X,O,O,X,X,X,O,X
ZJOISZTL,O,X,O,O,X,X,X,O,X
ZJOISZLT,O,X,O,O,X,X,X,O,X
ZJOIZTLS,O,O,O,O,X,O,X,O,X
ZJOIZTSL,O,O,O,O,X,O,X,O,X
ZJOIZLTS,O,O,O,X,X,O,X,X,X
ZJOIZLST,O,O,O,X,X,X,X,X,X
ZJOIZSTL,O,X,O,O,X,O,X,O,X
ZJOIZSLT,O,X,O,O,X,X,X,O,X
ZJOLTISZ,O,O,O,O,O,X,O,X,X
ZJOLTIZS,O,O,O,O,X,O,O,X,X
ZJOLTSIZ,O,O,O,O,O,X,O,X,X
ZJOLTSZI,O,O,O,O,O,O,O,X,X
ZJOLTZIS,O,O,O,O,X,O,O,X,X
ZJOLTZSI,O,O,O,O,X,O,O,X,X
ZJOLITSZ,O,O,O,O,O,X,X,X,X
ZJOLITZS,O,O,O,O,X,O,X,X,X
ZJOLISTZ,X,O,O,O,O,X,X,X,X
ZJOLISZT,X,O,O,O,O,X,X,X,X
ZJOLIZTS,O,O,O,X,X,O,X,X,X
ZJOLIZST,O,O,O,X,X,X,X,X,X
ZJOLSTIZ,O,O,O,O,O,X,O,X,X
ZJOLSTZI,O,O,O,O,O,X,O,X,X
ZJOLSITZ,X,O,O,O,O,X,X,X,X
ZJOLSIZT,X,O,O,O,O,X,X,X,X
ZJOLSZTI,O,O,O,O,O,X,X,X,X
ZJOLSZIT,O,O,O,O,O,X,X,X,X
ZJOLZTIS,O,O,O,X,X,O,X,X,X
ZJOLZTSI,O,O,O,X,X,O,X,X,X
ZJOLZITS,O,O,O,X,X,O,X,X,X
ZJOLZIST,O,O,O,X,X,X,X,X,X
ZJOLZSTI,O,O,O,X,X,X,X,X,X
ZJOLZSIT,O,O,O,X,X,X,X,X,X
ZJOSTILZ,O,X,O,O,X,X,X,O,X
ZJOSTIZL,O,O,O,O,X,X,X,O,O
ZJOSTLIZ,O,O,O,O,X,X,O,O,O
ZJOSTLZI,O,O,O,O,X,O,O,O,O
ZJOSTZIL,O,O,O,O,X,O,X,O,O
ZJOSTZLI,O,O,O,O,X,O,X,O,O
ZJOSITLZ,O,X,O,O,X,X,X,O,X
ZJOSITZL,O,O,O,O,X,X,X,O,O
ZJOSILTZ,X,X,O,O,X,X,X,O,X
ZJOSILZT,X,X,O,O,X,X,X,O,X
ZJOSIZTL,O,O,O,O,X,X,X,O,O
ZJOSIZLT,O,X,O,O,X,X,X,O,X
ZJOSLTIZ,O,O,O,O,O,X,O,O,O
ZJOSLTZI,O,O,O,O,O,X,O,O,O
ZJOSLITZ,X,O,O,O,O,X,X,O,O
ZJOSLIZT,X,O,O,O,O,X,X,O,O
ZJOSLZTI,O,O,O,O,O,X,X,O,O
ZJOSLZIT,O,O,O,O,O,X,X,O,O
ZJOSZTIL,O,O,O,O,X,O,X,O,O
ZJOSZTLI,O,O,O,O,X,O,X,O,O
ZJOSZITL,O,O,O,O,X,O,X,O,O
ZJOSZILT,O,X,O,O,X,X,X,O,O
ZJOSZLTI,O,O,O,O,O,X,X,O,O
ZJOSZLIT,O,O,O,O,O,X,X,O,O
ZJOZTILS,O,O,O,O,X,O,X,O,O
ZJOZTISL,O,O,O,O,X,O,X,O,O
ZJOZTLIS,O,O,O,O,X,O,X,O,O
ZJOZTLSI,O,O,O,O,X,O,X,O,O
ZJOZTSIL,O,O,O,O,X,O,X,O,O
ZJOZTSLI,O,O,O,O,X,O,X,O,O
ZJOZITLS,O,O,O,O,X,O,X,O,O
ZJOZITSL,O,O,O,O,X,O,X,O,O
ZJOZILTS,O,O,O,X,X,O,X,X,X
ZJOZILST,O,O,O,X,X,X,X,X,X
ZJOZISTL,O,X,O,O,X,O,X,O,O
ZJOZISLT,O,X,O,O,X,X,X,O,O
ZJOZLTIS,O,O,O,X,X,O,X,O,O
ZJOZLTSI,O,O,O,X,X,O,X,O,O
ZJOZLITS,O,O,O,X,X,O,X,X,X
ZJOZLIST,O,O,O,X,X,X,X,X,X
ZJOZLSTI,O,O,O,X,X,X,X,O,O
ZJOZLSIT,O,O,O,X,X,X,X,O,O
ZJOZSTIL,O,O,O,O,X,O,X,O,O
ZJOZSTLI,O,O,O,O,X,O,X,O,O
ZJOZSITL,O,O,O,O,X,O,X,O,O
ZJOZSILT,O,X,O,O,X,X,X,O,O
ZJOZSLTI,O,O,O,O,X,X,X,O,O
ZJOZSLIT,O,O,O,O,X,X,X,O,O
ZSTILJZO,O,O,O,O,X,X,X,O,O
ZSTILJOZ,X,X,O,O,X,X,O,O,O
ZSTILZJO,O,O,O,O,X,X,X,O,O
ZSTILZOJ,O,O,X,O,O,O,X,O,O
ZSTILOJZ,X,X,X,X,O,X,X,O,O
ZSTILOZJ,X,O,X,O,O,X,X,O,O
ZSTIJLZO,O,X,O,O,X,O,X,O,O
ZSTIJLOZ,X,X,O,O,X,X,O,O,O
ZSTIJZLO,O,O,O,O,X,O,X,O,O
ZSTIJZOL,O,O,O,O,X,O,X,O,O
ZSTIJOLZ,X,X,O,O,X,X,X,O,X
ZSTIJOZL,O,X,O,O,X,X,X,O,O
ZSTIZLJO,O,O,O,O,X,X,X,O,O
ZSTIZLOJ,O,O,X,O,O,O,X,O,O
