sequence,v115@QhB8FeE8CeE8Je/EJvhFUgBGhBxiBNrBinBTqB,v115@QhB8FeE8CeE8JeT/IvhF/lBGhBxiBNrBinBUqB,v115@QhB8FeE8CeE8Je/EJvhFUgB9mBxiBinBzlB2vB,v115@QhB8FeE8CeE8JeT/IvhF9mBOnBXjBRqB0qBiqB,v115@QhB8FeE8CeE8Jem/IvhFtlBxhBXjB0kBzmByvB,v115@QhB8FeE8CeE8Je3AJvhF9mBxiB0kBinBzqBmpB
ZSTLJOI,O,O,O,X,X,X
ZSTLOIJ,O,O,O,X,X,X
ZSTLOJI,O,O,O,X,X,X
ZSTJILO,O,O,O,O,X,X
ZSTJIOL,O,O,X,O,X,X
ZSTJLIO,O,O,O,X,X,X
ZSTJLOI,O,O,O,X,X,X
ZSTJOIL,O,O,X,O,X,X
ZSTJOLI,O,O,O,X,O,X
ZSTOILJ,O,O,X,X,O,X
ZSTOIJL,O,O,X,O,X,X
ZSTOLIJ,O,O,O,X,O,X
ZSTOLJI,O,O,O,X,O,X
ZSTOJIL,O,O,X,O,X,X
ZSTOJLI,O,O,X,X,O,X
ZSITLJO,O,O,O,X,X,X
ZSITLOJ,O,O,O,X,X,X
ZSITJLO,O,O,O,O,X,X
ZSITJOL,O,O,X,O,X,X
ZSITOLJ,O,O,X,X,X,X
ZSITOJL,O,O,X,O,X,X
ZSILTJO,O,O,O,X,O,X
ZSILTOJ,O,O,O,X,O,X
ZSILJTO,O,O,O,X,O,X
ZSILJOT,X,O,O,X,X,X
ZSILOTJ,O,O,O,X,O,O
ZSILOJT,O,O,O,X,X,X
ZSIJTLO,O,O,O,O,X,X
ZSIJTOL,O,O,X,O,X,X
ZSIJLTO,O,O,O,X,X,X
ZSIJLOT,X,O,O,X,X,X
ZSIJOTL,X,O,X,O,X,X
ZSIJOLT,X,O,O,X,O,X
ZSIOTLJ,O,O,X,X,O,X
ZSIOTJL,O,O,X,O,X,X
ZSIOLTJ,O,O,O,X,O,O
ZSIOLJT,O,O,O,X,O,X
ZSIOJTL,O,O,X,O,X,X
ZSIOJLT,O,O,O,X,O,X
ZSLTIJO,O,O,O,X,O,X
ZSLTIOJ,O,O,O,X,O,X
ZSLTJIO,O,O,O,X,O,X
ZSLTJOI,O,O,O,X,O,X
ZSLTOIJ,O,O,O,X,O,X
ZSLTOJI,O,O,O,X,O,X
ZSLITJO,O,O,O,X,O,X
ZSLITOJ,O,O,O,X,O,X
ZSLIJTO,O,O,O,X,O,X
ZSLIJOT,X,O,O,X,O,X
ZSLIOTJ,O,O,O,X,O,O
ZSLIOJT,O,O,O,X,O,X
ZSLJTIO,O,O,O,X,O,X
ZSLJTOI,O,O,O,X,O,X
ZSLJITO,O,O,O,X,O,X
ZSLJIOT,X,O,O,X,O,X
ZSLJOTI,X,O,O,X,O,X
ZSLJOIT,X,O,O,X,O,X
ZSLOTIJ,O,O,O,X,O,O
ZSLOTJI,O,O,O,X,O,O
ZSLOITJ,O,O,O,X,O,O
ZSLOIJT,O,O,O,X,O,X
ZSLOJTI,O,O,O,X,O,X
ZSLOJIT,O,O,O,X,O,X
ZSJTILO,O,O,O,O,X,X
ZSJTIOL,O,O,X,O,X,X
ZSJTLIO,O,O,O,X,X,X
ZSJTLOI,O,O,O,X,X,X
ZSJTOIL,O,O,X,O,X,X
ZSJTOLI,O,O,O,X,O,X
ZSJITLO,O,O,O,O,X,X
ZSJITOL,O,O,X,O,X,X
ZSJILTO,O,O,O,X,X,X
ZSJILOT,X,O,O,X,X,X
ZSJIOTL,X,O,X,O,X,X
ZSJIOLT,X,O,O,X,O,X
ZSJLTIO,O,O,O,X,X,X
ZSJLTOI,O,O,O,X,X,X
ZSJLITO,O,O,O,X,X,X
ZSJLIOT,X,O,O,X,X,X
ZSJLOTI,X,O,O,X,O,X
ZSJLOIT,X,O,O,X,O,X
ZSJOTIL,X,O,X,O,X,X
ZSJOTLI,X,O,O,X,O,X
ZSJOITL,X,O,X,O,X,X
ZSJOILT,X,O,O,X,O,X
ZSJOLTI,X,O,O,X,O,X
ZSJOLIT,X,O,O,X,O,X
ZSOTILJ,O,O,X,X,O,O
ZSOTIJL,O,O,X,O,X,X
ZSOTLIJ,O,O,O,X,O,O
ZSOTLJI,O,O,O,X,O,O
ZSOTJIL,O,O,X,O,X,X
ZSOTJLI,O,O,X,X,O,O
ZSOITLJ,O,O,X,X,O,O
ZSOITJL,O,O,X,O,X,X
ZSOILTJ,O,O,O,X,O,O
ZSOILJT,O,O,O,X,O,X
ZSOIJTL,O,O,X,O,X,X
ZSOIJLT,O,O,O,X,O,X
ZSOLTIJ,O,O,O,X,O,O
ZSOLTJI,O,O,O,X,O,O
ZSOLITJ,O,O,O,X,O,O
ZSOLIJT,O,O,O,X,O,X
ZSOLJTI,O,O,O,X,O,X
ZSOLJIT,O,O,O,X,O,X
ZSOJTIL,O,O,X,O,X,X
ZSOJTLI,O,O,O,X,O,O
ZSOJITL,O,O,X,O,X,X
ZSOJILT,O,O,O,X,O,X
ZSOJLTI,O,O,O,X,O,X
ZSOJLIT,O,O,O,X,O,X
ZOTILJS,X,O,X,X,O,O
ZOTILSJ,X,O,X,X,O,O
ZOTIJLS,X,X,X,O,X,X
ZOTIJSL,O,O,X,O,X,X
ZOTISLJ,O,O,X,X,O,O
ZOTISJL,O,O,X,O,X,X
ZOTLIJS,O,O,X,X,O,O
ZOTLISJ,O,O,X,X,O,O
ZOTLJIS,O,O,X,X,O,O
ZOTLJSI,O,O,X,X,O,O
ZOTLSIJ,O,O,X,X,O,O
ZOTLSJI,O,O,X,X,O,O
ZOTJILS,X,X,X,O,X,X
ZOTJISL,O,O,X,O,X,X
ZOTJLIS,O,O,X,X,O,O
ZOTJLSI,O,O,X,X,O,O
ZOTJSIL,O,O,X,O,X,X
ZOTJSLI,O,O,X,X,O,O
ZOTSILJ,O,O,X,X,O,O
ZOTSIJL,O,O,X,O,X,X
ZOTSLIJ,O,O,X,X,O,O
ZOTSLJI,O,O,X,X,O,O
ZOTSJIL,O,O,X,O,X,X
ZOTSJLI,O,O,X,X,O,O
ZOITLJS,X,O,X,X,O,O
ZOITLSJ,X,O,X,X,O,O
ZOITJLS,X,X,X,O,X,X
ZOITJSL,O,O,X,O,X,X
ZOITSLJ,O,O,X,X,O,O
ZOITSJL,O,O,X,O,X,X
ZOILTJS,O,O,X,X,O,O
ZOILTSJ,O,O,X,X,O,O
ZOILJTS,X,O,X,X,O,O
ZOILJST,X,O,X,X,O,X
ZOILSTJ,O,O,X,X,O,O
ZOILSJT,O,O,X,X,O,X
ZOIJTLS,X,X,X,O,X,X
ZOIJTSL,X,O,X,O,X,X
ZOIJLTS,X,O,X,X,O,O
ZOIJLST,X,O,X,X,O,X
ZOIJSTL,X,O,X,O,X,X
ZOIJSLT,X,O,X,X,O,X
ZOISTLJ,O,O,X,X,O,O
ZOISTJL,O,O,X,O,X,X
ZOISLTJ,O,O,X,X,O,O
ZOISLJT,O,O,X,X,O,X
ZOISJTL,O,O,X,O,X,X
ZOISJLT,O,O,X,X,O,X
ZOLTIJS,O,O,X,X,O,O
ZOLTISJ,O,O,X,X,O,O
ZOLTJIS,O,O,X,X,O,O
ZOLTJSI,O,O,X,X,O,O
ZOLTSIJ,O,O,X,X,O,O
ZOLTSJI,O,O,X,X,O,O
ZOLITJS,O,O,X,X,O,O
ZOLITSJ,O,O,X,X,O,O
ZOLIJTS,X,O,X,X,O,O
ZOLIJST,X,O,X,X,O,X
ZOLISTJ,O,O,X,X,O,O
ZOLISJT,O,O,X,X,O,X
ZOLJTIS,X,O,X,X,O,O
ZOLJTSI,X,O,X,X,O,O
ZOLJITS,X,O,X,X,O,O
ZOLJIST,X,O,X,X,O,X
ZOLJSTI,X,O,X,X,O,X
ZOLJSIT,X,O,X,X,O,X
ZOLSTIJ,O,O,X,X,O,O
ZOLSTJI,O,O,X,X,O,O
ZOLSITJ,O,O,X,X,O,O
ZOLSIJT,O,O,X,X,O,X
ZOLSJTI,O,O,X,X,O,X
ZOLSJIT,O,O,X,X,O,X
ZOJTILS,X,X,X,O,X,X
ZOJTISL,X,O,X,O,X,X
ZOJTLIS,X,O,X,X,O,O
ZOJTLSI,X,O,X,X,O,O
ZOJTSIL,X,O,X,O,X,X
ZOJTSLI,X,O,X,X,O,O
ZOJITLS,X,X,X,O,X,X
ZOJITSL,X,O,X,O,X,X
ZOJILTS,X,O,X,X,O,O
ZOJILST,X,O,X,X,O,X
ZOJISTL,X,O,X,O,X,X
ZOJISLT,X,O,X,X,O,X
ZOJLTIS,X,O,X,X,O,O
ZOJLTSI,X,O,X,X,O,O
ZOJLITS,X,O,X,X,O,O
ZOJLIST,X,O,X,X,O,X
ZOJLSTI,X,O,X,X,O,X
ZOJLSIT,X,O,X,X,O,X
ZOJSTIL,X,O,X,O,X,X
ZOJSTLI,X,O,X,X,O,O
ZOJSITL,X,O,X,O,X,X
ZOJSILT,X,O,X,X,O,X
ZOJSLTI,X,O,X,X,O,X
ZOJSLIT,X,O,X,X,O,X
ZOSTILJ,O,O,X,X,O,O
ZOSTIJL,O,O,X,O,X,X
ZOSTLIJ,O,O,X,X,O,O
ZOSTLJI,O,O,X,X,O,O
ZOSTJIL,O,O,X,O,X,X
ZOSTJLI,O,O,X,X,O,O
ZOSITLJ,O,O,X,X,O,O
ZOSITJL,O,O,X,O,X,X
ZOSILTJ,O,O,X,X,O,O
ZOSILJT,O,O,X,X,O,X
ZOSIJTL,O,O,X,O,X,X
ZOSIJLT,O,O,X,X,O,X
ZOSLTIJ,O,O,X,X,O,O
ZOSLTJI,O,O,X,X,O,O
ZOSLITJ,O,O,X,X,O,O
ZOSLIJT,O,O,X,X,O,X
ZOSLJTI,O,O,X,X,O,X
ZOSLJIT,O,O,X,X,O,X
ZOSJTIL,O,O,X,O,X,X
ZOSJTLI,O,O,X,X,O,O
ZOSJITL,O,O,X,O,X,X
ZOSJILT,O,O,X,X,O,X
ZOSJLTI,O,O,X,X,O,X
ZOSJLIT,O,O,X,X,O,X
OTILJSZ,O,X,X,O,O,O
OTILJZS,O,O,X,O,O,O
OTILSJZ,O,X,X,O,O,O
OTILSZJ,O,O,X,X,O,O
OTILZJS,O,O,X,X,O,O
OTILZSJ,O,O,X,X,O,O
OTIJLSZ,O,X,X,O,X,X
OTIJLZS,O,X,X,O,X,X
OTIJSLZ,O,X,X,O,X,X
OTIJSZL,O,X,X,O,X,X
OTIJZLS,X,X,X,O,X,X
OTIJZSL,O,O,X,O,X,X
OTISLJZ,O,X,X,O,O,O
OTISLZJ,O,X,X,X,O,O
OTISJLZ,O,X,X,O,X,X
OTISJZL,O,X,X,O,X,X
OTISZLJ,O,O,X,X,O,O
OTISZJL,O,O,X,O,X,X
OTIZLJS,X,O,X,X,O,O
OTIZLSJ,X,O,X,X,O,O
OTIZJLS,X,X,X,O,X,X
OTIZJSL,O,O,X,O,X,X
OTIZSLJ,O,O,X,X,O,O
OTIZSJL,O,O,X,O,X,X
OTLIJSZ,O,X,O,O,O,O
OTLIJZS,O,O,X,O,O,O
OTLISJZ,O,X,O,O,O,O
OTLISZJ,O,O,O,X,O,O
OTLIZJS,O,O,X,X,O,O
OTLIZSJ,O,O,X,X,O,O
OTLJISZ,O,X,O,O,O,O
OTLJIZS,O,O,X,O,O,O
OTLJSIZ,O,X,O,O,O,O
OTLJSZI,O,X,O,X,O,O
OTLJZIS,O,O,X,X,O,O
OTLJZSI,O,O,X,X,O,O
OTLSIJZ,O,X,O,O,O,O
OTLSIZJ,O,O,O,X,O,O
OTLSJIZ,O,X,O,O,O,O
OTLSJZI,O,X,O,X,O,O
OTLSZIJ,O,O,O,X,O,O
OTLSZJI,O,O,O,X,O,O
OTLZIJS,O,O,X,X,O,O
OTLZISJ,O,O,X,X,O,O
OTLZJIS,O,O,X,X,O,O
OTLZJSI,O,O,X,X,O,O
OTLZSIJ,O,O,X,X,O,O
OTLZSJI,O,O,X,X,O,O
OTJILSZ,O,X,X,O,X,X
OTJILZS,O,X,X,O,X,X
OTJISLZ,O,X,X,O,X,X
OTJISZL,O,X,X,O,X,X
OTJIZLS,X,X,X,O,X,X
OTJIZSL,O,O,X,O,X,X
OTJLISZ,O,X,O,O,X,O
OTJLIZS,O,O,X,O,X,O
OTJLSIZ,O,X,O,O,X,O
OTJLSZI,O,X,O,X,X,O
OTJLZIS,O,O,X,X,X,O
OTJLZSI,O,O,X,X,X,O
OTJSILZ,O,X,X,O,X,X
OTJSIZL,O,X,X,O,X,X
OTJSLIZ,O,X,O,O,X,O
OTJSLZI,O,X,O,X,X,O
OTJSZIL,O,X,X,O,X,X
OTJSZLI,O,X,O,X,X,O
OTJZILS,X,X,X,O,X,X
OTJZISL,O,O,X,O,X,X
OTJZLIS,O,O,X,X,X,O
OTJZLSI,O,O,X,X,X,O
OTJZSIL,O,O,X,O,X,X
OTJZSLI,O,O,X,X,X,O
OTSILJZ,O,X,X,O,O,O
OTSILZJ,O,X,X,X,O,O
OTSIJLZ,O,X,X,O,X,X
OTSIJZL,O,X,X,O,X,X
OTSIZLJ,O,O,X,X,O,O
OTSIZJL,O,O,X,O,X,X
OTSLIJZ,O,X,O,O,O,O
OTSLIZJ,O,O,O,X,O,O
OTSLJIZ,O,X,O,O,O,O
OTSLJZI,O,X,O,X,O,O
OTSLZIJ,O,O,O,X,O,O
OTSLZJI,O,O,O,X,O,O
OTSJILZ,O,X,X,O,X,X
OTSJIZL,O,X,X,O,X,X
OTSJLIZ,O,X,O,O,X,O
OTSJLZI,O,X,O,X,X,O
OTSJZIL,O,X,X,O,X,X
OTSJZLI,O,X,O,X,X,O
OTSZILJ,O,O,X,X,O,O
OTSZIJL,O,O,X,O,X,X
OTSZLIJ,O,O,O,X,O,O
OTSZLJI,O,O,O,X,O,O
OTSZJIL,O,O,X,O,X,X
OTSZJLI,O,O,X,X,O,O
OTZILJS,X,O,X,X,O,O
OTZILSJ,X,O,X,X,O,O
OTZIJLS,X,X,X,O,X,X
OTZIJSL,O,O,X,O,X,X
OTZISLJ,O,O,X,X,O,O
OTZISJL,O,O,X,O,X,X
OTZLIJS,O,O,X,X,O,O
OTZLISJ,O,O,X,X,O,O
OTZLJIS,O,O,X,X,O,O
OTZLJSI,O,O,X,X,O,O
OTZLSIJ,O,O,X,X,O,O
OTZLSJI,O,O,X,X,O,O
OTZJILS,X,X,X,O,X,X
OTZJISL,O,O,X,O,X,X
OTZJLIS,O,O,X,X,O,O
OTZJLSI,O,O,X,X,O,O
OTZJSIL,O,O,X,O,X,X
OTZJSLI,O,O,X,X,O,O
OTZSILJ,O,O,X,X,O,O
OTZSIJL,O,O,X,O,X,X
OTZSLIJ,O,O,X,X,O,O
OTZSLJI,O,O,X,X,O,O
OTZSJIL,O,O,X,O,X,X
OTZSJLI,O,O,X,X,O,O
OITLJSZ,O,X,X,O,O,O
OITLJZS,O,O,X,O,O,O
OITLSJZ,O,X,X,O,O,O
OITLSZJ,O,O,X,X,O,O
OITLZJS,O,O,X,X,O,O
OITLZSJ,O,O,X,X,O,O
OITJLSZ,O,X,X,O,X,X
OITJLZS,O,X,X,O,X,X
OITJSLZ,O,X,X,O,X,X
OITJSZL,O,X,X,O,X,X
OITJZLS,X,X,X,O,X,X
OITJZSL,O,O,X,O,X,X
OITSLJZ,O,X,X,O,O,O
OITSLZJ,O,X,X,X,O,O
OITSJLZ,O,X,X,O,X,X
OITSJZL,O,X,X,O,X,X
OITSZLJ,O,O,X,X,O,O
OITSZJL,O,O,X,O,X,X
OITZLJS,X,O,X,X,O,O
OITZLSJ,X,O,X,X,O,O
OITZJLS,X,X,X,O,X,X
OITZJSL,O,O,X,O,X,X
OITZSLJ,O,O,X,X,O,O
OITZSJL,O,O,X,O,X,X
OILTJSZ,O,X,O,O,O,O
OILTJZS,O,O,X,O,O,O
OILTSJZ,O,X,O,O,O,O
OILTSZJ,O,O,O,X,O,O
OILTZJS,O,O,X,X,O,O
OILTZSJ,O,O,X,X,O,O
OILJTSZ,O,X,O,O,O,O
OILJTZS,O,O,X,O,O,O
OILJSTZ,O,X,O,O,O,X
OILJSZT,O,X,O,X,O,X
OILJZTS,X,O,X,X,O,O
OILJZST,X,O,X,X,O,X
OILSTJZ,O,X,O,O,O,O
OILSTZJ,O,O,O,X,O,O
OILSJTZ,O,X,O,O,O,X
OILSJZT,O,X,O,X,O,X
OILSZTJ,O,O,O,X,O,O
OILSZJT,O,O,O,X,O,X
OILZTJS,O,O,X,X,O,O
OILZTSJ,O,O,X,X,O,O
OILZJTS,X,O,X,X,O,O
OILZJST,X,O,X,X,O,X
OILZSTJ,O,O,X,X,O,O
OILZSJT,O,O,X,X,O,X
OIJTLSZ,O,X,X,O,X,X
OIJTLZS,X,X,X,O,X,X
OIJTSLZ,O,X,X,O,X,X
OIJTSZL,O,X,X,O,X,X
OIJTZLS,X,X,X,O,X,X
OIJTZSL,O,O,X,O,X,X
OIJLTSZ,O,X,O,O,O,O
OIJLTZS,O,O,X,O,O,O
OIJLSTZ,O,X,O,O,O,X
OIJLSZT,O,X,O,X,O,X
OIJLZTS,X,O,X,X,O,O
OIJLZST,X,O,X,X,O,X
OIJSTLZ,O,X,X,O,X,X
OIJSTZL,O,X,X,O,X,X
OIJSLTZ,O,X,O,O,O,X
OIJSLZT,O,X,O,X,O,X
OIJSZTL,O,X,X,O,X,X
OIJSZLT,O,X,O,X,O,X
OIJZTLS,X,X,X,O,X,X
OIJZTSL,X,O,X,O,X,X
OIJZLTS,X,O,X,X,O,O
OIJZLST,X,O,X,X,O,X
OIJZSTL,X,O,X,O,X,X
OIJZSLT,X,O,X,X,O,X
OISTLJZ,O,X,X,O,O,O
OISTLZJ,O,X,X,X,O,O
OISTJLZ,O,X,X,O,X,X
OISTJZL,O,X,X,O,X,X
OISTZLJ,O,O,X,X,O,O
OISTZJL,O,O,X,O,X,X
OISLTJZ,O,X,O,O,O,O
OISLTZJ,O,O,O,X,O,O
OISLJTZ,O,X,O,O,O,X
OISLJZT,O,X,O,X,O,X
OISLZTJ,O,O,O,X,O,O
OISLZJT,O,O,O,X,O,X
OISJTLZ,O,X,X,O,X,X
OISJTZL,O,X,X,O,X,X
OISJLTZ,O,X,O,O,O,X
OISJLZT,O,X,O,X,O,X
OISJZTL,O,X,X,O,X,X
OISJZLT,O,X,O,X,O,X
OISZTLJ,O,O,X,X,O,O
OISZTJL,O,O,X,O,X,X
OISZLTJ,O,O,O,X,O,O
OISZLJT,O,O,O,X,O,X
OISZJTL,O,O,X,O,X,X
OISZJLT,O,O,O,X,O,X
OIZTLJS,X,O,X,X,O,O
OIZTLSJ,X,O,X,X,O,O
OIZTJLS,X,X,X,O,X,X
OIZTJSL,O,O,X,O,X,X
OIZTSLJ,O,O,X,X,O,O
OIZTSJL,O,O,X,O,X,X
OIZLTJS,O,O,X,X,O,O
OIZLTSJ,O,O,X,X,O,O
OIZLJTS,X,O,X,X,O,O
OIZLJST,X,O,X,X,O,X
OIZLSTJ,O,O,X,X,O,O
OIZLSJT,O,O,X,X,O,X
OIZJTLS,X,X,X,O,X,X
OIZJTSL,X,O,X,O,X,X
OIZJLTS,X,O,X,X,O,O
OIZJLST,X,O,X,X,O,X
OIZJSTL,X,O,X,O,X,X
OIZJSLT,X,O,X,X,O,X
OIZSTLJ,O,O,X,X,O,O
OIZSTJL,O,O,X,O,X,X
OIZSLTJ,O,O,X,X,O,O
OIZSLJT,O,O,X,X,O,X
OIZSJTL,O,O,X,O,X,X
OIZSJLT,O,O,X,X,O,X
OLTIJSZ,O,X,O,O,O,O
OLTIJZS,O,O,X,O,O,O
OLTISJZ,O,X,O,O,O,O
OLTISZJ,O,O,O,X,O,O
OLTIZJS,O,O,X,X,O,O
OLTIZSJ,O,O,X,X,O,O
OLTJISZ,O,X,O,O,O,O
OLTJIZS,O,O,X,O,O,O
OLTJSIZ,O,X,O,O,O,O
OLTJSZI,O,X,O,X,O,O
OLTJZIS,O,O,X,X,O,O
OLTJZSI,O,O,X,X,O,O
OLTSIJZ,O,X,O,O,O,O
OLTSIZJ,O,O,O,X,O,O
OLTSJIZ,O,X,O,O,O,O
OLTSJZI,O,X,O,X,O,O
OLTSZIJ,O,O,O,X,O,O
OLTSZJI,O,O,O,X,O,O
OLTZIJS,O,O,X,X,O,O
OLTZISJ,O,O,X,X,O,O
OLTZJIS,O,O,X,X,O,O
OLTZJSI,O,O,X,X,O,O
OLTZSIJ,O,O,X,X,O,O
OLTZSJI,O,O,X,X,O,O
OLITJSZ,O,X,O,O,O,O
OLITJZS,O,O,X,O,O,O
OLITSJZ,O,X,O,O,O,O
OLITSZJ,O,O,O,X,O,O
OLITZJS,O,O,X,X,O,O
OLITZSJ,O,O,X,X,O,O
OLIJTSZ,O,X,O,O,O,O
OLIJTZS,O,O,X,O,O,O
OLIJSTZ,O,X,O,O,O,X
OLIJSZT,O,X,O,X,O,X
OLIJZTS,X,O,X,X,O,O
OLIJZST,X,O,X,X,O,X
OLISTJZ,O,X,O,O,O,O
OLISTZJ,O,O,O,X,O,O
OLISJTZ,O,X,O,O,O,X
OLISJZT,O,X,O,X,O,X
OLISZTJ,O,O,O,X,O,O
OLISZJT,O,O,O,X,O,X
OLIZTJS,O,O,X,X,O,O
OLIZTSJ,O,O,X,X,O,O
OLIZJTS,X,O,X,X,O,O
OLIZJST,X,O,X,X,O,X
OLIZSTJ,O,O,X,X,O,O
OLIZSJT,O,O,X,X,O,X
OLJTISZ,O,X,O,O,O,O
OLJTIZS,O,O,X,O,O,O
OLJTSIZ,O,X,O,O,O,O
OLJTSZI,O,X,O,X,O,O
OLJTZIS,O,O,X,X,O,O
OLJTZSI,O,O,X,X,O,O
OLJITSZ,O,X,O,O,O,O
OLJITZS,O,O,X,O,O,O
OLJISTZ,O,X,O,O,O,X
OLJISZT,O,X,O,X,O,X
OLJIZTS,X,O,X,X,O,O
OLJIZST,X,O,X,X,O,X
OLJSTIZ,O,X,O,O,O,X
OLJSTZI,O,X,O,X,O,X
OLJSITZ,O,X,O,O,O,X
OLJSIZT,O,X,O,X,O,X
OLJSZTI,O,X,O,X,O,X
OLJSZIT,O,X,O,X,O,X
OLJZTIS,X,O,X,X,O,O
OLJZTSI,X,O,X,X,O,O
OLJZITS,X,O,X,X,O,O
OLJZIST,X,O,X,X,O,X
OLJZSTI,X,O,X,X,O,X
OLJZSIT,X,O,X,X,O,X
OLSTIJZ,O,X,O,O,O,O
OLSTIZJ,O,O,O,X,O,O
OLSTJIZ,O,X,O,O,O,O
OLSTJZI,O,X,O,X,O,O
OLSTZIJ,O,O,O,X,O,O
OLSTZJI,O,O,O,X,O,O
OLSITJZ,O,X,O,O,O,O
OLSITZJ,O,O,O,X,O,O
OLSIJTZ,O,X,O,O,O,X
OLSIJZT,O,X,O,X,O,X
OLSIZTJ,O,O,O,X,O,O
OLSIZJT,O,O,O,X,O,X
OLSJTIZ,O,X,O,O,O,X
OLSJTZI,O,X,O,X,O,X
OLSJITZ,O,X,O,O,O,X
OLSJIZT,O,X,O,X,O,X
OLSJZTI,O,X,O,X,O,X
OLSJZIT,O,X,O,X,O,X
OLSZTIJ,O,O,O,X,O,O
OLSZTJI,O,O,O,X,O,O
OLSZITJ,O,O,O,X,O,O
OLSZIJT,O,O,O,X,O,X
OLSZJTI,O,O,O,X,O,X
OLSZJIT,O,O,O,X,O,X
OLZTIJS,O,O,X,X,O,O
OLZTISJ,O,O,X,X,O,O
OLZTJIS,O,O,X,X,O,O
OLZTJSI,O,O,X,X,O,O
OLZTSIJ,O,O,X,X,O,O
OLZTSJI,O,O,X,X,O,O
OLZITJS,O,O,X,X,O,O
OLZITSJ,O,O,X,X,O,O
OLZIJTS,X,O,X,X,O,O
OLZIJST,X,O,X,X,O,X
OLZISTJ,O,O,X,X,O,O
OLZISJT,O,O,X,X,O,X
OLZJTIS,X,O,X,X,O,O
OLZJTSI,X,O,X,X,O,O
OLZJITS,X,O,X,X,O,O
OLZJIST,X,O,X,X,O,X
OLZJSTI,X,O,X,X,O,X
OLZJSIT,X,O,X,X,O,X
OLZSTIJ,O,O,X,X,O,O
OLZSTJI,O,O,X,X,O,O
OLZSITJ,O,O,X,X,O,O
OLZSIJT,O,O,X,X,O,X
OLZSJTI,O,O,X,X,O,X
OLZSJIT,O,O,X,X,O,X
OJTILSZ,O,X,X,O,X,X
OJTILZS,O,X,X,O,X,X
OJTISLZ,O,X,X,O,X,X
OJTISZL,O,X,X,O,X,X
OJTIZLS,X,X,X,O,X,X
OJTIZSL,O,O,X,O,X,X
OJTLISZ,O,X,O,O,X,O
OJTLIZS,O,O,X,O,X,O
OJTLSIZ,O,X,O,O,X,O
OJTLSZI,O,X,O,X,X,O
OJTLZIS,O,O,X,X,X,O
OJTLZSI,O,O,X,X,X,O
OJTSILZ,O,X,X,O,X,X
OJTSIZL,O,X,X,O,X,X
OJTSLIZ,O,X,O,O,X,O
OJTSLZI,O,X,O,X,X,O
OJTSZIL,O,X,X,O,X,X
OJTSZLI,O,X,O,X,X,O
OJTZILS,X,X,X,O,X,X
OJTZISL,O,O,X,O,X,X
OJTZLIS,O,O,X,X,X,O
OJTZLSI,O,O,X,X,X,O
OJTZSIL,O,O,X,O,X,X
OJTZSLI,O,O,X,X,X,O
OJITLSZ,O,X,X,O,X,X
OJITLZS,X,X,X,O,X,X
OJITSLZ,O,X,X,O,X,X
OJITSZL,O,X,X,O,X,X
OJITZLS,X,X,X,O,X,X
OJITZSL,O,O,X,O,X,X
OJILTSZ,O,X,O,O,O,O
OJILTZS,O,O,X,O,O,O
OJILSTZ,O,X,O,O,O,X
OJILSZT,O,X,O,X,O,X
OJILZTS,X,O,X,X,O,O
OJILZST,X,O,X,X,O,X
OJISTLZ,O,X,X,O,X,X
OJISTZL,O,X,X,O,X,X
OJISLTZ,O,X,O,O,O,X
OJISLZT,O,X,O,X,O,X
OJISZTL,O,X,X,O,X,X
OJISZLT,O,X,O,X,O,X
OJIZTLS,X,X,X,O,X,X
OJIZTSL,X,O,X,O,X,X
OJIZLTS,X,O,X,X,O,O
OJIZLST,X,O,X,X,O,X
OJIZSTL,X,O,X,O,X,X
OJIZSLT,X,O,X,X,O,X
OJLTISZ,O,X,O,O,O,O
OJLTIZS,O,O,X,O,O,O
OJLTSIZ,O,X,O,O,O,O
OJLTSZI,O,X,O,X,O,O
OJLTZIS,O,O,X,X,O,O
OJLTZSI,O,O,X,X,O,O
OJLITSZ,O,X,O,O,O,O
OJLITZS,O,O,X,O,O,O
OJLISTZ,O,X,O,O,O,X
OJLISZT,O,X,O,X,O,X
OJLIZTS,X,O,X,X,O,O
OJLIZST,X,O,X,X,O,X
OJLSTIZ,O,X,O,O,O,X
OJLSTZI,O,X,O,X,O,X
OJLSITZ,O,X,O,O,O,X
OJLSIZT,O,X,O,X,O,X
OJLSZTI,O,X,O,X,O,X
OJLSZIT,O,X,O,X,O,X
OJLZTIS,X,O,X,X,O,O
OJLZTSI,X,O,X,X,O,O
OJLZITS,X,O,X,X,O,O
OJLZIST,X,O,X,X,O,X
OJLZSTI,X,O,X,X,O,X
OJLZSIT,X,O,X,X,O,X
OJSTILZ,O,X,X,O,X,X
OJSTIZL,O,X,X,O,X,X
OJSTLIZ,O,X,O,O,X,O
OJSTLZI,O,X,O,X,X,O
OJSTZIL,O,X,X,O,X,X
OJSTZLI,O,X,O,X,X,O
OJSITLZ,O,X,X,O,X,X
OJSITZL,O,X,X,O,X,X
OJSILTZ,O,X,O,O,O,X
OJSILZT,O,X,O,X,O,X
OJSIZTL,O,X,X,O,X,X
OJSIZLT,O,X,O,X,O,X
OJSLTIZ,O,X,O,O,O,X
OJSLTZI,O,X,O,X,O,X
OJSLITZ,O,X,O,O,O,X
OJSLIZT,O,X,O,X,O,X
