sequence,v115@9gA8IeA8IeA8EeA8CeD8BeD8JeRAJvhFUiBGjBzkBf?rB6rBVyB,v115@9gA8IeA8IeA8EeA8CeD8BeD8JeCAJvhFxhBTjBXlBl?mBWtBUrB,v115@9gA8IeA8IeA8EeA8CeD8BeD8JeuEJvhF3gBUiBFjBS?tBxqBTrB,v115@9gA8IeA8IeA8EeA8CeD8BeD8JeuEJvhFUiBFjBxlBS?tB3lBTrB,v115@9gA8IeA8IeA8EeA8CeD8BeD8Jez/IvhFFiBXjBGmBS?tBRqBUrB,v115@9gA8IeA8IeA8EeA8CeD8BeD8Je/GJvhFFlBxnBClBG?nBToBUrB
ZJOITSL,O,O,O,X,X,X
ZJOILTS,X,X,O,O,X,X
ZJOILST,X,O,O,O,X,X
ZJOISTL,X,O,O,X,X,X
ZJOISLT,X,O,O,O,X,X
ZJOLTIS,O,O,O,O,X,X
ZJOLTSI,O,O,X,O,X,X
ZJOLITS,X,X,O,O,X,X
ZJOLIST,X,O,O,O,X,X
ZJOLSTI,O,O,X,O,X,X
ZJOLSIT,O,O,X,O,X,X
ZJOSTIL,O,O,X,X,X,X
ZJOSTLI,O,O,X,X,X,X
ZJOSITL,O,O,X,X,X,X
ZJOSILT,X,O,X,O,X,X
ZJOSLTI,X,O,X,O,X,X
ZJOSLIT,X,O,X,O,X,X
ZSTILJO,O,O,O,X,X,O
ZSTILOJ,X,O,X,X,X,O
ZSTIJLO,O,O,O,X,X,O
ZSTIJOL,O,O,O,X,X,O
ZSTIOLJ,O,O,X,X,X,O
ZSTIOJL,O,O,O,X,X,O
ZSTLIJO,O,O,X,X,X,O
ZSTLIOJ,O,O,X,X,X,O
ZSTLJIO,O,O,X,X,X,X
ZSTLJOI,O,O,X,X,X,X
ZSTLOIJ,O,O,X,X,X,X
ZSTLOJI,O,O,X,X,X,X
ZSTJILO,O,O,O,X,X,O
ZSTJIOL,O,O,O,X,X,O
ZSTJLIO,O,O,X,X,X,X
ZSTJLOI,O,O,X,X,X,X
ZSTJOIL,O,O,X,X,X,X
ZSTJOLI,O,O,X,X,X,X
ZSTOILJ,O,O,X,X,X,O
ZSTOIJL,O,O,X,X,X,O
ZSTOLIJ,O,O,X,X,X,X
ZSTOLJI,O,O,X,X,X,X
ZSTOJIL,O,O,X,X,X,X
ZSTOJLI,O,O,X,X,X,X
ZSITLJO,O,O,O,X,X,O
ZSITLOJ,X,O,O,X,X,O
ZSITJLO,O,O,O,X,X,O
ZSITJOL,O,O,O,X,X,O
ZSITOLJ,O,O,X,X,X,O
ZSITOJL,O,O,O,X,X,O
ZSILTJO,O,O,O,X,X,O
ZSILTOJ,X,O,O,X,X,O
ZSILJTO,X,O,O,X,X,X
ZSILJOT,X,O,O,X,X,X
ZSILOTJ,X,X,O,X,X,X
ZSILOJT,X,X,O,X,X,X
ZSIJTLO,O,O,O,X,X,O
ZSIJTOL,O,O,O,X,X,O
ZSIJLTO,X,O,O,X,X,X
ZSIJLOT,X,O,O,X,X,X
ZSIJOTL,X,O,O,X,X,X
ZSIJOLT,X,O,O,X,X,X
ZSIOTLJ,O,X,X,X,X,O
ZSIOTJL,O,X,O,X,X,O
ZSIOLTJ,O,X,O,X,X,X
ZSIOLJT,X,X,O,X,X,X
ZSIOJTL,O,X,O,X,X,X
ZSIOJLT,X,X,O,X,X,X
ZSLTIJO,O,O,O,X,X,O
ZSLTIOJ,O,O,O,X,X,O
ZSLTJIO,O,O,O,X,X,X
ZSLTJOI,O,O,X,O,X,X
ZSLTOIJ,O,O,X,O,X,X
ZSLTOJI,O,O,X,O,X,X
ZSLITJO,O,O,O,X,X,O
ZSLITOJ,O,O,O,X,X,O
ZSLIJTO,O,O,O,X,X,X
ZSLIJOT,X,O,O,X,X,X
ZSLIOTJ,O,X,O,X,X,X
ZSLIOJT,O,X,O,X,X,X
ZSLJTIO,O,O,O,X,X,X
ZSLJTOI,O,O,X,O,X,X
ZSLJITO,O,O,O,X,X,X
ZSLJIOT,X,O,O,X,X,X
ZSLJOTI,O,O,X,O,X,X
ZSLJOIT,O,O,X,O,X,X
ZSLOTIJ,O,O,X,O,X,X
ZSLOTJI,O,O,X,O,X,X
ZSLOITJ,O,X,X,O,X,X
ZSLOIJT,O,X,X,O,X,X
ZSLOJTI,O,O,X,O,X,X
ZSLOJIT,O,O,X,O,X,X
ZSJTILO,O,O,O,X,X,O
ZSJTIOL,O,O,O,X,X,O
ZSJTLIO,O,O,X,X,X,X
ZSJTLOI,O,O,X,X,X,X
ZSJTOIL,O,O,X,X,X,X
ZSJTOLI,O,O,X,X,X,X
ZSJITLO,O,O,O,X,X,O
ZSJITOL,O,O,O,X,X,O
ZSJILTO,X,O,O,X,X,X
ZSJILOT,X,O,O,X,X,X
ZSJIOTL,X,O,O,X,X,X
ZSJIOLT,X,O,O,X,X,X
ZSJLTIO,X,O,O,X,X,X
ZSJLTOI,X,O,X,O,X,X
ZSJLITO,X,O,O,X,X,X
ZSJLIOT,X,O,O,X,X,X
ZSJLOTI,X,O,X,O,X,X
ZSJLOIT,X,O,X,O,X,X
ZSJOTIL,O,O,X,X,X,X
ZSJOTLI,O,O,X,X,X,X
ZSJOITL,O,O,X,X,X,X
ZSJOILT,X,O,X,O,X,X
ZSJOLTI,X,O,X,O,X,X
ZSJOLIT,X,O,X,O,X,X
ZSOTILJ,O,O,X,X,X,O
ZSOTIJL,O,O,X,X,X,O
ZSOTLIJ,O,O,X,X,X,X
ZSOTLJI,O,O,X,X,X,X
ZSOTJIL,O,O,X,X,X,X
ZSOTJLI,O,O,X,X,X,X
ZSOITLJ,O,X,X,X,X,O
ZSOITJL,O,X,X,X,X,O
ZSOILTJ,O,X,X,O,X,X
ZSOILJT,X,X,X,O,X,X
ZSOIJTL,O,X,X,X,X,X
ZSOIJLT,X,X,X,O,X,X
ZSOLTIJ,O,O,X,O,X,X
ZSOLTJI,O,O,X,O,X,X
ZSOLITJ,O,X,X,O,X,X
ZSOLIJT,O,X,X,O,X,X
ZSOLJTI,O,O,X,O,X,X
ZSOLJIT,O,O,X,O,X,X
ZSOJTIL,O,O,X,X,X,X
ZSOJTLI,O,O,X,X,X,X
ZSOJITL,O,O,X,X,X,X
ZSOJILT,X,O,X,O,X,X
ZSOJLTI,X,O,X,O,X,X
ZSOJLIT,X,O,X,O,X,X
ZOTILJS,O,X,X,O,X,X
ZOTILSJ,O,X,X,O,X,X
ZOTIJLS,O,O,X,O,X,X
ZOTIJSL,O,O,O,X,X,X
ZOTISLJ,O,O,X,X,X,O
ZOTISJL,O,O,O,X,X,O
ZOTLIJS,O,X,X,O,X,X
ZOTLISJ,O,X,X,O,X,X
ZOTLJIS,O,X,X,O,X,X
ZOTLJSI,O,X,X,O,X,X
ZOTLSIJ,O,X,X,O,X,X
ZOTLSJI,O,X,X,O,X,X
ZOTJILS,O,O,X,O,X,X
ZOTJISL,O,O,O,X,X,X
ZOTJLIS,O,O,X,O,X,X
ZOTJLSI,O,O,X,O,X,X
ZOTJSIL,O,O,X,X,X,X
ZOTJSLI,O,O,X,X,X,X
ZOTSILJ,O,O,X,X,X,O
ZOTSIJL,O,O,X,X,X,O
ZOTSLIJ,O,O,X,X,X,X
ZOTSLJI,O,O,X,X,X,X
ZOTSJIL,O,O,X,X,X,X
ZOTSJLI,O,O,X,X,X,X
ZOITLJS,O,X,X,O,X,X
ZOITLSJ,O,X,X,O,X,X
ZOITJLS,O,X,X,O,X,X
ZOITJSL,O,X,O,X,X,X
ZOITSLJ,O,X,X,X,X,O
ZOITSJL,O,X,O,X,X,O
ZOILTJS,O,X,O,O,X,X
ZOILTSJ,O,X,O,O,X,X
ZOILJTS,X,X,O,O,X,X
ZOILJST,X,X,O,O,X,X
ZOILSTJ,O,X,O,O,X,X
ZOILSJT,O,X,O,O,X,X
ZOIJTLS,O,X,X,O,X,X
ZOIJTSL,O,X,O,X,X,X
ZOIJLTS,X,X,O,O,X,X
ZOIJLST,X,X,O,O,X,X
ZOIJSTL,X,X,O,X,X,X
ZOIJSLT,X,X,O,O,X,X
ZOISTLJ,O,X,X,X,X,O
ZOISTJL,O,X,O,X,X,O
ZOISLTJ,O,X,O,O,X,X
ZOISLJT,X,X,O,O,X,X
ZOISJTL,O,X,O,X,X,X
ZOISJLT,X,X,O,O,X,X
ZOLTIJS,O,X,O,O,X,X
ZOLTISJ,O,X,O,O,X,X
ZOLTJIS,O,X,O,O,X,X
ZOLTJSI,O,X,X,O,X,X
ZOLTSIJ,O,X,X,O,X,X
ZOLTSJI,O,X,X,O,X,X
ZOLITJS,O,X,O,O,X,X
ZOLITSJ,O,X,O,O,X,X
ZOLIJTS,X,X,O,O,X,X
ZOLIJST,X,X,O,O,X,X
ZOLISTJ,O,X,O,O,X,X
ZOLISJT,O,X,O,O,X,X
ZOLJTIS,O,X,O,O,X,X
ZOLJTSI,O,X,X,O,X,X
ZOLJITS,X,X,O,O,X,X
ZOLJIST,X,X,O,O,X,X
ZOLJSTI,O,X,X,O,X,X
ZOLJSIT,O,X,X,O,X,X
ZOLSTIJ,O,X,X,O,X,X
ZOLSTJI,O,X,X,O,X,X
ZOLSITJ,O,X,X,O,X,X
ZOLSIJT,O,X,X,O,X,X
ZOLSJTI,O,X,X,O,X,X
ZOLSJIT,O,X,X,O,X,X
ZOJTILS,O,O,X,O,X,X
ZOJTISL,O,O,O,X,X,X
ZOJTLIS,O,O,X,O,X,X
ZOJTLSI,O,O,X,O,X,X
ZOJTSIL,O,O,X,X,X,X
ZOJTSLI,O,O,X,X,X,X
ZOJITLS,O,O,X,O,X,X
ZOJITSL,O,O,O,X,X,X
ZOJILTS,X,X,O,O,X,X
ZOJILST,X,O,O,O,X,X
ZOJISTL,X,O,O,X,X,X
ZOJISLT,X,O,O,O,X,X
ZOJLTIS,O,O,O,O,X,X
ZOJLTSI,O,O,X,O,X,X
ZOJLITS,X,X,O,O,X,X
ZOJLIST,X,O,O,O,X,X
ZOJLSTI,O,O,X,O,X,X
ZOJLSIT,O,O,X,O,X,X
ZOJSTIL,O,O,X,X,X,X
ZOJSTLI,O,O,X,X,X,X
ZOJSITL,O,O,X,X,X,X
ZOJSILT,X,O,X,O,X,X
ZOJSLTI,X,O,X,O,X,X
ZOJSLIT,X,O,X,O,X,X
ZOSTILJ,O,O,X,X,X,O
ZOSTIJL,O,O,X,X,X,O
ZOSTLIJ,O,O,X,X,X,X
ZOSTLJI,O,O,X,X,X,X
ZOSTJIL,O,O,X,X,X,X
ZOSTJLI,O,O,X,X,X,X
ZOSITLJ,O,X,X,X,X,O
ZOSITJL,O,X,X,X,X,O
ZOSILTJ,O,X,X,O,X,X
ZOSILJT,X,X,X,O,X,X
ZOSIJTL,O,X,X,X,X,X
ZOSIJLT,X,X,X,O,X,X
ZOSLTIJ,O,O,X,O,X,X
ZOSLTJI,O,O,X,O,X,X
ZOSLITJ,O,X,X,O,X,X
ZOSLIJT,O,X,X,O,X,X
ZOSLJTI,O,O,X,O,X,X
ZOSLJIT,O,O,X,O,X,X
ZOSJTIL,O,O,X,X,X,X
ZOSJTLI,O,O,X,X,X,X
ZOSJITL,O,O,X,X,X,X
ZOSJILT,X,O,X,O,X,X
ZOSJLTI,X,O,X,O,X,X
ZOSJLIT,X,O,X,O,X,X
OTILJSZ,O,X,X,O,O,X
OTILJZS,O,X,X,O,O,X
OTILSJZ,O,X,X,O,O,X
OTILSZJ,O,X,X,O,O,X
OTILZJS,O,X,X,O,O,X
OTILZSJ,O,X,X,O,O,X
OTIJLSZ,O,O,X,O,O,X
OTIJLZS,O,X,X,O,O,X
OTIJSLZ,O,O,X,X,O,X
OTIJSZL,O,O,X,X,X,X
OTIJZLS,O,X,X,O,O,X
OTIJZSL,O,O,X,X,X,X
OTISLJZ,O,O,X,X,O,X
OTISLZJ,O,X,X,X,O,X
OTISJLZ,O,O,X,X,O,X
OTISJZL,O,O,X,X,X,X
OTISZLJ,O,X,X,X,X,X
OTISZJL,O,X,X,X,X,X
OTIZLJS,O,X,X,O,O,X
OTIZLSJ,O,X,X,O,O,X
OTIZJLS,O,X,X,O,O,X
OTIZJSL,O,X,X,X,X,X
OTIZSLJ,O,X,X,X,X,O
OTIZSJL,O,X,X,X,X,O
OTLIJSZ,O,X,X,O,O,X
OTLIJZS,O,X,X,O,O,X
OTLISJZ,O,X,X,O,O,X
OTLISZJ,O,X,X,O,O,X
OTLIZJS,O,X,X,O,O,X
OTLIZSJ,O,X,X,O,O,X
OTLJISZ,O,X,X,O,X,X
OTLJIZS,O,X,X,O,X,X
OTLJSIZ,O,X,X,O,X,X
OTLJSZI,O,X,X,O,X,X
OTLJZIS,O,X,X,O,X,X
OTLJZSI,O,X,X,O,X,X
OTLSIJZ,O,X,X,O,O,X
OTLSIZJ,O,X,X,O,O,X
OTLSJIZ,O,X,X,O,X,X
OTLSJZI,O,X,X,O,X,X
OTLSZIJ,O,X,X,O,X,X
OTLSZJI,O,X,X,O,X,X
OTLZIJS,O,X,X,O,X,X
OTLZISJ,O,X,X,O,X,X
OTLZJIS,O,X,X,O,X,X
OTLZJSI,O,X,X,O,X,X
OTLZSIJ,O,X,X,O,X,X
OTLZSJI,O,X,X,O,X,X
OTJILSZ,O,O,X,O,X,X
OTJILZS,O,X,X,O,X,X
OTJISLZ,O,O,X,X,X,X
OTJISZL,O,O,X,X,X,X
OTJIZLS,O,X,X,O,X,X
OTJIZSL,O,O,X,X,X,X
OTJLISZ,O,O,X,O,X,X
OTJLIZS,O,X,X,O,X,X
OTJLSIZ,O,O,X,O,X,X
OTJLSZI,O,O,X,O,X,X
OTJLZIS,O,X,X,O,X,X
OTJLZSI,O,X,X,O,X,X
OTJSILZ,O,O,X,X,X,X
OTJSIZL,O,O,X,X,X,X
OTJSLIZ,O,O,X,X,X,X
OTJSLZI,O,O,X,X,X,X
OTJSZIL,O,O,X,X,X,X
OTJSZLI,O,O,X,X,X,X
OTJZILS,O,X,X,O,X,X
OTJZISL,O,O,X,X,X,X
OTJZLIS,O,X,X,O,X,X
OTJZLSI,O,X,X,O,X,X
OTJZSIL,O,O,X,X,X,X
OTJZSLI,O,O,X,X,X,X
OTSILJZ,O,O,X,X,X,X
OTSILZJ,O,X,X,X,X,X
OTSIJLZ,O,O,X,X,X,X
OTSIJZL,O,O,X,X,X,X
OTSIZLJ,O,X,X,X,X,X
OTSIZJL,O,X,X,X,X,X
OTSLIJZ,O,O,X,X,X,X
OTSLIZJ,O,X,X,X,X,X
OTSLJIZ,O,O,X,X,X,X
OTSLJZI,O,O,X,X,X,X
OTSLZIJ,O,X,X,X,X,X
OTSLZJI,O,X,X,X,X,X
OTSJILZ,O,O,X,X,X,X
OTSJIZL,O,O,X,X,X,X
OTSJLIZ,O,O,X,X,X,X
OTSJLZI,O,O,X,X,X,X
OTSJZIL,O,O,X,X,X,X
OTSJZLI,O,O,X,X,X,X
OTSZILJ,O,X,X,X,X,X
OTSZIJL,O,X,X,X,X,X
OTSZLIJ,O,X,X,X,X,X
OTSZLJI,O,X,X,X,X,X
OTSZJIL,O,X,X,X,X,X
OTSZJLI,O,X,X,X,X,X
OTZILJS,O,X,X,O,X,X
OTZILSJ,O,X,X,O,X,X
OTZIJLS,O,X,X,O,X,X
OTZIJSL,O,X,X,X,X,X
OTZISLJ,O,X,X,X,X,O
OTZISJL,O,X,X,X,X,O
OTZLIJS,O,X,X,O,X,X
OTZLISJ,O,X,X,O,X,X
OTZLJIS,O,X,X,O,X,X
OTZLJSI,O,X,X,O,X,X
OTZLSIJ,O,X,X,O,X,X
OTZLSJI,O,X,X,O,X,X
OTZJILS,O,X,X,O,X,X
OTZJISL,O,X,X,X,X,X
OTZJLIS,O,X,X,O,X,X
OTZJLSI,O,X,X,O,X,X
OTZJSIL,O,X,X,X,X,X
OTZJSLI,O,X,X,X,X,X
OTZSILJ,O,X,X,X,X,O
OTZSIJL,O,X,X,X,X,O
OTZSLIJ,O,X,X,X,X,X
OTZSLJI,O,X,X,X,X,X
OTZSJIL,O,X,X,X,X,X
OTZSJLI,O,X,X,X,X,X
OITLJSZ,O,X,X,O,O,X
OITLJZS,O,X,X,O,O,X
OITLSJZ,O,X,X,O,O,X
OITLSZJ,O,X,X,O,O,X
OITLZJS,O,X,X,O,O,X
OITLZSJ,O,X,X,O,O,X
OITJLSZ,O,X,X,O,O,X
OITJLZS,O,X,X,O,O,X
OITJSLZ,O,X,X,X,O,X
OITJSZL,O,X,X,X,X,X
OITJZLS,O,X,X,O,O,X
OITJZSL,O,X,X,X,X,X
OITSLJZ,O,X,X,X,O,X
OITSLZJ,O,X,X,X,O,X
OITSJLZ,O,X,X,X,O,X
OITSJZL,O,X,X,X,X,X
OITSZLJ,O,X,X,X,X,X
OITSZJL,O,X,X,X,X,X
OITZLJS,O,X,X,O,O,X
OITZLSJ,O,X,X,O,O,X
OITZJLS,O,X,X,O,O,X
OITZJSL,O,X,X,X,X,X
OITZSLJ,O,X,X,X,X,O
OITZSJL,O,X,X,X,X,O
OILTJSZ,O,X,O,O,O,X
OILTJZS,O,X,O,O,O,X
OILTSJZ,O,X,O,O,O,X
OILTSZJ,O,X,O,O,O,X
OILTZJS,O,X,O,O,O,X
OILTZSJ,O,X,O,O,O,X
OILJTSZ,X,X,O,O,O,X
OILJTZS,X,X,O,O,O,X
OILJSTZ,X,X,O,O,O,X
OILJSZT,X,X,O,O,O,X
OILJZTS,X,X,O,O,O,X
OILJZST,X,X,O,O,O,X
OILSTJZ,O,X,O,O,O,X
OILSTZJ,O,X,O,O,O,X
OILSJTZ,X,X,O,O,O,X
OILSJZT,X,X,O,O,O,X
OILSZTJ,O,X,O,O,O,X
OILSZJT,X,X,O,O,O,X
OILZTJS,O,X,O,O,O,X
OILZTSJ,O,X,O,O,O,X
OILZJTS,X,X,O,O,O,X
OILZJST,X,X,O,O,O,X
OILZSTJ,O,X,O,O,O,X
OILZSJT,O,X,O,O,O,X
OIJTLSZ,O,X,X,O,O,X
OIJTLZS,O,X,X,O,O,X
OIJTSLZ,O,X,X,X,O,X
OIJTSZL,O,X,X,X,X,X
OIJTZLS,O,X,X,O,O,X
OIJTZSL,O,X,X,X,X,X
OIJLTSZ,X,X,O,O,O,X
OIJLTZS,X,X,O,O,O,X
OIJLSTZ,X,X,O,O,O,X
OIJLSZT,X,X,O,O,O,X
OIJLZTS,X,X,O,O,O,X
OIJLZST,X,X,O,O,O,X
OIJSTLZ,O,X,X,X,O,X
OIJSTZL,O,X,X,X,X,X
OIJSLTZ,X,X,O,O,O,X
OIJSLZT,X,X,O,O,O,X
OIJSZTL,O,X,O,X,X,X
OIJSZLT,X,X,O,O,X,X
OIJZTLS,O,X,X,O,O,X
OIJZTSL,O,X,O,X,X,X
OIJZLTS,X,X,O,O,O,X
OIJZLST,X,X,O,O,O,X
OIJZSTL,X,X,O,X,X,X
OIJZSLT,X,X,O,O,X,X
OISTLJZ,O,X,X,X,O,X
OISTLZJ,O,X,X,X,O,X
OISTJLZ,O,X,X,X,O,X
OISTJZL,O,X,X,X,X,X
OISTZLJ,O,X,X,X,X,X
OISTZJL,O,X,X,X,X,X
OISLTJZ,O,X,O,O,O,X
OISLTZJ,O,X,O,O,O,X
OISLJTZ,O,X,O,O,O,X
OISLJZT,O,X,O,O,O,X
OISLZTJ,O,X,O,O,O,X
OISLZJT,O,X,O,O,O,X
OISJTLZ,O,X,X,X,O,X
OISJTZL,O,X,X,X,X,X
OISJLTZ,X,X,O,O,O,X
OISJLZT,X,X,O,O,O,X
OISJZTL,O,X,O,X,X,X
OISJZLT,X,X,O,O,X,X
OISZTLJ,O,X,X,X,X,X
OISZTJL,O,X,O,X,X,X
OISZLTJ,O,X,O,O,X,X
OISZLJT,X,X,O,O,X,X
OISZJTL,O,X,O,X,X,X
OISZJLT,X,X,O,O,X,X
OIZTLJS,O,X,X,O,O,X
OIZTLSJ,O,X,X,O,O,X
OIZTJLS,O,X,X,O,O,X
OIZTJSL,O,X,O,X,X,X
OIZTSLJ,O,X,X,X,X,O
OIZTSJL,O,X,O,X,X,O
OIZLTJS,O,X,O,O,O,X
OIZLTSJ,O,X,O,O,O,X
OIZLJTS,X,X,O,O,O,X
OIZLJST,X,X,O,O,O,X
OIZLSTJ,O,X,O,O,O,X
OIZLSJT,O,X,O,O,O,X
OIZJTLS,O,X,X,O,O,X
OIZJTSL,O,X,O,X,X,X
OIZJLTS,X,X,O,O,O,X
OIZJLST,X,X,O,O,O,X
OIZJSTL,X,X,O,X,X,X
OIZJSLT,X,X,O,O,X,X
OIZSTLJ,O,X,X,X,X,O
OIZSTJL,O,X,O,X,X,O
OIZSLTJ,O,X,O,O,X,X
OIZSLJT,X,X,O,O,X,X
OIZSJTL,O,X,O,X,X,X
OIZSJLT,X,X,O,O,X,X
OLTIJSZ,O,X,O,O,O,X
OLTIJZS,O,X,O,O,O,X
OLTISJZ,O,X,O,O,O,X
OLTISZJ,O,X,O,O,O,X
OLTIZJS,O,X,O,O,O,X
OLTIZSJ,O,X,O,O,O,X
OLTJISZ,O,X,O,O,X,X
OLTJIZS,O,X,O,O,X,X
OLTJSIZ,O,X,X,O,X,X
OLTJSZI,O,X,X,O,X,X
OLTJZIS,O,X,O,O,X,X
OLTJZSI,O,X,X,O,X,X
OLTSIJZ,O,X,X,O,O,X
OLTSIZJ,O,X,X,O,O,X
OLTSJIZ,O,X,X,O,X,X
OLTSJZI,O,X,X,O,X,X
OLTSZIJ,O,X,X,O,X,X
OLTSZJI,O,X,X,O,X,X
OLTZIJS,O,X,O,O,X,X
OLTZISJ,O,X,O,O,X,X
OLTZJIS,O,X,O,O,X,X
OLTZJSI,O,X,X,O,X,X
OLTZSIJ,O,X,X,O,X,X
OLTZSJI,O,X,X,O,X,X
OLITJSZ,O,X,O,O,O,X
OLITJZS,O,X,O,O,O,X
OLITSJZ,O,X,O,O,O,X
OLITSZJ,O,X,O,O,O,X
OLITZJS,O,X,O,O,O,X
OLITZSJ,O,X,O,O,O,X
OLIJTSZ,X,X,O,O,O,X
OLIJTZS,X,X,O,O,O,X
OLIJSTZ,X,X,O,O,O,X
OLIJSZT,X,X,O,O,O,X
OLIJZTS,X,X,O,O,O,X
OLIJZST,X,X,O,O,O,X
OLISTJZ,O,X,O,O,O,X
OLISTZJ,O,X,O,O,O,X
OLISJTZ,X,X,O,O,O,X
OLISJZT,X,X,O,O,O,X
OLISZTJ,O,X,O,O,O,X
OLISZJT,X,X,O,O,O,X
OLIZTJS,O,X,O,O,O,X
OLIZTSJ,O,X,O,O,O,X
OLIZJTS,X,X,O,O,O,X
OLIZJST,X,X,O,O,O,X
OLIZSTJ,O,X,O,O,O,X
OLIZSJT,O,X,O,O,O,X
OLJTISZ,X,X,O,O,X,X
OLJTIZS,O,X,O,O,X,X
OLJTSIZ,X,X,X,O,X,X
OLJTSZI,O,X,X,O,X,X
OLJTZIS,O,X,O,O,X,X
OLJTZSI,O,X,X,O,X,X
OLJITSZ,X,X,O,O,X,X
OLJITZS,X,X,O,O,X,X
OLJISTZ,X,X,O,O,X,X
OLJISZT,X,X,O,O,X,X
OLJIZTS,X,X,O,O,X,X
OLJIZST,X,X,O,O,X,X
OLJSTIZ,X,X,X,O,X,X
OLJSTZI,X,X,X,O,X,X
OLJSITZ,X,X,X,O,X,X
OLJSIZT,X,X,X,O,X,X
OLJSZTI,X,X,X,O,X,X
OLJSZIT,X,X,X,O,X,X
OLJZTIS,O,X,O,O,X,X
OLJZTSI,O,X,X,O,X,X
OLJZITS,X,X,O,O,X,X
OLJZIST,X,X,O,O,X,X
OLJZSTI,O,X,X,O,X,X
OLJZSIT,O,X,X,O,X,X
OLSTIJZ,O,X,X,O,O,X
OLSTIZJ,O,X,X,O,O,X
OLSTJIZ,O,X,X,O,X,X
OLSTJZI,O,X,X,O,X,X
OLSTZIJ,O,X,X,O,X,X
OLSTZJI,O,X,X,O,X,X
OLSITJZ,O,X,X,O,O,X
OLSITZJ,O,X,X,O,O,X
OLSIJTZ,O,X,X,O,O,X
OLSIJZT,O,X,X,O,O,X
OLSIZTJ,O,X,X,O,O,X
OLSIZJT,O,X,X,O,O,X
OLSJTIZ,O,X,X,O,X,X
OLSJTZI,O,X,X,O,X,X
OLSJITZ,O,X,X,O,X,X
OLSJIZT,O,X,X,O,X,X
OLSJZTI,O,X,X,O,X,X
OLSJZIT,O,X,X,O,X,X
OLSZTIJ,O,X,X,O,X,X
OLSZTJI,O,X,X,O,X,X
OLSZITJ,O,X,X,O,X,X
OLSZIJT,O,X,X,O,X,X
OLSZJTI,O,X,X,O,X,X
OLSZJIT,O,X,X,O,X,X
OLZTIJS,O,X,O,O,X,X
OLZTISJ,O,X,O,O,X,X
OLZTJIS,O,X,O,O,X,X
OLZTJSI,O,X,X,O,X,X
OLZTSIJ,O,X,X,O,X,X
OLZTSJI,O,X,X,O,X,X
OLZITJS,O,X,O,O,X,X
OLZITSJ,O,X,O,O,X,X
OLZIJTS,X,X,O,O,X,X
OLZIJST,X,X,O,O,X,X
OLZISTJ,O,X,O,O,X,X
OLZISJT,O,X,O,O,X,X
OLZJTIS,O,X,O,O,X,X
OLZJTSI,O,X,X,O,X,X
OLZJITS,X,X,O,O,X,X
OLZJIST,X,X,O,O,X,X
OLZJSTI,O,X,X,O,X,X
OLZJSIT,O,X,X,O,X,X
OLZSTIJ,O,X,X,O,X,X
OLZSTJI,O,X,X,O,X,X
OLZSITJ,O,X,X,O,X,X
OLZSIJT,O,X,X,O,X,X
OLZSJTI,O,X,X,O,X,X
OLZSJIT,O,X,X,O,X,X
OJTILSZ,O,O,X,O,X,X
OJTILZS,O,X,X,O,X,X
OJTISLZ,O,O,X,X,X,X
OJTISZL,O,O,X,X,X,X
OJTIZLS,O,X,X,O,X,X
OJTIZSL,O,O,X,X,X,X
OJTLISZ,O,O,X,O,X,X
OJTLIZS,O,X,X,O,X,X
OJTLSIZ,O,O,X,O,X,X
OJTLSZI,O,O,X,O,X,X
OJTLZIS,O,X,X,O,X,X
OJTLZSI,O,X,X,O,X,X
OJTSILZ,O,O,X,X,X,X
OJTSIZL,O,O,X,X,X,X
OJTSLIZ,O,O,X,X,X,X
OJTSLZI,O,O,X,X,X,X
OJTSZIL,O,O,X,X,X,X
OJTSZLI,O,O,X,X,X,X
OJTZILS,O,O,X,O,X,X
OJTZISL,O,O,X,X,X,X
OJTZLIS,O,O,X,O,X,X
OJTZLSI,O,O,X,O,X,X
OJTZSIL,O,O,X,X,X,X
OJTZSLI,O,O,X,X,X,X
OJITLSZ,O,O,X,O,X,X
OJITLZS,O,X,X,O,X,X
OJITSLZ,O,O,X,X,X,X
OJITSZL,O,O,X,X,X,X
OJITZLS,O,X,X,O,X,X
OJITZSL,O,O,X,X,X,X
OJILTSZ,X,O,O,O,X,X
OJILTZS,X,X,O,O,X,X
OJILSTZ,X,O,O,O,X,X
OJILSZT,X,O,O,O,X,X
OJILZTS,X,X,O,O,X,X
OJILZST,X,O,O,O,X,X
OJISTLZ,O,O,X,X,X,X
OJISTZL,O,O,X,X,X,X
OJISLTZ,X,O,O,O,X,X
OJISLZT,X,O,O,O,X,X
OJISZTL,O,O,O,X,X,X
OJISZLT,X,O,O,O,X,X
OJIZTLS,O,O,X,O,X,X
OJIZTSL,O,O,O,X,X,X
OJIZLTS,X,X,O,O,X,X
OJIZLST,X,O,O,O,X,X
OJIZSTL,X,O,O,X,X,X
OJIZSLT,X,O,O,O,X,X
OJLTISZ,X,O,O,O,X,X
OJLTIZS,O,X,O,O,X,X
OJLTSIZ,X,O,X,O,X,X
OJLTSZI,O,O,X,O,X,X
OJLTZIS,O,X,O,O,X,X
OJLTZSI,O,X,X,O,X,X
OJLITSZ,X,O,O,O,X,X
OJLITZS,X,X,O,O,X,X
OJLISTZ,X,O,O,O,X,X
