sequence,v115@vhGfDJ5jBcpBeqBzqBCsBVyB,v115@vhGZEJXiBzkBUmBSvBVxBGtB,v115@vhG0AJ5oB3mBznBipB1vB2xB,v115@vhGZEJukB/oBcrBTnBVvByxB,v115@vhGcEJaoB5oBTlB/rBWvB1xB,v115@vhG5DJ6mBcpBTnBXqB2wBVyB,v115@vhGZ/IOmBTlB/tB1uBSwB0sB
OILSTZJ,O,O,X,O,X,X,O
OILSJTZ,O,O,O,O,O,O,O
OILSJZT,O,O,O,O,O,O,O
OILSZTJ,O,O,X,O,X,X,O
OILSZJT,O,O,O,O,X,O,O
OILZTJS,O,O,X,O,X,X,O
OILZTSJ,O,O,X,O,X,X,O
OILZJTS,O,O,O,O,X,O,O
OILZJST,O,O,O,O,X,O,O
OILZSTJ,O,O,X,O,X,X,O
OILZSJT,O,O,O,O,X,O,O
OIJTLSZ,O,X,O,X,O,O,X
OIJTLZS,O,X,O,X,O,O,X
OIJTSLZ,O,X,O,X,O,O,X
OIJTSZL,O,X,O,X,O,O,X
OIJTZLS,O,X,O,X,O,O,X
OIJTZSL,O,X,O,X,O,O,X
OIJLTSZ,O,O,O,O,O,O,O
OIJLTZS,O,O,O,O,O,O,O
OIJLSTZ,O,O,O,O,O,O,O
OIJLSZT,O,O,O,O,O,O,O
OIJLZTS,O,O,O,O,O,O,O
OIJLZST,O,O,O,O,O,O,O
OIJSTLZ,O,X,O,X,O,O,X
OIJSTZL,O,X,O,X,O,O,X
OIJSLTZ,O,O,O,X,O,O,O
OIJSLZT,O,O,O,X,O,O,O
OIJSZTL,O,X,O,X,O,O,X
OIJSZLT,O,O,O,X,O,O,O
OIJZTLS,O,X,O,X,O,O,X
OIJZTSL,O,X,O,X,O,O,X
OIJZLTS,O,O,O,O,O,O,O
OIJZLST,O,O,O,O,O,O,O
OIJZSTL,O,X,O,X,O,O,X
OIJZSLT,O,O,O,X,O,O,O
OISTLJZ,O,X,X,X,X,X,O
OISTLZJ,O,X,X,X,X,X,O
OISTJLZ,O,X,X,X,X,O,X
OISTJZL,O,X,X,X,X,O,X
OISTZLJ,O,X,X,X,X,X,O
OISTZJL,O,X,X,X,X,O,X
OISLTJZ,O,O,X,X,X,X,O
OISLTZJ,O,O,X,X,X,X,O
OISLJTZ,O,O,O,X,O,O,O
OISLJZT,O,O,O,X,O,O,O
OISLZTJ,O,O,X,X,X,X,O
OISLZJT,O,O,O,X,X,O,O
OISJTLZ,O,X,O,X,O,O,X
OISJTZL,O,X,O,X,O,O,X
OISJLTZ,O,O,O,X,O,O,O
OISJLZT,O,O,O,X,O,O,O
OISJZTL,O,X,O,X,O,O,X
OISJZLT,O,O,O,X,O,O,O
OISZTLJ,O,X,X,X,X,X,O
OISZTJL,O,X,X,X,X,O,X
OISZLTJ,O,O,X,X,X,X,O
OISZLJT,O,O,O,X,X,O,O
OISZJTL,O,X,O,X,X,O,X
OISZJLT,O,O,O,X,X,O,O
OIZTLJS,O,X,X,X,X,X,O
OIZTLSJ,O,X,X,X,X,X,O
OIZTJLS,O,X,X,X,X,O,X
OIZTJSL,O,X,X,X,X,O,X
OIZTSLJ,O,X,X,X,X,X,O
OIZTSJL,O,X,X,X,X,O,X
OIZLTJS,O,O,X,O,X,X,O
OIZLTSJ,O,O,X,O,X,X,O
OIZLJTS,O,O,O,O,X,O,O
OIZLJST,O,O,O,O,X,O,O
OIZLSTJ,O,O,X,O,X,X,O
OIZLSJT,O,O,O,O,X,O,O
OIZJTLS,O,X,O,X,X,O,X
OIZJTSL,O,X,O,X,X,O,X
OIZJLTS,O,O,O,O,X,O,O
OIZJLST,O,O,O,O,X,O,O
OIZJSTL,O,X,O,X,X,O,X
OIZJSLT,O,O,O,X,X,O,O
OIZSTLJ,O,X,X,X,X,X,O
OIZSTJL,O,X,X,X,X,O,X
OIZSLTJ,O,O,X,X,X,X,O
OIZSLJT,O,O,O,X,X,O,O
OIZSJTL,O,X,O,X,X,O,X
OIZSJLT,O,O,O,X,X,O,O
OLTIJSZ,O,O,X,O,X,X,O
OLTIJZS,O,O,X,O,X,X,O
OLTISJZ,O,O,X,O,X,X,O
OLTISZJ,O,O,X,O,X,X,O
OLTIZJS,O,O,X,O,X,X,O
OLTIZSJ,O,O,X,O,X,X,O
OLTJISZ,O,O,X,O,X,X,O
OLTJIZS,O,O,X,O,X,X,O
OLTJSIZ,O,O,X,O,X,X,O
OLTJSZI,O,O,X,O,X,X,O
OLTJZIS,O,O,X,O,X,X,O
OLTJZSI,O,O,X,O,X,X,O
OLTSIJZ,O,O,X,O,X,X,O
OLTSIZJ,O,O,X,O,X,X,O
OLTSJIZ,O,O,X,O,X,X,O
OLTSJZI,O,O,X,O,X,X,O
OLTSZIJ,O,O,X,O,X,X,O
OLTSZJI,O,O,X,O,X,X,O
OLTZIJS,O,O,X,O,X,X,O
OLTZISJ,O,O,X,O,X,X,O
OLTZJIS,O,O,X,O,X,X,O
OLTZJSI,O,O,X,O,X,X,O
OLTZSIJ,O,O,X,O,X,X,O
OLTZSJI,O,O,X,O,X,X,O
OLITJSZ,O,O,X,O,X,X,O
OLITJZS,O,O,X,O,X,X,O
OLITSJZ,O,O,X,O,X,X,O
OLITSZJ,O,O,X,O,X,X,O
OLITZJS,O,O,X,O,X,X,O
OLITZSJ,O,O,X,O,X,X,O
OLIJTSZ,O,O,O,O,O,O,O
OLIJTZS,O,O,O,O,O,O,O
OLIJSTZ,O,O,O,O,O,O,O
OLIJSZT,O,O,O,O,O,O,O
OLIJZTS,O,O,O,O,O,O,O
OLIJZST,O,O,O,O,O,O,O
OLISTJZ,O,O,X,O,X,X,O
OLISTZJ,O,O,X,O,X,X,O
OLISJTZ,O,O,O,O,O,O,O
OLISJZT,O,O,O,O,O,O,O
OLISZTJ,O,O,X,O,X,X,O
OLISZJT,O,O,O,O,X,O,O
OLIZTJS,O,O,X,O,X,X,O
OLIZTSJ,O,O,X,O,X,X,O
OLIZJTS,O,O,O,O,X,O,O
OLIZJST,O,O,O,O,X,O,O
OLIZSTJ,O,O,X,O,X,X,O
OLIZSJT,O,O,O,O,X,O,O
OLJTISZ,O,O,O,O,O,O,O
OLJTIZS,O,O,O,O,O,O,O
OLJTSIZ,O,O,O,O,O,O,O
OLJTSZI,O,O,O,O,O,O,O
OLJTZIS,O,O,O,O,O,O,O
OLJTZSI,O,O,O,O,O,O,O
OLJITSZ,O,O,O,O,O,O,O
OLJITZS,O,O,O,O,O,O,O
OLJISTZ,O,O,O,O,O,O,O
OLJISZT,O,O,O,O,O,O,O
OLJIZTS,O,O,O,O,O,O,O
OLJIZST,O,O,O,O,O,O,O
OLJSTIZ,O,O,O,O,O,O,O
OLJSTZI,O,O,O,O,O,O,O
OLJSITZ,O,O,O,O,O,O,O
OLJSIZT,O,O,O,O,O,O,O
OLJSZTI,O,O,O,O,O,O,O
OLJSZIT,O,O,O,O,O,O,O
OLJZTIS,O,O,O,O,O,O,O
OLJZTSI,O,O,O,O,O,O,O
OLJZITS,O,O,O,O,O,O,O
OLJZIST,O,O,O,O,O,O,O
OLJZSTI,O,O,O,O,O,O,O
OLJZSIT,O,O,O,O,O,O,O
OLSTIJZ,O,O,X,O,X,X,O
OLSTIZJ,O,O,X,O,X,X,O
OLSTJIZ,O,O,X,O,X,X,O
OLSTJZI,O,O,X,O,X,X,O
OLSTZIJ,O,O,X,O,X,X,O
OLSTZJI,O,O,X,O,X,X,O
OLSITJZ,O,O,X,O,X,X,O
OLSITZJ,O,O,X,O,X,X,O
OLSIJTZ,O,O,O,O,O,O,O
OLSIJZT,O,O,O,O,O,O,O
OLSIZTJ,O,O,X,O,X,X,O
OLSIZJT,O,O,O,O,X,O,O
OLSJTIZ,O,O,O,O,O,O,O
OLSJTZI,O,O,O,O,O,O,O
OLSJITZ,O,O,O,O,O,O,O
OLSJIZT,O,O,O,O,O,O,O
OLSJZTI,O,O,O,O,O,O,O
OLSJZIT,O,O,O,O,O,O,O
OLSZTIJ,O,O,X,O,X,X,O
OLSZTJI,O,O,X,O,X,X,O
OLSZITJ,O,O,X,O,X,X,O
OLSZIJT,O,O,O,O,X,O,O
OLSZJTI,O,O,O,O,X,O,O
OLSZJIT,O,O,O,O,X,O,O
OLZTIJS,O,O,X,O,X,X,O
OLZTISJ,O,O,X,O,X,X,O
OLZTJIS,O,O,X,O,X,X,O
OLZTJSI,O,O,X,O,X,X,O
OLZTSIJ,O,O,X,O,X,X,O
OLZTSJI,O,O,X,O,X,X,O
OLZITJS,O,O,X,O,X,X,O
OLZITSJ,O,O,X,O,X,X,O
OLZIJTS,O,O,O,O,X,O,O
OLZIJST,O,O,O,O,X,O,O
OLZISTJ,O,O,X,O,X,X,O
OLZISJT,O,O,O,O,X,O,O
OLZJTIS,O,O,O,O,X,O,O
OLZJTSI,O,O,O,O,X,O,O
OLZJITS,O,O,O,O,X,O,O
OLZJIST,O,O,O,O,X,O,O
OLZJSTI,O,O,O,O,X,O,O
OLZJSIT,O,O,O,O,X,O,O
OLZSTIJ,O,O,X,O,X,X,O
OLZSTJI,O,O,X,O,X,X,O
OLZSITJ,O,O,X,O,X,X,O
OLZSIJT,O,O,O,O,X,O,O
OLZSJTI,O,O,O,O,X,O,O
OLZSJIT,O,O,O,O,X,O,O
OJTILSZ,O,X,O,X,O,O,X
OJTILZS,O,X,O,X,O,O,X
OJTISLZ,O,X,O,X,O,O,X
OJTISZL,O,X,O,X,O,O,X
OJTIZLS,O,X,O,X,O,O,X
OJTIZSL,O,X,O,X,O,O,X
OJTLISZ,O,X,O,X,O,O,X
OJTLIZS,O,X,O,X,O,O,X
OJTLSIZ,O,X,O,X,O,O,X
OJTLSZI,O,X,O,X,O,O,X
OJTLZIS,O,X,O,X,O,O,X
OJTLZSI,O,X,O,X,O,O,X
OJTSILZ,O,X,O,X,O,O,X
OJTSIZL,O,X,O,X,O,O,X
OJTSLIZ,O,X,O,X,O,O,X
OJTSLZI,O,X,O,X,O,O,X
OJTSZIL,O,X,O,X,O,O,X
OJTSZLI,O,X,O,X,O,O,X
OJTZILS,O,X,O,X,O,O,X
OJTZISL,O,X,O,X,O,O,X
OJTZLIS,O,X,O,X,O,O,X
OJTZLSI,O,X,O,X,O,O,X
OJTZSIL,O,X,O,X,O,O,X
OJTZSLI,O,X,O,X,O,O,X
OJITLSZ,O,X,O,X,O,O,X
OJITLZS,O,X,O,X,O,O,X
OJITSLZ,O,X,O,X,O,O,X
OJITSZL,O,X,O,X,O,O,X
OJITZLS,O,X,O,X,O,O,X
OJITZSL,O,X,O,X,O,O,X
OJILTSZ,O,O,O,O,O,O,O
OJILTZS,O,O,O,O,O,O,O
OJILSTZ,O,O,O,O,O,O,O
OJILSZT,O,O,O,O,O,O,O
OJILZTS,O,O,O,O,O,O,O
OJILZST,O,O,O,O,O,O,O
OJISTLZ,O,X,O,X,O,O,X
OJISTZL,O,X,O,X,O,O,X
OJISLTZ,O,O,O,X,O,O,O
OJISLZT,O,O,O,X,O,O,O
OJISZTL,O,X,O,X,O,O,X
OJISZLT,O,O,O,X,O,O,O
OJIZTLS,O,X,O,X,O,O,X
OJIZTSL,O,X,O,X,O,O,X
OJIZLTS,O,O,O,O,O,O,O
OJIZLST,O,O,O,O,O,O,O
OJIZSTL,O,X,O,X,O,O,X
OJIZSLT,O,O,O,X,O,O,O
OJLTISZ,O,O,O,O,O,O,O
OJLTIZS,O,O,O,O,O,O,O
OJLTSIZ,O,O,O,O,O,O,O
OJLTSZI,O,O,O,O,O,O,O
OJLTZIS,O,O,O,O,O,O,O
OJLTZSI,O,O,O,O,O,O,O
OJLITSZ,O,O,O,O,O,O,O
OJLITZS,O,O,O,O,O,O,O
OJLISTZ,O,O,O,O,O,O,O
OJLISZT,O,O,O,O,O,O,O
OJLIZTS,O,O,O,O,O,O,O
OJLIZST,O,O,O,O,O,O,O
OJLSTIZ,O,O,O,O,O,O,O
OJLSTZI,O,O,O,O,O,O,O
OJLSITZ,O,O,O,O,O,O,O
OJLSIZT,O,O,O,O,O,O,O
OJLSZTI,O,O,O,O,O,O,O
OJLSZIT,O,O,O,O,O,O,O
OJLZTIS,O,O,O,O,O,O,O
OJLZTSI,O,O,O,O,O,O,O
OJLZITS,O,O,O,O,O,O,O
OJLZIST,O,O,O,O,O,O,O
OJLZSTI,O,O,O,O,O,O,O
OJLZSIT,O,O,O,O,O,O,O
OJSTILZ,O,X,O,X,O,O,X
OJSTIZL,O,X,O,X,O,O,X
OJSTLIZ,O,X,O,X,O,O,X
OJSTLZI,O,X,O,X,O,O,X
OJSTZIL,O,X,O,X,O,O,X
OJSTZLI,O,X,O,X,O,O,X
OJSITLZ,O,X,O,X,O,O,X
OJSITZL,O,X,O,X,O,O,X
OJSILTZ,O,O,O,X,O,O,O
OJSILZT,O,O,O,X,O,O,O
OJSIZTL,O,X,O,X,O,O,X
OJSIZLT,O,O,O,X,O,O,O
OJSLTIZ,O,O,O,X,O,O,O
OJSLTZI,O,O,O,X,O,O,O
OJSLITZ,O,O,O,X,O,O,O
OJSLIZT,O,O,O,X,O,O,O
OJSLZTI,O,O,O,X,O,O,O
OJSLZIT,O,O,O,X,O,O,O
OJSZTIL,O,X,O,X,O,O,X
OJSZTLI,O,X,O,X,O,O,X
OJSZITL,O,X,O,X,O,O,X
OJSZILT,O,O,O,X,O,O,O
OJSZLTI,O,O,O,X,O,O,O
OJSZLIT,O,O,O,X,O,O,O
OJZTILS,O,X,O,X,O,O,X
OJZTISL,O,X,O,X,O,O,X
OJZTLIS,O,X,O,X,O,O,X
OJZTLSI,O,X,O,X,O,O,X
OJZTSIL,O,X,O,X,O,O,X
OJZTSLI,O,X,O,X,O,O,X
OJZITLS,O,X,O,X,O,O,X
OJZITSL,O,X,O,X,O,O,X
OJZILTS,O,O,O,O,O,O,O
OJZILST,O,O,O,O,O,O,O
OJZISTL,O,X,O,X,O,O,X
OJZISLT,O,O,O,X,O,O,O
OJZLTIS,O,O,O,O,O,O,O
OJZLTSI,O,O,O,O,O,O,O
OJZLITS,O,O,O,O,O,O,O
OJZLIST,O,O,O,O,O,O,O
OJZLSTI,O,O,O,O,O,O,O
OJZLSIT,O,O,O,O,O,O,O
OJZSTIL,O,X,O,X,O,O,X
OJZSTLI,O,X,O,X,O,O,X
OJZSITL,O,X,O,X,O,O,X
OJZSILT,O,O,O,X,O,O,O
OJZSLTI,O,O,O,X,O,O,O
OJZSLIT,O,O,O,X,O,O,O
OSTILJZ,O,X,X,X,X,X,O
OSTILZJ,O,X,X,X,X,X,O
OSTIJLZ,O,X,X,X,X,O,X
OSTIJZL,O,X,X,X,X,O,X
OSTIZLJ,O,X,X,X,X,X,O
OSTIZJL,O,X,X,X,X,O,X
OSTLIJZ,O,X,X,X,X,X,O
OSTLIZJ,O,X,X,X,X,X,O
OSTLJIZ,O,X,X,X,X,X,O
OSTLJZI,O,X,X,X,X,X,O
OSTLZIJ,O,X,X,X,X,X,O
OSTLZJI,O,X,X,X,X,X,O
OSTJILZ,O,X,X,X,X,O,X
OSTJIZL,O,X,X,X,X,O,X
OSTJLIZ,O,X,X,X,X,O,X
OSTJLZI,O,X,X,X,X,O,X
OSTJZIL,O,X,X,X,X,O,X
OSTJZLI,O,X,X,X,X,O,X
OSTZILJ,O,X,X,X,X,X,O
OSTZIJL,O,X,X,X,X,O,X
OSTZLIJ,O,X,X,X,X,X,O
OSTZLJI,O,X,X,X,X,X,O
OSTZJIL,O,X,X,X,X,O,X
OSTZJLI,O,X,X,X,X,O,X
OSITLJZ,O,X,X,X,X,X,O
OSITLZJ,O,X,X,X,X,X,O
OSITJLZ,O,X,X,X,X,O,X
OSITJZL,O,X,X,X,X,O,X
OSITZLJ,O,X,X,X,X,X,O
OSITZJL,O,X,X,X,X,O,X
OSILTJZ,O,O,X,X,X,X,O
OSILTZJ,O,O,X,X,X,X,O
OSILJTZ,O,O,O,X,O,O,O
OSILJZT,O,O,O,X,O,O,O
OSILZTJ,O,O,X,X,X,X,O
OSILZJT,O,O,O,X,X,O,O
OSIJTLZ,O,X,O,X,O,O,X
OSIJTZL,O,X,O,X,O,O,X
OSIJLTZ,O,O,O,X,O,O,O
OSIJLZT,O,O,O,X,O,O,O
OSIJZTL,O,X,O,X,O,O,X
OSIJZLT,O,O,O,X,O,O,O
OSIZTLJ,O,X,X,X,X,X,O
OSIZTJL,O,X,X,X,X,O,X
OSIZLTJ,O,O,X,X,X,X,O
OSIZLJT,O,O,O,X,X,O,O
OSIZJTL,O,X,O,X,X,O,X
OSIZJLT,O,O,O,X,X,O,O
OSLTIJZ,O,O,X,X,X,X,O
OSLTIZJ,O,O,X,X,X,X,O
OSLTJIZ,O,O,X,X,X,X,O
OSLTJZI,O,O,X,X,X,X,O
OSLTZIJ,O,O,X,X,X,X,O
OSLTZJI,O,O,X,X,X,X,O
OSLITJZ,O,O,X,X,X,X,O
OSLITZJ,O,O,X,X,X,X,O
OSLIJTZ,O,O,O,X,O,O,O
OSLIJZT,O,O,O,X,O,O,O
OSLIZTJ,O,O,X,X,X,X,O
OSLIZJT,O,O,O,X,X,O,O
OSLJTIZ,O,O,O,X,O,O,O
OSLJTZI,O,O,O,X,O,O,O
OSLJITZ,O,O,O,X,O,O,O
OSLJIZT,O,O,O,X,O,O,O
OSLJZTI,O,O,O,X,O,O,O
OSLJZIT,O,O,O,X,O,O,O
OSLZTIJ,O,O,X,X,X,X,O
OSLZTJI,O,O,X,X,X,X,O
OSLZITJ,O,O,X,X,X,X,O
OSLZIJT,O,O,O,X,X,O,O
OSLZJTI,O,O,O,X,X,O,O
OSLZJIT,O,O,O,X,X,O,O
OSJTILZ,O,X,O,X,O,O,X
OSJTIZL,O,X,O,X,O,O,X
OSJTLIZ,O,X,O,X,O,O,X
OSJTLZI,O,X,O,X,O,O,X
OSJTZIL,O,X,O,X,O,O,X
OSJTZLI,O,X,O,X,O,O,X
OSJITLZ,O,X,O,X,O,O,X
OSJITZL,O,X,O,X,O,O,X
OSJILTZ,O,O,O,X,O,O,O
OSJILZT,O,O,O,X,O,O,O
OSJIZTL,O,X,O,X,O,O,X
OSJIZLT,O,O,O,X,O,O,O
OSJLTIZ,O,O,O,X,O,O,O
OSJLTZI,O,O,O,X,O,O,O
OSJLITZ,O,O,O,X,O,O,O
OSJLIZT,O,O,O,X,O,O,O
OSJLZTI,O,O,O,X,O,O,O
OSJLZIT,O,O,O,X,O,O,O
OSJZTIL,O,X,O,X,O,O,X
OSJZTLI,O,X,O,X,O,O,X
OSJZITL,O,X,O,X,O,O,X
OSJZILT,O,O,O,X,O,O,O
OSJZLTI,O,O,O,X,O,O,O
OSJZLIT,O,O,O,X,O,O,O
OSZTILJ,O,X,X,X,X,X,O
OSZTIJL,O,X,X,X,X,O,X
OSZTLIJ,O,X,X,X,X,X,O
OSZTLJI,O,X,X,X,X,X,O
OSZTJIL,O,X,X,X,X,O,X
OSZTJLI,O,X,X,X,X,O,X
OSZITLJ,O,X,X,X,X,X,O
OSZITJL,O,X,X,X,X,O,X
OSZILTJ,O,O,X,X,X,X,O
OSZILJT,O,O,O,X,X,O,O
OSZIJTL,O,X,O,X,X,O,X
OSZIJLT,O,O,O,X,X,O,O
OSZLTIJ,O,O,X,X,X,X,O
OSZLTJI,O,O,X,X,X,X,O
OSZLITJ,O,O,X,X,X,X,O
OSZLIJT,O,O,O,X,X,O,O
OSZLJTI,O,O,O,X,X,O,O
OSZLJIT,O,O,O,X,X,O,O
OSZJTIL,O,X,O,X,X,O,X
OSZJTLI,O,X,O,X,X,O,X
OSZJITL,O,X,O,X,X,O,X
OSZJILT,O,O,O,X,X,O,O
OSZJLTI,O,O,O,X,X,O,O
OSZJLIT,O,O,O,X,X,O,O
OZTILJS,O,X,X,X,X,X,O
OZTILSJ,O,X,X,X,X,X,O
OZTIJLS,O,X,X,X,X,O,X
OZTIJSL,O,X,X,X,X,O,X
OZTISLJ,O,X,X,X,X,X,O
OZTISJL,O,X,X,X,X,O,X
OZTLIJS,O,X,X,X,X,X,O
OZTLISJ,O,X,X,X,X,X,O
OZTLJIS,O,X,X,X,X,X,O
OZTLJSI,O,X,X,X,X,X,O
OZTLSIJ,O,X,X,X,X,X,O
OZTLSJI,O,X,X,X,X,X,O
OZTJILS,O,X,X,X,X,O,X
OZTJISL,O,X,X,X,X,O,X
OZTJLIS,O,X,X,X,X,O,X
OZTJLSI,O,X,X,X,X,O,X
OZTJSIL,O,X,X,X,X,O,X
OZTJSLI,O,X,X,X,X,O,X
OZTSILJ,O,X,X,X,X,X,O
OZTSIJL,O,X,X,X,X,O,X
OZTSLIJ,O,X,X,X,X,X,O
OZTSLJI,O,X,X,X,X,X,O
OZTSJIL,O,X,X,X,X,O,X
OZTSJLI,O,X,X,X,X,O,X
OZITLJS,O,X,X,X,X,X,O
OZITLSJ,O,X,X,X,X,X,O
OZITJLS,O,X,X,X,X,O,X
OZITJSL,O,X,X,X,X,O,X
OZITSLJ,O,X,X,X,X,X,O
OZITSJL,O,X,X,X,X,O,X
OZILTJS,O,O,X,O,X,X,O
OZILTSJ,O,O,X,O,X,X,O
OZILJTS,O,O,O,O,X,O,O
OZILJST,O,O,O,O,X,O,O
OZILSTJ,O,O,X,O,X,X,O
OZILSJT,O,O,O,O,X,O,O
OZIJTLS,O,X,O,X,X,O,X
OZIJTSL,O,X,O,X,X,O,X
OZIJLTS,O,O,O,O,X,O,O
OZIJLST,O,O,O,O,X,O,O
OZIJSTL,O,X,O,X,X,O,X
OZIJSLT,O,O,O,X,X,O,O
OZISTLJ,O,X,X,X,X,X,O
OZISTJL,O,X,X,X,X,O,X
OZISLTJ,O,O,X,X,X,X,O
OZISLJT,O,O,O,X,X,O,O
OZISJTL,O,X,O,X,X,O,X
OZISJLT,O,O,O,X,X,O,O
OZLTIJS,O,O,X,O,X,X,O
OZLTISJ,O,O,X,O,X,X,O
OZLTJIS,O,O,X,O,X,X,O
OZLTJSI,O,O,X,O,X,X,O
OZLTSIJ,O,O,X,O,X,X,O
OZLTSJI,O,O,X,O,X,X,O
OZLITJS,O,O,X,O,X,X,O
OZLITSJ,O,O,X,O,X,X,O
OZLIJTS,O,O,O,O,X,O,O
OZLIJST,O,O,O,O,X,O,O
OZLISTJ,O,O,X,O,X,X,O
OZLISJT,O,O,O,O,X,O,O
OZLJTIS,O,O,O,O,X,O,O
OZLJTSI,O,O,O,O,X,O,O
OZLJITS,O,O,O,O,X,O,O
OZLJIST,O,O,O,O,X,O,O
OZLJSTI,O,O,O,O,X,O,O
OZLJSIT,O,O,O,O,X,O,O
OZLSTIJ,O,O,X,O,X,X,O
OZLSTJI,O,O,X,O,X,X,O
OZLSITJ,O,O,X,O,X,X,O
OZLSIJT,O,O,O,O,X,O,O
OZLSJTI,O,O,O,O,X,O,O
OZLSJIT,O,O,O,O,X,O,O
OZJTILS,O,X,O,X,X,O,X
OZJTISL,O,X,O,X,X,O,X
OZJTLIS,O,X,O,X,X,O,X
OZJTLSI,O,X,O,X,X,O,X
OZJTSIL,O,X,O,X,X,O,X
OZJTSLI,O,X,O,X,X,O,X
OZJITLS,O,X,O,X,X,O,X
OZJITSL,O,X,O,X,X,O,X
OZJILTS,O,O,O,O,X,O,O
OZJILST,O,O,O,O,X,O,O
OZJISTL,O,X,O,X,X,O,X
OZJISLT,O,O,O,X,X,O,O
OZJLTIS,O,O,O,O,X,O,O
OZJLTSI,O,O,O,O,X,O,O
OZJLITS,O,O,O,O,X,O,O
OZJLIST,O,O,O,O,X,O,O
OZJLSTI,O,O,O,O,X,O,O
OZJLSIT,O,O,O,O,X,O,O
OZJSTIL,O,X,O,X,X,O,X
OZJSTLI,O,X,O,X,X,O,X
OZJSITL,O,X,O,X,X,O,X
OZJSILT,O,O,O,X,X,O,O
OZJSLTI,O,O,O,X,X,O,O
OZJSLIT,O,O,O,X,X,O,O
OZSTILJ,O,X,X,X,X,X,O
OZSTIJL,O,X,X,X,X,O,X
OZSTLIJ,O,X,X,X,X,X,O
OZSTLJI,O,X,X,X,X,X,O
OZSTJIL,O,X,X,X,X,O,X
OZSTJLI,O,X,X,X,X,O,X
OZSITLJ,O,X,X,X,X,X,O
OZSITJL,O,X,X,X,X,O,X
OZSILTJ,O,O,X,X,X,X,O
OZSILJT,O,O,O,X,X,O,O
OZSIJTL,O,X,O,X,X,O,X
OZSIJLT,O,O,O,X,X,O,O
OZSLTIJ,O,O,X,X,X,X,O
OZSLTJI,O,O,X,X,X,X,O
OZSLITJ,O,O,X,X,X,X,O
OZSLIJT,O,O,O,X,X,O,O
OZSLJTI,O,O,O,X,X,O,O
OZSLJIT,O,O,O,X,X,O,O
OZSJTIL,O,X,O,X,X,O,X
OZSJTLI,O,X,O,X,X,O,X
OZSJITL,O,X,O,X,X,O,X
OZSJILT,O,O,O,X,X,O,O
OZSJLTI,O,O,O,X,X,O,O
OZSJLIT,O,O,O,X,X,O,O
