sequence,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFufBcgBzcBC?eBXjBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFCbBzcBuiBc?jBXgBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8Jex6IvhFCdBTeBOkBX?gB0iBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFWgBCdBTeB0?iBXgBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFCbBWiBTeBX?gB0iBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeT7IvhFCdB0fBxiBO?kBXjBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JecAJvhFWiBxdBTfBX?jBikBFqB
ZOLSITJ,O,O,O,O,X,X,X
ZOLSIJT,O,O,O,O,X,X,X
ZOLSJTI,O,O,O,X,X,X,X
ZOLSJIT,O,O,O,O,X,X,X
ZOJTILS,O,O,O,O,X,X,X
ZOJTISL,O,O,O,O,O,X,O
ZOJTLIS,O,O,O,O,X,X,X
ZOJTLSI,O,O,O,O,X,X,O
ZOJTSIL,O,O,O,O,O,X,O
ZOJTSLI,O,O,O,O,O,X,O
ZOJITLS,X,O,O,O,X,X,X
ZOJITSL,O,O,X,O,O,X,X
ZOJILTS,X,O,O,O,X,X,X
ZOJILST,O,O,O,O,X,X,X
ZOJISTL,O,O,O,X,X,X,X
ZOJISLT,O,O,O,O,O,X,X
ZOJLTIS,X,O,O,O,X,X,X
ZOJLTSI,X,O,O,O,X,X,X
ZOJLITS,X,O,O,O,X,X,X
ZOJLIST,O,O,O,O,X,X,X
ZOJLSTI,O,O,O,X,X,X,X
ZOJLSIT,O,O,O,O,X,X,X
ZOJSTIL,O,O,O,X,X,X,O
ZOJSTLI,O,O,O,X,X,X,O
ZOJSITL,O,O,O,X,X,X,O
ZOJSILT,O,O,O,O,O,X,X
ZOJSLTI,O,O,O,X,X,X,X
ZOJSLIT,O,O,O,O,O,X,X
ZOSTILJ,O,O,O,O,X,X,O
ZOSTIJL,O,O,O,O,X,X,O
ZOSTLIJ,O,O,O,O,X,X,O
ZOSTLJI,O,O,O,O,X,X,O
ZOSTJIL,O,O,O,O,X,X,O
ZOSTJLI,O,O,O,O,X,X,O
ZOSITLJ,O,O,O,O,X,X,O
ZOSITJL,O,O,X,O,X,X,O
ZOSILTJ,O,O,O,O,X,X,X
ZOSILJT,O,O,O,O,O,X,X
ZOSIJTL,O,O,O,X,X,X,O
ZOSIJLT,O,O,O,O,O,X,X
ZOSLTIJ,O,O,O,O,X,X,X
ZOSLTJI,O,O,O,O,X,X,X
ZOSLITJ,O,O,O,O,X,X,X
ZOSLIJT,O,O,O,O,O,X,X
ZOSLJTI,O,O,O,X,X,X,X
ZOSLJIT,O,O,O,O,O,X,X
ZOSJTIL,O,O,O,X,X,X,O
ZOSJTLI,O,O,O,X,X,X,O
ZOSJITL,O,O,O,X,X,X,O
ZOSJILT,O,O,O,O,O,X,X
ZOSJLTI,O,O,O,X,X,X,X
ZOSJLIT,O,O,O,O,O,X,X
OTILJSZ,X,X,O,X,O,X,X
OTILJZS,X,X,O,O,X,O,X
OTILSJZ,O,O,O,X,O,X,X
OTILSZJ,O,O,O,X,O,O,X
OTILZJS,O,O,X,O,X,O,X
OTILZSJ,O,O,X,O,X,O,X
OTIJLSZ,X,X,O,X,O,X,X
OTIJLZS,X,X,O,O,X,O,X
OTIJSLZ,O,O,O,X,O,X,O
OTIJSZL,O,O,O,X,O,X,O
OTIJZLS,O,O,O,O,X,O,X
OTIJZSL,O,O,X,O,O,X,O
OTISLJZ,O,O,O,X,O,X,O
OTISLZJ,O,O,O,X,O,O,O
OTISJLZ,O,O,O,X,O,X,O
OTISJZL,O,O,O,X,O,X,O
OTISZLJ,O,O,O,X,O,O,O
OTISZJL,O,O,X,X,O,X,O
OTIZLJS,O,O,X,O,X,O,X
OTIZLSJ,O,O,X,O,X,O,X
OTIZJLS,O,O,X,O,X,O,X
OTIZJSL,O,O,X,O,O,X,O
OTIZSLJ,O,O,X,O,O,O,O
OTIZSJL,O,O,X,O,O,X,O
OTLIJSZ,X,X,O,X,O,X,X
OTLIJZS,X,X,O,O,X,O,X
OTLISJZ,O,O,O,X,O,X,X
OTLISZJ,O,O,O,X,O,O,X
OTLIZJS,O,O,X,O,X,O,X
OTLIZSJ,O,O,X,O,X,O,X
OTLJISZ,X,X,O,X,O,X,X
OTLJIZS,X,X,O,O,X,O,X
OTLJSIZ,X,X,O,X,O,X,O
OTLJSZI,X,X,O,X,O,X,O
OTLJZIS,X,X,O,O,X,O,X
OTLJZSI,X,X,O,O,X,X,O
OTLSIJZ,O,O,O,X,O,X,O
OTLSIZJ,O,O,O,X,O,O,O
OTLSJIZ,O,O,O,X,O,X,O
OTLSJZI,O,O,O,X,O,X,O
OTLSZIJ,O,O,O,X,O,O,O
OTLSZJI,O,O,O,X,O,X,O
OTLZIJS,O,O,O,O,X,O,X
OTLZISJ,O,O,O,O,X,O,X
OTLZJIS,O,O,O,O,X,O,X
OTLZJSI,O,O,O,O,X,X,O
OTLZSIJ,O,O,O,O,X,O,O
OTLZSJI,O,O,O,O,X,X,O
OTJILSZ,X,X,O,X,O,X,X
OTJILZS,X,X,O,O,X,O,X
OTJISLZ,O,O,O,X,O,X,O
OTJISZL,O,O,O,X,O,X,O
OTJIZLS,O,O,O,O,X,O,X
OTJIZSL,O,O,O,O,O,X,O
OTJLISZ,X,X,O,X,O,X,X
OTJLIZS,X,X,O,O,X,O,X
OTJLSIZ,X,X,O,X,O,X,O
OTJLSZI,X,X,O,X,O,X,O
OTJLZIS,X,X,O,O,X,O,X
OTJLZSI,X,X,O,O,X,X,O
OTJSILZ,O,O,O,X,O,X,O
OTJSIZL,O,O,O,X,O,X,O
OTJSLIZ,O,O,O,X,O,X,O
OTJSLZI,O,O,O,X,O,X,O
OTJSZIL,O,O,O,X,O,X,O
OTJSZLI,O,O,O,X,O,X,O
OTJZILS,O,O,O,O,X,O,X
OTJZISL,O,O,O,O,O,X,O
OTJZLIS,O,O,O,O,X,O,X
OTJZLSI,O,O,O,O,X,X,O
OTJZSIL,O,O,O,O,O,X,O
OTJZSLI,O,O,O,O,O,X,O
OTSILJZ,O,O,O,X,O,X,O
OTSILZJ,O,O,O,X,O,O,O
OTSIJLZ,O,O,O,X,O,X,O
OTSIJZL,O,O,O,X,O,X,O
OTSIZLJ,O,O,O,X,O,O,O
OTSIZJL,O,O,O,X,O,X,O
OTSLIJZ,O,O,O,X,O,X,O
OTSLIZJ,O,O,O,X,O,O,O
OTSLJIZ,O,O,O,X,O,X,O
OTSLJZI,O,O,O,X,O,X,O
OTSLZIJ,O,O,O,X,O,O,O
OTSLZJI,O,O,O,X,O,X,O
OTSJILZ,O,O,O,X,O,X,O
OTSJIZL,O,O,O,X,O,X,O
OTSJLIZ,O,O,O,X,O,X,O
OTSJLZI,O,O,O,X,O,X,O
OTSJZIL,O,O,O,X,O,X,O
OTSJZLI,O,O,O,X,O,X,O
OTSZILJ,O,O,O,X,O,O,O
OTSZIJL,O,O,O,X,O,X,O
OTSZLIJ,O,O,O,X,O,O,O
OTSZLJI,O,O,O,X,O,X,O
OTSZJIL,O,O,O,X,O,X,O
OTSZJLI,O,O,O,X,O,X,O
OTZILJS,O,O,O,O,X,O,X
OTZILSJ,O,O,O,O,X,O,X
OTZIJLS,O,O,O,O,X,O,X
OTZIJSL,O,O,O,O,O,X,O
OTZISLJ,O,O,O,O,O,O,O
OTZISJL,O,O,O,O,O,X,O
OTZLIJS,O,O,O,O,X,O,X
OTZLISJ,O,O,O,O,X,O,X
OTZLJIS,O,O,O,O,X,O,X
OTZLJSI,O,O,O,O,X,X,O
OTZLSIJ,O,O,O,O,X,O,O
OTZLSJI,O,O,O,O,X,X,O
OTZJILS,O,O,O,O,X,O,X
OTZJISL,O,O,O,O,O,X,O
OTZJLIS,O,O,O,O,X,O,X
OTZJLSI,O,O,O,O,X,X,O
OTZJSIL,O,O,O,O,O,X,O
OTZJSLI,O,O,O,O,O,X,O
OTZSILJ,O,O,O,O,O,O,O
OTZSIJL,O,O,O,O,O,X,O
OTZSLIJ,O,O,O,O,O,O,O
OTZSLJI,O,O,O,O,O,X,O
OTZSJIL,O,O,O,O,O,X,O
OTZSJLI,O,O,O,O,O,X,O
OITLJSZ,X,X,O,X,O,X,X
OITLJZS,X,X,O,O,X,O,X
OITLSJZ,O,O,O,X,O,X,X
OITLSZJ,O,O,O,X,O,O,X
OITLZJS,O,O,X,O,X,O,X
OITLZSJ,O,O,X,O,X,O,X
OITJLSZ,X,X,O,X,O,X,X
OITJLZS,X,X,O,O,X,O,X
OITJSLZ,O,O,O,X,O,X,X
OITJSZL,O,O,O,X,O,X,X
OITJZLS,O,O,O,O,X,O,X
OITJZSL,O,O,X,O,O,X,X
OITSLJZ,O,O,O,X,O,X,X
OITSLZJ,O,O,O,X,O,O,X
OITSJLZ,O,O,O,X,O,X,X
OITSJZL,O,O,O,X,O,X,X
OITSZLJ,O,O,O,X,O,O,X
OITSZJL,O,O,X,X,O,X,X
OITZLJS,O,O,X,O,X,O,X
OITZLSJ,O,O,X,O,X,O,X
OITZJLS,O,O,X,O,X,O,X
OITZJSL,O,O,X,O,O,X,X
OITZSLJ,O,O,X,O,O,O,X
OITZSJL,O,O,X,O,O,X,X
OILTJSZ,X,X,O,X,O,X,X
OILTJZS,X,X,O,O,X,O,X
OILTSJZ,O,O,O,X,O,X,X
OILTSZJ,O,O,O,X,O,O,X
OILTZJS,O,O,X,O,X,O,X
OILTZSJ,O,O,X,O,X,O,X
OILJTSZ,X,X,O,X,O,X,X
OILJTZS,X,X,O,X,X,O,X
OILJSTZ,X,X,O,X,O,X,X
OILJSZT,X,X,O,X,O,X,X
OILJZTS,X,X,O,O,X,X,X
OILJZST,X,X,O,O,X,X,X
OILSTJZ,O,X,O,X,O,X,X
OILSTZJ,O,O,O,X,X,O,X
OILSJTZ,O,X,O,X,O,X,X
OILSJZT,O,O,O,X,O,X,X
OILSZTJ,O,O,O,X,X,X,X
OILSZJT,O,O,O,X,O,X,X
OILZTJS,X,O,X,O,X,O,X
OILZTSJ,X,O,X,O,X,O,X
OILZJTS,X,O,X,O,X,X,X
OILZJST,O,O,X,O,X,X,X
OILZSTJ,O,O,X,O,X,X,X
OILZSJT,O,O,X,O,X,X,X
OIJTLSZ,X,X,O,X,O,X,X
OIJTLZS,X,X,O,X,X,O,X
OIJTSLZ,O,O,X,X,O,X,X
OIJTSZL,O,O,X,X,O,X,X
OIJTZLS,O,O,X,X,X,O,X
OIJTZSL,O,O,X,X,O,X,X
OIJLTSZ,X,X,O,X,O,X,X
OIJLTZS,X,X,O,X,X,O,X
OIJLSTZ,X,X,O,X,O,X,X
OIJLSZT,X,X,O,X,O,X,X
OIJLZTS,X,X,O,O,X,X,X
OIJLZST,X,X,O,O,X,X,X
OIJSTLZ,O,X,O,X,O,X,X
OIJSTZL,O,X,X,X,O,X,X
OIJSLTZ,O,X,O,X,O,X,X
OIJSLZT,O,O,O,X,O,X,X
OIJSZTL,O,O,X,X,X,X,X
OIJSZLT,O,O,O,X,O,X,X
OIJZTLS,X,O,X,O,X,X,X
OIJZTSL,O,O,X,X,O,X,X
OIJZLTS,X,O,O,O,X,X,X
OIJZLST,O,O,O,O,X,X,X
OIJZSTL,O,O,X,X,X,X,X
OIJZSLT,O,O,X,O,O,X,X
OISTLJZ,O,O,O,X,O,X,X
OISTLZJ,O,O,O,X,O,O,X
OISTJLZ,O,O,X,X,O,X,X
OISTJZL,O,O,X,X,O,X,X
OISTZLJ,O,O,X,X,O,O,X
OISTZJL,O,O,X,X,O,X,X
OISLTJZ,O,X,O,X,O,X,X
OISLTZJ,O,O,O,X,X,O,X
OISLJTZ,O,X,O,X,O,X,X
OISLJZT,O,O,O,X,O,X,X
OISLZTJ,O,O,O,X,X,X,X
OISLZJT,O,O,O,X,O,X,X
OISJTLZ,O,X,O,X,O,X,X
OISJTZL,O,X,X,X,O,X,X
OISJLTZ,O,X,O,X,O,X,X
OISJLZT,O,O,O,X,O,X,X
OISJZTL,O,O,X,X,X,X,X
OISJZLT,O,O,O,X,O,X,X
OISZTLJ,O,O,X,X,X,X,X
OISZTJL,O,O,X,X,X,X,X
OISZLTJ,O,O,O,X,X,X,X
OISZLJT,O,O,O,X,O,X,X
OISZJTL,O,O,X,X,X,X,X
OISZJLT,O,O,X,X,O,X,X
OIZTLJS,O,O,X,O,X,O,X
OIZTLSJ,O,O,X,O,X,O,X
OIZTJLS,O,O,X,O,X,O,X
OIZTJSL,O,O,X,O,O,X,X
OIZTSLJ,O,O,X,O,O,O,X
OIZTSJL,O,O,X,O,O,X,X
OIZLTJS,X,O,X,O,X,O,X
OIZLTSJ,X,O,X,O,X,O,X
OIZLJTS,X,O,X,O,X,X,X
OIZLJST,O,O,X,O,X,X,X
OIZLSTJ,O,O,X,O,X,X,X
OIZLSJT,O,O,X,O,X,X,X
OIZJTLS,X,O,X,O,X,X,X
OIZJTSL,O,O,X,O,O,X,X
OIZJLTS,X,O,X,O,X,X,X
OIZJLST,O,O,X,O,X,X,X
OIZJSTL,O,O,X,X,X,X,X
OIZJSLT,O,O,X,O,O,X,X
OIZSTLJ,O,O,X,O,X,X,X
OIZSTJL,O,O,X,O,X,X,X
OIZSLTJ,O,O,X,O,X,X,X
OIZSLJT,O,O,X,O,O,X,X
OIZSJTL,O,O,X,X,X,X,X
OIZSJLT,O,O,X,O,O,X,X
OLTIJSZ,X,X,O,X,O,X,X
OLTIJZS,X,X,O,O,X,O,X
OLTISJZ,O,O,O,X,O,X,X
OLTISZJ,O,O,O,X,O,O,X
OLTIZJS,O,O,X,O,X,O,X
OLTIZSJ,O,O,X,O,X,O,X
OLTJISZ,X,X,O,X,O,X,X
OLTJIZS,X,X,O,O,X,O,X
OLTJSIZ,X,X,O,X,O,X,X
OLTJSZI,X,X,O,X,O,X,X
OLTJZIS,X,X,O,O,X,O,X
OLTJZSI,X,X,O,O,X,X,X
OLTSIJZ,O,O,O,X,O,X,X
OLTSIZJ,O,O,O,X,O,O,X
OLTSJIZ,O,O,O,X,O,X,X
OLTSJZI,O,O,O,X,O,X,X
OLTSZIJ,O,O,O,X,O,O,X
OLTSZJI,O,O,O,X,O,X,X
OLTZIJS,O,O,O,O,X,O,X
OLTZISJ,O,O,O,O,X,O,X
OLTZJIS,O,O,O,O,X,O,X
OLTZJSI,O,O,O,O,X,X,X
OLTZSIJ,O,O,O,O,X,O,X
OLTZSJI,O,O,O,O,X,X,X
OLITJSZ,X,X,O,X,O,X,X
OLITJZS,X,X,O,O,X,O,X
OLITSJZ,O,O,O,X,O,X,X
OLITSZJ,O,O,O,X,O,O,X
OLITZJS,O,O,X,O,X,O,X
OLITZSJ,O,O,X,O,X,O,X
OLIJTSZ,X,X,O,X,O,X,X
OLIJTZS,X,X,O,X,X,O,X
OLIJSTZ,X,X,O,X,O,X,X
OLIJSZT,X,X,O,X,O,X,X
OLIJZTS,X,X,O,O,X,X,X
OLIJZST,X,X,O,O,X,X,X
OLISTJZ,O,X,O,X,O,X,X
OLISTZJ,O,O,O,X,X,O,X
OLISJTZ,O,X,O,X,O,X,X
OLISJZT,O,O,O,X,O,X,X
OLISZTJ,O,O,O,X,X,X,X
OLISZJT,O,O,O,X,O,X,X
OLIZTJS,X,O,X,O,X,O,X
OLIZTSJ,X,O,X,O,X,O,X
OLIZJTS,X,O,X,O,X,X,X
OLIZJST,O,O,X,O,X,X,X
OLIZSTJ,O,O,X,O,X,X,X
OLIZSJT,O,O,X,O,X,X,X
OLJTISZ,X,X,O,X,O,X,X
OLJTIZS,X,X,O,X,X,O,X
OLJTSIZ,X,X,O,X,O,X,X
OLJTSZI,X,X,O,X,O,X,X
OLJTZIS,X,X,O,X,X,O,X
OLJTZSI,X,X,O,X,X,X,X
OLJITSZ,X,X,O,X,O,X,X
OLJITZS,X,X,O,X,X,O,X
OLJISTZ,X,X,O,X,O,X,X
OLJISZT,X,X,O,X,O,X,X
OLJIZTS,X,X,O,O,X,X,X
OLJIZST,X,X,O,O,X,X,X
OLJSTIZ,X,X,O,X,O,X,X
OLJSTZI,X,X,X,X,X,X,X
OLJSITZ,X,X,O,X,O,X,X
OLJSIZT,X,X,O,X,O,X,X
OLJSZTI,X,X,O,X,X,X,X
OLJSZIT,X,X,O,X,O,X,X
OLJZTIS,X,X,O,O,X,X,X
OLJZTSI,X,X,O,X,X,X,X
OLJZITS,X,X,O,O,X,X,X
OLJZIST,X,X,O,O,X,X,X
OLJZSTI,X,X,O,X,X,X,X
OLJZSIT,X,X,O,O,X,X,X
OLSTIJZ,O,X,O,X,O,X,X
OLSTIZJ,O,O,O,X,X,O,X
OLSTJIZ,O,X,O,X,O,X,X
OLSTJZI,O,X,O,X,X,X,X
OLSTZIJ,O,O,O,X,X,O,X
OLSTZJI,O,O,O,X,X,X,X
OLSITJZ,O,X,O,X,O,X,X
OLSITZJ,O,O,O,X,X,O,X
OLSIJTZ,O,X,O,X,O,X,X
OLSIJZT,O,O,O,X,O,X,X
OLSIZTJ,O,O,O,X,X,X,X
OLSIZJT,O,O,O,X,O,X,X
OLSJTIZ,O,X,O,X,O,X,X
OLSJTZI,O,X,X,X,X,X,X
OLSJITZ,O,X,O,X,O,X,X
OLSJIZT,O,O,O,X,O,X,X
OLSJZTI,O,O,O,X,X,X,X
OLSJZIT,O,O,O,X,O,X,X
OLSZTIJ,O,O,O,X,X,X,X
OLSZTJI,O,O,O,X,X,X,X
OLSZITJ,O,O,O,X,X,X,X
OLSZIJT,O,O,O,X,O,X,X
OLSZJTI,O,O,O,X,X,X,X
OLSZJIT,O,O,O,X,O,X,X
OLZTIJS,O,O,O,O,X,O,X
OLZTISJ,O,O,O,O,X,O,X
OLZTJIS,O,O,O,O,X,O,X
OLZTJSI,O,O,O,O,X,X,X
OLZTSIJ,O,O,O,O,X,O,X
OLZTSJI,O,O,O,O,X,X,X
OLZITJS,X,O,O,O,X,O,X
OLZITSJ,X,O,O,O,X,O,X
OLZIJTS,X,O,O,O,X,X,X
OLZIJST,O,O,O,O,X,X,X
OLZISTJ,O,O,O,O,X,X,X
OLZISJT,O,O,O,O,X,X,X
OLZJTIS,X,O,O,O,X,X,X
OLZJTSI,X,O,O,O,X,X,X
OLZJITS,X,O,O,O,X,X,X
OLZJIST,O,O,O,O,X,X,X
OLZJSTI,O,O,O,X,X,X,X
OLZJSIT,O,O,O,O,X,X,X
OLZSTIJ,O,O,O,O,X,X,X
OLZSTJI,O,O,O,O,X,X,X
OLZSITJ,O,O,O,O,X,X,X
OLZSIJT,O,O,O,O,X,X,X
OLZSJTI,O,O,O,X,X,X,X
OLZSJIT,O,O,O,O,X,X,X
OJTILSZ,X,X,O,X,O,X,X
OJTILZS,X,X,O,X,X,O,X
OJTISLZ,O,O,O,X,O,X,O
OJTISZL,O,O,O,X,O,X,O
OJTIZLS,O,O,O,X,X,O,X
OJTIZSL,O,O,X,X,O,X,O
OJTLISZ,X,X,O,X,O,X,X
OJTLIZS,X,X,O,X,X,O,X
OJTLSIZ,X,X,O,X,O,X,O
OJTLSZI,X,X,O,X,O,X,O
OJTLZIS,X,X,O,X,X,O,X
OJTLZSI,X,X,O,X,X,X,O
OJTSILZ,O,O,O,X,O,X,O
OJTSIZL,O,O,O,X,O,X,O
OJTSLIZ,O,O,O,X,O,X,O
OJTSLZI,O,O,O,X,O,X,O
OJTSZIL,O,O,O,X,O,X,O
OJTSZLI,O,O,O,X,O,X,O
OJTZILS,O,O,O,X,X,O,X
OJTZISL,O,O,X,X,O,X,O
OJTZLIS,O,O,O,X,X,O,X
OJTZLSI,O,O,O,X,X,X,O
OJTZSIL,O,O,O,X,O,X,O
OJTZSLI,O,O,O,X,O,X,O
OJITLSZ,X,X,O,X,O,X,X
OJITLZS,X,X,O,X,X,O,X
OJITSLZ,O,O,X,X,O,X,X
OJITSZL,O,O,X,X,O,X,X
OJITZLS,O,O,X,X,X,O,X
OJITZSL,O,O,X,X,O,X,X
OJILTSZ,X,X,O,X,O,X,X
OJILTZS,X,X,O,X,X,O,X
OJILSTZ,X,X,O,X,O,X,X
OJILSZT,X,X,O,X,O,X,X
OJILZTS,X,X,O,O,X,X,X
OJILZST,X,X,O,O,X,X,X
OJISTLZ,O,X,O,X,O,X,X
OJISTZL,O,X,X,X,O,X,X
OJISLTZ,O,X,O,X,O,X,X
OJISLZT,O,O,O,X,O,X,X
OJISZTL,O,O,X,X,X,X,X
OJISZLT,O,O,O,X,O,X,X
OJIZTLS,X,O,O,O,X,X,X
OJIZTSL,O,O,X,X,O,X,X
OJIZLTS,X,O,O,O,X,X,X
OJIZLST,O,O,O,O,X,X,X
OJIZSTL,O,O,X,X,X,X,X
OJIZSLT,O,O,O,O,O,X,X
OJLTISZ,X,X,O,X,O,X,X
OJLTIZS,X,X,O,X,X,O,X
OJLTSIZ,X,X,O,X,O,X,X
OJLTSZI,X,X,O,X,O,X,X
OJLTZIS,X,X,O,X,X,O,X
OJLTZSI,X,X,O,X,X,X,X
OJLITSZ,X,X,O,X,O,X,X
OJLITZS,X,X,O,X,X,O,X
OJLISTZ,X,X,O,X,O,X,X
OJLISZT,X,X,O,X,O,X,X
OJLIZTS,X,X,O,O,X,X,X
OJLIZST,X,X,O,O,X,X,X
OJLSTIZ,X,X,O,X,O,X,X
OJLSTZI,X,X,X,X,X,X,X
OJLSITZ,X,X,O,X,O,X,X
OJLSIZT,X,X,O,X,O,X,X
OJLSZTI,X,X,O,X,X,X,X
OJLSZIT,X,X,O,X,O,X,X
OJLZTIS,X,X,O,O,X,X,X
OJLZTSI,X,X,O,X,X,X,X
OJLZITS,X,X,O,O,X,X,X
OJLZIST,X,X,O,O,X,X,X
OJLZSTI,X,X,O,X,X,X,X
OJLZSIT,X,X,O,O,X,X,X
OJSTILZ,O,X,O,X,O,X,O
OJSTIZL,O,X,X,X,O,X,O
OJSTLIZ,O,X,O,X,O,X,O
OJSTLZI,O,X,X,X,O,X,O
OJSTZIL,O,X,X,X,O,X,O
OJSTZLI,O,X,X,X,O,X,O
OJSITLZ,O,X,O,X,O,X,O
OJSITZL,O,X,X,X,O,X,O
OJSILTZ,O,X,O,X,O,X,X
OJSILZT,O,O,O,X,O,X,X
OJSIZTL,O,O,O,X,X,X,O
OJSIZLT,O,O,O,X,O,X,X
OJSLTIZ,O,X,O,X,O,X,X
OJSLTZI,O,X,X,X,X,X,X
OJSLITZ,O,X,O,X,O,X,X
OJSLIZT,O,O,O,X,O,X,X
OJSLZTI,O,O,O,X,X,X,X
OJSLZIT,O,O,O,X,O,X,X
OJSZTIL,O,O,O,X,X,X,O
OJSZTLI,O,O,O,X,X,X,O
OJSZITL,O,O,O,X,X,X,O
OJSZILT,O,O,O,X,O,X,X
OJSZLTI,O,O,O,X,X,X,X
OJSZLIT,O,O,O,X,O,X,X
OJZTILS,O,O,O,O,X,X,X
OJZTISL,O,O,X,X,O,X,O
OJZTLIS,O,O,O,O,X,X,X
OJZTLSI,O,O,O,X,X,X,O
OJZTSIL,O,O,O,X,O,X,O
OJZTSLI,O,O,O,X,O,X,O
OJZITLS,X,O,O,O,X,X,X
OJZITSL,O,O,X,X,O,X,X
OJZILTS,X,O,O,O,X,X,X
OJZILST,O,O,O,O,X,X,X
OJZISTL,O,O,O,X,X,X,X
OJZISLT,O,O,O,O,O,X,X
OJZLTIS,X,O,O,O,X,X,X
OJZLTSI,X,O,O,X,X,X,X
OJZLITS,X,O,O,O,X,X,X
OJZLIST,O,O,O,O,X,X,X
OJZLSTI,O,O,O,X,X,X,X
OJZLSIT,O,O,O,O,X,X,X
OJZSTIL,O,O,O,X,X,X,O
OJZSTLI,O,O,O,X,X,X,O
OJZSITL,O,O,O,X,X,X,O
OJZSILT,O,O,O,O,O,X,X
OJZSLTI,O,O,O,X,X,X,X
OJZSLIT,O,O,O,O,O,X,X
OSTILJZ,O,O,O,X,O,X,O
OSTILZJ,O,O,O,X,O,O,O
OSTIJLZ,O,O,O,X,O,X,O
OSTIJZL,O,O,O,X,O,X,O
OSTIZLJ,O,O,O,X,O,O,O
OSTIZJL,O,O,X,X,O,X,O
OSTLIJZ,O,O,O,X,O,X,O
OSTLIZJ,O,O,O,X,O,O,O
OSTLJIZ,O,O,O,X,O,X,O
OSTLJZI,O,O,O,X,O,X,O
OSTLZIJ,O,O,O,X,O,O,O
OSTLZJI,O,O,O,X,O,X,O
OSTJILZ,O,O,O,X,O,X,O
OSTJIZL,O,O,O,X,O,X,O
OSTJLIZ,O,O,O,X,O,X,O
OSTJLZI,O,O,O,X,O,X,O
OSTJZIL,O,O,O,X,O,X,O
OSTJZLI,O,O,O,X,O,X,O
OSTZILJ,O,O,O,X,O,O,O
OSTZIJL,O,O,X,X,O,X,O
OSTZLIJ,O,O,O,X,O,O,O
OSTZLJI,O,O,O,X,O,X,O
OSTZJIL,O,O,O,X,O,X,O
OSTZJLI,O,O,O,X,O,X,O
OSITLJZ,O,O,O,X,O,X,O
OSITLZJ,O,O,O,X,O,O,O
OSITJLZ,O,O,X,X,O,X,O
OSITJZL,O,O,X,X,O,X,O
OSITZLJ,O,O,X,X,O,O,O
OSITZJL,O,O,X,X,O,X,O
OSILTJZ,O,X,O,X,O,X,X
OSILTZJ,O,O,O,X,X,O,X
OSILJTZ,O,X,O,X,O,X,X
OSILJZT,O,O,O,X,O,X,X
OSILZTJ,O,O,O,X,X,X,X
OSILZJT,O,O,O,X,O,X,X
OSIJTLZ,O,X,O,X,O,X,O
OSIJTZL,O,X,X,X,O,X,O
OSIJLTZ,O,X,O,X,O,X,X
OSIJLZT,O,O,O,X,O,X,X
OSIJZTL,O,O,X,X,X,X,O
OSIJZLT,O,O,O,X,O,X,X
OSIZTLJ,O,O,O,X,X,X,O
OSIZTJL,O,O,X,X,X,X,O
OSIZLTJ,O,O,O,X,X,X,X
OSIZLJT,O,O,O,X,O,X,X
OSIZJTL,O,O,X,X,X,X,O
OSIZJLT,O,O,O,X,O,X,X
OSLTIJZ,O,X,O,X,O,X,X
OSLTIZJ,O,O,O,X,X,O,X
OSLTJIZ,O,X,O,X,O,X,X
OSLTJZI,O,X,O,X,X,X,X
OSLTZIJ,O,O,O,X,X,O,X
OSLTZJI,O,O,O,X,X,X,X
OSLITJZ,O,X,O,X,O,X,X
OSLITZJ,O,O,O,X,X,O,X
OSLIJTZ,O,X,O,X,O,X,X
OSLIJZT,O,O,O,X,O,X,X
OSLIZTJ,O,O,O,X,X,X,X
OSLIZJT,O,O,O,X,O,X,X
OSLJTIZ,O,X,O,X,O,X,X
OSLJTZI,O,X,X,X,X,X,X
OSLJITZ,O,X,O,X,O,X,X
OSLJIZT,O,O,O,X,O,X,X
OSLJZTI,O,O,O,X,X,X,X
OSLJZIT,O,O,O,X,O,X,X
OSLZTIJ,O,O,O,X,X,X,X
OSLZTJI,O,O,O,X,X,X,X
OSLZITJ,O,O,O,X,X,X,X
OSLZIJT,O,O,O,X,O,X,X
OSLZJTI,O,O,O,X,X,X,X
OSLZJIT,O,O,O,X,O,X,X
OSJTILZ,O,X,O,X,O,X,O
OSJTIZL,O,X,X,X,O,X,O
OSJTLIZ,O,X,O,X,O,X,O
OSJTLZI,O,X,X,X,O,X,O
OSJTZIL,O,X,X,X,O,X,O
OSJTZLI,O,X,X,X,O,X,O
OSJITLZ,O,X,O,X,O,X,O
OSJITZL,O,X,X,X,O,X,O
OSJILTZ,O,X,O,X,O,X,X
OSJILZT,O,O,O,X,O,X,X
OSJIZTL,O,O,O,X,X,X,O
OSJIZLT,O,O,O,X,O,X,X
OSJLTIZ,O,X,O,X,O,X,X
OSJLTZI,O,X,X,X,X,X,X
