sequence,v115@vhG8/IZkBasBGoBzpBXrBzsB,v115@vhGfDJ5oBikBuqBzpB0rBzsB,v115@vhGc/I5oB6rBTnBetBTpB3qB,v115@vhG/DJZkBqpBTlBOrBUsBTtB,v115@vhGT/IihBcqB3mB+tBTpBRwB,v115@vhGGBJTjBKpBUmB/sBTtBRwB,v115@vhGT/IXhB8mB+tBTpBiqBRwB,v115@vhGfGJ0hBTjBKpBGsBTtBRwB,v115@vhGz/IihBcqB3mB+tBTpBRwB,v115@vhGGBJziBKpBUmB/sBTtBRwB,v115@vhGz/IXhB8mB+tBTpBiqBRwB,v115@vhGfGJ0hBziBKpBGsBTtBRwB,v115@vhGSDJxkB/rB8sB+tBTpBTqB,v115@vhG2/IKpBfqBcrBxnBTsBTtB
ZSJTOLI,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZSJITLO,X,X,O,O,O,X,X,X,O,X,X,X,X,X
ZSJITOL,X,O,O,X,O,X,X,X,O,X,X,X,X,X
ZSJILTO,X,X,O,O,O,X,X,X,O,X,X,X,X,X
ZSJILOT,O,O,O,O,O,X,X,X,O,X,X,X,O,X
ZSJIOTL,O,O,O,X,O,X,X,X,O,X,X,X,O,X
ZSJIOLT,O,O,O,O,O,X,X,X,O,X,X,X,O,X
ZSJLTIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJLTOI,X,X,O,O,X,X,X,X,X,X,X,X,O,X
ZSJLITO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJLIOT,O,O,O,O,X,X,X,X,X,X,X,X,O,X
ZSJLOTI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
ZSJLOIT,O,O,O,O,X,X,X,X,X,X,X,X,O,X
ZSJOTIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
ZSJOTLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
ZSJOITL,O,O,O,X,O,X,X,X,O,X,X,X,O,X
ZSJOILT,O,O,O,O,O,X,X,X,O,X,X,X,O,X
ZSJOLTI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
ZSJOLIT,O,O,O,O,X,X,X,X,X,X,X,X,O,X
ZSOTILJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTIJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTLIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTLJI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTJIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTJLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOITLJ,O,O,X,X,O,O,X,X,O,O,X,X,X,X
ZSOITJL,O,O,X,X,O,O,X,X,O,O,X,X,X,X
ZSOILTJ,O,O,X,O,O,O,X,X,O,O,X,X,X,O
ZSOILJT,O,O,O,O,O,O,X,X,O,O,X,X,X,O
ZSOIJTL,O,O,O,X,O,O,X,X,O,O,X,X,O,X
ZSOIJLT,O,O,O,O,O,O,X,X,O,O,X,X,O,X
ZSOLTIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSOLTJI,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSOLITJ,O,O,X,O,X,O,X,X,X,O,X,X,X,O
ZSOLIJT,O,O,O,O,X,O,X,X,X,O,X,X,X,O
ZSOLJTI,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZSOLJIT,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZSOJTIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
ZSOJTLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
ZSOJITL,O,O,O,X,O,X,X,X,O,X,X,X,O,X
ZSOJILT,O,O,O,O,O,X,X,X,O,X,X,X,O,X
ZSOJLTI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
ZSOJLIT,O,O,O,O,X,X,X,X,X,X,X,X,O,X
ZOTILJS,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOTILSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOTIJLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTIJSL,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZOTISLJ,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZOTISJL,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZOTLIJS,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOTLISJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOTLJIS,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOTLJSI,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOTLSIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOTLSJI,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOTJILS,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJISL,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZOTJLIS,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJLSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJSIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJSLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSILJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSIJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSLIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSLJI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSJIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSJLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOITLJS,O,O,X,X,X,O,O,X,X,X,O,X,X,O
ZOITLSJ,O,O,X,X,X,O,O,X,X,X,O,X,X,O
ZOITJLS,O,O,X,X,X,O,O,X,X,X,O,X,X,X
ZOITJSL,O,O,X,X,O,O,X,X,O,X,X,X,X,X
ZOITSLJ,O,O,X,X,O,O,X,X,O,X,X,X,X,X
ZOITSJL,O,O,X,X,O,O,X,X,O,X,X,X,X,X
ZOILTJS,O,O,X,O,X,O,O,X,X,X,O,X,X,O
ZOILTSJ,O,O,X,O,X,O,O,X,X,X,O,X,X,O
ZOILJTS,O,O,O,O,X,O,O,O,X,X,O,O,X,O
ZOILJST,O,O,O,O,O,O,O,O,O,X,O,O,X,O
ZOILSTJ,O,O,X,O,O,O,O,X,O,X,O,X,X,O
ZOILSJT,O,O,O,O,O,O,O,O,O,X,O,O,X,O
ZOIJTLS,O,O,O,X,X,O,O,O,X,X,O,O,O,X
ZOIJTSL,O,O,O,X,O,O,X,O,O,X,X,O,O,X
ZOIJLTS,O,O,O,O,X,O,O,O,X,X,O,O,O,O
ZOIJLST,O,O,O,O,O,O,O,O,O,X,O,O,O,O
ZOIJSTL,O,O,O,X,O,O,X,O,O,X,X,O,O,X
ZOIJSLT,O,O,O,O,O,O,O,O,O,X,O,O,O,X
ZOISTLJ,O,O,X,X,O,O,X,X,O,X,X,X,X,X
ZOISTJL,O,O,X,X,O,O,X,X,O,X,X,X,X,X
ZOISLTJ,O,O,X,O,O,O,O,X,O,X,O,X,X,O
ZOISLJT,O,O,O,O,O,O,O,O,O,X,O,O,X,O
ZOISJTL,O,O,O,X,O,O,X,O,O,X,X,O,O,X
ZOISJLT,O,O,O,O,O,O,O,O,O,X,O,O,O,X
ZOLTIJS,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOLTISJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOLTJIS,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOLTJSI,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOLTSIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOLTSJI,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOLITJS,O,O,X,O,X,O,O,X,X,X,O,X,X,O
ZOLITSJ,O,O,X,O,X,O,O,X,X,X,O,X,X,O
ZOLIJTS,O,O,O,O,X,O,O,O,X,X,O,O,X,O
ZOLIJST,O,O,O,O,O,O,O,O,O,X,O,O,X,O
ZOLISTJ,O,O,X,O,O,O,O,X,O,X,O,X,X,O
ZOLISJT,O,O,O,O,O,O,O,O,O,X,O,O,X,O
ZOLJTIS,O,O,O,O,X,X,X,O,X,X,X,O,X,O
ZOLJTSI,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZOLJITS,O,O,O,O,X,X,O,O,X,X,O,O,X,O
ZOLJIST,O,O,O,O,O,X,O,O,O,X,O,O,X,O
ZOLJSTI,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZOLJSIT,O,O,O,O,X,X,O,O,X,X,O,O,X,O
ZOLSTIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOLSTJI,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOLSITJ,O,O,X,O,X,O,O,X,X,O,O,X,X,O
ZOLSIJT,O,O,O,O,X,O,O,X,X,O,O,X,X,O
ZOLSJTI,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZOLSJIT,O,O,O,O,X,X,O,X,X,X,O,X,X,O
ZOJTILS,O,O,O,X,X,X,X,O,X,X,X,O,O,X
ZOJTISL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
ZOJTLIS,O,O,O,X,X,X,X,O,X,X,X,O,O,X
ZOJTLSI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
ZOJTSIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
ZOJTSLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
ZOJITLS,O,O,O,X,X,X,O,O,X,X,O,O,O,X
ZOJITSL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
ZOJILTS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
ZOJILST,O,O,O,O,O,X,O,O,O,X,O,O,O,O
ZOJISTL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
ZOJISLT,O,O,O,O,O,X,O,O,O,X,O,O,O,X
ZOJLTIS,O,O,O,O,X,X,X,O,X,X,X,O,O,O
ZOJLTSI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
ZOJLITS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
ZOJLIST,O,O,O,O,O,X,O,O,O,X,O,O,O,O
ZOJLSTI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
ZOJLSIT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
ZOJSTIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
ZOJSTLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
ZOJSITL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
ZOJSILT,O,O,O,O,O,X,X,O,O,X,X,O,O,X
ZOJSLTI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
ZOJSLIT,O,O,O,O,X,X,X,O,X,X,X,O,O,X
ZOSTILJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTIJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTLIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTLJI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTJIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTJLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSITLJ,O,O,X,X,O,O,X,X,O,O,X,X,X,X
ZOSITJL,O,O,X,X,O,O,X,X,O,O,X,X,X,X
ZOSILTJ,O,O,X,O,O,O,X,X,O,O,X,X,X,O
ZOSILJT,O,O,O,O,O,O,X,X,O,O,X,X,X,O
ZOSIJTL,O,O,O,X,O,O,X,X,O,O,X,X,O,X
ZOSIJLT,O,O,O,O,O,O,X,X,O,O,X,X,O,X
ZOSLTIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOSLTJI,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOSLITJ,O,O,X,O,X,O,X,X,X,O,X,X,X,O
ZOSLIJT,O,O,O,O,X,O,X,X,X,O,X,X,X,O
ZOSLJTI,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZOSLJIT,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZOSJTIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
ZOSJTLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
ZOSJITL,O,O,O,X,O,X,X,X,O,X,X,X,O,X
ZOSJILT,O,O,O,O,O,X,X,X,O,X,X,X,O,X
ZOSJLTI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
ZOSJLIT,O,O,O,O,X,X,X,X,X,X,X,X,O,X
OTILJSZ,O,O,X,X,X,X,O,O,X,X,O,O,X,O
OTILJZS,O,O,X,X,X,X,O,O,X,X,O,O,X,O
OTILSJZ,O,O,X,X,X,X,O,O,X,X,O,O,X,O
OTILSZJ,O,O,X,X,X,O,O,X,X,X,O,X,X,O
OTILZJS,O,O,X,X,X,O,O,X,X,X,O,X,X,O
OTILZSJ,O,O,X,X,X,O,O,X,X,X,O,X,X,O
OTIJLSZ,O,O,X,X,X,X,O,O,X,X,O,O,O,X
OTIJLZS,O,O,X,X,X,X,O,O,X,X,O,O,O,X
OTIJSLZ,O,O,X,X,O,X,X,O,X,X,X,O,O,X
OTIJSZL,O,O,X,X,O,X,X,O,X,X,X,O,O,X
OTIJZLS,O,O,X,X,X,X,O,O,X,X,O,O,O,X
OTIJZSL,O,O,X,X,O,X,X,O,X,X,X,O,O,X
OTISLJZ,O,O,X,X,O,X,X,O,X,X,X,O,X,X
OTISLZJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTISJLZ,O,O,X,X,O,X,X,O,X,X,X,O,O,X
OTISJZL,O,O,X,X,O,X,X,O,X,X,X,O,O,X
OTISZLJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTISZJL,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTIZLJS,O,O,X,X,X,O,O,X,X,X,O,X,X,O
OTIZLSJ,O,O,X,X,X,O,O,X,X,X,O,X,X,O
OTIZJLS,O,O,X,X,X,O,O,X,X,X,O,X,X,X
OTIZJSL,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTIZSLJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTIZSJL,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTLIJSZ,O,O,X,X,X,X,O,O,X,X,O,O,X,O
OTLIJZS,O,O,X,X,X,X,O,O,X,X,O,O,X,O
OTLISJZ,O,O,X,X,X,X,O,O,X,X,O,O,X,O
OTLISZJ,O,O,X,X,X,O,O,X,X,X,O,X,X,O
OTLIZJS,O,O,X,X,X,O,O,X,X,X,O,X,X,O
OTLIZSJ,O,O,X,X,X,O,O,X,X,X,O,X,X,O
OTLJISZ,O,O,X,X,X,X,O,O,X,X,O,O,X,O
OTLJIZS,O,O,X,X,X,X,O,O,X,X,O,O,X,O
OTLJSIZ,O,O,X,X,X,X,O,X,X,X,O,X,X,O
OTLJSZI,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTLJZIS,O,O,X,X,X,X,X,O,X,X,X,O,X,O
OTLJZSI,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTLSIJZ,O,O,X,X,X,X,O,X,X,X,O,X,X,O
OTLSIZJ,O,O,X,X,X,O,O,X,X,O,O,X,X,O
OTLSJIZ,O,O,X,X,X,X,O,X,X,X,O,X,X,O
OTLSJZI,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTLSZIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTLSZJI,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTLZIJS,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTLZISJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTLZJIS,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTLZJSI,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTLZSIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTLZSJI,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTJILSZ,O,O,X,X,X,X,O,O,X,X,O,O,O,X
OTJILZS,O,O,X,X,X,X,O,O,X,X,O,O,O,X
OTJISLZ,O,O,X,X,O,X,X,O,X,X,X,O,O,X
OTJISZL,O,O,X,X,O,X,X,O,X,X,X,O,O,X
OTJIZLS,O,O,X,X,X,X,O,O,X,X,O,O,O,X
OTJIZSL,O,O,X,X,O,X,X,O,X,X,X,O,O,X
OTJLISZ,O,O,X,X,X,X,O,O,X,X,O,O,O,X
OTJLIZS,O,O,X,X,X,X,O,O,X,X,O,O,O,X
OTJLSIZ,O,O,X,X,X,X,O,X,X,X,O,X,O,X
OTJLSZI,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTJLZIS,O,O,X,X,X,X,X,O,X,X,X,O,O,X
OTJLZSI,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTJSILZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTJSIZL,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTJSLIZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTJSLZI,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTJSZIL,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTJSZLI,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTJZILS,O,O,X,X,X,X,X,O,X,X,X,O,O,X
OTJZISL,O,O,X,X,O,X,X,O,O,X,X,O,O,X
OTJZLIS,O,O,X,X,X,X,X,O,X,X,X,O,O,X
OTJZLSI,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTJZSIL,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTJZSLI,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTSILJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSILZJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X
OTSIJLZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTSIJZL,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTSIZLJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X
OTSIZJL,O,O,X,X,X,O,X,X,X,O,X,X,X,X
OTSLIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSLIZJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X
OTSLJIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSLJZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSLZIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSLZJI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSJILZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTSJIZL,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTSJLIZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTSJLZI,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTSJZIL,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTSJZLI,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTSZILJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSZIJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSZLIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSZLJI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSZJIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSZJLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZILJS,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTZILSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTZIJLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZIJSL,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OTZISLJ,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OTZISJL,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OTZLIJS,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTZLISJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTZLJIS,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTZLJSI,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTZLSIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTZLSJI,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTZJILS,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZJISL,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OTZJLIS,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZJLSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZJSIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZJSLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZSILJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZSIJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZSLIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZSLJI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZSJIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZSJLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITLJSZ,O,O,X,X,X,X,O,O,X,X,O,O,X,O
OITLJZS,O,O,X,X,X,X,O,O,X,X,O,O,X,O
OITLSJZ,O,O,X,X,X,X,O,O,X,X,O,O,X,O
OITLSZJ,O,O,X,X,X,O,O,X,X,X,O,X,X,O
OITLZJS,O,O,X,X,X,O,O,X,X,X,O,X,X,O
OITLZSJ,O,O,X,X,X,O,O,X,X,X,O,X,X,O
OITJLSZ,O,O,X,X,X,X,O,O,X,X,O,O,O,X
OITJLZS,O,O,X,X,X,X,O,O,X,X,O,O,O,X
OITJSLZ,O,O,X,X,O,X,X,O,X,X,X,O,O,X
OITJSZL,O,O,X,X,O,X,X,O,X,X,X,O,O,X
OITJZLS,O,O,X,X,X,X,O,O,X,X,O,O,O,X
OITJZSL,O,O,X,X,O,X,X,O,X,X,X,O,O,X
OITSLJZ,O,O,X,X,O,X,X,O,X,X,X,O,X,X
OITSLZJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OITSJLZ,O,O,X,X,O,X,X,O,X,X,X,O,O,X
OITSJZL,O,O,X,X,O,X,X,O,X,X,X,O,O,X
OITSZLJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OITSZJL,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OITZLJS,O,O,X,X,X,O,O,X,X,X,O,X,X,O
OITZLSJ,O,O,X,X,X,O,O,X,X,X,O,X,X,O
OITZJLS,O,O,X,X,X,O,O,X,X,X,O,X,X,X
OITZJSL,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OITZSLJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OITZSJL,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OILTJSZ,O,O,X,O,X,X,O,O,X,X,O,O,X,O
OILTJZS,O,O,X,O,X,X,O,O,X,X,O,O,X,O
OILTSJZ,O,O,X,O,X,X,O,O,X,X,O,O,X,O
OILTSZJ,O,O,X,O,X,O,O,X,X,X,O,X,X,O
OILTZJS,O,O,X,O,X,O,O,X,X,X,O,X,X,O
OILTZSJ,O,O,X,O,X,O,O,X,X,X,O,X,X,O
OILJTSZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
OILJTZS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
OILJSTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,O
OILJSZT,O,O,O,O,O,O,O,O,X,X,O,O,O,O
OILJZTS,O,O,O,O,X,O,O,O,X,X,O,O,O,O
OILJZST,O,O,O,O,O,O,O,O,X,X,O,O,O,O
OILSTJZ,O,O,X,O,O,X,O,O,X,X,O,O,X,O
OILSTZJ,O,O,X,O,O,O,O,X,X,O,O,X,X,O
OILSJTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,O
OILSJZT,O,O,O,O,O,O,O,O,X,O,O,O,O,O
OILSZTJ,O,O,X,O,O,O,O,X,X,O,O,X,X,O
OILSZJT,O,O,O,O,O,O,O,O,X,O,O,O,X,O
OILZTJS,O,O,X,O,X,O,O,X,X,X,O,X,X,O
OILZTSJ,O,O,X,O,X,O,O,X,X,X,O,X,X,O
OILZJTS,O,O,O,O,X,O,O,O,X,X,O,O,X,O
OILZJST,O,O,O,O,O,O,O,O,X,O,O,O,X,O
OILZSTJ,O,O,X,O,O,O,O,X,X,O,O,X,X,O
OILZSJT,O,O,O,O,O,O,O,O,X,O,O,O,X,O
OIJTLSZ,O,O,O,X,X,X,O,O,X,X,O,O,O,X
OIJTLZS,O,O,O,X,X,X,O,O,X,X,O,O,O,X
OIJTSLZ,O,O,O,X,O,X,X,O,X,X,X,O,O,X
OIJTSZL,O,O,O,X,O,X,X,O,X,X,X,O,O,X
OIJTZLS,O,O,O,X,X,X,O,O,X,X,O,O,O,X
OIJTZSL,O,O,O,X,O,X,X,O,X,X,X,O,O,X
OIJLTSZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
OIJLTZS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
OIJLSTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,O
OIJLSZT,O,O,O,O,O,O,O,O,X,X,O,O,O,O
OIJLZTS,O,O,O,O,X,O,O,O,X,X,O,O,O,O
OIJLZST,O,O,O,O,O,O,O,O,X,X,O,O,O,O
OIJSTLZ,O,O,O,X,O,X,X,O,X,X,X,O,O,X
OIJSTZL,O,O,O,X,O,X,X,O,X,X,X,O,O,X
OIJSLTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X
OIJSLZT,O,O,O,O,O,O,O,O,O,X,O,O,O,X
OIJSZTL,O,O,O,X,O,O,X,O,O,X,X,O,O,X
OIJSZLT,O,O,O,O,O,O,O,O,O,X,O,O,O,X
OIJZTLS,O,O,O,X,X,O,O,O,X,X,O,O,O,X
OIJZTSL,O,O,O,X,O,O,X,O,O,X,X,O,O,X
OIJZLTS,O,O,O,O,X,O,O,O,X,X,O,O,O,O
OIJZLST,O,O,O,O,O,O,O,O,O,X,O,O,O,O
OIJZSTL,O,O,O,X,O,O,X,O,O,X,X,O,O,X
OIJZSLT,O,O,O,O,O,O,O,O,O,X,O,O,O,X
OISTLJZ,O,O,X,X,O,X,X,O,X,X,X,O,X,X
OISTLZJ,O,O,X,X,O,O,X,X,X,O,X,X,X,X
OISTJLZ,O,O,X,X,O,X,X,O,X,X,X,O,O,X
OISTJZL,O,O,X,X,O,X,X,O,X,X,X,O,O,X
OISTZLJ,O,O,X,X,O,O,X,X,X,O,X,X,X,X
OISTZJL,O,O,X,X,O,O,X,X,X,O,X,X,X,X
OISLTJZ,O,O,X,O,O,X,O,O,X,X,O,O,X,O
OISLTZJ,O,O,X,O,O,O,O,X,X,O,O,X,X,O
OISLJTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,O
OISLJZT,O,O,O,O,O,O,O,O,O,O,O,O,O,O
OISLZTJ,O,O,X,O,O,O,O,X,O,O,O,X,X,O
OISLZJT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
OISJTLZ,O,O,O,X,O,X,X,O,X,X,X,O,O,X
OISJTZL,O,O,O,X,O,X,X,O,X,X,X,O,O,X
OISJLTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X
OISJLZT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
OISJZTL,O,O,O,X,O,O,X,O,O,O,X,O,O,X
OISJZLT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
OISZTLJ,O,O,X,X,O,O,X,X,O,O,X,X,X,X
OISZTJL,O,O,X,X,O,O,X,X,O,O,X,X,X,X
