sequence,v115@vhG/DJZkBClBOrBXqBUsBTtB,v115@vhGfDJ5oB/pBaqBuqB0rBzsB,v115@vhGz7IZkBXmB0nB6tBWvB3rB,v115@vhHKAJziBcpB3mB+tBXqBlsBRwB,v115@vhGz8IylBcpB3mB+tBXqBRwB,v115@vhGZEJXiBupBUmBTqBXsBSyB,v115@vhGfCJ5oB/pBaqBznBWwBUsB
OTLJISZ,O,O,X,X,X,O,X
OTLJIZS,O,O,X,X,X,O,X
OTLJSIZ,O,O,X,X,X,O,X
OTLJSZI,O,O,X,X,X,O,X
OTLJZIS,O,O,X,X,X,O,X
OTLJZSI,O,O,X,X,X,O,X
OTLSIJZ,O,O,X,X,X,O,X
OTLSIZJ,O,O,X,X,X,O,X
OTLSJIZ,O,O,X,X,X,O,X
OTLSJZI,O,O,X,X,X,O,X
OTLSZIJ,O,O,X,X,X,O,X
OTLSZJI,O,O,X,X,X,O,X
OTLZIJS,O,O,X,X,X,O,X
OTLZISJ,O,O,X,X,X,O,X
OTLZJIS,O,O,X,X,X,O,X
OTLZJSI,O,O,X,X,X,O,X
OTLZSIJ,O,O,X,X,X,O,X
OTLZSJI,O,O,X,X,X,O,X
OTJILSZ,O,O,X,X,X,O,X
OTJILZS,O,O,X,X,X,O,X
OTJISLZ,O,O,X,X,X,O,X
OTJISZL,O,O,X,X,X,O,X
OTJIZLS,O,O,X,X,X,O,X
OTJIZSL,O,O,X,X,X,O,X
OTJLISZ,O,O,X,X,X,O,X
OTJLIZS,O,O,X,X,X,O,X
OTJLSIZ,O,O,X,X,X,O,X
OTJLSZI,O,O,X,X,X,O,X
OTJLZIS,O,O,X,X,X,O,X
OTJLZSI,O,O,X,X,X,O,X
OTJSILZ,O,O,X,X,X,O,X
OTJSIZL,O,O,X,X,X,O,X
OTJSLIZ,O,O,X,X,X,O,X
OTJSLZI,O,O,X,X,X,O,X
OTJSZIL,O,O,X,X,X,O,X
OTJSZLI,O,O,X,X,X,O,X
OTJZILS,O,O,X,X,X,O,X
OTJZISL,O,O,X,X,X,O,X
OTJZLIS,O,O,X,X,X,O,X
OTJZLSI,O,O,X,X,X,O,X
OTJZSIL,O,O,X,X,X,O,X
OTJZSLI,O,O,X,X,X,O,X
OTSILJZ,O,O,X,X,X,O,X
OTSILZJ,O,O,X,X,X,O,X
OTSIJLZ,O,O,X,X,X,O,X
OTSIJZL,O,O,X,X,X,O,X
OTSIZLJ,O,O,X,X,X,O,X
OTSIZJL,O,O,X,X,X,O,X
OTSLIJZ,O,O,X,X,X,O,X
OTSLIZJ,O,O,X,X,X,O,X
OTSLJIZ,O,O,X,X,X,O,X
OTSLJZI,O,O,X,X,X,O,X
OTSLZIJ,O,O,X,X,X,O,X
OTSLZJI,O,O,X,X,X,O,X
OTSJILZ,O,O,X,X,X,O,X
OTSJIZL,O,O,X,X,X,O,X
OTSJLIZ,O,O,X,X,X,O,X
OTSJLZI,O,O,X,X,X,O,X
OTSJZIL,O,O,X,X,X,O,X
OTSJZLI,O,O,X,X,X,O,X
OTSZILJ,O,O,X,X,X,O,X
OTSZIJL,O,O,X,X,X,O,X
OTSZLIJ,O,O,X,X,X,O,X
OTSZLJI,O,O,X,X,X,O,X
OTSZJIL,O,O,X,X,X,O,X
OTSZJLI,O,O,X,X,X,O,X
OTZILJS,O,O,X,X,X,O,X
OTZILSJ,O,O,X,X,X,O,X
OTZIJLS,O,O,X,X,X,O,X
OTZIJSL,O,O,X,X,X,O,X
OTZISLJ,O,O,X,X,X,O,X
OTZISJL,O,O,X,X,X,O,X
OTZLIJS,O,O,X,X,X,O,X
OTZLISJ,O,O,X,X,X,O,X
OTZLJIS,O,O,X,X,X,O,X
OTZLJSI,O,O,X,X,X,O,X
OTZLSIJ,O,O,X,X,X,O,X
OTZLSJI,O,O,X,X,X,O,X
OTZJILS,O,O,X,X,X,O,X
OTZJISL,O,O,X,X,X,O,X
OTZJLIS,O,O,X,X,X,O,X
OTZJLSI,O,O,X,X,X,O,X
OTZJSIL,O,O,X,X,X,O,X
OTZJSLI,O,O,X,X,X,O,X
OTZSILJ,O,O,X,X,X,O,X
OTZSIJL,O,O,X,X,X,O,X
OTZSLIJ,O,O,X,X,X,O,X
OTZSLJI,O,O,X,X,X,O,X
OTZSJIL,O,O,X,X,X,O,X
OTZSJLI,O,O,X,X,X,O,X
OITLJSZ,O,O,X,X,X,O,X
OITLJZS,O,O,X,X,X,O,X
OITLSJZ,O,O,X,X,X,O,X
OITLSZJ,O,O,X,X,X,O,X
OITLZJS,O,O,X,X,X,O,X
OITLZSJ,O,O,X,X,X,O,X
OITJLSZ,O,O,X,X,X,O,X
OITJLZS,O,O,X,X,X,O,X
OITJSLZ,O,O,X,X,X,O,X
OITJSZL,O,O,X,X,X,O,X
OITJZLS,O,O,X,X,X,O,X
OITJZSL,O,O,X,X,X,O,X
OITSLJZ,O,O,X,X,X,O,X
OITSLZJ,O,O,X,X,X,O,X
OITSJLZ,O,O,X,X,X,O,X
OITSJZL,O,O,X,X,X,O,X
OITSZLJ,O,O,X,X,X,O,X
OITSZJL,O,O,X,X,X,O,X
OITZLJS,O,O,X,X,X,O,X
OITZLSJ,O,O,X,X,X,O,X
OITZJLS,O,O,X,X,X,O,X
OITZJSL,O,O,X,X,X,O,X
OITZSLJ,O,O,X,X,X,O,X
OITZSJL,O,O,X,X,X,O,X
OILTJSZ,O,O,X,X,X,O,X
OILTJZS,O,O,X,X,X,O,X
OILTSJZ,O,O,X,X,X,O,X
OILTSZJ,O,O,X,X,X,O,X
OILTZJS,O,O,X,X,X,O,X
OILTZSJ,O,O,X,X,X,O,X
OILJTSZ,O,O,X,X,X,O,X
OILJTZS,O,O,X,X,X,O,X
OILJSTZ,O,O,O,X,O,O,X
OILJSZT,O,O,O,O,O,O,X
OILJZTS,O,O,X,X,X,O,O
OILJZST,O,O,O,O,O,O,O
OILSTJZ,O,O,O,X,O,O,X
OILSTZJ,O,O,O,X,O,O,X
OILSJTZ,O,O,O,X,O,O,X
OILSJZT,O,O,O,O,O,O,X
OILSZTJ,O,O,O,X,O,O,X
OILSZJT,O,O,O,O,O,O,X
OILZTJS,O,O,X,X,X,O,O
OILZTSJ,O,O,X,X,X,O,O
OILZJTS,O,O,X,X,X,O,O
OILZJST,O,O,O,O,O,O,O
OILZSTJ,O,O,O,X,O,O,O
OILZSJT,O,O,O,O,O,O,O
OIJTLSZ,O,O,X,X,X,O,X
OIJTLZS,O,O,X,X,X,O,X
OIJTSLZ,O,O,X,X,X,O,X
OIJTSZL,O,O,X,X,X,O,X
OIJTZLS,O,O,X,X,X,O,X
OIJTZSL,O,O,X,X,X,O,X
OIJLTSZ,O,O,X,X,X,O,X
OIJLTZS,O,O,X,X,X,O,X
OIJLSTZ,O,O,O,X,O,O,X
OIJLSZT,O,O,O,O,O,O,X
OIJLZTS,O,O,X,X,X,O,O
OIJLZST,O,O,O,O,O,O,O
OIJSTLZ,O,O,O,X,O,O,X
OIJSTZL,O,O,O,X,O,O,X
OIJSLTZ,O,O,O,X,O,O,X
OIJSLZT,O,O,O,O,O,O,X
OIJSZTL,O,O,O,X,O,O,X
OIJSZLT,O,O,O,O,O,O,X
OIJZTLS,O,O,X,X,X,O,O
OIJZTSL,O,O,X,X,X,O,O
OIJZLTS,O,O,X,X,X,O,O
OIJZLST,O,O,O,O,O,O,O
OIJZSTL,O,O,O,X,O,O,O
OIJZSLT,O,O,O,O,O,O,O
OISTLJZ,O,O,O,X,O,O,X
OISTLZJ,O,O,O,X,O,O,X
OISTJLZ,O,O,O,X,O,O,X
OISTJZL,O,O,O,X,O,O,X
OISTZLJ,O,O,O,X,O,O,X
OISTZJL,O,O,O,X,O,O,X
OISLTJZ,O,O,O,X,O,O,X
OISLTZJ,O,O,O,X,O,O,X
OISLJTZ,O,O,O,X,O,O,X
OISLJZT,O,O,O,O,O,O,X
OISLZTJ,O,O,O,X,O,O,X
OISLZJT,O,O,O,O,O,O,X
OISJTLZ,O,O,O,X,O,O,X
OISJTZL,O,O,O,X,O,O,X
OISJLTZ,O,O,O,X,O,O,X
OISJLZT,O,O,O,O,O,O,X
OISJZTL,O,O,O,X,O,O,X
OISJZLT,O,O,O,O,O,O,X
OISZTLJ,O,O,O,X,O,O,X
OISZTJL,O,O,O,X,O,O,X
OISZLTJ,O,O,O,X,O,O,X
OISZLJT,O,O,O,O,O,O,X
OISZJTL,O,O,O,X,O,O,X
OISZJLT,O,O,O,O,O,O,X
OIZTLJS,O,O,X,X,X,O,O
OIZTLSJ,O,O,X,X,X,O,O
OIZTJLS,O,O,X,X,X,O,O
OIZTJSL,O,O,X,X,X,O,O
OIZTSLJ,O,O,X,X,X,O,O
OIZTSJL,O,O,X,X,X,O,O
OIZLTJS,O,O,X,X,X,O,O
OIZLTSJ,O,O,X,X,X,O,O
OIZLJTS,O,O,X,X,X,O,O
OIZLJST,O,O,O,O,O,O,O
OIZLSTJ,O,O,O,X,O,O,O
OIZLSJT,O,O,O,O,O,O,O
OIZJTLS,O,O,X,X,X,O,O
OIZJTSL,O,O,X,X,X,O,O
OIZJLTS,O,O,X,X,X,O,O
OIZJLST,O,O,O,O,O,O,O
OIZJSTL,O,O,O,X,O,O,O
OIZJSLT,O,O,O,O,O,O,O
OIZSTLJ,O,O,O,X,O,O,O
OIZSTJL,O,O,O,X,O,O,O
OIZSLTJ,O,O,O,X,O,O,O
OIZSLJT,O,O,O,O,O,O,O
OIZSJTL,O,O,O,X,O,O,O
OIZSJLT,O,O,O,O,O,O,O
OLTIJSZ,O,O,X,X,X,O,X
OLTIJZS,O,O,X,X,X,O,X
OLTISJZ,O,O,X,X,X,O,X
OLTISZJ,O,O,X,X,X,O,X
OLTIZJS,O,O,X,X,X,O,X
OLTIZSJ,O,O,X,X,X,O,X
OLTJISZ,O,O,X,X,X,O,X
OLTJIZS,O,O,X,X,X,O,X
OLTJSIZ,O,O,X,X,X,O,X
OLTJSZI,O,O,X,X,X,O,X
OLTJZIS,O,O,X,X,X,O,X
OLTJZSI,O,O,X,X,X,O,X
OLTSIJZ,O,O,X,X,X,O,X
OLTSIZJ,O,O,X,X,X,O,X
OLTSJIZ,O,O,X,X,X,O,X
OLTSJZI,O,O,X,X,X,O,X
OLTSZIJ,O,O,X,X,X,O,X
OLTSZJI,O,O,X,X,X,O,X
OLTZIJS,O,O,X,X,X,O,X
OLTZISJ,O,O,X,X,X,O,X
OLTZJIS,O,O,X,X,X,O,X
OLTZJSI,O,O,X,X,X,O,X
OLTZSIJ,O,O,X,X,X,O,X
OLTZSJI,O,O,X,X,X,O,X
OLITJSZ,O,O,X,X,X,O,X
OLITJZS,O,O,X,X,X,O,X
OLITSJZ,O,O,X,X,X,O,X
OLITSZJ,O,O,X,X,X,O,X
OLITZJS,O,O,X,X,X,O,X
OLITZSJ,O,O,X,X,X,O,X
OLIJTSZ,O,O,X,X,X,O,X
OLIJTZS,O,O,X,X,X,O,X
OLIJSTZ,O,O,O,X,O,O,X
OLIJSZT,O,O,O,O,O,O,X
OLIJZTS,O,O,X,X,X,O,O
OLIJZST,O,O,O,O,O,O,O
OLISTJZ,O,O,O,X,O,O,X
OLISTZJ,O,O,O,X,O,O,X
OLISJTZ,O,O,O,X,O,O,X
OLISJZT,O,O,O,O,O,O,X
OLISZTJ,O,O,O,X,O,O,X
OLISZJT,O,O,O,O,O,O,X
OLIZTJS,O,O,X,X,X,O,O
OLIZTSJ,O,O,X,X,X,O,O
OLIZJTS,O,O,X,X,X,O,O
OLIZJST,O,O,O,O,O,O,O
OLIZSTJ,O,O,O,X,O,O,O
OLIZSJT,O,O,O,O,O,O,O
OLJTISZ,O,O,X,X,X,O,X
OLJTIZS,O,O,X,X,X,O,X
OLJTSIZ,O,O,X,X,X,O,X
OLJTSZI,O,O,X,X,X,O,X
OLJTZIS,O,O,X,X,X,O,X
OLJTZSI,O,O,X,X,X,O,X
OLJITSZ,O,O,X,X,X,O,X
OLJITZS,O,O,X,X,X,O,X
OLJISTZ,O,O,O,X,O,O,X
OLJISZT,O,O,O,O,O,O,X
OLJIZTS,O,O,X,X,X,O,O
OLJIZST,O,O,O,O,O,O,O
OLJSTIZ,O,O,O,X,X,O,X
OLJSTZI,O,O,O,X,X,O,X
OLJSITZ,O,O,O,X,X,O,X
OLJSIZT,O,O,O,X,X,O,X
OLJSZTI,O,O,O,X,X,O,X
OLJSZIT,O,O,O,X,X,O,X
OLJZTIS,O,O,X,X,X,O,O
OLJZTSI,O,O,X,X,X,O,O
OLJZITS,O,O,X,X,X,O,O
OLJZIST,O,O,O,O,O,O,O
OLJZSTI,O,O,O,X,X,O,O
OLJZSIT,O,O,O,X,X,O,O
OLSTIJZ,O,O,O,X,X,O,X
OLSTIZJ,O,O,O,X,X,O,X
OLSTJIZ,O,O,O,X,X,O,X
OLSTJZI,O,O,O,X,X,O,X
OLSTZIJ,O,O,O,X,X,O,X
OLSTZJI,O,O,O,X,X,O,X
OLSITJZ,O,O,O,X,X,O,X
OLSITZJ,O,O,O,X,X,O,X
OLSIJTZ,O,O,O,X,X,O,X
OLSIJZT,O,O,O,X,X,O,X
OLSIZTJ,O,O,O,X,X,O,X
OLSIZJT,O,O,O,X,X,O,X
OLSJTIZ,O,O,O,X,X,O,X
OLSJTZI,O,O,O,X,X,O,X
OLSJITZ,O,O,O,X,X,O,X
OLSJIZT,O,O,O,X,X,O,X
OLSJZTI,O,O,O,X,X,O,X
OLSJZIT,O,O,O,X,X,O,X
OLSZTIJ,O,O,O,X,X,O,X
OLSZTJI,O,O,O,X,X,O,X
OLSZITJ,O,O,O,X,X,O,X
OLSZIJT,O,O,O,X,X,O,X
OLSZJTI,O,O,O,X,X,O,X
OLSZJIT,O,O,O,X,X,O,X
OLZTIJS,O,O,X,X,X,O,O
OLZTISJ,O,O,X,X,X,O,O
OLZTJIS,O,O,X,X,X,O,O
OLZTJSI,O,O,X,X,X,O,O
OLZTSIJ,O,O,X,X,X,O,O
OLZTSJI,O,O,X,X,X,O,O
OLZITJS,O,O,X,X,X,O,O
OLZITSJ,O,O,X,X,X,O,O
OLZIJTS,O,O,X,X,X,O,O
OLZIJST,O,O,O,O,O,O,O
OLZISTJ,O,O,O,X,O,O,O
OLZISJT,O,O,O,O,O,O,O
OLZJTIS,O,O,X,X,X,O,O
OLZJTSI,O,O,X,X,X,O,O
OLZJITS,O,O,X,X,X,O,O
OLZJIST,O,O,O,O,O,O,O
OLZJSTI,O,O,O,X,X,O,O
OLZJSIT,O,O,O,X,X,O,O
OLZSTIJ,O,O,O,X,X,O,O
OLZSTJI,O,O,O,X,X,O,O
OLZSITJ,O,O,O,X,X,O,O
OLZSIJT,O,O,O,X,X,O,O
OLZSJTI,O,O,O,X,X,O,O
OLZSJIT,O,O,O,X,X,O,O
OJTILSZ,O,O,X,X,X,O,X
OJTILZS,O,O,X,X,X,O,X
OJTISLZ,O,O,X,X,X,O,X
OJTISZL,O,O,X,X,X,O,X
OJTIZLS,O,O,X,X,X,O,X
OJTIZSL,O,O,X,X,X,O,X
OJTLISZ,O,O,X,X,X,O,X
OJTLIZS,O,O,X,X,X,O,X
OJTLSIZ,O,O,X,X,X,O,X
OJTLSZI,O,O,X,X,X,O,X
OJTLZIS,O,O,X,X,X,O,X
OJTLZSI,O,O,X,X,X,O,X
OJTSILZ,O,O,X,X,X,O,X
OJTSIZL,O,O,X,X,X,O,X
OJTSLIZ,O,O,X,X,X,O,X
OJTSLZI,O,O,X,X,X,O,X
OJTSZIL,O,O,X,X,X,O,X
OJTSZLI,O,O,X,X,X,O,X
OJTZILS,O,O,X,X,X,O,X
OJTZISL,O,O,X,X,X,O,X
OJTZLIS,O,O,X,X,X,O,X
OJTZLSI,O,O,X,X,X,O,X
OJTZSIL,O,O,X,X,X,O,X
OJTZSLI,O,O,X,X,X,O,X
OJITLSZ,O,O,X,X,X,O,X
OJITLZS,O,O,X,X,X,O,X
OJITSLZ,O,O,X,X,X,O,X
OJITSZL,O,O,X,X,X,O,X
OJITZLS,O,O,X,X,X,O,X
OJITZSL,O,O,X,X,X,O,X
OJILTSZ,O,O,X,X,X,O,X
OJILTZS,O,O,X,X,X,O,X
OJILSTZ,O,O,O,X,O,O,X
OJILSZT,O,O,O,O,O,O,X
OJILZTS,O,O,X,X,X,O,O
OJILZST,O,O,O,O,O,O,O
OJISTLZ,O,O,O,X,O,O,X
OJISTZL,O,O,O,X,O,O,X
OJISLTZ,O,O,O,X,O,O,X
OJISLZT,O,O,O,O,O,O,X
OJISZTL,O,O,O,X,O,O,X
OJISZLT,O,O,O,O,O,O,X
OJIZTLS,O,O,X,X,X,O,O
OJIZTSL,O,O,X,X,X,O,O
OJIZLTS,O,O,X,X,X,O,O
OJIZLST,O,O,O,O,O,O,O
OJIZSTL,O,O,O,X,O,O,O
OJIZSLT,O,O,O,O,O,O,O
OJLTISZ,O,O,X,X,X,O,X
OJLTIZS,O,O,X,X,X,O,X
OJLTSIZ,O,O,X,X,X,O,X
OJLTSZI,O,O,X,X,X,O,X
OJLTZIS,O,O,X,X,X,O,X
OJLTZSI,O,O,X,X,X,O,X
OJLITSZ,O,O,X,X,X,O,X
OJLITZS,O,O,X,X,X,O,X
OJLISTZ,O,O,O,X,O,O,X
OJLISZT,O,O,O,O,O,O,X
OJLIZTS,O,O,X,X,X,O,O
OJLIZST,O,O,O,O,O,O,O
OJLSTIZ,O,O,O,X,X,O,X
OJLSTZI,O,O,O,X,X,O,X
OJLSITZ,O,O,O,X,X,O,X
OJLSIZT,O,O,O,X,X,O,X
OJLSZTI,O,O,O,X,X,O,X
OJLSZIT,O,O,O,X,X,O,X
OJLZTIS,O,O,X,X,X,O,O
OJLZTSI,O,O,X,X,X,O,O
OJLZITS,O,O,X,X,X,O,O
OJLZIST,O,O,O,O,O,O,O
OJLZSTI,O,O,O,X,X,O,O
OJLZSIT,O,O,O,X,X,O,O
OJSTILZ,O,O,O,X,X,O,X
OJSTIZL,O,O,O,X,X,O,X
OJSTLIZ,O,O,O,X,X,O,X
OJSTLZI,O,O,O,X,X,O,X
OJSTZIL,O,O,O,X,X,O,X
OJSTZLI,O,O,O,X,X,O,X
OJSITLZ,O,O,O,X,X,O,X
OJSITZL,O,O,O,X,X,O,X
OJSILTZ,O,O,O,X,X,O,X
OJSILZT,O,O,O,X,X,O,X
OJSIZTL,O,O,O,X,X,O,X
OJSIZLT,O,O,O,X,X,O,X
OJSLTIZ,O,O,O,X,X,O,X
OJSLTZI,O,O,O,X,X,O,X
OJSLITZ,O,O,O,X,X,O,X
OJSLIZT,O,O,O,X,X,O,X
OJSLZTI,O,O,O,X,X,O,X
OJSLZIT,O,O,O,X,X,O,X
OJSZTIL,O,O,O,X,X,O,X
OJSZTLI,O,O,O,X,X,O,X
OJSZITL,O,O,O,X,X,O,X
OJSZILT,O,O,O,X,X,O,X
OJSZLTI,O,O,O,X,X,O,X
OJSZLIT,O,O,O,X,X,O,X
OJZTILS,O,O,X,X,X,O,O
OJZTISL,O,O,X,X,X,O,O
OJZTLIS,O,O,X,X,X,O,O
OJZTLSI,O,O,X,X,X,O,O
OJZTSIL,O,O,X,X,X,O,O
OJZTSLI,O,O,X,X,X,O,O
OJZITLS,O,O,X,X,X,O,O
OJZITSL,O,O,X,X,X,O,O
OJZILTS,O,O,X,X,X,O,O
OJZILST,O,O,O,O,O,O,O
OJZISTL,O,O,O,X,O,O,O
OJZISLT,O,O,O,O,O,O,O
OJZLTIS,O,O,X,X,X,O,O
OJZLTSI,O,O,X,X,X,O,O
OJZLITS,O,O,X,X,X,O,O
OJZLIST,O,O,O,O,O,O,O
OJZLSTI,O,O,O,X,X,O,O
OJZLSIT,O,O,O,X,X,O,O
OJZSTIL,O,O,O,X,X,O,O
OJZSTLI,O,O,O,X,X,O,O
OJZSITL,O,O,O,X,X,O,O
OJZSILT,O,O,O,X,X,O,O
OJZSLTI,O,O,O,X,X,O,O
OJZSLIT,O,O,O,X,X,O,O
OSTILJZ,O,O,O,X,X,O,X
OSTILZJ,O,O,O,X,X,O,X
OSTIJLZ,O,O,O,X,X,O,X
OSTIJZL,O,O,O,X,X,O,X
OSTIZLJ,O,O,O,X,X,O,X
OSTIZJL,O,O,O,X,X,O,X
OSTLIJZ,O,O,O,X,X,O,X
OSTLIZJ,O,O,O,X,X,O,X
OSTLJIZ,O,O,O,X,X,O,X
OSTLJZI,O,O,O,X,X,O,X
OSTLZIJ,O,O,O,X,X,O,X
OSTLZJI,O,O,O,X,X,O,X
OSTJILZ,O,O,O,X,X,O,X
OSTJIZL,O,O,O,X,X,O,X
OSTJLIZ,O,O,O,X,X,O,X
OSTJLZI,O,O,O,X,X,O,X
OSTJZIL,O,O,O,X,X,O,X
OSTJZLI,O,O,O,X,X,O,X
OSTZILJ,O,O,O,X,X,O,X
OSTZIJL,O,O,O,X,X,O,X
OSTZLIJ,O,O,O,X,X,O,X
OSTZLJI,O,O,O,X,X,O,X
OSTZJIL,O,O,O,X,X,O,X
OSTZJLI,O,O,O,X,X,O,X
OSITLJZ,O,O,O,X,X,O,X
OSITLZJ,O,O,O,X,X,O,X
OSITJLZ,O,O,O,X,X,O,X
OSITJZL,O,O,O,X,X,O,X
OSITZLJ,O,O,O,X,X,O,X
OSITZJL,O,O,O,X,X,O,X
OSILTJZ,O,O,O,X,X,O,X
OSILTZJ,O,O,O,X,X,O,X
OSILJTZ,O,O,O,X,X,O,X
OSILJZT,O,O,O,X,X,O,X
OSILZTJ,O,O,O,X,X,O,X
OSILZJT,O,O,O,X,X,O,X
OSIJTLZ,O,O,O,X,X,O,X
OSIJTZL,O,O,O,X,X,O,X
OSIJLTZ,O,O,O,X,X,O,X
OSIJLZT,O,O,O,X,X,O,X
OSIJZTL,O,O,O,X,X,O,X
OSIJZLT,O,O,O,X,X,O,X
OSIZTLJ,O,O,O,X,X,O,X
OSIZTJL,O,O,O,X,X,O,X
OSIZLTJ,O,O,O,X,X,O,X
OSIZLJT,O,O,O,X,X,O,X
OSIZJTL,O,O,O,X,X,O,X
OSIZJLT,O,O,O,X,X,O,X
OSLTIJZ,O,O,O,X,X,O,X
OSLTIZJ,O,O,O,X,X,O,X
OSLTJIZ,O,O,O,X,X,O,X
OSLTJZI,O,O,O,X,X,O,X
OSLTZIJ,O,O,O,X,X,O,X
OSLTZJI,O,O,O,X,X,O,X
OSLITJZ,O,O,O,X,X,O,X
OSLITZJ,O,O,O,X,X,O,X
OSLIJTZ,O,O,O,X,X,O,X
OSLIJZT,O,O,O,X,X,O,X
OSLIZTJ,O,O,O,X,X,O,X
OSLIZJT,O,O,O,X,X,O,X
OSLJTIZ,O,O,O,X,X,O,X
OSLJTZI,O,O,O,X,X,O,X
OSLJITZ,O,O,O,X,X,O,X
OSLJIZT,O,O,O,X,X,O,X
OSLJZTI,O,O,O,X,X,O,X
OSLJZIT,O,O,O,X,X,O,X
OSLZTIJ,O,O,O,X,X,O,X
OSLZTJI,O,O,O,X,X,O,X
OSLZITJ,O,O,O,X,X,O,X
OSLZIJT,O,O,O,X,X,O,X
OSLZJTI,O,O,O,X,X,O,X
OSLZJIT,O,O,O,X,X,O,X
OSJTILZ,O,O,O,X,X,O,X
OSJTIZL,O,O,O,X,X,O,X
OSJTLIZ,O,O,O,X,X,O,X
OSJTLZI,O,O,O,X,X,O,X
OSJTZIL,O,O,O,X,X,O,X
OSJTZLI,O,O,O,X,X,O,X
OSJITLZ,O,O,O,X,X,O,X
OSJITZL,O,O,O,X,X,O,X
OSJILTZ,O,O,O,X,X,O,X
OSJILZT,O,O,O,X,X,O,X
OSJIZTL,O,O,O,X,X,O,X
OSJIZLT,O,O,O,X,X,O,X
OSJLTIZ,O,O,O,X,X,O,X
OSJLTZI,O,O,O,X,X,O,X
OSJLITZ,O,O,O,X,X,O,X
OSJLIZT,O,O,O,X,X,O,X
OSJLZTI,O,O,O,X,X,O,X
OSJLZIT,O,O,O,X,X,O,X
OSJZTIL,O,O,O,X,X,O,X
OSJZTLI,O,O,O,X,X,O,X
OSJZITL,O,O,O,X,X,O,X
OSJZILT,O,O,O,X,X,O,X
OSJZLTI,O,O,O,X,X,O,X
OSJZLIT,O,O,O,X,X,O,X
OSZTILJ,O,O,O,X,X,O,X
OSZTIJL,O,O,O,X,X,O,X
OSZTLIJ,O,O,O,X,X,O,X
OSZTLJI,O,O,O,X,X,O,X
OSZTJIL,O,O,O,X,X,O,X
OSZTJLI,O,O,O,X,X,O,X
OSZITLJ,O,O,O,X,X,O,X
OSZITJL,O,O,O,X,X,O,X
OSZILTJ,O,O,O,X,X,O,X
OSZILJT,O,O,O,X,X,O,X
OSZIJTL,O,O,O,X,X,O,X
OSZIJLT,O,O,O,X,X,O,X
OSZLTIJ,O,O,O,X,X,O,X
OSZLTJI,O,O,O,X,X,O,X
OSZLITJ,O,O,O,X,X,O,X
OSZLIJT,O,O,O,X,X,O,X
OSZLJTI,O,O,O,X,X,O,X
OSZLJIT,O,O,O,X,X,O,X
OSZJTIL,O,O,O,X,X,O,X
OSZJTLI,O,O,O,X,X,O,X
OSZJITL,O,O,O,X,X,O,X
OSZJILT,O,O,O,X,X,O,X
OSZJLTI,O,O,O,X,X,O,X
OSZJLIT,O,O,O,X,X,O,X
OZTILJS,O,O,X,X,X,O,O
OZTILSJ,O,O,X,X,X,O,O
OZTIJLS,O,O,X,X,X,O,O
OZTIJSL,O,O,X,X,X,O,O
OZTISLJ,O,O,X,X,X,O,O
OZTISJL,O,O,X,X,X,O,O
OZTLIJS,O,O,X,X,X,O,O
OZTLISJ,O,O,X,X,X,O,O
OZTLJIS,O,O,X,X,X,O,O
OZTLJSI,O,O,X,X,X,O,O
OZTLSIJ,O,O,X,X,X,O,O
OZTLSJI,O,O,X,X,X,O,O
OZTJILS,O,O,X,X,X,O,O
OZTJISL,O,O,X,X,X,O,O
OZTJLIS,O,O,X,X,X,O,O
OZTJLSI,O,O,X,X,X,O,O
OZTJSIL,O,O,X,X,X,O,O
OZTJSLI,O,O,X,X,X,O,O
OZTSILJ,O,O,X,X,X,O,O
OZTSIJL,O,O,X,X,X,O,O
OZTSLIJ,O,O,X,X,X,O,O
OZTSLJI,O,O,X,X,X,O,O
OZTSJIL,O,O,X,X,X,O,O
OZTSJLI,O,O,X,X,X,O,O
OZITLJS,O,O,X,X,X,O,O
OZITLSJ,O,O,X,X,X,O,O
OZITJLS,O,O,X,X,X,O,O
OZITJSL,O,O,X,X,X,O,O
OZITSLJ,O,O,X,X,X,O,O
OZITSJL,O,O,X,X,X,O,O
OZILTJS,O,O,X,X,X,O,O
OZILTSJ,O,O,X,X,X,O,O
OZILJTS,O,O,X,X,X,O,O
OZILJST,O,O,O,O,O,O,O
OZILSTJ,O,O,O,X,O,O,O
OZILSJT,O,O,O,O,O,O,O
OZIJTLS,O,O,X,X,X,O,O
OZIJTSL,O,O,X,X,X,O,O
OZIJLTS,O,O,X,X,X,O,O
OZIJLST,O,O,O,O,O,O,O
OZIJSTL,O,O,O,X,O,O,O
OZIJSLT,O,O,O,O,O,O,O
OZISTLJ,O,O,O,X,O,O,O
OZISTJL,O,O,O,X,O,O,O
OZISLTJ,O,O,O,X,O,O,O
OZISLJT,O,O,O,O,O,O,O
OZISJTL,O,O,O,X,O,O,O
OZISJLT,O,O,O,O,O,O,O
OZLTIJS,O,O,X,X,X,O,O
OZLTISJ,O,O,X,X,X,O,O
OZLTJIS,O,O,X,X,X,O,O
OZLTJSI,O,O,X,X,X,O,O
OZLTSIJ,O,O,X,X,X,O,O
OZLTSJI,O,O,X,X,X,O,O
OZLITJS,O,O,X,X,X,O,O
OZLITSJ,O,O,X,X,X,O,O
OZLIJTS,O,O,X,X,X,O,O
OZLIJST,O,O,O,O,O,O,O
OZLISTJ,O,O,O,X,O,O,O
