sequence,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGGgBZmBtmB0iB6o?B/qBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGalBtlB0hBxiBGo?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je2EJvhGRgB3hB9oBSqB0n?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Jem/IvhGRhB3iB9oB0kBCm?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBtmBXjBTlBer?BctB6sB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBumB9nBTjByq?BXtB0qB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBtmB0iB2qBSt?BzqBXtB,v115@RhA8EeA8CeC8BeB8BeA8Jem/IvhGRhB9nBTjB0kBCm?BXrBXtB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGalBRhB9nBTjBuq?BcrBXtB
SLTZIJSO,O,X,O,O,X,O,X,O,O
SLTZIJOS,X,X,O,O,X,X,O,O,O
SLTZISJO,O,O,O,O,X,O,X,O,O
SLTZISOJ,O,O,O,O,X,O,X,O,O
SLTZIOJS,X,X,O,O,X,X,X,O,X
SLTZIOSJ,O,X,O,O,X,X,X,O,O
SLTZJISO,O,O,O,O,X,O,X,O,O
SLTZJIOS,X,X,O,O,X,X,O,O,O
SLTZJSIO,O,O,O,O,X,O,X,O,O
SLTZJSOI,O,O,O,O,O,O,O,O,O
SLTZJOIS,X,X,O,O,O,X,O,O,O
SLTZJOSI,X,X,O,O,O,O,O,O,O
SLTZSIJO,O,O,O,O,X,O,X,O,O
SLTZSIOJ,O,O,O,O,X,O,X,O,O
SLTZSJIO,O,O,O,O,X,O,X,O,O
SLTZSJOI,O,O,O,O,O,O,O,O,O
SLTZSOIJ,O,O,O,O,X,O,X,O,O
SLTZSOJI,O,O,O,O,X,O,X,O,O
SLTZOIJS,X,X,O,O,X,X,X,O,X
SLTZOISJ,O,O,O,O,X,X,X,O,O
SLTZOJIS,X,O,O,O,X,X,O,O,O
SLTZOJSI,X,O,O,O,X,O,O,O,O
SLTZOSIJ,O,O,O,O,X,O,X,O,O
SLTZOSJI,O,O,O,O,X,O,X,O,O
SLTOIJSZ,O,X,O,O,X,O,X,X,X
SLTOIJZS,O,X,O,O,X,X,X,X,X
SLTOISJZ,O,X,O,O,X,O,X,O,O
SLTOISZJ,O,X,O,O,X,O,X,O,O
SLTOIZJS,O,X,O,O,X,X,X,O,X
SLTOIZSJ,O,X,O,O,X,X,X,O,O
SLTOJISZ,O,O,O,O,X,O,O,X,X
SLTOJIZS,O,O,O,O,X,X,O,X,X
SLTOJSIZ,O,O,O,O,X,O,O,X,X
SLTOJSZI,O,O,O,O,X,O,O,X,X
SLTOJZIS,O,O,O,O,X,X,O,X,X
SLTOJZSI,O,O,O,O,X,O,O,X,X
SLTOSIJZ,O,O,O,O,X,O,X,O,O
SLTOSIZJ,O,O,O,O,X,O,X,O,O
SLTOSJIZ,O,O,O,O,X,O,X,O,O
SLTOSJZI,O,O,O,O,X,O,X,O,O
SLTOSZIJ,O,O,O,O,X,O,X,O,O
SLTOSZJI,O,O,O,O,X,O,X,O,O
SLTOZIJS,O,X,O,O,X,X,X,O,X
SLTOZISJ,O,O,O,O,X,X,X,O,O
SLTOZJIS,O,O,O,O,X,X,O,O,O
SLTOZJSI,O,O,O,O,X,O,O,O,O
SLTOZSIJ,O,O,O,O,X,O,X,O,O
SLTOZSJI,O,O,O,O,X,O,X,O,O
SLITJSZO,O,X,O,O,X,O,X,O,X
SLITJSOZ,O,X,O,X,X,O,X,O,O
SLITJZSO,O,X,O,O,X,O,X,O,X
SLITJZOS,X,X,O,O,X,X,O,O,X
SLITJOSZ,X,X,O,X,X,O,O,X,X
SLITJOZS,X,X,O,X,X,X,O,X,X
SLITSJZO,O,X,O,O,X,O,X,O,X
SLITSJOZ,O,X,O,X,X,O,X,O,O
SLITSZJO,O,X,O,O,X,O,X,O,O
SLITSZOJ,O,X,O,O,X,O,X,O,O
SLITSOJZ,O,X,O,X,X,O,X,O,O
SLITSOZJ,O,X,O,O,X,O,X,O,O
SLITZJSO,O,X,O,O,X,O,X,O,O
SLITZJOS,X,X,O,O,X,X,O,O,O
SLITZSJO,O,X,O,O,X,O,X,O,O
SLITZSOJ,O,X,O,O,X,O,X,O,O
SLITZOJS,X,X,O,O,X,X,X,O,X
SLITZOSJ,O,X,O,O,X,X,X,O,O
SLITOJSZ,O,X,O,O,X,O,X,X,X
SLITOJZS,O,X,O,O,X,X,X,X,X
SLITOSJZ,O,X,O,O,X,O,X,O,O
SLITOSZJ,O,X,O,O,X,O,X,O,O
SLITOZJS,O,X,O,O,X,X,X,O,X
SLITOZSJ,O,X,O,O,X,X,X,O,X
SLIJTSZO,O,O,O,O,X,O,X,O,X
SLIJTSOZ,O,O,O,X,X,O,X,O,X
SLIJTZSO,O,X,O,O,X,O,X,O,X
SLIJTZOS,X,X,O,O,X,X,O,O,X
SLIJTOSZ,X,X,O,X,X,O,O,X,X
SLIJTOZS,X,X,O,X,X,X,O,X,X
SLIJSTZO,O,O,O,X,X,O,X,O,X
SLIJSTOZ,O,O,O,X,X,O,X,O,X
SLIJSZTO,O,O,O,X,X,O,X,O,X
SLIJSZOT,X,X,O,X,X,X,X,O,X
SLIJSOTZ,O,O,O,X,X,O,X,X,X
SLIJSOZT,X,X,O,X,X,X,X,X,X
SLIJZTSO,X,X,O,O,X,O,X,O,X
SLIJZTOS,X,X,O,O,X,X,O,O,X
SLIJZSTO,X,O,O,O,X,O,X,O,X
SLIJZSOT,X,X,O,O,X,X,X,O,X
SLIJZOTS,X,X,O,O,X,X,X,O,X
SLIJZOST,X,X,O,O,X,X,X,O,X
SLIJOTSZ,X,X,O,O,X,O,X,X,X
SLIJOTZS,X,X,O,O,X,X,X,X,X
SLIJOSTZ,X,O,O,X,X,O,X,X,X
SLIJOSZT,X,X,O,X,X,X,X,X,X
SLIJOZTS,X,X,O,O,X,X,X,X,X
SLIJOZST,X,X,O,O,X,X,X,X,X
SLISTJZO,O,O,O,O,X,O,X,O,X
SLISTJOZ,O,O,O,X,X,O,X,O,O
SLISTZJO,O,O,O,O,X,O,X,O,O
SLISTZOJ,O,O,O,O,X,O,X,O,O
SLISTOJZ,O,O,O,X,X,O,X,O,O
SLISTOZJ,O,O,O,O,X,O,X,O,O
SLISJTZO,O,O,O,X,X,O,X,O,X
SLISJTOZ,O,O,O,X,X,O,X,O,X
SLISJZTO,O,O,O,X,X,O,X,O,X
SLISJZOT,X,X,O,X,X,X,X,O,X
SLISJOTZ,O,O,O,X,X,O,X,X,X
SLISJOZT,O,X,O,X,X,X,X,X,X
SLISZTJO,O,X,O,O,X,O,X,O,O
SLISZTOJ,O,X,O,O,X,O,X,O,O
SLISZJTO,O,X,O,O,X,O,X,O,O
SLISZJOT,X,X,O,O,X,X,X,O,O
SLISZOTJ,X,X,O,O,X,O,X,O,O
SLISZOJT,X,X,O,O,X,X,X,O,O
SLISOTJZ,O,O,O,O,X,O,X,O,O
SLISOTZJ,O,O,O,O,X,O,X,O,O
SLISOJTZ,O,O,O,X,X,O,X,X,X
SLISOJZT,O,O,O,X,X,X,X,X,X
SLISOZTJ,O,X,O,O,X,O,X,O,O
SLISOZJT,O,X,O,O,X,X,X,O,O
SLIZTJSO,O,X,O,O,X,O,X,O,O
SLIZTJOS,X,X,O,O,X,X,O,O,O
SLIZTSJO,O,X,O,O,X,O,X,O,O
SLIZTSOJ,O,X,O,O,X,O,X,O,O
SLIZTOJS,X,X,O,O,X,X,X,O,X
SLIZTOSJ,O,X,O,O,X,X,X,O,O
SLIZJTSO,X,X,O,O,X,O,X,O,O
SLIZJTOS,X,X,O,O,X,X,O,O,O
SLIZJSTO,X,X,O,O,X,O,X,O,O
SLIZJSOT,X,X,O,O,X,X,X,O,O
SLIZJOTS,X,X,O,O,X,X,X,O,O
SLIZJOST,X,X,O,O,X,X,X,O,O
SLIZSTJO,O,X,O,O,X,O,X,O,O
SLIZSTOJ,O,X,O,O,X,O,X,O,O
SLIZSJTO,O,X,O,O,X,O,X,O,O
SLIZSJOT,X,X,O,O,X,X,X,O,O
SLIZSOTJ,X,X,O,O,X,O,X,O,O
SLIZSOJT,X,X,O,O,X,X,X,O,O
SLIZOTJS,X,X,O,O,X,X,X,O,X
SLIZOTSJ,X,X,O,O,X,X,X,O,O
SLIZOJTS,X,X,O,O,X,X,X,O,X
SLIZOJST,X,X,O,O,X,X,X,O,X
SLIZOSTJ,X,X,O,O,X,X,X,O,O
SLIZOSJT,X,X,O,O,X,X,X,O,X
SLIOTJSZ,O,X,O,O,X,O,X,X,X
SLIOTJZS,O,X,O,O,X,X,X,X,X
SLIOTSJZ,O,X,O,O,X,O,X,O,X
SLIOTSZJ,O,X,O,O,X,O,X,O,X
SLIOTZJS,O,X,O,O,X,X,X,O,X
SLIOTZSJ,O,X,O,O,X,X,X,O,X
SLIOJTSZ,O,O,O,O,X,O,X,X,X
SLIOJTZS,O,X,O,O,X,X,X,X,X
SLIOJSTZ,O,O,O,X,X,O,X,X,X
SLIOJSZT,O,O,O,X,X,X,X,X,X
SLIOJZTS,X,X,O,O,X,X,X,X,X
SLIOJZST,X,O,O,O,X,X,X,X,X
SLIOSTJZ,O,O,O,O,X,O,X,O,X
SLIOSTZJ,O,O,O,O,X,O,X,O,X
SLIOSJTZ,O,O,O,X,X,O,X,X,X
SLIOSJZT,O,O,O,X,X,X,X,X,X
SLIOSZTJ,O,X,O,O,X,O,X,O,X
SLIOSZJT,O,X,O,O,X,X,X,O,X
SLIOZTJS,O,X,O,O,X,X,X,O,X
SLIOZTSJ,O,X,O,O,X,X,X,O,X
SLIOZJTS,X,X,O,O,X,X,X,O,X
SLIOZJST,X,X,O,O,X,X,X,O,X
SLIOZSTJ,O,X,O,O,X,X,X,O,X
SLIOZSJT,O,X,O,O,X,X,X,O,X
SLJTISZO,O,O,O,O,X,O,X,O,X
SLJTISOZ,O,O,O,X,X,O,X,O,O
SLJTIZSO,O,O,O,O,X,O,X,O,X
SLJTIZOS,X,X,O,O,X,X,O,O,X
SLJTIOSZ,X,X,O,X,X,O,O,X,X
SLJTIOZS,X,X,O,X,X,X,O,X,X
SLJTSIZO,O,O,O,O,X,O,X,O,X
SLJTSIOZ,O,O,O,X,X,O,X,O,O
SLJTSZIO,O,O,O,O,X,O,X,O,O
SLJTSZOI,O,O,O,O,X,O,O,O,O
SLJTSOIZ,O,O,O,X,X,O,O,O,O
SLJTSOZI,O,O,O,X,X,O,O,O,O
SLJTZISO,O,O,O,O,X,O,X,O,O
SLJTZIOS,X,X,O,O,X,X,O,O,O
SLJTZSIO,O,O,O,O,X,O,X,O,O
SLJTZSOI,O,O,O,O,O,O,O,O,O
SLJTZOIS,X,X,O,O,O,X,O,O,O
SLJTZOSI,X,X,O,O,O,O,O,O,O
SLJTOISZ,X,X,O,X,X,O,O,X,X
SLJTOIZS,X,X,O,X,O,X,O,X,X
SLJTOSIZ,X,X,O,X,X,O,O,X,X
SLJTOSZI,X,X,O,X,X,O,O,X,X
SLJTOZIS,X,X,O,X,O,X,O,X,X
SLJTOZSI,X,X,O,X,O,O,O,X,X
SLJITSZO,O,O,O,O,X,O,X,O,X
SLJITSOZ,O,O,O,X,X,O,X,O,X
SLJITZSO,O,O,O,O,X,O,X,O,X
SLJITZOS,X,X,O,O,X,X,O,O,X
SLJITOSZ,X,X,O,X,X,O,O,X,X
SLJITOZS,X,X,O,X,X,X,O,X,X
SLJISTZO,O,O,O,X,X,O,X,O,X
SLJISTOZ,O,O,O,X,X,O,X,O,X
SLJISZTO,O,O,O,X,X,O,X,O,X
SLJISZOT,X,X,O,X,X,X,X,O,X
SLJISOTZ,O,O,O,X,X,O,X,X,X
SLJISOZT,X,X,O,X,X,X,X,X,X
SLJIZTSO,X,O,O,O,X,O,X,O,X
SLJIZTOS,X,X,O,O,X,X,O,O,X
SLJIZSTO,X,O,O,O,X,O,X,O,X
SLJIZSOT,X,X,O,O,X,X,X,O,X
SLJIZOTS,X,X,O,O,X,X,X,O,X
SLJIZOST,X,X,O,O,X,X,X,O,X
SLJIOTSZ,X,X,O,O,X,O,X,X,X
SLJIOTZS,X,X,O,O,X,X,X,X,X
SLJIOSTZ,X,O,O,X,X,O,X,X,X
SLJIOSZT,X,X,O,X,X,X,X,X,X
SLJIOZTS,X,X,O,O,X,X,X,X,X
SLJIOZST,X,X,O,O,X,X,X,X,X
SLJSTIZO,O,O,O,X,X,O,X,O,X
SLJSTIOZ,O,O,O,X,X,O,X,O,O
SLJSTZIO,O,O,O,X,X,O,X,O,O
SLJSTZOI,O,O,O,X,X,O,O,O,O
SLJSTOIZ,O,O,O,X,X,O,O,O,O
SLJSTOZI,O,O,O,X,X,O,O,O,O
SLJSITZO,O,O,O,X,X,O,X,O,X
SLJSITOZ,O,O,O,X,X,O,X,O,X
SLJSIZTO,O,O,O,X,X,O,X,O,X
SLJSIZOT,X,X,O,X,X,X,X,O,X
SLJSIOTZ,O,O,O,X,X,O,X,X,X
SLJSIOZT,X,X,O,X,X,X,X,X,X
SLJSZTIO,O,O,O,X,X,O,X,O,O
SLJSZTOI,O,O,O,X,X,O,O,O,O
SLJSZITO,O,O,O,X,X,O,X,O,O
SLJSZIOT,X,X,O,X,X,X,X,O,O
SLJSZOTI,X,X,O,X,X,X,X,O,O
SLJSZOIT,X,X,O,X,X,X,X,O,O
SLJSOTIZ,O,O,O,X,X,O,X,O,O
SLJSOTZI,O,O,O,X,X,O,X,O,O
SLJSOITZ,O,O,O,X,X,O,X,X,X
SLJSOIZT,X,O,O,X,X,X,X,X,X
SLJSOZTI,X,O,O,X,X,X,X,O,O
SLJSOZIT,X,O,O,X,X,X,X,O,O
SLJZTISO,X,O,O,O,X,O,X,O,O
SLJZTIOS,X,X,O,O,X,X,O,O,O
SLJZTSIO,X,O,O,O,X,O,X,O,O
SLJZTSOI,X,O,O,O,O,O,O,O,O
SLJZTOIS,X,X,O,O,O,X,O,O,O
SLJZTOSI,X,X,O,O,O,O,O,O,O
SLJZITSO,X,O,O,O,X,O,X,O,O
SLJZITOS,X,X,O,O,X,X,O,O,O
SLJZISTO,X,O,O,O,X,O,X,O,O
SLJZISOT,X,X,O,O,X,X,X,O,O
SLJZIOTS,X,X,O,O,X,X,X,O,O
SLJZIOST,X,X,O,O,X,X,X,O,O
SLJZSTIO,X,O,O,O,X,O,X,O,O
SLJZSTOI,X,O,O,O,O,O,O,O,O
SLJZSITO,X,O,O,O,X,O,X,O,O
SLJZSIOT,X,X,O,O,X,X,X,O,O
SLJZSOTI,X,X,O,O,O,X,X,O,O
SLJZSOIT,X,X,O,O,O,X,X,O,O
SLJZOTIS,X,X,O,O,O,X,O,O,O
SLJZOTSI,X,X,O,O,O,X,O,O,O
SLJZOITS,X,X,O,O,O,X,X,O,O
SLJZOIST,X,X,O,O,O,X,X,O,O
SLJZOSTI,X,X,O,O,O,X,X,O,O
SLJZOSIT,X,X,O,O,O,X,X,O,O
SLJOTISZ,X,O,O,O,X,O,O,X,X
SLJOTIZS,X,X,O,O,O,X,O,X,X
SLJOTSIZ,X,O,O,O,X,O,O,X,X
SLJOTSZI,X,O,O,O,X,O,O,X,X
SLJOTZIS,X,X,O,O,O,X,O,X,X
SLJOTZSI,X,X,O,O,O,O,O,X,X
SLJOITSZ,X,O,O,O,X,O,X,X,X
SLJOITZS,X,X,O,O,O,X,X,X,X
SLJOISTZ,X,O,O,X,X,O,X,X,X
SLJOISZT,X,O,O,X,X,X,X,X,X
SLJOIZTS,X,X,O,O,O,X,X,X,X
SLJOIZST,X,O,O,O,O,X,X,X,X
SLJOSTIZ,X,O,O,X,X,O,X,X,X
SLJOSTZI,X,O,O,X,X,O,X,X,X
SLJOSITZ,X,O,O,X,X,O,X,X,X
SLJOSIZT,X,O,O,X,X,X,X,X,X
SLJOSZTI,X,O,O,X,X,X,X,X,X
SLJOSZIT,X,O,O,X,X,X,X,X,X
SLJOZTIS,X,X,O,O,O,X,O,X,X
SLJOZTSI,X,X,O,O,O,X,O,X,X
SLJOZITS,X,X,O,O,O,X,X,X,X
SLJOZIST,X,O,O,O,O,X,X,X,X
SLJOZSTI,X,O,O,O,O,X,X,X,X
SLJOZSIT,X,O,O,O,O,X,X,X,X
SLSTIJZO,O,O,O,O,X,O,X,O,X
SLSTIJOZ,O,O,O,X,X,O,X,O,O
SLSTIZJO,O,O,O,O,X,O,X,O,O
SLSTIZOJ,O,O,O,O,X,O,X,O,O
SLSTIOJZ,O,O,O,X,X,O,X,O,O
SLSTIOZJ,O,O,O,O,X,O,X,O,O
SLSTJIZO,O,O,O,O,X,O,X,O,X
SLSTJIOZ,O,O,O,X,X,O,X,O,O
SLSTJZIO,O,O,O,O,X,O,X,O,O
SLSTJZOI,O,O,O,O,X,O,O,O,O
SLSTJOIZ,O,O,O,X,X,O,O,O,O
SLSTJOZI,O,O,O,X,X,O,O,O,O
SLSTZIJO,O,O,O,O,X,O,X,O,O
SLSTZIOJ,O,O,O,O,X,O,X,O,O
SLSTZJIO,O,O,O,O,X,O,X,O,O
SLSTZJOI,O,O,O,O,X,O,O,O,O
SLSTZOIJ,O,O,O,O,X,O,X,O,O
SLSTZOJI,O,O,O,O,X,O,X,O,O
SLSTOIJZ,O,O,O,X,X,O,X,O,O
SLSTOIZJ,O,O,O,O,X,O,X,O,O
SLSTOJIZ,O,O,O,X,X,O,X,O,O
SLSTOJZI,O,O,O,X,X,O,X,O,O
SLSTOZIJ,O,O,O,O,X,O,X,O,O
SLSTOZJI,O,O,O,O,X,O,X,O,O
SLSITJZO,O,O,O,O,X,O,X,O,X
SLSITJOZ,O,O,O,X,X,O,X,O,O
SLSITZJO,O,O,O,O,X,O,X,O,O
SLSITZOJ,O,O,O,O,X,O,X,O,O
SLSITOJZ,O,O,O,X,X,O,X,O,O
SLSITOZJ,O,O,O,O,X,O,X,O,O
SLSIJTZO,O,O,O,X,X,O,X,O,X
SLSIJTOZ,O,O,O,X,X,O,X,O,X
SLSIJZTO,O,O,O,X,X,O,X,O,X
SLSIJZOT,X,X,O,X,X,X,X,O,X
SLSIJOTZ,O,O,O,X,X,O,X,X,X
SLSIJOZT,O,X,O,X,X,X,X,X,X
SLSIZTJO,O,X,O,O,X,O,X,O,O
SLSIZTOJ,O,X,O,O,X,O,X,O,O
SLSIZJTO,O,X,O,O,X,O,X,O,O
SLSIZJOT,X,X,O,O,X,X,X,O,O
SLSIZOTJ,X,X,O,O,X,O,X,O,O
SLSIZOJT,X,X,O,O,X,X,X,O,O
SLSIOTJZ,O,O,O,O,X,O,X,O,O
SLSIOTZJ,O,O,O,O,X,O,X,O,O
SLSIOJTZ,O,O,O,X,X,O,X,X,X
SLSIOJZT,O,O,O,X,X,X,X,X,X
SLSIOZTJ,O,X,O,O,X,O,X,O,O
SLSIOZJT,O,X,O,O,X,X,X,O,O
SLSJTIZO,O,O,O,X,X,O,X,O,X
SLSJTIOZ,O,O,O,X,X,O,X,O,O
SLSJTZIO,O,O,O,X,X,O,X,O,O
SLSJTZOI,O,O,O,X,X,O,O,O,O
SLSJTOIZ,O,O,O,X,X,O,O,O,O
SLSJTOZI,O,O,O,X,X,O,O,O,O
SLSJITZO,O,O,O,X,X,O,X,O,X
SLSJITOZ,O,O,O,X,X,O,X,O,X
SLSJIZTO,O,O,O,X,X,O,X,O,X
SLSJIZOT,X,X,O,X,X,X,X,O,X
SLSJIOTZ,O,O,O,X,X,O,X,X,X
SLSJIOZT,O,X,O,X,X,X,X,X,X
SLSJZTIO,O,O,O,X,X,O,X,O,O
SLSJZTOI,O,O,O,X,X,O,O,O,O
SLSJZITO,O,O,O,X,X,O,X,O,O
SLSJZIOT,X,X,O,X,X,X,X,O,O
SLSJZOTI,X,X,O,X,X,X,X,O,O
SLSJZOIT,X,X,O,X,X,X,X,O,O
SLSJOTIZ,O,O,O,X,X,O,X,O,O
SLSJOTZI,O,O,O,X,X,O,X,O,O
SLSJOITZ,O,O,O,X,X,O,X,X,X
SLSJOIZT,O,O,O,X,X,X,X,X,X
SLSJOZTI,O,O,O,X,X,X,X,O,O
SLSJOZIT,O,O,O,X,X,X,X,O,O
SLSZTIJO,O,O,O,O,X,O,X,O,O
SLSZTIOJ,O,O,O,O,X,O,X,O,O
SLSZTJIO,O,O,O,O,X,O,X,O,O
SLSZTJOI,O,O,O,O,X,O,O,O,O
SLSZTOIJ,O,O,O,O,X,O,X,O,O
SLSZTOJI,O,O,O,O,X,O,X,O,O
SLSZITJO,O,O,O,O,X,O,X,O,O
SLSZITOJ,O,O,O,O,X,O,X,O,O
SLSZIJTO,O,X,O,O,X,O,X,O,O
SLSZIJOT,X,X,O,O,X,X,X,O,O
SLSZIOTJ,X,X,O,O,X,O,X,O,O
SLSZIOJT,X,X,O,O,X,X,X,O,O
SLSZJTIO,O,O,O,O,X,O,X,O,O
SLSZJTOI,O,O,O,O,X,O,O,O,O
SLSZJITO,O,O,O,O,X,O,X,O,O
SLSZJIOT,X,X,O,O,X,X,X,O,O
SLSZJOTI,X,X,O,O,X,X,X,O,O
SLSZJOIT,X,X,O,O,X,X,X,O,O
SLSZOTIJ,X,O,O,O,X,O,X,O,O
SLSZOTJI,X,O,O,O,X,O,X,O,O
SLSZOITJ,X,O,O,O,X,O,X,O,O
SLSZOIJT,X,X,O,O,X,X,X,O,O
SLSZOJTI,X,O,O,O,X,X,X,O,O
SLSZOJIT,X,O,O,O,X,X,X,O,O
SLSOTIJZ,O,O,O,O,X,O,X,O,O
SLSOTIZJ,O,O,O,O,X,O,X,O,O
SLSOTJIZ,O,O,O,O,X,O,X,O,O
SLSOTJZI,O,O,O,O,X,O,X,O,O
SLSOTZIJ,O,O,O,O,X,O,X,O,O
SLSOTZJI,O,O,O,O,X,O,X,O,O
SLSOITJZ,O,O,O,O,X,O,X,O,O
SLSOITZJ,O,O,O,O,X,O,X,O,O
SLSOIJTZ,O,O,O,X,X,O,X,X,X
SLSOIJZT,O,O,O,X,X,X,X,X,X
SLSOIZTJ,O,X,O,O,X,O,X,O,O
SLSOIZJT,O,X,O,O,X,X,X,O,O
SLSOJTIZ,O,O,O,X,X,O,X,O,O
SLSOJTZI,O,O,O,X,X,O,X,O,O
SLSOJITZ,O,O,O,X,X,O,X,X,X
SLSOJIZT,O,O,O,X,X,X,X,X,X
SLSOJZTI,O,O,O,X,X,X,X,O,O
SLSOJZIT,O,O,O,X,X,X,X,O,O
SLSOZTIJ,O,O,O,O,X,O,X,O,O
SLSOZTJI,O,O,O,O,X,O,X,O,O
SLSOZITJ,O,O,O,O,X,O,X,O,O
SLSOZIJT,O,X,O,O,X,X,X,O,O
SLSOZJTI,O,O,O,O,X,X,X,O,O
SLSOZJIT,O,O,O,O,X,X,X,O,O
SLZTIJSO,O,X,O,O,X,O,X,O,O
SLZTIJOS,X,X,O,O,X,X,O,O,O
SLZTISJO,O,O,O,O,X,O,X,O,O
SLZTISOJ,O,O,O,O,X,O,X,O,O
SLZTIOJS,X,X,O,O,X,X,X,O,X
SLZTIOSJ,O,X,O,O,X,X,X,O,O
SLZTJISO,O,O,O,O,X,O,X,O,O
SLZTJIOS,X,X,O,O,X,X,O,O,O
SLZTJSIO,O,O,O,O,X,O,X,O,O
SLZTJSOI,O,O,O,O,O,O,O,O,O
SLZTJOIS,X,X,O,O,O,X,O,O,O
SLZTJOSI,X,X,O,O,O,O,O,O,O
SLZTSIJO,O,O,O,O,X,O,X,O,O
SLZTSIOJ,O,O,O,O,X,O,X,O,O
SLZTSJIO,O,O,O,O,X,O,X,O,O
SLZTSJOI,O,O,O,O,O,O,O,O,O
SLZTSOIJ,O,O,O,O,X,O,X,O,O
SLZTSOJI,O,O,O,O,X,O,X,O,O
SLZTOIJS,X,X,O,O,X,X,X,O,X
SLZTOISJ,O,O,O,O,X,X,X,O,O
SLZTOJIS,X,O,O,O,X,X,O,O,O
SLZTOJSI,X,O,O,O,X,O,O,O,O
SLZTOSIJ,O,O,O,O,X,O,X,O,O
SLZTOSJI,O,O,O,O,X,O,X,O,O
SLZITJSO,O,X,O,O,X,O,X,O,O
SLZITJOS,X,X,O,O,X,X,O,O,O
SLZITSJO,O,O,O,O,X,O,X,O,O
SLZITSOJ,O,O,O,O,X,O,X,O,O
SLZITOJS,X,X,O,O,X,X,X,O,X
SLZITOSJ,O,X,O,O,X,X,X,O,O
SLZIJTSO,X,X,O,O,X,O,X,O,O
SLZIJTOS,X,X,O,O,X,X,O,O,O
SLZIJSTO,X,X,O,O,X,O,X,O,O
SLZIJSOT,X,X,O,O,X,X,X,O,O
SLZIJOTS,X,X,O,O,X,X,X,O,O
SLZIJOST,X,X,O,O,X,X,X,O,O
SLZISTJO,O,O,O,O,X,O,X,O,O
SLZISTOJ,O,O,O,O,X,O,X,O,O
SLZISJTO,O,X,O,O,X,O,X,O,O
SLZISJOT,X,X,O,O,X,X,X,O,O
SLZISOTJ,X,X,O,O,X,O,X,O,O
SLZISOJT,X,X,O,O,X,X,X,O,O
SLZIOTJS,X,X,O,O,X,X,X,O,X
SLZIOTSJ,X,X,O,O,X,X,X,O,O
SLZIOJTS,X,X,O,O,X,X,X,O,X
SLZIOJST,X,X,O,O,X,X,X,O,X
SLZIOSTJ,X,X,O,O,X,X,X,O,O
SLZIOSJT,X,X,O,O,X,X,X,O,X
SLZJTISO,X,O,O,O,X,O,X,O,O
SLZJTIOS,X,X,O,O,X,X,O,O,O
SLZJTSIO,X,O,O,O,X,O,X,O,O
SLZJTSOI,X,O,O,O,O,O,O,O,O
SLZJTOIS,X,X,O,O,O,X,O,O,O
SLZJTOSI,X,X,O,O,O,O,O,O,O
SLZJITSO,X,O,O,O,X,O,X,O,O
SLZJITOS,X,X,O,O,X,X,O,O,O
SLZJISTO,X,O,O,O,X,O,X,O,O
SLZJISOT,X,X,O,O,X,X,X,O,O
SLZJIOTS,X,X,O,O,X,X,X,O,O
SLZJIOST,X,X,O,O,X,X,X,O,O
SLZJSTIO,X,O,O,O,X,O,X,O,O
SLZJSTOI,X,O,O,O,O,O,O,O,O
SLZJSITO,X,O,O,O,X,O,X,O,O
SLZJSIOT,X,X,O,O,X,X,X,O,O
SLZJSOTI,X,X,O,O,O,X,X,O,O
SLZJSOIT,X,X,O,O,O,X,X,O,O
SLZJOTIS,X,X,O,O,O,X,O,O,O
SLZJOTSI,X,X,O,O,O,X,O,O,O
SLZJOITS,X,X,O,O,O,X,X,O,O
SLZJOIST,X,X,O,O,O,X,X,O,O
SLZJOSTI,X,X,O,O,O,X,X,O,O
SLZJOSIT,X,X,O,O,O,X,X,O,O
SLZSTIJO,O,O,O,O,X,O,X,O,O
SLZSTIOJ,O,O,O,O,X,O,X,O,O
SLZSTJIO,O,O,O,O,X,O,X,O,O
SLZSTJOI,O,O,O,O,O,O,O,O,O
SLZSTOIJ,O,O,O,O,X,O,X,O,O
SLZSTOJI,O,O,O,O,X,O,X,O,O
SLZSITJO,O,O,O,O,X,O,X,O,O
SLZSITOJ,O,O,O,O,X,O,X,O,O
SLZSIJTO,O,X,O,O,X,O,X,O,O
SLZSIJOT,X,X,O,O,X,X,X,O,O
SLZSIOTJ,X,X,O,O,X,O,X,O,O
SLZSIOJT,X,X,O,O,X,X,X,O,O
SLZSJTIO,O,O,O,O,X,O,X,O,O
SLZSJTOI,O,O,O,O,O,O,O,O,O
SLZSJITO,O,O,O,O,X,O,X,O,O
SLZSJIOT,X,X,O,O,X,X,X,O,O
SLZSJOTI,X,X,O,O,O,X,X,O,O
SLZSJOIT,X,X,O,O,O,X,X,O,O
SLZSOTIJ,X,O,O,O,X,O,X,O,O
SLZSOTJI,X,O,O,O,X,O,X,O,O
