sequence,v115@RhA8EeB8BeD8AeE8Je/EJvhFUgBRhBCjBlmBToBmqB,v115@RhA8EeB8BeD8AeE8Jex/IvhFXhB8mBCjBlkBToBmqB,v115@RhA8EeB8BeD8AeE8Je/EJvhFUgBFhBxiBCnBToBmqB,v115@RhA8EeB8BeD8AeE8Jem/IvhFFhBxiB0kBfrBCsBTtB,v115@RhA8EeB8BeD8AeE8JeT/IvhFelBSoBRmBfrBlrBUtB,v115@RhA8EeB8BeD8AeE8JeT/IvhFxgBymBGjBXlBUoBFrB,v115@RhA8EeB8BeD8AeE8Je/EJvhFRgBzhBGjBilBUoBFrB,v115@RhA8EeB8BeD8AeE8JemAJvhFzhBfoB6oBxkB0kBFrB
JTLZOSI,X,O,O,X,X,O,O,X
JTLOISZ,O,O,O,X,O,X,X,O
JTLOIZS,O,O,O,X,O,O,X,X
JTLOSIZ,O,O,O,X,X,X,O,O
JTLOSZI,O,O,O,X,X,X,O,O
JTLOZIS,O,O,O,X,X,O,O,X
JTLOZSI,O,O,O,X,X,O,O,X
JTSILZO,O,O,O,X,X,O,O,O
JTSILOZ,O,X,O,X,X,O,O,O
JTSIZLO,O,O,O,X,X,O,O,O
JTSIZOL,O,O,O,X,X,O,O,O
JTSIOLZ,O,O,O,X,X,O,X,O
JTSIOZL,O,O,O,X,X,O,O,O
JTSLIZO,O,O,O,X,X,O,O,O
JTSLIOZ,O,X,O,X,X,O,O,O
JTSLZIO,O,O,O,X,X,O,O,O
JTSLZOI,O,O,O,X,X,O,O,O
JTSLOIZ,O,X,O,X,X,O,O,O
JTSLOZI,O,X,O,X,X,O,O,O
JTSZILO,O,O,O,X,X,O,O,O
JTSZIOL,O,O,O,X,X,O,O,O
JTSZLIO,O,O,O,X,X,O,O,O
JTSZLOI,O,O,O,X,X,O,O,O
JTSZOIL,O,O,O,X,X,O,O,O
JTSZOLI,O,O,O,X,X,O,O,O
JTSOILZ,O,O,O,X,X,O,X,O
JTSOIZL,O,O,O,X,X,O,O,O
JTSOLIZ,O,O,O,X,X,O,O,O
JTSOLZI,O,O,O,X,X,O,O,O
JTSOZIL,O,O,O,X,X,O,O,O
JTSOZLI,O,O,O,X,X,O,O,O
JTZILSO,O,O,X,X,X,O,O,X
JTZILOS,X,O,X,X,X,O,O,X
JTZISLO,O,O,X,X,X,O,O,O
JTZISOL,O,O,X,X,X,O,O,O
JTZIOLS,O,O,X,X,X,O,O,X
JTZIOSL,O,O,X,X,X,X,O,O
JTZLISO,O,O,O,X,X,O,O,X
JTZLIOS,X,O,X,X,X,O,O,X
JTZLSIO,O,O,O,X,X,O,O,X
JTZLSOI,O,O,O,X,X,O,O,X
JTZLOIS,X,O,O,X,X,O,O,X
JTZLOSI,X,O,O,X,X,O,O,X
JTZSILO,O,O,O,X,X,O,O,O
JTZSIOL,O,O,O,X,X,O,O,O
JTZSLIO,O,O,O,X,X,O,O,O
JTZSLOI,O,O,O,X,X,O,O,O
JTZSOIL,O,O,O,X,X,O,O,O
JTZSOLI,O,O,O,X,X,O,O,O
JTZOILS,O,O,X,X,X,O,O,X
JTZOISL,O,O,O,X,X,X,O,O
JTZOLIS,O,O,X,X,X,O,O,X
JTZOLSI,O,O,X,X,X,O,O,X
JTZOSIL,O,O,O,X,X,O,O,O
JTZOSLI,O,O,O,X,X,O,O,O
JTOILSZ,O,O,O,X,O,X,X,O
JTOILZS,O,O,O,X,O,X,X,X
JTOISLZ,O,O,O,X,X,X,X,O
JTOISZL,O,O,O,X,X,X,X,O
JTOIZLS,O,O,X,X,X,X,X,X
JTOIZSL,O,O,O,X,X,X,X,O
JTOLISZ,O,O,O,X,O,X,X,O
JTOLIZS,O,O,O,X,O,O,X,X
JTOLSIZ,O,O,O,X,X,X,O,O
JTOLSZI,O,O,O,X,X,X,O,O
JTOLZIS,O,O,O,X,X,O,O,X
JTOLZSI,O,O,O,X,X,O,O,X
JTOSILZ,O,O,O,X,X,X,X,O
JTOSIZL,O,O,O,X,X,X,O,O
JTOSLIZ,O,O,O,X,X,X,O,O
JTOSLZI,O,O,O,X,X,X,O,O
JTOSZIL,O,O,O,X,X,X,O,O
JTOSZLI,O,O,O,X,X,X,O,O
JTOZILS,O,O,X,X,X,O,O,X
JTOZISL,O,O,O,X,X,X,O,O
JTOZLIS,O,O,X,X,X,O,O,X
JTOZLSI,O,O,X,X,X,O,O,X
JTOZSIL,O,O,O,X,X,X,O,O
JTOZSLI,O,O,O,X,X,O,O,O
JITLSZO,O,O,O,X,X,X,X,O
JITLSOZ,O,X,O,X,X,X,X,O
JITLZSO,O,O,O,X,X,X,X,X
JITLZOS,X,O,X,X,X,X,X,X
JITLOSZ,O,O,O,X,O,X,X,O
JITLOZS,O,O,O,X,O,X,X,X
JITSLZO,O,O,O,X,X,X,X,O
JITSLOZ,O,X,O,X,X,X,X,O
JITSZLO,O,O,O,X,X,X,X,O
JITSZOL,O,O,O,X,X,X,X,O
JITSOLZ,O,O,O,X,X,X,X,O
JITSOZL,O,O,O,X,X,X,X,O
JITZLSO,O,O,X,X,X,X,X,X
JITZLOS,X,O,X,X,X,X,X,X
JITZSLO,O,O,X,X,X,X,X,O
JITZSOL,O,O,X,X,X,X,X,O
JITZOLS,O,O,X,X,X,X,X,X
JITZOSL,O,O,X,X,X,X,X,O
JITOLSZ,O,O,O,X,O,X,X,O
JITOLZS,O,O,X,X,O,X,X,X
JITOSLZ,O,O,O,X,X,X,X,O
JITOSZL,O,O,O,X,X,X,X,O
JITOZLS,O,O,X,X,X,X,X,X
JITOZSL,O,O,O,X,X,X,X,O
JILTSZO,O,O,O,X,X,X,X,X
JILTSOZ,O,X,O,X,X,X,X,X
JILTZSO,O,O,O,X,X,X,X,X
JILTZOS,X,O,X,X,X,X,X,X
JILTOSZ,O,X,O,X,O,X,X,X
JILTOZS,X,O,O,X,O,X,X,X
JILSTZO,O,X,O,X,X,X,X,X
JILSTOZ,O,X,O,X,X,X,X,O
JILSZTO,O,X,O,X,X,X,X,X
JILSZOT,O,X,O,X,X,X,X,O
JILSOTZ,X,X,O,X,O,X,X,O
JILSOZT,X,X,O,X,O,X,X,O
JILZTSO,X,O,O,X,X,X,X,X
JILZTOS,X,O,X,X,X,X,X,X
JILZSTO,X,O,O,X,X,X,X,X
JILZSOT,X,O,O,X,X,X,X,X
JILZOTS,X,X,X,X,O,X,X,X
JILZOST,X,X,X,X,O,X,X,X
JILOTSZ,X,X,O,X,O,X,X,X
JILOTZS,X,X,O,X,O,X,X,X
JILOSTZ,X,X,O,X,O,X,X,O
JILOSZT,X,X,O,X,O,X,X,O
JILOZTS,X,X,O,X,O,X,X,X
JILOZST,X,X,O,X,O,X,X,X
JISTLZO,O,X,O,X,X,X,X,O
JISTLOZ,O,X,O,X,X,X,X,O
JISTZLO,O,X,O,X,X,X,X,O
JISTZOL,O,X,O,X,X,X,X,O
JISTOLZ,O,X,O,X,X,X,X,O
JISTOZL,O,X,O,X,X,X,X,O
JISLTZO,O,X,O,X,X,X,X,O
JISLTOZ,O,X,O,X,X,X,X,O
JISLZTO,O,X,O,X,X,X,X,X
JISLZOT,O,X,O,X,X,X,X,O
JISLOTZ,X,X,O,X,O,X,X,O
JISLOZT,X,X,O,X,O,X,X,O
JISZTLO,O,X,O,X,X,X,X,X
JISZTOL,O,X,O,X,X,X,X,X
JISZLTO,O,X,O,X,X,X,X,X
JISZLOT,O,X,O,X,X,X,X,O
JISZOTL,O,X,O,X,X,X,X,X
JISZOLT,O,X,O,X,X,X,X,O
JISOTLZ,O,X,O,X,X,X,X,O
JISOTZL,O,X,O,X,X,X,X,X
JISOLTZ,O,X,O,X,O,X,X,O
JISOLZT,O,X,O,X,O,X,X,O
JISOZTL,O,X,O,X,X,X,X,X
JISOZLT,O,X,O,X,X,X,X,O
JIZTLSO,X,O,X,X,X,X,X,X
JIZTLOS,X,O,X,X,X,X,X,X
JIZTSLO,X,O,X,X,X,X,X,X
JIZTSOL,X,O,X,X,X,X,X,X
JIZTOLS,X,O,X,X,X,X,X,X
JIZTOSL,X,O,X,X,X,X,X,X
JIZLTSO,X,O,X,X,X,X,X,X
JIZLTOS,X,O,X,X,X,X,X,X
JIZLSTO,X,O,X,X,X,X,X,X
JIZLSOT,X,O,X,X,X,X,X,X
JIZLOTS,X,X,X,X,O,X,X,X
JIZLOST,X,X,X,X,O,X,X,X
JIZSTLO,X,O,X,X,X,X,X,X
JIZSTOL,X,O,X,X,X,X,X,X
JIZSLTO,X,O,X,X,X,X,X,X
JIZSLOT,X,O,X,X,X,X,X,O
JIZSOTL,X,O,X,X,X,X,X,X
JIZSOLT,X,O,X,X,X,X,X,O
JIZOTLS,X,O,X,X,X,X,X,X
JIZOTSL,X,O,X,X,X,X,X,X
JIZOLTS,X,O,X,X,O,X,X,X
JIZOLST,X,O,X,X,O,X,X,X
JIZOSTL,X,O,X,X,X,X,X,X
JIZOSLT,X,O,X,X,X,X,X,O
JIOTLSZ,O,O,O,X,O,X,X,X
JIOTLZS,O,O,O,X,O,X,X,X
JIOTSLZ,O,O,O,X,X,X,X,O
JIOTSZL,O,O,O,X,X,X,X,X
JIOTZLS,O,O,X,X,X,X,X,X
JIOTZSL,O,O,O,X,X,X,X,X
JIOLTSZ,O,O,O,X,O,X,X,X
JIOLTZS,O,O,O,X,O,X,X,X
JIOLSTZ,O,X,O,X,O,X,X,O
JIOLSZT,O,X,O,X,O,X,X,O
JIOLZTS,X,O,O,X,O,X,X,X
JIOLZST,X,O,O,X,O,X,X,X
JIOSTLZ,O,X,O,X,X,X,X,O
JIOSTZL,O,X,O,X,X,X,X,X
JIOSLTZ,O,X,O,X,O,X,X,O
JIOSLZT,O,X,O,X,O,X,X,O
JIOSZTL,O,X,O,X,X,X,X,X
JIOSZLT,O,X,O,X,X,X,X,O
JIOZTLS,X,O,X,X,X,X,X,X
JIOZTSL,X,O,O,X,X,X,X,X
JIOZLTS,X,O,O,X,O,X,X,X
JIOZLST,X,O,O,X,O,X,X,X
JIOZSTL,X,O,O,X,X,X,X,X
JIOZSLT,X,O,O,X,X,X,X,O
JLTISZO,O,O,O,X,X,X,X,X
JLTISOZ,O,X,O,X,X,X,X,X
JLTIZSO,O,O,O,X,X,X,X,X
JLTIZOS,X,O,X,X,X,X,X,X
JLTIOSZ,O,O,O,X,O,X,X,X
JLTIOZS,O,O,O,X,O,X,X,X
JLTSIZO,O,O,O,X,X,X,X,X
JLTSIOZ,O,X,O,X,X,X,X,X
JLTSZIO,O,O,O,X,X,X,X,X
JLTSZOI,O,O,O,X,X,X,X,X
JLTSOIZ,O,X,O,X,X,X,X,X
JLTSOZI,O,X,O,X,X,X,X,X
JLTZISO,O,O,O,X,X,X,X,X
JLTZIOS,X,O,X,X,X,X,X,X
JLTZSIO,O,O,O,X,X,X,X,X
JLTZSOI,O,O,O,X,X,X,X,X
JLTZOIS,X,O,O,X,X,X,X,X
JLTZOSI,X,O,O,X,X,X,X,X
JLTOISZ,O,O,O,X,O,X,X,X
JLTOIZS,O,O,O,X,O,X,X,X
JLTOSIZ,O,O,O,X,X,X,X,X
JLTOSZI,O,O,O,X,X,X,X,X
JLTOZIS,O,O,O,X,X,X,X,X
JLTOZSI,O,O,O,X,X,X,X,X
JLITSZO,O,O,O,X,X,X,X,X
JLITSOZ,O,X,O,X,X,X,X,X
JLITZSO,O,O,O,X,X,X,X,X
JLITZOS,X,O,X,X,X,X,X,X
JLITOSZ,O,X,O,X,O,X,X,X
JLITOZS,X,O,O,X,O,X,X,X
JLISTZO,O,X,O,O,X,X,X,X
JLISTOZ,O,X,O,X,X,X,X,X
JLISZTO,O,X,O,O,X,O,X,X
JLISZOT,O,X,O,O,X,O,X,X
JLISOTZ,X,X,O,X,O,X,X,X
JLISOZT,X,X,O,X,O,O,X,X
JLIZTSO,X,O,O,O,X,O,X,X
JLIZTOS,X,O,X,X,X,O,X,X
JLIZSTO,X,O,O,O,X,O,X,X
JLIZSOT,X,O,O,O,X,O,X,X
JLIZOTS,X,X,X,X,O,O,X,X
JLIZOST,X,X,X,O,O,O,X,X
JLIOTSZ,X,X,O,X,O,X,X,X
JLIOTZS,X,X,O,X,O,X,X,X
JLIOSTZ,X,X,O,X,O,X,X,X
JLIOSZT,X,X,O,X,O,X,X,X
JLIOZTS,X,X,O,X,O,O,X,X
JLIOZST,X,X,O,X,O,O,X,X
JLSTIZO,O,O,O,O,X,X,X,X
JLSTIOZ,O,X,O,X,X,X,X,X
JLSTZIO,O,O,O,O,X,X,X,X
JLSTZOI,O,O,O,O,X,X,X,X
JLSTOIZ,O,X,O,O,X,X,X,X
JLSTOZI,O,X,O,O,X,X,X,X
JLSITZO,O,X,O,O,X,X,X,X
JLSITOZ,O,X,O,X,X,X,X,X
JLSIZTO,O,X,O,O,X,O,O,X
JLSIZOT,O,X,O,O,X,O,O,X
JLSIOTZ,X,X,O,X,O,X,X,X
JLSIOZT,X,X,O,X,O,O,O,X
JLSZTIO,O,O,O,O,X,O,O,X
JLSZTOI,O,O,O,O,X,O,O,X
JLSZITO,O,O,O,O,X,O,O,X
JLSZIOT,O,O,O,O,X,O,O,X
JLSZOTI,O,O,O,O,X,O,O,X
JLSZOIT,O,O,O,O,X,O,O,X
JLSOTIZ,O,X,O,O,X,X,X,X
JLSOTZI,O,X,O,O,X,X,X,X
JLSOITZ,O,X,O,O,O,X,X,X
JLSOIZT,O,X,O,O,O,O,O,X
JLSOZTI,O,X,O,O,X,O,O,X
JLSOZIT,O,X,O,O,X,O,O,X
JLZTISO,O,O,O,O,X,O,X,X
JLZTIOS,X,O,X,X,X,O,X,X
JLZTSIO,O,O,O,O,X,O,O,X
JLZTSOI,O,O,O,O,X,O,O,X
JLZTOIS,X,O,O,O,X,O,X,X
JLZTOSI,X,O,O,O,X,O,O,X
JLZITSO,X,O,O,O,X,O,X,X
JLZITOS,X,O,X,X,X,O,X,X
JLZISTO,X,O,O,O,X,O,O,X
JLZISOT,X,O,O,O,X,O,O,X
JLZIOTS,X,X,X,O,O,O,X,X
JLZIOST,X,X,X,O,O,O,O,X
JLZSTIO,O,O,O,O,X,O,O,X
JLZSTOI,O,O,O,O,X,O,O,X
JLZSITO,O,O,O,O,X,O,O,X
JLZSIOT,O,O,O,O,X,O,O,X
JLZSOTI,O,O,O,O,X,O,O,X
JLZSOIT,O,O,O,O,X,O,O,X
JLZOTIS,X,O,O,O,X,O,X,X
JLZOTSI,X,O,O,O,X,O,O,X
JLZOITS,X,O,O,O,O,O,X,X
JLZOIST,X,O,O,O,O,O,O,X
JLZOSTI,X,O,O,O,X,O,O,X
JLZOSIT,X,O,O,O,X,O,O,X
JLOTISZ,O,O,O,X,O,X,X,X
JLOTIZS,O,O,O,X,O,O,X,X
JLOTSIZ,O,O,O,X,X,X,X,X
JLOTSZI,O,O,O,X,X,X,X,X
JLOTZIS,O,O,O,X,X,O,X,X
JLOTZSI,O,O,O,X,X,O,X,X
JLOITSZ,O,O,O,X,O,X,X,X
JLOITZS,O,O,O,X,O,X,X,X
JLOISTZ,O,X,O,O,O,X,X,X
JLOISZT,O,X,O,O,O,X,X,X
JLOIZTS,X,O,O,O,O,O,X,X
JLOIZST,X,O,O,O,O,O,X,X
JLOSTIZ,O,O,O,O,X,X,X,X
JLOSTZI,O,O,O,O,X,X,X,X
JLOSITZ,O,X,O,O,O,X,X,X
JLOSIZT,O,X,O,O,O,O,O,X
JLOSZTI,O,O,O,O,X,O,O,X
JLOSZIT,O,O,O,O,X,O,O,X
JLOZTIS,O,O,O,O,X,O,X,X
JLOZTSI,O,O,O,O,X,O,O,X
JLOZITS,X,O,O,O,O,O,X,X
JLOZIST,X,O,O,O,O,O,O,X
JLOZSTI,O,O,O,O,X,O,O,X
JLOZSIT,O,O,O,O,X,O,O,X
JSTILZO,O,O,O,X,X,O,O,O
JSTILOZ,O,X,O,X,X,O,O,O
JSTIZLO,O,O,O,X,X,O,O,O
JSTIZOL,O,O,O,X,X,O,O,O
JSTIOLZ,O,O,O,X,X,O,X,O
JSTIOZL,O,O,O,X,X,O,O,O
JSTLIZO,O,O,O,O,X,O,O,O
JSTLIOZ,O,X,O,X,X,O,O,O
JSTLZIO,O,O,O,O,X,O,O,O
JSTLZOI,O,O,O,O,X,O,O,O
JSTLOIZ,O,X,O,O,X,O,O,O
JSTLOZI,O,X,O,O,X,O,O,O
JSTZILO,O,O,O,O,X,O,O,O
JSTZIOL,O,O,O,O,X,O,O,O
JSTZLIO,O,O,O,O,X,O,O,O
JSTZLOI,O,O,O,O,X,O,O,O
JSTZOIL,O,O,O,O,X,O,O,O
JSTZOLI,O,O,O,O,X,O,O,O
JSTOILZ,O,O,O,X,X,O,X,O
JSTOIZL,O,O,O,O,X,O,O,O
JSTOLIZ,O,O,O,X,X,O,O,O
JSTOLZI,O,O,O,X,X,O,O,O
JSTOZIL,O,O,O,O,X,O,O,O
JSTOZLI,O,O,O,O,X,O,O,O
JSITLZO,O,X,O,X,X,X,O,O
JSITLOZ,O,X,O,X,X,X,O,O
JSITZLO,O,X,O,X,X,X,O,O
JSITZOL,O,X,O,X,X,X,O,O
JSITOLZ,O,X,O,X,X,X,X,O
JSITOZL,O,X,O,X,X,X,O,O
JSILTZO,O,X,O,X,X,X,X,O
JSILTOZ,O,X,O,X,X,X,X,O
JSILZTO,O,X,O,X,X,O,O,X
JSILZOT,O,X,O,X,X,O,O,O
JSILOTZ,X,X,O,X,O,X,X,O
JSILOZT,X,X,O,X,O,O,O,O
JSIZTLO,O,X,O,X,X,O,O,X
JSIZTOL,O,X,O,X,X,O,O,X
JSIZLTO,O,X,O,X,X,O,O,X
JSIZLOT,O,X,O,X,X,O,O,O
JSIZOTL,O,X,O,X,X,O,O,X
JSIZOLT,O,X,O,X,X,O,O,O
JSIOTLZ,O,X,O,X,X,X,X,O
JSIOTZL,O,X,O,X,X,X,X,X
JSIOLTZ,O,X,O,X,O,X,X,O
JSIOLZT,O,X,O,X,O,O,X,O
JSIOZTL,O,X,O,X,X,O,O,X
JSIOZLT,O,X,O,X,X,O,O,O
JSLTIZO,O,O,O,O,X,X,X,O
JSLTIOZ,O,X,O,X,X,X,X,O
JSLTZIO,O,O,O,O,X,X,X,O
JSLTZOI,O,O,O,O,X,X,X,O
JSLTOIZ,O,X,O,O,X,X,X,O
JSLTOZI,O,X,O,O,X,X,X,O
JSLITZO,O,X,O,O,X,X,X,O
JSLITOZ,O,X,O,X,X,X,X,O
JSLIZTO,O,X,O,O,X,O,O,X
JSLIZOT,O,X,O,O,X,O,O,O
JSLIOTZ,X,X,O,X,O,X,X,O
JSLIOZT,X,X,O,X,O,O,O,O
JSLZTIO,O,O,O,O,X,O,O,X
JSLZTOI,O,O,O,O,X,O,O,X
JSLZITO,O,O,O,O,X,O,O,X
JSLZIOT,O,O,O,O,X,O,O,X
JSLZOTI,O,O,O,O,X,O,O,X
JSLZOIT,O,O,O,O,X,O,O,X
JSLOTIZ,O,X,O,O,X,X,X,O
JSLOTZI,O,X,O,O,X,X,X,O
JSLOITZ,O,X,O,O,O,X,X,O
JSLOIZT,O,X,O,O,O,O,O,O
JSLOZTI,O,X,O,O,X,O,O,X
JSLOZIT,O,X,O,O,X,O,O,X
JSZTILO,O,O,O,O,X,O,O,X
JSZTIOL,O,O,O,O,X,O,O,X
JSZTLIO,O,O,O,O,X,O,O,X
JSZTLOI,O,O,O,O,X,O,O,X
JSZTOIL,O,O,O,O,X,O,O,X
JSZTOLI,O,O,O,O,X,O,O,X
JSZITLO,O,O,O,O,X,O,O,X
JSZITOL,O,O,O,O,X,O,O,X
JSZILTO,O,O,O,O,X,O,O,X
JSZILOT,O,O,O,O,X,O,O,X
JSZIOTL,O,O,O,O,X,O,O,X
JSZIOLT,O,O,O,O,X,O,O,X
JSZLTIO,O,O,O,O,X,O,O,X
JSZLTOI,O,O,O,O,X,O,O,X
JSZLITO,O,O,O,O,X,O,O,X
JSZLIOT,O,O,O,O,X,O,O,X
JSZLOTI,O,O,O,O,X,O,O,X
JSZLOIT,O,O,O,O,X,O,O,X
JSZOTIL,O,O,O,O,X,O,O,X
JSZOTLI,O,O,O,O,X,O,O,X
JSZOITL,O,O,O,O,X,O,O,X
JSZOILT,O,O,O,O,X,O,O,X
JSZOLTI,O,O,O,O,X,O,O,X
JSZOLIT,O,O,O,O,X,O,O,X
JSOTILZ,O,O,O,X,X,O,X,O
JSOTIZL,O,O,O,O,X,O,O,O
JSOTLIZ,O,O,O,X,X,O,O,O
JSOTLZI,O,O,O,X,X,O,O,O
JSOTZIL,O,O,O,O,X,O,O,O
JSOTZLI,O,O,O,O,X,O,O,O
JSOITLZ,O,X,O,X,X,X,X,O
JSOITZL,O,X,O,O,X,X,X,X
JSOILTZ,O,X,O,O,O,X,X,O
JSOILZT,O,X,O,O,O,O,X,O
JSOIZTL,O,X,O,O,X,O,O,X
JSOIZLT,O,X,O,O,X,O,O,O
JSOLTIZ,O,O,O,O,X,X,X,O
JSOLTZI,O,O,O,O,X,X,X,O
JSOLITZ,O,X,O,O,O,X,X,O
JSOLIZT,O,X,O,O,O,O,O,O
JSOLZTI,O,O,O,O,X,O,O,X
JSOLZIT,O,O,O,O,X,O,O,X
JSOZTIL,O,O,O,O,X,O,O,X
JSOZTLI,O,O,O,O,X,O,O,X
JSOZITL,O,O,O,O,X,O,O,X
JSOZILT,O,O,O,O,X,O,O,X
JSOZLTI,O,O,O,O,X,O,O,X
JSOZLIT,O,O,O,O,X,O,O,X
JZTILSO,O,O,X,X,X,O,O,X
JZTILOS,X,O,X,X,X,O,O,X
JZTISLO,O,O,X,X,X,O,O,X
JZTISOL,O,O,X,X,X,O,O,X
JZTIOLS,O,O,X,X,X,O,O,X
JZTIOSL,O,O,X,X,X,X,O,X
JZTLISO,O,O,O,O,X,O,O,X
JZTLIOS,X,O,X,X,X,O,O,X
JZTLSIO,O,O,O,O,X,O,O,X
JZTLSOI,O,O,O,O,X,O,O,X
JZTLOIS,X,O,O,O,X,O,O,X
JZTLOSI,X,O,O,O,X,O,O,X
JZTSILO,O,O,O,O,X,O,O,X
JZTSIOL,O,O,O,O,X,O,O,X
JZTSLIO,O,O,O,O,X,O,O,X
JZTSLOI,O,O,O,O,X,O,O,X
JZTSOIL,O,O,O,O,X,O,O,X
JZTSOLI,O,O,O,O,X,O,O,X
JZTOILS,O,O,X,O,X,O,O,X
JZTOISL,O,O,O,O,X,X,O,X
JZTOLIS,O,O,X,O,X,O,O,X
JZTOLSI,O,O,X,O,X,O,O,X
JZTOSIL,O,O,O,O,X,O,O,X
JZTOSLI,O,O,O,O,X,O,O,X
JZITLSO,X,O,X,X,X,O,O,X
JZITLOS,X,O,X,X,X,O,O,X
JZITSLO,X,O,X,X,X,O,O,X
JZITSOL,X,O,X,X,X,O,O,X
JZITOLS,X,O,X,X,X,O,O,X
JZITOSL,X,O,X,X,X,X,O,X
JZILTSO,X,O,X,O,X,O,X,X
JZILTOS,X,O,X,X,X,O,X,X
JZILSTO,X,O,X,O,X,O,O,X
JZILSOT,X,O,X,O,X,O,O,X
JZILOTS,X,X,X,O,O,O,X,X
JZILOST,X,X,X,O,O,O,O,X
JZISTLO,X,O,X,O,X,O,O,X
JZISTOL,X,O,X,O,X,O,O,X
JZISLTO,X,O,X,O,X,O,O,X
JZISLOT,X,O,X,O,X,O,O,X
JZISOTL,X,O,X,O,X,O,O,X
JZISOLT,X,O,X,O,X,O,O,X
JZIOTLS,X,O,X,O,X,O,O,X
JZIOTSL,X,O,X,O,X,X,O,X
JZIOLTS,X,O,X,O,O,O,X,X
JZIOLST,X,O,X,O,O,O,O,X
JZIOSTL,X,O,X,O,X,O,O,X
JZIOSLT,X,O,X,O,X,O,O,X
JZLTISO,O,O,O,O,X,O,O,X
JZLTIOS,X,O,X,X,X,O,O,X
JZLTSIO,O,O,O,O,X,O,O,X
JZLTSOI,O,O,O,O,X,O,O,X
JZLTOIS,X,O,O,O,X,O,O,X
JZLTOSI,X,O,O,O,X,O,O,X
JZLITSO,X,O,O,O,X,O,X,X
JZLITOS,X,O,X,X,X,O,X,X
JZLISTO,X,O,O,O,X,O,O,X
JZLISOT,X,O,O,O,X,O,O,X
JZLIOTS,X,X,X,O,O,O,X,X
JZLIOST,X,X,X,O,O,O,O,X
JZLSTIO,O,O,O,O,X,O,O,X
JZLSTOI,O,O,O,O,X,O,O,X
JZLSITO,O,O,O,O,X,O,O,X
JZLSIOT,O,O,O,O,X,O,O,X
JZLSOTI,O,O,O,O,X,O,O,X
JZLSOIT,O,O,O,O,X,O,O,X
JZLOTIS,X,O,O,O,X,O,O,X
JZLOTSI,X,O,O,O,X,O,O,X
JZLOITS,X,O,O,O,O,O,X,X
JZLOIST,X,O,O,O,O,O,O,X
JZLOSTI,X,O,O,O,X,O,O,X
JZLOSIT,X,O,O,O,X,O,O,X
JZSTILO,O,O,O,O,X,O,O,X
JZSTIOL,O,O,O,O,X,O,O,X
JZSTLIO,O,O,O,O,X,O,O,X
JZSTLOI,O,O,O,O,X,O,O,X
JZSTOIL,O,O,O,O,X,O,O,X
JZSTOLI,O,O,O,O,X,O,O,X
JZSITLO,O,O,O,O,X,O,O,X
JZSITOL,O,O,O,O,X,O,O,X
JZSILTO,O,O,O,O,X,O,O,X
JZSILOT,O,O,O,O,X,O,O,X
JZSIOTL,O,O,O,O,X,O,O,X
JZSIOLT,O,O,O,O,X,O,O,X
JZSLTIO,O,O,O,O,X,O,O,X
JZSLTOI,O,O,O,O,X,O,O,X
JZSLITO,O,O,O,O,X,O,O,X
JZSLIOT,O,O,O,O,X,O,O,X
JZSLOTI,O,O,O,O,X,O,O,X
JZSLOIT,O,O,O,O,X,O,O,X
JZSOTIL,O,O,O,O,X,O,O,X
JZSOTLI,O,O,O,O,X,O,O,X
JZSOITL,O,O,O,O,X,O,O,X
JZSOILT,O,O,O,O,X,O,O,X
JZSOLTI,O,O,O,O,X,O,O,X
JZSOLIT,O,O,O,O,X,O,O,X
JZOTILS,O,O,X,O,X,O,O,X
JZOTISL,O,O,O,O,X,X,O,X
JZOTLIS,O,O,X,O,X,O,O,X
JZOTLSI,O,O,X,O,X,O,O,X
JZOTSIL,O,O,O,O,X,O,O,X
JZOTSLI,O,O,O,O,X,O,O,X
JZOITLS,X,O,X,O,X,O,O,X
JZOITSL,X,O,O,O,X,X,O,X
JZOILTS,X,O,O,O,O,O,X,X
JZOILST,X,O,O,O,O,O,O,X
JZOISTL,X,O,O,O,X,O,O,X
JZOISLT,X,O,O,O,X,O,O,X
JZOLTIS,O,O,O,O,X,O,O,X
JZOLTSI,O,O,O,O,X,O,O,X
JZOLITS,X,O,O,O,O,O,X,X
JZOLIST,X,O,O,O,O,O,O,X
JZOLSTI,O,O,O,O,X,O,O,X
JZOLSIT,O,O,O,O,X,O,O,X
JZOSTIL,O,O,O,O,X,O,O,X
JZOSTLI,O,O,O,O,X,O,O,X
JZOSITL,O,O,O,O,X,O,O,X
JZOSILT,O,O,O,O,X,O,O,X
JZOSLTI,O,O,O,O,X,O,O,X
JZOSLIT,O,O,O,O,X,O,O,X
JOTILSZ,O,O,O,X,O,X,X,O
JOTILZS,O,O,O,X,O,X,X,X
JOTISLZ,O,O,O,X,X,X,X,O
JOTISZL,O,O,O,X,X,X,X,O
JOTIZLS,O,O,X,X,X,X,X,X
JOTIZSL,O,O,O,X,X,X,X,O
JOTLISZ,O,O,O,X,O,X,X,O
JOTLIZS,O,O,O,X,O,O,X,X
JOTLSIZ,O,O,O,X,X,X,O,O
JOTLSZI,O,O,O,X,X,X,O,O
JOTLZIS,O,O,O,X,X,O,O,X
JOTLZSI,O,O,O,X,X,O,O,X
JOTSILZ,O,O,O,X,X,X,X,O
JOTSIZL,O,O,O,X,X,X,O,O
JOTSLIZ,O,O,O,X,X,X,O,O
