sequence,v115@ThB8EeF8AeD8Jem/IvhFRhB3iBcoBTkBFmBCsB,v115@ThB8EeF8AeD8Jem/IvhFfmB0hBxiBTkBFoBCsB,v115@ThB8EeF8AeD8Jex/IvhFlhB3iBcoBTkBmlBCsB,v115@ThB8EeF8AeD8Jex/IvhFlhBCjBTkBmlB8rBXtB,v115@ThB8EeF8AeD8Je2EJvhFqnBTjBRmB3kBFmB8rB,v115@ThB8EeF8AeD8Jei/IvhFWmBxhBTjB3kB0nBlrB,v115@ThB8EeF8AeD8Jei/IvhFzgBRiBcoB3kBGnBlrB,v115@ThB8EeF8AeD8JeOEJvhF8kBzgBCiBxnBXoBlrB
JTZSOLI,O,X,O,O,X,O,O,O
JTZOILS,O,X,O,O,X,O,O,O
JTZOISL,O,X,O,O,X,O,O,O
JTZOLIS,O,X,O,O,X,O,O,O
JTZOLSI,O,X,O,O,X,O,O,O
JTZOSIL,O,X,O,O,X,O,O,O
JTZOSLI,O,X,O,O,X,O,O,O
JTOILSZ,O,O,O,X,O,O,X,X
JTOILZS,O,X,O,X,O,X,X,O
JTOISLZ,O,O,O,O,X,O,O,X
JTOISZL,O,O,O,O,X,O,O,X
JTOIZLS,O,X,O,O,X,O,O,O
JTOIZSL,O,O,O,O,X,O,O,O
JTOLISZ,O,O,O,X,O,O,X,X
JTOLIZS,O,X,O,X,O,X,X,O
JTOLSIZ,O,O,O,X,X,O,O,X
JTOLSZI,O,O,O,X,X,O,O,X
JTOLZIS,O,X,O,X,X,X,O,O
JTOLZSI,O,X,O,X,X,X,O,O
JTOSILZ,O,O,O,O,X,O,O,X
JTOSIZL,O,O,O,O,X,O,O,X
JTOSLIZ,O,O,O,O,X,O,O,X
JTOSLZI,O,O,O,O,X,O,O,X
JTOSZIL,O,O,O,O,X,O,O,X
JTOSZLI,O,O,O,O,X,O,O,X
JTOZILS,O,X,O,O,X,O,O,O
JTOZISL,O,O,O,O,X,O,O,O
JTOZLIS,O,X,O,O,X,O,O,O
JTOZLSI,O,X,O,O,X,O,O,O
JTOZSIL,O,O,O,O,X,O,O,O
JTOZSLI,O,O,O,O,X,O,O,O
JITLSZO,O,O,O,X,X,X,X,X
JITLSOZ,X,O,X,X,X,X,X,X
JITLZSO,O,X,O,X,X,X,X,O
JITLZOS,O,X,O,X,X,X,X,O
JITLOSZ,X,X,O,X,O,X,X,X
JITLOZS,O,X,O,X,O,X,X,O
JITSLZO,O,O,O,O,X,O,X,X
JITSLOZ,X,O,X,X,X,O,X,X
JITSZLO,O,O,O,O,X,O,X,X
JITSZOL,O,O,O,O,X,O,X,X
JITSOLZ,X,O,X,X,X,O,X,X
JITSOZL,X,O,X,X,X,X,X,X
JITZLSO,O,X,O,O,X,X,X,O
JITZLOS,O,X,O,X,X,X,X,O
JITZSLO,O,O,O,O,X,O,X,O
JITZSOL,O,O,O,O,X,O,X,O
JITZOLS,X,X,O,X,X,X,X,O
JITZOSL,O,X,O,O,X,O,X,O
JITOLSZ,X,X,O,X,O,X,X,X
JITOLZS,O,X,O,X,O,X,X,O
JITOSLZ,X,O,O,X,X,O,X,X
JITOSZL,X,O,O,X,X,X,X,X
JITOZLS,X,X,O,X,X,X,X,O
JITOZSL,O,X,O,X,X,X,X,O
JILTSZO,O,O,O,X,X,X,X,X
JILTSOZ,X,O,X,X,X,X,X,X
JILTZSO,O,O,O,X,X,X,X,X
JILTZOS,O,X,O,X,X,X,X,X
JILTOSZ,X,O,O,X,O,X,X,X
JILTOZS,O,X,O,X,O,X,X,X
JILSTZO,X,O,O,O,X,O,X,X
JILSTOZ,X,O,X,X,X,O,X,X
JILSZTO,X,O,O,O,X,O,X,X
JILSZOT,X,O,O,O,X,O,X,X
JILSOTZ,X,X,X,X,O,O,X,X
JILSOZT,X,X,X,O,O,O,X,X
JILZTSO,O,X,O,O,X,X,X,X
JILZTOS,O,X,O,X,X,X,X,O
JILZSTO,O,X,O,O,X,O,X,X
JILZSOT,O,X,O,O,X,O,X,O
JILZOTS,X,X,O,X,O,X,X,O
JILZOST,X,X,O,X,O,O,X,O
JILOTSZ,X,X,O,X,O,X,X,X
JILOTZS,X,X,O,X,O,X,X,X
JILOSTZ,X,X,O,X,O,O,X,X
JILOSZT,X,X,O,X,O,O,X,X
JILOZTS,X,X,O,X,O,X,X,O
JILOZST,X,X,O,X,O,X,X,O
JISTLZO,X,O,O,O,X,O,X,X
JISTLOZ,X,O,X,X,X,O,X,X
JISTZLO,X,O,O,O,X,O,X,X
JISTZOL,X,O,O,O,X,O,X,X
JISTOLZ,X,O,X,X,X,O,X,X
JISTOZL,X,O,X,X,X,X,X,X
JISLTZO,X,O,O,O,X,O,X,X
JISLTOZ,X,O,X,X,X,O,X,X
JISLZTO,X,O,O,O,X,O,O,X
JISLZOT,X,O,O,O,X,O,O,X
JISLOTZ,X,X,X,O,O,O,X,X
JISLOZT,X,X,X,O,O,O,O,X
JISZTLO,X,O,O,O,X,O,O,X
JISZTOL,X,O,O,O,X,O,O,X
JISZLTO,X,O,O,O,X,O,O,X
JISZLOT,X,O,O,O,X,O,O,X
JISZOTL,X,O,O,O,X,O,O,X
JISZOLT,X,O,O,O,X,O,O,X
JISOTLZ,X,X,X,O,X,O,X,X
JISOTZL,X,X,X,O,X,O,X,X
JISOLTZ,X,X,X,O,O,O,X,X
JISOLZT,X,X,X,O,O,O,O,X
JISOZTL,X,X,X,O,X,O,O,X
JISOZLT,X,X,X,O,X,O,O,X
JIZTLSO,O,X,O,O,X,X,X,O
JIZTLOS,O,X,O,X,X,X,X,O
JIZTSLO,O,X,O,O,X,O,O,O
JIZTSOL,O,X,O,O,X,O,O,O
JIZTOLS,X,X,O,O,X,X,X,O
JIZTOSL,O,X,O,O,X,O,O,O
JIZLTSO,O,X,O,O,X,X,X,O
JIZLTOS,O,X,O,X,X,X,X,O
JIZLSTO,O,X,O,O,X,O,O,X
JIZLSOT,O,X,O,O,X,O,O,O
JIZLOTS,X,X,O,X,O,X,X,O
JIZLOST,X,X,O,X,O,O,O,O
JIZSTLO,O,X,O,O,X,O,O,O
JIZSTOL,O,X,O,O,X,O,O,O
JIZSLTO,O,X,O,O,X,O,O,X
JIZSLOT,O,X,O,O,X,O,O,O
JIZSOTL,O,X,O,O,X,O,O,X
JIZSOLT,O,X,O,O,X,O,O,O
JIZOTLS,X,X,O,O,X,X,X,O
JIZOTSL,X,X,O,O,X,O,O,O
JIZOLTS,X,X,O,O,O,X,X,O
JIZOLST,X,X,O,O,O,O,O,O
JIZOSTL,X,X,O,O,X,O,O,X
JIZOSLT,X,X,O,O,X,O,O,O
JIOTLSZ,X,X,O,X,O,O,X,X
JIOTLZS,X,X,O,X,O,X,X,X
JIOTSLZ,X,X,O,O,X,O,X,X
JIOTSZL,X,X,O,O,X,O,X,X
JIOTZLS,X,X,O,O,X,X,X,X
JIOTZSL,X,X,O,O,X,O,X,X
JIOLTSZ,X,X,O,X,O,X,X,X
JIOLTZS,X,X,O,X,O,X,X,X
JIOLSTZ,X,X,O,O,O,O,X,X
JIOLSZT,X,X,O,O,O,O,X,X
JIOLZTS,X,X,O,O,O,X,X,O
JIOLZST,X,X,O,O,O,X,X,O
JIOSTLZ,X,X,O,O,X,O,X,X
JIOSTZL,X,X,O,O,X,O,X,X
JIOSLTZ,X,X,O,O,O,O,X,X
JIOSLZT,X,X,O,O,O,O,O,X
JIOSZTL,X,X,O,O,X,O,O,X
JIOSZLT,X,X,O,O,X,O,O,X
JIOZTLS,X,X,O,O,X,X,X,O
JIOZTSL,X,X,O,O,X,O,O,X
JIOZLTS,X,X,O,O,O,X,X,O
JIOZLST,X,X,O,O,O,O,O,O
JIOZSTL,X,X,O,O,X,O,O,X
JIOZSLT,X,X,O,O,X,O,O,O
JLTISZO,O,O,O,X,X,X,X,X
JLTISOZ,X,O,X,X,X,X,X,X
JLTIZSO,O,O,O,X,X,X,X,X
JLTIZOS,O,X,O,X,X,X,X,X
JLTIOSZ,O,O,O,X,O,X,X,X
JLTIOZS,O,O,O,X,O,X,X,X
JLTSIZO,O,O,O,X,X,X,X,X
JLTSIOZ,X,O,X,X,X,X,X,X
JLTSZIO,O,O,O,X,X,X,X,X
JLTSZOI,O,O,O,X,X,X,X,X
JLTSOIZ,X,O,O,X,X,X,X,X
JLTSOZI,X,O,O,X,X,X,X,X
JLTZISO,O,O,O,X,X,X,X,X
JLTZIOS,O,X,O,X,X,X,X,X
JLTZSIO,O,O,O,X,X,X,X,X
JLTZSOI,O,O,O,X,X,X,X,X
JLTZOIS,O,X,O,X,X,X,X,X
JLTZOSI,O,X,O,X,X,X,X,X
JLTOISZ,O,O,O,X,O,X,X,X
JLTOIZS,O,O,O,X,O,X,X,X
JLTOSIZ,O,O,O,X,X,X,X,X
JLTOSZI,O,O,O,X,X,X,X,X
JLTOZIS,O,O,O,X,X,X,X,X
JLTOZSI,O,O,O,X,X,X,X,X
JLITSZO,O,O,O,X,X,X,X,X
JLITSOZ,X,O,X,X,X,X,X,X
JLITZSO,O,O,O,X,X,X,X,X
JLITZOS,O,X,O,X,X,X,X,X
JLITOSZ,X,O,O,X,O,X,X,X
JLITOZS,O,X,O,X,O,X,X,X
JLISTZO,X,O,O,O,X,O,X,X
JLISTOZ,X,O,X,X,X,O,X,X
JLISZTO,X,O,O,O,X,O,X,X
JLISZOT,X,O,O,O,X,O,X,X
JLISOTZ,X,X,X,X,O,O,X,X
JLISOZT,X,X,X,O,O,O,X,X
JLIZTSO,O,X,O,O,X,X,X,X
JLIZTOS,O,X,O,X,X,X,X,X
JLIZSTO,O,X,O,O,X,O,X,X
JLIZSOT,O,X,O,O,X,O,X,X
JLIZOTS,X,X,O,X,O,X,X,X
JLIZOST,X,X,O,X,O,O,X,X
JLIOTSZ,X,X,O,X,O,X,X,X
JLIOTZS,X,X,O,X,O,X,X,X
JLIOSTZ,X,X,O,X,O,O,X,X
JLIOSZT,X,X,O,X,O,O,X,X
JLIOZTS,X,X,O,X,O,X,X,X
JLIOZST,X,X,O,X,O,X,X,X
JLSTIZO,O,O,O,O,X,O,X,X
JLSTIOZ,X,O,X,X,X,O,X,X
JLSTZIO,O,O,O,O,X,O,O,X
JLSTZOI,O,O,O,O,X,O,O,X
JLSTOIZ,X,O,O,O,X,O,X,X
JLSTOZI,X,O,O,O,X,O,O,X
JLSITZO,X,O,O,O,X,O,X,X
JLSITOZ,X,O,X,X,X,O,X,X
JLSIZTO,X,O,O,O,X,O,O,X
JLSIZOT,X,O,O,O,X,O,O,X
JLSIOTZ,X,X,X,O,O,O,X,X
JLSIOZT,X,X,X,O,O,O,O,X
JLSZTIO,O,O,O,O,X,O,O,X
JLSZTOI,O,O,O,O,X,O,O,X
JLSZITO,O,O,O,O,X,O,O,X
JLSZIOT,O,O,O,O,X,O,O,X
JLSZOTI,O,O,O,O,X,O,O,X
JLSZOIT,O,O,O,O,X,O,O,X
JLSOTIZ,X,O,O,O,X,O,X,X
JLSOTZI,X,O,O,O,X,O,O,X
JLSOITZ,X,O,O,O,O,O,X,X
JLSOIZT,X,O,O,O,O,O,O,X
JLSOZTI,X,O,O,O,X,O,O,X
JLSOZIT,X,O,O,O,X,O,O,X
JLZTISO,O,O,O,O,X,X,X,X
JLZTIOS,O,X,O,X,X,X,X,X
JLZTSIO,O,O,O,O,X,X,X,X
JLZTSOI,O,O,O,O,X,X,X,X
JLZTOIS,O,X,O,O,X,X,X,X
JLZTOSI,O,X,O,O,X,X,X,X
JLZITSO,O,X,O,O,X,X,X,X
JLZITOS,O,X,O,X,X,X,X,X
JLZISTO,O,X,O,O,X,O,O,X
JLZISOT,O,X,O,O,X,O,O,X
JLZIOTS,X,X,O,X,O,X,X,X
JLZIOST,X,X,O,X,O,O,O,X
JLZSTIO,O,O,O,O,X,O,O,X
JLZSTOI,O,O,O,O,X,O,O,X
JLZSITO,O,O,O,O,X,O,O,X
JLZSIOT,O,O,O,O,X,O,O,X
JLZSOTI,O,O,O,O,X,O,O,X
JLZSOIT,O,O,O,O,X,O,O,X
JLZOTIS,O,X,O,O,X,X,X,X
JLZOTSI,O,X,O,O,X,X,X,X
JLZOITS,O,X,O,O,O,X,X,X
JLZOIST,O,X,O,O,O,O,O,X
JLZOSTI,O,X,O,O,X,O,O,X
JLZOSIT,O,X,O,O,X,O,O,X
JLOTISZ,O,O,O,X,O,O,X,X
JLOTIZS,O,O,O,X,O,X,X,X
JLOTSIZ,O,O,O,X,X,O,X,X
JLOTSZI,O,O,O,X,X,O,X,X
JLOTZIS,O,O,O,X,X,X,X,X
JLOTZSI,O,O,O,X,X,X,X,X
JLOITSZ,O,O,O,X,O,X,X,X
JLOITZS,O,O,O,X,O,X,X,X
JLOISTZ,X,O,O,O,O,O,X,X
JLOISZT,X,O,O,O,O,O,X,X
JLOIZTS,O,X,O,O,O,X,X,X
JLOIZST,O,X,O,O,O,X,X,X
JLOSTIZ,O,O,O,O,X,O,X,X
JLOSTZI,O,O,O,O,X,O,O,X
JLOSITZ,X,O,O,O,O,O,X,X
JLOSIZT,X,O,O,O,O,O,O,X
JLOSZTI,O,O,O,O,X,O,O,X
JLOSZIT,O,O,O,O,X,O,O,X
JLOZTIS,O,O,O,O,X,X,X,X
JLOZTSI,O,O,O,O,X,X,X,X
JLOZITS,O,X,O,O,O,X,X,X
JLOZIST,O,X,O,O,O,O,O,X
JLOZSTI,O,O,O,O,X,O,O,X
JLOZSIT,O,O,O,O,X,O,O,X
JSTILZO,O,O,O,O,X,O,O,X
JSTILOZ,X,O,X,X,X,O,O,X
JSTIZLO,O,O,O,O,X,O,O,X
JSTIZOL,O,O,O,O,X,O,O,X
JSTIOLZ,X,O,X,X,X,O,O,X
JSTIOZL,X,O,X,X,X,O,O,X
JSTLIZO,O,O,O,O,X,O,O,X
JSTLIOZ,X,O,X,X,X,O,O,X
JSTLZIO,O,O,O,O,X,O,O,X
JSTLZOI,O,O,O,O,X,O,O,X
JSTLOIZ,X,O,O,O,X,O,O,X
JSTLOZI,X,O,O,O,X,O,O,X
JSTZILO,O,O,O,O,X,O,O,X
JSTZIOL,O,O,O,O,X,O,O,X
JSTZLIO,O,O,O,O,X,O,O,X
JSTZLOI,O,O,O,O,X,O,O,X
JSTZOIL,O,O,O,O,X,O,O,X
JSTZOLI,X,O,O,O,X,O,O,X
JSTOILZ,X,O,O,O,X,O,O,X
JSTOIZL,X,O,O,O,X,O,O,X
JSTOLIZ,X,O,O,O,X,O,O,X
JSTOLZI,X,O,O,O,X,O,O,X
JSTOZIL,X,O,O,O,X,O,O,X
JSTOZLI,X,O,O,O,X,O,O,X
JSITLZO,X,O,O,O,X,O,X,X
JSITLOZ,X,O,X,X,X,O,X,X
JSITZLO,X,O,O,O,X,O,X,X
JSITZOL,X,O,O,O,X,O,X,X
JSITOLZ,X,O,X,X,X,O,X,X
JSITOZL,X,O,X,X,X,X,X,X
JSILTZO,X,O,O,O,X,O,X,X
JSILTOZ,X,O,X,X,X,O,X,X
JSILZTO,X,O,O,O,X,O,O,X
JSILZOT,X,O,O,O,X,O,O,X
JSILOTZ,X,X,X,O,O,O,X,X
JSILOZT,X,X,X,O,O,O,O,X
JSIZTLO,X,O,O,O,X,O,O,X
JSIZTOL,X,O,O,O,X,O,O,X
JSIZLTO,X,O,O,O,X,O,O,X
JSIZLOT,X,O,O,O,X,O,O,X
JSIZOTL,X,O,O,O,X,O,O,X
JSIZOLT,X,O,O,O,X,O,O,X
JSIOTLZ,X,X,X,O,X,O,X,X
JSIOTZL,X,X,X,O,X,O,X,X
JSIOLTZ,X,X,X,O,O,O,X,X
JSIOLZT,X,X,X,O,O,O,O,X
JSIOZTL,X,X,X,O,X,O,O,X
JSIOZLT,X,X,X,O,X,O,O,X
JSLTIZO,O,O,O,O,X,O,O,X
JSLTIOZ,X,O,X,X,X,O,O,X
JSLTZIO,O,O,O,O,X,O,O,X
JSLTZOI,O,O,O,O,X,O,O,X
JSLTOIZ,X,O,O,O,X,O,O,X
JSLTOZI,X,O,O,O,X,O,O,X
JSLITZO,X,O,O,O,X,O,X,X
JSLITOZ,X,O,X,X,X,O,X,X
JSLIZTO,X,O,O,O,X,O,O,X
JSLIZOT,X,O,O,O,X,O,O,X
JSLIOTZ,X,X,X,O,O,O,X,X
JSLIOZT,X,X,X,O,O,O,O,X
JSLZTIO,O,O,O,O,X,O,O,X
JSLZTOI,O,O,O,O,X,O,O,X
JSLZITO,O,O,O,O,X,O,O,X
JSLZIOT,O,O,O,O,X,O,O,X
JSLZOTI,O,O,O,O,X,O,O,X
JSLZOIT,O,O,O,O,X,O,O,X
JSLOTIZ,X,O,O,O,X,O,O,X
JSLOTZI,X,O,O,O,X,O,O,X
JSLOITZ,X,O,O,O,O,O,X,X
JSLOIZT,X,O,O,O,O,O,O,X
JSLOZTI,X,O,O,O,X,O,O,X
JSLOZIT,X,O,O,O,X,O,O,X
JSZTILO,O,O,O,O,X,O,O,X
JSZTIOL,O,O,O,O,X,O,O,X
JSZTLIO,O,O,O,O,X,O,O,X
JSZTLOI,O,O,O,O,X,O,O,X
JSZTOIL,O,O,O,O,X,O,O,X
JSZTOLI,X,O,O,O,X,O,O,X
JSZITLO,O,O,O,O,X,O,O,X
JSZITOL,O,O,O,O,X,O,O,X
JSZILTO,O,O,O,O,X,O,O,X
JSZILOT,O,O,O,O,X,O,O,X
JSZIOTL,O,O,O,O,X,O,O,X
JSZIOLT,O,O,O,O,X,O,O,X
JSZLTIO,O,O,O,O,X,O,O,X
JSZLTOI,O,O,O,O,X,O,O,X
JSZLITO,O,O,O,O,X,O,O,X
JSZLIOT,O,O,O,O,X,O,O,X
JSZLOTI,O,O,O,O,X,O,O,X
JSZLOIT,O,O,O,O,X,O,O,X
JSZOTIL,O,O,O,O,X,O,O,X
JSZOTLI,X,O,O,O,X,O,O,X
JSZOITL,O,O,O,O,X,O,O,X
JSZOILT,O,O,O,O,X,O,O,X
JSZOLTI,O,O,O,O,X,O,O,X
JSZOLIT,O,O,O,O,X,O,O,X
JSOTILZ,X,O,O,O,X,O,O,X
JSOTIZL,X,O,O,O,X,O,O,X
JSOTLIZ,X,O,O,O,X,O,O,X
JSOTLZI,X,O,O,O,X,O,O,X
JSOTZIL,X,O,O,O,X,O,O,X
JSOTZLI,X,O,O,O,X,O,O,X
JSOITLZ,X,O,O,O,X,O,X,X
JSOITZL,X,O,O,O,X,O,X,X
JSOILTZ,X,O,O,O,O,O,X,X
JSOILZT,X,O,O,O,O,O,O,X
JSOIZTL,X,O,O,O,X,O,O,X
JSOIZLT,X,O,O,O,X,O,O,X
JSOLTIZ,X,O,O,O,X,O,O,X
JSOLTZI,X,O,O,O,X,O,O,X
JSOLITZ,X,O,O,O,O,O,X,X
JSOLIZT,X,O,O,O,O,O,O,X
JSOLZTI,X,O,O,O,X,O,O,X
JSOLZIT,X,O,O,O,X,O,O,X
JSOZTIL,X,O,O,O,X,O,O,X
JSOZTLI,X,O,O,O,X,O,O,X
JSOZITL,X,O,O,O,X,O,O,X
JSOZILT,X,O,O,O,X,O,O,X
JSOZLTI,X,O,O,O,X,O,O,X
JSOZLIT,X,O,O,O,X,O,O,X
JZTILSO,O,X,O,O,X,O,O,O
JZTILOS,O,X,O,X,X,O,O,O
JZTISLO,O,O,O,O,X,O,O,O
JZTISOL,O,O,O,O,X,O,O,O
JZTIOLS,O,X,O,O,X,O,O,O
JZTIOSL,O,X,O,O,X,O,O,O
JZTLISO,O,X,O,O,X,O,O,O
JZTLIOS,O,X,O,X,X,O,O,O
JZTLSIO,O,X,O,O,X,O,O,O
JZTLSOI,O,X,O,O,X,O,O,O
JZTLOIS,O,X,O,O,X,O,O,O
JZTLOSI,O,X,O,O,X,O,O,O
JZTSILO,O,O,O,O,X,O,O,O
JZTSIOL,O,O,O,O,X,O,O,O
JZTSLIO,O,O,O,O,X,O,O,O
JZTSLOI,O,O,O,O,X,O,O,O
JZTSOIL,O,O,O,O,X,O,O,O
JZTSOLI,O,X,O,O,X,O,O,O
JZTOILS,O,X,O,O,X,O,O,O
JZTOISL,O,X,O,O,X,O,O,O
JZTOLIS,O,X,O,O,X,O,O,O
JZTOLSI,O,X,O,O,X,O,O,O
JZTOSIL,O,X,O,O,X,O,O,O
JZTOSLI,O,X,O,O,X,O,O,O
JZITLSO,O,X,O,O,X,X,O,O
JZITLOS,O,X,O,X,X,X,O,O
JZITSLO,O,X,O,O,X,O,O,O
JZITSOL,O,X,O,O,X,O,O,O
JZITOLS,X,X,O,O,X,X,O,O
JZITOSL,O,X,O,O,X,O,O,O
JZILTSO,O,X,O,O,X,X,X,O
JZILTOS,O,X,O,X,X,X,X,O
JZILSTO,O,X,O,O,X,O,O,X
JZILSOT,O,X,O,O,X,O,O,O
JZILOTS,X,X,O,X,O,X,X,O
JZILOST,X,X,O,X,O,O,O,O
JZISTLO,O,X,O,O,X,O,O,O
JZISTOL,O,X,O,O,X,O,O,O
JZISLTO,O,X,O,O,X,O,O,X
JZISLOT,O,X,O,O,X,O,O,O
JZISOTL,O,X,O,O,X,O,O,X
JZISOLT,O,X,O,O,X,O,O,O
JZIOTLS,X,X,O,O,X,X,X,O
JZIOTSL,X,X,O,O,X,O,O,O
JZIOLTS,X,X,O,O,O,X,X,O
JZIOLST,X,X,O,O,O,O,O,O
JZIOSTL,X,X,O,O,X,O,O,X
JZIOSLT,X,X,O,O,X,O,O,O
JZLTISO,O,O,O,O,X,X,X,O
JZLTIOS,O,X,O,X,X,X,X,O
JZLTSIO,O,O,O,O,X,X,X,O
JZLTSOI,O,O,O,O,X,X,X,O
JZLTOIS,O,X,O,O,X,X,X,O
JZLTOSI,O,X,O,O,X,X,X,O
JZLITSO,O,X,O,O,X,X,X,O
JZLITOS,O,X,O,X,X,X,X,O
JZLISTO,O,X,O,O,X,O,O,X
JZLISOT,O,X,O,O,X,O,O,O
JZLIOTS,X,X,O,X,O,X,X,O
JZLIOST,X,X,O,X,O,O,O,O
JZLSTIO,O,O,O,O,X,O,O,X
JZLSTOI,O,O,O,O,X,O,O,X
JZLSITO,O,O,O,O,X,O,O,X
JZLSIOT,O,O,O,O,X,O,O,X
JZLSOTI,O,O,O,O,X,O,O,X
JZLSOIT,O,O,O,O,X,O,O,X
JZLOTIS,O,X,O,O,X,X,X,O
JZLOTSI,O,X,O,O,X,X,X,O
JZLOITS,O,X,O,O,O,X,X,O
JZLOIST,O,X,O,O,O,O,O,O
JZLOSTI,O,X,O,O,X,O,O,X
JZLOSIT,O,X,O,O,X,O,O,X
JZSTILO,O,O,O,O,X,O,O,O
JZSTIOL,O,O,O,O,X,O,O,O
JZSTLIO,O,O,O,O,X,O,O,O
JZSTLOI,O,O,O,O,X,O,O,O
JZSTOIL,O,O,O,O,X,O,O,O
JZSTOLI,O,X,O,O,X,O,O,O
JZSITLO,O,O,O,O,X,O,O,O
JZSITOL,O,O,O,O,X,O,O,O
JZSILTO,O,O,O,O,X,O,O,X
JZSILOT,O,O,O,O,X,O,O,O
JZSIOTL,O,O,O,O,X,O,O,X
JZSIOLT,O,O,O,O,X,O,O,O
JZSLTIO,O,O,O,O,X,O,O,X
JZSLTOI,O,O,O,O,X,O,O,X
JZSLITO,O,O,O,O,X,O,O,X
JZSLIOT,O,O,O,O,X,O,O,X
JZSLOTI,O,O,O,O,X,O,O,X
JZSLOIT,O,O,O,O,X,O,O,X
JZSOTIL,O,O,O,O,X,O,O,O
JZSOTLI,O,X,O,O,X,O,O,O
JZSOITL,O,O,O,O,X,O,O,X
JZSOILT,O,O,O,O,X,O,O,O
JZSOLTI,O,O,O,O,X,O,O,X
JZSOLIT,O,O,O,O,X,O,O,X
JZOTILS,O,X,O,O,X,O,O,O
JZOTISL,O,X,O,O,X,O,O,O
JZOTLIS,O,X,O,O,X,O,O,O
JZOTLSI,O,X,O,O,X,O,O,O
JZOTSIL,O,X,O,O,X,O,O,O
JZOTSLI,O,X,O,O,X,O,O,O
JZOITLS,O,X,O,O,X,X,X,O
JZOITSL,O,X,O,O,X,O,O,O
JZOILTS,O,X,O,O,O,X,X,O
JZOILST,O,X,O,O,O,O,O,O
JZOISTL,O,X,O,O,X,O,O,X
JZOISLT,O,X,O,O,X,O,O,O
JZOLTIS,O,X,O,O,X,X,X,O
JZOLTSI,O,X,O,O,X,X,X,O
JZOLITS,O,X,O,O,O,X,X,O
JZOLIST,O,X,O,O,O,O,O,O
JZOLSTI,O,X,O,O,X,O,O,X
JZOLSIT,O,X,O,O,X,O,O,X
JZOSTIL,O,X,O,O,X,O,O,O
JZOSTLI,O,X,O,O,X,O,O,O
JZOSITL,O,X,O,O,X,O,O,X
JZOSILT,O,X,O,O,X,O,O,O
JZOSLTI,O,X,O,O,X,O,O,X
JZOSLIT,O,X,O,O,X,O,O,X
JOTILSZ,O,O,O,X,O,O,X,X
JOTILZS,O,X,O,X,O,X,X,O
JOTISLZ,O,O,O,O,X,O,O,X
JOTISZL,O,O,O,O,X,O,O,X
JOTIZLS,O,X,O,O,X,X,O,O
JOTIZSL,O,O,O,O,X,O,O,O
JOTLISZ,O,O,O,X,O,O,X,X
JOTLIZS,O,O,O,X,O,X,X,O
JOTLSIZ,O,O,O,X,X,O,O,X
JOTLSZI,O,O,O,X,X,O,O,X
JOTLZIS,O,O,O,X,X,X,O,O
JOTLZSI,O,O,O,X,X,X,O,O
JOTSILZ,O,O,O,O,X,O,O,X
JOTSIZL,O,O,O,O,X,O,O,X
JOTSLIZ,O,O,O,O,X,O,O,X
JOTSLZI,O,O,O,O,X,O,O,X
JOTSZIL,O,O,O,O,X,O,O,X
JOTSZLI,O,O,O,O,X,O,O,X
JOTZILS,O,X,O,O,X,X,O,O
JOTZISL,O,O,O,O,X,O,O,O
JOTZLIS,O,X,O,O,X,X,O,O
JOTZLSI,O,X,O,O,X,X,O,O
JOTZSIL,O,O,O,O,X,O,O,O
JOTZSLI,O,O,O,O,X,O,O,O
JOITLSZ,O,O,O,X,O,O,X,X
JOITLZS,O,X,O,X,O,X,X,X
JOITSLZ,O,O,O,O,X,O,X,X
JOITSZL,O,O,O,O,X,O,X,X
JOITZLS,O,X,O,O,X,X,X,X
JOITZSL,O,O,O,O,X,O,X,X
JOILTSZ,O,O,O,X,O,X,X,X
JOILTZS,O,O,O,X,O,X,X,X
JOILSTZ,X,O,O,O,O,O,X,X
JOILSZT,X,O,O,O,O,O,X,X
JOILZTS,O,X,O,O,O,X,X,O
JOILZST,O,X,O,O,O,X,X,O
JOISTLZ,X,O,O,O,X,O,X,X
JOISTZL,X,O,O,O,X,O,X,X
JOISLTZ,X,O,O,O,O,O,X,X
JOISLZT,X,O,O,O,O,O,O,X
JOISZTL,X,O,O,O,X,O,O,X
JOISZLT,X,O,O,O,X,O,O,X
JOIZTLS,O,X,O,O,X,X,X,O
JOIZTSL,O,X,O,O,X,O,O,X
JOIZLTS,O,X,O,O,O,X,X,O
JOIZLST,O,X,O,O,O,O,O,O
JOIZSTL,O,X,O,O,X,O,O,X
JOIZSLT,O,X,O,O,X,O,O,O
JOLTISZ,O,O,O,X,O,O,X,X
JOLTIZS,O,O,O,X,O,X,X,X
JOLTSIZ,O,O,O,X,X,O,X,X
JOLTSZI,O,O,O,X,X,O,X,X
JOLTZIS,O,O,O,X,X,X,X,X
JOLTZSI,O,O,O,X,X,X,X,X
JOLITSZ,O,O,O,X,O,X,X,X
JOLITZS,O,O,O,X,O,X,X,X
JOLISTZ,X,O,O,O,O,O,X,X
JOLISZT,X,O,O,O,O,O,X,X
JOLIZTS,O,X,O,O,O,X,X,X
JOLIZST,O,X,O,O,O,X,X,X
JOLSTIZ,O,O,O,O,X,O,X,X
JOLSTZI,O,O,O,O,X,O,O,X
JOLSITZ,X,O,O,O,O,O,X,X
JOLSIZT,X,O,O,O,O,O,O,X
