sequence,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGGgBZmBtmB0iB6o?B/qBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGalBtlB0hBxiBGo?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je2EJvhGRgB3hB9oBSqB0n?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Jem/IvhGRhB3iB9oB0kBCm?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBtmBXjBTlBer?BctB6sB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBumB9nBTjByq?BXtB0qB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBtmB0iB2qBSt?BzqBXtB,v115@RhA8EeA8CeC8BeB8BeA8Jem/IvhGRhB9nBTjB0kBCm?BXrBXtB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGalBRhB9nBTjBuq?BcrBXtB
SSTJZLIO,O,O,O,X,X,X,X,X,X
SSTJZLOI,X,O,O,X,X,X,X,X,X
SSTJZOIL,X,X,X,X,X,X,X,X,X
SSTJZOLI,X,X,X,X,X,X,X,X,X
SSTJOILZ,O,X,X,X,X,O,X,X,X
SSTJOIZL,O,X,X,X,X,X,X,X,X
SSTJOLIZ,O,X,X,X,X,O,X,X,X
SSTJOLZI,O,X,X,X,X,O,X,X,X
SSTJOZIL,O,X,X,X,X,X,X,X,X
SSTJOZLI,O,X,X,X,X,X,X,X,X
SSTZILJO,O,O,X,X,X,X,X,X,X
SSTZILOJ,X,O,X,X,X,X,X,X,O
SSTZIJLO,O,X,X,X,X,X,X,X,X
SSTZIJOL,X,X,X,X,X,X,X,O,X
SSTZIOLJ,X,X,X,X,X,X,X,X,O
SSTZIOJL,X,X,X,X,X,X,X,O,X
SSTZLIJO,O,O,O,X,X,X,X,O,X
SSTZLIOJ,X,O,X,X,X,X,X,O,O
SSTZLJIO,O,O,O,X,X,X,X,O,O
SSTZLJOI,X,O,O,X,X,X,X,O,O
SSTZLOIJ,X,O,X,X,X,X,X,O,O
SSTZLOJI,X,O,X,X,X,X,X,O,O
SSTZJILO,O,O,X,X,X,X,X,X,O
SSTZJIOL,X,X,X,X,X,X,X,O,O
SSTZJLIO,O,O,O,X,X,X,X,O,O
SSTZJLOI,X,O,O,X,X,X,X,O,O
SSTZJOIL,X,X,X,X,X,X,X,O,O
SSTZJOLI,X,X,X,X,X,X,X,O,O
SSTZOILJ,X,O,X,X,X,X,X,X,O
SSTZOIJL,X,X,X,X,X,X,X,O,X
SSTZOLIJ,X,O,X,X,X,X,X,O,O
SSTZOLJI,X,O,X,X,X,X,X,O,O
SSTZOJIL,X,O,X,X,X,X,X,O,O
SSTZOJLI,X,O,X,X,X,X,X,O,O
SSTOILJZ,O,X,X,X,X,O,X,X,X
SSTOILZJ,O,X,X,X,X,X,X,O,O
SSTOIJLZ,O,X,X,X,X,O,X,X,X
SSTOIJZL,O,X,X,X,X,X,X,X,X
SSTOIZLJ,O,X,X,X,X,X,X,X,X
SSTOIZJL,O,X,X,X,X,X,X,O,X
SSTOLIJZ,O,X,X,X,X,O,X,X,X
SSTOLIZJ,O,X,X,X,X,X,X,O,O
SSTOLJIZ,O,O,X,X,X,O,X,X,X
SSTOLJZI,O,O,X,X,X,O,X,X,X
SSTOLZIJ,O,O,X,X,X,X,X,O,O
SSTOLZJI,O,O,X,X,X,X,X,O,O
SSTOJILZ,O,O,X,X,X,O,X,X,X
SSTOJIZL,O,O,X,X,X,X,X,X,X
SSTOJLIZ,O,O,X,X,X,O,X,X,X
SSTOJLZI,O,O,X,X,X,O,X,X,X
SSTOJZIL,O,O,X,X,X,X,X,X,X
SSTOJZLI,O,O,X,X,X,X,X,X,X
SSTOZILJ,O,O,X,X,X,X,X,X,O
SSTOZIJL,O,X,X,X,X,X,X,O,X
SSTOZLIJ,O,O,X,X,X,X,X,O,O
SSTOZLJI,O,O,X,X,X,X,X,O,O
SSTOZJIL,O,O,X,X,X,X,X,O,O
SSTOZJLI,O,O,X,X,X,X,X,O,O
SSITLJZO,O,X,X,X,X,X,X,X,X
SSITLJOZ,X,X,X,X,X,O,X,X,X
SSITLZJO,O,X,X,X,X,X,X,X,X
SSITLZOJ,X,X,X,X,X,X,X,X,X
SSITLOJZ,X,X,X,X,X,O,X,X,X
SSITLOZJ,X,X,X,X,X,X,X,X,X
SSITJLZO,O,X,X,X,X,X,X,X,X
SSITJLOZ,X,X,X,X,X,X,X,X,X
SSITJZLO,O,X,X,X,X,X,X,X,X
SSITJZOL,X,X,X,X,X,X,X,X,X
SSITJOLZ,O,X,X,X,X,O,X,X,X
SSITJOZL,O,X,X,X,X,X,X,X,X
SSITZLJO,O,X,X,X,X,X,X,X,X
SSITZLOJ,X,X,X,X,X,X,X,X,X
SSITZJLO,O,X,X,X,X,X,X,X,X
SSITZJOL,X,X,X,X,X,X,X,X,X
SSITZOLJ,X,X,X,X,X,X,X,X,X
SSITZOJL,X,X,X,X,X,X,X,X,X
SSITOLJZ,O,X,X,X,X,O,X,X,X
SSITOLZJ,O,X,X,X,X,X,X,X,X
SSITOJLZ,O,X,X,X,X,O,X,X,X
SSITOJZL,O,X,X,X,X,X,X,X,X
SSITOZLJ,O,X,X,X,X,X,X,X,X
SSITOZJL,O,X,X,X,X,X,X,X,X
SSILTJZO,O,X,X,X,X,X,X,X,X
SSILTJOZ,X,X,X,X,X,O,X,X,X
SSILTZJO,O,X,X,X,X,X,X,X,X
SSILTZOJ,X,X,X,X,X,X,X,X,X
SSILTOJZ,X,X,X,X,X,O,X,X,X
SSILTOZJ,X,X,X,X,X,X,X,X,X
SSILJTZO,O,X,X,X,X,X,X,X,X
SSILJTOZ,X,X,X,X,X,O,X,X,X
SSILJZTO,X,X,X,X,X,X,X,X,X
SSILJZOT,X,X,X,X,X,X,X,X,X
SSILJOTZ,X,X,X,X,X,X,X,X,X
SSILJOZT,X,X,X,X,X,X,X,X,X
SSILZTJO,X,X,X,X,X,X,X,X,X
SSILZTOJ,X,X,X,X,X,X,X,X,X
SSILZJTO,X,X,X,X,X,X,X,X,X
SSILZJOT,X,X,X,X,X,X,X,X,X
SSILZOTJ,X,X,X,X,X,X,X,X,X
SSILZOJT,X,X,X,X,X,X,X,X,X
SSILOTJZ,X,X,X,X,X,O,X,X,X
SSILOTZJ,X,X,X,X,X,X,X,X,X
SSILOJTZ,X,X,X,X,X,X,X,X,X
SSILOJZT,X,X,X,X,X,X,X,X,X
SSILOZTJ,X,X,X,X,X,X,X,X,X
SSILOZJT,X,X,X,X,X,X,X,X,X
SSIJTLZO,O,X,X,X,X,X,X,X,X
SSIJTLOZ,X,X,X,X,X,X,X,X,X
SSIJTZLO,O,X,X,X,X,X,X,X,X
SSIJTZOL,X,X,X,X,X,X,X,X,X
SSIJTOLZ,O,X,X,X,X,O,X,X,X
SSIJTOZL,O,X,X,X,X,X,X,X,X
SSIJLTZO,O,X,X,X,X,X,X,X,X
SSIJLTOZ,X,X,X,X,X,X,X,X,X
SSIJLZTO,X,X,X,X,X,X,X,X,X
SSIJLZOT,X,X,X,X,X,X,X,X,X
SSIJLOTZ,X,X,X,X,X,X,X,X,X
SSIJLOZT,X,X,X,X,X,X,X,X,X
SSIJZTLO,X,X,X,X,X,X,X,X,X
SSIJZTOL,X,X,X,X,X,X,X,X,X
SSIJZLTO,X,X,X,X,X,X,X,X,X
SSIJZLOT,X,X,X,X,X,X,X,X,X
SSIJZOTL,X,X,X,X,X,X,X,X,X
SSIJZOLT,X,X,X,X,X,X,X,X,X
SSIJOTLZ,O,X,X,X,X,X,X,X,X
SSIJOTZL,O,X,X,X,X,X,X,X,X
SSIJOLTZ,O,X,X,X,X,X,X,X,X
SSIJOLZT,X,X,X,X,X,X,X,X,X
SSIJOZTL,X,X,X,X,X,X,X,X,X
SSIJOZLT,X,X,X,X,X,X,X,X,X
SSIZTLJO,X,X,X,X,X,X,X,X,X
SSIZTLOJ,X,X,X,X,X,X,X,X,X
SSIZTJLO,X,X,X,X,X,X,X,X,X
SSIZTJOL,X,X,X,X,X,X,X,X,X
SSIZTOLJ,X,X,X,X,X,X,X,X,X
SSIZTOJL,X,X,X,X,X,X,X,X,X
SSIZLTJO,X,X,X,X,X,X,X,X,X
SSIZLTOJ,X,X,X,X,X,X,X,X,X
SSIZLJTO,X,X,X,X,X,X,X,X,X
SSIZLJOT,X,X,X,X,X,X,X,X,X
SSIZLOTJ,X,X,X,X,X,X,X,X,X
SSIZLOJT,X,X,X,X,X,X,X,X,X
SSIZJTLO,X,X,X,X,X,X,X,X,X
SSIZJTOL,X,X,X,X,X,X,X,X,X
SSIZJLTO,X,X,X,X,X,X,X,X,X
SSIZJLOT,X,X,X,X,X,X,X,X,X
SSIZJOTL,X,X,X,X,X,X,X,X,X
SSIZJOLT,X,X,X,X,X,X,X,X,X
SSIZOTLJ,X,X,X,X,X,X,X,X,X
SSIZOTJL,X,X,X,X,X,X,X,X,X
SSIZOLTJ,X,X,X,X,X,X,X,X,X
SSIZOLJT,X,X,X,X,X,X,X,X,X
SSIZOJTL,X,X,X,X,X,X,X,X,X
SSIZOJLT,X,X,X,X,X,X,X,X,X
SSIOTLJZ,O,X,X,X,X,O,X,X,X
SSIOTLZJ,O,X,X,X,X,X,X,X,X
SSIOTJLZ,O,X,X,X,X,O,X,X,X
SSIOTJZL,O,X,X,X,X,X,X,X,X
SSIOTZLJ,O,X,X,X,X,X,X,X,X
SSIOTZJL,O,X,X,X,X,X,X,X,X
SSIOLTJZ,O,X,X,X,X,O,X,X,X
SSIOLTZJ,O,X,X,X,X,X,X,X,X
SSIOLJTZ,O,X,X,X,X,X,X,X,X
SSIOLJZT,X,X,X,X,X,X,X,X,X
SSIOLZTJ,X,X,X,X,X,X,X,X,X
SSIOLZJT,X,X,X,X,X,X,X,X,X
SSIOJTLZ,O,X,X,X,X,X,X,X,X
SSIOJTZL,O,X,X,X,X,X,X,X,X
SSIOJLTZ,O,X,X,X,X,X,X,X,X
SSIOJLZT,X,X,X,X,X,X,X,X,X
SSIOJZTL,X,X,X,X,X,X,X,X,X
SSIOJZLT,X,X,X,X,X,X,X,X,X
SSIOZTLJ,X,X,X,X,X,X,X,X,X
SSIOZTJL,X,X,X,X,X,X,X,X,X
SSIOZLTJ,X,X,X,X,X,X,X,X,X
SSIOZLJT,X,X,X,X,X,X,X,X,X
SSIOZJTL,X,X,X,X,X,X,X,X,X
SSIOZJLT,X,X,X,X,X,X,X,X,X
SSLTIJZO,O,X,O,X,X,X,X,X,X
SSLTIJOZ,X,X,X,X,X,O,X,X,X
SSLTIZJO,O,X,O,X,X,X,X,O,X
SSLTIZOJ,X,X,X,X,X,X,X,O,X
SSLTIOJZ,X,X,X,X,X,O,X,X,X
SSLTIOZJ,X,X,X,X,X,X,X,O,O
SSLTJIZO,O,O,O,X,X,X,X,X,X
SSLTJIOZ,X,X,X,X,X,O,X,X,X
SSLTJZIO,O,O,O,X,X,O,X,X,X
SSLTJZOI,X,O,O,X,X,O,X,X,X
SSLTJOIZ,X,X,X,X,X,O,X,X,X
SSLTJOZI,X,X,X,X,X,O,X,X,X
SSLTZIJO,O,O,O,X,X,X,X,O,X
SSLTZIOJ,X,O,X,X,X,X,X,O,O
SSLTZJIO,O,O,O,X,X,X,X,O,O
SSLTZJOI,X,O,O,X,X,X,X,O,O
SSLTZOIJ,X,O,X,X,X,X,X,O,O
SSLTZOJI,X,O,X,X,X,X,X,O,O
SSLTOIJZ,X,X,X,X,X,O,X,X,X
SSLTOIZJ,X,X,X,X,X,X,X,O,O
SSLTOJIZ,X,O,X,X,X,O,X,X,X
SSLTOJZI,X,O,X,X,X,O,X,X,X
SSLTOZIJ,X,O,X,X,X,X,X,O,O
SSLTOZJI,X,O,X,X,X,X,X,O,O
SSLITJZO,O,X,O,X,X,X,X,X,X
SSLITJOZ,X,X,X,X,X,O,X,X,X
SSLITZJO,O,X,O,X,X,X,X,O,X
SSLITZOJ,X,X,X,X,X,X,X,O,X
SSLITOJZ,X,X,X,X,X,O,X,X,X
SSLITOZJ,X,X,X,X,X,X,X,O,X
SSLIJTZO,O,X,O,X,X,X,X,X,X
SSLIJTOZ,X,X,X,X,X,O,X,X,X
SSLIJZTO,X,X,O,X,X,X,X,X,X
SSLIJZOT,X,X,X,X,X,X,X,X,X
SSLIJOTZ,X,X,X,X,X,X,X,X,X
SSLIJOZT,X,X,X,X,X,X,X,X,X
SSLIZTJO,X,X,O,X,X,X,X,O,X
SSLIZTOJ,X,X,X,X,X,X,X,O,X
SSLIZJTO,X,X,O,X,X,X,X,O,X
SSLIZJOT,X,X,X,X,X,X,X,X,X
SSLIZOTJ,X,X,X,X,X,X,X,X,X
SSLIZOJT,X,X,X,X,X,X,X,X,X
SSLIOTJZ,X,X,X,X,X,O,X,X,X
SSLIOTZJ,X,X,X,X,X,X,X,X,X
SSLIOJTZ,X,X,X,X,X,X,X,X,X
SSLIOJZT,X,X,X,X,X,X,X,X,X
SSLIOZTJ,X,X,X,X,X,X,X,X,X
SSLIOZJT,X,X,X,X,X,X,X,X,X
SSLJTIZO,O,O,O,X,X,X,X,X,X
SSLJTIOZ,X,X,X,X,X,O,X,X,X
SSLJTZIO,O,O,O,X,X,O,X,X,X
SSLJTZOI,X,O,O,X,X,O,X,X,X
SSLJTOIZ,X,X,X,X,X,O,X,X,X
SSLJTOZI,X,X,X,X,X,O,X,X,X
SSLJITZO,O,O,O,X,X,X,X,X,X
SSLJITOZ,X,X,X,X,X,O,X,X,X
SSLJIZTO,X,X,O,X,X,X,X,X,X
SSLJIZOT,X,X,X,X,X,X,X,X,X
SSLJIOTZ,X,X,X,X,X,X,X,X,X
SSLJIOZT,X,X,X,X,X,X,X,X,X
SSLJZTIO,X,X,O,X,X,X,X,X,X
SSLJZTOI,X,X,O,X,X,X,X,X,X
SSLJZITO,X,X,O,X,X,X,X,X,X
SSLJZIOT,X,X,X,X,X,X,X,X,X
SSLJZOTI,X,X,X,X,X,X,X,X,X
SSLJZOIT,X,X,X,X,X,X,X,X,X
SSLJOTIZ,X,X,X,X,X,X,X,X,X
SSLJOTZI,X,X,X,X,X,X,X,X,X
SSLJOITZ,X,X,X,X,X,X,X,X,X
SSLJOIZT,X,X,X,X,X,X,X,X,X
SSLJOZTI,X,X,X,X,X,X,X,X,X
SSLJOZIT,X,X,X,X,X,X,X,X,X
SSLZTIJO,X,X,O,X,X,X,X,O,X
SSLZTIOJ,X,X,X,X,X,X,X,O,O
SSLZTJIO,X,X,O,X,X,X,X,O,O
SSLZTJOI,X,X,O,X,X,X,X,O,O
SSLZTOIJ,X,X,X,X,X,X,X,O,O
SSLZTOJI,X,X,X,X,X,X,X,O,O
SSLZITJO,X,X,O,X,X,X,X,O,X
SSLZITOJ,X,X,X,X,X,X,X,O,O
SSLZIJTO,X,X,O,X,X,X,X,O,X
SSLZIJOT,X,X,X,X,X,X,X,X,X
SSLZIOTJ,X,X,X,X,X,X,X,X,X
SSLZIOJT,X,X,X,X,X,X,X,X,X
SSLZJTIO,X,X,O,X,X,X,X,O,O
SSLZJTOI,X,X,O,X,X,X,X,O,O
SSLZJITO,X,X,O,X,X,X,X,O,O
SSLZJIOT,X,X,X,X,X,X,X,X,X
SSLZJOTI,X,X,X,X,X,X,X,O,O
SSLZJOIT,X,X,X,X,X,X,X,X,X
SSLZOTIJ,X,X,X,X,X,X,X,O,O
SSLZOTJI,X,X,X,X,X,X,X,O,O
SSLZOITJ,X,X,X,X,X,X,X,X,X
SSLZOIJT,X,X,X,X,X,X,X,X,X
SSLZOJTI,X,X,X,X,X,X,X,O,O
SSLZOJIT,X,X,X,X,X,X,X,X,X
SSLOTIJZ,X,X,X,X,X,O,X,X,X
SSLOTIZJ,X,X,X,X,X,X,X,O,O
SSLOTJIZ,X,O,X,X,X,O,X,X,X
SSLOTJZI,X,O,X,X,X,O,X,X,X
SSLOTZIJ,X,O,X,X,X,X,X,O,O
SSLOTZJI,X,O,X,X,X,X,X,O,O
SSLOITJZ,X,X,X,X,X,O,X,X,X
SSLOITZJ,X,X,X,X,X,X,X,X,X
SSLOIJTZ,X,X,X,X,X,X,X,X,X
SSLOIJZT,X,X,X,X,X,X,X,X,X
SSLOIZTJ,X,X,X,X,X,X,X,X,X
SSLOIZJT,X,X,X,X,X,X,X,X,X
SSLOJTIZ,X,O,X,X,X,X,X,X,X
SSLOJTZI,X,O,X,X,X,X,X,X,X
SSLOJITZ,X,O,X,X,X,X,X,X,X
SSLOJIZT,X,X,X,X,X,X,X,X,X
SSLOJZTI,X,X,X,X,X,X,X,X,X
SSLOJZIT,X,X,X,X,X,X,X,X,X
SSLOZTIJ,X,X,X,X,X,X,X,O,O
SSLOZTJI,X,X,X,X,X,X,X,O,O
SSLOZITJ,X,X,X,X,X,X,X,X,X
SSLOZIJT,X,X,X,X,X,X,X,X,X
SSLOZJTI,X,X,X,X,X,X,X,O,O
SSLOZJIT,X,X,X,X,X,X,X,X,X
SSJTILZO,O,O,X,X,X,X,X,X,X
SSJTILOZ,X,X,X,X,X,X,X,X,X
SSJTIZLO,O,O,X,X,X,X,X,X,X
SSJTIZOL,X,X,X,X,X,X,X,X,X
SSJTIOLZ,O,X,X,X,X,O,X,X,X
SSJTIOZL,O,X,X,X,X,X,X,X,X
SSJTLIZO,O,O,O,X,X,X,X,X,X
SSJTLIOZ,X,X,X,X,X,O,X,X,X
SSJTLZIO,O,O,O,X,X,O,X,X,X
SSJTLZOI,X,O,O,X,X,O,X,X,X
SSJTLOIZ,X,X,X,X,X,O,X,X,X
SSJTLOZI,X,X,X,X,X,O,X,X,X
SSJTZILO,O,O,X,X,X,X,X,X,X
SSJTZIOL,X,X,X,X,X,X,X,X,X
SSJTZLIO,O,O,O,X,X,X,X,X,X
SSJTZLOI,X,O,O,X,X,X,X,X,X
SSJTZOIL,X,X,X,X,X,X,X,X,X
SSJTZOLI,X,X,X,X,X,X,X,X,X
SSJTOILZ,O,X,X,X,X,O,X,X,X
SSJTOIZL,O,X,X,X,X,X,X,X,X
SSJTOLIZ,O,X,X,X,X,O,X,X,X
SSJTOLZI,O,X,X,X,X,O,X,X,X
SSJTOZIL,O,X,X,X,X,X,X,X,X
SSJTOZLI,O,X,X,X,X,X,X,X,X
SSJITLZO,O,O,X,X,X,X,X,X,X
SSJITLOZ,X,X,X,X,X,X,X,X,X
SSJITZLO,O,O,X,X,X,X,X,X,X
SSJITZOL,X,X,X,X,X,X,X,X,X
SSJITOLZ,O,X,X,X,X,O,X,X,X
SSJITOZL,O,X,X,X,X,X,X,X,X
SSJILTZO,O,O,X,X,X,X,X,X,X
SSJILTOZ,X,X,X,X,X,X,X,X,X
SSJILZTO,X,X,X,X,X,X,X,X,X
SSJILZOT,X,X,X,X,X,X,X,X,X
SSJILOTZ,X,X,X,X,X,X,X,X,X
SSJILOZT,X,X,X,X,X,X,X,X,X
SSJIZTLO,X,O,X,X,X,X,X,X,X
SSJIZTOL,X,X,X,X,X,X,X,X,X
SSJIZLTO,X,X,X,X,X,X,X,X,X
SSJIZLOT,X,X,X,X,X,X,X,X,X
SSJIZOTL,X,X,X,X,X,X,X,X,X
SSJIZOLT,X,X,X,X,X,X,X,X,X
SSJIOTLZ,O,X,X,X,X,X,X,X,X
SSJIOTZL,O,X,X,X,X,X,X,X,X
SSJIOLTZ,O,X,X,X,X,X,X,X,X
SSJIOLZT,X,X,X,X,X,X,X,X,X
SSJIOZTL,X,X,X,X,X,X,X,X,X
SSJIOZLT,X,X,X,X,X,X,X,X,X
SSJLTIZO,O,O,O,X,X,X,X,X,X
SSJLTIOZ,X,X,X,X,X,O,X,X,X
SSJLTZIO,O,O,O,X,X,O,X,X,X
SSJLTZOI,X,O,O,X,X,O,X,X,X
SSJLTOIZ,X,X,X,X,X,O,X,X,X
SSJLTOZI,X,X,X,X,X,O,X,X,X
SSJLITZO,O,O,O,X,X,X,X,X,X
SSJLITOZ,X,X,X,X,X,O,X,X,X
SSJLIZTO,X,X,O,X,X,X,X,X,X
SSJLIZOT,X,X,X,X,X,X,X,X,X
SSJLIOTZ,X,X,X,X,X,X,X,X,X
SSJLIOZT,X,X,X,X,X,X,X,X,X
SSJLZTIO,X,X,O,X,X,X,X,X,X
SSJLZTOI,X,X,O,X,X,X,X,X,X
SSJLZITO,X,X,O,X,X,X,X,X,X
SSJLZIOT,X,X,X,X,X,X,X,X,X
SSJLZOTI,X,X,X,X,X,X,X,X,X
SSJLZOIT,X,X,X,X,X,X,X,X,X
SSJLOTIZ,X,X,X,X,X,X,X,X,X
SSJLOTZI,X,X,X,X,X,X,X,X,X
SSJLOITZ,X,X,X,X,X,X,X,X,X
SSJLOIZT,X,X,X,X,X,X,X,X,X
SSJLOZTI,X,X,X,X,X,X,X,X,X
SSJLOZIT,X,X,X,X,X,X,X,X,X
SSJZTILO,X,O,X,X,X,X,X,X,X
SSJZTIOL,X,X,X,X,X,X,X,X,X
SSJZTLIO,X,O,O,X,X,X,X,X,X
SSJZTLOI,X,O,O,X,X,X,X,X,X
SSJZTOIL,X,X,X,X,X,X,X,X,X
SSJZTOLI,X,X,X,X,X,X,X,X,X
SSJZITLO,X,O,X,X,X,X,X,X,X
SSJZITOL,X,X,X,X,X,X,X,X,X
SSJZILTO,X,X,X,X,X,X,X,X,X
SSJZILOT,X,X,X,X,X,X,X,X,X
SSJZIOTL,X,X,X,X,X,X,X,X,X
SSJZIOLT,X,X,X,X,X,X,X,X,X
SSJZLTIO,X,X,O,X,X,X,X,X,X
SSJZLTOI,X,X,O,X,X,X,X,X,X
SSJZLITO,X,X,O,X,X,X,X,X,X
SSJZLIOT,X,X,X,X,X,X,X,X,X
SSJZLOTI,X,X,X,X,X,X,X,X,X
SSJZLOIT,X,X,X,X,X,X,X,X,X
SSJZOTIL,X,X,X,X,X,X,X,X,X
SSJZOTLI,X,X,X,X,X,X,X,X,X
SSJZOITL,X,X,X,X,X,X,X,X,X
SSJZOILT,X,X,X,X,X,X,X,X,X
SSJZOLTI,X,X,X,X,X,X,X,X,X
SSJZOLIT,X,X,X,X,X,X,X,X,X
SSJOTILZ,O,X,X,X,X,X,X,X,X
SSJOTIZL,O,X,X,X,X,X,X,X,X
SSJOTLIZ,O,X,X,X,X,X,X,X,X
SSJOTLZI,O,X,X,X,X,X,X,X,X
SSJOTZIL,O,X,X,X,X,X,X,X,X
SSJOTZLI,O,X,X,X,X,X,X,X,X
SSJOITLZ,O,X,X,X,X,X,X,X,X
SSJOITZL,O,X,X,X,X,X,X,X,X
SSJOILTZ,O,X,X,X,X,X,X,X,X
SSJOILZT,X,X,X,X,X,X,X,X,X
SSJOIZTL,X,X,X,X,X,X,X,X,X
SSJOIZLT,X,X,X,X,X,X,X,X,X
SSJOLTIZ,O,X,X,X,X,X,X,X,X
SSJOLTZI,O,X,X,X,X,X,X,X,X
SSJOLITZ,O,X,X,X,X,X,X,X,X
SSJOLIZT,X,X,X,X,X,X,X,X,X
SSJOLZTI,O,X,X,X,X,X,X,X,X
SSJOLZIT,X,X,X,X,X,X,X,X,X
SSJOZTIL,O,X,X,X,X,X,X,X,X
SSJOZTLI,O,X,X,X,X,X,X,X,X
SSJOZITL,X,X,X,X,X,X,X,X,X
SSJOZILT,X,X,X,X,X,X,X,X,X
SSJOZLTI,O,X,X,X,X,X,X,X,X
SSJOZLIT,X,X,X,X,X,X,X,X,X
SSZTILJO,X,O,X,X,X,X,X,X,X
SSZTILOJ,X,O,X,X,X,X,X,X,O
SSZTIJLO,X,X,X,X,X,X,X,X,X
SSZTIJOL,X,X,X,X,X,X,X,O,X
SSZTIOLJ,X,X,X,X,X,X,X,X,O
SSZTIOJL,X,X,X,X,X,X,X,O,X
SSZTLIJO,X,O,O,X,X,X,X,O,X
SSZTLIOJ,X,O,X,X,X,X,X,O,O
SSZTLJIO,X,O,O,X,X,X,X,O,O
SSZTLJOI,X,O,O,X,X,X,X,O,O
SSZTLOIJ,X,O,X,X,X,X,X,O,O
SSZTLOJI,X,O,X,X,X,X,X,O,O
SSZTJILO,X,O,X,X,X,X,X,X,O
SSZTJIOL,X,X,X,X,X,X,X,O,O
SSZTJLIO,X,O,O,X,X,X,X,O,O
SSZTJLOI,X,O,O,X,X,X,X,O,O
SSZTJOIL,X,X,X,X,X,X,X,O,O
SSZTJOLI,X,X,X,X,X,X,X,O,O
SSZTOILJ,X,O,X,X,X,X,X,X,O
SSZTOIJL,X,X,X,X,X,X,X,O,X
SSZTOLIJ,X,O,X,X,X,X,X,O,O
SSZTOLJI,X,O,X,X,X,X,X,O,O
SSZTOJIL,X,O,X,X,X,X,X,O,O
SSZTOJLI,X,O,X,X,X,X,X,O,O
SSZITLJO,X,O,X,X,X,X,X,X,X
SSZITLOJ,X,O,X,X,X,X,X,X,O
SSZITJLO,X,X,X,X,X,X,X,X,X
SSZITJOL,X,X,X,X,X,X,X,X,X
SSZITOLJ,X,X,X,X,X,X,X,X,O
SSZITOJL,X,X,X,X,X,X,X,X,X
SSZILTJO,X,X,X,X,X,X,X,X,X
SSZILTOJ,X,X,X,X,X,X,X,X,O
SSZILJTO,X,X,X,X,X,X,X,X,X
SSZILJOT,X,X,X,X,X,X,X,X,X
SSZILOTJ,X,X,X,X,X,X,X,X,X
SSZILOJT,X,X,X,X,X,X,X,X,X
SSZIJTLO,X,X,X,X,X,X,X,X,X
SSZIJTOL,X,X,X,X,X,X,X,X,X
SSZIJLTO,X,X,X,X,X,X,X,X,X
SSZIJLOT,X,X,X,X,X,X,X,X,X
SSZIJOTL,X,X,X,X,X,X,X,X,X
SSZIJOLT,X,X,X,X,X,X,X,X,X
SSZIOTLJ,X,X,X,X,X,X,X,X,X
SSZIOTJL,X,X,X,X,X,X,X,X,X
SSZIOLTJ,X,X,X,X,X,X,X,X,X
SSZIOLJT,X,X,X,X,X,X,X,X,X
SSZIOJTL,X,X,X,X,X,X,X,X,X
SSZIOJLT,X,X,X,X,X,X,X,X,X
SSZLTIJO,X,X,O,X,X,X,X,O,X
SSZLTIOJ,X,X,X,X,X,X,X,O,O
SSZLTJIO,X,X,O,X,X,X,X,O,O
SSZLTJOI,X,X,O,X,X,X,X,O,O
SSZLTOIJ,X,X,X,X,X,X,X,O,O
SSZLTOJI,X,X,X,X,X,X,X,O,O
SSZLITJO,X,X,O,X,X,X,X,O,X
SSZLITOJ,X,X,X,X,X,X,X,O,O
SSZLIJTO,X,X,O,X,X,X,X,O,X
SSZLIJOT,X,X,X,X,X,X,X,X,X
SSZLIOTJ,X,X,X,X,X,X,X,X,X
SSZLIOJT,X,X,X,X,X,X,X,X,X
SSZLJTIO,X,X,O,X,X,X,X,O,O
SSZLJTOI,X,X,O,X,X,X,X,O,O
SSZLJITO,X,X,O,X,X,X,X,O,O
SSZLJIOT,X,X,X,X,X,X,X,X,X
SSZLJOTI,X,X,X,X,X,X,X,O,O
SSZLJOIT,X,X,X,X,X,X,X,X,X
SSZLOTIJ,X,X,X,X,X,X,X,O,O
SSZLOTJI,X,X,X,X,X,X,X,O,O
SSZLOITJ,X,X,X,X,X,X,X,X,X
SSZLOIJT,X,X,X,X,X,X,X,X,X
SSZLOJTI,X,X,X,X,X,X,X,O,O
SSZLOJIT,X,X,X,X,X,X,X,X,X
SSZJTILO,X,O,X,X,X,X,X,X,O
SSZJTIOL,X,X,X,X,X,X,X,O,O
SSZJTLIO,X,O,O,X,X,X,X,O,O
SSZJTLOI,X,O,O,X,X,X,X,O,O
SSZJTOIL,X,X,X,X,X,X,X,O,O
SSZJTOLI,X,X,X,X,X,X,X,O,O
SSZJITLO,X,O,X,X,X,X,X,X,O
SSZJITOL,X,X,X,X,X,X,X,X,O
SSZJILTO,X,X,X,X,X,X,X,X,O
