sequence,v115@ThB8AeA8DeI8KeOEJvhF8kBfmBlhBaoB5oBTsB,v115@ThB8AeA8DeI8KeKEJvhFzfBfmB0hBmiB5oB1xB,v115@ThB8AeA8DeI8Kex/IvhFlhBcnBTkBmlB6tBXtB,v115@ThB8AeA8DeI8Kem/IvhFRhBcnBTkBFmBXoB6tB,v115@ThB8AeA8DeI8Kem/IvhFfmB0hBliB5oBTpByxB,v115@ThB8AeA8DeI8KeKEJvhFzfBfmBlhBcnBeoB5oB
JZSLITO,O,X,X,X,O,O
JZSLIOT,O,X,X,X,O,O
JZSLOTI,O,X,O,X,O,O
JZSLOIT,O,X,O,X,O,O
JZSOTIL,O,X,O,O,O,O
JZSOTLI,O,X,O,O,X,O
JZSOITL,O,X,O,O,O,O
JZSOILT,O,X,O,X,O,O
JZSOLTI,O,X,O,O,O,O
JZSOLIT,O,X,O,X,O,O
JZOTILS,O,X,O,O,X,X
JZOTISL,O,X,O,O,X,X
JZOTLIS,O,X,O,O,X,X
JZOTLSI,O,X,O,O,X,X
JZOTSIL,O,X,O,O,X,X
JZOTSLI,O,X,O,O,X,X
JZOITLS,O,X,O,O,X,X
JZOITSL,O,X,O,O,X,X
JZOILTS,O,X,O,X,X,O
JZOILST,O,X,O,X,X,O
JZOISTL,O,X,O,O,X,O
JZOISLT,O,X,O,X,X,O
JZOLTIS,O,X,O,O,X,O
JZOLTSI,O,X,O,O,X,O
JZOLITS,O,X,O,X,X,O
JZOLIST,O,X,O,X,X,O
JZOLSTI,O,X,O,O,X,O
JZOLSIT,O,X,O,X,X,O
JZOSTIL,O,X,O,O,X,O
JZOSTLI,O,X,O,O,X,O
JZOSITL,O,X,O,O,X,O
JZOSILT,O,X,O,X,X,O
JZOSLTI,O,X,O,O,X,O
JZOSLIT,O,X,O,X,X,O
JOTILSZ,X,X,O,X,O,X
JOTILZS,X,X,O,O,O,X
JOTISLZ,X,X,O,X,O,X
JOTISZL,X,X,O,O,O,X
JOTIZLS,X,X,O,O,X,X
JOTIZSL,X,X,O,O,X,X
JOTLISZ,X,X,O,X,O,X
JOTLIZS,X,X,O,O,O,X
JOTLSIZ,X,X,O,X,O,X
JOTLSZI,X,X,O,O,O,X
JOTLZIS,X,X,O,O,O,X
JOTLZSI,X,X,O,O,O,X
JOTSILZ,X,X,O,X,O,X
JOTSIZL,X,X,O,O,O,X
JOTSLIZ,X,X,O,X,O,X
JOTSLZI,X,X,O,O,O,X
JOTSZIL,X,X,O,O,O,X
JOTSZLI,X,X,O,O,O,X
JOTZILS,X,X,O,O,X,X
JOTZISL,X,X,O,O,X,X
JOTZLIS,X,X,O,O,X,X
JOTZLSI,X,X,O,O,X,X
JOTZSIL,X,X,O,O,X,X
JOTZSLI,X,X,O,O,X,X
JOITLSZ,X,X,O,X,O,X
JOITLZS,X,X,O,O,O,X
JOITSLZ,X,X,O,X,O,X
JOITSZL,X,X,O,O,O,X
JOITZLS,X,X,O,O,X,X
JOITZSL,X,X,O,O,X,X
JOILTSZ,X,X,O,X,O,O
JOILTZS,X,X,O,X,O,O
JOILSTZ,O,X,O,X,O,O
JOILSZT,O,X,O,X,O,O
JOILZTS,O,X,O,X,O,O
JOILZST,O,X,O,X,O,O
JOISTLZ,O,X,O,X,O,X
JOISTZL,O,X,O,O,O,X
JOISLTZ,O,X,O,X,O,O
JOISLZT,O,X,O,X,O,O
JOISZTL,O,X,O,O,O,O
JOISZLT,O,X,O,X,O,O
JOIZTLS,O,X,O,O,X,X
JOIZTSL,O,X,O,O,X,X
JOIZLTS,O,X,O,X,O,O
JOIZLST,O,X,O,X,O,O
JOIZSTL,O,X,O,O,O,O
JOIZSLT,O,X,O,X,O,O
JOLTISZ,X,X,O,X,O,O
JOLTIZS,X,X,O,O,O,O
JOLTSIZ,X,X,O,X,O,O
JOLTSZI,X,X,O,O,O,O
JOLTZIS,X,X,O,O,O,O
JOLTZSI,X,X,O,O,O,O
JOLITSZ,X,X,O,X,O,O
JOLITZS,X,X,O,X,O,O
JOLISTZ,O,X,O,X,O,O
JOLISZT,O,X,O,X,O,O
JOLIZTS,O,X,O,X,O,O
JOLIZST,O,X,O,X,O,O
JOLSTIZ,O,X,O,X,O,O
JOLSTZI,O,X,O,O,O,O
JOLSITZ,O,X,O,X,O,O
JOLSIZT,O,X,O,X,O,O
JOLSZTI,O,X,O,O,O,O
JOLSZIT,O,X,O,X,O,O
JOLZTIS,O,X,O,O,O,O
JOLZTSI,O,X,O,O,O,O
JOLZITS,O,X,O,X,O,O
JOLZIST,O,X,O,X,O,O
JOLZSTI,O,X,O,O,O,O
JOLZSIT,O,X,O,X,O,O
JOSTILZ,O,X,O,X,O,X
JOSTIZL,O,X,O,O,O,X
JOSTLIZ,O,X,O,X,O,X
JOSTLZI,O,X,O,O,O,X
JOSTZIL,O,X,O,O,O,X
JOSTZLI,O,X,O,O,O,X
JOSITLZ,O,X,O,X,O,X
JOSITZL,O,X,O,O,O,X
JOSILTZ,O,X,O,X,O,O
JOSILZT,O,X,O,X,O,O
JOSIZTL,O,X,O,O,O,O
JOSIZLT,O,X,O,X,O,O
JOSLTIZ,O,X,O,X,O,O
JOSLTZI,O,X,O,O,O,O
JOSLITZ,O,X,O,X,O,O
JOSLIZT,O,X,O,X,O,O
JOSLZTI,O,X,O,O,O,O
JOSLZIT,O,X,O,X,O,O
JOSZTIL,O,X,O,O,O,O
JOSZTLI,O,X,O,O,O,O
JOSZITL,O,X,O,O,O,O
JOSZILT,O,X,O,X,O,O
JOSZLTI,O,X,O,O,O,O
JOSZLIT,O,X,O,X,O,O
JOZTILS,O,X,O,O,X,X
JOZTISL,O,X,O,O,X,X
JOZTLIS,O,X,O,O,X,X
JOZTLSI,O,X,O,O,X,X
JOZTSIL,O,X,O,O,X,X
JOZTSLI,O,X,O,O,X,X
JOZITLS,O,X,O,O,X,X
JOZITSL,O,X,O,O,X,X
JOZILTS,O,X,O,X,O,O
JOZILST,O,X,O,X,O,O
JOZISTL,O,X,O,O,O,O
JOZISLT,O,X,O,X,O,O
JOZLTIS,O,X,O,O,O,O
JOZLTSI,O,X,O,O,O,O
JOZLITS,O,X,O,X,O,O
JOZLIST,O,X,O,X,O,O
JOZLSTI,O,X,O,O,O,O
JOZLSIT,O,X,O,X,O,O
JOZSTIL,O,X,O,O,O,O
JOZSTLI,O,X,O,O,O,O
JOZSITL,O,X,O,O,O,O
JOZSILT,O,X,O,X,O,O
JOZSLTI,O,X,O,O,O,O
JOZSLIT,O,X,O,X,O,O
STILJZO,O,O,X,X,O,O
STILJOZ,X,O,X,X,O,O
STILZJO,O,O,X,X,O,O
STILZOJ,O,O,X,X,O,O
STILOJZ,O,O,X,X,O,O
STILOZJ,O,O,X,X,O,O
STIJLZO,O,O,X,X,O,O
STIJLOZ,X,O,X,X,O,O
STIJZLO,O,O,X,X,O,O
STIJZOL,O,O,X,X,O,O
STIJOLZ,O,O,X,X,X,X
STIJOZL,O,O,X,X,X,X
STIZLJO,O,O,X,X,O,O
STIZLOJ,O,O,X,O,O,O
STIZJLO,O,O,X,X,O,O
STIZJOL,O,O,X,O,O,O
STIZOLJ,O,O,X,O,O,X
STIZOJL,O,O,X,O,O,X
STIOLJZ,O,O,X,X,O,X
STIOLZJ,O,O,X,X,O,X
STIOJLZ,O,O,X,X,O,X
STIOJZL,O,O,X,O,O,X
STIOZLJ,O,O,X,O,O,X
STIOZJL,O,O,X,O,O,X
STLIJZO,O,O,X,X,O,O
STLIJOZ,X,O,X,X,O,O
STLIZJO,O,O,X,X,O,O
STLIZOJ,O,O,X,X,O,O
STLIOJZ,O,O,X,X,O,O
STLIOZJ,O,O,X,X,O,O
STLJIZO,O,O,X,X,O,O
STLJIOZ,X,O,X,X,O,O
STLJZIO,O,O,X,X,O,O
STLJZOI,O,O,O,X,O,O
STLJOIZ,X,O,O,X,O,O
STLJOZI,X,O,O,X,O,O
STLZIJO,O,O,X,X,O,O
STLZIOJ,O,O,X,O,O,O
STLZJIO,O,O,X,X,O,O
STLZJOI,O,O,O,X,O,O
STLZOIJ,O,O,X,O,O,O
STLZOJI,O,O,X,O,O,O
STLOIJZ,O,O,X,X,O,O
STLOIZJ,O,O,X,X,O,O
STLOJIZ,O,O,X,X,O,O
STLOJZI,O,O,X,O,O,O
STLOZIJ,O,O,X,O,O,O
STLOZJI,O,O,X,O,O,O
STJILZO,O,O,X,X,O,O
STJILOZ,X,O,X,X,O,O
STJIZLO,O,O,X,X,O,O
STJIZOL,O,O,X,X,O,O
STJIOLZ,O,O,X,X,X,X
STJIOZL,O,O,X,X,X,X
STJLIZO,O,O,X,X,O,O
STJLIOZ,X,O,X,X,O,O
STJLZIO,O,O,X,X,O,O
STJLZOI,O,O,O,X,O,O
STJLOIZ,X,O,O,X,O,O
STJLOZI,X,O,O,X,O,O
STJZILO,O,O,X,X,O,O
STJZIOL,O,O,X,O,O,O
STJZLIO,O,O,X,X,O,O
STJZLOI,O,O,O,X,O,O
STJZOIL,O,O,O,O,O,O
STJZOLI,O,O,O,O,X,O
STJOILZ,O,O,O,X,X,X
STJOIZL,O,O,O,O,X,X
STJOLIZ,O,O,O,X,X,X
STJOLZI,O,O,O,O,X,X
STJOZIL,O,O,O,O,X,X
STJOZLI,O,O,O,O,X,X
STZILJO,O,O,X,X,O,O
STZILOJ,O,O,X,O,O,O
STZIJLO,O,O,X,X,O,O
STZIJOL,O,O,X,O,O,O
STZIOLJ,O,O,X,O,O,X
STZIOJL,O,O,X,O,O,X
STZLIJO,O,O,X,X,O,O
STZLIOJ,O,O,X,O,O,O
STZLJIO,O,O,X,X,O,O
STZLJOI,O,O,O,X,O,O
STZLOIJ,O,O,X,O,O,O
STZLOJI,O,O,X,O,O,O
STZJILO,O,O,X,X,O,O
STZJIOL,O,O,X,O,O,O
STZJLIO,O,O,X,X,O,O
STZJLOI,O,O,O,X,O,O
STZJOIL,O,O,O,O,O,O
STZJOLI,O,O,O,O,O,O
STZOILJ,O,O,X,O,O,X
STZOIJL,O,O,X,O,O,X
STZOLIJ,O,O,X,O,O,O
STZOLJI,O,O,X,O,O,O
STZOJIL,O,O,X,O,O,O
STZOJLI,O,O,X,O,O,O
STOILJZ,O,O,X,X,O,X
STOILZJ,O,O,X,X,O,X
STOIJLZ,O,O,X,X,O,X
STOIJZL,O,O,X,O,O,X
STOIZLJ,O,O,X,O,O,X
STOIZJL,O,O,X,O,O,X
STOLIJZ,O,O,X,X,O,X
STOLIZJ,O,O,X,X,O,O
STOLJIZ,O,O,X,X,O,X
STOLJZI,O,O,X,O,O,O
STOLZIJ,O,O,X,O,O,O
STOLZJI,O,O,X,O,O,O
STOJILZ,O,O,X,X,O,X
STOJIZL,O,O,X,O,O,X
STOJLIZ,O,O,X,X,O,X
STOJLZI,O,O,X,O,O,X
STOJZIL,O,O,X,O,O,X
STOJZLI,O,O,X,O,O,X
STOZILJ,O,O,X,O,O,X
STOZIJL,O,O,X,O,O,X
STOZLIJ,O,O,X,O,O,O
STOZLJI,O,O,X,O,O,O
STOZJIL,O,O,X,O,O,O
STOZJLI,O,O,X,O,O,O
SITLJZO,O,O,X,X,O,O
SITLJOZ,X,O,X,X,O,O
SITLZJO,O,O,X,X,O,O
SITLZOJ,O,O,X,X,O,O
SITLOJZ,O,O,X,X,O,O
SITLOZJ,O,O,X,X,O,O
SITJLZO,O,O,X,X,O,O
SITJLOZ,X,O,X,X,O,O
SITJZLO,O,O,X,X,O,O
SITJZOL,O,O,X,X,O,O
SITJOLZ,O,O,X,X,X,X
SITJOZL,O,O,X,X,X,X
SITZLJO,O,O,X,X,O,O
SITZLOJ,O,O,X,O,O,O
SITZJLO,O,O,X,X,O,O
SITZJOL,O,O,X,O,O,O
SITZOLJ,O,O,X,O,O,X
SITZOJL,O,O,X,O,O,X
SITOLJZ,O,O,X,X,O,X
SITOLZJ,O,O,X,X,O,X
SITOJLZ,O,O,X,X,O,X
SITOJZL,O,O,X,O,O,X
SITOZLJ,O,O,X,O,O,X
SITOZJL,O,O,X,O,O,X
SILTJZO,O,O,X,X,O,O
SILTJOZ,X,O,X,X,O,O
SILTZJO,O,O,X,X,O,O
SILTZOJ,O,O,X,X,O,O
SILTOJZ,O,O,X,X,O,O
SILTOZJ,O,O,X,X,O,O
SILJTZO,O,O,X,X,O,O
SILJTOZ,X,O,X,X,O,O
SILJZTO,O,O,X,X,O,O
SILJZOT,O,O,X,X,O,O
SILJOTZ,X,O,X,X,O,O
SILJOZT,X,O,X,X,O,O
SILZTJO,O,O,X,X,O,O
SILZTOJ,O,O,X,X,O,O
SILZJTO,O,O,X,X,O,O
SILZJOT,O,O,X,X,O,O
SILZOTJ,O,O,X,X,O,O
SILZOJT,O,O,X,X,O,O
SILOTJZ,O,O,X,X,O,O
SILOTZJ,O,O,X,X,O,O
SILOJTZ,O,O,X,X,O,O
SILOJZT,O,O,X,X,O,O
SILOZTJ,O,O,X,X,O,O
SILOZJT,O,O,X,X,O,O
SIJTLZO,O,O,X,X,O,O
SIJTLOZ,X,O,X,X,O,O
SIJTZLO,O,O,X,X,O,O
SIJTZOL,O,O,X,X,O,O
SIJTOLZ,O,O,X,X,X,X
SIJTOZL,O,O,X,X,X,X
SIJLTZO,O,O,X,X,O,O
SIJLTOZ,X,O,X,X,O,O
SIJLZTO,O,O,X,X,O,O
SIJLZOT,O,O,X,X,O,O
SIJLOTZ,X,O,X,X,O,O
SIJLOZT,X,O,X,X,O,O
SIJZTLO,O,O,X,X,O,O
SIJZTOL,O,O,X,X,O,O
SIJZLTO,O,O,X,X,O,O
SIJZLOT,O,O,X,X,O,O
SIJZOTL,O,X,X,X,O,O
SIJZOLT,O,X,X,X,O,O
SIJOTLZ,O,X,X,X,O,X
SIJOTZL,O,X,X,X,O,X
SIJOLTZ,O,X,X,X,O,O
SIJOLZT,O,X,X,X,O,O
SIJOZTL,O,X,X,X,O,O
SIJOZLT,O,X,X,X,O,O
SIZTLJO,O,O,X,X,O,O
SIZTLOJ,O,O,X,O,O,O
SIZTJLO,O,O,X,X,O,O
SIZTJOL,O,O,X,O,O,O
SIZTOLJ,O,O,X,O,O,X
SIZTOJL,O,O,X,O,O,X
SIZLTJO,O,O,X,X,O,O
SIZLTOJ,O,O,X,X,O,O
SIZLJTO,O,O,X,X,O,O
SIZLJOT,O,O,X,X,O,O
SIZLOTJ,O,O,X,X,O,O
SIZLOJT,O,O,X,X,O,O
SIZJTLO,O,O,X,X,O,O
SIZJTOL,O,O,X,X,O,O
SIZJLTO,O,O,X,X,O,O
SIZJLOT,O,O,X,X,O,O
SIZJOTL,O,X,X,X,O,O
SIZJOLT,O,X,X,X,O,O
SIZOTLJ,O,O,X,O,O,X
SIZOTJL,O,O,X,O,O,X
SIZOLTJ,O,O,X,X,O,X
SIZOLJT,O,O,X,X,O,X
SIZOJTL,O,X,X,O,O,X
SIZOJLT,O,X,X,X,O,X
SIOTLJZ,O,O,X,X,O,X
SIOTLZJ,O,O,X,X,O,X
SIOTJLZ,O,O,X,X,O,X
SIOTJZL,O,O,X,O,O,X
SIOTZLJ,O,O,X,O,O,X
SIOTZJL,O,O,X,O,O,X
SIOLTJZ,O,O,X,X,O,O
SIOLTZJ,O,O,X,X,O,X
SIOLJTZ,O,O,X,X,O,O
SIOLJZT,O,O,X,X,O,O
SIOLZTJ,O,O,X,X,O,X
SIOLZJT,O,O,X,X,O,O
SIOJTLZ,O,X,X,X,O,X
SIOJTZL,O,X,X,O,O,X
SIOJLTZ,O,X,X,X,O,O
SIOJLZT,O,X,X,X,O,O
SIOJZTL,O,X,X,O,O,O
SIOJZLT,O,X,X,X,O,O
SIOZTLJ,O,O,X,O,O,X
SIOZTJL,O,O,X,O,O,X
SIOZLTJ,O,O,X,X,O,X
SIOZLJT,O,O,X,X,O,X
SIOZJTL,O,X,X,O,O,X
SIOZJLT,O,X,X,X,O,X
SLTIJZO,O,O,X,X,O,O
SLTIJOZ,X,O,X,X,O,O
SLTIZJO,O,O,X,X,O,O
SLTIZOJ,O,O,X,X,O,O
SLTIOJZ,O,O,X,X,O,O
SLTIOZJ,O,O,X,X,O,O
SLTJIZO,O,O,X,X,O,O
SLTJIOZ,X,O,X,X,O,O
SLTJZIO,O,O,X,X,O,O
SLTJZOI,O,O,O,X,O,O
SLTJOIZ,X,O,O,X,O,O
SLTJOZI,X,O,O,X,O,O
SLTZIJO,O,O,X,X,O,O
SLTZIOJ,O,O,X,O,O,O
SLTZJIO,O,O,X,X,O,O
SLTZJOI,O,O,O,X,O,O
SLTZOIJ,O,O,X,O,O,O
SLTZOJI,O,O,X,O,O,O
SLTOIJZ,O,O,X,X,O,O
SLTOIZJ,O,O,X,X,O,O
SLTOJIZ,O,O,X,X,O,O
SLTOJZI,O,O,X,O,O,O
SLTOZIJ,O,O,X,O,O,O
SLTOZJI,O,O,X,O,O,O
SLITJZO,O,O,X,X,O,O
SLITJOZ,X,O,X,X,O,O
SLITZJO,O,O,X,X,O,O
SLITZOJ,O,O,X,X,O,O
SLITOJZ,O,O,X,X,O,O
SLITOZJ,O,O,X,X,O,O
SLIJTZO,O,O,X,X,O,O
SLIJTOZ,X,O,X,X,O,O
SLIJZTO,O,O,X,X,O,O
SLIJZOT,O,O,X,X,O,O
SLIJOTZ,X,O,X,X,O,O
SLIJOZT,X,O,X,X,O,O
SLIZTJO,O,O,X,X,O,O
SLIZTOJ,O,O,X,X,O,O
SLIZJTO,O,O,X,X,O,O
SLIZJOT,O,O,X,X,O,O
SLIZOTJ,O,O,X,X,O,O
SLIZOJT,O,O,X,X,O,O
SLIOTJZ,O,O,X,X,O,O
SLIOTZJ,O,O,X,X,O,O
SLIOJTZ,O,O,X,X,O,O
SLIOJZT,O,O,X,X,O,O
SLIOZTJ,O,O,X,X,O,O
SLIOZJT,O,O,X,X,O,O
SLJTIZO,O,O,X,X,O,O
SLJTIOZ,X,O,X,X,O,O
SLJTZIO,O,O,X,X,O,O
SLJTZOI,O,O,O,X,O,O
SLJTOIZ,X,O,O,X,O,O
SLJTOZI,X,O,O,X,O,O
SLJITZO,O,O,X,X,O,O
SLJITOZ,X,O,X,X,O,O
SLJIZTO,O,O,X,X,O,O
SLJIZOT,O,O,X,X,O,O
SLJIOTZ,X,O,X,X,O,O
SLJIOZT,X,O,X,X,O,O
SLJZTIO,O,O,X,X,O,O
SLJZTOI,O,O,O,X,O,O
SLJZITO,O,O,X,X,O,O
SLJZIOT,O,O,X,X,O,O
SLJZOTI,O,O,O,X,O,O
SLJZOIT,O,O,O,X,O,O
SLJOTIZ,X,O,O,X,O,O
SLJOTZI,X,O,O,X,O,O
SLJOITZ,X,O,O,X,O,O
SLJOIZT,X,O,O,X,O,O
SLJOZTI,X,O,O,X,O,O
SLJOZIT,X,O,O,X,O,O
SLZTIJO,O,O,X,X,O,O
SLZTIOJ,O,O,X,O,O,O
SLZTJIO,O,O,X,X,O,O
SLZTJOI,O,O,O,X,O,O
SLZTOIJ,O,O,X,O,O,O
SLZTOJI,O,O,X,O,O,O
SLZITJO,O,O,X,X,O,O
SLZITOJ,O,O,X,X,O,O
SLZIJTO,O,O,X,X,O,O
SLZIJOT,O,O,X,X,O,O
SLZIOTJ,O,O,X,X,O,O
SLZIOJT,O,O,X,X,O,O
SLZJTIO,O,O,X,X,O,O
SLZJTOI,O,O,O,X,O,O
SLZJITO,O,O,X,X,O,O
SLZJIOT,O,O,X,X,O,O
SLZJOTI,O,O,O,X,O,O
SLZJOIT,O,O,O,X,O,O
SLZOTIJ,O,O,X,O,O,O
SLZOTJI,O,O,X,O,O,O
SLZOITJ,O,O,X,X,O,O
SLZOIJT,O,O,O,X,O,O
SLZOJTI,O,O,O,O,O,O
SLZOJIT,O,O,O,X,O,O
SLOTIJZ,O,O,X,X,O,O
SLOTIZJ,O,O,X,X,O,O
SLOTJIZ,O,O,X,X,O,O
SLOTJZI,O,O,X,O,O,O
SLOTZIJ,O,O,X,O,O,O
SLOTZJI,O,O,X,O,O,O
SLOITJZ,O,O,X,X,O,O
SLOITZJ,O,O,X,X,O,O
SLOIJTZ,O,O,O,X,O,O
SLOIJZT,O,O,O,X,O,O
SLOIZTJ,O,O,X,X,O,O
SLOIZJT,O,O,O,X,O,O
SLOJTIZ,O,O,O,X,O,O
SLOJTZI,O,O,O,O,O,O
SLOJITZ,O,O,O,X,O,O
SLOJIZT,O,O,O,X,O,O
SLOJZTI,O,O,O,O,O,O
SLOJZIT,O,O,O,X,O,O
SLOZTIJ,O,O,X,O,O,O
SLOZTJI,O,O,X,O,O,O
SLOZITJ,O,O,X,X,O,O
SLOZIJT,O,O,O,X,O,O
SLOZJTI,O,O,O,O,O,O
SLOZJIT,O,O,O,X,O,O
SJTILZO,O,O,X,X,O,O
SJTILOZ,X,O,X,X,O,O
SJTIZLO,O,O,X,X,O,O
SJTIZOL,O,O,X,X,O,O
SJTIOLZ,O,O,X,X,X,X
SJTIOZL,O,O,X,X,X,X
SJTLIZO,O,O,X,X,O,O
SJTLIOZ,X,O,X,X,O,O
SJTLZIO,O,O,X,X,O,O
SJTLZOI,O,O,O,X,O,O
SJTLOIZ,X,O,O,X,O,O
SJTLOZI,X,O,O,X,O,O
SJTZILO,O,O,X,X,O,O
SJTZIOL,O,O,X,O,O,O
SJTZLIO,O,O,X,X,O,O
SJTZLOI,O,O,O,X,O,O
SJTZOIL,O,O,O,O,O,O
SJTZOLI,O,O,O,O,X,O
SJTOILZ,O,O,O,X,X,X
SJTOIZL,O,O,O,O,X,X
SJTOLIZ,O,O,O,X,X,X
SJTOLZI,O,O,O,O,X,X
SJTOZIL,O,O,O,O,X,X
SJTOZLI,O,O,O,O,X,X
SJITLZO,O,O,X,X,O,O
SJITLOZ,X,O,X,X,O,O
SJITZLO,O,O,X,X,O,O
SJITZOL,O,O,X,X,O,O
SJITOLZ,O,O,X,X,X,X
SJITOZL,O,O,X,X,X,X
SJILTZO,O,O,X,X,O,O
SJILTOZ,X,O,X,X,O,O
SJILZTO,O,O,X,X,O,O
SJILZOT,O,O,X,X,O,O
SJILOTZ,X,O,X,X,O,O
SJILOZT,X,O,X,X,O,O
SJIZTLO,O,O,X,X,O,O
SJIZTOL,O,O,X,X,O,O
SJIZLTO,O,O,X,X,O,O
SJIZLOT,O,O,X,X,O,O
SJIZOTL,O,X,X,X,O,O
SJIZOLT,O,X,X,X,O,O
SJIOTLZ,O,X,X,X,O,X
SJIOTZL,O,X,X,X,O,X
SJIOLTZ,O,X,X,X,O,O
SJIOLZT,O,X,X,X,O,O
SJIOZTL,O,X,X,X,O,O
SJIOZLT,O,X,X,X,O,O
SJLTIZO,O,O,X,X,O,O
SJLTIOZ,X,O,X,X,O,O
SJLTZIO,O,O,X,X,O,O
SJLTZOI,O,O,O,X,O,O
SJLTOIZ,X,O,O,X,O,O
SJLTOZI,X,O,O,X,O,O
SJLITZO,O,O,X,X,O,O
SJLITOZ,X,O,X,X,O,O
SJLIZTO,O,O,X,X,O,O
SJLIZOT,O,O,X,X,O,O
SJLIOTZ,X,O,X,X,O,O
SJLIOZT,X,O,X,X,O,O
SJLZTIO,O,O,X,X,O,O
SJLZTOI,O,O,O,X,O,O
SJLZITO,O,O,X,X,O,O
SJLZIOT,O,O,X,X,O,O
SJLZOTI,O,O,O,X,O,O
SJLZOIT,O,O,O,X,O,O
SJLOTIZ,X,O,O,X,O,O
SJLOTZI,X,O,O,X,O,O
SJLOITZ,X,O,O,X,O,O
SJLOIZT,X,O,O,X,O,O
SJLOZTI,X,O,O,X,O,O
SJLOZIT,X,O,O,X,O,O
SJZTILO,O,O,X,X,O,O
SJZTIOL,O,O,X,O,O,O
SJZTLIO,O,O,X,X,O,O
SJZTLOI,O,O,O,X,O,O
SJZTOIL,O,O,O,O,O,O
SJZTOLI,O,O,O,O,O,O
SJZITLO,O,O,X,X,O,O
SJZITOL,O,O,X,X,O,O
SJZILTO,O,O,X,X,O,O
SJZILOT,O,O,X,X,O,O
SJZIOTL,O,X,X,X,O,O
SJZIOLT,O,X,X,X,O,O
SJZLTIO,O,O,X,X,O,O
SJZLTOI,O,O,O,X,O,O
SJZLITO,O,O,X,X,O,O
SJZLIOT,O,O,X,X,O,O
SJZLOTI,O,O,O,X,O,O
SJZLOIT,O,O,O,X,O,O
SJZOTIL,O,X,O,O,O,O
SJZOTLI,O,X,O,O,O,O
SJZOITL,O,X,O,O,O,O
SJZOILT,O,X,O,X,O,O
SJZOLTI,O,X,O,O,O,O
SJZOLIT,O,X,O,X,O,O
SJOTILZ,O,X,O,X,O,X
SJOTIZL,O,X,O,O,O,X
SJOTLIZ,O,X,O,X,O,X
SJOTLZI,O,X,O,O,O,X
SJOTZIL,O,X,O,O,O,X
SJOTZLI,O,X,O,O,O,X
SJOITLZ,O,X,O,X,O,X
SJOITZL,O,X,O,O,O,X
SJOILTZ,O,X,O,X,O,O
SJOILZT,O,X,O,X,O,O
SJOIZTL,O,X,O,O,O,O
SJOIZLT,O,X,O,X,O,O
SJOLTIZ,O,X,O,X,O,O
SJOLTZI,O,X,O,O,O,O
SJOLITZ,O,X,O,X,O,O
SJOLIZT,O,X,O,X,O,O
SJOLZTI,O,X,O,O,O,O
SJOLZIT,O,X,O,X,O,O
SJOZTIL,O,X,O,O,O,O
SJOZTLI,O,X,O,O,O,O
SJOZITL,O,X,O,O,O,O
SJOZILT,O,X,O,X,O,O
SJOZLTI,O,X,O,O,O,O
SJOZLIT,O,X,O,X,O,O
SZTILJO,O,O,X,X,O,O
SZTILOJ,O,O,X,O,O,O
SZTIJLO,O,O,X,X,O,O
SZTIJOL,O,O,X,O,O,O
SZTIOLJ,O,O,X,O,O,X
SZTIOJL,O,O,X,O,O,X
SZTLIJO,O,O,X,X,O,O
SZTLIOJ,O,O,X,O,O,O
SZTLJIO,O,O,X,X,O,O
SZTLJOI,O,O,O,X,O,O
SZTLOIJ,O,O,X,O,O,O
SZTLOJI,O,O,X,O,O,O
SZTJILO,O,O,X,X,O,O
SZTJIOL,O,O,X,O,O,O
SZTJLIO,O,O,X,X,O,O
SZTJLOI,O,O,O,X,O,O
SZTJOIL,O,O,O,O,O,O
SZTJOLI,O,O,O,O,O,O
SZTOILJ,O,O,X,O,O,X
SZTOIJL,O,O,X,O,O,X
SZTOLIJ,O,O,X,O,O,O
SZTOLJI,O,O,X,O,O,O
SZTOJIL,O,O,X,O,O,O
SZTOJLI,O,O,X,O,O,O
SZITLJO,O,O,X,X,O,O
SZITLOJ,O,O,X,O,O,O
SZITJLO,O,O,X,X,O,O
SZITJOL,O,O,X,O,O,O
SZITOLJ,O,O,X,O,O,X
SZITOJL,O,O,X,O,O,X
SZILTJO,O,O,X,X,O,O
SZILTOJ,O,O,X,X,O,O
SZILJTO,O,O,X,X,O,O
SZILJOT,O,O,X,X,O,O
SZILOTJ,O,O,X,X,O,O
SZILOJT,O,O,X,X,O,O
SZIJTLO,O,O,X,X,O,O
SZIJTOL,O,O,X,X,O,O
SZIJLTO,O,O,X,X,O,O
SZIJLOT,O,O,X,X,O,O
SZIJOTL,O,X,X,X,O,O
SZIJOLT,O,X,X,X,O,O
SZIOTLJ,O,O,X,O,O,X
SZIOTJL,O,O,X,O,O,X
SZIOLTJ,O,O,X,X,O,X
SZIOLJT,O,O,X,X,O,X
SZIOJTL,O,X,X,O,O,X
SZIOJLT,O,X,X,X,O,X
SZLTIJO,O,O,X,X,O,O
SZLTIOJ,O,O,X,O,O,O
SZLTJIO,O,O,X,X,O,O
SZLTJOI,O,O,O,X,O,O
SZLTOIJ,O,O,X,O,O,O
SZLTOJI,O,O,X,O,O,O
SZLITJO,O,O,X,X,O,O
SZLITOJ,O,O,X,X,O,O
SZLIJTO,O,O,X,X,O,O
SZLIJOT,O,O,X,X,O,O
SZLIOTJ,O,O,X,X,O,O
