sequence,v115@4gB8BeA8EeB8BeA8FeD8AeA8CeF8DeE8JeZ/IvhFqf?BmbBzdBFmBXqB0qB,v115@4gB8BeA8EeB8BeA8FeD8AeA8CeF8DeE8JeZ/IvhFFb?B8gBzdBflBOrBSvB,v115@4gB8BeA8EeB8BeA8FeD8AeA8CeF8DeE8JeZ/IvhFqf?BmbBzdBFmB0qBXqB,v115@4gB8BeA8EeB8BeA8FeD8AeA8CeF8DeE8JeZ/IvhF3b?BzdBUlBFmBupByvB,v115@4gB8BeA8EeB8BeA8FeD8AeA8CeF8DeE8JeR7IvhFzd?BVmBikB0lB2vB/pB
OILJSZT,X,O,X,X,X
OILJZTS,X,O,O,X,X
OILJZST,X,O,X,X,X
OILSTJZ,O,X,O,X,X
OILSTZJ,O,O,O,X,X
OILSJTZ,O,X,X,X,X
OILSJZT,X,O,X,X,X
OILSZTJ,O,O,O,X,X
OILSZJT,X,O,X,X,X
OILZTJS,O,X,O,O,X
OILZTSJ,O,O,O,O,X
OILZJTS,X,X,O,X,X
OILZJST,X,O,X,X,X
OILZSTJ,O,O,O,X,X
OILZSJT,X,O,X,X,X
OIJTLSZ,O,O,O,X,X
OIJTLZS,O,O,O,X,O
OIJTSLZ,O,X,O,X,X
OIJTSZL,O,O,X,X,X
OIJTZLS,O,X,O,O,X
OIJTZSL,X,O,X,O,X
OIJLTSZ,O,O,O,X,X
OIJLTZS,O,O,O,X,O
OIJLSTZ,O,O,X,X,X
OIJLSZT,X,O,X,X,X
OIJLZTS,X,O,O,X,X
OIJLZST,X,O,X,X,X
OIJSTLZ,O,X,X,X,X
OIJSTZL,O,O,X,X,X
OIJSLTZ,O,O,X,X,X
OIJSLZT,X,O,X,X,X
OIJSZTL,X,O,X,X,X
OIJSZLT,X,O,X,X,X
OIJZTLS,X,X,X,O,X
OIJZTSL,X,O,X,O,X
OIJZLTS,X,O,O,X,X
OIJZLST,X,O,X,X,X
OIJZSTL,X,O,X,X,X
OIJZSLT,X,O,X,X,X
OISTLJZ,O,X,O,X,X
OISTLZJ,O,O,O,X,X
OISTJLZ,O,X,O,X,X
OISTJZL,O,O,X,X,X
OISTZLJ,O,X,X,O,X
OISTZJL,O,X,X,O,X
OISLTJZ,O,X,O,X,X
OISLTZJ,O,O,O,X,X
OISLJTZ,O,X,X,X,X
OISLJZT,X,O,X,X,X
OISLZTJ,O,O,O,X,X
OISLZJT,X,O,X,X,X
OISJTLZ,O,X,X,X,X
OISJTZL,O,O,X,X,X
OISJLTZ,O,O,X,X,X
OISJLZT,X,O,X,X,X
OISJZTL,X,O,X,X,X
OISJZLT,X,O,X,X,X
OISZTLJ,O,X,X,O,X
OISZTJL,O,X,X,O,X
OISZLTJ,O,O,O,X,X
OISZLJT,X,O,X,X,X
OISZJTL,X,O,X,X,X
OISZJLT,X,O,X,X,X
OIZTLJS,O,X,O,O,X
OIZTLSJ,O,X,O,O,X
OIZTJLS,O,X,O,O,X
OIZTJSL,X,X,X,O,X
OIZTSLJ,O,X,X,O,X
OIZTSJL,O,X,X,O,X
OIZLTJS,O,X,O,O,X
OIZLTSJ,O,O,O,O,X
OIZLJTS,X,X,O,X,X
OIZLJST,X,O,X,X,X
OIZLSTJ,O,O,O,X,X
OIZLSJT,X,O,X,X,X
OIZJTLS,X,X,X,O,X
OIZJTSL,X,O,X,O,X
OIZJLTS,X,O,O,X,X
OIZJLST,X,O,X,X,X
OIZJSTL,X,O,X,X,X
OIZJSLT,X,O,X,X,X
OIZSTLJ,O,X,X,O,X
OIZSTJL,O,X,X,O,X
OIZSLTJ,O,O,O,X,X
OIZSLJT,X,O,X,X,X
OIZSJTL,X,O,X,X,X
OIZSJLT,X,O,X,X,X
OLTIJSZ,O,X,O,X,X
OLTIJZS,O,X,O,X,O
OLTISJZ,O,X,O,X,X
OLTISZJ,O,O,O,X,X
OLTIZJS,O,X,O,O,X
OLTIZSJ,O,O,O,O,X
OLTJISZ,O,X,O,X,X
OLTJIZS,O,X,O,X,O
OLTJSIZ,O,X,O,X,X
OLTJSZI,O,X,X,X,O
OLTJZIS,O,X,O,X,O
OLTJZSI,X,X,X,X,O
OLTSIJZ,O,X,O,X,X
OLTSIZJ,O,O,O,X,X
OLTSJIZ,O,X,O,X,X
OLTSJZI,O,X,X,X,O
OLTSZIJ,O,O,X,X,X
OLTSZJI,O,O,X,X,X
OLTZIJS,O,X,O,O,X
OLTZISJ,O,O,O,O,X
OLTZJIS,O,X,O,X,O
OLTZJSI,X,X,O,X,O
OLTZSIJ,X,O,O,O,X
OLTZSJI,X,O,O,X,X
OLITJSZ,O,X,O,X,X
OLITJZS,O,X,O,X,O
OLITSJZ,O,X,O,X,X
OLITSZJ,O,O,O,X,X
OLITZJS,O,X,O,O,X
OLITZSJ,O,O,O,O,X
OLIJTSZ,O,O,O,X,X
OLIJTZS,O,O,O,X,O
OLIJSTZ,O,O,X,X,X
OLIJSZT,X,O,X,X,X
OLIJZTS,X,O,O,X,X
OLIJZST,X,O,X,X,X
OLISTJZ,O,X,O,X,X
OLISTZJ,O,O,O,X,X
OLISJTZ,O,X,X,X,X
OLISJZT,X,O,X,X,X
OLISZTJ,O,O,O,X,X
OLISZJT,X,O,X,X,X
OLIZTJS,O,X,O,O,X
OLIZTSJ,O,O,O,O,X
OLIZJTS,X,X,O,X,X
OLIZJST,X,O,X,X,X
OLIZSTJ,O,O,O,X,X
OLIZSJT,X,O,X,X,X
OLJTISZ,O,O,O,X,X
OLJTIZS,O,O,O,X,O
OLJTSIZ,O,O,O,X,X
OLJTSZI,X,O,X,X,O
OLJTZIS,O,O,O,X,O
OLJTZSI,X,O,X,X,O
OLJITSZ,O,O,O,X,X
OLJITZS,O,O,O,X,O
OLJISTZ,O,O,X,X,X
OLJISZT,X,O,X,X,X
OLJIZTS,X,O,O,X,X
OLJIZST,X,O,X,X,X
OLJSTIZ,O,O,X,X,X
OLJSTZI,O,O,X,X,O
OLJSITZ,O,O,X,X,X
OLJSIZT,X,O,X,X,X
OLJSZTI,X,O,X,X,X
OLJSZIT,X,O,X,X,X
OLJZTIS,X,O,O,X,O
OLJZTSI,X,O,O,X,O
OLJZITS,X,O,O,X,X
OLJZIST,X,O,X,X,X
OLJZSTI,X,O,X,X,X
OLJZSIT,X,O,X,X,X
OLSTIJZ,O,X,O,X,X
OLSTIZJ,O,O,O,X,X
OLSTJIZ,O,X,O,X,X
OLSTJZI,O,X,X,X,O
OLSTZIJ,O,O,X,X,X
OLSTZJI,O,O,X,X,X
OLSITJZ,O,X,O,X,X
OLSITZJ,O,O,O,X,X
OLSIJTZ,O,X,X,X,X
OLSIJZT,X,O,X,X,X
OLSIZTJ,O,O,O,X,X
OLSIZJT,X,O,X,X,X
OLSJTIZ,O,X,X,X,X
OLSJTZI,O,X,X,X,O
OLSJITZ,O,X,X,X,X
OLSJIZT,X,O,X,X,X
OLSJZTI,X,O,X,X,X
OLSJZIT,X,O,X,X,X
OLSZTIJ,O,O,O,X,X
OLSZTJI,O,O,O,X,X
OLSZITJ,O,O,O,X,X
OLSZIJT,X,O,X,X,X
OLSZJTI,X,O,X,X,X
OLSZJIT,X,O,X,X,X
OLZTIJS,O,X,O,O,X
OLZTISJ,O,O,O,O,X
OLZTJIS,O,X,O,X,O
OLZTJSI,X,X,O,X,O
OLZTSIJ,X,O,O,O,X
OLZTSJI,X,O,O,X,X
OLZITJS,O,X,O,O,X
OLZITSJ,O,O,O,O,X
OLZIJTS,X,X,O,X,X
OLZIJST,X,O,X,X,X
OLZISTJ,O,O,O,X,X
OLZISJT,X,O,X,X,X
OLZJTIS,X,X,O,X,O
OLZJTSI,X,X,O,X,O
OLZJITS,X,X,O,X,X
OLZJIST,X,O,X,X,X
OLZJSTI,X,O,X,X,X
OLZJSIT,X,O,X,X,X
OLZSTIJ,O,O,O,X,X
OLZSTJI,O,O,O,X,X
OLZSITJ,O,O,O,X,X
OLZSIJT,X,O,X,X,X
OLZSJTI,X,O,X,X,X
OLZSJIT,X,O,X,X,X
OJTILSZ,O,O,O,X,X
OJTILZS,O,O,O,X,O
OJTISLZ,O,X,O,X,X
OJTISZL,O,O,X,X,X
OJTIZLS,O,X,O,O,X
OJTIZSL,X,O,X,O,X
OJTLISZ,O,O,O,X,X
OJTLIZS,O,O,O,X,O
OJTLSIZ,O,O,O,X,X
OJTLSZI,O,O,X,X,O
OJTLZIS,O,O,O,X,O
OJTLZSI,X,O,X,X,O
OJTSILZ,O,X,O,X,X
OJTSIZL,O,O,X,X,X
OJTSLIZ,O,X,O,X,X
OJTSLZI,O,X,X,X,O
OJTSZIL,O,O,X,X,X
OJTSZLI,O,O,X,X,X
OJTZILS,O,X,O,O,X
OJTZISL,X,O,X,O,X
OJTZLIS,O,X,O,X,O
OJTZLSI,X,X,X,X,O
OJTZSIL,O,O,X,O,X
OJTZSLI,O,O,X,X,X
OJITLSZ,O,O,O,X,X
OJITLZS,O,O,O,X,O
OJITSLZ,O,X,O,X,X
OJITSZL,O,O,X,X,X
OJITZLS,O,X,O,O,X
OJITZSL,X,O,X,O,X
OJILTSZ,O,O,O,X,X
OJILTZS,O,O,O,X,O
OJILSTZ,O,O,X,X,X
OJILSZT,X,O,X,X,X
OJILZTS,X,O,O,X,X
OJILZST,X,O,X,X,X
OJISTLZ,O,X,X,X,X
OJISTZL,O,O,X,X,X
OJISLTZ,O,O,X,X,X
OJISLZT,X,O,X,X,X
OJISZTL,X,O,X,X,X
OJISZLT,X,O,X,X,X
OJIZTLS,X,X,X,O,X
OJIZTSL,X,O,X,O,X
OJIZLTS,X,O,O,X,X
OJIZLST,X,O,X,X,X
OJIZSTL,X,O,X,X,X
OJIZSLT,X,O,X,X,X
OJLTISZ,O,O,O,X,X
OJLTIZS,O,O,O,X,O
OJLTSIZ,O,O,O,X,X
OJLTSZI,X,O,X,X,O
OJLTZIS,O,O,O,X,O
OJLTZSI,X,O,X,X,O
OJLITSZ,O,O,O,X,X
OJLITZS,O,O,O,X,O
OJLISTZ,O,O,X,X,X
OJLISZT,X,O,X,X,X
OJLIZTS,X,O,O,X,X
OJLIZST,X,O,X,X,X
OJLSTIZ,O,O,X,X,X
OJLSTZI,O,O,X,X,O
OJLSITZ,O,O,X,X,X
OJLSIZT,X,O,X,X,X
OJLSZTI,X,O,X,X,X
OJLSZIT,X,O,X,X,X
OJLZTIS,X,O,O,X,O
OJLZTSI,X,O,O,X,O
OJLZITS,X,O,O,X,X
OJLZIST,X,O,X,X,X
OJLZSTI,X,O,X,X,X
OJLZSIT,X,O,X,X,X
OJSTILZ,O,X,X,X,X
OJSTIZL,O,O,X,X,X
OJSTLIZ,O,X,X,X,X
OJSTLZI,O,X,X,X,O
OJSTZIL,O,O,X,X,X
OJSTZLI,O,O,X,X,X
OJSITLZ,O,X,X,X,X
OJSITZL,O,O,X,X,X
OJSILTZ,O,O,X,X,X
OJSILZT,X,O,X,X,X
OJSIZTL,X,O,X,X,X
OJSIZLT,X,O,X,X,X
OJSLTIZ,O,O,X,X,X
OJSLTZI,O,O,X,X,O
OJSLITZ,O,O,X,X,X
OJSLIZT,X,O,X,X,X
OJSLZTI,X,O,X,X,X
OJSLZIT,X,O,X,X,X
OJSZTIL,X,O,X,X,X
OJSZTLI,X,O,X,X,X
OJSZITL,X,O,X,X,X
OJSZILT,X,O,X,X,X
OJSZLTI,X,O,X,X,X
OJSZLIT,X,O,X,X,X
OJZTILS,X,X,O,O,X
OJZTISL,X,O,X,O,X
OJZTLIS,X,X,O,X,O
OJZTLSI,X,X,O,X,O
OJZTSIL,X,O,X,O,X
OJZTSLI,X,O,O,X,X
OJZITLS,X,X,X,O,X
OJZITSL,X,O,X,O,X
OJZILTS,X,O,O,X,X
OJZILST,X,O,X,X,X
OJZISTL,X,O,X,X,X
OJZISLT,X,O,X,X,X
OJZLTIS,X,O,O,X,O
OJZLTSI,X,O,O,X,O
OJZLITS,X,O,O,X,X
OJZLIST,X,O,X,X,X
OJZLSTI,X,O,X,X,X
OJZLSIT,X,O,X,X,X
OJZSTIL,X,O,X,X,X
OJZSTLI,X,O,X,X,X
OJZSITL,X,O,X,X,X
OJZSILT,X,O,X,X,X
OJZSLTI,X,O,X,X,X
OJZSLIT,X,O,X,X,X
OSTILJZ,O,X,O,X,X
OSTILZJ,O,O,O,X,X
OSTIJLZ,O,X,O,X,X
OSTIJZL,O,O,X,X,X
OSTIZLJ,O,X,X,O,X
OSTIZJL,O,X,X,O,X
OSTLIJZ,O,X,O,X,X
OSTLIZJ,O,O,O,X,X
OSTLJIZ,O,X,O,X,X
OSTLJZI,O,X,X,X,O
OSTLZIJ,O,O,X,X,X
OSTLZJI,O,O,X,X,X
OSTJILZ,O,X,O,X,X
OSTJIZL,O,O,X,X,X
OSTJLIZ,O,X,O,X,X
OSTJLZI,O,X,X,X,O
OSTJZIL,O,O,X,X,X
OSTJZLI,O,O,X,X,X
OSTZILJ,O,X,X,O,X
OSTZIJL,O,X,X,O,X
OSTZLIJ,O,X,X,O,X
OSTZLJI,O,X,X,X,X
OSTZJIL,O,X,X,O,X
OSTZJLI,O,X,X,X,X
OSITLJZ,O,X,O,X,X
OSITLZJ,O,O,O,X,X
OSITJLZ,O,X,O,X,X
OSITJZL,O,O,X,X,X
OSITZLJ,O,X,X,O,X
OSITZJL,O,X,X,O,X
OSILTJZ,O,X,O,X,X
OSILTZJ,O,O,O,X,X
OSILJTZ,O,X,X,X,X
OSILJZT,X,O,X,X,X
OSILZTJ,O,O,O,X,X
OSILZJT,X,O,X,X,X
OSIJTLZ,O,X,X,X,X
OSIJTZL,O,O,X,X,X
OSIJLTZ,O,O,X,X,X
OSIJLZT,X,O,X,X,X
OSIJZTL,X,O,X,X,X
OSIJZLT,X,O,X,X,X
OSIZTLJ,O,X,X,O,X
OSIZTJL,O,X,X,O,X
OSIZLTJ,O,O,O,X,X
OSIZLJT,X,O,X,X,X
OSIZJTL,X,O,X,X,X
OSIZJLT,X,O,X,X,X
OSLTIJZ,O,X,O,X,X
OSLTIZJ,O,O,O,X,X
OSLTJIZ,O,X,O,X,X
OSLTJZI,O,X,X,X,O
OSLTZIJ,O,O,X,X,X
OSLTZJI,O,O,X,X,X
OSLITJZ,O,X,O,X,X
OSLITZJ,O,O,O,X,X
OSLIJTZ,O,X,X,X,X
OSLIJZT,X,O,X,X,X
OSLIZTJ,O,O,O,X,X
OSLIZJT,X,O,X,X,X
OSLJTIZ,O,X,X,X,X
OSLJTZI,O,X,X,X,O
OSLJITZ,O,X,X,X,X
OSLJIZT,X,O,X,X,X
OSLJZTI,X,O,X,X,X
OSLJZIT,X,O,X,X,X
OSLZTIJ,O,O,O,X,X
OSLZTJI,O,O,O,X,X
OSLZITJ,O,O,O,X,X
OSLZIJT,X,O,X,X,X
OSLZJTI,X,O,X,X,X
OSLZJIT,X,O,X,X,X
OSJTILZ,O,X,X,X,X
OSJTIZL,O,O,X,X,X
OSJTLIZ,O,X,X,X,X
OSJTLZI,O,X,X,X,O
OSJTZIL,O,O,X,X,X
OSJTZLI,O,O,X,X,X
OSJITLZ,O,X,X,X,X
OSJITZL,O,O,X,X,X
OSJILTZ,O,O,X,X,X
OSJILZT,X,O,X,X,X
OSJIZTL,X,O,X,X,X
OSJIZLT,X,O,X,X,X
OSJLTIZ,O,O,X,X,X
OSJLTZI,O,O,X,X,O
OSJLITZ,O,O,X,X,X
OSJLIZT,X,O,X,X,X
OSJLZTI,X,O,X,X,X
OSJLZIT,X,O,X,X,X
OSJZTIL,X,O,X,X,X
OSJZTLI,X,O,X,X,X
OSJZITL,X,O,X,X,X
OSJZILT,X,O,X,X,X
OSJZLTI,X,O,X,X,X
OSJZLIT,X,O,X,X,X
OSZTILJ,O,X,X,O,X
OSZTIJL,O,X,X,O,X
OSZTLIJ,O,X,O,O,X
OSZTLJI,O,X,O,X,X
OSZTJIL,O,X,X,O,X
OSZTJLI,O,X,O,X,X
OSZITLJ,O,X,X,O,X
OSZITJL,O,X,X,O,X
OSZILTJ,O,O,O,X,X
OSZILJT,X,O,X,X,X
OSZIJTL,X,O,X,X,X
OSZIJLT,X,O,X,X,X
OSZLTIJ,O,O,O,X,X
OSZLTJI,O,O,O,X,X
OSZLITJ,O,O,O,X,X
OSZLIJT,X,O,X,X,X
OSZLJTI,X,O,X,X,X
OSZLJIT,X,O,X,X,X
OSZJTIL,X,O,X,X,X
OSZJTLI,X,O,X,X,X
OSZJITL,X,O,X,X,X
OSZJILT,X,O,X,X,X
OSZJLTI,X,O,X,X,X
OSZJLIT,X,O,X,X,X
OZTILJS,O,X,O,O,X
OZTILSJ,O,X,O,O,X
OZTIJLS,O,X,O,O,X
OZTIJSL,X,X,X,O,X
OZTISLJ,O,X,X,O,X
OZTISJL,O,X,X,O,X
OZTLIJS,O,X,O,O,X
OZTLISJ,O,X,O,O,X
OZTLJIS,O,X,O,X,O
OZTLJSI,X,X,O,X,O
OZTLSIJ,X,X,O,O,X
OZTLSJI,X,X,O,X,X
OZTJILS,O,X,O,O,X
OZTJISL,X,X,X,O,X
OZTJLIS,O,X,O,X,O
OZTJLSI,X,X,O,X,O
OZTJSIL,O,X,X,O,X
OZTJSLI,O,X,O,X,X
OZTSILJ,O,X,X,O,X
OZTSIJL,O,X,X,O,X
OZTSLIJ,O,X,O,O,X
OZTSLJI,O,X,O,X,X
OZTSJIL,O,X,X,O,X
OZTSJLI,O,X,O,X,X
OZITLJS,O,X,O,O,X
OZITLSJ,O,X,O,O,X
OZITJLS,O,X,O,O,X
OZITJSL,X,X,X,O,X
OZITSLJ,O,X,X,O,X
OZITSJL,O,X,X,O,X
OZILTJS,O,X,O,O,X
OZILTSJ,O,O,O,O,X
OZILJTS,X,X,O,X,X
OZILJST,X,O,X,X,X
OZILSTJ,O,O,O,X,X
OZILSJT,X,O,X,X,X
OZIJTLS,X,X,X,O,X
OZIJTSL,X,O,X,O,X
OZIJLTS,X,O,O,X,X
OZIJLST,X,O,X,X,X
OZIJSTL,X,O,X,X,X
OZIJSLT,X,O,X,X,X
OZISTLJ,O,X,X,O,X
OZISTJL,O,X,X,O,X
OZISLTJ,O,O,O,X,X
OZISLJT,X,O,X,X,X
OZISJTL,X,O,X,X,X
OZISJLT,X,O,X,X,X
OZLTIJS,O,X,O,O,X
OZLTISJ,O,O,O,O,X
OZLTJIS,O,X,O,X,O
OZLTJSI,X,X,O,X,O
OZLTSIJ,X,O,O,O,X
OZLTSJI,X,O,O,X,X
OZLITJS,O,X,O,O,X
OZLITSJ,O,O,O,O,X
OZLIJTS,X,X,O,X,X
OZLIJST,X,O,X,X,X
OZLISTJ,O,O,O,X,X
OZLISJT,X,O,X,X,X
OZLJTIS,X,X,O,X,O
OZLJTSI,X,X,O,X,O
OZLJITS,X,X,O,X,X
OZLJIST,X,O,X,X,X
OZLJSTI,X,O,X,X,X
OZLJSIT,X,O,X,X,X
OZLSTIJ,O,O,O,X,X
OZLSTJI,O,O,O,X,X
OZLSITJ,O,O,O,X,X
OZLSIJT,X,O,X,X,X
OZLSJTI,X,O,X,X,X
OZLSJIT,X,O,X,X,X
OZJTILS,X,X,O,O,X
OZJTISL,X,O,X,O,X
OZJTLIS,X,X,O,X,O
OZJTLSI,X,X,O,X,O
OZJTSIL,X,O,X,O,X
OZJTSLI,X,O,O,X,X
OZJITLS,X,X,X,O,X
OZJITSL,X,O,X,O,X
OZJILTS,X,O,O,X,X
OZJILST,X,O,X,X,X
OZJISTL,X,O,X,X,X
OZJISLT,X,O,X,X,X
OZJLTIS,X,O,O,X,O
OZJLTSI,X,O,O,X,O
OZJLITS,X,O,O,X,X
OZJLIST,X,O,X,X,X
OZJLSTI,X,O,X,X,X
OZJLSIT,X,O,X,X,X
OZJSTIL,X,O,X,X,X
OZJSTLI,X,O,X,X,X
OZJSITL,X,O,X,X,X
OZJSILT,X,O,X,X,X
OZJSLTI,X,O,X,X,X
OZJSLIT,X,O,X,X,X
OZSTILJ,O,X,X,O,X
OZSTIJL,O,X,X,O,X
OZSTLIJ,O,X,O,O,X
OZSTLJI,O,X,O,X,X
OZSTJIL,O,X,X,O,X
OZSTJLI,O,X,O,X,X
OZSITLJ,O,X,X,O,X
OZSITJL,O,X,X,O,X
OZSILTJ,O,O,O,X,X
OZSILJT,X,O,X,X,X
OZSIJTL,X,O,X,X,X
OZSIJLT,X,O,X,X,X
OZSLTIJ,O,O,O,X,X
OZSLTJI,O,O,O,X,X
OZSLITJ,O,O,O,X,X
OZSLIJT,X,O,X,X,X
OZSLJTI,X,O,X,X,X
OZSLJIT,X,O,X,X,X
OZSJTIL,X,O,X,X,X
OZSJTLI,X,O,X,X,X
OZSJITL,X,O,X,X,X
OZSJILT,X,O,X,X,X
OZSJLTI,X,O,X,X,X
OZSJLIT,X,O,X,X,X
