sequence,v115@6gC8HeB8HeE8AeF8DeF8Jei6IvhFzbBUdB3fBWnBll?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jei6IvhF3bBuhB1kB8lBTn?BxuB,v115@6gC8HeB8HeE8AeF8DeF8JeO/IvhF8fBzbBqhB/iBll?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Je06IvhFlbB3cB2kBTiBCm?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jel6IvhF3bBzcB2kB8lBSs?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jem6IvhFCcB/iBTfB0hBll?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jeu/IvhFcgBXhBTiBSvBZk?BlrB,v115@6gC8HeB8HeE8AeF8DeF8JeK/IvhFzaBWhB/iB0hBll?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jex6IvhFzcB3fBSnBllB8q?B2uB,v115@6gC8HeB8HeE8AeF8DeF8Jex6IvhFlcBTiBCmBOpB8p?B3qB,v115@6gC8HeB8HeE8AeF8DeF8Jez6IvhFCcB/iB0hBllBZk?BWvB,v115@6gC8HeB8HeE8AeF8DeF8JeK/IvhFxbB/iB0hBllB+p?BTqB
JOZILTS,X,O,X,O,X,X,X,X,X,X,X,X
JOZILST,X,O,X,O,X,X,X,X,X,X,X,X
JOZISTL,O,O,X,O,X,X,X,X,X,X,X,X
JOZISLT,O,O,X,O,X,X,X,X,X,X,X,X
JOZLTIS,X,X,X,O,O,X,O,X,X,X,X,X
JOZLTSI,X,X,X,O,O,X,O,X,X,X,X,X
JOZLITS,X,O,X,O,O,X,O,X,X,X,X,X
JOZLIST,X,O,X,O,O,X,O,X,X,X,X,X
JOZLSTI,X,X,X,O,O,X,O,X,X,X,X,X
JOZLSIT,X,O,X,O,O,X,O,X,X,X,X,X
JOZSTIL,O,O,X,O,X,O,X,X,X,X,X,X
JOZSTLI,O,X,O,O,O,O,X,X,X,X,X,X
JOZSITL,O,O,O,O,X,O,X,X,X,X,X,X
JOZSILT,O,O,O,O,X,O,X,X,X,X,X,X
JOZSLTI,O,X,O,O,O,O,X,X,X,X,X,X
JOZSLIT,O,O,O,O,O,O,X,X,X,X,X,X
STILJZO,O,X,O,X,X,O,X,O,O,X,O,X
STILJOZ,O,X,O,X,X,O,X,O,O,X,O,X
STILZJO,O,X,O,X,X,O,X,O,O,X,O,X
STILZOJ,O,X,O,X,X,O,X,O,O,X,O,X
STILOJZ,O,X,O,X,X,O,X,O,O,X,O,X
STILOZJ,O,X,O,X,X,O,X,O,O,X,O,X
STIJLZO,O,X,O,X,X,O,X,O,X,X,O,X
STIJLOZ,O,X,O,X,X,O,X,O,X,X,O,X
STIJZLO,O,X,O,X,X,O,X,O,X,X,O,X
STIJZOL,O,X,O,X,X,X,X,X,X,X,O,X
STIJOLZ,O,X,X,X,X,O,X,O,X,X,O,X
STIJOZL,O,X,X,X,X,O,X,X,X,X,O,X
STIZLJO,O,X,O,X,X,O,X,O,X,X,O,X
STIZLOJ,O,X,O,X,X,O,X,O,X,X,O,X
STIZJLO,O,X,O,X,X,O,X,O,X,X,O,X
STIZJOL,O,X,O,X,X,O,X,X,X,X,O,X
STIZOLJ,O,X,O,X,X,O,X,X,X,X,O,X
STIZOJL,O,X,O,X,X,O,X,X,X,X,X,X
STIOLJZ,O,X,O,X,X,O,X,O,X,X,O,X
STIOLZJ,O,X,O,X,X,O,X,O,X,X,O,X
STIOJLZ,O,X,X,X,X,O,X,O,X,X,O,X
STIOJZL,O,X,X,X,X,O,X,X,X,X,O,X
STIOZLJ,O,X,O,X,X,O,X,X,X,X,O,X
STIOZJL,O,X,O,X,X,O,X,X,X,X,X,X
STLIJZO,O,X,O,X,X,O,X,O,O,X,O,X
STLIJOZ,O,X,O,X,X,O,X,O,O,X,O,X
STLIZJO,X,X,O,X,X,O,X,O,O,X,O,X
STLIZOJ,X,X,O,X,X,O,X,O,O,X,O,X
STLIOJZ,O,X,O,X,X,O,X,O,O,X,O,X
STLIOZJ,X,X,O,X,X,O,X,O,O,X,O,X
STLJIZO,O,O,O,X,X,O,X,O,O,X,O,X
STLJIOZ,O,X,O,X,X,O,X,O,O,X,O,X
STLJZIO,O,O,O,X,X,O,X,X,O,X,O,X
STLJZOI,O,O,O,X,X,O,X,O,O,X,O,X
STLJOIZ,O,X,O,X,X,O,X,O,O,X,O,X
STLJOZI,O,X,O,X,X,O,X,O,O,X,O,X
STLZIJO,X,O,O,X,X,O,X,X,O,X,O,O
STLZIOJ,X,O,O,X,X,O,X,X,O,X,O,O
STLZJIO,O,O,O,X,X,O,X,X,O,X,O,O
STLZJOI,O,O,O,X,X,O,X,O,O,X,O,O
STLZOIJ,X,O,O,X,X,X,X,X,O,X,O,O
STLZOJI,O,O,O,X,X,X,X,O,O,X,X,O
STLOIJZ,O,O,O,X,X,O,X,O,O,X,O,X
STLOIZJ,X,O,O,X,X,O,X,O,O,X,O,X
STLOJIZ,O,O,O,X,X,O,X,O,O,X,O,X
STLOJZI,O,O,O,X,X,O,X,O,O,X,O,X
STLOZIJ,X,O,O,X,X,X,X,X,O,X,O,X
STLOZJI,O,O,O,X,X,X,X,O,O,X,X,X
STJILZO,O,O,O,X,X,O,X,O,X,X,O,X
STJILOZ,O,X,O,X,X,O,X,O,X,X,O,X
STJIZLO,O,O,O,X,X,O,X,O,X,X,O,X
STJIZOL,O,O,O,X,X,X,X,X,X,X,O,X
STJIOLZ,O,X,X,X,X,O,X,O,X,X,O,X
STJIOZL,O,X,X,X,X,O,X,X,X,X,O,X
STJLIZO,O,O,O,X,X,O,X,O,O,X,O,X
STJLIOZ,O,X,O,X,X,O,X,O,O,X,O,X
STJLZIO,O,O,O,X,X,O,X,X,O,X,O,X
STJLZOI,O,O,O,X,X,O,X,X,O,X,O,X
STJLOIZ,O,X,O,X,X,O,X,X,O,X,O,X
STJLOZI,O,X,O,X,X,O,X,X,O,X,O,X
STJZILO,O,O,O,X,X,X,X,O,X,X,O,X
STJZIOL,O,X,O,X,X,X,X,X,X,X,O,X
STJZLIO,O,O,O,X,X,O,X,X,X,X,O,X
STJZLOI,O,O,O,X,X,O,X,X,X,X,O,X
STJZOIL,O,X,X,X,X,X,X,X,X,X,O,X
STJZOLI,O,O,O,X,X,X,X,X,X,X,O,X
STJOILZ,O,X,X,X,X,X,X,O,X,X,O,X
STJOIZL,O,X,X,X,X,X,X,X,X,X,O,X
STJOLIZ,O,X,X,X,X,O,X,X,X,X,O,X
STJOLZI,O,X,X,X,X,O,X,X,X,X,O,X
STJOZIL,O,X,X,X,X,X,X,X,X,X,O,X
STJOZLI,O,X,X,X,X,X,X,X,X,X,O,X
STZILJO,X,O,O,X,X,O,X,O,X,X,O,X
STZILOJ,X,O,O,X,X,O,X,O,X,X,O,X
STZIJLO,X,O,O,X,X,O,X,O,X,X,O,X
STZIJOL,X,X,O,X,X,O,X,X,X,X,O,X
STZIOLJ,X,O,O,X,X,O,X,X,X,X,O,X
STZIOJL,X,O,O,X,X,O,X,X,X,X,O,X
STZLIJO,X,O,O,X,X,O,X,X,O,X,O,O
STZLIOJ,X,O,O,X,X,O,X,X,O,X,O,O
STZLJIO,O,O,O,X,X,O,X,X,O,X,O,O
STZLJOI,O,O,O,X,X,O,X,X,O,X,O,O
STZLOIJ,X,O,O,X,X,O,X,X,O,X,O,O
STZLOJI,O,O,O,X,X,O,X,X,O,X,O,O
STZJILO,O,O,O,X,X,O,X,O,X,X,O,X
STZJIOL,O,X,O,X,X,O,X,X,X,X,O,X
STZJLIO,O,O,O,X,X,O,X,X,X,X,O,X
STZJLOI,O,O,O,X,X,O,X,X,X,X,O,X
STZJOIL,O,O,X,X,X,X,X,X,X,X,O,X
STZJOLI,O,O,O,X,X,O,X,X,X,X,O,X
STZOILJ,X,O,O,X,X,O,X,X,X,X,O,X
STZOIJL,X,O,O,X,X,O,X,X,X,X,O,X
STZOLIJ,X,O,O,X,X,O,X,X,X,X,O,X
STZOLJI,O,O,O,X,X,O,X,X,X,X,O,X
STZOJIL,O,O,X,X,X,O,X,X,X,X,O,X
STZOJLI,O,O,O,X,X,O,X,X,X,X,O,X
STOILJZ,O,O,O,X,X,O,X,O,X,X,O,X
STOILZJ,O,O,O,X,X,O,X,O,X,X,O,X
STOIJLZ,O,O,X,X,X,O,X,O,X,X,O,X
STOIJZL,O,O,X,X,X,O,X,X,X,X,O,X
STOIZLJ,O,O,O,X,X,O,X,X,X,X,O,X
STOIZJL,O,O,O,X,X,O,X,X,X,X,X,X
STOLIJZ,O,O,O,X,X,O,X,X,O,X,O,X
STOLIZJ,X,O,O,X,X,O,X,X,O,X,O,X
STOLJIZ,O,O,O,X,X,O,X,X,O,X,O,X
STOLJZI,O,O,O,X,X,O,X,X,O,X,O,X
STOLZIJ,X,O,O,X,X,X,X,X,O,X,O,X
STOLZJI,O,O,O,X,X,O,X,X,O,X,X,X
STOJILZ,O,O,X,X,X,O,X,O,X,X,O,X
STOJIZL,O,O,X,X,X,O,X,X,X,X,O,X
STOJLIZ,O,O,X,X,X,O,X,X,X,X,O,X
STOJLZI,O,O,X,X,X,O,X,X,X,X,O,X
STOJZIL,O,O,X,X,X,O,X,X,X,X,O,X
STOJZLI,O,O,X,X,X,O,X,X,X,X,O,X
STOZILJ,X,O,O,X,X,O,X,X,X,X,O,X
STOZIJL,X,O,O,X,X,O,X,X,X,X,X,X
STOZLIJ,X,O,O,X,X,O,X,X,X,X,O,X
STOZLJI,O,O,O,X,X,O,X,X,X,X,X,X
STOZJIL,O,O,X,X,X,O,X,X,X,X,X,X
STOZJLI,O,O,O,X,X,O,X,X,X,X,X,X
SITLJZO,O,X,O,X,X,O,X,O,O,X,O,X
SITLJOZ,O,X,O,X,X,O,X,O,O,X,O,X
SITLZJO,X,X,O,X,X,O,X,O,O,X,O,X
SITLZOJ,X,X,O,X,X,O,X,O,O,X,O,X
SITLOJZ,O,X,O,X,X,O,X,O,O,X,O,X
SITLOZJ,X,X,O,X,X,O,X,O,O,X,O,X
SITJLZO,O,X,O,X,X,O,X,O,X,X,O,X
SITJLOZ,O,X,O,X,X,O,X,O,X,X,O,X
SITJZLO,O,X,O,X,X,O,X,O,X,X,O,X
SITJZOL,O,X,O,X,X,X,X,X,X,X,O,X
SITJOLZ,O,X,X,X,X,O,X,O,X,X,O,X
SITJOZL,O,X,X,X,X,O,X,X,X,X,O,X
SITZLJO,X,X,O,X,X,O,X,O,X,X,O,X
SITZLOJ,X,X,O,X,X,O,X,O,X,X,O,X
SITZJLO,X,X,O,X,X,O,X,O,X,X,O,X
SITZJOL,X,X,O,X,X,O,X,X,X,X,O,X
SITZOLJ,X,X,O,X,X,O,X,X,X,X,O,X
SITZOJL,X,X,O,X,X,O,X,X,X,X,X,X
SITOLJZ,O,X,O,X,X,O,X,O,X,X,O,X
SITOLZJ,X,X,O,X,X,O,X,O,X,X,O,X
SITOJLZ,O,X,X,X,X,O,X,O,X,X,O,X
SITOJZL,O,X,X,X,X,O,X,X,X,X,O,X
SITOZLJ,X,X,O,X,X,O,X,X,X,X,O,X
SITOZJL,X,X,O,X,X,O,X,X,X,X,X,X
SILTJZO,O,X,O,X,X,O,X,O,O,X,X,X
SILTJOZ,O,X,O,X,X,O,X,O,O,X,X,X
SILTZJO,X,X,O,X,X,O,X,O,O,X,X,X
SILTZOJ,X,X,O,X,X,O,X,O,O,X,X,X
SILTOJZ,O,X,O,X,X,O,X,O,O,X,X,X
SILTOZJ,X,X,O,X,X,O,X,O,O,X,X,X
SILJTZO,O,X,O,X,X,X,X,O,X,X,X,X
SILJTOZ,O,X,O,X,X,X,X,O,X,X,X,X
SILJZTO,O,X,O,X,X,X,X,X,X,X,X,X
SILJZOT,O,X,O,X,X,X,X,X,X,X,X,X
SILJOTZ,O,X,X,X,X,X,X,O,X,X,X,X
SILJOZT,O,X,O,X,X,X,X,X,X,X,X,X
SILZTJO,X,X,O,X,X,O,X,O,X,X,X,O
SILZTOJ,X,X,O,X,X,O,X,O,X,X,X,O
SILZJTO,X,X,O,X,X,X,X,X,X,X,X,X
SILZJOT,X,X,O,X,X,O,X,X,X,X,X,X
SILZOTJ,X,X,O,X,X,O,X,O,X,X,X,X
SILZOJT,X,X,O,X,X,O,X,X,X,X,X,X
SILOTJZ,X,X,O,X,X,O,X,O,O,X,X,X
SILOTZJ,X,X,O,X,X,O,X,O,O,X,X,X
SILOJTZ,X,X,X,X,X,O,X,O,X,X,X,X
SILOJZT,X,X,O,X,X,O,X,X,X,X,X,X
SILOZTJ,X,X,O,X,X,O,X,O,X,X,X,X
SILOZJT,X,X,O,X,X,O,X,X,X,X,X,X
SIJTLZO,O,X,O,X,X,O,X,O,X,X,X,X
SIJTLOZ,O,X,O,X,X,O,X,O,X,X,X,X
SIJTZLO,O,X,O,X,X,O,X,O,X,X,X,X
SIJTZOL,O,X,O,X,X,X,X,X,X,X,X,X
SIJTOLZ,O,X,X,X,X,O,X,O,X,X,X,X
SIJTOZL,O,X,X,X,X,O,X,X,X,X,X,X
SIJLTZO,O,X,O,X,X,X,X,O,X,X,X,X
SIJLTOZ,O,X,O,X,X,X,X,O,X,X,X,X
SIJLZTO,O,X,O,X,X,X,X,X,X,X,X,X
SIJLZOT,O,X,O,X,X,X,X,X,X,X,X,X
SIJLOTZ,O,X,X,X,X,X,X,O,X,X,X,X
SIJLOZT,O,X,O,X,X,X,X,X,X,X,X,X
SIJZTLO,O,X,O,X,X,O,X,X,X,X,X,X
SIJZTOL,O,X,O,X,X,O,X,X,X,X,X,X
SIJZLTO,O,X,O,X,X,X,X,X,X,X,X,X
SIJZLOT,O,X,O,X,X,O,X,X,X,X,X,X
SIJZOTL,O,X,O,X,X,O,X,X,X,X,X,X
SIJZOLT,O,X,O,X,X,O,X,X,X,X,X,X
SIJOTLZ,O,X,X,X,X,O,X,X,X,X,X,X
SIJOTZL,O,X,X,X,X,O,X,X,X,X,X,X
SIJOLTZ,O,X,X,X,X,O,X,X,X,X,X,X
SIJOLZT,O,X,O,X,X,O,X,X,X,X,X,X
SIJOZTL,O,X,O,X,X,O,X,X,X,X,X,X
SIJOZLT,O,X,O,X,X,O,X,X,X,X,X,X
SIZTLJO,X,X,O,X,X,O,X,O,X,X,O,X
SIZTLOJ,X,X,O,X,X,O,X,O,X,X,O,X
SIZTJLO,X,X,O,X,X,O,X,O,X,X,O,X
SIZTJOL,X,X,O,X,X,O,X,X,X,X,O,X
SIZTOLJ,X,X,O,X,X,O,X,X,X,X,O,X
SIZTOJL,X,X,O,X,X,O,X,X,X,X,O,X
SIZLTJO,X,X,O,X,X,O,X,O,X,X,X,O
SIZLTOJ,X,X,O,X,X,O,X,O,X,X,X,O
SIZLJTO,X,X,O,X,X,X,X,X,X,X,X,X
SIZLJOT,X,X,O,X,X,O,X,X,X,X,X,X
SIZLOTJ,X,X,O,X,X,O,X,O,X,X,X,X
SIZLOJT,X,X,O,X,X,O,X,X,X,X,X,X
SIZJTLO,X,X,O,X,X,O,X,X,X,X,X,X
SIZJTOL,X,X,O,X,X,O,X,X,X,X,X,X
SIZJLTO,X,X,O,X,X,X,X,X,X,X,X,X
SIZJLOT,X,X,O,X,X,O,X,X,X,X,X,X
SIZJOTL,X,X,O,X,X,O,X,X,X,X,X,X
SIZJOLT,X,X,O,X,X,O,X,X,X,X,X,X
SIZOTLJ,X,X,O,X,X,O,X,X,X,X,X,X
SIZOTJL,X,X,O,X,X,O,X,X,X,X,X,X
SIZOLTJ,X,X,O,X,X,O,X,X,X,X,X,X
SIZOLJT,X,X,O,X,X,O,X,X,X,X,X,X
SIZOJTL,X,X,O,X,X,O,X,X,X,X,X,X
SIZOJLT,X,X,O,X,X,O,X,X,X,X,X,X
SIOTLJZ,X,X,O,X,X,O,X,O,X,X,X,X
SIOTLZJ,X,X,O,X,X,O,X,O,X,X,X,X
SIOTJLZ,X,X,X,X,X,O,X,O,X,X,X,X
SIOTJZL,X,X,X,X,X,O,X,X,X,X,X,X
SIOTZLJ,X,X,O,X,X,O,X,X,X,X,X,X
SIOTZJL,X,X,O,X,X,O,X,X,X,X,X,X
SIOLTJZ,X,X,O,X,X,O,X,O,X,X,X,X
SIOLTZJ,X,X,O,X,X,O,X,O,X,X,X,X
SIOLJTZ,X,X,X,X,X,O,X,O,X,X,X,X
SIOLJZT,X,X,O,X,X,O,X,X,X,X,X,X
SIOLZTJ,X,X,O,X,X,O,X,O,X,X,X,X
SIOLZJT,X,X,O,X,X,O,X,X,X,X,X,X
SIOJTLZ,X,X,X,X,X,O,X,X,X,X,X,X
SIOJTZL,X,X,X,X,X,O,X,X,X,X,X,X
SIOJLTZ,X,X,X,X,X,O,X,X,X,X,X,X
SIOJLZT,X,X,O,X,X,O,X,X,X,X,X,X
SIOJZTL,X,X,O,X,X,O,X,X,X,X,X,X
SIOJZLT,X,X,O,X,X,O,X,X,X,X,X,X
SIOZTLJ,X,X,O,X,X,O,X,X,X,X,X,X
SIOZTJL,X,X,O,X,X,O,X,X,X,X,X,X
SIOZLTJ,X,X,O,X,X,O,X,X,X,X,X,X
SIOZLJT,X,X,O,X,X,O,X,X,X,X,X,X
SIOZJTL,X,X,O,X,X,O,X,X,X,X,X,X
SIOZJLT,X,X,O,X,X,O,X,X,X,X,X,X
SLTIJZO,O,X,O,O,X,O,X,O,O,X,O,X
SLTIJOZ,O,X,O,O,X,O,X,O,O,X,O,X
SLTIZJO,X,X,O,O,X,O,X,O,O,X,O,X
SLTIZOJ,X,X,O,X,X,O,X,O,O,X,O,X
SLTIOJZ,O,X,O,O,X,O,X,O,O,X,O,X
SLTIOZJ,X,X,O,X,X,O,X,O,O,X,O,X
SLTJIZO,O,X,O,O,X,O,X,O,O,O,O,X
SLTJIOZ,O,X,O,O,X,O,X,O,O,O,O,X
SLTJZIO,O,X,O,X,X,O,X,X,O,O,O,X
SLTJZOI,O,X,O,X,X,O,X,O,O,X,O,X
SLTJOIZ,O,X,O,X,X,O,X,O,O,X,O,X
SLTJOZI,O,X,O,X,X,O,X,O,O,X,O,X
SLTZIJO,X,X,O,O,X,O,X,X,O,O,O,O
SLTZIOJ,X,X,O,X,X,O,X,X,O,O,O,O
SLTZJIO,O,X,O,X,X,O,X,X,O,O,O,O
SLTZJOI,O,X,O,X,X,O,X,O,O,X,O,O
SLTZOIJ,X,X,O,X,X,X,X,X,O,X,O,O
SLTZOJI,O,X,O,X,X,X,X,O,O,X,X,O
SLTOIJZ,O,X,O,O,X,O,X,O,O,X,O,X
SLTOIZJ,X,X,O,X,X,O,X,O,O,X,O,X
SLTOJIZ,O,X,O,X,X,O,X,O,O,X,O,X
SLTOJZI,O,X,O,X,X,O,X,O,O,X,O,X
SLTOZIJ,X,X,O,X,X,X,X,X,O,X,O,X
SLTOZJI,O,X,O,X,X,X,X,O,O,X,X,X
SLITJZO,O,X,O,O,X,O,X,O,O,X,X,X
SLITJOZ,O,X,O,O,X,O,X,O,O,X,X,X
SLITZJO,X,X,O,O,X,O,X,O,O,X,X,X
SLITZOJ,X,X,O,X,X,O,X,O,O,X,X,X
SLITOJZ,O,X,O,O,X,O,X,O,O,X,X,X
SLITOZJ,X,X,O,X,X,O,X,O,O,X,X,X
SLIJTZO,O,X,O,O,X,X,X,O,X,X,X,X
SLIJTOZ,O,X,O,O,X,X,X,O,X,X,X,X
SLIJZTO,O,X,O,O,X,X,X,X,X,X,X,X
SLIJZOT,O,X,O,O,X,X,O,X,X,X,X,X
SLIJOTZ,O,X,X,O,X,X,X,O,X,X,X,X
SLIJOZT,O,X,O,O,X,X,O,X,X,X,X,X
SLIZTJO,X,X,O,O,X,O,X,O,X,X,X,O
SLIZTOJ,X,X,O,X,X,O,X,O,X,X,X,O
SLIZJTO,X,X,O,O,X,X,X,X,X,X,X,X
SLIZJOT,X,X,O,O,X,O,O,X,X,X,X,X
SLIZOTJ,X,X,O,X,X,O,O,O,X,X,X,X
SLIZOJT,X,X,O,X,X,O,O,X,X,X,X,X
SLIOTJZ,X,X,O,O,X,O,X,O,O,X,X,X
SLIOTZJ,X,X,O,X,X,O,O,O,O,X,X,X
SLIOJTZ,X,X,X,O,X,O,X,O,X,X,X,X
SLIOJZT,X,X,O,O,X,O,O,X,X,X,X,X
SLIOZTJ,X,X,O,X,X,O,O,O,X,X,X,X
SLIOZJT,X,X,O,X,X,O,O,X,X,X,X,X
SLJTIZO,O,X,O,O,O,X,X,X,O,O,X,X
SLJTIOZ,O,X,O,O,O,X,X,O,O,O,X,X
SLJTZIO,O,X,O,X,O,X,X,X,O,O,X,X
SLJTZOI,O,X,O,X,O,X,X,O,O,X,X,X
SLJTOIZ,O,X,O,X,O,X,X,O,O,X,X,X
SLJTOZI,O,X,O,X,O,X,X,O,O,X,X,X
SLJITZO,O,X,O,O,O,X,X,O,X,O,X,X
SLJITOZ,O,X,O,O,O,X,X,O,X,O,X,X
SLJIZTO,O,X,O,O,O,X,X,X,X,X,X,X
SLJIZOT,O,X,O,O,O,X,O,X,X,X,X,X
SLJIOTZ,O,X,X,O,O,X,X,O,X,X,X,X
SLJIOZT,O,X,O,O,O,X,O,X,X,X,X,X
SLJZTIO,O,X,O,X,O,X,X,X,X,O,X,O
SLJZTOI,O,X,O,X,O,X,X,X,X,X,X,O
SLJZITO,O,X,O,X,O,X,X,X,X,O,X,X
SLJZIOT,O,X,O,X,O,X,O,X,X,X,X,X
SLJZOTI,O,X,O,X,O,X,O,X,X,X,X,X
SLJZOIT,O,X,O,X,O,X,O,X,X,X,X,X
SLJOTIZ,O,X,X,X,O,X,X,O,O,X,X,X
SLJOTZI,O,X,X,X,O,X,X,O,O,X,X,X
SLJOITZ,O,X,X,X,O,X,X,O,X,X,X,X
SLJOIZT,O,X,O,X,O,X,O,X,X,X,X,X
SLJOZTI,O,X,O,X,O,X,O,X,X,X,X,X
SLJOZIT,O,X,O,X,O,X,O,X,X,X,X,X
SLZTIJO,X,X,O,O,O,O,X,X,O,O,O,O
SLZTIOJ,X,X,O,X,O,O,X,X,O,O,O,O
SLZTJIO,O,X,O,X,X,O,X,X,O,O,O,O
SLZTJOI,O,X,O,X,O,O,X,O,O,X,O,O
SLZTOIJ,X,X,O,X,O,O,X,X,O,X,O,O
SLZTOJI,O,X,O,X,O,O,X,O,O,X,O,O
SLZITJO,X,X,O,O,O,O,X,O,X,O,X,O
SLZITOJ,X,X,O,X,O,O,X,O,X,O,X,O
SLZIJTO,X,X,O,O,O,X,X,X,X,X,X,X
SLZIJOT,X,X,O,O,O,O,O,X,X,X,X,X
SLZIOTJ,X,X,O,X,O,O,O,O,X,X,X,X
SLZIOJT,X,X,O,X,O,O,O,X,X,X,X,X
SLZJTIO,O,X,O,X,X,X,X,X,X,O,X,O
SLZJTOI,O,X,O,X,O,X,X,X,X,X,X,O
SLZJITO,O,X,O,X,O,X,X,X,X,O,X,X
SLZJIOT,O,X,O,X,O,X,O,X,X,X,X,X
SLZJOTI,O,X,O,X,O,O,O,X,X,X,X,X
SLZJOIT,O,X,O,X,O,O,O,X,X,X,X,X
SLZOTIJ,X,X,O,X,O,O,O,X,O,X,X,O
SLZOTJI,X,X,O,X,O,O,O,O,O,X,X,O
SLZOITJ,X,X,O,X,O,O,O,O,X,X,X,X
SLZOIJT,X,X,O,X,O,O,O,X,X,X,X,X
SLZOJTI,X,X,O,X,O,O,O,X,X,X,X,X
SLZOJIT,X,X,O,X,O,O,O,X,X,X,X,X
SLOTIJZ,O,X,O,O,X,O,X,O,O,X,X,X
SLOTIZJ,X,X,O,X,X,X,O,O,O,X,X,X
SLOTJIZ,O,X,O,X,X,O,X,O,O,X,X,X
SLOTJZI,O,X,O,X,X,O,X,O,O,X,X,X
SLOTZIJ,X,X,O,X,X,X,O,X,O,X,X,X
SLOTZJI,O,X,O,X,X,O,O,O,O,X,X,X
SLOITJZ,X,X,O,O,X,O,X,O,O,X,X,X
SLOITZJ,X,X,O,X,X,O,O,O,O,X,X,X
SLOIJTZ,X,X,X,O,O,O,X,O,X,X,X,X
SLOIJZT,X,X,O,O,O,O,O,X,X,X,X,X
SLOIZTJ,X,X,O,X,O,O,O,O,X,X,X,X
SLOIZJT,X,X,O,X,O,O,O,X,X,X,X,X
SLOJTIZ,O,X,X,X,O,O,X,O,O,X,X,X
SLOJTZI,O,X,X,X,O,O,X,O,O,X,X,X
SLOJITZ,O,X,X,X,O,O,X,O,X,X,X,X
SLOJIZT,O,X,O,X,O,O,O,X,X,X,X,X
SLOJZTI,O,X,O,X,O,O,O,X,X,X,X,X
SLOJZIT,O,X,O,X,O,O,O,X,X,X,X,X
SLOZTIJ,X,X,O,X,O,O,O,X,O,X,X,O
SLOZTJI,X,X,O,X,O,O,O,O,O,X,X,O
SLOZITJ,X,X,O,X,O,O,O,O,X,X,X,X
SLOZIJT,X,X,O,X,O,O,O,X,X,X,X,X
SLOZJTI,X,X,O,X,O,O,O,X,X,X,X,X
SLOZJIT,X,X,O,X,O,O,O,X,X,X,X,X
SJTILZO,O,O,O,X,X,O,X,O,X,X,O,X
SJTILOZ,O,X,O,X,X,O,X,O,X,X,O,X
SJTIZLO,O,O,O,X,X,O,X,O,X,X,O,X
SJTIZOL,O,O,O,X,X,X,X,X,X,X,O,X
SJTIOLZ,O,X,X,X,X,O,X,O,X,X,O,X
SJTIOZL,O,X,X,X,X,O,X,X,X,X,O,X
SJTLIZO,O,O,O,X,O,O,X,O,O,X,O,X
SJTLIOZ,O,X,O,X,O,O,X,O,O,X,O,X
SJTLZIO,O,O,O,X,O,O,X,X,O,X,O,X
SJTLZOI,O,O,O,X,O,O,X,X,O,X,O,X
SJTLOIZ,O,X,O,X,O,O,X,X,O,X,O,X
SJTLOZI,O,X,O,X,O,O,X,X,O,X,O,X
SJTZILO,O,O,O,X,O,X,X,O,X,X,O,X
SJTZIOL,O,X,O,X,X,X,X,X,X,X,O,X
SJTZLIO,O,O,O,X,O,O,X,X,X,X,O,X
SJTZLOI,O,O,O,X,O,O,X,X,X,X,O,X
SJTZOIL,O,X,X,X,X,X,X,X,X,X,O,X
SJTZOLI,O,O,O,X,O,X,X,X,X,X,O,X
SJTOILZ,O,X,X,X,X,X,X,O,X,X,O,X
SJTOIZL,O,X,X,X,X,X,X,X,X,X,O,X
SJTOLIZ,O,X,X,X,X,O,X,X,X,X,O,X
SJTOLZI,O,X,X,X,X,O,X,X,X,X,O,X
SJTOZIL,O,X,X,X,X,X,X,X,X,X,O,X
SJTOZLI,O,X,X,X,X,X,X,X,X,X,O,X
SJITLZO,O,O,O,X,X,O,X,O,X,X,X,X
SJITLOZ,O,X,O,X,X,O,X,O,X,X,X,X
SJITZLO,O,O,O,X,X,O,X,O,X,X,X,X
SJITZOL,O,O,O,X,X,X,X,X,X,X,X,X
SJITOLZ,O,X,X,X,X,O,X,O,X,X,X,X
SJITOZL,O,X,X,X,X,O,X,X,X,X,X,X
SJILTZO,O,X,O,X,X,X,X,O,X,X,X,X
SJILTOZ,O,X,O,X,X,X,X,O,X,X,X,X
SJILZTO,O,X,O,X,X,X,X,X,X,X,X,X
SJILZOT,O,X,O,X,X,X,X,X,X,X,X,X
SJILOTZ,O,X,X,X,X,X,X,O,X,X,X,X
SJILOZT,O,X,O,X,X,X,X,X,X,X,X,X
SJIZTLO,O,O,O,X,X,O,X,X,X,X,X,X
SJIZTOL,O,O,O,X,X,O,X,X,X,X,X,X
SJIZLTO,O,O,O,X,X,X,X,X,X,X,X,X
SJIZLOT,O,X,O,X,X,O,X,X,X,X,X,X
SJIZOTL,O,O,O,X,X,O,X,X,X,X,X,X
SJIZOLT,O,X,O,X,X,O,X,X,X,X,X,X
SJIOTLZ,O,X,X,X,X,O,X,X,X,X,X,X
SJIOTZL,O,X,X,X,X,O,X,X,X,X,X,X
