sequence,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jex6IvhFXcB8hBCeB2?lBTjBFtB,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jex6IvhFOhB8hBfjB6?jBTgBFtB,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jex6IvhFicBGeBTgB3?hBUjBFtB,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jex6IvhF8hBzdB+jBi?gBXhBFtB,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jex6IvhF8hBWjBigBX?hBTjBFtB,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jex6IvhF2hBSjBTgB3?hBUjBFtB,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jem6IvhFCdBUhBxiB3?gBTjBFtB,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jem6IvhFCdB3gBxiBU?hBTjBFtB
SZTLIJO,O,O,O,O,O,X,O,X
SZTLIOJ,O,O,O,X,X,X,X,X
SZTLJIO,O,O,O,O,O,X,O,X
SZTLJOI,O,O,O,O,O,X,X,X
SZTLOIJ,O,O,O,X,X,X,X,X
SZTLOJI,O,O,O,X,X,X,X,X
SZTJILO,O,O,O,O,O,X,O,O
SZTJIOL,O,O,O,O,X,X,X,X
SZTJLIO,O,O,O,O,O,X,O,X
SZTJLOI,O,O,O,O,O,X,X,X
SZTJOIL,O,O,O,O,X,X,X,X
SZTJOLI,O,O,O,O,X,X,X,X
SZTOILJ,O,O,O,X,X,X,X,X
SZTOIJL,O,O,O,X,X,X,X,X
SZTOLIJ,O,O,O,X,X,X,X,X
SZTOLJI,O,O,O,X,X,X,X,X
SZTOJIL,O,O,O,X,X,X,X,X
SZTOJLI,O,O,O,X,X,X,X,X
SZITLJO,O,O,O,O,O,X,X,X
SZITLOJ,O,O,O,X,X,X,X,X
SZITJLO,O,O,O,O,O,X,X,X
SZITJOL,O,O,O,O,X,X,X,X
SZITOLJ,O,O,O,X,X,X,X,X
SZITOJL,O,O,O,X,X,X,X,X
SZILTJO,O,O,O,O,O,X,X,X
SZILTOJ,O,X,O,X,X,X,X,X
SZILJTO,O,O,O,X,O,X,O,O
SZILJOT,O,O,O,X,O,X,O,O
SZILOTJ,O,O,O,X,X,X,X,X
SZILOJT,O,O,O,X,X,X,X,X
SZIJTLO,O,O,O,X,X,X,X,X
SZIJTOL,O,O,X,X,X,X,X,X
SZIJLTO,O,O,O,X,O,X,O,O
SZIJLOT,O,O,O,X,O,X,O,O
SZIJOTL,O,O,O,X,X,X,X,X
SZIJOLT,O,O,O,X,X,X,X,X
SZIOTLJ,O,O,O,X,X,X,X,X
SZIOTJL,O,O,O,X,X,X,X,X
SZIOLTJ,O,O,O,X,X,X,X,X
SZIOLJT,O,O,O,X,X,X,X,X
SZIOJTL,X,O,O,X,X,X,X,X
SZIOJLT,X,O,O,X,X,X,X,X
SZLTIJO,O,O,O,O,O,X,O,X
SZLTIOJ,O,X,O,X,X,X,X,X
SZLTJIO,O,O,O,O,O,X,O,X
SZLTJOI,O,O,O,O,O,X,X,X
SZLTOIJ,O,O,O,X,X,X,X,X
SZLTOJI,O,O,O,X,X,X,X,X
SZLITJO,O,O,O,O,O,X,X,X
SZLITOJ,O,X,O,X,X,X,X,X
SZLIJTO,O,O,O,X,O,X,O,X
SZLIJOT,O,O,O,X,O,X,O,X
SZLIOTJ,O,O,O,X,X,X,X,X
SZLIOJT,O,O,O,X,X,X,X,X
SZLJTIO,O,O,O,X,O,X,O,X
SZLJTOI,O,O,O,X,O,X,X,X
SZLJITO,O,O,O,X,O,X,O,X
SZLJIOT,O,O,O,X,O,X,O,X
SZLJOTI,X,O,O,X,O,X,X,X
SZLJOIT,O,O,O,X,O,X,X,X
SZLOTIJ,X,O,O,X,X,X,X,X
SZLOTJI,X,O,O,X,X,X,X,X
SZLOITJ,O,O,O,X,X,X,X,X
SZLOIJT,O,O,O,X,X,X,X,X
SZLOJTI,X,O,O,X,X,X,X,X
SZLOJIT,O,O,O,X,X,X,X,X
SZJTILO,O,O,O,X,X,X,O,O
SZJTIOL,O,O,X,X,X,X,X,X
SZJTLIO,O,O,O,X,X,X,O,X
SZJTLOI,O,O,O,X,X,X,X,X
SZJTOIL,O,O,O,X,X,X,X,X
SZJTOLI,O,O,O,X,X,X,X,X
SZJITLO,O,O,O,X,X,X,X,X
SZJITOL,O,O,X,X,X,X,X,X
SZJILTO,O,O,O,X,O,X,O,O
SZJILOT,O,O,O,X,O,X,O,O
SZJIOTL,O,O,O,X,X,X,X,X
SZJIOLT,O,O,O,X,X,X,X,X
SZJLTIO,O,O,O,X,O,X,O,X
SZJLTOI,O,O,O,X,O,X,X,X
SZJLITO,O,O,O,X,O,X,O,X
SZJLIOT,O,O,O,X,O,X,O,X
SZJLOTI,X,O,O,X,O,X,X,X
SZJLOIT,O,O,O,X,O,X,X,X
SZJOTIL,O,O,O,X,X,X,X,X
SZJOTLI,O,O,O,X,X,X,X,X
SZJOITL,O,O,O,X,X,X,X,X
SZJOILT,O,O,O,X,X,X,X,X
SZJOLTI,X,O,O,X,X,X,X,X
SZJOLIT,O,O,O,X,X,X,X,X
SZOTILJ,O,O,O,X,X,X,X,X
SZOTIJL,O,O,O,X,X,X,X,X
SZOTLIJ,O,O,O,X,X,X,X,X
SZOTLJI,O,O,O,X,X,X,X,X
SZOTJIL,O,O,O,X,X,X,X,X
SZOTJLI,O,O,O,X,X,X,X,X
SZOITLJ,O,O,O,X,X,X,X,X
SZOITJL,O,O,O,X,X,X,X,X
SZOILTJ,O,O,O,X,X,X,X,X
SZOILJT,O,O,O,X,X,X,X,X
SZOIJTL,X,O,O,X,X,X,X,X
SZOIJLT,X,O,O,X,X,X,X,X
SZOLTIJ,X,O,O,X,X,X,X,X
SZOLTJI,X,O,O,X,X,X,X,X
SZOLITJ,O,O,O,X,X,X,X,X
SZOLIJT,O,O,O,X,X,X,X,X
SZOLJTI,X,O,O,X,X,X,X,X
SZOLJIT,O,O,O,X,X,X,X,X
SZOJTIL,O,O,O,X,X,X,X,X
SZOJTLI,O,O,O,X,X,X,X,X
SZOJITL,O,O,O,X,X,X,X,X
SZOJILT,O,O,O,X,X,X,X,X
SZOJLTI,X,O,O,X,X,X,X,X
SZOJLIT,O,O,O,X,X,X,X,X
SOTILJZ,X,O,O,X,X,O,X,O
SOTILZJ,X,O,O,X,X,X,X,X
SOTIJLZ,X,O,O,X,X,O,X,O
SOTIJZL,X,O,O,X,X,X,X,X
SOTIZLJ,X,O,O,X,X,X,X,X
SOTIZJL,X,O,O,X,X,X,X,X
SOTLIJZ,X,O,O,X,X,O,X,X
SOTLIZJ,X,O,O,X,X,X,X,X
SOTLJIZ,X,O,O,X,X,O,X,X
SOTLJZI,X,O,O,X,X,O,X,X
SOTLZIJ,X,O,O,X,X,X,X,X
SOTLZJI,X,O,O,X,X,X,X,X
SOTJILZ,X,O,O,X,X,O,X,O
SOTJIZL,X,O,O,X,X,X,X,X
SOTJLIZ,X,O,O,X,X,O,X,X
SOTJLZI,X,O,O,X,X,O,X,X
SOTJZIL,X,O,O,X,X,X,X,X
SOTJZLI,X,O,O,X,X,X,X,X
SOTZILJ,X,O,O,X,X,X,X,X
SOTZIJL,X,O,O,X,X,X,X,X
SOTZLIJ,X,O,O,X,X,X,X,X
SOTZLJI,X,O,O,X,X,X,X,X
SOTZJIL,X,O,O,X,X,X,X,X
SOTZJLI,X,O,O,X,X,X,X,X
SOITLJZ,X,O,O,X,X,O,X,X
SOITLZJ,X,O,O,X,X,X,X,X
SOITJLZ,X,O,O,X,X,O,X,X
SOITJZL,X,O,O,X,X,X,X,X
SOITZLJ,X,O,O,X,X,X,X,X
SOITZJL,X,O,O,X,X,X,X,X
SOILTJZ,X,X,O,X,X,X,X,X
SOILTZJ,X,O,O,X,X,X,X,X
SOILJTZ,X,X,O,X,X,O,X,O
SOILJZT,X,O,O,X,X,O,X,O
SOILZTJ,X,O,O,X,X,X,X,X
SOILZJT,X,O,O,X,X,X,X,X
SOIJTLZ,X,X,O,X,X,O,X,X
SOIJTZL,X,X,O,X,X,X,X,X
SOIJLTZ,X,X,O,X,X,O,X,O
SOIJLZT,X,O,O,X,X,O,X,O
SOIJZTL,X,O,O,X,X,X,X,X
SOIJZLT,X,O,O,X,X,X,X,X
SOIZTLJ,X,O,O,X,X,X,X,X
SOIZTJL,X,O,O,X,X,X,X,X
SOIZLTJ,X,O,O,X,X,X,X,X
SOIZLJT,X,O,O,X,X,X,X,X
SOIZJTL,X,O,O,X,X,X,X,X
SOIZJLT,X,O,O,X,X,X,X,X
SOLTIJZ,X,X,O,X,X,X,X,X
SOLTIZJ,X,O,O,X,X,X,X,X
SOLTJIZ,X,X,O,X,X,X,X,X
SOLTJZI,X,X,O,X,X,X,X,X
SOLTZIJ,X,O,O,X,X,X,X,X
SOLTZJI,X,O,O,X,X,X,X,X
SOLITJZ,X,X,O,X,X,X,X,X
SOLITZJ,X,O,O,X,X,X,X,X
SOLIJTZ,X,X,O,X,X,O,X,X
SOLIJZT,X,O,O,X,X,O,X,X
SOLIZTJ,X,O,O,X,X,X,X,X
SOLIZJT,X,O,O,X,X,X,X,X
SOLJTIZ,X,X,O,X,X,O,X,X
SOLJTZI,X,X,O,X,X,O,X,X
SOLJITZ,X,X,O,X,X,O,X,X
SOLJIZT,X,O,O,X,X,O,X,X
SOLJZTI,X,O,O,X,X,O,X,X
SOLJZIT,X,O,O,X,X,O,X,X
SOLZTIJ,X,O,O,X,X,X,X,X
SOLZTJI,X,O,O,X,X,X,X,X
SOLZITJ,X,O,O,X,X,X,X,X
SOLZIJT,X,O,O,X,X,X,X,X
SOLZJTI,X,O,O,X,X,X,X,X
SOLZJIT,X,O,O,X,X,X,X,X
SOJTILZ,X,X,O,X,X,O,X,O
SOJTIZL,X,X,O,X,X,X,X,X
SOJTLIZ,X,X,O,X,X,O,X,X
SOJTLZI,X,X,O,X,X,O,X,X
SOJTZIL,X,X,O,X,X,X,X,X
SOJTZLI,X,X,O,X,X,X,X,X
SOJITLZ,X,X,O,X,X,O,X,X
SOJITZL,X,X,O,X,X,X,X,X
SOJILTZ,X,X,O,X,X,O,X,O
SOJILZT,X,O,O,X,X,O,X,O
SOJIZTL,X,O,O,X,X,X,X,X
SOJIZLT,X,O,O,X,X,X,X,X
SOJLTIZ,X,X,O,X,X,O,X,X
SOJLTZI,X,X,O,X,X,O,X,X
SOJLITZ,X,X,O,X,X,O,X,X
SOJLIZT,X,O,O,X,X,O,X,X
SOJLZTI,X,O,O,X,X,O,X,X
SOJLZIT,X,O,O,X,X,O,X,X
SOJZTIL,X,O,O,X,X,X,X,X
SOJZTLI,X,O,O,X,X,X,X,X
SOJZITL,X,O,O,X,X,X,X,X
SOJZILT,X,O,O,X,X,X,X,X
SOJZLTI,X,O,O,X,X,X,X,X
SOJZLIT,X,O,O,X,X,X,X,X
SOZTILJ,X,O,O,X,X,X,X,X
SOZTIJL,X,O,O,X,X,X,X,X
SOZTLIJ,X,O,O,X,X,X,X,X
SOZTLJI,X,O,O,X,X,X,X,X
SOZTJIL,X,O,O,X,X,X,X,X
SOZTJLI,X,O,O,X,X,X,X,X
SOZITLJ,X,O,O,X,X,X,X,X
SOZITJL,X,O,O,X,X,X,X,X
SOZILTJ,X,O,O,X,X,X,X,X
SOZILJT,X,O,O,X,X,X,X,X
SOZIJTL,X,O,O,X,X,X,X,X
SOZIJLT,X,O,O,X,X,X,X,X
SOZLTIJ,X,O,O,X,X,X,X,X
SOZLTJI,X,O,O,X,X,X,X,X
SOZLITJ,X,O,O,X,X,X,X,X
SOZLIJT,X,O,O,X,X,X,X,X
SOZLJTI,X,O,O,X,X,X,X,X
SOZLJIT,X,O,O,X,X,X,X,X
SOZJTIL,X,O,O,X,X,X,X,X
SOZJTLI,X,O,O,X,X,X,X,X
SOZJITL,X,O,O,X,X,X,X,X
SOZJILT,X,O,O,X,X,X,X,X
SOZJLTI,X,O,O,X,X,X,X,X
SOZJLIT,X,O,O,X,X,X,X,X
ZTILJSO,O,O,O,O,O,X,O,O
ZTILJOS,O,X,O,O,O,X,O,X
ZTILSJO,O,O,O,O,O,X,O,O
ZTILSOJ,O,O,O,X,X,X,X,X
ZTILOJS,O,X,O,O,O,O,O,X
ZTILOSJ,O,X,O,X,X,X,X,X
ZTIJLSO,O,O,O,O,O,X,O,O
ZTIJLOS,O,X,O,O,O,X,O,X
ZTIJSLO,O,O,O,O,O,X,O,O
ZTIJSOL,O,O,O,O,X,X,X,X
ZTIJOLS,O,O,O,O,O,X,O,X
ZTIJOSL,O,O,O,O,X,X,X,X
ZTISLJO,O,O,O,O,O,X,O,O
ZTISLOJ,O,O,O,X,X,X,X,X
ZTISJLO,O,O,O,O,O,X,O,O
ZTISJOL,O,O,O,O,X,X,X,X
ZTISOLJ,O,O,O,X,X,X,X,X
ZTISOJL,O,O,O,X,X,X,X,X
ZTIOLJS,O,O,O,O,O,O,O,X
ZTIOLSJ,O,O,O,X,X,X,X,X
ZTIOJLS,O,O,O,O,O,O,O,X
ZTIOJSL,O,O,O,O,X,X,X,X
ZTIOSLJ,O,O,O,X,X,X,X,X
ZTIOSJL,O,O,O,X,X,X,X,X
ZTLIJSO,O,O,O,O,O,X,O,X
ZTLIJOS,O,X,O,O,O,X,O,X
ZTLISJO,O,O,O,O,O,X,O,X
ZTLISOJ,O,O,O,X,X,X,X,X
ZTLIOJS,O,X,O,O,O,O,O,X
ZTLIOSJ,O,X,O,X,X,X,X,X
ZTLJISO,O,O,O,O,O,X,O,X
ZTLJIOS,O,X,O,O,O,X,O,X
ZTLJSIO,O,O,O,O,O,X,O,X
ZTLJSOI,O,O,O,O,O,X,X,X
ZTLJOIS,O,O,O,O,O,O,O,X
ZTLJOSI,O,O,O,O,O,O,X,X
ZTLSIJO,O,O,O,O,O,X,O,X
ZTLSIOJ,O,O,O,X,X,X,X,X
ZTLSJIO,O,O,O,O,O,X,O,X
ZTLSJOI,O,O,O,O,O,X,X,X
ZTLSOIJ,O,O,O,X,X,X,X,X
ZTLSOJI,O,O,O,X,X,X,X,X
ZTLOIJS,O,O,O,O,O,O,O,X
ZTLOISJ,O,O,O,X,X,X,X,X
ZTLOJIS,O,O,O,O,O,O,O,X
ZTLOJSI,O,O,O,O,O,O,X,X
ZTLOSIJ,O,O,O,X,X,X,X,X
ZTLOSJI,O,O,O,X,X,X,X,X
ZTJILSO,O,O,O,O,O,X,O,O
ZTJILOS,O,X,O,O,O,X,O,X
ZTJISLO,O,O,O,O,O,X,O,O
ZTJISOL,O,O,O,O,X,X,X,X
ZTJIOLS,O,O,O,O,O,X,O,X
ZTJIOSL,O,O,O,O,X,X,X,X
ZTJLISO,O,O,O,O,O,X,O,X
ZTJLIOS,O,X,O,O,O,X,O,X
ZTJLSIO,O,O,O,O,O,X,O,X
ZTJLSOI,O,O,O,O,O,X,X,X
ZTJLOIS,O,O,O,O,O,O,O,X
ZTJLOSI,O,O,O,O,O,O,X,X
ZTJSILO,O,O,O,O,O,X,O,O
ZTJSIOL,O,O,O,O,X,X,X,X
ZTJSLIO,O,O,O,O,O,X,O,X
ZTJSLOI,O,O,O,O,O,X,X,X
ZTJSOIL,O,O,O,O,X,X,X,X
ZTJSOLI,O,O,O,O,X,X,X,X
ZTJOILS,O,O,O,O,O,O,O,X
ZTJOISL,O,O,O,O,X,X,X,X
ZTJOLIS,O,O,O,O,O,O,O,X
ZTJOLSI,O,O,O,O,O,O,X,X
ZTJOSIL,O,O,O,O,X,X,X,X
ZTJOSLI,O,O,O,O,X,X,X,X
ZTSILJO,O,O,O,O,O,X,O,O
ZTSILOJ,O,O,O,X,X,X,X,X
ZTSIJLO,O,O,O,O,O,X,O,O
ZTSIJOL,O,O,O,O,X,X,X,X
ZTSIOLJ,O,O,O,X,X,X,X,X
ZTSIOJL,O,O,O,X,X,X,X,X
ZTSLIJO,O,O,O,O,O,X,O,X
ZTSLIOJ,O,O,O,X,X,X,X,X
ZTSLJIO,O,O,O,O,O,X,O,X
ZTSLJOI,O,O,O,O,O,X,X,X
ZTSLOIJ,O,O,O,X,X,X,X,X
ZTSLOJI,O,O,O,X,X,X,X,X
ZTSJILO,O,O,O,O,O,X,O,O
ZTSJIOL,O,O,O,O,X,X,X,X
ZTSJLIO,O,O,O,O,O,X,O,X
ZTSJLOI,O,O,O,O,O,X,X,X
ZTSJOIL,O,O,O,O,X,X,X,X
ZTSJOLI,O,O,O,O,X,X,X,X
ZTSOILJ,O,O,O,X,X,X,X,X
ZTSOIJL,O,O,O,X,X,X,X,X
ZTSOLIJ,O,O,O,X,X,X,X,X
ZTSOLJI,O,O,O,X,X,X,X,X
ZTSOJIL,O,O,O,X,X,X,X,X
ZTSOJLI,O,O,O,X,X,X,X,X
ZTOILJS,O,O,O,O,O,O,O,X
ZTOILSJ,O,O,O,X,X,X,X,X
ZTOIJLS,O,O,O,O,O,O,O,X
ZTOIJSL,O,O,O,O,X,X,X,X
ZTOISLJ,O,O,O,X,X,X,X,X
ZTOISJL,O,O,O,X,X,X,X,X
ZTOLIJS,O,O,O,O,O,O,O,X
ZTOLISJ,O,O,O,X,X,X,X,X
ZTOLJIS,O,O,O,O,O,O,O,X
ZTOLJSI,O,O,O,O,O,O,X,X
ZTOLSIJ,O,O,O,X,X,X,X,X
ZTOLSJI,O,O,O,X,X,X,X,X
ZTOJILS,O,O,O,O,O,O,O,X
ZTOJISL,O,O,O,O,X,X,X,X
ZTOJLIS,O,O,O,O,O,O,O,X
ZTOJLSI,O,O,O,O,O,O,X,X
ZTOJSIL,O,O,O,O,X,X,X,X
ZTOJSLI,O,O,O,O,X,X,X,X
ZTOSILJ,O,O,O,X,X,X,X,X
ZTOSIJL,O,O,O,X,X,X,X,X
ZTOSLIJ,O,O,O,X,X,X,X,X
ZTOSLJI,O,O,O,X,X,X,X,X
ZTOSJIL,O,O,O,X,X,X,X,X
ZTOSJLI,O,O,O,X,X,X,X,X
ZITLJSO,O,O,O,O,O,X,O,X
ZITLJOS,O,X,O,O,O,X,O,X
ZITLSJO,O,O,O,O,O,X,O,X
ZITLSOJ,O,O,O,X,X,X,X,X
ZITLOJS,O,X,O,O,O,O,O,X
ZITLOSJ,O,X,O,X,X,X,X,X
ZITJLSO,O,O,O,O,O,X,O,X
ZITJLOS,O,X,O,O,O,X,O,X
ZITJSLO,O,O,O,O,O,X,O,X
ZITJSOL,O,O,O,O,X,X,X,X
ZITJOLS,O,O,O,O,O,X,O,X
ZITJOSL,O,O,O,O,X,X,X,X
ZITSLJO,O,O,O,O,O,X,O,X
ZITSLOJ,O,O,O,X,X,X,X,X
ZITSJLO,O,O,O,O,O,X,O,X
ZITSJOL,O,O,O,O,X,X,X,X
ZITSOLJ,O,O,O,X,X,X,X,X
ZITSOJL,O,O,O,X,X,X,X,X
ZITOLJS,O,O,O,O,O,O,O,X
ZITOLSJ,O,O,O,X,X,X,X,X
ZITOJLS,O,O,O,O,O,O,O,X
ZITOJSL,O,O,O,O,X,X,X,X
ZITOSLJ,O,O,O,X,X,X,X,X
ZITOSJL,O,O,O,X,X,X,X,X
ZILTJSO,O,O,X,O,O,X,O,X
ZILTJOS,O,X,X,O,O,X,O,X
ZILTSJO,O,O,X,O,O,X,O,X
ZILTSOJ,O,O,X,X,X,X,X,X
ZILTOJS,O,X,X,O,O,X,O,X
ZILTOSJ,O,X,X,X,X,X,X,X
ZILJTSO,O,O,X,O,O,X,O,X
ZILJTOS,O,X,X,O,O,X,O,X
ZILJSTO,O,O,O,X,O,X,O,O
ZILJSOT,O,O,O,X,O,X,O,O
ZILJOTS,X,X,X,X,O,X,O,X
ZILJOST,O,X,O,X,O,X,O,X
ZILSTJO,O,O,O,O,O,X,X,X
ZILSTOJ,O,X,X,X,X,X,X,X
ZILSJTO,O,O,O,X,O,X,O,O
ZILSJOT,O,O,O,X,O,X,O,O
ZILSOTJ,O,X,X,X,X,X,X,X
ZILSOJT,O,O,O,X,X,X,X,X
ZILOTJS,X,X,X,O,O,X,X,X
ZILOTSJ,X,X,X,X,X,X,X,X
ZILOJTS,X,X,X,X,O,O,O,X
ZILOJST,O,X,O,X,O,O,O,X
ZILOSTJ,O,X,O,X,X,X,X,X
ZILOSJT,O,X,O,X,X,X,X,X
ZIJTLSO,O,O,X,O,O,X,O,X
ZIJTLOS,O,X,X,O,O,X,O,X
ZIJTSLO,O,O,O,O,O,X,O,X
ZIJTSOL,O,O,X,O,X,X,X,X
ZIJTOLS,O,O,X,O,O,X,O,X
ZIJTOSL,O,O,O,O,X,X,X,X
ZIJLTSO,O,O,X,O,O,X,O,X
ZIJLTOS,O,X,X,O,O,X,O,X
ZIJLSTO,O,O,O,X,O,X,O,O
ZIJLSOT,O,O,O,X,O,X,O,O
ZIJLOTS,X,X,X,X,O,X,O,X
ZIJLOST,O,X,O,X,O,X,O,X
ZIJSTLO,O,O,O,X,X,X,X,X
ZIJSTOL,O,O,X,X,X,X,X,X
ZIJSLTO,O,O,O,X,O,X,O,O
ZIJSLOT,O,O,O,X,O,X,O,O
ZIJSOTL,O,O,O,X,X,X,X,X
ZIJSOLT,O,O,O,X,X,X,X,X
ZIJOTLS,O,O,X,X,X,X,X,X
ZIJOTSL,O,O,O,X,X,X,X,X
ZIJOLTS,X,O,X,X,O,X,O,X
ZIJOLST,O,O,O,X,O,X,O,X
ZIJOSTL,O,O,O,X,X,X,X,X
ZIJOSLT,O,O,O,X,X,X,X,X
ZISTLJO,O,O,O,O,O,X,X,X
ZISTLOJ,O,O,O,X,X,X,X,X
ZISTJLO,O,O,O,O,O,X,X,X
ZISTJOL,O,O,O,O,X,X,X,X
ZISTOLJ,O,O,O,X,X,X,X,X
ZISTOJL,O,O,O,X,X,X,X,X
ZISLTJO,O,O,O,O,O,X,X,X
ZISLTOJ,O,X,O,X,X,X,X,X
ZISLJTO,O,O,O,X,O,X,O,O
ZISLJOT,O,O,O,X,O,X,O,O
ZISLOTJ,O,O,O,X,X,X,X,X
ZISLOJT,O,O,O,X,X,X,X,X
ZISJTLO,O,O,O,X,X,X,X,X
ZISJTOL,O,O,X,X,X,X,X,X
ZISJLTO,O,O,O,X,O,X,O,O
ZISJLOT,O,O,O,X,O,X,O,O
ZISJOTL,O,O,O,X,X,X,X,X
ZISJOLT,O,O,O,X,X,X,X,X
ZISOTLJ,O,O,O,X,X,X,X,X
ZISOTJL,O,O,O,X,X,X,X,X
ZISOLTJ,O,O,O,X,X,X,X,X
ZISOLJT,O,O,O,X,X,X,X,X
ZISOJTL,X,O,O,X,X,X,X,X
ZISOJLT,X,O,O,X,X,X,X,X
ZIOTLJS,O,O,O,O,O,O,X,X
ZIOTLSJ,O,O,O,X,X,X,X,X
ZIOTJLS,O,O,O,O,O,O,X,X
ZIOTJSL,O,O,O,O,X,X,X,X
ZIOTSLJ,O,O,O,X,X,X,X,X
ZIOTSJL,O,O,O,X,X,X,X,X
ZIOLTJS,X,O,X,O,O,X,X,X
ZIOLTSJ,X,O,X,X,X,X,X,X
ZIOLJTS,X,O,X,X,O,O,O,X
ZIOLJST,O,O,O,X,O,O,O,X
ZIOLSTJ,O,O,O,X,X,X,X,X
ZIOLSJT,O,O,O,X,X,X,X,X
ZIOJTLS,O,O,X,X,X,O,X,X
ZIOJTSL,O,O,O,X,X,X,X,X
ZIOJLTS,X,O,X,X,O,O,O,X
ZIOJLST,O,O,O,X,O,O,O,X
ZIOJSTL,O,O,O,X,X,X,X,X
ZIOJSLT,O,O,O,X,X,X,X,X
ZIOSTLJ,O,O,O,X,X,X,X,X
ZIOSTJL,O,O,O,X,X,X,X,X
ZIOSLTJ,O,O,O,X,X,X,X,X
ZIOSLJT,O,O,O,X,X,X,X,X
ZIOSJTL,X,O,O,X,X,X,X,X
ZIOSJLT,X,O,O,X,X,X,X,X
ZLTIJSO,O,O,X,O,O,X,O,X
ZLTIJOS,O,X,X,O,O,X,O,X
ZLTISJO,O,O,X,O,O,X,O,X
ZLTISOJ,O,O,X,X,X,X,X,X
ZLTIOJS,O,X,X,O,O,X,O,X
ZLTIOSJ,O,X,X,X,X,X,X,X
ZLTJISO,O,O,X,O,O,X,O,X
ZLTJIOS,O,X,X,O,O,X,O,X
ZLTJSIO,O,O,X,O,O,X,O,X
ZLTJSOI,O,O,X,O,O,X,X,X
ZLTJOIS,O,O,X,O,O,X,O,X
ZLTJOSI,O,O,X,O,O,X,X,X
ZLTSIJO,O,O,X,O,O,X,O,X
ZLTSIOJ,O,O,X,X,X,X,X,X
ZLTSJIO,O,O,X,O,O,X,O,X
ZLTSJOI,O,O,X,O,O,X,X,X
ZLTSOIJ,O,O,X,X,X,X,X,X
ZLTSOJI,O,O,X,X,X,X,X,X
ZLTOIJS,O,O,X,O,O,X,O,X
ZLTOISJ,O,O,X,X,X,X,X,X
ZLTOJIS,O,O,X,O,O,X,O,X
ZLTOJSI,O,O,X,O,O,X,X,X
ZLTOSIJ,O,O,X,X,X,X,X,X
ZLTOSJI,O,O,X,X,X,X,X,X
ZLITJSO,O,O,X,O,O,X,O,X
ZLITJOS,O,X,X,O,O,X,O,X
ZLITSJO,O,O,X,O,O,X,O,X
ZLITSOJ,O,O,X,X,X,X,X,X
ZLITOJS,O,X,X,O,O,X,O,X
ZLITOSJ,O,X,X,X,X,X,X,X
ZLIJTSO,O,O,X,O,O,X,O,X
ZLIJTOS,O,X,X,O,O,X,O,X
ZLIJSTO,O,O,O,X,O,X,O,X
ZLIJSOT,O,O,O,X,O,X,O,X
ZLIJOTS,X,X,X,X,O,X,O,X
ZLIJOST,O,X,O,X,O,X,O,X
ZLISTJO,O,O,O,O,O,X,X,X
ZLISTOJ,O,X,X,X,X,X,X,X
ZLISJTO,O,O,O,X,O,X,O,X
ZLISJOT,O,O,O,X,O,X,O,X
ZLISOTJ,O,X,X,X,X,X,X,X
ZLISOJT,O,O,O,X,X,X,X,X
ZLIOTJS,X,X,X,O,O,X,X,X
ZLIOTSJ,X,X,X,X,X,X,X,X
ZLIOJTS,X,X,X,X,O,O,O,X
ZLIOJST,O,X,O,X,O,O,O,X
ZLIOSTJ,O,X,O,X,X,X,X,X
ZLIOSJT,O,X,O,X,X,X,X,X
ZLJTISO,O,O,X,O,O,X,O,X
ZLJTIOS,O,X,X,O,O,X,O,X
ZLJTSIO,O,O,X,O,O,X,O,X
ZLJTSOI,O,O,X,O,O,X,X,X
ZLJTOIS,O,O,X,O,O,X,O,X
ZLJTOSI,O,O,X,O,O,X,X,X
ZLJITSO,O,O,X,O,O,X,O,X
ZLJITOS,O,X,X,O,O,X,O,X
ZLJISTO,O,O,O,X,O,X,O,X
ZLJISOT,O,O,O,X,O,X,O,X
ZLJIOTS,X,X,X,X,O,X,O,X
ZLJIOST,O,X,O,X,O,X,O,X
ZLJSTIO,O,O,O,X,O,X,O,X
ZLJSTOI,O,O,O,X,O,X,X,X
ZLJSITO,O,O,O,X,O,X,O,X
ZLJSIOT,O,O,O,X,O,X,O,X
ZLJSOTI,X,O,O,X,O,X,X,X
ZLJSOIT,O,O,O,X,O,X,X,X
ZLJOTIS,X,O,X,X,O,O,O,X
ZLJOTSI,X,O,X,X,O,O,X,X
ZLJOITS,X,O,X,X,O,O,O,X
ZLJOIST,O,O,O,X,O,O,O,X
ZLJOSTI,X,O,O,X,O,O,X,X
ZLJOSIT,O,O,O,X,O,O,X,X
ZLSTIJO,O,O,O,O,O,X,O,X
ZLSTIOJ,O,X,X,X,X,X,X,X
ZLSTJIO,O,O,O,O,O,X,O,X
ZLSTJOI,O,O,O,O,O,X,X,X
ZLSTOIJ,O,O,O,X,X,X,X,X
ZLSTOJI,O,O,O,X,X,X,X,X
ZLSITJO,O,O,O,O,O,X,X,X
ZLSITOJ,O,X,X,X,X,X,X,X
