sequence,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeX8IvhFxdBUgB?FiBTjB6rBmqB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8Jex9IvhFUgBFhB?XiBTjB6rBmqB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeX8IvhFxdBUgB?FiBTjByqB+rB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8Jex8IvhF6jBFgB?0hBmiB3lBTrB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeeCJvhFfjB6jB?UgBFhBxqBTrB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeX8IvhFxdBalB?FiBTjBGmBUrB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeT8IvhFeiBfjB?6jBFgBxqBUrB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8Jem8IvhFCeBUgB?FhBTjBxqB3rB
ZLJOSIT,O,O,O,O,X,O,X,X
ZLSTIJO,O,X,X,O,O,O,X,X
ZLSTIOJ,O,X,O,O,X,O,X,X
ZLSTJIO,O,X,X,X,O,O,X,X
ZLSTJOI,O,X,X,X,O,O,X,O
ZLSTOIJ,O,O,O,X,X,O,X,X
ZLSTOJI,O,O,X,X,X,O,X,X
ZLSITJO,O,X,X,O,O,X,X,O
ZLSITOJ,O,X,X,O,X,X,X,O
ZLSIJTO,X,X,X,O,O,X,X,O
ZLSIJOT,X,X,X,O,O,X,X,O
ZLSIOTJ,O,X,O,O,X,X,X,O
ZLSIOJT,O,X,O,O,O,X,X,O
ZLSJTIO,O,X,O,O,O,O,X,X
ZLSJTOI,O,O,O,X,O,O,X,X
ZLSJITO,X,X,O,O,O,O,X,X
ZLSJIOT,X,X,O,O,O,O,X,X
ZLSJOTI,O,O,O,X,O,O,X,X
ZLSJOIT,O,O,O,O,O,O,X,X
ZLSOTIJ,O,O,O,X,X,O,X,X
ZLSOTJI,O,O,X,X,X,O,X,X
ZLSOITJ,O,O,O,O,X,O,X,X
ZLSOIJT,O,O,O,O,O,O,X,X
ZLSOJTI,O,O,O,X,O,O,X,X
ZLSOJIT,O,O,O,X,O,O,X,X
ZLOTIJS,O,X,O,O,X,O,X,O
ZLOTISJ,O,X,O,O,X,O,X,O
ZLOTJIS,O,X,O,O,X,O,X,O
ZLOTJSI,O,X,O,O,X,O,X,O
ZLOTSIJ,O,O,O,O,X,O,X,X
ZLOTSJI,O,O,X,X,X,O,X,O
ZLOITJS,O,X,O,O,X,O,X,O
ZLOITSJ,O,X,O,O,X,O,X,O
ZLOIJTS,O,X,O,O,X,O,X,O
ZLOIJST,O,O,O,O,X,O,X,O
ZLOISTJ,O,O,O,O,X,O,X,O
ZLOISJT,O,O,O,O,X,O,X,O
ZLOJTIS,O,X,O,O,X,O,X,O
ZLOJTSI,O,O,O,O,X,O,X,O
ZLOJITS,O,X,O,O,X,O,X,O
ZLOJIST,O,O,O,O,X,O,X,O
ZLOJSTI,O,O,O,O,X,O,X,X
ZLOJSIT,O,O,O,O,X,O,X,X
ZLOSTIJ,O,O,O,O,X,O,X,X
ZLOSTJI,O,O,X,X,X,O,X,O
ZLOSITJ,O,O,O,O,X,O,X,O
ZLOSIJT,O,O,O,O,X,O,X,O
ZLOSJTI,O,O,O,O,X,O,X,X
ZLOSJIT,O,O,O,O,X,O,X,X
ZJTILSO,O,X,O,O,O,O,O,X
ZJTILOS,X,X,X,O,X,X,O,O
ZJTISLO,O,X,O,O,O,O,O,X
ZJTISOL,O,O,O,X,O,O,O,X
ZJTIOLS,O,X,O,O,X,O,O,O
ZJTIOSL,O,O,O,X,O,O,O,X
ZJTLISO,O,X,O,O,X,O,X,X
ZJTLIOS,O,X,X,O,X,X,X,O
ZJTLSIO,O,X,O,O,O,O,X,X
ZJTLSOI,O,O,O,O,O,O,X,O
ZJTLOIS,O,X,O,O,X,O,X,O
ZJTLOSI,O,O,O,O,X,O,X,O
ZJTSILO,O,X,O,O,O,O,O,X
ZJTSIOL,O,O,O,O,O,O,O,X
ZJTSLIO,O,X,O,O,O,O,O,X
ZJTSLOI,O,O,O,O,O,O,O,O
ZJTSOIL,O,O,O,O,X,O,X,X
ZJTSOLI,O,O,O,O,O,O,O,O
ZJTOILS,O,X,O,O,X,O,X,O
ZJTOISL,O,O,O,O,X,O,X,X
ZJTOLIS,O,X,O,O,X,O,X,O
ZJTOLSI,O,O,O,O,X,O,X,O
ZJTOSIL,O,O,O,O,X,O,X,X
ZJTOSLI,O,O,O,O,O,O,O,O
ZJITLSO,O,X,O,O,O,O,O,O
ZJITLOS,X,X,X,O,X,X,O,O
ZJITSLO,O,X,O,X,O,O,O,O
ZJITSOL,O,O,O,X,O,O,O,O
ZJITOLS,O,X,O,X,X,O,O,O
ZJITOSL,O,O,O,X,O,O,O,O
ZJILTSO,O,X,X,O,O,X,X,O
ZJILTOS,O,X,X,O,X,X,X,O
ZJILSTO,O,X,X,O,O,X,O,O
ZJILSOT,O,X,X,O,O,X,O,O
ZJILOTS,O,X,X,O,X,X,X,X
ZJILOST,O,X,X,O,X,X,O,X
ZJISTLO,O,X,O,X,O,O,O,O
ZJISTOL,O,O,O,X,O,O,O,O
ZJISLTO,X,X,X,O,O,X,O,O
ZJISLOT,X,X,X,O,O,X,O,O
ZJISOTL,O,O,O,X,O,O,O,O
ZJISOLT,O,O,O,X,O,O,O,O
ZJIOTLS,O,X,O,X,X,O,X,O
ZJIOTSL,O,O,O,X,O,O,O,O
ZJIOLTS,O,X,O,O,X,O,X,O
ZJIOLST,O,O,O,O,X,O,O,O
ZJIOSTL,O,O,O,X,O,O,O,O
ZJIOSLT,O,O,O,X,O,O,O,O
ZJLTISO,O,X,O,O,X,O,X,X
ZJLTIOS,O,X,O,O,X,X,X,O
ZJLTSIO,O,X,O,O,O,O,X,X
ZJLTSOI,O,O,O,O,O,O,X,O
ZJLTOIS,O,X,O,O,X,O,X,O
ZJLTOSI,O,O,O,O,X,O,X,O
ZJLITSO,O,X,O,O,O,X,X,O
ZJLITOS,O,X,O,O,X,X,X,O
ZJLISTO,O,X,O,O,O,X,X,O
ZJLISOT,O,X,O,O,O,X,X,O
ZJLIOTS,O,X,O,O,X,X,X,X
ZJLIOST,O,X,O,O,X,X,X,X
ZJLSTIO,O,X,O,O,O,O,X,X
ZJLSTOI,O,O,O,X,O,O,X,X
ZJLSITO,O,X,O,O,O,X,X,X
ZJLSIOT,O,X,O,O,O,X,X,X
ZJLSOTI,O,O,O,X,O,O,X,X
ZJLSOIT,O,O,O,O,O,O,X,X
ZJLOTIS,O,X,O,O,X,O,X,X
ZJLOTSI,O,O,O,O,X,O,X,X
ZJLOITS,O,X,O,O,X,O,X,X
ZJLOIST,O,O,O,O,X,O,X,X
ZJLOSTI,O,O,O,O,X,O,X,X
ZJLOSIT,O,O,O,O,X,O,X,X
ZJSTILO,O,X,O,O,O,O,O,X
ZJSTIOL,O,O,O,X,O,O,O,X
ZJSTLIO,O,X,O,O,O,O,O,X
ZJSTLOI,O,O,O,X,O,O,O,X
ZJSTOIL,O,O,O,X,X,O,X,X
ZJSTOLI,O,O,O,X,O,O,O,X
ZJSITLO,O,X,O,O,O,O,O,X
ZJSITOL,O,O,O,X,O,O,O,X
ZJSILTO,X,X,X,O,O,X,O,X
ZJSILOT,X,X,X,O,O,X,O,X
ZJSIOTL,O,O,O,X,O,O,O,X
ZJSIOLT,O,O,O,O,O,O,O,X
ZJSLTIO,O,X,O,O,O,O,O,X
ZJSLTOI,O,O,O,X,O,O,O,X
ZJSLITO,O,X,X,O,O,X,O,X
ZJSLIOT,O,X,X,O,O,X,O,X
ZJSLOTI,O,O,O,X,O,O,O,X
ZJSLOIT,O,O,O,O,O,O,O,X
ZJSOTIL,O,O,O,X,X,O,X,X
ZJSOTLI,O,O,O,X,O,O,X,X
ZJSOITL,O,O,O,X,O,O,X,X
ZJSOILT,O,O,O,O,O,O,X,X
ZJSOLTI,O,O,O,X,O,O,O,X
ZJSOLIT,O,O,O,O,O,O,O,X
ZJOTILS,O,X,O,O,X,O,X,O
ZJOTISL,O,O,O,O,X,O,X,X
ZJOTLIS,O,X,O,O,X,O,X,O
ZJOTLSI,O,O,O,O,X,O,X,O
ZJOTSIL,O,O,O,O,X,O,X,X
ZJOTSLI,O,O,O,O,O,O,X,O
ZJOITLS,O,X,O,O,X,O,X,O
ZJOITSL,O,O,O,X,O,O,X,O
ZJOILTS,O,X,O,O,X,O,X,O
ZJOILST,O,O,O,O,X,O,X,O
ZJOISTL,O,O,O,X,O,O,X,O
ZJOISLT,O,O,O,O,O,O,X,O
ZJOLTIS,O,X,O,O,X,O,X,O
ZJOLTSI,O,O,O,O,X,O,X,O
ZJOLITS,O,X,O,O,X,O,X,O
ZJOLIST,O,O,O,O,X,O,X,O
ZJOLSTI,O,O,O,O,X,O,X,X
ZJOLSIT,O,O,O,O,X,O,X,X
ZJOSTIL,O,O,O,O,X,O,X,X
ZJOSTLI,O,O,O,O,O,O,X,X
ZJOSITL,O,O,O,O,O,O,X,X
ZJOSILT,O,O,O,O,O,O,X,X
ZJOSLTI,O,O,O,O,O,O,O,X
ZJOSLIT,O,O,O,O,O,O,O,X
ZSTILJO,X,X,X,O,O,O,O,X
ZSTILOJ,O,X,O,O,X,O,O,X
ZSTIJLO,X,X,X,O,O,O,O,X
ZSTIJOL,O,X,O,X,O,O,O,X
ZSTIOLJ,O,O,O,X,X,O,O,X
ZSTIOJL,O,O,O,X,X,O,O,X
ZSTLIJO,X,X,X,O,O,O,O,X
ZSTLIOJ,O,X,O,O,X,O,O,X
ZSTLJIO,X,X,X,X,O,X,O,X
ZSTLJOI,X,X,X,X,O,X,O,O
ZSTLOIJ,O,O,O,X,X,O,X,X
ZSTLOJI,X,O,X,X,X,X,X,X
ZSTJILO,X,X,X,O,O,O,O,X
ZSTJIOL,O,O,O,X,O,O,O,X
ZSTJLIO,X,X,X,O,O,O,O,X
ZSTJLOI,X,O,X,X,O,O,O,O
ZSTJOIL,O,O,O,X,X,O,X,X
ZSTJOLI,X,O,X,X,O,O,O,O
ZSTOILJ,O,O,O,X,X,O,X,X
ZSTOIJL,O,O,O,X,X,O,X,X
ZSTOLIJ,O,O,O,X,X,O,X,X
ZSTOLJI,X,O,X,X,X,X,X,O
ZSTOJIL,O,O,O,X,X,O,X,X
ZSTOJLI,X,O,X,X,X,O,X,O
ZSITLJO,X,X,X,O,O,X,O,O
ZSITLOJ,O,X,O,O,X,X,O,O
ZSITJLO,X,X,X,O,O,X,O,O
ZSITJOL,O,X,O,X,O,X,O,O
ZSITOLJ,O,O,O,X,X,X,O,O
ZSITOJL,O,O,O,X,X,X,O,O
ZSILTJO,X,X,X,O,O,X,O,O
ZSILTOJ,X,X,X,O,X,X,O,O
ZSILJTO,X,X,X,O,O,X,O,O
ZSILJOT,X,X,X,O,O,X,O,O
ZSILOTJ,X,X,X,O,X,X,X,O
ZSILOJT,X,X,X,O,O,X,O,O
ZSIJTLO,X,X,X,O,O,X,O,O
ZSIJTOL,X,O,X,X,O,X,O,O
ZSIJLTO,X,X,X,O,O,X,O,O
ZSIJLOT,X,X,X,O,O,X,O,O
ZSIJOTL,X,O,X,X,O,X,O,O
ZSIJOLT,X,O,X,O,O,X,O,O
ZSIOTLJ,O,O,O,X,X,X,X,O
ZSIOTJL,O,O,O,X,X,X,X,O
ZSIOLTJ,O,O,O,O,X,X,X,O
ZSIOLJT,O,O,O,O,O,X,O,O
ZSIOJTL,O,O,O,X,O,X,O,O
ZSIOJLT,O,O,O,O,O,X,O,O
ZSLTIJO,O,X,X,O,O,X,O,X
ZSLTIOJ,O,X,O,O,X,X,O,X
ZSLTJIO,O,X,X,X,O,X,O,X
ZSLTJOI,O,X,X,X,O,X,O,O
ZSLTOIJ,O,O,O,X,X,X,X,X
ZSLTOJI,O,O,X,X,X,X,X,X
ZSLITJO,O,X,X,O,O,X,O,O
ZSLITOJ,O,X,X,O,X,X,O,O
ZSLIJTO,X,X,X,O,O,X,O,O
ZSLIJOT,X,X,X,O,O,X,O,O
ZSLIOTJ,O,X,O,O,X,X,X,O
ZSLIOJT,O,X,O,O,O,X,O,O
ZSLJTIO,O,X,O,O,O,X,O,X
ZSLJTOI,O,O,O,X,O,X,O,X
ZSLJITO,X,X,O,O,O,X,O,X
ZSLJIOT,X,X,O,O,O,X,O,X
ZSLJOTI,O,O,O,X,O,X,O,X
ZSLJOIT,O,O,O,O,O,X,O,X
ZSLOTIJ,O,O,O,X,X,X,X,X
ZSLOTJI,O,O,X,X,X,X,X,X
ZSLOITJ,O,O,O,O,X,X,X,X
ZSLOIJT,O,O,O,O,O,X,X,X
ZSLOJTI,O,O,O,X,O,X,X,X
ZSLOJIT,O,O,O,X,O,X,X,X
ZSJTILO,O,X,O,O,O,O,O,X
ZSJTIOL,O,O,O,X,O,O,O,X
ZSJTLIO,O,X,O,O,O,O,O,X
ZSJTLOI,O,O,O,X,O,O,O,X
ZSJTOIL,O,O,O,X,X,O,X,X
ZSJTOLI,O,O,O,X,O,O,O,X
ZSJITLO,O,X,O,O,O,O,O,X
ZSJITOL,O,O,O,X,O,O,O,X
ZSJILTO,X,X,X,O,O,X,O,X
ZSJILOT,X,X,X,O,O,X,O,X
ZSJIOTL,O,O,O,X,O,O,O,X
ZSJIOLT,O,O,O,O,O,O,O,X
ZSJLTIO,O,X,O,O,O,O,O,X
ZSJLTOI,O,O,O,X,O,O,O,X
ZSJLITO,O,X,X,O,O,X,O,X
ZSJLIOT,O,X,X,O,O,X,O,X
ZSJLOTI,O,O,O,X,O,O,O,X
ZSJLOIT,O,O,O,O,O,O,O,X
ZSJOTIL,O,O,O,X,X,O,X,X
ZSJOTLI,O,O,O,X,O,O,X,X
ZSJOITL,O,O,O,X,O,O,X,X
ZSJOILT,O,O,O,O,O,O,X,X
ZSJOLTI,O,O,O,X,O,O,O,X
ZSJOLIT,O,O,O,O,O,O,O,X
ZSOTILJ,O,O,O,X,X,O,X,X
ZSOTIJL,O,O,O,X,X,O,X,X
ZSOTLIJ,O,O,O,X,X,O,X,X
ZSOTLJI,X,O,X,X,X,X,X,O
ZSOTJIL,O,O,O,X,X,O,X,X
ZSOTJLI,X,O,X,X,X,O,X,O
ZSOITLJ,O,O,O,X,X,O,X,O
ZSOITJL,O,O,O,X,X,O,X,O
ZSOILTJ,O,O,O,O,X,X,X,O
ZSOILJT,O,O,O,O,O,X,X,O
ZSOIJTL,O,O,O,X,O,O,X,O
ZSOIJLT,O,O,O,O,O,O,X,O
ZSOLTIJ,O,O,O,X,X,X,X,X
ZSOLTJI,O,O,X,X,X,X,X,O
ZSOLITJ,O,O,O,O,X,X,X,O
ZSOLIJT,O,O,O,O,O,X,X,O
ZSOLJTI,O,O,O,X,O,X,X,X
ZSOLJIT,O,O,O,X,O,X,X,X
ZSOJTIL,O,O,O,X,X,O,X,X
ZSOJTLI,O,O,O,X,O,O,X,X
ZSOJITL,O,O,O,X,O,O,X,X
ZSOJILT,O,O,O,O,O,O,X,X
ZSOJLTI,O,O,O,X,O,O,X,X
ZSOJLIT,O,O,O,O,O,O,X,X
ZOTILJS,O,X,O,O,X,O,X,O
ZOTILSJ,O,X,O,O,X,O,X,O
ZOTIJLS,O,X,O,O,X,O,X,O
ZOTIJSL,O,O,O,O,X,O,X,O
ZOTISLJ,O,O,O,O,X,O,X,O
ZOTISJL,O,O,O,O,X,O,X,O
ZOTLIJS,O,X,O,O,X,O,X,O
ZOTLISJ,O,X,O,O,X,O,X,O
ZOTLJIS,O,X,O,O,X,O,X,O
ZOTLJSI,O,X,O,O,X,O,X,O
ZOTLSIJ,O,O,O,O,X,O,X,X
ZOTLSJI,O,O,X,X,X,O,X,O
ZOTJILS,O,X,O,O,X,O,X,O
ZOTJISL,O,O,O,O,X,O,X,X
ZOTJLIS,O,X,O,O,X,O,X,O
ZOTJLSI,O,O,O,O,X,O,X,O
ZOTJSIL,O,O,O,O,X,O,X,X
ZOTJSLI,O,O,O,O,O,O,X,O
ZOTSILJ,O,O,O,O,X,O,X,X
ZOTSIJL,O,O,O,O,X,O,X,X
ZOTSLIJ,O,O,O,O,X,O,X,X
ZOTSLJI,X,O,X,X,X,X,X,O
ZOTSJIL,O,O,O,O,X,O,X,X
ZOTSJLI,X,O,X,O,X,O,X,O
ZOITLJS,O,X,O,O,X,O,X,O
ZOITLSJ,O,X,O,O,X,O,X,O
ZOITJLS,O,X,O,O,X,O,X,O
ZOITJSL,O,O,O,X,O,O,X,O
ZOITSLJ,O,O,O,X,X,O,X,O
ZOITSJL,O,O,O,X,X,O,X,O
ZOILTJS,O,X,O,O,X,O,X,O
ZOILTSJ,O,X,O,O,X,O,X,O
ZOILJTS,O,X,O,O,X,O,X,O
ZOILJST,O,O,O,O,X,O,X,O
ZOILSTJ,O,O,O,O,X,O,X,O
ZOILSJT,O,O,O,O,X,O,X,O
ZOIJTLS,O,X,O,O,X,O,X,O
ZOIJTSL,O,O,O,X,O,O,X,O
ZOIJLTS,O,X,O,O,X,O,X,O
ZOIJLST,O,O,O,O,X,O,X,O
ZOIJSTL,O,O,O,X,O,O,X,O
ZOIJSLT,O,O,O,O,O,O,X,O
ZOISTLJ,O,O,O,X,X,O,X,O
ZOISTJL,O,O,O,X,X,O,X,O
ZOISLTJ,O,O,O,O,X,X,X,O
ZOISLJT,O,O,O,O,O,X,X,O
ZOISJTL,O,O,O,X,O,O,X,O
ZOISJLT,O,O,O,O,O,O,X,O
ZOLTIJS,O,X,O,O,X,O,X,O
ZOLTISJ,O,X,O,O,X,O,X,O
ZOLTJIS,O,X,O,O,X,O,X,O
ZOLTJSI,O,X,O,O,X,O,X,O
ZOLTSIJ,O,O,O,O,X,O,X,X
ZOLTSJI,O,O,X,X,X,O,X,O
ZOLITJS,O,X,O,O,X,O,X,O
ZOLITSJ,O,X,O,O,X,O,X,O
ZOLIJTS,O,X,O,O,X,O,X,O
ZOLIJST,O,O,O,O,X,O,X,O
ZOLISTJ,O,O,O,O,X,O,X,O
ZOLISJT,O,O,O,O,X,O,X,O
ZOLJTIS,O,X,O,O,X,O,X,O
ZOLJTSI,O,O,O,O,X,O,X,O
ZOLJITS,O,X,O,O,X,O,X,O
ZOLJIST,O,O,O,O,X,O,X,O
ZOLJSTI,O,O,O,O,X,O,X,X
ZOLJSIT,O,O,O,O,X,O,X,X
ZOLSTIJ,O,O,O,O,X,O,X,X
ZOLSTJI,O,O,X,X,X,O,X,O
ZOLSITJ,O,O,O,O,X,O,X,O
ZOLSIJT,O,O,O,O,X,O,X,O
ZOLSJTI,O,O,O,O,X,O,X,X
ZOLSJIT,O,O,O,O,X,O,X,X
ZOJTILS,O,X,O,O,X,O,X,O
ZOJTISL,O,O,O,O,X,O,X,X
ZOJTLIS,O,X,O,O,X,O,X,O
ZOJTLSI,O,O,O,O,X,O,X,O
ZOJTSIL,O,O,O,O,X,O,X,X
ZOJTSLI,O,O,O,O,O,O,X,O
ZOJITLS,O,X,O,O,X,O,X,O
ZOJITSL,O,O,O,X,O,O,X,O
ZOJILTS,O,X,O,O,X,O,X,O
ZOJILST,O,O,O,O,X,O,X,O
ZOJISTL,O,O,O,X,O,O,X,O
ZOJISLT,O,O,O,O,O,O,X,O
ZOJLTIS,O,X,O,O,X,O,X,O
ZOJLTSI,O,O,O,O,X,O,X,O
ZOJLITS,O,X,O,O,X,O,X,O
ZOJLIST,O,O,O,O,X,O,X,O
ZOJLSTI,O,O,O,O,X,O,X,X
ZOJLSIT,O,O,O,O,X,O,X,X
ZOJSTIL,O,O,O,O,X,O,X,X
ZOJSTLI,O,O,O,O,O,O,X,X
ZOJSITL,O,O,O,O,O,O,X,X
ZOJSILT,O,O,O,O,O,O,X,X
ZOJSLTI,O,O,O,O,O,O,X,X
ZOJSLIT,O,O,O,O,O,O,X,X
ZOSTILJ,O,O,O,O,X,O,X,X
ZOSTIJL,O,O,O,O,X,O,X,X
ZOSTLIJ,O,O,O,O,X,O,X,X
ZOSTLJI,X,O,X,X,X,X,X,O
ZOSTJIL,O,O,O,O,X,O,X,X
ZOSTJLI,X,O,X,O,X,O,X,O
ZOSITLJ,O,O,O,O,X,O,X,O
ZOSITJL,O,O,O,O,X,O,X,O
ZOSILTJ,O,O,O,O,X,X,X,O
ZOSILJT,O,O,O,O,O,X,X,O
ZOSIJTL,O,O,O,O,O,O,X,O
ZOSIJLT,O,O,O,O,O,O,X,O
ZOSLTIJ,O,O,O,O,X,X,X,X
ZOSLTJI,O,O,X,X,X,X,X,O
ZOSLITJ,O,O,O,O,X,X,X,O
ZOSLIJT,O,O,O,O,O,X,X,O
ZOSLJTI,O,O,O,O,O,X,X,X
ZOSLJIT,O,O,O,O,O,X,X,X
ZOSJTIL,O,O,O,O,X,O,X,X
ZOSJTLI,O,O,O,O,O,O,X,X
ZOSJITL,O,O,O,O,O,O,X,X
ZOSJILT,O,O,O,O,O,O,X,X
ZOSJLTI,O,O,O,O,O,O,X,X
ZOSJLIT,O,O,O,O,O,O,X,X
OTILJSZ,O,X,O,O,X,O,X,X
OTILJZS,O,X,O,O,X,O,X,X
OTILSJZ,O,X,O,X,X,O,X,O
OTILSZJ,O,X,O,X,X,O,X,O
OTILZJS,X,X,X,O,X,O,X,O
OTILZSJ,O,X,O,O,X,O,X,O
OTIJLSZ,O,X,O,O,X,O,O,X
OTIJLZS,O,X,O,O,X,O,X,X
OTIJSLZ,O,X,O,O,X,O,O,X
OTIJSZL,O,O,O,X,X,X,O,X
OTIJZLS,O,X,O,O,X,O,O,X
OTIJZSL,O,O,O,O,X,O,O,X
OTISLJZ,O,X,O,X,X,O,O,O
OTISLZJ,O,X,O,X,X,O,O,O
OTISJLZ,O,X,O,X,X,O,O,O
OTISJZL,O,O,O,X,X,X,O,O
OTISZLJ,O,O,O,X,X,O,O,O
OTISZJL,O,O,O,X,X,O,O,O
OTIZLJS,O,X,O,O,X,O,O,O
OTIZLSJ,O,X,O,O,X,O,X,O
OTIZJLS,O,X,O,O,X,O,O,O
OTIZJSL,O,O,O,O,X,O,O,O
OTIZSLJ,O,O,O,O,X,O,O,O
OTIZSJL,O,O,O,O,X,O,O,O
OTLIJSZ,O,X,O,O,X,O,X,X
OTLIJZS,O,X,O,O,X,O,X,X
OTLISJZ,O,X,O,X,X,O,X,O
OTLISZJ,O,X,O,X,X,O,X,O
OTLIZJS,X,X,X,O,X,O,X,O
OTLIZSJ,O,X,O,O,X,O,X,O
OTLJISZ,O,X,O,O,X,O,X,X
OTLJIZS,O,X,O,O,X,O,X,X
OTLJSIZ,O,X,O,O,X,O,X,X
OTLJSZI,X,X,O,O,X,X,X,X
OTLJZIS,O,X,O,O,X,O,X,X
OTLJZSI,O,X,O,O,X,O,X,X
OTLSIJZ,O,X,O,X,X,O,X,X
OTLSIZJ,O,X,O,X,X,O,X,X
OTLSJIZ,O,X,X,O,X,O,X,X
OTLSJZI,X,X,X,O,X,X,X,X
OTLSZIJ,O,X,X,O,X,O,X,X
OTLSZJI,X,X,X,X,X,O,X,X
OTLZIJS,X,X,X,O,X,O,X,O
OTLZISJ,O,X,O,O,X,O,X,O
OTLZJIS,X,X,X,O,X,O,X,O
OTLZJSI,X,X,X,O,X,O,X,O
OTLZSIJ,O,X,O,O,X,O,X,X
OTLZSJI,X,X,X,X,X,O,X,O
OTJILSZ,O,X,O,O,X,O,O,X
OTJILZS,O,X,O,O,X,O,X,X
OTJISLZ,O,X,O,O,X,O,O,X
OTJISZL,O,O,O,X,X,X,O,X
OTJIZLS,O,X,O,O,X,O,O,X
OTJIZSL,O,O,O,O,X,O,O,X
OTJLISZ,O,X,O,O,X,O,X,X
OTJLIZS,O,X,O,O,X,O,X,X
OTJLSIZ,O,X,O,O,X,O,O,X
OTJLSZI,O,X,O,O,X,X,O,X
OTJLZIS,O,X,O,O,X,O,X,X
OTJLZSI,O,X,O,O,X,O,X,X
OTJSILZ,O,X,O,O,X,O,O,X
OTJSIZL,O,O,O,X,X,X,O,X
OTJSLIZ,O,X,O,O,X,X,O,X
OTJSLZI,X,X,O,O,X,X,O,X
OTJSZIL,O,O,O,O,X,X,X,X
OTJSZLI,O,O,X,O,X,X,O,X
OTJZILS,O,X,O,O,X,O,X,X
OTJZISL,O,O,O,O,X,O,X,X
OTJZLIS,O,X,O,O,X,O,X,X
OTJZLSI,O,O,O,O,X,O,X,X
OTJZSIL,O,O,O,O,X,O,X,X
OTJZSLI,O,O,O,O,X,O,O,X
OTSILJZ,O,X,O,X,X,O,O,X
OTSILZJ,O,X,O,X,X,O,O,X
OTSIJLZ,O,X,O,X,X,O,O,X
OTSIJZL,O,O,O,X,X,X,O,X
OTSIZLJ,O,O,O,X,X,O,O,X
OTSIZJL,O,O,O,X,X,O,O,X
OTSLIJZ,O,X,O,X,X,O,O,X
OTSLIZJ,O,X,O,X,X,O,O,X
OTSLJIZ,O,X,X,O,X,O,O,X
OTSLJZI,X,X,X,O,X,X,O,X
OTSLZIJ,O,X,X,O,X,O,X,X
OTSLZJI,X,X,X,X,X,O,X,X
OTSJILZ,O,X,O,O,X,O,O,X
OTSJIZL,O,O,O,X,X,X,O,X
OTSJLIZ,O,X,O,O,X,X,O,X
OTSJLZI,X,X,O,O,X,X,O,X
OTSJZIL,O,O,O,O,X,X,X,X
OTSJZLI,O,O,X,O,X,X,O,X
OTSZILJ,O,O,O,O,X,O,X,X
OTSZIJL,O,O,O,O,X,O,X,X
OTSZLIJ,O,O,O,O,X,O,X,X
OTSZLJI,X,O,X,X,X,X,X,X
OTSZJIL,O,O,O,O,X,O,X,X
OTSZJLI,X,O,X,O,X,O,X,X
OTZILJS,O,X,O,O,X,O,X,O
OTZILSJ,O,X,O,O,X,O,X,O
OTZIJLS,O,X,O,O,X,O,X,O
OTZIJSL,O,O,O,O,X,O,X,O
OTZISLJ,O,O,O,O,X,O,X,O
OTZISJL,O,O,O,O,X,O,X,O
OTZLIJS,O,X,O,O,X,O,X,O
OTZLISJ,O,X,O,O,X,O,X,O
OTZLJIS,O,X,O,O,X,O,X,O
OTZLJSI,O,X,O,O,X,O,X,O
OTZLSIJ,O,O,O,O,X,O,X,X
OTZLSJI,O,O,X,X,X,O,X,O
OTZJILS,O,X,O,O,X,O,X,O
OTZJISL,O,O,O,O,X,O,X,X
OTZJLIS,O,X,O,O,X,O,X,O
OTZJLSI,O,O,O,O,X,O,X,O
OTZJSIL,O,O,O,O,X,O,X,X
OTZJSLI,O,O,O,O,X,O,X,O
OTZSILJ,O,O,O,O,X,O,X,X
OTZSIJL,O,O,O,O,X,O,X,X
OTZSLIJ,O,O,O,O,X,O,X,X
OTZSLJI,X,O,X,X,X,X,X,O
OTZSJIL,O,O,O,O,X,O,X,X
OTZSJLI,X,O,X,O,X,O,X,O
OITLJSZ,O,X,O,O,X,O,X,X
OITLJZS,O,X,O,O,X,O,X,X
OITLSJZ,O,X,O,X,X,O,X,O
OITLSZJ,O,X,O,X,X,O,X,O
OITLZJS,X,X,X,O,X,O,X,O
OITLZSJ,O,X,O,O,X,O,X,O
OITJLSZ,O,X,O,O,X,O,O,X
OITJLZS,O,X,O,O,X,O,X,X
OITJSLZ,O,X,O,O,X,O,O,X
OITJSZL,O,O,O,X,X,X,O,X
OITJZLS,O,X,O,O,X,O,O,X
OITJZSL,O,O,O,O,X,O,O,X
OITSLJZ,O,X,O,X,X,O,O,O
OITSLZJ,O,X,O,X,X,O,O,O
OITSJLZ,O,X,O,X,X,O,O,O
OITSJZL,O,O,O,X,X,X,O,O
OITSZLJ,O,O,O,X,X,O,O,O
OITSZJL,O,O,O,X,X,O,O,O
OITZLJS,O,X,O,O,X,O,O,O
OITZLSJ,O,X,O,O,X,O,X,O
OITZJLS,O,X,O,O,X,O,O,O
