sequence,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFxcBTeB?FhB0iBqrB/sB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFXcBidB?cjB1mB5nBzrB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFXcBxdB?UiBFjB6rBTsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeT+IvhFxgB0iB?igBlmBXsBGsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Jex7IvhFTeBigB?FiB0mBusBXsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Jex7IvhFTeBigB?0mBlnBGsBXsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFxdBUhB?FiBXjB6rBTsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Jex7IvhFTeBigB?lmB3nB8rB+sB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Jex7IvhFldBcjB?igB3hBTnBWxB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFTeBFhB?RnB6sBXnB0rB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFxcBTeB?FhB8mB3nBSxB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Je5BJvhFcjBmgB?TiBigBXsBlsB
STILJZO,O,O,O,X,X,X,O,O,X,X,X,X
STILJOZ,O,X,O,X,X,X,X,O,X,X,X,X
STILZJO,O,O,O,X,X,X,O,O,X,X,X,X
STILZOJ,O,O,X,O,X,X,X,O,X,X,X,X
STILOJZ,O,X,O,X,X,X,X,O,X,X,X,X
STILOZJ,O,X,X,X,X,X,X,O,X,X,X,X
STIJLZO,O,O,O,X,X,X,O,X,X,X,X,X
STIJLOZ,O,X,O,X,X,X,X,X,X,O,X,X
STIJZLO,X,O,O,X,X,X,O,X,O,X,X,X
STIJZOL,X,O,O,O,X,X,O,X,O,X,X,O
STIJOLZ,O,X,O,X,X,X,O,X,X,O,X,X
STIJOZL,X,O,O,X,X,X,O,X,X,X,X,O
STIZLJO,X,O,X,X,X,X,O,X,O,X,X,X
STIZLOJ,X,O,X,O,X,X,X,X,O,X,X,X
STIZJLO,X,O,O,X,X,X,O,X,O,X,X,X
STIZJOL,X,O,O,O,X,X,O,X,O,X,X,O
STIZOLJ,X,O,X,O,X,X,X,X,O,X,X,X
STIZOJL,X,O,X,O,X,X,O,X,X,X,X,O
STIOLJZ,X,X,O,X,X,X,O,O,X,X,X,X
STIOLZJ,X,X,O,X,X,X,O,X,X,X,X,X
STIOJLZ,O,X,O,X,X,X,O,X,X,O,X,X
STIOJZL,X,O,O,X,X,X,O,X,X,X,X,O
STIOZLJ,X,O,O,O,X,X,O,X,X,X,X,X
STIOZJL,X,O,O,O,X,X,O,X,X,X,X,O
STLIJZO,O,O,O,X,X,X,O,O,O,X,X,X
STLIJOZ,O,X,O,X,X,X,X,O,X,X,X,X
STLIZJO,O,O,O,X,X,X,O,O,O,X,X,X
STLIZOJ,O,O,O,O,X,X,X,O,O,X,X,X
STLIOJZ,O,X,O,X,X,X,X,O,X,X,X,X
STLIOZJ,O,X,X,X,X,X,X,O,X,X,X,X
STLJIZO,O,O,O,X,X,X,O,O,O,X,X,X
STLJIOZ,O,X,O,X,X,X,X,O,X,X,X,X
STLJZIO,O,O,O,X,X,X,O,O,O,X,X,X
STLJZOI,O,O,O,X,X,X,O,O,O,X,X,X
STLJOIZ,O,X,O,X,X,X,X,O,X,X,X,X
STLJOZI,O,X,O,X,X,X,X,O,X,X,X,X
STLZIJO,O,O,O,X,X,O,O,O,O,X,X,X
STLZIOJ,O,O,O,O,X,O,X,O,O,X,X,X
STLZJIO,O,O,O,X,X,O,O,O,O,X,X,X
STLZJOI,O,O,O,X,X,O,O,O,O,X,X,X
STLZOIJ,O,X,O,O,X,O,X,O,O,X,X,X
STLZOJI,O,O,O,X,X,O,X,O,X,X,X,X
STLOIJZ,O,X,O,X,X,X,X,O,X,X,X,X
STLOIZJ,O,X,O,X,X,X,X,O,X,X,X,X
STLOJIZ,O,X,O,X,X,X,X,O,X,X,X,X
STLOJZI,O,X,O,X,X,X,X,O,X,X,X,X
STLOZIJ,O,X,O,X,X,O,X,O,X,X,X,X
STLOZJI,O,X,O,X,X,O,X,O,X,X,X,X
STJILZO,O,O,O,X,X,X,O,X,X,X,X,X
STJILOZ,O,X,O,X,X,X,X,X,X,O,X,X
STJIZLO,X,O,O,X,X,X,O,X,O,X,X,X
STJIZOL,X,O,O,O,X,X,O,X,O,X,X,O
STJIOLZ,O,X,O,X,X,X,O,X,X,O,X,X
STJIOZL,X,O,O,X,X,X,O,X,X,X,X,O
STJLIZO,O,O,O,X,X,X,O,O,O,X,X,X
STJLIOZ,O,X,O,X,X,X,X,O,X,X,X,X
STJLZIO,O,O,O,X,X,X,O,O,O,X,X,X
STJLZOI,O,O,O,X,X,X,O,O,O,X,X,X
STJLOIZ,O,X,O,X,X,X,X,O,X,X,X,X
STJLOZI,O,X,O,X,X,X,X,O,X,X,X,X
STJZILO,X,O,O,X,X,X,O,X,O,X,O,X
STJZIOL,O,O,O,O,X,X,O,X,O,X,O,O
STJZLIO,O,O,X,X,X,X,O,X,O,X,O,X
STJZLOI,O,O,X,X,X,X,O,X,O,X,O,X
STJZOIL,O,O,X,O,X,X,O,X,O,X,O,O
STJZOLI,O,O,X,X,X,X,O,X,O,X,O,X
STJOILZ,O,O,O,X,X,X,O,X,X,O,X,X
STJOIZL,X,O,O,X,X,X,O,X,X,X,X,O
STJOLIZ,O,O,O,X,X,X,O,O,X,X,X,X
STJOLZI,O,O,O,X,X,X,O,O,X,X,X,X
STJOZIL,X,O,O,X,X,X,O,X,X,X,O,O
STJOZLI,O,O,O,X,X,X,O,X,X,X,O,X
STZILJO,X,O,X,X,X,X,O,X,O,X,O,X
STZILOJ,X,O,X,O,X,X,X,X,O,X,O,X
STZIJLO,X,O,O,X,X,X,O,X,O,X,O,X
STZIJOL,O,O,O,O,X,X,O,X,O,X,O,O
STZIOLJ,X,O,X,O,X,X,X,X,O,X,O,X
STZIOJL,O,O,X,O,X,X,O,X,X,X,O,O
STZLIJO,O,O,X,X,X,O,O,O,O,X,O,X
STZLIOJ,O,O,X,O,X,O,X,O,O,X,O,X
STZLJIO,O,O,X,X,X,O,O,O,O,X,O,X
STZLJOI,O,O,X,X,X,O,O,O,O,X,O,X
STZLOIJ,O,X,X,O,X,O,X,O,O,X,O,X
STZLOJI,O,O,X,X,X,O,X,O,X,X,O,X
STZJILO,X,O,O,X,X,X,O,X,O,X,O,X
STZJIOL,O,O,O,O,X,X,O,X,O,X,O,O
STZJLIO,O,O,X,X,X,X,O,X,O,X,O,X
STZJLOI,O,O,X,X,X,X,O,X,O,X,O,X
STZJOIL,O,O,X,O,X,X,O,X,O,X,O,O
STZJOLI,O,O,X,X,X,X,O,X,O,X,O,X
STZOILJ,X,O,X,O,X,X,X,X,O,X,O,X
STZOIJL,O,O,X,O,X,X,O,X,X,X,O,O
STZOLIJ,O,O,X,O,X,O,X,X,O,X,O,X
STZOLJI,O,O,X,X,X,O,X,O,X,X,O,X
STZOJIL,O,O,X,O,X,X,O,X,X,X,O,O
STZOJLI,O,O,X,X,X,X,O,X,X,X,O,X
STOILJZ,X,O,O,X,X,X,O,O,X,X,X,X
STOILZJ,X,O,O,X,X,X,O,X,X,X,X,X
STOIJLZ,O,O,O,X,X,X,O,X,X,O,X,X
STOIJZL,X,O,O,X,X,X,O,X,X,X,X,O
STOIZLJ,X,O,O,O,X,X,O,X,X,X,X,X
STOIZJL,X,O,O,O,X,X,O,X,X,X,X,O
STOLIJZ,O,O,O,X,X,X,O,O,X,X,X,X
STOLIZJ,O,O,O,X,X,X,O,O,X,X,X,X
STOLJIZ,O,O,O,X,X,X,O,O,X,X,X,X
STOLJZI,O,O,O,X,X,X,O,O,X,X,X,X
STOLZIJ,O,O,O,X,X,O,O,O,X,X,X,X
STOLZJI,O,O,O,X,X,O,O,O,X,X,X,X
STOJILZ,O,O,O,X,X,X,O,X,X,O,X,X
STOJIZL,X,O,O,X,X,X,O,X,X,X,X,O
STOJLIZ,O,O,O,X,X,X,O,O,X,X,X,X
STOJLZI,O,O,O,X,X,X,O,O,X,X,X,X
STOJZIL,X,O,O,X,X,X,O,X,X,X,O,O
STOJZLI,O,O,O,X,X,X,O,X,X,X,O,X
STOZILJ,X,O,O,O,X,X,O,X,X,X,O,X
STOZIJL,X,O,O,O,X,X,O,X,X,X,O,O
STOZLIJ,X,O,O,O,X,O,O,X,X,X,O,X
STOZLJI,X,O,O,X,X,O,O,O,X,X,O,X
STOZJIL,X,O,O,O,X,X,O,X,X,X,O,O
STOZJLI,O,O,O,X,X,X,O,X,X,X,O,X
SITLJZO,X,O,O,X,X,X,O,O,X,X,X,X
SITLJOZ,X,X,O,X,X,X,X,O,X,X,X,X
SITLZJO,X,O,X,X,X,X,O,O,X,X,X,X
SITLZOJ,X,O,X,O,X,X,X,O,X,X,X,X
SITLOJZ,X,X,X,X,X,X,X,O,X,X,X,X
SITLOZJ,X,X,X,X,X,X,X,O,X,X,X,X
SITJLZO,X,O,O,X,X,X,O,X,X,X,X,X
SITJLOZ,X,X,O,X,X,X,X,X,X,O,X,X
SITJZLO,X,O,O,X,X,X,O,X,O,X,X,X
SITJZOL,X,O,O,O,X,X,O,X,O,X,X,O
SITJOLZ,X,X,O,X,X,X,O,X,X,O,X,X
SITJOZL,X,O,O,X,X,X,O,X,X,X,X,O
SITZLJO,X,O,X,X,X,X,O,X,O,X,X,X
SITZLOJ,X,O,X,O,X,X,X,X,O,X,X,X
SITZJLO,X,O,O,X,X,X,O,X,O,X,X,X
SITZJOL,X,O,O,O,X,X,O,X,O,X,X,O
SITZOLJ,X,O,X,O,X,X,X,X,O,X,X,X
SITZOJL,X,O,X,O,X,X,O,X,X,X,X,O
SITOLJZ,X,X,X,X,X,X,O,O,X,X,X,X
SITOLZJ,X,X,X,X,X,X,O,X,X,X,X,X
SITOJLZ,X,X,O,X,X,X,O,X,X,O,X,X
SITOJZL,X,O,O,X,X,X,O,X,X,X,X,O
SITOZLJ,X,O,X,O,X,X,O,X,X,X,X,X
SITOZJL,X,O,X,O,X,X,O,X,X,X,X,O
SILTJZO,O,X,O,X,X,X,O,O,O,X,X,X
SILTJOZ,O,X,O,X,X,X,X,O,X,X,X,X
SILTZJO,O,X,O,X,X,X,O,O,O,X,X,X
SILTZOJ,O,X,O,X,X,X,X,O,O,X,X,X
SILTOJZ,O,X,O,X,X,X,X,O,X,X,X,X
SILTOZJ,O,X,X,X,X,X,X,O,X,X,X,X
SILJTZO,O,X,O,X,X,X,O,X,O,X,X,X
SILJTOZ,O,X,O,X,X,X,X,X,X,X,X,X
SILJZTO,O,X,O,X,X,X,X,X,O,X,X,X
SILJZOT,O,X,O,X,X,X,X,X,O,X,X,O
SILJOTZ,O,X,O,X,X,X,O,X,X,X,X,X
SILJOZT,X,X,O,X,X,X,X,X,O,X,X,O
SILZTJO,O,X,O,X,X,X,X,X,O,X,X,X
SILZTOJ,O,X,O,X,X,X,X,X,O,X,X,X
SILZJTO,O,X,O,X,X,X,X,X,O,X,X,X
SILZJOT,O,X,O,X,X,X,X,X,O,X,X,O
SILZOTJ,O,X,X,O,X,X,X,X,O,X,X,X
SILZOJT,O,X,O,O,X,X,X,X,O,X,X,O
SILOTJZ,O,X,O,X,X,X,O,O,X,X,X,X
SILOTZJ,O,X,O,X,X,X,O,X,X,X,X,X
SILOJTZ,O,X,O,X,X,X,O,X,X,X,X,X
SILOJZT,X,X,O,X,X,X,X,X,O,X,X,O
SILOZTJ,X,X,O,O,X,X,X,X,O,X,X,X
SILOZJT,X,X,O,O,X,X,X,X,O,X,X,O
SIJTLZO,X,O,O,X,X,X,O,X,X,X,X,X
SIJTLOZ,X,X,O,X,X,X,X,X,X,O,X,X
SIJTZLO,X,O,O,X,X,X,O,X,O,X,X,X
SIJTZOL,X,O,O,X,X,X,O,X,O,X,X,O
SIJTOLZ,X,X,O,X,X,X,O,X,X,O,X,X
SIJTOZL,X,O,O,X,X,X,O,X,X,X,X,O
SIJLTZO,O,X,O,X,X,X,O,X,O,X,X,X
SIJLTOZ,O,X,O,X,X,X,X,X,X,X,X,X
SIJLZTO,O,X,O,X,X,X,X,X,O,X,X,X
SIJLZOT,O,X,O,X,X,X,X,X,O,X,X,O
SIJLOTZ,O,X,O,X,X,X,O,X,X,X,X,X
SIJLOZT,X,X,O,X,X,X,X,X,O,X,X,O
SIJZTLO,X,O,X,X,X,X,O,X,O,X,O,X
SIJZTOL,O,O,X,X,X,X,O,X,O,X,O,O
SIJZLTO,O,O,X,X,X,X,X,X,O,X,X,X
SIJZLOT,O,X,X,X,X,X,X,X,O,X,O,O
SIJZOTL,O,O,X,O,X,X,O,X,O,X,O,O
SIJZOLT,O,X,X,O,X,X,X,X,X,X,O,O
SIJOTLZ,X,O,O,X,X,X,O,X,X,O,X,X
SIJOTZL,X,O,O,X,X,X,O,X,X,X,X,O
SIJOLTZ,O,X,X,X,X,X,O,X,X,X,X,X
SIJOLZT,X,X,X,X,X,X,X,X,X,X,X,O
SIJOZTL,X,O,O,O,X,X,O,X,O,X,O,O
SIJOZLT,X,X,O,O,X,X,X,X,X,X,O,O
SIZTLJO,X,O,X,X,X,X,O,X,O,X,O,X
SIZTLOJ,X,O,X,O,X,X,X,X,O,X,O,X
SIZTJLO,X,O,X,X,X,X,O,X,O,X,O,X
SIZTJOL,O,O,X,O,X,X,O,X,O,X,O,O
SIZTOLJ,X,O,X,O,X,X,X,X,O,X,O,X
SIZTOJL,O,O,X,O,X,X,O,X,X,X,O,O
SIZLTJO,O,O,X,X,X,X,X,X,O,X,O,X
SIZLTOJ,O,O,X,X,X,X,X,X,O,X,O,X
SIZLJTO,O,O,X,X,X,X,X,X,O,X,X,X
SIZLJOT,O,X,X,X,X,X,X,X,O,X,O,O
SIZLOTJ,O,X,X,O,X,X,X,X,O,X,O,X
SIZLOJT,O,X,X,O,X,X,X,X,O,X,O,O
SIZJTLO,X,O,X,X,X,X,O,X,O,X,O,X
SIZJTOL,O,O,X,X,X,X,O,X,O,X,O,O
SIZJLTO,O,O,X,X,X,X,X,X,O,X,X,X
SIZJLOT,O,X,X,X,X,X,X,X,O,X,O,O
SIZJOTL,O,O,X,O,X,X,O,X,O,X,O,O
SIZJOLT,O,X,X,O,X,X,X,X,X,X,O,O
SIZOTLJ,X,O,X,O,X,X,O,X,O,X,O,X
SIZOTJL,O,O,X,O,X,X,O,X,X,X,O,O
SIZOLTJ,O,X,X,O,X,X,X,X,X,X,O,X
SIZOLJT,O,X,X,O,X,X,X,X,X,X,O,O
SIZOJTL,O,O,X,O,X,X,O,X,O,X,O,O
SIZOJLT,O,X,X,O,X,X,X,X,X,X,O,O
SIOTLJZ,X,O,O,X,X,X,O,O,X,X,X,X
SIOTLZJ,X,O,X,X,X,X,O,X,X,X,X,X
SIOTJLZ,X,O,O,X,X,X,O,X,X,O,X,X
SIOTJZL,X,O,O,X,X,X,O,X,X,X,X,O
SIOTZLJ,X,O,O,O,X,X,O,X,X,X,X,X
SIOTZJL,X,O,O,O,X,X,O,X,X,X,X,O
SIOLTJZ,O,X,X,X,X,X,O,O,X,X,X,X
SIOLTZJ,O,X,X,X,X,X,O,X,X,X,X,X
SIOLJTZ,O,X,X,X,X,X,O,X,X,X,X,X
SIOLJZT,X,X,X,X,X,X,X,X,X,X,X,O
SIOLZTJ,X,X,X,O,X,X,X,X,X,X,X,X
SIOLZJT,X,X,X,O,X,X,X,X,X,X,X,O
SIOJTLZ,X,O,O,X,X,X,O,X,X,O,X,X
SIOJTZL,X,O,O,X,X,X,O,X,X,X,X,O
SIOJLTZ,O,X,X,X,X,X,O,X,X,X,X,X
SIOJLZT,X,X,X,X,X,X,X,X,X,X,X,O
SIOJZTL,X,O,O,O,X,X,O,X,O,X,O,O
SIOJZLT,X,X,O,O,X,X,X,X,X,X,O,O
SIOZTLJ,X,O,O,O,X,X,O,X,O,X,O,X
SIOZTJL,X,O,O,O,X,X,O,X,X,X,O,O
SIOZLTJ,X,X,X,O,X,X,X,X,X,X,O,X
SIOZLJT,X,X,O,O,X,X,X,X,X,X,O,O
SIOZJTL,X,O,O,O,X,X,O,X,O,X,O,O
SIOZJLT,X,X,O,O,X,X,X,X,X,X,O,O
SLTIJZO,O,O,O,X,X,X,O,O,O,X,X,X
SLTIJOZ,O,X,O,X,X,X,X,O,X,X,X,X
SLTIZJO,O,O,O,X,X,X,O,O,O,X,X,X
SLTIZOJ,O,O,O,O,X,X,X,O,O,X,X,X
SLTIOJZ,O,X,O,X,X,X,X,O,X,X,X,X
SLTIOZJ,O,X,X,X,X,X,X,O,X,X,X,X
SLTJIZO,O,O,O,X,X,X,O,O,O,X,X,X
SLTJIOZ,O,X,O,X,X,X,X,O,X,X,X,X
SLTJZIO,O,O,O,X,X,X,O,O,O,X,X,X
SLTJZOI,O,O,O,X,X,X,O,O,O,X,X,X
SLTJOIZ,O,X,O,X,X,X,X,O,X,X,X,X
SLTJOZI,O,X,O,X,X,X,X,O,X,X,X,X
SLTZIJO,O,O,O,X,X,O,O,O,O,X,X,X
SLTZIOJ,O,O,O,O,X,O,X,O,O,X,X,X
SLTZJIO,O,O,O,X,X,O,O,O,O,X,X,X
SLTZJOI,O,O,O,X,X,O,O,O,O,X,X,X
SLTZOIJ,O,X,O,O,X,O,X,O,O,X,X,X
SLTZOJI,O,O,O,X,X,O,X,O,X,X,X,X
SLTOIJZ,O,X,O,X,X,X,X,O,X,X,X,X
SLTOIZJ,O,X,O,X,X,X,X,O,X,X,X,X
SLTOJIZ,O,X,O,X,X,X,X,O,X,X,X,X
SLTOJZI,O,X,O,X,X,X,X,O,X,X,X,X
SLTOZIJ,O,X,O,X,X,O,X,O,X,X,X,X
SLTOZJI,O,X,O,X,X,O,X,O,X,X,X,X
SLITJZO,O,X,O,X,X,X,O,O,O,X,X,X
SLITJOZ,O,X,O,X,X,X,X,O,X,X,X,X
SLITZJO,O,X,O,X,X,X,O,O,O,X,X,X
SLITZOJ,O,X,O,X,X,X,X,O,O,X,X,X
SLITOJZ,O,X,O,X,X,X,X,O,X,X,X,X
SLITOZJ,O,X,X,X,X,X,X,O,X,X,X,X
SLIJTZO,O,X,O,X,X,X,O,X,O,X,X,X
SLIJTOZ,O,X,O,X,X,X,X,X,X,X,X,X
SLIJZTO,O,X,O,X,O,X,X,X,O,X,X,X
SLIJZOT,O,X,O,X,O,X,X,X,O,X,X,O
SLIJOTZ,O,X,O,X,X,X,O,X,X,X,X,X
SLIJOZT,X,X,O,X,O,X,X,X,O,X,X,O
SLIZTJO,O,X,O,X,X,O,X,X,O,X,X,X
SLIZTOJ,O,X,O,X,X,O,X,X,O,X,X,X
SLIZJTO,O,X,O,X,O,X,X,X,O,X,X,X
SLIZJOT,O,X,O,X,O,X,X,X,O,X,X,O
SLIZOTJ,O,X,X,O,X,O,X,X,O,X,X,X
SLIZOJT,O,X,O,O,X,X,X,X,O,X,X,O
SLIOTJZ,O,X,O,X,X,X,O,O,X,X,X,X
SLIOTZJ,O,X,O,X,X,X,O,X,X,X,X,X
SLIOJTZ,O,X,O,X,X,X,O,X,X,X,X,X
SLIOJZT,X,X,O,X,O,X,X,X,O,X,X,O
SLIOZTJ,X,X,O,O,X,O,X,X,O,X,X,X
SLIOZJT,X,X,O,O,X,X,X,X,O,X,X,O
SLJTIZO,O,O,O,X,X,X,O,O,O,X,X,X
SLJTIOZ,O,X,O,X,X,X,X,O,X,X,X,X
SLJTZIO,O,O,O,X,X,X,O,O,O,X,X,X
SLJTZOI,O,O,O,X,X,X,O,O,O,X,X,X
SLJTOIZ,O,X,O,X,X,X,X,O,X,X,X,X
SLJTOZI,O,X,O,X,O,X,X,O,X,X,X,X
SLJITZO,O,X,O,X,X,X,O,X,O,X,X,X
SLJITOZ,O,X,O,X,X,X,X,X,X,X,X,X
SLJIZTO,O,X,O,X,O,X,X,X,O,X,X,X
SLJIZOT,O,X,O,X,O,X,X,X,O,X,X,O
SLJIOTZ,O,X,O,X,X,X,O,X,X,X,X,X
SLJIOZT,X,X,O,X,O,X,X,X,O,X,X,O
SLJZTIO,O,O,O,X,O,X,O,X,O,X,O,X
SLJZTOI,O,O,O,X,O,X,O,X,O,X,O,X
SLJZITO,O,X,O,X,O,X,X,X,O,X,X,X
SLJZIOT,O,X,O,X,O,X,X,X,O,X,O,O
SLJZOTI,O,O,O,X,O,X,X,X,O,X,O,X
SLJZOIT,O,X,O,X,O,X,X,X,O,X,O,O
SLJOTIZ,O,O,O,X,X,X,O,O,O,X,X,X
SLJOTZI,O,O,O,X,O,X,O,O,O,X,X,X
SLJOITZ,O,X,O,X,X,X,O,X,O,X,X,X
SLJOIZT,X,X,O,X,O,X,X,X,O,X,X,O
SLJOZTI,O,O,O,X,O,X,O,X,O,X,O,X
SLJOZIT,O,X,O,X,O,X,X,X,O,X,O,O
SLZTIJO,O,O,O,X,X,O,O,O,O,X,O,X
SLZTIOJ,O,O,O,O,X,O,X,O,O,X,O,X
SLZTJIO,O,O,O,X,X,O,O,O,O,X,O,X
SLZTJOI,O,O,O,X,X,O,O,O,O,X,O,X
SLZTOIJ,O,X,O,O,X,O,X,O,O,X,O,X
SLZTOJI,O,O,O,X,X,O,X,O,X,X,O,X
SLZITJO,O,X,O,X,X,O,X,X,O,X,O,X
SLZITOJ,O,X,O,X,X,O,X,X,O,X,O,X
SLZIJTO,O,X,O,X,O,X,X,X,O,X,X,X
SLZIJOT,O,X,O,X,O,X,X,X,O,X,O,O
SLZIOTJ,O,X,X,O,X,O,X,X,O,X,O,X
SLZIOJT,O,X,O,O,X,X,X,X,O,X,O,O
SLZJTIO,O,O,O,X,O,X,O,X,O,X,O,X
SLZJTOI,O,O,O,X,O,X,O,X,O,X,O,X
SLZJITO,O,X,O,X,O,X,X,X,O,X,X,X
SLZJIOT,O,X,O,X,O,X,X,X,O,X,O,O
SLZJOTI,O,O,O,X,O,X,X,X,O,X,O,X
SLZJOIT,O,X,O,X,O,X,X,X,O,X,O,O
SLZOTIJ,O,O,O,O,X,O,X,X,O,X,O,X
SLZOTJI,O,O,O,X,X,O,X,O,X,X,O,X
SLZOITJ,O,X,O,O,X,O,X,X,O,X,O,X
SLZOIJT,O,X,O,O,X,X,X,X,O,X,O,O
SLZOJTI,O,O,O,X,X,X,X,X,O,X,O,X
SLZOJIT,O,X,O,X,X,X,X,X,O,X,O,O
SLOTIJZ,O,O,O,X,X,X,O,O,X,X,X,X
SLOTIZJ,O,O,O,X,X,X,O,O,X,X,X,X
SLOTJIZ,O,O,O,X,X,X,O,O,X,X,X,X
SLOTJZI,O,O,O,X,X,X,O,O,X,X,X,X
SLOTZIJ,O,O,O,X,X,O,O,O,X,X,X,X
SLOTZJI,O,O,O,X,X,O,O,O,X,X,X,X
SLOITJZ,O,X,O,X,X,X,O,O,X,X,X,X
SLOITZJ,O,X,O,X,X,X,O,X,X,X,X,X
SLOIJTZ,O,X,O,X,X,X,O,X,X,X,X,X
SLOIJZT,X,X,O,X,O,X,X,X,O,X,X,O
SLOIZTJ,X,X,O,O,X,O,X,X,O,X,X,X
SLOIZJT,X,X,O,O,X,X,X,X,O,X,X,O
SLOJTIZ,O,O,O,X,X,X,O,O,X,X,X,X
SLOJTZI,O,O,O,X,O,X,O,O,X,X,X,X
SLOJITZ,O,X,O,X,X,X,O,X,X,X,X,X
SLOJIZT,X,X,O,X,O,X,X,X,O,X,X,O
SLOJZTI,O,O,O,X,O,X,O,X,O,X,O,X
SLOJZIT,O,X,O,X,O,X,X,X,O,X,O,O
SLOZTIJ,O,O,O,O,X,O,O,X,O,X,O,X
SLOZTJI,O,O,O,X,X,O,O,O,X,X,O,X
SLOZITJ,O,X,O,O,X,O,X,X,O,X,O,X
SLOZIJT,O,X,O,O,X,X,X,X,O,X,O,O
SLOZJTI,O,O,O,X,X,X,O,X,O,X,O,X
SLOZJIT,O,X,O,X,X,X,X,X,O,X,O,O
SJTILZO,O,O,O,X,X,X,O,X,X,X,X,X
SJTILOZ,O,X,O,X,X,X,X,X,X,O,X,X
SJTIZLO,X,O,O,X,X,X,O,X,O,X,X,X
SJTIZOL,X,O,O,O,X,X,O,X,O,X,X,O
SJTIOLZ,O,X,O,X,X,X,O,X,X,O,X,X
SJTIOZL,X,O,O,X,X,X,O,X,X,X,X,O
SJTLIZO,O,O,O,X,X,X,O,O,O,X,X,X
SJTLIOZ,O,X,O,X,X,X,X,O,X,X,X,X
SJTLZIO,O,O,O,X,X,X,O,O,O,X,X,X
SJTLZOI,O,O,O,X,X,X,O,O,O,X,X,X
SJTLOIZ,O,X,O,X,X,X,X,O,X,X,X,X
SJTLOZI,O,X,O,X,O,X,X,O,X,X,X,X
SJTZILO,X,O,O,X,X,X,O,X,O,X,O,X
SJTZIOL,O,O,O,O,X,X,O,X,O,X,O,O
SJTZLIO,O,O,X,X,X,X,O,X,O,X,O,X
SJTZLOI,O,O,X,X,X,X,O,X,O,X,O,X
SJTZOIL,O,O,X,O,X,X,O,X,O,X,O,O
SJTZOLI,O,O,X,X,X,X,O,X,O,X,O,X
SJTOILZ,O,O,O,X,X,X,O,X,X,O,X,X
SJTOIZL,X,O,O,X,X,X,O,X,X,X,X,O
SJTOLIZ,O,O,O,X,X,X,O,O,X,X,X,X
SJTOLZI,O,O,O,X,O,X,O,O,X,X,X,X
SJTOZIL,X,O,O,X,X,X,O,X,X,X,O,O
SJTOZLI,O,O,O,X,X,X,O,X,X,X,O,X
SJITLZO,X,O,O,X,X,X,O,X,X,X,X,X
SJITLOZ,X,X,O,X,X,X,X,X,X,O,X,X
SJITZLO,X,O,O,X,X,X,O,X,O,X,X,X
SJITZOL,X,O,O,X,X,X,O,X,O,X,X,O
SJITOLZ,X,X,O,X,X,X,O,X,X,O,X,X
SJITOZL,X,O,O,X,X,X,O,X,X,X,X,O
SJILTZO,O,X,O,X,X,X,O,X,O,X,X,X
SJILTOZ,O,X,O,X,X,X,X,X,X,X,X,X
SJILZTO,O,X,O,X,X,X,X,X,O,X,X,X
SJILZOT,O,X,O,X,X,X,X,X,O,X,X,O
SJILOTZ,O,X,O,X,X,X,O,X,X,X,X,X
SJILOZT,X,X,O,X,X,X,X,X,O,X,X,O
SJIZTLO,X,O,X,X,X,X,O,X,O,X,O,X
SJIZTOL,O,O,X,X,X,X,O,X,O,X,O,O
SJIZLTO,O,O,X,X,X,X,X,X,O,X,X,X
SJIZLOT,O,X,X,X,X,X,X,X,O,X,O,O
SJIZOTL,O,O,X,O,X,X,O,X,O,X,O,O
SJIZOLT,O,X,X,O,X,X,X,X,X,X,O,O
SJIOTLZ,X,O,O,X,X,X,O,X,X,O,X,X
SJIOTZL,X,O,O,X,X,X,O,X,X,X,X,O
SJIOLTZ,O,X,X,X,X,X,O,X,X,X,X,X
SJIOLZT,X,X,X,X,X,X,X,X,X,X,X,O
SJIOZTL,X,O,O,O,X,X,O,X,O,X,O,O
SJIOZLT,X,X,O,O,X,X,X,X,X,X,O,O
SJLTIZO,O,O,O,X,X,X,O,O,O,X,X,X
SJLTIOZ,O,X,O,X,X,X,X,O,X,X,X,X
SJLTZIO,O,O,O,X,X,X,O,O,O,X,X,X
SJLTZOI,O,O,O,X,X,X,O,O,O,X,X,X
SJLTOIZ,O,X,O,X,X,X,X,O,X,X,X,X
SJLTOZI,O,X,O,X,O,X,X,O,X,X,X,X
SJLITZO,O,X,O,X,X,X,O,X,O,X,X,X
SJLITOZ,O,X,O,X,X,X,X,X,X,X,X,X
SJLIZTO,O,X,O,X,O,X,X,X,O,X,X,X
