sequence,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jex7IvhFOiBXeBclBT?hBSoBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jex7IvhFXdB6jBclB2?mBziBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jex7IvhFidB+jBclBT?hB3iBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Je07IvhFxcBzhBGjBX?jBilBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jel7IvhFfjB6jBZmBu?rBUnBTqB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jem7IvhFzcBfjB6jBc?lBxmBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jex7IvhFTeBclBihBW?oBXiBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jem7IvhFSiBTeBclB3?hBxnBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jez8IvhFGeB3gBUjBx?mBilBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Je07IvhFlcBXiBTjBC?jBxqBmqB
SJOTZIL,X,O,O,O,X,X,O,X,X,X
SJOTZLI,X,O,O,O,X,X,O,X,X,O
SJOITLZ,X,X,X,X,O,X,X,X,X,O
SJOITZL,X,X,X,X,O,X,X,X,X,O
SJOILTZ,X,X,X,X,O,X,X,X,X,O
SJOILZT,X,O,O,O,O,X,X,X,X,O
SJOIZTL,X,O,X,O,O,X,X,X,X,O
SJOIZLT,X,O,X,O,O,X,X,X,X,O
SJOLTIZ,X,X,O,X,O,X,X,X,X,X
SJOLTZI,X,O,O,X,X,X,X,X,X,X
SJOLITZ,X,X,X,X,O,X,X,X,X,X
SJOLIZT,X,O,O,O,O,X,X,X,X,X
SJOLZTI,X,O,O,O,X,X,X,X,X,X
SJOLZIT,X,O,O,O,O,O,X,X,X,X
SJOZTIL,X,O,O,O,X,X,O,X,X,X
SJOZTLI,X,O,O,O,X,X,O,X,X,O
SJOZITL,X,O,X,O,O,O,X,X,X,X
SJOZILT,X,O,O,O,O,O,X,X,X,X
SJOZLTI,X,O,O,O,X,X,X,X,X,X
SJOZLIT,X,O,O,O,O,O,X,X,X,X
SZTILJO,O,O,X,X,O,O,O,O,O,X
SZTILOJ,O,O,X,O,X,O,X,O,O,O
SZTIJLO,O,O,O,X,O,O,O,O,O,X
SZTIJOL,X,O,O,X,X,O,O,O,O,O
SZTIOLJ,O,O,X,X,X,O,X,O,O,O
SZTIOJL,O,O,O,O,X,O,X,O,O,O
SZTLIJO,O,O,X,X,O,O,O,X,X,X
SZTLIOJ,O,O,X,O,X,O,X,X,X,X
SZTLJIO,O,O,X,X,X,O,O,X,X,X
SZTLJOI,O,O,X,O,X,X,O,X,X,X
SZTLOIJ,O,O,X,O,O,X,X,X,X,O
SZTLOJI,O,O,X,O,X,X,X,X,X,O
SZTJILO,O,O,O,X,X,O,O,O,O,X
SZTJIOL,X,O,O,X,X,O,O,O,O,X
SZTJLIO,O,O,O,X,X,O,O,X,X,X
SZTJLOI,O,O,O,O,X,X,O,X,X,X
SZTJOIL,O,O,O,O,X,X,O,X,X,X
SZTJOLI,O,O,O,O,X,X,O,X,X,O
SZTOILJ,O,O,X,X,O,X,X,X,X,O
SZTOIJL,O,O,O,O,O,X,X,X,X,X
SZTOLIJ,O,O,X,X,O,X,X,X,X,O
SZTOLJI,O,O,X,X,X,X,X,X,X,O
SZTOJIL,O,O,O,O,X,X,X,X,X,X
SZTOJLI,O,O,O,O,X,X,X,X,X,O
SZITLJO,O,O,X,X,O,O,O,O,X,X
SZITLOJ,O,O,X,O,X,O,X,O,X,O
SZITJLO,O,O,O,X,O,O,O,O,X,X
SZITJOL,X,O,O,X,X,O,O,O,O,O
SZITOLJ,O,O,X,X,X,O,X,O,X,O
SZITOJL,O,O,O,O,X,O,X,O,O,O
SZILTJO,O,O,X,X,O,O,X,X,X,X
SZILTOJ,O,O,X,X,X,O,X,X,X,O
SZILJTO,O,O,X,X,O,O,X,X,X,X
SZILJOT,O,O,X,X,X,O,X,O,O,X
SZILOTJ,X,O,X,X,X,O,X,X,X,O
SZILOJT,O,O,X,O,X,O,X,O,O,X
SZIJTLO,X,O,O,X,O,O,X,X,X,O
SZIJTOL,X,O,O,X,X,O,X,X,O,O
SZIJLTO,O,O,O,X,O,O,X,X,X,O
SZIJLOT,O,O,O,X,X,O,X,O,O,O
SZIJOTL,X,O,X,X,X,O,X,X,O,O
SZIJOLT,X,O,O,X,X,O,X,O,O,O
SZIOTLJ,X,O,X,X,X,O,X,O,X,O
SZIOTJL,X,X,X,X,X,O,X,O,O,O
SZIOLTJ,X,O,X,X,X,O,X,X,X,O
SZIOLJT,X,O,X,X,X,O,X,O,O,X
SZIOJTL,X,O,X,O,X,O,X,X,O,O
SZIOJLT,X,O,X,O,X,O,X,O,O,O
SZLTIJO,O,O,X,X,O,O,X,X,X,X
SZLTIOJ,O,O,X,X,X,O,X,X,X,X
SZLTJIO,O,O,X,X,X,O,X,X,X,X
SZLTJOI,O,O,X,X,X,X,X,X,X,X
SZLTOIJ,O,O,X,X,O,X,X,X,X,O
SZLTOJI,O,O,X,X,X,X,X,X,X,O
SZLITJO,O,O,X,X,O,O,X,X,X,X
SZLITOJ,O,O,X,X,X,O,X,X,X,X
SZLIJTO,O,O,X,X,O,O,X,X,X,X
SZLIJOT,O,O,X,X,X,O,X,X,X,X
SZLIOTJ,X,O,X,X,X,O,X,X,X,X
SZLIOJT,O,O,X,O,X,O,X,X,X,X
SZLJTIO,O,O,X,X,X,O,X,X,X,X
SZLJTOI,O,X,X,X,X,X,X,X,X,X
SZLJITO,O,O,X,X,O,O,X,X,X,X
SZLJIOT,O,O,X,X,X,O,X,X,X,X
SZLJOTI,O,X,X,O,X,X,X,X,X,X
SZLJOIT,O,O,X,O,O,O,X,X,X,X
SZLOTIJ,O,O,X,X,O,X,X,X,X,O
SZLOTJI,O,O,X,X,X,X,X,X,X,O
SZLOITJ,X,O,X,X,O,O,X,X,X,X
SZLOIJT,O,O,X,O,O,O,X,X,X,X
SZLOJTI,O,O,X,O,X,X,X,X,X,X
SZLOJIT,O,O,X,O,O,O,X,X,X,X
SZJTILO,O,O,O,X,X,O,O,X,O,X
SZJTIOL,X,O,O,X,X,O,O,X,O,X
SZJTLIO,O,O,O,X,X,O,O,X,X,X
SZJTLOI,O,X,O,O,X,X,O,X,X,X
SZJTOIL,O,O,O,O,X,X,O,X,X,X
SZJTOLI,O,O,O,O,X,X,O,X,X,O
SZJITLO,X,O,O,X,O,O,X,X,X,X
SZJITOL,X,O,O,X,X,O,X,X,O,X
SZJILTO,O,O,O,X,O,O,X,X,X,X
SZJILOT,O,O,O,X,X,O,X,O,O,X
SZJIOTL,X,O,X,X,X,O,X,X,O,X
SZJIOLT,X,O,O,X,X,O,X,O,O,X
SZJLTIO,O,O,O,X,X,O,X,X,X,X
SZJLTOI,O,X,O,X,X,X,X,X,X,X
SZJLITO,O,O,O,X,O,O,X,X,X,X
SZJLIOT,O,O,O,X,X,O,X,X,X,X
SZJLOTI,O,O,O,O,X,X,X,X,X,X
SZJLOIT,O,O,O,O,O,O,X,X,X,X
SZJOTIL,X,O,O,O,X,X,O,X,X,X
SZJOTLI,X,O,O,O,X,X,O,X,X,O
SZJOITL,X,O,X,O,O,O,X,X,X,X
SZJOILT,X,O,O,O,O,O,X,X,X,X
SZJOLTI,X,O,O,O,X,X,X,X,X,X
SZJOLIT,X,O,O,O,O,O,X,X,X,X
SZOTILJ,X,O,X,X,O,X,X,X,X,O
SZOTIJL,X,O,X,X,O,X,X,X,X,X
SZOTLIJ,X,O,X,X,O,X,X,X,X,O
SZOTLJI,X,O,X,X,X,X,X,X,X,O
SZOTJIL,X,O,X,X,X,X,X,X,X,X
SZOTJLI,X,O,X,X,X,X,X,X,X,O
SZOITLJ,X,O,X,X,O,O,X,X,X,O
SZOITJL,X,X,X,X,O,O,X,X,X,O
SZOILTJ,X,O,X,X,O,O,X,X,X,O
SZOILJT,X,O,X,X,O,O,X,X,X,X
SZOIJTL,X,O,X,O,O,O,X,X,X,O
SZOIJLT,X,O,X,O,O,O,X,X,X,O
SZOLTIJ,X,O,X,X,O,X,X,X,X,O
SZOLTJI,X,O,X,X,X,X,X,X,X,O
SZOLITJ,X,O,X,X,O,O,X,X,X,X
SZOLIJT,X,O,X,X,O,O,X,X,X,X
SZOLJTI,X,O,X,X,X,X,X,X,X,X
SZOLJIT,X,O,X,X,O,O,X,X,X,X
SZOJTIL,X,O,X,O,X,X,X,X,X,X
SZOJTLI,X,O,X,O,X,X,X,X,X,O
SZOJITL,X,O,X,O,O,O,X,X,X,X
SZOJILT,X,O,X,O,O,O,X,X,X,X
SZOJLTI,X,O,X,O,X,X,X,X,X,X
SZOJLIT,X,O,X,O,O,O,X,X,X,X
SOTILJZ,X,O,X,X,O,O,X,X,X,X
SOTILZJ,X,O,X,X,O,O,X,X,X,O
SOTIJLZ,X,O,X,X,O,O,X,X,X,O
SOTIJZL,X,O,X,O,O,O,X,X,X,O
SOTIZLJ,X,O,X,X,O,O,X,X,X,O
SOTIZJL,X,O,X,O,O,O,X,X,X,O
SOTLIJZ,X,O,X,O,O,O,X,X,X,X
SOTLIZJ,X,O,X,O,O,O,X,X,X,X
SOTLJIZ,X,O,X,O,O,X,X,X,X,X
SOTLJZI,X,O,X,O,X,X,X,X,X,X
SOTLZIJ,X,O,X,O,O,X,X,X,X,O
SOTLZJI,X,O,X,O,X,X,X,X,X,O
SOTJILZ,X,O,X,X,O,X,X,X,X,X
SOTJIZL,X,O,X,O,O,X,X,X,X,X
SOTJLIZ,X,O,X,O,O,X,X,X,X,X
SOTJLZI,X,O,X,O,X,X,X,X,X,X
SOTJZIL,X,O,X,O,X,X,X,X,X,X
SOTJZLI,X,O,X,O,X,X,X,X,X,O
SOTZILJ,X,O,X,X,O,X,X,X,X,O
SOTZIJL,X,O,X,O,O,X,X,X,X,X
SOTZLIJ,X,O,X,X,O,X,X,X,X,O
SOTZLJI,X,O,X,X,X,X,X,X,X,O
SOTZJIL,X,O,X,O,X,X,X,X,X,X
SOTZJLI,X,O,X,O,X,X,X,X,X,O
SOITLJZ,X,O,X,X,O,X,X,X,X,X
SOITLZJ,X,O,X,X,O,O,X,X,X,O
SOITJLZ,X,O,X,X,O,X,X,X,X,O
SOITJZL,X,O,X,X,O,X,X,X,X,O
SOITZLJ,X,O,X,X,O,O,X,X,X,O
SOITZJL,X,O,X,X,O,O,X,X,X,O
SOILTJZ,X,O,X,X,O,X,X,X,X,X
SOILTZJ,X,O,X,X,O,O,X,X,X,O
SOILJTZ,X,X,X,X,O,X,X,X,X,O
SOILJZT,X,O,X,O,O,O,X,X,X,O
SOILZTJ,X,O,X,X,O,O,X,X,X,O
SOILZJT,X,O,X,O,O,O,X,X,X,X
SOIJTLZ,X,X,X,X,O,X,X,X,X,O
SOIJTZL,X,X,X,X,O,X,X,X,X,O
SOIJLTZ,X,X,X,X,O,X,X,X,X,O
SOIJLZT,X,O,X,O,O,O,X,X,X,O
SOIJZTL,X,O,X,O,O,O,X,X,X,O
SOIJZLT,X,O,X,O,O,O,X,X,X,O
SOIZTLJ,X,O,X,X,O,O,X,X,X,O
SOIZTJL,X,X,X,X,O,O,X,X,X,O
SOIZLTJ,X,O,X,X,O,O,X,X,X,O
SOIZLJT,X,O,X,X,O,O,X,X,X,X
SOIZJTL,X,O,X,O,O,O,X,X,X,O
SOIZJLT,X,O,X,O,O,O,X,X,X,O
SOLTIJZ,X,O,X,X,O,O,X,X,X,X
SOLTIZJ,X,O,X,X,O,O,X,X,X,X
SOLTJIZ,X,O,X,X,O,X,X,X,X,X
SOLTJZI,X,O,X,X,X,X,X,X,X,X
SOLTZIJ,X,O,X,X,O,X,X,X,X,O
SOLTZJI,X,O,X,X,X,X,X,X,X,O
SOLITJZ,X,O,X,X,O,X,X,X,X,X
SOLITZJ,X,O,X,X,O,O,X,X,X,O
SOLIJTZ,X,X,X,X,O,X,X,X,X,O
SOLIJZT,X,O,X,O,O,O,X,X,X,O
SOLIZTJ,X,O,X,X,O,O,X,X,X,O
SOLIZJT,X,O,X,O,O,O,X,X,X,X
SOLJTIZ,X,O,X,X,O,X,X,X,X,X
SOLJTZI,X,O,X,X,X,X,X,X,X,X
SOLJITZ,X,X,X,X,O,X,X,X,X,X
SOLJIZT,X,O,X,O,O,X,X,X,X,X
SOLJZTI,X,O,X,O,X,X,X,X,X,X
SOLJZIT,X,O,X,O,O,O,X,X,X,X
SOLZTIJ,X,O,X,X,O,X,X,X,X,O
SOLZTJI,X,O,X,X,X,X,X,X,X,O
SOLZITJ,X,O,X,X,O,O,X,X,X,X
SOLZIJT,X,O,X,O,O,O,X,X,X,X
SOLZJTI,X,O,X,O,X,X,X,X,X,X
SOLZJIT,X,O,X,O,O,O,X,X,X,X
SOJTILZ,X,O,X,X,O,X,X,X,X,X
SOJTIZL,X,O,X,O,O,X,X,X,X,X
SOJTLIZ,X,O,X,O,O,X,X,X,X,X
SOJTLZI,X,O,X,O,X,X,X,X,X,X
SOJTZIL,X,O,X,O,X,X,X,X,X,X
SOJTZLI,X,O,X,O,X,X,X,X,X,O
SOJITLZ,X,X,X,X,O,X,X,X,X,O
SOJITZL,X,X,X,X,O,X,X,X,X,O
SOJILTZ,X,X,X,X,O,X,X,X,X,O
SOJILZT,X,O,X,O,O,X,X,X,X,O
SOJIZTL,X,O,X,O,O,X,X,X,X,O
SOJIZLT,X,O,X,O,O,X,X,X,X,O
SOJLTIZ,X,O,X,X,O,X,X,X,X,X
SOJLTZI,X,O,X,X,X,X,X,X,X,X
SOJLITZ,X,X,X,X,O,X,X,X,X,X
SOJLIZT,X,O,X,O,O,X,X,X,X,X
SOJLZTI,X,O,X,O,X,X,X,X,X,X
SOJLZIT,X,O,X,O,O,O,X,X,X,X
SOJZTIL,X,O,X,O,X,X,X,X,X,X
SOJZTLI,X,O,X,O,X,X,X,X,X,O
SOJZITL,X,O,X,O,O,O,X,X,X,X
SOJZILT,X,O,X,O,O,O,X,X,X,X
SOJZLTI,X,O,X,O,X,X,X,X,X,X
SOJZLIT,X,O,X,O,O,O,X,X,X,X
SOZTILJ,X,O,X,X,O,X,X,X,X,O
SOZTIJL,X,O,X,X,O,X,X,X,X,X
SOZTLIJ,X,O,X,X,O,X,X,X,X,O
SOZTLJI,X,O,X,X,X,X,X,X,X,O
SOZTJIL,X,O,X,X,X,X,X,X,X,X
SOZTJLI,X,O,X,X,X,X,X,X,X,O
SOZITLJ,X,O,X,X,O,O,X,X,X,O
SOZITJL,X,X,X,X,O,O,X,X,X,O
SOZILTJ,X,O,X,X,O,O,X,X,X,O
SOZILJT,X,O,X,X,O,O,X,X,X,X
SOZIJTL,X,O,X,O,O,O,X,X,X,O
SOZIJLT,X,O,X,O,O,O,X,X,X,O
SOZLTIJ,X,O,X,X,O,X,X,X,X,O
SOZLTJI,X,O,X,X,X,X,X,X,X,O
SOZLITJ,X,O,X,X,O,O,X,X,X,X
SOZLIJT,X,O,X,X,O,O,X,X,X,X
SOZLJTI,X,O,X,X,X,X,X,X,X,X
SOZLJIT,X,O,X,X,O,O,X,X,X,X
SOZJTIL,X,O,X,O,X,X,X,X,X,X
SOZJTLI,X,O,X,O,X,X,X,X,X,O
SOZJITL,X,O,X,O,O,O,X,X,X,X
SOZJILT,X,O,X,O,O,O,X,X,X,X
SOZJLTI,X,O,X,O,X,X,X,X,X,X
SOZJLIT,X,O,X,O,O,O,X,X,X,X
ZTILJSO,O,O,O,X,O,O,O,O,O,X
ZTILJOS,O,O,O,O,X,O,O,O,O,X
ZTILSJO,O,O,X,X,O,O,O,O,O,X
ZTILSOJ,O,O,X,O,X,O,X,O,O,O
ZTILOJS,O,O,O,O,X,O,O,O,O,X
ZTILOSJ,O,O,X,O,X,O,X,O,O,X
ZTIJLSO,O,O,O,X,O,O,O,O,O,X
ZTIJLOS,O,O,O,O,X,O,O,O,O,X
ZTIJSLO,O,O,O,X,O,O,O,O,O,X
ZTIJSOL,X,O,O,X,X,O,O,O,O,O
ZTIJOLS,O,O,O,O,X,O,O,O,O,X
ZTIJOSL,O,O,O,O,X,O,O,O,O,X
ZTISLJO,O,O,X,X,O,O,O,O,O,X
ZTISLOJ,O,O,X,O,X,O,X,O,O,O
ZTISJLO,O,O,O,X,O,O,O,O,O,X
ZTISJOL,X,O,O,X,X,O,O,O,O,O
ZTISOLJ,O,O,X,X,X,O,X,O,O,O
ZTISOJL,O,O,O,O,X,O,X,O,O,O
ZTIOLJS,O,O,O,O,X,O,O,O,O,X
ZTIOLSJ,O,O,X,O,X,O,X,O,O,X
ZTIOJLS,O,O,O,O,X,O,O,O,O,X
ZTIOJSL,O,O,O,O,X,O,O,O,O,X
ZTIOSLJ,O,O,X,X,X,O,X,O,O,O
ZTIOSJL,O,O,O,O,X,O,X,O,O,O
ZTLIJSO,O,O,O,X,O,O,O,O,O,X
ZTLIJOS,O,O,O,O,X,O,O,O,O,X
ZTLISJO,O,O,X,X,O,O,O,O,O,X
ZTLISOJ,O,O,X,O,X,O,X,O,O,O
ZTLIOJS,O,O,O,O,X,O,O,O,O,X
ZTLIOSJ,O,O,X,O,X,O,X,O,O,X
ZTLJISO,O,O,O,X,X,O,O,O,O,X
ZTLJIOS,O,O,O,O,X,O,O,O,O,X
ZTLJSIO,O,O,O,X,X,O,O,X,X,X
ZTLJSOI,O,O,O,O,X,X,O,X,X,X
ZTLJOIS,O,O,O,O,X,X,O,X,X,X
ZTLJOSI,O,O,O,O,X,X,O,X,X,X
ZTLSIJO,O,O,X,X,O,O,O,X,X,X
ZTLSIOJ,O,O,X,O,X,O,X,X,X,X
ZTLSJIO,O,O,X,X,X,O,O,X,X,X
ZTLSJOI,O,O,X,O,X,X,O,X,X,X
ZTLSOIJ,O,O,X,O,O,X,X,X,X,O
ZTLSOJI,O,O,X,O,X,X,X,X,X,O
ZTLOIJS,O,O,O,O,O,X,O,X,X,X
ZTLOISJ,O,O,X,O,O,X,X,X,X,X
ZTLOJIS,O,O,O,O,X,X,O,X,X,X
ZTLOJSI,O,O,O,O,X,X,O,X,X,X
ZTLOSIJ,O,O,X,O,O,X,X,X,X,X
ZTLOSJI,O,O,X,O,X,X,X,X,X,X
ZTJILSO,O,O,O,X,X,O,O,O,O,X
ZTJILOS,O,O,O,O,X,O,O,O,O,X
ZTJISLO,O,O,O,X,X,O,O,O,O,X
ZTJISOL,X,O,O,X,X,O,O,O,O,O
ZTJIOLS,O,O,O,O,X,O,O,O,O,X
ZTJIOSL,O,O,O,O,X,O,O,O,O,X
ZTJLISO,O,O,O,X,X,O,O,O,O,X
ZTJLIOS,O,O,O,O,X,O,O,O,O,X
ZTJLSIO,O,O,O,X,X,O,O,X,X,X
ZTJLSOI,O,O,O,O,X,X,O,X,X,X
ZTJLOIS,O,O,O,O,X,X,O,X,X,X
ZTJLOSI,O,O,O,O,X,X,O,X,X,X
ZTJSILO,O,O,O,X,X,O,O,O,O,X
ZTJSIOL,X,O,O,X,X,O,O,O,O,X
ZTJSLIO,O,O,O,X,X,O,O,X,X,X
ZTJSLOI,O,O,O,O,X,X,O,X,X,X
ZTJSOIL,O,O,O,O,X,X,O,X,X,X
ZTJSOLI,O,O,O,O,X,X,O,X,X,O
ZTJOILS,O,O,O,O,X,O,O,O,O,X
ZTJOISL,O,O,O,O,X,O,O,O,O,X
ZTJOLIS,O,O,O,O,X,X,O,X,X,X
ZTJOLSI,O,O,O,O,X,X,O,X,X,X
ZTJOSIL,O,O,O,O,X,X,O,X,X,X
ZTJOSLI,O,O,O,O,X,X,O,X,X,X
ZTSILJO,O,O,X,X,O,O,O,O,O,X
ZTSILOJ,O,O,X,O,X,O,X,O,O,O
ZTSIJLO,O,O,O,X,O,O,O,O,O,X
ZTSIJOL,X,O,O,X,X,O,O,O,O,O
ZTSIOLJ,O,O,X,X,X,O,X,O,O,O
ZTSIOJL,O,O,O,O,X,O,X,O,O,O
ZTSLIJO,O,O,X,X,O,O,O,X,X,X
ZTSLIOJ,O,O,X,O,X,O,X,X,X,X
ZTSLJIO,O,O,X,X,X,O,O,X,X,X
ZTSLJOI,O,O,X,O,X,X,O,X,X,X
ZTSLOIJ,O,O,X,O,O,X,X,X,X,O
ZTSLOJI,O,O,X,O,X,X,X,X,X,O
ZTSJILO,O,O,O,X,X,O,O,O,O,X
ZTSJIOL,X,O,O,X,X,O,O,O,O,X
ZTSJLIO,O,O,O,X,X,O,O,X,X,X
ZTSJLOI,O,O,O,O,X,X,O,X,X,X
ZTSJOIL,O,O,O,O,X,X,O,X,X,X
ZTSJOLI,O,O,O,O,X,X,O,X,X,O
ZTSOILJ,O,O,X,X,O,X,X,X,X,O
ZTSOIJL,O,O,O,O,O,X,X,X,X,X
ZTSOLIJ,O,O,X,X,O,X,X,X,X,O
ZTSOLJI,O,O,X,X,X,X,X,X,X,O
ZTSOJIL,O,O,O,O,X,X,X,X,X,X
ZTSOJLI,O,O,O,O,X,X,X,X,X,O
ZTOILJS,O,O,O,O,O,O,O,O,O,X
ZTOILSJ,O,O,X,O,O,O,X,O,O,X
ZTOIJLS,O,O,O,O,O,O,O,O,O,X
ZTOIJSL,O,O,O,O,O,O,O,O,O,X
ZTOISLJ,O,O,X,X,O,O,X,O,O,O
ZTOISJL,O,O,O,O,O,O,X,O,O,O
ZTOLIJS,O,O,O,O,O,X,O,X,X,X
ZTOLISJ,O,O,X,O,O,X,X,X,X,X
ZTOLJIS,O,O,O,O,X,X,O,X,X,X
ZTOLJSI,O,O,O,O,X,X,O,X,X,X
ZTOLSIJ,O,O,X,O,O,X,X,X,X,X
ZTOLSJI,O,O,X,O,X,X,X,X,X,X
ZTOJILS,O,O,O,O,X,O,O,O,O,X
ZTOJISL,O,O,O,O,X,O,O,O,O,X
ZTOJLIS,O,O,O,O,X,X,O,X,X,X
ZTOJLSI,O,O,O,O,X,X,O,X,X,X
ZTOJSIL,O,O,O,O,X,X,O,X,X,X
ZTOJSLI,O,O,O,O,X,X,O,X,X,X
ZTOSILJ,O,O,X,X,O,X,X,X,X,O
ZTOSIJL,O,O,O,O,O,X,X,X,X,X
ZTOSLIJ,O,O,X,X,O,X,X,X,X,O
ZTOSLJI,O,O,X,X,X,X,X,X,X,O
ZTOSJIL,O,O,O,O,X,X,X,X,X,X
ZTOSJLI,O,O,O,O,X,X,X,X,X,O
ZITLJSO,O,O,O,X,O,O,O,O,O,X
ZITLJOS,O,O,O,O,X,O,O,O,O,X
ZITLSJO,O,O,X,X,O,O,O,O,O,X
ZITLSOJ,O,O,X,O,X,O,X,O,O,O
ZITLOJS,O,O,O,O,X,O,O,O,O,X
ZITLOSJ,O,O,X,O,X,O,X,O,O,X
ZITJLSO,O,O,O,X,O,O,O,O,O,X
ZITJLOS,O,O,O,O,X,O,O,O,O,X
ZITJSLO,O,O,O,X,O,O,O,O,O,X
ZITJSOL,X,O,O,X,X,O,O,O,O,O
ZITJOLS,O,O,O,O,X,O,O,O,O,X
ZITJOSL,O,O,O,O,X,O,O,O,O,X
ZITSLJO,O,O,X,X,O,O,O,O,O,X
ZITSLOJ,O,O,X,O,X,O,X,O,O,O
ZITSJLO,O,O,O,X,O,O,O,O,O,X
ZITSJOL,X,O,O,X,X,O,O,O,O,O
ZITSOLJ,O,O,X,X,X,O,X,O,O,O
ZITSOJL,O,O,O,O,X,O,X,O,O,O
ZITOLJS,O,O,O,O,X,O,O,O,O,X
ZITOLSJ,O,O,X,O,X,O,X,O,O,X
ZITOJLS,O,O,O,O,X,O,O,O,O,X
ZITOJSL,O,O,O,O,X,O,O,O,O,X
ZITOSLJ,O,O,X,X,X,O,X,O,O,O
ZITOSJL,O,O,O,O,X,O,X,O,O,O
ZILTJSO,O,O,O,X,O,X,O,O,X,X
ZILTJOS,O,O,O,O,X,X,O,O,X,X
ZILTSJO,O,O,X,X,O,X,O,O,X,X
ZILTSOJ,O,O,X,O,X,X,X,O,X,O
ZILTOJS,O,O,O,O,X,X,O,O,X,X
ZILTOSJ,O,O,X,O,X,X,X,O,X,X
ZILJTSO,O,O,O,X,O,X,X,X,X,X
ZILJTOS,O,O,O,X,X,X,X,O,X,X
ZILJSTO,O,O,O,X,O,O,X,X,X,X
ZILJSOT,O,O,O,X,X,O,X,O,O,X
ZILJOTS,X,O,X,O,X,X,X,O,X,X
ZILJOST,O,O,X,O,X,O,X,O,O,X
ZILSTJO,O,O,X,X,O,O,X,X,X,X
ZILSTOJ,O,O,X,X,X,O,X,X,X,O
ZILSJTO,O,O,X,X,O,O,X,X,X,X
ZILSJOT,O,O,X,X,X,O,X,O,O,X
ZILSOTJ,X,O,X,X,X,O,X,X,X,O
ZILSOJT,O,O,X,O,X,O,X,O,O,X
ZILOTJS,O,O,X,O,X,X,X,O,X,X
ZILOTSJ,O,O,X,X,X,X,X,O,X,X
ZILOJTS,X,O,X,O,X,X,X,O,X,X
ZILOJST,O,O,X,O,X,O,X,O,O,X
ZILOSTJ,X,O,X,X,X,O,X,X,X,O
ZILOSJT,O,O,X,O,X,O,X,O,O,X
ZIJTLSO,O,O,O,X,O,X,O,O,O,X
ZIJTLOS,O,O,O,O,X,X,O,O,O,X
ZIJTSLO,O,O,O,X,O,O,O,O,O,X
ZIJTSOL,X,O,O,X,X,O,O,O,O,O
ZIJTOLS,O,O,O,O,X,X,O,O,O,X
ZIJTOSL,O,O,O,O,X,O,O,O,O,X
ZIJLTSO,O,O,O,X,O,X,X,X,X,X
ZIJLTOS,O,O,O,X,X,X,X,O,X,X
ZIJLSTO,O,O,O,X,O,O,X,X,X,X
ZIJLSOT,O,O,O,X,X,O,X,O,O,X
ZIJLOTS,X,O,X,O,X,X,X,O,X,X
ZIJLOST,O,O,X,O,X,O,X,O,O,X
ZIJSTLO,X,O,O,X,O,O,X,X,X,X
ZIJSTOL,X,O,O,X,X,O,X,X,O,O
ZIJSLTO,O,O,O,X,O,O,X,X,X,X
ZIJSLOT,O,O,O,X,X,O,X,O,O,X
ZIJSOTL,X,O,X,X,X,O,X,X,O,O
ZIJSOLT,X,O,O,X,X,O,X,O,O,X
ZIJOTLS,X,O,O,X,X,X,O,O,X,X
ZIJOTSL,X,O,O,O,X,O,O,O,O,X
ZIJOLTS,X,O,X,O,X,X,X,O,X,X
ZIJOLST,O,O,X,O,X,O,X,O,O,X
ZIJOSTL,X,O,X,O,X,O,X,X,O,O
ZIJOSLT,X,O,O,O,X,O,X,O,O,X
ZISTLJO,O,O,X,X,O,O,O,O,X,X
ZISTLOJ,O,O,X,O,X,O,X,O,X,O
ZISTJLO,O,O,O,X,O,O,O,O,X,X
ZISTJOL,X,O,O,X,X,O,O,O,O,O
ZISTOLJ,O,O,X,X,X,O,X,O,X,O
ZISTOJL,O,O,O,O,X,O,X,O,O,O
ZISLTJO,O,O,X,X,O,O,X,X,X,X
ZISLTOJ,O,O,X,X,X,O,X,X,X,O
ZISLJTO,O,O,X,X,O,O,X,X,X,X
ZISLJOT,O,O,X,X,X,O,X,O,O,X
ZISLOTJ,X,O,X,X,X,O,X,X,X,O
ZISLOJT,O,O,X,O,X,O,X,O,O,X
ZISJTLO,X,O,O,X,O,O,X,X,X,O
ZISJTOL,X,O,O,X,X,O,X,X,O,O
ZISJLTO,O,O,O,X,O,O,X,X,X,O
ZISJLOT,O,O,O,X,X,O,X,O,O,O
ZISJOTL,X,O,X,X,X,O,X,X,O,O
ZISJOLT,X,O,O,X,X,O,X,O,O,O
ZISOTLJ,X,O,X,X,X,O,X,O,X,O
ZISOTJL,X,X,X,X,X,O,X,O,O,O
ZISOLTJ,X,O,X,X,X,O,X,X,X,O
ZISOLJT,X,O,X,X,X,O,X,O,O,X
ZISOJTL,X,O,X,O,X,O,X,X,O,O
