sequence,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBFiBO?oB6rBcsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBFiBO?oBSsB0rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxdBFhBXiBO?oBcsB6rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhF3dBcjBFhBR?sBCsBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxdBFhBXiBO?oBSsB0rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFCeBFhBXjBR?sB8rBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBcjBGiBR?sBlrBisB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBCeBOoBx?mBFsB8rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxcBFhB8mBC?jBOoBXsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBOoBl?mBcsBCsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhF3dBFhBRnBc?oBCsBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFVhB3dBcjBx?mBurBisB
IZTOSLJ,X,X,X,O,X,O,X,X,X,X,X,O
IZTOSJL,X,X,X,X,X,X,O,X,X,X,X,O
IZLTJSO,X,X,X,X,X,X,X,X,X,X,X,X
IZLTJOS,X,X,X,X,X,X,X,X,X,X,X,X
IZLTSJO,X,X,X,X,X,X,X,X,X,X,X,X
IZLTSOJ,X,X,X,O,X,X,X,X,X,X,X,O
IZLTOJS,X,X,X,X,X,X,X,X,X,X,X,X
IZLTOSJ,X,X,X,O,X,X,X,X,X,X,X,O
IZLJTSO,X,X,X,X,X,X,X,X,X,X,X,X
IZLJTOS,X,X,X,X,X,X,X,X,X,X,X,X
IZLJSTO,X,X,X,X,X,X,X,X,X,X,X,X
IZLJSOT,X,X,X,X,X,X,X,X,X,X,X,X
IZLJOTS,X,X,X,X,X,X,X,X,X,X,X,X
IZLJOST,X,X,X,X,X,X,X,X,X,X,X,X
IZLSTJO,X,X,X,X,X,X,X,X,X,X,X,X
IZLSTOJ,X,X,X,O,X,X,X,X,X,X,X,O
IZLSJTO,X,X,X,X,X,X,X,X,X,X,X,X
IZLSJOT,X,X,X,X,X,X,X,X,X,X,X,X
IZLSOTJ,X,X,X,O,X,X,X,X,X,X,X,O
IZLSOJT,X,X,X,X,X,X,X,X,X,X,X,X
IZLOTJS,X,X,X,X,X,X,X,X,X,X,X,X
IZLOTSJ,X,X,X,O,X,X,X,X,X,X,X,O
IZLOJTS,X,X,X,X,X,X,X,X,X,X,X,X
IZLOJST,X,X,X,X,X,X,X,X,X,X,X,X
IZLOSTJ,X,X,X,O,X,X,X,X,X,X,X,O
IZLOSJT,X,X,X,X,X,X,X,X,X,X,X,X
IZJTLSO,X,X,X,X,X,X,X,X,X,X,X,X
IZJTLOS,X,X,X,X,X,X,X,X,X,X,X,X
IZJTSLO,X,X,X,X,X,X,X,X,X,X,X,X
IZJTSOL,X,X,X,X,X,X,X,X,X,X,X,X
IZJTOLS,X,X,X,X,X,X,X,X,X,X,X,X
IZJTOSL,X,X,X,X,X,X,X,X,X,X,X,X
IZJLTSO,X,X,X,X,X,X,X,X,X,X,X,X
IZJLTOS,X,X,X,X,X,X,X,X,X,X,X,X
IZJLSTO,X,X,X,X,X,X,X,X,X,X,X,X
IZJLSOT,X,X,X,X,X,X,X,X,X,X,X,X
IZJLOTS,X,X,X,X,X,X,X,X,X,X,X,X
IZJLOST,X,X,X,X,X,X,X,X,X,X,X,X
IZJSTLO,X,X,X,X,X,X,X,X,X,X,X,X
IZJSTOL,X,X,X,X,X,X,X,X,X,X,X,X
IZJSLTO,X,X,X,X,X,X,X,X,X,X,X,X
IZJSLOT,X,X,X,X,X,X,X,X,X,X,X,X
IZJSOTL,X,X,X,X,X,X,X,X,X,X,X,X
IZJSOLT,X,X,X,X,X,X,X,X,X,X,X,X
IZJOTLS,X,X,X,X,X,X,X,X,X,X,X,X
IZJOTSL,X,X,X,X,X,X,X,X,X,X,X,X
IZJOLTS,X,X,X,X,X,X,X,X,X,X,X,X
IZJOLST,X,X,X,X,X,X,X,X,X,X,X,X
IZJOSTL,X,X,X,X,X,X,X,X,X,X,X,X
IZJOSLT,X,X,X,X,X,X,X,X,X,X,X,X
IZSTLJO,X,X,X,X,X,X,X,X,X,X,X,X
IZSTLOJ,X,X,X,X,X,O,X,X,X,X,X,X
IZSTJLO,X,X,X,X,X,X,X,X,X,X,X,X
IZSTJOL,X,X,X,X,X,X,O,X,X,X,X,X
IZSTOLJ,X,X,X,O,X,O,X,X,X,X,X,O
IZSTOJL,X,X,X,X,X,X,O,X,X,X,X,O
IZSLTJO,X,X,X,X,X,X,X,X,X,X,X,X
IZSLTOJ,X,X,X,O,X,O,X,X,X,X,X,O
IZSLJTO,X,X,X,X,X,X,X,X,X,X,X,X
IZSLJOT,X,X,X,X,X,X,X,X,X,X,X,X
IZSLOTJ,X,X,X,O,X,O,X,X,X,X,X,O
IZSLOJT,X,X,X,X,X,X,X,X,X,X,X,X
IZSJTLO,X,X,X,X,X,X,X,X,X,X,X,X
IZSJTOL,X,X,X,X,X,X,X,X,X,X,X,X
IZSJLTO,X,X,X,X,X,X,X,X,X,X,X,X
IZSJLOT,X,X,X,X,X,X,X,X,X,X,X,X
IZSJOTL,X,X,X,X,X,X,X,X,X,X,X,X
IZSJOLT,X,X,X,X,X,X,X,X,X,X,X,X
IZSOTLJ,X,X,X,O,X,O,X,X,X,X,X,O
IZSOTJL,X,X,X,X,X,X,O,X,X,X,X,O
IZSOLTJ,X,X,X,O,X,O,X,X,X,X,X,O
IZSOLJT,X,X,X,X,X,X,X,X,X,X,X,X
IZSOJTL,X,X,X,X,X,X,X,X,X,X,X,X
IZSOJLT,X,X,X,X,X,X,X,X,X,X,X,X
IZOTLJS,X,X,X,X,X,X,X,X,X,X,X,X
IZOTLSJ,X,X,X,O,X,X,X,X,X,X,X,O
IZOTJLS,X,X,X,X,X,X,X,X,X,X,X,X
IZOTJSL,X,X,X,X,X,X,O,X,X,X,X,X
IZOTSLJ,X,X,X,O,X,O,X,X,X,X,X,O
IZOTSJL,X,X,X,X,X,X,O,X,X,X,X,O
IZOLTJS,X,X,X,X,X,X,X,X,X,X,X,X
IZOLTSJ,X,X,X,O,X,X,X,X,X,X,X,O
IZOLJTS,X,X,X,X,X,X,X,X,X,X,X,X
IZOLJST,X,X,X,X,X,X,X,X,X,X,X,X
IZOLSTJ,X,X,X,O,X,X,X,X,X,X,X,O
IZOLSJT,X,X,X,X,X,X,X,X,X,X,X,X
IZOJTLS,X,X,X,X,X,X,X,X,X,X,X,X
IZOJTSL,X,X,X,X,X,X,X,X,X,X,X,X
IZOJLTS,X,X,X,X,X,X,X,X,X,X,X,X
IZOJLST,X,X,X,X,X,X,X,X,X,X,X,X
IZOJSTL,X,X,X,X,X,X,X,X,X,X,X,X
IZOJSLT,X,X,X,X,X,X,X,X,X,X,X,X
IZOSTLJ,X,X,X,O,X,O,X,X,X,X,X,O
IZOSTJL,X,X,X,X,X,X,O,X,X,X,X,O
IZOSLTJ,X,X,X,O,X,O,X,X,X,X,X,O
IZOSLJT,X,X,X,X,X,X,X,X,X,X,X,X
IZOSJTL,X,X,X,X,X,X,X,X,X,X,X,X
IZOSJLT,X,X,X,X,X,X,X,X,X,X,X,X
IOTLJSZ,X,X,X,X,X,X,X,X,X,X,X,X
IOTLJZS,X,X,X,X,X,X,X,X,X,X,X,X
IOTLSJZ,X,X,X,X,X,X,X,X,X,X,X,X
IOTLSZJ,X,X,X,X,X,X,X,X,X,X,X,X
IOTLZJS,X,X,X,X,X,X,X,X,X,X,X,X
IOTLZSJ,X,X,X,O,X,X,X,X,X,X,X,O
IOTJLSZ,X,X,X,X,X,X,X,X,X,X,X,X
IOTJLZS,X,X,X,X,X,X,X,X,X,X,X,X
IOTJSLZ,X,X,X,X,X,X,X,X,X,X,X,X
IOTJSZL,X,X,X,X,X,X,O,X,X,X,X,X
IOTJZLS,X,X,X,X,X,X,X,X,X,X,X,X
IOTJZSL,X,X,X,X,X,X,O,X,X,X,X,X
IOTSLJZ,X,X,X,X,X,X,X,X,X,X,X,X
IOTSLZJ,X,X,X,X,X,X,X,X,X,X,X,X
IOTSJLZ,X,X,X,X,X,X,X,X,X,X,X,X
IOTSJZL,X,X,X,X,X,X,O,X,X,X,X,X
IOTSZLJ,X,X,X,X,X,X,X,X,X,X,X,X
IOTSZJL,X,X,X,X,X,X,O,X,X,X,X,X
IOTZLJS,X,X,X,X,X,X,X,X,X,X,X,X
IOTZLSJ,X,X,X,O,X,X,X,X,X,X,X,O
IOTZJLS,X,X,X,X,X,X,X,X,X,X,X,X
IOTZJSL,X,X,X,X,X,X,O,X,X,X,X,X
IOTZSLJ,X,X,X,O,X,O,X,X,X,X,X,O
IOTZSJL,X,X,X,X,X,X,O,X,X,X,X,O
IOLTJSZ,X,X,X,X,X,X,X,X,X,X,X,X
IOLTJZS,X,X,X,X,X,X,X,X,X,X,X,X
IOLTSJZ,X,X,X,X,X,X,X,X,X,X,X,X
IOLTSZJ,X,X,X,X,X,X,X,X,X,X,X,X
IOLTZJS,X,X,X,X,X,X,X,X,X,X,X,X
IOLTZSJ,X,X,X,O,X,X,X,X,X,X,X,O
IOLJTSZ,X,X,X,X,X,X,X,X,X,X,X,X
IOLJTZS,X,X,X,X,X,X,X,X,X,X,X,X
IOLJSTZ,X,X,X,X,X,X,X,X,X,X,X,X
IOLJSZT,X,X,X,X,X,X,X,X,X,X,X,X
IOLJZTS,X,X,X,X,X,X,X,X,X,X,X,X
IOLJZST,X,X,X,X,X,X,X,X,X,X,X,X
IOLSTJZ,X,X,X,X,X,X,X,X,X,X,X,X
IOLSTZJ,X,X,X,X,X,X,X,X,X,X,X,X
IOLSJTZ,X,X,X,X,X,X,X,X,X,X,X,X
IOLSJZT,X,X,X,X,X,X,X,X,X,X,X,X
IOLSZTJ,X,X,X,X,X,X,X,X,X,X,X,X
IOLSZJT,X,X,X,X,X,X,X,X,X,X,X,X
IOLZTJS,X,X,X,X,X,X,X,X,X,X,X,X
IOLZTSJ,X,X,X,O,X,X,X,X,X,X,X,O
IOLZJTS,X,X,X,X,X,X,X,X,X,X,X,X
IOLZJST,X,X,X,X,X,X,X,X,X,X,X,X
IOLZSTJ,X,X,X,O,X,X,X,X,X,X,X,O
IOLZSJT,X,X,X,X,X,X,X,X,X,X,X,X
IOJTLSZ,X,X,X,X,X,X,X,X,X,X,X,X
IOJTLZS,X,X,X,X,X,X,X,O,X,X,X,X
IOJTSLZ,X,X,X,X,X,X,X,X,X,X,X,X
IOJTSZL,X,X,X,X,X,X,X,X,X,X,X,X
IOJTZLS,X,X,X,X,X,X,X,O,X,X,X,X
IOJTZSL,X,X,X,X,X,X,X,O,X,X,X,X
IOJLTSZ,X,X,X,X,X,X,X,X,X,X,X,X
IOJLTZS,X,X,X,X,X,X,X,O,X,X,X,X
IOJLSTZ,X,X,X,X,X,X,X,X,X,X,X,X
IOJLSZT,X,X,X,X,X,X,X,X,X,X,X,X
IOJLZTS,X,X,X,X,X,X,X,X,X,X,X,X
IOJLZST,X,X,X,X,X,X,X,X,X,X,X,X
IOJSTLZ,X,X,X,X,X,X,X,X,X,X,X,X
IOJSTZL,X,X,X,X,X,X,X,X,X,X,X,X
IOJSLTZ,X,X,X,X,X,X,X,X,X,X,X,X
IOJSLZT,X,X,X,X,X,X,X,X,X,X,X,X
IOJSZTL,X,X,X,X,X,X,X,X,X,X,X,X
IOJSZLT,X,X,X,X,X,X,X,X,X,X,X,X
IOJZTLS,X,X,X,X,X,X,X,X,X,X,X,X
IOJZTSL,X,X,X,X,X,X,X,X,X,X,X,X
IOJZLTS,X,X,X,X,X,X,X,X,X,X,X,X
IOJZLST,X,X,X,X,X,X,X,X,X,X,X,X
IOJZSTL,X,X,X,X,X,X,X,X,X,X,X,X
IOJZSLT,X,X,X,X,X,X,X,X,X,X,X,X
IOSTLJZ,X,X,X,X,X,X,X,X,X,X,X,X
IOSTLZJ,X,X,X,X,X,X,X,X,X,X,X,X
IOSTJLZ,X,X,X,X,X,X,X,X,X,X,X,X
IOSTJZL,X,X,X,X,X,X,O,X,X,X,X,X
IOSTZLJ,X,X,X,X,X,X,X,X,X,X,X,X
IOSTZJL,X,X,X,X,X,X,O,X,X,X,X,X
IOSLTJZ,X,X,X,X,X,X,X,X,X,X,X,X
IOSLTZJ,X,X,X,X,X,X,X,X,X,X,X,X
IOSLJTZ,X,X,X,X,X,X,X,X,X,X,X,X
IOSLJZT,X,X,X,X,X,X,X,X,X,X,X,X
IOSLZTJ,X,X,X,X,X,O,X,X,X,X,X,X
IOSLZJT,X,X,X,X,X,X,X,X,X,X,X,X
IOSJTLZ,X,X,X,X,X,X,X,X,X,X,X,X
IOSJTZL,X,X,X,X,X,X,X,X,X,X,X,X
IOSJLTZ,X,X,X,X,X,X,X,X,X,X,X,X
IOSJLZT,X,X,X,X,X,X,X,X,X,X,X,X
IOSJZTL,X,X,X,X,X,X,X,X,X,X,X,X
IOSJZLT,X,X,X,X,X,X,X,X,X,X,X,X
IOSZTLJ,X,X,X,X,X,O,X,X,X,X,X,X
IOSZTJL,X,X,X,X,X,X,O,X,X,X,X,X
IOSZLTJ,X,X,X,X,X,O,X,X,X,X,X,X
IOSZLJT,X,X,X,X,X,X,X,X,X,X,X,X
IOSZJTL,X,X,X,X,X,X,X,X,X,X,X,X
IOSZJLT,X,X,X,X,X,X,X,X,X,X,X,X
IOZTLJS,X,X,X,X,X,X,X,X,X,X,X,X
IOZTLSJ,X,X,X,O,X,X,X,X,X,X,X,O
IOZTJLS,X,X,X,X,X,X,X,X,X,X,X,X
IOZTJSL,X,X,X,X,X,X,O,X,X,X,X,X
IOZTSLJ,X,X,X,O,X,O,X,X,X,X,X,O
IOZTSJL,X,X,X,X,X,X,O,X,X,X,X,O
IOZLTJS,X,X,X,X,X,X,X,X,X,X,X,X
IOZLTSJ,X,X,X,O,X,X,X,X,X,X,X,O
IOZLJTS,X,X,X,X,X,X,X,X,X,X,X,X
IOZLJST,X,X,X,X,X,X,X,X,X,X,X,X
IOZLSTJ,X,X,X,O,X,X,X,X,X,X,X,O
IOZLSJT,X,X,X,X,X,X,X,X,X,X,X,X
IOZJTLS,X,X,X,X,X,X,X,X,X,X,X,X
IOZJTSL,X,X,X,X,X,X,X,X,X,X,X,X
IOZJLTS,X,X,X,X,X,X,X,X,X,X,X,X
IOZJLST,X,X,X,X,X,X,X,X,X,X,X,X
IOZJSTL,X,X,X,X,X,X,X,X,X,X,X,X
IOZJSLT,X,X,X,X,X,X,X,X,X,X,X,X
IOZSTLJ,X,X,X,O,X,O,X,X,X,X,X,O
IOZSTJL,X,X,X,X,X,X,O,X,X,X,X,O
IOZSLTJ,X,X,X,O,X,O,X,X,X,X,X,O
IOZSLJT,X,X,X,X,X,X,X,X,X,X,X,X
IOZSJTL,X,X,X,X,X,X,X,X,X,X,X,X
IOZSJLT,X,X,X,X,X,X,X,X,X,X,X,X
LTIJSZO,X,X,X,X,X,X,X,X,X,X,X,X
LTIJSOZ,X,X,X,X,X,X,X,X,X,X,X,X
LTIJZSO,X,X,X,X,X,X,X,X,X,X,X,X
LTIJZOS,X,X,X,X,X,X,X,X,X,X,X,X
LTIJOSZ,X,X,X,X,X,X,X,X,X,X,X,X
LTIJOZS,X,X,X,X,X,X,X,X,X,X,X,X
LTISJZO,X,X,X,X,X,X,X,X,X,X,X,X
LTISJOZ,X,X,X,X,X,X,X,X,X,X,X,X
LTISZJO,X,X,X,X,X,X,X,X,X,X,X,X
LTISZOJ,X,X,X,X,X,X,X,X,X,X,X,X
LTISOJZ,X,O,X,X,X,X,X,X,X,X,X,X
LTISOZJ,X,X,X,X,X,X,X,X,X,X,X,X
LTIZJSO,X,X,X,X,X,X,X,X,X,X,X,X
LTIZJOS,X,X,X,X,X,X,X,X,X,X,X,X
LTIZSJO,X,X,X,X,X,X,X,X,X,X,X,X
LTIZSOJ,X,X,X,X,X,X,X,X,X,X,O,O
LTIZOJS,X,X,X,X,X,X,X,X,X,X,X,X
LTIZOSJ,X,X,X,X,X,X,X,X,X,X,O,O
LTIOJSZ,X,X,X,X,X,X,X,X,X,X,X,X
LTIOJZS,X,X,X,X,X,X,X,X,X,X,X,X
LTIOSJZ,X,O,X,X,X,X,X,X,X,X,X,X
LTIOSZJ,X,X,X,X,X,X,X,X,X,X,X,X
LTIOZJS,X,X,X,X,X,X,X,X,X,X,X,X
LTIOZSJ,X,X,X,X,X,X,X,X,X,X,O,O
LTJISZO,X,X,X,X,X,X,X,X,X,X,X,X
LTJISOZ,X,O,X,X,X,X,X,X,X,X,X,X
LTJIZSO,X,X,X,X,X,X,X,X,X,X,X,X
LTJIZOS,X,X,X,X,X,X,X,X,X,X,X,X
LTJIOSZ,X,O,X,X,X,X,X,X,X,X,X,X
LTJIOZS,X,X,X,X,X,X,X,X,X,X,X,X
LTJSIZO,X,X,X,X,X,X,X,X,X,X,X,X
LTJSIOZ,X,O,X,X,O,X,X,X,X,X,X,X
LTJSZIO,X,X,X,X,X,X,X,X,X,X,X,X
LTJSZOI,X,X,X,X,X,X,X,X,X,X,X,X
LTJSOIZ,X,O,X,X,O,X,X,X,X,X,X,X
LTJSOZI,O,X,X,X,O,X,X,X,X,X,X,X
LTJZISO,X,X,X,X,X,X,X,X,X,X,X,X
LTJZIOS,X,X,X,X,X,X,X,X,X,X,X,X
LTJZSIO,X,X,X,X,X,X,X,X,X,X,X,X
LTJZSOI,X,X,X,X,X,X,X,X,X,X,X,X
LTJZOIS,X,X,X,X,X,X,X,X,X,X,X,X
LTJZOSI,X,X,X,X,X,X,X,X,X,X,X,X
LTJOISZ,X,O,X,X,X,X,X,X,X,X,X,X
LTJOIZS,X,X,X,X,X,X,X,X,X,X,X,X
LTJOSIZ,X,O,X,X,O,X,X,X,X,X,X,X
LTJOSZI,O,X,X,X,O,X,X,X,X,X,X,X
LTJOZIS,X,X,X,X,X,X,X,X,X,X,X,X
LTJOZSI,X,X,X,X,X,X,X,X,X,X,X,X
LTSIJZO,X,X,X,X,X,X,X,X,X,X,X,X
LTSIJOZ,X,X,X,X,X,X,X,X,X,X,X,X
LTSIZJO,X,X,X,X,X,X,X,X,X,X,X,X
LTSIZOJ,X,X,X,X,X,X,X,X,X,X,X,X
LTSIOJZ,X,O,X,X,X,X,X,X,X,X,X,X
LTSIOZJ,X,X,X,X,X,X,X,X,X,X,X,X
LTSJIZO,X,X,X,X,X,X,X,X,X,X,X,X
LTSJIOZ,X,O,X,X,O,X,X,X,X,X,X,X
LTSJZIO,X,X,X,X,X,X,X,X,X,X,X,X
LTSJZOI,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOIZ,X,O,X,X,O,X,X,X,X,X,X,X
LTSJOZI,O,X,X,X,O,X,X,X,X,X,X,X
LTSZIJO,X,X,X,X,X,X,X,X,X,X,X,X
LTSZIOJ,X,X,X,X,X,X,X,X,X,X,X,X
LTSZJIO,X,X,X,X,X,X,X,X,X,X,X,X
LTSZJOI,X,X,X,X,X,X,X,X,X,X,X,X
LTSZOIJ,X,X,X,X,X,X,X,X,X,X,X,X
LTSZOJI,X,X,X,X,X,X,X,X,X,X,X,X
LTSOIJZ,X,O,X,X,X,X,X,X,X,X,X,X
LTSOIZJ,X,X,X,X,X,X,X,X,X,X,X,X
LTSOJIZ,X,O,X,X,O,X,X,X,X,X,X,X
LTSOJZI,O,X,X,X,O,X,X,X,X,X,X,X
LTSOZIJ,X,X,X,X,X,X,X,X,X,X,X,X
LTSOZJI,X,X,X,X,X,X,X,X,X,X,X,X
LTZIJSO,X,X,X,X,X,X,X,X,X,X,X,X
LTZIJOS,X,X,X,X,X,X,X,X,X,X,X,X
LTZISJO,X,X,X,X,X,X,X,X,X,X,X,X
LTZISOJ,X,X,X,X,X,X,X,X,X,X,X,O
LTZIOJS,X,X,X,X,X,X,X,X,X,X,X,X
LTZIOSJ,X,X,X,X,X,X,X,X,X,X,X,O
LTZJISO,X,X,X,X,X,X,X,X,X,X,X,X
LTZJIOS,X,X,X,X,X,X,X,X,X,X,X,X
LTZJSIO,X,X,X,X,X,X,X,X,X,X,X,X
LTZJSOI,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOIS,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOSI,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIJO,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIOJ,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJIO,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJOI,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,X,X,X,X,X,X,X,X,X,X,X,O
LTZSOJI,X,X,X,X,X,X,X,X,X,X,X,X
LTZOIJS,X,X,X,X,X,X,X,X,X,X,X,X
LTZOISJ,X,X,X,X,X,X,X,X,X,X,X,O
LTZOJIS,X,X,X,X,X,X,X,X,X,X,X,X
LTZOJSI,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,X,X,X,X,X,X,X,X,X,X,X,O
LTZOSJI,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJZS,X,X,X,X,X,X,X,X,X,X,X,X
LTOISJZ,X,O,X,X,X,X,X,X,X,X,X,X
LTOISZJ,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZJS,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZSJ,X,X,X,X,X,X,X,X,X,X,O,O
LTOJISZ,X,O,X,X,X,X,X,X,X,X,X,X
LTOJIZS,X,X,X,X,X,X,X,X,X,X,X,X
LTOJSIZ,X,O,X,X,O,X,X,X,X,X,X,X
LTOJSZI,O,X,X,X,O,X,X,X,X,X,X,X
LTOJZIS,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZSI,X,X,X,X,X,X,X,X,X,X,X,X
LTOSIJZ,X,O,X,X,X,X,X,X,X,X,X,X
LTOSIZJ,X,X,X,X,X,X,X,X,X,X,X,X
LTOSJIZ,X,O,X,X,O,X,X,X,X,X,X,X
LTOSJZI,O,X,X,X,O,X,X,X,X,X,X,X
LTOSZIJ,X,X,X,X,X,X,X,X,X,X,X,X
LTOSZJI,X,X,X,X,X,X,X,X,X,X,X,X
LTOZIJS,X,X,X,X,X,X,X,X,X,X,X,X
LTOZISJ,X,X,X,X,X,X,X,X,X,X,X,O
LTOZJIS,X,X,X,X,X,X,X,X,X,X,X,X
LTOZJSI,X,X,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,X,X,X,X,X,X,X,X,X,X,X,O
LTOZSJI,X,X,X,X,X,X,X,X,X,X,X,X
LITJSZO,X,X,X,X,X,X,X,X,X,X,X,X
LITJSOZ,X,X,X,X,X,X,X,X,X,X,X,X
LITJZSO,X,X,X,X,X,X,X,X,X,X,X,X
LITJZOS,X,X,X,X,X,X,X,X,X,X,X,X
LITJOSZ,X,X,X,X,X,X,X,X,X,X,X,X
LITJOZS,X,X,X,X,X,X,X,X,X,X,X,X
LITSJZO,X,X,X,X,X,X,X,X,X,X,X,X
LITSJOZ,X,X,X,X,X,X,X,X,X,X,X,X
LITSZJO,X,X,X,X,X,X,X,X,X,X,X,X
LITSZOJ,X,X,X,X,X,X,X,X,X,X,X,X
LITSOJZ,X,X,X,X,X,X,X,X,X,X,X,X
LITSOZJ,X,X,X,X,X,X,X,X,X,X,X,X
LITZJSO,X,X,X,X,X,X,X,X,X,X,X,X
LITZJOS,X,X,X,X,X,X,X,X,X,X,X,X
LITZSJO,X,X,X,X,X,X,X,X,X,X,X,X
LITZSOJ,X,X,X,X,X,X,X,X,X,X,O,O
LITZOJS,X,X,X,X,X,X,X,X,X,X,X,X
LITZOSJ,X,X,X,X,X,X,X,X,X,X,O,O
LITOJSZ,X,X,X,X,X,X,X,X,X,X,X,X
LITOJZS,X,X,X,X,X,X,X,X,X,X,X,X
LITOSJZ,X,X,X,X,X,X,X,X,X,X,X,X
LITOSZJ,X,X,X,X,X,X,X,X,X,X,X,X
LITOZJS,X,X,X,X,X,X,X,X,X,X,X,X
LITOZSJ,X,X,X,X,X,X,X,X,X,X,O,O
LIJTSZO,X,X,X,X,X,X,X,X,X,X,X,X
LIJTSOZ,X,X,X,X,X,X,X,X,X,X,X,X
LIJTZSO,X,X,X,X,X,X,X,X,X,X,X,X
LIJTZOS,X,X,X,X,X,X,X,X,X,X,X,X
LIJTOSZ,X,X,X,X,X,X,X,X,X,X,X,X
LIJTOZS,X,X,X,X,X,X,X,X,X,X,X,X
LIJSTZO,X,X,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZTO,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZOT,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOZT,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTSO,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTOS,X,X,X,X,X,X,X,X,X,X,X,X
LIJZSTO,X,X,X,X,X,X,X,X,X,X,X,X
LIJZSOT,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOST,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTZS,X,X,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,X,X,X,X,X,X,X,X,X,X,X,X
LIJOSZT,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZTS,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZST,X,X,X,X,X,X,X,X,X,X,X,X
LISTJZO,X,X,X,X,X,X,X,X,X,X,X,X
LISTJOZ,X,X,X,X,X,X,X,X,X,X,X,X
LISTZJO,X,X,X,X,X,X,X,X,X,X,X,X
LISTZOJ,X,X,X,X,X,X,X,X,X,X,X,X
LISTOJZ,X,X,X,X,X,X,X,X,X,X,X,X
LISTOZJ,X,X,X,X,X,X,X,X,X,X,X,X
LISJTZO,X,X,X,X,X,X,X,X,X,X,X,X
LISJTOZ,X,X,X,X,X,X,X,X,X,X,X,X
LISJZTO,X,X,X,X,X,X,X,X,X,X,X,X
LISJZOT,X,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,X,X,X,X,X,X,X,X,X,X,X,X
LISJOZT,X,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,X,X,X,X,X,X,X,X,X,X,X,X
LISZTOJ,X,X,X,X,X,X,X,X,X,X,X,X
LISZJTO,X,X,X,X,X,X,X,X,X,X,X,X
LISZJOT,X,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,X,X,X,X,X,X,X,X,X,X,X,X
LISZOJT,X,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,X,X,X,X,X,X,X,X,X,X,X,X
LISOTZJ,X,X,X,X,X,X,X,X,X,X,X,X
LISOJTZ,X,X,X,X,X,X,X,X,X,X,X,X
LISOJZT,X,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,X,X,X,X,X,X,X,X,X,X,X,X
LISOZJT,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJSO,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJOS,X,X,X,X,X,X,X,X,X,X,X,X
LIZTSJO,X,X,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,X,X,X,X,X,X,X,X,X,X,X,O
