sequence,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBFiBO?oB6rBcsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBFiBO?oBSsB0rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxdBFhBXiBO?oBcsB6rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhF3dBcjBFhBR?sBCsBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxdBFhBXiBO?oBSsB0rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFCeBFhBXjBR?sB8rBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBcjBGiBR?sBlrBisB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBCeBOoBx?mBFsB8rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxcBFhB8mBC?jBOoBXsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBOoBl?mBcsBCsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhF3dBFhBRnBc?oBCsBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFVhB3dBcjBx?mBurBisB
LIZTOJS,X,X,X,X,X,X,X,X,X,X,X,X
LIZTOSJ,X,X,X,X,X,X,X,X,X,X,X,O
LIZJTSO,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTOS,X,X,X,X,X,X,X,X,X,X,X,X
LIZJSTO,X,X,X,X,X,X,X,X,X,X,X,X
LIZJSOT,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOST,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTJO,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTOJ,X,X,X,X,X,X,X,X,X,X,X,O
LIZSJTO,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJOT,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,X,X,X,X,X,X,X,X,X,X,O
LIZSOJT,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTJS,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,X,X,X,X,O
LIZOJTS,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJST,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,X,X,X,X,X,X,X,X,X,X,O
LIZOSJT,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJZS,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSJZ,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZJS,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,X,X,X,X,X,X,X,X,X,X,O,O
LIOJTSZ,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTZS,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSZT,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZTS,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZST,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJTZ,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJZT,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZJT,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTJS,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTSJ,X,X,X,X,X,X,X,X,X,X,X,O
LIOZJTS,X,X,X,X,X,X,X,X,X,X,X,X
LIOZJST,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,X,X,X,X,X,X,X,X,X,X,X,O
LIOZSJT,X,X,X,X,X,X,X,X,X,X,X,X
LJTISZO,X,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,X,O,X,X,X,X,X,X,X,X,X,X
LJTIZSO,X,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,X,X,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,X,O,X,X,X,X,X,X,X,X,X,X
LJTIOZS,X,X,X,X,X,X,X,X,X,X,X,X
LJTSIZO,X,X,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,X,O,X,X,O,X,X,X,X,X,X,X
LJTSZIO,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,X,O,X,X,O,X,X,X,X,X,X,X
LJTSOZI,O,X,X,X,O,X,X,X,X,X,X,X
LJTZISO,X,X,X,X,X,X,X,X,X,X,X,X
LJTZIOS,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSIO,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOSI,X,X,X,X,X,X,X,X,X,X,X,X
LJTOISZ,X,O,X,X,X,X,X,X,X,X,X,X
LJTOIZS,X,X,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,X,O,X,X,O,X,X,X,X,X,X,X
LJTOSZI,O,X,X,X,O,X,X,X,X,X,X,X
LJTOZIS,X,X,X,X,X,X,X,X,X,X,X,X
LJTOZSI,X,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,X,X,X,X,X,X,X,X,X,X,X,X
LJITSOZ,X,O,X,X,X,X,X,X,X,X,X,X
LJITZSO,X,X,X,X,X,X,X,X,X,X,X,X
LJITZOS,X,X,X,X,X,X,X,X,X,X,X,X
LJITOSZ,X,O,X,X,X,X,X,X,X,X,X,X
LJITOZS,X,X,X,X,X,X,X,X,X,X,X,X
LJISTZO,X,X,X,X,X,X,X,X,X,X,X,X
LJISTOZ,X,X,X,X,O,X,X,X,X,X,X,X
LJISZTO,X,X,X,X,X,X,X,X,X,X,X,X
LJISZOT,X,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,X,O,X,X,O,X,X,X,X,X,X,X
LJISOZT,O,O,X,X,X,X,X,X,X,X,X,X
LJIZTSO,X,O,X,X,X,X,X,X,X,X,X,X
LJIZTOS,X,O,X,X,X,X,X,X,X,X,X,X
LJIZSTO,X,X,X,X,X,X,X,X,X,X,X,X
LJIZSOT,X,O,X,X,X,X,X,X,X,X,X,X
LJIZOTS,X,O,X,X,X,X,X,X,X,X,X,X
LJIZOST,X,O,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,O,X,X,X,X,X,X,X,X,X,X
LJIOTZS,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,X,O,X,X,O,X,X,X,X,X,X,X
LJIOSZT,O,O,X,X,X,X,X,X,X,X,X,X
LJIOZTS,X,O,X,X,X,X,X,X,X,X,X,X
LJIOZST,X,O,X,X,X,X,X,X,X,X,X,X
LJSTIZO,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,X,O,X,X,O,X,X,X,X,X,X,X
LJSTZIO,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,O,X,X,O,X,X,X,X,X,X,X
LJSTOZI,O,X,X,X,O,X,X,X,X,X,X,X
LJSITZO,X,X,X,X,X,X,X,X,X,X,X,X
LJSITOZ,X,X,X,X,O,X,X,X,X,X,X,X
LJSIZTO,X,X,X,X,X,X,X,X,X,X,X,X
LJSIZOT,X,X,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,O,X,X,O,X,X,X,X,X,X,X
LJSIOZT,O,O,X,X,X,X,X,X,X,X,X,X
LJSZTIO,O,O,X,X,X,X,X,X,X,X,X,X
LJSZTOI,O,O,X,X,X,X,X,X,X,X,X,X
LJSZITO,X,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,O,O,X,X,X,X,X,X,X,X,X,X
LJSZOTI,O,O,X,X,X,X,X,X,X,X,X,X
LJSZOIT,O,O,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,X,O,X,X,O,X,X,X,X,X,X,X
LJSOTZI,O,X,X,X,O,X,X,X,X,X,X,X
LJSOITZ,X,O,X,X,O,X,X,X,X,X,X,X
LJSOIZT,O,O,X,X,X,X,X,X,X,X,X,X
LJSOZTI,O,O,X,X,X,X,X,X,X,X,X,X
LJSOZIT,O,O,X,X,X,X,X,X,X,X,X,X
LJZTISO,O,O,X,X,X,X,X,X,X,X,X,X
LJZTIOS,O,O,X,X,X,X,X,X,X,X,X,X
LJZTSIO,O,O,X,X,X,X,X,X,X,X,X,X
LJZTSOI,O,O,X,X,X,X,X,X,X,X,X,X
LJZTOIS,O,O,X,X,X,X,X,X,X,X,X,X
LJZTOSI,O,O,X,X,X,X,X,X,X,X,X,X
LJZITSO,O,O,X,X,X,X,X,X,X,X,X,X
LJZITOS,O,O,X,X,X,X,X,X,X,X,X,X
LJZISTO,X,X,X,X,X,X,X,X,X,X,X,X
LJZISOT,O,O,X,X,X,X,X,X,X,X,X,X
LJZIOTS,O,O,X,X,X,X,X,X,X,X,X,X
LJZIOST,O,O,X,X,X,X,X,X,X,X,X,X
LJZSTIO,O,O,X,X,X,X,X,X,X,X,X,X
LJZSTOI,O,O,X,X,X,X,X,X,X,X,X,X
LJZSITO,X,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,O,O,X,X,X,X,X,X,X,X,X,X
LJZSOTI,O,O,X,X,X,X,X,X,X,X,X,X
LJZSOIT,O,O,X,X,X,X,X,X,X,X,X,X
LJZOTIS,O,O,X,X,X,X,X,X,X,X,X,X
LJZOTSI,O,O,X,X,X,X,X,X,X,X,X,X
LJZOITS,O,O,X,X,X,X,X,X,X,X,X,X
LJZOIST,O,O,X,X,X,X,X,X,X,X,X,X
LJZOSTI,O,O,X,X,X,X,X,X,X,X,X,X
LJZOSIT,O,O,X,X,X,X,X,X,X,X,X,X
LJOTISZ,X,O,X,X,X,X,X,X,X,X,X,X
LJOTIZS,X,X,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,X,O,X,X,O,X,X,X,X,X,X,X
LJOTSZI,O,X,X,X,O,X,X,X,X,X,X,X
LJOTZIS,X,X,X,X,X,X,X,X,X,X,X,X
LJOTZSI,X,X,X,X,X,X,X,X,X,X,X,X
LJOITSZ,X,O,X,X,X,X,X,X,X,X,X,X
LJOITZS,X,X,X,X,X,X,X,X,X,X,X,X
LJOISTZ,X,O,X,X,O,X,X,X,X,X,X,X
LJOISZT,O,O,X,X,X,X,X,X,X,X,X,X
LJOIZTS,X,O,X,X,X,X,X,X,X,X,X,X
LJOIZST,X,O,X,X,X,X,X,X,X,X,X,X
LJOSTIZ,X,O,X,X,O,X,X,X,X,X,X,X
LJOSTZI,O,X,X,X,O,X,X,X,X,X,X,X
LJOSITZ,X,O,X,X,O,X,X,X,X,X,X,X
LJOSIZT,O,O,X,X,X,X,X,X,X,X,X,X
LJOSZTI,O,O,X,X,X,X,X,X,X,X,X,X
LJOSZIT,O,O,X,X,X,X,X,X,X,X,X,X
LJOZTIS,O,O,X,X,X,X,X,X,X,X,X,X
LJOZTSI,O,O,X,X,X,X,X,X,X,X,X,X
LJOZITS,O,O,X,X,X,X,X,X,X,X,X,X
LJOZIST,O,O,X,X,X,X,X,X,X,X,X,X
LJOZSTI,O,O,X,X,X,X,X,X,X,X,X,X
LJOZSIT,O,O,X,X,X,X,X,X,X,X,X,X
LSTIJZO,X,X,X,X,X,X,X,X,X,X,X,X
LSTIJOZ,X,X,X,X,X,X,X,X,X,X,X,X
LSTIZJO,X,X,X,X,X,X,X,X,X,X,X,X
LSTIZOJ,X,X,X,X,X,X,X,X,X,X,X,X
LSTIOJZ,X,O,X,X,X,X,X,X,X,X,X,X
LSTIOZJ,X,X,X,X,X,X,X,X,X,X,X,X
LSTJIZO,X,X,X,X,X,X,X,X,X,X,X,X
LSTJIOZ,X,O,X,X,O,X,X,X,X,X,X,X
LSTJZIO,X,X,X,X,X,X,X,X,X,X,X,X
LSTJZOI,X,X,X,X,X,X,X,X,X,X,X,X
LSTJOIZ,X,O,X,X,O,X,X,X,X,X,X,X
LSTJOZI,O,X,X,X,O,X,X,X,X,X,X,X
LSTZIJO,X,X,X,X,X,X,X,X,X,X,X,X
LSTZIOJ,X,X,X,X,X,X,X,X,X,X,X,X
LSTZJIO,X,X,X,X,X,X,X,X,X,X,X,X
LSTZJOI,X,X,X,X,X,X,X,X,X,X,X,X
LSTZOIJ,X,X,X,X,X,X,X,X,X,X,X,X
LSTZOJI,X,X,X,X,X,X,X,X,X,X,X,X
LSTOIJZ,X,O,X,X,X,X,X,X,X,X,X,X
LSTOIZJ,X,X,X,X,X,X,X,X,X,X,X,X
LSTOJIZ,X,O,X,X,O,X,X,X,X,X,X,X
LSTOJZI,O,X,X,X,O,X,X,X,X,X,X,X
LSTOZIJ,X,X,X,X,X,X,X,X,X,X,X,X
LSTOZJI,X,X,X,X,X,X,X,X,X,X,X,X
LSITJZO,X,X,X,X,X,X,X,X,X,X,X,X
LSITJOZ,X,X,X,X,X,X,X,X,X,X,X,X
LSITZJO,X,X,X,X,X,X,X,X,X,X,X,X
LSITZOJ,X,X,X,X,X,X,X,X,X,X,X,X
LSITOJZ,X,X,X,X,X,X,X,X,X,X,X,X
LSITOZJ,X,X,X,X,X,X,X,X,X,X,X,X
LSIJTZO,X,X,X,X,X,X,X,X,X,X,X,X
LSIJTOZ,X,X,X,X,X,X,X,X,X,X,X,X
LSIJZTO,X,X,X,X,X,X,X,X,X,X,X,X
LSIJZOT,X,X,X,X,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,X,X,X,X,X,X,X,X,X,X
LSIJOZT,X,X,X,X,X,X,X,X,X,X,X,X
LSIZTJO,X,X,X,X,X,X,X,X,X,X,X,X
LSIZTOJ,X,X,X,X,X,X,X,X,X,X,X,X
LSIZJTO,X,X,X,X,X,X,X,X,X,X,X,X
LSIZJOT,X,X,X,X,X,X,X,X,X,X,X,X
LSIZOTJ,X,X,X,X,X,X,X,X,X,X,X,X
LSIZOJT,X,X,X,X,X,X,X,X,X,X,X,X
LSIOTJZ,X,X,X,X,X,X,X,X,X,X,X,X
LSIOTZJ,X,X,X,X,X,X,X,X,X,X,X,X
LSIOJTZ,X,X,X,X,X,X,X,X,X,X,X,X
LSIOJZT,X,X,X,X,X,X,X,X,X,X,X,X
LSIOZTJ,X,X,X,X,X,X,X,X,X,X,X,X
LSIOZJT,X,X,X,X,X,X,X,X,X,X,X,X
LSJTIZO,X,X,X,X,X,X,X,X,X,X,X,X
LSJTIOZ,X,O,X,X,O,X,X,X,X,X,X,X
LSJTZIO,X,X,X,X,X,X,X,X,X,X,X,X
LSJTZOI,X,X,X,X,X,X,X,X,X,X,X,X
LSJTOIZ,X,O,X,X,O,X,X,X,X,X,X,X
LSJTOZI,O,X,X,X,O,X,X,X,X,X,X,X
LSJITZO,X,X,X,X,X,X,X,X,X,X,X,X
LSJITOZ,X,X,X,X,O,X,X,X,X,X,X,X
LSJIZTO,X,X,X,X,X,X,X,X,X,X,X,X
LSJIZOT,X,X,X,X,X,X,X,X,X,X,X,X
LSJIOTZ,X,O,X,X,O,X,X,X,X,X,X,X
LSJIOZT,O,O,X,X,X,X,X,X,X,X,X,X
LSJZTIO,O,O,X,X,X,X,X,X,X,X,X,X
LSJZTOI,O,O,X,X,X,X,X,X,X,X,X,X
LSJZITO,X,X,X,X,X,X,X,X,X,X,X,X
LSJZIOT,O,O,X,X,X,X,X,X,X,X,X,X
LSJZOTI,O,O,X,X,X,X,X,X,X,X,X,X
LSJZOIT,O,O,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,X,O,X,X,O,X,X,X,X,X,X,X
LSJOTZI,O,X,X,X,O,X,X,X,X,X,X,X
LSJOITZ,X,O,X,X,O,X,X,X,X,X,X,X
LSJOIZT,O,O,X,X,X,X,X,X,X,X,X,X
LSJOZTI,O,O,X,X,X,X,X,X,X,X,X,X
LSJOZIT,O,O,X,X,X,X,X,X,X,X,X,X
LSZTIJO,X,X,X,X,X,X,X,X,X,X,X,X
LSZTIOJ,O,X,X,X,X,X,X,X,O,X,X,X
LSZTJIO,O,X,X,X,X,X,X,X,X,X,X,X
LSZTJOI,O,X,X,X,X,X,X,X,X,X,X,X
LSZTOIJ,O,X,X,X,X,X,X,X,O,X,X,X
LSZTOJI,O,X,X,X,X,X,X,X,O,X,X,X
LSZITJO,X,X,X,X,X,X,X,X,X,X,X,X
LSZITOJ,X,X,X,X,X,X,X,X,X,X,X,X
LSZIJTO,X,X,X,X,X,X,X,X,X,X,X,X
LSZIJOT,X,X,X,X,X,X,X,X,X,X,X,X
LSZIOTJ,X,X,X,X,X,X,X,X,X,X,X,X
LSZIOJT,X,X,X,X,X,X,X,X,X,X,X,X
LSZJTIO,O,X,X,X,X,X,X,X,X,X,X,X
LSZJTOI,O,X,X,X,X,X,X,X,X,X,X,X
LSZJITO,X,X,X,X,X,X,X,X,X,X,X,X
LSZJIOT,O,X,X,X,X,X,X,X,X,X,X,X
LSZJOTI,O,X,X,X,X,X,X,X,X,X,X,X
LSZJOIT,O,X,X,X,X,X,X,X,X,X,X,X
LSZOTIJ,O,X,X,X,X,X,X,X,O,X,X,X
LSZOTJI,O,X,X,X,X,X,X,X,O,X,X,X
LSZOITJ,X,X,X,X,X,X,X,X,X,X,X,X
LSZOIJT,X,X,X,X,X,X,X,X,X,X,X,X
LSZOJTI,O,X,X,X,X,X,X,X,X,X,X,X
LSZOJIT,O,X,X,X,X,X,X,X,X,X,X,X
LSOTIJZ,X,O,X,X,X,X,X,X,X,X,X,X
LSOTIZJ,X,X,X,X,X,X,X,X,X,X,X,X
LSOTJIZ,X,O,X,X,O,X,X,X,X,X,X,X
LSOTJZI,O,X,X,X,O,X,X,X,X,X,X,X
LSOTZIJ,X,X,X,X,X,X,X,X,X,X,X,X
LSOTZJI,X,X,X,X,X,X,X,X,X,X,X,X
LSOITJZ,X,X,X,X,X,X,X,X,X,X,X,X
LSOITZJ,X,X,X,X,X,X,X,X,X,X,X,X
LSOIJTZ,X,X,X,X,X,X,X,X,X,X,X,X
LSOIJZT,X,X,X,X,X,X,X,X,X,X,X,X
LSOIZTJ,X,X,X,X,X,X,X,X,X,X,X,X
LSOIZJT,X,X,X,X,X,X,X,X,X,X,X,X
LSOJTIZ,X,O,X,X,O,X,X,X,X,X,X,X
LSOJTZI,O,X,X,X,O,X,X,X,X,X,X,X
LSOJITZ,X,O,X,X,O,X,X,X,X,X,X,X
LSOJIZT,O,O,X,X,X,X,X,X,X,X,X,X
LSOJZTI,O,O,X,X,X,X,X,X,X,X,X,X
LSOJZIT,O,O,X,X,X,X,X,X,X,X,X,X
LSOZTIJ,O,X,X,X,X,X,X,X,O,X,X,X
LSOZTJI,O,X,X,X,X,X,X,X,O,X,X,X
LSOZITJ,X,X,X,X,X,X,X,X,X,X,X,X
LSOZIJT,X,X,X,X,X,X,X,X,X,X,X,X
LSOZJTI,O,X,X,X,X,X,X,X,X,X,X,X
LSOZJIT,O,X,X,X,X,X,X,X,X,X,X,X
LZTIJSO,X,X,X,X,X,X,X,X,X,X,X,X
LZTIJOS,X,X,X,X,X,X,X,X,X,X,X,X
LZTISJO,X,X,X,X,X,X,X,X,X,X,X,X
LZTISOJ,O,X,X,X,X,X,X,X,X,X,X,O
LZTIOJS,X,X,X,X,X,X,X,X,X,X,X,X
LZTIOSJ,O,X,X,X,X,X,X,X,X,X,X,O
LZTJISO,O,X,X,X,X,X,X,X,X,X,X,X
LZTJIOS,O,X,X,X,X,X,X,X,X,X,X,X
LZTJSIO,O,X,X,X,X,X,X,X,X,X,X,X
LZTJSOI,O,X,X,X,X,X,X,X,X,X,X,X
LZTJOIS,O,X,X,X,X,X,X,X,X,X,X,X
LZTJOSI,O,X,X,X,X,X,X,X,X,X,X,X
LZTSIJO,X,X,X,X,X,X,X,X,X,X,X,X
LZTSIOJ,O,X,X,X,X,X,X,X,X,X,X,X
LZTSJIO,O,X,X,X,X,X,X,X,X,X,X,X
LZTSJOI,O,X,X,X,X,X,X,X,X,X,X,X
LZTSOIJ,O,X,X,X,X,X,X,X,X,X,X,O
LZTSOJI,O,X,X,X,X,X,X,X,X,X,X,X
LZTOIJS,X,X,X,X,X,X,X,X,X,X,X,X
LZTOISJ,O,X,X,X,X,X,X,X,X,X,X,O
LZTOJIS,O,X,X,X,X,X,X,X,X,X,X,X
LZTOJSI,O,X,X,X,X,X,X,X,X,X,X,X
LZTOSIJ,O,X,X,X,X,X,X,X,X,X,X,O
LZTOSJI,O,X,X,X,X,X,X,X,X,X,X,X
LZITJSO,X,X,X,X,X,X,X,X,X,X,X,X
LZITJOS,X,X,X,X,X,X,X,X,X,X,X,X
LZITSJO,X,X,X,X,X,X,X,X,X,X,X,X
LZITSOJ,X,X,X,X,X,X,X,X,X,X,X,O
LZITOJS,X,X,X,X,X,X,X,X,X,X,X,X
LZITOSJ,X,X,X,X,X,X,X,X,X,X,X,O
LZIJTSO,X,X,X,X,X,X,X,X,X,X,X,X
LZIJTOS,X,X,X,X,X,X,X,X,X,X,X,X
LZIJSTO,X,X,X,X,X,X,X,X,X,X,X,X
LZIJSOT,X,X,X,X,X,X,X,X,X,X,X,X
LZIJOTS,X,X,X,X,X,X,X,X,X,X,X,X
LZIJOST,X,X,X,X,X,X,X,X,X,X,X,X
LZISTJO,X,X,X,X,X,X,X,X,X,X,X,X
LZISTOJ,X,X,X,X,X,X,X,X,X,X,X,O
LZISJTO,X,X,X,X,X,X,X,X,X,X,X,X
LZISJOT,X,X,X,X,X,X,X,X,X,X,X,X
LZISOTJ,X,X,X,X,X,X,X,X,X,X,X,O
LZISOJT,X,X,X,X,X,X,X,X,X,X,X,X
LZIOTJS,X,X,X,X,X,X,X,X,X,X,X,X
LZIOTSJ,X,X,X,X,X,X,X,X,X,X,X,O
LZIOJTS,X,X,X,X,X,X,X,X,X,X,X,X
LZIOJST,X,X,X,X,X,X,X,X,X,X,X,X
LZIOSTJ,X,X,X,X,X,X,X,X,X,X,X,O
LZIOSJT,X,X,X,X,X,X,X,X,X,X,X,X
LZJTISO,O,X,X,X,X,X,X,X,X,X,X,X
LZJTIOS,O,X,X,X,X,X,X,X,X,X,X,X
LZJTSIO,O,X,X,X,X,X,X,X,X,X,X,X
LZJTSOI,O,X,X,X,X,X,X,X,X,X,X,X
LZJTOIS,O,X,X,X,X,X,X,X,X,X,X,X
LZJTOSI,O,X,X,X,X,X,X,X,X,X,X,X
LZJITSO,O,X,X,X,X,X,X,X,X,X,X,X
LZJITOS,O,X,X,X,X,X,X,X,X,X,X,X
LZJISTO,X,X,X,X,X,X,X,X,X,X,X,X
LZJISOT,O,X,X,X,X,X,X,X,X,X,X,X
LZJIOTS,O,X,X,X,X,X,X,X,X,X,X,X
LZJIOST,O,X,X,X,X,X,X,X,X,X,X,X
LZJSTIO,O,X,X,X,X,X,X,X,X,X,X,X
LZJSTOI,O,X,X,X,X,X,X,X,X,X,X,X
LZJSITO,X,X,X,X,X,X,X,X,X,X,X,X
LZJSIOT,O,X,X,X,X,X,X,X,X,X,X,X
LZJSOTI,O,X,X,X,X,X,X,X,X,X,X,X
LZJSOIT,O,X,X,X,X,X,X,X,X,X,X,X
LZJOTIS,O,X,X,X,X,X,X,X,X,X,X,X
LZJOTSI,O,X,X,X,X,X,X,X,X,X,X,X
LZJOITS,O,X,X,X,X,X,X,X,X,X,X,X
LZJOIST,O,X,X,X,X,X,X,X,X,X,X,X
LZJOSTI,O,X,X,X,X,X,X,X,X,X,X,X
LZJOSIT,O,X,X,X,X,X,X,X,X,X,X,X
LZSTIJO,X,X,X,X,X,X,X,X,X,X,X,X
LZSTIOJ,O,X,X,X,X,X,X,X,X,X,X,X
LZSTJIO,O,X,X,X,X,X,X,X,X,X,X,X
LZSTJOI,O,X,X,X,X,X,X,X,X,X,X,X
LZSTOIJ,O,X,X,X,X,X,X,X,X,X,X,O
LZSTOJI,O,X,X,X,X,X,X,X,X,X,X,X
LZSITJO,X,X,X,X,X,X,X,X,X,X,X,X
LZSITOJ,X,X,X,X,X,X,X,X,X,X,X,O
LZSIJTO,X,X,X,X,X,X,X,X,X,X,X,X
LZSIJOT,X,X,X,X,X,X,X,X,X,X,X,X
LZSIOTJ,X,X,X,X,X,X,X,X,X,X,X,O
LZSIOJT,X,X,X,X,X,X,X,X,X,X,X,X
LZSJTIO,O,X,X,X,X,X,X,X,X,X,X,X
LZSJTOI,O,X,X,X,X,X,X,X,X,X,X,X
LZSJITO,X,X,X,X,X,X,X,X,X,X,X,X
LZSJIOT,O,X,X,X,X,X,X,X,X,X,X,X
LZSJOTI,O,X,X,X,X,X,X,X,X,X,X,X
LZSJOIT,O,X,X,X,X,X,X,X,X,X,X,X
LZSOTIJ,O,X,X,X,X,X,X,X,X,X,X,O
LZSOTJI,O,X,X,X,X,X,X,X,X,X,X,X
LZSOITJ,X,X,X,X,X,X,X,X,X,X,X,O
LZSOIJT,X,X,X,X,X,X,X,X,X,X,X,X
LZSOJTI,O,X,X,X,X,X,X,X,X,X,X,X
LZSOJIT,O,X,X,X,X,X,X,X,X,X,X,X
LZOTIJS,X,X,X,X,X,X,X,X,X,X,X,X
LZOTISJ,O,X,X,X,X,X,X,X,X,X,X,O
LZOTJIS,O,X,X,X,X,X,X,X,X,X,X,X
LZOTJSI,O,X,X,X,X,X,X,X,X,X,X,X
LZOTSIJ,O,X,X,X,X,X,X,X,X,X,X,O
LZOTSJI,O,X,X,X,X,X,X,X,X,X,X,X
LZOITJS,X,X,X,X,X,X,X,X,X,X,X,X
LZOITSJ,X,X,X,X,X,X,X,X,X,X,X,O
LZOIJTS,X,X,X,X,X,X,X,X,X,X,X,X
LZOIJST,X,X,X,X,X,X,X,X,X,X,X,X
LZOISTJ,X,X,X,X,X,X,X,X,X,X,X,O
LZOISJT,X,X,X,X,X,X,X,X,X,X,X,X
LZOJTIS,O,X,X,X,X,X,X,X,X,X,X,X
LZOJTSI,O,X,X,X,X,X,X,X,X,X,X,X
LZOJITS,O,X,X,X,X,X,X,X,X,X,X,X
LZOJIST,O,X,X,X,X,X,X,X,X,X,X,X
LZOJSTI,O,X,X,X,X,X,X,X,X,X,X,X
LZOJSIT,O,X,X,X,X,X,X,X,X,X,X,X
LZOSTIJ,O,X,X,X,X,X,X,X,X,X,X,O
LZOSTJI,O,X,X,X,X,X,X,X,X,X,X,X
LZOSITJ,X,X,X,X,X,X,X,X,X,X,X,O
LZOSIJT,X,X,X,X,X,X,X,X,X,X,X,X
LZOSJTI,O,X,X,X,X,X,X,X,X,X,X,X
LZOSJIT,O,X,X,X,X,X,X,X,X,X,X,X
LOTIJSZ,X,X,X,X,X,X,X,X,X,X,X,X
LOTIJZS,X,X,X,X,X,X,X,X,X,X,X,X
LOTISJZ,X,O,X,X,X,X,X,X,X,X,X,X
LOTISZJ,X,X,X,X,X,X,X,X,X,X,X,X
LOTIZJS,X,X,X,X,X,X,X,X,X,X,X,X
LOTIZSJ,X,X,X,X,X,X,X,X,X,X,O,O
LOTJISZ,X,O,X,X,X,X,X,X,X,X,X,X
LOTJIZS,X,X,X,X,X,X,X,X,X,X,X,X
LOTJSIZ,X,O,X,X,O,X,X,X,X,X,X,X
LOTJSZI,O,X,X,X,O,X,X,X,X,X,X,X
LOTJZIS,X,X,X,X,X,X,X,X,X,X,X,X
LOTJZSI,X,X,X,X,X,X,X,X,X,X,X,X
