sequence,v115@9gA8IeC8FeF8AeB8AeI8AeA8Je06IvhF6gBTcB/iBG?eBZoBlrB,v115@9gA8IeC8FeF8AeB8AeI8AeA8Jex6IvhFTcB/iBcjBG?gBlmBatB,v115@9gA8IeC8FeF8AeB8AeI8AeA8Je06IvhFxbBXdBzgBF?jBCnBOtB,v115@9gA8IeC8FeF8AeB8AeI8AeA8Je06IvhF6gBlcBGeB/?mBTiBZoB
SZTILJO,O,X,X,O
SZTILOJ,O,X,X,X
SZTIJLO,O,X,X,O
SZTIJOL,O,X,X,X
SZTIOLJ,O,X,X,X
SZTIOJL,O,X,X,X
SZTLIJO,O,X,X,O
SZTLIOJ,O,X,X,X
SZTLJIO,X,X,X,O
SZTLJOI,O,X,X,O
SZTLOIJ,O,X,X,O
SZTLOJI,O,X,X,O
SZTJILO,X,X,X,X
SZTJIOL,X,O,X,X
SZTJLIO,X,X,X,O
SZTJLOI,O,X,X,O
SZTJOIL,X,O,X,X
SZTJOLI,O,O,X,X
SZTOILJ,O,X,X,O
SZTOIJL,O,X,X,O
SZTOLIJ,O,X,X,O
SZTOLJI,O,X,X,O
SZTOJIL,X,O,X,X
SZTOJLI,O,O,X,O
SZITLJO,O,X,X,O
SZITLOJ,O,X,X,X
SZITJLO,O,X,X,O
SZITJOL,O,X,X,X
SZITOLJ,O,X,X,X
SZITOJL,O,X,X,X
SZILTJO,O,X,X,O
SZILTOJ,O,X,X,X
SZILJTO,O,X,X,O
SZILJOT,X,X,X,X
SZILOTJ,X,X,X,O
SZILOJT,X,X,X,O
SZIJTLO,O,X,X,O
SZIJTOL,O,O,X,X
SZIJLTO,O,X,X,O
SZIJLOT,X,X,X,X
SZIJOTL,X,X,X,X
SZIJOLT,X,X,X,X
SZIOTLJ,X,X,X,O
SZIOTJL,X,X,X,O
SZIOLTJ,X,X,X,O
SZIOLJT,X,X,X,O
SZIOJTL,X,X,X,O
SZIOJLT,X,X,X,O
SZLTIJO,O,X,X,O
SZLTIOJ,O,X,X,X
SZLTJIO,X,X,X,O
SZLTJOI,O,X,X,O
SZLTOIJ,O,X,X,O
SZLTOJI,O,X,X,O
SZLITJO,O,X,X,O
SZLITOJ,O,X,X,X
SZLIJTO,O,X,X,O
SZLIJOT,X,X,X,X
SZLIOTJ,X,X,X,O
SZLIOJT,X,X,X,O
SZLJTIO,X,X,X,O
SZLJTOI,O,X,X,O
SZLJITO,X,X,X,O
SZLJIOT,X,X,X,X
SZLJOTI,X,X,X,X
SZLJOIT,X,X,X,X
SZLOTIJ,X,X,X,O
SZLOTJI,X,X,X,O
SZLOITJ,X,X,X,O
SZLOIJT,X,X,X,O
SZLOJTI,X,X,X,O
SZLOJIT,X,X,X,X
SZJTILO,X,X,X,X
SZJTIOL,X,O,X,X
SZJTLIO,X,X,X,O
SZJTLOI,O,X,X,O
SZJTOIL,X,O,X,X
SZJTOLI,O,O,X,X
SZJITLO,X,X,X,O
SZJITOL,X,O,X,X
SZJILTO,X,X,X,O
SZJILOT,X,X,X,X
SZJIOTL,X,X,X,X
SZJIOLT,X,X,X,X
SZJLTIO,X,X,X,O
SZJLTOI,O,X,X,O
SZJLITO,X,X,X,O
SZJLIOT,X,X,X,X
SZJLOTI,X,X,X,X
SZJLOIT,X,X,X,X
SZJOTIL,X,X,X,X
SZJOTLI,X,X,X,X
SZJOITL,X,X,X,X
SZJOILT,X,X,X,X
SZJOLTI,X,X,X,X
SZJOLIT,X,X,X,X
SZOTILJ,X,X,X,O
SZOTIJL,X,X,X,O
SZOTLIJ,X,X,X,O
SZOTLJI,X,X,X,O
SZOTJIL,X,X,X,X
SZOTJLI,X,X,X,O
SZOITLJ,X,X,X,O
SZOITJL,X,X,X,O
SZOILTJ,X,X,X,O
SZOILJT,X,X,X,O
SZOIJTL,X,X,X,O
SZOIJLT,X,X,X,O
SZOLTIJ,X,X,X,O
SZOLTJI,X,X,X,O
SZOLITJ,X,X,X,O
SZOLIJT,X,X,X,O
SZOLJTI,X,X,X,O
SZOLJIT,X,X,X,X
SZOJTIL,X,X,X,X
SZOJTLI,X,X,X,O
SZOJITL,X,X,X,X
SZOJILT,X,X,X,X
SZOJLTI,X,X,X,O
SZOJLIT,X,X,X,X
SOTILJZ,X,X,X,O
SOTILZJ,X,X,X,O
SOTIJLZ,X,X,X,O
SOTIJZL,X,X,X,O
SOTIZLJ,X,X,X,O
SOTIZJL,X,X,X,O
SOTLIJZ,X,X,X,O
SOTLIZJ,X,X,X,O
SOTLJIZ,X,X,X,X
SOTLJZI,X,X,X,O
SOTLZIJ,X,X,X,O
SOTLZJI,X,X,X,O
SOTJILZ,X,X,X,X
SOTJIZL,X,X,X,X
SOTJLIZ,X,X,X,X
SOTJLZI,X,X,X,O
SOTJZIL,X,X,X,X
SOTJZLI,X,X,X,O
SOTZILJ,X,X,X,O
SOTZIJL,X,X,X,O
SOTZLIJ,X,X,X,O
SOTZLJI,X,X,X,O
SOTZJIL,X,X,X,X
SOTZJLI,X,X,X,O
SOITLJZ,X,X,X,O
SOITLZJ,X,X,X,O
SOITJLZ,X,X,X,O
SOITJZL,X,X,X,O
SOITZLJ,X,X,X,O
SOITZJL,X,X,X,O
SOILTJZ,X,X,X,O
SOILTZJ,X,X,X,O
SOILJTZ,X,X,X,O
SOILJZT,X,X,X,O
SOILZTJ,X,X,X,O
SOILZJT,X,X,X,O
SOIJTLZ,X,X,X,O
SOIJTZL,X,X,X,O
SOIJLTZ,X,X,X,O
SOIJLZT,X,X,X,O
SOIJZTL,X,X,X,O
SOIJZLT,X,X,X,O
SOIZTLJ,X,X,X,O
SOIZTJL,X,X,X,O
SOIZLTJ,X,X,X,O
SOIZLJT,X,X,X,O
SOIZJTL,X,X,X,O
SOIZJLT,X,X,X,O
SOLTIJZ,X,X,X,O
SOLTIZJ,X,X,X,O
SOLTJIZ,X,X,X,X
SOLTJZI,X,X,X,O
SOLTZIJ,X,X,X,O
SOLTZJI,X,X,X,O
SOLITJZ,X,X,X,O
SOLITZJ,X,X,X,O
SOLIJTZ,X,X,X,O
SOLIJZT,X,X,X,O
SOLIZTJ,X,X,X,O
SOLIZJT,X,X,X,O
SOLJTIZ,X,X,X,X
SOLJTZI,X,X,X,O
SOLJITZ,X,X,X,X
SOLJIZT,X,X,X,X
SOLJZTI,X,X,X,O
SOLJZIT,X,X,X,X
SOLZTIJ,X,X,X,O
SOLZTJI,X,X,X,O
SOLZITJ,X,X,X,O
SOLZIJT,X,X,X,O
SOLZJTI,X,X,X,O
SOLZJIT,X,X,X,X
SOJTILZ,X,X,X,X
SOJTIZL,X,X,X,X
SOJTLIZ,X,X,X,X
SOJTLZI,X,X,X,O
SOJTZIL,X,X,X,X
SOJTZLI,X,X,X,O
SOJITLZ,X,X,X,X
SOJITZL,X,X,X,X
SOJILTZ,X,X,X,X
SOJILZT,X,X,X,X
SOJIZTL,X,X,X,X
SOJIZLT,X,X,X,X
SOJLTIZ,X,X,X,X
SOJLTZI,X,X,X,O
SOJLITZ,X,X,X,X
SOJLIZT,X,X,X,X
SOJLZTI,X,X,X,O
SOJLZIT,X,X,X,X
SOJZTIL,X,X,X,X
SOJZTLI,X,X,X,O
SOJZITL,X,X,X,X
SOJZILT,X,X,X,X
SOJZLTI,X,X,X,O
SOJZLIT,X,X,X,X
SOZTILJ,X,X,X,O
SOZTIJL,X,X,X,O
SOZTLIJ,X,X,X,O
SOZTLJI,X,X,X,O
SOZTJIL,X,X,X,X
SOZTJLI,X,X,X,O
SOZITLJ,X,X,X,O
SOZITJL,X,X,X,O
SOZILTJ,X,X,X,O
SOZILJT,X,X,X,O
SOZIJTL,X,X,X,O
SOZIJLT,X,X,X,O
SOZLTIJ,X,X,X,O
SOZLTJI,X,X,X,O
SOZLITJ,X,X,X,O
SOZLIJT,X,X,X,O
SOZLJTI,X,X,X,O
SOZLJIT,X,X,X,X
SOZJTIL,X,X,X,X
SOZJTLI,X,X,X,O
SOZJITL,X,X,X,X
SOZJILT,X,X,X,X
SOZJLTI,X,X,X,O
SOZJLIT,X,X,X,X
ZTILJSO,X,X,X,X
ZTILJOS,X,X,X,X
ZTILSJO,O,X,X,X
ZTILSOJ,O,X,X,X
ZTILOJS,X,X,X,X
ZTILOSJ,O,X,X,X
ZTIJLSO,X,X,X,X
ZTIJLOS,X,X,X,X
ZTIJSLO,X,X,X,X
ZTIJSOL,X,X,X,X
ZTIJOLS,X,X,X,X
ZTIJOSL,X,X,X,X
ZTISLJO,O,X,X,X
ZTISLOJ,O,X,X,X
ZTISJLO,O,X,X,X
ZTISJOL,O,X,X,X
ZTISOLJ,O,X,X,X
ZTISOJL,O,X,X,X
ZTIOLJS,X,X,X,X
ZTIOLSJ,O,X,X,X
ZTIOJLS,X,X,X,X
ZTIOJSL,X,X,X,X
ZTIOSLJ,O,X,X,X
ZTIOSJL,O,X,X,X
ZTLIJSO,X,X,X,X
ZTLIJOS,X,X,X,X
ZTLISJO,O,X,X,X
ZTLISOJ,O,X,X,X
ZTLIOJS,X,X,X,X
ZTLIOSJ,O,X,X,X
ZTLJISO,X,X,X,X
ZTLJIOS,X,X,X,X
ZTLJSIO,X,X,X,X
ZTLJSOI,X,X,X,X
ZTLJOIS,X,X,X,X
ZTLJOSI,X,X,X,X
ZTLSIJO,O,X,X,X
ZTLSIOJ,O,X,X,X
ZTLSJIO,X,X,X,X
ZTLSJOI,O,X,X,X
ZTLSOIJ,O,X,X,X
ZTLSOJI,O,X,X,X
ZTLOIJS,X,X,X,X
ZTLOISJ,O,X,X,X
ZTLOJIS,X,X,X,X
ZTLOJSI,X,X,X,X
ZTLOSIJ,O,X,X,X
ZTLOSJI,O,X,X,X
ZTJILSO,X,X,X,X
ZTJILOS,X,X,X,X
ZTJISLO,X,X,X,X
ZTJISOL,X,O,X,X
ZTJIOLS,X,X,X,X
ZTJIOSL,X,O,X,X
ZTJLISO,X,X,X,X
ZTJLIOS,X,X,X,X
ZTJLSIO,X,X,X,X
ZTJLSOI,X,X,X,X
ZTJLOIS,X,X,X,X
ZTJLOSI,X,X,X,X
ZTJSILO,X,X,X,X
ZTJSIOL,X,O,X,X
ZTJSLIO,X,X,X,X
ZTJSLOI,X,X,X,X
ZTJSOIL,X,O,X,X
ZTJSOLI,X,O,X,X
ZTJOILS,X,X,X,X
ZTJOISL,X,O,X,X
ZTJOLIS,X,X,X,X
ZTJOLSI,X,X,X,X
ZTJOSIL,X,O,X,X
ZTJOSLI,X,O,X,X
ZTSILJO,O,X,X,X
ZTSILOJ,O,X,X,X
ZTSIJLO,O,X,X,X
ZTSIJOL,O,X,X,X
ZTSIOLJ,O,X,X,X
ZTSIOJL,O,X,X,X
ZTSLIJO,O,X,X,X
ZTSLIOJ,O,X,X,X
ZTSLJIO,X,X,X,X
ZTSLJOI,O,X,X,X
ZTSLOIJ,O,X,X,X
ZTSLOJI,O,X,X,X
ZTSJILO,X,X,X,X
ZTSJIOL,X,O,X,X
ZTSJLIO,X,X,X,X
ZTSJLOI,O,X,X,X
ZTSJOIL,X,O,X,X
ZTSJOLI,O,O,X,X
ZTSOILJ,O,X,X,X
ZTSOIJL,O,X,X,X
ZTSOLIJ,O,X,O,X
ZTSOLJI,O,X,O,X
ZTSOJIL,X,O,X,X
ZTSOJLI,O,O,X,X
ZTOILJS,X,X,X,X
ZTOILSJ,O,X,X,X
ZTOIJLS,X,X,X,X
ZTOIJSL,X,X,X,X
ZTOISLJ,O,X,X,X
ZTOISJL,O,X,X,X
ZTOLIJS,X,X,X,X
ZTOLISJ,O,X,O,X
ZTOLJIS,X,X,X,X
ZTOLJSI,X,X,X,X
ZTOLSIJ,O,X,O,X
ZTOLSJI,O,X,O,X
ZTOJILS,X,X,X,X
ZTOJISL,X,O,X,X
ZTOJLIS,X,X,X,X
ZTOJLSI,X,X,X,X
ZTOJSIL,X,O,X,X
ZTOJSLI,X,O,X,X
ZTOSILJ,O,X,X,X
ZTOSIJL,O,X,X,X
ZTOSLIJ,O,X,O,X
ZTOSLJI,O,X,O,X
ZTOSJIL,X,O,X,X
ZTOSJLI,O,O,X,X
ZITLJSO,X,X,X,X
ZITLJOS,X,X,X,X
ZITLSJO,O,X,X,X
ZITLSOJ,O,X,X,X
ZITLOJS,X,X,X,X
ZITLOSJ,O,X,X,X
ZITJLSO,X,X,X,X
ZITJLOS,X,X,X,X
ZITJSLO,X,X,X,X
ZITJSOL,X,X,X,X
ZITJOLS,X,X,X,X
ZITJOSL,X,X,X,X
ZITSLJO,O,X,X,X
ZITSLOJ,O,X,X,X
ZITSJLO,O,X,X,X
ZITSJOL,O,X,X,X
ZITSOLJ,O,X,X,X
ZITSOJL,O,X,X,X
ZITOLJS,X,X,X,X
ZITOLSJ,O,X,X,X
ZITOJLS,X,X,X,X
ZITOJSL,X,X,X,X
ZITOSLJ,O,X,X,X
ZITOSJL,O,X,X,X
ZILTJSO,X,X,X,X
ZILTJOS,X,X,X,X
ZILTSJO,O,X,X,X
ZILTSOJ,O,X,X,X
ZILTOJS,X,X,X,X
ZILTOSJ,O,X,X,X
ZILJTSO,X,X,X,X
ZILJTOS,X,X,X,X
ZILJSTO,O,X,X,O
ZILJSOT,X,X,X,X
ZILJOTS,X,X,X,X
ZILJOST,X,X,X,O
ZILSTJO,O,X,X,O
ZILSTOJ,O,X,X,X
ZILSJTO,O,X,X,O
ZILSJOT,X,X,X,X
ZILSOTJ,X,X,X,O
ZILSOJT,X,X,X,O
ZILOTJS,X,X,X,X
ZILOTSJ,X,X,X,X
ZILOJTS,X,X,X,X
ZILOJST,X,X,X,O
ZILOSTJ,X,X,X,O
ZILOSJT,X,X,X,O
ZIJTLSO,X,X,X,X
ZIJTLOS,X,X,X,X
ZIJTSLO,X,X,X,X
ZIJTSOL,X,O,X,X
ZIJTOLS,X,X,X,X
ZIJTOSL,X,O,X,X
ZIJLTSO,X,X,X,X
ZIJLTOS,X,X,X,X
ZIJLSTO,O,X,X,O
ZIJLSOT,X,X,X,X
ZIJLOTS,X,X,X,X
ZIJLOST,X,X,X,O
ZIJSTLO,O,X,X,O
ZIJSTOL,O,O,X,X
ZIJSLTO,O,X,X,O
ZIJSLOT,X,X,X,X
ZIJSOTL,X,X,X,X
ZIJSOLT,X,X,X,X
ZIJOTLS,X,X,X,X
ZIJOTSL,X,X,X,X
ZIJOLTS,X,X,X,X
ZIJOLST,X,X,X,O
ZIJOSTL,X,X,X,O
ZIJOSLT,X,X,X,O
ZISTLJO,O,X,X,O
ZISTLOJ,O,X,X,X
ZISTJLO,O,X,X,O
ZISTJOL,O,X,X,X
ZISTOLJ,O,X,X,X
ZISTOJL,O,X,X,X
ZISLTJO,O,X,X,O
ZISLTOJ,O,X,X,X
ZISLJTO,O,X,X,O
ZISLJOT,X,X,X,X
ZISLOTJ,X,X,X,O
ZISLOJT,X,X,X,O
ZISJTLO,O,X,X,O
ZISJTOL,O,O,X,X
ZISJLTO,O,X,X,O
ZISJLOT,X,X,X,X
ZISJOTL,X,X,X,X
ZISJOLT,X,X,X,X
ZISOTLJ,X,X,X,O
ZISOTJL,X,X,X,O
ZISOLTJ,X,X,X,O
ZISOLJT,X,X,X,O
ZISOJTL,X,X,X,O
ZISOJLT,X,X,X,O
ZIOTLJS,X,X,X,X
ZIOTLSJ,X,X,X,X
ZIOTJLS,X,X,X,X
ZIOTJSL,X,X,X,X
ZIOTSLJ,X,X,X,X
ZIOTSJL,X,X,X,X
ZIOLTJS,X,X,X,X
ZIOLTSJ,X,X,O,X
ZIOLJTS,X,X,X,X
ZIOLJST,X,X,X,O
ZIOLSTJ,X,X,O,O
ZIOLSJT,X,X,X,O
ZIOJTLS,X,X,X,X
ZIOJTSL,X,X,X,X
ZIOJLTS,X,X,X,X
ZIOJLST,X,X,X,O
ZIOJSTL,X,X,X,O
ZIOJSLT,X,X,X,O
ZIOSTLJ,X,X,X,O
ZIOSTJL,X,X,X,O
ZIOSLTJ,X,X,X,O
ZIOSLJT,X,X,X,O
ZIOSJTL,X,X,X,O
ZIOSJLT,X,X,X,O
ZLTIJSO,X,X,X,X
ZLTIJOS,X,X,X,X
ZLTISJO,O,X,X,X
ZLTISOJ,O,X,X,X
ZLTIOJS,X,X,X,X
ZLTIOSJ,O,X,X,X
ZLTJISO,X,X,X,X
ZLTJIOS,X,X,X,X
ZLTJSIO,X,X,X,X
ZLTJSOI,X,X,X,X
ZLTJOIS,X,X,X,X
ZLTJOSI,X,X,X,X
ZLTSIJO,O,X,X,X
ZLTSIOJ,O,X,X,X
ZLTSJIO,X,X,X,X
ZLTSJOI,O,X,X,X
ZLTSOIJ,O,X,O,X
ZLTSOJI,O,X,O,X
ZLTOIJS,X,X,X,X
ZLTOISJ,O,X,O,X
ZLTOJIS,X,X,X,X
ZLTOJSI,X,X,X,X
ZLTOSIJ,O,X,O,X
ZLTOSJI,O,X,O,X
ZLITJSO,X,X,X,X
ZLITJOS,X,X,X,X
ZLITSJO,O,X,X,X
ZLITSOJ,O,X,X,X
ZLITOJS,X,X,X,X
ZLITOSJ,O,X,X,X
ZLIJTSO,X,X,X,X
ZLIJTOS,X,X,X,X
ZLIJSTO,O,X,X,O
ZLIJSOT,X,X,X,X
ZLIJOTS,X,X,X,X
ZLIJOST,X,X,X,O
ZLISTJO,O,X,X,O
ZLISTOJ,O,X,X,X
ZLISJTO,O,X,X,O
ZLISJOT,X,X,X,X
ZLISOTJ,X,X,X,O
ZLISOJT,X,X,X,O
ZLIOTJS,X,X,X,X
ZLIOTSJ,X,X,X,X
ZLIOJTS,X,X,X,X
ZLIOJST,X,X,X,O
ZLIOSTJ,X,X,X,O
ZLIOSJT,X,X,X,O
ZLJTISO,X,X,X,X
ZLJTIOS,X,X,X,X
ZLJTSIO,X,X,X,X
ZLJTSOI,X,X,X,X
ZLJTOIS,X,X,X,X
ZLJTOSI,X,X,X,X
ZLJITSO,X,X,X,X
ZLJITOS,X,X,X,X
ZLJISTO,O,X,X,O
ZLJISOT,X,X,X,X
ZLJIOTS,X,X,X,X
ZLJIOST,X,X,X,O
ZLJSTIO,X,X,X,O
ZLJSTOI,O,X,X,O
ZLJSITO,X,X,X,O
ZLJSIOT,X,X,X,X
ZLJSOTI,X,X,X,X
ZLJSOIT,X,X,X,X
ZLJOTIS,X,X,X,X
ZLJOTSI,X,X,X,X
ZLJOITS,X,X,X,X
ZLJOIST,X,X,X,X
ZLJOSTI,X,X,X,O
ZLJOSIT,X,X,X,X
ZLSTIJO,O,X,X,O
ZLSTIOJ,O,X,X,X
ZLSTJIO,X,X,X,O
ZLSTJOI,O,X,X,O
ZLSTOIJ,O,X,O,O
ZLSTOJI,O,X,O,O
ZLSITJO,O,X,X,O
ZLSITOJ,O,X,X,X
ZLSIJTO,O,X,X,O
ZLSIJOT,X,X,X,X
ZLSIOTJ,X,X,X,O
ZLSIOJT,X,X,X,O
ZLSJTIO,X,X,X,O
ZLSJTOI,O,X,X,O
ZLSJITO,X,X,X,O
ZLSJIOT,X,X,X,X
ZLSJOTI,X,X,X,X
ZLSJOIT,X,X,X,X
ZLSOTIJ,X,X,O,O
ZLSOTJI,X,X,O,O
ZLSOITJ,X,X,O,O
ZLSOIJT,X,X,X,O
ZLSOJTI,X,X,X,O
ZLSOJIT,X,X,X,X
ZLOTIJS,X,X,X,X
ZLOTISJ,X,X,O,X
ZLOTJIS,X,X,X,X
ZLOTJSI,X,X,X,X
ZLOTSIJ,X,X,O,X
ZLOTSJI,X,X,O,X
ZLOITJS,X,X,X,X
ZLOITSJ,X,X,O,X
ZLOIJTS,X,X,X,X
ZLOIJST,X,X,X,O
ZLOISTJ,X,X,O,O
ZLOISJT,X,X,X,O
ZLOJTIS,X,X,X,X
ZLOJTSI,X,X,X,X
ZLOJITS,X,X,X,X
ZLOJIST,X,X,X,X
ZLOJSTI,X,X,X,O
ZLOJSIT,X,X,X,X
ZLOSTIJ,X,X,O,O
ZLOSTJI,X,X,O,O
ZLOSITJ,X,X,O,O
ZLOSIJT,X,X,X,O
ZLOSJTI,X,X,X,O
ZLOSJIT,X,X,X,X
ZJTILSO,X,X,X,X
ZJTILOS,X,X,X,X
ZJTISLO,X,X,X,X
ZJTISOL,X,O,X,X
ZJTIOLS,X,X,X,X
ZJTIOSL,X,O,X,X
ZJTLISO,X,X,X,X
ZJTLIOS,X,X,X,X
ZJTLSIO,X,X,X,X
ZJTLSOI,X,X,X,X
ZJTLOIS,X,X,X,X
ZJTLOSI,X,X,X,X
ZJTSILO,X,X,X,X
ZJTSIOL,X,O,X,X
ZJTSLIO,X,X,X,X
ZJTSLOI,X,X,X,X
ZJTSOIL,X,O,X,X
ZJTSOLI,X,O,X,X
ZJTOILS,X,X,X,X
ZJTOISL,X,O,X,X
ZJTOLIS,X,X,X,X
ZJTOLSI,X,X,X,X
ZJTOSIL,X,O,X,X
ZJTOSLI,X,O,X,X
ZJITLSO,X,X,X,X
ZJITLOS,X,X,X,X
ZJITSLO,X,X,X,X
ZJITSOL,X,O,X,X
ZJITOLS,X,X,X,X
ZJITOSL,X,O,X,X
ZJILTSO,X,X,X,X
ZJILTOS,X,X,X,X
ZJILSTO,O,X,X,O
ZJILSOT,X,X,X,X
ZJILOTS,X,X,X,X
ZJILOST,X,X,X,O
ZJISTLO,O,X,X,O
ZJISTOL,O,O,X,X
ZJISLTO,O,X,X,O
ZJISLOT,X,X,X,X
ZJISOTL,X,X,X,X
ZJISOLT,X,X,X,X
ZJIOTLS,X,X,X,X
ZJIOTSL,X,X,X,X
ZJIOLTS,X,X,X,X
ZJIOLST,X,X,X,O
ZJIOSTL,X,X,X,O
ZJIOSLT,X,X,X,O
ZJLTISO,X,X,X,X
ZJLTIOS,X,X,X,X
ZJLTSIO,X,X,X,X
ZJLTSOI,X,X,X,X
ZJLTOIS,X,X,X,X
ZJLTOSI,X,X,X,X
ZJLITSO,X,X,X,X
ZJLITOS,X,X,X,X
ZJLISTO,O,X,X,O
ZJLISOT,X,X,X,X
ZJLIOTS,X,X,X,X
ZJLIOST,X,X,X,O
ZJLSTIO,X,X,X,O
ZJLSTOI,O,X,X,O
ZJLSITO,X,X,X,O
ZJLSIOT,X,X,X,X
ZJLSOTI,X,X,X,X
ZJLSOIT,X,X,X,X
ZJLOTIS,X,X,X,X
ZJLOTSI,X,X,X,X
ZJLOITS,X,X,X,X
ZJLOIST,X,X,X,X
ZJLOSTI,X,X,X,O
ZJLOSIT,X,X,X,X
ZJSTILO,X,X,X,X
ZJSTIOL,X,O,X,X
ZJSTLIO,X,X,X,O
ZJSTLOI,O,X,X,O
ZJSTOIL,X,O,X,X
ZJSTOLI,O,O,X,X
ZJSITLO,X,X,X,O
ZJSITOL,X,O,X,X
ZJSILTO,X,X,X,O
ZJSILOT,X,X,X,X
ZJSIOTL,X,X,X,X
ZJSIOLT,X,X,X,X
ZJSLTIO,X,X,X,O
ZJSLTOI,O,X,X,O
ZJSLITO,X,X,X,O
ZJSLIOT,X,X,X,X
ZJSLOTI,X,X,X,X
ZJSLOIT,X,X,X,X
ZJSOTIL,X,X,X,X
ZJSOTLI,X,X,X,X
ZJSOITL,X,X,X,X
ZJSOILT,X,X,X,X
ZJSOLTI,X,X,X,X
ZJSOLIT,X,X,X,X
ZJOTILS,X,X,X,X
ZJOTISL,X,X,X,X
ZJOTLIS,X,X,X,X
ZJOTLSI,X,X,X,X
ZJOTSIL,X,X,X,X
ZJOTSLI,X,X,X,X
ZJOITLS,X,X,X,X
ZJOITSL,X,X,X,X
ZJOILTS,X,X,X,X
ZJOILST,X,X,X,X
ZJOISTL,X,X,X,X
ZJOISLT,X,X,X,X
ZJOLTIS,X,X,X,X
ZJOLTSI,X,X,X,X
ZJOLITS,X,X,X,X
ZJOLIST,X,X,X,X
ZJOLSTI,X,X,X,O
ZJOLSIT,X,X,X,X
ZJOSTIL,X,X,X,X
ZJOSTLI,X,X,X,O
ZJOSITL,X,X,X,X
ZJOSILT,X,X,X,X
ZJOSLTI,X,X,X,O
ZJOSLIT,X,X,X,X
ZSTILJO,O,X,X,O
ZSTILOJ,O,X,X,X
ZSTIJLO,O,X,X,O
ZSTIJOL,O,X,X,X
ZSTIOLJ,O,X,X,X
ZSTIOJL,O,X,X,X
ZSTLIJO,O,X,X,O
ZSTLIOJ,O,X,X,X
ZSTLJIO,X,X,X,O
ZSTLJOI,O,X,X,O
ZSTLOIJ,O,X,X,O
ZSTLOJI,O,X,X,O
ZSTJILO,X,X,X,X
ZSTJIOL,X,O,X,X
ZSTJLIO,X,X,X,O
ZSTJLOI,O,X,X,O
ZSTJOIL,X,O,X,X
ZSTJOLI,O,O,X,X
ZSTOILJ,O,X,X,O
ZSTOIJL,O,X,X,O
ZSTOLIJ,O,X,X,O
ZSTOLJI,O,X,X,O
ZSTOJIL,X,O,X,X
ZSTOJLI,O,O,X,O
ZSITLJO,O,X,X,O
ZSITLOJ,O,X,X,X
ZSITJLO,O,X,X,O
ZSITJOL,O,X,X,X
ZSITOLJ,O,X,X,X
ZSITOJL,O,X,X,X
ZSILTJO,O,X,X,O
ZSILTOJ,O,X,X,X
ZSILJTO,O,X,X,O
ZSILJOT,X,X,X,X
ZSILOTJ,X,X,X,O
ZSILOJT,X,X,X,O
ZSIJTLO,O,X,X,O
ZSIJTOL,O,O,X,X
ZSIJLTO,O,X,X,O
ZSIJLOT,X,X,X,X
ZSIJOTL,X,X,X,X
ZSIJOLT,X,X,X,X
ZSIOTLJ,X,X,X,O
ZSIOTJL,X,X,X,O
ZSIOLTJ,X,X,X,O
ZSIOLJT,X,X,X,O
ZSIOJTL,X,X,X,O
ZSIOJLT,X,X,X,O
ZSLTIJO,O,X,X,O
ZSLTIOJ,O,X,X,X
ZSLTJIO,X,X,X,O
ZSLTJOI,O,X,X,O
ZSLTOIJ,O,X,X,O
ZSLTOJI,O,X,X,O
ZSLITJO,O,X,X,O
ZSLITOJ,O,X,X,X
ZSLIJTO,O,X,X,O
ZSLIJOT,X,X,X,X
ZSLIOTJ,X,X,X,O
ZSLIOJT,X,X,X,O
ZSLJTIO,X,X,X,O
ZSLJTOI,O,X,X,O
ZSLJITO,X,X,X,O
ZSLJIOT,X,X,X,X
ZSLJOTI,X,X,X,X
ZSLJOIT,X,X,X,X
ZSLOTIJ,X,X,X,O
ZSLOTJI,X,X,X,O
ZSLOITJ,X,X,X,O
ZSLOIJT,X,X,X,O
ZSLOJTI,X,X,X,O
ZSLOJIT,X,X,X,X
ZSJTILO,X,X,X,X
ZSJTIOL,X,O,X,X
ZSJTLIO,X,X,X,O
ZSJTLOI,O,X,X,O
ZSJTOIL,X,O,X,X
ZSJTOLI,O,O,X,X
ZSJITLO,X,X,X,O
ZSJITOL,X,O,X,X
ZSJILTO,X,X,X,O
ZSJILOT,X,X,X,X
ZSJIOTL,X,X,X,X
ZSJIOLT,X,X,X,X
ZSJLTIO,X,X,X,O
ZSJLTOI,O,X,X,O
ZSJLITO,X,X,X,O
ZSJLIOT,X,X,X,X
ZSJLOTI,X,X,X,X
ZSJLOIT,X,X,X,X
ZSJOTIL,X,X,X,X
ZSJOTLI,X,X,X,X
ZSJOITL,X,X,X,X
ZSJOILT,X,X,X,X
ZSJOLTI,X,X,X,X
ZSJOLIT,X,X,X,X
ZSOTILJ,X,X,X,O
ZSOTIJL,X,X,X,O
ZSOTLIJ,X,X,X,O
ZSOTLJI,X,X,X,O
ZSOTJIL,X,X,X,X
ZSOTJLI,X,X,X,O
ZSOITLJ,X,X,X,O
ZSOITJL,X,X,X,O
ZSOILTJ,X,X,X,O
ZSOILJT,X,X,X,O
ZSOIJTL,X,X,X,O
ZSOIJLT,X,X,X,O
ZSOLTIJ,X,X,X,O
ZSOLTJI,X,X,X,O
ZSOLITJ,X,X,X,O
ZSOLIJT,X,X,X,O
ZSOLJTI,X,X,X,O
