sequence,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulBFiBTjB6?rBcsBXtB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulB3hBCjB8?rBToB1xB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulBFiBXjB6?rBctBTsB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulB3hBlnBc?tBzrBCtB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulBTjBlmBc?sBXtBCsB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulBfoB6oBl?mB0sBzrB,v115@+gB8HeB8HeB8AeA8FeD8DeA8JeZEJvhFulBlmBcsBT?oBCsBXtB
ZOTISLJ,O,O,O,O,O,O,X
ZOTISJL,O,O,O,O,O,O,O
ZOTLIJS,X,O,O,O,X,X,O
ZOTLISJ,X,O,O,O,X,X,X
ZOTLJIS,X,O,O,O,X,X,O
ZOTLJSI,X,O,O,O,X,X,X
ZOTLSIJ,X,O,O,O,X,X,X
ZOTLSJI,X,O,O,O,X,X,X
ZOTJILS,X,O,O,O,X,X,O
ZOTJISL,O,O,O,O,O,O,O
ZOTJLIS,X,O,O,O,X,X,O
ZOTJLSI,X,O,O,O,X,X,X
ZOTJSIL,O,O,O,O,O,O,O
ZOTJSLI,O,O,O,O,O,O,X
ZOTSILJ,O,O,O,O,O,O,X
ZOTSIJL,O,O,O,O,O,O,O
ZOTSLIJ,O,O,O,O,O,O,X
ZOTSLJI,O,O,O,O,O,O,X
ZOTSJIL,O,O,O,O,O,O,O
ZOTSJLI,O,O,O,O,O,O,X
ZOITLJS,X,O,O,O,X,X,O
ZOITLSJ,X,O,O,O,X,X,X
ZOITJLS,X,O,O,O,X,X,O
ZOITJSL,O,O,O,O,O,O,O
ZOITSLJ,O,O,O,O,O,O,X
ZOITSJL,O,O,O,O,O,O,O
ZOILTJS,O,O,O,O,X,X,O
ZOILTSJ,O,O,O,O,X,X,X
ZOILJTS,O,O,O,O,X,X,O
ZOILJST,O,X,O,O,X,X,X
ZOILSTJ,O,X,O,O,X,X,X
ZOILSJT,O,X,O,O,X,X,X
ZOIJTLS,X,O,O,O,X,X,O
ZOIJTSL,O,O,O,O,O,O,O
ZOIJLTS,X,O,O,O,X,X,O
ZOIJLST,X,X,O,O,X,X,X
ZOIJSTL,O,X,O,O,O,O,O
ZOIJSLT,O,X,O,O,O,O,X
ZOISTLJ,O,X,O,O,O,O,X
ZOISTJL,O,X,O,O,O,O,O
ZOISLTJ,O,X,O,O,O,O,X
ZOISLJT,O,X,O,O,O,O,X
ZOISJTL,O,X,O,O,O,O,O
ZOISJLT,O,X,O,O,O,O,X
ZOLTIJS,O,O,O,O,X,X,O
ZOLTISJ,O,O,O,O,X,X,X
ZOLTJIS,O,O,O,O,X,X,O
ZOLTJSI,O,O,O,O,X,X,X
ZOLTSIJ,O,O,O,O,X,X,X
ZOLTSJI,O,O,O,O,X,X,X
ZOLITJS,O,O,O,O,X,X,O
ZOLITSJ,O,O,O,O,X,X,X
ZOLIJTS,O,O,O,O,X,X,O
ZOLIJST,O,X,O,O,X,X,X
ZOLISTJ,O,X,O,O,X,X,X
ZOLISJT,O,X,O,O,X,X,X
ZOLJTIS,O,O,O,O,X,X,O
ZOLJTSI,O,O,O,O,X,X,X
ZOLJITS,O,O,O,O,X,X,O
ZOLJIST,O,X,O,O,X,X,X
ZOLJSTI,O,X,O,O,X,X,X
ZOLJSIT,O,X,O,O,X,X,X
ZOLSTIJ,O,X,O,O,X,X,X
ZOLSTJI,O,X,O,O,X,X,X
ZOLSITJ,O,X,O,O,X,X,X
ZOLSIJT,O,X,O,O,X,X,X
ZOLSJTI,O,X,O,O,X,X,X
ZOLSJIT,O,X,O,O,X,X,X
ZOJTILS,X,O,O,O,X,X,O
ZOJTISL,O,O,O,O,O,O,O
ZOJTLIS,X,O,O,O,X,X,O
ZOJTLSI,X,O,O,O,X,X,X
ZOJTSIL,O,O,O,O,O,O,O
ZOJTSLI,O,O,O,O,O,O,X
ZOJITLS,X,O,O,O,X,X,O
ZOJITSL,O,O,O,O,O,O,O
ZOJILTS,X,O,O,O,X,X,O
ZOJILST,X,X,O,O,X,X,X
ZOJISTL,O,X,O,O,O,O,O
ZOJISLT,O,X,O,O,O,O,X
ZOJLTIS,X,O,O,O,X,X,O
ZOJLTSI,X,O,O,O,X,X,X
ZOJLITS,X,O,O,O,X,X,O
ZOJLIST,X,X,O,O,X,X,X
ZOJLSTI,X,X,O,O,X,X,X
ZOJLSIT,X,X,O,O,X,X,X
ZOJSTIL,O,X,O,O,O,O,O
ZOJSTLI,O,X,O,O,O,O,X
ZOJSITL,O,X,O,O,O,O,O
ZOJSILT,O,X,O,O,O,O,X
ZOJSLTI,O,X,O,O,O,O,X
ZOJSLIT,O,X,O,O,O,O,X
ZOSTILJ,O,X,O,O,O,O,X
ZOSTIJL,O,X,O,O,O,O,O
ZOSTLIJ,O,X,O,O,O,O,X
ZOSTLJI,O,X,O,O,O,O,X
ZOSTJIL,O,X,O,O,O,O,O
ZOSTJLI,O,X,O,O,O,O,X
ZOSITLJ,O,X,O,O,O,O,X
ZOSITJL,O,X,O,O,O,O,O
ZOSILTJ,O,X,O,O,O,O,X
ZOSILJT,O,X,O,O,O,O,X
ZOSIJTL,O,X,O,O,O,O,O
ZOSIJLT,O,X,O,O,O,O,X
ZOSLTIJ,O,X,O,O,O,O,X
ZOSLTJI,O,X,O,O,O,O,X
ZOSLITJ,O,X,O,O,O,O,X
ZOSLIJT,O,X,O,O,O,O,X
ZOSLJTI,O,X,O,O,O,O,X
ZOSLJIT,O,X,O,O,O,O,X
ZOSJTIL,O,X,O,O,O,O,O
ZOSJTLI,O,X,O,O,O,O,X
ZOSJITL,O,X,O,O,O,O,O
ZOSJILT,O,X,O,O,O,O,X
ZOSJLTI,O,X,O,O,O,O,X
ZOSJLIT,O,X,O,O,O,O,X
OTILJSZ,X,O,O,X,X,X,X
OTILJZS,X,O,O,X,X,X,X
OTILSJZ,X,O,O,X,X,X,X
OTILSZJ,X,O,O,X,X,X,X
OTILZJS,X,O,O,X,X,X,X
OTILZSJ,X,O,O,X,X,X,X
OTIJLSZ,X,O,X,X,X,X,X
OTIJLZS,X,O,O,X,X,X,X
OTIJSLZ,X,O,X,X,X,X,X
OTIJSZL,X,O,O,O,X,X,X
OTIJZLS,X,O,O,O,X,X,O
OTIJZSL,X,O,O,O,O,O,O
OTISLJZ,X,O,X,X,X,X,X
OTISLZJ,X,O,X,X,X,X,X
OTISJLZ,X,O,X,X,X,X,X
OTISJZL,X,O,O,O,X,X,X
OTISZLJ,X,O,O,O,X,X,X
OTISZJL,X,O,O,O,X,X,X
OTIZLJS,X,O,O,O,X,X,O
OTIZLSJ,X,O,O,O,X,X,X
OTIZJLS,X,O,O,O,X,X,O
OTIZJSL,X,O,O,O,O,O,O
OTIZSLJ,X,O,O,O,O,O,X
OTIZSJL,X,O,O,O,O,O,O
OTLIJSZ,X,O,O,X,X,X,X
OTLIJZS,X,O,O,X,X,X,X
OTLISJZ,X,O,O,X,X,X,X
OTLISZJ,X,O,O,X,X,X,X
OTLIZJS,X,O,O,X,X,X,X
OTLIZSJ,X,O,O,X,X,X,X
OTLJISZ,X,O,O,X,X,X,X
OTLJIZS,X,O,O,X,X,X,X
OTLJSIZ,X,O,O,X,X,X,X
OTLJSZI,X,O,O,X,X,X,X
OTLJZIS,X,O,O,X,X,X,X
OTLJZSI,X,O,O,X,X,X,X
OTLSIJZ,X,O,O,X,X,X,X
OTLSIZJ,X,O,O,X,X,X,X
OTLSJIZ,X,O,O,X,X,X,X
OTLSJZI,X,O,O,X,X,X,X
OTLSZIJ,X,O,O,X,X,X,X
OTLSZJI,X,O,O,X,X,X,X
OTLZIJS,X,O,O,X,X,X,X
OTLZISJ,X,O,O,X,X,X,X
OTLZJIS,X,O,O,X,X,X,X
OTLZJSI,X,O,O,X,X,X,X
OTLZSIJ,X,O,O,X,X,X,X
OTLZSJI,X,O,O,X,X,X,X
OTJILSZ,X,O,X,X,X,X,X
OTJILZS,X,O,O,X,X,X,X
OTJISLZ,X,O,X,X,X,X,X
OTJISZL,X,O,O,O,X,X,X
OTJIZLS,X,O,O,O,X,X,O
OTJIZSL,X,O,O,O,O,O,O
OTJLISZ,X,O,X,X,X,X,X
OTJLIZS,X,O,O,X,X,X,X
OTJLSIZ,X,O,X,X,X,X,X
OTJLSZI,X,O,X,X,X,X,X
OTJLZIS,X,O,O,X,X,X,X
OTJLZSI,X,O,O,X,X,X,X
OTJSILZ,X,O,X,X,X,X,X
OTJSIZL,X,O,O,O,X,X,X
OTJSLIZ,X,O,X,X,X,X,X
OTJSLZI,X,O,X,X,X,X,X
OTJSZIL,X,O,O,O,X,X,X
OTJSZLI,X,O,O,O,X,X,X
OTJZILS,X,O,O,O,X,X,O
OTJZISL,X,O,O,O,O,O,O
OTJZLIS,X,O,O,O,X,X,O
OTJZLSI,X,O,O,O,X,X,X
OTJZSIL,X,O,O,O,O,O,O
OTJZSLI,X,O,O,O,O,O,X
OTSILJZ,X,O,X,X,X,X,X
OTSILZJ,X,O,X,X,X,X,X
OTSIJLZ,X,O,X,X,X,X,X
OTSIJZL,X,O,O,O,X,X,X
OTSIZLJ,X,O,O,O,X,X,X
OTSIZJL,X,O,O,O,X,X,X
OTSLIJZ,X,O,X,X,X,X,X
OTSLIZJ,X,O,X,X,X,X,X
OTSLJIZ,X,O,X,X,X,X,X
OTSLJZI,X,O,X,X,X,X,X
OTSLZIJ,X,O,X,X,X,X,X
OTSLZJI,X,O,X,X,X,X,X
OTSJILZ,X,O,X,X,X,X,X
OTSJIZL,X,O,O,O,X,X,X
OTSJLIZ,X,O,X,X,X,X,X
OTSJLZI,X,O,X,X,X,X,X
OTSJZIL,X,O,O,O,X,X,X
OTSJZLI,X,O,O,O,X,X,X
OTSZILJ,X,O,O,O,X,X,X
OTSZIJL,X,O,O,O,X,X,X
OTSZLIJ,X,O,O,O,X,X,X
OTSZLJI,X,O,O,O,X,X,X
OTSZJIL,X,O,O,O,X,X,X
OTSZJLI,X,O,O,O,X,X,X
OTZILJS,X,O,O,O,X,X,O
OTZILSJ,X,O,O,O,X,X,X
OTZIJLS,X,O,O,O,X,X,O
OTZIJSL,X,O,O,O,O,O,O
OTZISLJ,X,O,O,O,O,O,X
OTZISJL,X,O,O,O,O,O,O
OTZLIJS,X,O,O,O,X,X,O
OTZLISJ,X,O,O,O,X,X,X
OTZLJIS,X,O,O,O,X,X,O
OTZLJSI,X,O,O,O,X,X,X
OTZLSIJ,X,O,O,O,X,X,X
OTZLSJI,X,O,O,O,X,X,X
OTZJILS,X,O,O,O,X,X,O
OTZJISL,X,O,O,O,O,O,O
OTZJLIS,X,O,O,O,X,X,O
OTZJLSI,X,O,O,O,X,X,X
OTZJSIL,X,O,O,O,O,O,O
OTZJSLI,X,O,O,O,O,O,X
OTZSILJ,X,O,O,O,O,O,X
OTZSIJL,X,O,O,O,O,O,O
OTZSLIJ,X,O,O,O,O,O,X
OTZSLJI,X,O,O,O,O,O,X
OTZSJIL,X,O,O,O,O,O,O
OTZSJLI,X,O,O,O,O,O,X
OITLJSZ,X,O,O,X,X,X,X
OITLJZS,X,O,O,X,X,X,X
OITLSJZ,X,O,O,X,X,X,X
OITLSZJ,X,O,O,X,X,X,X
OITLZJS,X,O,O,X,X,X,X
OITLZSJ,X,O,O,X,X,X,X
OITJLSZ,X,O,X,X,X,X,X
OITJLZS,X,O,O,X,X,X,X
OITJSLZ,X,O,X,X,X,X,X
OITJSZL,X,O,O,O,X,X,X
OITJZLS,X,O,O,O,X,X,O
OITJZSL,X,O,O,O,O,O,O
OITSLJZ,X,O,X,X,X,X,X
OITSLZJ,X,O,X,X,X,X,X
OITSJLZ,X,O,X,X,X,X,X
OITSJZL,X,O,O,O,X,X,X
OITSZLJ,X,O,O,O,X,X,X
OITSZJL,X,O,O,O,X,X,X
OITZLJS,X,O,O,O,X,X,O
OITZLSJ,X,O,O,O,X,X,X
OITZJLS,X,O,O,O,X,X,O
OITZJSL,X,O,O,O,O,O,O
OITZSLJ,X,O,O,O,O,O,X
OITZSJL,X,O,O,O,O,O,O
OILTJSZ,X,O,O,X,X,X,X
OILTJZS,O,O,O,X,X,X,X
OILTSJZ,X,O,O,X,X,X,X
OILTSZJ,X,O,O,X,X,X,X
OILTZJS,O,O,O,X,X,X,X
OILTZSJ,O,O,O,X,X,X,X
OILJTSZ,X,O,O,X,X,X,X
OILJTZS,O,O,O,X,X,X,X
OILJSTZ,O,O,O,X,X,X,X
OILJSZT,O,X,O,O,X,X,X
OILJZTS,O,O,O,O,X,X,O
OILJZST,O,X,O,O,X,X,X
OILSTJZ,O,O,O,X,X,X,X
OILSTZJ,O,O,O,X,X,X,X
OILSJTZ,O,O,O,X,X,X,X
OILSJZT,O,X,O,O,X,X,X
OILSZTJ,O,X,O,O,X,X,X
OILSZJT,O,X,O,O,X,X,X
OILZTJS,O,O,O,O,X,X,O
OILZTSJ,O,O,O,O,X,X,X
OILZJTS,O,O,O,O,X,X,O
OILZJST,O,X,O,O,X,X,X
OILZSTJ,O,X,O,O,X,X,X
OILZSJT,O,X,O,O,X,X,X
OIJTLSZ,X,O,X,X,X,X,X
OIJTLZS,X,O,O,X,X,X,X
OIJTSLZ,X,O,X,X,X,X,X
OIJTSZL,X,O,O,O,X,X,X
OIJTZLS,X,O,O,O,X,X,O
OIJTZSL,X,O,O,O,O,O,O
OIJLTSZ,X,O,O,X,X,X,X
OIJLTZS,O,O,O,X,X,X,X
OIJLSTZ,O,O,O,X,X,X,X
OIJLSZT,O,X,O,O,X,X,X
OIJLZTS,O,O,O,O,X,X,O
OIJLZST,O,X,O,O,X,X,X
OIJSTLZ,O,O,X,X,X,X,X
OIJSTZL,O,O,O,O,O,X,X
OIJSLTZ,O,O,X,X,X,X,X
OIJSLZT,O,X,X,O,O,X,X
OIJSZTL,O,X,O,O,O,X,O
OIJSZLT,O,X,O,O,O,X,X
OIJZTLS,X,O,O,O,X,X,O
OIJZTSL,O,O,O,O,O,O,O
OIJZLTS,X,O,O,O,X,X,O
OIJZLST,X,X,O,O,X,X,X
OIJZSTL,O,X,O,O,O,O,O
OIJZSLT,O,X,O,O,O,O,X
OISTLJZ,O,O,X,X,X,X,X
OISTLZJ,O,O,X,X,X,X,X
OISTJLZ,O,O,X,X,X,X,X
OISTJZL,O,O,O,O,O,X,X
OISTZLJ,O,O,O,O,O,X,X
OISTZJL,O,O,O,O,O,X,X
OISLTJZ,O,O,O,X,X,X,X
OISLTZJ,O,O,O,X,X,X,X
OISLJTZ,O,O,O,X,X,X,X
OISLJZT,O,X,O,O,O,X,X
OISLZTJ,O,X,O,O,O,X,X
OISLZJT,O,X,O,O,O,X,X
OISJTLZ,O,O,X,X,X,X,X
OISJTZL,O,O,O,O,O,X,X
OISJLTZ,O,O,X,X,X,X,X
OISJLZT,O,X,X,O,O,X,X
OISJZTL,O,X,O,O,O,X,O
OISJZLT,O,X,O,O,O,X,X
OISZTLJ,O,X,O,O,O,X,X
OISZTJL,O,X,O,O,O,X,O
OISZLTJ,O,X,O,O,O,X,X
OISZLJT,O,X,O,O,O,X,X
OISZJTL,O,X,O,O,O,X,O
OISZJLT,O,X,O,O,O,X,X
OIZTLJS,X,O,O,O,X,X,O
OIZTLSJ,X,O,O,O,X,X,X
OIZTJLS,X,O,O,O,X,X,O
OIZTJSL,O,O,O,O,O,O,O
OIZTSLJ,O,O,O,O,O,O,X
OIZTSJL,O,O,O,O,O,O,O
OIZLTJS,O,O,O,O,X,X,O
OIZLTSJ,O,O,O,O,X,X,X
OIZLJTS,O,O,O,O,X,X,O
OIZLJST,O,X,O,O,X,X,X
OIZLSTJ,O,X,O,O,X,X,X
OIZLSJT,O,X,O,O,X,X,X
OIZJTLS,X,O,O,O,X,X,O
OIZJTSL,O,O,O,O,O,O,O
OIZJLTS,X,O,O,O,X,X,O
OIZJLST,X,X,O,O,X,X,X
OIZJSTL,O,X,O,O,O,O,O
OIZJSLT,O,X,O,O,O,O,X
OIZSTLJ,O,X,O,O,O,O,X
OIZSTJL,O,X,O,O,O,O,O
OIZSLTJ,O,X,O,O,O,O,X
OIZSLJT,O,X,O,O,O,O,X
OIZSJTL,O,X,O,O,O,O,O
OIZSJLT,O,X,O,O,O,O,X
OLTIJSZ,X,O,O,X,X,X,X
OLTIJZS,O,O,O,X,X,X,X
OLTISJZ,X,O,O,X,X,X,X
OLTISZJ,X,O,O,X,X,X,X
OLTIZJS,O,O,O,X,X,X,X
OLTIZSJ,O,O,O,X,X,X,X
OLTJISZ,X,O,O,X,X,X,X
OLTJIZS,O,O,O,X,X,X,X
OLTJSIZ,X,O,O,X,X,X,X
OLTJSZI,X,O,O,X,X,X,X
OLTJZIS,O,O,O,X,X,X,X
OLTJZSI,O,O,O,X,X,X,X
OLTSIJZ,X,O,O,X,X,X,X
OLTSIZJ,X,O,O,X,X,X,X
OLTSJIZ,X,O,O,X,X,X,X
OLTSJZI,X,O,O,X,X,X,X
OLTSZIJ,X,O,O,X,X,X,X
OLTSZJI,X,O,O,X,X,X,X
OLTZIJS,O,O,O,X,X,X,X
OLTZISJ,O,O,O,X,X,X,X
OLTZJIS,O,O,O,X,X,X,X
OLTZJSI,O,O,O,X,X,X,X
OLTZSIJ,O,O,O,X,X,X,X
OLTZSJI,O,O,O,X,X,X,X
OLITJSZ,X,O,O,X,X,X,X
OLITJZS,O,O,O,X,X,X,X
OLITSJZ,X,O,O,X,X,X,X
OLITSZJ,X,O,O,X,X,X,X
OLITZJS,O,O,O,X,X,X,X
OLITZSJ,O,O,O,X,X,X,X
OLIJTSZ,X,O,O,X,X,X,X
OLIJTZS,O,O,O,X,X,X,X
OLIJSTZ,O,O,O,X,X,X,X
OLIJSZT,O,X,O,O,X,X,X
OLIJZTS,O,O,O,O,X,X,O
OLIJZST,O,X,O,O,X,X,X
OLISTJZ,O,O,O,X,X,X,X
OLISTZJ,O,O,O,X,X,X,X
OLISJTZ,O,O,O,X,X,X,X
OLISJZT,O,X,O,O,X,X,X
OLISZTJ,O,X,O,O,X,X,X
OLISZJT,O,X,O,O,X,X,X
OLIZTJS,O,O,O,O,X,X,O
OLIZTSJ,O,O,O,O,X,X,X
OLIZJTS,O,O,O,O,X,X,O
OLIZJST,O,X,O,O,X,X,X
OLIZSTJ,O,X,O,O,X,X,X
OLIZSJT,O,X,O,O,X,X,X
OLJTISZ,X,O,O,X,X,X,X
OLJTIZS,O,O,O,X,X,X,X
OLJTSIZ,X,O,O,X,X,X,X
OLJTSZI,X,O,O,X,X,X,X
OLJTZIS,O,O,O,X,X,X,X
OLJTZSI,O,O,O,X,X,X,X
OLJITSZ,X,O,O,X,X,X,X
OLJITZS,O,O,O,X,X,X,X
OLJISTZ,O,O,O,X,X,X,X
OLJISZT,O,X,O,O,X,X,X
OLJIZTS,O,O,O,O,X,X,O
OLJIZST,O,X,O,O,X,X,X
OLJSTIZ,O,O,O,X,X,X,X
OLJSTZI,O,O,O,X,X,X,X
OLJSITZ,O,O,O,X,X,X,X
OLJSIZT,O,X,O,O,X,X,X
OLJSZTI,O,X,O,O,X,X,X
OLJSZIT,O,X,O,O,X,X,X
OLJZTIS,O,O,O,O,X,X,O
OLJZTSI,O,O,O,O,X,X,X
OLJZITS,O,O,O,O,X,X,O
OLJZIST,O,X,O,O,X,X,X
OLJZSTI,O,X,O,O,X,X,X
OLJZSIT,O,X,O,O,X,X,X
OLSTIJZ,O,O,O,X,X,X,X
OLSTIZJ,O,O,O,X,X,X,X
OLSTJIZ,O,O,O,X,X,X,X
OLSTJZI,O,O,O,X,X,X,X
OLSTZIJ,O,O,O,X,X,X,X
OLSTZJI,O,O,O,X,X,X,X
OLSITJZ,O,O,O,X,X,X,X
OLSITZJ,O,O,O,X,X,X,X
OLSIJTZ,O,O,O,X,X,X,X
OLSIJZT,O,X,O,O,X,X,X
OLSIZTJ,O,X,O,O,X,X,X
OLSIZJT,O,X,O,O,X,X,X
OLSJTIZ,O,O,O,X,X,X,X
OLSJTZI,O,O,O,X,X,X,X
OLSJITZ,O,O,O,X,X,X,X
OLSJIZT,O,X,O,O,X,X,X
OLSJZTI,O,X,O,O,X,X,X
OLSJZIT,O,X,O,O,X,X,X
OLSZTIJ,O,X,O,O,X,X,X
OLSZTJI,O,X,O,O,X,X,X
OLSZITJ,O,X,O,O,X,X,X
OLSZIJT,O,X,O,O,X,X,X
OLSZJTI,O,X,O,O,X,X,X
OLSZJIT,O,X,O,O,X,X,X
OLZTIJS,O,O,O,O,X,X,O
OLZTISJ,O,O,O,O,X,X,X
OLZTJIS,O,O,O,O,X,X,O
OLZTJSI,O,O,O,O,X,X,X
OLZTSIJ,O,O,O,O,X,X,X
OLZTSJI,O,O,O,O,X,X,X
OLZITJS,O,O,O,O,X,X,O
OLZITSJ,O,O,O,O,X,X,X
OLZIJTS,O,O,O,O,X,X,O
OLZIJST,O,X,O,O,X,X,X
OLZISTJ,O,X,O,O,X,X,X
OLZISJT,O,X,O,O,X,X,X
OLZJTIS,O,O,O,O,X,X,O
OLZJTSI,O,O,O,O,X,X,X
OLZJITS,O,O,O,O,X,X,O
OLZJIST,O,X,O,O,X,X,X
OLZJSTI,O,X,O,O,X,X,X
OLZJSIT,O,X,O,O,X,X,X
OLZSTIJ,O,X,O,O,X,X,X
OLZSTJI,O,X,O,O,X,X,X
OLZSITJ,O,X,O,O,X,X,X
OLZSIJT,O,X,O,O,X,X,X
OLZSJTI,O,X,O,O,X,X,X
OLZSJIT,O,X,O,O,X,X,X
OJTILSZ,X,O,X,X,X,X,X
OJTILZS,X,O,O,X,X,X,X
OJTISLZ,X,O,X,X,X,X,X
OJTISZL,X,O,O,O,X,X,X
OJTIZLS,X,O,O,O,X,X,O
OJTIZSL,X,O,O,O,O,O,O
OJTLISZ,X,O,X,X,X,X,X
OJTLIZS,X,O,O,X,X,X,X
OJTLSIZ,X,O,X,X,X,X,X
OJTLSZI,X,O,X,X,X,X,X
OJTLZIS,X,O,O,X,X,X,X
OJTLZSI,X,O,O,X,X,X,X
OJTSILZ,X,O,X,X,X,X,X
OJTSIZL,X,O,O,O,X,X,X
OJTSLIZ,X,O,X,X,X,X,X
OJTSLZI,X,O,X,X,X,X,X
OJTSZIL,X,O,O,O,X,X,X
OJTSZLI,X,O,O,O,X,X,X
OJTZILS,X,O,O,O,X,X,O
OJTZISL,X,O,O,O,O,O,O
OJTZLIS,X,O,O,O,X,X,O
OJTZLSI,X,O,O,O,X,X,X
OJTZSIL,X,O,O,O,O,O,O
OJTZSLI,X,O,O,O,O,O,X
OJITLSZ,X,O,X,X,X,X,X
OJITLZS,X,O,O,X,X,X,X
OJITSLZ,X,O,X,X,X,X,X
OJITSZL,X,O,O,O,X,X,X
OJITZLS,X,O,O,O,X,X,O
OJITZSL,X,O,O,O,O,O,O
OJILTSZ,X,O,O,X,X,X,X
OJILTZS,O,O,O,X,X,X,X
OJILSTZ,O,O,O,X,X,X,X
OJILSZT,O,X,O,O,X,X,X
OJILZTS,O,O,O,O,X,X,O
OJILZST,O,X,O,O,X,X,X
OJISTLZ,O,O,X,X,X,X,X
OJISTZL,O,O,O,O,O,X,X
OJISLTZ,O,O,X,X,X,X,X
OJISLZT,O,X,X,O,O,X,X
OJISZTL,O,X,O,O,O,X,O
OJISZLT,O,X,O,O,O,X,X
OJIZTLS,X,O,O,O,X,X,O
OJIZTSL,O,O,O,O,O,O,O
OJIZLTS,X,O,O,O,X,X,O
OJIZLST,X,X,O,O,X,X,X
OJIZSTL,O,X,O,O,O,O,O
OJIZSLT,O,X,O,O,O,O,X
OJLTISZ,X,O,O,X,X,X,X
OJLTIZS,O,O,O,X,X,X,X
OJLTSIZ,X,O,O,X,X,X,X
OJLTSZI,X,O,O,X,X,X,X
OJLTZIS,O,O,O,X,X,X,X
OJLTZSI,O,O,O,X,X,X,X
OJLITSZ,X,O,O,X,X,X,X
OJLITZS,O,O,O,X,X,X,X
OJLISTZ,O,O,O,X,X,X,X
OJLISZT,O,X,O,O,X,X,X
OJLIZTS,O,O,O,O,X,X,O
OJLIZST,O,X,O,O,X,X,X
OJLSTIZ,O,O,O,X,X,X,X
OJLSTZI,O,O,O,X,X,X,X
OJLSITZ,O,O,O,X,X,X,X
OJLSIZT,O,X,O,O,X,X,X
OJLSZTI,O,X,O,O,X,X,X
OJLSZIT,O,X,O,O,X,X,X
OJLZTIS,O,O,O,O,X,X,O
OJLZTSI,O,O,O,O,X,X,X
OJLZITS,O,O,O,O,X,X,O
OJLZIST,O,X,O,O,X,X,X
OJLZSTI,O,X,O,O,X,X,X
OJLZSIT,O,X,O,O,X,X,X
OJSTILZ,O,O,X,X,X,X,X
OJSTIZL,O,O,O,O,O,X,X
OJSTLIZ,O,O,X,X,X,X,X
OJSTLZI,O,O,X,X,X,X,X
OJSTZIL,O,O,O,O,O,X,X
OJSTZLI,O,O,O,O,O,X,X
OJSITLZ,O,O,X,X,X,X,X
OJSITZL,O,O,O,O,O,X,X
OJSILTZ,O,O,X,X,X,X,X
OJSILZT,O,X,X,O,O,X,X
OJSIZTL,O,X,O,O,O,X,O
OJSIZLT,O,X,O,O,O,X,X
OJSLTIZ,O,O,X,X,X,X,X
OJSLTZI,O,O,X,X,X,X,X
OJSLITZ,O,O,X,X,X,X,X
OJSLIZT,O,X,X,O,O,X,X
OJSLZTI,O,X,X,O,O,X,X
OJSLZIT,O,X,X,O,O,X,X
OJSZTIL,O,X,O,O,O,X,O
OJSZTLI,O,X,O,O,O,X,X
OJSZITL,O,X,O,O,O,X,O
OJSZILT,O,X,O,O,O,X,X
OJSZLTI,O,X,O,O,O,X,X
OJSZLIT,O,X,O,O,O,X,X
OJZTILS,X,O,O,O,X,X,O
OJZTISL,O,O,O,O,O,O,O
OJZTLIS,X,O,O,O,X,X,O
OJZTLSI,X,O,O,O,X,X,X
OJZTSIL,O,O,O,O,O,O,O
OJZTSLI,O,O,O,O,O,O,X
OJZITLS,X,O,O,O,X,X,O
OJZITSL,O,O,O,O,O,O,O
OJZILTS,X,O,O,O,X,X,O
OJZILST,X,X,O,O,X,X,X
OJZISTL,O,X,O,O,O,O,O
OJZISLT,O,X,O,O,O,O,X
OJZLTIS,X,O,O,O,X,X,O
OJZLTSI,X,O,O,O,X,X,X
OJZLITS,X,O,O,O,X,X,O
OJZLIST,X,X,O,O,X,X,X
OJZLSTI,X,X,O,O,X,X,X
OJZLSIT,X,X,O,O,X,X,X
OJZSTIL,O,X,O,O,O,O,O
OJZSTLI,O,X,O,O,O,O,X
OJZSITL,O,X,O,O,O,O,O
OJZSILT,O,X,O,O,O,O,X
OJZSLTI,O,X,O,O,O,O,X
OJZSLIT,O,X,O,O,O,O,X
OSTILJZ,O,O,X,X,X,X,X
OSTILZJ,O,O,X,X,X,X,X
OSTIJLZ,O,O,X,X,X,X,X
OSTIJZL,O,O,O,O,O,X,X
OSTIZLJ,O,O,O,O,O,X,X
OSTIZJL,O,O,O,O,O,X,X
OSTLIJZ,O,O,X,X,X,X,X
OSTLIZJ,O,O,X,X,X,X,X
OSTLJIZ,O,O,X,X,X,X,X
OSTLJZI,O,O,X,X,X,X,X
OSTLZIJ,O,O,X,X,X,X,X
OSTLZJI,O,O,X,X,X,X,X
OSTJILZ,O,O,X,X,X,X,X
OSTJIZL,O,O,O,O,O,X,X
OSTJLIZ,O,O,X,X,X,X,X
OSTJLZI,O,O,X,X,X,X,X
OSTJZIL,O,O,O,O,O,X,X
OSTJZLI,O,O,O,O,O,X,X
OSTZILJ,O,O,O,O,O,X,X
OSTZIJL,O,O,O,O,O,X,X
