sequence,v115@0gA8IeA8AeA8GeD8DeA8AeD8DeH8AeB8JeZ/IvhFib?B3cBGeB8mBziBlsB,v115@0gA8IeA8AeA8GeD8DeA8AeD8DeH8AeB8JeZ/IvhFib?B3cBGeBliBzmB8sB,v115@0gA8IeA8AeA8GeD8DeA8AeD8DeH8AeB8JeZ/IvhFib?BGdBTeBlhBXnB8sB,v115@0gA8IeA8AeA8GeD8DeA8AeD8DeH8AeB8JeZ/IvhFib?BFdBTeB0hBfoBGsB
SZLIJOT,X,X,X,X
SZLIOTJ,X,X,X,O
SZLIOJT,X,X,X,X
SZLJTIO,X,X,X,X
SZLJTOI,X,X,X,X
SZLJITO,O,O,X,X
SZLJIOT,X,X,X,X
SZLJOTI,X,X,X,X
SZLJOIT,X,X,X,X
SZLOTIJ,X,X,X,O
SZLOTJI,X,X,X,X
SZLOITJ,X,X,X,O
SZLOIJT,X,X,X,X
SZLOJTI,X,X,X,X
SZLOJIT,X,X,X,X
SZJTILO,X,X,X,X
SZJTIOL,X,X,X,X
SZJTLIO,X,X,X,X
SZJTLOI,X,X,X,X
SZJTOIL,X,X,X,X
SZJTOLI,X,X,X,X
SZJITLO,X,X,X,X
SZJITOL,X,X,X,X
SZJILTO,O,O,X,X
SZJILOT,X,X,X,X
SZJIOTL,X,X,X,X
SZJIOLT,X,X,X,X
SZJLTIO,X,X,X,X
SZJLTOI,X,X,X,X
SZJLITO,O,O,X,X
SZJLIOT,X,X,X,X
SZJLOTI,X,X,X,X
SZJLOIT,X,X,X,X
SZJOTIL,X,X,X,X
SZJOTLI,X,X,X,X
SZJOITL,X,X,X,X
SZJOILT,X,X,X,X
SZJOLTI,X,X,X,X
SZJOLIT,X,X,X,X
SZOTILJ,X,X,X,O
SZOTIJL,X,X,X,X
SZOTLIJ,X,X,X,O
SZOTLJI,X,X,X,X
SZOTJIL,X,X,X,X
SZOTJLI,X,X,X,X
SZOITLJ,X,X,X,O
SZOITJL,X,X,X,X
SZOILTJ,X,X,X,O
SZOILJT,X,X,X,X
SZOIJTL,X,X,X,X
SZOIJLT,X,X,X,X
SZOLTIJ,X,X,X,O
SZOLTJI,X,X,X,X
SZOLITJ,X,X,X,O
SZOLIJT,X,X,X,X
SZOLJTI,X,X,X,X
SZOLJIT,X,X,X,X
SZOJTIL,X,X,X,X
SZOJTLI,X,X,X,X
SZOJITL,X,X,X,X
SZOJILT,X,X,X,X
SZOJLTI,X,X,X,X
SZOJLIT,X,X,X,X
SOTILJZ,X,X,X,X
SOTILZJ,X,X,X,O
SOTIJLZ,X,X,X,X
SOTIJZL,X,X,X,X
SOTIZLJ,X,X,X,X
SOTIZJL,X,X,X,X
SOTLIJZ,X,X,X,X
SOTLIZJ,X,X,X,O
SOTLJIZ,X,X,X,X
SOTLJZI,X,X,X,X
SOTLZIJ,X,X,X,X
SOTLZJI,X,X,X,X
SOTJILZ,X,X,X,X
SOTJIZL,X,X,X,X
SOTJLIZ,X,X,X,X
SOTJLZI,X,X,X,X
SOTJZIL,X,X,X,X
SOTJZLI,X,X,X,X
SOTZILJ,X,X,X,X
SOTZIJL,X,X,X,X
SOTZLIJ,X,X,X,X
SOTZLJI,X,X,X,X
SOTZJIL,X,X,X,X
SOTZJLI,X,X,X,X
SOITLJZ,X,X,X,X
SOITLZJ,X,X,X,O
SOITJLZ,X,X,X,X
SOITJZL,X,X,X,X
SOITZLJ,X,X,X,X
SOITZJL,X,X,X,X
SOILTJZ,X,X,X,X
SOILTZJ,X,X,X,O
SOILJTZ,X,X,X,O
SOILJZT,X,O,X,O
SOILZTJ,X,O,X,O
SOILZJT,X,O,X,X
SOIJTLZ,X,X,X,O
SOIJTZL,X,X,X,X
SOIJLTZ,X,X,X,O
SOIJLZT,X,O,X,O
SOIJZTL,X,X,X,O
SOIJZLT,X,X,X,O
SOIZTLJ,X,O,X,O
SOIZTJL,X,O,X,X
SOIZLTJ,X,O,X,O
SOIZLJT,X,O,X,X
SOIZJTL,X,X,X,X
SOIZJLT,X,O,X,X
SOLTIJZ,X,X,X,X
SOLTIZJ,X,X,X,O
SOLTJIZ,X,X,X,X
SOLTJZI,X,X,X,X
SOLTZIJ,X,X,X,X
SOLTZJI,X,X,X,X
SOLITJZ,X,X,X,X
SOLITZJ,X,X,X,O
SOLIJTZ,X,X,X,O
SOLIJZT,X,O,X,O
SOLIZTJ,X,O,X,O
SOLIZJT,X,O,X,X
SOLJTIZ,X,X,X,O
SOLJTZI,X,X,X,X
SOLJITZ,X,X,X,O
SOLJIZT,X,O,X,O
SOLJZTI,X,X,X,O
SOLJZIT,X,X,X,O
SOLZTIJ,X,O,X,O
SOLZTJI,X,O,X,X
SOLZITJ,X,O,X,O
SOLZIJT,X,O,X,X
SOLZJTI,X,X,X,X
SOLZJIT,X,O,X,X
SOJTILZ,X,X,X,O
SOJTIZL,X,X,X,X
SOJTLIZ,X,X,X,O
SOJTLZI,X,X,X,X
SOJTZIL,X,X,X,X
SOJTZLI,X,X,X,X
SOJITLZ,X,X,X,O
SOJITZL,X,X,X,X
SOJILTZ,X,X,X,O
SOJILZT,X,O,X,O
SOJIZTL,X,X,X,O
SOJIZLT,X,X,X,O
SOJLTIZ,X,X,X,O
SOJLTZI,X,X,X,X
SOJLITZ,X,X,X,O
SOJLIZT,X,O,X,O
SOJLZTI,X,X,X,O
SOJLZIT,X,X,X,O
SOJZTIL,X,X,X,O
SOJZTLI,X,X,X,O
SOJZITL,X,X,X,O
SOJZILT,X,X,X,O
SOJZLTI,X,X,X,O
SOJZLIT,X,X,X,O
SOZTILJ,X,O,X,O
SOZTIJL,X,O,X,X
SOZTLIJ,X,O,X,O
SOZTLJI,X,O,X,X
SOZTJIL,X,O,X,X
SOZTJLI,X,O,X,X
SOZITLJ,X,O,X,O
SOZITJL,X,O,X,X
SOZILTJ,X,O,X,O
SOZILJT,X,O,X,X
SOZIJTL,X,X,X,X
SOZIJLT,X,O,X,X
SOZLTIJ,X,O,X,O
SOZLTJI,X,O,X,X
SOZLITJ,X,O,X,O
SOZLIJT,X,O,X,X
SOZLJTI,X,X,X,X
SOZLJIT,X,O,X,X
SOZJTIL,X,X,X,X
SOZJTLI,X,X,X,X
SOZJITL,X,X,X,X
SOZJILT,X,O,X,X
SOZJLTI,X,X,X,X
SOZJLIT,X,O,X,X
ZTILJSO,O,O,X,O
ZTILJOS,X,X,O,X
ZTILSJO,O,O,X,X
ZTILSOJ,O,X,X,O
ZTILOJS,O,X,O,X
ZTILOSJ,O,X,X,X
ZTIJLSO,O,O,X,O
ZTIJLOS,X,X,O,X
ZTIJSLO,O,O,X,O
ZTIJSOL,X,X,X,O
ZTIJOLS,X,X,O,X
ZTIJOSL,X,X,X,X
ZTISLJO,O,O,X,X
ZTISLOJ,O,X,X,O
ZTISJLO,O,O,X,X
ZTISJOL,X,X,X,X
ZTISOLJ,O,X,X,O
ZTISOJL,O,X,X,X
ZTIOLJS,O,X,O,X
ZTIOLSJ,O,X,X,X
ZTIOJLS,O,X,O,X
ZTIOJSL,O,X,X,X
ZTIOSLJ,O,X,X,X
ZTIOSJL,O,X,X,X
ZTLIJSO,O,O,X,O
ZTLIJOS,X,X,O,X
ZTLISJO,O,O,X,X
ZTLISOJ,O,X,X,O
ZTLIOJS,O,X,O,X
ZTLIOSJ,O,X,X,X
ZTLJISO,O,O,X,O
ZTLJIOS,X,X,O,X
ZTLJSIO,O,O,X,O
ZTLJSOI,X,X,X,O
ZTLJOIS,X,X,O,X
ZTLJOSI,X,X,X,X
ZTLSIJO,O,O,X,X
ZTLSIOJ,O,X,X,O
ZTLSJIO,O,O,X,X
ZTLSJOI,X,X,X,X
ZTLSOIJ,O,X,X,O
ZTLSOJI,O,X,X,X
ZTLOIJS,O,X,O,X
ZTLOISJ,O,X,X,X
ZTLOJIS,O,X,O,X
ZTLOJSI,O,X,X,X
ZTLOSIJ,O,X,X,X
ZTLOSJI,O,X,X,X
ZTJILSO,O,O,X,O
ZTJILOS,X,X,O,X
ZTJISLO,O,O,X,O
ZTJISOL,X,X,X,O
ZTJIOLS,X,X,O,X
ZTJIOSL,X,X,X,X
ZTJLISO,O,O,X,O
ZTJLIOS,X,X,O,X
ZTJLSIO,O,O,X,O
ZTJLSOI,X,X,X,O
ZTJLOIS,X,X,O,X
ZTJLOSI,X,X,X,X
ZTJSILO,O,O,X,O
ZTJSIOL,X,X,X,O
ZTJSLIO,O,O,X,O
ZTJSLOI,X,X,X,O
ZTJSOIL,X,X,X,O
ZTJSOLI,X,X,X,O
ZTJOILS,X,X,O,X
ZTJOISL,X,X,X,X
ZTJOLIS,X,X,O,X
ZTJOLSI,X,X,X,X
ZTJOSIL,X,X,X,X
ZTJOSLI,X,X,X,X
ZTSILJO,O,O,X,X
ZTSILOJ,O,X,X,O
ZTSIJLO,O,O,X,X
ZTSIJOL,X,X,X,X
ZTSIOLJ,O,X,X,O
ZTSIOJL,O,X,X,X
ZTSLIJO,O,O,X,X
ZTSLIOJ,O,X,X,O
ZTSLJIO,O,O,X,X
ZTSLJOI,X,X,X,X
ZTSLOIJ,O,X,X,O
ZTSLOJI,O,X,X,X
ZTSJILO,O,O,X,X
ZTSJIOL,X,X,X,X
ZTSJLIO,O,O,X,X
ZTSJLOI,X,X,X,X
ZTSJOIL,X,X,X,X
ZTSJOLI,X,X,X,X
ZTSOILJ,O,X,X,O
ZTSOIJL,O,X,X,X
ZTSOLIJ,O,X,X,O
ZTSOLJI,O,X,X,X
ZTSOJIL,O,X,X,X
ZTSOJLI,O,X,X,X
ZTOILJS,O,X,O,X
ZTOILSJ,O,X,X,X
ZTOIJLS,O,X,O,X
ZTOIJSL,O,X,X,X
ZTOISLJ,O,X,X,X
ZTOISJL,O,X,X,X
ZTOLIJS,O,X,O,X
ZTOLISJ,O,X,X,X
ZTOLJIS,O,X,O,X
ZTOLJSI,O,X,X,X
ZTOLSIJ,O,X,X,X
ZTOLSJI,O,X,X,X
ZTOJILS,O,X,O,X
ZTOJISL,O,X,X,X
ZTOJLIS,O,X,O,X
ZTOJLSI,O,X,X,X
ZTOJSIL,O,X,X,X
ZTOJSLI,O,X,X,X
ZTOSILJ,O,X,X,X
ZTOSIJL,O,X,X,X
ZTOSLIJ,O,X,X,X
ZTOSLJI,O,X,X,X
ZTOSJIL,O,X,X,X
ZTOSJLI,O,X,X,X
ZITLJSO,O,O,X,O
ZITLJOS,X,X,O,X
ZITLSJO,O,O,X,X
ZITLSOJ,O,X,X,O
ZITLOJS,O,X,O,X
ZITLOSJ,O,X,X,X
ZITJLSO,O,O,X,O
ZITJLOS,X,X,O,X
ZITJSLO,O,O,X,O
ZITJSOL,X,X,X,O
ZITJOLS,X,X,O,X
ZITJOSL,X,X,X,X
ZITSLJO,O,O,X,X
ZITSLOJ,O,X,X,O
ZITSJLO,O,O,X,X
ZITSJOL,X,X,X,X
ZITSOLJ,O,X,X,O
ZITSOJL,O,X,X,X
ZITOLJS,O,X,O,X
ZITOLSJ,O,X,X,X
ZITOJLS,O,X,O,X
ZITOJSL,O,X,X,X
ZITOSLJ,O,X,X,X
ZITOSJL,O,X,X,X
ZILTJSO,O,O,X,O
ZILTJOS,X,X,O,X
ZILTSJO,O,O,X,X
ZILTSOJ,O,X,X,O
ZILTOJS,O,X,O,X
ZILTOSJ,O,X,X,X
ZILJTSO,X,O,X,O
ZILJTOS,X,X,X,X
ZILJSTO,O,O,X,O
ZILJSOT,X,X,X,O
ZILJOTS,X,O,X,X
ZILJOST,X,O,X,X
ZILSTJO,O,O,O,X
ZILSTOJ,O,X,O,O
ZILSJTO,O,O,X,X
ZILSJOT,X,X,O,X
ZILSOTJ,X,X,O,O
ZILSOJT,X,X,O,X
ZILOTJS,X,O,O,X
ZILOTSJ,X,O,X,X
ZILOJTS,X,O,X,X
ZILOJST,X,O,X,X
ZILOSTJ,X,O,O,O
ZILOSJT,X,O,O,X
ZIJTLSO,X,O,X,O
ZIJTLOS,X,X,X,X
ZIJTSLO,X,O,X,O
ZIJTSOL,X,X,X,O
ZIJTOLS,X,X,X,X
ZIJTOSL,X,X,X,X
ZIJLTSO,X,O,X,O
ZIJLTOS,X,X,X,X
ZIJLSTO,O,O,X,O
ZIJLSOT,X,X,X,O
ZIJLOTS,X,O,X,X
ZIJLOST,X,O,X,X
ZIJSTLO,X,X,X,O
ZIJSTOL,X,X,X,O
ZIJSLTO,O,O,X,O
ZIJSLOT,X,X,X,O
ZIJSOTL,X,X,X,O
ZIJSOLT,X,X,X,O
ZIJOTLS,X,X,X,X
ZIJOTSL,X,X,X,X
ZIJOLTS,X,O,X,X
ZIJOLST,X,O,X,X
ZIJOSTL,X,X,X,X
ZIJOSLT,X,O,X,X
ZISTLJO,O,O,O,X
ZISTLOJ,O,X,O,O
ZISTJLO,O,O,O,X
ZISTJOL,X,X,O,X
ZISTOLJ,O,X,O,O
ZISTOJL,O,X,O,X
ZISLTJO,O,O,O,X
ZISLTOJ,O,X,O,O
ZISLJTO,O,O,X,X
ZISLJOT,X,X,O,X
ZISLOTJ,X,X,O,O
ZISLOJT,X,X,O,X
ZISJTLO,X,X,X,X
ZISJTOL,X,X,X,X
ZISJLTO,O,O,X,X
ZISJLOT,X,X,O,X
ZISJOTL,X,X,X,X
ZISJOLT,X,X,O,X
ZISOTLJ,X,X,O,O
ZISOTJL,X,X,O,X
ZISOLTJ,X,X,O,O
ZISOLJT,X,X,O,X
ZISOJTL,X,X,X,X
ZISOJLT,X,X,O,X
ZIOTLJS,X,O,O,X
ZIOTLSJ,X,O,X,X
ZIOTJLS,X,O,O,X
ZIOTJSL,X,O,X,X
ZIOTSLJ,X,O,X,X
ZIOTSJL,X,O,X,X
ZIOLTJS,X,O,O,X
ZIOLTSJ,X,O,X,X
ZIOLJTS,X,O,X,X
ZIOLJST,X,O,X,X
ZIOLSTJ,X,O,O,O
ZIOLSJT,X,O,O,X
ZIOJTLS,X,X,X,X
ZIOJTSL,X,X,X,X
ZIOJLTS,X,O,X,X
ZIOJLST,X,O,X,X
ZIOJSTL,X,X,X,X
ZIOJSLT,X,O,X,X
ZIOSTLJ,X,O,O,O
ZIOSTJL,X,O,O,X
ZIOSLTJ,X,O,O,O
ZIOSLJT,X,O,O,X
ZIOSJTL,X,X,X,X
ZIOSJLT,X,O,O,X
ZLTIJSO,O,O,X,O
ZLTIJOS,X,X,O,X
ZLTISJO,O,O,X,X
ZLTISOJ,O,X,X,O
ZLTIOJS,O,X,O,X
ZLTIOSJ,O,X,X,X
ZLTJISO,O,O,X,O
ZLTJIOS,X,X,O,X
ZLTJSIO,O,O,X,O
ZLTJSOI,X,X,X,O
ZLTJOIS,X,X,O,X
ZLTJOSI,X,X,X,X
ZLTSIJO,O,O,X,X
ZLTSIOJ,O,X,X,O
ZLTSJIO,O,O,X,X
ZLTSJOI,X,X,X,X
ZLTSOIJ,O,X,X,O
ZLTSOJI,O,X,X,X
ZLTOIJS,O,X,O,X
ZLTOISJ,O,X,X,X
ZLTOJIS,O,X,O,X
ZLTOJSI,O,X,X,X
ZLTOSIJ,O,X,X,X
ZLTOSJI,O,X,X,X
ZLITJSO,O,O,X,O
ZLITJOS,X,X,O,X
ZLITSJO,O,O,X,X
ZLITSOJ,O,X,X,O
ZLITOJS,O,X,O,X
ZLITOSJ,O,X,X,X
ZLIJTSO,X,O,X,O
ZLIJTOS,X,X,X,X
ZLIJSTO,O,O,X,O
ZLIJSOT,X,X,X,O
ZLIJOTS,X,O,X,X
ZLIJOST,X,O,X,X
ZLISTJO,O,O,O,X
ZLISTOJ,O,X,O,O
ZLISJTO,O,O,X,X
ZLISJOT,X,X,O,X
ZLISOTJ,X,X,O,O
ZLISOJT,X,X,O,X
ZLIOTJS,X,O,O,X
ZLIOTSJ,X,O,X,X
ZLIOJTS,X,O,X,X
ZLIOJST,X,O,X,X
ZLIOSTJ,X,O,O,O
ZLIOSJT,X,O,O,X
ZLJTISO,X,O,X,O
ZLJTIOS,X,X,X,X
ZLJTSIO,X,O,X,O
ZLJTSOI,X,X,X,O
ZLJTOIS,X,X,X,X
ZLJTOSI,X,X,X,X
ZLJITSO,X,O,X,O
ZLJITOS,X,X,X,X
ZLJISTO,O,O,X,O
ZLJISOT,X,X,X,O
ZLJIOTS,X,O,X,X
ZLJIOST,X,O,X,X
ZLJSTIO,X,X,X,O
ZLJSTOI,X,X,X,O
ZLJSITO,O,O,X,O
ZLJSIOT,X,X,X,O
ZLJSOTI,X,X,X,O
ZLJSOIT,X,X,X,O
ZLJOTIS,X,O,X,X
ZLJOTSI,X,O,X,X
ZLJOITS,X,O,X,X
ZLJOIST,X,O,X,X
ZLJOSTI,X,X,X,X
ZLJOSIT,X,O,X,X
ZLSTIJO,O,O,O,X
ZLSTIOJ,O,X,O,O
ZLSTJIO,O,O,O,X
ZLSTJOI,X,X,O,X
ZLSTOIJ,O,X,O,O
ZLSTOJI,O,X,O,X
ZLSITJO,O,O,O,X
ZLSITOJ,O,X,O,O
ZLSIJTO,O,O,X,X
ZLSIJOT,X,X,O,X
ZLSIOTJ,X,X,O,O
ZLSIOJT,X,X,O,X
ZLSJTIO,X,X,X,X
ZLSJTOI,X,X,X,X
ZLSJITO,O,O,X,X
ZLSJIOT,X,X,O,X
ZLSJOTI,X,X,X,X
ZLSJOIT,X,X,O,X
ZLSOTIJ,X,X,O,O
ZLSOTJI,X,X,O,X
ZLSOITJ,X,X,O,O
ZLSOIJT,X,X,O,X
ZLSOJTI,X,X,X,X
ZLSOJIT,X,X,O,X
ZLOTIJS,X,O,O,X
ZLOTISJ,X,O,X,X
ZLOTJIS,X,O,O,X
ZLOTJSI,X,O,X,X
ZLOTSIJ,X,O,X,X
ZLOTSJI,X,O,X,X
ZLOITJS,X,O,O,X
ZLOITSJ,X,O,X,X
ZLOIJTS,X,O,X,X
ZLOIJST,X,O,X,X
ZLOISTJ,X,O,O,O
ZLOISJT,X,O,O,X
ZLOJTIS,X,O,X,X
ZLOJTSI,X,O,X,X
ZLOJITS,X,O,X,X
ZLOJIST,X,O,X,X
ZLOJSTI,X,X,X,X
ZLOJSIT,X,O,X,X
ZLOSTIJ,X,O,O,O
ZLOSTJI,X,O,O,X
ZLOSITJ,X,O,O,O
ZLOSIJT,X,O,O,X
ZLOSJTI,X,X,X,X
ZLOSJIT,X,O,O,X
ZJTILSO,X,O,X,O
ZJTILOS,X,X,X,X
ZJTISLO,X,O,X,O
ZJTISOL,X,X,X,O
ZJTIOLS,X,X,X,X
ZJTIOSL,X,X,X,X
ZJTLISO,X,O,X,O
ZJTLIOS,X,X,X,X
ZJTLSIO,X,O,X,O
ZJTLSOI,X,X,X,O
ZJTLOIS,X,X,X,X
ZJTLOSI,X,X,X,X
ZJTSILO,X,O,X,O
ZJTSIOL,X,X,X,O
ZJTSLIO,X,O,X,O
ZJTSLOI,X,X,X,O
ZJTSOIL,X,X,X,O
ZJTSOLI,X,X,X,O
ZJTOILS,X,X,X,X
ZJTOISL,X,X,X,X
ZJTOLIS,X,X,X,X
ZJTOLSI,X,X,X,X
ZJTOSIL,X,X,X,X
ZJTOSLI,X,X,X,X
ZJITLSO,X,O,X,O
ZJITLOS,X,X,X,X
ZJITSLO,X,O,X,O
ZJITSOL,X,X,X,O
ZJITOLS,X,X,X,X
ZJITOSL,X,X,X,X
ZJILTSO,X,O,X,O
ZJILTOS,X,X,X,X
ZJILSTO,O,O,X,O
ZJILSOT,X,X,X,O
ZJILOTS,X,O,X,X
ZJILOST,X,O,X,X
ZJISTLO,X,X,X,O
ZJISTOL,X,X,X,O
ZJISLTO,O,O,X,O
ZJISLOT,X,X,X,O
ZJISOTL,X,X,X,O
ZJISOLT,X,X,X,O
ZJIOTLS,X,X,X,X
ZJIOTSL,X,X,X,X
ZJIOLTS,X,O,X,X
ZJIOLST,X,O,X,X
ZJIOSTL,X,X,X,X
ZJIOSLT,X,O,X,X
ZJLTISO,X,O,X,O
ZJLTIOS,X,X,X,X
ZJLTSIO,X,O,X,O
ZJLTSOI,X,X,X,O
ZJLTOIS,X,X,X,X
ZJLTOSI,X,X,X,X
ZJLITSO,X,O,X,O
ZJLITOS,X,X,X,X
ZJLISTO,O,O,X,O
ZJLISOT,X,X,X,O
ZJLIOTS,X,O,X,X
ZJLIOST,X,O,X,X
ZJLSTIO,X,X,X,O
ZJLSTOI,X,X,X,O
ZJLSITO,O,O,X,O
ZJLSIOT,X,X,X,O
ZJLSOTI,X,X,X,O
ZJLSOIT,X,X,X,O
ZJLOTIS,X,O,X,X
ZJLOTSI,X,O,X,X
ZJLOITS,X,O,X,X
ZJLOIST,X,O,X,X
ZJLOSTI,X,X,X,X
ZJLOSIT,X,O,X,X
ZJSTILO,X,X,X,O
ZJSTIOL,X,X,X,O
ZJSTLIO,X,X,X,O
ZJSTLOI,X,X,X,O
ZJSTOIL,X,X,X,O
ZJSTOLI,X,X,X,O
ZJSITLO,X,X,X,O
ZJSITOL,X,X,X,O
ZJSILTO,O,O,X,O
ZJSILOT,X,X,X,O
ZJSIOTL,X,X,X,O
ZJSIOLT,X,X,X,O
ZJSLTIO,X,X,X,O
ZJSLTOI,X,X,X,O
ZJSLITO,O,O,X,O
ZJSLIOT,X,X,X,O
ZJSLOTI,X,X,X,O
ZJSLOIT,X,X,X,O
ZJSOTIL,X,X,X,O
ZJSOTLI,X,X,X,O
ZJSOITL,X,X,X,O
ZJSOILT,X,X,X,O
ZJSOLTI,X,X,X,O
ZJSOLIT,X,X,X,O
ZJOTILS,X,X,X,X
ZJOTISL,X,X,X,X
ZJOTLIS,X,X,X,X
ZJOTLSI,X,X,X,X
ZJOTSIL,X,X,X,X
ZJOTSLI,X,X,X,X
ZJOITLS,X,X,X,X
ZJOITSL,X,X,X,X
ZJOILTS,X,O,X,X
ZJOILST,X,O,X,X
ZJOISTL,X,X,X,X
ZJOISLT,X,O,X,X
ZJOLTIS,X,O,X,X
ZJOLTSI,X,O,X,X
ZJOLITS,X,O,X,X
ZJOLIST,X,O,X,X
ZJOLSTI,X,X,X,X
ZJOLSIT,X,O,X,X
ZJOSTIL,X,X,X,X
ZJOSTLI,X,X,X,X
ZJOSITL,X,X,X,X
ZJOSILT,X,O,X,X
ZJOSLTI,X,X,X,X
ZJOSLIT,X,O,X,X
ZSTILJO,O,O,O,X
ZSTILOJ,O,X,O,O
ZSTIJLO,O,O,O,X
ZSTIJOL,X,X,O,X
ZSTIOLJ,O,X,O,O
ZSTIOJL,O,X,O,X
ZSTLIJO,O,O,O,X
ZSTLIOJ,O,X,O,O
ZSTLJIO,O,O,O,X
ZSTLJOI,X,X,O,X
ZSTLOIJ,O,X,O,O
ZSTLOJI,O,X,O,X
ZSTJILO,O,O,O,X
ZSTJIOL,X,X,O,X
ZSTJLIO,O,O,O,X
ZSTJLOI,X,X,O,X
ZSTJOIL,X,X,O,X
ZSTJOLI,X,X,O,X
ZSTOILJ,O,X,O,O
ZSTOIJL,O,X,O,X
ZSTOLIJ,O,X,O,O
ZSTOLJI,O,X,O,X
ZSTOJIL,O,X,O,X
ZSTOJLI,O,X,O,X
ZSITLJO,O,O,O,X
ZSITLOJ,O,X,O,O
ZSITJLO,O,O,O,X
ZSITJOL,X,X,O,X
ZSITOLJ,O,X,O,O
ZSITOJL,O,X,O,X
ZSILTJO,O,O,O,X
ZSILTOJ,O,X,O,O
ZSILJTO,O,O,X,X
ZSILJOT,X,X,O,X
ZSILOTJ,X,X,O,O
ZSILOJT,X,X,O,X
ZSIJTLO,X,X,X,X
ZSIJTOL,X,X,X,X
ZSIJLTO,O,O,X,X
ZSIJLOT,X,X,O,X
ZSIJOTL,X,X,X,X
ZSIJOLT,X,X,O,X
ZSIOTLJ,X,X,O,O
ZSIOTJL,X,X,O,X
ZSIOLTJ,X,X,O,O
ZSIOLJT,X,X,O,X
ZSIOJTL,X,X,X,X
ZSIOJLT,X,X,O,X
ZSLTIJO,O,O,O,X
ZSLTIOJ,O,X,O,O
ZSLTJIO,O,O,O,X
ZSLTJOI,X,X,O,X
ZSLTOIJ,O,X,O,O
ZSLTOJI,O,X,O,X
ZSLITJO,O,O,O,X
ZSLITOJ,O,X,O,O
ZSLIJTO,O,O,X,X
ZSLIJOT,X,X,O,X
ZSLIOTJ,X,X,O,O
ZSLIOJT,X,X,O,X
ZSLJTIO,X,X,X,X
ZSLJTOI,X,X,X,X
ZSLJITO,O,O,X,X
ZSLJIOT,X,X,O,X
ZSLJOTI,X,X,X,X
ZSLJOIT,X,X,O,X
ZSLOTIJ,X,X,O,O
ZSLOTJI,X,X,O,X
ZSLOITJ,X,X,O,O
ZSLOIJT,X,X,O,X
ZSLOJTI,X,X,X,X
ZSLOJIT,X,X,O,X
ZSJTILO,X,X,X,X
ZSJTIOL,X,X,X,X
ZSJTLIO,X,X,X,X
ZSJTLOI,X,X,X,X
ZSJTOIL,X,X,X,X
ZSJTOLI,X,X,X,X
ZSJITLO,X,X,X,X
ZSJITOL,X,X,X,X
ZSJILTO,O,O,X,X
ZSJILOT,X,X,O,X
ZSJIOTL,X,X,X,X
ZSJIOLT,X,X,O,X
ZSJLTIO,X,X,X,X
ZSJLTOI,X,X,X,X
ZSJLITO,O,O,X,X
ZSJLIOT,X,X,O,X
ZSJLOTI,X,X,X,X
ZSJLOIT,X,X,O,X
ZSJOTIL,X,X,X,X
ZSJOTLI,X,X,X,X
ZSJOITL,X,X,X,X
ZSJOILT,X,X,O,X
ZSJOLTI,X,X,X,X
ZSJOLIT,X,X,O,X
ZSOTILJ,X,X,O,O
ZSOTIJL,X,X,O,X
ZSOTLIJ,X,X,O,O
ZSOTLJI,X,X,O,X
ZSOTJIL,X,X,O,X
ZSOTJLI,X,X,O,X
ZSOITLJ,X,X,O,O
ZSOITJL,X,X,O,X
ZSOILTJ,X,X,O,O
ZSOILJT,X,X,O,X
ZSOIJTL,X,X,X,X
ZSOIJLT,X,X,O,X
ZSOLTIJ,X,X,O,O
ZSOLTJI,X,X,O,X
ZSOLITJ,X,X,O,O
ZSOLIJT,X,X,O,X
ZSOLJTI,X,X,X,X
ZSOLJIT,X,X,O,X
ZSOJTIL,X,X,X,X
ZSOJTLI,X,X,X,X
ZSOJITL,X,X,X,X
ZSOJILT,X,X,O,X
ZSOJLTI,X,X,X,X
ZSOJLIT,X,X,O,X
ZOTILJS,X,O,O,X
ZOTILSJ,X,O,X,X
ZOTIJLS,X,O,O,X
ZOTIJSL,X,O,X,X
ZOTISLJ,X,O,X,X
ZOTISJL,X,O,X,X
ZOTLIJS,X,O,O,X
ZOTLISJ,X,O,X,X
ZOTLJIS,X,O,O,X
ZOTLJSI,X,O,X,X
ZOTLSIJ,X,O,X,X
ZOTLSJI,X,O,X,X
ZOTJILS,X,O,O,X
ZOTJISL,X,O,X,X
ZOTJLIS,X,O,O,X
ZOTJLSI,X,O,X,X
ZOTJSIL,X,O,X,X
ZOTJSLI,X,O,X,X
ZOTSILJ,X,O,X,X
ZOTSIJL,X,O,X,X
ZOTSLIJ,X,O,X,X
ZOTSLJI,X,O,X,X
ZOTSJIL,X,O,X,X
ZOTSJLI,X,O,X,X
ZOITLJS,X,O,O,X
ZOITLSJ,X,O,X,X
ZOITJLS,X,O,O,X
ZOITJSL,X,O,X,X
ZOITSLJ,X,O,X,X
ZOITSJL,X,O,X,X
ZOILTJS,X,O,O,X
ZOILTSJ,X,O,X,X
ZOILJTS,X,O,X,X
ZOILJST,X,O,X,X
ZOILSTJ,X,O,O,O
ZOILSJT,X,O,O,X
ZOIJTLS,X,X,X,X
ZOIJTSL,X,X,X,X
ZOIJLTS,X,O,X,X
ZOIJLST,X,O,X,X
ZOIJSTL,X,X,X,X
ZOIJSLT,X,O,X,X
ZOISTLJ,X,O,O,O
ZOISTJL,X,O,O,X
ZOISLTJ,X,O,O,O
