sequence,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jei6IvhFUcBRdBzfBf?mBmiBFqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Je//IvhFRbBUdBajBT?gBOmBFqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jei6IvhFUcBRdBFgBm?iBfqBzqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8Jex6IvhFVhBUdBajBm?fBfqBzqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFibBRdBFhBm?iBfqB0qB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFlbBRdB8kBX?hBmiBiqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFxbBViBajBm?gBfqB0qB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFRdB8kBmiB3?lBFmBiqB,v115@8gA8IeB8DeC8AeB8DeG8AeG8JeT6IvhFUdBajBxgBf?qBmqBlqB
LOTJIZS,O,O,O,O,O,X,X,X,X
LOTJSIZ,O,O,X,O,O,X,O,X,X
LOTJSZI,O,O,X,O,X,X,O,X,X
LOTJZIS,O,O,O,O,O,X,X,X,X
LOTJZSI,O,O,X,O,X,X,X,X,X
LOTSIJZ,O,O,X,O,O,X,O,X,X
LOTSIZJ,O,O,X,O,X,X,O,X,O
LOTSJIZ,O,O,X,O,O,X,O,X,O
LOTSJZI,O,O,X,O,X,X,O,X,O
LOTSZIJ,O,O,X,O,X,X,O,X,O
LOTSZJI,O,O,X,O,X,X,O,X,O
LOTZIJS,X,X,O,O,O,X,X,X,X
LOTZISJ,X,O,O,O,X,X,O,X,O
LOTZJIS,O,O,O,O,O,X,X,X,X
LOTZJSI,O,O,X,O,X,X,X,X,X
LOTZSIJ,O,O,X,O,X,X,O,X,O
LOTZSJI,O,O,X,O,X,X,O,X,O
LOITJSZ,X,X,X,X,X,X,O,X,X
LOITJZS,X,X,X,O,X,X,X,X,X
LOITSJZ,X,X,X,O,X,X,O,X,X
LOITSZJ,X,X,X,O,X,X,O,X,X
LOITZJS,X,X,X,O,X,X,X,X,X
LOITZSJ,X,X,X,O,X,X,O,X,O
LOIJTSZ,X,X,X,X,X,X,X,X,X
LOIJTZS,X,X,O,X,X,X,X,X,X
LOIJSTZ,X,X,X,X,X,X,X,X,X
LOIJSZT,X,X,O,X,X,X,X,X,X
LOIJZTS,X,X,O,X,X,X,X,X,X
LOIJZST,X,X,O,X,X,X,X,X,O
LOISTJZ,X,X,X,O,X,X,O,X,X
LOISTZJ,X,X,X,O,X,X,O,X,O
LOISJTZ,X,X,X,O,X,X,X,X,O
LOISJZT,X,X,X,O,X,X,X,X,O
LOISZTJ,X,X,X,O,X,X,O,X,O
LOISZJT,X,X,X,X,X,X,X,X,O
LOIZTJS,X,X,O,O,X,X,X,X,X
LOIZTSJ,X,X,O,O,X,X,X,X,O
LOIZJTS,X,X,O,X,X,X,X,X,X
LOIZJST,X,X,O,X,X,X,X,X,O
LOIZSTJ,X,X,O,O,X,X,X,X,O
LOIZSJT,X,X,O,X,X,X,X,X,O
LOJTISZ,O,O,X,X,O,X,O,X,X
LOJTIZS,O,O,O,O,O,X,X,X,X
LOJTSIZ,O,O,X,O,O,X,O,X,X
LOJTSZI,O,O,X,O,X,X,O,X,X
LOJTZIS,O,O,O,O,O,X,X,X,X
LOJTZSI,O,O,X,O,X,X,X,X,X
LOJITSZ,O,X,X,X,O,X,X,X,X
LOJITZS,O,X,O,X,O,X,X,X,X
LOJISTZ,X,X,O,X,O,O,X,X,X
LOJISZT,O,X,O,X,O,O,X,X,X
LOJIZTS,X,X,O,X,X,O,X,X,X
LOJIZST,O,X,O,X,X,O,X,O,O
LOJSTIZ,X,O,O,O,O,O,O,X,O
LOJSTZI,X,O,O,O,O,O,O,X,O
LOJSITZ,X,X,O,O,O,O,X,X,O
LOJSIZT,O,O,O,O,O,O,X,X,O
LOJSZTI,X,O,O,O,O,O,O,X,O
LOJSZIT,O,O,O,O,O,O,X,X,O
LOJZTIS,X,O,O,O,X,O,X,X,X
LOJZTSI,X,O,X,O,X,O,X,X,X
LOJZITS,X,X,O,X,X,O,X,X,X
LOJZIST,O,X,O,X,X,O,X,O,O
LOJZSTI,X,O,O,O,X,O,X,O,O
LOJZSIT,X,O,O,X,X,O,X,O,O
LOSTIJZ,X,O,O,O,O,X,O,X,X
LOSTIZJ,X,O,O,O,O,O,O,X,O
LOSTJIZ,X,O,O,O,O,O,O,X,O
LOSTJZI,X,O,O,O,O,O,O,X,O
LOSTZIJ,X,O,O,O,O,O,O,X,O
LOSTZJI,X,O,O,O,O,O,O,X,O
LOSITJZ,X,X,X,O,X,X,O,X,X
LOSITZJ,X,O,X,O,X,O,O,X,O
LOSIJTZ,X,X,O,O,X,X,X,X,O
LOSIJZT,X,X,O,O,X,X,X,X,O
LOSIZTJ,X,O,O,O,X,O,O,X,O
LOSIZJT,X,O,O,X,X,O,X,X,O
LOSJTIZ,X,O,O,O,O,O,O,X,O
LOSJTZI,X,O,O,O,O,O,O,X,O
LOSJITZ,X,X,O,O,O,O,X,X,O
LOSJIZT,O,O,O,O,O,O,X,X,O
LOSJZTI,X,O,O,O,O,O,O,X,O
LOSJZIT,O,O,O,O,O,O,X,X,O
LOSZTIJ,X,O,O,O,O,O,O,X,O
LOSZTJI,X,O,O,O,O,O,O,X,O
LOSZITJ,O,O,O,O,X,O,O,X,O
LOSZIJT,O,O,O,X,O,O,X,X,O
LOSZJTI,X,O,O,O,O,O,O,X,O
LOSZJIT,O,O,O,O,O,O,O,X,O
LOZTIJS,X,X,O,O,X,O,X,X,X
LOZTISJ,X,O,O,O,X,X,O,X,O
LOZTJIS,X,X,O,O,X,O,X,X,X
LOZTJSI,X,O,X,O,X,O,X,X,X
LOZTSIJ,X,O,X,O,X,O,O,X,O
LOZTSJI,X,O,X,O,X,O,O,X,O
LOZITJS,X,X,O,O,X,O,X,X,X
LOZITSJ,X,X,O,O,X,X,X,X,O
LOZIJTS,X,X,O,X,X,O,X,X,X
LOZIJST,O,X,O,X,X,O,X,X,O
LOZISTJ,O,X,O,O,X,O,X,X,O
LOZISJT,O,X,O,X,X,O,X,X,O
LOZJTIS,X,O,O,O,X,O,X,X,X
LOZJTSI,X,O,X,O,X,O,X,X,X
LOZJITS,X,X,O,X,X,O,X,X,X
LOZJIST,O,X,O,X,X,O,X,O,O
LOZJSTI,X,O,O,O,X,O,X,O,O
LOZJSIT,X,O,O,X,X,O,X,O,O
LOZSTIJ,X,O,O,O,X,O,O,X,O
LOZSTJI,X,O,O,O,X,O,O,X,O
LOZSITJ,X,O,O,O,X,O,O,X,O
LOZSIJT,X,O,O,X,X,O,X,X,O
LOZSJTI,X,O,O,O,X,O,O,O,O
LOZSJIT,X,O,O,O,X,O,X,O,O
JTILSZO,O,O,O,X,O,O,X,X,X
JTILSOZ,O,O,O,X,O,O,O,X,X
JTILZSO,O,O,O,O,O,O,X,X,X
JTILZOS,O,O,O,O,O,O,X,X,X
JTILOSZ,O,O,X,X,O,X,O,X,X
JTILOZS,O,O,O,X,O,X,X,X,X
JTISLZO,O,O,O,X,O,O,X,X,X
JTISLOZ,O,O,O,X,O,O,O,X,X
JTISZLO,O,O,O,X,O,O,X,O,X
JTISZOL,O,O,O,X,O,O,X,O,X
JTISOLZ,O,O,O,X,O,O,O,X,X
JTISOZL,O,O,O,X,O,O,X,X,X
JTIZLSO,O,O,O,O,O,O,X,X,X
JTIZLOS,O,O,O,O,O,O,X,X,X
JTIZSLO,O,O,O,X,O,O,X,O,X
JTIZSOL,O,O,O,X,O,O,X,O,X
JTIZOLS,O,O,O,X,O,O,X,X,X
JTIZOSL,O,O,O,X,O,O,X,O,X
JTIOLSZ,O,O,X,X,O,X,O,X,X
JTIOLZS,O,O,O,X,O,X,X,X,X
JTIOSLZ,O,O,O,X,O,X,X,X,X
JTIOSZL,O,O,O,X,O,O,X,X,X
JTIOZLS,O,O,O,X,O,O,X,X,X
JTIOZSL,O,O,O,X,O,O,X,O,X
JTLISZO,O,O,O,X,O,O,X,X,X
JTLISOZ,O,O,O,X,O,O,O,X,X
JTLIZSO,O,O,O,O,O,O,X,X,X
JTLIZOS,O,O,O,O,O,O,X,X,X
JTLIOSZ,O,O,X,X,O,X,O,X,X
JTLIOZS,O,O,O,X,O,X,X,X,X
JTLSIZO,O,O,O,O,O,O,X,X,X
JTLSIOZ,O,O,O,O,O,O,O,X,X
JTLSZIO,O,O,O,O,O,O,O,X,X
JTLSZOI,O,O,O,O,O,O,O,X,X
JTLSOIZ,O,O,O,O,O,O,O,X,X
JTLSOZI,O,O,O,O,O,O,O,X,X
JTLZISO,O,O,O,O,O,O,X,X,X
JTLZIOS,O,O,O,O,O,O,X,X,X
JTLZSIO,O,O,X,O,O,O,X,X,X
JTLZSOI,O,O,X,O,O,O,X,X,X
JTLZOIS,O,O,X,O,O,O,X,X,X
JTLZOSI,O,O,X,O,X,O,X,X,X
JTLOISZ,O,O,X,X,O,X,O,X,X
JTLOIZS,O,O,O,O,O,X,X,X,X
JTLOSIZ,O,O,X,O,O,X,O,X,X
JTLOSZI,O,O,X,O,X,X,O,X,X
JTLOZIS,O,O,O,O,O,X,X,X,X
JTLOZSI,O,O,X,O,X,X,X,X,X
JTSILZO,O,O,O,O,O,O,X,X,X
JTSILOZ,O,O,O,O,O,O,O,X,X
JTSIZLO,O,O,O,O,O,O,X,O,X
JTSIZOL,O,O,O,O,O,O,X,O,X
JTSIOLZ,O,O,O,O,O,O,O,X,X
JTSIOZL,O,O,O,O,O,O,X,X,X
JTSLIZO,O,O,O,O,O,O,X,X,X
JTSLIOZ,O,O,O,O,O,O,O,X,X
JTSLZIO,O,O,O,O,O,O,O,X,X
JTSLZOI,O,O,O,O,O,O,O,X,X
JTSLOIZ,O,O,O,O,O,O,O,X,X
JTSLOZI,O,O,O,O,O,O,O,X,X
JTSZILO,O,O,O,O,O,O,O,O,X
JTSZIOL,O,O,O,O,O,O,O,O,X
JTSZLIO,O,O,O,O,O,O,O,O,X
JTSZLOI,O,O,O,O,O,O,O,O,X
JTSZOIL,O,O,O,O,O,O,O,O,X
JTSZOLI,O,O,O,O,O,O,O,O,X
JTSOILZ,O,O,O,O,O,O,O,X,X
JTSOIZL,O,O,O,O,O,O,X,X,X
JTSOLIZ,O,O,O,O,O,O,O,X,X
JTSOLZI,O,O,O,O,O,O,O,X,X
JTSOZIL,O,O,O,O,O,O,O,X,X
JTSOZLI,O,O,O,O,O,O,O,X,X
JTZILSO,O,O,O,O,O,O,X,X,X
JTZILOS,O,O,O,O,O,O,X,X,X
JTZISLO,O,O,O,X,O,O,X,O,X
JTZISOL,O,O,O,X,O,O,X,O,X
JTZIOLS,O,O,O,X,O,O,X,X,X
JTZIOSL,O,O,O,X,O,O,X,O,X
JTZLISO,O,O,O,O,O,O,X,X,X
JTZLIOS,O,O,O,O,O,O,X,X,X
JTZLSIO,O,O,X,O,O,O,X,X,X
JTZLSOI,O,O,X,O,O,O,X,X,X
JTZLOIS,O,O,X,O,O,O,X,X,X
JTZLOSI,O,O,X,O,X,O,X,X,X
JTZSILO,O,O,O,O,O,O,X,O,X
JTZSIOL,O,O,O,O,O,O,X,O,X
JTZSLIO,O,O,O,O,O,O,X,O,X
JTZSLOI,O,O,O,O,O,O,X,O,X
JTZSOIL,O,O,O,O,O,O,X,O,X
JTZSOLI,O,O,O,O,O,O,X,O,X
JTZOILS,O,O,O,O,O,O,X,X,X
JTZOISL,O,O,O,X,O,O,X,O,X
JTZOLIS,O,O,O,O,O,O,X,X,X
JTZOLSI,O,O,X,O,X,O,X,X,X
JTZOSIL,O,O,O,O,O,O,X,O,X
JTZOSLI,O,O,O,O,O,O,X,O,X
JTOILSZ,O,O,X,X,O,X,O,X,X
JTOILZS,O,O,O,O,O,X,X,X,X
JTOISLZ,O,O,O,X,O,X,X,X,X
JTOISZL,O,O,O,X,O,O,X,X,X
JTOIZLS,O,O,O,O,O,O,X,X,X
JTOIZSL,O,O,O,X,O,O,X,O,X
JTOLISZ,O,O,X,X,O,X,O,X,X
JTOLIZS,O,O,O,O,O,X,X,X,X
JTOLSIZ,O,O,X,O,O,X,O,X,X
JTOLSZI,O,O,X,O,X,X,O,X,X
JTOLZIS,O,O,O,O,O,X,X,X,X
JTOLZSI,O,O,X,O,X,X,X,X,X
JTOSILZ,O,O,O,O,O,X,O,X,X
JTOSIZL,O,O,O,O,O,O,X,X,X
JTOSLIZ,O,O,O,O,O,X,O,X,X
JTOSLZI,O,O,O,O,O,X,O,X,X
JTOSZIL,O,O,O,O,O,O,O,X,X
JTOSZLI,O,O,O,O,O,O,O,X,X
JTOZILS,O,O,O,O,O,O,X,X,X
JTOZISL,O,O,O,X,O,O,X,O,X
JTOZLIS,O,O,O,O,O,O,X,X,X
JTOZLSI,O,O,X,O,X,O,X,X,X
JTOZSIL,O,O,O,O,O,O,X,O,X
JTOZSLI,O,O,O,O,O,O,X,O,X
JITLSZO,O,O,O,X,O,O,X,X,X
JITLSOZ,O,O,O,X,O,O,X,X,X
JITLZSO,O,O,O,X,O,O,X,X,X
JITLZOS,O,O,O,X,O,O,X,X,X
JITLOSZ,O,O,X,X,O,X,X,X,X
JITLOZS,O,O,O,X,O,X,X,X,X
JITSLZO,O,O,O,X,O,O,X,X,X
JITSLOZ,O,O,O,X,O,O,X,X,X
JITSZLO,O,O,O,X,O,O,X,O,X
JITSZOL,O,O,O,X,O,O,X,O,X
JITSOLZ,O,O,O,X,O,O,X,X,X
JITSOZL,O,O,O,X,O,O,X,X,X
JITZLSO,O,O,O,X,O,O,X,X,X
JITZLOS,O,O,O,X,O,O,X,X,X
JITZSLO,O,O,O,X,O,O,X,O,X
JITZSOL,O,O,O,X,O,O,X,O,X
JITZOLS,O,O,O,X,O,O,X,X,X
JITZOSL,O,O,O,X,O,O,X,O,X
JITOLSZ,O,O,X,X,O,X,X,X,X
JITOLZS,O,O,O,X,O,X,X,X,X
JITOSLZ,O,O,O,X,O,X,X,X,X
JITOSZL,O,O,O,X,O,O,X,X,X
JITOZLS,O,O,O,X,O,O,X,X,X
JITOZSL,O,O,O,X,O,O,X,O,X
JILTSZO,O,O,O,X,O,O,X,X,X
JILTSOZ,O,O,O,X,O,O,X,X,X
JILTZSO,O,O,O,X,O,O,X,X,X
JILTZOS,O,O,O,X,O,O,X,X,X
JILTOSZ,O,O,X,X,O,X,X,X,X
JILTOZS,O,O,O,X,O,X,X,X,X
JILSTZO,O,O,O,X,O,O,X,X,X
JILSTOZ,O,O,O,X,O,O,X,X,X
JILSZTO,O,O,O,X,O,O,X,O,X
JILSZOT,O,O,O,X,O,O,X,O,X
JILSOTZ,X,X,O,X,O,O,X,X,X
JILSOZT,O,O,O,X,O,O,X,X,X
JILZTSO,O,O,O,X,O,O,X,X,X
JILZTOS,O,O,O,X,X,O,X,X,X
JILZSTO,O,O,O,X,X,O,X,O,X
JILZSOT,O,O,O,X,X,O,X,O,X
JILZOTS,X,X,O,X,X,O,X,X,X
JILZOST,O,X,O,X,X,O,X,O,O
JILOTSZ,O,X,X,X,O,X,X,X,X
JILOTZS,O,X,O,X,O,X,X,X,X
JILOSTZ,X,X,O,X,O,O,X,X,X
JILOSZT,O,X,O,X,O,O,X,X,X
JILOZTS,X,X,O,X,X,O,X,X,X
JILOZST,O,X,O,X,X,O,X,O,O
JISTLZO,O,O,O,X,O,O,X,X,X
JISTLOZ,O,O,O,X,O,O,X,X,X
JISTZLO,O,O,O,X,O,O,X,O,X
JISTZOL,O,O,O,X,O,O,X,O,X
JISTOLZ,O,O,O,X,O,O,X,X,X
JISTOZL,O,O,O,X,O,O,X,X,X
JISLTZO,O,O,O,X,O,O,X,X,X
JISLTOZ,O,O,O,X,O,O,X,X,X
JISLZTO,O,O,O,X,O,O,X,O,X
JISLZOT,O,O,O,X,O,O,X,O,X
JISLOTZ,X,X,O,X,O,O,X,X,X
JISLOZT,O,O,O,X,O,O,X,X,X
JISZTLO,O,O,O,X,O,O,X,O,X
JISZTOL,O,O,O,X,O,O,X,O,X
JISZLTO,O,O,O,X,O,O,X,O,X
JISZLOT,O,O,O,X,O,O,X,O,X
JISZOTL,O,X,O,X,O,O,X,O,X
JISZOLT,O,O,O,X,O,O,X,O,X
JISOTLZ,O,X,O,X,O,O,X,X,X
JISOTZL,O,X,O,X,O,O,X,X,X
JISOLTZ,X,X,O,X,O,O,X,X,X
JISOLZT,O,O,O,X,O,O,X,X,X
JISOZTL,O,X,O,X,O,O,X,O,X
JISOZLT,O,O,O,X,O,O,X,O,X
JIZTLSO,O,O,O,X,O,O,X,X,X
JIZTLOS,O,O,O,X,O,O,X,X,X
JIZTSLO,O,O,O,X,O,O,X,O,X
JIZTSOL,O,O,O,X,O,O,X,O,X
JIZTOLS,O,O,O,X,O,O,X,X,X
JIZTOSL,O,O,O,X,O,O,X,O,X
JIZLTSO,O,O,O,X,O,O,X,X,X
JIZLTOS,O,O,O,X,X,O,X,X,X
JIZLSTO,O,O,O,X,X,O,X,O,X
JIZLSOT,O,O,O,X,X,O,X,O,X
JIZLOTS,X,X,O,X,X,O,X,X,X
JIZLOST,O,X,O,X,X,O,X,O,O
JIZSTLO,O,O,O,X,O,O,X,O,X
JIZSTOL,O,O,O,X,O,O,X,O,X
JIZSLTO,O,O,O,X,O,O,X,O,X
JIZSLOT,O,O,O,X,O,O,X,O,X
JIZSOTL,O,X,O,X,O,O,X,O,X
JIZSOLT,O,O,O,X,O,O,X,O,X
JIZOTLS,X,X,O,X,O,O,X,X,X
JIZOTSL,X,X,O,X,O,O,X,O,X
JIZOLTS,X,X,O,X,X,O,X,X,X
JIZOLST,O,X,O,X,X,O,X,O,O
JIZOSTL,O,X,O,X,O,O,X,O,X
JIZOSLT,O,X,O,X,O,O,X,O,X
JIOTLSZ,O,X,X,X,O,X,X,X,X
JIOTLZS,O,X,O,X,O,X,X,X,X
JIOTSLZ,O,X,O,X,O,X,X,X,X
JIOTSZL,O,X,O,X,O,O,X,X,X
JIOTZLS,O,X,O,X,O,O,X,X,X
JIOTZSL,O,X,O,X,O,O,X,O,X
JIOLTSZ,O,X,X,X,O,X,X,X,X
JIOLTZS,O,X,O,X,O,X,X,X,X
JIOLSTZ,X,X,O,X,O,O,X,X,X
JIOLSZT,O,X,O,X,O,O,X,X,X
JIOLZTS,X,X,O,X,X,O,X,X,X
JIOLZST,O,X,O,X,X,O,X,O,O
JIOSTLZ,O,X,O,X,O,O,X,X,X
JIOSTZL,O,X,O,X,O,O,X,X,X
JIOSLTZ,X,X,O,X,O,O,X,X,X
JIOSLZT,O,X,O,X,O,O,X,X,X
JIOSZTL,O,X,O,X,O,O,X,O,X
JIOSZLT,O,X,O,X,O,O,X,O,X
JIOZTLS,X,X,O,X,O,O,X,X,X
JIOZTSL,X,X,O,X,O,O,X,O,X
JIOZLTS,X,X,O,X,X,O,X,X,X
JIOZLST,O,X,O,X,X,O,X,O,O
JIOZSTL,O,X,O,X,O,O,X,O,X
JIOZSLT,O,X,O,X,O,O,X,O,X
JLTISZO,O,O,O,X,O,O,X,X,X
JLTISOZ,O,O,O,X,O,O,O,X,X
JLTIZSO,O,O,O,O,O,O,X,X,X
JLTIZOS,O,O,O,O,O,O,X,X,X
JLTIOSZ,O,O,X,X,O,X,O,X,X
JLTIOZS,O,O,O,X,O,X,X,X,X
JLTSIZO,O,O,O,O,O,O,X,X,X
JLTSIOZ,O,O,O,O,O,O,O,X,X
JLTSZIO,O,O,O,O,O,O,O,X,X
JLTSZOI,O,O,O,O,O,O,O,X,X
JLTSOIZ,O,O,O,O,O,O,O,X,X
JLTSOZI,O,O,O,O,O,O,O,X,X
JLTZISO,O,O,O,O,O,O,X,X,X
JLTZIOS,O,O,O,O,O,O,X,X,X
JLTZSIO,O,O,X,O,O,O,X,X,X
JLTZSOI,O,O,X,O,O,O,X,X,X
JLTZOIS,O,O,X,O,O,O,X,X,X
JLTZOSI,O,O,X,O,X,O,X,X,X
JLTOISZ,O,O,X,X,O,X,O,X,X
JLTOIZS,O,O,O,O,O,X,X,X,X
JLTOSIZ,O,O,X,O,O,X,O,X,X
JLTOSZI,O,O,X,O,X,X,O,X,X
JLTOZIS,O,O,O,O,O,X,X,X,X
JLTOZSI,O,O,X,O,X,X,X,X,X
JLITSZO,O,O,O,X,O,O,X,X,X
JLITSOZ,O,O,O,X,O,O,X,X,X
JLITZSO,O,O,O,X,O,O,X,X,X
JLITZOS,O,O,O,X,O,O,X,X,X
JLITOSZ,O,O,X,X,O,X,X,X,X
JLITOZS,O,O,O,X,O,X,X,X,X
JLISTZO,O,O,O,X,O,O,X,X,X
JLISTOZ,O,O,O,X,O,O,X,X,X
JLISZTO,O,O,O,X,O,O,X,O,X
JLISZOT,O,O,O,X,O,O,X,O,X
JLISOTZ,X,X,O,X,O,O,X,X,X
JLISOZT,O,O,O,X,O,O,X,X,X
JLIZTSO,O,O,O,X,O,O,X,X,X
JLIZTOS,O,O,O,X,X,O,X,X,X
JLIZSTO,O,O,O,X,X,O,X,O,X
JLIZSOT,O,O,O,X,X,O,X,O,X
JLIZOTS,X,X,O,X,X,O,X,X,X
JLIZOST,O,X,O,X,X,O,X,O,O
JLIOTSZ,O,X,X,X,O,X,X,X,X
JLIOTZS,O,X,O,X,O,X,X,X,X
JLIOSTZ,X,X,O,X,O,O,X,X,X
JLIOSZT,O,X,O,X,O,O,X,X,X
JLIOZTS,X,X,O,X,X,O,X,X,X
JLIOZST,O,X,O,X,X,O,X,O,O
JLSTIZO,O,O,O,O,O,O,X,X,O
JLSTIOZ,O,O,O,O,O,O,O,X,O
JLSTZIO,O,O,O,O,O,O,O,X,O
JLSTZOI,O,O,O,O,O,O,O,X,O
JLSTOIZ,O,O,O,O,O,O,O,X,O
JLSTOZI,O,O,O,O,O,O,O,X,O
JLSITZO,O,O,O,O,O,O,X,X,O
JLSITOZ,O,O,O,O,O,O,X,X,O
JLSIZTO,O,O,O,O,O,O,X,O,O
JLSIZOT,O,O,O,X,O,O,X,O,O
JLSIOTZ,X,X,O,O,O,O,X,X,O
JLSIOZT,O,O,O,O,O,O,X,X,O
JLSZTIO,O,O,O,O,O,O,O,O,O
JLSZTOI,O,O,O,O,O,O,O,O,O
JLSZITO,O,O,O,O,O,O,X,O,O
JLSZIOT,O,O,O,X,O,O,X,O,O
JLSZOTI,X,O,O,O,O,O,O,O,O
JLSZOIT,O,O,O,O,O,O,X,O,O
JLSOTIZ,X,O,O,O,O,O,O,X,O
JLSOTZI,X,O,O,O,O,O,O,X,O
JLSOITZ,X,X,O,O,O,O,X,X,O
JLSOIZT,O,O,O,O,O,O,X,X,O
JLSOZTI,X,O,O,O,O,O,O,X,O
JLSOZIT,O,O,O,O,O,O,X,X,O
JLZTISO,O,O,O,O,O,O,X,X,X
JLZTIOS,O,O,O,O,X,O,X,X,X
JLZTSIO,O,O,X,O,O,O,X,X,X
JLZTSOI,O,O,X,O,O,O,X,X,X
JLZTOIS,O,O,X,O,X,O,X,X,X
JLZTOSI,O,O,X,O,X,O,X,X,X
JLZITSO,O,O,O,X,O,O,X,X,X
JLZITOS,O,O,O,X,X,O,X,X,X
JLZISTO,O,O,O,X,X,O,X,O,X
JLZISOT,O,O,O,X,X,O,X,O,X
JLZIOTS,X,X,O,X,X,O,X,X,X
JLZIOST,O,X,O,X,X,O,X,O,O
JLZSTIO,O,O,O,O,X,O,X,O,O
JLZSTOI,O,O,O,O,X,O,X,O,O
JLZSITO,O,O,O,O,X,O,X,O,O
JLZSIOT,O,O,O,X,X,O,X,O,O
JLZSOTI,X,O,O,O,X,O,X,O,O
JLZSOIT,O,O,O,X,X,O,X,O,O
JLZOTIS,X,O,O,O,X,O,X,X,X
JLZOTSI,X,O,X,O,X,O,X,X,X
JLZOITS,X,X,O,X,X,O,X,X,X
JLZOIST,O,X,O,X,X,O,X,O,O
JLZOSTI,X,O,O,O,X,O,X,O,O
JLZOSIT,X,O,O,X,X,O,X,O,O
JLOTISZ,O,O,X,X,O,X,O,X,X
JLOTIZS,O,O,O,O,O,X,X,X,X
JLOTSIZ,O,O,X,O,O,X,O,X,X
JLOTSZI,O,O,X,O,X,X,O,X,X
JLOTZIS,O,O,O,O,O,X,X,X,X
JLOTZSI,O,O,X,O,X,X,X,X,X
JLOITSZ,O,X,X,X,O,X,X,X,X
JLOITZS,O,X,O,X,O,X,X,X,X
JLOISTZ,X,X,O,X,O,O,X,X,X
JLOISZT,O,X,O,X,O,O,X,X,X
JLOIZTS,X,X,O,X,X,O,X,X,X
JLOIZST,O,X,O,X,X,O,X,O,O
JLOSTIZ,X,O,O,O,O,O,O,X,O
JLOSTZI,X,O,O,O,O,O,O,X,O
JLOSITZ,X,X,O,O,O,O,X,X,O
JLOSIZT,O,O,O,O,O,O,X,X,O
JLOSZTI,X,O,O,O,O,O,O,X,O
JLOSZIT,O,O,O,O,O,O,X,X,O
JLOZTIS,X,O,O,O,X,O,X,X,X
JLOZTSI,X,O,X,O,X,O,X,X,X
JLOZITS,X,X,O,X,X,O,X,X,X
JLOZIST,O,X,O,X,X,O,X,O,O
JLOZSTI,X,O,O,O,X,O,X,O,O
JLOZSIT,X,O,O,X,X,O,X,O,O
JSTILZO,O,O,O,O,O,O,X,X,O
JSTILOZ,O,O,O,O,O,O,O,X,O
JSTIZLO,O,O,O,O,O,O,X,O,O
JSTIZOL,O,O,O,O,O,O,X,O,O
JSTIOLZ,O,O,O,O,O,O,O,X,O
JSTIOZL,O,O,O,O,O,O,X,X,O
JSTLIZO,O,O,O,O,O,O,X,X,O
JSTLIOZ,O,O,O,O,O,O,O,X,O
JSTLZIO,O,O,O,O,O,O,O,X,O
JSTLZOI,O,O,O,O,O,O,O,X,O
JSTLOIZ,O,O,O,O,O,O,O,X,O
JSTLOZI,O,O,O,O,O,O,O,X,O
JSTZILO,O,O,O,O,O,O,O,O,O
JSTZIOL,O,O,O,O,O,O,O,O,O
JSTZLIO,O,O,O,O,O,O,O,O,O
JSTZLOI,O,O,O,O,O,O,O,O,O
JSTZOIL,O,O,O,O,O,O,O,O,O
JSTZOLI,O,O,O,O,O,O,O,O,O
JSTOILZ,O,O,O,O,O,O,O,X,O
JSTOIZL,O,O,O,O,O,O,X,X,O
JSTOLIZ,O,O,O,O,O,O,O,X,O
JSTOLZI,O,O,O,O,O,O,O,X,O
JSTOZIL,O,O,O,O,O,O,O,X,O
JSTOZLI,O,O,O,O,O,O,O,X,O
JSITLZO,O,O,O,O,O,O,X,X,O
JSITLOZ,O,O,O,O,O,O,X,X,O
JSITZLO,O,O,O,O,O,O,X,O,O
JSITZOL,O,O,O,O,O,O,X,O,O
JSITOLZ,O,O,O,O,O,O,X,X,O
JSITOZL,O,O,O,O,O,O,X,X,O
JSILTZO,O,O,O,O,O,O,X,X,O
JSILTOZ,O,O,O,O,O,O,X,X,O
JSILZTO,O,O,O,O,O,O,X,O,O
JSILZOT,O,O,O,X,O,O,X,O,O
JSILOTZ,X,X,O,O,O,O,X,X,O
JSILOZT,O,O,O,O,O,O,X,X,O
JSIZTLO,O,O,O,O,O,O,X,O,O
JSIZTOL,O,O,O,O,O,O,X,O,O
JSIZLTO,O,O,O,O,O,O,X,O,O
JSIZLOT,O,O,O,X,O,O,X,O,O
JSIZOTL,O,X,O,X,O,O,X,O,O
JSIZOLT,O,O,O,X,O,O,X,O,O
JSIOTLZ,O,X,O,O,O,O,X,X,O
JSIOTZL,O,X,O,O,O,O,X,X,O
JSIOLTZ,X,X,O,O,O,O,X,X,O
JSIOLZT,O,O,O,O,O,O,X,X,O
JSIOZTL,O,X,O,O,O,O,X,O,O
JSIOZLT,O,O,O,O,O,O,X,O,O
JSLTIZO,O,O,O,O,O,O,X,X,O
