sequence,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhF3cBGeB?CgB8mBziBlsB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8Jeu/IvhF3bBRdB?cjB6mBTiBlsB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhF3cBGeB?CgBliBzmB8sB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8Jeu/IvhF3bB1hB?xdBCjBzmB8sB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhFGdBTeB?CgBlhBXnB8sB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhFFdBTeB?CgB0hBfoBGsB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8Jeu/IvhF1gBxcB?TeBCiBXnB8sB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhFTeBCgB?foBUnBlmBGsB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8Jeu/IvhF3bBTeB?xhBCnB8sBFsB
SOZJLTI,X,O,O,O,O,O,O,O,O
SOZJLIT,O,O,O,O,O,O,O,O,O
ZTILJSO,O,O,O,O,O,O,X,X,X
ZTILJOS,O,O,O,O,O,O,O,X,X
ZTILSJO,O,O,O,O,O,O,X,X,X
ZTILSOJ,O,O,O,O,O,O,X,X,X
ZTILOJS,O,O,O,O,O,O,O,X,X
ZTILOSJ,O,O,O,O,O,O,X,X,X
ZTIJLSO,O,O,O,O,O,O,X,X,X
ZTIJLOS,O,O,O,O,O,O,O,X,X
ZTIJSLO,O,O,O,O,X,O,O,X,X
ZTIJSOL,O,O,O,O,O,O,O,X,O
ZTIJOLS,X,O,X,X,O,X,O,X,X
ZTIJOSL,X,O,X,O,O,O,O,X,O
ZTISLJO,O,O,O,O,O,O,O,X,X
ZTISLOJ,O,X,O,O,O,O,O,X,X
ZTISJLO,O,O,O,O,O,O,O,X,X
ZTISJOL,O,O,O,O,O,O,O,X,O
ZTISOLJ,O,O,X,X,O,O,O,X,X
ZTISOJL,O,O,O,O,O,O,O,X,O
ZTIOLJS,O,O,X,X,O,X,O,X,X
ZTIOLSJ,O,O,X,X,O,X,X,X,X
ZTIOJLS,O,O,X,X,O,X,O,X,X
ZTIOJSL,O,O,X,O,O,O,O,X,O
ZTIOSLJ,O,O,X,X,X,O,O,X,X
ZTIOSJL,O,O,X,O,O,O,O,X,O
ZTLIJSO,O,O,O,O,O,O,X,X,O
ZTLIJOS,O,O,O,O,O,O,O,X,O
ZTLISJO,O,O,O,O,O,O,X,O,O
ZTLISOJ,O,O,O,O,O,O,X,O,O
ZTLIOJS,O,O,O,O,O,O,O,X,O
ZTLIOSJ,O,O,O,O,O,O,X,X,O
ZTLJISO,O,O,O,O,O,O,X,X,O
ZTLJIOS,O,O,O,O,O,O,O,X,O
ZTLJSIO,O,O,O,O,O,O,O,X,O
ZTLJSOI,O,O,O,O,O,O,O,X,O
ZTLJOIS,O,O,O,O,O,O,O,X,O
ZTLJOSI,O,O,O,O,O,O,O,X,O
ZTLSIJO,O,O,O,O,O,O,O,O,O
ZTLSIOJ,O,O,O,O,O,O,O,O,O
ZTLSJIO,O,O,O,O,O,O,O,O,O
ZTLSJOI,O,O,O,O,O,O,O,O,O
ZTLSOIJ,O,O,O,O,O,O,O,O,O
ZTLSOJI,O,O,O,O,O,O,O,O,O
ZTLOIJS,O,O,O,O,O,O,O,X,O
ZTLOISJ,O,O,O,O,O,O,X,X,O
ZTLOJIS,O,O,O,O,O,O,O,X,O
ZTLOJSI,O,O,O,O,O,O,O,X,O
ZTLOSIJ,O,O,O,O,O,O,O,X,O
ZTLOSJI,O,O,O,O,O,O,O,X,O
ZTJILSO,O,O,O,O,O,O,X,X,X
ZTJILOS,O,O,O,O,O,O,O,X,X
ZTJISLO,O,O,O,O,X,O,O,X,X
ZTJISOL,O,O,O,O,O,O,O,X,O
ZTJIOLS,X,O,X,X,O,X,O,X,X
ZTJIOSL,X,O,X,O,O,O,O,X,O
ZTJLISO,O,O,O,O,O,O,X,X,O
ZTJLIOS,O,O,O,O,O,O,O,X,O
ZTJLSIO,O,O,O,O,O,O,O,X,O
ZTJLSOI,O,O,O,O,O,O,O,X,O
ZTJLOIS,O,O,O,O,O,O,O,X,O
ZTJLOSI,O,O,O,O,O,O,O,X,O
ZTJSILO,O,O,O,O,X,O,O,X,X
ZTJSIOL,O,O,O,O,O,O,O,X,O
ZTJSLIO,O,O,O,O,O,O,O,X,O
ZTJSLOI,O,O,O,O,O,O,O,X,O
ZTJSOIL,O,O,O,O,O,O,O,X,O
ZTJSOLI,O,O,O,O,O,O,O,X,O
ZTJOILS,O,O,X,O,O,X,O,X,X
ZTJOISL,O,O,X,O,O,O,O,X,O
ZTJOLIS,O,O,O,O,O,O,O,X,O
ZTJOLSI,O,O,O,O,O,O,O,X,O
ZTJOSIL,O,O,O,O,O,O,O,X,O
ZTJOSLI,O,O,O,O,O,O,O,X,O
ZTSILJO,O,O,O,O,O,O,O,X,X
ZTSILOJ,O,X,O,O,O,O,O,X,X
ZTSIJLO,O,O,O,O,O,O,O,X,X
ZTSIJOL,O,O,O,O,O,O,O,X,O
ZTSIOLJ,O,O,X,X,O,O,O,X,X
ZTSIOJL,O,O,O,O,O,O,O,X,O
ZTSLIJO,O,O,O,O,O,O,O,O,O
ZTSLIOJ,O,O,O,O,O,O,O,O,O
ZTSLJIO,O,O,O,O,O,O,O,O,O
ZTSLJOI,O,O,O,O,O,O,O,O,O
ZTSLOIJ,O,O,O,O,O,O,O,O,O
ZTSLOJI,O,O,O,O,O,O,O,O,O
ZTSJILO,O,O,O,O,O,O,O,X,X
ZTSJIOL,O,O,O,O,O,O,O,X,O
ZTSJLIO,O,O,O,O,O,O,O,X,O
ZTSJLOI,O,O,O,O,O,O,O,X,O
ZTSJOIL,O,O,O,O,O,O,O,X,O
ZTSJOLI,O,O,O,O,O,O,O,X,O
ZTSOILJ,O,O,X,O,O,O,O,X,X
ZTSOIJL,O,O,O,O,O,O,O,X,O
ZTSOLIJ,O,O,O,O,O,O,O,O,O
ZTSOLJI,O,O,O,O,O,O,O,O,O
ZTSOJIL,O,O,O,O,O,O,O,X,O
ZTSOJLI,O,O,O,O,O,O,O,X,O
ZTOILJS,O,O,O,O,O,X,O,X,X
ZTOILSJ,O,O,O,O,O,X,X,X,X
ZTOIJLS,O,O,O,O,O,X,O,X,X
ZTOIJSL,O,O,O,O,O,O,O,X,O
ZTOISLJ,O,O,O,O,X,O,O,X,X
ZTOISJL,O,O,O,O,O,O,O,X,O
ZTOLIJS,O,O,O,O,O,O,O,X,O
ZTOLISJ,O,O,O,O,O,O,X,X,O
ZTOLJIS,O,O,O,O,O,O,O,X,O
ZTOLJSI,O,O,O,O,O,O,O,X,O
ZTOLSIJ,O,O,O,O,O,O,O,X,O
ZTOLSJI,O,O,O,O,O,O,O,X,O
ZTOJILS,O,O,O,O,O,X,O,X,X
ZTOJISL,O,O,O,O,O,O,O,X,O
ZTOJLIS,O,O,O,O,O,O,O,X,O
ZTOJLSI,O,O,O,O,O,O,O,X,O
ZTOJSIL,O,O,O,O,O,O,O,X,O
ZTOJSLI,O,O,O,O,O,O,O,X,O
ZTOSILJ,O,O,O,O,O,O,O,X,X
ZTOSIJL,O,O,O,O,O,O,O,X,O
ZTOSLIJ,O,O,O,O,O,O,O,X,O
ZTOSLJI,O,O,O,O,O,O,O,X,O
ZTOSJIL,O,O,O,O,O,O,O,X,O
ZTOSJLI,O,O,O,O,O,O,O,X,O
ZITLJSO,O,O,O,O,O,O,X,X,X
ZITLJOS,O,O,O,O,O,O,O,X,X
ZITLSJO,O,O,O,O,O,O,X,X,X
ZITLSOJ,O,O,O,O,O,O,X,X,X
ZITLOJS,O,O,O,O,O,O,O,X,X
ZITLOSJ,O,O,O,O,O,O,X,X,X
ZITJLSO,O,O,O,O,O,O,X,X,X
ZITJLOS,O,O,O,O,O,O,O,X,X
ZITJSLO,O,O,O,O,X,O,O,X,X
ZITJSOL,O,O,O,O,O,O,O,X,O
ZITJOLS,X,O,X,X,O,X,O,X,X
ZITJOSL,X,O,X,O,O,O,O,X,O
ZITSLJO,O,O,O,O,X,O,O,X,X
ZITSLOJ,O,X,O,O,X,O,O,X,X
ZITSJLO,O,O,O,O,X,O,O,X,X
ZITSJOL,O,O,O,O,O,O,O,X,O
ZITSOLJ,O,O,X,X,X,O,O,X,X
ZITSOJL,O,O,O,O,O,O,O,X,O
ZITOLJS,O,O,X,X,O,X,O,X,X
ZITOLSJ,O,O,X,X,O,X,X,X,X
ZITOJLS,O,O,X,X,O,X,O,X,X
ZITOJSL,O,O,X,O,O,O,O,X,O
ZITOSLJ,O,O,X,X,X,O,O,X,X
ZITOSJL,O,O,X,O,O,O,O,X,O
ZILTJSO,O,O,O,O,O,O,X,X,O
ZILTJOS,O,O,O,O,O,O,X,X,O
ZILTSJO,O,O,O,O,O,O,X,O,O
ZILTSOJ,O,O,O,O,O,O,X,O,O
ZILTOJS,O,O,O,O,O,O,X,X,O
ZILTOSJ,O,O,O,O,O,O,X,X,O
ZILJTSO,O,O,O,O,O,O,X,X,O
ZILJTOS,O,O,O,O,O,O,X,X,O
ZILJSTO,O,O,O,O,O,O,X,O,O
ZILJSOT,O,O,O,X,O,O,X,O,O
ZILJOTS,X,X,O,O,O,O,X,X,O
ZILJOST,O,O,O,O,O,O,X,X,O
ZILSTJO,O,O,O,O,O,O,X,O,O
ZILSTOJ,O,O,O,O,O,O,X,O,O
ZILSJTO,O,O,O,O,O,O,X,O,O
ZILSJOT,O,O,O,X,O,O,X,O,O
ZILSOTJ,O,X,O,X,O,O,X,O,O
ZILSOJT,O,O,O,X,O,O,X,O,O
ZILOTJS,O,X,O,O,O,O,X,X,O
ZILOTSJ,O,X,O,O,O,O,X,X,O
ZILOJTS,X,X,O,O,O,O,X,X,O
ZILOJST,O,O,O,O,O,O,X,X,O
ZILOSTJ,O,X,O,O,O,O,X,O,O
ZILOSJT,O,O,O,O,O,O,X,O,O
ZIJTLSO,X,O,O,O,X,O,X,X,X
ZIJTLOS,X,O,O,O,X,O,O,X,X
ZIJTSLO,X,O,O,O,X,O,O,X,X
ZIJTSOL,X,O,O,O,X,O,O,X,O
ZIJTOLS,X,O,X,X,X,X,O,X,X
ZIJTOSL,X,O,X,O,X,O,O,X,O
ZIJLTSO,O,O,O,O,X,O,X,X,O
ZIJLTOS,X,O,O,O,X,O,X,X,O
ZIJLSTO,O,O,O,O,X,O,X,X,O
ZIJLSOT,O,O,O,X,X,O,X,X,O
ZIJLOTS,X,X,O,O,X,O,X,X,O
ZIJLOST,O,O,O,O,X,O,X,X,O
ZIJSTLO,O,O,O,O,X,O,O,X,X
ZIJSTOL,O,O,O,O,X,O,O,X,O
ZIJSLTO,O,O,O,O,X,O,X,X,O
ZIJSLOT,O,O,O,X,X,O,X,X,O
ZIJSOTL,O,O,O,O,X,O,O,X,O
ZIJSOLT,O,O,O,X,X,O,X,X,O
ZIJOTLS,X,X,X,O,X,X,O,X,X
ZIJOTSL,X,O,X,O,X,O,O,X,O
ZIJOLTS,X,X,O,O,X,X,X,X,O
ZIJOLST,X,X,O,O,X,X,X,X,O
ZIJOSTL,X,O,O,O,X,O,O,X,O
ZIJOSLT,X,O,O,X,X,O,X,X,O
ZISTLJO,O,O,O,O,O,O,O,X,X
ZISTLOJ,O,X,O,O,O,O,O,X,X
ZISTJLO,O,O,O,O,O,O,O,X,X
ZISTJOL,O,O,O,O,O,O,O,X,O
ZISTOLJ,O,O,X,X,O,O,O,X,X
ZISTOJL,O,O,O,O,O,O,O,X,O
ZISLTJO,O,O,O,O,O,O,O,O,O
ZISLTOJ,O,O,O,O,O,O,O,O,O
ZISLJTO,O,O,O,O,O,O,O,O,O
ZISLJOT,O,O,O,X,O,O,O,O,O
ZISLOTJ,O,X,O,X,O,O,O,O,O
ZISLOJT,O,O,O,X,O,O,O,O,O
ZISJTLO,O,O,O,O,X,O,O,X,X
ZISJTOL,O,O,O,O,X,O,O,X,O
ZISJLTO,O,O,O,O,O,O,X,X,O
ZISJLOT,O,O,O,X,O,O,X,X,O
ZISJOTL,O,O,O,O,X,O,O,X,O
ZISJOLT,O,O,O,X,O,O,X,X,O
ZISOTLJ,O,X,X,O,O,O,O,X,X
ZISOTJL,O,X,O,O,O,O,O,X,O
ZISOLTJ,X,X,X,X,O,O,O,O,O
ZISOLJT,X,X,X,X,O,O,O,O,O
ZISOJTL,O,O,O,O,X,O,O,X,O
ZISOJLT,O,O,O,X,O,X,X,X,O
ZIOTLJS,X,X,O,O,O,X,O,X,X
ZIOTLSJ,X,X,O,O,O,X,X,X,X
ZIOTJLS,X,X,O,O,O,X,O,X,X
ZIOTJSL,X,X,O,O,O,O,O,X,O
ZIOTSLJ,X,X,O,O,X,O,O,X,X
ZIOTSJL,X,X,O,O,O,O,O,X,O
ZIOLTJS,X,X,O,O,O,X,X,X,O
ZIOLTSJ,X,X,O,O,O,O,X,X,O
ZIOLJTS,X,X,O,O,O,X,X,X,O
ZIOLJST,X,X,O,O,O,O,X,X,O
ZIOLSTJ,X,X,O,O,O,O,X,X,O
ZIOLSJT,X,X,O,O,O,O,X,X,O
ZIOJTLS,X,X,X,O,X,X,O,X,X
ZIOJTSL,X,O,X,O,X,O,O,X,O
ZIOJLTS,X,X,O,O,X,X,X,X,O
ZIOJLST,X,X,O,O,X,X,X,X,O
ZIOJSTL,X,O,O,O,X,O,O,X,O
ZIOJSLT,X,O,O,X,X,O,X,X,O
ZIOSTLJ,X,X,O,O,O,O,O,X,X
ZIOSTJL,X,X,O,O,O,O,O,X,O
ZIOSLTJ,X,X,O,X,O,O,O,X,O
ZIOSLJT,X,X,O,X,O,O,O,X,O
ZIOSJTL,X,O,O,O,X,O,O,X,O
ZIOSJLT,X,O,O,X,O,X,X,X,O
ZLTIJSO,O,O,O,O,O,O,X,X,O
ZLTIJOS,O,O,O,O,O,O,O,X,O
ZLTISJO,O,O,O,O,O,O,X,O,O
ZLTISOJ,O,O,O,O,O,O,X,O,O
ZLTIOJS,O,O,O,O,O,O,O,X,O
ZLTIOSJ,O,O,O,O,O,O,X,X,O
ZLTJISO,O,O,O,O,O,O,X,X,O
ZLTJIOS,O,O,O,O,O,O,O,X,O
ZLTJSIO,O,O,O,O,O,O,O,X,O
ZLTJSOI,O,O,O,O,O,O,O,X,O
ZLTJOIS,O,O,O,O,O,O,O,X,O
ZLTJOSI,O,O,O,O,O,O,O,X,O
ZLTSIJO,O,O,O,O,O,O,O,O,O
ZLTSIOJ,O,O,O,O,O,O,O,O,O
ZLTSJIO,O,O,O,O,O,O,O,O,O
ZLTSJOI,O,O,O,O,O,O,O,O,O
ZLTSOIJ,O,O,O,O,O,O,O,O,O
ZLTSOJI,O,O,O,O,O,O,O,O,O
ZLTOIJS,O,O,O,O,O,O,O,X,O
ZLTOISJ,O,O,O,O,O,O,X,X,O
ZLTOJIS,O,O,O,O,O,O,O,X,O
ZLTOJSI,O,O,O,O,O,O,O,X,O
ZLTOSIJ,O,O,O,O,O,O,O,X,O
ZLTOSJI,O,O,O,O,O,O,O,X,O
ZLITJSO,O,O,O,O,O,O,X,X,O
ZLITJOS,O,O,O,O,O,O,X,X,O
ZLITSJO,O,O,O,O,O,O,X,O,O
ZLITSOJ,O,O,O,O,O,O,X,O,O
ZLITOJS,O,O,O,O,O,O,X,X,O
ZLITOSJ,O,O,O,O,O,O,X,X,O
ZLIJTSO,O,O,O,O,O,O,X,X,O
ZLIJTOS,O,O,O,O,O,O,X,X,O
ZLIJSTO,O,O,O,O,O,O,X,O,O
ZLIJSOT,O,O,O,X,O,O,X,O,O
ZLIJOTS,X,X,O,O,O,O,X,X,O
ZLIJOST,O,O,O,O,O,O,X,X,O
ZLISTJO,O,O,O,O,O,O,X,O,O
ZLISTOJ,O,O,O,O,O,O,X,O,O
ZLISJTO,O,O,O,O,O,O,X,O,O
ZLISJOT,O,O,O,X,O,O,X,O,O
ZLISOTJ,O,X,O,X,O,O,X,O,O
ZLISOJT,O,O,O,X,O,O,X,O,O
ZLIOTJS,O,X,O,O,O,O,X,X,O
ZLIOTSJ,O,X,O,O,O,O,X,X,O
ZLIOJTS,X,X,O,O,O,O,X,X,O
ZLIOJST,O,O,O,O,O,O,X,X,O
ZLIOSTJ,O,X,O,O,O,O,X,O,O
ZLIOSJT,O,O,O,O,O,O,X,O,O
ZLJTISO,O,O,O,O,O,O,X,X,O
ZLJTIOS,O,O,O,O,O,O,O,X,O
ZLJTSIO,O,O,O,O,O,O,O,X,O
ZLJTSOI,O,O,O,O,O,O,O,X,O
ZLJTOIS,O,O,O,O,O,O,O,X,O
ZLJTOSI,O,O,O,O,O,O,O,X,O
ZLJITSO,O,O,O,O,O,O,X,X,O
ZLJITOS,O,O,O,O,O,O,X,X,O
ZLJISTO,O,O,O,O,O,O,X,O,O
ZLJISOT,O,O,O,X,O,O,X,O,O
ZLJIOTS,X,X,O,O,O,O,X,X,O
ZLJIOST,O,O,O,O,O,O,X,X,O
ZLJSTIO,O,O,O,O,O,O,O,O,O
ZLJSTOI,O,O,O,O,O,O,O,O,O
ZLJSITO,O,O,O,O,O,O,X,O,O
ZLJSIOT,O,O,O,X,O,O,X,O,O
ZLJSOTI,X,O,O,O,O,O,O,O,O
ZLJSOIT,O,O,O,O,O,O,X,O,O
ZLJOTIS,X,O,O,O,O,O,O,X,O
ZLJOTSI,X,O,O,O,O,O,O,X,O
ZLJOITS,X,X,O,O,O,O,X,X,O
ZLJOIST,O,O,O,O,O,O,X,X,O
ZLJOSTI,X,O,O,O,O,O,O,X,O
ZLJOSIT,O,O,O,O,O,O,X,X,O
ZLSTIJO,O,O,O,O,O,O,O,O,O
ZLSTIOJ,O,O,O,O,O,O,O,O,O
ZLSTJIO,O,O,O,O,O,O,O,O,O
ZLSTJOI,O,O,O,O,O,O,O,O,O
ZLSTOIJ,O,O,O,O,O,O,O,O,O
ZLSTOJI,O,O,O,O,O,O,O,O,O
ZLSITJO,O,O,O,O,O,O,O,O,O
ZLSITOJ,O,O,O,O,O,O,O,O,O
ZLSIJTO,O,O,O,O,O,O,O,O,O
ZLSIJOT,O,O,O,X,O,O,O,O,O
ZLSIOTJ,O,X,O,X,O,O,O,O,O
ZLSIOJT,O,O,O,X,O,O,O,O,O
ZLSJTIO,O,O,O,O,O,O,O,O,O
ZLSJTOI,O,O,O,O,O,O,O,O,O
ZLSJITO,O,O,O,O,O,O,O,O,O
ZLSJIOT,O,O,O,X,O,O,O,O,O
ZLSJOTI,X,O,O,O,O,O,O,O,O
ZLSJOIT,O,O,O,O,O,O,O,O,O
ZLSOTIJ,O,O,O,O,O,O,O,O,O
ZLSOTJI,O,O,O,O,O,O,O,O,O
ZLSOITJ,O,X,O,O,O,O,O,O,O
ZLSOIJT,O,O,O,O,O,O,O,O,O
ZLSOJTI,X,O,O,O,O,O,O,O,O
ZLSOJIT,O,O,O,O,O,O,O,O,O
ZLOTIJS,O,O,O,O,O,O,O,X,O
ZLOTISJ,O,O,O,O,O,O,X,X,O
ZLOTJIS,O,O,O,O,O,O,O,X,O
ZLOTJSI,O,O,O,O,O,O,O,X,O
ZLOTSIJ,O,O,O,O,O,O,O,X,O
ZLOTSJI,O,O,O,O,O,O,O,X,O
ZLOITJS,O,X,O,O,O,O,X,X,O
ZLOITSJ,O,X,O,O,O,O,X,X,O
ZLOIJTS,X,X,O,O,O,O,X,X,O
ZLOIJST,O,O,O,O,O,O,X,X,O
ZLOISTJ,O,X,O,O,O,O,X,O,O
ZLOISJT,O,O,O,O,O,O,X,O,O
ZLOJTIS,X,O,O,O,O,O,O,X,O
ZLOJTSI,X,O,O,O,O,O,O,X,O
ZLOJITS,X,X,O,O,O,O,X,X,O
ZLOJIST,O,O,O,O,O,O,X,X,O
ZLOJSTI,X,O,O,O,O,O,O,X,O
ZLOJSIT,O,O,O,O,O,O,X,X,O
ZLOSTIJ,O,O,O,O,O,O,O,O,O
ZLOSTJI,O,O,O,O,O,O,O,O,O
ZLOSITJ,O,X,O,O,O,O,O,O,O
ZLOSIJT,O,O,O,O,O,O,O,O,O
ZLOSJTI,X,O,O,O,O,O,O,O,O
ZLOSJIT,O,O,O,O,O,O,O,O,O
ZJTILSO,O,O,O,O,O,O,X,X,X
ZJTILOS,O,O,O,O,O,O,O,X,X
ZJTISLO,O,O,O,O,X,O,O,X,X
ZJTISOL,O,O,O,O,O,O,O,X,O
ZJTIOLS,X,O,X,X,O,X,O,X,X
ZJTIOSL,X,O,X,O,O,O,O,X,O
ZJTLISO,O,O,O,O,O,O,X,X,O
ZJTLIOS,O,O,O,O,O,O,O,X,O
ZJTLSIO,O,O,O,O,O,O,O,X,O
ZJTLSOI,O,O,O,O,O,O,O,X,O
ZJTLOIS,O,O,O,O,O,O,O,X,O
ZJTLOSI,O,O,O,O,O,O,O,X,O
ZJTSILO,O,O,O,O,X,O,O,X,X
ZJTSIOL,O,O,O,O,O,O,O,X,O
ZJTSLIO,O,O,O,O,O,O,O,X,O
ZJTSLOI,O,O,O,O,O,O,O,X,O
ZJTSOIL,O,O,O,O,O,O,O,X,O
ZJTSOLI,O,O,O,O,O,O,O,X,O
ZJTOILS,O,O,X,O,O,X,O,X,X
ZJTOISL,O,O,X,O,O,O,O,X,O
ZJTOLIS,O,O,O,O,O,O,O,X,O
ZJTOLSI,O,O,O,O,O,O,O,X,O
ZJTOSIL,O,O,O,O,O,O,O,X,O
ZJTOSLI,O,O,O,O,O,O,O,X,O
ZJITLSO,X,O,O,O,X,O,X,X,X
ZJITLOS,X,O,O,O,X,O,O,X,X
ZJITSLO,X,O,O,O,X,O,O,X,X
ZJITSOL,X,O,O,O,X,O,O,X,O
ZJITOLS,X,O,X,X,X,X,O,X,X
ZJITOSL,X,O,X,O,X,O,O,X,O
ZJILTSO,O,O,O,O,X,O,X,X,O
ZJILTOS,X,O,O,O,X,O,X,X,O
ZJILSTO,O,O,O,O,X,O,X,X,O
ZJILSOT,O,O,O,X,X,O,X,X,O
ZJILOTS,X,X,O,O,X,O,X,X,O
ZJILOST,O,O,O,O,X,O,X,X,O
ZJISTLO,O,O,O,O,X,O,O,X,X
ZJISTOL,O,O,O,O,X,O,O,X,O
ZJISLTO,O,O,O,O,X,O,X,X,O
ZJISLOT,O,O,O,X,X,O,X,X,O
ZJISOTL,O,O,O,O,X,O,O,X,O
ZJISOLT,O,O,O,X,X,O,X,X,O
ZJIOTLS,X,X,X,O,X,X,O,X,X
ZJIOTSL,X,O,X,O,X,O,O,X,O
ZJIOLTS,X,X,O,O,X,X,X,X,O
ZJIOLST,X,X,O,O,X,X,X,X,O
ZJIOSTL,X,O,O,O,X,O,O,X,O
ZJIOSLT,X,O,O,X,X,O,X,X,O
ZJLTISO,O,O,O,O,O,O,X,X,O
ZJLTIOS,O,O,O,O,O,O,O,X,O
ZJLTSIO,O,O,O,O,O,O,O,X,O
ZJLTSOI,O,O,O,O,O,O,O,X,O
ZJLTOIS,O,O,O,O,O,O,O,X,O
ZJLTOSI,O,O,O,O,O,O,O,X,O
ZJLITSO,O,O,O,O,O,O,X,X,O
ZJLITOS,O,O,O,O,O,O,X,X,O
ZJLISTO,O,O,O,O,O,O,X,O,O
ZJLISOT,O,O,O,X,O,O,X,O,O
ZJLIOTS,X,X,O,O,O,O,X,X,O
ZJLIOST,O,O,O,O,O,O,X,X,O
ZJLSTIO,O,O,O,O,O,O,O,O,O
ZJLSTOI,O,O,O,O,O,O,O,O,O
ZJLSITO,O,O,O,O,O,O,X,O,O
ZJLSIOT,O,O,O,X,O,O,X,O,O
ZJLSOTI,X,O,O,O,O,O,O,O,O
ZJLSOIT,O,O,O,O,O,O,X,O,O
ZJLOTIS,X,O,O,O,O,O,O,X,O
ZJLOTSI,X,O,O,O,O,O,O,X,O
ZJLOITS,X,X,O,O,O,O,X,X,O
ZJLOIST,O,O,O,O,O,O,X,X,O
ZJLOSTI,X,O,O,O,O,O,O,X,O
ZJLOSIT,O,O,O,O,O,O,X,X,O
ZJSTILO,O,O,O,O,O,O,O,X,X
ZJSTIOL,O,O,O,O,O,O,O,X,O
ZJSTLIO,O,O,O,O,O,O,O,X,O
ZJSTLOI,O,O,O,O,O,O,O,X,O
ZJSTOIL,O,O,O,O,O,O,O,X,O
ZJSTOLI,O,O,O,O,O,O,O,X,O
ZJSITLO,O,O,O,O,X,O,O,X,X
ZJSITOL,O,O,O,O,X,O,O,X,O
ZJSILTO,O,O,O,O,O,O,X,X,O
ZJSILOT,O,O,O,X,O,O,X,X,O
ZJSIOTL,O,O,O,O,X,O,O,X,O
ZJSIOLT,O,O,O,X,O,O,X,X,O
ZJSLTIO,O,O,O,O,O,O,O,O,O
ZJSLTOI,O,O,O,O,O,O,O,O,O
ZJSLITO,O,O,O,O,O,O,O,O,O
ZJSLIOT,O,O,O,X,O,O,O,O,O
ZJSLOTI,X,O,O,O,O,O,O,O,O
ZJSLOIT,O,O,O,O,O,O,O,O,O
ZJSOTIL,X,O,O,O,O,O,O,X,O
ZJSOTLI,X,O,O,O,O,O,O,X,O
ZJSOITL,O,O,O,O,X,O,O,X,O
ZJSOILT,O,O,O,X,O,O,X,X,O
ZJSOLTI,X,O,O,O,O,O,O,O,O
ZJSOLIT,O,O,O,O,O,O,O,O,O
ZJOTILS,X,O,O,O,O,X,O,X,X
ZJOTISL,X,O,O,O,O,O,O,X,O
ZJOTLIS,X,O,O,O,O,O,O,X,O
ZJOTLSI,X,O,O,O,O,O,O,X,O
ZJOTSIL,X,O,O,O,O,O,O,X,O
ZJOTSLI,X,O,O,O,O,O,O,X,O
ZJOITLS,X,X,X,O,X,X,O,X,X
ZJOITSL,X,O,X,O,X,O,O,X,O
ZJOILTS,X,X,O,O,X,X,X,X,O
ZJOILST,X,X,O,O,X,X,X,X,O
ZJOISTL,X,O,O,O,X,O,O,X,O
ZJOISLT,X,O,O,X,X,O,X,X,O
ZJOLTIS,X,O,O,O,O,O,O,X,O
ZJOLTSI,X,O,O,O,O,O,O,X,O
ZJOLITS,X,X,O,O,O,O,X,X,O
ZJOLIST,O,O,O,O,O,O,X,X,O
ZJOLSTI,X,O,O,O,O,O,O,X,O
ZJOLSIT,O,O,O,O,O,O,X,X,O
ZJOSTIL,X,O,O,O,O,O,O,X,O
ZJOSTLI,X,O,O,O,O,O,O,X,O
ZJOSITL,O,O,O,O,X,O,O,X,O
ZJOSILT,O,O,O,X,O,O,X,X,O
ZJOSLTI,X,O,O,O,O,O,O,X,O
ZJOSLIT,O,O,O,O,O,O,O,X,O
ZSTILJO,O,O,O,O,O,O,O,X,X
ZSTILOJ,O,X,O,O,O,O,O,X,X
ZSTIJLO,O,O,O,O,O,O,O,X,X
ZSTIJOL,O,O,O,O,O,O,O,X,O
ZSTIOLJ,O,O,X,X,O,O,O,X,X
ZSTIOJL,O,O,O,O,O,O,O,X,O
ZSTLIJO,O,O,O,O,O,O,O,O,O
ZSTLIOJ,O,O,O,O,O,O,O,O,O
ZSTLJIO,O,O,O,O,O,O,O,O,O
ZSTLJOI,O,O,O,O,O,O,O,O,O
ZSTLOIJ,O,O,O,O,O,O,O,O,O
ZSTLOJI,O,O,O,O,O,O,O,O,O
ZSTJILO,O,O,O,O,O,O,O,X,X
ZSTJIOL,O,O,O,O,O,O,O,X,O
ZSTJLIO,O,O,O,O,O,O,O,X,O
ZSTJLOI,O,O,O,O,O,O,O,X,O
ZSTJOIL,O,O,O,O,O,O,O,X,O
ZSTJOLI,O,O,O,O,O,O,O,X,O
ZSTOILJ,O,O,X,O,O,O,O,X,X
ZSTOIJL,O,O,O,O,O,O,O,X,O
ZSTOLIJ,O,O,O,O,O,O,O,O,O
