sequence,v115@BhA8BeA8FeF8EeH8AeF8JeZ/IvhFCcBXdBTeBukBUg?BlqB,v115@BhA8BeA8FeF8EeH8AeF8Jex7IvhFXdBTeBKkBGgB0f?BlqB,v115@BhA8BeA8FeF8EeH8AeF8Jei6IvhFXdBTeBckBelB5l?BFrB,v115@BhA8BeA8FeF8EeH8AeF8JeO/IvhF8fBXdBTeB5lByu?BFrB
JSIZOTL,X,X,O,X
JSIZOLT,O,X,O,X
JSIOTLZ,O,O,X,X
JSIOTZL,O,X,O,X
JSIOLTZ,O,X,X,X
JSIOLZT,O,X,O,O
JSIOZTL,X,X,O,X
JSIOZLT,O,X,O,X
JSLTIZO,O,O,X,X
JSLTIOZ,O,O,X,X
JSLTZIO,O,O,X,X
JSLTZOI,O,O,X,X
JSLTOIZ,O,O,X,X
JSLTOZI,O,O,X,X
JSLITZO,O,X,X,X
JSLITOZ,O,X,X,X
JSLIZTO,X,X,O,O
JSLIZOT,O,X,O,O
JSLIOTZ,O,X,X,X
JSLIOZT,O,X,O,O
JSLZTIO,X,X,O,O
JSLZTOI,X,X,O,O
JSLZITO,X,X,O,O
JSLZIOT,O,X,O,O
JSLZOTI,X,X,O,O
JSLZOIT,O,X,O,O
JSLOTIZ,O,O,X,X
JSLOTZI,O,O,X,X
JSLOITZ,O,X,X,X
JSLOIZT,O,X,O,O
JSLOZTI,X,X,O,O
JSLOZIT,O,X,O,O
JSZTILO,X,X,O,X
JSZTIOL,X,X,O,X
JSZTLIO,X,X,O,X
JSZTLOI,X,X,O,X
JSZTOIL,X,X,O,X
JSZTOLI,X,X,O,X
JSZITLO,X,X,O,X
JSZITOL,X,X,O,X
JSZILTO,X,X,O,X
JSZILOT,O,X,O,X
JSZIOTL,X,X,O,X
JSZIOLT,O,X,O,X
JSZLTIO,X,X,O,X
JSZLTOI,X,X,O,X
JSZLITO,X,X,O,X
JSZLIOT,O,X,O,X
JSZLOTI,X,X,O,X
JSZLOIT,O,X,O,X
JSZOTIL,X,X,O,X
JSZOTLI,X,X,O,X
JSZOITL,X,X,O,X
JSZOILT,O,X,O,X
JSZOLTI,X,X,O,X
JSZOLIT,O,X,O,X
JSOTILZ,O,O,X,X
JSOTIZL,O,X,O,X
JSOTLIZ,O,O,X,X
JSOTLZI,O,O,X,X
JSOTZIL,O,X,O,X
JSOTZLI,O,X,O,X
JSOITLZ,O,O,X,X
JSOITZL,O,X,O,X
JSOILTZ,O,X,X,X
JSOILZT,O,X,O,O
JSOIZTL,X,X,O,X
JSOIZLT,O,X,O,X
JSOLTIZ,O,O,X,X
JSOLTZI,O,O,X,X
JSOLITZ,O,X,X,X
JSOLIZT,O,X,O,O
JSOLZTI,X,X,O,O
JSOLZIT,O,X,O,O
JSOZTIL,X,X,O,X
JSOZTLI,X,X,O,X
JSOZITL,X,X,O,X
JSOZILT,O,X,O,X
JSOZLTI,X,X,O,X
JSOZLIT,O,X,O,X
JZTILSO,X,X,O,X
JZTILOS,X,X,O,X
JZTISLO,X,X,O,X
JZTISOL,X,X,O,X
JZTIOLS,X,X,O,X
JZTIOSL,X,X,O,X
JZTLISO,X,X,O,X
JZTLIOS,X,X,O,X
JZTLSIO,X,X,O,X
JZTLSOI,X,X,O,X
JZTLOIS,X,X,O,X
JZTLOSI,X,X,O,X
JZTSILO,X,X,O,X
JZTSIOL,X,X,O,X
JZTSLIO,X,X,O,X
JZTSLOI,X,X,O,X
JZTSOIL,X,X,O,X
JZTSOLI,X,X,O,X
JZTOILS,X,X,O,X
JZTOISL,X,X,O,X
JZTOLIS,X,X,O,X
JZTOLSI,X,X,O,X
JZTOSIL,X,X,O,X
JZTOSLI,X,X,O,X
JZITLSO,X,X,O,X
JZITLOS,X,X,O,X
JZITSLO,X,X,O,X
JZITSOL,X,X,O,X
JZITOLS,X,X,O,X
JZITOSL,X,X,O,X
JZILTSO,X,X,O,X
JZILTOS,X,X,O,X
JZILSTO,X,X,O,X
JZILSOT,O,X,O,X
JZILOTS,X,X,O,X
JZILOST,O,X,O,X
JZISTLO,X,X,O,X
JZISTOL,X,X,O,X
JZISLTO,X,X,O,X
JZISLOT,O,X,O,X
JZISOTL,X,X,O,X
JZISOLT,O,X,O,X
JZIOTLS,X,X,O,X
JZIOTSL,X,X,O,X
JZIOLTS,X,X,O,X
JZIOLST,O,X,O,X
JZIOSTL,X,X,O,X
JZIOSLT,O,X,O,X
JZLTISO,X,X,O,X
JZLTIOS,X,X,O,X
JZLTSIO,X,X,O,X
JZLTSOI,X,X,O,X
JZLTOIS,X,X,O,X
JZLTOSI,X,X,O,X
JZLITSO,X,X,O,X
JZLITOS,X,X,O,X
JZLISTO,X,X,O,X
JZLISOT,O,X,O,X
JZLIOTS,X,X,O,X
JZLIOST,O,X,O,X
JZLSTIO,X,X,O,X
JZLSTOI,X,X,O,X
JZLSITO,X,X,O,X
JZLSIOT,O,X,O,X
JZLSOTI,X,X,O,X
JZLSOIT,O,X,O,X
JZLOTIS,X,X,O,X
JZLOTSI,X,X,O,X
JZLOITS,X,X,O,X
JZLOIST,O,X,O,X
JZLOSTI,X,X,O,X
JZLOSIT,O,X,O,X
JZSTILO,X,X,O,X
JZSTIOL,X,X,O,X
JZSTLIO,X,X,O,X
JZSTLOI,X,X,O,X
JZSTOIL,X,X,O,X
JZSTOLI,X,X,O,X
JZSITLO,X,X,O,X
JZSITOL,X,X,O,X
JZSILTO,X,X,O,X
JZSILOT,O,X,O,X
JZSIOTL,X,X,O,X
JZSIOLT,O,X,O,X
JZSLTIO,X,X,O,X
JZSLTOI,X,X,O,X
JZSLITO,X,X,O,X
JZSLIOT,O,X,O,X
JZSLOTI,X,X,O,X
JZSLOIT,O,X,O,X
JZSOTIL,X,X,O,X
JZSOTLI,X,X,O,X
JZSOITL,X,X,O,X
JZSOILT,O,X,O,X
JZSOLTI,X,X,O,X
JZSOLIT,O,X,O,X
JZOTILS,X,X,O,X
JZOTISL,X,X,O,X
JZOTLIS,X,X,O,X
JZOTLSI,X,X,O,X
JZOTSIL,X,X,O,X
JZOTSLI,X,X,O,X
JZOITLS,X,X,O,X
JZOITSL,X,X,O,X
JZOILTS,X,X,O,X
JZOILST,O,X,O,X
JZOISTL,X,X,O,X
JZOISLT,O,X,O,X
JZOLTIS,X,X,O,X
JZOLTSI,X,X,O,X
JZOLITS,X,X,O,X
JZOLIST,O,X,O,X
JZOLSTI,X,X,O,X
JZOLSIT,O,X,O,X
JZOSTIL,X,X,O,X
JZOSTLI,X,X,O,X
JZOSITL,X,X,O,X
JZOSILT,O,X,O,X
JZOSLTI,X,X,O,X
JZOSLIT,O,X,O,X
JOTILSZ,O,O,X,X
JOTILZS,O,O,X,X
JOTISLZ,O,O,X,X
JOTISZL,O,X,O,X
JOTIZLS,O,X,O,X
JOTIZSL,O,X,O,X
JOTLISZ,O,O,X,X
JOTLIZS,O,O,X,X
JOTLSIZ,O,O,X,X
JOTLSZI,O,O,X,X
JOTLZIS,O,O,X,X
JOTLZSI,O,O,X,X
JOTSILZ,O,O,X,X
JOTSIZL,O,X,O,X
JOTSLIZ,O,O,X,X
JOTSLZI,O,O,X,X
JOTSZIL,O,X,O,X
JOTSZLI,O,X,O,X
JOTZILS,O,X,O,X
JOTZISL,O,X,O,X
JOTZLIS,O,X,O,X
JOTZLSI,O,X,O,X
JOTZSIL,O,X,O,X
JOTZSLI,O,X,O,X
JOITLSZ,O,O,X,X
JOITLZS,O,O,X,X
JOITSLZ,O,O,X,X
JOITSZL,O,X,O,X
JOITZLS,O,X,O,X
JOITZSL,O,X,O,X
JOILTSZ,O,X,X,X
JOILTZS,O,X,X,X
JOILSTZ,O,X,X,X
JOILSZT,O,X,O,O
JOILZTS,X,X,O,O
JOILZST,O,X,O,O
JOISTLZ,O,O,X,X
JOISTZL,O,X,O,X
JOISLTZ,O,X,X,X
JOISLZT,O,X,O,O
JOISZTL,X,X,O,X
JOISZLT,O,X,O,X
JOIZTLS,X,X,O,X
JOIZTSL,X,X,O,X
JOIZLTS,X,X,O,X
JOIZLST,O,X,O,X
JOIZSTL,X,X,O,X
JOIZSLT,O,X,O,X
JOLTISZ,O,O,X,X
JOLTIZS,O,O,X,X
JOLTSIZ,O,O,X,X
JOLTSZI,O,O,X,X
JOLTZIS,O,O,X,X
JOLTZSI,O,O,X,X
JOLITSZ,O,X,X,X
JOLITZS,O,X,X,X
JOLISTZ,O,X,X,X
JOLISZT,O,X,O,O
JOLIZTS,X,X,O,O
JOLIZST,O,X,O,O
JOLSTIZ,O,O,X,X
JOLSTZI,O,O,X,X
JOLSITZ,O,X,X,X
JOLSIZT,O,X,O,O
JOLSZTI,X,X,O,O
JOLSZIT,O,X,O,O
JOLZTIS,X,X,O,O
JOLZTSI,X,X,O,O
JOLZITS,X,X,O,O
JOLZIST,O,X,O,O
JOLZSTI,X,X,O,O
JOLZSIT,O,X,O,O
JOSTILZ,O,O,X,X
JOSTIZL,O,X,O,X
JOSTLIZ,O,O,X,X
JOSTLZI,O,O,X,X
JOSTZIL,O,X,O,X
JOSTZLI,O,X,O,X
JOSITLZ,O,O,X,X
JOSITZL,O,X,O,X
JOSILTZ,O,X,X,X
JOSILZT,O,X,O,O
JOSIZTL,X,X,O,X
JOSIZLT,O,X,O,X
JOSLTIZ,O,O,X,X
JOSLTZI,O,O,X,X
JOSLITZ,O,X,X,X
JOSLIZT,O,X,O,O
JOSLZTI,X,X,O,O
JOSLZIT,O,X,O,O
JOSZTIL,X,X,O,X
JOSZTLI,X,X,O,X
JOSZITL,X,X,O,X
JOSZILT,O,X,O,X
JOSZLTI,X,X,O,X
JOSZLIT,O,X,O,X
JOZTILS,X,X,O,X
JOZTISL,X,X,O,X
JOZTLIS,X,X,O,X
JOZTLSI,X,X,O,X
JOZTSIL,X,X,O,X
JOZTSLI,X,X,O,X
JOZITLS,X,X,O,X
JOZITSL,X,X,O,X
JOZILTS,X,X,O,X
JOZILST,O,X,O,X
JOZISTL,X,X,O,X
JOZISLT,O,X,O,X
JOZLTIS,X,X,O,X
JOZLTSI,X,X,O,X
JOZLITS,X,X,O,X
JOZLIST,O,X,O,X
JOZLSTI,X,X,O,X
JOZLSIT,O,X,O,X
JOZSTIL,X,X,O,X
JOZSTLI,X,X,O,X
JOZSITL,X,X,O,X
JOZSILT,O,X,O,X
JOZSLTI,X,X,O,X
JOZSLIT,O,X,O,X
STILJZO,O,O,X,X
STILJOZ,O,O,X,X
STILZJO,O,O,X,O
STILZOJ,O,O,X,O
STILOJZ,O,O,X,X
STILOZJ,O,O,X,O
STIJLZO,O,O,X,X
STIJLOZ,O,O,X,X
STIJZLO,O,X,O,X
STIJZOL,O,X,O,X
STIJOLZ,O,O,X,X
STIJOZL,O,X,O,X
STIZLJO,O,O,X,X
STIZLOJ,O,O,X,X
STIZJLO,O,X,X,X
STIZJOL,O,X,X,X
STIZOLJ,O,O,X,X
STIZOJL,O,X,X,X
STIOLJZ,O,O,X,X
STIOLZJ,O,O,X,O
STIOJLZ,O,O,X,X
STIOJZL,O,X,O,X
STIOZLJ,O,O,X,X
STIOZJL,O,X,X,X
STLIJZO,O,O,X,X
STLIJOZ,O,O,X,X
STLIZJO,O,O,X,O
STLIZOJ,O,O,X,O
STLIOJZ,O,O,X,X
STLIOZJ,O,O,X,O
STLJIZO,O,O,X,X
STLJIOZ,O,O,X,X
STLJZIO,O,O,X,X
STLJZOI,O,O,X,X
STLJOIZ,O,O,X,X
STLJOZI,O,O,X,X
STLZIJO,O,O,X,O
STLZIOJ,O,O,X,O
STLZJIO,O,O,X,O
STLZJOI,O,O,X,O
STLZOIJ,O,O,X,O
STLZOJI,O,O,X,O
STLOIJZ,O,O,X,X
STLOIZJ,O,O,X,O
STLOJIZ,O,O,X,X
STLOJZI,O,O,X,X
STLOZIJ,O,O,X,O
STLOZJI,O,O,X,O
STJILZO,O,O,X,X
STJILOZ,O,O,X,X
STJIZLO,O,X,O,X
STJIZOL,O,X,O,X
STJIOLZ,O,O,X,X
STJIOZL,O,X,O,X
STJLIZO,O,O,X,X
STJLIOZ,O,O,X,X
STJLZIO,O,O,X,X
STJLZOI,O,O,X,X
STJLOIZ,O,O,X,X
STJLOZI,O,O,X,X
STJZILO,O,X,O,X
STJZIOL,O,X,O,X
STJZLIO,O,X,O,X
STJZLOI,O,X,O,X
STJZOIL,O,X,O,X
STJZOLI,O,X,O,X
STJOILZ,O,O,X,X
STJOIZL,O,X,O,X
STJOLIZ,O,O,X,X
STJOLZI,O,O,X,X
STJOZIL,O,X,O,X
STJOZLI,O,X,O,X
STZILJO,O,O,X,X
STZILOJ,O,O,X,X
STZIJLO,O,X,X,X
STZIJOL,O,X,X,X
STZIOLJ,O,O,X,X
STZIOJL,O,X,X,X
STZLIJO,O,O,X,X
STZLIOJ,O,O,X,X
STZLJIO,O,O,O,X
STZLJOI,O,O,O,X
STZLOIJ,O,O,X,X
STZLOJI,O,O,O,X
STZJILO,O,X,O,X
STZJIOL,O,X,O,X
STZJLIO,O,X,O,X
STZJLOI,O,X,O,X
STZJOIL,O,X,O,X
STZJOLI,O,X,O,X
STZOILJ,O,O,X,X
STZOIJL,O,X,X,X
STZOLIJ,O,O,X,X
STZOLJI,O,O,O,X
STZOJIL,O,X,O,X
STZOJLI,O,X,O,X
STOILJZ,O,O,X,X
STOILZJ,O,O,X,O
STOIJLZ,O,O,X,X
STOIJZL,O,X,O,X
STOIZLJ,O,O,X,X
STOIZJL,O,X,X,X
STOLIJZ,O,O,X,X
STOLIZJ,O,O,X,O
STOLJIZ,O,O,X,X
STOLJZI,O,O,X,X
STOLZIJ,O,O,X,O
STOLZJI,O,O,X,O
STOJILZ,O,O,X,X
STOJIZL,O,X,O,X
STOJLIZ,O,O,X,X
STOJLZI,O,O,X,X
STOJZIL,O,X,O,X
STOJZLI,O,X,O,X
STOZILJ,O,O,X,X
STOZIJL,O,X,X,X
STOZLIJ,O,O,X,X
STOZLJI,O,O,O,X
STOZJIL,O,X,O,X
STOZJLI,O,X,O,X
SITLJZO,O,O,X,X
SITLJOZ,O,O,X,X
SITLZJO,O,O,X,O
SITLZOJ,O,O,X,O
SITLOJZ,O,O,X,X
SITLOZJ,O,O,X,O
SITJLZO,O,O,X,X
SITJLOZ,O,O,X,X
SITJZLO,O,X,O,X
SITJZOL,O,X,O,X
SITJOLZ,O,O,X,X
SITJOZL,O,X,O,X
SITZLJO,O,O,X,X
SITZLOJ,O,O,X,X
SITZJLO,O,X,X,X
SITZJOL,O,X,X,X
SITZOLJ,O,O,X,X
SITZOJL,O,X,X,X
SITOLJZ,O,O,X,X
SITOLZJ,O,O,X,O
SITOJLZ,O,O,X,X
SITOJZL,O,X,O,X
SITOZLJ,O,O,X,X
SITOZJL,O,X,X,X
SILTJZO,O,O,X,X
SILTJOZ,O,O,X,X
SILTZJO,O,O,X,O
SILTZOJ,O,O,X,O
SILTOJZ,O,O,X,X
SILTOZJ,O,O,X,O
SILJTZO,O,X,X,X
SILJTOZ,O,X,X,X
SILJZTO,X,X,O,O
SILJZOT,O,X,O,O
SILJOTZ,O,X,X,X
SILJOZT,O,X,O,O
SILZTJO,O,X,X,O
SILZTOJ,O,X,X,O
SILZJTO,X,X,X,O
SILZJOT,O,X,X,O
SILZOTJ,O,X,X,O
SILZOJT,O,X,X,O
SILOTJZ,O,O,X,X
SILOTZJ,O,O,X,O
SILOJTZ,O,X,X,X
SILOJZT,O,X,O,O
SILOZTJ,O,X,X,O
SILOZJT,O,X,X,O
SIJTLZO,O,O,X,X
SIJTLOZ,O,O,X,X
SIJTZLO,O,X,O,X
SIJTZOL,O,X,O,X
SIJTOLZ,O,O,X,X
SIJTOZL,O,X,O,X
SIJLTZO,O,X,X,X
SIJLTOZ,O,X,X,X
SIJLZTO,X,X,O,O
SIJLZOT,O,X,O,O
SIJLOTZ,O,X,X,X
SIJLOZT,O,X,O,O
SIJZTLO,X,X,O,X
SIJZTOL,X,X,O,X
SIJZLTO,X,X,O,X
SIJZLOT,O,X,O,X
SIJZOTL,X,X,O,X
SIJZOLT,O,X,O,X
SIJOTLZ,O,O,X,X
SIJOTZL,O,X,O,X
SIJOLTZ,O,X,X,X
SIJOLZT,O,X,O,O
SIJOZTL,X,X,O,X
SIJOZLT,O,X,O,X
SIZTLJO,O,O,X,X
SIZTLOJ,O,O,X,X
SIZTJLO,O,X,X,X
SIZTJOL,O,X,X,X
SIZTOLJ,O,O,X,X
SIZTOJL,O,X,X,X
SIZLTJO,O,X,X,O
SIZLTOJ,O,X,X,O
SIZLJTO,X,X,O,O
SIZLJOT,O,X,O,O
SIZLOTJ,O,X,X,O
SIZLOJT,O,X,O,O
SIZJTLO,X,X,O,X
SIZJTOL,X,X,O,X
SIZJLTO,X,X,O,X
SIZJLOT,O,X,O,X
SIZJOTL,X,X,O,X
SIZJOLT,O,X,O,X
SIZOTLJ,O,O,X,X
SIZOTJL,O,X,X,X
SIZOLTJ,O,X,X,O
SIZOLJT,O,X,O,O
SIZOJTL,X,X,O,X
SIZOJLT,O,X,O,X
SIOTLJZ,O,O,X,X
SIOTLZJ,O,O,X,O
SIOTJLZ,O,O,X,X
SIOTJZL,O,X,O,X
SIOTZLJ,O,O,X,X
SIOTZJL,O,X,X,X
SIOLTJZ,O,O,X,X
SIOLTZJ,O,O,X,O
SIOLJTZ,O,X,X,X
SIOLJZT,O,X,O,O
SIOLZTJ,O,X,X,O
SIOLZJT,O,X,X,O
SIOJTLZ,O,O,X,X
SIOJTZL,O,X,O,X
SIOJLTZ,O,X,X,X
SIOJLZT,O,X,O,O
SIOJZTL,X,X,O,X
SIOJZLT,O,X,O,X
SIOZTLJ,O,O,X,X
SIOZTJL,O,X,X,X
SIOZLTJ,O,X,X,O
SIOZLJT,O,X,O,O
SIOZJTL,X,X,O,X
SIOZJLT,O,X,O,X
SLTIJZO,O,O,X,X
SLTIJOZ,O,O,X,X
SLTIZJO,O,O,X,O
SLTIZOJ,O,O,X,O
SLTIOJZ,O,O,X,X
SLTIOZJ,O,O,X,O
SLTJIZO,O,O,X,X
SLTJIOZ,O,O,X,X
SLTJZIO,O,O,X,X
SLTJZOI,O,O,X,X
SLTJOIZ,O,O,X,X
SLTJOZI,O,O,X,X
SLTZIJO,O,O,X,O
SLTZIOJ,O,O,X,O
SLTZJIO,O,O,X,O
SLTZJOI,O,O,X,O
SLTZOIJ,O,O,X,O
SLTZOJI,O,O,X,O
SLTOIJZ,O,O,X,X
SLTOIZJ,O,O,X,O
SLTOJIZ,O,O,X,X
SLTOJZI,O,O,X,X
SLTOZIJ,O,O,X,O
SLTOZJI,O,O,X,O
SLITJZO,O,O,X,X
SLITJOZ,O,O,X,X
SLITZJO,O,O,X,O
SLITZOJ,O,O,X,O
SLITOJZ,O,O,X,X
SLITOZJ,O,O,X,O
SLIJTZO,O,X,X,X
SLIJTOZ,O,X,X,X
SLIJZTO,X,X,O,O
SLIJZOT,O,X,O,O
SLIJOTZ,O,X,X,X
SLIJOZT,O,X,O,O
SLIZTJO,O,X,X,O
SLIZTOJ,O,X,X,O
SLIZJTO,X,X,X,O
SLIZJOT,O,X,X,O
SLIZOTJ,O,X,X,O
SLIZOJT,O,X,X,O
SLIOTJZ,O,O,X,X
SLIOTZJ,O,O,X,O
SLIOJTZ,O,X,X,X
SLIOJZT,O,X,O,O
SLIOZTJ,O,X,X,O
SLIOZJT,O,X,X,O
SLJTIZO,O,O,X,X
SLJTIOZ,O,O,X,X
SLJTZIO,O,O,X,X
SLJTZOI,O,O,X,X
SLJTOIZ,O,O,X,X
SLJTOZI,O,O,X,X
SLJITZO,O,X,X,X
SLJITOZ,O,X,X,X
SLJIZTO,X,X,O,O
SLJIZOT,O,X,O,O
SLJIOTZ,O,X,X,X
SLJIOZT,O,X,O,O
SLJZTIO,X,X,O,O
SLJZTOI,X,X,O,O
SLJZITO,X,X,O,O
SLJZIOT,O,X,O,O
SLJZOTI,X,X,O,O
SLJZOIT,O,X,O,O
SLJOTIZ,O,O,X,X
SLJOTZI,O,O,X,X
SLJOITZ,O,X,X,X
SLJOIZT,O,X,O,O
SLJOZTI,X,X,O,O
SLJOZIT,O,X,O,O
SLZTIJO,O,O,X,O
SLZTIOJ,O,O,X,O
SLZTJIO,O,O,O,O
SLZTJOI,O,O,O,O
SLZTOIJ,O,O,X,O
SLZTOJI,O,O,O,O
SLZITJO,O,X,X,O
SLZITOJ,O,X,X,O
SLZIJTO,X,X,O,O
SLZIJOT,O,X,O,O
SLZIOTJ,O,X,X,O
SLZIOJT,O,X,O,O
SLZJTIO,X,X,O,O
SLZJTOI,X,X,O,O
SLZJITO,X,X,O,O
SLZJIOT,O,X,O,O
SLZJOTI,X,X,O,O
SLZJOIT,O,X,O,O
SLZOTIJ,O,O,X,O
SLZOTJI,O,O,O,O
SLZOITJ,O,X,X,O
SLZOIJT,O,X,O,O
SLZOJTI,X,X,O,O
SLZOJIT,O,X,O,O
SLOTIJZ,O,O,X,X
SLOTIZJ,O,O,X,O
SLOTJIZ,O,O,X,X
SLOTJZI,O,O,X,X
SLOTZIJ,O,O,X,O
SLOTZJI,O,O,X,O
SLOITJZ,O,O,X,X
SLOITZJ,O,O,X,O
SLOIJTZ,O,X,X,X
SLOIJZT,O,X,O,O
SLOIZTJ,O,X,X,O
SLOIZJT,O,X,X,O
SLOJTIZ,O,O,X,X
SLOJTZI,O,O,X,X
SLOJITZ,O,X,X,X
SLOJIZT,O,X,O,O
SLOJZTI,X,X,O,O
SLOJZIT,O,X,O,O
SLOZTIJ,O,O,X,O
SLOZTJI,O,O,O,O
SLOZITJ,O,X,X,O
SLOZIJT,O,X,O,O
SLOZJTI,X,X,O,O
SLOZJIT,O,X,O,O
SJTILZO,O,O,X,X
SJTILOZ,O,O,X,X
SJTIZLO,O,X,O,X
SJTIZOL,O,X,O,X
SJTIOLZ,O,O,X,X
SJTIOZL,O,X,O,X
SJTLIZO,O,O,X,X
SJTLIOZ,O,O,X,X
SJTLZIO,O,O,X,X
SJTLZOI,O,O,X,X
SJTLOIZ,O,O,X,X
SJTLOZI,O,O,X,X
SJTZILO,O,X,O,X
SJTZIOL,O,X,O,X
SJTZLIO,O,X,O,X
SJTZLOI,O,X,O,X
SJTZOIL,O,X,O,X
SJTZOLI,O,X,O,X
SJTOILZ,O,O,X,X
SJTOIZL,O,X,O,X
SJTOLIZ,O,O,X,X
SJTOLZI,O,O,X,X
SJTOZIL,O,X,O,X
SJTOZLI,O,X,O,X
SJITLZO,O,O,X,X
SJITLOZ,O,O,X,X
SJITZLO,O,X,O,X
SJITZOL,O,X,O,X
SJITOLZ,O,O,X,X
SJITOZL,O,X,O,X
SJILTZO,O,X,X,X
SJILTOZ,O,X,X,X
SJILZTO,X,X,O,O
SJILZOT,O,X,O,O
SJILOTZ,O,X,X,X
SJILOZT,O,X,O,O
SJIZTLO,X,X,O,X
SJIZTOL,X,X,O,X
SJIZLTO,X,X,O,X
SJIZLOT,O,X,O,X
SJIZOTL,X,X,O,X
SJIZOLT,O,X,O,X
SJIOTLZ,O,O,X,X
SJIOTZL,O,X,O,X
SJIOLTZ,O,X,X,X
SJIOLZT,O,X,O,O
SJIOZTL,X,X,O,X
SJIOZLT,O,X,O,X
SJLTIZO,O,O,X,X
SJLTIOZ,O,O,X,X
SJLTZIO,O,O,X,X
SJLTZOI,O,O,X,X
SJLTOIZ,O,O,X,X
SJLTOZI,O,O,X,X
SJLITZO,O,X,X,X
SJLITOZ,O,X,X,X
SJLIZTO,X,X,O,O
SJLIZOT,O,X,O,O
SJLIOTZ,O,X,X,X
SJLIOZT,O,X,O,O
SJLZTIO,X,X,O,O
SJLZTOI,X,X,O,O
SJLZITO,X,X,O,O
SJLZIOT,O,X,O,O
SJLZOTI,X,X,O,O
SJLZOIT,O,X,O,O
SJLOTIZ,O,O,X,X
SJLOTZI,O,O,X,X
SJLOITZ,O,X,X,X
SJLOIZT,O,X,O,O
SJLOZTI,X,X,O,O
SJLOZIT,O,X,O,O
SJZTILO,X,X,O,X
SJZTIOL,X,X,O,X
SJZTLIO,X,X,O,X
SJZTLOI,X,X,O,X
SJZTOIL,X,X,O,X
SJZTOLI,X,X,O,X
SJZITLO,X,X,O,X
SJZITOL,X,X,O,X
SJZILTO,X,X,O,X
SJZILOT,O,X,O,X
SJZIOTL,X,X,O,X
SJZIOLT,O,X,O,X
SJZLTIO,X,X,O,X
SJZLTOI,X,X,O,X
SJZLITO,X,X,O,X
SJZLIOT,O,X,O,X
SJZLOTI,X,X,O,X
SJZLOIT,O,X,O,X
SJZOTIL,X,X,O,X
SJZOTLI,X,X,O,X
SJZOITL,X,X,O,X
SJZOILT,O,X,O,X
SJZOLTI,X,X,O,X
SJZOLIT,O,X,O,X
SJOTILZ,O,O,X,X
SJOTIZL,O,X,O,X
SJOTLIZ,O,O,X,X
SJOTLZI,O,O,X,X
SJOTZIL,O,X,O,X
SJOTZLI,O,X,O,X
SJOITLZ,O,O,X,X
SJOITZL,O,X,O,X
SJOILTZ,O,X,X,X
SJOILZT,O,X,O,O
SJOIZTL,X,X,O,X
SJOIZLT,O,X,O,X
SJOLTIZ,O,O,X,X
SJOLTZI,O,O,X,X
SJOLITZ,O,X,X,X
SJOLIZT,O,X,O,O
SJOLZTI,X,X,O,O
SJOLZIT,O,X,O,O
SJOZTIL,X,X,O,X
SJOZTLI,X,X,O,X
SJOZITL,X,X,O,X
SJOZILT,O,X,O,X
SJOZLTI,X,X,O,X
SJOZLIT,O,X,O,X
SZTILJO,O,O,X,X
SZTILOJ,O,O,X,X
SZTIJLO,O,X,X,X
SZTIJOL,O,X,X,X
SZTIOLJ,O,O,X,X
SZTIOJL,O,X,X,X
SZTLIJO,O,O,X,X
SZTLIOJ,O,O,X,X
SZTLJIO,O,O,O,X
SZTLJOI,O,O,O,X
SZTLOIJ,O,O,X,X
SZTLOJI,O,O,O,X
SZTJILO,O,X,O,X
SZTJIOL,O,X,O,X
SZTJLIO,O,X,O,X
SZTJLOI,O,X,O,X
SZTJOIL,O,X,O,X
SZTJOLI,O,X,O,X
SZTOILJ,O,O,X,X
SZTOIJL,O,X,X,X
SZTOLIJ,O,O,X,X
SZTOLJI,O,O,O,X
SZTOJIL,O,X,O,X
SZTOJLI,O,X,O,X
SZITLJO,O,O,X,X
SZITLOJ,O,O,X,X
SZITJLO,O,X,X,X
SZITJOL,O,X,X,X
SZITOLJ,O,O,X,X
SZITOJL,O,X,X,X
SZILTJO,O,X,X,O
SZILTOJ,O,X,X,O
SZILJTO,X,X,O,O
SZILJOT,O,X,O,O
SZILOTJ,O,X,X,O
SZILOJT,O,X,O,O
SZIJTLO,X,X,O,X
SZIJTOL,X,X,O,X
SZIJLTO,X,X,O,X
SZIJLOT,O,X,O,X
SZIJOTL,X,X,O,X
SZIJOLT,O,X,O,X
SZIOTLJ,O,O,X,X
SZIOTJL,O,X,X,X
SZIOLTJ,O,X,X,O
SZIOLJT,O,X,O,O
SZIOJTL,X,X,O,X
SZIOJLT,O,X,O,X
SZLTIJO,O,O,X,O
SZLTIOJ,O,O,X,O
SZLTJIO,O,O,O,O
SZLTJOI,O,O,O,O
SZLTOIJ,O,O,X,O
SZLTOJI,O,O,O,O
SZLITJO,O,X,X,O
SZLITOJ,O,X,X,O
SZLIJTO,X,X,O,O
SZLIJOT,O,X,O,O
SZLIOTJ,O,X,X,O
SZLIOJT,O,X,O,O
SZLJTIO,X,X,O,O
SZLJTOI,X,X,O,O
SZLJITO,X,X,O,O
SZLJIOT,O,X,O,O
SZLJOTI,X,X,O,O
SZLJOIT,O,X,O,O
SZLOTIJ,O,O,X,O
SZLOTJI,O,O,O,O
SZLOITJ,O,X,X,O
SZLOIJT,O,X,O,O
SZLOJTI,X,X,O,O
SZLOJIT,O,X,O,O
SZJTILO,X,X,O,X
