sequence,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFmgBzhBfoB6oB0l?BFsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhF/lBamBzhBGjBUo?BFsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFigBUiBGjBzlBfs?BVyB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFTgBemBUiBFjBfs?BSyB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhF/lBUhBFiB6oBzn?BmrB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFTgBymBGjBUoBXm?BFsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFigBFiB8nB+oBzl?BfsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFTgBmhBSoBXmBUo?BFsB
ISLTZOJ,O,O,O,O,O,X,X,O
ISLTOJZ,O,O,O,O,O,X,X,O
ISLTOZJ,O,O,O,O,O,X,X,O
ISLJTZO,O,O,O,O,O,X,O,X
ISLJTOZ,O,O,O,O,O,X,X,X
ISLJZTO,O,O,O,O,O,X,O,X
ISLJZOT,O,O,X,O,O,X,O,X
ISLJOTZ,X,X,X,O,O,X,O,X
ISLJOZT,X,X,X,O,O,X,O,X
ISLZTJO,O,O,O,O,O,X,X,X
ISLZTOJ,O,O,O,O,O,X,X,X
ISLZJTO,O,O,O,O,O,X,O,X
ISLZJOT,O,O,X,O,O,X,O,X
ISLZOTJ,O,O,O,O,O,X,X,X
ISLZOJT,O,O,O,O,O,X,X,X
ISLOTJZ,O,O,O,O,O,X,O,O
ISLOTZJ,O,O,O,O,O,X,X,O
ISLOJTZ,X,X,O,O,O,X,O,X
ISLOJZT,X,X,O,O,O,X,O,X
ISLOZTJ,O,O,O,O,O,X,X,X
ISLOZJT,O,O,O,O,O,X,O,X
ISJTLZO,O,O,O,O,O,X,O,O
ISJTLOZ,O,O,O,O,O,X,X,O
ISJTZLO,O,O,O,O,O,X,O,O
ISJTZOL,O,O,O,O,O,X,O,O
ISJTOLZ,O,O,O,O,O,X,O,O
ISJTOZL,O,O,O,O,O,X,O,O
ISJLTZO,O,O,O,O,O,X,O,X
ISJLTOZ,O,O,O,O,O,X,X,X
ISJLZTO,O,O,O,O,O,X,O,X
ISJLZOT,O,O,X,O,O,X,O,X
ISJLOTZ,X,X,X,O,O,X,O,X
ISJLOZT,X,X,X,O,O,X,O,X
ISJZTLO,O,O,O,O,O,X,O,X
ISJZTOL,O,O,O,O,O,X,O,X
ISJZLTO,O,O,O,O,O,X,O,X
ISJZLOT,O,O,X,O,O,X,O,X
ISJZOTL,O,O,O,O,O,X,O,X
ISJZOLT,O,O,O,O,O,X,O,X
ISJOTLZ,X,X,O,O,O,X,O,O
ISJOTZL,X,X,O,O,O,X,O,O
ISJOLTZ,X,X,O,O,O,X,O,X
ISJOLZT,X,X,O,O,O,X,O,X
ISJOZTL,X,X,O,O,O,X,O,X
ISJOZLT,X,X,O,O,O,X,O,X
ISZTLJO,O,O,O,O,O,O,X,O
ISZTLOJ,O,O,O,O,O,O,X,O
ISZTJLO,O,O,O,O,O,O,X,O
ISZTJOL,O,O,O,O,O,O,X,O
ISZTOLJ,O,O,O,X,O,O,X,O
ISZTOJL,O,O,O,O,O,O,X,O
ISZLTJO,O,O,O,O,O,X,X,X
ISZLTOJ,O,O,O,O,O,X,X,X
ISZLJTO,O,O,O,O,O,X,O,X
ISZLJOT,O,O,X,O,O,X,O,X
ISZLOTJ,O,O,O,O,O,X,X,X
ISZLOJT,O,O,O,O,O,X,X,X
ISZJTLO,O,O,O,O,O,O,O,X
ISZJTOL,O,O,O,O,O,O,O,X
ISZJLTO,O,O,O,O,O,X,O,X
ISZJLOT,O,O,X,O,O,X,O,X
ISZJOTL,O,O,O,O,O,O,O,X
ISZJOLT,O,O,O,O,O,X,O,X
ISZOTLJ,O,O,O,X,O,O,X,O
ISZOTJL,O,O,O,O,O,O,X,O
ISZOLTJ,O,O,O,O,O,X,X,X
ISZOLJT,O,O,O,O,O,X,O,X
ISZOJTL,O,O,O,O,O,O,O,X
ISZOJLT,O,O,O,O,O,X,O,X
ISOTLJZ,O,O,O,O,O,X,O,O
ISOTLZJ,O,O,O,O,O,O,X,O
ISOTJLZ,O,O,O,O,O,X,O,O
ISOTJZL,O,O,O,O,O,X,O,O
ISOTZLJ,O,O,O,X,O,O,X,O
ISOTZJL,O,O,O,X,O,O,X,O
ISOLTJZ,O,O,O,O,O,X,O,O
ISOLTZJ,O,O,O,O,O,X,X,O
ISOLJTZ,X,X,O,O,O,X,O,X
ISOLJZT,X,X,O,O,O,X,O,X
ISOLZTJ,O,O,O,O,O,X,X,X
ISOLZJT,O,O,O,O,O,X,O,X
ISOJTLZ,X,X,O,O,O,X,O,O
ISOJTZL,X,X,O,O,O,X,O,O
ISOJLTZ,X,X,O,O,O,X,O,X
ISOJLZT,X,X,O,O,O,X,O,X
ISOJZTL,X,X,O,O,O,X,O,X
ISOJZLT,X,X,O,O,O,X,O,X
ISOZTLJ,O,O,O,X,O,O,X,O
ISOZTJL,O,O,O,O,O,O,X,O
ISOZLTJ,O,O,O,O,O,X,X,X
ISOZLJT,O,O,O,O,O,X,O,X
ISOZJTL,O,O,O,O,O,O,O,X
ISOZJLT,O,O,O,O,O,X,O,X
IZTLJSO,O,O,O,X,X,O,X,O
IZTLJOS,O,O,O,X,X,O,X,X
IZTLSJO,O,O,O,X,X,O,X,O
IZTLSOJ,O,O,O,X,X,O,X,O
IZTLOJS,O,O,O,X,X,O,X,X
IZTLOSJ,O,O,O,X,X,O,X,X
IZTJLSO,O,O,O,X,X,O,X,O
IZTJLOS,O,O,O,X,X,O,X,X
IZTJSLO,O,O,O,X,X,O,X,O
IZTJSOL,O,O,O,X,X,O,X,O
IZTJOLS,O,O,O,X,X,O,X,X
IZTJOSL,O,O,O,X,X,O,X,X
IZTSLJO,O,O,O,X,X,O,X,O
IZTSLOJ,O,O,O,X,X,O,X,O
IZTSJLO,O,O,O,X,X,O,X,O
IZTSJOL,O,O,O,X,X,O,X,O
IZTSOLJ,O,O,O,X,X,O,X,O
IZTSOJL,O,O,O,X,X,O,X,O
IZTOLJS,O,O,O,X,X,O,X,X
IZTOLSJ,O,O,O,X,X,O,X,X
IZTOJLS,O,O,O,X,X,O,X,X
IZTOJSL,O,O,O,X,X,O,X,X
IZTOSLJ,O,O,O,X,X,O,X,X
IZTOSJL,O,O,O,X,X,O,X,X
IZLTJSO,O,O,O,O,X,O,X,X
IZLTJOS,O,O,O,O,X,O,X,X
IZLTSJO,O,O,O,O,X,O,X,X
IZLTSOJ,O,O,O,O,X,O,X,X
IZLTOJS,O,O,O,O,X,O,X,X
IZLTOSJ,O,O,O,O,X,O,X,X
IZLJTSO,O,O,X,O,O,O,O,X
IZLJTOS,O,O,X,O,X,O,O,X
IZLJSTO,O,O,X,O,O,X,O,X
IZLJSOT,O,O,X,O,O,X,O,X
IZLJOTS,X,X,X,O,X,O,O,X
IZLJOST,O,X,X,O,X,X,O,X
IZLSTJO,O,O,O,O,O,X,X,X
IZLSTOJ,O,O,O,O,O,X,X,X
IZLSJTO,O,O,O,O,O,X,O,X
IZLSJOT,O,O,X,O,O,X,O,X
IZLSOTJ,O,O,O,O,O,X,X,X
IZLSOJT,O,O,X,O,O,X,X,X
IZLOTJS,X,X,O,O,O,O,X,X
IZLOTSJ,X,X,O,O,O,O,X,X
IZLOJTS,X,X,X,O,O,O,O,X
IZLOJST,O,X,X,O,O,X,O,X
IZLOSTJ,O,X,O,O,O,X,X,X
IZLOSJT,O,X,O,O,O,X,O,X
IZJTLSO,O,O,X,X,O,O,O,X
IZJTLOS,O,O,X,X,X,O,O,X
IZJTSLO,O,O,X,X,O,O,O,X
IZJTSOL,O,O,X,X,O,O,O,X
IZJTOLS,O,O,X,X,O,O,O,X
IZJTOSL,O,O,X,X,O,O,O,X
IZJLTSO,O,O,X,O,O,O,O,X
IZJLTOS,O,O,X,O,X,O,O,X
IZJLSTO,O,O,X,O,O,X,O,X
IZJLSOT,O,O,X,O,O,X,O,X
IZJLOTS,X,X,X,O,X,O,O,X
IZJLOST,O,X,X,O,X,X,O,X
IZJSTLO,O,O,X,O,O,O,O,X
IZJSTOL,O,O,X,O,O,O,O,X
IZJSLTO,O,O,X,O,O,X,O,X
IZJSLOT,O,O,X,O,O,X,O,X
IZJSOTL,O,O,X,O,O,O,O,X
IZJSOLT,O,O,X,O,O,X,O,X
IZJOTLS,O,O,X,X,O,O,O,X
IZJOTSL,O,O,X,X,O,O,O,X
IZJOLTS,X,X,X,O,O,O,O,X
IZJOLST,O,X,X,O,O,X,O,X
IZJOSTL,O,O,X,O,O,O,O,X
IZJOSLT,O,O,X,O,O,X,O,X
IZSTLJO,O,O,O,O,O,O,X,O
IZSTLOJ,O,O,O,O,O,O,X,O
IZSTJLO,O,O,O,O,O,O,X,O
IZSTJOL,O,O,O,O,O,O,X,O
IZSTOLJ,O,O,O,X,O,O,X,O
IZSTOJL,O,O,O,O,O,O,X,O
IZSLTJO,O,O,O,O,O,X,X,X
IZSLTOJ,O,O,O,O,O,X,X,X
IZSLJTO,O,O,O,O,O,X,O,X
IZSLJOT,O,O,X,O,O,X,O,X
IZSLOTJ,O,O,O,O,O,X,X,X
IZSLOJT,O,O,O,O,O,X,X,X
IZSJTLO,O,O,O,O,O,O,O,X
IZSJTOL,O,O,O,O,O,O,O,X
IZSJLTO,O,O,O,O,O,X,O,X
IZSJLOT,O,O,X,O,O,X,O,X
IZSJOTL,O,O,O,O,O,O,O,X
IZSJOLT,O,O,O,O,O,X,O,X
IZSOTLJ,O,O,O,X,O,O,X,O
IZSOTJL,O,O,O,O,O,O,X,O
IZSOLTJ,O,O,O,O,O,X,X,X
IZSOLJT,O,O,O,O,O,X,O,X
IZSOJTL,O,O,O,O,O,O,O,X
IZSOJLT,O,O,O,O,O,X,O,X
IZOTLJS,O,O,O,X,O,O,X,X
IZOTLSJ,O,O,O,X,O,O,X,X
IZOTJLS,O,O,O,X,O,O,X,X
IZOTJSL,O,O,O,X,O,O,X,X
IZOTSLJ,O,O,O,X,O,O,X,X
IZOTSJL,O,O,O,X,O,O,X,X
IZOLTJS,X,X,O,O,O,O,X,X
IZOLTSJ,X,X,O,O,O,O,X,X
IZOLJTS,X,X,X,O,O,O,O,X
IZOLJST,O,X,X,O,O,X,O,X
IZOLSTJ,O,X,O,O,O,X,X,X
IZOLSJT,O,X,O,O,O,X,O,X
IZOJTLS,O,O,X,X,O,O,O,X
IZOJTSL,O,O,X,X,O,O,O,X
IZOJLTS,X,X,X,O,O,O,O,X
IZOJLST,O,X,X,O,O,X,O,X
IZOJSTL,O,O,X,O,O,O,O,X
IZOJSLT,O,O,X,O,O,X,O,X
IZOSTLJ,O,O,O,X,O,O,X,O
IZOSTJL,O,O,O,X,O,O,X,O
IZOSLTJ,O,O,O,O,O,X,X,X
IZOSLJT,O,O,O,O,O,X,O,X
IZOSJTL,O,O,O,O,O,O,O,X
IZOSJLT,O,O,O,O,O,X,O,X
IOTLJSZ,X,X,O,O,O,X,O,O
IOTLJZS,X,X,O,O,O,O,O,X
IOTLSJZ,O,O,O,O,O,X,O,O
IOTLSZJ,O,O,O,O,O,O,X,O
IOTLZJS,O,O,O,O,O,O,X,X
IOTLZSJ,O,O,O,O,O,O,X,X
IOTJLSZ,X,X,O,O,O,X,O,O
IOTJLZS,X,X,O,O,O,O,O,X
IOTJSLZ,O,O,O,O,O,X,O,O
IOTJSZL,O,O,O,O,O,X,O,O
IOTJZLS,O,O,O,X,O,O,O,X
IOTJZSL,O,O,O,X,O,O,O,X
IOTSLJZ,O,O,O,O,O,X,O,O
IOTSLZJ,O,O,O,O,O,O,X,O
IOTSJLZ,O,O,O,O,O,X,O,O
IOTSJZL,O,O,O,O,O,X,O,O
IOTSZLJ,O,O,O,X,O,O,X,O
IOTSZJL,O,O,O,X,O,O,X,O
IOTZLJS,O,O,O,X,O,O,X,X
IOTZLSJ,O,O,O,X,O,O,X,X
IOTZJLS,O,O,O,X,O,O,X,X
IOTZJSL,O,O,O,X,O,O,X,X
IOTZSLJ,O,O,O,X,O,O,X,X
IOTZSJL,O,O,O,X,O,O,X,X
IOLTJSZ,X,X,O,O,O,X,O,X
IOLTJZS,X,X,O,O,O,O,O,X
IOLTSJZ,X,X,O,O,O,X,O,X
IOLTSZJ,X,X,O,O,O,O,X,X
IOLTZJS,X,X,O,O,O,O,X,X
IOLTZSJ,X,X,O,O,O,O,X,X
IOLJTSZ,X,X,O,O,O,X,O,X
IOLJTZS,X,X,O,O,O,X,O,X
IOLJSTZ,X,X,O,O,O,X,O,X
IOLJSZT,X,X,O,O,O,X,O,X
IOLJZTS,X,X,X,O,O,X,O,X
IOLJZST,X,X,X,O,O,X,O,X
IOLSTJZ,O,X,O,O,O,X,O,O
IOLSTZJ,O,X,O,O,O,X,X,O
IOLSJTZ,X,X,O,O,O,X,O,X
IOLSJZT,X,X,O,O,O,X,O,X
IOLSZTJ,O,X,O,O,O,X,X,X
IOLSZJT,O,X,O,O,O,X,O,X
IOLZTJS,X,X,O,O,O,O,X,X
IOLZTSJ,X,X,O,O,O,O,X,X
IOLZJTS,X,X,X,O,O,O,O,X
IOLZJST,O,X,X,O,O,X,O,X
IOLZSTJ,O,X,O,O,O,X,X,X
IOLZSJT,O,X,O,O,O,X,O,X
IOJTLSZ,X,X,O,O,O,X,O,X
IOJTLZS,X,X,O,O,O,O,O,X
IOJTSLZ,X,X,O,O,O,X,O,X
IOJTSZL,X,X,O,O,O,X,O,X
IOJTZLS,X,X,O,X,O,O,O,X
IOJTZSL,X,X,O,X,O,O,O,X
IOJLTSZ,X,X,O,O,O,X,O,X
IOJLTZS,X,X,O,O,O,X,O,X
IOJLSTZ,X,X,O,O,O,X,O,X
IOJLSZT,X,X,O,O,O,X,O,X
IOJLZTS,X,X,X,O,O,X,O,X
IOJLZST,X,X,X,O,O,X,O,X
IOJSTLZ,X,X,O,O,O,X,O,O
IOJSTZL,X,X,O,O,O,X,O,O
IOJSLTZ,X,X,O,O,O,X,O,X
IOJSLZT,X,X,O,O,O,X,O,X
IOJSZTL,X,X,O,O,O,X,O,X
IOJSZLT,X,X,O,O,O,X,O,X
IOJZTLS,X,X,X,X,O,O,O,X
IOJZTSL,X,X,X,X,O,O,O,X
IOJZLTS,X,X,X,O,O,O,O,X
IOJZLST,X,X,X,O,O,X,O,X
IOJZSTL,X,X,X,O,O,O,O,X
IOJZSLT,X,X,X,O,O,X,O,X
IOSTLJZ,O,O,O,O,O,X,O,O
IOSTLZJ,O,O,O,O,O,O,X,O
IOSTJLZ,O,O,O,O,O,X,O,O
IOSTJZL,O,O,O,O,O,X,O,O
IOSTZLJ,O,O,O,X,O,O,X,O
IOSTZJL,O,O,O,X,O,O,X,O
IOSLTJZ,O,O,O,O,O,X,O,O
IOSLTZJ,O,O,O,O,O,X,X,O
IOSLJTZ,X,X,O,O,O,X,O,X
IOSLJZT,X,X,O,O,O,X,O,X
IOSLZTJ,O,O,O,O,O,X,X,X
IOSLZJT,O,O,O,O,O,X,O,X
IOSJTLZ,X,X,O,O,O,X,O,O
IOSJTZL,X,X,O,O,O,X,O,O
IOSJLTZ,X,X,O,O,O,X,O,X
IOSJLZT,X,X,O,O,O,X,O,X
IOSJZTL,X,X,O,O,O,X,O,X
IOSJZLT,X,X,O,O,O,X,O,X
IOSZTLJ,O,O,O,X,O,O,X,O
IOSZTJL,O,O,O,O,O,O,X,O
IOSZLTJ,O,O,O,O,O,X,X,X
IOSZLJT,O,O,O,O,O,X,O,X
IOSZJTL,O,O,O,O,O,O,O,X
IOSZJLT,O,O,O,O,O,X,O,X
IOZTLJS,O,O,O,X,O,O,X,X
IOZTLSJ,O,O,O,X,O,O,X,X
IOZTJLS,O,O,O,X,O,O,X,X
IOZTJSL,O,O,O,X,O,O,X,X
IOZTSLJ,O,O,O,X,O,O,X,X
IOZTSJL,O,O,O,X,O,O,X,X
IOZLTJS,X,X,O,O,O,O,X,X
IOZLTSJ,X,X,O,O,O,O,X,X
IOZLJTS,X,X,X,O,O,O,O,X
IOZLJST,O,X,X,O,O,X,O,X
IOZLSTJ,O,X,O,O,O,X,X,X
IOZLSJT,O,X,O,O,O,X,O,X
IOZJTLS,O,O,X,X,O,O,O,X
IOZJTSL,O,O,X,X,O,O,O,X
IOZJLTS,X,X,X,O,O,O,O,X
IOZJLST,O,X,X,O,O,X,O,X
IOZJSTL,O,O,X,O,O,O,O,X
IOZJSLT,O,O,X,O,O,X,O,X
IOZSTLJ,O,O,O,X,O,O,X,O
IOZSTJL,O,O,O,X,O,O,X,O
IOZSLTJ,O,O,O,O,O,X,X,X
IOZSLJT,O,O,O,O,O,X,O,X
IOZSJTL,O,O,O,O,O,O,O,X
IOZSJLT,O,O,O,O,O,X,O,X
LTIJSZO,X,X,O,O,O,X,O,O
LTIJSOZ,X,X,O,O,O,X,X,O
LTIJZSO,X,X,O,O,O,O,O,O
LTIJZOS,X,X,O,O,X,O,O,X
LTIJOSZ,X,X,O,O,O,X,O,O
LTIJOZS,X,X,O,O,X,O,O,X
LTISJZO,O,O,O,O,O,X,O,O
LTISJOZ,O,O,O,O,O,X,X,O
LTISZJO,O,O,O,O,O,O,X,O
LTISZOJ,O,O,O,O,O,O,X,O
LTISOJZ,O,O,O,O,O,X,X,O
LTISOZJ,O,O,O,O,O,O,X,O
LTIZJSO,O,O,O,O,X,O,X,O
LTIZJOS,O,O,O,O,X,O,X,X
LTIZSJO,O,O,O,O,X,O,X,O
LTIZSOJ,O,O,O,O,X,O,X,O
LTIZOJS,O,O,O,O,X,O,X,X
LTIZOSJ,O,O,O,O,X,O,X,X
LTIOJSZ,X,X,O,O,O,X,O,O
LTIOJZS,X,X,O,O,O,O,O,X
LTIOSJZ,O,O,O,O,O,X,O,O
LTIOSZJ,O,O,O,O,O,O,X,O
LTIOZJS,O,O,O,O,O,O,X,X
LTIOZSJ,O,O,O,O,O,O,X,X
LTJISZO,X,X,O,O,O,X,O,O
LTJISOZ,X,X,O,O,O,X,X,O
LTJIZSO,X,X,O,O,O,O,O,O
LTJIZOS,X,X,O,O,X,O,O,X
LTJIOSZ,X,X,O,O,O,X,O,O
LTJIOZS,X,X,O,O,X,O,O,X
LTJSIZO,X,X,O,O,O,X,O,O
LTJSIOZ,X,X,O,O,O,X,X,O
LTJSZIO,X,X,O,O,O,X,O,O
LTJSZOI,X,X,O,O,O,X,O,O
LTJSOIZ,X,X,O,O,O,X,X,O
LTJSOZI,X,X,O,O,O,X,X,O
LTJZISO,X,X,O,O,O,O,O,O
LTJZIOS,X,X,O,O,X,O,O,X
LTJZSIO,X,X,O,O,O,O,O,O
LTJZSOI,X,X,O,O,O,O,O,O
LTJZOIS,X,X,O,O,X,O,O,X
LTJZOSI,X,X,O,O,X,O,O,X
LTJOISZ,X,X,O,O,O,X,O,O
LTJOIZS,X,X,O,O,X,O,O,X
LTJOSIZ,X,X,O,O,O,X,O,O
LTJOSZI,X,X,O,O,O,X,O,O
LTJOZIS,X,X,O,O,X,O,O,X
LTJOZSI,X,X,O,O,X,O,O,X
LTSIJZO,O,O,O,O,O,X,O,O
LTSIJOZ,O,O,O,O,O,X,X,O
LTSIZJO,O,O,O,O,O,O,X,O
LTSIZOJ,O,O,O,O,O,O,X,O
LTSIOJZ,O,O,O,O,O,X,X,O
LTSIOZJ,O,O,O,O,O,O,X,O
LTSJIZO,O,O,O,O,O,X,O,O
LTSJIOZ,O,O,O,O,O,X,X,O
LTSJZIO,O,O,O,O,O,X,O,O
LTSJZOI,O,O,O,O,O,X,O,O
LTSJOIZ,O,O,O,O,O,X,X,O
LTSJOZI,O,O,O,O,O,X,X,O
LTSZIJO,O,O,O,O,O,O,X,O
LTSZIOJ,O,O,O,O,O,O,X,O
LTSZJIO,O,O,O,O,O,O,X,O
LTSZJOI,O,O,O,O,O,O,X,O
LTSZOIJ,O,O,O,O,O,O,X,O
LTSZOJI,O,O,O,O,O,O,X,O
LTSOIJZ,O,O,O,O,O,X,X,O
LTSOIZJ,O,O,O,O,O,O,X,O
LTSOJIZ,O,O,O,O,O,X,X,O
LTSOJZI,O,O,O,O,O,X,X,O
LTSOZIJ,O,O,O,O,O,O,X,O
LTSOZJI,O,O,O,O,O,O,X,O
LTZIJSO,O,O,O,O,X,O,X,O
LTZIJOS,O,O,O,O,X,O,X,X
LTZISJO,O,O,O,O,X,O,X,O
LTZISOJ,O,O,O,O,X,O,X,O
LTZIOJS,O,O,O,O,X,O,X,X
LTZIOSJ,O,O,O,O,X,O,X,X
LTZJISO,O,O,O,O,X,O,X,O
LTZJIOS,O,O,O,O,X,O,X,X
LTZJSIO,O,O,O,O,X,O,X,O
LTZJSOI,O,O,O,O,X,O,X,O
LTZJOIS,O,O,O,O,X,O,X,X
LTZJOSI,O,O,O,O,X,O,X,X
LTZSIJO,O,O,O,O,X,O,X,O
LTZSIOJ,O,O,O,O,X,O,X,O
LTZSJIO,O,O,O,O,X,O,X,O
LTZSJOI,O,O,O,O,X,O,X,O
LTZSOIJ,O,O,O,O,X,O,X,O
LTZSOJI,O,O,O,O,X,O,X,O
LTZOIJS,O,O,O,O,X,O,X,X
LTZOISJ,O,O,O,O,X,O,X,X
LTZOJIS,O,O,O,O,X,O,X,X
LTZOJSI,O,O,O,O,X,O,X,X
LTZOSIJ,O,O,O,O,X,O,X,X
LTZOSJI,O,O,O,O,X,O,X,X
LTOIJSZ,X,X,O,O,O,X,O,O
LTOIJZS,X,X,O,O,O,O,O,X
LTOISJZ,O,O,O,O,O,X,O,O
LTOISZJ,O,O,O,O,O,O,X,O
LTOIZJS,O,O,O,O,O,O,X,X
LTOIZSJ,O,O,O,O,O,O,X,X
LTOJISZ,X,X,O,O,O,X,O,O
LTOJIZS,X,X,O,O,O,O,O,X
LTOJSIZ,X,X,O,O,O,X,O,O
LTOJSZI,X,X,O,O,O,X,O,O
LTOJZIS,X,X,O,O,O,O,O,X
LTOJZSI,X,X,O,O,O,O,O,X
LTOSIJZ,O,O,O,O,O,X,O,O
LTOSIZJ,O,O,O,O,O,O,X,O
LTOSJIZ,O,O,O,O,O,X,O,O
LTOSJZI,O,O,O,O,O,X,O,O
LTOSZIJ,O,O,O,O,O,O,X,O
LTOSZJI,O,O,O,O,O,O,X,O
LTOZIJS,O,O,O,O,O,O,X,X
LTOZISJ,O,O,O,O,O,O,X,X
LTOZJIS,O,O,O,O,O,O,X,X
LTOZJSI,O,O,O,O,O,O,X,X
LTOZSIJ,O,O,O,O,O,O,X,X
LTOZSJI,O,O,O,O,O,O,X,X
LITJSZO,X,X,O,O,O,X,O,O
LITJSOZ,X,X,O,O,O,X,X,O
LITJZSO,X,X,O,O,O,O,O,O
LITJZOS,X,X,O,O,X,O,O,X
LITJOSZ,X,X,O,O,O,X,O,O
LITJOZS,X,X,O,O,X,O,O,X
LITSJZO,O,O,O,O,O,X,O,O
LITSJOZ,O,O,O,O,O,X,X,O
LITSZJO,O,O,O,O,O,O,X,O
LITSZOJ,O,O,O,O,O,O,X,O
LITSOJZ,O,O,O,O,O,X,X,O
LITSOZJ,O,O,O,O,O,O,X,O
LITZJSO,O,O,O,O,X,O,X,O
LITZJOS,O,O,O,O,X,O,X,X
LITZSJO,O,O,O,O,X,O,X,O
LITZSOJ,O,O,O,O,X,O,X,O
LITZOJS,O,O,O,O,X,O,X,X
LITZOSJ,O,O,O,O,X,O,X,X
LITOJSZ,X,X,O,O,O,X,O,O
LITOJZS,X,X,O,O,O,O,O,X
LITOSJZ,O,O,O,O,O,X,O,O
LITOSZJ,O,O,O,O,O,O,X,O
LITOZJS,O,O,O,O,O,O,X,X
LITOZSJ,O,O,O,O,O,O,X,X
LIJTSZO,X,X,O,O,O,X,O,X
LIJTSOZ,X,X,O,O,O,X,X,X
LIJTZSO,X,X,O,O,O,X,O,X
LIJTZOS,X,X,O,O,X,X,O,X
LIJTOSZ,X,X,O,O,O,X,O,X
LIJTOZS,X,X,O,O,O,X,O,X
LIJSTZO,O,X,O,O,O,X,O,X
LIJSTOZ,O,X,O,O,O,X,X,X
LIJSZTO,O,X,O,O,O,X,O,X
LIJSZOT,O,X,X,O,O,X,O,X
LIJSOTZ,X,X,X,O,O,X,O,X
LIJSOZT,X,X,X,O,O,X,O,X
LIJZTSO,O,X,X,O,O,X,O,X
LIJZTOS,X,X,X,O,X,X,O,X
LIJZSTO,O,X,X,O,O,X,O,X
LIJZSOT,O,X,X,O,O,X,O,X
LIJZOTS,X,X,X,O,X,X,O,X
LIJZOST,O,X,X,O,X,X,O,X
LIJOTSZ,X,X,O,O,O,X,O,X
LIJOTZS,X,X,O,O,O,X,O,X
LIJOSTZ,X,X,O,O,O,X,O,X
LIJOSZT,X,X,O,O,O,X,O,X
LIJOZTS,X,X,X,O,O,X,O,X
LIJOZST,X,X,X,O,O,X,O,X
LISTJZO,O,O,O,O,O,X,O,O
LISTJOZ,O,O,O,O,O,X,X,O
LISTZJO,O,O,O,O,O,X,X,O
LISTZOJ,O,O,O,O,O,X,X,O
LISTOJZ,O,O,O,O,O,X,X,O
LISTOZJ,O,O,O,O,O,X,X,O
LISJTZO,O,O,O,O,O,X,O,X
LISJTOZ,O,O,O,O,O,X,X,X
LISJZTO,O,O,O,O,O,X,O,X
LISJZOT,O,O,X,O,O,X,O,X
LISJOTZ,X,X,X,O,O,X,O,X
LISJOZT,X,X,X,O,O,X,O,X
LISZTJO,O,O,O,O,O,X,X,X
LISZTOJ,O,O,O,O,O,X,X,X
LISZJTO,O,O,O,O,O,X,O,X
LISZJOT,O,O,X,O,O,X,O,X
LISZOTJ,O,O,O,O,O,X,X,X
LISZOJT,O,O,O,O,O,X,X,X
LISOTJZ,O,O,O,O,O,X,O,O
LISOTZJ,O,O,O,O,O,X,X,O
LISOJTZ,X,X,O,O,O,X,O,X
LISOJZT,X,X,O,O,O,X,O,X
LISOZTJ,O,O,O,O,O,X,X,X
LISOZJT,O,O,O,O,O,X,O,X
LIZTJSO,O,O,O,O,X,O,X,X
LIZTJOS,O,O,O,O,X,O,X,X
LIZTSJO,O,O,O,O,X,O,X,X
LIZTSOJ,O,O,O,O,X,O,X,X
LIZTOJS,O,O,O,O,X,O,X,X
LIZTOSJ,O,O,O,O,X,O,X,X
LIZJTSO,O,O,X,O,O,O,O,X
LIZJTOS,O,O,X,O,X,O,O,X
LIZJSTO,O,O,X,O,O,X,O,X
LIZJSOT,O,O,X,O,O,X,O,X
LIZJOTS,X,X,X,O,X,O,O,X
LIZJOST,O,X,X,O,X,X,O,X
LIZSTJO,O,O,O,O,O,X,X,X
LIZSTOJ,O,O,O,O,O,X,X,X
LIZSJTO,O,O,O,O,O,X,O,X
LIZSJOT,O,O,X,O,O,X,O,X
LIZSOTJ,O,O,O,O,O,X,X,X
LIZSOJT,O,O,X,O,O,X,X,X
LIZOTJS,X,X,O,O,O,O,X,X
LIZOTSJ,X,X,O,O,O,O,X,X
LIZOJTS,X,X,X,O,O,O,O,X
LIZOJST,O,X,X,O,O,X,O,X
LIZOSTJ,O,X,O,O,O,X,X,X
LIZOSJT,O,X,O,O,O,X,O,X
LIOTJSZ,X,X,O,O,O,X,O,X
LIOTJZS,X,X,O,O,O,O,O,X
LIOTSJZ,X,X,O,O,O,X,O,X
LIOTSZJ,X,X,O,O,O,O,X,X
LIOTZJS,X,X,O,O,O,O,X,X
LIOTZSJ,X,X,O,O,O,O,X,X
LIOJTSZ,X,X,O,O,O,X,O,X
LIOJTZS,X,X,O,O,O,X,O,X
LIOJSTZ,X,X,O,O,O,X,O,X
LIOJSZT,X,X,O,O,O,X,O,X
LIOJZTS,X,X,X,O,O,X,O,X
LIOJZST,X,X,X,O,O,X,O,X
