sequence,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFmdBUgBFhBXiB6r?BzqB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFeiBzdBUgBFhBXm?BSwB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFxbBmdBXiBllBTr?BCrB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFXcBmdBUgBFiB6r?BzqB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFmdBUgBFhBXiBCr?BTrB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFmdBxhBllB3mB6q?BTrB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFxbByhBzdBllB3m?BWwB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFXcBmdBUgBFiBCr?BTrB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFxbBmdB3gBFiB6r?BzqB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFxbBmdB3gBlmBzq?BCsB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFXcBmdBFiBxlB6q?BTrB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFmcBzdBUgBFhBCr?B3rB
STLIJZO,X,X,X,O,O,O,O,O,O,X,O,X
STLIJOZ,X,X,X,O,X,O,O,O,O,X,X,X
STLIZJO,X,X,X,O,O,O,O,O,O,X,O,X
STLIZOJ,X,X,X,O,O,O,O,O,O,X,X,X
STLIOJZ,X,X,X,O,X,O,O,O,O,X,X,X
STLIOZJ,X,X,X,X,X,O,O,X,O,X,X,X
STLJIZO,X,X,X,O,O,O,O,O,O,X,O,X
STLJIOZ,X,X,X,O,X,O,O,O,O,X,X,X
STLJZIO,O,X,O,O,O,O,O,O,O,X,O,X
STLJZOI,O,X,O,O,O,O,O,O,O,X,X,X
STLJOIZ,X,X,O,O,X,O,O,O,O,X,X,X
STLJOZI,X,X,O,O,O,O,O,O,O,X,X,X
STLZIJO,O,X,O,O,O,O,O,O,O,X,X,X
STLZIOJ,X,X,X,O,O,O,O,O,O,X,X,X
STLZJIO,O,X,O,O,O,O,O,O,O,X,O,X
STLZJOI,O,X,O,O,O,O,O,O,O,X,X,X
STLZOIJ,X,X,O,O,O,O,O,O,O,X,X,X
STLZOJI,X,X,O,O,O,O,O,O,O,X,X,X
STLOIJZ,X,X,O,O,X,O,O,O,O,X,X,X
STLOIZJ,X,X,O,X,X,O,O,X,O,X,X,X
STLOJIZ,X,X,O,O,X,O,O,O,O,X,X,X
STLOJZI,X,X,O,O,O,O,O,O,O,X,X,X
STLOZIJ,X,X,O,O,O,O,O,O,O,X,X,X
STLOZJI,X,X,O,O,O,O,O,O,O,X,X,X
STJILZO,X,X,X,O,O,O,O,O,O,X,O,X
STJILOZ,X,X,X,O,X,O,O,O,X,X,X,X
STJIZLO,O,X,O,O,O,O,O,O,O,X,O,X
STJIZOL,O,X,O,O,O,O,O,O,O,X,O,X
STJIOLZ,X,X,O,X,X,O,O,X,X,X,O,X
STJIOZL,X,X,O,O,X,O,O,O,O,X,O,X
STJLIZO,X,X,X,O,O,O,O,O,O,X,O,X
STJLIOZ,X,X,X,O,X,O,O,O,O,X,X,X
STJLZIO,O,X,O,O,O,O,O,O,O,X,O,X
STJLZOI,O,X,O,O,O,O,O,O,O,X,X,X
STJLOIZ,X,X,O,O,X,O,O,O,O,X,X,X
STJLOZI,X,X,O,O,O,O,O,O,O,X,X,X
STJZILO,O,X,O,O,O,O,O,O,O,X,O,X
STJZIOL,O,X,O,O,O,O,O,O,O,X,O,X
STJZLIO,O,X,O,O,O,O,O,O,O,X,O,X
STJZLOI,O,X,O,O,O,O,O,O,O,X,X,X
STJZOIL,O,X,O,O,O,O,O,O,O,X,O,X
STJZOLI,O,X,O,X,O,O,O,X,O,X,O,X
STJOILZ,X,X,O,O,X,O,O,X,O,X,O,X
STJOIZL,O,X,O,O,X,O,O,O,O,X,O,X
STJOLIZ,X,X,O,O,X,O,O,X,O,X,O,X
STJOLZI,O,X,O,O,X,O,O,X,O,X,O,X
STJOZIL,O,X,O,O,O,O,O,O,O,X,O,X
STJOZLI,O,X,O,O,O,O,O,X,O,X,O,X
STZILJO,O,X,O,O,O,O,O,O,O,X,O,X
STZILOJ,X,X,X,X,X,O,O,X,X,X,X,X
STZIJLO,O,X,O,O,O,O,O,O,O,X,O,X
STZIJOL,O,X,O,O,O,O,O,O,O,X,O,X
STZIOLJ,X,X,O,X,X,O,O,X,X,X,O,X
STZIOJL,O,X,O,O,O,O,O,O,O,X,O,X
STZLIJO,O,X,O,O,O,O,O,O,O,X,X,X
STZLIOJ,X,X,X,O,O,O,O,O,O,X,X,X
STZLJIO,O,X,O,O,O,O,O,O,O,X,O,X
STZLJOI,O,X,O,O,O,O,O,O,O,X,X,X
STZLOIJ,X,X,O,O,O,O,O,O,O,X,X,X
STZLOJI,X,X,O,O,O,O,O,O,O,X,X,X
STZJILO,O,X,O,O,O,O,O,O,O,X,O,X
STZJIOL,O,X,O,O,O,O,O,O,O,X,O,X
STZJLIO,O,X,O,O,O,O,O,O,O,X,O,X
STZJLOI,O,X,O,O,O,O,O,O,O,X,X,X
STZJOIL,O,X,O,O,O,O,O,O,O,X,O,X
STZJOLI,O,X,O,X,O,O,O,X,O,X,O,X
STZOILJ,X,X,O,X,X,O,O,X,O,X,O,X
STZOIJL,O,X,O,O,O,O,O,O,O,X,O,X
STZOLIJ,X,X,O,X,X,O,O,X,O,X,X,X
STZOLJI,X,X,O,X,X,O,O,X,O,X,O,X
STZOJIL,O,X,O,O,O,O,O,O,O,X,O,X
STZOJLI,O,X,O,X,O,O,O,X,O,X,O,X
STOILJZ,X,X,O,O,X,O,O,X,O,X,O,X
STOILZJ,X,X,O,X,X,O,O,X,O,X,O,X
STOIJLZ,X,X,O,O,X,O,O,X,O,X,O,X
STOIJZL,O,X,O,O,X,O,O,O,O,X,O,X
STOIZLJ,O,X,O,O,X,O,O,X,O,X,O,X
STOIZJL,O,X,O,O,X,O,O,X,O,X,O,X
STOLIJZ,X,X,O,O,X,O,O,X,O,X,O,X
STOLIZJ,X,X,O,X,X,O,O,X,O,X,O,X
STOLJIZ,X,X,O,O,X,O,O,X,O,X,O,X
STOLJZI,O,X,O,O,X,O,O,X,O,X,O,X
STOLZIJ,O,X,O,O,X,O,O,X,O,X,X,X
STOLZJI,O,X,O,O,X,O,O,X,O,X,O,X
STOJILZ,X,X,O,O,X,O,O,X,O,X,O,X
STOJIZL,O,X,O,O,X,O,O,O,O,X,O,X
STOJLIZ,X,X,O,O,X,O,O,X,O,X,O,X
STOJLZI,O,X,O,O,X,O,O,X,O,X,O,X
STOJZIL,O,X,O,O,O,O,O,O,O,X,O,X
STOJZLI,O,X,O,O,O,O,O,X,O,X,O,X
STOZILJ,O,X,O,O,X,O,O,X,O,X,O,X
STOZIJL,O,X,O,O,O,O,O,O,O,X,O,X
STOZLIJ,O,X,O,O,X,O,O,X,O,X,X,X
STOZLJI,O,X,O,O,X,O,O,X,O,X,O,X
STOZJIL,O,X,O,O,O,O,O,O,O,X,O,X
STOZJLI,O,X,O,O,O,O,O,X,O,X,O,X
SITLJZO,X,X,X,O,O,O,O,O,O,X,O,X
SITLJOZ,X,X,X,O,X,O,O,O,X,X,X,X
SITLZJO,X,X,X,O,O,O,O,O,O,X,O,X
SITLZOJ,X,X,X,X,O,O,O,O,X,X,X,X
SITLOJZ,X,X,X,O,X,O,O,O,X,X,X,X
SITLOZJ,X,X,X,X,X,O,O,X,X,X,X,X
SITJLZO,X,X,X,O,O,O,O,O,O,X,O,X
SITJLOZ,X,X,X,O,X,O,O,O,X,X,X,X
SITJZLO,O,X,O,O,O,O,O,O,O,X,O,X
SITJZOL,O,X,O,O,O,O,O,O,O,X,O,X
SITJOLZ,X,X,O,X,X,O,O,X,X,X,O,X
SITJOZL,X,X,O,O,X,O,O,O,O,X,O,X
SITZLJO,O,X,O,O,O,O,O,O,O,X,O,X
SITZLOJ,X,X,X,X,X,O,O,X,X,X,X,X
SITZJLO,O,X,O,O,O,O,O,O,O,X,O,X
SITZJOL,O,X,O,O,O,O,O,O,O,X,O,X
SITZOLJ,X,X,O,X,X,O,O,X,X,X,O,X
SITZOJL,O,X,O,O,O,O,O,O,O,X,O,X
SITOLJZ,X,X,O,X,X,O,O,X,X,X,O,X
SITOLZJ,X,X,O,X,X,O,O,X,X,X,O,X
SITOJLZ,X,X,O,X,X,O,O,X,X,X,O,X
SITOJZL,X,X,O,O,X,O,O,O,O,X,O,X
SITOZLJ,X,X,O,X,X,O,O,X,X,X,O,X
SITOZJL,X,X,O,X,X,O,O,X,O,X,O,X
SILTJZO,X,X,X,O,O,O,O,O,O,X,O,O
SILTJOZ,X,X,X,O,X,O,O,O,X,X,X,O
SILTZJO,X,X,X,O,O,O,O,O,O,X,O,O
SILTZOJ,X,X,X,X,O,O,O,O,X,X,X,O
SILTOJZ,X,X,X,O,X,O,O,O,X,X,X,O
SILTOZJ,X,X,X,X,X,O,O,X,X,X,X,O
SILJTZO,X,X,X,O,O,O,X,O,X,X,X,O
SILJTOZ,X,X,X,O,X,O,X,O,X,X,X,O
SILJZTO,O,O,X,O,O,X,X,O,O,X,X,O
SILJZOT,X,O,X,O,O,X,X,O,X,X,X,O
SILJOTZ,X,X,X,O,X,X,X,O,X,X,X,O
SILJOZT,X,O,X,O,O,X,X,O,X,X,X,O
SILZTJO,O,O,X,O,O,X,X,O,O,X,O,O
SILZTOJ,X,X,X,X,O,X,X,O,X,X,X,O
SILZJTO,O,O,X,O,O,X,X,O,O,X,X,O
SILZJOT,X,O,X,O,O,X,X,O,X,X,X,O
SILZOTJ,X,X,X,X,O,X,X,O,X,X,X,O
SILZOJT,X,O,X,X,O,X,X,O,X,X,X,O
SILOTJZ,X,X,X,O,X,X,O,O,X,X,X,O
SILOTZJ,X,X,X,X,X,X,O,O,X,X,X,O
SILOJTZ,X,X,X,O,X,X,X,O,X,X,X,O
SILOJZT,X,O,X,O,O,X,X,O,X,X,X,O
SILOZTJ,X,X,X,X,O,X,X,O,X,X,X,O
SILOZJT,X,O,X,X,O,X,X,O,X,X,X,O
SIJTLZO,X,X,X,O,O,O,X,O,O,X,O,X
SIJTLOZ,X,X,X,O,X,O,X,O,X,X,X,X
SIJTZLO,O,X,O,O,O,O,X,O,O,X,O,X
SIJTZOL,O,X,O,O,O,O,X,O,O,X,O,X
SIJTOLZ,X,X,O,X,X,O,X,X,X,X,X,X
SIJTOZL,X,X,O,O,X,O,X,O,O,X,O,X
SIJLTZO,X,X,X,O,O,O,X,O,X,X,X,X
SIJLTOZ,X,X,X,O,X,O,X,O,X,X,X,X
SIJLZTO,O,O,X,O,O,X,X,O,O,X,X,X
SIJLZOT,X,O,X,O,O,X,X,O,X,X,X,X
SIJLOTZ,X,X,X,O,X,X,X,O,X,X,X,X
SIJLOZT,X,O,X,O,O,X,X,O,X,X,X,X
SIJZTLO,O,X,O,O,O,O,X,O,O,X,O,X
SIJZTOL,O,O,O,O,O,O,X,O,O,X,O,X
SIJZLTO,O,O,O,O,O,X,X,O,O,X,X,X
SIJZLOT,X,O,O,O,O,X,X,O,X,X,X,X
SIJZOTL,O,O,O,O,O,X,X,O,O,X,X,X
SIJZOLT,O,O,O,O,O,X,X,X,X,X,X,X
SIJOTLZ,X,X,O,O,X,O,X,X,X,X,X,X
SIJOTZL,O,X,O,O,X,O,X,X,X,X,X,X
SIJOLTZ,X,X,X,O,X,X,X,X,X,X,X,X
SIJOLZT,O,O,X,O,O,X,X,X,X,X,X,X
SIJOZTL,O,O,O,O,O,X,X,X,O,X,X,X
SIJOZLT,O,O,O,O,O,X,X,X,X,X,X,X
SIZTLJO,O,X,O,O,O,O,O,O,O,X,O,X
SIZTLOJ,X,X,X,X,X,O,O,X,X,X,X,X
SIZTJLO,O,X,O,O,O,O,O,O,O,X,O,X
SIZTJOL,O,O,O,O,O,O,O,O,O,X,O,O
SIZTOLJ,X,X,O,X,X,O,O,X,X,X,O,X
SIZTOJL,O,X,O,O,O,O,O,O,O,X,O,O
SIZLTJO,O,O,X,O,O,X,X,O,O,X,O,O
SIZLTOJ,X,X,X,O,O,X,X,O,X,X,X,O
SIZLJTO,O,O,O,O,O,X,X,O,O,X,X,O
SIZLJOT,X,O,O,O,O,X,X,O,X,X,X,O
SIZLOTJ,X,X,X,O,O,X,X,O,X,X,X,O
SIZLOJT,X,O,X,O,O,X,X,O,X,X,X,O
SIZJTLO,O,X,O,O,O,O,X,O,O,X,O,X
SIZJTOL,O,O,O,O,O,O,X,O,O,X,O,X
SIZJLTO,O,O,O,O,O,X,X,O,O,X,X,X
SIZJLOT,X,O,O,O,O,X,X,O,X,X,X,X
SIZJOTL,O,O,O,O,O,X,X,O,O,X,X,X
SIZJOLT,O,O,O,O,O,X,X,X,X,X,X,X
SIZOTLJ,O,X,O,O,X,X,O,X,X,X,X,X
SIZOTJL,O,X,O,O,O,X,O,O,O,X,O,O
SIZOLTJ,O,X,X,O,X,X,X,X,X,X,X,O
SIZOLJT,O,O,O,O,X,X,X,X,X,X,X,O
SIZOJTL,O,O,O,O,O,X,X,O,O,X,X,X
SIZOJLT,O,O,O,O,O,X,X,X,X,X,X,X
SIOTLJZ,X,X,O,O,X,O,O,X,X,X,X,X
SIOTLZJ,X,X,O,X,X,O,O,X,X,X,X,X
SIOTJLZ,X,X,O,O,X,O,O,X,X,X,X,X
SIOTJZL,O,X,O,O,X,O,O,X,O,X,O,X
SIOTZLJ,O,X,O,O,X,O,O,X,X,X,X,X
SIOTZJL,O,X,O,O,X,O,O,X,O,X,O,X
SIOLTJZ,X,X,X,O,X,X,O,X,X,X,X,O
SIOLTZJ,X,X,X,O,X,X,O,X,X,X,X,O
SIOLJTZ,X,X,X,O,X,X,X,X,X,X,X,O
SIOLJZT,O,O,X,O,O,X,X,X,X,X,X,O
SIOLZTJ,O,X,X,O,O,X,X,X,X,X,X,O
SIOLZJT,O,O,X,O,O,X,X,X,X,X,X,O
SIOJTLZ,X,X,O,O,X,O,X,X,X,X,X,X
SIOJTZL,O,X,O,O,X,O,X,X,X,X,X,X
SIOJLTZ,X,X,X,O,X,X,X,X,X,X,X,X
SIOJLZT,O,O,X,O,O,X,X,X,X,X,X,X
SIOJZTL,O,O,O,O,O,X,X,X,O,X,X,X
SIOJZLT,O,O,O,O,O,X,X,X,X,X,X,X
SIOZTLJ,O,X,O,O,X,X,O,X,X,X,X,X
SIOZTJL,O,X,O,O,O,X,O,X,O,X,O,O
SIOZLTJ,O,X,X,O,X,X,X,X,X,X,X,O
SIOZLJT,O,O,O,O,X,X,X,X,X,X,X,O
SIOZJTL,O,O,O,O,O,X,X,X,O,X,X,X
SIOZJLT,O,O,O,O,O,X,X,X,X,X,X,X
SLTIJZO,X,X,X,O,O,O,O,O,O,X,X,O
SLTIJOZ,X,X,X,O,X,O,O,O,O,X,X,O
SLTIZJO,X,X,X,O,O,O,O,O,O,X,X,O
SLTIZOJ,X,X,X,O,O,O,O,O,O,X,X,O
SLTIOJZ,X,X,X,O,X,O,O,O,O,X,X,O
SLTIOZJ,X,X,X,X,X,O,O,X,O,X,X,O
SLTJIZO,X,X,X,O,O,O,O,O,O,X,X,O
SLTJIOZ,X,X,X,O,X,O,O,O,O,X,X,O
SLTJZIO,O,X,O,O,O,O,O,O,O,X,X,O
SLTJZOI,O,X,O,O,O,O,O,O,O,X,X,O
SLTJOIZ,X,X,O,O,X,O,O,O,O,X,X,O
SLTJOZI,X,X,O,O,O,O,O,O,O,X,X,O
SLTZIJO,O,X,O,O,O,O,O,O,O,X,X,O
SLTZIOJ,X,X,X,O,O,O,O,O,O,X,X,O
SLTZJIO,O,X,O,O,O,O,O,O,O,X,X,O
SLTZJOI,O,X,O,O,O,O,O,O,O,X,X,O
SLTZOIJ,X,X,O,O,O,O,O,O,O,X,X,O
SLTZOJI,X,X,O,O,O,O,O,O,O,X,X,O
SLTOIJZ,X,X,O,O,X,O,O,O,O,X,X,O
SLTOIZJ,X,X,O,X,X,O,O,X,O,X,X,O
SLTOJIZ,X,X,O,O,X,O,O,O,O,X,X,O
SLTOJZI,X,X,O,O,O,O,O,O,O,X,X,O
SLTOZIJ,X,X,O,O,O,O,O,O,O,X,X,O
SLTOZJI,X,X,O,O,O,O,O,O,O,X,X,O
SLITJZO,X,X,X,O,O,O,O,O,O,X,X,O
SLITJOZ,X,X,X,O,X,O,O,O,O,X,X,O
SLITZJO,X,X,X,O,O,O,O,O,O,X,X,O
SLITZOJ,X,X,X,O,O,O,O,O,O,X,X,O
SLITOJZ,X,X,X,O,X,O,O,O,O,X,X,O
SLITOZJ,X,X,X,X,X,O,O,X,O,X,X,O
SLIJTZO,X,X,X,O,O,O,X,O,O,X,X,O
SLIJTOZ,X,X,X,O,X,O,X,O,O,X,X,O
SLIJZTO,O,O,X,O,O,X,X,O,O,X,X,O
SLIJZOT,X,O,X,O,O,X,X,O,O,X,X,O
SLIJOTZ,X,X,X,O,X,X,X,O,X,X,X,O
SLIJOZT,X,O,X,O,O,X,X,O,O,X,X,O
SLIZTJO,O,O,X,O,O,X,X,O,O,X,X,O
SLIZTOJ,X,X,X,O,O,X,X,O,O,X,X,O
SLIZJTO,O,O,X,O,O,X,X,O,O,X,X,O
SLIZJOT,X,O,X,O,O,X,X,O,O,X,X,O
SLIZOTJ,X,X,X,O,O,X,X,O,O,X,X,O
SLIZOJT,X,O,X,O,O,X,X,O,O,X,X,O
SLIOTJZ,X,X,X,O,X,X,O,O,O,X,X,O
SLIOTZJ,X,X,X,X,X,X,O,O,O,X,X,O
SLIOJTZ,X,X,X,O,X,X,X,O,X,X,X,O
SLIOJZT,X,O,X,O,O,X,X,O,O,X,X,O
SLIOZTJ,X,X,X,X,O,X,X,O,O,X,X,O
SLIOZJT,X,O,X,X,O,X,X,O,O,X,X,O
SLJTIZO,X,X,X,O,O,O,O,O,O,X,X,O
SLJTIOZ,X,X,X,O,X,O,O,O,O,X,X,O
SLJTZIO,O,O,O,O,O,O,O,O,O,X,X,O
SLJTZOI,O,O,O,O,O,O,O,O,O,X,X,O
SLJTOIZ,X,X,O,O,X,O,O,O,O,X,X,O
SLJTOZI,X,O,O,O,O,O,O,O,O,X,X,O
SLJITZO,X,X,X,O,O,O,X,O,O,X,X,O
SLJITOZ,X,X,X,O,X,O,X,O,O,X,X,O
SLJIZTO,O,O,X,O,O,X,X,O,O,X,X,O
SLJIZOT,X,O,X,O,O,X,X,O,O,X,X,O
SLJIOTZ,X,X,X,O,X,X,X,O,X,X,X,O
SLJIOZT,X,O,X,O,O,X,X,O,O,X,X,O
SLJZTIO,O,O,O,O,O,O,X,O,O,X,X,O
SLJZTOI,O,O,O,O,O,O,X,O,O,X,X,O
SLJZITO,O,O,O,O,O,X,X,O,O,X,X,O
SLJZIOT,X,O,O,O,O,X,X,O,O,X,X,O
SLJZOTI,X,O,O,X,O,X,X,O,X,X,X,O
SLJZOIT,X,O,O,O,O,X,X,O,O,X,X,O
SLJOTIZ,X,X,O,X,X,X,O,O,X,X,X,O
SLJOTZI,O,O,O,X,O,X,O,O,X,X,X,O
SLJOITZ,X,X,X,O,X,X,X,O,X,X,X,O
SLJOIZT,O,O,X,O,O,X,X,O,O,X,X,O
SLJOZTI,O,O,O,X,O,X,X,O,X,X,X,O
SLJOZIT,O,O,O,O,O,X,X,O,O,X,X,O
SLZTIJO,O,O,O,O,O,O,O,O,O,X,X,O
SLZTIOJ,X,X,X,O,O,O,O,O,O,X,X,O
SLZTJIO,O,O,O,O,O,O,O,O,O,X,X,O
SLZTJOI,O,O,O,O,O,O,O,O,O,X,X,O
SLZTOIJ,X,X,O,O,O,O,O,O,O,X,X,O
SLZTOJI,X,X,O,O,O,O,O,O,O,X,X,O
SLZITJO,O,O,X,O,O,X,X,O,O,X,X,O
SLZITOJ,X,X,X,O,O,X,X,O,O,X,X,O
SLZIJTO,O,O,O,O,O,X,X,O,O,X,X,O
SLZIJOT,X,O,O,O,O,X,X,O,O,X,X,O
SLZIOTJ,X,X,X,O,O,X,X,O,O,X,X,O
SLZIOJT,X,O,X,O,O,X,X,O,O,X,X,O
SLZJTIO,O,O,O,O,O,O,X,O,O,X,X,O
SLZJTOI,O,O,O,O,O,O,X,O,O,X,X,O
SLZJITO,O,O,O,O,O,X,X,O,O,X,X,O
SLZJIOT,X,O,O,O,O,X,X,O,O,X,X,O
SLZJOTI,X,O,O,X,O,X,X,O,X,X,X,O
SLZJOIT,X,O,O,O,O,X,X,O,O,X,X,O
SLZOTIJ,X,X,O,O,O,X,O,O,O,X,X,O
SLZOTJI,X,X,O,O,O,X,O,O,O,X,X,O
SLZOITJ,X,X,X,O,O,X,X,O,O,X,X,O
SLZOIJT,X,O,O,O,O,X,X,O,O,X,X,O
SLZOJTI,X,O,O,X,O,X,X,O,X,X,X,O
SLZOJIT,X,O,O,O,O,X,X,O,O,X,X,O
SLOTIJZ,X,X,O,O,X,X,O,O,O,X,X,O
SLOTIZJ,X,X,O,X,X,X,O,O,O,X,X,O
SLOTJIZ,X,X,O,O,X,X,O,O,O,X,X,O
SLOTJZI,O,X,O,O,O,X,O,O,O,X,X,O
SLOTZIJ,O,X,O,O,O,X,O,O,O,X,X,O
SLOTZJI,O,X,O,O,O,X,O,O,O,X,X,O
SLOITJZ,X,X,X,O,X,X,O,O,O,X,X,O
SLOITZJ,X,X,X,X,X,X,O,O,O,X,X,O
SLOIJTZ,X,X,X,O,X,X,X,O,X,X,X,O
SLOIJZT,O,O,X,O,O,X,X,O,O,X,X,O
SLOIZTJ,O,X,X,X,O,X,X,O,O,X,X,O
SLOIZJT,O,O,X,X,O,X,X,O,O,X,X,O
SLOJTIZ,X,X,O,X,X,X,O,O,X,X,X,O
SLOJTZI,O,O,O,X,O,X,O,O,X,X,X,O
SLOJITZ,X,X,X,O,X,X,X,O,X,X,X,O
SLOJIZT,O,O,X,O,O,X,X,O,O,X,X,O
SLOJZTI,O,O,O,X,O,X,X,O,X,X,X,O
SLOJZIT,O,O,O,O,O,X,X,O,O,X,X,O
SLOZTIJ,O,X,O,O,O,X,O,O,O,X,X,O
SLOZTJI,O,X,O,O,O,X,O,O,O,X,X,O
SLOZITJ,O,X,X,O,O,X,X,O,O,X,X,O
SLOZIJT,O,O,O,O,O,X,X,O,O,X,X,O
SLOZJTI,O,O,O,X,O,X,X,O,X,X,X,O
SLOZJIT,O,O,O,O,O,X,X,O,O,X,X,O
SJTILZO,X,X,X,O,O,O,O,O,O,X,O,X
SJTILOZ,X,X,X,O,X,O,O,O,X,X,X,X
SJTIZLO,O,X,O,O,O,O,O,O,O,X,O,X
SJTIZOL,O,X,O,O,O,O,O,O,O,X,O,X
SJTIOLZ,X,X,O,X,X,O,O,X,X,X,O,X
SJTIOZL,X,X,O,O,X,O,O,O,O,X,O,X
SJTLIZO,X,X,X,O,O,O,O,O,O,X,O,X
SJTLIOZ,X,X,X,O,X,O,O,O,O,X,X,X
SJTLZIO,O,X,O,O,O,O,O,O,O,X,O,X
SJTLZOI,O,X,O,O,O,O,O,O,O,X,X,X
SJTLOIZ,X,X,O,O,X,O,O,O,O,X,X,X
SJTLOZI,X,X,O,O,O,O,O,O,O,X,X,X
SJTZILO,O,X,O,O,O,O,O,O,O,X,O,X
SJTZIOL,O,O,O,O,O,O,O,O,O,X,O,X
SJTZLIO,O,X,O,O,O,O,O,O,O,X,O,X
SJTZLOI,O,X,O,O,O,O,O,O,O,X,X,X
SJTZOIL,O,O,O,O,O,O,O,O,O,X,O,X
SJTZOLI,O,O,O,X,O,O,O,X,O,X,O,X
SJTOILZ,X,X,O,O,X,O,O,X,O,X,O,X
SJTOIZL,O,X,O,O,X,O,O,O,O,X,O,X
SJTOLIZ,X,X,O,O,X,O,O,X,O,X,O,X
SJTOLZI,O,X,O,O,X,O,O,X,O,X,O,X
SJTOZIL,O,O,O,O,O,O,O,O,O,X,O,X
SJTOZLI,O,O,O,O,O,O,O,X,O,X,O,X
SJITLZO,X,X,X,O,O,O,X,O,O,X,X,X
SJITLOZ,X,X,X,O,X,O,X,O,X,X,X,X
SJITZLO,O,X,O,O,O,O,X,O,O,X,X,X
SJITZOL,O,X,O,O,O,O,X,O,O,X,X,X
SJITOLZ,X,X,O,X,X,O,X,X,X,X,X,X
SJITOZL,X,X,O,O,X,O,X,O,O,X,X,X
SJILTZO,X,X,X,O,O,O,X,O,X,X,X,X
SJILTOZ,X,X,X,O,X,O,X,O,X,X,X,X
SJILZTO,O,O,X,O,O,X,X,O,O,X,X,X
SJILZOT,X,O,X,O,O,X,X,O,X,X,X,X
SJILOTZ,X,X,X,O,X,X,X,O,X,X,X,X
SJILOZT,X,O,X,O,O,X,X,O,X,X,X,X
SJIZTLO,O,X,O,O,O,O,X,O,O,X,X,X
SJIZTOL,O,O,O,O,O,O,X,O,O,X,X,X
SJIZLTO,O,O,O,O,O,X,X,O,O,X,X,X
SJIZLOT,X,O,O,O,O,X,X,O,X,X,X,X
SJIZOTL,O,O,O,O,O,X,X,O,O,X,X,X
SJIZOLT,O,O,O,O,O,X,X,X,X,X,X,X
SJIOTLZ,X,X,O,O,X,O,X,X,X,X,X,X
SJIOTZL,O,X,O,O,X,O,X,X,X,X,X,X
SJIOLTZ,X,X,X,O,X,X,X,X,X,X,X,X
SJIOLZT,O,O,X,O,O,X,X,X,X,X,X,X
SJIOZTL,O,O,O,O,O,X,X,X,O,X,X,X
SJIOZLT,O,O,O,O,O,X,X,X,X,X,X,X
SJLTIZO,X,X,X,O,O,O,O,O,O,X,X,X
SJLTIOZ,X,X,X,O,X,O,O,O,X,X,X,X
SJLTZIO,O,O,O,O,O,O,O,O,O,X,X,X
SJLTZOI,O,O,O,X,O,O,O,O,X,X,X,X
SJLTOIZ,X,X,O,X,X,O,O,O,X,X,X,X
SJLTOZI,X,O,O,X,O,O,O,O,X,X,X,X
SJLITZO,X,X,X,O,O,O,X,O,O,X,X,X
SJLITOZ,X,X,X,O,X,O,X,O,X,X,X,X
SJLIZTO,O,O,X,O,O,X,X,O,O,X,X,X
SJLIZOT,X,O,X,O,O,X,X,O,O,X,X,X
SJLIOTZ,X,X,X,O,X,X,X,O,X,X,X,X
SJLIOZT,X,O,X,O,O,X,X,O,O,X,X,X
SJLZTIO,O,O,O,O,O,O,X,O,O,X,X,X
SJLZTOI,O,O,O,X,O,O,X,O,X,X,X,X
SJLZITO,O,O,O,O,O,X,X,O,O,X,X,X
SJLZIOT,X,O,O,O,O,X,X,O,O,X,X,X
SJLZOTI,X,O,O,X,O,X,X,O,X,X,X,X
SJLZOIT,X,O,O,O,O,X,X,O,O,X,X,X
SJLOTIZ,X,X,O,X,X,X,O,O,X,X,X,X
SJLOTZI,O,O,O,X,O,X,O,O,X,X,X,X
SJLOITZ,X,X,X,O,X,X,X,O,X,X,X,X
SJLOIZT,O,O,X,O,O,X,X,O,O,X,X,X
SJLOZTI,O,O,O,X,O,X,X,O,X,X,X,X
SJLOZIT,O,O,O,O,O,X,X,O,O,X,X,X
SJZTILO,O,X,O,O,O,O,O,O,O,X,O,X
SJZTIOL,O,O,O,O,O,O,O,O,O,X,O,X
SJZTLIO,O,X,O,O,O,O,O,O,O,X,O,X
SJZTLOI,O,X,O,O,O,O,O,O,O,X,X,X
SJZTOIL,O,O,O,O,O,O,O,O,O,X,O,X
SJZTOLI,O,O,O,X,O,O,O,X,O,X,O,X
SJZITLO,O,X,O,O,O,O,X,O,O,X,X,X
SJZITOL,O,O,O,O,O,O,X,O,O,X,X,X
SJZILTO,O,O,O,O,O,X,X,O,O,X,X,X
SJZILOT,X,O,O,O,O,X,X,O,O,X,X,X
SJZIOTL,O,O,O,O,O,X,X,O,O,O,X,X
SJZIOLT,O,O,O,O,O,X,X,X,O,O,X,X
