sequence,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBfmB0hBmiBSs?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBGhBiiBUmB3n?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBfmB6mBOnB8n?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBChBXiB8nB2r?BFqB,v115@GhA8IeA8HeB8AeA8AeG8Jex/IvhFylBziBOpB3mBUn?BFqB,v115@GhA8IeA8HeB8AeA8AeG8Jex/IvhFylBziBOpBUnB3m?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFUgBGhBKnBziBfq?BVwB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFUgBFhBmiBfqBSw?BTsB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFFgB6mBOnB8nBfq?BzqB
LTZOJIS,O,O,O,O,O,O,O,O,O
LTZOJSI,O,O,O,O,O,O,O,O,O
LTZOSIJ,O,O,O,O,X,X,O,O,O
LTZOSJI,O,O,O,O,O,O,O,O,O
LTOIJSZ,O,X,X,O,O,O,O,O,X
LTOIJZS,O,X,X,O,O,O,O,O,X
LTOISJZ,O,O,O,O,O,X,O,O,O
LTOISZJ,O,O,O,O,X,X,O,O,O
LTOIZJS,O,O,O,O,X,O,O,O,O
LTOIZSJ,O,O,O,O,X,X,O,O,O
LTOJISZ,O,X,X,O,O,O,O,O,X
LTOJIZS,O,X,X,O,O,O,O,O,X
LTOJSIZ,O,X,X,O,O,O,O,O,X
LTOJSZI,O,X,X,O,O,O,O,O,X
LTOJZIS,O,X,X,O,O,O,O,O,X
LTOJZSI,O,X,X,O,O,O,O,O,X
LTOSIJZ,O,O,O,O,O,X,O,O,O
LTOSIZJ,O,O,O,O,X,X,O,O,O
LTOSJIZ,O,O,O,O,O,O,O,O,O
LTOSJZI,O,O,O,O,O,O,O,O,O
LTOSZIJ,O,O,O,O,X,X,O,O,O
LTOSZJI,O,O,O,O,O,O,O,O,O
LTOZIJS,O,O,O,O,X,O,O,O,O
LTOZISJ,O,O,O,O,X,X,O,O,O
LTOZJIS,O,O,O,O,O,O,O,O,O
LTOZJSI,O,O,O,O,O,O,O,O,O
LTOZSIJ,O,O,O,O,X,X,O,O,O
LTOZSJI,O,O,O,O,O,O,O,O,O
LITJSZO,O,X,X,O,X,X,O,O,X
LITJSOZ,O,X,X,O,X,X,O,O,X
LITJZSO,O,X,X,O,X,X,O,O,X
LITJZOS,O,X,X,O,X,X,O,X,X
LITJOSZ,O,X,X,O,X,X,O,O,X
LITJOZS,O,X,X,O,X,X,O,O,X
LITSJZO,O,O,O,O,X,X,O,O,O
LITSJOZ,O,O,O,O,X,X,O,O,X
LITSZJO,O,O,O,O,X,X,O,O,O
LITSZOJ,O,O,O,O,X,X,O,O,O
LITSOJZ,O,O,O,O,X,X,O,O,X
LITSOZJ,O,O,O,O,X,X,O,O,O
LITZJSO,O,O,O,O,X,X,O,O,O
LITZJOS,O,O,O,O,X,X,O,X,O
LITZSJO,O,O,O,O,X,X,O,O,O
LITZSOJ,O,O,O,O,X,X,O,O,O
LITZOJS,O,O,O,O,X,X,O,O,O
LITZOSJ,O,O,O,O,X,X,O,O,O
LITOJSZ,O,X,X,O,X,X,O,O,X
LITOJZS,O,X,X,O,X,X,O,O,X
LITOSJZ,O,O,O,O,X,X,O,O,O
LITOSZJ,O,O,O,O,X,X,O,O,O
LITOZJS,O,O,O,O,X,X,O,O,O
LITOZSJ,O,O,O,O,X,X,O,O,O
LIJTSZO,O,X,X,O,X,X,O,O,X
LIJTSOZ,O,X,X,O,X,X,O,O,X
LIJTZSO,O,X,X,O,X,X,O,O,X
LIJTZOS,O,X,X,O,X,X,O,X,X
LIJTOSZ,O,X,X,O,X,X,O,O,X
LIJTOZS,O,X,X,O,X,X,O,O,X
LIJSTZO,O,X,O,O,X,X,O,O,O
LIJSTOZ,O,X,O,O,X,X,O,O,X
LIJSZTO,O,X,O,O,X,X,O,O,O
LIJSZOT,O,X,O,O,X,X,O,O,O
LIJSOTZ,O,X,X,X,X,X,O,O,X
LIJSOZT,O,X,X,X,X,X,O,O,X
LIJZTSO,O,X,O,O,X,X,X,O,O
LIJZTOS,O,X,X,O,X,X,X,X,O
LIJZSTO,O,X,O,O,X,X,X,O,O
LIJZSOT,O,X,O,O,X,X,X,O,O
LIJZOTS,X,X,X,O,X,X,X,X,O
LIJZOST,O,X,O,O,X,X,X,X,O
LIJOTSZ,O,X,X,O,X,X,O,O,X
LIJOTZS,O,X,X,O,X,X,O,O,X
LIJOSTZ,O,X,X,X,X,X,O,O,O
LIJOSZT,O,X,X,X,X,X,O,O,O
LIJOZTS,X,X,X,O,X,X,X,O,O
LIJOZST,O,X,X,O,X,X,X,O,O
LISTJZO,O,O,O,X,X,X,O,O,O
LISTJOZ,O,O,O,X,X,X,O,O,X
LISTZJO,O,O,O,X,X,X,O,O,O
LISTZOJ,O,O,O,X,X,X,O,O,O
LISTOJZ,O,O,O,X,X,X,O,O,O
LISTOZJ,O,O,O,X,X,X,O,O,O
LISJTZO,O,O,O,X,X,X,O,O,O
LISJTOZ,O,O,O,X,X,X,O,O,X
LISJZTO,O,O,O,X,X,X,O,O,O
LISJZOT,O,O,O,X,X,X,O,O,O
LISJOTZ,O,X,X,X,X,X,O,O,X
LISJOZT,O,X,X,X,X,X,O,O,X
LISZTJO,O,O,O,X,X,X,O,O,O
LISZTOJ,O,O,O,X,X,X,O,O,O
LISZJTO,O,O,O,X,X,X,O,O,O
LISZJOT,O,O,O,X,X,X,O,O,O
LISZOTJ,O,O,O,X,X,X,O,O,O
LISZOJT,O,O,O,X,X,X,O,O,O
LISOTJZ,O,O,O,X,X,X,O,O,O
LISOTZJ,O,O,O,X,X,X,O,O,O
LISOJTZ,O,X,X,X,X,X,O,O,O
LISOJZT,O,X,X,X,X,X,O,O,O
LISOZTJ,O,O,O,X,X,X,O,O,O
LISOZJT,O,O,O,X,X,X,O,O,O
LIZTJSO,O,O,O,O,X,X,O,O,O
LIZTJOS,O,O,O,O,X,X,O,X,O
LIZTSJO,O,O,O,O,X,X,O,O,O
LIZTSOJ,O,O,O,O,X,X,O,O,O
LIZTOJS,O,O,O,O,X,X,O,O,O
LIZTOSJ,O,O,O,O,X,X,O,O,O
LIZJTSO,O,O,O,O,X,X,X,O,O
LIZJTOS,O,O,O,O,X,X,X,X,O
LIZJSTO,O,O,O,O,X,X,X,O,O
LIZJSOT,O,O,O,O,X,X,X,O,O
LIZJOTS,X,X,X,O,X,X,X,X,O
LIZJOST,O,X,O,O,X,X,X,X,O
LIZSTJO,O,O,O,O,X,X,O,O,O
LIZSTOJ,O,O,O,O,X,X,O,O,O
LIZSJTO,O,O,O,O,X,X,O,O,O
LIZSJOT,O,O,O,O,X,X,O,O,O
LIZSOTJ,O,O,O,O,X,X,O,O,O
LIZSOJT,O,O,O,X,X,X,O,O,O
LIZOTJS,X,X,X,X,X,X,O,O,O
LIZOTSJ,X,X,X,X,X,X,O,O,O
LIZOJTS,X,X,X,X,X,X,X,O,O
LIZOJST,O,X,O,X,X,X,X,O,O
LIZOSTJ,O,X,O,X,X,X,O,O,O
LIZOSJT,O,X,O,X,X,X,O,O,O
LIOTJSZ,O,X,X,X,X,X,O,O,X
LIOTJZS,O,X,X,X,X,X,O,O,X
LIOTSJZ,O,X,X,X,X,X,O,O,O
LIOTSZJ,O,X,X,X,X,X,O,O,O
LIOTZJS,O,X,X,X,X,X,O,O,O
LIOTZSJ,O,X,X,X,X,X,O,O,O
LIOJTSZ,O,X,X,X,X,X,O,O,X
LIOJTZS,O,X,X,X,X,X,O,O,X
LIOJSTZ,O,X,X,X,X,X,O,O,O
LIOJSZT,O,X,X,X,X,X,O,O,O
LIOJZTS,X,X,X,X,X,X,X,O,O
LIOJZST,O,X,X,X,X,X,X,O,O
LIOSTJZ,O,X,O,X,X,X,O,O,O
LIOSTZJ,O,X,O,X,X,X,O,O,O
LIOSJTZ,O,X,X,X,X,X,O,O,O
LIOSJZT,O,X,X,X,X,X,O,O,O
LIOSZTJ,O,X,O,X,X,X,O,O,O
LIOSZJT,O,X,O,X,X,X,O,O,O
LIOZTJS,X,X,X,X,X,X,O,O,O
LIOZTSJ,X,X,X,X,X,X,O,O,O
LIOZJTS,X,X,X,X,X,X,X,O,O
LIOZJST,O,X,O,X,X,X,X,O,O
LIOZSTJ,O,X,O,X,X,X,O,O,O
LIOZSJT,O,X,O,X,X,X,O,O,O
LJTISZO,O,X,X,O,O,O,O,O,X
LJTISOZ,O,X,X,O,O,O,O,O,X
LJTIZSO,O,X,X,O,O,O,O,O,X
LJTIZOS,O,X,X,O,O,O,O,X,X
LJTIOSZ,O,X,X,O,O,O,O,O,X
LJTIOZS,O,X,X,O,O,O,O,O,X
LJTSIZO,O,X,X,O,O,O,O,O,X
LJTSIOZ,O,X,X,O,O,O,O,O,X
LJTSZIO,O,X,X,O,O,O,O,O,X
LJTSZOI,O,X,X,O,O,O,O,O,X
LJTSOIZ,O,X,X,O,O,O,O,O,X
LJTSOZI,O,X,X,O,O,O,O,O,X
LJTZISO,O,X,X,O,O,O,O,O,X
LJTZIOS,O,X,X,O,O,O,O,X,X
LJTZSIO,O,X,X,O,O,O,O,O,X
LJTZSOI,O,X,X,O,O,O,O,O,X
LJTZOIS,O,X,X,O,O,O,O,X,X
LJTZOSI,O,X,X,O,O,O,O,X,X
LJTOISZ,O,X,X,O,O,O,O,O,X
LJTOIZS,O,X,X,O,O,O,O,O,X
LJTOSIZ,O,X,X,O,O,O,O,O,X
LJTOSZI,O,X,X,O,O,O,O,O,X
LJTOZIS,O,X,X,O,O,O,O,O,X
LJTOZSI,O,X,X,O,O,O,O,O,X
LJITSZO,O,X,X,O,O,O,O,O,X
LJITSOZ,O,X,X,O,O,O,O,O,X
LJITZSO,O,X,X,O,O,O,O,O,X
LJITZOS,O,X,X,O,O,O,O,X,X
LJITOSZ,O,X,X,O,O,O,O,O,X
LJITOZS,O,X,X,O,O,O,O,O,X
LJISTZO,O,X,O,O,X,X,O,O,O
LJISTOZ,O,X,O,O,O,X,O,O,X
LJISZTO,O,X,O,O,X,X,O,O,O
LJISZOT,O,X,O,O,O,X,O,O,O
LJISOTZ,O,X,X,X,O,X,O,O,X
LJISOZT,O,X,X,X,O,X,O,O,X
LJIZTSO,O,X,O,O,X,X,X,O,O
LJIZTOS,O,X,X,O,X,X,X,X,O
LJIZSTO,O,X,O,O,X,X,X,O,O
LJIZSOT,O,X,O,O,X,X,X,O,O
LJIZOTS,X,X,X,O,X,X,X,X,O
LJIZOST,O,X,O,O,X,X,X,X,O
LJIOTSZ,O,X,X,O,O,O,O,O,X
LJIOTZS,O,X,X,O,O,O,O,O,X
LJIOSTZ,O,X,X,X,O,X,O,O,O
LJIOSZT,O,X,X,X,O,X,O,O,O
LJIOZTS,X,X,X,O,X,X,X,O,O
LJIOZST,O,X,X,O,X,X,X,O,O
LJSTIZO,O,X,O,O,O,X,O,O,O
LJSTIOZ,O,X,O,O,O,X,O,O,X
LJSTZIO,O,X,O,O,O,X,O,O,O
LJSTZOI,O,X,O,O,O,X,O,O,O
LJSTOIZ,O,X,O,O,O,X,O,O,X
LJSTOZI,O,X,O,O,O,X,O,O,X
LJSITZO,O,X,O,O,X,X,O,O,O
LJSITOZ,O,X,O,O,O,X,O,O,X
LJSIZTO,O,X,O,O,X,X,O,O,O
LJSIZOT,O,X,O,O,O,X,O,O,O
LJSIOTZ,O,X,X,X,O,X,O,O,X
LJSIOZT,O,X,X,X,O,X,O,O,X
LJSZTIO,O,X,O,O,X,X,O,O,O
LJSZTOI,O,X,O,O,X,X,O,O,O
LJSZITO,O,X,O,O,X,X,O,O,O
LJSZIOT,O,X,O,O,O,X,O,O,O
LJSZOTI,O,X,O,O,O,X,O,O,O
LJSZOIT,O,X,O,O,O,X,O,O,O
LJSOTIZ,O,X,X,X,O,X,O,O,X
LJSOTZI,O,X,X,X,O,X,O,O,X
LJSOITZ,O,X,X,X,O,X,O,O,X
LJSOIZT,O,X,X,X,O,X,O,O,X
LJSOZTI,O,X,X,X,O,X,O,O,X
LJSOZIT,O,X,X,X,O,X,O,O,X
LJZTISO,O,X,O,O,X,O,X,O,O
LJZTIOS,O,X,X,O,X,O,X,X,O
LJZTSIO,O,X,O,O,X,O,X,O,O
LJZTSOI,O,X,O,O,X,O,X,O,O
LJZTOIS,O,X,X,O,X,O,X,X,O
LJZTOSI,O,X,X,O,X,O,X,X,O
LJZITSO,O,X,O,O,X,X,X,O,O
LJZITOS,O,X,X,O,X,X,X,X,O
LJZISTO,O,X,O,O,X,X,X,O,O
LJZISOT,O,X,O,O,X,X,X,O,O
LJZIOTS,X,X,X,O,X,X,X,X,O
LJZIOST,O,X,O,O,X,X,X,X,O
LJZSTIO,O,X,O,O,X,X,X,O,O
LJZSTOI,O,X,O,O,X,X,X,O,O
LJZSITO,O,X,O,O,X,X,X,O,O
LJZSIOT,O,X,O,O,X,X,X,O,O
LJZSOTI,O,X,O,O,X,X,X,O,O
LJZSOIT,O,X,O,O,X,X,X,O,O
LJZOTIS,X,X,X,O,X,O,X,X,O
LJZOTSI,X,X,X,O,X,O,X,X,O
LJZOITS,X,X,X,O,X,X,X,X,O
LJZOIST,O,X,O,O,X,X,X,X,O
LJZOSTI,O,X,O,O,X,X,X,X,O
LJZOSIT,O,X,O,O,X,X,X,X,O
LJOTISZ,O,X,X,O,O,O,O,O,X
LJOTIZS,O,X,X,O,O,O,O,O,X
LJOTSIZ,O,X,X,O,O,O,O,O,X
LJOTSZI,O,X,X,O,O,O,O,O,X
LJOTZIS,O,X,X,O,O,O,O,O,X
LJOTZSI,O,X,X,O,O,O,O,O,X
LJOITSZ,O,X,X,O,O,O,O,O,X
LJOITZS,O,X,X,O,O,O,O,O,X
LJOISTZ,O,X,X,X,O,X,O,O,O
LJOISZT,O,X,X,X,O,X,O,O,O
LJOIZTS,X,X,X,O,X,X,X,O,O
LJOIZST,O,X,X,O,X,X,X,O,O
LJOSTIZ,O,X,X,X,O,X,O,O,O
LJOSTZI,O,X,X,X,O,X,O,O,O
LJOSITZ,O,X,X,X,O,X,O,O,O
LJOSIZT,O,X,X,X,O,X,O,O,O
LJOSZTI,O,X,X,X,O,X,O,O,O
LJOSZIT,O,X,X,X,O,X,O,O,O
LJOZTIS,X,X,X,O,X,O,X,O,O
LJOZTSI,X,X,X,O,X,O,X,O,O
LJOZITS,X,X,X,O,X,X,X,O,O
LJOZIST,O,X,X,O,X,X,X,O,O
LJOZSTI,O,X,X,O,X,X,X,O,O
LJOZSIT,O,X,X,O,X,X,X,O,O
LSTIJZO,O,O,O,X,O,X,O,O,O
LSTIJOZ,O,O,O,X,O,X,O,O,X
LSTIZJO,O,O,O,X,X,X,O,O,O
LSTIZOJ,O,O,O,X,X,X,O,O,O
LSTIOJZ,O,O,O,X,O,X,O,O,O
LSTIOZJ,O,O,O,X,X,X,O,O,O
LSTJIZO,O,O,O,X,O,X,O,O,O
LSTJIOZ,O,O,O,X,O,X,O,O,X
LSTJZIO,O,O,O,X,O,X,O,O,O
LSTJZOI,O,O,O,X,O,X,O,O,O
LSTJOIZ,O,O,O,X,O,X,O,O,X
LSTJOZI,O,O,O,X,O,X,O,O,X
LSTZIJO,O,O,O,X,X,X,O,O,O
LSTZIOJ,O,O,O,X,X,X,O,O,O
LSTZJIO,O,O,O,X,O,X,O,O,O
LSTZJOI,O,O,O,X,O,X,O,O,O
LSTZOIJ,O,O,O,X,X,X,O,O,O
LSTZOJI,O,O,O,X,O,X,O,O,O
LSTOIJZ,O,O,O,X,O,X,O,O,O
LSTOIZJ,O,O,O,X,X,X,O,O,O
LSTOJIZ,O,O,O,X,O,X,O,O,O
LSTOJZI,O,O,O,X,O,X,O,O,O
LSTOZIJ,O,O,O,X,X,X,O,O,O
LSTOZJI,O,O,O,X,O,X,O,O,O
LSITJZO,O,O,O,X,O,X,O,O,O
LSITJOZ,O,O,O,X,O,X,O,O,X
LSITZJO,O,O,O,X,X,X,O,O,O
LSITZOJ,O,O,O,X,X,X,O,O,O
LSITOJZ,O,O,O,X,O,X,O,O,O
LSITOZJ,O,O,O,X,X,X,O,O,O
LSIJTZO,O,O,O,X,X,X,O,O,O
LSIJTOZ,O,O,O,X,O,X,O,O,X
LSIJZTO,O,O,O,X,X,X,O,O,O
LSIJZOT,O,O,O,X,O,X,O,O,O
LSIJOTZ,O,X,X,X,O,X,O,O,X
LSIJOZT,O,X,X,X,O,X,O,O,X
LSIZTJO,O,O,O,X,X,X,O,O,O
LSIZTOJ,O,O,O,X,X,X,O,O,O
LSIZJTO,O,O,O,X,X,X,O,O,O
LSIZJOT,O,O,O,X,X,X,O,O,O
LSIZOTJ,O,O,O,X,X,X,O,O,O
LSIZOJT,O,O,O,X,X,X,O,O,O
LSIOTJZ,O,O,O,X,O,X,O,O,O
LSIOTZJ,O,O,O,X,X,X,O,O,O
LSIOJTZ,O,X,X,X,O,X,O,O,O
LSIOJZT,O,X,X,X,O,X,O,O,O
LSIOZTJ,O,O,O,X,X,X,O,O,O
LSIOZJT,O,O,O,X,X,X,O,O,O
LSJTIZO,O,O,O,X,O,X,O,O,O
LSJTIOZ,O,O,O,X,O,X,O,O,X
LSJTZIO,O,O,O,X,O,X,O,O,O
LSJTZOI,O,O,O,X,O,X,O,O,O
LSJTOIZ,O,O,O,X,O,X,O,O,X
LSJTOZI,O,O,O,X,O,X,O,O,X
LSJITZO,O,O,O,X,X,X,O,O,O
LSJITOZ,O,O,O,X,O,X,O,O,X
LSJIZTO,O,O,O,X,X,X,O,O,O
LSJIZOT,O,O,O,X,O,X,O,O,O
LSJIOTZ,O,X,X,X,O,X,O,O,X
LSJIOZT,O,X,X,X,O,X,O,O,X
LSJZTIO,O,O,O,X,X,X,O,O,O
LSJZTOI,O,O,O,X,X,X,O,O,O
LSJZITO,O,O,O,X,X,X,O,O,O
LSJZIOT,O,O,O,X,O,X,O,O,O
LSJZOTI,O,O,O,X,O,X,O,O,O
LSJZOIT,O,O,O,X,O,X,O,O,O
LSJOTIZ,O,X,X,X,O,X,O,O,X
LSJOTZI,O,X,X,X,O,X,O,O,X
LSJOITZ,O,X,X,X,O,X,O,O,X
LSJOIZT,O,X,X,X,O,X,O,O,X
LSJOZTI,O,X,X,X,O,X,O,O,X
LSJOZIT,O,X,X,X,O,X,O,O,X
LSZTIJO,O,O,O,X,X,X,O,O,O
LSZTIOJ,O,O,O,X,X,X,O,O,O
LSZTJIO,O,O,O,X,O,X,O,O,O
LSZTJOI,O,O,O,X,O,X,O,O,O
LSZTOIJ,O,O,O,X,X,X,O,O,O
LSZTOJI,O,O,O,X,O,X,O,O,O
LSZITJO,O,O,O,X,X,X,O,O,O
LSZITOJ,O,O,O,X,X,X,O,O,O
LSZIJTO,O,O,O,X,X,X,O,O,O
LSZIJOT,O,O,O,X,X,X,O,O,O
LSZIOTJ,O,O,O,X,X,X,O,O,O
LSZIOJT,O,O,O,X,X,X,O,O,O
LSZJTIO,O,O,O,X,X,X,O,O,O
LSZJTOI,O,O,O,X,X,X,O,O,O
LSZJITO,O,O,O,X,X,X,O,O,O
LSZJIOT,O,O,O,X,O,X,O,O,O
LSZJOTI,O,O,O,X,O,X,O,O,O
LSZJOIT,O,O,O,X,O,X,O,O,O
LSZOTIJ,O,O,O,X,X,X,O,O,O
LSZOTJI,O,O,O,X,O,X,O,O,O
LSZOITJ,O,O,O,X,X,X,O,O,O
LSZOIJT,O,O,O,X,X,X,O,O,O
LSZOJTI,O,O,O,X,O,X,O,O,O
LSZOJIT,O,O,O,X,O,X,O,O,O
LSOTIJZ,O,O,O,X,O,X,O,O,O
LSOTIZJ,O,O,O,X,X,X,O,O,O
LSOTJIZ,O,O,O,X,O,X,O,O,O
LSOTJZI,O,O,O,X,O,X,O,O,O
LSOTZIJ,O,O,O,X,X,X,O,O,O
LSOTZJI,O,O,O,X,O,X,O,O,O
LSOITJZ,O,O,O,X,O,X,O,O,O
LSOITZJ,O,O,O,X,X,X,O,O,O
LSOIJTZ,O,X,X,X,O,X,O,O,O
LSOIJZT,O,X,X,X,O,X,O,O,O
LSOIZTJ,O,O,O,X,X,X,O,O,O
LSOIZJT,O,O,O,X,X,X,O,O,O
LSOJTIZ,O,X,X,X,O,X,O,O,O
LSOJTZI,O,X,X,X,O,X,O,O,O
LSOJITZ,O,X,X,X,O,X,O,O,O
LSOJIZT,O,X,X,X,O,X,O,O,O
LSOJZTI,O,X,X,X,O,X,O,O,O
LSOJZIT,O,X,X,X,O,X,O,O,O
LSOZTIJ,O,O,O,X,X,X,O,O,O
LSOZTJI,O,O,O,X,O,X,O,O,O
LSOZITJ,O,O,O,X,X,X,O,O,O
LSOZIJT,O,O,O,X,X,X,O,O,O
LSOZJTI,O,O,O,X,O,X,O,O,O
LSOZJIT,O,O,O,X,O,X,O,O,O
LZTIJSO,O,O,O,O,X,O,O,O,O
LZTIJOS,O,O,O,O,X,O,O,X,O
LZTISJO,O,O,O,O,X,X,O,O,O
LZTISOJ,O,O,O,O,X,X,O,O,O
LZTIOJS,O,O,O,O,X,O,O,O,O
LZTIOSJ,O,O,O,O,X,X,O,O,O
LZTJISO,O,O,O,O,X,O,O,O,O
LZTJIOS,O,O,O,O,X,O,O,X,O
LZTJSIO,O,O,O,O,X,O,O,O,O
LZTJSOI,O,O,O,O,X,O,O,O,O
LZTJOIS,O,O,O,O,X,O,O,X,O
LZTJOSI,O,O,O,O,X,O,O,X,O
LZTSIJO,O,O,O,O,X,X,O,O,O
LZTSIOJ,O,O,O,O,X,X,O,O,O
LZTSJIO,O,O,O,O,X,O,O,O,O
LZTSJOI,O,O,O,O,X,O,O,O,O
LZTSOIJ,O,O,O,O,X,X,O,O,O
LZTSOJI,O,O,O,O,X,O,O,O,O
LZTOIJS,O,O,O,O,X,O,O,O,O
LZTOISJ,O,O,O,O,X,X,O,O,O
LZTOJIS,O,O,O,O,X,O,O,O,O
LZTOJSI,O,O,O,O,X,O,O,O,O
LZTOSIJ,O,O,O,O,X,X,O,O,O
LZTOSJI,O,O,O,O,X,O,O,O,O
LZITJSO,O,O,O,O,X,X,O,O,O
LZITJOS,O,O,O,O,X,X,O,X,O
LZITSJO,O,O,O,O,X,X,O,O,O
LZITSOJ,O,O,O,O,X,X,O,O,O
LZITOJS,O,O,O,O,X,X,O,O,O
LZITOSJ,O,O,O,O,X,X,O,O,O
LZIJTSO,O,O,O,O,X,X,X,O,O
LZIJTOS,O,O,O,O,X,X,X,X,O
LZIJSTO,O,O,O,O,X,X,X,O,O
LZIJSOT,O,O,O,O,X,X,X,O,O
LZIJOTS,X,X,X,O,X,X,X,X,O
LZIJOST,O,X,O,O,X,X,X,X,O
LZISTJO,O,O,O,O,X,X,O,O,O
LZISTOJ,O,O,O,O,X,X,O,O,O
LZISJTO,O,O,O,O,X,X,O,O,O
LZISJOT,O,O,O,O,X,X,O,O,O
LZISOTJ,O,O,O,O,X,X,O,O,O
LZISOJT,O,O,O,X,X,X,O,O,O
LZIOTJS,X,X,X,X,X,X,O,O,O
LZIOTSJ,X,X,X,X,X,X,O,O,O
LZIOJTS,X,X,X,X,X,X,X,O,O
LZIOJST,O,X,O,X,X,X,X,O,O
LZIOSTJ,O,X,O,X,X,X,O,O,O
LZIOSJT,O,X,O,X,X,X,O,O,O
LZJTISO,O,O,O,O,X,O,X,O,O
LZJTIOS,O,O,O,O,X,O,X,X,O
LZJTSIO,O,O,O,O,X,O,X,O,O
LZJTSOI,O,O,O,O,X,O,X,O,O
LZJTOIS,O,O,O,O,X,O,X,X,O
LZJTOSI,O,O,O,O,X,O,X,X,O
LZJITSO,O,O,O,O,X,X,X,O,O
LZJITOS,O,O,O,O,X,X,X,X,O
LZJISTO,O,O,O,O,X,X,X,O,O
LZJISOT,O,O,O,O,X,X,X,O,O
LZJIOTS,X,X,X,O,X,X,X,X,O
LZJIOST,O,X,O,O,X,X,X,X,O
LZJSTIO,O,O,O,O,X,X,X,O,O
LZJSTOI,O,O,O,O,X,X,X,O,O
LZJSITO,O,O,O,O,X,X,X,O,O
LZJSIOT,O,O,O,O,X,X,X,O,O
LZJSOTI,O,O,O,O,X,X,X,O,O
LZJSOIT,O,O,O,O,X,X,X,O,O
LZJOTIS,X,X,X,O,X,O,X,X,O
LZJOTSI,X,X,X,O,X,O,X,X,O
LZJOITS,X,X,X,O,X,X,X,X,O
LZJOIST,O,X,O,O,X,X,X,X,O
LZJOSTI,O,X,O,O,X,X,X,X,O
LZJOSIT,O,X,O,O,X,X,X,X,O
LZSTIJO,O,O,O,O,X,X,O,O,O
LZSTIOJ,O,O,O,O,X,X,O,O,O
LZSTJIO,O,O,O,O,X,X,O,O,O
LZSTJOI,O,O,O,O,X,X,O,O,O
LZSTOIJ,O,O,O,O,X,X,O,O,O
LZSTOJI,O,O,O,O,X,X,O,O,O
LZSITJO,O,O,O,O,X,X,O,O,O
LZSITOJ,O,O,O,O,X,X,O,O,O
LZSIJTO,O,O,O,O,X,X,O,O,O
LZSIJOT,O,O,O,O,X,X,O,O,O
LZSIOTJ,O,O,O,O,X,X,O,O,O
LZSIOJT,O,O,O,X,X,X,O,O,O
LZSJTIO,O,O,O,O,X,X,O,O,O
LZSJTOI,O,O,O,O,X,X,O,O,O
LZSJITO,O,O,O,O,X,X,O,O,O
LZSJIOT,O,O,O,O,X,X,O,O,O
LZSJOTI,O,O,O,O,X,X,O,O,O
LZSJOIT,O,O,O,O,X,X,O,O,O
LZSOTIJ,O,O,O,O,X,X,O,O,O
LZSOTJI,O,O,O,O,X,X,O,O,O
LZSOITJ,O,O,O,O,X,X,O,O,O
LZSOIJT,O,O,O,X,X,X,O,O,O
LZSOJTI,O,O,O,X,X,X,O,O,O
LZSOJIT,O,O,O,X,X,X,O,O,O
LZOTIJS,X,X,X,X,X,O,O,O,O
LZOTISJ,X,X,X,X,X,X,O,O,O
LZOTJIS,X,X,X,X,X,O,O,O,O
LZOTJSI,X,X,X,X,X,O,O,O,O
LZOTSIJ,X,X,X,X,X,X,O,O,O
LZOTSJI,X,X,X,X,X,O,O,O,O
LZOITJS,X,X,X,X,X,X,O,O,O
LZOITSJ,X,X,X,X,X,X,O,O,O
LZOIJTS,X,X,X,X,X,X,X,O,O
LZOIJST,O,X,O,X,X,X,X,O,O
LZOISTJ,O,X,O,X,X,X,O,O,O
LZOISJT,O,X,O,X,X,X,O,O,O
LZOJTIS,X,X,X,X,X,O,X,O,O
LZOJTSI,X,X,X,X,X,O,X,O,O
LZOJITS,X,X,X,X,X,X,X,O,O
LZOJIST,O,X,O,X,X,X,X,O,O
LZOJSTI,O,X,O,X,X,X,X,O,O
LZOJSIT,O,X,O,X,X,X,X,O,O
LZOSTIJ,O,X,O,X,X,X,O,O,O
LZOSTJI,O,X,O,X,X,X,O,O,O
LZOSITJ,O,X,O,X,X,X,O,O,O
LZOSIJT,O,X,O,X,X,X,O,O,O
LZOSJTI,O,X,O,X,X,X,O,O,O
LZOSJIT,O,X,O,X,X,X,O,O,O
LOTIJSZ,O,X,X,X,O,O,O,O,X
LOTIJZS,O,X,X,X,O,O,O,O,X
LOTISJZ,O,X,X,X,O,X,O,O,O
LOTISZJ,O,X,X,X,X,X,O,O,O
LOTIZJS,O,X,X,X,X,O,O,O,O
LOTIZSJ,O,X,X,X,X,X,O,O,O
LOTJISZ,O,X,X,X,O,O,O,O,X
LOTJIZS,O,X,X,X,O,O,O,O,X
LOTJSIZ,O,X,X,X,O,O,O,O,X
LOTJSZI,O,X,X,X,O,O,O,O,X
LOTJZIS,O,X,X,X,O,O,O,O,X
LOTJZSI,O,X,X,X,O,O,O,O,X
