sequence,v115@BhA8BeA8FeF8EeF8AeH8JeO/IvhFxbBXdBTeBCgB0l?BlpB,v115@BhA8BeA8FeF8EeF8AeH8JeZ/IvhFCcBXdBTeB8kB1q?BupB,v115@BhA8BeA8FeF8EeF8AeH8Jex7IvhFXdBTeB6pB0qBOp?BFqB,v115@BhA8BeA8FeF8EeF8AeH8Jex7IvhFXdBTeBlfBqlBOk?B8pB
ZOLJTSI,O,X,O,O
ZOLJITS,O,X,O,O
ZOLJIST,O,X,O,O
ZOLJSTI,O,X,O,O
ZOLJSIT,O,X,O,O
ZOLSTIJ,O,O,O,O
ZOLSTJI,O,O,O,O
ZOLSITJ,O,O,O,O
ZOLSIJT,O,X,O,O
ZOLSJTI,O,X,O,O
ZOLSJIT,O,X,O,O
ZOJTILS,O,X,X,X
ZOJTISL,O,X,X,X
ZOJTLIS,O,X,X,X
ZOJTLSI,O,X,X,X
ZOJTSIL,O,X,X,X
ZOJTSLI,O,X,X,X
ZOJITLS,O,X,X,X
ZOJITSL,O,X,X,X
ZOJILTS,O,X,O,X
ZOJILST,O,X,O,X
ZOJISTL,O,X,X,X
ZOJISLT,O,X,O,X
ZOJLTIS,O,X,O,O
ZOJLTSI,O,X,O,O
ZOJLITS,O,X,O,O
ZOJLIST,O,X,O,O
ZOJLSTI,O,X,O,O
ZOJLSIT,O,X,O,O
ZOJSTIL,O,X,X,X
ZOJSTLI,O,X,X,X
ZOJSITL,O,X,X,X
ZOJSILT,O,X,O,X
ZOJSLTI,O,X,O,O
ZOJSLIT,O,X,O,O
ZOSTILJ,O,O,O,X
ZOSTIJL,O,O,X,X
ZOSTLIJ,O,O,O,O
ZOSTLJI,O,O,O,O
ZOSTJIL,O,O,X,X
ZOSTJLI,O,O,X,X
ZOSITLJ,O,O,O,X
ZOSITJL,O,O,X,X
ZOSILTJ,O,O,O,O
ZOSILJT,O,X,O,O
ZOSIJTL,O,X,X,X
ZOSIJLT,O,X,O,X
ZOSLTIJ,O,O,O,O
ZOSLTJI,O,O,O,O
ZOSLITJ,O,O,O,O
ZOSLIJT,O,X,O,O
ZOSLJTI,O,X,O,O
ZOSLJIT,O,X,O,O
ZOSJTIL,O,X,X,X
ZOSJTLI,O,X,X,X
ZOSJITL,O,X,X,X
ZOSJILT,O,X,O,X
ZOSJLTI,O,X,O,O
ZOSJLIT,O,X,O,O
OTILJSZ,O,O,X,X
OTILJZS,O,O,X,X
OTILSJZ,O,O,X,X
OTILSZJ,O,O,X,O
OTILZJS,O,O,X,O
OTILZSJ,O,O,X,O
OTIJLSZ,O,O,X,X
OTIJLZS,O,O,X,X
OTIJSLZ,O,O,X,X
OTIJSZL,O,O,X,X
OTIJZLS,X,O,X,X
OTIJZSL,O,O,X,X
OTISLJZ,O,O,X,X
OTISLZJ,O,O,X,O
OTISJLZ,O,O,X,X
OTISJZL,O,O,X,X
OTISZLJ,O,O,O,X
OTISZJL,O,O,X,X
OTIZLJS,O,O,O,X
OTIZLSJ,O,O,O,X
OTIZJLS,O,O,X,X
OTIZJSL,O,O,X,X
OTIZSLJ,O,O,O,X
OTIZSJL,O,O,X,X
OTLIJSZ,O,O,X,X
OTLIJZS,O,O,X,X
OTLISJZ,O,O,X,X
OTLISZJ,O,O,X,O
OTLIZJS,O,O,X,O
OTLIZSJ,O,O,X,O
OTLJISZ,O,O,X,X
OTLJIZS,O,O,X,X
OTLJSIZ,O,O,X,X
OTLJSZI,O,O,X,X
OTLJZIS,O,O,X,X
OTLJZSI,O,O,X,X
OTLSIJZ,O,O,X,X
OTLSIZJ,O,O,X,O
OTLSJIZ,O,O,X,X
OTLSJZI,O,O,X,X
OTLSZIJ,O,O,O,O
OTLSZJI,O,O,O,O
OTLZIJS,O,O,O,O
OTLZISJ,O,O,O,O
OTLZJIS,O,O,O,O
OTLZJSI,O,O,O,O
OTLZSIJ,O,O,O,O
OTLZSJI,O,O,O,O
OTJILSZ,O,O,X,X
OTJILZS,O,O,X,X
OTJISLZ,O,O,X,X
OTJISZL,O,O,X,X
OTJIZLS,X,O,X,X
OTJIZSL,O,O,X,X
OTJLISZ,O,O,X,X
OTJLIZS,O,O,X,X
OTJLSIZ,O,O,X,X
OTJLSZI,O,O,X,X
OTJLZIS,O,O,X,X
OTJLZSI,O,O,X,X
OTJSILZ,O,O,X,X
OTJSIZL,O,O,X,X
OTJSLIZ,O,O,X,X
OTJSLZI,O,O,X,X
OTJSZIL,O,O,X,X
OTJSZLI,O,O,X,X
OTJZILS,X,O,X,X
OTJZISL,O,O,X,X
OTJZLIS,O,O,X,X
OTJZLSI,O,O,X,X
OTJZSIL,O,O,X,X
OTJZSLI,O,O,X,X
OTSILJZ,O,O,X,X
OTSILZJ,O,O,X,O
OTSIJLZ,O,O,X,X
OTSIJZL,O,O,X,X
OTSIZLJ,O,O,O,X
OTSIZJL,O,O,X,X
OTSLIJZ,O,O,X,X
OTSLIZJ,O,O,X,O
OTSLJIZ,O,O,X,X
OTSLJZI,O,O,X,X
OTSLZIJ,O,O,O,O
OTSLZJI,O,O,O,O
OTSJILZ,O,O,X,X
OTSJIZL,O,O,X,X
OTSJLIZ,O,O,X,X
OTSJLZI,O,O,X,X
OTSJZIL,O,O,X,X
OTSJZLI,O,O,X,X
OTSZILJ,O,O,O,X
OTSZIJL,O,O,X,X
OTSZLIJ,O,O,O,O
OTSZLJI,O,O,O,O
OTSZJIL,O,O,X,X
OTSZJLI,O,O,X,X
OTZILJS,O,O,O,X
OTZILSJ,O,O,O,X
OTZIJLS,O,O,X,X
OTZIJSL,O,O,X,X
OTZISLJ,O,O,O,X
OTZISJL,O,O,X,X
OTZLIJS,O,O,O,O
OTZLISJ,O,O,O,O
OTZLJIS,O,O,O,O
OTZLJSI,O,O,O,O
OTZLSIJ,O,O,O,O
OTZLSJI,O,O,O,O
OTZJILS,O,O,X,X
OTZJISL,O,O,X,X
OTZJLIS,O,O,X,X
OTZJLSI,O,O,X,X
OTZJSIL,O,O,X,X
OTZJSLI,O,O,X,X
OTZSILJ,O,O,O,X
OTZSIJL,O,O,X,X
OTZSLIJ,O,O,O,O
OTZSLJI,O,O,O,O
OTZSJIL,O,O,X,X
OTZSJLI,O,O,X,X
OITLJSZ,O,O,X,X
OITLJZS,O,O,X,X
OITLSJZ,O,O,X,X
OITLSZJ,O,O,X,O
OITLZJS,O,O,X,O
OITLZSJ,O,O,X,O
OITJLSZ,O,O,X,X
OITJLZS,O,O,X,X
OITJSLZ,O,O,X,X
OITJSZL,O,O,X,X
OITJZLS,X,O,X,X
OITJZSL,O,O,X,X
OITSLJZ,O,O,X,X
OITSLZJ,O,O,X,O
OITSJLZ,O,O,X,X
OITSJZL,O,O,X,X
OITSZLJ,O,O,O,X
OITSZJL,O,O,X,X
OITZLJS,O,O,O,X
OITZLSJ,O,O,O,X
OITZJLS,O,O,X,X
OITZJSL,O,O,X,X
OITZSLJ,O,O,O,X
OITZSJL,O,O,X,X
OILTJSZ,O,O,X,X
OILTJZS,O,O,X,X
OILTSJZ,O,O,X,X
OILTSZJ,O,O,X,O
OILTZJS,O,O,X,O
OILTZSJ,O,O,X,O
OILJTSZ,X,O,X,X
OILJTZS,X,O,X,X
OILJSTZ,X,O,X,X
OILJSZT,X,X,X,O
OILJZTS,X,X,X,O
OILJZST,X,X,X,O
OILSTJZ,O,O,X,X
OILSTZJ,O,O,X,O
OILSJTZ,X,O,X,X
OILSJZT,X,X,X,O
OILSZTJ,O,O,O,O
OILSZJT,O,X,O,O
OILZTJS,O,O,O,O
OILZTSJ,O,O,O,O
OILZJTS,O,X,O,O
OILZJST,O,X,O,O
OILZSTJ,O,O,O,O
OILZSJT,O,X,O,O
OIJTLSZ,O,O,X,X
OIJTLZS,O,O,X,X
OIJTSLZ,O,O,X,X
OIJTSZL,O,O,X,X
OIJTZLS,X,O,X,X
OIJTZSL,O,O,X,X
OIJLTSZ,X,O,X,X
OIJLTZS,X,O,X,X
OIJLSTZ,X,O,X,X
OIJLSZT,X,X,X,O
OIJLZTS,X,X,X,O
OIJLZST,X,X,X,O
OIJSTLZ,O,O,X,X
OIJSTZL,O,O,X,X
OIJSLTZ,X,O,X,X
OIJSLZT,X,X,X,O
OIJSZTL,O,X,X,X
OIJSZLT,O,X,O,X
OIJZTLS,O,X,X,X
OIJZTSL,O,X,X,X
OIJZLTS,O,X,O,X
OIJZLST,O,X,O,X
OIJZSTL,O,X,X,X
OIJZSLT,O,X,O,X
OISTLJZ,O,O,X,X
OISTLZJ,O,O,X,O
OISTJLZ,O,O,X,X
OISTJZL,O,O,X,X
OISTZLJ,O,O,O,X
OISTZJL,O,O,X,X
OISLTJZ,O,O,X,X
OISLTZJ,O,O,X,O
OISLJTZ,X,O,X,X
OISLJZT,X,X,X,O
OISLZTJ,O,O,O,O
OISLZJT,O,X,O,O
OISJTLZ,O,O,X,X
OISJTZL,O,O,X,X
OISJLTZ,X,O,X,X
OISJLZT,X,X,X,O
OISJZTL,O,X,X,X
OISJZLT,O,X,O,X
OISZTLJ,O,O,O,X
OISZTJL,O,O,X,X
OISZLTJ,O,O,O,O
OISZLJT,O,X,O,O
OISZJTL,O,X,X,X
OISZJLT,O,X,O,X
OIZTLJS,O,O,O,X
OIZTLSJ,O,O,O,X
OIZTJLS,O,O,X,X
OIZTJSL,O,O,X,X
OIZTSLJ,O,O,O,X
OIZTSJL,O,O,X,X
OIZLTJS,O,O,O,O
OIZLTSJ,O,O,O,O
OIZLJTS,O,X,O,O
OIZLJST,O,X,O,O
OIZLSTJ,O,O,O,O
OIZLSJT,O,X,O,O
OIZJTLS,O,X,X,X
OIZJTSL,O,X,X,X
OIZJLTS,O,X,O,X
OIZJLST,O,X,O,X
OIZJSTL,O,X,X,X
OIZJSLT,O,X,O,X
OIZSTLJ,O,O,O,X
OIZSTJL,O,O,X,X
OIZSLTJ,O,O,O,O
OIZSLJT,O,X,O,O
OIZSJTL,O,X,X,X
OIZSJLT,O,X,O,X
OLTIJSZ,O,O,X,X
OLTIJZS,O,O,X,X
OLTISJZ,O,O,X,X
OLTISZJ,O,O,X,O
OLTIZJS,O,O,X,O
OLTIZSJ,O,O,X,O
OLTJISZ,O,O,X,X
OLTJIZS,O,O,X,X
OLTJSIZ,O,O,X,X
OLTJSZI,O,O,X,X
OLTJZIS,O,O,X,X
OLTJZSI,O,O,X,X
OLTSIJZ,O,O,X,X
OLTSIZJ,O,O,X,O
OLTSJIZ,O,O,X,X
OLTSJZI,O,O,X,X
OLTSZIJ,O,O,O,O
OLTSZJI,O,O,O,O
OLTZIJS,O,O,O,O
OLTZISJ,O,O,O,O
OLTZJIS,O,O,O,O
OLTZJSI,O,O,O,O
OLTZSIJ,O,O,O,O
OLTZSJI,O,O,O,O
OLITJSZ,O,O,X,X
OLITJZS,O,O,X,X
OLITSJZ,O,O,X,X
OLITSZJ,O,O,X,O
OLITZJS,O,O,X,O
OLITZSJ,O,O,X,O
OLIJTSZ,X,O,X,X
OLIJTZS,X,O,X,X
OLIJSTZ,X,O,X,X
OLIJSZT,X,X,X,O
OLIJZTS,X,X,X,O
OLIJZST,X,X,X,O
OLISTJZ,O,O,X,X
OLISTZJ,O,O,X,O
OLISJTZ,X,O,X,X
OLISJZT,X,X,X,O
OLISZTJ,O,O,O,O
OLISZJT,O,X,O,O
OLIZTJS,O,O,O,O
OLIZTSJ,O,O,O,O
OLIZJTS,O,X,O,O
OLIZJST,O,X,O,O
OLIZSTJ,O,O,O,O
OLIZSJT,O,X,O,O
OLJTISZ,X,O,X,X
OLJTIZS,X,O,X,X
OLJTSIZ,X,O,X,X
OLJTSZI,X,O,X,X
OLJTZIS,X,O,X,X
OLJTZSI,X,O,X,X
OLJITSZ,X,O,X,X
OLJITZS,X,O,X,X
OLJISTZ,X,O,X,X
OLJISZT,X,X,X,O
OLJIZTS,X,X,X,O
OLJIZST,X,X,X,O
OLJSTIZ,X,O,X,X
OLJSTZI,X,O,X,X
OLJSITZ,X,O,X,X
OLJSIZT,X,X,X,O
OLJSZTI,X,X,O,O
OLJSZIT,X,X,O,O
OLJZTIS,X,X,O,O
OLJZTSI,X,X,O,O
OLJZITS,X,X,O,O
OLJZIST,X,X,O,O
OLJZSTI,X,X,O,O
OLJZSIT,X,X,O,O
OLSTIJZ,O,O,X,X
OLSTIZJ,O,O,X,O
OLSTJIZ,O,O,X,X
OLSTJZI,O,O,X,X
OLSTZIJ,O,O,O,O
OLSTZJI,O,O,O,O
OLSITJZ,O,O,X,X
OLSITZJ,O,O,X,O
OLSIJTZ,X,O,X,X
OLSIJZT,X,X,X,O
OLSIZTJ,O,O,O,O
OLSIZJT,O,X,O,O
OLSJTIZ,X,O,X,X
OLSJTZI,X,O,X,X
OLSJITZ,X,O,X,X
OLSJIZT,X,X,X,O
OLSJZTI,X,X,O,O
OLSJZIT,X,X,O,O
OLSZTIJ,O,O,O,O
OLSZTJI,O,O,O,O
OLSZITJ,O,O,O,O
OLSZIJT,O,X,O,O
OLSZJTI,O,X,O,O
OLSZJIT,O,X,O,O
OLZTIJS,O,O,O,O
OLZTISJ,O,O,O,O
OLZTJIS,O,O,O,O
OLZTJSI,O,O,O,O
OLZTSIJ,O,O,O,O
OLZTSJI,O,O,O,O
OLZITJS,O,O,O,O
OLZITSJ,O,O,O,O
OLZIJTS,O,X,O,O
OLZIJST,O,X,O,O
OLZISTJ,O,O,O,O
OLZISJT,O,X,O,O
OLZJTIS,O,X,O,O
OLZJTSI,O,X,O,O
OLZJITS,O,X,O,O
OLZJIST,O,X,O,O
OLZJSTI,O,X,O,O
OLZJSIT,O,X,O,O
OLZSTIJ,O,O,O,O
OLZSTJI,O,O,O,O
OLZSITJ,O,O,O,O
OLZSIJT,O,X,O,O
OLZSJTI,O,X,O,O
OLZSJIT,O,X,O,O
OJTILSZ,O,O,X,X
OJTILZS,O,O,X,X
OJTISLZ,O,O,X,X
OJTISZL,O,O,X,X
OJTIZLS,X,O,X,X
OJTIZSL,O,O,X,X
OJTLISZ,O,O,X,X
OJTLIZS,O,O,X,X
OJTLSIZ,O,O,X,X
OJTLSZI,O,O,X,X
OJTLZIS,O,O,X,X
OJTLZSI,O,O,X,X
OJTSILZ,O,O,X,X
OJTSIZL,O,O,X,X
OJTSLIZ,O,O,X,X
OJTSLZI,O,O,X,X
OJTSZIL,O,O,X,X
OJTSZLI,O,O,X,X
OJTZILS,X,O,X,X
OJTZISL,O,O,X,X
OJTZLIS,O,O,X,X
OJTZLSI,O,O,X,X
OJTZSIL,O,O,X,X
OJTZSLI,O,O,X,X
OJITLSZ,O,O,X,X
OJITLZS,O,O,X,X
OJITSLZ,O,O,X,X
OJITSZL,O,O,X,X
OJITZLS,X,O,X,X
OJITZSL,O,O,X,X
OJILTSZ,X,O,X,X
OJILTZS,X,O,X,X
OJILSTZ,X,O,X,X
OJILSZT,X,X,X,O
OJILZTS,X,X,X,O
OJILZST,X,X,X,O
OJISTLZ,O,O,X,X
OJISTZL,O,O,X,X
OJISLTZ,X,O,X,X
OJISLZT,X,X,X,O
OJISZTL,O,X,X,X
OJISZLT,O,X,O,X
OJIZTLS,O,X,X,X
OJIZTSL,O,X,X,X
OJIZLTS,O,X,O,X
OJIZLST,O,X,O,X
OJIZSTL,O,X,X,X
OJIZSLT,O,X,O,X
OJLTISZ,X,O,X,X
OJLTIZS,X,O,X,X
OJLTSIZ,X,O,X,X
OJLTSZI,X,O,X,X
OJLTZIS,X,O,X,X
OJLTZSI,X,O,X,X
OJLITSZ,X,O,X,X
OJLITZS,X,O,X,X
OJLISTZ,X,O,X,X
OJLISZT,X,X,X,O
OJLIZTS,X,X,X,O
OJLIZST,X,X,X,O
OJLSTIZ,X,O,X,X
OJLSTZI,X,O,X,X
OJLSITZ,X,O,X,X
OJLSIZT,X,X,X,O
OJLSZTI,X,X,O,O
OJLSZIT,X,X,O,O
OJLZTIS,X,X,O,O
OJLZTSI,X,X,O,O
OJLZITS,X,X,O,O
OJLZIST,X,X,O,O
OJLZSTI,X,X,O,O
OJLZSIT,X,X,O,O
OJSTILZ,O,O,X,X
OJSTIZL,O,O,X,X
OJSTLIZ,O,O,X,X
OJSTLZI,O,O,X,X
OJSTZIL,O,O,X,X
OJSTZLI,O,O,X,X
OJSITLZ,O,O,X,X
OJSITZL,O,O,X,X
OJSILTZ,X,O,X,X
OJSILZT,X,X,X,O
OJSIZTL,O,X,X,X
OJSIZLT,O,X,O,X
OJSLTIZ,X,O,X,X
OJSLTZI,X,O,X,X
OJSLITZ,X,O,X,X
OJSLIZT,X,X,X,O
OJSLZTI,X,X,O,O
OJSLZIT,X,X,O,O
OJSZTIL,O,X,X,X
OJSZTLI,O,X,X,X
OJSZITL,O,X,X,X
OJSZILT,O,X,O,X
OJSZLTI,O,X,O,O
OJSZLIT,O,X,O,O
OJZTILS,O,X,X,X
OJZTISL,O,X,X,X
OJZTLIS,O,X,X,X
OJZTLSI,O,X,X,X
OJZTSIL,O,X,X,X
OJZTSLI,O,X,X,X
OJZITLS,O,X,X,X
OJZITSL,O,X,X,X
OJZILTS,O,X,O,X
OJZILST,O,X,O,X
OJZISTL,O,X,X,X
OJZISLT,O,X,O,X
OJZLTIS,O,X,O,O
OJZLTSI,O,X,O,O
OJZLITS,O,X,O,O
OJZLIST,O,X,O,O
OJZLSTI,O,X,O,O
OJZLSIT,O,X,O,O
OJZSTIL,O,X,X,X
OJZSTLI,O,X,X,X
OJZSITL,O,X,X,X
OJZSILT,O,X,O,X
OJZSLTI,O,X,O,O
OJZSLIT,O,X,O,O
OSTILJZ,O,O,X,X
OSTILZJ,O,O,X,O
OSTIJLZ,O,O,X,X
OSTIJZL,O,O,X,X
OSTIZLJ,O,O,O,X
OSTIZJL,O,O,X,X
OSTLIJZ,O,O,X,X
OSTLIZJ,O,O,X,O
OSTLJIZ,O,O,X,X
OSTLJZI,O,O,X,X
OSTLZIJ,O,O,O,O
OSTLZJI,O,O,O,O
OSTJILZ,O,O,X,X
OSTJIZL,O,O,X,X
OSTJLIZ,O,O,X,X
OSTJLZI,O,O,X,X
OSTJZIL,O,O,X,X
OSTJZLI,O,O,X,X
OSTZILJ,O,O,O,X
OSTZIJL,O,O,X,X
OSTZLIJ,O,O,O,O
OSTZLJI,O,O,O,O
OSTZJIL,O,O,X,X
OSTZJLI,O,O,X,X
OSITLJZ,O,O,X,X
OSITLZJ,O,O,X,O
OSITJLZ,O,O,X,X
OSITJZL,O,O,X,X
OSITZLJ,O,O,O,X
OSITZJL,O,O,X,X
OSILTJZ,O,O,X,X
OSILTZJ,O,O,X,O
OSILJTZ,X,O,X,X
OSILJZT,X,X,X,O
OSILZTJ,O,O,O,O
OSILZJT,O,X,O,O
OSIJTLZ,O,O,X,X
OSIJTZL,O,O,X,X
OSIJLTZ,X,O,X,X
OSIJLZT,X,X,X,O
OSIJZTL,O,X,X,X
OSIJZLT,O,X,O,X
OSIZTLJ,O,O,O,X
OSIZTJL,O,O,X,X
OSIZLTJ,O,O,O,O
OSIZLJT,O,X,O,O
OSIZJTL,O,X,X,X
OSIZJLT,O,X,O,X
OSLTIJZ,O,O,X,X
OSLTIZJ,O,O,X,O
OSLTJIZ,O,O,X,X
OSLTJZI,O,O,X,X
OSLTZIJ,O,O,O,O
OSLTZJI,O,O,O,O
OSLITJZ,O,O,X,X
OSLITZJ,O,O,X,O
OSLIJTZ,X,O,X,X
OSLIJZT,X,X,X,O
OSLIZTJ,O,O,O,O
OSLIZJT,O,X,O,O
OSLJTIZ,X,O,X,X
OSLJTZI,X,O,X,X
OSLJITZ,X,O,X,X
OSLJIZT,X,X,X,O
OSLJZTI,X,X,O,O
OSLJZIT,X,X,O,O
OSLZTIJ,O,O,O,O
OSLZTJI,O,O,O,O
OSLZITJ,O,O,O,O
OSLZIJT,O,X,O,O
OSLZJTI,O,X,O,O
OSLZJIT,O,X,O,O
OSJTILZ,O,O,X,X
OSJTIZL,O,O,X,X
OSJTLIZ,O,O,X,X
OSJTLZI,O,O,X,X
OSJTZIL,O,O,X,X
OSJTZLI,O,O,X,X
OSJITLZ,O,O,X,X
OSJITZL,O,O,X,X
OSJILTZ,X,O,X,X
OSJILZT,X,X,X,O
OSJIZTL,O,X,X,X
OSJIZLT,O,X,O,X
OSJLTIZ,X,O,X,X
OSJLTZI,X,O,X,X
OSJLITZ,X,O,X,X
OSJLIZT,X,X,X,O
OSJLZTI,X,X,O,O
OSJLZIT,X,X,O,O
OSJZTIL,O,X,X,X
OSJZTLI,O,X,X,X
OSJZITL,O,X,X,X
OSJZILT,O,X,O,X
OSJZLTI,O,X,O,O
OSJZLIT,O,X,O,O
OSZTILJ,O,O,O,X
OSZTIJL,O,O,X,X
OSZTLIJ,O,O,O,O
OSZTLJI,O,O,O,O
OSZTJIL,O,O,X,X
OSZTJLI,O,O,X,X
OSZITLJ,O,O,O,X
OSZITJL,O,O,X,X
OSZILTJ,O,O,O,O
OSZILJT,O,X,O,O
OSZIJTL,O,X,X,X
OSZIJLT,O,X,O,X
OSZLTIJ,O,O,O,O
OSZLTJI,O,O,O,O
OSZLITJ,O,O,O,O
OSZLIJT,O,X,O,O
OSZLJTI,O,X,O,O
OSZLJIT,O,X,O,O
OSZJTIL,O,X,X,X
OSZJTLI,O,X,X,X
OSZJITL,O,X,X,X
OSZJILT,O,X,O,X
OSZJLTI,O,X,O,O
OSZJLIT,O,X,O,O
OZTILJS,O,O,O,X
OZTILSJ,O,O,O,X
OZTIJLS,O,O,X,X
OZTIJSL,O,O,X,X
OZTISLJ,O,O,O,X
OZTISJL,O,O,X,X
OZTLIJS,O,O,O,O
OZTLISJ,O,O,O,O
OZTLJIS,O,O,O,O
OZTLJSI,O,O,O,O
OZTLSIJ,O,O,O,O
OZTLSJI,O,O,O,O
OZTJILS,O,O,X,X
OZTJISL,O,O,X,X
OZTJLIS,O,O,X,X
OZTJLSI,O,O,X,X
OZTJSIL,O,O,X,X
OZTJSLI,O,O,X,X
OZTSILJ,O,O,O,X
OZTSIJL,O,O,X,X
OZTSLIJ,O,O,O,O
OZTSLJI,O,O,O,O
OZTSJIL,O,O,X,X
OZTSJLI,O,O,X,X
OZITLJS,O,O,O,X
OZITLSJ,O,O,O,X
OZITJLS,O,O,X,X
OZITJSL,O,O,X,X
OZITSLJ,O,O,O,X
OZITSJL,O,O,X,X
OZILTJS,O,O,O,O
OZILTSJ,O,O,O,O
OZILJTS,O,X,O,O
OZILJST,O,X,O,O
OZILSTJ,O,O,O,O
OZILSJT,O,X,O,O
OZIJTLS,O,X,X,X
OZIJTSL,O,X,X,X
OZIJLTS,O,X,O,X
OZIJLST,O,X,O,X
OZIJSTL,O,X,X,X
OZIJSLT,O,X,O,X
OZISTLJ,O,O,O,X
OZISTJL,O,O,X,X
OZISLTJ,O,O,O,O
OZISLJT,O,X,O,O
OZISJTL,O,X,X,X
OZISJLT,O,X,O,X
OZLTIJS,O,O,O,O
OZLTISJ,O,O,O,O
OZLTJIS,O,O,O,O
OZLTJSI,O,O,O,O
OZLTSIJ,O,O,O,O
OZLTSJI,O,O,O,O
OZLITJS,O,O,O,O
OZLITSJ,O,O,O,O
OZLIJTS,O,X,O,O
OZLIJST,O,X,O,O
OZLISTJ,O,O,O,O
OZLISJT,O,X,O,O
OZLJTIS,O,X,O,O
OZLJTSI,O,X,O,O
OZLJITS,O,X,O,O
OZLJIST,O,X,O,O
OZLJSTI,O,X,O,O
OZLJSIT,O,X,O,O
OZLSTIJ,O,O,O,O
OZLSTJI,O,O,O,O
OZLSITJ,O,O,O,O
OZLSIJT,O,X,O,O
OZLSJTI,O,X,O,O
OZLSJIT,O,X,O,O
OZJTILS,O,X,X,X
OZJTISL,O,X,X,X
OZJTLIS,O,X,X,X
OZJTLSI,O,X,X,X
OZJTSIL,O,X,X,X
OZJTSLI,O,X,X,X
OZJITLS,O,X,X,X
OZJITSL,O,X,X,X
OZJILTS,O,X,O,X
OZJILST,O,X,O,X
OZJISTL,O,X,X,X
OZJISLT,O,X,O,X
OZJLTIS,O,X,O,O
OZJLTSI,O,X,O,O
OZJLITS,O,X,O,O
OZJLIST,O,X,O,O
OZJLSTI,O,X,O,O
OZJLSIT,O,X,O,O
OZJSTIL,O,X,X,X
OZJSTLI,O,X,X,X
OZJSITL,O,X,X,X
OZJSILT,O,X,O,X
OZJSLTI,O,X,O,O
OZJSLIT,O,X,O,O
OZSTILJ,O,O,O,X
OZSTIJL,O,O,X,X
OZSTLIJ,O,O,O,O
OZSTLJI,O,O,O,O
OZSTJIL,O,O,X,X
OZSTJLI,O,O,X,X
OZSITLJ,O,O,O,X
OZSITJL,O,O,X,X
OZSILTJ,O,O,O,O
OZSILJT,O,X,O,O
OZSIJTL,O,X,X,X
OZSIJLT,O,X,O,X
OZSLTIJ,O,O,O,O
OZSLTJI,O,O,O,O
OZSLITJ,O,O,O,O
OZSLIJT,O,X,O,O
OZSLJTI,O,X,O,O
OZSLJIT,O,X,O,O
OZSJTIL,O,X,X,X
OZSJTLI,O,X,X,X
OZSJITL,O,X,X,X
OZSJILT,O,X,O,X
OZSJLTI,O,X,O,O
OZSJLIT,O,X,O,O
