sequence,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFXcBFiB8nB6rBOs?BzqB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFXcBTdBcmBynBWw?BFsB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFXdBamBziB0hBWw?BFsB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFTdBFhB8nBasBGr?BXrB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFFhBXiB8nB6rBOs?BzqB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFeiBfjBFhBcsB6r?BzqB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFTdBFhB8nBSrBes?BXrB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFKiBfjBFhBWsBzq?B0rB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFeiBfjBFhBcsBCr?BTrB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhF6hB0dB2nBVrBXs?BzqB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhF0dB3hBlnBuqBTm?BywB
SIOZTLJ,O,X,X,X,O,X,X,X,X,X,X
SIOZTJL,X,X,X,X,O,O,X,X,X,X,X
SIOZLTJ,O,X,X,X,O,X,X,X,X,X,X
SIOZLJT,O,X,X,X,X,O,X,X,O,X,X
SIOZJTL,X,X,X,X,O,O,X,O,O,X,X
SIOZJLT,O,X,X,X,X,O,X,O,O,X,X
SLTIJZO,X,X,X,X,X,X,X,X,X,O,O
SLTIJOZ,X,X,X,X,X,X,X,X,X,O,O
SLTIZJO,O,O,X,X,X,X,X,X,O,O,O
SLTIZOJ,O,O,X,O,X,X,X,X,X,X,X
SLTIOJZ,X,X,O,X,X,X,X,X,X,O,X
SLTIOZJ,X,O,O,X,X,X,X,X,X,X,X
SLTJIZO,X,X,X,X,X,X,X,X,X,O,O
SLTJIOZ,X,X,X,X,X,X,X,X,X,O,O
SLTJZIO,X,X,X,X,X,X,X,X,X,O,O
SLTJZOI,X,X,X,X,X,X,X,X,X,O,O
SLTJOIZ,X,X,X,X,X,X,X,X,X,O,O
SLTJOZI,X,X,X,X,X,X,X,X,X,O,O
SLTZIJO,O,O,X,X,X,X,X,X,O,O,O
SLTZIOJ,O,O,X,O,X,X,X,X,X,X,X
SLTZJIO,O,O,X,X,X,X,X,X,O,O,O
SLTZJOI,O,O,X,X,X,X,X,X,O,O,O
SLTZOIJ,O,O,X,O,X,X,X,X,X,X,X
SLTZOJI,O,O,X,O,X,X,X,X,X,X,O
SLTOIJZ,X,X,O,X,X,X,X,X,X,O,X
SLTOIZJ,X,O,O,X,X,X,X,X,X,X,X
SLTOJIZ,X,X,O,X,X,X,X,X,X,O,O
SLTOJZI,X,X,O,X,X,X,X,X,X,O,O
SLTOZIJ,X,O,O,X,X,X,X,X,X,X,X
SLTOZJI,X,O,O,X,X,X,X,X,X,X,O
SLITJZO,X,X,X,X,X,X,X,X,X,O,X
SLITJOZ,X,X,X,X,X,X,X,X,X,O,X
SLITZJO,O,O,X,X,X,X,X,X,O,O,X
SLITZOJ,O,O,X,O,X,X,X,X,X,X,X
SLITOJZ,X,X,O,X,X,X,X,X,X,O,X
SLITOZJ,X,O,O,X,X,X,X,X,X,X,X
SLIJTZO,X,O,X,O,X,X,X,X,X,O,X
SLIJTOZ,X,O,O,X,X,X,X,X,X,O,X
SLIJZTO,O,O,X,O,X,X,X,X,O,O,X
SLIJZOT,X,O,X,O,X,X,X,X,O,X,X
SLIJOTZ,X,O,O,X,X,X,X,X,X,X,X
SLIJOZT,X,O,O,X,X,X,X,X,X,X,X
SLIZTJO,O,X,X,X,X,X,X,X,O,X,X
SLIZTOJ,O,X,X,O,X,X,X,X,X,X,X
SLIZJTO,O,X,X,O,X,O,X,X,O,X,X
SLIZJOT,X,X,X,O,X,X,X,X,O,X,X
SLIZOTJ,O,X,X,O,X,X,X,X,X,X,X
SLIZOJT,X,X,X,O,X,O,X,X,O,X,X
SLIOTJZ,X,X,O,X,X,X,X,X,X,X,X
SLIOTZJ,O,O,O,X,X,X,X,X,X,X,X
SLIOJTZ,X,O,O,X,X,X,X,O,X,X,X
SLIOJZT,O,O,O,X,X,X,X,O,X,X,X
SLIOZTJ,O,X,O,X,X,X,X,X,X,X,X
SLIOZJT,O,X,O,X,X,O,X,X,O,X,X
SLJTIZO,X,O,X,O,X,X,X,X,X,O,X
SLJTIOZ,X,O,O,X,X,X,X,O,X,O,X
SLJTZIO,X,O,X,O,X,X,X,X,X,O,X
SLJTZOI,X,O,X,O,X,X,X,O,X,O,X
SLJTOIZ,X,O,O,X,X,X,X,O,X,O,X
SLJTOZI,X,O,O,X,X,X,X,O,X,O,X
SLJITZO,X,O,X,O,X,X,X,X,X,O,X
SLJITOZ,X,O,O,X,X,X,X,O,X,O,X
SLJIZTO,O,O,X,O,X,X,X,X,O,O,X
SLJIZOT,X,O,X,O,X,X,X,X,O,X,X
SLJIOTZ,X,O,O,X,X,X,X,X,X,X,X
SLJIOZT,X,O,O,X,X,X,X,X,X,X,X
SLJZTIO,O,O,X,O,X,X,X,X,O,O,X
SLJZTOI,O,O,X,O,X,X,X,O,O,O,X
SLJZITO,O,O,X,O,X,X,X,X,O,O,X
SLJZIOT,X,O,X,O,X,X,X,X,O,X,X
SLJZOTI,X,O,X,O,X,X,X,X,O,X,X
SLJZOIT,X,O,X,O,X,X,X,X,O,X,X
SLJOTIZ,X,O,O,X,X,X,X,O,X,X,X
SLJOTZI,X,O,O,X,X,X,X,O,X,X,X
SLJOITZ,X,O,O,X,X,X,X,X,X,X,X
SLJOIZT,X,O,O,X,X,X,X,X,X,X,X
SLJOZTI,X,O,O,X,X,X,X,X,X,X,X
SLJOZIT,X,O,O,X,X,X,X,X,X,X,X
SLZTIJO,O,X,X,X,X,X,X,X,O,X,X
SLZTIOJ,O,X,X,O,X,X,X,X,X,X,X
SLZTJIO,O,X,X,X,X,X,X,X,O,X,X
SLZTJOI,O,X,X,X,X,X,X,X,O,X,X
SLZTOIJ,O,X,X,O,X,X,X,X,X,X,X
SLZTOJI,O,X,X,O,X,X,X,X,X,X,X
SLZITJO,O,X,X,X,X,X,X,X,O,X,X
SLZITOJ,O,X,X,O,X,X,X,X,X,X,X
SLZIJTO,O,X,X,O,X,O,X,X,O,X,X
SLZIJOT,X,X,X,O,X,X,X,X,O,X,X
SLZIOTJ,O,X,X,O,X,X,X,X,X,X,X
SLZIOJT,X,X,X,O,X,O,X,X,O,X,X
SLZJTIO,O,X,X,O,X,O,X,X,O,X,X
SLZJTOI,O,X,X,O,X,O,X,X,O,X,X
SLZJITO,O,X,X,O,X,O,X,X,O,X,X
SLZJIOT,X,X,X,O,X,X,X,X,O,X,X
SLZJOTI,X,X,X,O,X,X,X,X,O,X,X
SLZJOIT,X,X,X,O,X,X,X,X,O,X,X
SLZOTIJ,O,X,X,O,X,X,X,X,X,X,X
SLZOTJI,O,X,X,O,X,X,X,X,X,X,X
SLZOITJ,O,X,X,O,X,X,X,X,X,X,X
SLZOIJT,X,X,X,O,X,O,X,X,O,X,X
SLZOJTI,X,X,X,O,X,O,X,X,O,X,X
SLZOJIT,X,X,X,O,X,O,X,X,O,X,X
SLOTIJZ,X,X,O,X,X,X,X,X,X,X,X
SLOTIZJ,O,O,O,X,X,X,X,X,X,X,X
SLOTJIZ,X,X,O,X,X,X,X,X,X,X,X
SLOTJZI,X,X,O,X,X,X,X,X,X,X,X
SLOTZIJ,O,O,O,X,X,X,X,X,X,X,X
SLOTZJI,O,O,O,X,X,X,X,X,X,X,X
SLOITJZ,X,X,O,X,X,X,X,X,X,X,X
SLOITZJ,O,O,O,X,X,X,X,X,X,X,X
SLOIJTZ,X,O,O,X,X,X,X,O,X,X,X
SLOIJZT,O,O,O,X,X,X,X,O,X,X,X
SLOIZTJ,O,X,O,X,X,X,X,X,X,X,X
SLOIZJT,O,X,O,X,X,O,X,X,O,X,X
SLOJTIZ,X,O,O,X,X,X,X,O,X,X,X
SLOJTZI,X,O,O,X,X,X,X,O,X,X,X
SLOJITZ,X,O,O,X,X,X,X,O,X,X,X
SLOJIZT,O,O,O,X,X,X,X,O,X,X,X
SLOJZTI,O,O,O,X,X,X,X,O,X,X,X
SLOJZIT,O,O,O,X,X,X,X,O,X,X,X
SLOZTIJ,O,X,O,X,X,X,X,X,X,X,X
SLOZTJI,O,X,X,X,X,X,X,X,X,X,X
SLOZITJ,O,X,O,X,X,X,X,X,X,X,X
SLOZIJT,O,X,O,X,X,O,X,X,O,X,X
SLOZJTI,O,X,X,X,X,O,X,X,O,X,X
SLOZJIT,O,X,O,X,X,O,X,X,O,X,X
SJTILZO,X,O,X,X,X,X,X,X,X,O,X
SJTILOZ,X,O,X,X,X,X,X,O,X,O,X
SJTIZLO,X,O,X,X,X,X,X,X,X,O,X
SJTIZOL,X,O,X,X,X,X,O,X,X,O,X
SJTIOLZ,X,X,X,X,X,X,X,X,X,O,X
SJTIOZL,X,X,X,X,X,X,X,X,X,O,X
SJTLIZO,X,O,X,X,X,X,X,X,X,O,X
SJTLIOZ,X,O,O,X,X,X,X,O,X,O,X
SJTLZIO,X,O,X,X,X,X,X,X,X,O,X
SJTLZOI,X,O,X,X,X,X,X,O,X,O,X
SJTLOIZ,X,O,O,X,X,X,X,O,X,O,X
SJTLOZI,X,O,O,X,X,X,X,O,X,O,X
SJTZILO,X,O,X,X,X,X,X,X,X,O,X
SJTZIOL,X,O,X,X,X,X,O,X,X,O,X
SJTZLIO,X,O,X,X,X,X,X,X,X,O,X
SJTZLOI,X,O,X,X,X,X,X,O,X,O,X
SJTZOIL,X,O,X,X,X,X,O,X,X,O,X
SJTZOLI,X,O,X,X,X,X,O,X,X,O,X
SJTOILZ,X,X,O,X,X,X,X,X,X,O,X
SJTOIZL,X,X,X,X,X,X,X,X,X,O,X
SJTOLIZ,X,X,O,X,X,X,X,O,X,O,X
SJTOLZI,X,X,O,X,X,X,X,O,X,O,X
SJTOZIL,X,X,X,X,X,X,X,X,X,O,X
SJTOZLI,X,X,O,X,X,X,X,X,X,O,X
SJITLZO,X,O,X,X,X,X,X,X,X,O,X
SJITLOZ,X,O,X,X,X,X,X,O,X,O,X
SJITZLO,X,O,X,X,X,X,X,X,X,O,X
SJITZOL,X,O,X,X,X,X,O,X,X,O,X
SJITOLZ,X,X,X,X,X,X,X,X,X,O,X
SJITOZL,X,X,X,X,X,X,X,X,X,O,X
SJILTZO,X,O,X,O,X,X,O,X,X,O,X
SJILTOZ,X,O,O,X,X,X,X,O,X,O,X
SJILZTO,O,O,X,O,X,X,O,X,O,O,X
SJILZOT,X,O,X,O,X,X,O,X,O,X,X
SJILOTZ,X,O,O,X,X,X,X,X,X,X,X
SJILOZT,X,O,O,X,X,X,X,X,X,X,X
SJIZTLO,X,O,X,X,X,O,X,X,O,O,X
SJIZTOL,X,O,X,X,X,O,O,X,O,O,X
SJIZLTO,O,O,X,O,X,O,O,X,O,O,X
SJIZLOT,X,O,X,O,X,X,O,X,O,X,X
SJIZOTL,X,O,X,X,X,O,O,X,O,O,X
SJIZOLT,X,O,X,X,X,O,O,X,O,X,X
SJIOTLZ,X,X,X,X,X,X,X,O,X,O,X
SJIOTZL,X,X,X,X,X,X,X,O,X,O,X
SJIOLTZ,X,X,O,X,X,X,X,O,X,X,X
SJIOLZT,O,X,O,X,X,X,X,O,X,X,X
SJIOZTL,X,O,X,X,X,O,X,O,X,O,X
SJIOZLT,O,O,X,X,X,O,X,O,X,X,X
SJLTIZO,X,O,X,O,X,X,O,X,X,O,X
SJLTIOZ,X,O,O,X,X,X,X,O,X,O,X
SJLTZIO,X,O,X,O,X,X,O,X,X,O,X
SJLTZOI,X,O,X,O,X,X,O,O,X,O,X
SJLTOIZ,X,O,O,X,X,X,X,O,X,O,X
SJLTOZI,X,O,O,X,X,X,X,O,X,O,X
SJLITZO,X,O,X,O,X,X,O,X,X,O,X
SJLITOZ,X,O,O,X,X,X,X,O,X,O,X
SJLIZTO,O,O,X,O,X,X,O,X,O,O,X
SJLIZOT,X,O,X,O,X,X,O,X,O,X,X
SJLIOTZ,X,O,O,X,X,X,X,X,X,X,X
SJLIOZT,X,O,O,X,X,X,X,X,X,X,X
SJLZTIO,O,O,X,O,X,X,O,X,O,O,X
SJLZTOI,O,O,X,O,X,X,O,O,O,O,X
SJLZITO,O,O,X,O,X,X,O,X,O,O,X
SJLZIOT,X,O,X,O,X,X,O,X,O,X,X
SJLZOTI,X,O,X,O,X,X,O,X,O,X,X
SJLZOIT,X,O,X,O,X,X,O,X,O,X,X
SJLOTIZ,X,O,O,X,X,X,X,O,X,X,X
SJLOTZI,X,O,O,X,X,X,X,O,X,X,X
SJLOITZ,X,O,O,X,X,X,X,X,X,X,X
SJLOIZT,X,O,O,X,X,X,X,X,X,X,X
SJLOZTI,X,O,O,X,X,X,X,X,X,X,X
SJLOZIT,X,O,O,X,X,X,X,X,X,X,X
SJZTILO,X,O,X,X,X,O,X,X,O,O,X
SJZTIOL,X,O,X,X,X,O,O,X,O,O,X
SJZTLIO,X,O,X,X,X,O,X,X,O,O,X
SJZTLOI,X,O,X,X,X,O,X,O,O,O,X
SJZTOIL,X,O,X,X,X,O,O,X,O,O,X
SJZTOLI,X,O,X,X,X,O,O,X,O,O,X
SJZITLO,X,O,X,X,X,O,X,X,O,O,X
SJZITOL,X,O,X,X,X,O,O,X,O,O,X
SJZILTO,O,O,X,O,X,O,O,X,O,O,X
SJZILOT,X,O,X,O,X,X,O,X,O,X,X
SJZIOTL,X,O,X,X,X,O,O,X,O,O,X
SJZIOLT,X,O,X,X,X,O,O,X,O,X,X
SJZLTIO,O,O,X,O,X,O,O,X,O,O,X
SJZLTOI,O,O,X,O,X,O,O,O,O,O,X
SJZLITO,O,O,X,O,X,O,O,X,O,O,X
SJZLIOT,X,O,X,O,X,X,O,X,O,X,X
SJZLOTI,X,O,X,O,X,X,O,X,O,X,X
SJZLOIT,X,O,X,O,X,X,O,X,O,X,X
SJZOTIL,X,O,X,X,X,O,O,X,O,O,X
SJZOTLI,X,O,X,X,X,O,O,X,O,O,X
SJZOITL,X,O,X,X,X,O,O,X,O,O,X
SJZOILT,X,O,X,X,X,O,O,X,O,X,X
SJZOLTI,X,O,X,X,X,O,O,X,O,X,X
SJZOLIT,X,O,X,X,X,O,O,X,O,X,X
SJOTILZ,X,X,O,X,X,X,X,O,X,O,X
SJOTIZL,X,X,X,X,X,X,X,O,X,O,X
SJOTLIZ,X,X,O,X,X,X,X,O,X,O,X
SJOTLZI,X,X,O,X,X,X,X,O,X,O,X
SJOTZIL,X,X,X,X,X,X,X,O,X,O,X
SJOTZLI,X,X,O,X,X,X,X,O,X,O,X
SJOITLZ,X,X,X,X,X,X,X,O,X,O,X
SJOITZL,X,X,X,X,X,X,X,O,X,O,X
SJOILTZ,X,X,O,X,X,X,X,O,X,X,X
SJOILZT,O,X,O,X,X,X,X,O,X,X,X
SJOIZTL,X,O,X,X,X,O,X,O,X,O,X
SJOIZLT,O,O,X,X,X,O,X,O,X,X,X
SJOLTIZ,X,X,O,X,X,X,X,O,X,X,X
SJOLTZI,X,X,O,X,X,X,X,O,X,X,X
SJOLITZ,X,X,O,X,X,X,X,O,X,X,X
SJOLIZT,O,X,O,X,X,X,X,O,X,X,X
SJOLZTI,O,X,O,X,X,X,X,O,X,X,X
SJOLZIT,O,X,O,X,X,X,X,O,X,X,X
SJOZTIL,X,O,X,X,X,O,X,O,X,O,X
SJOZTLI,X,O,X,X,X,O,X,O,X,O,X
SJOZITL,X,O,X,X,X,O,X,O,X,O,X
SJOZILT,O,O,X,X,X,O,X,O,X,X,X
SJOZLTI,O,O,O,X,X,O,X,O,X,X,X
SJOZLIT,O,O,O,X,X,O,X,O,X,X,X
SZTILJO,O,X,X,X,O,X,X,X,O,O,X
SZTILOJ,O,X,X,X,O,X,X,X,X,X,X
SZTIJLO,X,X,X,X,O,O,X,X,O,O,X
SZTIJOL,X,X,X,X,O,O,O,X,O,O,X
SZTIOLJ,X,X,X,O,O,X,X,X,X,X,X
SZTIOJL,X,X,X,X,O,O,X,X,X,X,X
SZTLIJO,O,X,X,X,O,X,X,X,O,O,X
SZTLIOJ,O,X,X,X,O,X,X,X,X,X,X
SZTLJIO,O,X,X,X,O,X,X,X,O,O,X
SZTLJOI,O,X,X,X,O,X,X,X,O,O,X
SZTLOIJ,O,X,X,X,O,X,X,X,X,X,X
SZTLOJI,O,X,X,X,O,X,X,X,X,X,X
SZTJILO,X,X,X,X,O,O,X,X,O,O,X
SZTJIOL,X,X,X,X,O,O,O,X,O,O,X
SZTJLIO,X,X,X,X,O,O,X,X,O,O,X
SZTJLOI,X,X,X,X,O,O,X,X,O,O,X
SZTJOIL,X,X,X,X,O,O,O,X,O,O,X
SZTJOLI,X,X,X,X,O,O,O,X,O,O,X
SZTOILJ,X,X,X,O,O,X,X,X,X,X,X
SZTOIJL,X,X,X,X,O,O,X,X,X,X,X
SZTOLIJ,X,X,X,O,O,X,X,X,X,X,X
SZTOLJI,X,X,X,O,O,X,X,X,X,X,X
SZTOJIL,X,X,X,X,O,O,X,X,X,X,X
SZTOJLI,X,X,X,X,O,O,X,X,X,X,X
SZITLJO,O,X,X,X,O,X,X,X,O,O,X
SZITLOJ,O,X,X,X,O,X,X,X,X,X,X
SZITJLO,X,X,X,X,O,O,X,X,O,O,X
SZITJOL,X,X,X,X,O,O,O,X,O,O,X
SZITOLJ,X,X,X,O,O,X,X,X,X,X,X
SZITOJL,X,X,X,X,O,O,X,X,X,X,X
SZILTJO,O,X,X,X,O,X,X,X,O,X,X
SZILTOJ,O,X,X,O,O,X,X,X,X,X,X
SZILJTO,O,X,X,O,X,O,X,X,O,X,X
SZILJOT,X,X,X,O,X,X,X,X,O,X,X
SZILOTJ,O,X,X,O,X,X,X,X,X,X,X
SZILOJT,X,X,X,O,X,O,X,X,O,X,X
SZIJTLO,X,O,X,X,O,O,X,X,O,O,X
SZIJTOL,X,O,X,X,O,O,O,X,O,O,X
SZIJLTO,O,O,X,O,X,O,O,X,O,O,X
SZIJLOT,X,O,X,O,X,X,O,X,O,X,X
SZIJOTL,X,O,X,X,X,O,O,X,O,O,X
SZIJOLT,X,O,X,X,X,O,O,X,O,X,X
SZIOTLJ,O,X,X,O,O,X,X,X,X,X,X
SZIOTJL,X,X,X,X,O,O,X,X,X,X,X
SZIOLTJ,O,X,X,O,O,X,X,X,X,X,X
SZIOLJT,O,X,X,O,X,O,X,X,O,X,X
SZIOJTL,X,X,X,X,O,O,O,O,O,X,X
SZIOJLT,O,X,X,X,X,O,O,O,O,X,X
SZLTIJO,O,X,X,X,O,X,X,X,O,X,X
SZLTIOJ,O,X,X,O,O,X,X,X,X,X,X
SZLTJIO,O,X,X,X,O,X,X,X,O,X,X
SZLTJOI,O,X,X,X,O,X,X,X,O,X,X
SZLTOIJ,O,X,X,O,O,X,X,X,X,X,X
SZLTOJI,O,X,X,O,O,X,X,X,X,X,X
SZLITJO,O,X,X,X,O,X,X,X,O,X,X
SZLITOJ,O,X,X,O,O,X,X,X,X,X,X
SZLIJTO,O,X,X,O,X,O,X,X,O,X,X
SZLIJOT,X,X,X,O,X,X,X,X,O,X,X
SZLIOTJ,O,X,X,O,X,X,X,X,X,X,X
SZLIOJT,X,X,X,O,X,O,X,X,O,X,X
SZLJTIO,O,X,X,O,X,O,X,X,O,X,X
SZLJTOI,O,X,X,O,X,O,X,X,O,X,X
SZLJITO,O,X,X,O,X,O,X,X,O,X,X
SZLJIOT,X,X,X,O,X,X,X,X,O,X,X
SZLJOTI,X,X,X,O,X,X,X,X,O,X,X
SZLJOIT,X,X,X,O,X,X,X,X,O,X,X
SZLOTIJ,O,X,X,O,X,X,X,X,X,X,X
SZLOTJI,O,X,X,O,X,X,X,X,X,X,X
SZLOITJ,O,X,X,O,X,X,X,X,X,X,X
SZLOIJT,X,X,X,O,X,O,X,X,O,X,X
SZLOJTI,X,X,X,O,X,O,X,X,O,X,X
SZLOJIT,X,X,X,O,X,O,X,X,O,X,X
SZJTILO,X,O,X,X,O,O,X,X,O,O,X
SZJTIOL,X,O,X,X,O,O,O,X,O,O,X
SZJTLIO,X,O,X,X,O,O,X,X,O,O,X
SZJTLOI,X,O,X,X,O,O,X,O,O,O,X
SZJTOIL,X,O,X,X,O,O,O,X,O,O,X
SZJTOLI,X,O,X,X,O,O,O,X,O,O,X
SZJITLO,X,O,X,X,O,O,X,X,O,O,X
SZJITOL,X,O,X,X,O,O,O,X,O,O,X
SZJILTO,O,O,X,O,X,O,O,X,O,O,X
SZJILOT,X,O,X,O,X,X,O,X,O,X,X
SZJIOTL,X,O,X,X,X,O,O,X,O,O,X
SZJIOLT,X,O,X,X,X,O,O,X,O,X,X
SZJLTIO,O,O,X,O,X,O,O,X,O,O,X
SZJLTOI,O,O,X,O,X,O,O,O,O,O,X
SZJLITO,O,O,X,O,X,O,O,X,O,O,X
SZJLIOT,X,O,X,O,X,X,O,X,O,X,X
SZJLOTI,X,O,X,O,X,X,O,X,O,X,X
SZJLOIT,X,O,X,O,X,X,O,X,O,X,X
SZJOTIL,X,O,X,X,X,O,O,X,O,O,X
SZJOTLI,X,O,X,X,X,O,O,X,O,O,X
SZJOITL,X,O,X,X,X,O,O,X,O,O,X
SZJOILT,X,O,X,X,X,O,O,X,O,X,X
SZJOLTI,X,O,X,X,X,O,O,X,O,X,X
SZJOLIT,X,O,X,X,X,O,O,X,O,X,X
SZOTILJ,O,X,X,O,O,X,X,X,X,X,X
SZOTIJL,X,X,X,X,O,O,X,X,X,X,X
SZOTLIJ,O,X,X,O,O,X,X,X,X,X,X
SZOTLJI,O,X,X,O,O,X,X,X,X,X,X
SZOTJIL,X,X,X,X,O,O,X,X,X,X,X
SZOTJLI,X,X,X,X,O,O,X,X,X,X,X
SZOITLJ,O,X,X,O,O,X,X,X,X,X,X
SZOITJL,X,X,X,X,O,O,X,X,X,X,X
SZOILTJ,O,X,X,O,O,X,X,X,X,X,X
SZOILJT,O,X,X,O,X,O,X,X,O,X,X
SZOIJTL,X,X,X,X,O,O,O,O,O,X,X
SZOIJLT,O,X,X,X,X,O,O,O,O,X,X
SZOLTIJ,O,X,X,O,O,X,X,X,X,X,X
SZOLTJI,O,X,X,O,O,X,X,X,X,X,X
SZOLITJ,O,X,X,O,O,X,X,X,X,X,X
SZOLIJT,O,X,X,O,X,O,X,X,O,X,X
SZOLJTI,O,X,X,O,X,O,X,X,O,X,X
SZOLJIT,O,X,X,O,X,O,X,X,O,X,X
SZOJTIL,X,X,X,X,O,O,O,O,O,X,X
SZOJTLI,X,X,X,X,O,O,O,O,O,X,X
SZOJITL,X,X,X,X,O,O,O,O,O,X,X
SZOJILT,O,X,X,X,X,O,O,O,O,X,X
SZOJLTI,O,X,X,X,X,O,O,O,O,X,X
SZOJLIT,O,X,X,X,X,O,O,O,O,X,X
SOTILJZ,X,X,O,X,X,X,X,X,X,O,X
SOTILZJ,O,X,O,X,X,X,X,X,X,X,X
SOTIJLZ,X,X,X,X,X,X,X,O,X,O,X
SOTIJZL,X,X,X,X,X,X,X,O,X,O,X
SOTIZLJ,O,X,X,X,O,X,X,X,X,X,X
SOTIZJL,X,X,X,X,O,O,X,X,X,X,X
SOTLIJZ,X,X,O,X,X,X,X,X,X,O,X
SOTLIZJ,O,X,O,X,X,X,X,X,X,X,X
SOTLJIZ,X,X,O,X,X,X,X,X,X,O,X
SOTLJZI,X,X,O,X,X,X,X,X,X,O,X
SOTLZIJ,O,X,O,X,X,X,X,X,X,X,X
SOTLZJI,O,X,O,X,X,X,X,X,X,X,X
SOTJILZ,X,X,X,X,X,X,X,O,X,O,X
SOTJIZL,X,X,X,X,X,X,X,O,X,O,X
SOTJLIZ,X,X,O,X,X,X,X,O,X,O,X
SOTJLZI,X,X,O,X,X,X,X,O,X,O,X
SOTJZIL,X,X,X,X,X,X,X,O,X,O,X
SOTJZLI,X,X,X,X,X,X,X,O,X,O,X
SOTZILJ,O,X,X,X,O,X,X,X,X,X,X
SOTZIJL,X,X,X,X,O,O,X,X,X,X,X
SOTZLIJ,O,X,O,X,O,X,X,X,X,X,X
SOTZLJI,O,X,O,X,O,X,X,X,X,X,X
SOTZJIL,X,X,X,X,O,O,X,X,X,X,X
SOTZJLI,X,X,X,X,O,O,X,X,X,X,X
SOITLJZ,X,X,X,X,X,X,X,X,X,O,X
SOITLZJ,O,X,X,X,X,X,X,X,X,X,X
SOITJLZ,X,X,X,X,X,X,X,O,X,O,X
SOITJZL,X,X,X,X,X,X,X,O,X,O,X
SOITZLJ,O,X,X,X,O,X,X,X,X,X,X
SOITZJL,X,X,X,X,O,O,X,X,X,X,X
SOILTJZ,X,X,O,X,X,X,X,X,X,X,X
SOILTZJ,O,X,O,X,X,X,X,X,X,X,X
SOILJTZ,X,X,O,X,X,X,X,O,X,X,X
SOILJZT,O,X,O,X,X,X,X,O,X,X,X
SOILZTJ,O,X,O,X,X,X,X,X,X,X,X
SOILZJT,O,X,O,X,X,O,X,X,O,X,X
SOIJTLZ,X,X,X,X,X,X,X,O,X,O,X
SOIJTZL,X,X,X,X,X,X,X,O,X,O,X
SOIJLTZ,X,X,O,X,X,X,X,O,X,X,X
SOIJLZT,O,X,O,X,X,X,X,O,X,X,X
SOIJZTL,X,O,X,X,X,O,X,O,X,O,X
SOIJZLT,O,O,X,X,X,O,X,O,X,X,X
SOIZTLJ,O,X,X,X,O,X,X,X,X,X,X
SOIZTJL,X,X,X,X,O,O,X,X,X,X,X
SOIZLTJ,O,X,X,X,O,X,X,X,X,X,X
SOIZLJT,O,X,X,X,X,O,X,X,O,X,X
SOIZJTL,X,X,X,X,O,O,X,O,O,X,X
SOIZJLT,O,X,X,X,X,O,X,O,O,X,X
SOLTIJZ,X,X,O,X,X,X,X,X,X,X,X
SOLTIZJ,O,X,O,X,X,X,X,X,X,X,X
SOLTJIZ,X,X,O,X,X,X,X,X,X,X,X
SOLTJZI,X,X,O,X,X,X,X,X,X,X,X
SOLTZIJ,O,X,O,X,X,X,X,X,X,X,X
SOLTZJI,O,X,O,X,X,X,X,X,X,X,X
SOLITJZ,X,X,O,X,X,X,X,X,X,X,X
SOLITZJ,O,X,O,X,X,X,X,X,X,X,X
SOLIJTZ,X,X,O,X,X,X,X,O,X,X,X
SOLIJZT,O,X,O,X,X,X,X,O,X,X,X
SOLIZTJ,O,X,O,X,X,X,X,X,X,X,X
SOLIZJT,O,X,O,X,X,O,X,X,O,X,X
SOLJTIZ,X,X,O,X,X,X,X,O,X,X,X
SOLJTZI,X,X,O,X,X,X,X,O,X,X,X
SOLJITZ,X,X,O,X,X,X,X,O,X,X,X
SOLJIZT,O,X,O,X,X,X,X,O,X,X,X
SOLJZTI,O,X,O,X,X,X,X,O,X,X,X
SOLJZIT,O,X,O,X,X,X,X,O,X,X,X
SOLZTIJ,O,X,O,X,X,X,X,X,X,X,X
SOLZTJI,O,X,X,X,X,X,X,X,X,X,X
SOLZITJ,O,X,O,X,X,X,X,X,X,X,X
SOLZIJT,O,X,O,X,X,O,X,X,O,X,X
SOLZJTI,O,X,X,X,X,O,X,X,O,X,X
SOLZJIT,O,X,O,X,X,O,X,X,O,X,X
SOJTILZ,X,X,O,X,X,X,X,O,X,O,X
SOJTIZL,X,X,X,X,X,X,X,O,X,O,X
SOJTLIZ,X,X,O,X,X,X,X,O,X,O,X
SOJTLZI,X,X,O,X,X,X,X,O,X,O,X
SOJTZIL,X,X,X,X,X,X,X,O,X,O,X
SOJTZLI,X,X,O,X,X,X,X,O,X,O,X
SOJITLZ,X,X,X,X,X,X,X,O,X,O,X
SOJITZL,X,X,X,X,X,X,X,O,X,O,X
SOJILTZ,X,X,O,X,X,X,X,O,X,X,X
