sequence,v115@RhB8GeF8AeD8Je2EJvhFRgBCiBTjB3lB0nBlrB,v115@RhB8GeF8AeD8Jex/IvhF8lBzhBCjBmkBXoBlrB,v115@RhB8GeF8AeD8JeT/IvhFigBRiBcoB3lBGnBlrB,v115@RhB8GeF8AeD8JeT/IvhFOlB8lBCiBxnBXoBlrB,v115@RhB8GeF8AeD8Jei/IvhFzhBunBcoBRlB3lBlrB,v115@RhB8GeF8AeD8Jei/IvhFzgBWnBxiBUlBXoBlrB,v115@RhB8GeF8AeD8Jei/IvhFWnBTjBRlB3lB0nBlrB,v115@RhB8GeF8AeD8Jei/IvhFRhBGjBFlBXmB8rBzsB,v115@RhB8GeF8AeD8Je2EJvhFzgBCiBxnBUlBXoBlrB,v115@RhB8GeF8AeD8Jex/IvhFlhB3iBcoBmkBzlBCsB,v115@RhB8GeF8AeD8JeT/IvhFOlBCmBxnB/rBUsBFtB
SIZOTLJ,O,O,O,X,X,O,X,X,X,X,X
SIZOTJL,O,O,O,X,X,O,X,X,X,X,X
SIZOLTJ,O,O,O,X,X,O,X,X,X,X,X
SIZOLJT,O,X,O,O,X,O,X,X,X,X,X
SIZOJTL,O,X,O,X,X,O,X,X,X,X,X
SIZOJLT,O,X,O,O,X,O,X,X,X,X,X
SIOTLJZ,O,X,O,X,X,O,O,X,X,X,X
SIOTLZJ,O,X,O,O,X,O,X,X,X,X,X
SIOTJLZ,O,X,O,X,X,O,O,X,X,X,X
SIOTJZL,O,X,O,X,X,O,X,X,X,X,X
SIOTZLJ,O,X,O,O,X,O,X,X,X,X,X
SIOTZJL,O,X,O,O,X,O,X,X,X,X,X
SIOLTJZ,O,X,O,X,X,O,O,X,X,X,X
SIOLTZJ,O,X,O,X,X,O,X,X,X,X,X
SIOLJTZ,O,X,X,X,X,X,X,X,X,X,O
SIOLJZT,O,X,O,X,X,O,X,X,X,X,O
SIOLZTJ,O,X,O,X,X,O,X,X,X,X,X
SIOLZJT,O,X,O,O,X,O,X,X,X,X,X
SIOJTLZ,O,X,X,X,X,X,X,X,X,X,X
SIOJTZL,O,X,X,X,X,X,X,X,X,X,X
SIOJLTZ,O,X,X,X,X,X,X,X,X,X,O
SIOJLZT,O,X,O,X,X,O,X,X,X,X,O
SIOJZTL,O,X,O,X,X,O,X,X,X,X,X
SIOJZLT,O,X,O,O,X,O,X,X,X,X,X
SIOZTLJ,O,X,O,X,X,O,X,X,X,X,X
SIOZTJL,O,X,O,X,X,O,X,X,X,X,X
SIOZLTJ,O,X,O,X,X,O,X,X,X,X,X
SIOZLJT,O,X,O,O,X,O,X,X,X,X,X
SIOZJTL,O,X,O,X,X,O,X,X,X,X,X
SIOZJLT,O,X,O,O,X,O,X,X,X,X,X
SLTIJZO,O,O,O,X,X,O,X,O,X,X,X
SLTIJOZ,O,O,O,X,X,O,O,O,X,X,X
SLTIZJO,O,O,O,X,O,O,X,O,X,X,X
SLTIZOJ,O,O,O,X,O,O,X,O,X,X,X
SLTIOJZ,O,O,O,X,X,O,O,O,X,X,X
SLTIOZJ,O,O,O,X,O,O,X,X,X,X,X
SLTJIZO,O,O,O,X,X,O,X,O,X,O,X
SLTJIOZ,O,O,O,X,X,O,O,O,X,X,X
SLTJZIO,O,O,O,X,X,O,X,O,X,O,X
SLTJZOI,O,O,O,X,X,O,X,O,X,O,X
SLTJOIZ,O,O,O,X,X,O,O,O,X,X,X
SLTJOZI,O,O,O,X,X,O,X,O,X,X,X
SLTZIJO,O,O,O,X,O,O,X,O,X,O,X
SLTZIOJ,O,O,O,X,O,O,X,O,X,O,X
SLTZJIO,O,O,O,X,O,O,X,O,X,O,X
SLTZJOI,O,O,O,X,O,O,X,O,X,O,X
SLTZOIJ,O,O,O,X,O,O,X,O,X,O,X
SLTZOJI,O,O,O,X,O,O,X,O,X,O,X
SLTOIJZ,O,O,O,X,X,O,O,O,X,X,X
SLTOIZJ,O,O,O,X,O,O,X,X,X,O,X
SLTOJIZ,O,O,O,X,X,O,O,O,X,O,X
SLTOJZI,O,O,O,X,X,O,X,O,X,O,X
SLTOZIJ,O,O,O,X,O,O,X,O,X,O,X
SLTOZJI,O,O,O,X,O,O,X,O,X,O,X
SLITJZO,O,O,O,X,X,O,X,X,X,X,X
SLITJOZ,O,O,O,X,X,O,O,X,X,X,X
SLITZJO,O,O,O,X,O,O,X,X,X,X,X
SLITZOJ,O,O,O,X,O,O,X,X,X,X,X
SLITOJZ,O,O,O,X,X,O,O,X,X,X,X
SLITOZJ,O,O,O,X,O,O,X,X,X,X,X
SLIJTZO,O,O,X,X,X,O,X,X,X,X,X
SLIJTOZ,O,O,X,X,X,O,X,X,X,X,X
SLIJZTO,O,O,O,X,X,O,X,X,X,X,X
SLIJZOT,O,O,O,X,X,O,X,X,X,X,X
SLIJOTZ,O,X,X,X,X,X,X,X,X,X,O
SLIJOZT,O,O,O,X,X,O,X,X,X,X,O
SLIZTJO,O,O,O,X,O,O,X,X,X,X,X
SLIZTOJ,O,O,O,X,O,O,X,X,X,X,X
SLIZJTO,O,O,O,X,O,O,X,X,X,X,X
SLIZJOT,O,O,O,X,X,O,X,X,X,X,X
SLIZOTJ,O,O,O,X,X,O,X,X,X,X,X
SLIZOJT,O,X,O,X,X,O,X,X,X,X,X
SLIOTJZ,O,X,O,X,X,O,O,X,X,X,X
SLIOTZJ,O,X,O,X,X,O,X,X,X,X,X
SLIOJTZ,O,X,X,X,X,X,X,X,X,X,O
SLIOJZT,O,X,O,X,X,O,X,X,X,X,O
SLIOZTJ,O,X,O,X,X,O,X,X,X,X,X
SLIOZJT,O,X,O,X,X,O,X,X,X,X,X
SLJTIZO,O,O,O,X,X,O,X,O,X,O,X
SLJTIOZ,O,O,O,X,X,O,X,O,X,X,X
SLJTZIO,O,O,O,X,X,O,X,O,X,O,X
SLJTZOI,O,O,O,X,X,O,X,O,X,O,X
SLJTOIZ,O,O,O,X,X,O,X,O,X,X,X
SLJTOZI,O,O,O,X,X,O,X,O,X,X,X
SLJITZO,O,O,X,X,X,O,X,X,X,O,X
SLJITOZ,O,O,X,X,X,O,X,X,X,X,X
SLJIZTO,O,O,O,X,X,O,X,X,X,O,X
SLJIZOT,O,O,O,X,X,O,X,X,X,O,X
SLJIOTZ,O,X,X,X,X,X,X,X,X,X,O
SLJIOZT,O,O,O,X,X,O,X,X,X,X,O
SLJZTIO,O,O,O,X,X,O,X,O,X,O,X
SLJZTOI,O,O,O,X,X,O,X,O,X,O,X
SLJZITO,O,O,O,X,X,O,X,O,X,O,X
SLJZIOT,O,O,O,X,X,O,X,O,X,O,X
SLJZOTI,O,O,O,X,X,O,X,X,X,O,X
SLJZOIT,O,O,O,X,X,O,X,O,X,O,X
SLJOTIZ,O,O,O,X,X,X,X,O,X,O,X
SLJOTZI,O,O,O,X,X,X,X,O,X,O,X
SLJOITZ,O,X,X,X,X,X,X,X,X,O,O
SLJOIZT,O,O,O,X,X,O,X,X,X,O,O
SLJOZTI,O,O,O,X,X,O,X,O,X,O,X
SLJOZIT,O,O,O,X,X,O,X,O,X,O,X
SLZTIJO,O,O,O,X,O,O,X,O,X,O,X
SLZTIOJ,O,O,O,X,O,O,X,O,X,O,X
SLZTJIO,O,O,O,X,O,O,X,O,X,O,X
SLZTJOI,O,O,O,X,O,O,X,O,X,O,X
SLZTOIJ,O,O,O,X,O,O,X,O,X,O,X
SLZTOJI,O,O,O,X,O,O,X,O,X,O,X
SLZITJO,O,O,O,X,O,O,X,O,X,O,X
SLZITOJ,O,O,O,X,O,O,X,O,X,O,X
SLZIJTO,O,O,O,X,O,O,X,O,X,O,X
SLZIJOT,O,O,O,X,X,O,X,O,X,O,X
SLZIOTJ,O,O,O,X,X,O,X,O,X,O,X
SLZIOJT,O,X,O,X,X,O,X,O,X,O,X
SLZJTIO,O,O,O,X,O,O,X,O,X,O,X
SLZJTOI,O,O,O,X,O,O,X,O,X,O,X
SLZJITO,O,O,O,X,O,O,X,O,X,O,X
SLZJIOT,O,O,O,X,X,O,X,O,X,O,X
SLZJOTI,O,O,O,X,X,O,X,O,X,O,X
SLZJOIT,O,O,O,X,X,O,X,O,X,O,X
SLZOTIJ,O,O,O,X,X,O,X,O,X,O,X
SLZOTJI,O,O,O,X,X,O,X,O,X,O,X
SLZOITJ,O,O,O,X,X,O,X,O,X,O,X
SLZOIJT,O,X,O,X,X,O,X,O,X,O,X
SLZOJTI,O,O,O,X,X,O,X,O,X,O,X
SLZOJIT,O,O,O,X,X,O,X,O,X,O,X
SLOTIJZ,O,O,O,X,X,O,O,O,X,X,X
SLOTIZJ,O,O,O,X,X,O,X,X,X,O,X
SLOTJIZ,O,O,O,X,X,O,O,O,X,O,X
SLOTJZI,O,O,O,X,X,O,X,O,X,O,X
SLOTZIJ,O,O,O,X,X,O,X,O,X,O,X
SLOTZJI,O,O,O,X,X,O,X,O,X,O,X
SLOITJZ,O,X,O,X,X,O,O,X,X,X,X
SLOITZJ,O,X,O,X,X,O,X,X,X,O,X
SLOIJTZ,O,X,X,X,X,X,X,X,X,X,O
SLOIJZT,O,X,O,X,X,O,X,X,X,X,O
SLOIZTJ,O,X,O,X,X,O,X,X,X,O,X
SLOIZJT,O,X,O,X,X,O,X,X,X,O,X
SLOJTIZ,O,O,O,X,X,X,X,O,X,O,X
SLOJTZI,O,O,O,X,X,X,X,O,X,O,X
SLOJITZ,O,X,X,X,X,X,X,X,X,O,O
SLOJIZT,O,O,O,X,X,O,X,X,X,O,O
SLOJZTI,O,O,O,X,X,O,X,O,X,O,X
SLOJZIT,O,O,O,X,X,O,X,O,X,O,X
SLOZTIJ,O,O,O,X,X,O,X,O,X,O,X
SLOZTJI,O,O,O,X,X,O,X,O,X,O,X
SLOZITJ,O,O,O,X,X,O,X,O,X,O,X
SLOZIJT,O,X,O,X,X,O,X,O,X,O,X
SLOZJTI,O,O,O,X,X,O,X,O,X,O,X
SLOZJIT,O,O,O,X,X,O,X,O,X,O,X
SJTILZO,O,O,O,X,X,O,X,O,X,X,X
SJTILOZ,O,O,O,X,X,O,X,O,O,X,X
SJTIZLO,O,O,O,X,X,O,X,X,X,X,X
SJTIZOL,O,O,O,X,X,O,X,X,X,X,X
SJTIOLZ,O,O,O,X,X,O,X,X,O,X,X
SJTIOZL,O,O,O,X,X,O,X,X,X,X,X
SJTLIZO,O,O,O,X,X,O,X,O,X,X,X
SJTLIOZ,O,O,O,X,X,O,X,O,O,X,X
SJTLZIO,O,O,O,X,X,O,X,O,X,X,X
SJTLZOI,O,O,O,X,X,O,X,O,X,X,X
SJTLOIZ,O,O,O,X,X,O,X,O,O,X,X
SJTLOZI,O,O,O,X,X,O,X,O,X,X,X
SJTZILO,O,O,O,X,X,O,X,O,X,X,X
SJTZIOL,O,O,O,X,X,O,X,O,X,X,X
SJTZLIO,O,O,O,X,X,O,X,O,X,X,X
SJTZLOI,O,O,O,X,X,O,X,O,X,X,X
SJTZOIL,O,O,O,X,X,O,X,O,X,X,X
SJTZOLI,O,O,O,X,X,O,X,O,X,X,X
SJTOILZ,O,O,O,X,X,O,X,O,O,X,X
SJTOIZL,O,O,O,X,X,O,X,X,X,X,X
SJTOLIZ,O,O,O,X,X,O,X,O,O,X,X
SJTOLZI,O,O,O,X,X,O,X,O,X,X,X
SJTOZIL,O,O,O,X,X,O,X,O,X,X,X
SJTOZLI,O,O,O,X,X,O,X,O,X,X,X
SJITLZO,O,O,X,X,X,O,X,X,X,X,X
SJITLOZ,O,O,X,X,X,O,X,X,O,X,X
SJITZLO,O,O,X,X,X,O,X,X,X,X,X
SJITZOL,O,O,X,X,X,O,X,X,X,X,X
SJITOLZ,O,O,X,X,X,O,X,X,O,X,X
SJITOZL,O,O,X,X,X,O,X,X,X,X,X
SJILTZO,O,O,X,X,X,O,X,X,X,O,X
SJILTOZ,O,O,X,X,X,O,X,X,O,X,X
SJILZTO,O,O,O,X,X,O,X,X,X,O,X
SJILZOT,O,O,O,X,X,O,X,X,X,O,X
SJILOTZ,O,X,X,X,X,X,X,X,X,X,O
SJILOZT,O,O,O,X,X,O,X,X,X,X,O
SJIZTLO,O,O,O,X,X,O,X,X,X,O,X
SJIZTOL,O,O,O,X,X,O,X,X,X,O,X
SJIZLTO,O,O,O,X,X,O,X,X,X,O,X
SJIZLOT,O,O,O,O,X,O,X,X,X,O,X
SJIZOTL,O,O,O,X,X,O,X,X,X,O,X
SJIZOLT,O,O,O,O,X,O,X,X,X,O,X
SJIOTLZ,O,X,X,X,X,X,X,X,X,O,X
SJIOTZL,O,X,X,X,X,X,X,X,X,O,X
SJIOLTZ,O,X,X,X,X,X,X,X,X,O,O
SJIOLZT,O,O,O,X,X,O,X,X,X,O,O
SJIOZTL,O,O,O,X,X,O,X,X,X,O,X
SJIOZLT,O,O,O,O,X,O,X,X,X,O,X
SJLTIZO,O,O,O,X,X,O,X,O,X,O,X
SJLTIOZ,O,O,O,X,X,O,X,O,X,X,X
SJLTZIO,O,O,O,X,X,O,X,O,X,O,X
SJLTZOI,O,O,O,X,X,O,X,O,X,O,X
SJLTOIZ,O,O,O,X,X,O,X,O,X,X,X
SJLTOZI,O,O,O,X,X,O,X,O,X,X,X
SJLITZO,O,O,X,X,X,O,X,X,X,O,X
SJLITOZ,O,O,X,X,X,O,X,X,X,X,X
SJLIZTO,O,O,O,X,X,O,X,X,X,O,X
SJLIZOT,O,O,O,X,X,O,X,X,X,O,X
SJLIOTZ,O,X,X,X,X,X,X,X,X,X,O
SJLIOZT,O,O,O,X,X,O,X,X,X,X,O
SJLZTIO,O,O,O,X,X,O,X,O,X,O,X
SJLZTOI,O,O,O,X,X,O,X,O,X,O,X
SJLZITO,O,O,O,X,X,O,X,O,X,O,X
SJLZIOT,O,O,O,X,X,O,X,O,X,O,X
SJLZOTI,O,O,O,X,X,O,X,X,X,O,X
SJLZOIT,O,O,O,X,X,O,X,O,X,O,X
SJLOTIZ,O,O,O,X,X,X,X,O,X,O,X
SJLOTZI,O,O,O,X,X,X,X,O,X,O,X
SJLOITZ,O,X,X,X,X,X,X,X,X,O,O
SJLOIZT,O,O,O,X,X,O,X,X,X,O,O
SJLOZTI,O,O,O,X,X,O,X,O,X,O,X
SJLOZIT,O,O,O,X,X,O,X,O,X,O,X
SJZTILO,O,O,O,O,X,O,X,O,X,O,X
SJZTIOL,O,O,O,O,X,O,X,O,X,O,X
SJZTLIO,O,O,O,O,X,O,X,O,X,O,X
SJZTLOI,O,O,O,O,X,O,X,O,X,O,X
SJZTOIL,O,O,O,O,X,O,X,O,X,O,X
SJZTOLI,O,O,O,O,X,O,X,O,X,O,X
SJZITLO,O,O,O,X,X,O,X,O,X,O,X
SJZITOL,O,O,O,X,X,O,X,O,X,O,X
SJZILTO,O,O,O,X,X,O,X,O,X,O,X
SJZILOT,O,O,O,O,X,O,X,O,X,O,X
SJZIOTL,O,O,O,X,X,O,X,O,X,O,X
SJZIOLT,O,O,O,O,X,O,X,O,X,O,X
SJZLTIO,O,O,O,X,X,O,X,O,X,O,X
SJZLTOI,O,O,O,X,X,O,X,O,X,O,X
SJZLITO,O,O,O,X,X,O,X,O,X,O,X
SJZLIOT,O,O,O,X,X,O,X,O,X,O,X
SJZLOTI,O,O,O,X,X,O,X,X,X,O,X
SJZLOIT,O,O,O,X,X,O,X,O,X,O,X
SJZOTIL,O,O,O,O,X,O,X,O,X,O,X
SJZOTLI,O,O,O,O,X,O,X,O,X,O,X
SJZOITL,O,O,O,X,X,O,X,O,X,O,X
SJZOILT,O,O,O,O,X,O,X,O,X,O,X
SJZOLTI,O,O,O,X,X,O,X,X,X,O,X
SJZOLIT,O,O,O,X,X,O,X,O,X,O,X
SJOTILZ,O,O,O,X,X,X,X,O,X,O,X
SJOTIZL,O,O,O,X,X,X,X,X,X,O,X
SJOTLIZ,O,O,O,X,X,X,X,O,X,O,X
SJOTLZI,O,O,O,X,X,X,X,O,X,O,X
SJOTZIL,O,O,O,X,X,X,X,O,X,O,X
SJOTZLI,O,O,O,X,X,X,X,O,X,O,X
SJOITLZ,O,X,X,X,X,X,X,X,X,O,X
SJOITZL,O,X,X,X,X,X,X,X,X,O,X
SJOILTZ,O,X,X,X,X,X,X,X,X,O,O
SJOILZT,O,O,O,X,X,O,X,X,X,O,O
SJOIZTL,O,O,O,X,X,O,X,X,X,O,X
SJOIZLT,O,O,O,O,X,O,X,X,X,O,X
SJOLTIZ,O,O,O,X,X,X,X,O,X,O,X
SJOLTZI,O,O,O,X,X,X,X,O,X,O,X
SJOLITZ,O,X,X,X,X,X,X,X,X,O,O
SJOLIZT,O,O,O,X,X,O,X,X,X,O,O
SJOLZTI,O,O,O,X,X,O,X,O,X,O,X
SJOLZIT,O,O,O,X,X,O,X,O,X,O,X
SJOZTIL,O,O,O,O,X,O,X,O,X,O,X
SJOZTLI,O,O,O,O,X,O,X,O,X,O,X
SJOZITL,O,O,O,X,X,O,X,O,X,O,X
SJOZILT,O,O,O,O,X,O,X,O,X,O,X
SJOZLTI,O,O,O,X,X,O,X,O,X,O,X
SJOZLIT,O,O,O,X,X,O,X,O,X,O,X
SZTILJO,O,O,O,O,O,O,X,O,X,X,X
SZTILOJ,O,O,O,O,O,O,X,O,X,X,X
SZTIJLO,O,O,O,O,O,O,X,O,X,O,X
SZTIJOL,O,O,O,O,O,O,X,O,X,O,X
SZTIOLJ,O,O,O,O,O,O,X,O,X,O,X
SZTIOJL,O,O,O,O,O,O,X,O,X,O,X
SZTLIJO,O,O,O,O,O,O,X,O,X,O,X
SZTLIOJ,O,O,O,O,O,O,X,O,X,O,X
SZTLJIO,O,O,O,O,O,O,X,O,X,O,X
SZTLJOI,O,O,O,O,O,O,X,O,X,O,X
SZTLOIJ,O,O,O,O,O,O,X,O,X,O,X
SZTLOJI,O,O,O,O,O,O,X,O,X,O,X
SZTJILO,O,O,O,O,O,O,X,O,X,O,X
SZTJIOL,O,O,O,O,O,O,X,O,X,O,X
SZTJLIO,O,O,O,O,O,O,X,O,X,O,X
SZTJLOI,O,O,O,O,O,O,X,O,X,O,X
SZTJOIL,O,O,O,O,O,O,X,O,X,O,X
SZTJOLI,O,O,O,O,O,O,X,O,X,O,X
SZTOILJ,O,O,O,O,O,O,X,O,X,O,X
SZTOIJL,O,O,O,O,O,O,X,O,X,O,X
SZTOLIJ,O,O,O,O,O,O,X,O,X,O,X
SZTOLJI,O,O,O,O,O,O,X,O,X,O,X
SZTOJIL,O,O,O,O,O,O,X,O,X,O,X
SZTOJLI,O,O,O,O,O,O,X,O,X,O,X
SZITLJO,O,O,O,X,O,O,X,O,X,X,X
SZITLOJ,O,O,O,X,O,O,X,O,X,X,X
SZITJLO,O,O,O,X,O,O,X,O,X,O,X
SZITJOL,O,O,O,X,O,O,X,O,X,O,X
SZITOLJ,O,O,O,X,O,O,X,O,X,O,X
SZITOJL,O,O,O,X,O,O,X,O,X,O,X
SZILTJO,O,O,O,X,O,O,X,O,X,O,X
SZILTOJ,O,O,O,X,O,O,X,O,X,O,X
SZILJTO,O,O,O,X,O,O,X,O,X,O,X
SZILJOT,O,O,O,O,X,O,X,O,X,O,X
SZILOTJ,O,O,O,X,X,O,X,O,X,O,X
SZILOJT,O,X,O,O,X,O,X,O,X,O,X
SZIJTLO,O,O,O,X,O,O,X,O,X,O,X
SZIJTOL,O,O,O,X,O,O,X,O,X,O,X
SZIJLTO,O,O,O,X,O,O,X,O,X,O,X
SZIJLOT,O,O,O,O,X,O,X,O,X,O,X
SZIJOTL,O,O,O,X,X,O,X,O,X,O,X
SZIJOLT,O,O,O,O,X,O,X,O,X,O,X
SZIOTLJ,O,O,O,X,X,O,X,O,X,O,X
SZIOTJL,O,O,O,X,X,O,X,O,X,O,X
SZIOLTJ,O,O,O,X,X,O,X,O,X,O,X
SZIOLJT,O,X,O,O,X,O,X,O,X,O,X
SZIOJTL,O,X,O,X,X,O,X,O,X,O,X
SZIOJLT,O,X,O,O,X,O,X,O,X,O,X
SZLTIJO,O,O,O,X,O,O,X,O,X,O,X
SZLTIOJ,O,O,O,X,O,O,X,O,X,O,X
SZLTJIO,O,O,O,X,O,O,X,O,X,O,X
SZLTJOI,O,O,O,X,O,O,X,O,X,O,X
SZLTOIJ,O,O,O,X,O,O,X,O,X,O,X
SZLTOJI,O,O,O,X,O,O,X,O,X,O,X
SZLITJO,O,O,O,X,O,O,X,O,X,O,X
SZLITOJ,O,O,O,X,O,O,X,O,X,O,X
SZLIJTO,O,O,O,X,O,O,X,O,X,O,X
SZLIJOT,O,O,O,X,X,O,X,O,X,O,X
SZLIOTJ,O,O,O,X,X,O,X,O,X,O,X
SZLIOJT,O,X,O,X,X,O,X,O,X,O,X
SZLJTIO,O,O,O,X,O,O,X,O,X,O,X
SZLJTOI,O,O,O,X,O,O,X,O,X,O,X
SZLJITO,O,O,O,X,O,O,X,O,X,O,X
SZLJIOT,O,O,O,X,X,O,X,O,X,O,X
SZLJOTI,O,O,O,X,X,O,X,O,X,O,X
SZLJOIT,O,O,O,X,X,O,X,O,X,O,X
SZLOTIJ,O,O,O,X,X,O,X,O,X,O,X
SZLOTJI,O,O,O,X,X,O,X,O,X,O,X
SZLOITJ,O,O,O,X,X,O,X,O,X,O,X
SZLOIJT,O,X,O,X,X,O,X,O,X,O,X
SZLOJTI,O,O,O,X,X,O,X,O,X,O,X
SZLOJIT,O,O,O,X,X,O,X,O,X,O,X
SZJTILO,O,O,O,O,O,O,X,O,X,O,X
SZJTIOL,O,O,O,O,O,O,X,O,X,O,X
SZJTLIO,O,O,O,O,O,O,X,O,X,O,X
SZJTLOI,O,O,O,O,O,O,X,O,X,O,X
SZJTOIL,O,O,O,O,O,O,X,O,X,O,X
SZJTOLI,O,O,O,O,O,O,X,O,X,O,X
SZJITLO,O,O,O,X,O,O,X,O,X,O,X
SZJITOL,O,O,O,X,O,O,X,O,X,O,X
SZJILTO,O,O,O,X,O,O,X,O,X,O,X
SZJILOT,O,O,O,O,X,O,X,O,X,O,X
SZJIOTL,O,O,O,X,X,O,X,O,X,O,X
SZJIOLT,O,O,O,O,X,O,X,O,X,O,X
SZJLTIO,O,O,O,X,O,O,X,O,X,O,X
SZJLTOI,O,O,O,X,O,O,X,O,X,O,X
SZJLITO,O,O,O,X,O,O,X,O,X,O,X
SZJLIOT,O,O,O,X,X,O,X,O,X,O,X
SZJLOTI,O,O,O,X,X,O,X,O,X,O,X
SZJLOIT,O,O,O,X,X,O,X,O,X,O,X
SZJOTIL,O,O,O,O,X,O,X,O,X,O,X
SZJOTLI,O,O,O,O,X,O,X,O,X,O,X
SZJOITL,O,O,O,X,X,O,X,O,X,O,X
SZJOILT,O,O,O,O,X,O,X,O,X,O,X
SZJOLTI,O,O,O,X,X,O,X,O,X,O,X
SZJOLIT,O,O,O,X,X,O,X,O,X,O,X
SZOTILJ,O,O,O,O,X,O,X,O,X,O,X
SZOTIJL,O,O,O,O,X,O,X,O,X,O,X
SZOTLIJ,O,O,O,O,X,O,X,O,X,O,X
SZOTLJI,O,O,O,O,X,O,X,O,X,O,X
SZOTJIL,O,O,O,O,X,O,X,O,X,O,X
SZOTJLI,O,O,O,O,X,O,X,O,X,O,X
SZOITLJ,O,O,O,X,X,O,X,O,X,O,X
SZOITJL,O,O,O,X,X,O,X,O,X,O,X
SZOILTJ,O,O,O,X,X,O,X,O,X,O,X
SZOILJT,O,X,O,O,X,O,X,O,X,O,X
SZOIJTL,O,X,O,X,X,O,X,O,X,O,X
SZOIJLT,O,X,O,O,X,O,X,O,X,O,X
SZOLTIJ,O,O,O,X,X,O,X,O,X,O,X
SZOLTJI,O,O,O,X,X,O,X,O,X,O,X
SZOLITJ,O,O,O,X,X,O,X,O,X,O,X
SZOLIJT,O,X,O,X,X,O,X,O,X,O,X
SZOLJTI,O,O,O,X,X,O,X,O,X,O,X
SZOLJIT,O,O,O,X,X,O,X,O,X,O,X
SZOJTIL,O,O,O,O,X,O,X,O,X,O,X
SZOJTLI,O,O,O,O,X,O,X,O,X,O,X
SZOJITL,O,O,O,X,X,O,X,O,X,O,X
SZOJILT,O,O,O,O,X,O,X,O,X,O,X
SZOJLTI,O,O,O,X,X,O,X,O,X,O,X
SZOJLIT,O,O,O,X,X,O,X,O,X,O,X
SOTILJZ,O,O,O,X,X,O,O,O,X,X,X
SOTILZJ,O,O,O,O,X,O,X,X,X,O,X
SOTIJLZ,O,O,O,X,X,O,O,O,X,X,X
SOTIJZL,O,O,O,X,X,O,X,X,X,X,X
SOTIZLJ,O,O,O,O,X,O,X,X,X,O,X
SOTIZJL,O,O,O,O,X,O,X,X,X,O,X
SOTLIJZ,O,O,O,X,X,O,O,O,X,X,X
SOTLIZJ,O,O,O,O,X,O,X,X,X,O,X
SOTLJIZ,O,O,O,X,X,O,O,O,X,O,X
SOTLJZI,O,O,O,X,X,O,X,O,X,O,X
SOTLZIJ,O,O,O,O,X,O,X,O,X,O,X
SOTLZJI,O,O,O,O,X,O,X,O,X,O,X
SOTJILZ,O,O,O,X,X,O,O,O,X,O,X
SOTJIZL,O,O,O,X,X,O,X,X,X,O,X
SOTJLIZ,O,O,O,X,X,O,O,O,X,O,X
SOTJLZI,O,O,O,X,X,O,X,O,X,O,X
SOTJZIL,O,O,O,X,X,O,X,O,X,O,X
SOTJZLI,O,O,O,X,X,O,X,O,X,O,X
SOTZILJ,O,O,O,O,X,O,X,O,X,O,X
SOTZIJL,O,O,O,O,X,O,X,O,X,O,X
SOTZLIJ,O,O,O,O,X,O,X,O,X,O,X
SOTZLJI,O,O,O,O,X,O,X,O,X,O,X
SOTZJIL,O,O,O,O,X,O,X,O,X,O,X
SOTZJLI,O,O,O,O,X,O,X,O,X,O,X
SOITLJZ,O,X,O,X,X,O,O,X,X,X,X
SOITLZJ,O,X,O,O,X,O,X,X,X,O,X
SOITJLZ,O,X,O,X,X,O,O,X,X,X,X
SOITJZL,O,X,O,X,X,O,X,X,X,X,X
SOITZLJ,O,X,O,O,X,O,X,X,X,O,X
SOITZJL,O,X,O,O,X,O,X,X,X,O,X
SOILTJZ,O,X,O,X,X,O,O,X,X,X,X
SOILTZJ,O,X,O,X,X,O,X,X,X,O,X
SOILJTZ,O,X,X,X,X,X,X,X,X,X,O
SOILJZT,O,X,O,X,X,O,X,X,X,X,O
SOILZTJ,O,X,O,X,X,O,X,X,X,O,X
SOILZJT,O,X,O,O,X,O,X,X,X,O,X
SOIJTLZ,O,X,X,X,X,X,X,X,X,X,X
SOIJTZL,O,X,X,X,X,X,X,X,X,X,X
SOIJLTZ,O,X,X,X,X,X,X,X,X,X,O
SOIJLZT,O,X,O,X,X,O,X,X,X,X,O
SOIJZTL,O,X,O,X,X,O,X,X,X,X,X
SOIJZLT,O,X,O,O,X,O,X,X,X,X,X
SOIZTLJ,O,X,O,X,X,O,X,X,X,O,X
SOIZTJL,O,X,O,X,X,O,X,X,X,O,X
SOIZLTJ,O,X,O,X,X,O,X,X,X,O,X
SOIZLJT,O,X,O,O,X,O,X,X,X,O,X
SOIZJTL,O,X,O,X,X,O,X,X,X,O,X
SOIZJLT,O,X,O,O,X,O,X,X,X,O,X
SOLTIJZ,O,O,O,X,X,O,O,O,X,X,X
SOLTIZJ,O,O,O,X,X,O,X,X,X,O,X
SOLTJIZ,O,O,O,X,X,O,O,O,X,O,X
SOLTJZI,O,O,O,X,X,O,X,O,X,O,X
SOLTZIJ,O,O,O,X,X,O,X,O,X,O,X
SOLTZJI,O,O,O,X,X,O,X,O,X,O,X
SOLITJZ,O,X,O,X,X,O,O,X,X,X,X
SOLITZJ,O,X,O,X,X,O,X,X,X,O,X
SOLIJTZ,O,X,X,X,X,X,X,X,X,X,O
SOLIJZT,O,X,O,X,X,O,X,X,X,X,O
SOLIZTJ,O,X,O,X,X,O,X,X,X,O,X
SOLIZJT,O,X,O,X,X,O,X,X,X,O,X
