sequence,v115@7gB8GeC8HeD8DeG8AeF8JeO/IvhF6gBxcBzfB/mBUi?BlqB,v115@7gB8GeC8HeD8DeG8AeF8JeK/IvhFzaB+gBxcB/mBUi?BlqB,v115@7gB8GeC8HeD8DeG8AeF8Je06IvhFxbBXdB2kBzgBCn?BlqB,v115@7gB8GeC8HeD8DeG8AeF8JeO/IvhFxcBCgB/mBUiBTg?BlqB,v115@7gB8GeC8HeD8DeG8AeF8JeK/IvhFWgBxcB/mBUiBTg?BlqB,v115@7gB8GeC8HeD8DeG8AeF8JeO/IvhFxcBflBlgBUiBTm?B6qB,v115@7gB8GeC8HeD8DeG8AeF8Jem6IvhFFcBXdBTfBclBxm?BCrB,v115@7gB8GeC8HeD8DeG8AeF8JeT6IvhF/gBUcBFdBmkBxm?BCrB,v115@7gB8GeC8HeD8DeG8AeF8JeT6IvhFxbBXdBlgBmkB8q?BCsB,v115@7gB8GeC8HeD8DeG8AeF8JeO/IvhFXbBRhB6mBTiBFl?B8qB
SJOLITZ,O,X,X,X,X,X,X,O,O,X
SJOLIZT,O,X,O,X,X,X,O,O,O,X
SJOLZTI,O,X,O,O,X,O,O,O,O,X
SJOLZIT,O,X,O,O,X,O,O,O,O,X
SJOZTIL,O,X,O,O,X,O,O,O,O,X
SJOZTLI,O,X,O,O,X,O,O,O,O,X
SJOZITL,O,X,O,O,X,O,O,O,O,X
SJOZILT,O,X,O,O,X,O,O,O,O,X
SJOZLTI,O,X,O,O,X,O,O,O,O,X
SJOZLIT,O,X,O,O,X,O,O,X,O,X
SZTILJO,O,O,X,O,O,X,O,X,O,O
SZTILOJ,O,O,X,O,O,X,O,X,X,X
SZTIJLO,O,O,O,O,O,X,O,X,O,O
SZTIJOL,O,O,O,O,X,O,O,X,O,O
SZTIOLJ,O,O,X,O,O,X,O,X,X,X
SZTIOJL,O,O,O,O,X,X,O,X,O,O
SZTLIJO,O,O,X,O,O,X,O,X,O,O
SZTLIOJ,O,O,X,O,O,X,O,X,O,X
SZTLJIO,O,O,X,O,O,X,O,X,O,O
SZTLJOI,O,O,X,O,O,O,O,X,O,X
SZTLOIJ,O,O,X,O,O,X,O,X,O,X
SZTLOJI,O,O,X,O,O,X,O,X,O,X
SZTJILO,O,O,O,O,O,X,O,X,O,O
SZTJIOL,O,O,O,O,X,O,O,X,O,O
SZTJLIO,O,O,O,O,O,X,O,X,O,O
SZTJLOI,O,O,O,O,O,O,O,X,O,X
SZTJOIL,O,O,O,O,X,O,O,X,O,O
SZTJOLI,O,O,O,O,X,O,O,X,O,X
SZTOILJ,O,O,X,O,O,O,O,X,X,X
SZTOIJL,O,O,O,O,X,O,O,X,O,O
SZTOLIJ,O,O,X,O,O,O,O,X,X,X
SZTOLJI,O,O,X,O,O,O,O,X,X,X
SZTOJIL,O,O,O,O,X,O,O,X,O,O
SZTOJLI,O,O,O,O,X,O,O,X,O,X
SZITLJO,O,O,X,O,O,X,O,X,O,O
SZITLOJ,O,O,X,O,O,X,O,X,X,X
SZITJLO,O,O,O,O,O,X,O,X,O,O
SZITJOL,O,O,O,O,X,O,O,X,O,O
SZITOLJ,O,O,X,O,O,X,O,X,X,X
SZITOJL,O,O,O,O,X,X,O,X,O,O
SZILTJO,O,O,O,O,O,X,O,X,O,X
SZILTOJ,O,O,O,O,O,X,O,X,O,X
SZILJTO,O,O,O,O,O,X,O,X,O,O
SZILJOT,O,X,O,O,O,X,O,X,O,O
SZILOTJ,O,O,X,X,O,X,O,X,O,X
SZILOJT,O,X,X,O,O,X,O,X,O,X
SZIJTLO,O,O,O,O,O,X,O,X,O,O
SZIJTOL,O,O,O,O,X,O,O,X,O,O
SZIJLTO,O,O,O,O,O,X,O,X,X,O
SZIJLOT,O,X,O,O,O,X,O,X,O,O
SZIJOTL,O,X,O,O,X,O,O,X,O,O
SZIJOLT,O,X,O,O,X,O,O,X,O,O
SZIOTLJ,O,O,X,O,O,O,O,X,X,X
SZIOTJL,O,O,X,O,X,O,O,X,O,X
SZIOLTJ,O,O,X,X,O,O,O,X,X,X
SZIOLJT,O,X,X,O,O,O,O,X,X,X
SZIOJTL,O,X,X,O,X,O,O,X,O,O
SZIOJLT,O,X,X,O,X,O,O,X,O,O
SZLTIJO,O,O,O,O,O,X,O,X,O,X
SZLTIOJ,O,O,O,O,O,X,O,X,O,X
SZLTJIO,O,O,O,O,O,X,O,X,O,X
SZLTJOI,O,O,O,O,O,O,O,X,O,X
SZLTOIJ,O,O,O,O,O,X,O,X,O,X
SZLTOJI,O,O,O,O,O,X,O,X,O,X
SZLITJO,O,O,O,O,O,X,O,X,O,X
SZLITOJ,O,O,O,O,O,X,O,X,O,X
SZLIJTO,O,O,O,O,O,X,O,X,O,X
SZLIJOT,O,X,O,O,O,X,O,X,O,X
SZLIOTJ,O,O,X,X,O,X,O,X,O,X
SZLIOJT,O,X,X,O,O,X,O,X,O,X
SZLJTIO,O,O,O,O,O,X,O,X,O,X
SZLJTOI,O,O,O,O,O,O,O,X,O,X
SZLJITO,O,O,O,O,O,X,O,X,O,X
SZLJIOT,O,X,O,O,O,X,O,X,O,X
SZLJOTI,O,X,O,O,O,O,O,X,O,X
SZLJOIT,O,X,O,O,O,O,O,X,O,X
SZLOTIJ,O,O,X,X,O,O,O,X,O,X
SZLOTJI,O,O,X,X,O,O,O,X,O,X
SZLOITJ,O,O,X,X,O,O,O,X,O,X
SZLOIJT,O,X,X,O,O,O,O,X,O,X
SZLOJTI,O,X,X,O,O,O,O,X,O,X
SZLOJIT,O,X,X,O,O,O,O,X,O,X
SZJTILO,O,O,O,O,O,X,O,X,O,O
SZJTIOL,O,O,O,O,X,O,O,X,O,O
SZJTLIO,O,O,O,O,O,X,O,X,O,O
SZJTLOI,O,O,O,O,O,O,O,X,O,X
SZJTOIL,O,O,O,O,X,O,O,X,O,O
SZJTOLI,O,O,O,O,X,O,O,X,O,X
SZJITLO,O,O,O,O,O,X,O,X,O,O
SZJITOL,O,O,O,O,X,O,O,X,O,O
SZJILTO,O,O,O,O,O,X,O,X,X,O
SZJILOT,O,X,O,O,O,X,O,X,O,O
SZJIOTL,O,X,O,O,X,O,O,X,O,O
SZJIOLT,O,X,O,O,X,O,O,X,O,O
SZJLTIO,O,O,O,O,O,X,O,X,O,X
SZJLTOI,O,O,O,O,O,O,O,X,O,X
SZJLITO,O,O,O,O,O,X,O,X,O,X
SZJLIOT,O,X,O,O,O,X,O,X,O,X
SZJLOTI,O,X,O,O,O,O,O,X,O,X
SZJLOIT,O,X,O,O,O,O,O,X,O,X
SZJOTIL,O,X,O,O,X,O,O,X,O,X
SZJOTLI,O,X,O,O,X,O,O,X,O,X
SZJOITL,O,X,O,O,X,O,O,X,O,X
SZJOILT,O,X,O,O,X,O,O,X,O,X
SZJOLTI,O,X,O,O,X,O,O,X,O,X
SZJOLIT,O,X,O,O,X,O,O,X,O,X
SZOTILJ,O,O,X,O,O,O,O,X,X,X
SZOTIJL,O,O,X,O,X,O,O,X,O,X
SZOTLIJ,O,O,X,O,O,O,O,X,X,X
SZOTLJI,O,O,X,O,O,O,O,X,X,X
SZOTJIL,O,O,X,O,X,O,O,X,O,X
SZOTJLI,O,O,X,O,X,O,O,X,O,X
SZOITLJ,O,O,X,O,O,O,O,X,X,X
SZOITJL,O,O,X,O,X,O,O,X,O,X
SZOILTJ,O,O,X,X,O,O,O,X,X,X
SZOILJT,O,X,X,O,O,O,O,X,X,X
SZOIJTL,O,X,X,O,X,O,O,X,O,X
SZOIJLT,O,X,X,O,X,O,O,X,O,X
SZOLTIJ,O,O,X,X,O,O,O,X,X,X
SZOLTJI,O,O,X,X,O,O,O,X,X,X
SZOLITJ,O,O,X,X,O,O,O,X,X,X
SZOLIJT,O,X,X,O,O,O,O,X,X,X
SZOLJTI,O,X,X,O,O,O,O,X,X,X
SZOLJIT,O,X,X,O,O,O,O,X,X,X
SZOJTIL,O,X,X,O,X,O,O,X,O,X
SZOJTLI,O,X,X,O,X,O,O,X,O,X
SZOJITL,O,X,X,O,X,O,O,X,O,X
SZOJILT,O,X,X,O,X,O,O,X,O,X
SZOJLTI,O,X,X,O,X,O,O,X,O,X
SZOJLIT,O,X,X,O,X,O,O,X,O,X
SOTILJZ,O,O,O,X,X,X,X,X,X,X
SOTILZJ,O,X,X,X,X,X,O,X,X,X
SOTIJLZ,O,O,O,X,X,X,X,X,X,X
SOTIJZL,O,X,O,X,X,O,O,X,X,X
SOTIZLJ,O,X,X,X,X,O,O,X,X,X
SOTIZJL,O,X,O,X,X,O,O,X,X,X
SOTLIJZ,O,O,O,X,X,X,X,X,X,X
SOTLIZJ,O,O,X,X,X,X,O,X,X,X
SOTLJIZ,O,O,O,X,X,X,X,X,X,X
SOTLJZI,O,O,O,O,O,O,X,X,X,X
SOTLZIJ,O,O,X,O,O,O,O,X,X,X
SOTLZJI,O,O,X,O,O,O,O,X,X,X
SOTJILZ,O,O,O,X,X,X,X,X,X,X
SOTJIZL,O,X,O,X,X,O,O,X,X,X
SOTJLIZ,O,O,O,X,X,X,X,X,X,X
SOTJLZI,O,O,O,O,X,O,X,X,X,X
SOTJZIL,O,O,O,O,X,O,O,X,X,X
SOTJZLI,O,O,O,O,X,O,O,X,X,X
SOTZILJ,O,O,X,O,O,O,O,X,X,X
SOTZIJL,O,O,O,O,X,O,O,X,X,X
SOTZLIJ,O,O,X,O,O,O,O,X,X,X
SOTZLJI,O,O,X,O,O,O,O,X,X,X
SOTZJIL,O,O,O,O,X,O,O,X,X,X
SOTZJLI,O,O,O,O,X,O,O,X,X,X
SOITLJZ,O,O,O,X,X,X,X,X,X,X
SOITLZJ,O,X,X,X,X,X,O,X,X,X
SOITJLZ,O,O,O,X,X,X,X,X,X,X
SOITJZL,O,X,O,X,X,O,O,X,X,X
SOITZLJ,O,X,X,X,X,O,O,X,X,X
SOITZJL,O,X,O,X,X,O,O,X,X,X
SOILTJZ,O,O,O,X,X,X,X,X,X,X
SOILTZJ,X,X,O,X,X,X,O,X,X,X
SOILJTZ,O,X,X,X,X,X,X,X,O,X
SOILJZT,O,X,O,X,X,X,O,X,O,X
SOILZTJ,O,X,X,X,X,X,O,X,O,X
SOILZJT,O,X,X,X,X,X,O,X,O,X
SOIJTLZ,O,X,X,X,X,X,X,X,O,X
SOIJTZL,O,X,X,X,X,O,O,X,O,X
SOIJLTZ,O,X,X,X,X,X,X,X,O,X
SOIJLZT,O,X,X,X,X,X,O,X,O,X
SOIJZTL,O,X,O,X,X,O,O,X,O,X
SOIJZLT,O,X,O,X,X,O,O,X,O,X
SOIZTLJ,O,X,X,X,X,O,O,X,X,X
SOIZTJL,O,X,X,X,X,O,O,X,O,X
SOIZLTJ,O,X,X,X,X,O,O,X,X,X
SOIZLJT,O,X,X,X,X,O,O,X,X,X
SOIZJTL,O,X,X,X,X,O,O,X,O,X
SOIZJLT,O,X,X,X,X,O,O,X,O,X
SOLTIJZ,O,O,O,X,X,X,X,X,X,X
SOLTIZJ,X,O,O,X,X,X,O,X,X,X
SOLTJIZ,O,O,O,X,X,X,X,X,X,X
SOLTJZI,O,O,O,X,O,O,X,X,X,X
SOLTZIJ,O,O,O,X,O,O,O,X,X,X
SOLTZJI,O,O,O,X,O,O,O,X,X,X
SOLITJZ,O,O,O,X,X,X,X,X,X,X
SOLITZJ,X,X,O,X,X,X,O,X,X,X
SOLIJTZ,O,X,X,X,X,X,X,X,O,X
SOLIJZT,O,X,O,X,X,X,O,X,O,X
SOLIZTJ,O,X,X,X,X,X,O,X,O,X
SOLIZJT,O,X,X,X,X,X,O,X,O,X
SOLJTIZ,O,X,O,X,X,X,X,X,O,X
SOLJTZI,O,X,O,X,X,O,X,X,O,X
SOLJITZ,O,X,X,X,X,X,X,X,O,X
SOLJIZT,O,X,O,X,X,X,O,X,O,X
SOLJZTI,O,X,O,O,O,O,O,X,O,X
SOLJZIT,O,X,O,O,O,O,O,X,O,X
SOLZTIJ,O,O,X,X,O,O,O,X,O,X
SOLZTJI,O,O,X,X,O,O,O,X,O,X
SOLZITJ,O,O,X,X,O,O,O,X,O,X
SOLZIJT,O,X,X,O,O,O,O,X,O,X
SOLZJTI,O,X,X,O,O,O,O,X,O,X
SOLZJIT,O,X,X,O,O,O,O,X,O,X
SOJTILZ,O,X,O,X,X,X,X,X,O,X
SOJTIZL,O,X,O,X,X,O,O,X,O,X
SOJTLIZ,O,X,O,X,X,X,X,X,O,X
SOJTLZI,O,X,O,O,X,O,X,X,O,X
SOJTZIL,O,X,O,O,X,O,O,X,O,X
SOJTZLI,O,X,O,O,X,O,O,X,O,X
SOJITLZ,O,X,X,X,X,X,X,X,O,X
SOJITZL,O,X,X,X,X,O,O,X,O,X
SOJILTZ,O,X,X,X,X,X,X,X,O,X
SOJILZT,O,X,X,X,X,X,O,X,O,X
SOJIZTL,O,X,O,X,X,O,O,X,O,X
SOJIZLT,O,X,O,X,X,O,O,X,O,X
SOJLTIZ,O,X,O,X,X,X,X,X,O,X
SOJLTZI,O,X,O,X,X,O,X,X,O,X
SOJLITZ,O,X,X,X,X,X,X,X,O,X
SOJLIZT,O,X,O,X,X,X,O,X,O,X
SOJLZTI,O,X,O,O,X,O,O,X,O,X
SOJLZIT,O,X,O,O,X,O,O,X,O,X
SOJZTIL,O,X,O,O,X,O,O,X,O,X
SOJZTLI,O,X,O,O,X,O,O,X,O,X
SOJZITL,O,X,O,O,X,O,O,X,O,X
SOJZILT,O,X,O,O,X,O,O,X,O,X
SOJZLTI,O,X,O,O,X,O,O,X,O,X
SOJZLIT,O,X,O,O,X,O,O,X,O,X
SOZTILJ,O,O,X,O,O,O,O,X,X,X
SOZTIJL,O,O,X,O,X,O,O,X,O,X
SOZTLIJ,O,O,X,O,O,O,O,X,X,X
SOZTLJI,O,O,X,O,O,O,O,X,X,X
SOZTJIL,O,O,X,O,X,O,O,X,O,X
SOZTJLI,O,O,X,O,X,O,O,X,O,X
SOZITLJ,O,O,X,O,O,O,O,X,X,X
SOZITJL,O,O,X,O,X,O,O,X,O,X
SOZILTJ,O,O,X,X,O,O,O,X,X,X
SOZILJT,O,X,X,O,O,O,O,X,X,X
SOZIJTL,O,X,X,O,X,O,O,X,O,X
SOZIJLT,O,X,X,O,X,O,O,X,O,X
SOZLTIJ,O,O,X,X,O,O,O,X,X,X
SOZLTJI,O,O,X,X,O,O,O,X,X,X
SOZLITJ,O,O,X,X,O,O,O,X,X,X
SOZLIJT,O,X,X,O,O,O,O,X,X,X
SOZLJTI,O,X,X,O,O,O,O,X,X,X
SOZLJIT,O,X,X,O,O,O,O,X,X,X
SOZJTIL,O,X,X,O,X,O,O,X,O,X
SOZJTLI,O,X,X,O,X,O,O,X,O,X
SOZJITL,O,X,X,O,X,O,O,X,O,X
SOZJILT,O,X,X,O,X,O,O,X,O,X
SOZJLTI,O,X,X,O,X,O,O,X,O,X
SOZJLIT,O,X,X,O,X,O,O,X,O,X
ZTILJSO,O,X,X,X,X,X,O,O,O,O
ZTILJOS,O,O,X,X,X,X,X,O,O,X
ZTILSJO,X,O,X,X,O,X,O,O,O,O
ZTILSOJ,X,O,X,X,O,X,O,O,O,X
ZTILOJS,O,X,X,X,X,X,O,X,O,X
ZTILOSJ,X,X,X,X,X,X,O,O,O,X
ZTIJLSO,O,X,X,X,X,X,O,O,O,O
ZTIJLOS,O,O,X,X,X,X,X,O,O,X
ZTIJSLO,O,X,X,O,X,X,O,O,O,O
ZTIJSOL,O,X,X,O,X,X,O,O,O,O
ZTIJOLS,O,X,X,X,X,X,O,O,O,X
ZTIJOSL,X,X,X,X,X,O,O,O,O,O
ZTISLJO,O,O,X,O,O,X,O,O,O,O
ZTISLOJ,O,O,X,O,O,X,O,O,X,X
ZTISJLO,O,O,X,O,O,X,O,X,O,O
ZTISJOL,O,O,X,O,X,X,O,X,O,O
ZTISOLJ,O,O,X,O,O,X,O,X,X,X
ZTISOJL,O,O,X,O,X,X,O,X,O,O
ZTIOLJS,O,X,X,X,X,X,O,X,X,X
ZTIOLSJ,X,X,X,X,X,X,O,O,X,X
ZTIOJLS,O,X,X,X,X,X,O,X,O,X
ZTIOJSL,X,X,X,X,X,O,O,X,O,O
ZTIOSLJ,X,X,X,X,X,O,O,X,X,X
ZTIOSJL,X,X,X,X,X,O,O,X,O,O
ZTLIJSO,O,X,X,X,X,X,X,O,O,O
ZTLIJOS,O,O,X,X,X,X,X,O,O,X
ZTLISJO,X,O,X,X,O,X,X,O,O,O
ZTLISOJ,X,O,X,X,O,X,X,O,O,X
ZTLIOJS,O,X,X,X,X,X,X,X,O,X
ZTLIOSJ,X,X,X,X,X,X,X,O,O,X
ZTLJISO,O,X,X,X,X,X,X,X,O,O
ZTLJIOS,O,O,X,X,X,X,X,X,O,X
ZTLJSIO,O,O,X,O,O,X,X,O,O,O
ZTLJSOI,O,O,X,O,O,X,O,O,O,X
ZTLJOIS,X,O,X,X,X,X,X,O,O,X
ZTLJOSI,X,O,X,X,X,X,X,O,O,X
ZTLSIJO,O,O,X,O,O,X,X,O,O,O
ZTLSIOJ,O,O,X,O,O,X,X,O,O,X
ZTLSJIO,O,O,X,O,O,X,X,O,O,O
ZTLSJOI,O,O,X,O,O,X,O,O,O,X
ZTLSOIJ,O,O,X,O,O,X,X,X,O,X
ZTLSOJI,O,O,X,O,O,X,O,O,O,X
ZTLOIJS,O,X,X,X,X,X,X,X,O,X
ZTLOISJ,X,X,X,X,X,X,X,X,O,X
ZTLOJIS,O,O,X,X,X,X,X,X,O,X
ZTLOJSI,O,O,X,X,X,X,O,X,O,X
ZTLOSIJ,O,O,X,X,X,X,X,X,O,X
ZTLOSJI,O,O,X,X,X,X,O,X,O,X
ZTJILSO,O,X,O,X,X,X,O,O,O,O
ZTJILOS,O,O,X,X,X,X,X,O,O,X
ZTJISLO,O,X,O,O,X,X,O,O,O,O
ZTJISOL,O,X,O,O,X,X,O,O,O,O
ZTJIOLS,O,X,O,X,X,X,X,O,O,X
ZTJIOSL,X,X,O,X,X,O,O,O,O,O
ZTJLISO,O,X,O,X,X,X,X,X,O,O
ZTJLIOS,O,O,X,X,X,X,X,X,O,X
ZTJLSIO,O,O,O,O,X,X,X,O,O,O
ZTJLSOI,O,O,O,O,X,X,O,O,O,X
ZTJLOIS,X,O,O,X,X,X,X,O,O,X
ZTJLOSI,X,O,O,X,X,X,X,O,O,X
ZTJSILO,O,O,O,O,X,X,O,O,O,O
ZTJSIOL,O,O,O,O,X,O,O,O,O,O
ZTJSLIO,O,O,O,O,X,X,O,O,O,O
ZTJSLOI,O,O,O,O,X,O,O,O,O,X
ZTJSOIL,O,O,O,O,X,O,O,O,O,O
ZTJSOLI,O,O,O,O,X,O,O,O,O,X
ZTJOILS,O,X,O,X,X,X,X,O,O,X
ZTJOISL,X,X,O,X,X,O,O,O,O,O
ZTJOLIS,O,X,O,X,X,X,X,O,O,X
ZTJOLSI,O,X,O,X,X,X,O,O,O,X
ZTJOSIL,O,X,O,X,X,O,O,O,O,O
ZTJOSLI,O,X,O,X,X,O,O,O,O,X
ZTSILJO,O,O,X,O,O,X,O,X,O,O
ZTSILOJ,O,O,X,O,O,X,O,X,X,X
ZTSIJLO,O,O,O,O,O,X,O,X,O,O
ZTSIJOL,O,O,O,O,X,O,O,X,O,O
ZTSIOLJ,O,O,X,O,O,X,O,X,X,X
ZTSIOJL,O,O,O,O,X,X,O,X,O,O
ZTSLIJO,O,O,X,O,O,X,O,X,O,O
ZTSLIOJ,O,O,X,O,O,X,O,X,O,X
ZTSLJIO,O,O,X,O,O,X,O,X,O,O
ZTSLJOI,O,O,X,O,O,O,O,X,O,X
ZTSLOIJ,O,O,X,O,O,X,O,X,O,X
ZTSLOJI,O,O,X,O,O,X,O,X,O,X
ZTSJILO,O,O,O,O,O,X,O,X,O,O
ZTSJIOL,O,O,O,O,X,O,O,X,O,O
ZTSJLIO,O,O,O,O,O,X,O,X,O,O
ZTSJLOI,O,O,O,O,O,O,O,X,O,X
ZTSJOIL,O,O,O,O,X,O,O,X,O,O
ZTSJOLI,O,O,O,O,X,O,O,X,O,X
ZTSOILJ,O,O,X,O,O,O,O,X,X,X
ZTSOIJL,O,O,O,O,X,O,O,X,O,O
ZTSOLIJ,O,O,X,O,O,O,O,X,X,X
ZTSOLJI,O,O,X,O,O,O,O,X,X,X
ZTSOJIL,O,O,O,O,X,O,O,X,O,O
ZTSOJLI,O,O,O,O,X,O,O,X,O,X
ZTOILJS,O,X,X,X,X,X,O,X,X,X
ZTOILSJ,X,X,X,X,X,X,O,X,X,X
ZTOIJLS,O,X,O,X,X,X,O,X,O,X
ZTOIJSL,X,X,O,X,X,O,O,X,O,O
ZTOISLJ,X,X,X,X,X,O,O,X,X,X
ZTOISJL,X,X,O,X,X,O,O,X,O,O
ZTOLIJS,O,X,O,X,X,X,X,X,O,X
ZTOLISJ,X,X,O,X,X,X,X,X,O,X
ZTOLJIS,O,X,O,X,X,X,X,X,O,X
ZTOLJSI,O,X,O,X,X,X,O,X,O,X
ZTOLSIJ,O,X,O,X,X,X,X,X,O,X
ZTOLSJI,O,X,O,X,X,X,O,X,O,X
ZTOJILS,O,X,O,X,X,X,O,X,O,X
ZTOJISL,X,X,O,X,X,O,O,X,O,O
ZTOJLIS,O,X,O,X,X,X,X,X,O,X
ZTOJLSI,O,X,O,X,X,X,O,X,O,X
ZTOJSIL,O,X,O,X,X,O,O,X,O,O
ZTOJSLI,O,X,O,X,X,O,O,X,O,X
ZTOSILJ,O,X,X,X,X,O,O,X,X,X
ZTOSIJL,O,X,O,X,X,O,O,X,O,O
ZTOSLIJ,O,X,X,X,X,O,O,X,X,X
ZTOSLJI,O,X,X,X,X,O,O,X,X,X
ZTOSJIL,O,X,O,X,X,O,O,X,O,O
ZTOSJLI,O,X,O,X,X,O,O,X,O,X
ZITLJSO,O,X,X,X,X,X,O,O,O,O
ZITLJOS,O,O,X,X,X,X,O,O,O,X
ZITLSJO,X,O,X,X,O,X,O,O,O,O
ZITLSOJ,X,O,X,X,O,X,O,O,O,X
ZITLOJS,O,X,X,X,X,X,O,X,O,X
ZITLOSJ,X,X,X,X,X,X,O,O,O,X
ZITJLSO,O,X,X,X,X,X,O,O,O,O
ZITJLOS,O,O,X,X,X,X,X,O,O,X
ZITJSLO,O,X,X,O,X,X,O,O,O,O
ZITJSOL,O,X,X,O,X,X,O,O,O,O
ZITJOLS,O,X,X,X,X,X,O,O,O,X
ZITJOSL,X,X,X,X,X,O,O,O,O,O
ZITSLJO,O,O,X,O,O,X,O,O,O,O
ZITSLOJ,O,O,X,O,O,X,O,O,X,X
ZITSJLO,O,O,X,O,O,X,O,X,O,O
ZITSJOL,O,O,X,O,X,X,O,X,O,O
ZITSOLJ,O,O,X,O,O,X,O,X,X,X
ZITSOJL,O,O,X,O,X,X,O,X,O,O
ZITOLJS,O,X,X,X,X,X,O,X,X,X
ZITOLSJ,X,X,X,X,X,X,O,O,X,X
ZITOJLS,O,X,X,X,X,X,O,X,O,X
ZITOJSL,X,X,X,X,X,O,O,X,O,O
ZITOSLJ,X,X,X,X,X,O,O,X,X,X
ZITOSJL,X,X,X,X,X,O,O,X,O,O
ZILTJSO,X,X,X,X,X,X,O,O,O,O
ZILTJOS,X,O,X,X,X,X,O,O,O,X
ZILTSJO,X,O,X,X,O,X,O,O,O,O
ZILTSOJ,X,O,X,X,O,X,O,O,O,X
ZILTOJS,X,X,X,X,X,X,O,X,O,X
ZILTOSJ,X,X,X,X,X,X,O,O,O,X
ZILJTSO,X,X,X,X,X,X,O,O,O,X
ZILJTOS,X,X,X,X,X,X,O,O,O,X
ZILJSTO,O,O,X,O,O,X,O,O,O,O
ZILJSOT,O,X,X,O,O,X,O,O,O,O
ZILJOTS,X,X,X,X,X,X,O,O,O,X
ZILJOST,X,X,X,X,X,O,O,O,O,X
ZILSTJO,O,O,X,O,O,X,O,O,O,X
ZILSTOJ,O,O,X,O,O,X,O,O,O,X
ZILSJTO,O,O,X,O,O,X,O,O,O,O
ZILSJOT,O,X,X,O,O,X,O,O,O,O
ZILSOTJ,O,O,X,X,O,X,O,O,O,X
ZILSOJT,O,X,X,O,O,X,O,O,O,X
ZILOTJS,X,X,X,X,X,X,O,X,X,X
ZILOTSJ,X,X,X,X,X,X,O,O,X,X
ZILOJTS,X,X,X,X,X,X,O,X,X,X
ZILOJST,X,X,X,X,X,O,O,X,X,X
ZILOSTJ,X,O,X,X,O,O,O,O,X,X
ZILOSJT,X,X,X,X,O,O,O,O,X,X
ZIJTLSO,O,X,X,X,X,X,O,O,O,O
ZIJTLOS,O,X,X,X,X,X,X,O,O,X
ZIJTSLO,O,X,X,O,X,X,O,O,O,O
ZIJTSOL,O,X,X,O,X,X,O,O,O,O
ZIJTOLS,O,X,X,X,X,X,O,O,O,X
ZIJTOSL,X,X,X,X,X,O,O,O,O,O
ZIJLTSO,X,X,X,X,X,X,O,O,O,X
ZIJLTOS,X,X,X,X,X,X,X,O,O,X
ZIJLSTO,O,O,X,O,O,X,O,O,O,O
ZIJLSOT,O,X,X,O,O,X,X,O,O,O
ZIJLOTS,X,X,X,X,X,X,X,O,O,X
ZIJLOST,X,X,X,X,X,O,X,O,O,X
ZIJSTLO,O,O,X,O,O,X,O,O,O,O
ZIJSTOL,O,O,X,O,X,O,O,O,O,O
ZIJSLTO,O,O,X,O,O,X,O,O,X,O
ZIJSLOT,O,X,X,O,O,X,O,O,O,O
ZIJSOTL,O,X,X,O,X,O,O,O,O,O
ZIJSOLT,O,X,X,O,X,O,O,O,O,O
ZIJOTLS,X,X,X,X,X,X,O,O,O,X
ZIJOTSL,X,X,X,X,X,O,O,O,O,X
ZIJOLTS,X,X,X,X,X,X,O,O,O,X
ZIJOLST,O,X,X,X,X,O,O,O,O,X
ZIJOSTL,O,X,X,O,X,O,O,O,O,O
ZIJOSLT,O,X,X,O,X,O,O,O,O,O
ZISTLJO,O,O,X,O,O,X,O,O,O,O
ZISTLOJ,O,O,X,O,O,X,O,O,X,X
ZISTJLO,O,O,X,O,O,X,O,X,O,O
ZISTJOL,O,O,X,O,X,O,O,X,O,O
ZISTOLJ,O,O,X,O,O,X,O,X,X,X
ZISTOJL,O,O,X,O,X,X,O,X,O,O
ZISLTJO,O,O,X,O,O,X,O,O,O,X
ZISLTOJ,O,O,X,O,O,X,O,O,X,X
ZISLJTO,O,O,X,O,O,X,O,O,X,O
ZISLJOT,O,X,X,O,O,X,O,O,O,O
ZISLOTJ,O,O,X,X,O,X,O,O,X,X
ZISLOJT,O,X,X,O,O,X,O,O,X,X
ZISJTLO,O,O,X,O,O,X,O,X,O,O
ZISJTOL,O,O,X,O,X,O,O,X,O,O
ZISJLTO,O,O,X,O,O,X,O,X,X,O
ZISJLOT,O,X,X,O,O,X,O,X,O,O
ZISJOTL,O,X,X,O,X,O,O,X,O,O
ZISJOLT,O,X,X,O,X,O,O,X,O,O
ZISOTLJ,O,O,X,O,O,O,O,X,X,X
ZISOTJL,O,O,X,O,X,O,O,X,O,X
ZISOLTJ,O,O,X,X,O,O,O,X,X,X
ZISOLJT,O,X,X,O,O,O,O,X,X,X
ZISOJTL,O,X,X,O,X,O,O,X,O,O
ZISOJLT,O,X,X,O,X,O,O,X,O,O
ZIOTLJS,X,X,X,X,X,X,O,X,X,X
ZIOTLSJ,X,X,X,X,X,X,O,O,X,X
ZIOTJLS,X,X,X,X,X,X,O,X,X,X
ZIOTJSL,X,X,X,X,X,O,O,X,X,O
ZIOTSLJ,X,X,X,X,X,O,O,X,X,X
ZIOTSJL,X,X,X,X,X,O,O,X,X,O
ZIOLTJS,X,X,X,X,X,X,O,X,X,X
ZIOLTSJ,X,X,X,X,X,X,O,O,X,X
ZIOLJTS,X,X,X,X,X,X,O,X,X,X
ZIOLJST,O,X,X,X,X,O,O,X,X,X
