sequence,v115@zgB8FeD8EeD8GeD8FeD8DeD8Jex7IvhFXdB2mBFlBS?sBUrBTqB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Jex8IvhFmgBqmB/nBF?lBUrBTqB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Jex8IvhFSlBThB/nB0?qBlrBOqB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Jex8IvhFlgB3hBaqBT?nBGrB0qB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeT7IvhFXdBemB0hBF?lBSsBxvB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeyAJvhFFdB5mBXgBc?qBerBTsB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Jex7IvhFOiBXgBThBc?qBSsBVwB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeT7IvhF0cBemBXiBF?lBSsBxvB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeeAJvhFxcBUiBFmBT?qBCsBfrB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Jex8IvhF3hBFlBTnBG?rBiqB0qB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Jex8IvhF3hBFlBTnBC?rBOqBUrB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeT7IvhFehBCdB/nBU?lB1rBxvB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeT7IvhFUiBFlBWsB3?qBZmBCsB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Jex7IvhFXdBFlB8qB+?rBTnBiqB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeT7IvhFxcBFlBSsB3?qBOrB8rB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Jex8IvhFUiBFlBXmBC?sBmqBTqB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Je/AJvhFahBFdB5mBT?nBmqBUqB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeT7IvhFehB5mB/nBU?lBFnByvB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeyAJvhFXdBFlBxmBW?sBUrBTqB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeT7IvhFOhBXdB0qBx?rBFqBCsB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeT7IvhFxcB/nB2rB0?qB6rBFqB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeC9IvhF/nBFlBRrBT?rBOqB8qB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Jex8IvhFUhBFlBTnBC?rBOqB3rB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Jem7IvhF/nBFlBRrBc?rBTqBCsB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeVFJvhFRhBXiB8qBS?sBOqBTrB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Je2AJvhFzcBFlBxmBS?sBUrB3qB,v115@zgB8FeD8EeD8GeD8FeD8DeD8JeT7IvhFZhBXdBWnB0?qBCsBFqB,v115@zgB8FeD8EeD8GeD8FeD8DeD8Je2AJvhFzcBFlBxmBS?sB3qBUrB
OILTJZS,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILTSJZ,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTSZJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTZJS,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OILTZSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OILJTSZ,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJTZS,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILJSTZ,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJSZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILJZTS,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OILJZST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OILSTJZ,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSTZJ,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSJTZ,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSJZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILSZTJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILSZJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILZTJS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILZTSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILZJTS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILZJST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILZSTJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OILZSJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJTLSZ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTLZS,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJTSLZ,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJTSZL,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJTZLS,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJTZSL,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJLTSZ,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLTZS,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJLSTZ,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLSZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLZTS,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJLZST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJSTLZ,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJSTZL,X,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJSLTZ,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJSLZT,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJSZTL,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OIJSZLT,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJZTLS,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OIJZTSL,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OIJZLTS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJZLST,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJZSTL,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OIJZSLT,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OISTLJZ,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OISTLZJ,X,X,O,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OISTJLZ,X,X,X,X,X,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OISTJZL,X,X,O,X,X,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OISTZLJ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
OISTZJL,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OISLTJZ,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLTZJ,X,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLJTZ,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLJZT,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OISLZTJ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OISLZJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OISJTLZ,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISJTZL,X,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OISJLTZ,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISJLZT,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISJZTL,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OISJZLT,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OISZTLJ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OISZTJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OISZLTJ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OISZLJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OISZJTL,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OISZJLT,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIZTLJS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIZTLSJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIZTJLS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OIZTJSL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OIZTSLJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIZTSJL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OIZLTJS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIZLTSJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIZLJTS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIZLJST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIZLSTJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIZLSJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIZJTLS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OIZJTSL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OIZJLTS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIZJLST,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OIZJSTL,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OIZJSLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OIZSTLJ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIZSTJL,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OIZSLTJ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIZSLJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIZSJTL,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OIZSJLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLTIJSZ,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTIJZS,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTISJZ,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTISZJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTIZJS,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OLTIZSJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
OLTJISZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJIZS,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTJSIZ,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTJSZI,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLTJZIS,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OLTJZSI,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OLTSIJZ,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTSIZJ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTSJIZ,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTSJZI,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTSZIJ,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OLTSZJI,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OLTZIJS,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OLTZISJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
OLTZJIS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OLTZJSI,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OLTZSIJ,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OLTZSJI,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OLITJSZ,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLITJZS,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLITSJZ,X,X,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLITSZJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLITZJS,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OLITZSJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OLIJTSZ,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIJTZS,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLIJSTZ,X,X,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIJSZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLIJZTS,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OLIJZST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OLISTJZ,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLISTZJ,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLISJTZ,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLISJZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLISZTJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLISZJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLIZTJS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLIZTSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLIZJTS,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLIZJST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLIZSTJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OLIZSJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLJTISZ,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLJTIZS,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLJTSIZ,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLJTSZI,X,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLJTZIS,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OLJTZSI,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OLJITSZ,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLJITZS,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLJISTZ,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLJISZT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLJIZTS,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OLJIZST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OLJSTIZ,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLJSTZI,X,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLJSITZ,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OLJSIZT,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OLJSZTI,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OLJSZIT,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OLJZTIS,O,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLJZTSI,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLJZITS,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLJZIST,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLJZSTI,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLJZSIT,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLSTIJZ,X,X,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLSTIZJ,X,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLSTJIZ,X,X,X,O,X,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLSTJZI,X,O,X,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLSTZIJ,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OLSTZJI,X,X,X,O,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OLSITJZ,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLSITZJ,X,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLSIJTZ,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLSIJZT,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLSIZTJ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLSIZJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLSJTIZ,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLSJTZI,X,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLSJITZ,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLSJIZT,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLSJZTI,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLSJZIT,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLSZTIJ,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OLSZTJI,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OLSZITJ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X
OLSZIJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLSZJTI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLSZJIT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OLZTIJS,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OLZTISJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X
OLZTJIS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
