sequence,v115@DhA8BeA8FeF8CeH8AeF8Je06IvhF6gBxcBXeB2kBTh?BlqB,v115@DhA8BeA8FeF8CeH8AeF8JeK/IvhFGbBxcBXeBUgBTh?BlqB,v115@DhA8BeA8FeF8CeH8AeF8JeO/IvhF0bBxcBXeBzfBSm?BlqB,v115@DhA8BeA8FeF8CeH8AeF8JeT6IvhFxcBXeBlgBcmBmk?B6qB,v115@DhA8BeA8FeF8CeH8AeF8JeT6IvhFxcBXeBykBGhB0g?BlqB,v115@DhA8BeA8FeF8CeH8AeF8JeO/IvhF8fBzbBCdBXeBxl?BlqB
SZIOLTJ,X,O,O,X,X,O
SZIOLJT,X,O,O,X,X,O
SZIOJTL,O,X,O,O,X,O
SZIOJLT,O,X,O,O,X,O
SZLTIJO,X,O,O,O,O,O
SZLTIOJ,X,O,O,X,O,O
SZLTJIO,X,O,O,O,O,O
SZLTJOI,X,O,X,O,O,X
SZLTOIJ,X,O,O,X,O,X
SZLTOJI,X,O,O,X,O,X
SZLITJO,X,O,O,O,X,O
SZLITOJ,X,O,O,X,X,O
SZLIJTO,X,O,O,O,X,O
SZLIJOT,X,O,O,O,O,O
SZLIOTJ,X,O,O,X,X,O
SZLIOJT,X,O,O,X,O,O
SZLJTIO,X,O,O,O,X,O
SZLJTOI,X,O,X,O,X,X
SZLJITO,X,O,O,O,X,O
SZLJIOT,X,O,O,O,O,O
SZLJOTI,X,O,O,O,O,X
SZLJOIT,X,O,O,O,O,O
SZLOTIJ,X,O,O,X,O,X
SZLOTJI,X,O,O,X,O,X
SZLOITJ,X,O,O,X,X,O
SZLOIJT,X,O,O,X,O,O
SZLOJTI,X,O,O,X,O,X
SZLOJIT,X,O,O,X,O,O
SZJTILO,O,X,O,O,O,O
SZJTIOL,O,X,O,O,X,O
SZJTLIO,O,X,O,O,O,O
SZJTLOI,O,X,O,O,O,X
SZJTOIL,O,X,O,O,X,X
SZJTOLI,O,X,O,O,X,X
SZJITLO,O,X,O,O,O,O
SZJITOL,O,X,O,O,X,O
SZJILTO,O,X,O,O,X,O
SZJILOT,O,X,O,O,O,O
SZJIOTL,O,X,O,O,X,O
SZJIOLT,O,X,O,O,X,O
SZJLTIO,O,X,O,O,X,O
SZJLTOI,O,X,X,O,X,X
SZJLITO,O,X,O,O,X,O
SZJLIOT,O,X,O,O,O,O
SZJLOTI,O,X,X,O,O,X
SZJLOIT,O,X,O,O,O,O
SZJOTIL,O,X,O,O,X,X
SZJOTLI,O,X,O,O,X,X
SZJOITL,O,X,O,O,X,O
SZJOILT,O,X,O,O,X,O
SZJOLTI,O,X,O,O,X,X
SZJOLIT,O,X,O,O,X,O
SZOTILJ,O,O,O,X,X,X
SZOTIJL,O,X,O,O,X,X
SZOTLIJ,O,O,O,X,X,X
SZOTLJI,O,O,O,X,X,X
SZOTJIL,O,X,O,O,X,X
SZOTJLI,O,X,O,O,X,X
SZOITLJ,O,O,X,X,X,O
SZOITJL,O,X,O,O,X,O
SZOILTJ,X,O,O,X,X,O
SZOILJT,X,O,O,X,X,O
SZOIJTL,O,X,O,O,X,O
SZOIJLT,O,X,O,O,X,O
SZOLTIJ,X,O,O,X,X,X
SZOLTJI,X,O,O,X,X,X
SZOLITJ,X,O,O,X,X,O
SZOLIJT,X,O,O,X,X,O
SZOLJTI,X,O,O,X,X,X
SZOLJIT,X,O,O,X,X,O
SZOJTIL,O,X,O,O,X,X
SZOJTLI,O,X,O,O,X,X
SZOJITL,O,X,O,O,X,O
SZOJILT,O,X,O,O,X,O
SZOJLTI,O,X,O,O,X,X
SZOJLIT,O,X,O,O,X,O
SOTILJZ,O,O,O,X,O,O
SOTILZJ,O,O,O,X,O,O
SOTIJLZ,O,O,O,X,O,O
SOTIJZL,O,X,O,X,X,O
SOTIZLJ,O,O,O,X,X,O
SOTIZJL,O,X,O,X,X,O
SOTLIJZ,O,O,O,X,O,O
SOTLIZJ,O,O,O,X,O,O
SOTLJIZ,O,O,O,X,O,X
SOTLJZI,O,O,O,X,O,X
SOTLZIJ,O,O,O,X,O,X
SOTLZJI,O,O,O,X,O,X
SOTJILZ,O,O,O,X,O,X
SOTJIZL,O,X,O,X,X,X
SOTJLIZ,O,O,O,X,O,X
SOTJLZI,O,O,O,X,O,X
SOTJZIL,O,X,O,X,X,X
SOTJZLI,O,X,O,X,X,X
SOTZILJ,O,O,O,X,X,X
SOTZIJL,O,X,O,X,X,X
SOTZLIJ,O,O,O,X,X,X
SOTZLJI,O,O,O,X,X,X
SOTZJIL,O,X,O,X,X,X
SOTZJLI,O,X,O,X,X,X
SOITLJZ,O,O,O,X,O,X
SOITLZJ,O,O,O,X,O,O
SOITJLZ,O,O,O,X,O,X
SOITJZL,O,X,O,X,X,X
SOITZLJ,O,O,O,X,X,O
SOITZJL,O,X,O,X,X,O
SOILTJZ,O,O,O,X,O,X
SOILTZJ,O,O,O,X,X,O
SOILJTZ,X,O,O,X,O,X
SOILJZT,O,O,O,X,O,O
SOILZTJ,X,O,O,X,X,O
SOILZJT,X,O,O,X,O,O
SOIJTLZ,O,O,O,X,O,X
SOIJTZL,O,X,O,O,X,X
SOIJLTZ,X,O,O,X,O,X
SOIJLZT,O,O,O,O,O,O
SOIJZTL,O,X,O,O,X,O
SOIJZLT,O,X,O,O,X,O
SOIZTLJ,O,O,X,X,X,O
SOIZTJL,O,X,O,O,X,O
SOIZLTJ,X,O,O,X,X,O
SOIZLJT,X,O,O,X,X,O
SOIZJTL,O,X,O,O,X,O
SOIZJLT,O,X,O,O,X,O
SOLTIJZ,O,O,O,X,O,O
SOLTIZJ,O,O,O,X,O,O
SOLTJIZ,O,O,O,X,O,X
SOLTJZI,O,O,O,X,O,X
SOLTZIJ,O,O,O,X,O,X
SOLTZJI,O,O,O,X,O,X
SOLITJZ,O,O,O,X,O,X
SOLITZJ,O,O,O,X,O,O
SOLIJTZ,X,O,O,X,O,X
SOLIJZT,O,O,O,X,O,O
SOLIZTJ,X,O,O,X,X,O
SOLIZJT,X,O,O,X,O,O
SOLJTIZ,X,O,O,X,O,X
SOLJTZI,X,O,O,X,O,X
SOLJITZ,X,O,O,X,O,X
SOLJIZT,O,O,O,X,O,X
SOLJZTI,O,O,O,X,O,X
SOLJZIT,O,O,O,X,O,O
SOLZTIJ,X,O,O,X,O,X
SOLZTJI,X,O,O,X,O,X
SOLZITJ,X,O,O,X,X,O
SOLZIJT,X,O,O,X,O,O
SOLZJTI,X,O,O,X,O,X
SOLZJIT,X,O,O,X,O,O
SOJTILZ,O,O,O,X,O,X
SOJTIZL,O,X,O,O,X,X
SOJTLIZ,O,O,O,X,O,X
SOJTLZI,O,O,O,X,O,X
SOJTZIL,O,X,O,O,X,X
SOJTZLI,O,X,O,O,X,X
SOJITLZ,O,O,O,X,O,X
SOJITZL,O,X,O,O,X,X
SOJILTZ,X,O,O,X,O,X
SOJILZT,O,O,O,O,O,X
SOJIZTL,O,X,O,O,X,X
SOJIZLT,O,X,O,O,X,X
SOJLTIZ,X,O,O,X,O,X
SOJLTZI,X,O,O,X,O,X
SOJLITZ,X,O,O,X,O,X
SOJLIZT,O,O,O,O,O,X
SOJLZTI,O,O,O,O,O,X
SOJLZIT,O,O,O,O,O,O
SOJZTIL,O,X,O,O,X,X
SOJZTLI,O,X,O,O,X,X
SOJZITL,O,X,O,O,X,O
SOJZILT,O,X,O,O,X,O
SOJZLTI,O,X,O,O,X,X
SOJZLIT,O,X,O,O,X,O
SOZTILJ,O,O,O,X,X,X
SOZTIJL,O,X,O,O,X,X
SOZTLIJ,O,O,O,X,X,X
SOZTLJI,O,O,O,X,X,X
SOZTJIL,O,X,O,O,X,X
SOZTJLI,O,X,O,O,X,X
SOZITLJ,O,O,X,X,X,O
SOZITJL,O,X,O,O,X,O
SOZILTJ,X,O,O,X,X,O
SOZILJT,X,O,O,X,X,O
SOZIJTL,O,X,O,O,X,O
SOZIJLT,O,X,O,O,X,O
SOZLTIJ,X,O,O,X,X,X
SOZLTJI,X,O,O,X,X,X
SOZLITJ,X,O,O,X,X,O
SOZLIJT,X,O,O,X,X,O
SOZLJTI,X,O,O,X,X,X
SOZLJIT,X,O,O,X,X,O
SOZJTIL,O,X,O,O,X,X
SOZJTLI,O,X,O,O,X,X
SOZJITL,O,X,O,O,X,O
SOZJILT,O,X,O,O,X,O
SOZJLTI,O,X,O,O,X,X
SOZJLIT,O,X,O,O,X,O
ZTILJSO,O,O,O,O,O,O
ZTILJOS,O,O,O,O,O,O
ZTILSJO,O,O,O,O,O,O
ZTILSOJ,X,O,O,X,O,O
ZTILOJS,X,O,O,X,O,O
ZTILOSJ,X,O,O,X,O,O
ZTIJLSO,O,X,O,O,O,O
ZTIJLOS,O,X,O,O,O,O
ZTIJSLO,O,X,O,O,O,O
ZTIJSOL,O,X,O,O,X,O
ZTIJOLS,O,X,O,O,X,O
ZTIJOSL,O,X,O,O,X,O
ZTISLJO,O,O,O,O,O,O
ZTISLOJ,X,O,O,X,O,O
ZTISJLO,O,X,O,O,O,O
ZTISJOL,O,X,O,O,X,O
ZTISOLJ,O,O,O,X,X,O
ZTISOJL,O,X,O,O,X,O
ZTIOLJS,O,O,O,X,X,O
ZTIOLSJ,O,O,O,X,X,O
ZTIOJLS,O,X,O,O,X,O
ZTIOJSL,O,X,O,O,X,O
ZTIOSLJ,O,O,O,X,X,O
ZTIOSJL,O,X,O,O,X,O
ZTLIJSO,O,O,O,O,O,O
ZTLIJOS,O,O,O,O,O,O
ZTLISJO,O,O,O,O,O,O
ZTLISOJ,X,O,O,X,O,O
ZTLIOJS,X,O,O,X,O,O
ZTLIOSJ,X,O,O,X,O,O
ZTLJISO,O,O,O,O,O,O
ZTLJIOS,O,O,O,O,O,O
ZTLJSIO,O,O,O,O,O,O
ZTLJSOI,O,O,O,O,O,X
ZTLJOIS,O,O,O,O,O,X
ZTLJOSI,O,O,O,O,O,X
ZTLSIJO,O,O,O,O,O,O
ZTLSIOJ,X,O,O,X,O,O
ZTLSJIO,O,O,O,O,O,O
ZTLSJOI,O,O,O,O,O,X
ZTLSOIJ,O,O,O,X,O,X
ZTLSOJI,O,O,O,X,O,X
ZTLOIJS,O,O,O,X,O,X
ZTLOISJ,O,O,O,X,O,X
ZTLOJIS,O,O,O,X,O,X
ZTLOJSI,O,O,O,X,O,X
ZTLOSIJ,O,O,O,X,O,X
ZTLOSJI,O,O,O,X,O,X
ZTJILSO,O,X,O,O,O,O
ZTJILOS,O,X,O,O,O,O
ZTJISLO,O,X,O,O,O,O
ZTJISOL,O,X,O,O,X,O
ZTJIOLS,O,X,O,O,X,O
ZTJIOSL,O,X,O,O,X,O
ZTJLISO,O,X,O,O,O,O
ZTJLIOS,O,X,O,O,O,O
ZTJLSIO,O,X,O,O,O,O
ZTJLSOI,O,X,O,O,O,X
ZTJLOIS,O,X,O,O,O,X
ZTJLOSI,O,X,O,O,O,X
ZTJSILO,O,X,O,O,O,O
ZTJSIOL,O,X,O,O,X,O
ZTJSLIO,O,X,O,O,O,O
ZTJSLOI,O,X,O,O,O,X
ZTJSOIL,O,X,O,O,X,X
ZTJSOLI,O,X,O,O,X,X
ZTJOILS,O,X,O,O,X,X
ZTJOISL,O,X,O,O,X,X
ZTJOLIS,O,X,O,O,X,X
ZTJOLSI,O,X,O,O,X,X
ZTJOSIL,O,X,O,O,X,X
ZTJOSLI,O,X,O,O,X,X
ZTSILJO,O,O,O,O,O,O
ZTSILOJ,X,O,O,X,O,O
ZTSIJLO,O,X,O,O,O,O
ZTSIJOL,O,X,O,O,X,O
ZTSIOLJ,O,O,O,X,X,O
ZTSIOJL,O,X,O,O,X,O
ZTSLIJO,O,O,O,O,O,O
ZTSLIOJ,X,O,O,X,O,O
ZTSLJIO,O,O,O,O,O,O
ZTSLJOI,O,O,O,O,O,X
ZTSLOIJ,O,O,O,X,O,X
ZTSLOJI,O,O,O,X,O,X
ZTSJILO,O,X,O,O,O,O
ZTSJIOL,O,X,O,O,X,O
ZTSJLIO,O,X,O,O,O,O
ZTSJLOI,O,X,O,O,O,X
ZTSJOIL,O,X,O,O,X,X
ZTSJOLI,O,X,O,O,X,X
ZTSOILJ,O,O,O,X,X,X
ZTSOIJL,O,X,O,O,X,X
ZTSOLIJ,O,O,O,X,X,X
ZTSOLJI,O,O,O,X,X,X
ZTSOJIL,O,X,O,O,X,X
ZTSOJLI,O,X,O,O,X,X
ZTOILJS,O,O,O,X,X,X
ZTOILSJ,O,O,O,X,X,X
ZTOIJLS,O,X,O,O,X,X
ZTOIJSL,O,X,O,O,X,X
ZTOISLJ,O,O,O,X,X,X
ZTOISJL,O,X,O,O,X,X
ZTOLIJS,O,O,O,X,X,X
ZTOLISJ,O,O,O,X,X,X
ZTOLJIS,O,O,O,X,X,X
ZTOLJSI,O,O,O,X,X,X
ZTOLSIJ,O,O,O,X,X,X
ZTOLSJI,O,O,O,X,X,X
ZTOJILS,O,X,O,O,X,X
ZTOJISL,O,X,O,O,X,X
ZTOJLIS,O,X,O,O,X,X
ZTOJLSI,O,X,O,O,X,X
ZTOJSIL,O,X,O,O,X,X
ZTOJSLI,O,X,O,O,X,X
ZTOSILJ,O,O,O,X,X,X
ZTOSIJL,O,X,O,O,X,X
ZTOSLIJ,O,O,O,X,X,X
ZTOSLJI,O,O,O,X,X,X
ZTOSJIL,O,X,O,O,X,X
ZTOSJLI,O,X,O,O,X,X
ZITLJSO,O,O,O,O,O,O
ZITLJOS,O,O,O,O,O,O
ZITLSJO,O,O,O,O,O,O
ZITLSOJ,X,O,O,X,O,O
ZITLOJS,X,O,O,X,O,O
ZITLOSJ,X,O,O,X,O,O
ZITJLSO,O,X,O,O,O,O
ZITJLOS,O,X,O,O,O,O
ZITJSLO,O,X,O,O,O,O
ZITJSOL,O,X,O,O,X,O
ZITJOLS,O,X,O,O,X,O
ZITJOSL,O,X,O,O,X,O
ZITSLJO,O,O,O,O,O,O
ZITSLOJ,X,O,O,X,O,O
ZITSJLO,O,X,O,O,O,O
ZITSJOL,O,X,O,O,X,O
ZITSOLJ,O,O,O,X,X,O
ZITSOJL,O,X,O,O,X,O
ZITOLJS,O,O,O,X,X,O
ZITOLSJ,O,O,O,X,X,O
ZITOJLS,O,X,O,O,X,O
ZITOJSL,O,X,O,O,X,O
ZITOSLJ,O,O,O,X,X,O
ZITOSJL,O,X,O,O,X,O
ZILTJSO,X,O,O,O,X,O
ZILTJOS,X,O,X,O,X,O
ZILTSJO,X,O,O,O,X,O
ZILTSOJ,X,O,O,X,X,O
ZILTOJS,X,O,O,X,X,O
ZILTOSJ,X,O,O,X,X,O
ZILJTSO,X,O,O,O,X,O
ZILJTOS,X,X,X,O,X,O
ZILJSTO,X,O,O,O,X,O
ZILJSOT,X,O,O,O,O,O
ZILJOTS,X,X,O,O,X,O
ZILJOST,X,O,O,O,O,O
ZILSTJO,X,O,O,O,X,O
ZILSTOJ,X,O,O,X,X,O
ZILSJTO,X,O,O,O,X,O
ZILSJOT,X,O,O,O,O,O
ZILSOTJ,X,O,O,X,X,O
ZILSOJT,X,O,O,X,O,O
ZILOTJS,X,O,O,X,X,O
ZILOTSJ,X,O,O,X,X,O
ZILOJTS,X,O,O,X,X,O
ZILOJST,X,O,O,X,O,O
ZILOSTJ,X,O,O,X,X,O
ZILOSJT,X,O,O,X,O,O
ZIJTLSO,O,X,O,O,O,O
ZIJTLOS,O,X,O,O,O,O
ZIJTSLO,O,X,O,O,O,O
ZIJTSOL,O,X,O,O,X,O
ZIJTOLS,O,X,O,O,X,O
ZIJTOSL,O,X,O,O,X,O
ZIJLTSO,O,X,O,O,X,O
ZIJLTOS,X,X,X,O,X,O
ZIJLSTO,O,X,O,O,X,O
ZIJLSOT,O,X,O,O,O,O
ZIJLOTS,X,X,X,O,X,O
ZIJLOST,O,X,O,O,O,O
ZIJSTLO,O,X,O,O,O,O
ZIJSTOL,O,X,O,O,X,O
ZIJSLTO,O,X,O,O,X,O
ZIJSLOT,O,X,O,O,O,O
ZIJSOTL,X,X,O,O,X,O
ZIJSOLT,O,X,O,O,X,O
ZIJOTLS,X,X,X,O,X,O
ZIJOTSL,X,X,O,O,X,O
ZIJOLTS,X,X,O,O,X,O
ZIJOLST,O,X,O,O,X,O
ZIJOSTL,X,X,O,O,X,O
ZIJOSLT,O,X,O,O,X,O
ZISTLJO,O,O,O,O,O,O
ZISTLOJ,X,O,O,X,O,O
ZISTJLO,O,X,O,O,O,O
ZISTJOL,O,X,O,O,X,O
ZISTOLJ,O,O,O,X,X,O
ZISTOJL,O,X,O,O,X,O
ZISLTJO,X,O,O,O,X,O
ZISLTOJ,X,O,O,X,X,O
ZISLJTO,X,O,O,O,X,O
ZISLJOT,X,O,O,O,O,O
ZISLOTJ,X,O,O,X,X,O
ZISLOJT,X,O,O,X,O,O
ZISJTLO,O,X,O,O,O,O
ZISJTOL,O,X,O,O,X,O
ZISJLTO,O,X,O,O,X,O
ZISJLOT,O,X,O,O,O,O
ZISJOTL,X,X,O,O,X,O
ZISJOLT,O,X,O,O,X,O
ZISOTLJ,O,O,X,X,X,O
ZISOTJL,O,X,O,O,X,O
ZISOLTJ,X,O,O,X,X,O
ZISOLJT,X,O,O,X,X,O
ZISOJTL,O,X,O,O,X,O
ZISOJLT,O,X,O,O,X,O
ZIOTLJS,O,O,X,X,X,O
ZIOTLSJ,O,O,X,X,X,O
ZIOTJLS,O,X,X,O,X,O
ZIOTJSL,O,X,O,O,X,O
ZIOTSLJ,O,O,X,X,X,O
ZIOTSJL,O,X,O,O,X,O
ZIOLTJS,X,O,O,X,X,O
ZIOLTSJ,X,O,O,X,X,O
ZIOLJTS,X,O,O,X,X,O
ZIOLJST,X,O,O,X,X,O
ZIOLSTJ,X,O,O,X,X,O
ZIOLSJT,X,O,O,X,X,O
ZIOJTLS,O,X,X,O,X,O
ZIOJTSL,O,X,O,O,X,O
ZIOJLTS,O,X,O,O,X,O
ZIOJLST,O,X,O,O,X,O
ZIOJSTL,O,X,O,O,X,O
ZIOJSLT,O,X,O,O,X,O
ZIOSTLJ,O,O,X,X,X,O
ZIOSTJL,O,X,O,O,X,O
ZIOSLTJ,X,O,O,X,X,O
ZIOSLJT,X,O,O,X,X,O
ZIOSJTL,O,X,O,O,X,O
ZIOSJLT,O,X,O,O,X,O
ZLTIJSO,X,O,O,O,O,O
ZLTIJOS,X,O,X,O,O,O
ZLTISJO,X,O,O,O,O,O
ZLTISOJ,X,O,O,X,O,O
ZLTIOJS,X,O,O,X,O,O
ZLTIOSJ,X,O,O,X,O,O
ZLTJISO,X,O,O,O,O,O
ZLTJIOS,X,O,X,O,O,O
ZLTJSIO,X,O,O,O,O,O
ZLTJSOI,X,O,X,O,O,X
ZLTJOIS,X,O,X,O,O,X
ZLTJOSI,X,O,X,O,O,X
ZLTSIJO,X,O,O,O,O,O
ZLTSIOJ,X,O,O,X,O,O
ZLTSJIO,X,O,O,O,O,O
ZLTSJOI,X,O,X,O,O,X
ZLTSOIJ,X,O,O,X,O,X
ZLTSOJI,X,O,O,X,O,X
ZLTOIJS,X,O,O,X,O,X
ZLTOISJ,X,O,O,X,O,X
ZLTOJIS,X,O,O,X,O,X
ZLTOJSI,X,O,O,X,O,X
ZLTOSIJ,X,O,O,X,O,X
ZLTOSJI,X,O,O,X,O,X
ZLITJSO,X,O,O,O,X,O
ZLITJOS,X,O,X,O,X,O
ZLITSJO,X,O,O,O,X,O
ZLITSOJ,X,O,O,X,X,O
ZLITOJS,X,O,O,X,X,O
ZLITOSJ,X,O,O,X,X,O
ZLIJTSO,X,O,O,O,X,O
ZLIJTOS,X,X,X,O,X,O
ZLIJSTO,X,O,O,O,X,O
ZLIJSOT,X,O,O,O,O,O
ZLIJOTS,X,O,O,O,X,O
ZLIJOST,X,O,O,O,O,O
ZLISTJO,X,O,O,O,X,O
ZLISTOJ,X,O,O,X,X,O
ZLISJTO,X,O,O,O,X,O
ZLISJOT,X,O,O,O,O,O
ZLISOTJ,X,O,O,X,X,O
ZLISOJT,X,O,O,X,O,O
ZLIOTJS,X,O,O,X,X,O
ZLIOTSJ,X,O,O,X,X,O
ZLIOJTS,X,O,O,X,X,O
ZLIOJST,X,O,O,X,O,O
ZLIOSTJ,X,O,O,X,X,O
ZLIOSJT,X,O,O,X,O,O
ZLJTISO,X,O,O,O,X,O
ZLJTIOS,X,X,X,O,X,O
ZLJTSIO,X,O,O,O,X,O
ZLJTSOI,X,O,X,O,X,X
ZLJTOIS,X,O,X,O,X,X
ZLJTOSI,X,O,X,O,X,X
ZLJITSO,X,O,O,O,X,O
ZLJITOS,X,X,X,O,X,O
ZLJISTO,X,O,O,O,X,O
ZLJISOT,X,O,O,O,O,O
ZLJIOTS,X,O,O,O,X,O
ZLJIOST,X,O,O,O,O,O
ZLJSTIO,X,O,O,O,X,O
ZLJSTOI,X,O,X,O,X,X
ZLJSITO,X,O,O,O,X,O
ZLJSIOT,X,O,O,O,O,O
ZLJSOTI,X,O,O,O,O,X
ZLJSOIT,X,O,O,O,O,O
ZLJOTIS,X,O,O,O,X,X
ZLJOTSI,X,O,O,O,X,X
ZLJOITS,X,O,O,O,X,O
ZLJOIST,X,O,O,O,O,O
ZLJOSTI,X,O,O,O,O,X
ZLJOSIT,X,O,O,O,O,O
ZLSTIJO,X,O,O,O,O,O
ZLSTIOJ,X,O,O,X,O,O
ZLSTJIO,X,O,O,O,O,O
ZLSTJOI,X,O,X,O,O,X
ZLSTOIJ,X,O,O,X,O,X
ZLSTOJI,X,O,O,X,O,X
ZLSITJO,X,O,O,O,X,O
ZLSITOJ,X,O,O,X,X,O
ZLSIJTO,X,O,O,O,X,O
ZLSIJOT,X,O,O,O,O,O
ZLSIOTJ,X,O,O,X,X,O
ZLSIOJT,X,O,O,X,O,O
ZLSJTIO,X,O,O,O,X,O
ZLSJTOI,X,O,X,O,X,X
ZLSJITO,X,O,O,O,X,O
ZLSJIOT,X,O,O,O,O,O
ZLSJOTI,X,O,O,O,O,X
ZLSJOIT,X,O,O,O,O,O
ZLSOTIJ,X,O,O,X,O,X
ZLSOTJI,X,O,O,X,O,X
ZLSOITJ,X,O,O,X,X,O
ZLSOIJT,X,O,O,X,O,O
ZLSOJTI,X,O,O,X,O,X
ZLSOJIT,X,O,O,X,O,O
ZLOTIJS,X,O,O,X,O,X
ZLOTISJ,X,O,O,X,O,X
ZLOTJIS,X,O,O,X,O,X
ZLOTJSI,X,O,O,X,O,X
ZLOTSIJ,X,O,O,X,O,X
ZLOTSJI,X,O,O,X,O,X
ZLOITJS,X,O,O,X,X,O
ZLOITSJ,X,O,O,X,X,O
ZLOIJTS,X,O,O,X,X,O
ZLOIJST,X,O,O,X,O,O
ZLOISTJ,X,O,O,X,X,O
ZLOISJT,X,O,O,X,O,O
ZLOJTIS,X,O,O,X,X,X
ZLOJTSI,X,O,O,X,X,X
ZLOJITS,X,O,O,X,X,O
ZLOJIST,X,O,O,X,O,O
ZLOJSTI,X,O,O,X,O,X
ZLOJSIT,X,O,O,X,O,O
ZLOSTIJ,X,O,O,X,O,X
ZLOSTJI,X,O,O,X,O,X
ZLOSITJ,X,O,O,X,X,O
ZLOSIJT,X,O,O,X,O,O
ZLOSJTI,X,O,O,X,O,X
ZLOSJIT,X,O,O,X,O,O
ZJTILSO,O,X,O,O,O,O
ZJTILOS,O,X,O,O,O,O
ZJTISLO,O,X,O,O,O,O
ZJTISOL,O,X,O,O,X,O
ZJTIOLS,O,X,O,O,X,O
ZJTIOSL,O,X,O,O,X,O
ZJTLISO,O,X,O,O,O,O
ZJTLIOS,O,X,O,O,O,O
ZJTLSIO,O,X,O,O,O,O
ZJTLSOI,O,X,O,O,O,X
ZJTLOIS,O,X,O,O,O,X
ZJTLOSI,O,X,O,O,O,X
ZJTSILO,O,X,O,O,O,O
ZJTSIOL,O,X,O,O,X,O
ZJTSLIO,O,X,O,O,O,O
ZJTSLOI,O,X,O,O,O,X
ZJTSOIL,O,X,O,O,X,X
ZJTSOLI,O,X,O,O,X,X
ZJTOILS,O,X,O,O,X,X
ZJTOISL,O,X,O,O,X,X
ZJTOLIS,O,X,O,O,X,X
ZJTOLSI,O,X,O,O,X,X
ZJTOSIL,O,X,O,O,X,X
ZJTOSLI,O,X,O,O,X,X
ZJITLSO,O,X,O,O,O,O
ZJITLOS,O,X,O,O,O,O
ZJITSLO,O,X,O,O,O,O
ZJITSOL,O,X,O,O,X,O
ZJITOLS,O,X,O,O,X,O
ZJITOSL,O,X,O,O,X,O
ZJILTSO,O,X,O,O,X,O
ZJILTOS,X,X,X,O,X,O
ZJILSTO,O,X,O,O,X,O
ZJILSOT,O,X,O,O,O,O
ZJILOTS,O,X,X,O,X,O
ZJILOST,O,X,O,O,O,O
ZJISTLO,O,X,O,O,O,O
ZJISTOL,O,X,O,O,X,O
ZJISLTO,O,X,O,O,X,O
ZJISLOT,O,X,O,O,O,O
ZJISOTL,O,X,O,O,X,O
ZJISOLT,O,X,O,O,X,O
ZJIOTLS,O,X,X,O,X,O
ZJIOTSL,O,X,O,O,X,O
ZJIOLTS,O,X,O,O,X,O
ZJIOLST,O,X,O,O,X,O
ZJIOSTL,O,X,O,O,X,O
ZJIOSLT,O,X,O,O,X,O
ZJLTISO,O,X,O,O,X,O
ZJLTIOS,O,X,X,O,X,O
ZJLTSIO,O,X,O,O,X,O
ZJLTSOI,O,X,X,O,X,X
ZJLTOIS,O,X,X,O,X,X
ZJLTOSI,O,X,X,O,X,X
ZJLITSO,O,X,O,O,X,O
ZJLITOS,X,X,X,O,X,O
ZJLISTO,O,X,O,O,X,O
ZJLISOT,O,X,O,O,O,O
ZJLIOTS,O,X,X,O,X,O
ZJLIOST,O,X,O,O,O,O
ZJLSTIO,O,X,O,O,X,O
ZJLSTOI,O,X,X,O,X,X
ZJLSITO,O,X,O,O,X,O
ZJLSIOT,O,X,O,O,O,O
ZJLSOTI,O,X,X,O,O,X
ZJLSOIT,O,X,O,O,O,O
ZJLOTIS,O,X,X,O,X,X
ZJLOTSI,O,X,X,O,X,X
ZJLOITS,O,X,X,O,X,O
ZJLOIST,O,X,O,O,O,O
ZJLOSTI,O,X,X,O,O,X
ZJLOSIT,O,X,O,O,O,O
ZJSTILO,O,X,O,O,O,O
ZJSTIOL,O,X,O,O,X,O
ZJSTLIO,O,X,O,O,O,O
ZJSTLOI,O,X,O,O,O,X
ZJSTOIL,O,X,O,O,X,X
ZJSTOLI,O,X,O,O,X,X
ZJSITLO,O,X,O,O,O,O
ZJSITOL,O,X,O,O,X,O
ZJSILTO,O,X,O,O,X,O
ZJSILOT,O,X,O,O,O,O
ZJSIOTL,O,X,O,O,X,O
ZJSIOLT,O,X,O,O,X,O
ZJSLTIO,O,X,O,O,X,O
ZJSLTOI,O,X,X,O,X,X
ZJSLITO,O,X,O,O,X,O
ZJSLIOT,O,X,O,O,O,O
ZJSLOTI,O,X,X,O,O,X
ZJSLOIT,O,X,O,O,O,O
ZJSOTIL,O,X,O,O,X,X
ZJSOTLI,O,X,O,O,X,X
ZJSOITL,O,X,O,O,X,O
ZJSOILT,O,X,O,O,X,O
ZJSOLTI,O,X,O,O,X,X
ZJSOLIT,O,X,O,O,X,O
ZJOTILS,O,X,O,O,X,X
ZJOTISL,O,X,O,O,X,X
ZJOTLIS,O,X,O,O,X,X
ZJOTLSI,O,X,O,O,X,X
ZJOTSIL,O,X,O,O,X,X
ZJOTSLI,O,X,O,O,X,X
ZJOITLS,O,X,X,O,X,O
ZJOITSL,O,X,O,O,X,O
ZJOILTS,O,X,O,O,X,O
ZJOILST,O,X,O,O,X,O
ZJOISTL,O,X,O,O,X,O
ZJOISLT,O,X,O,O,X,O
ZJOLTIS,O,X,O,O,X,X
ZJOLTSI,O,X,O,O,X,X
ZJOLITS,O,X,O,O,X,O
