sequence,v115@DhA8BeA8FeF8CeH8AeF8Je06IvhF6gBxcBXeB2kBTh?BlqB,v115@DhA8BeA8FeF8CeH8AeF8JeK/IvhFGbBxcBXeBUgBTh?BlqB,v115@DhA8BeA8FeF8CeH8AeF8JeO/IvhF0bBxcBXeBzfBSm?BlqB,v115@DhA8BeA8FeF8CeH8AeF8JeT6IvhFxcBXeBlgBcmBmk?B6qB,v115@DhA8BeA8FeF8CeH8AeF8JeT6IvhFxcBXeBykBGhB0g?BlqB,v115@DhA8BeA8FeF8CeH8AeF8JeO/IvhF8fBzbBCdBXeBxl?BlqB
IOTZSLJ,O,O,O,X,X,O
IOTZSJL,O,X,O,X,X,O
IOLTJSZ,O,O,O,X,O,X
IOLTJZS,O,O,O,X,X,X
IOLTSJZ,O,O,O,X,O,X
IOLTSZJ,O,O,O,X,X,O
IOLTZJS,O,O,O,X,X,O
IOLTZSJ,O,O,O,X,X,O
IOLJTSZ,X,O,O,X,O,X
IOLJTZS,X,O,O,X,X,X
IOLJSTZ,X,O,O,X,O,X
IOLJSZT,O,O,O,X,O,O
IOLJZTS,O,O,O,X,X,O
IOLJZST,O,O,O,X,O,O
IOLSTJZ,O,O,O,X,O,X
IOLSTZJ,O,O,O,X,X,O
IOLSJTZ,X,O,O,X,O,X
IOLSJZT,O,O,O,X,O,O
IOLSZTJ,X,O,O,X,X,O
IOLSZJT,X,O,O,X,O,O
IOLZTJS,X,O,O,X,X,O
IOLZTSJ,X,O,O,X,X,O
IOLZJTS,X,O,O,X,X,O
IOLZJST,X,O,O,X,O,O
IOLZSTJ,X,O,O,X,X,O
IOLZSJT,X,O,O,X,O,O
IOJTLSZ,O,O,O,X,O,X
IOJTLZS,O,O,O,X,O,X
IOJTSLZ,O,O,O,X,O,X
IOJTSZL,O,X,O,O,X,X
IOJTZLS,O,X,O,O,X,X
IOJTZSL,O,X,O,O,X,X
IOJLTSZ,X,O,O,X,O,X
IOJLTZS,X,O,O,X,X,X
IOJLSTZ,X,O,O,X,O,X
IOJLSZT,O,O,O,O,O,O
IOJLZTS,O,O,O,O,X,O
IOJLZST,O,O,O,O,O,O
IOJSTLZ,O,O,O,X,O,X
IOJSTZL,O,X,O,O,X,X
IOJSLTZ,X,O,O,X,O,X
IOJSLZT,O,O,O,O,O,O
IOJSZTL,O,X,O,O,X,O
IOJSZLT,O,X,O,O,X,O
IOJZTLS,O,X,X,O,X,O
IOJZTSL,O,X,O,O,X,O
IOJZLTS,O,X,O,O,X,O
IOJZLST,O,X,O,O,X,O
IOJZSTL,O,X,O,O,X,O
IOJZSLT,O,X,O,O,X,O
IOSTLJZ,O,O,O,X,O,X
IOSTLZJ,O,O,O,X,O,O
IOSTJLZ,O,O,O,X,O,X
IOSTJZL,O,X,O,X,X,X
IOSTZLJ,O,O,O,X,X,O
IOSTZJL,O,X,O,X,X,O
IOSLTJZ,O,O,O,X,O,X
IOSLTZJ,O,O,O,X,X,O
IOSLJTZ,X,O,O,X,O,X
IOSLJZT,O,O,O,X,O,O
IOSLZTJ,X,O,O,X,X,O
IOSLZJT,X,O,O,X,O,O
IOSJTLZ,O,O,O,X,O,X
IOSJTZL,O,X,O,O,X,X
IOSJLTZ,X,O,O,X,O,X
IOSJLZT,O,O,O,O,O,O
IOSJZTL,O,X,O,O,X,O
IOSJZLT,O,X,O,O,X,O
IOSZTLJ,O,O,X,X,X,O
IOSZTJL,O,X,O,O,X,O
IOSZLTJ,X,O,O,X,X,O
IOSZLJT,X,O,O,X,X,O
IOSZJTL,O,X,O,O,X,O
IOSZJLT,O,X,O,O,X,O
IOZTLJS,O,O,X,X,X,O
IOZTLSJ,O,O,X,X,X,O
IOZTJLS,O,X,X,O,X,O
IOZTJSL,O,X,O,O,X,O
IOZTSLJ,O,O,X,X,X,O
IOZTSJL,O,X,O,O,X,O
IOZLTJS,X,O,O,X,X,O
IOZLTSJ,X,O,O,X,X,O
IOZLJTS,X,O,O,X,X,O
IOZLJST,X,O,O,X,X,O
IOZLSTJ,X,O,O,X,X,O
IOZLSJT,X,O,O,X,X,O
IOZJTLS,O,X,X,O,X,O
IOZJTSL,O,X,O,O,X,O
IOZJLTS,O,X,O,O,X,O
IOZJLST,O,X,O,O,X,O
IOZJSTL,O,X,O,O,X,O
IOZJSLT,O,X,O,O,X,O
IOZSTLJ,O,O,X,X,X,O
IOZSTJL,O,X,O,O,X,O
IOZSLTJ,X,O,O,X,X,O
IOZSLJT,X,O,O,X,X,O
IOZSJTL,O,X,O,O,X,O
IOZSJLT,O,X,O,O,X,O
LTIJSZO,O,O,O,X,O,O
LTIJSOZ,O,O,O,X,O,O
LTIJZSO,O,O,O,X,O,O
LTIJZOS,O,O,O,X,O,O
LTIJOSZ,O,O,O,X,O,O
LTIJOZS,O,O,O,X,O,O
LTISJZO,O,O,O,X,O,O
LTISJOZ,O,O,O,X,O,O
LTISZJO,O,O,O,X,O,O
LTISZOJ,X,O,O,X,O,O
LTISOJZ,O,O,O,X,O,O
LTISOZJ,O,O,O,X,O,O
LTIZJSO,O,O,O,X,O,O
LTIZJOS,O,O,O,X,O,O
LTIZSJO,O,O,O,X,O,O
LTIZSOJ,X,O,O,X,O,O
LTIZOJS,X,O,O,X,O,O
LTIZOSJ,X,O,O,X,O,O
LTIOJSZ,O,O,O,X,O,O
LTIOJZS,O,O,O,X,O,O
LTIOSJZ,O,O,O,X,O,O
LTIOSZJ,O,O,O,X,O,O
LTIOZJS,O,O,O,X,O,O
LTIOZSJ,O,O,O,X,O,O
LTJISZO,O,O,O,X,O,O
LTJISOZ,O,O,O,X,O,O
LTJIZSO,O,O,O,X,O,O
LTJIZOS,O,O,O,X,O,O
LTJIOSZ,O,O,O,X,O,O
LTJIOZS,O,O,O,X,O,O
LTJSIZO,O,O,O,X,O,O
LTJSIOZ,O,O,O,X,O,O
LTJSZIO,O,O,O,X,O,O
LTJSZOI,O,O,O,X,O,X
LTJSOIZ,O,O,O,X,O,X
LTJSOZI,O,O,O,X,O,X
LTJZISO,O,O,O,X,O,O
LTJZIOS,O,O,O,X,O,O
LTJZSIO,O,O,O,X,O,O
LTJZSOI,O,O,O,X,O,X
LTJZOIS,O,O,O,X,O,X
LTJZOSI,O,O,O,X,O,X
LTJOISZ,O,O,O,X,O,X
LTJOIZS,O,O,O,X,O,X
LTJOSIZ,O,O,O,X,O,X
LTJOSZI,O,O,O,X,O,X
LTJOZIS,O,O,O,X,O,X
LTJOZSI,O,O,O,X,O,X
LTSIJZO,O,O,O,X,O,O
LTSIJOZ,O,O,O,X,O,O
LTSIZJO,O,O,O,X,O,O
LTSIZOJ,X,O,O,X,O,O
LTSIOJZ,O,O,O,X,O,O
LTSIOZJ,O,O,O,X,O,O
LTSJIZO,O,O,O,X,O,O
LTSJIOZ,O,O,O,X,O,O
LTSJZIO,O,O,O,X,O,O
LTSJZOI,O,O,O,X,O,X
LTSJOIZ,O,O,O,X,O,X
LTSJOZI,O,O,O,X,O,X
LTSZIJO,O,O,O,X,O,O
LTSZIOJ,X,O,O,X,O,O
LTSZJIO,O,O,O,X,O,O
LTSZJOI,O,O,O,X,O,X
LTSZOIJ,O,O,O,X,O,X
LTSZOJI,O,O,O,X,O,X
LTSOIJZ,O,O,O,X,O,O
LTSOIZJ,O,O,O,X,O,O
LTSOJIZ,O,O,O,X,O,X
LTSOJZI,O,O,O,X,O,X
LTSOZIJ,O,O,O,X,O,X
LTSOZJI,O,O,O,X,O,X
LTZIJSO,O,O,O,X,O,O
LTZIJOS,O,O,O,X,O,O
LTZISJO,O,O,O,X,O,O
LTZISOJ,X,O,O,X,O,O
LTZIOJS,X,O,O,X,O,O
LTZIOSJ,X,O,O,X,O,O
LTZJISO,O,O,O,X,O,O
LTZJIOS,O,O,O,X,O,O
LTZJSIO,O,O,O,X,O,O
LTZJSOI,O,O,O,X,O,X
LTZJOIS,O,O,O,X,O,X
LTZJOSI,O,O,O,X,O,X
LTZSIJO,O,O,O,X,O,O
LTZSIOJ,X,O,O,X,O,O
LTZSJIO,O,O,O,X,O,O
LTZSJOI,O,O,O,X,O,X
LTZSOIJ,O,O,O,X,O,X
LTZSOJI,O,O,O,X,O,X
LTZOIJS,O,O,O,X,O,X
LTZOISJ,O,O,O,X,O,X
LTZOJIS,O,O,O,X,O,X
LTZOJSI,O,O,O,X,O,X
LTZOSIJ,O,O,O,X,O,X
LTZOSJI,O,O,O,X,O,X
LTOIJSZ,O,O,O,X,O,O
LTOIJZS,O,O,O,X,O,O
LTOISJZ,O,O,O,X,O,O
LTOISZJ,O,O,O,X,O,O
LTOIZJS,O,O,O,X,O,O
LTOIZSJ,O,O,O,X,O,O
LTOJISZ,O,O,O,X,O,X
LTOJIZS,O,O,O,X,O,X
LTOJSIZ,O,O,O,X,O,X
LTOJSZI,O,O,O,X,O,X
LTOJZIS,O,O,O,X,O,X
LTOJZSI,O,O,O,X,O,X
LTOSIJZ,O,O,O,X,O,O
LTOSIZJ,O,O,O,X,O,O
LTOSJIZ,O,O,O,X,O,X
LTOSJZI,O,O,O,X,O,X
LTOSZIJ,O,O,O,X,O,X
LTOSZJI,O,O,O,X,O,X
LTOZIJS,O,O,O,X,O,X
LTOZISJ,O,O,O,X,O,X
LTOZJIS,O,O,O,X,O,X
LTOZJSI,O,O,O,X,O,X
LTOZSIJ,O,O,O,X,O,X
LTOZSJI,O,O,O,X,O,X
LITJSZO,O,O,O,X,O,O
LITJSOZ,O,O,O,X,O,O
LITJZSO,O,O,O,X,O,O
LITJZOS,O,O,O,X,O,O
LITJOSZ,O,O,O,X,O,O
LITJOZS,O,O,O,X,O,O
LITSJZO,O,O,O,X,O,O
LITSJOZ,O,O,O,X,O,O
LITSZJO,O,O,O,X,O,O
LITSZOJ,X,O,O,X,O,O
LITSOJZ,O,O,O,X,O,O
LITSOZJ,O,O,O,X,O,O
LITZJSO,O,O,O,X,O,O
LITZJOS,O,O,O,X,O,O
LITZSJO,O,O,O,X,O,O
LITZSOJ,X,O,O,X,O,O
LITZOJS,X,O,O,X,O,O
LITZOSJ,X,O,O,X,O,O
LITOJSZ,O,O,O,X,O,O
LITOJZS,O,O,O,X,O,O
LITOSJZ,O,O,O,X,O,O
LITOSZJ,O,O,O,X,O,O
LITOZJS,O,O,O,X,O,O
LITOZSJ,O,O,O,X,O,O
LIJTSZO,O,O,O,X,O,X
LIJTSOZ,O,O,O,X,O,X
LIJTZSO,O,O,O,X,O,X
LIJTZOS,O,O,O,X,O,X
LIJTOSZ,O,O,O,X,O,X
LIJTOZS,O,O,O,X,O,X
LIJSTZO,O,O,O,X,O,X
LIJSTOZ,O,O,O,X,O,X
LIJSZTO,O,O,O,O,X,O
LIJSZOT,O,O,O,O,O,O
LIJSOTZ,X,O,O,X,O,X
LIJSOZT,X,O,O,O,O,O
LIJZTSO,O,O,O,O,X,O
LIJZTOS,X,X,X,O,X,O
LIJZSTO,O,O,O,O,X,O
LIJZSOT,O,O,O,O,O,O
LIJZOTS,X,X,O,O,X,O
LIJZOST,O,O,O,O,O,O
LIJOTSZ,X,O,O,X,O,X
LIJOTZS,X,O,O,X,X,X
LIJOSTZ,X,O,O,X,O,X
LIJOSZT,X,O,O,O,O,O
LIJOZTS,X,O,O,O,X,O
LIJOZST,X,O,O,O,O,O
LISTJZO,O,O,O,X,O,O
LISTJOZ,O,O,O,X,O,O
LISTZJO,O,O,O,X,O,O
LISTZOJ,X,O,O,X,O,O
LISTOJZ,O,O,O,X,O,O
LISTOZJ,O,O,O,X,O,O
LISJTZO,O,O,O,X,O,X
LISJTOZ,O,O,O,X,O,X
LISJZTO,O,O,O,O,X,O
LISJZOT,O,O,O,O,O,O
LISJOTZ,X,O,O,X,O,X
LISJOZT,X,O,O,O,O,O
LISZTJO,X,O,O,O,X,O
LISZTOJ,X,O,O,X,X,O
LISZJTO,X,O,O,O,X,O
LISZJOT,X,O,O,O,O,O
LISZOTJ,X,O,O,X,X,O
LISZOJT,X,O,O,X,O,O
LISOTJZ,O,O,O,X,O,X
LISOTZJ,O,O,O,X,O,O
LISOJTZ,X,O,O,X,O,X
LISOJZT,O,O,O,X,O,O
LISOZTJ,X,O,O,X,X,O
LISOZJT,X,O,O,X,O,O
LIZTJSO,X,O,O,O,X,O
LIZTJOS,X,O,X,O,X,O
LIZTSJO,X,O,O,O,X,O
LIZTSOJ,X,O,O,X,X,O
LIZTOJS,X,O,O,X,X,O
LIZTOSJ,X,O,O,X,X,O
LIZJTSO,X,O,O,O,X,O
LIZJTOS,X,X,X,O,X,O
LIZJSTO,X,O,O,O,X,O
LIZJSOT,X,O,O,O,O,O
LIZJOTS,X,O,O,O,X,O
LIZJOST,X,O,O,O,O,O
LIZSTJO,X,O,O,O,X,O
LIZSTOJ,X,O,O,X,X,O
LIZSJTO,X,O,O,O,X,O
LIZSJOT,X,O,O,O,O,O
LIZSOTJ,X,O,O,X,X,O
LIZSOJT,X,O,O,X,O,O
LIZOTJS,X,O,O,X,X,O
LIZOTSJ,X,O,O,X,X,O
LIZOJTS,X,O,O,X,X,O
LIZOJST,X,O,O,X,O,O
LIZOSTJ,X,O,O,X,X,O
LIZOSJT,X,O,O,X,O,O
LIOTJSZ,O,O,O,X,O,X
LIOTJZS,O,O,O,X,O,X
LIOTSJZ,O,O,O,X,O,X
LIOTSZJ,O,O,O,X,O,O
LIOTZJS,O,O,O,X,O,O
LIOTZSJ,O,O,O,X,O,O
LIOJTSZ,X,O,O,X,O,X
LIOJTZS,X,O,O,X,X,X
LIOJSTZ,X,O,O,X,O,X
LIOJSZT,O,O,O,X,O,O
LIOJZTS,O,O,O,X,X,O
LIOJZST,O,O,O,X,O,O
LIOSTJZ,O,O,O,X,O,X
LIOSTZJ,O,O,O,X,O,O
LIOSJTZ,X,O,O,X,O,X
LIOSJZT,O,O,O,X,O,O
LIOSZTJ,X,O,O,X,X,O
LIOSZJT,X,O,O,X,O,O
LIOZTJS,X,O,O,X,X,O
LIOZTSJ,X,O,O,X,X,O
LIOZJTS,X,O,O,X,X,O
LIOZJST,X,O,O,X,O,O
LIOZSTJ,X,O,O,X,X,O
LIOZSJT,X,O,O,X,O,O
LJTISZO,O,O,O,X,O,O
LJTISOZ,O,O,O,X,O,O
LJTIZSO,O,O,O,X,O,O
LJTIZOS,O,O,O,X,O,O
LJTIOSZ,O,O,O,X,O,O
LJTIOZS,O,O,O,X,O,O
LJTSIZO,O,O,O,X,O,O
LJTSIOZ,O,O,O,X,O,O
LJTSZIO,O,O,O,X,O,O
LJTSZOI,O,O,O,X,O,X
LJTSOIZ,O,O,O,X,O,X
LJTSOZI,O,O,O,X,O,X
LJTZISO,O,O,O,X,O,O
LJTZIOS,O,O,O,X,O,O
LJTZSIO,O,O,O,X,O,O
LJTZSOI,O,O,O,X,O,X
LJTZOIS,O,O,O,X,O,X
LJTZOSI,O,O,O,X,O,X
LJTOISZ,O,O,O,X,O,X
LJTOIZS,O,O,O,X,O,X
LJTOSIZ,O,O,O,X,O,X
LJTOSZI,O,O,O,X,O,X
LJTOZIS,O,O,O,X,O,X
LJTOZSI,O,O,O,X,O,X
LJITSZO,O,O,O,X,O,X
LJITSOZ,O,O,O,X,O,X
LJITZSO,O,O,O,X,O,X
LJITZOS,O,O,O,X,O,X
LJITOSZ,O,O,O,X,O,X
LJITOZS,O,O,O,X,O,X
LJISTZO,O,O,O,X,O,X
LJISTOZ,O,O,O,X,O,X
LJISZTO,O,O,O,O,X,O
LJISZOT,O,O,O,O,O,O
LJISOTZ,X,O,O,X,O,X
LJISOZT,X,O,O,O,O,O
LJIZTSO,O,O,O,O,X,O
LJIZTOS,X,X,X,O,X,O
LJIZSTO,O,O,O,O,X,O
LJIZSOT,O,O,O,O,O,O
LJIZOTS,X,X,O,O,X,O
LJIZOST,O,O,O,O,O,O
LJIOTSZ,X,O,O,X,O,X
LJIOTZS,X,O,O,X,X,X
LJIOSTZ,X,O,O,X,O,X
LJIOSZT,X,O,O,O,O,O
LJIOZTS,X,O,O,O,X,O
LJIOZST,X,O,O,O,O,O
LJSTIZO,O,O,O,X,O,O
LJSTIOZ,O,O,O,X,O,O
LJSTZIO,O,O,O,X,O,O
LJSTZOI,O,O,O,X,O,X
LJSTOIZ,O,O,O,X,O,X
LJSTOZI,O,O,O,X,O,X
LJSITZO,O,O,O,X,O,X
LJSITOZ,O,O,O,X,O,X
LJSIZTO,O,O,O,O,X,O
LJSIZOT,O,O,O,O,O,O
LJSIOTZ,X,O,O,X,O,X
LJSIOZT,X,O,O,O,O,O
LJSZTIO,O,O,O,O,X,O
LJSZTOI,O,O,X,O,X,X
LJSZITO,O,O,O,O,X,O
LJSZIOT,O,O,O,O,O,O
LJSZOTI,O,O,O,O,O,X
LJSZOIT,O,O,O,O,O,O
LJSOTIZ,X,O,O,X,O,X
LJSOTZI,X,O,O,X,O,X
LJSOITZ,X,O,O,X,O,X
LJSOIZT,O,O,O,O,O,X
LJSOZTI,O,O,O,O,O,X
LJSOZIT,O,O,O,O,O,O
LJZTISO,O,O,O,O,X,O
LJZTIOS,O,X,X,O,X,O
LJZTSIO,O,O,O,O,X,O
LJZTSOI,O,O,X,O,X,X
LJZTOIS,O,O,X,O,X,X
LJZTOSI,O,O,X,O,X,X
LJZITSO,O,O,O,O,X,O
LJZITOS,X,X,X,O,X,O
LJZISTO,O,O,O,O,X,O
LJZISOT,O,O,O,O,O,O
LJZIOTS,O,O,O,O,X,O
LJZIOST,O,O,O,O,O,O
LJZSTIO,O,O,O,O,X,O
LJZSTOI,O,O,X,O,X,X
LJZSITO,O,O,O,O,X,O
LJZSIOT,O,O,O,O,O,O
LJZSOTI,O,O,O,O,O,X
LJZSOIT,O,O,O,O,O,O
LJZOTIS,O,O,O,O,X,X
LJZOTSI,O,O,O,O,X,X
LJZOITS,O,O,O,O,X,O
LJZOIST,O,O,O,O,O,O
LJZOSTI,O,O,O,O,O,X
LJZOSIT,O,O,O,O,O,O
LJOTISZ,X,O,O,X,O,X
LJOTIZS,X,O,O,X,O,X
LJOTSIZ,X,O,O,X,O,X
LJOTSZI,X,O,O,X,O,X
LJOTZIS,X,O,O,X,O,X
LJOTZSI,X,O,O,X,O,X
LJOITSZ,X,O,O,X,O,X
LJOITZS,X,O,O,X,X,X
LJOISTZ,X,O,O,X,O,X
LJOISZT,O,O,O,O,O,X
LJOIZTS,O,O,O,O,X,X
LJOIZST,O,O,O,O,O,X
LJOSTIZ,X,O,O,X,O,X
LJOSTZI,X,O,O,X,O,X
LJOSITZ,X,O,O,X,O,X
LJOSIZT,O,O,O,O,O,X
LJOSZTI,O,O,O,O,O,X
LJOSZIT,O,O,O,O,O,O
LJOZTIS,O,O,O,O,X,X
LJOZTSI,O,O,O,O,X,X
LJOZITS,O,O,O,O,X,O
LJOZIST,O,O,O,O,O,O
LJOZSTI,O,O,O,O,O,X
LJOZSIT,O,O,O,O,O,O
LSTIJZO,O,O,O,X,O,O
LSTIJOZ,O,O,O,X,O,O
LSTIZJO,O,O,O,X,O,O
LSTIZOJ,X,O,O,X,O,O
LSTIOJZ,O,O,O,X,O,O
LSTIOZJ,O,O,O,X,O,O
LSTJIZO,O,O,O,X,O,O
LSTJIOZ,O,O,O,X,O,O
LSTJZIO,O,O,O,X,O,O
LSTJZOI,O,O,O,X,O,X
LSTJOIZ,O,O,O,X,O,X
LSTJOZI,O,O,O,X,O,X
LSTZIJO,O,O,O,X,O,O
LSTZIOJ,X,O,O,X,O,O
LSTZJIO,O,O,O,X,O,O
LSTZJOI,O,O,O,X,O,X
LSTZOIJ,O,O,O,X,O,X
LSTZOJI,O,O,O,X,O,X
LSTOIJZ,O,O,O,X,O,O
LSTOIZJ,O,O,O,X,O,O
LSTOJIZ,O,O,O,X,O,X
LSTOJZI,O,O,O,X,O,X
LSTOZIJ,O,O,O,X,O,X
LSTOZJI,O,O,O,X,O,X
LSITJZO,O,O,O,X,O,O
LSITJOZ,O,O,O,X,O,O
LSITZJO,O,O,O,X,O,O
LSITZOJ,X,O,O,X,O,O
LSITOJZ,O,O,O,X,O,O
LSITOZJ,O,O,O,X,O,O
LSIJTZO,O,O,O,X,O,X
LSIJTOZ,O,O,O,X,O,X
LSIJZTO,O,O,O,O,X,O
LSIJZOT,O,O,O,O,O,O
LSIJOTZ,X,O,O,X,O,X
LSIJOZT,X,O,O,O,O,O
LSIZTJO,X,O,O,O,X,O
LSIZTOJ,X,O,O,X,X,O
LSIZJTO,X,O,O,O,X,O
LSIZJOT,X,O,O,O,O,O
LSIZOTJ,X,O,O,X,X,O
LSIZOJT,X,O,O,X,O,O
LSIOTJZ,O,O,O,X,O,X
LSIOTZJ,O,O,O,X,O,O
LSIOJTZ,X,O,O,X,O,X
LSIOJZT,O,O,O,X,O,O
LSIOZTJ,X,O,O,X,X,O
LSIOZJT,X,O,O,X,O,O
LSJTIZO,O,O,O,X,O,O
LSJTIOZ,O,O,O,X,O,O
LSJTZIO,O,O,O,X,O,O
LSJTZOI,O,O,O,X,O,X
LSJTOIZ,O,O,O,X,O,X
LSJTOZI,O,O,O,X,O,X
LSJITZO,O,O,O,X,O,X
LSJITOZ,O,O,O,X,O,X
LSJIZTO,O,O,O,O,X,O
LSJIZOT,O,O,O,O,O,O
LSJIOTZ,X,O,O,X,O,X
LSJIOZT,X,O,O,O,O,O
LSJZTIO,O,O,O,O,X,O
LSJZTOI,O,O,X,O,X,X
LSJZITO,O,O,O,O,X,O
LSJZIOT,O,O,O,O,O,O
LSJZOTI,O,O,O,O,O,X
LSJZOIT,O,O,O,O,O,O
LSJOTIZ,X,O,O,X,O,X
LSJOTZI,X,O,O,X,O,X
LSJOITZ,X,O,O,X,O,X
LSJOIZT,O,O,O,O,O,X
LSJOZTI,O,O,O,O,O,X
LSJOZIT,O,O,O,O,O,O
LSZTIJO,X,O,O,O,O,O
LSZTIOJ,X,O,O,X,O,O
LSZTJIO,X,O,O,O,O,O
LSZTJOI,X,O,X,O,O,X
LSZTOIJ,X,O,O,X,O,X
LSZTOJI,X,O,O,X,O,X
LSZITJO,X,O,O,O,X,O
LSZITOJ,X,O,O,X,X,O
LSZIJTO,X,O,O,O,X,O
LSZIJOT,X,O,O,O,O,O
LSZIOTJ,X,O,O,X,X,O
LSZIOJT,X,O,O,X,O,O
LSZJTIO,X,O,O,O,X,O
LSZJTOI,X,O,X,O,X,X
LSZJITO,X,O,O,O,X,O
LSZJIOT,X,O,O,O,O,O
LSZJOTI,X,O,O,O,O,X
LSZJOIT,X,O,O,O,O,O
LSZOTIJ,X,O,O,X,O,X
LSZOTJI,X,O,O,X,O,X
LSZOITJ,X,O,O,X,X,O
LSZOIJT,X,O,O,X,O,O
LSZOJTI,X,O,O,X,O,X
LSZOJIT,X,O,O,X,O,O
LSOTIJZ,O,O,O,X,O,O
LSOTIZJ,O,O,O,X,O,O
LSOTJIZ,O,O,O,X,O,X
LSOTJZI,O,O,O,X,O,X
LSOTZIJ,O,O,O,X,O,X
LSOTZJI,O,O,O,X,O,X
LSOITJZ,O,O,O,X,O,X
LSOITZJ,O,O,O,X,O,O
LSOIJTZ,X,O,O,X,O,X
LSOIJZT,O,O,O,X,O,O
LSOIZTJ,X,O,O,X,X,O
LSOIZJT,X,O,O,X,O,O
LSOJTIZ,X,O,O,X,O,X
LSOJTZI,X,O,O,X,O,X
LSOJITZ,X,O,O,X,O,X
LSOJIZT,O,O,O,X,O,X
LSOJZTI,O,O,O,X,O,X
LSOJZIT,O,O,O,X,O,O
LSOZTIJ,X,O,O,X,O,X
LSOZTJI,X,O,O,X,O,X
LSOZITJ,X,O,O,X,X,O
LSOZIJT,X,O,O,X,O,O
LSOZJTI,X,O,O,X,O,X
LSOZJIT,X,O,O,X,O,O
LZTIJSO,X,O,O,O,O,O
LZTIJOS,X,O,X,O,O,O
LZTISJO,X,O,O,O,O,O
LZTISOJ,X,O,O,X,O,O
LZTIOJS,X,O,O,X,O,O
LZTIOSJ,X,O,O,X,O,O
LZTJISO,X,O,O,O,O,O
LZTJIOS,X,O,X,O,O,O
LZTJSIO,X,O,O,O,O,O
LZTJSOI,X,O,X,O,O,X
LZTJOIS,X,O,X,O,O,X
LZTJOSI,X,O,X,O,O,X
LZTSIJO,X,O,O,O,O,O
LZTSIOJ,X,O,O,X,O,O
LZTSJIO,X,O,O,O,O,O
LZTSJOI,X,O,X,O,O,X
LZTSOIJ,X,O,O,X,O,X
LZTSOJI,X,O,O,X,O,X
LZTOIJS,X,O,O,X,O,X
LZTOISJ,X,O,O,X,O,X
LZTOJIS,X,O,O,X,O,X
LZTOJSI,X,O,O,X,O,X
LZTOSIJ,X,O,O,X,O,X
LZTOSJI,X,O,O,X,O,X
LZITJSO,X,O,O,O,X,O
LZITJOS,X,O,X,O,X,O
LZITSJO,X,O,O,O,X,O
LZITSOJ,X,O,O,X,X,O
LZITOJS,X,O,O,X,X,O
LZITOSJ,X,O,O,X,X,O
LZIJTSO,X,O,O,O,X,O
LZIJTOS,X,X,X,O,X,O
LZIJSTO,X,O,O,O,X,O
LZIJSOT,X,O,O,O,O,O
LZIJOTS,X,O,O,O,X,O
LZIJOST,X,O,O,O,O,O
LZISTJO,X,O,O,O,X,O
LZISTOJ,X,O,O,X,X,O
LZISJTO,X,O,O,O,X,O
LZISJOT,X,O,O,O,O,O
LZISOTJ,X,O,O,X,X,O
LZISOJT,X,O,O,X,O,O
LZIOTJS,X,O,O,X,X,O
LZIOTSJ,X,O,O,X,X,O
LZIOJTS,X,O,O,X,X,O
LZIOJST,X,O,O,X,O,O
LZIOSTJ,X,O,O,X,X,O
LZIOSJT,X,O,O,X,O,O
LZJTISO,X,O,O,O,X,O
LZJTIOS,X,X,X,O,X,O
LZJTSIO,X,O,O,O,X,O
LZJTSOI,X,O,X,O,X,X
LZJTOIS,X,O,X,O,X,X
LZJTOSI,X,O,X,O,X,X
LZJITSO,X,O,O,O,X,O
LZJITOS,X,X,X,O,X,O
LZJISTO,X,O,O,O,X,O
LZJISOT,X,O,O,O,O,O
LZJIOTS,X,O,O,O,X,O
LZJIOST,X,O,O,O,O,O
LZJSTIO,X,O,O,O,X,O
LZJSTOI,X,O,X,O,X,X
LZJSITO,X,O,O,O,X,O
LZJSIOT,X,O,O,O,O,O
LZJSOTI,X,O,O,O,O,X
LZJSOIT,X,O,O,O,O,O
LZJOTIS,X,O,O,O,X,X
LZJOTSI,X,O,O,O,X,X
LZJOITS,X,O,O,O,X,O
LZJOIST,X,O,O,O,O,O
LZJOSTI,X,O,O,O,O,X
LZJOSIT,X,O,O,O,O,O
LZSTIJO,X,O,O,O,O,O
LZSTIOJ,X,O,O,X,O,O
LZSTJIO,X,O,O,O,O,O
LZSTJOI,X,O,X,O,O,X
LZSTOIJ,X,O,O,X,O,X
LZSTOJI,X,O,O,X,O,X
LZSITJO,X,O,O,O,X,O
LZSITOJ,X,O,O,X,X,O
LZSIJTO,X,O,O,O,X,O
LZSIJOT,X,O,O,O,O,O
LZSIOTJ,X,O,O,X,X,O
LZSIOJT,X,O,O,X,O,O
LZSJTIO,X,O,O,O,X,O
LZSJTOI,X,O,X,O,X,X
LZSJITO,X,O,O,O,X,O
LZSJIOT,X,O,O,O,O,O
LZSJOTI,X,O,O,O,O,X
LZSJOIT,X,O,O,O,O,O
LZSOTIJ,X,O,O,X,O,X
LZSOTJI,X,O,O,X,O,X
LZSOITJ,X,O,O,X,X,O
LZSOIJT,X,O,O,X,O,O
LZSOJTI,X,O,O,X,O,X
LZSOJIT,X,O,O,X,O,O
LZOTIJS,X,O,O,X,O,X
LZOTISJ,X,O,O,X,O,X
LZOTJIS,X,O,O,X,O,X
LZOTJSI,X,O,O,X,O,X
LZOTSIJ,X,O,O,X,O,X
LZOTSJI,X,O,O,X,O,X
LZOITJS,X,O,O,X,X,O
