sequence,v115@9gA8IeA8IeB8HeG8AeA8KeCAJvhFXhB8mBziB5oB2q?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KeGAJvhFihBziB5oBUlB3m?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KefFJvhF6lBOmB8mBziB5o?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KefFJvhF0gBmhBziB5oBSr?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFWnBxiBUmB6tB3l?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFWnBxiB3lB6tBUm?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhF+lBihB3iB5oB1r?B8sB,v115@9gA8IeA8IeB8HeG8AeA8KeCAJvhFlhB3iB5oBTlB2r?B8sB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFGhBliB5oB3lByr?B8sB
ZTLIJSO,O,X,X,X,X,X,O,X,O
ZTLIJOS,O,X,X,X,O,X,O,X,O
ZTLISJO,X,X,X,X,X,X,O,X,O
ZTLISOJ,O,X,X,X,X,X,X,X,O
ZTLIOJS,O,X,X,X,O,X,X,X,O
ZTLIOSJ,O,X,X,X,X,X,X,X,X
ZTLJISO,O,X,X,X,X,X,O,X,O
ZTLJIOS,O,X,X,X,O,X,O,X,O
ZTLJSIO,O,X,X,X,X,X,O,X,O
ZTLJSOI,O,X,X,X,X,X,O,X,O
ZTLJOIS,O,X,X,X,O,X,O,X,O
ZTLJOSI,O,X,X,X,O,X,O,X,X
ZTLSIJO,X,X,X,X,X,X,O,X,O
ZTLSIOJ,O,X,X,X,X,X,X,X,O
ZTLSJIO,X,X,X,X,X,X,O,X,O
ZTLSJOI,X,X,X,X,X,X,O,X,O
ZTLSOIJ,O,X,X,X,X,X,X,X,O
ZTLSOJI,X,X,X,X,X,X,X,X,O
ZTLOIJS,O,X,X,X,O,X,X,X,O
ZTLOISJ,O,X,X,X,X,X,X,X,X
ZTLOJIS,O,X,X,X,O,X,X,X,O
ZTLOJSI,O,X,X,X,O,X,X,X,X
ZTLOSIJ,O,X,X,X,X,X,X,X,X
ZTLOSJI,X,X,X,X,X,X,X,X,X
ZTJILSO,O,X,X,X,X,X,O,X,X
ZTJILOS,O,X,X,X,X,X,O,X,X
ZTJISLO,O,O,O,X,X,X,O,X,X
ZTJISOL,O,O,O,X,X,X,O,X,X
ZTJIOLS,O,X,X,X,X,X,O,X,X
ZTJIOSL,O,O,O,X,X,X,O,X,X
ZTJLISO,O,X,X,X,X,X,O,X,X
ZTJLIOS,O,X,X,X,O,X,O,X,X
ZTJLSIO,O,X,X,X,X,X,O,X,X
ZTJLSOI,O,X,X,X,X,X,O,X,X
ZTJLOIS,O,X,X,X,O,X,O,X,X
ZTJLOSI,O,X,X,X,O,X,O,X,X
ZTJSILO,O,O,O,X,X,X,O,X,X
ZTJSIOL,O,O,O,X,X,X,O,X,X
ZTJSLIO,O,O,O,X,X,X,O,X,X
ZTJSLOI,O,O,O,X,X,X,O,X,X
ZTJSOIL,O,O,O,X,X,X,O,X,X
ZTJSOLI,O,O,O,X,X,X,O,X,X
ZTJOILS,O,X,X,X,X,X,O,X,X
ZTJOISL,O,O,O,X,X,X,O,X,X
ZTJOLIS,O,X,X,X,O,X,O,X,X
ZTJOLSI,O,X,X,X,O,X,O,X,X
ZTJOSIL,O,O,O,X,X,X,O,X,X
ZTJOSLI,O,O,O,X,X,X,O,X,X
ZTSILJO,X,O,O,X,X,X,O,X,X
ZTSILOJ,O,O,O,X,X,X,X,X,X
ZTSIJLO,O,O,O,X,X,X,O,X,X
ZTSIJOL,O,O,O,X,X,X,O,X,O
ZTSIOLJ,O,O,O,X,X,X,X,X,X
ZTSIOJL,O,O,O,X,X,X,O,X,O
ZTSLIJO,X,O,O,X,X,X,O,X,X
ZTSLIOJ,O,O,O,X,X,X,X,X,X
ZTSLJIO,X,O,O,X,X,X,O,X,X
ZTSLJOI,X,O,O,X,X,X,O,X,X
ZTSLOIJ,O,O,O,X,X,X,X,X,X
ZTSLOJI,X,O,O,X,X,X,X,X,X
ZTSJILO,O,O,O,X,X,X,O,X,X
ZTSJIOL,O,O,O,X,X,X,O,X,O
ZTSJLIO,O,O,O,X,X,X,O,X,X
ZTSJLOI,O,O,O,X,X,X,O,X,X
ZTSJOIL,O,O,O,X,X,X,O,X,O
ZTSJOLI,O,O,O,X,X,X,O,X,X
ZTSOILJ,O,O,O,X,X,X,X,X,X
ZTSOIJL,O,O,O,X,X,X,O,X,O
ZTSOLIJ,O,O,O,X,X,X,X,X,X
ZTSOLJI,X,O,O,X,X,X,X,X,X
ZTSOJIL,O,O,O,X,X,X,O,X,O
ZTSOJLI,O,O,O,X,X,X,O,X,X
ZTOILJS,O,X,X,X,X,X,X,X,O
ZTOILSJ,O,X,X,X,X,X,X,X,X
ZTOIJLS,O,X,X,X,X,X,O,X,X
ZTOIJSL,O,O,O,X,X,X,O,X,X
ZTOISLJ,O,O,O,X,X,X,X,X,X
ZTOISJL,O,O,O,X,X,X,O,X,O
ZTOLIJS,O,X,X,X,O,X,X,X,O
ZTOLISJ,O,X,X,X,X,X,X,X,X
ZTOLJIS,O,X,X,X,O,X,X,X,O
ZTOLJSI,O,X,X,X,O,X,X,X,X
ZTOLSIJ,O,X,X,X,X,X,X,X,X
ZTOLSJI,X,X,X,X,X,X,X,X,X
ZTOJILS,O,X,X,X,X,X,O,X,X
ZTOJISL,O,O,O,X,X,X,O,X,X
ZTOJLIS,O,X,X,X,O,X,O,X,X
ZTOJLSI,O,X,X,X,O,X,O,X,X
ZTOJSIL,O,O,O,X,X,X,O,X,X
ZTOJSLI,O,O,O,X,X,X,O,X,X
ZTOSILJ,O,O,O,X,X,X,X,X,X
ZTOSIJL,O,O,O,X,X,X,O,X,O
ZTOSLIJ,O,O,O,X,X,X,X,X,X
ZTOSLJI,X,O,O,X,X,X,X,X,X
ZTOSJIL,O,O,O,X,X,X,O,X,O
ZTOSJLI,O,O,O,X,X,X,O,X,X
ZITLJSO,O,X,X,X,X,X,O,X,O
ZITLJOS,O,X,X,X,X,X,O,X,O
ZITLSJO,X,X,X,X,X,X,O,X,O
ZITLSOJ,O,X,X,X,X,X,X,X,O
ZITLOJS,O,X,X,X,X,X,X,X,O
ZITLOSJ,O,X,X,X,X,X,X,X,X
ZITJLSO,O,X,X,X,X,X,O,X,X
ZITJLOS,O,X,X,X,X,X,O,X,X
ZITJSLO,O,O,O,X,X,X,O,X,X
ZITJSOL,O,O,O,X,X,X,O,X,X
ZITJOLS,O,X,X,X,X,X,O,X,X
ZITJOSL,O,O,O,X,X,X,O,X,X
ZITSLJO,X,O,O,X,X,X,O,X,X
ZITSLOJ,O,O,O,X,X,X,X,X,X
ZITSJLO,O,O,O,X,X,X,O,X,X
ZITSJOL,O,O,O,X,X,X,O,X,O
ZITSOLJ,O,O,O,X,X,X,X,X,X
ZITSOJL,O,O,O,X,X,X,O,X,O
ZITOLJS,O,X,X,X,X,X,X,X,O
ZITOLSJ,O,X,X,X,X,X,X,X,X
ZITOJLS,O,X,X,X,X,X,O,X,X
ZITOJSL,O,O,O,X,X,X,O,X,X
ZITOSLJ,O,O,O,X,X,X,X,X,X
ZITOSJL,O,O,O,X,X,X,O,X,O
ZILTJSO,O,X,X,X,X,X,X,X,O
ZILTJOS,O,X,X,X,X,X,X,X,O
ZILTSJO,X,X,X,X,X,X,X,X,O
ZILTSOJ,O,X,X,X,X,X,X,X,O
ZILTOJS,O,X,X,X,X,X,X,X,O
ZILTOSJ,O,X,X,X,X,X,X,X,X
ZILJTSO,O,X,X,X,X,X,X,O,O
ZILJTOS,O,X,X,X,X,X,X,X,O
ZILJSTO,O,X,X,X,X,X,X,O,O
ZILJSOT,X,X,X,X,X,X,X,X,O
ZILJOTS,X,X,X,X,X,X,X,X,O
ZILJOST,X,X,X,X,X,X,X,X,X
ZILSTJO,X,X,X,X,X,X,X,O,O
ZILSTOJ,O,X,X,X,X,X,X,O,O
ZILSJTO,X,X,X,X,X,X,X,O,O
ZILSJOT,X,X,X,X,X,X,X,X,O
ZILSOTJ,X,X,X,X,X,X,X,O,O
ZILSOJT,X,X,X,X,X,X,X,O,O
ZILOTJS,X,X,X,X,X,X,X,X,O
ZILOTSJ,X,X,X,X,X,X,X,X,X
ZILOJTS,X,X,X,X,X,X,X,O,O
ZILOJST,X,X,X,X,X,X,X,O,X
ZILOSTJ,X,X,X,X,X,X,X,O,X
ZILOSJT,X,X,X,X,X,X,X,O,X
ZIJTLSO,O,X,X,X,X,X,O,O,X
ZIJTLOS,O,X,X,X,X,X,O,X,X
ZIJTSLO,O,O,O,X,X,X,O,O,X
ZIJTSOL,O,O,O,X,X,X,O,O,X
ZIJTOLS,O,X,X,X,X,X,O,O,X
ZIJTOSL,O,O,O,X,X,X,O,O,X
ZIJLTSO,O,X,X,X,X,X,X,O,X
ZIJLTOS,O,X,X,X,X,X,X,X,X
ZIJLSTO,O,X,X,X,X,X,X,O,X
ZIJLSOT,X,X,X,X,X,X,X,X,X
ZIJLOTS,X,X,X,X,X,X,X,X,X
ZIJLOST,X,X,X,X,X,X,X,X,X
ZIJSTLO,O,O,O,X,X,X,O,O,X
ZIJSTOL,O,O,O,X,X,X,O,O,X
ZIJSLTO,O,O,O,X,X,X,X,O,X
ZIJSLOT,X,X,X,X,X,X,X,X,X
ZIJSOTL,X,X,X,X,X,X,O,O,X
ZIJSOLT,X,X,X,X,X,X,X,O,X
ZIJOTLS,X,X,X,X,X,X,O,O,X
ZIJOTSL,X,X,X,X,X,X,O,O,X
ZIJOLTS,X,X,X,X,X,X,X,O,X
ZIJOLST,X,X,X,X,X,X,X,O,X
ZIJOSTL,X,X,X,X,X,X,O,O,X
ZIJOSLT,X,X,X,X,X,X,X,O,X
ZISTLJO,X,O,O,X,X,X,O,O,X
ZISTLOJ,O,O,O,X,X,X,X,O,X
ZISTJLO,O,O,O,X,X,X,O,O,X
ZISTJOL,O,O,O,X,X,X,O,O,O
ZISTOLJ,O,O,O,X,X,X,X,O,X
ZISTOJL,O,O,O,X,X,X,O,X,O
ZISLTJO,X,O,O,X,X,X,X,O,X
ZISLTOJ,O,O,O,X,X,X,X,O,X
ZISLJTO,X,O,O,X,X,X,X,O,X
ZISLJOT,X,X,X,X,X,X,X,X,X
ZISLOTJ,X,X,X,X,X,X,X,O,X
ZISLOJT,X,X,X,X,X,X,X,O,X
ZISJTLO,O,O,O,X,X,X,O,O,X
ZISJTOL,O,O,O,X,X,X,O,O,O
ZISJLTO,O,O,O,X,X,X,X,O,X
ZISJLOT,X,X,X,X,X,X,X,X,X
ZISJOTL,X,X,X,X,X,X,O,O,O
ZISJOLT,X,X,X,X,X,X,X,O,X
ZISOTLJ,X,X,X,X,X,X,X,O,X
ZISOTJL,X,X,X,X,X,X,O,X,O
ZISOLTJ,X,X,X,X,X,X,X,O,X
ZISOLJT,X,X,X,X,X,X,X,O,X
ZISOJTL,X,X,X,X,X,X,O,O,O
ZISOJLT,X,X,X,X,X,X,X,O,X
ZIOTLJS,X,X,X,X,X,X,X,X,O
ZIOTLSJ,X,X,X,X,X,X,X,X,X
ZIOTJLS,X,X,X,X,X,X,O,X,X
ZIOTJSL,X,X,X,X,X,X,O,X,X
ZIOTSLJ,X,X,X,X,X,X,X,X,X
ZIOTSJL,X,X,X,X,X,X,O,X,O
ZIOLTJS,X,X,X,X,X,X,X,X,O
ZIOLTSJ,X,X,X,X,X,X,X,X,X
ZIOLJTS,X,X,X,X,X,X,X,O,O
ZIOLJST,X,X,X,X,X,X,X,O,X
ZIOLSTJ,X,X,X,X,X,X,X,O,X
ZIOLSJT,X,X,X,X,X,X,X,O,X
ZIOJTLS,X,X,X,X,X,X,O,O,X
ZIOJTSL,X,X,X,X,X,X,O,O,X
ZIOJLTS,X,X,X,X,X,X,X,O,X
ZIOJLST,X,X,X,X,X,X,X,O,X
ZIOJSTL,X,X,X,X,X,X,O,O,X
ZIOJSLT,X,X,X,X,X,X,X,O,X
ZIOSTLJ,X,X,X,X,X,X,X,O,X
ZIOSTJL,X,X,X,X,X,X,O,X,O
ZIOSLTJ,X,X,X,X,X,X,X,O,X
ZIOSLJT,X,X,X,X,X,X,X,O,X
ZIOSJTL,X,X,X,X,X,X,O,O,O
ZIOSJLT,X,X,X,X,X,X,X,O,X
ZLTIJSO,O,X,X,X,X,X,X,X,O
ZLTIJOS,O,X,X,X,O,X,X,X,O
ZLTISJO,X,X,X,X,X,X,X,X,O
ZLTISOJ,O,X,X,X,X,X,X,X,O
ZLTIOJS,O,X,X,X,O,X,X,X,O
ZLTIOSJ,O,X,X,X,X,X,X,X,X
ZLTJISO,O,X,X,X,X,X,X,X,O
ZLTJIOS,O,X,X,X,O,X,X,X,O
ZLTJSIO,O,X,X,X,X,X,X,X,O
ZLTJSOI,O,X,X,X,X,X,X,X,O
ZLTJOIS,O,X,X,X,O,X,X,X,O
ZLTJOSI,O,X,X,X,O,X,X,X,X
ZLTSIJO,X,X,X,X,X,X,X,X,O
ZLTSIOJ,O,X,X,X,X,X,X,X,O
ZLTSJIO,X,X,X,X,X,X,X,X,O
ZLTSJOI,X,X,X,X,X,X,X,X,O
ZLTSOIJ,O,X,X,X,X,X,X,X,O
ZLTSOJI,X,X,X,X,X,X,X,X,O
ZLTOIJS,O,X,X,X,O,X,X,X,O
ZLTOISJ,O,X,X,X,X,X,X,X,X
ZLTOJIS,O,X,X,X,O,X,X,X,O
ZLTOJSI,O,X,X,X,O,X,X,X,X
ZLTOSIJ,O,X,X,X,X,X,X,X,X
ZLTOSJI,X,X,X,X,X,X,X,X,X
ZLITJSO,O,X,X,X,X,X,X,X,O
ZLITJOS,O,X,X,X,X,X,X,X,O
ZLITSJO,X,X,X,X,X,X,X,X,O
ZLITSOJ,O,X,X,X,X,X,X,X,O
ZLITOJS,O,X,X,X,X,X,X,X,O
ZLITOSJ,O,X,X,X,X,X,X,X,X
ZLIJTSO,O,X,X,X,X,X,X,O,O
ZLIJTOS,O,X,X,X,X,X,X,X,O
ZLIJSTO,O,X,X,X,X,X,X,O,O
ZLIJSOT,X,X,X,X,X,X,X,X,O
ZLIJOTS,X,X,X,X,X,X,X,X,O
ZLIJOST,X,X,X,X,O,X,X,X,X
ZLISTJO,X,X,X,X,X,X,X,O,O
ZLISTOJ,O,X,X,X,X,X,X,O,O
ZLISJTO,X,X,X,X,X,X,X,O,O
ZLISJOT,X,X,X,X,X,X,X,X,O
ZLISOTJ,X,X,X,X,X,X,X,O,O
ZLISOJT,X,X,X,X,X,X,X,O,O
ZLIOTJS,X,X,X,X,X,X,X,X,O
ZLIOTSJ,X,X,X,X,X,X,X,X,X
ZLIOJTS,X,X,X,X,X,X,X,O,O
ZLIOJST,X,X,X,X,O,X,X,O,X
ZLIOSTJ,X,X,X,X,X,X,X,O,X
ZLIOSJT,X,X,X,X,X,X,X,O,X
ZLJTISO,O,X,X,X,X,X,X,O,O
ZLJTIOS,O,X,X,X,X,X,X,X,O
ZLJTSIO,O,X,X,X,X,X,X,O,O
ZLJTSOI,O,X,X,X,X,X,X,X,O
ZLJTOIS,O,X,X,X,X,X,X,X,O
ZLJTOSI,O,X,X,X,X,X,X,X,X
ZLJITSO,O,X,X,X,X,X,X,O,O
ZLJITOS,O,X,X,X,X,X,X,X,O
ZLJISTO,O,X,X,X,X,X,X,O,O
ZLJISOT,X,X,X,X,X,X,X,X,O
ZLJIOTS,X,X,X,X,X,X,X,X,O
ZLJIOST,X,X,X,X,O,X,X,X,X
ZLJSTIO,O,X,X,X,X,X,X,O,O
ZLJSTOI,O,X,X,X,X,X,X,X,O
ZLJSITO,O,X,X,X,X,X,X,O,O
ZLJSIOT,X,X,X,X,X,X,X,X,O
ZLJSOTI,X,X,X,X,X,X,X,X,O
ZLJSOIT,X,X,X,X,X,X,X,X,O
ZLJOTIS,X,X,X,X,O,X,X,X,O
ZLJOTSI,X,X,X,X,O,X,X,X,X
ZLJOITS,X,X,X,X,X,X,X,X,O
ZLJOIST,X,X,X,X,O,X,X,X,X
ZLJOSTI,X,X,X,X,O,X,X,X,X
ZLJOSIT,X,X,X,X,O,X,X,X,X
ZLSTIJO,X,X,X,X,X,X,X,O,O
ZLSTIOJ,O,X,X,X,X,X,X,O,O
ZLSTJIO,X,X,X,X,X,X,X,X,O
ZLSTJOI,X,X,X,X,X,X,X,X,O
ZLSTOIJ,O,X,X,X,X,X,X,X,O
ZLSTOJI,X,X,X,X,X,X,X,X,O
ZLSITJO,X,X,X,X,X,X,X,O,O
ZLSITOJ,O,X,X,X,X,X,X,O,O
ZLSIJTO,X,X,X,X,X,X,X,O,O
ZLSIJOT,X,X,X,X,X,X,X,X,O
ZLSIOTJ,X,X,X,X,X,X,X,O,O
ZLSIOJT,X,X,X,X,X,X,X,O,O
ZLSJTIO,X,X,X,X,X,X,X,O,O
ZLSJTOI,X,X,X,X,X,X,X,X,O
ZLSJITO,X,X,X,X,X,X,X,O,O
ZLSJIOT,X,X,X,X,X,X,X,X,O
ZLSJOTI,X,X,X,X,X,X,X,X,O
ZLSJOIT,X,X,X,X,X,X,X,X,O
ZLSOTIJ,X,X,X,X,X,X,X,O,O
ZLSOTJI,X,X,X,X,X,X,X,X,O
ZLSOITJ,X,X,X,X,X,X,X,O,O
ZLSOIJT,X,X,X,X,X,X,X,O,O
ZLSOJTI,X,X,X,X,X,X,X,O,O
ZLSOJIT,X,X,X,X,X,X,X,O,O
ZLOTIJS,X,X,X,X,O,X,X,X,O
ZLOTISJ,X,X,X,X,X,X,X,X,X
ZLOTJIS,X,X,X,X,O,X,X,X,O
ZLOTJSI,X,X,X,X,O,X,X,X,X
ZLOTSIJ,X,X,X,X,X,X,X,X,X
ZLOTSJI,X,X,X,X,X,X,X,X,X
ZLOITJS,X,X,X,X,X,X,X,X,O
ZLOITSJ,X,X,X,X,X,X,X,X,X
ZLOIJTS,X,X,X,X,X,X,X,O,O
ZLOIJST,X,X,X,X,O,X,X,O,X
ZLOISTJ,X,X,X,X,X,X,X,O,X
ZLOISJT,X,X,X,X,X,X,X,O,X
ZLOJTIS,X,X,X,X,O,X,X,O,O
ZLOJTSI,X,X,X,X,O,X,X,O,X
ZLOJITS,X,X,X,X,X,X,X,O,O
ZLOJIST,X,X,X,X,O,X,X,O,X
ZLOJSTI,X,X,X,X,O,X,X,O,X
ZLOJSIT,X,X,X,X,O,X,X,O,X
ZLOSTIJ,X,X,X,X,X,X,X,O,X
ZLOSTJI,X,X,X,X,X,X,X,X,X
ZLOSITJ,X,X,X,X,X,X,X,O,X
ZLOSIJT,X,X,X,X,X,X,X,O,X
ZLOSJTI,X,X,X,X,X,X,X,O,X
ZLOSJIT,X,X,X,X,X,X,X,O,X
ZJTILSO,O,X,X,X,X,X,O,O,X
ZJTILOS,O,X,X,X,X,X,O,X,X
ZJTISLO,O,O,O,X,X,X,O,O,X
ZJTISOL,O,O,O,X,X,X,O,O,X
ZJTIOLS,O,X,X,X,X,X,O,O,X
ZJTIOSL,O,O,O,X,X,X,O,O,X
ZJTLISO,O,X,X,X,X,X,O,O,X
ZJTLIOS,O,X,X,X,O,X,O,X,X
ZJTLSIO,O,X,X,X,X,X,O,O,X
ZJTLSOI,O,X,X,X,X,X,O,X,X
ZJTLOIS,O,X,X,X,O,X,O,X,X
ZJTLOSI,O,X,X,X,O,X,O,X,X
ZJTSILO,O,O,O,X,X,X,O,O,X
ZJTSIOL,O,O,O,X,X,X,O,O,X
ZJTSLIO,O,O,O,X,X,X,O,O,X
ZJTSLOI,O,O,O,X,X,X,O,X,X
ZJTSOIL,O,O,O,X,X,X,O,O,X
ZJTSOLI,O,O,O,X,X,X,O,O,X
ZJTOILS,O,X,X,X,X,X,O,O,X
ZJTOISL,O,O,O,X,X,X,O,O,X
ZJTOLIS,O,X,X,X,O,X,O,O,X
ZJTOLSI,O,X,X,X,O,X,O,O,X
ZJTOSIL,O,O,O,X,X,X,O,O,X
ZJTOSLI,O,O,O,X,X,X,O,O,X
ZJITLSO,O,X,X,X,X,X,O,O,X
ZJITLOS,O,X,X,X,X,X,O,X,X
ZJITSLO,O,O,O,X,X,X,O,O,X
ZJITSOL,O,O,O,X,X,X,O,O,X
ZJITOLS,O,X,X,X,X,X,O,O,X
ZJITOSL,O,O,O,X,X,X,O,O,X
ZJILTSO,O,X,X,X,X,X,X,O,X
ZJILTOS,O,X,X,X,X,X,X,X,X
ZJILSTO,O,X,X,X,X,X,X,O,X
ZJILSOT,X,X,X,X,X,X,X,X,X
ZJILOTS,X,X,X,X,X,X,X,X,X
ZJILOST,X,X,X,X,X,X,X,X,X
ZJISTLO,O,O,O,X,X,X,O,O,X
ZJISTOL,O,O,O,X,X,X,O,O,X
ZJISLTO,O,O,O,X,X,X,X,O,X
ZJISLOT,X,X,X,X,X,X,X,X,X
ZJISOTL,X,X,X,X,X,X,O,O,X
ZJISOLT,X,X,X,X,X,X,X,O,X
ZJIOTLS,X,X,X,X,X,X,O,O,X
ZJIOTSL,X,X,X,X,X,X,O,O,X
ZJIOLTS,X,X,X,X,X,X,X,O,X
ZJIOLST,X,X,X,X,X,X,X,O,X
ZJIOSTL,X,X,X,X,X,X,O,O,X
ZJIOSLT,X,X,X,X,X,X,X,O,X
ZJLTISO,O,X,X,X,X,X,X,O,X
ZJLTIOS,O,X,X,X,X,X,X,X,X
ZJLTSIO,O,X,X,X,X,X,X,O,X
ZJLTSOI,O,X,X,X,X,X,X,X,X
ZJLTOIS,O,X,X,X,X,X,X,X,X
ZJLTOSI,O,X,X,X,X,X,X,X,X
ZJLITSO,O,X,X,X,X,X,X,O,X
ZJLITOS,O,X,X,X,X,X,X,X,X
ZJLISTO,O,X,X,X,X,X,X,O,X
ZJLISOT,X,X,X,X,X,X,X,X,X
ZJLIOTS,X,X,X,X,X,X,X,X,X
ZJLIOST,X,X,X,X,O,X,X,X,X
ZJLSTIO,O,X,X,X,X,X,X,O,X
ZJLSTOI,O,X,X,X,X,X,X,X,X
ZJLSITO,O,X,X,X,X,X,X,O,X
ZJLSIOT,X,X,X,X,X,X,X,X,X
ZJLSOTI,X,X,X,X,X,X,X,X,X
ZJLSOIT,X,X,X,X,X,X,X,X,X
ZJLOTIS,X,X,X,X,O,X,X,X,X
ZJLOTSI,X,X,X,X,O,X,X,X,X
ZJLOITS,X,X,X,X,X,X,X,X,X
ZJLOIST,X,X,X,X,O,X,X,X,X
ZJLOSTI,X,X,X,X,O,X,X,X,X
ZJLOSIT,X,X,X,X,O,X,X,X,X
ZJSTILO,O,O,O,X,X,X,O,O,X
ZJSTIOL,O,O,O,X,X,X,O,O,X
ZJSTLIO,O,O,O,X,X,X,O,O,X
ZJSTLOI,O,O,O,X,X,X,O,X,X
ZJSTOIL,O,O,O,X,X,X,O,O,X
ZJSTOLI,O,O,O,X,X,X,O,O,X
ZJSITLO,O,O,O,X,X,X,O,O,X
ZJSITOL,O,O,O,X,X,X,O,O,X
ZJSILTO,O,O,O,X,X,X,X,O,X
ZJSILOT,X,X,X,X,X,X,X,X,X
ZJSIOTL,X,X,X,X,X,X,O,O,X
ZJSIOLT,X,X,X,X,X,X,X,O,X
ZJSLTIO,O,O,O,X,X,X,X,O,X
ZJSLTOI,O,O,O,X,X,X,X,X,X
ZJSLITO,O,O,O,X,X,X,X,O,X
ZJSLIOT,X,X,X,X,X,X,X,X,X
ZJSLOTI,X,X,X,X,X,X,X,X,X
ZJSLOIT,X,X,X,X,X,X,X,X,X
ZJSOTIL,X,X,X,X,X,X,O,O,X
ZJSOTLI,X,X,X,X,X,X,O,O,X
ZJSOITL,X,X,X,X,X,X,O,O,X
ZJSOILT,X,X,X,X,X,X,X,O,X
ZJSOLTI,X,X,X,X,X,X,X,O,X
ZJSOLIT,X,X,X,X,X,X,X,O,X
ZJOTILS,X,X,X,X,X,X,O,O,X
ZJOTISL,X,X,X,X,X,X,O,O,X
ZJOTLIS,X,X,X,X,O,X,O,O,X
ZJOTLSI,X,X,X,X,O,X,O,O,X
ZJOTSIL,X,X,X,X,X,X,O,O,X
ZJOTSLI,X,X,X,X,X,X,O,O,X
ZJOITLS,X,X,X,X,X,X,O,O,X
ZJOITSL,X,X,X,X,X,X,O,O,X
ZJOILTS,X,X,X,X,X,X,X,O,X
ZJOILST,X,X,X,X,X,X,X,O,X
ZJOISTL,X,X,X,X,X,X,O,O,X
ZJOISLT,X,X,X,X,X,X,X,O,X
ZJOLTIS,X,X,X,X,O,X,X,O,X
ZJOLTSI,X,X,X,X,O,X,X,O,X
ZJOLITS,X,X,X,X,X,X,X,O,X
ZJOLIST,X,X,X,X,O,X,X,O,X
ZJOLSTI,X,X,X,X,O,X,X,O,X
ZJOLSIT,X,X,X,X,O,X,X,O,X
ZJOSTIL,X,X,X,X,X,X,O,O,X
ZJOSTLI,X,X,X,X,X,X,O,O,X
ZJOSITL,X,X,X,X,X,X,O,O,X
ZJOSILT,X,X,X,X,X,X,X,O,X
ZJOSLTI,X,X,X,X,X,X,X,O,X
ZJOSLIT,X,X,X,X,X,X,X,O,X
ZSTILJO,X,O,O,X,X,X,O,O,X
ZSTILOJ,O,O,O,X,X,X,X,O,X
ZSTIJLO,O,O,O,X,X,X,O,O,X
ZSTIJOL,O,O,O,X,X,X,O,O,O
ZSTIOLJ,O,O,O,X,X,X,X,O,X
ZSTIOJL,O,O,O,X,X,X,O,X,O
ZSTLIJO,X,O,O,X,X,X,O,O,X
ZSTLIOJ,O,O,O,X,X,X,X,O,X
ZSTLJIO,X,O,O,X,X,X,O,X,X
ZSTLJOI,X,O,O,X,X,X,O,X,X
ZSTLOIJ,O,O,O,X,X,X,X,X,X
ZSTLOJI,X,O,O,X,X,X,X,X,X
ZSTJILO,O,O,O,X,X,X,O,O,X
ZSTJIOL,O,O,O,X,X,X,O,O,O
ZSTJLIO,O,O,O,X,X,X,O,O,X
ZSTJLOI,O,O,O,X,X,X,O,X,X
ZSTJOIL,O,O,O,X,X,X,O,O,O
ZSTJOLI,O,O,O,X,X,X,O,O,X
ZSTOILJ,O,O,O,X,X,X,X,O,X
ZSTOIJL,O,O,O,X,X,X,O,X,O
ZSTOLIJ,O,O,O,X,X,X,X,O,X
ZSTOLJI,X,O,O,X,X,X,X,X,X
ZSTOJIL,O,O,O,X,X,X,O,X,O
ZSTOJLI,O,O,O,X,X,X,O,X,X
ZSITLJO,X,O,O,X,X,X,O,O,X
ZSITLOJ,O,O,O,X,X,X,X,O,X
ZSITJLO,O,O,O,X,X,X,O,O,X
ZSITJOL,O,O,O,X,X,X,O,O,O
ZSITOLJ,O,O,O,X,X,X,X,O,X
ZSITOJL,O,O,O,X,X,X,O,X,O
ZSILTJO,X,O,O,X,X,X,X,O,X
ZSILTOJ,O,O,O,X,X,X,X,O,X
ZSILJTO,X,O,O,X,X,X,X,O,X
ZSILJOT,X,X,X,X,X,X,X,X,X
ZSILOTJ,X,X,X,X,X,X,X,O,X
ZSILOJT,X,X,X,X,X,X,X,O,X
ZSIJTLO,O,O,O,X,X,X,O,O,X
ZSIJTOL,O,O,O,X,X,X,O,O,O
ZSIJLTO,O,O,O,X,X,X,X,O,X
ZSIJLOT,X,X,X,X,X,X,X,X,X
ZSIJOTL,X,X,X,X,X,X,O,O,O
ZSIJOLT,X,X,X,X,X,X,X,O,X
ZSIOTLJ,X,X,X,X,X,X,X,O,X
ZSIOTJL,X,X,X,X,X,X,O,X,O
ZSIOLTJ,X,X,X,X,X,X,X,O,X
ZSIOLJT,X,X,X,X,X,X,X,O,X
ZSIOJTL,X,X,X,X,X,X,O,O,O
ZSIOJLT,X,X,X,X,X,X,X,O,X
ZSLTIJO,X,O,O,X,X,X,X,O,X
ZSLTIOJ,O,O,O,X,X,X,X,O,X
