sequence,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFUcBRdBFgBT?iBfqBuqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFUcBRdBFgBT?iBWqB3qB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jex6IvhFXcBldB6kB2?lBUiBTqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFUcBRdBTiBf?qBllBGqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Je2/IvhFRbB3dBFhBU?iBClBTqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFRdBUgBFhBT?iBfqBuqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Je2/IvhFXcBldBUiBR?lBClBTqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jem6IvhFRdB0fBFhBT?iBSqB3qB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Je2/IvhFRdBFhBTiBC?lB3lBUqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFRdBUgBFhBT?iBWqB3qB
SJOTLZI,O,O,X,O,O,X,X,X,O,X
SJOTZIL,O,O,X,O,O,O,X,X,X,O
SJOTZLI,O,O,X,O,O,O,X,X,X,O
SJOITLZ,O,O,O,O,O,X,X,X,O,X
SJOITZL,O,O,O,O,O,O,X,X,X,O
SJOILTZ,O,O,X,O,O,X,X,X,O,X
SJOILZT,O,O,X,O,X,O,X,X,X,O
SJOIZTL,O,O,O,X,X,O,X,X,X,O
SJOIZLT,O,O,X,O,X,O,X,X,X,O
SJOLTIZ,O,O,O,O,O,X,X,X,O,X
SJOLTZI,O,O,X,O,O,X,X,X,O,X
SJOLITZ,O,O,O,O,O,X,X,X,O,X
SJOLIZT,O,O,O,O,X,O,X,X,X,O
SJOLZTI,O,O,O,X,O,O,X,X,X,O
SJOLZIT,O,O,O,O,X,O,X,X,X,O
SJOZTIL,O,O,O,X,O,O,X,X,X,O
SJOZTLI,O,O,O,X,O,O,X,X,X,O
SJOZITL,O,O,O,X,X,O,X,X,X,O
SJOZILT,O,O,X,O,X,O,X,X,X,O
SJOZLTI,O,O,O,X,O,O,X,X,X,O
SJOZLIT,O,O,O,O,X,O,X,X,X,O
SZTILJO,O,X,O,O,X,X,O,X,X,X
SZTILOJ,O,X,O,O,X,O,X,X,X,X
SZTIJLO,O,X,O,O,O,X,O,X,X,X
SZTIJOL,X,X,O,X,O,X,O,X,X,X
SZTIOLJ,O,X,O,O,X,O,O,X,X,X
SZTIOJL,O,X,O,O,X,O,O,X,X,X
SZTLIJO,O,X,O,O,O,X,O,X,X,X
SZTLIOJ,O,X,O,O,X,O,X,X,X,X
SZTLJIO,O,X,O,O,O,X,O,X,X,X
SZTLJOI,O,X,O,O,O,O,O,X,X,X
SZTLOIJ,O,X,O,O,X,O,O,X,X,X
SZTLOJI,O,X,O,O,X,O,O,X,X,X
SZTJILO,O,X,O,O,O,X,O,X,X,X
SZTJIOL,X,X,O,X,O,X,O,X,X,X
SZTJLIO,O,X,O,O,O,X,O,X,X,X
SZTJLOI,O,X,O,O,O,O,O,X,X,X
SZTJOIL,O,X,O,O,O,O,O,X,X,X
SZTJOLI,O,X,O,O,O,O,O,X,X,X
SZTOILJ,O,X,O,O,X,O,O,X,X,X
SZTOIJL,O,X,O,O,O,O,O,X,X,X
SZTOLIJ,O,X,O,O,O,O,O,X,X,X
SZTOLJI,O,X,O,O,O,O,O,X,X,X
SZTOJIL,O,X,O,O,O,O,O,X,X,X
SZTOJLI,O,X,O,O,O,O,O,X,X,X
SZITLJO,O,X,O,O,X,X,O,X,X,X
SZITLOJ,O,X,O,O,X,O,X,X,X,X
SZITJLO,O,X,O,O,X,X,O,X,X,X
SZITJOL,X,X,O,X,X,X,O,X,X,X
SZITOLJ,O,X,O,O,X,O,O,X,X,X
SZITOJL,O,X,O,X,X,O,O,X,X,X
SZILTJO,O,X,O,O,X,X,O,X,X,X
SZILTOJ,O,X,O,O,X,O,X,X,X,X
SZILJTO,O,O,O,O,X,X,O,X,X,X
SZILJOT,O,O,O,O,X,X,X,X,X,X
SZILOTJ,O,X,O,O,X,O,X,X,X,X
SZILOJT,O,O,X,O,X,O,X,X,X,X
SZIJTLO,O,O,O,X,X,X,O,X,X,X
SZIJTOL,O,O,O,X,X,X,O,X,X,X
SZIJLTO,O,O,O,O,X,X,O,X,X,X
SZIJLOT,O,O,O,O,X,X,X,X,X,X
SZIJOTL,O,O,O,X,X,X,O,X,X,X
SZIJOLT,O,O,X,X,X,X,X,X,X,X
SZIOTLJ,O,X,O,O,X,O,O,X,X,X
SZIOTJL,O,X,O,X,X,O,O,X,X,X
SZIOLTJ,O,X,O,O,X,O,O,X,X,X
SZIOLJT,O,X,O,O,X,O,O,X,X,X
SZIOJTL,O,X,O,X,X,O,O,X,X,X
SZIOJLT,O,X,O,O,X,O,O,X,X,X
SZLTIJO,O,X,O,O,O,X,O,X,X,X
SZLTIOJ,O,X,O,O,X,O,X,X,X,X
SZLTJIO,O,X,O,O,O,X,O,X,X,X
SZLTJOI,O,X,O,O,O,O,O,O,X,X
SZLTOIJ,O,X,O,O,X,O,O,O,X,X
SZLTOJI,O,X,O,O,X,O,O,O,X,X
SZLITJO,O,X,O,O,X,X,O,X,X,X
SZLITOJ,O,X,O,O,X,O,X,X,X,X
SZLIJTO,O,O,O,O,X,X,O,X,X,X
SZLIJOT,O,O,O,O,X,X,X,X,X,X
SZLIOTJ,O,X,O,O,X,O,X,X,X,X
SZLIOJT,O,O,X,O,X,O,X,X,X,X
SZLJTIO,O,X,O,X,O,X,O,X,X,X
SZLJTOI,O,X,O,X,O,O,O,O,X,X
SZLJITO,O,X,O,O,X,X,X,X,X,X
SZLJIOT,O,X,O,O,X,X,X,X,X,X
SZLJOTI,O,X,O,X,X,O,X,O,X,X
SZLJOIT,O,X,O,O,X,O,X,O,X,X
SZLOTIJ,O,X,O,O,X,O,O,O,X,X
SZLOTJI,O,X,O,O,X,O,O,O,X,X
SZLOITJ,O,X,O,O,X,O,O,O,X,X
SZLOIJT,O,O,O,O,X,O,O,O,X,X
SZLOJTI,O,X,O,X,X,O,O,O,X,X
SZLOJIT,O,X,O,O,X,O,X,O,X,X
SZJTILO,O,O,O,X,O,X,O,X,X,X
SZJTIOL,O,O,O,X,O,X,O,X,X,X
SZJTLIO,O,O,O,X,O,X,O,X,X,X
SZJTLOI,O,O,O,X,O,O,O,X,X,X
SZJTOIL,O,O,O,X,O,O,O,X,X,X
SZJTOLI,O,O,O,X,O,O,O,X,X,X
SZJITLO,O,O,O,X,X,X,O,X,X,X
SZJITOL,O,O,O,X,X,X,O,X,X,X
SZJILTO,O,O,O,O,X,X,O,X,X,X
SZJILOT,O,O,O,O,X,X,X,X,X,X
SZJIOTL,O,O,O,X,X,X,O,X,X,X
SZJIOLT,O,O,X,X,X,X,X,X,X,X
SZJLTIO,O,O,O,X,O,X,O,X,X,X
SZJLTOI,O,O,O,X,O,O,O,X,X,X
SZJLITO,O,O,O,O,X,X,X,X,X,X
SZJLIOT,O,O,O,O,X,X,X,X,X,X
SZJLOTI,O,O,O,X,X,O,X,X,X,X
SZJLOIT,O,O,O,O,X,O,X,X,X,X
SZJOTIL,O,O,O,X,X,O,O,X,X,X
SZJOTLI,O,O,O,X,X,O,O,X,X,X
SZJOITL,O,O,O,X,X,O,O,X,X,X
SZJOILT,O,O,O,O,X,O,O,X,X,X
SZJOLTI,O,O,O,X,X,O,O,X,X,X
SZJOLIT,O,O,O,O,X,O,X,X,X,X
SZOTILJ,O,X,O,O,X,O,O,X,X,X
SZOTIJL,O,X,O,O,O,O,O,X,X,X
SZOTLIJ,O,X,O,O,O,O,O,X,X,X
SZOTLJI,O,X,O,O,O,O,O,X,X,X
SZOTJIL,O,X,O,O,O,O,O,X,X,X
SZOTJLI,O,X,O,O,O,O,O,X,X,X
SZOITLJ,O,X,O,O,X,O,O,X,X,X
SZOITJL,O,X,O,O,X,O,O,X,X,X
SZOILTJ,O,X,O,O,X,O,O,O,X,X
SZOILJT,O,O,O,O,X,O,O,O,X,X
SZOIJTL,O,O,O,X,X,O,O,X,X,X
SZOIJLT,O,O,O,O,X,O,O,X,X,X
SZOLTIJ,O,X,O,O,O,O,O,O,X,X
SZOLTJI,O,X,O,O,O,O,O,O,X,X
SZOLITJ,O,X,O,O,X,O,O,O,X,X
SZOLIJT,O,O,O,O,X,O,O,O,X,X
SZOLJTI,O,X,O,X,O,O,O,O,X,X
SZOLJIT,O,X,O,O,X,O,X,O,X,X
SZOJTIL,O,O,O,X,O,O,O,X,X,X
SZOJTLI,O,O,O,X,O,O,O,X,X,X
SZOJITL,O,O,O,X,X,O,O,X,X,X
SZOJILT,O,O,O,O,X,O,O,X,X,X
SZOJLTI,O,O,O,X,O,O,O,X,X,X
SZOJLIT,O,O,O,O,X,O,X,X,X,X
SOTILJZ,O,X,X,O,O,X,X,X,O,X
SOTILZJ,O,X,X,O,O,O,X,O,X,X
SOTIJLZ,O,X,X,O,O,X,X,X,O,X
SOTIJZL,O,X,X,O,O,O,X,X,X,O
SOTIZLJ,O,X,X,O,X,O,X,X,X,X
SOTIZJL,O,X,X,O,O,O,X,X,X,X
SOTLIJZ,O,X,O,O,O,X,X,X,O,X
SOTLIZJ,O,X,X,O,O,O,X,O,X,X
SOTLJIZ,O,X,O,O,O,X,X,X,O,X
SOTLJZI,O,X,O,O,O,X,X,X,O,X
SOTLZIJ,O,X,X,O,O,O,X,O,X,X
SOTLZJI,O,X,X,O,O,O,X,O,X,X
SOTJILZ,O,X,O,O,O,X,X,X,O,X
SOTJIZL,O,X,O,O,O,O,X,X,X,O
SOTJLIZ,O,X,O,O,O,X,X,X,O,X
SOTJLZI,O,X,O,O,O,X,X,X,O,X
SOTJZIL,O,X,O,O,O,O,X,X,X,O
SOTJZLI,O,X,O,O,O,O,X,X,X,O
SOTZILJ,O,X,X,O,X,O,X,X,X,X
SOTZIJL,O,X,X,O,O,O,X,X,X,X
SOTZLIJ,O,X,X,O,O,O,X,X,X,X
SOTZLJI,O,X,X,O,O,O,X,X,X,X
SOTZJIL,O,X,X,O,O,O,X,X,X,X
SOTZJLI,O,X,X,O,O,O,X,X,X,X
SOITLJZ,O,X,X,O,O,X,X,X,O,X
SOITLZJ,O,X,X,O,O,O,X,O,X,X
SOITJLZ,O,X,X,O,O,X,X,X,O,X
SOITJZL,O,X,X,O,O,O,O,X,X,O
SOITZLJ,O,X,X,O,X,O,O,X,X,X
SOITZJL,O,X,X,O,O,O,O,X,X,X
SOILTJZ,O,X,X,O,O,X,X,X,O,X
SOILTZJ,O,X,X,O,O,O,X,O,X,X
SOILJTZ,O,O,X,O,O,X,X,X,O,X
SOILJZT,O,O,X,O,X,O,O,X,X,O
SOILZTJ,O,X,X,O,X,O,O,O,X,X
SOILZJT,O,O,X,O,X,O,O,O,X,X
SOIJTLZ,O,O,X,O,O,X,X,X,O,X
SOIJTZL,O,O,X,O,O,O,O,X,X,O
SOIJLTZ,O,O,X,O,O,X,X,X,O,X
SOIJLZT,O,O,X,O,X,O,O,X,X,O
SOIJZTL,O,O,X,X,X,O,O,X,X,O
SOIJZLT,O,O,X,O,X,O,O,X,X,O
SOIZTLJ,O,X,X,O,X,O,O,X,X,X
SOIZTJL,O,X,X,O,X,O,O,X,X,X
SOIZLTJ,O,X,X,O,X,O,O,O,X,X
SOIZLJT,O,O,X,O,X,O,O,O,X,X
SOIZJTL,O,O,X,X,X,O,O,X,X,X
SOIZJLT,O,O,X,O,X,O,O,X,X,X
SOLTIJZ,O,X,O,O,O,X,X,X,O,X
SOLTIZJ,O,X,X,O,O,O,X,O,X,X
SOLTJIZ,O,X,O,O,O,X,X,X,O,X
SOLTJZI,O,X,O,O,O,X,X,X,O,X
SOLTZIJ,O,X,X,O,O,O,X,O,X,X
SOLTZJI,O,X,X,O,O,O,X,O,X,X
SOLITJZ,O,X,O,O,O,X,X,X,O,X
SOLITZJ,O,X,X,O,O,O,X,O,X,X
SOLIJTZ,O,O,O,O,O,X,X,X,O,X
SOLIJZT,O,O,O,O,X,O,X,X,X,O
SOLIZTJ,O,X,O,O,X,O,X,O,X,X
SOLIZJT,O,O,O,O,X,O,X,O,X,X
SOLJTIZ,O,O,O,O,O,X,X,X,O,X
SOLJTZI,O,O,O,O,O,X,X,X,O,X
SOLJITZ,O,O,O,O,O,X,X,X,O,X
SOLJIZT,O,O,O,O,X,O,X,X,X,O
SOLJZTI,O,O,O,X,O,O,X,X,X,O
SOLJZIT,O,O,O,O,X,O,X,X,X,O
SOLZTIJ,O,X,O,O,O,O,X,O,X,X
SOLZTJI,O,X,O,O,O,O,X,O,X,X
SOLZITJ,O,X,O,O,X,O,X,O,X,X
SOLZIJT,O,O,O,O,X,O,X,O,X,X
SOLZJTI,O,X,O,X,O,O,X,O,X,X
SOLZJIT,O,X,O,O,X,O,X,O,X,X
SOJTILZ,O,O,O,O,O,X,X,X,O,X
SOJTIZL,O,O,O,O,O,O,X,X,X,O
SOJTLIZ,O,O,O,O,O,X,X,X,O,X
SOJTLZI,O,O,O,O,O,X,X,X,O,X
SOJTZIL,O,O,O,O,O,O,X,X,X,O
SOJTZLI,O,O,O,O,O,O,X,X,X,O
SOJITLZ,O,O,O,O,O,X,X,X,O,X
SOJITZL,O,O,O,O,O,O,X,X,X,O
SOJILTZ,O,O,O,O,O,X,X,X,O,X
SOJILZT,O,O,O,O,X,O,X,X,X,O
SOJIZTL,O,O,O,X,X,O,X,X,X,O
SOJIZLT,O,O,O,O,X,O,X,X,X,O
SOJLTIZ,O,O,O,O,O,X,X,X,O,X
SOJLTZI,O,O,O,O,O,X,X,X,O,X
SOJLITZ,O,O,O,O,O,X,X,X,O,X
SOJLIZT,O,O,O,O,X,O,X,X,X,O
SOJLZTI,O,O,O,X,O,O,X,X,X,O
SOJLZIT,O,O,O,O,X,O,X,X,X,O
SOJZTIL,O,O,O,X,O,O,O,X,X,O
SOJZTLI,O,O,O,X,O,O,O,X,X,O
SOJZITL,O,O,O,X,X,O,O,X,X,O
SOJZILT,O,O,O,O,X,O,X,X,X,O
SOJZLTI,O,O,O,X,O,O,O,X,X,O
SOJZLIT,O,O,O,O,X,O,X,X,X,O
SOZTILJ,O,X,O,O,X,O,O,X,X,X
SOZTIJL,O,X,O,O,O,O,O,X,X,X
SOZTLIJ,O,X,O,O,O,O,O,X,X,X
SOZTLJI,O,X,O,O,O,O,O,X,X,X
SOZTJIL,O,X,O,O,O,O,O,X,X,X
SOZTJLI,O,X,O,O,O,O,O,X,X,X
SOZITLJ,O,X,O,O,X,O,O,X,X,X
SOZITJL,O,X,O,O,X,O,O,X,X,X
SOZILTJ,O,X,O,O,X,O,O,O,X,X
SOZILJT,O,O,O,O,X,O,O,O,X,X
SOZIJTL,O,O,O,X,X,O,O,X,X,X
SOZIJLT,O,O,O,O,X,O,O,X,X,X
SOZLTIJ,O,X,O,O,O,O,O,O,X,X
SOZLTJI,O,X,O,O,O,O,O,O,X,X
SOZLITJ,O,X,O,O,X,O,O,O,X,X
SOZLIJT,O,O,O,O,X,O,O,O,X,X
SOZLJTI,O,X,O,X,O,O,O,O,X,X
SOZLJIT,O,X,O,O,X,O,X,O,X,X
SOZJTIL,O,O,O,X,O,O,O,X,X,X
SOZJTLI,O,O,O,X,O,O,O,X,X,X
SOZJITL,O,O,O,X,X,O,O,X,X,X
SOZJILT,O,O,O,O,X,O,O,X,X,X
SOZJLTI,O,O,O,X,O,O,O,X,X,X
SOZJLIT,O,O,O,O,X,O,X,X,X,X
ZTILJSO,O,O,O,X,X,X,O,X,X,X
ZTILJOS,O,O,O,X,X,X,X,X,X,X
ZTILSJO,O,X,O,O,X,X,O,X,X,X
ZTILSOJ,O,X,O,O,X,X,X,X,X,X
ZTILOJS,O,O,O,X,X,X,O,X,X,X
ZTILOSJ,O,X,O,O,X,X,O,X,X,X
ZTIJLSO,O,O,O,X,X,X,O,X,X,X
ZTIJLOS,O,O,O,X,X,X,X,X,X,X
ZTIJSLO,O,O,O,X,O,X,O,X,X,X
ZTIJSOL,O,O,O,X,O,X,O,X,X,X
ZTIJOLS,X,O,X,X,X,X,O,X,X,X
ZTIJOSL,X,X,O,X,X,X,O,X,X,X
ZTISLJO,O,X,O,O,X,X,O,X,X,X
ZTISLOJ,O,X,O,O,X,X,X,X,X,X
ZTISJLO,O,X,O,X,O,X,O,X,X,X
ZTISJOL,X,X,O,X,O,X,O,X,X,X
ZTISOLJ,O,X,O,X,X,X,O,X,X,X
ZTISOJL,X,X,O,X,X,X,O,X,X,X
ZTIOLJS,X,X,O,X,X,X,O,X,X,X
ZTIOLSJ,X,X,O,X,X,X,O,X,X,X
ZTIOJLS,X,X,O,X,X,X,O,X,X,X
ZTIOJSL,X,X,O,X,X,X,O,X,X,X
ZTIOSLJ,X,X,O,X,X,X,O,X,X,X
ZTIOSJL,X,X,O,X,X,X,O,X,X,X
ZTLIJSO,O,O,O,X,O,X,O,X,X,X
ZTLIJOS,O,O,O,X,X,X,X,O,X,X
ZTLISJO,O,X,O,O,O,X,O,X,X,X
ZTLISOJ,O,X,O,O,X,X,X,X,X,X
ZTLIOJS,O,O,O,X,X,X,O,O,X,X
ZTLIOSJ,O,X,O,O,X,X,O,O,X,X
ZTLJISO,X,X,O,X,O,X,O,X,X,X
ZTLJIOS,X,X,O,X,X,X,X,O,X,X
ZTLJSIO,X,X,O,X,O,X,O,X,X,X
ZTLJSOI,X,X,O,X,O,X,O,O,X,X
ZTLJOIS,X,X,O,X,X,X,X,O,O,X
ZTLJOSI,X,X,O,X,X,X,X,O,O,X
ZTLSIJO,X,X,O,X,O,X,O,X,X,X
ZTLSIOJ,X,X,O,X,X,X,X,X,X,X
ZTLSJIO,X,X,O,X,O,X,O,X,X,X
ZTLSJOI,X,X,O,X,O,X,O,O,X,X
ZTLSOIJ,X,X,O,X,X,X,O,O,X,X
ZTLSOJI,X,X,O,X,X,X,O,O,X,X
ZTLOIJS,O,O,O,X,X,X,O,O,O,X
ZTLOISJ,O,X,O,O,X,X,O,O,X,X
ZTLOJIS,X,X,O,X,X,X,X,O,O,X
ZTLOJSI,X,X,O,X,X,X,O,O,O,X
ZTLOSIJ,X,X,O,X,X,X,O,O,X,X
ZTLOSJI,X,X,O,X,X,X,O,O,X,X
ZTJILSO,O,O,O,X,X,X,O,X,X,X
ZTJILOS,O,O,O,X,X,X,X,X,X,O
ZTJISLO,O,O,O,X,O,X,O,X,X,X
ZTJISOL,O,O,O,X,O,X,O,X,X,X
ZTJIOLS,X,O,X,X,X,X,O,X,X,O
ZTJIOSL,X,O,O,X,X,X,O,X,X,O
ZTJLISO,O,O,O,X,X,X,O,X,X,X
ZTJLIOS,O,O,O,X,X,X,X,X,X,O
ZTJLSIO,X,O,O,X,X,X,O,X,X,X
ZTJLSOI,X,O,O,X,X,X,O,X,X,O
ZTJLOIS,O,O,O,X,X,X,X,X,X,O
ZTJLOSI,X,O,O,X,X,X,X,X,X,O
ZTJSILO,O,O,O,X,O,X,O,X,X,X
ZTJSIOL,O,O,O,X,O,X,O,X,X,X
ZTJSLIO,O,O,O,X,O,X,O,X,X,X
ZTJSLOI,O,O,O,X,O,X,O,X,X,O
ZTJSOIL,O,O,O,X,O,X,O,X,X,O
ZTJSOLI,O,O,O,X,O,X,O,X,X,O
ZTJOILS,O,O,O,X,X,X,O,X,O,O
ZTJOISL,O,O,O,X,X,X,O,X,X,O
ZTJOLIS,O,O,O,X,X,X,X,X,O,O
ZTJOLSI,X,O,O,X,X,X,O,X,O,O
ZTJOSIL,O,O,O,X,X,X,O,X,X,O
ZTJOSLI,O,O,O,X,X,X,O,X,X,O
ZTSILJO,O,X,O,O,X,X,O,X,X,X
ZTSILOJ,O,X,O,O,X,O,X,X,X,X
ZTSIJLO,O,X,O,X,O,X,O,X,X,X
ZTSIJOL,X,X,O,X,O,X,O,X,X,X
ZTSIOLJ,O,X,O,X,X,O,O,X,X,X
ZTSIOJL,O,X,O,X,X,O,O,X,X,X
ZTSLIJO,O,X,O,O,O,X,O,X,X,X
ZTSLIOJ,O,X,O,O,X,O,X,X,X,X
ZTSLJIO,O,X,O,X,O,X,O,X,X,X
ZTSLJOI,O,X,O,X,O,O,O,X,X,X
ZTSLOIJ,O,X,O,O,X,O,O,X,X,X
ZTSLOJI,O,X,O,X,X,O,O,X,X,X
ZTSJILO,O,X,O,X,O,X,O,X,X,X
ZTSJIOL,X,X,O,X,O,X,O,X,X,X
ZTSJLIO,O,X,O,X,O,X,O,X,X,X
ZTSJLOI,O,X,O,X,O,O,O,X,X,X
ZTSJOIL,O,X,O,X,O,O,O,X,X,X
ZTSJOLI,O,X,O,X,O,O,O,X,X,X
ZTSOILJ,O,X,O,O,X,O,O,X,X,X
ZTSOIJL,O,X,O,X,O,O,O,X,X,X
ZTSOLIJ,O,X,O,O,O,O,O,X,X,X
ZTSOLJI,O,X,O,X,O,O,O,X,X,X
ZTSOJIL,O,X,O,X,O,O,O,X,X,X
ZTSOJLI,O,X,O,X,O,O,O,X,X,X
ZTOILJS,O,O,O,X,X,X,O,O,O,X
ZTOILSJ,O,X,O,O,X,X,O,O,X,X
ZTOIJLS,O,O,O,X,X,X,O,X,O,O
ZTOIJSL,O,O,O,X,O,X,O,X,X,O
ZTOISLJ,O,X,O,O,X,O,O,X,X,X
ZTOISJL,O,X,O,X,O,O,O,X,X,X
ZTOLIJS,O,O,O,X,O,X,O,O,O,X
ZTOLISJ,O,X,O,O,O,X,O,O,X,X
ZTOLJIS,X,X,O,X,O,X,X,O,O,X
ZTOLJSI,X,X,O,X,O,X,O,O,O,X
ZTOLSIJ,X,X,O,X,O,X,O,O,X,X
ZTOLSJI,X,X,O,X,O,X,O,O,X,X
ZTOJILS,O,O,O,X,X,X,O,X,O,O
ZTOJISL,O,O,O,X,O,X,O,X,X,O
ZTOJLIS,O,O,O,X,X,X,X,X,O,O
ZTOJLSI,X,O,O,X,X,X,O,X,O,O
ZTOJSIL,O,O,O,X,O,X,O,X,X,O
ZTOJSLI,O,O,O,X,O,X,O,X,X,O
ZTOSILJ,O,X,O,O,X,O,O,X,X,X
ZTOSIJL,O,X,O,X,O,O,O,X,X,X
ZTOSLIJ,O,X,O,O,O,O,O,X,X,X
ZTOSLJI,O,X,O,X,O,O,O,X,X,X
ZTOSJIL,O,X,O,X,O,O,O,X,X,X
ZTOSJLI,O,X,O,X,O,O,O,X,X,X
ZITLJSO,O,O,O,X,X,X,O,X,X,X
ZITLJOS,O,O,O,X,X,X,X,X,X,X
ZITLSJO,O,X,O,O,X,X,O,X,X,X
ZITLSOJ,O,X,O,O,X,X,X,X,X,X
ZITLOJS,O,O,O,X,X,X,O,X,X,X
ZITLOSJ,O,X,O,O,X,X,O,X,X,X
ZITJLSO,O,O,O,X,X,X,O,X,X,X
ZITJLOS,O,O,O,X,X,X,X,X,X,X
ZITJSLO,O,O,O,X,X,X,O,X,X,X
ZITJSOL,O,O,O,X,X,X,O,X,X,X
ZITJOLS,X,O,X,X,X,X,O,X,X,X
ZITJOSL,X,X,O,X,X,X,O,X,X,X
ZITSLJO,O,X,O,O,X,X,O,X,X,X
ZITSLOJ,O,X,O,O,X,X,X,X,X,X
ZITSJLO,O,X,O,X,X,X,O,X,X,X
ZITSJOL,X,X,O,X,X,X,O,X,X,X
ZITSOLJ,O,X,O,X,X,X,O,X,X,X
ZITSOJL,X,X,O,X,X,X,O,X,X,X
ZITOLJS,X,X,O,X,X,X,O,X,X,X
ZITOLSJ,X,X,O,X,X,X,O,X,X,X
ZITOJLS,X,X,O,X,X,X,O,X,X,X
ZITOJSL,X,X,O,X,X,X,O,X,X,X
ZITOSLJ,X,X,O,X,X,X,O,X,X,X
ZITOSJL,X,X,O,X,X,X,O,X,X,X
ZILTJSO,O,O,O,X,X,X,O,X,X,X
ZILTJOS,O,O,O,X,X,X,X,O,X,X
ZILTSJO,O,X,O,O,X,X,O,X,X,X
ZILTSOJ,O,X,O,O,X,X,X,X,X,X
ZILTOJS,O,O,O,X,X,X,O,O,X,X
ZILTOSJ,O,X,O,O,X,X,O,O,X,X
ZILJTSO,O,O,O,X,X,X,O,X,X,X
ZILJTOS,O,O,O,X,X,X,X,O,X,X
ZILJSTO,O,O,O,O,X,X,O,X,X,X
ZILJSOT,O,O,O,O,X,X,X,X,X,X
ZILJOTS,O,O,O,X,X,X,X,O,X,X
ZILJOST,O,O,O,O,X,X,X,O,X,X
ZILSTJO,O,X,O,O,X,X,O,X,X,X
ZILSTOJ,O,X,O,O,X,X,X,X,X,X
ZILSJTO,O,O,O,O,X,X,O,X,X,X
ZILSJOT,O,O,O,O,X,X,X,X,X,X
ZILSOTJ,O,X,O,O,X,X,X,X,X,X
ZILSOJT,O,O,X,O,X,X,X,X,X,X
ZILOTJS,O,O,O,X,X,X,O,O,X,X
ZILOTSJ,O,X,O,O,X,X,O,O,X,X
ZILOJTS,O,O,O,X,X,X,O,O,X,X
ZILOJST,O,O,O,O,X,X,O,O,X,X
ZILOSTJ,O,X,O,O,X,X,O,O,X,X
ZILOSJT,O,O,O,O,X,X,O,O,X,X
ZIJTLSO,O,O,O,X,X,X,O,X,X,X
ZIJTLOS,O,O,O,X,X,X,X,X,X,X
ZIJTSLO,O,O,O,X,X,X,O,X,X,X
ZIJTSOL,O,O,O,X,X,X,O,X,X,X
ZIJTOLS,X,O,X,X,X,X,O,X,X,X
ZIJTOSL,X,O,O,X,X,X,O,X,X,X
ZIJLTSO,O,O,O,X,X,X,O,X,X,X
ZIJLTOS,O,O,O,X,X,X,X,X,X,X
ZIJLSTO,O,O,O,O,X,X,O,X,X,X
ZIJLSOT,O,O,O,O,X,X,X,X,X,X
ZIJLOTS,O,O,O,X,X,X,X,X,X,X
ZIJLOST,O,O,O,O,X,X,X,X,X,X
ZIJSTLO,O,O,O,X,X,X,O,X,X,X
ZIJSTOL,O,O,O,X,X,X,O,X,X,X
ZIJSLTO,O,O,O,O,X,X,O,X,X,X
ZIJSLOT,O,O,O,O,X,X,X,X,X,X
ZIJSOTL,O,O,O,X,X,X,O,X,X,X
ZIJSOLT,O,O,X,X,X,X,X,X,X,X
ZIJOTLS,O,O,X,X,X,X,O,X,X,X
ZIJOTSL,O,O,O,X,X,X,O,X,X,X
ZIJOLTS,O,O,X,X,X,X,O,X,X,X
ZIJOLST,O,O,X,X,X,X,O,X,X,X
ZIJOSTL,O,O,O,X,X,X,O,X,X,X
ZIJOSLT,O,O,X,X,X,X,O,X,X,X
ZISTLJO,O,X,O,O,X,X,O,X,X,X
ZISTLOJ,O,X,O,O,X,X,X,X,X,X
ZISTJLO,O,X,O,O,X,X,O,X,X,X
ZISTJOL,X,X,O,X,X,X,O,X,X,X
ZISTOLJ,O,X,O,O,X,X,O,X,X,X
ZISTOJL,O,X,O,X,X,X,O,X,X,X
ZISLTJO,O,X,O,O,X,X,O,X,X,X
ZISLTOJ,O,X,O,O,X,X,X,X,X,X
ZISLJTO,O,O,O,O,X,X,O,X,X,X
ZISLJOT,O,O,O,O,X,X,X,X,X,X
ZISLOTJ,O,X,O,O,X,X,X,X,X,X
ZISLOJT,O,O,X,O,X,X,X,X,X,X
ZISJTLO,O,O,O,X,X,X,O,X,X,X
ZISJTOL,O,O,O,X,X,X,O,X,X,X
ZISJLTO,O,O,O,O,X,X,O,X,X,X
ZISJLOT,O,O,O,O,X,X,X,X,X,X
ZISJOTL,O,O,O,X,X,X,O,X,X,X
ZISJOLT,O,O,X,X,X,X,X,X,X,X
ZISOTLJ,O,X,O,O,X,X,O,X,X,X
ZISOTJL,O,X,O,X,X,X,O,X,X,X
ZISOLTJ,O,X,O,O,X,X,O,X,X,X
ZISOLJT,O,X,O,O,X,X,O,X,X,X
