sequence,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBfmB0hBmiBSs?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBGhBiiBUmB3n?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBfmB6mBOnB8n?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFzfBChBXiB8nB2r?BFqB,v115@GhA8IeA8HeB8AeA8AeG8Jex/IvhFylBziBOpB3mBUn?BFqB,v115@GhA8IeA8HeB8AeA8AeG8Jex/IvhFylBziBOpBUnB3m?BFqB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFUgBGhBKnBziBfq?BVwB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFUgBFhBmiBfqBSw?BTsB,v115@GhA8IeA8HeB8AeA8AeG8JeZEJvhFFgB6mBOnB8nBfq?BzqB
SIOLTZJ,X,X,X,X,X,X,O,O,O
SIOLJTZ,X,X,X,X,X,X,X,O,X
SIOLJZT,X,X,X,X,X,X,X,O,X
SIOLZTJ,X,X,X,X,X,X,O,O,O
SIOLZJT,X,X,X,X,X,X,X,O,O
SIOJTLZ,X,X,X,X,X,X,X,X,X
SIOJTZL,X,X,X,X,X,X,X,X,X
SIOJLTZ,X,X,X,X,X,X,X,O,X
SIOJLZT,X,X,X,X,X,X,X,O,X
SIOJZTL,X,X,X,X,X,X,X,O,X
SIOJZLT,X,X,X,X,X,X,X,O,X
SIOZTLJ,X,X,X,X,X,X,O,X,O
SIOZTJL,X,X,X,X,X,X,X,O,O
SIOZLTJ,X,X,X,X,X,X,O,O,O
SIOZLJT,X,X,X,X,X,X,X,O,O
SIOZJTL,X,X,X,X,X,X,X,O,O
SIOZJLT,X,X,X,X,X,X,X,O,O
SLTIJZO,O,X,X,X,X,X,O,O,X
SLTIJOZ,O,X,X,X,X,X,O,X,X
SLTIZJO,O,O,O,X,X,X,O,O,O
SLTIZOJ,O,O,O,X,X,X,O,O,X
SLTIOJZ,O,X,X,X,X,X,O,O,X
SLTIOZJ,O,O,O,X,X,X,O,O,X
SLTJIZO,O,X,X,X,X,X,O,O,X
SLTJIOZ,O,X,X,X,O,X,O,X,X
SLTJZIO,O,X,X,X,X,X,O,O,X
SLTJZOI,O,X,X,X,X,X,O,X,X
SLTJOIZ,O,X,X,X,O,X,O,X,X
SLTJOZI,O,X,X,X,O,X,O,X,X
SLTZIJO,O,O,O,X,X,X,O,O,O
SLTZIOJ,O,O,O,X,X,X,O,O,X
SLTZJIO,O,O,O,X,X,X,O,O,O
SLTZJOI,O,O,O,X,X,X,O,X,X
SLTZOIJ,O,O,O,X,X,X,O,O,X
SLTZOJI,O,O,O,X,X,X,O,O,X
SLTOIJZ,O,X,X,X,X,X,O,O,X
SLTOIZJ,O,O,O,X,X,X,O,O,X
SLTOJIZ,O,X,X,X,O,X,O,O,X
SLTOJZI,O,X,X,X,O,X,O,O,X
SLTOZIJ,O,O,O,X,X,X,O,O,X
SLTOZJI,O,O,O,X,X,X,O,O,X
SLITJZO,O,X,X,X,X,X,O,O,X
SLITJOZ,O,X,X,X,X,X,O,X,X
SLITZJO,O,O,O,X,X,X,O,O,O
SLITZOJ,O,O,O,X,X,X,O,O,X
SLITOJZ,O,X,X,X,X,X,O,O,X
SLITOZJ,O,O,O,X,X,X,O,O,X
SLIJTZO,O,X,X,X,X,X,X,O,X
SLIJTOZ,O,X,X,X,X,X,X,X,X
SLIJZTO,O,X,X,X,X,X,X,O,X
SLIJZOT,X,X,X,X,X,X,X,X,X
SLIJOTZ,X,X,X,X,X,X,X,X,X
SLIJOZT,X,X,X,X,X,X,X,X,X
SLIZTJO,O,O,O,X,X,X,O,O,O
SLIZTOJ,O,O,O,X,X,X,O,O,X
SLIZJTO,O,O,O,X,X,X,X,O,O
SLIZJOT,X,X,X,X,X,X,X,X,X
SLIZOTJ,X,X,X,X,X,X,O,O,X
SLIZOJT,X,X,X,X,X,X,X,O,X
SLIOTJZ,X,X,X,X,X,X,O,O,X
SLIOTZJ,X,X,X,X,X,X,O,O,X
SLIOJTZ,X,X,X,X,X,X,X,O,X
SLIOJZT,X,X,X,X,X,X,X,O,X
SLIOZTJ,X,X,X,X,X,X,O,O,X
SLIOZJT,X,X,X,X,X,X,X,O,X
SLJTIZO,O,X,X,X,X,X,X,O,X
SLJTIOZ,O,X,X,X,X,X,X,X,X
SLJTZIO,O,X,X,X,X,X,X,O,X
SLJTZOI,O,X,X,X,X,X,X,X,X
SLJTOIZ,O,X,X,X,X,X,X,X,X
SLJTOZI,O,X,X,X,X,X,X,X,X
SLJITZO,O,X,X,X,X,X,X,O,X
SLJITOZ,O,X,X,X,X,X,X,X,X
SLJIZTO,O,X,X,X,X,X,X,O,X
SLJIZOT,X,X,X,X,X,X,X,X,X
SLJIOTZ,X,X,X,X,X,X,X,X,X
SLJIOZT,X,X,X,X,O,X,X,X,X
SLJZTIO,O,X,X,X,X,X,X,O,X
SLJZTOI,O,X,X,X,X,X,X,X,X
SLJZITO,O,X,X,X,X,X,X,O,X
SLJZIOT,X,X,X,X,X,X,X,X,X
SLJZOTI,X,X,X,X,X,X,X,X,X
SLJZOIT,X,X,X,X,X,X,X,X,X
SLJOTIZ,X,X,X,X,O,X,X,X,X
SLJOTZI,X,X,X,X,O,X,X,X,X
SLJOITZ,X,X,X,X,X,X,X,X,X
SLJOIZT,X,X,X,X,O,X,X,X,X
SLJOZTI,X,X,X,X,O,X,X,X,X
SLJOZIT,X,X,X,X,O,X,X,X,X
SLZTIJO,O,O,O,X,X,X,O,O,O
SLZTIOJ,O,O,O,X,X,X,O,O,X
SLZTJIO,O,O,O,X,X,X,O,O,O
SLZTJOI,O,O,O,X,X,X,O,X,X
SLZTOIJ,O,O,O,X,X,X,O,O,X
SLZTOJI,O,O,O,X,X,X,O,O,X
SLZITJO,O,O,O,X,X,X,O,O,O
SLZITOJ,O,O,O,X,X,X,O,O,X
SLZIJTO,O,O,O,X,X,X,X,O,O
SLZIJOT,X,X,X,X,X,X,X,X,X
SLZIOTJ,X,X,X,X,X,X,O,O,X
SLZIOJT,X,X,X,X,X,X,X,O,X
SLZJTIO,O,O,O,X,X,X,X,O,O
SLZJTOI,O,O,O,X,X,X,X,X,X
SLZJITO,O,O,O,X,X,X,X,O,O
SLZJIOT,X,X,X,X,X,X,X,X,X
SLZJOTI,X,X,X,X,X,X,X,X,X
SLZJOIT,X,X,X,X,X,X,X,X,X
SLZOTIJ,X,X,X,X,X,X,O,O,X
SLZOTJI,X,X,X,X,X,X,O,O,X
SLZOITJ,X,X,X,X,X,X,O,O,X
SLZOIJT,X,X,X,X,X,X,X,O,X
SLZOJTI,X,X,X,X,X,X,X,O,X
SLZOJIT,X,X,X,X,X,X,X,O,X
SLOTIJZ,X,X,X,X,X,X,O,O,X
SLOTIZJ,X,X,X,X,X,X,O,O,X
SLOTJIZ,X,X,X,X,O,X,O,O,X
SLOTJZI,X,X,X,X,O,X,O,O,X
SLOTZIJ,X,X,X,X,X,X,O,O,X
SLOTZJI,X,X,X,X,X,X,O,O,X
SLOITJZ,X,X,X,X,X,X,O,O,X
SLOITZJ,X,X,X,X,X,X,O,O,X
SLOIJTZ,X,X,X,X,X,X,X,O,X
SLOIJZT,X,X,X,X,X,X,X,O,X
SLOIZTJ,X,X,X,X,X,X,O,O,X
SLOIZJT,X,X,X,X,X,X,X,O,X
SLOJTIZ,X,X,X,X,O,X,X,O,X
SLOJTZI,X,X,X,X,O,X,X,O,X
SLOJITZ,X,X,X,X,X,X,X,O,X
SLOJIZT,X,X,X,X,O,X,X,O,X
SLOJZTI,X,X,X,X,O,X,X,O,X
SLOJZIT,X,X,X,X,O,X,X,O,X
SLOZTIJ,X,X,X,X,X,X,O,O,X
SLOZTJI,X,X,X,X,X,X,O,O,X
SLOZITJ,X,X,X,X,X,X,O,O,X
SLOZIJT,X,X,X,X,X,X,X,O,X
SLOZJTI,X,X,X,X,X,X,X,O,X
SLOZJIT,X,X,X,X,X,X,X,O,X
SJTILZO,O,X,X,X,X,X,X,X,X
SJTILOZ,O,X,X,X,O,X,X,X,X
SJTIZLO,X,X,X,X,X,X,X,X,X
SJTIZOL,O,X,X,X,X,X,X,X,X
SJTIOLZ,O,X,X,X,O,X,X,X,X
SJTIOZL,O,X,X,X,X,X,X,X,X
SJTLIZO,O,X,X,X,X,X,X,X,X
SJTLIOZ,O,X,X,X,O,X,X,X,X
SJTLZIO,O,X,X,X,X,X,X,X,X
SJTLZOI,O,X,X,X,X,X,X,X,X
SJTLOIZ,O,X,X,X,O,X,X,X,X
SJTLOZI,O,X,X,X,O,X,X,X,X
SJTZILO,X,X,X,X,X,X,X,X,X
SJTZIOL,O,X,X,X,X,X,X,X,X
SJTZLIO,X,X,X,X,X,X,X,X,X
SJTZLOI,X,X,X,X,X,X,X,X,X
SJTZOIL,O,X,X,X,X,X,X,X,X
SJTZOLI,X,X,X,X,X,X,X,X,X
SJTOILZ,O,X,X,X,O,X,X,X,X
SJTOIZL,O,X,X,X,X,X,X,X,X
SJTOLIZ,O,X,X,X,O,X,X,X,X
SJTOLZI,O,X,X,X,O,X,X,X,X
SJTOZIL,O,X,X,X,X,X,X,X,X
SJTOZLI,X,X,X,X,X,X,X,X,X
SJITLZO,O,X,X,X,X,X,X,X,X
SJITLOZ,O,X,X,X,X,X,X,X,X
SJITZLO,X,X,X,X,X,X,X,X,X
SJITZOL,O,X,X,X,X,X,X,X,X
SJITOLZ,O,X,X,X,X,X,X,X,X
SJITOZL,O,X,X,X,X,X,X,X,X
SJILTZO,O,X,X,X,X,X,X,O,X
SJILTOZ,O,X,X,X,X,X,X,X,X
SJILZTO,O,X,X,X,X,X,X,O,X
SJILZOT,X,X,X,X,X,X,X,X,X
SJILOTZ,X,X,X,X,X,X,X,X,X
SJILOZT,X,X,X,X,O,X,X,X,X
SJIZTLO,X,X,X,X,X,X,X,O,X
SJIZTOL,O,X,X,X,X,X,X,O,X
SJIZLTO,X,X,X,X,X,X,X,O,X
SJIZLOT,X,X,X,X,X,X,X,X,X
SJIZOTL,X,X,X,X,X,X,X,O,X
SJIZOLT,X,X,X,X,X,X,X,O,X
SJIOTLZ,X,X,X,X,X,X,X,X,X
SJIOTZL,X,X,X,X,X,X,X,X,X
SJIOLTZ,X,X,X,X,X,X,X,O,X
SJIOLZT,X,X,X,X,O,X,X,O,X
SJIOZTL,X,X,X,X,X,X,X,O,X
SJIOZLT,X,X,X,X,X,X,X,O,X
SJLTIZO,O,X,X,X,X,X,X,O,X
SJLTIOZ,O,X,X,X,X,X,X,X,X
SJLTZIO,O,X,X,X,X,X,X,O,X
SJLTZOI,O,X,X,X,X,X,X,X,X
SJLTOIZ,O,X,X,X,X,X,X,X,X
SJLTOZI,O,X,X,X,X,X,X,X,X
SJLITZO,O,X,X,X,X,X,X,O,X
SJLITOZ,O,X,X,X,X,X,X,X,X
SJLIZTO,O,X,X,X,X,X,X,O,X
SJLIZOT,X,X,X,X,X,X,X,X,X
SJLIOTZ,X,X,X,X,X,X,X,X,X
SJLIOZT,X,X,X,X,O,X,X,X,X
SJLZTIO,O,X,X,X,X,X,X,O,X
SJLZTOI,O,X,X,X,X,X,X,X,X
SJLZITO,O,X,X,X,X,X,X,O,X
SJLZIOT,X,X,X,X,X,X,X,X,X
SJLZOTI,X,X,X,X,X,X,X,X,X
SJLZOIT,X,X,X,X,X,X,X,X,X
SJLOTIZ,X,X,X,X,O,X,X,X,X
SJLOTZI,X,X,X,X,O,X,X,X,X
SJLOITZ,X,X,X,X,X,X,X,X,X
SJLOIZT,X,X,X,X,O,X,X,X,X
SJLOZTI,X,X,X,X,O,X,X,X,X
SJLOZIT,X,X,X,X,O,X,X,X,X
SJZTILO,X,X,X,X,X,X,X,O,X
SJZTIOL,O,X,X,X,X,X,X,O,X
SJZTLIO,X,X,X,X,X,X,X,X,X
SJZTLOI,X,X,X,X,X,X,X,X,X
SJZTOIL,O,X,X,X,X,X,X,X,X
SJZTOLI,X,X,X,X,X,X,X,X,X
SJZITLO,X,X,X,X,X,X,X,O,X
SJZITOL,O,X,X,X,X,X,X,O,X
SJZILTO,X,X,X,X,X,X,X,O,X
SJZILOT,X,X,X,X,X,X,X,X,X
SJZIOTL,X,X,X,X,X,X,X,O,X
SJZIOLT,X,X,X,X,X,X,X,O,X
SJZLTIO,X,X,X,X,X,X,X,O,X
SJZLTOI,X,X,X,X,X,X,X,X,X
SJZLITO,X,X,X,X,X,X,X,O,X
SJZLIOT,X,X,X,X,X,X,X,X,X
SJZLOTI,X,X,X,X,X,X,X,X,X
SJZLOIT,X,X,X,X,X,X,X,X,X
SJZOTIL,X,X,X,X,X,X,X,O,X
SJZOTLI,X,X,X,X,X,X,X,X,X
SJZOITL,X,X,X,X,X,X,X,O,X
SJZOILT,X,X,X,X,X,X,X,O,X
SJZOLTI,X,X,X,X,X,X,X,O,X
SJZOLIT,X,X,X,X,X,X,X,O,X
SJOTILZ,X,X,X,X,O,X,X,X,X
SJOTIZL,X,X,X,X,X,X,X,X,X
SJOTLIZ,X,X,X,X,O,X,X,X,X
SJOTLZI,X,X,X,X,O,X,X,X,X
SJOTZIL,X,X,X,X,X,X,X,X,X
SJOTZLI,X,X,X,X,X,X,X,X,X
SJOITLZ,X,X,X,X,X,X,X,X,X
SJOITZL,X,X,X,X,X,X,X,X,X
SJOILTZ,X,X,X,X,X,X,X,O,X
SJOILZT,X,X,X,X,O,X,X,O,X
SJOIZTL,X,X,X,X,X,X,X,O,X
SJOIZLT,X,X,X,X,X,X,X,O,X
SJOLTIZ,X,X,X,X,O,X,X,O,X
SJOLTZI,X,X,X,X,O,X,X,O,X
SJOLITZ,X,X,X,X,X,X,X,O,X
SJOLIZT,X,X,X,X,O,X,X,O,X
SJOLZTI,X,X,X,X,O,X,X,O,X
SJOLZIT,X,X,X,X,O,X,X,O,X
SJOZTIL,X,X,X,X,X,X,X,O,X
SJOZTLI,X,X,X,X,X,X,X,X,X
SJOZITL,X,X,X,X,X,X,X,O,X
SJOZILT,X,X,X,X,X,X,X,O,X
SJOZLTI,X,X,X,X,X,X,X,O,X
SJOZLIT,X,X,X,X,X,X,X,O,X
SZTILJO,O,O,O,X,X,X,O,O,O
SZTILOJ,O,O,O,X,X,X,O,O,X
SZTIJLO,X,O,O,X,X,X,O,O,O
SZTIJOL,O,O,O,X,X,X,X,O,O
SZTIOLJ,O,O,O,X,X,X,O,X,O
SZTIOJL,O,O,O,X,X,X,X,O,O
SZTLIJO,O,O,O,X,X,X,O,O,O
SZTLIOJ,O,O,O,X,X,X,O,O,X
SZTLJIO,O,O,O,X,X,X,O,O,O
SZTLJOI,O,O,O,X,X,X,O,X,X
SZTLOIJ,O,O,O,X,X,X,O,O,X
SZTLOJI,O,O,O,X,X,X,O,O,X
SZTJILO,X,O,O,X,X,X,O,O,O
SZTJIOL,O,O,O,X,X,X,X,O,O
SZTJLIO,X,O,O,X,X,X,O,X,O
SZTJLOI,X,O,O,X,X,X,O,X,X
SZTJOIL,O,O,O,X,X,X,X,X,O
SZTJOLI,X,O,O,X,X,X,X,X,O
SZTOILJ,O,O,O,X,X,X,O,X,O
SZTOIJL,O,O,O,X,X,X,X,O,O
SZTOLIJ,O,O,O,X,X,X,O,X,O
SZTOLJI,O,O,O,X,X,X,O,X,O
SZTOJIL,O,O,O,X,X,X,X,O,O
SZTOJLI,X,O,O,X,X,X,X,X,O
SZITLJO,O,O,O,X,X,X,O,O,O
SZITLOJ,O,O,O,X,X,X,O,O,X
SZITJLO,X,O,O,X,X,X,O,O,O
SZITJOL,O,O,O,X,X,X,X,O,O
SZITOLJ,O,O,O,X,X,X,O,X,O
SZITOJL,O,O,O,X,X,X,X,O,O
SZILTJO,O,O,O,X,X,X,O,O,O
SZILTOJ,O,O,O,X,X,X,O,O,X
SZILJTO,O,O,O,X,X,X,X,O,O
SZILJOT,X,X,X,X,X,X,X,X,X
SZILOTJ,X,X,X,X,X,X,O,O,X
SZILOJT,X,X,X,X,X,X,X,O,X
SZIJTLO,X,O,O,X,X,X,X,O,O
SZIJTOL,O,O,O,X,X,X,X,O,O
SZIJLTO,X,O,O,X,X,X,X,O,O
SZIJLOT,X,X,X,X,X,X,X,X,X
SZIJOTL,X,X,X,X,X,X,X,O,O
SZIJOLT,X,X,X,X,X,X,X,O,O
SZIOTLJ,X,X,X,X,X,X,O,X,O
SZIOTJL,X,X,X,X,X,X,X,O,O
SZIOLTJ,X,X,X,X,X,X,O,O,O
SZIOLJT,X,X,X,X,X,X,X,O,O
SZIOJTL,X,X,X,X,X,X,X,O,O
SZIOJLT,X,X,X,X,X,X,X,O,O
SZLTIJO,O,O,O,X,X,X,O,O,O
SZLTIOJ,O,O,O,X,X,X,O,O,X
SZLTJIO,O,O,O,X,X,X,O,O,O
SZLTJOI,O,O,O,X,X,X,O,X,X
SZLTOIJ,O,O,O,X,X,X,O,O,X
SZLTOJI,O,O,O,X,X,X,O,O,X
SZLITJO,O,O,O,X,X,X,O,O,O
SZLITOJ,O,O,O,X,X,X,O,O,X
SZLIJTO,O,O,O,X,X,X,X,O,O
SZLIJOT,X,X,X,X,X,X,X,X,X
SZLIOTJ,X,X,X,X,X,X,O,O,X
SZLIOJT,X,X,X,X,X,X,X,O,X
SZLJTIO,O,O,O,X,X,X,X,O,O
SZLJTOI,O,O,O,X,X,X,X,X,X
SZLJITO,O,O,O,X,X,X,X,O,O
SZLJIOT,X,X,X,X,X,X,X,X,X
SZLJOTI,X,X,X,X,X,X,X,X,X
SZLJOIT,X,X,X,X,X,X,X,X,X
SZLOTIJ,X,X,X,X,X,X,O,O,X
SZLOTJI,X,X,X,X,X,X,O,O,X
SZLOITJ,X,X,X,X,X,X,O,O,X
SZLOIJT,X,X,X,X,X,X,X,O,X
SZLOJTI,X,X,X,X,X,X,X,O,X
SZLOJIT,X,X,X,X,X,X,X,O,X
SZJTILO,X,O,O,X,X,X,X,O,O
SZJTIOL,O,O,O,X,X,X,X,O,O
SZJTLIO,X,O,O,X,X,X,X,X,O
SZJTLOI,X,O,O,X,X,X,X,X,X
SZJTOIL,O,O,O,X,X,X,X,X,O
SZJTOLI,X,O,O,X,X,X,X,X,O
SZJITLO,X,O,O,X,X,X,X,O,O
SZJITOL,O,O,O,X,X,X,X,O,O
SZJILTO,X,O,O,X,X,X,X,O,O
SZJILOT,X,X,X,X,X,X,X,X,X
SZJIOTL,X,X,X,X,X,X,X,O,O
SZJIOLT,X,X,X,X,X,X,X,O,O
SZJLTIO,X,O,O,X,X,X,X,O,O
SZJLTOI,X,O,O,X,X,X,X,X,X
SZJLITO,X,O,O,X,X,X,X,O,O
SZJLIOT,X,X,X,X,X,X,X,X,X
SZJLOTI,X,X,X,X,X,X,X,X,X
SZJLOIT,X,X,X,X,X,X,X,X,X
SZJOTIL,X,X,X,X,X,X,X,O,O
SZJOTLI,X,X,X,X,X,X,X,X,O
SZJOITL,X,X,X,X,X,X,X,O,O
SZJOILT,X,X,X,X,X,X,X,O,O
SZJOLTI,X,X,X,X,X,X,X,O,O
SZJOLIT,X,X,X,X,X,X,X,O,O
SZOTILJ,X,X,X,X,X,X,O,X,O
SZOTIJL,X,X,X,X,X,X,X,O,O
SZOTLIJ,X,X,X,X,X,X,O,X,O
SZOTLJI,X,X,X,X,X,X,O,X,O
SZOTJIL,X,X,X,X,X,X,X,O,O
SZOTJLI,X,X,X,X,X,X,X,X,O
SZOITLJ,X,X,X,X,X,X,O,X,O
SZOITJL,X,X,X,X,X,X,X,O,O
SZOILTJ,X,X,X,X,X,X,O,O,O
SZOILJT,X,X,X,X,X,X,X,O,O
SZOIJTL,X,X,X,X,X,X,X,O,O
SZOIJLT,X,X,X,X,X,X,X,O,O
SZOLTIJ,X,X,X,X,X,X,O,O,O
SZOLTJI,X,X,X,X,X,X,O,O,O
SZOLITJ,X,X,X,X,X,X,O,O,O
SZOLIJT,X,X,X,X,X,X,X,O,O
SZOLJTI,X,X,X,X,X,X,X,O,O
SZOLJIT,X,X,X,X,X,X,X,O,O
SZOJTIL,X,X,X,X,X,X,X,O,O
SZOJTLI,X,X,X,X,X,X,X,X,O
SZOJITL,X,X,X,X,X,X,X,O,O
SZOJILT,X,X,X,X,X,X,X,O,O
SZOJLTI,X,X,X,X,X,X,X,O,O
SZOJLIT,X,X,X,X,X,X,X,O,O
SOTILJZ,X,X,X,X,X,X,O,X,X
SOTILZJ,X,X,X,X,X,X,O,X,O
SOTIJLZ,X,X,X,X,X,X,X,X,X
SOTIJZL,X,X,X,X,X,X,X,X,X
SOTIZLJ,X,X,X,X,X,X,O,X,O
SOTIZJL,X,X,X,X,X,X,X,X,O
SOTLIJZ,X,X,X,X,X,X,O,X,X
SOTLIZJ,X,X,X,X,X,X,O,X,O
SOTLJIZ,X,X,X,X,O,X,O,X,X
SOTLJZI,X,X,X,X,O,X,O,X,X
SOTLZIJ,X,X,X,X,X,X,O,X,O
SOTLZJI,X,X,X,X,X,X,O,X,O
SOTJILZ,X,X,X,X,O,X,X,X,X
SOTJIZL,X,X,X,X,X,X,X,X,X
SOTJLIZ,X,X,X,X,O,X,X,X,X
SOTJLZI,X,X,X,X,O,X,X,X,X
SOTJZIL,X,X,X,X,X,X,X,X,X
SOTJZLI,X,X,X,X,X,X,X,X,X
SOTZILJ,X,X,X,X,X,X,O,X,O
SOTZIJL,X,X,X,X,X,X,X,X,O
SOTZLIJ,X,X,X,X,X,X,O,X,O
SOTZLJI,X,X,X,X,X,X,O,X,O
SOTZJIL,X,X,X,X,X,X,X,X,O
SOTZJLI,X,X,X,X,X,X,X,X,O
SOITLJZ,X,X,X,X,X,X,O,X,X
SOITLZJ,X,X,X,X,X,X,O,X,O
SOITJLZ,X,X,X,X,X,X,X,X,X
SOITJZL,X,X,X,X,X,X,X,X,X
SOITZLJ,X,X,X,X,X,X,O,X,O
SOITZJL,X,X,X,X,X,X,X,X,O
SOILTJZ,X,X,X,X,X,X,O,O,X
SOILTZJ,X,X,X,X,X,X,O,O,O
SOILJTZ,X,X,X,X,X,X,X,O,X
SOILJZT,X,X,X,X,X,X,X,O,X
SOILZTJ,X,X,X,X,X,X,O,O,O
SOILZJT,X,X,X,X,X,X,X,O,O
SOIJTLZ,X,X,X,X,X,X,X,X,X
SOIJTZL,X,X,X,X,X,X,X,X,X
SOIJLTZ,X,X,X,X,X,X,X,O,X
SOIJLZT,X,X,X,X,X,X,X,O,X
SOIJZTL,X,X,X,X,X,X,X,O,X
SOIJZLT,X,X,X,X,X,X,X,O,X
SOIZTLJ,X,X,X,X,X,X,O,X,O
SOIZTJL,X,X,X,X,X,X,X,O,O
SOIZLTJ,X,X,X,X,X,X,O,O,O
SOIZLJT,X,X,X,X,X,X,X,O,O
SOIZJTL,X,X,X,X,X,X,X,O,O
SOIZJLT,X,X,X,X,X,X,X,O,O
SOLTIJZ,X,X,X,X,X,X,O,O,X
SOLTIZJ,X,X,X,X,X,X,O,O,O
SOLTJIZ,X,X,X,X,O,X,O,O,X
SOLTJZI,X,X,X,X,O,X,O,O,X
SOLTZIJ,X,X,X,X,X,X,O,O,O
SOLTZJI,X,X,X,X,X,X,O,O,O
SOLITJZ,X,X,X,X,X,X,O,O,X
SOLITZJ,X,X,X,X,X,X,O,O,O
SOLIJTZ,X,X,X,X,X,X,X,O,X
SOLIJZT,X,X,X,X,X,X,X,O,X
SOLIZTJ,X,X,X,X,X,X,O,O,O
SOLIZJT,X,X,X,X,X,X,X,O,O
SOLJTIZ,X,X,X,X,O,X,X,O,X
SOLJTZI,X,X,X,X,O,X,X,O,X
SOLJITZ,X,X,X,X,X,X,X,O,X
SOLJIZT,X,X,X,X,O,X,X,O,X
SOLJZTI,X,X,X,X,O,X,X,O,X
SOLJZIT,X,X,X,X,O,X,X,O,X
SOLZTIJ,X,X,X,X,X,X,O,O,O
SOLZTJI,X,X,X,X,X,X,O,O,O
SOLZITJ,X,X,X,X,X,X,O,O,O
SOLZIJT,X,X,X,X,X,X,X,O,O
SOLZJTI,X,X,X,X,X,X,X,O,O
SOLZJIT,X,X,X,X,X,X,X,O,O
SOJTILZ,X,X,X,X,O,X,X,X,X
SOJTIZL,X,X,X,X,X,X,X,X,X
SOJTLIZ,X,X,X,X,O,X,X,X,X
SOJTLZI,X,X,X,X,O,X,X,X,X
SOJTZIL,X,X,X,X,X,X,X,X,X
SOJTZLI,X,X,X,X,X,X,X,X,X
SOJITLZ,X,X,X,X,X,X,X,X,X
SOJITZL,X,X,X,X,X,X,X,X,X
SOJILTZ,X,X,X,X,X,X,X,O,X
SOJILZT,X,X,X,X,O,X,X,O,X
SOJIZTL,X,X,X,X,X,X,X,O,X
SOJIZLT,X,X,X,X,X,X,X,O,X
SOJLTIZ,X,X,X,X,O,X,X,O,X
SOJLTZI,X,X,X,X,O,X,X,O,X
SOJLITZ,X,X,X,X,X,X,X,O,X
SOJLIZT,X,X,X,X,O,X,X,O,X
SOJLZTI,X,X,X,X,O,X,X,O,X
SOJLZIT,X,X,X,X,O,X,X,O,X
SOJZTIL,X,X,X,X,X,X,X,O,X
SOJZTLI,X,X,X,X,X,X,X,X,X
SOJZITL,X,X,X,X,X,X,X,O,X
SOJZILT,X,X,X,X,X,X,X,O,X
SOJZLTI,X,X,X,X,X,X,X,O,X
SOJZLIT,X,X,X,X,X,X,X,O,X
SOZTILJ,X,X,X,X,X,X,O,X,O
SOZTIJL,X,X,X,X,X,X,X,O,O
SOZTLIJ,X,X,X,X,X,X,O,X,O
SOZTLJI,X,X,X,X,X,X,O,X,O
SOZTJIL,X,X,X,X,X,X,X,O,O
SOZTJLI,X,X,X,X,X,X,X,X,O
SOZITLJ,X,X,X,X,X,X,O,X,O
SOZITJL,X,X,X,X,X,X,X,O,O
SOZILTJ,X,X,X,X,X,X,O,O,O
SOZILJT,X,X,X,X,X,X,X,O,O
SOZIJTL,X,X,X,X,X,X,X,O,O
SOZIJLT,X,X,X,X,X,X,X,O,O
SOZLTIJ,X,X,X,X,X,X,O,O,O
SOZLTJI,X,X,X,X,X,X,O,O,O
SOZLITJ,X,X,X,X,X,X,O,O,O
SOZLIJT,X,X,X,X,X,X,X,O,O
SOZLJTI,X,X,X,X,X,X,X,O,O
SOZLJIT,X,X,X,X,X,X,X,O,O
SOZJTIL,X,X,X,X,X,X,X,O,O
SOZJTLI,X,X,X,X,X,X,X,X,O
SOZJITL,X,X,X,X,X,X,X,O,O
SOZJILT,X,X,X,X,X,X,X,O,O
SOZJLTI,X,X,X,X,X,X,X,O,O
SOZJLIT,X,X,X,X,X,X,X,O,O
ZTILJSO,X,X,X,O,X,X,X,X,X
ZTILJOS,X,X,X,O,X,X,X,X,X
ZTILSJO,X,X,X,X,X,X,X,X,X
ZTILSOJ,X,X,X,O,X,X,X,X,X
ZTILOJS,X,X,X,O,X,X,X,X,X
ZTILOSJ,X,X,X,O,X,X,X,X,X
ZTIJLSO,X,X,X,O,X,X,X,X,X
ZTIJLOS,X,X,X,O,X,X,X,X,X
ZTIJSLO,X,O,O,O,X,X,X,X,X
ZTIJSOL,X,O,O,O,X,X,X,X,X
ZTIJOLS,X,X,X,O,X,X,X,X,X
ZTIJOSL,X,O,O,O,X,X,X,X,X
ZTISLJO,X,O,O,X,X,X,X,X,X
ZTISLOJ,X,O,O,O,X,X,X,X,X
ZTISJLO,X,O,O,O,X,X,X,X,X
ZTISJOL,X,O,O,O,X,X,X,X,X
ZTISOLJ,X,O,O,O,X,X,X,X,X
ZTISOJL,X,O,O,O,X,X,X,X,X
ZTIOLJS,X,X,X,O,X,X,X,X,X
ZTIOLSJ,X,X,X,O,X,X,X,X,X
ZTIOJLS,X,X,X,O,X,X,X,X,X
ZTIOJSL,X,O,O,O,X,X,X,X,X
