sequence,v115@6gC8HeD8EeF8DeE8DeD8JeT6IvhFOgB/hBUdBtlByr?BxvB,v115@6gC8HeD8EeF8DeE8DeD8JeT6IvhF2gBNiBxlBqmB3q?BUrB,v115@6gC8HeD8EeF8DeE8DeD8JeT6IvhF2gBNiBxlBqmBUr?B3qB,v115@6gC8HeD8EeF8DeE8DeD8JeT6IvhFKgBWhBNiB0mBXm?BxvB,v115@6gC8HeD8EeF8DeE8DeD8JeT6IvhFxbBNiB/lB0mByv?BGrB,v115@6gC8HeD8EeF8DeE8DeD8JeT6IvhF0bB6hBNiB/lB2r?BxvB,v115@6gC8HeD8EeF8DeE8DeD8Je2/IvhFTcBNiBxlBqlB3r?BUqB,v115@6gC8HeD8EeF8DeE8DeD8JeT6IvhFNgBRcBXiB+qBKr?B0rB,v115@6gC8HeD8EeF8DeE8DeD8Jei6IvhFGcBNiBxlBzlB3r?BUqB,v115@6gC8HeD8EeF8DeE8DeD8JeT6IvhFNgBRcB0hB+qBKr?BXsB,v115@6gC8HeD8EeF8DeE8DeD8JeT6IvhFNgBRcB6mBOnBUr?B3qB,v115@6gC8HeD8EeF8DeE8DeD8JeT6IvhFNiB/lBUhBqmBml?BxvB,v115@6gC8HeD8EeF8DeE8DeD8JeT6IvhFOgBNiBChB0mBXm?BxvB,v115@6gC8HeD8EeF8DeE8DeD8JeT6IvhFZhBUdB9lBfnBSw?BOqB,v115@6gC8HeD8EeF8DeE8DeD8JeT6IvhFNgBUcBOnBCmB3m?BxvB,v115@6gC8HeD8EeF8DeE8DeD8Jex6IvhFNiBmfBChB0mB3q?BTrB,v115@6gC8HeD8EeF8DeE8DeD8JeT6IvhFKgBWhBNiBXmB0m?BxvB,v115@6gC8HeD8EeF8DeE8DeD8JeT6IvhFRcBOnB0lB6rBNq?BXrB,v115@6gC8HeD8EeF8DeE8DeD8JeT6IvhFNgBahBUdBfnBWr?BxvB,v115@6gC8HeD8EeF8DeE8DeD8JeT6IvhFRcB/mBOnB0lBNq?BSwB,v115@6gC8HeD8EeF8DeE8DeD8JeT6IvhFOgBNiBChBXmB0m?BxvB,v115@6gC8HeD8EeF8DeE8DeD8JeT6IvhFahBXiBRrB0qBNq?BurB,v115@6gC8HeD8EeF8DeE8DeD8JeT6IvhFNiBfrB0mBZlBGr?BCrB,v115@6gC8HeD8EeF8DeE8DeD8JeT6IvhFNiBxgB/lB0mByv?BGrB,v115@6gC8HeD8EeF8DeE8DeD8JeT6IvhFxbBNiBfrB0mBKq?BGrB
JOILTSZ,O,O,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X
JOILTZS,O,O,O,O,X,O,X,O,X,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
JOILSTZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X
JOILSZT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOILZTS,O,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
JOILZST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOISTLZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,O,X,O,X,X,X,X
JOISTZL,O,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X
JOISLTZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X
JOISLZT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOISZTL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X
JOISZLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOIZTLS,O,O,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
JOIZTSL,O,X,X,X,X,O,X,X,X,X,O,X,O,X,O,O,X,X,O,X,O,X,X,X,X
JOIZLTS,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
JOIZLST,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOIZSTL,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
JOIZSLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JOLTISZ,O,X,X,O,X,O,X,O,X,O,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X
JOLTIZS,O,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
JOLTSIZ,O,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOLTSZI,O,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLTZIS,O,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
JOLTZSI,O,X,X,O,X,O,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOLITSZ,O,X,X,O,X,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X
JOLITZS,O,X,X,O,X,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
JOLISTZ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X
JOLISZT,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLIZTS,O,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
JOLIZST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLSTIZ,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLSTZI,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLSITZ,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLSIZT,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLSZTI,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOLSZIT,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOLZTIS,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X
JOLZTSI,O,X,X,O,O,X,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOLZITS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLZIST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLZSTI,O,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JOLZSIT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JOSTILZ,X,O,X,X,X,O,O,O,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
JOSTIZL,X,O,X,X,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
JOSTLIZ,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSTLZI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTZIL,X,X,X,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSTZLI,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSITLZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
JOSITZL,O,O,X,X,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
JOSILTZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
JOSILZT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSIZTL,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
JOSIZLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLTIZ,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSLTZI,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSLITZ,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSLIZT,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSLZTI,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOSLZIT,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOSZTIL,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X
JOSZTLI,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
JOSZITL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
JOSZILT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSZLTI,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOSZLIT,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOZTILS,X,X,O,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOZTISL,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X,O,X,O,X,X,O,X
JOZTLIS,X,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
JOZTLSI,X,X,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOZTSIL,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X
JOZTSLI,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOZITLS,O,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOZITSL,O,X,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X,O,X,O,X,X,X,X
JOZILTS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
JOZILST,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZISTL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
JOZISLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZLTIS,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZLTSI,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZLITS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZLIST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZLSTI,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JOZLSIT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JOZSTIL,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JOZSTLI,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOZSITL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JOZSILT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZSLTI,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOZSLIT,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
STILJZO,X,O,X,X,X,O,O,O,O,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X
STILJOZ,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X
STILZJO,X,O,O,O,X,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
STILZOJ,X,O,O,O,X,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
STILOJZ,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
STILOZJ,X,O,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
STIJLZO,X,O,X,X,X,O,O,X,O,X,X,X,X,X,O,O,O,X,O,X,O,X,X,X,X
STIJLOZ,X,O,O,X,X,O,O,X,O,X,X,X,X,X,O,O,O,X,O,X,O,X,X,X,X
STIJZLO,X,O,X,X,X,O,O,X,O,X,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X
STIJZOL,X,O,X,X,X,O,O,X,X,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X
STIJOLZ,X,O,O,X,X,O,O,X,O,X,X,X,X,X,O,O,O,X,O,X,O,X,X,X,X
STIJOZL,X,O,X,X,O,O,O,X,O,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X
STIZLJO,X,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,O,X,X,X
STIZLOJ,X,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,O,X,X,X
STIZJLO,X,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X
STIZJOL,X,O,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
STIZOLJ,X,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X
STIZOJL,X,O,O,X,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
STIOLJZ,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
STIOLZJ,X,O,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
STIOJLZ,X,O,O,X,X,O,O,O,O,O,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X
STIOJZL,X,O,X,X,O,O,O,X,O,X,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X
STIOZLJ,X,O,O,O,O,O,O,X,O,X,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X
STIOZJL,X,O,O,X,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X
STLIJZO,X,O,X,X,X,O,O,O,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
STLIJOZ,X,O,X,O,X,O,O,O,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
STLIZJO,X,O,X,O,X,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
STLIZOJ,X,O,X,O,X,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
STLIOJZ,X,O,X,O,X,O,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
STLIOZJ,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
STLJIZO,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLJIOZ,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLJZIO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLJZOI,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJOIZ,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
STLJOZI,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLZIJO,X,X,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLZIOJ,X,X,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLZJIO,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLZJOI,X,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLZOIJ,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLZOJI,X,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLOIJZ,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
STLOIZJ,X,O,X,O,O,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
STLOJIZ,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
STLOJZI,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLOZIJ,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLOZJI,X,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJILZO,X,O,X,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
STJILOZ,X,O,X,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
STJIZLO,X,O,X,X,X,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
STJIZOL,X,O,X,X,X,O,O,X,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X
STJIOLZ,X,O,X,X,X,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
STJIOZL,X,O,X,X,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
STJLIZO,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJLIOZ,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJLZIO,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJLZOI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLOIZ,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJLOZI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZILO,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STJZIOL,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STJZLIO,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJZLOI,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STJZOIL,X,X,X,X,O,O,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STJZOLI,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STJOILZ,X,O,X,X,X,O,O,O,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
STJOIZL,X,O,X,X,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
STJOLIZ,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJOLZI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZIL,X,X,X,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STJOZLI,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZILJO,X,O,O,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,O
STZILOJ,X,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O
STZIJLO,X,O,O,X,X,O,O,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X
STZIJOL,X,O,O,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X
STZIOLJ,X,O,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X
STZIOJL,X,O,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X
STZLIJO,X,X,X,X,O,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,O
STZLIOJ,X,X,X,X,O,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O
STZLJIO,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
STZLJOI,X,X,X,O,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O
STZLOIJ,X,X,X,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O
STZLOJI,X,X,X,O,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O
STZJILO,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
STZJIOL,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
STZJLIO,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STZJLOI,X,X,X,O,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
STZJOIL,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
STZJOLI,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STZOILJ,X,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X
STZOIJL,X,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X
STZOLIJ,X,X,X,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O
STZOLJI,X,X,X,O,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O
STZOJIL,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
STZOJLI,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STOILJZ,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
STOILZJ,X,O,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
STOIJLZ,X,O,O,X,X,O,O,O,O,O,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X
STOIJZL,X,O,X,X,O,O,O,X,O,X,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X
STOIZLJ,X,O,O,O,O,O,O,X,O,X,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X
STOIZJL,X,O,O,X,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X
STOLIJZ,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
STOLIZJ,X,O,X,O,O,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
STOLJIZ,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
STOLJZI,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOLZIJ,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STOLZJI,X,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STOJILZ,X,O,X,X,X,O,O,O,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
STOJIZL,X,O,X,X,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
STOJLIZ,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOJLZI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJZIL,X,X,X,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STOJZLI,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,X,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X
STOZIJL,X,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X
STOZLIJ,X,X,X,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
STOZLJI,X,X,X,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STOZJIL,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STOZJLI,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLJZO,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X
SITLJOZ,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X
SITLZJO,O,O,O,O,X,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
SITLZOJ,O,O,O,O,X,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
SITLOJZ,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
SITLOZJ,O,O,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
SITJLZO,O,O,X,X,X,O,O,X,O,X,X,X,X,X,O,O,O,X,O,X,O,X,X,X,X
SITJLOZ,O,O,O,X,X,O,O,X,O,X,X,X,X,X,O,O,O,X,O,X,O,X,X,X,X
SITJZLO,O,O,X,X,X,O,O,X,O,X,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X
SITJZOL,O,O,X,X,X,O,O,X,X,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X
SITJOLZ,O,O,O,X,X,O,O,X,O,X,X,X,X,X,O,O,O,X,O,X,O,X,X,X,X
