sequence,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jem6IvhFzb?BfjB6jBUlBFmBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jem6IvhFzb?BSjBUjBFlBXmBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jex6IvhFKh?BGeBUjBFlBzqBXqB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jex6IvhFCe?BTjBUlBFmBerBXqB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jem6IvhFfj?B6jBUhBFlBzlBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jex6IvhFCe?BVlBTjBOrBXqB8qB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jez9IvhF+j?BlgB0fBXmBilBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jez7IvhFSj?BVlBUjBXmBmkBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Je37IvhFCe?BVmBTjB0fB2qBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8JeZAJvhFzb?BGeBUjB3qB6pBFrB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Je37IvhFGe?BVmBUjBZlBzqB6pB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jez9IvhF+j?BZlBUhBfrB6pBlqB
JOZISTL,O,X,X,X,X,X,O,X,X,X,X,O
JOZISLT,O,X,X,X,X,X,X,X,X,X,X,O
JOZLTIS,X,X,O,O,X,X,X,X,X,X,X,X
JOZLTSI,X,X,O,O,X,X,X,X,X,X,O,X
JOZLITS,X,X,O,X,X,X,X,X,X,X,X,X
JOZLIST,X,X,O,X,X,X,X,X,X,X,X,O
JOZLSTI,X,X,O,X,X,O,X,X,X,X,X,X
JOZLSIT,X,X,O,X,X,X,X,X,X,X,X,X
JOZSTIL,O,X,X,X,X,O,O,X,X,X,O,X
JOZSTLI,O,X,O,X,X,O,O,X,X,X,O,X
JOZSITL,O,X,X,X,X,X,X,X,X,X,X,O
JOZSILT,O,X,X,X,X,X,X,X,X,X,X,O
JOZSLTI,O,X,O,X,X,O,X,X,X,X,X,X
JOZSLIT,O,X,O,X,X,X,X,X,X,X,X,X
STILJZO,O,O,X,X,O,X,X,X,X,X,X,X
STILJOZ,O,O,X,X,O,X,X,O,X,X,X,X
STILZJO,O,O,X,X,O,X,X,X,X,O,X,X
STILZOJ,O,O,X,X,X,X,X,O,X,O,X,X
STILOJZ,O,O,X,X,O,X,X,O,X,X,X,X
STILOZJ,O,O,X,X,X,X,X,O,X,O,X,X
STIJLZO,O,O,X,X,O,X,X,X,X,X,X,X
STIJLOZ,O,O,X,X,O,X,X,O,X,X,X,X
STIJZLO,O,O,X,X,O,X,X,X,X,O,X,X
STIJZOL,O,O,X,X,O,X,X,X,X,O,X,X
STIJOLZ,O,O,X,X,O,X,X,O,X,X,X,X
STIJOZL,O,O,X,X,O,X,O,X,X,O,X,X
STIZLJO,O,O,X,X,O,X,X,X,X,O,X,X
STIZLOJ,O,O,X,X,X,X,X,O,X,O,X,X
STIZJLO,O,O,X,X,O,X,X,X,X,O,X,X
STIZJOL,O,O,X,X,O,X,X,X,X,O,X,X
STIZOLJ,O,O,X,X,X,X,X,O,X,O,X,X
STIZOJL,O,O,X,X,X,X,X,X,X,O,X,X
STIOLJZ,O,O,X,X,O,X,X,O,X,X,X,X
STIOLZJ,O,O,X,X,X,X,X,O,X,O,X,X
STIOJLZ,O,O,X,X,O,X,X,O,X,X,X,X
STIOJZL,O,O,X,X,O,X,X,X,X,O,X,X
STIOZLJ,O,O,X,X,X,X,X,O,X,O,X,X
STIOZJL,O,O,X,X,X,X,X,X,X,O,X,X
STLIJZO,O,O,X,X,O,X,X,X,X,X,X,X
STLIJOZ,O,O,X,X,O,X,X,O,X,X,X,X
STLIZJO,O,O,X,X,O,X,X,X,X,X,X,X
STLIZOJ,O,O,X,X,X,X,X,O,X,X,X,X
STLIOJZ,O,O,X,X,O,X,X,O,X,X,X,X
STLIOZJ,O,O,X,X,X,X,X,O,X,X,X,X
STLJIZO,O,O,X,X,O,X,X,X,X,X,X,X
STLJIOZ,O,O,X,X,O,X,X,X,X,X,X,X
STLJZIO,O,X,X,X,O,X,X,X,X,X,X,X
STLJZOI,O,O,X,X,O,X,X,X,X,X,X,X
STLJOIZ,O,O,X,X,O,X,X,X,X,X,X,X
STLJOZI,O,O,X,X,O,X,O,O,X,X,X,X
STLZIJO,O,X,X,X,O,X,X,X,X,X,X,X
STLZIOJ,O,X,X,X,X,X,X,X,X,X,X,X
STLZJIO,O,X,X,X,O,X,X,X,X,X,X,X
STLZJOI,O,O,X,X,O,X,X,X,X,X,X,X
STLZOIJ,O,X,X,X,X,X,X,O,X,X,X,X
STLZOJI,O,O,X,X,X,X,X,O,X,X,X,X
STLOIJZ,O,O,X,X,O,X,X,X,X,X,X,X
STLOIZJ,X,X,X,X,X,X,X,O,X,X,X,X
STLOJIZ,O,O,X,X,O,X,X,X,X,X,X,X
STLOJZI,O,O,X,X,O,X,X,O,X,X,X,X
STLOZIJ,X,X,X,X,X,X,X,O,X,X,X,X
STLOZJI,O,O,X,X,X,X,X,O,X,X,X,X
STJILZO,O,O,X,X,O,X,X,X,X,X,X,X
STJILOZ,O,O,X,X,O,X,X,X,X,X,X,X
STJIZLO,O,O,X,X,O,X,X,X,X,X,X,X
STJIZOL,O,O,X,X,O,X,X,X,X,X,X,X
STJIOLZ,O,O,X,X,O,X,X,X,X,X,X,X
STJIOZL,O,O,X,X,O,X,O,X,X,X,X,X
STJLIZO,O,O,X,X,O,X,X,X,X,X,X,X
STJLIOZ,O,O,X,X,O,X,X,X,X,X,X,X
STJLZIO,O,X,X,X,O,X,X,X,X,X,X,X
STJLZOI,O,O,X,X,O,X,X,X,X,X,X,X
STJLOIZ,O,O,X,X,O,X,X,X,X,X,X,X
STJLOZI,O,O,X,X,O,X,O,O,X,X,X,X
STJZILO,O,X,X,X,O,X,X,X,X,X,X,X
STJZIOL,O,X,X,X,O,X,X,X,X,X,X,X
STJZLIO,O,X,X,X,O,X,X,X,X,X,X,X
STJZLOI,O,O,X,X,O,X,X,X,X,X,X,X
STJZOIL,O,X,X,X,X,X,O,X,X,X,X,X
STJZOLI,O,O,X,X,O,X,O,X,X,X,X,X
STJOILZ,O,O,X,X,O,X,X,X,X,X,X,X
STJOIZL,X,X,X,X,O,X,O,X,X,X,X,X
STJOLIZ,O,O,X,X,O,X,X,X,X,X,X,X
STJOLZI,O,O,X,X,O,X,O,O,X,X,X,X
STJOZIL,X,X,X,X,X,X,O,X,X,X,X,X
STJOZLI,O,O,X,X,O,X,O,X,X,X,X,X
STZILJO,O,X,X,X,O,X,X,X,X,O,X,X
STZILOJ,O,X,X,X,X,X,X,X,X,O,X,X
STZIJLO,O,X,X,X,O,X,X,X,X,O,X,X
STZIJOL,O,X,X,X,O,X,X,X,X,O,X,X
STZIOLJ,O,X,X,O,X,X,X,X,X,O,X,X
STZIOJL,O,X,X,O,X,X,X,X,X,O,X,X
STZLIJO,O,X,X,X,O,X,X,X,X,X,X,X
STZLIOJ,O,X,X,X,X,X,X,X,X,X,X,X
STZLJIO,O,X,X,X,O,X,X,X,X,X,X,X
STZLJOI,O,O,X,X,O,X,X,X,X,X,X,X
STZLOIJ,O,X,X,X,X,X,X,O,X,X,X,X
STZLOJI,O,O,X,X,X,X,X,O,X,X,X,X
STZJILO,O,X,X,X,O,X,X,X,X,O,X,X
STZJIOL,O,X,X,X,O,X,X,X,X,O,X,X
STZJLIO,O,X,X,X,O,X,X,X,X,X,X,X
STZJLOI,O,O,X,X,O,X,X,X,X,X,X,X
STZJOIL,O,X,X,X,X,X,O,X,X,X,X,X
STZJOLI,O,O,X,X,O,X,O,X,X,X,X,X
STZOILJ,O,X,X,O,X,X,X,X,X,X,X,X
STZOIJL,O,X,X,O,X,X,X,X,X,X,X,X
STZOLIJ,O,X,X,O,X,X,X,O,X,X,X,X
STZOLJI,O,O,X,O,X,X,X,O,X,X,X,X
STZOJIL,O,X,X,O,X,X,X,X,X,X,X,X
STZOJLI,O,O,X,O,X,X,X,X,X,X,X,X
STOILJZ,O,O,X,X,O,X,X,X,X,X,X,X
STOILZJ,X,X,X,X,X,X,X,O,X,X,X,X
STOIJLZ,O,O,X,X,O,X,X,X,X,X,X,X
STOIJZL,X,X,X,X,O,X,X,X,X,X,X,X
STOIZLJ,X,X,X,X,X,X,X,X,X,X,X,X
STOIZJL,X,X,X,X,X,X,X,X,X,X,X,X
STOLIJZ,O,O,X,X,O,X,X,X,X,X,X,X
STOLIZJ,X,X,X,X,X,X,X,O,X,X,X,X
STOLJIZ,O,O,X,X,O,X,X,X,X,X,X,X
STOLJZI,O,O,X,X,O,X,X,O,X,X,X,X
STOLZIJ,X,X,X,O,X,X,X,O,X,X,X,X
STOLZJI,O,O,X,O,X,X,X,O,X,X,X,X
STOJILZ,O,O,X,X,O,X,X,X,X,X,X,X
STOJIZL,X,X,X,X,O,X,O,X,X,X,X,X
STOJLIZ,O,O,X,X,O,X,X,X,X,X,X,X
STOJLZI,O,O,X,X,O,X,O,O,X,X,X,X
STOJZIL,X,X,X,X,X,X,O,X,X,X,X,X
STOJZLI,O,O,X,X,O,X,O,X,X,X,X,X
STOZILJ,O,X,X,O,X,X,X,X,X,X,X,X
STOZIJL,O,X,X,O,X,X,X,X,X,X,X,X
STOZLIJ,O,X,X,O,X,X,X,O,X,X,X,X
STOZLJI,O,O,X,O,X,X,X,O,X,X,X,X
STOZJIL,O,X,X,O,X,X,X,X,X,X,X,X
STOZJLI,O,O,X,O,X,X,X,X,X,X,X,X
SITLJZO,O,O,X,X,O,X,X,X,X,X,X,X
SITLJOZ,O,O,X,X,O,X,O,O,X,X,X,X
SITLZJO,O,O,X,X,O,X,X,X,X,O,X,X
SITLZOJ,O,O,X,X,X,X,X,O,X,O,X,X
SITLOJZ,O,O,X,X,O,X,X,O,O,X,X,X
SITLOZJ,O,O,X,X,X,X,X,O,O,O,X,X
SITJLZO,O,O,X,X,O,X,X,X,X,X,X,X
SITJLOZ,O,O,X,X,O,X,O,O,X,X,X,X
SITJZLO,O,O,X,X,O,X,X,X,X,O,X,X
SITJZOL,O,O,X,X,O,X,O,X,X,O,X,X
SITJOLZ,O,O,X,X,O,X,O,O,O,X,X,X
SITJOZL,O,O,X,X,O,X,O,X,X,O,X,X
SITZLJO,O,O,X,X,O,X,X,X,X,O,X,X
SITZLOJ,O,O,X,X,X,X,X,O,X,O,X,X
SITZJLO,O,O,X,X,O,X,X,X,X,O,X,X
SITZJOL,O,O,X,X,O,X,O,X,X,O,X,X
SITZOLJ,O,O,X,X,X,X,X,O,O,O,X,X
SITZOJL,O,O,X,X,X,X,X,X,X,O,X,X
SITOLJZ,O,O,X,X,O,X,X,O,O,X,X,X
SITOLZJ,O,O,X,X,X,X,X,O,O,O,X,X
SITOJLZ,O,O,X,X,O,X,O,O,O,X,X,X
SITOJZL,O,O,X,X,O,X,O,X,X,O,X,X
SITOZLJ,O,O,X,X,X,X,X,O,O,O,X,X
SITOZJL,O,O,X,X,X,X,X,X,X,O,X,X
SILTJZO,O,O,X,X,O,X,X,X,X,X,X,X
SILTJOZ,O,O,X,X,O,X,O,O,X,X,X,X
SILTZJO,O,O,X,X,O,X,X,X,X,O,X,X
SILTZOJ,O,O,X,X,X,X,X,O,X,O,X,X
SILTOJZ,O,O,X,X,O,X,X,O,X,X,X,X
SILTOZJ,O,O,X,X,X,X,X,O,X,O,X,X
SILJTZO,O,O,X,X,O,X,X,X,X,X,X,X
SILJTOZ,O,O,X,X,O,X,O,O,X,X,X,X
SILJZTO,O,X,X,X,O,X,X,X,X,X,X,X
SILJZOT,O,O,X,X,X,X,X,X,X,X,X,X
SILJOTZ,O,O,X,X,O,X,O,X,X,X,X,X
SILJOZT,O,O,X,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,X,X,O,X,X,X,X,O,X,X
SILZTOJ,O,O,X,X,X,X,X,O,X,O,X,X
SILZJTO,O,X,X,X,O,X,X,X,X,O,X,X
SILZJOT,O,O,X,X,X,X,X,X,X,X,X,X
SILZOTJ,O,X,X,X,X,X,X,X,X,X,X,X
SILZOJT,O,O,X,X,X,X,X,X,X,X,X,X
SILOTJZ,O,O,X,X,O,X,X,O,X,X,X,X
SILOTZJ,O,O,X,X,X,X,X,O,X,X,X,X
SILOJTZ,O,O,X,X,O,X,X,X,X,X,X,X
SILOJZT,O,O,X,X,X,X,X,X,X,X,X,X
SILOZTJ,O,X,X,X,X,X,X,X,X,X,X,X
SILOZJT,O,O,X,X,X,X,X,X,X,X,X,X
SIJTLZO,O,O,X,X,O,X,X,X,X,X,X,X
SIJTLOZ,O,O,X,X,O,X,O,O,X,X,X,X
SIJTZLO,O,O,X,X,O,X,X,X,X,O,X,X
SIJTZOL,O,O,X,X,O,X,O,X,X,O,X,X
SIJTOLZ,O,O,X,X,O,X,O,O,X,X,X,X
SIJTOZL,O,O,X,X,O,X,O,X,X,O,X,X
SIJLTZO,O,O,X,X,O,X,X,X,X,X,X,X
SIJLTOZ,O,O,X,X,O,X,O,O,X,X,X,X
SIJLZTO,O,X,X,X,O,X,X,X,X,X,X,X
SIJLZOT,O,O,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,O,O,X,X,O,X,O,X,X,X,X,X
SIJLOZT,O,O,X,X,X,X,X,X,X,X,X,X
SIJZTLO,O,X,X,X,O,X,X,X,X,O,X,X
SIJZTOL,O,X,X,X,O,X,O,X,X,O,X,X
SIJZLTO,O,X,X,X,O,X,X,X,X,O,X,X
SIJZLOT,O,O,X,X,X,X,X,X,X,X,X,X
SIJZOTL,O,X,X,X,X,X,O,X,X,O,X,O
SIJZOLT,O,O,X,X,X,X,X,X,X,X,X,O
SIJOTLZ,O,O,X,X,O,X,O,X,X,X,X,X
SIJOTZL,O,X,X,X,O,X,O,X,X,X,X,X
SIJOLTZ,O,O,X,X,O,X,O,X,X,X,X,X
SIJOLZT,O,O,X,X,X,X,X,X,X,X,X,X
SIJOZTL,O,X,X,X,X,X,O,X,X,X,X,O
SIJOZLT,O,O,X,X,X,X,X,X,X,X,X,O
SIZTLJO,O,O,X,X,O,X,X,X,X,O,X,X
SIZTLOJ,O,O,X,X,X,X,X,O,X,O,X,X
SIZTJLO,O,O,X,X,O,X,X,X,X,O,X,X
SIZTJOL,O,O,X,X,O,X,O,X,X,O,X,X
SIZTOLJ,O,O,X,X,X,X,X,O,X,O,X,X
SIZTOJL,O,O,X,X,X,X,X,X,X,O,X,X
SIZLTJO,O,O,X,X,O,X,X,X,X,O,X,X
SIZLTOJ,O,O,X,X,X,X,X,O,X,O,X,X
SIZLJTO,O,X,X,X,O,X,X,X,X,O,X,X
SIZLJOT,O,O,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,O,X,X,X,X,X,X,X,X,X,X,X
SIZLOJT,O,O,X,X,X,X,X,X,X,X,X,X
SIZJTLO,O,X,X,X,O,X,X,X,X,O,X,X
SIZJTOL,O,X,X,X,O,X,O,X,X,O,X,X
SIZJLTO,O,X,X,X,O,X,X,X,X,O,X,X
SIZJLOT,O,O,X,X,X,X,X,X,X,X,X,X
SIZJOTL,O,X,X,X,X,X,O,X,X,O,X,O
SIZJOLT,O,O,X,X,X,X,X,X,X,X,X,O
SIZOTLJ,O,X,X,X,X,X,X,X,X,O,X,X
SIZOTJL,O,X,X,X,X,X,X,X,X,O,X,X
SIZOLTJ,O,X,X,X,X,X,X,X,X,X,X,X
SIZOLJT,O,O,X,X,X,X,X,X,X,X,X,X
SIZOJTL,O,X,X,X,X,X,X,X,X,O,X,X
SIZOJLT,O,O,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,O,O,X,X,O,X,X,O,O,X,X,X
SIOTLZJ,O,O,X,X,X,X,X,O,O,O,X,X
SIOTJLZ,O,O,X,X,O,X,O,O,O,X,X,X
SIOTJZL,O,O,X,X,O,X,O,X,X,O,X,X
SIOTZLJ,O,O,X,X,X,X,X,O,O,O,X,X
SIOTZJL,O,O,X,X,X,X,X,X,X,O,X,X
SIOLTJZ,O,O,X,X,O,X,X,O,O,X,X,X
SIOLTZJ,O,O,X,X,X,X,X,O,O,X,X,X
SIOLJTZ,O,O,X,X,O,X,X,X,X,X,X,X
SIOLJZT,O,O,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,O,X,X,X,X,X,X,X,X,X,X,X
SIOLZJT,O,O,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,O,O,X,X,O,X,O,X,X,X,X,X
SIOJTZL,O,X,X,X,O,X,O,X,X,X,X,X
SIOJLTZ,O,O,X,X,O,X,O,X,X,X,X,X
SIOJLZT,O,O,X,X,X,X,X,X,X,X,X,X
SIOJZTL,O,X,X,X,X,X,O,X,X,X,X,X
SIOJZLT,O,O,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,O,X,X,X,X,X,X,X,X,O,X,X
SIOZTJL,O,X,X,X,X,X,X,X,X,O,X,X
SIOZLTJ,O,X,X,X,X,X,X,X,X,X,X,X
SIOZLJT,O,O,X,X,X,X,X,X,X,X,X,X
SIOZJTL,O,X,X,X,X,X,X,X,X,O,X,X
SIOZJLT,O,O,X,X,X,X,X,X,X,X,X,X
SLTIJZO,O,O,X,X,O,X,X,X,X,X,X,X
SLTIJOZ,O,O,X,X,O,X,X,O,X,X,X,X
SLTIZJO,O,O,X,X,O,X,X,X,X,X,X,X
SLTIZOJ,O,O,X,X,X,X,X,O,X,X,X,X
SLTIOJZ,O,O,X,X,O,X,X,O,X,X,X,X
SLTIOZJ,O,O,X,X,X,X,X,O,X,X,X,X
SLTJIZO,O,O,X,X,O,X,X,X,X,X,X,X
SLTJIOZ,O,O,X,X,O,X,X,X,X,X,X,X
SLTJZIO,O,X,X,X,O,X,X,X,X,X,X,X
SLTJZOI,O,O,X,X,O,X,X,X,X,X,X,X
SLTJOIZ,O,O,X,X,O,X,X,X,X,X,X,X
SLTJOZI,O,O,X,X,O,X,O,O,X,X,X,X
SLTZIJO,O,X,X,X,O,X,X,X,X,X,X,X
SLTZIOJ,O,X,X,X,X,X,X,X,X,X,X,X
SLTZJIO,O,X,X,X,O,X,X,X,X,X,X,X
SLTZJOI,O,O,X,X,O,X,X,X,X,X,X,X
SLTZOIJ,O,X,X,X,X,X,X,O,X,X,X,X
SLTZOJI,O,O,X,X,X,X,X,O,X,X,X,X
SLTOIJZ,O,O,X,X,O,X,X,X,X,X,X,X
SLTOIZJ,X,X,X,X,X,X,X,O,X,X,X,X
SLTOJIZ,O,O,X,X,O,X,X,X,X,X,X,X
SLTOJZI,O,O,X,X,O,X,X,O,X,X,X,X
SLTOZIJ,X,X,X,X,X,X,X,O,X,X,X,X
SLTOZJI,O,O,X,X,X,X,X,O,X,X,X,X
SLITJZO,O,O,X,X,O,X,X,X,X,X,X,X
SLITJOZ,O,O,X,X,O,X,X,O,X,X,X,X
SLITZJO,O,O,X,X,O,X,X,X,X,O,X,X
SLITZOJ,O,O,X,X,X,X,X,O,X,O,X,X
SLITOJZ,O,O,X,X,O,X,X,O,X,X,X,X
SLITOZJ,O,O,X,X,X,X,X,O,X,O,X,X
SLIJTZO,O,O,X,X,O,X,X,X,X,X,X,X
SLIJTOZ,O,O,X,X,O,X,X,O,X,X,X,X
SLIJZTO,O,X,X,X,O,X,X,X,X,X,X,X
SLIJZOT,O,O,X,X,X,X,X,X,X,X,X,X
SLIJOTZ,O,O,X,X,O,X,X,X,X,X,X,X
SLIJOZT,O,O,X,X,X,X,X,X,X,X,X,X
SLIZTJO,O,O,X,X,O,X,X,X,X,O,X,X
SLIZTOJ,O,O,X,X,X,X,X,O,X,O,X,X
SLIZJTO,O,X,X,X,O,X,X,X,X,O,X,X
SLIZJOT,O,O,O,X,X,X,X,X,X,X,X,X
SLIZOTJ,O,X,X,X,X,X,X,X,X,X,X,X
SLIZOJT,O,O,X,X,X,X,X,X,X,X,X,X
SLIOTJZ,O,O,X,X,O,X,X,O,X,X,X,X
SLIOTZJ,O,O,X,X,X,X,X,O,X,X,X,X
SLIOJTZ,O,O,X,X,O,X,X,X,X,X,X,X
SLIOJZT,O,O,X,X,X,X,X,X,X,X,X,X
SLIOZTJ,O,X,X,X,X,X,X,X,X,X,X,X
SLIOZJT,O,O,X,X,X,X,X,X,X,X,X,X
SLJTIZO,O,O,X,X,O,X,X,X,X,X,X,X
SLJTIOZ,O,O,X,X,O,X,X,X,X,X,X,X
SLJTZIO,O,X,X,X,O,X,X,X,X,X,X,X
SLJTZOI,O,O,X,X,O,X,X,X,X,X,X,X
SLJTOIZ,O,O,X,X,O,X,X,X,X,X,X,X
SLJTOZI,O,O,X,X,O,X,O,O,X,X,X,X
SLJITZO,O,O,X,X,O,X,X,X,X,X,X,X
SLJITOZ,O,O,X,X,O,X,X,X,X,X,X,X
SLJIZTO,O,X,X,X,O,X,X,X,X,X,X,X
SLJIZOT,O,O,X,X,X,X,X,X,X,X,X,X
SLJIOTZ,O,O,X,X,O,X,X,X,X,X,X,X
SLJIOZT,O,O,X,X,X,X,X,X,X,X,X,X
SLJZTIO,O,X,X,X,O,X,X,X,X,X,X,X
SLJZTOI,O,X,X,X,O,X,X,X,X,X,X,X
SLJZITO,O,X,X,X,O,X,X,X,X,X,X,X
SLJZIOT,O,X,X,X,X,X,X,X,X,X,X,X
SLJZOTI,O,O,X,X,X,X,X,X,X,X,X,X
SLJZOIT,O,O,X,X,X,X,X,X,X,X,X,X
SLJOTIZ,O,X,X,X,O,X,X,X,X,X,X,X
SLJOTZI,O,O,X,X,O,X,O,X,X,X,X,X
SLJOITZ,O,X,X,X,O,X,X,X,X,X,X,X
SLJOIZT,O,O,X,X,X,X,X,X,X,X,X,X
SLJOZTI,O,O,X,X,X,X,X,X,X,X,X,X
SLJOZIT,O,O,X,X,X,X,X,X,X,X,X,X
SLZTIJO,O,X,X,X,O,X,X,X,X,X,X,X
SLZTIOJ,O,X,X,X,X,X,X,X,X,X,X,X
SLZTJIO,O,X,X,X,O,X,X,X,X,X,X,X
SLZTJOI,O,O,X,X,O,X,X,X,X,X,X,X
SLZTOIJ,O,X,X,X,X,X,X,O,X,X,X,X
SLZTOJI,O,O,X,X,X,X,X,O,X,X,X,X
SLZITJO,O,X,X,X,O,X,X,X,X,O,X,X
SLZITOJ,O,X,X,X,X,X,X,X,X,O,X,X
SLZIJTO,O,X,X,X,O,X,X,X,X,O,X,X
SLZIJOT,O,X,O,X,X,X,X,X,X,X,X,X
SLZIOTJ,O,X,X,X,X,X,X,X,X,X,X,X
SLZIOJT,O,X,X,X,X,X,X,X,X,X,X,X
SLZJTIO,O,X,X,X,O,X,X,X,X,X,X,X
SLZJTOI,O,X,X,X,O,X,X,X,X,X,X,X
SLZJITO,O,X,X,X,O,X,X,X,X,O,X,X
SLZJIOT,O,X,O,X,X,X,X,X,X,X,X,X
SLZJOTI,O,O,O,X,X,X,X,X,X,X,X,X
SLZJOIT,O,O,O,X,X,X,X,X,X,X,X,X
SLZOTIJ,X,X,O,X,X,X,X,X,X,X,X,X
SLZOTJI,O,X,O,X,X,X,X,X,X,X,X,X
SLZOITJ,O,X,X,X,X,X,X,X,X,X,X,X
SLZOIJT,O,X,O,X,X,X,X,X,X,X,X,X
SLZOJTI,O,O,O,X,X,X,X,X,X,X,X,X
SLZOJIT,O,O,O,X,X,X,X,X,X,X,X,X
SLOTIJZ,O,O,X,X,O,X,X,X,X,X,X,X
SLOTIZJ,X,X,O,X,X,X,X,O,X,X,X,X
SLOTJIZ,O,O,X,X,O,X,X,X,X,X,X,X
SLOTJZI,O,O,X,X,O,X,X,O,X,X,X,X
SLOTZIJ,X,X,O,X,X,X,X,O,X,X,X,X
SLOTZJI,O,O,O,X,X,X,X,O,X,X,X,X
SLOITJZ,O,X,X,X,O,X,X,X,X,X,X,X
SLOITZJ,O,X,X,X,X,X,X,X,X,X,X,X
SLOIJTZ,O,X,X,X,O,X,X,X,X,X,X,X
SLOIJZT,O,O,X,X,X,X,X,X,X,X,X,X
SLOIZTJ,O,X,X,X,X,X,X,X,X,X,X,X
SLOIZJT,O,X,O,X,X,X,X,X,X,X,X,X
SLOJTIZ,O,X,X,X,O,X,X,X,X,X,X,X
SLOJTZI,O,O,X,X,O,X,X,X,X,X,X,X
SLOJITZ,O,X,X,X,O,X,X,X,X,X,X,X
SLOJIZT,O,O,X,X,X,X,X,X,X,X,X,X
SLOJZTI,O,O,X,X,X,X,X,X,X,X,X,X
SLOJZIT,O,O,X,X,X,X,X,X,X,X,X,X
SLOZTIJ,X,X,O,X,X,X,X,X,X,X,X,X
SLOZTJI,O,X,O,X,X,X,X,X,X,X,X,X
SLOZITJ,O,X,X,X,X,X,X,X,X,X,X,X
SLOZIJT,O,X,O,X,X,X,X,X,X,X,X,X
SLOZJTI,O,O,O,X,X,X,X,X,X,X,X,X
SLOZJIT,O,O,O,X,X,X,X,X,X,X,X,X
SJTILZO,O,O,X,X,O,X,X,X,X,X,X,X
SJTILOZ,O,O,X,X,O,X,X,X,X,X,X,X
SJTIZLO,O,O,X,X,O,X,X,X,X,X,X,X
SJTIZOL,O,O,X,X,O,X,X,X,X,X,X,X
SJTIOLZ,O,O,X,X,O,O,X,X,X,X,X,X
SJTIOZL,O,O,X,X,O,O,O,X,X,X,X,X
SJTLIZO,O,O,X,X,O,X,X,X,X,X,X,X
SJTLIOZ,O,O,X,X,O,X,X,X,X,X,X,X
SJTLZIO,O,X,X,X,O,X,X,X,X,X,X,X
SJTLZOI,O,O,X,X,O,X,X,X,X,X,X,X
SJTLOIZ,O,O,X,X,O,O,X,X,X,X,X,X
SJTLOZI,O,O,X,X,O,O,O,O,X,X,X,X
SJTZILO,O,X,X,X,O,X,X,X,X,X,X,X
SJTZIOL,O,X,X,X,O,X,X,X,X,X,X,X
SJTZLIO,O,X,X,X,O,X,X,X,X,X,X,X
SJTZLOI,O,O,X,X,O,X,X,X,X,X,X,X
SJTZOIL,O,X,X,X,X,O,O,X,X,X,X,X
SJTZOLI,O,O,X,X,O,O,O,X,X,X,X,X
SJTOILZ,O,O,X,X,O,O,X,X,X,X,X,X
SJTOIZL,X,X,X,X,O,O,O,X,X,X,X,X
SJTOLIZ,O,O,X,X,O,O,X,X,X,X,X,X
SJTOLZI,O,O,X,X,O,O,O,O,X,X,X,X
SJTOZIL,X,X,X,X,X,O,O,X,X,X,X,X
SJTOZLI,O,O,X,X,O,O,O,X,X,X,X,X
SJITLZO,O,O,X,X,O,X,X,X,X,X,X,X
SJITLOZ,O,O,X,X,O,X,O,X,X,X,X,X
SJITZLO,O,O,X,X,O,X,X,X,X,O,X,X
SJITZOL,O,O,X,X,O,X,O,X,X,O,X,X
SJITOLZ,O,O,X,X,O,O,O,X,X,X,X,X
SJITOZL,O,O,X,X,O,O,O,X,X,O,X,X
SJILTZO,O,O,X,X,O,X,X,X,X,X,X,X
SJILTOZ,O,O,X,X,O,X,O,X,X,X,X,X
SJILZTO,O,X,X,X,O,X,X,X,X,X,X,X
SJILZOT,O,O,X,X,X,X,X,X,X,X,X,X
SJILOTZ,O,O,X,X,O,X,O,X,X,X,X,X
SJILOZT,O,O,X,X,X,X,X,X,X,X,X,X
SJIZTLO,O,X,X,X,O,X,X,X,X,O,X,X
SJIZTOL,O,X,X,X,O,X,O,X,X,O,X,X
SJIZLTO,O,X,X,X,O,X,X,X,X,O,X,X
SJIZLOT,O,O,X,X,X,X,X,X,X,X,X,X
SJIZOTL,O,X,X,X,X,X,O,X,X,O,X,O
SJIZOLT,O,O,X,X,X,X,X,X,X,X,X,O
