sequence,v115@RhA8GeF8AeE8JeT/IvhFmgBRiBSoBXlBUnBFrB,v115@RhA8GeF8AeE8Jem/IvhFzgBfnBxiB0kBCoBFrB,v115@RhA8GeF8AeE8Je/EJvhFRgBGiBTjBilBUnBFrB,v115@RhA8GeF8AeE8JemAJvhFfnB6nBTjBxkB0kBFrB,v115@RhA8GeF8AeE8Je/EJvhFalBzgBGjBRnBUnBFrB,v115@RhA8GeF8AeE8Jex/IvhFylBzhBGjB0kB3nBFrB,v115@RhA8GeF8AeE8JeT/IvhFylBGjBRnBXlBUnBFrB,v115@RhA8GeF8AeE8Jei/IvhFRhBGjBzkBfrB0rBlsB,v115@RhA8GeF8AeE8JemAJvhFzhBSoBxkB0kB3nBFrB,v115@RhA8GeF8AeE8Je/EJvhFUgBFhBxiBzmBCoBmqB,v115@RhA8GeF8AeE8Je6HJvhFTjBxkBmmBlkB3lBcrB
JTZSIOL,O,O,O,O,O,O,X,O,X,O,X
JTZSLIO,O,O,O,O,O,O,X,O,X,O,X
JTZSLOI,O,O,O,O,O,O,X,O,X,O,X
JTZSOIL,O,O,O,O,O,O,X,O,X,O,X
JTZSOLI,O,O,O,O,O,O,X,O,X,O,X
JTZOILS,O,O,O,X,X,O,O,O,O,X,X
JTZOISL,O,O,O,O,O,O,X,X,X,O,X
JTZOLIS,O,O,O,X,X,O,O,O,O,O,X
JTZOLSI,O,O,O,X,X,O,X,O,X,O,X
JTZOSIL,O,O,O,O,O,O,X,O,X,O,X
JTZOSLI,O,O,O,O,O,O,X,O,X,O,X
JTOILSZ,O,X,X,O,O,O,O,O,O,O,O
JTOILZS,O,X,X,X,X,O,O,O,O,O,O
JTOISLZ,X,X,X,O,O,X,O,O,O,O,X
JTOISZL,X,X,X,O,O,X,X,O,X,O,X
JTOIZLS,O,X,X,X,X,O,O,O,O,X,X
JTOIZSL,O,X,X,O,O,O,X,X,X,O,X
JTOLISZ,O,X,X,O,O,O,O,O,O,O,O
JTOLIZS,O,X,X,X,X,O,O,O,O,O,O
JTOLSIZ,O,O,O,O,O,O,O,O,O,O,X
JTOLSZI,O,O,O,O,O,O,X,O,X,O,X
JTOLZIS,O,O,O,X,X,O,O,O,O,O,X
JTOLZSI,O,O,O,X,X,O,X,O,X,O,X
JTOSILZ,O,X,O,O,O,O,O,O,O,O,X
JTOSIZL,O,O,O,O,O,O,X,O,X,O,X
JTOSLIZ,O,O,O,O,O,O,O,O,O,O,X
JTOSLZI,O,O,O,O,O,O,X,O,X,O,X
JTOSZIL,O,O,O,O,O,O,X,O,X,O,X
JTOSZLI,O,O,O,O,O,O,X,O,X,O,X
JTOZILS,O,O,O,X,X,O,O,O,O,X,X
JTOZISL,O,O,O,O,O,O,X,X,X,O,X
JTOZLIS,O,O,O,X,X,O,O,O,O,O,X
JTOZLSI,O,O,O,X,X,O,X,O,X,O,X
JTOZSIL,O,O,O,O,O,O,X,O,X,O,X
JTOZSLI,O,O,O,O,O,O,X,O,X,O,X
JITLSZO,X,X,X,O,O,O,X,O,X,O,X
JITLSOZ,X,X,X,O,O,O,O,O,O,O,X
JITLZSO,X,X,X,X,X,O,X,O,X,O,X
JITLZOS,X,X,X,X,X,O,O,O,O,X,X
JITLOSZ,X,X,X,O,O,O,O,O,O,O,O
JITLOZS,X,X,X,X,X,O,O,O,O,X,O
JITSLZO,X,X,X,O,O,O,X,O,X,O,X
JITSLOZ,X,X,X,O,O,O,O,O,O,O,X
JITSZLO,X,X,X,O,O,O,X,O,X,O,X
JITSZOL,X,X,X,O,O,O,X,O,X,O,X
JITSOLZ,X,X,X,O,O,O,O,O,O,O,X
JITSOZL,X,X,X,O,O,O,X,O,X,O,X
JITZLSO,X,X,X,X,X,O,X,O,X,X,X
JITZLOS,X,X,X,X,X,O,O,O,O,X,X
JITZSLO,X,X,X,O,O,O,X,O,X,X,X
JITZSOL,X,X,X,O,O,O,X,O,X,X,X
JITZOLS,X,X,X,X,X,O,O,O,O,X,X
JITZOSL,X,X,X,O,O,O,X,X,X,X,X
JITOLSZ,X,X,X,O,O,O,O,O,O,O,O
JITOLZS,X,X,X,X,X,O,O,O,O,O,O
JITOSLZ,X,X,X,O,O,X,O,O,O,O,X
JITOSZL,X,X,X,O,O,X,X,O,X,O,X
JITOZLS,X,X,X,X,X,O,O,O,O,X,X
JITOZSL,X,X,X,O,O,O,X,X,X,O,X
JILTSZO,X,X,X,X,O,X,X,O,X,O,X
JILTSOZ,X,X,X,X,O,X,O,O,O,O,X
JILTZSO,X,X,X,X,X,X,X,O,X,O,X
JILTZOS,X,X,X,X,X,X,O,O,O,X,X
JILTOSZ,X,X,X,X,O,X,O,O,O,O,O
JILTOZS,X,X,X,X,X,X,O,O,O,X,O
JILSTZO,X,X,X,X,O,X,X,O,X,O,X
JILSTOZ,X,X,X,O,O,X,X,O,O,O,X
JILSZTO,X,X,X,X,O,X,X,O,X,O,X
JILSZOT,X,X,X,O,X,X,X,O,X,O,X
JILSOTZ,X,X,X,O,O,X,X,O,X,O,O
JILSOZT,X,X,X,O,X,X,X,O,X,O,O
JILZTSO,X,X,X,X,X,X,X,X,X,O,X
JILZTOS,X,X,X,X,X,X,X,X,O,X,X
JILZSTO,X,X,X,X,X,X,X,X,X,O,X
JILZSOT,X,X,X,X,X,X,X,X,X,O,X
JILZOTS,X,X,X,X,X,X,X,X,X,X,O
JILZOST,X,X,X,X,X,X,X,X,X,X,O
JILOTSZ,X,X,X,X,X,X,O,O,O,O,O
JILOTZS,X,X,X,X,X,X,O,O,O,O,O
JILOSTZ,X,X,X,O,X,X,X,O,X,O,O
JILOSZT,X,X,X,O,X,X,X,O,X,O,O
JILOZTS,X,X,X,X,X,X,X,X,X,O,O
JILOZST,X,X,X,X,X,X,X,X,X,O,O
JISTLZO,X,X,X,X,O,O,X,O,X,O,X
JISTLOZ,X,X,X,O,O,O,O,O,X,O,X
JISTZLO,X,X,X,X,O,O,X,O,X,O,X
JISTZOL,X,X,X,X,O,O,X,O,X,O,X
JISTOLZ,X,X,X,O,O,O,O,O,X,O,X
JISTOZL,X,X,X,X,O,O,X,O,X,O,X
JISLTZO,X,X,X,X,O,X,X,O,X,O,X
JISLTOZ,X,X,X,O,O,X,X,O,O,O,X
JISLZTO,X,X,X,X,O,X,X,O,X,O,X
JISLZOT,X,X,X,O,X,X,X,O,X,O,X
JISLOTZ,X,X,X,O,O,X,X,O,X,O,O
JISLOZT,X,X,X,O,X,X,X,O,X,O,O
JISZTLO,X,X,X,X,O,O,X,O,X,O,X
JISZTOL,X,X,X,X,O,O,X,O,X,O,X
JISZLTO,X,X,X,X,O,O,X,O,X,O,X
JISZLOT,X,X,X,O,X,O,X,O,X,O,X
JISZOTL,X,X,X,X,X,O,X,O,X,O,X
JISZOLT,X,X,X,O,X,O,X,O,X,O,X
JISOTLZ,X,X,X,O,O,O,O,O,X,O,X
JISOTZL,X,X,X,X,O,O,X,O,X,O,X
JISOLTZ,X,X,X,O,O,X,X,O,X,O,O
JISOLZT,X,X,X,O,X,X,X,O,X,O,O
JISOZTL,X,X,X,X,X,O,X,O,X,O,X
JISOZLT,X,X,X,O,X,O,X,O,X,O,X
JIZTLSO,X,X,X,X,X,O,X,X,X,X,X
JIZTLOS,X,X,X,X,X,O,O,X,X,X,X
JIZTSLO,X,X,X,X,O,O,X,X,X,X,X
JIZTSOL,X,X,X,X,O,O,X,X,X,X,X
JIZTOLS,X,X,X,X,X,O,O,X,X,X,X
JIZTOSL,X,X,X,X,O,O,X,X,X,X,X
JIZLTSO,X,X,X,X,X,O,X,X,X,X,X
JIZLTOS,X,X,X,X,X,O,X,X,O,X,X
JIZLSTO,X,X,X,X,X,O,X,X,X,X,X
JIZLSOT,X,X,X,X,X,O,X,X,X,X,X
JIZLOTS,X,X,X,X,X,X,X,X,X,X,O
JIZLOST,X,X,X,X,X,O,X,X,X,X,O
JIZSTLO,X,X,X,X,O,O,X,X,X,X,X
JIZSTOL,X,X,X,X,O,O,X,X,X,X,X
JIZSLTO,X,X,X,X,O,O,X,X,X,X,X
JIZSLOT,X,X,X,O,X,O,X,X,X,X,X
JIZSOTL,X,X,X,X,X,O,X,X,X,X,X
JIZSOLT,X,X,X,O,X,O,X,X,X,X,X
JIZOTLS,X,X,X,X,X,O,O,X,X,X,X
JIZOTSL,X,X,X,X,X,O,X,X,X,X,X
JIZOLTS,X,X,X,X,X,X,X,X,X,X,O
JIZOLST,X,X,X,X,X,O,X,X,X,X,O
JIZOSTL,X,X,X,X,X,O,X,X,X,X,X
JIZOSLT,X,X,X,O,X,O,X,X,X,X,X
JIOTLSZ,X,X,X,O,O,X,O,O,X,O,O
JIOTLZS,X,X,X,X,X,X,O,O,X,O,O
JIOTSLZ,X,X,X,O,O,X,O,O,X,O,X
JIOTSZL,X,X,X,O,O,X,X,O,X,O,X
JIOTZLS,X,X,X,X,X,X,O,O,X,X,X
JIOTZSL,X,X,X,O,O,X,X,X,X,O,X
JIOLTSZ,X,X,X,X,X,X,O,O,O,O,O
JIOLTZS,X,X,X,X,X,X,O,O,O,O,O
JIOLSTZ,X,X,X,O,X,X,X,O,X,O,O
JIOLSZT,X,X,X,O,X,X,X,O,X,O,O
JIOLZTS,X,X,X,X,X,X,X,X,X,O,O
JIOLZST,X,X,X,X,X,X,X,X,X,O,O
JIOSTLZ,X,X,X,O,O,X,O,O,X,O,X
JIOSTZL,X,X,X,X,O,X,X,O,X,O,X
JIOSLTZ,X,X,X,O,O,X,X,O,X,O,O
JIOSLZT,X,X,X,O,X,X,X,O,X,O,O
JIOSZTL,X,X,X,X,X,X,X,O,X,O,X
JIOSZLT,X,X,X,O,X,X,X,O,X,O,X
JIOZTLS,X,X,X,X,X,X,O,X,X,X,X
JIOZTSL,X,X,X,X,X,X,X,X,X,O,X
JIOZLTS,X,X,X,X,X,X,X,X,X,X,O
JIOZLST,X,X,X,X,X,X,X,X,X,X,O
JIOZSTL,X,X,X,X,X,X,X,X,X,O,X
JIOZSLT,X,X,X,O,X,X,X,X,X,O,X
JLTISZO,O,X,X,X,O,O,X,O,X,O,X
JLTISOZ,O,X,X,X,O,O,O,O,O,O,X
JLTIZSO,O,X,X,X,X,O,X,O,X,O,X
JLTIZOS,O,X,X,X,X,O,O,O,O,X,X
JLTIOSZ,O,X,X,X,O,O,O,O,O,O,O
JLTIOZS,O,X,X,X,X,O,O,O,O,X,O
JLTSIZO,O,O,X,X,O,O,X,O,X,O,X
JLTSIOZ,O,O,X,X,O,O,O,O,O,O,X
JLTSZIO,O,O,X,X,O,O,X,O,X,O,X
JLTSZOI,O,O,X,X,O,O,X,O,X,O,X
JLTSOIZ,O,O,X,X,O,O,O,O,O,O,X
JLTSOZI,O,O,X,X,O,O,X,O,X,O,X
JLTZISO,O,O,X,X,X,O,X,O,X,O,X
JLTZIOS,O,O,X,X,X,O,O,O,O,X,X
JLTZSIO,O,O,X,X,X,O,X,O,X,O,X
JLTZSOI,O,O,X,X,X,O,X,O,X,O,X
JLTZOIS,O,O,X,X,X,O,O,O,O,X,X
JLTZOSI,O,O,X,X,X,O,X,O,X,X,X
JLTOISZ,O,X,X,X,O,O,O,O,O,O,O
JLTOIZS,O,X,X,X,X,O,O,O,O,O,O
JLTOSIZ,O,O,X,X,O,O,O,O,O,O,X
JLTOSZI,O,O,X,X,O,O,X,O,X,O,X
JLTOZIS,O,O,X,X,X,O,O,O,O,O,X
JLTOZSI,O,O,X,X,X,O,X,O,X,O,X
JLITSZO,O,X,X,X,O,X,X,O,X,O,X
JLITSOZ,O,X,X,X,O,X,O,O,O,O,X
JLITZSO,O,X,X,X,X,X,X,O,X,O,X
JLITZOS,O,X,X,X,X,X,O,O,O,X,X
JLITOSZ,O,X,X,X,O,X,O,O,O,O,O
JLITOZS,O,X,X,X,X,X,O,O,O,X,O
JLISTZO,X,O,X,X,O,X,X,O,X,O,X
JLISTOZ,O,O,X,O,O,X,X,O,O,O,X
JLISZTO,X,O,X,X,O,X,X,O,X,O,X
JLISZOT,O,O,X,O,X,X,X,O,X,O,X
JLISOTZ,O,X,X,O,O,X,X,O,X,O,O
JLISOZT,O,X,X,O,X,X,X,O,X,O,O
JLIZTSO,O,O,X,X,X,X,X,X,X,O,X
JLIZTOS,O,X,X,X,X,X,X,X,O,X,X
JLIZSTO,O,O,X,X,X,X,X,X,X,O,X
JLIZSOT,O,O,X,X,X,X,X,X,X,O,X
JLIZOTS,O,X,X,X,X,X,X,X,X,X,O
JLIZOST,O,O,X,X,X,X,X,X,X,X,O
JLIOTSZ,O,X,X,X,X,X,O,O,O,O,O
JLIOTZS,O,X,X,X,X,X,O,O,O,O,O
JLIOSTZ,O,X,X,O,X,X,X,O,X,O,O
JLIOSZT,O,X,X,O,X,X,X,O,X,O,O
JLIOZTS,O,X,X,X,X,X,X,X,X,O,O
JLIOZST,O,X,X,X,X,X,X,X,X,O,O
JLSTIZO,O,O,X,O,O,O,X,O,X,O,X
JLSTIOZ,O,O,X,O,O,O,X,O,X,O,X
JLSTZIO,O,O,X,O,O,O,X,O,X,O,X
JLSTZOI,O,O,X,O,O,O,X,O,X,O,X
JLSTOIZ,O,O,X,O,O,O,X,O,X,O,X
JLSTOZI,O,O,X,O,O,O,X,O,X,O,X
JLSITZO,O,O,X,X,O,X,X,O,X,O,X
JLSITOZ,O,O,X,O,O,X,X,O,X,O,X
JLSIZTO,O,O,O,X,O,X,X,O,X,O,X
JLSIZOT,O,O,O,O,X,X,X,O,X,O,X
JLSIOTZ,O,X,X,O,O,X,X,O,X,O,O
JLSIOZT,O,X,O,O,X,X,X,O,X,O,O
JLSZTIO,O,O,O,X,O,O,X,O,X,O,X
JLSZTOI,O,O,O,X,O,O,X,O,X,O,X
JLSZITO,O,O,O,X,O,O,X,O,X,O,X
JLSZIOT,O,O,O,X,X,O,X,O,X,O,X
JLSZOTI,O,O,O,X,X,O,X,O,X,O,X
JLSZOIT,O,O,O,X,X,O,X,O,X,O,X
JLSOTIZ,O,X,X,O,O,O,X,O,X,O,X
JLSOTZI,O,X,X,O,O,O,X,O,X,O,X
JLSOITZ,O,X,X,O,O,X,X,O,X,O,O
JLSOIZT,O,X,O,O,X,X,X,O,X,O,O
JLSOZTI,O,X,O,X,X,O,X,O,X,O,X
JLSOZIT,O,X,O,X,X,O,X,O,X,O,X
JLZTISO,O,O,X,X,X,O,X,O,X,O,X
JLZTIOS,O,O,X,X,X,O,X,O,X,X,X
JLZTSIO,O,O,O,X,X,O,X,O,X,O,X
JLZTSOI,O,O,O,X,X,O,X,O,X,O,X
JLZTOIS,O,O,X,X,X,O,X,O,X,X,X
JLZTOSI,O,O,O,X,X,O,X,O,X,X,X
JLZITSO,O,O,X,X,X,O,X,X,X,O,X
JLZITOS,O,O,X,X,X,O,X,X,X,X,X
JLZISTO,O,O,O,X,X,O,X,X,X,O,X
JLZISOT,O,O,O,X,X,O,X,X,X,O,X
JLZIOTS,O,X,X,X,X,X,X,X,X,X,O
JLZIOST,O,O,O,X,X,O,X,X,X,X,O
JLZSTIO,O,O,O,X,X,O,X,O,X,O,X
JLZSTOI,O,O,O,X,X,O,X,O,X,O,X
JLZSITO,O,O,O,X,X,O,X,O,X,O,X
JLZSIOT,O,O,O,X,X,O,X,O,X,O,X
JLZSOTI,O,O,O,X,X,O,X,X,X,O,X
JLZSOIT,O,O,O,X,X,O,X,O,X,O,X
JLZOTIS,O,O,X,X,X,X,X,O,X,O,X
JLZOTSI,O,O,O,X,X,X,X,O,X,O,X
JLZOITS,O,X,X,X,X,X,X,X,X,O,O
JLZOIST,O,O,O,X,X,O,X,X,X,O,O
JLZOSTI,O,O,O,X,X,O,X,O,X,O,X
JLZOSIT,O,O,O,X,X,O,X,O,X,O,X
JLOTISZ,O,X,X,X,X,X,O,O,X,O,O
JLOTIZS,O,X,X,X,X,X,O,O,X,O,O
JLOTSIZ,O,X,X,X,X,X,O,O,X,O,X
JLOTSZI,O,X,X,X,X,X,X,O,X,O,X
JLOTZIS,O,X,X,X,X,X,O,O,X,O,X
JLOTZSI,O,X,X,X,X,X,X,O,X,O,X
JLOITSZ,O,X,X,X,X,X,O,O,X,O,O
JLOITZS,O,X,X,X,X,X,O,O,X,O,O
JLOISTZ,O,X,X,O,X,X,X,O,X,O,O
JLOISZT,O,X,X,O,X,X,X,O,X,O,O
JLOIZTS,O,X,X,X,X,X,X,X,X,O,O
JLOIZST,O,X,X,X,X,X,X,X,X,O,O
JLOSTIZ,O,X,X,O,X,X,X,O,X,O,X
JLOSTZI,O,X,X,O,X,X,X,O,X,O,X
JLOSITZ,O,X,X,O,X,X,X,O,X,O,O
JLOSIZT,O,X,O,O,X,X,X,O,X,O,O
JLOSZTI,O,X,O,X,X,X,X,O,X,O,X
JLOSZIT,O,X,O,X,X,X,X,O,X,O,X
JLOZTIS,O,X,X,X,X,X,X,O,X,O,X
JLOZTSI,O,X,O,X,X,X,X,O,X,O,X
JLOZITS,O,X,X,X,X,X,X,X,X,O,O
JLOZIST,O,X,O,X,X,X,X,X,X,O,O
JLOZSTI,O,X,O,X,X,X,X,O,X,O,X
JLOZSIT,O,X,O,X,X,X,X,O,X,O,X
JSTILZO,O,X,O,O,O,O,X,O,X,O,X
JSTILOZ,O,X,O,O,O,O,O,O,X,O,X
JSTIZLO,O,O,O,O,O,O,X,O,X,O,X
JSTIZOL,O,O,O,O,O,O,X,O,X,O,X
JSTIOLZ,O,X,O,O,O,O,O,O,X,O,X
JSTIOZL,O,O,O,O,O,O,X,O,X,O,X
JSTLIZO,O,O,O,O,O,O,X,O,X,O,X
JSTLIOZ,O,O,O,O,O,O,O,O,X,O,X
JSTLZIO,O,O,O,O,O,O,X,O,X,O,X
JSTLZOI,O,O,O,O,O,O,X,O,X,O,X
JSTLOIZ,O,O,O,O,O,O,O,O,X,O,X
JSTLOZI,O,O,O,O,O,O,X,O,X,O,X
JSTZILO,O,O,O,O,O,O,X,O,X,O,X
JSTZIOL,O,O,O,O,O,O,X,O,X,O,X
JSTZLIO,O,O,O,O,O,O,X,O,X,O,X
JSTZLOI,O,O,O,O,O,O,X,O,X,O,X
JSTZOIL,O,O,O,O,O,O,X,O,X,O,X
JSTZOLI,O,O,O,O,O,O,X,O,X,O,X
JSTOILZ,O,X,O,O,O,O,O,O,X,O,X
JSTOIZL,O,O,O,O,O,O,X,O,X,O,X
JSTOLIZ,O,O,O,O,O,O,O,O,X,O,X
JSTOLZI,O,O,O,O,O,O,X,O,X,O,X
JSTOZIL,O,O,O,O,O,O,X,O,X,O,X
JSTOZLI,O,O,O,O,O,O,X,O,X,O,X
JSITLZO,X,X,O,X,O,O,X,O,X,O,X
JSITLOZ,X,X,O,O,O,O,O,O,X,O,X
JSITZLO,X,O,O,X,O,O,X,O,X,O,X
JSITZOL,X,O,O,X,O,O,X,O,X,O,X
JSITOLZ,X,X,O,O,O,O,O,O,X,O,X
JSITOZL,X,O,O,X,O,O,X,O,X,O,X
JSILTZO,O,X,X,X,O,X,X,O,X,O,X
JSILTOZ,O,X,X,O,O,X,X,O,X,O,X
JSILZTO,O,X,O,X,O,X,X,O,X,O,X
JSILZOT,O,X,O,O,X,X,X,O,X,O,X
JSILOTZ,O,X,X,O,O,X,X,O,X,O,O
JSILOZT,O,X,O,O,X,X,X,O,X,O,O
JSIZTLO,O,O,X,X,O,O,X,O,X,O,X
JSIZTOL,O,O,O,X,O,O,X,O,X,O,X
JSIZLTO,O,O,X,X,O,O,X,O,X,O,X
JSIZLOT,O,X,O,O,X,O,X,O,X,O,X
JSIZOTL,O,O,O,X,X,O,X,O,X,O,X
JSIZOLT,O,X,O,O,X,O,X,O,X,O,X
JSIOTLZ,X,X,O,O,O,O,O,O,X,O,X
JSIOTZL,X,X,O,X,O,O,X,O,X,O,X
JSIOLTZ,O,X,X,O,O,X,X,O,X,O,O
JSIOLZT,O,X,O,O,X,X,X,O,X,O,O
JSIOZTL,O,X,O,X,X,O,X,O,X,O,X
JSIOZLT,O,X,O,O,X,O,X,O,X,O,X
JSLTIZO,O,O,X,O,O,O,X,O,X,O,X
JSLTIOZ,O,O,X,O,O,O,X,O,X,O,X
JSLTZIO,O,O,X,O,O,O,X,O,X,O,X
JSLTZOI,O,O,X,O,O,O,X,O,X,O,X
JSLTOIZ,O,O,X,O,O,O,X,O,X,O,X
JSLTOZI,O,O,X,O,O,O,X,O,X,O,X
JSLITZO,O,O,X,X,O,X,X,O,X,O,X
JSLITOZ,O,O,X,O,O,X,X,O,X,O,X
JSLIZTO,O,O,O,X,O,X,X,O,X,O,X
JSLIZOT,O,O,O,O,X,X,X,O,X,O,X
JSLIOTZ,O,X,X,O,O,X,X,O,X,O,O
JSLIOZT,O,X,O,O,X,X,X,O,X,O,O
JSLZTIO,O,O,O,X,O,O,X,O,X,O,X
JSLZTOI,O,O,O,X,O,O,X,O,X,O,X
JSLZITO,O,O,O,X,O,O,X,O,X,O,X
JSLZIOT,O,O,O,X,X,O,X,O,X,O,X
JSLZOTI,O,O,O,X,X,O,X,O,X,O,X
JSLZOIT,O,O,O,X,X,O,X,O,X,O,X
JSLOTIZ,O,X,X,O,O,O,X,O,X,O,X
JSLOTZI,O,X,X,O,O,O,X,O,X,O,X
JSLOITZ,O,X,X,O,O,X,X,O,X,O,O
JSLOIZT,O,X,O,O,X,X,X,O,X,O,O
JSLOZTI,O,X,O,X,X,O,X,O,X,O,X
JSLOZIT,O,X,O,X,X,O,X,O,X,O,X
JSZTILO,O,O,O,X,O,O,X,O,X,O,X
JSZTIOL,O,O,O,X,O,O,X,O,X,O,X
JSZTLIO,O,O,O,X,O,O,X,O,X,O,X
JSZTLOI,O,O,O,X,O,O,X,O,X,O,X
JSZTOIL,O,O,O,X,O,O,X,O,X,O,X
JSZTOLI,O,O,O,X,O,O,X,O,X,O,X
JSZITLO,O,O,O,X,O,O,X,O,X,O,X
JSZITOL,O,O,O,X,O,O,X,O,X,O,X
JSZILTO,O,O,O,X,O,O,X,O,X,O,X
JSZILOT,O,O,O,X,X,O,X,O,X,O,X
JSZIOTL,O,O,O,X,X,O,X,O,X,O,X
JSZIOLT,O,X,O,X,X,O,X,O,X,O,X
JSZLTIO,O,O,O,X,O,O,X,O,X,O,X
JSZLTOI,O,O,O,X,O,O,X,O,X,O,X
JSZLITO,O,O,O,X,O,O,X,O,X,O,X
JSZLIOT,O,O,O,X,X,O,X,O,X,O,X
JSZLOTI,O,O,O,X,X,O,X,O,X,O,X
JSZLOIT,O,O,O,X,X,O,X,O,X,O,X
JSZOTIL,O,O,O,X,X,O,X,O,X,O,X
JSZOTLI,O,O,O,X,X,O,X,O,X,O,X
JSZOITL,O,O,O,X,X,O,X,O,X,O,X
JSZOILT,O,X,O,X,X,O,X,O,X,O,X
JSZOLTI,O,O,O,X,X,O,X,O,X,O,X
JSZOLIT,O,O,O,X,X,O,X,O,X,O,X
JSOTILZ,O,X,O,O,O,O,O,O,X,O,X
JSOTIZL,O,X,O,O,O,O,X,O,X,O,X
JSOTLIZ,O,X,O,O,O,O,O,O,X,O,X
JSOTLZI,O,X,O,O,O,O,X,O,X,O,X
JSOTZIL,O,X,O,O,O,O,X,O,X,O,X
JSOTZLI,O,X,O,O,O,O,X,O,X,O,X
JSOITLZ,X,X,O,O,O,O,O,O,X,O,X
JSOITZL,X,X,O,X,O,O,X,O,X,O,X
JSOILTZ,O,X,X,O,O,X,X,O,X,O,O
JSOILZT,O,X,O,O,X,X,X,O,X,O,O
JSOIZTL,O,X,O,X,X,O,X,O,X,O,X
JSOIZLT,O,X,O,O,X,O,X,O,X,O,X
JSOLTIZ,O,X,X,O,O,O,X,O,X,O,X
JSOLTZI,O,X,X,O,O,O,X,O,X,O,X
JSOLITZ,O,X,X,O,O,X,X,O,X,O,O
JSOLIZT,O,X,O,O,X,X,X,O,X,O,O
JSOLZTI,O,X,O,X,X,O,X,O,X,O,X
JSOLZIT,O,X,O,X,X,O,X,O,X,O,X
JSOZTIL,O,X,O,X,X,O,X,O,X,O,X
JSOZTLI,O,X,O,X,X,O,X,O,X,O,X
JSOZITL,O,X,O,X,X,O,X,O,X,O,X
JSOZILT,O,X,O,X,X,O,X,O,X,O,X
JSOZLTI,O,X,O,X,X,O,X,O,X,O,X
JSOZLIT,O,X,O,X,X,O,X,O,X,O,X
JZTILSO,O,O,O,X,X,O,X,O,X,X,X
JZTILOS,O,O,O,X,X,O,O,O,X,X,X
JZTISLO,O,O,O,X,O,O,X,O,X,X,X
JZTISOL,O,O,O,X,O,O,X,O,X,X,X
JZTIOLS,O,O,O,X,X,O,O,O,X,X,X
JZTIOSL,O,O,O,X,O,O,X,X,X,X,X
JZTLISO,O,O,O,X,X,O,X,O,X,O,X
JZTLIOS,O,O,O,X,X,O,O,O,X,X,X
JZTLSIO,O,O,O,X,X,O,X,O,X,O,X
JZTLSOI,O,O,O,X,X,O,X,O,X,O,X
JZTLOIS,O,O,O,X,X,O,O,O,X,X,X
JZTLOSI,O,O,O,X,X,O,X,O,X,X,X
JZTSILO,O,O,O,X,O,O,X,O,X,O,X
JZTSIOL,O,O,O,X,O,O,X,O,X,O,X
JZTSLIO,O,O,O,X,O,O,X,O,X,O,X
JZTSLOI,O,O,O,X,O,O,X,O,X,O,X
JZTSOIL,O,O,O,X,O,O,X,O,X,O,X
JZTSOLI,O,O,O,X,O,O,X,O,X,O,X
JZTOILS,O,O,O,X,X,O,O,O,X,X,X
JZTOISL,O,O,O,X,O,O,X,X,X,O,X
JZTOLIS,O,O,O,X,X,O,O,O,X,O,X
JZTOLSI,O,O,O,X,X,O,X,O,X,O,X
JZTOSIL,O,O,O,X,O,O,X,O,X,O,X
JZTOSLI,O,O,O,X,O,O,X,O,X,O,X
JZITLSO,O,O,O,X,X,O,X,X,X,X,X
JZITLOS,O,O,O,X,X,O,O,X,X,X,X
JZITSLO,O,O,O,X,O,O,X,X,X,X,X
JZITSOL,O,O,O,X,O,O,X,X,X,X,X
JZITOLS,O,O,O,X,X,O,O,X,X,X,X
JZITOSL,O,O,O,X,O,O,X,X,X,X,X
JZILTSO,O,O,X,X,X,O,X,X,X,X,X
JZILTOS,O,O,X,X,X,O,X,X,X,X,X
JZILSTO,O,O,O,X,X,O,X,X,X,X,X
JZILSOT,O,O,O,X,X,O,X,X,X,X,X
JZILOTS,O,X,X,X,X,X,X,X,X,X,O
JZILOST,O,O,O,X,X,O,X,X,X,X,O
JZISTLO,O,O,O,X,O,O,X,X,X,X,X
JZISTOL,O,O,O,X,O,O,X,X,X,X,X
JZISLTO,O,O,O,X,O,O,X,X,X,X,X
JZISLOT,O,O,O,X,X,O,X,X,X,X,X
JZISOTL,O,O,O,X,X,O,X,X,X,X,X
JZISOLT,O,X,O,X,X,O,X,X,X,X,X
JZIOTLS,O,X,O,X,X,O,O,X,X,X,X
JZIOTSL,O,X,O,X,X,O,X,X,X,X,X
JZIOLTS,O,X,X,X,X,X,X,X,X,X,O
JZIOLST,O,X,O,X,X,O,X,X,X,X,O
JZIOSTL,O,X,O,X,X,O,X,X,X,X,X
JZIOSLT,O,X,O,X,X,O,X,X,X,X,X
JZLTISO,O,O,O,X,X,O,X,O,X,O,X
JZLTIOS,O,O,O,X,X,O,X,O,X,X,X
JZLTSIO,O,O,O,X,X,O,X,O,X,O,X
JZLTSOI,O,O,O,X,X,O,X,O,X,O,X
JZLTOIS,O,O,O,X,X,O,X,O,X,X,X
JZLTOSI,O,O,O,X,X,O,X,O,X,X,X
JZLITSO,O,O,X,X,X,O,X,X,X,O,X
JZLITOS,O,O,X,X,X,O,X,X,X,X,X
JZLISTO,O,O,O,X,X,O,X,X,X,O,X
JZLISOT,O,O,O,X,X,O,X,X,X,O,X
JZLIOTS,O,X,X,X,X,X,X,X,X,X,O
JZLIOST,O,O,O,X,X,O,X,X,X,X,O
