sequence,v115@EhC8FeF8DeG8AeF8JeO/IvhF6gB0cBxdBzfB/mBlqB,v115@EhC8FeF8DeG8AeF8JeO/IvhF0cBxdBCgB/mBTgBlqB,v115@EhC8FeF8DeG8AeF8JeK/IvhFzaB+gB0cBxdB/mBlqB,v115@EhC8FeF8DeG8AeF8JeO/IvhF0cBxdBflBlgBTmB6qB,v115@EhC8FeF8DeG8AeF8JeT6IvhF0bBxdBykBumBXhBlqB,v115@EhC8FeF8DeG8AeF8JeT6IvhFxdBlhBmkBUmB/lBCrB,v115@EhC8FeF8DeG8AeF8Jem6IvhFCcBxdBTfBlhB/qBUrB,v115@EhC8FeF8DeG8AeF8Jem6IvhFxdBTfBclBXmBlmBCrB
JTSIOZL,O,O,O,O,X,X,O,X
JTSLIZO,O,O,O,X,O,X,O,X
JTSLIOZ,O,O,O,X,O,X,O,X
JTSLZIO,O,O,O,X,O,X,O,X
JTSLZOI,O,O,O,X,O,X,X,X
JTSLOIZ,O,O,O,X,O,X,O,X
JTSLOZI,O,O,O,X,O,X,O,X
JTSZILO,O,O,O,X,X,X,O,X
JTSZIOL,O,O,O,X,X,X,X,X
JTSZLIO,O,O,O,X,X,X,O,X
JTSZLOI,O,O,O,X,X,X,X,X
JTSZOIL,O,O,O,X,X,X,X,X
JTSZOLI,O,O,O,X,X,X,X,X
JTSOILZ,O,O,O,O,X,X,O,X
JTSOIZL,O,O,O,O,X,X,O,X
JTSOLIZ,O,O,O,O,X,X,O,X
JTSOLZI,O,O,O,O,X,X,O,X
JTSOZIL,O,O,O,O,X,X,O,X
JTSOZLI,O,O,O,O,X,X,O,X
JTZILSO,O,O,O,X,O,O,X,X
JTZILOS,X,X,O,X,O,O,X,X
JTZISLO,O,O,O,X,X,O,O,X
JTZISOL,O,O,O,X,X,O,O,X
JTZIOLS,O,X,X,X,X,O,X,X
JTZIOSL,O,X,X,O,X,O,O,X
JTZLISO,O,O,O,X,O,O,X,X
JTZLIOS,X,X,O,X,O,O,X,X
JTZLSIO,O,O,O,X,O,O,X,X
JTZLSOI,O,O,O,X,O,O,X,X
JTZLOIS,X,X,O,X,O,O,X,X
JTZLOSI,X,X,O,X,O,O,X,X
JTZSILO,O,O,O,X,X,O,O,X
JTZSIOL,O,O,O,X,X,O,O,X
JTZSLIO,O,O,O,X,X,O,O,X
JTZSLOI,O,O,O,X,X,O,O,X
JTZSOIL,O,O,O,X,X,O,O,X
JTZSOLI,O,O,O,X,X,O,O,X
JTZOILS,O,X,X,X,X,O,X,X
JTZOISL,O,X,X,O,X,O,O,X
JTZOLIS,O,X,X,X,X,O,X,X
JTZOLSI,O,X,X,X,X,O,X,X
JTZOSIL,O,X,X,O,X,O,O,X
JTZOSLI,O,X,X,O,X,O,O,X
JTOILSZ,O,O,O,X,O,X,O,X
JTOILZS,O,X,O,X,O,X,O,X
JTOISLZ,O,O,O,O,X,X,O,X
JTOISZL,O,O,O,O,X,X,O,X
JTOIZLS,O,X,X,X,X,O,O,X
JTOIZSL,O,X,X,O,X,O,O,X
JTOLISZ,O,O,O,X,O,X,O,X
JTOLIZS,O,X,O,X,O,X,O,X
JTOLSIZ,O,O,O,X,O,X,O,X
JTOLSZI,O,O,O,X,O,X,X,X
JTOLZIS,O,X,O,X,O,X,O,X
JTOLZSI,O,X,O,X,O,X,X,X
JTOSILZ,O,O,O,O,X,X,O,X
JTOSIZL,O,O,O,O,X,X,O,X
JTOSLIZ,O,O,O,O,X,X,O,X
JTOSLZI,O,O,O,O,X,X,O,X
JTOSZIL,O,O,O,O,X,X,O,X
JTOSZLI,O,O,O,O,X,X,O,X
JTOZILS,O,X,X,X,X,O,O,X
JTOZISL,O,X,X,O,X,O,O,X
JTOZLIS,O,X,X,X,X,O,O,X
JTOZLSI,O,X,X,X,X,O,X,X
JTOZSIL,O,X,X,O,X,O,O,X
JTOZSLI,O,X,X,O,X,O,O,X
JITLSZO,O,O,O,X,O,X,O,X
JITLSOZ,O,O,O,X,O,X,O,X
JITLZSO,O,O,O,X,O,X,X,X
JITLZOS,X,X,O,X,O,X,X,X
JITLOSZ,O,O,O,X,O,X,O,X
JITLOZS,O,X,O,X,O,X,O,X
JITSLZO,O,O,O,X,O,X,O,X
JITSLOZ,O,O,O,X,O,X,O,X
JITSZLO,O,O,O,X,X,X,O,X
JITSZOL,O,O,O,X,X,X,X,X
JITSOLZ,O,O,O,O,X,X,O,X
JITSOZL,O,O,O,O,X,X,O,X
JITZLSO,O,O,O,X,O,O,X,X
JITZLOS,X,X,O,X,O,O,X,X
JITZSLO,O,O,O,X,X,O,O,X
JITZSOL,O,O,O,X,X,O,O,X
JITZOLS,O,X,X,X,X,O,X,X
JITZOSL,O,X,X,O,X,O,O,X
JITOLSZ,O,O,O,X,O,X,O,X
JITOLZS,O,X,O,X,O,X,O,X
JITOSLZ,O,O,O,O,X,X,O,X
JITOSZL,O,O,O,O,X,X,O,X
JITOZLS,O,X,X,X,X,O,O,X
JITOZSL,O,X,X,O,X,O,O,X
JILTSZO,O,O,O,X,O,X,X,X
JILTSOZ,O,O,O,X,O,X,X,X
JILTZSO,O,O,O,X,O,X,X,X
JILTZOS,X,X,O,X,O,X,X,X
JILTOSZ,O,O,O,X,O,X,X,X
JILTOZS,O,X,O,X,O,X,X,X
JILSTZO,O,O,O,X,O,X,X,X
JILSTOZ,O,O,O,X,O,X,X,X
JILSZTO,O,O,O,X,X,X,X,X
JILSZOT,O,O,X,X,O,X,X,X
JILSOTZ,O,X,X,O,O,X,X,X
JILSOZT,O,O,X,O,O,X,X,X
JILZTSO,X,O,X,X,O,O,X,X
JILZTOS,X,X,X,X,O,O,X,X
JILZSTO,O,O,O,X,X,X,X,X
JILZSOT,O,O,X,X,O,X,X,X
JILZOTS,X,X,X,X,O,O,X,X
JILZOST,X,X,X,O,O,X,X,X
JILOTSZ,O,O,O,X,O,X,X,X
JILOTZS,O,X,O,X,O,X,X,X
JILOSTZ,O,X,X,O,O,X,X,X
JILOSZT,O,O,X,O,O,X,X,X
JILOZTS,O,X,X,X,O,O,X,X
JILOZST,O,X,X,O,O,X,X,X
JISTLZO,O,O,O,X,O,X,O,X
JISTLOZ,O,O,O,X,O,X,O,X
JISTZLO,O,O,O,X,X,X,O,X
JISTZOL,O,O,O,X,X,X,O,X
JISTOLZ,O,O,O,O,X,X,O,X
JISTOZL,O,O,O,O,X,X,O,X
JISLTZO,O,O,O,X,O,X,O,X
JISLTOZ,O,O,O,X,O,X,O,X
JISLZTO,O,O,O,X,X,X,O,X
JISLZOT,O,O,X,X,O,X,O,X
JISLOTZ,O,X,X,O,O,X,X,X
JISLOZT,O,O,X,O,O,X,X,X
JISZTLO,O,O,O,X,X,O,O,X
JISZTOL,O,O,O,X,X,O,O,X
JISZLTO,O,O,O,X,X,X,O,X
JISZLOT,O,O,X,X,X,X,O,X
JISZOTL,O,O,X,O,X,O,O,O
JISZOLT,O,O,X,O,X,X,O,O
JISOTLZ,O,O,X,O,X,X,O,X
JISOTZL,O,O,X,O,X,X,O,X
JISOLTZ,O,X,X,O,X,X,O,X
JISOLZT,O,O,X,O,X,X,O,X
JISOZTL,O,O,X,O,X,O,O,O
JISOZLT,O,O,X,O,X,X,O,O
JIZTLSO,O,O,X,X,O,O,X,X
JIZTLOS,X,X,X,X,O,O,X,X
JIZTSLO,O,O,X,X,X,O,O,X
JIZTSOL,O,O,X,X,X,O,O,X
JIZTOLS,O,X,X,X,X,O,X,X
JIZTOSL,O,X,X,O,X,O,O,X
JIZLTSO,X,O,X,X,O,O,X,X
JIZLTOS,X,X,X,X,O,O,X,X
JIZLSTO,O,O,O,X,X,X,X,X
JIZLSOT,O,O,X,X,O,X,X,X
JIZLOTS,X,X,X,X,O,O,X,X
JIZLOST,X,X,X,O,O,X,X,X
JIZSTLO,O,O,O,X,X,O,X,X
JIZSTOL,O,O,O,X,X,O,X,X
JIZSLTO,O,O,O,X,X,X,X,X
JIZSLOT,O,O,X,X,X,X,X,X
JIZSOTL,O,O,X,O,X,O,X,O
JIZSOLT,O,O,X,O,X,X,X,O
JIZOTLS,O,X,X,X,X,O,X,X
JIZOTSL,O,X,X,O,X,O,O,O
JIZOLTS,O,X,X,X,X,O,X,X
JIZOLST,O,X,X,O,X,X,X,O
JIZOSTL,O,O,X,O,X,O,X,O
JIZOSLT,O,O,X,O,X,X,X,O
JIOTLSZ,O,O,X,X,O,X,O,X
JIOTLZS,O,X,X,X,O,X,O,X
JIOTSLZ,O,O,X,O,X,X,O,X
JIOTSZL,O,O,X,O,X,X,O,X
JIOTZLS,O,X,X,X,X,O,O,X
JIOTZSL,O,X,X,O,X,O,O,O
JIOLTSZ,O,O,X,X,O,X,O,X
JIOLTZS,O,X,X,X,O,X,O,X
JIOLSTZ,O,X,X,O,O,X,O,X
JIOLSZT,O,O,X,O,O,X,O,X
JIOLZTS,O,X,X,X,O,O,X,X
JIOLZST,O,X,X,O,O,X,X,O
JIOSTLZ,O,O,X,O,X,X,O,X
JIOSTZL,O,O,X,O,X,X,O,X
JIOSLTZ,O,X,X,O,X,X,O,X
JIOSLZT,O,O,X,O,X,X,O,X
JIOSZTL,O,O,X,O,X,O,O,O
JIOSZLT,O,O,X,O,X,X,O,O
JIOZTLS,O,X,X,X,X,O,O,X
JIOZTSL,O,X,X,O,X,O,O,O
JIOZLTS,O,X,X,X,X,O,X,X
JIOZLST,O,X,X,O,X,X,X,O
JIOZSTL,O,O,X,O,X,O,O,O
JIOZSLT,O,O,X,O,X,X,O,O
JLTISZO,O,O,O,X,O,X,X,X
JLTISOZ,O,O,O,X,O,X,X,X
JLTIZSO,O,O,O,X,O,X,X,X
JLTIZOS,X,X,O,X,O,X,X,X
JLTIOSZ,O,O,O,X,O,X,X,X
JLTIOZS,O,X,O,X,O,X,X,X
JLTSIZO,O,O,O,X,O,X,X,X
JLTSIOZ,O,O,O,X,O,X,X,X
JLTSZIO,O,O,O,X,O,X,X,X
JLTSZOI,O,O,O,X,O,X,X,X
JLTSOIZ,O,O,O,X,O,X,X,X
JLTSOZI,O,O,O,X,O,X,X,X
JLTZISO,O,O,O,X,O,X,X,X
JLTZIOS,X,X,O,X,O,X,X,X
JLTZSIO,O,O,O,X,O,X,X,X
JLTZSOI,O,O,O,X,O,X,X,X
JLTZOIS,X,X,O,X,O,X,X,X
JLTZOSI,X,X,O,X,O,X,X,X
JLTOISZ,O,O,O,X,O,X,X,X
JLTOIZS,O,X,O,X,O,X,X,X
JLTOSIZ,O,O,O,X,O,X,X,X
JLTOSZI,O,O,O,X,O,X,X,X
JLTOZIS,O,X,O,X,O,X,X,X
JLTOZSI,O,X,O,X,O,X,X,X
JLITSZO,O,O,O,X,O,X,X,X
JLITSOZ,O,O,O,X,O,X,X,X
JLITZSO,O,O,O,X,O,X,X,X
JLITZOS,X,X,O,X,O,X,X,X
JLITOSZ,O,O,O,X,O,X,X,X
JLITOZS,O,X,O,X,O,X,X,X
JLISTZO,O,O,O,X,O,X,X,X
JLISTOZ,O,O,O,X,O,X,X,X
JLISZTO,O,O,O,X,X,X,X,X
JLISZOT,O,O,X,X,O,X,X,X
JLISOTZ,O,X,X,O,O,X,X,X
JLISOZT,O,O,X,O,O,X,X,X
JLIZTSO,X,O,X,X,O,O,X,X
JLIZTOS,X,X,X,X,O,O,X,X
JLIZSTO,O,O,O,X,X,X,X,X
JLIZSOT,O,O,X,X,O,X,X,X
JLIZOTS,X,X,X,X,O,O,X,X
JLIZOST,X,X,X,O,O,X,X,X
JLIOTSZ,O,O,O,X,O,X,X,X
JLIOTZS,O,X,O,X,O,X,X,X
JLIOSTZ,O,X,X,O,O,X,X,X
JLIOSZT,O,O,X,O,O,X,X,X
JLIOZTS,O,X,X,X,O,O,X,X
JLIOZST,O,X,X,O,O,X,X,X
JLSTIZO,O,O,O,X,O,X,X,X
JLSTIOZ,O,O,O,X,O,X,X,X
JLSTZIO,O,O,O,X,O,X,X,X
JLSTZOI,O,O,O,X,O,X,X,X
JLSTOIZ,O,O,O,X,O,X,X,X
JLSTOZI,O,O,O,X,O,X,X,X
JLSITZO,O,O,O,X,O,X,X,X
JLSITOZ,O,O,O,X,O,X,X,X
JLSIZTO,O,O,O,X,X,X,X,X
JLSIZOT,O,O,X,X,O,X,X,X
JLSIOTZ,O,X,X,O,O,X,X,X
JLSIOZT,O,O,X,O,O,X,X,X
JLSZTIO,O,O,O,X,X,X,X,X
JLSZTOI,O,O,O,X,X,X,X,X
JLSZITO,O,O,O,X,X,X,X,X
JLSZIOT,O,O,X,X,O,X,X,X
JLSZOTI,O,O,X,X,O,X,X,X
JLSZOIT,O,O,X,X,O,X,X,X
JLSOTIZ,O,X,X,O,O,X,X,X
JLSOTZI,O,X,X,O,O,X,X,X
JLSOITZ,O,X,X,O,O,X,X,X
JLSOIZT,O,O,X,O,O,X,X,X
JLSOZTI,O,O,X,O,O,X,X,X
JLSOZIT,O,O,X,O,O,X,X,X
JLZTISO,X,O,X,X,O,O,X,X
JLZTIOS,X,X,X,X,O,O,X,X
JLZTSIO,X,O,X,X,O,O,X,X
JLZTSOI,X,O,X,X,O,O,X,X
JLZTOIS,X,X,X,X,O,O,X,X
JLZTOSI,X,X,X,X,O,O,X,X
JLZITSO,X,O,X,X,O,O,X,X
JLZITOS,X,X,X,X,O,O,X,X
JLZISTO,O,O,O,X,X,X,X,X
JLZISOT,O,O,X,X,O,X,X,X
JLZIOTS,X,X,X,X,O,O,X,X
JLZIOST,X,X,X,O,O,X,X,X
JLZSTIO,O,O,O,X,X,X,X,X
JLZSTOI,O,O,O,X,X,X,X,X
JLZSITO,O,O,O,X,X,X,X,X
JLZSIOT,O,O,X,X,O,X,X,X
JLZSOTI,O,O,X,X,O,X,X,X
JLZSOIT,O,O,X,X,O,X,X,X
JLZOTIS,X,X,X,X,O,O,X,X
JLZOTSI,X,X,X,X,O,O,X,X
JLZOITS,X,X,X,X,O,O,X,X
JLZOIST,X,X,X,O,O,X,X,X
JLZOSTI,X,X,X,O,O,X,X,X
JLZOSIT,X,X,X,O,O,X,X,X
JLOTISZ,O,O,O,X,O,X,X,X
JLOTIZS,O,X,O,X,O,X,X,X
JLOTSIZ,O,O,O,X,O,X,X,X
JLOTSZI,O,O,O,X,O,X,X,X
JLOTZIS,O,X,O,X,O,X,X,X
JLOTZSI,O,X,O,X,O,X,X,X
JLOITSZ,O,O,O,X,O,X,X,X
JLOITZS,O,X,O,X,O,X,X,X
JLOISTZ,O,X,X,O,O,X,X,X
JLOISZT,O,O,X,O,O,X,X,X
JLOIZTS,O,X,X,X,O,O,X,X
JLOIZST,O,X,X,O,O,X,X,X
JLOSTIZ,O,X,X,O,O,X,X,X
JLOSTZI,O,X,X,O,O,X,X,X
JLOSITZ,O,X,X,O,O,X,X,X
JLOSIZT,O,O,X,O,O,X,X,X
JLOSZTI,O,O,X,O,O,X,X,X
JLOSZIT,O,O,X,O,O,X,X,X
JLOZTIS,O,X,X,X,O,O,X,X
JLOZTSI,O,X,X,X,O,O,X,X
JLOZITS,O,X,X,X,O,O,X,X
JLOZIST,O,X,X,O,O,X,X,X
JLOZSTI,O,X,X,O,O,X,X,X
JLOZSIT,O,X,X,O,O,X,X,X
JSTILZO,O,O,O,X,O,X,O,X
JSTILOZ,O,O,O,X,O,X,O,X
JSTIZLO,O,O,O,X,X,X,O,X
JSTIZOL,O,O,O,X,X,X,O,X
JSTIOLZ,O,O,O,O,X,X,O,X
JSTIOZL,O,O,O,O,X,X,O,X
JSTLIZO,O,O,O,X,O,X,O,X
JSTLIOZ,O,O,O,X,O,X,O,X
JSTLZIO,O,O,O,X,O,X,O,X
JSTLZOI,O,O,O,X,O,X,X,X
JSTLOIZ,O,O,O,X,O,X,O,X
JSTLOZI,O,O,O,X,O,X,O,X
JSTZILO,O,O,O,X,X,X,O,X
JSTZIOL,O,O,O,X,X,X,O,X
JSTZLIO,O,O,O,X,X,X,O,X
JSTZLOI,O,O,O,X,X,X,O,X
JSTZOIL,O,O,O,X,X,X,O,X
JSTZOLI,O,O,O,X,X,X,O,X
JSTOILZ,O,O,O,O,X,X,O,X
JSTOIZL,O,O,O,O,X,X,O,X
JSTOLIZ,O,O,O,O,X,X,O,X
JSTOLZI,O,O,O,O,X,X,O,X
JSTOZIL,O,O,O,O,X,X,O,X
JSTOZLI,O,O,O,O,X,X,O,X
JSITLZO,O,O,O,X,O,X,O,X
JSITLOZ,O,O,O,X,O,X,O,X
JSITZLO,O,O,O,X,X,X,O,X
JSITZOL,O,O,O,X,X,X,O,X
JSITOLZ,O,O,O,O,X,X,O,X
JSITOZL,O,O,O,O,X,X,O,X
JSILTZO,O,O,O,X,O,X,O,X
JSILTOZ,O,O,O,X,O,X,O,X
JSILZTO,O,O,O,X,X,X,O,X
JSILZOT,O,O,X,X,O,X,O,X
JSILOTZ,O,X,X,O,O,X,X,X
JSILOZT,O,O,X,O,O,X,X,X
JSIZTLO,O,O,O,X,X,O,O,X
JSIZTOL,O,O,O,X,X,O,O,X
JSIZLTO,O,O,O,X,X,X,O,X
JSIZLOT,O,O,X,X,X,X,O,X
JSIZOTL,O,O,X,O,X,O,O,O
JSIZOLT,O,O,X,O,X,X,O,O
JSIOTLZ,O,O,X,O,X,X,O,X
JSIOTZL,O,O,X,O,X,X,O,X
JSIOLTZ,O,X,X,O,X,X,O,X
JSIOLZT,O,O,X,O,X,X,O,X
JSIOZTL,O,O,X,O,X,O,O,O
JSIOZLT,O,O,X,O,X,X,O,O
JSLTIZO,O,O,O,X,O,X,O,X
JSLTIOZ,O,O,O,X,O,X,O,X
JSLTZIO,O,O,O,X,O,X,O,X
JSLTZOI,O,O,O,X,O,X,X,X
JSLTOIZ,O,O,O,X,O,X,O,X
JSLTOZI,O,O,O,X,O,X,X,X
JSLITZO,O,O,O,X,O,X,O,X
JSLITOZ,O,O,O,X,O,X,O,X
JSLIZTO,O,O,O,X,X,X,O,X
JSLIZOT,O,O,X,X,O,X,O,X
JSLIOTZ,O,X,X,O,O,X,X,X
JSLIOZT,O,O,X,O,O,X,X,X
JSLZTIO,O,O,O,X,X,X,O,X
JSLZTOI,O,O,O,X,X,X,O,X
JSLZITO,O,O,O,X,X,X,O,X
JSLZIOT,O,O,X,X,O,X,O,X
JSLZOTI,O,O,X,X,O,X,X,X
JSLZOIT,O,O,X,X,O,X,O,X
JSLOTIZ,O,X,X,O,O,X,X,X
JSLOTZI,O,X,X,O,O,X,X,X
JSLOITZ,O,X,X,O,O,X,X,X
JSLOIZT,O,O,X,O,O,X,X,X
JSLOZTI,O,O,X,O,O,X,X,X
JSLOZIT,O,O,X,O,O,X,X,X
JSZTILO,O,O,O,X,X,O,O,X
JSZTIOL,O,O,O,X,X,O,O,X
JSZTLIO,O,O,O,X,X,O,O,X
JSZTLOI,O,O,O,X,X,O,O,X
JSZTOIL,O,O,O,X,X,O,O,X
JSZTOLI,O,O,O,X,X,O,O,X
JSZITLO,O,O,O,X,X,O,O,X
JSZITOL,O,O,O,X,X,O,O,X
JSZILTO,O,O,O,X,X,X,O,X
JSZILOT,O,O,X,X,X,X,O,X
JSZIOTL,O,O,X,O,X,O,O,O
JSZIOLT,O,O,X,O,X,X,O,O
JSZLTIO,O,O,O,X,X,X,O,X
JSZLTOI,O,O,O,X,X,X,O,X
JSZLITO,O,O,O,X,X,X,O,X
JSZLIOT,O,O,X,X,X,X,O,X
JSZLOTI,O,O,X,X,X,X,O,X
JSZLOIT,O,O,X,X,X,X,O,X
JSZOTIL,O,O,X,O,X,O,O,O
JSZOTLI,O,O,X,O,X,O,O,O
JSZOITL,O,O,X,O,X,O,O,O
JSZOILT,O,O,X,O,X,X,O,O
JSZOLTI,O,O,X,O,X,X,O,O
JSZOLIT,O,O,X,O,X,X,O,O
JSOTILZ,O,O,X,O,X,X,O,X
JSOTIZL,O,O,X,O,X,X,O,X
JSOTLIZ,O,O,X,O,X,X,O,X
JSOTLZI,O,O,X,O,X,X,O,X
JSOTZIL,O,O,X,O,X,X,O,X
JSOTZLI,O,O,X,O,X,X,O,X
JSOITLZ,O,O,X,O,X,X,O,X
JSOITZL,O,O,X,O,X,X,O,X
JSOILTZ,O,X,X,O,X,X,O,X
JSOILZT,O,O,X,O,X,X,O,X
JSOIZTL,O,O,X,O,X,O,O,O
JSOIZLT,O,O,X,O,X,X,O,O
JSOLTIZ,O,X,X,O,X,X,O,X
JSOLTZI,O,X,X,O,X,X,O,X
JSOLITZ,O,X,X,O,X,X,O,X
JSOLIZT,O,O,X,O,X,X,O,X
JSOLZTI,O,O,X,O,X,X,O,X
JSOLZIT,O,O,X,O,X,X,O,X
JSOZTIL,O,O,X,O,X,O,O,O
JSOZTLI,O,O,X,O,X,O,O,O
JSOZITL,O,O,X,O,X,O,O,O
JSOZILT,O,O,X,O,X,X,O,O
JSOZLTI,O,O,X,O,X,X,O,O
JSOZLIT,O,O,X,O,X,X,O,O
JZTILSO,O,O,X,X,O,O,X,X
JZTILOS,X,X,X,X,O,O,X,X
JZTISLO,O,O,X,X,X,O,O,X
JZTISOL,O,O,X,X,X,O,O,X
JZTIOLS,O,X,X,X,X,O,X,X
JZTIOSL,O,X,X,O,X,O,O,X
JZTLISO,O,O,X,X,O,O,X,X
JZTLIOS,X,X,X,X,O,O,X,X
JZTLSIO,O,O,X,X,O,O,X,X
JZTLSOI,O,O,X,X,O,O,X,X
JZTLOIS,X,X,X,X,O,O,X,X
JZTLOSI,X,X,X,X,O,O,X,X
JZTSILO,O,O,X,X,X,O,O,X
JZTSIOL,O,O,X,X,X,O,O,X
JZTSLIO,O,O,X,X,X,O,O,X
JZTSLOI,O,O,X,X,X,O,O,X
JZTSOIL,O,O,X,X,X,O,O,X
JZTSOLI,O,O,X,X,X,O,O,X
JZTOILS,O,X,X,X,X,O,X,X
JZTOISL,O,X,X,O,X,O,O,X
JZTOLIS,O,X,X,X,X,O,X,X
JZTOLSI,O,X,X,X,X,O,X,X
JZTOSIL,O,X,X,O,X,O,O,X
JZTOSLI,O,X,X,O,X,O,O,X
JZITLSO,O,O,X,X,O,O,X,X
JZITLOS,X,X,X,X,O,O,X,X
JZITSLO,O,O,X,X,X,O,O,X
JZITSOL,O,O,X,X,X,O,O,X
JZITOLS,O,X,X,X,X,O,X,X
JZITOSL,O,X,X,O,X,O,O,X
JZILTSO,X,O,X,X,O,O,X,X
JZILTOS,X,X,X,X,O,O,X,X
JZILSTO,O,O,O,X,X,X,X,X
JZILSOT,O,O,X,X,O,X,X,X
JZILOTS,X,X,X,X,O,O,X,X
JZILOST,X,X,X,O,O,X,X,X
JZISTLO,O,O,O,X,X,O,X,X
JZISTOL,O,O,O,X,X,O,X,X
JZISLTO,O,O,O,X,X,X,X,X
JZISLOT,O,O,X,X,X,X,X,X
JZISOTL,O,O,X,O,X,O,X,O
JZISOLT,O,O,X,O,X,X,X,O
JZIOTLS,O,X,X,X,X,O,X,X
JZIOTSL,O,X,X,O,X,O,O,O
JZIOLTS,O,X,X,X,X,O,X,X
JZIOLST,O,X,X,O,X,X,X,O
JZIOSTL,O,O,X,O,X,O,X,O
JZIOSLT,O,O,X,O,X,X,X,O
JZLTISO,X,O,X,X,O,O,X,X
JZLTIOS,X,X,X,X,O,O,X,X
JZLTSIO,X,O,X,X,O,O,X,X
JZLTSOI,X,O,X,X,O,O,X,X
JZLTOIS,X,X,X,X,O,O,X,X
JZLTOSI,X,X,X,X,O,O,X,X
JZLITSO,X,O,X,X,O,O,X,X
JZLITOS,X,X,X,X,O,O,X,X
JZLISTO,O,O,O,X,X,X,X,X
JZLISOT,O,O,X,X,O,X,X,X
JZLIOTS,X,X,X,X,O,O,X,X
JZLIOST,X,X,X,O,O,X,X,X
JZLSTIO,O,O,O,X,X,X,X,X
JZLSTOI,O,O,O,X,X,X,X,X
JZLSITO,O,O,O,X,X,X,X,X
JZLSIOT,O,O,X,X,O,X,X,X
JZLSOTI,O,O,X,X,O,X,X,X
JZLSOIT,O,O,X,X,O,X,X,X
JZLOTIS,X,X,X,X,O,O,X,X
JZLOTSI,X,X,X,X,O,O,X,X
JZLOITS,X,X,X,X,O,O,X,X
JZLOIST,X,X,X,O,O,X,X,X
JZLOSTI,X,X,X,O,O,X,X,X
JZLOSIT,X,X,X,O,O,X,X,X
JZSTILO,O,O,O,X,X,O,X,X
JZSTIOL,O,O,O,X,X,O,X,X
JZSTLIO,O,O,O,X,X,O,X,X
JZSTLOI,O,O,O,X,X,O,X,X
JZSTOIL,O,O,O,X,X,O,X,X
JZSTOLI,O,O,O,X,X,O,X,X
JZSITLO,O,O,O,X,X,O,X,X
JZSITOL,O,O,O,X,X,O,X,X
JZSILTO,O,O,O,X,X,X,X,X
JZSILOT,O,O,X,X,X,X,X,X
JZSIOTL,O,O,X,O,X,O,X,O
JZSIOLT,O,O,X,O,X,X,X,O
JZSLTIO,O,O,O,X,X,X,X,X
JZSLTOI,O,O,O,X,X,X,X,X
JZSLITO,O,O,O,X,X,X,X,X
JZSLIOT,O,O,X,X,X,X,X,X
JZSLOTI,O,O,X,X,X,X,X,X
JZSLOIT,O,O,X,X,X,X,X,X
JZSOTIL,O,O,X,O,X,O,X,O
JZSOTLI,O,O,X,O,X,O,X,O
JZSOITL,O,O,X,O,X,O,X,O
JZSOILT,O,O,X,O,X,X,X,O
JZSOLTI,O,O,X,O,X,X,X,O
JZSOLIT,O,O,X,O,X,X,X,O
JZOTILS,O,X,X,X,X,O,X,X
JZOTISL,O,X,X,O,X,O,O,O
JZOTLIS,O,X,X,X,X,O,X,X
JZOTLSI,O,X,X,X,X,O,X,X
JZOTSIL,O,X,X,O,X,O,O,O
JZOTSLI,O,X,X,O,X,O,O,O
JZOITLS,O,X,X,X,X,O,X,X
JZOITSL,O,X,X,O,X,O,O,O
JZOILTS,O,X,X,X,X,O,X,X
JZOILST,O,X,X,O,X,X,X,O
JZOISTL,O,O,X,O,X,O,X,O
JZOISLT,O,O,X,O,X,X,X,O
JZOLTIS,O,X,X,X,X,O,X,X
JZOLTSI,O,X,X,X,X,O,X,X
JZOLITS,O,X,X,X,X,O,X,X
JZOLIST,O,X,X,O,X,X,X,O
JZOLSTI,O,X,X,O,X,X,X,O
JZOLSIT,O,X,X,O,X,X,X,O
JZOSTIL,O,O,X,O,X,O,X,O
JZOSTLI,O,O,X,O,X,O,X,O
JZOSITL,O,O,X,O,X,O,X,O
JZOSILT,O,O,X,O,X,X,X,O
JZOSLTI,O,O,X,O,X,X,X,O
JZOSLIT,O,O,X,O,X,X,X,O
JOTILSZ,O,O,X,X,O,X,O,X
JOTILZS,O,X,X,X,O,X,O,X
JOTISLZ,O,O,X,O,X,X,O,X
JOTISZL,O,O,X,O,X,X,O,X
JOTIZLS,O,X,X,X,X,O,O,X
JOTIZSL,O,X,X,O,X,O,O,O
JOTLISZ,O,O,X,X,O,X,O,X
JOTLIZS,O,X,X,X,O,X,O,X
JOTLSIZ,O,O,X,X,O,X,O,X
JOTLSZI,O,O,X,X,O,X,X,X
JOTLZIS,O,X,X,X,O,X,O,X
JOTLZSI,O,X,X,X,O,X,X,X
JOTSILZ,O,O,X,O,X,X,O,X
JOTSIZL,O,O,X,O,X,X,O,X
JOTSLIZ,O,O,X,O,X,X,O,X
JOTSLZI,O,O,X,O,X,X,O,X
JOTSZIL,O,O,X,O,X,X,O,X
JOTSZLI,O,O,X,O,X,X,O,X
JOTZILS,O,X,X,X,X,O,O,X
JOTZISL,O,X,X,O,X,O,O,O
JOTZLIS,O,X,X,X,X,O,O,X
JOTZLSI,O,X,X,X,X,O,X,X
JOTZSIL,O,X,X,O,X,O,O,O
JOTZSLI,O,X,X,O,X,O,O,O
JOITLSZ,O,O,X,X,O,X,O,X
JOITLZS,O,X,X,X,O,X,O,X
JOITSLZ,O,O,X,O,X,X,O,X
