sequence,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBFiBO?oB6rBcsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBFiBO?oBSsB0rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxdBFhBXiBO?oBcsB6rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhF3dBcjBFhBR?sBCsBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxdBFhBXiBO?oBSsB0rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFCeBFhBXjBR?sB8rBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBcjBGiBR?sBlrBisB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBCeBOoBx?mBFsB8rB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFxcBFhB8mBC?jBOoBXsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFXcBxdBOoBl?mBcsBCsB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhF3dBFhBRnBc?oBCsBmrB,v115@1gB8HeA8GeD8EeF8DeF8BeC8JeT6IvhFVhB3dBcjBx?mBurBisB
LZJTIOS,O,O,X,X,X,X,X,X,X,O,X,O
LZJTSIO,O,O,O,X,O,X,X,X,X,O,X,X
LZJTSOI,O,O,O,X,O,X,X,X,X,O,X,O
LZJTOIS,O,O,X,X,X,X,X,X,X,O,X,O
LZJTOSI,O,O,O,X,O,X,X,X,X,O,X,O
LZJITSO,O,O,X,X,X,X,X,X,X,O,X,O
LZJITOS,O,O,X,X,X,X,X,X,X,O,X,O
LZJISTO,O,O,O,X,O,X,X,X,X,X,X,O
LZJISOT,O,O,O,X,O,X,X,X,X,O,X,O
LZJIOTS,O,O,X,X,X,X,X,X,X,O,X,O
LZJIOST,O,O,O,X,O,X,X,X,X,O,X,O
LZJSTIO,O,O,O,X,O,X,X,X,X,X,X,X
LZJSTOI,O,O,O,X,O,X,X,X,X,X,X,O
LZJSITO,O,O,O,X,O,X,X,X,X,X,X,O
LZJSIOT,O,O,O,X,O,X,X,X,X,O,X,O
LZJSOTI,O,O,O,X,O,X,X,X,X,X,X,O
LZJSOIT,O,O,O,X,O,X,X,X,X,O,X,O
LZJOTIS,O,O,X,X,X,X,X,X,X,O,X,O
LZJOTSI,O,O,O,X,O,X,X,X,X,O,X,O
LZJOITS,O,O,X,X,X,X,X,X,X,O,X,O
LZJOIST,O,O,O,X,O,X,X,X,X,O,X,O
LZJOSTI,O,O,O,X,O,X,X,X,X,X,X,O
LZJOSIT,O,O,O,X,O,X,X,X,X,O,X,O
LZSTIJO,O,X,X,X,X,X,X,X,O,X,X,O
LZSTIOJ,O,O,X,X,X,X,X,X,O,X,X,O
LZSTJIO,O,O,O,X,O,X,X,X,O,X,X,X
LZSTJOI,O,O,O,X,O,X,X,X,O,X,X,O
LZSTOIJ,O,O,X,O,X,X,X,X,O,X,X,O
LZSTOJI,O,O,O,X,O,X,X,X,O,X,X,O
LZSITJO,O,X,X,O,X,X,O,X,O,X,X,O
LZSITOJ,O,X,X,O,X,X,O,X,O,X,X,O
LZSIJTO,O,X,X,O,X,X,X,X,X,X,X,O
LZSIJOT,O,X,X,O,X,X,X,X,X,X,X,O
LZSIOTJ,O,X,X,O,X,X,O,X,O,X,X,O
LZSIOJT,O,X,X,O,X,X,X,X,X,X,X,O
LZSJTIO,O,O,O,X,O,X,X,X,O,X,X,X
LZSJTOI,O,O,O,X,O,X,X,X,O,X,X,O
LZSJITO,O,O,O,X,O,X,X,X,X,X,X,O
LZSJIOT,O,O,O,X,O,X,X,X,X,O,X,O
LZSJOTI,O,O,O,X,O,X,X,X,O,X,X,O
LZSJOIT,O,O,O,X,O,X,X,X,X,O,X,O
LZSOTIJ,O,O,X,O,X,X,X,X,O,X,X,O
LZSOTJI,O,O,O,X,O,X,X,X,O,X,X,O
LZSOITJ,O,X,X,O,X,X,O,X,O,X,X,O
LZSOIJT,O,X,X,O,X,X,X,X,X,X,X,O
LZSOJTI,O,O,O,X,O,X,X,X,O,X,X,O
LZSOJIT,O,O,O,X,O,X,X,X,X,O,X,O
LZOTIJS,O,X,X,O,X,X,X,X,X,X,O,O
LZOTISJ,O,O,X,O,X,X,X,X,X,X,O,O
LZOTJIS,O,O,X,X,X,X,X,X,X,O,X,O
LZOTJSI,O,O,O,X,O,X,X,X,X,O,X,O
LZOTSIJ,O,O,X,O,X,X,X,X,X,X,X,O
LZOTSJI,O,O,O,X,O,X,X,X,X,O,X,O
LZOITJS,O,X,X,O,X,X,O,X,X,X,O,O
LZOITSJ,O,X,X,O,X,X,O,X,X,X,O,O
LZOIJTS,O,X,X,O,X,X,X,X,X,X,X,O
LZOIJST,O,X,X,O,X,X,X,X,X,X,X,O
LZOISTJ,O,X,X,O,X,X,O,X,X,X,X,O
LZOISJT,O,X,X,O,X,X,X,X,X,X,X,O
LZOJTIS,O,O,X,X,X,X,X,X,X,O,X,O
LZOJTSI,O,O,O,X,O,X,X,X,X,O,X,O
LZOJITS,O,O,X,X,X,X,X,X,X,O,X,O
LZOJIST,O,O,O,X,O,X,X,X,X,O,X,O
LZOJSTI,O,O,O,X,O,X,X,X,X,X,X,O
LZOJSIT,O,O,O,X,O,X,X,X,X,O,X,O
LZOSTIJ,O,O,X,O,X,X,X,X,O,X,X,O
LZOSTJI,O,O,O,X,O,X,X,X,O,X,X,O
LZOSITJ,O,X,X,O,X,X,O,X,O,X,X,O
LZOSIJT,O,X,X,O,X,X,X,X,X,X,X,O
LZOSJTI,O,O,O,X,O,X,X,X,O,X,X,O
LZOSJIT,O,O,O,X,O,X,X,X,X,O,X,O
LOTIJSZ,O,O,X,X,O,X,X,O,X,X,X,X
LOTIJZS,X,O,X,O,X,X,X,O,X,X,O,O
LOTISJZ,O,O,X,X,O,X,X,X,X,X,X,X
LOTISZJ,X,O,X,O,X,X,X,X,X,X,O,O
LOTIZJS,X,X,X,O,X,X,X,X,X,X,O,O
LOTIZSJ,X,O,X,O,X,O,X,X,X,X,O,O
LOTJISZ,O,O,X,X,O,X,X,O,X,X,X,X
LOTJIZS,X,O,X,X,X,X,X,O,X,X,O,O
LOTJSIZ,O,O,X,X,O,X,X,O,X,X,X,X
LOTJSZI,O,O,X,X,O,X,X,X,X,X,X,X
LOTJZIS,O,O,X,X,X,X,X,O,X,X,X,O
LOTJZSI,O,O,O,X,O,X,X,X,X,X,X,O
LOTSIJZ,O,O,X,X,O,X,X,X,X,X,X,X
LOTSIZJ,X,O,X,X,X,X,X,X,X,X,O,O
LOTSJIZ,O,O,X,X,O,X,X,X,X,X,X,X
LOTSJZI,O,O,X,X,O,X,X,X,X,X,X,X
LOTSZIJ,O,O,X,X,X,X,X,X,O,X,X,O
LOTSZJI,O,O,X,X,O,X,X,X,O,X,X,O
LOTZIJS,O,X,X,O,X,X,X,X,X,X,O,O
LOTZISJ,O,O,X,O,X,X,X,X,X,X,O,O
LOTZJIS,O,O,X,X,X,X,X,X,X,X,X,O
LOTZJSI,O,O,O,X,O,X,X,X,X,X,X,O
LOTZSIJ,O,O,X,O,X,X,X,X,X,X,X,O
LOTZSJI,O,O,O,X,O,X,X,X,X,X,X,O
LOITJSZ,O,O,X,X,O,X,O,X,X,X,X,X
LOITJZS,X,O,X,O,X,X,O,X,X,X,O,O
LOITSJZ,O,O,X,X,O,X,O,X,X,X,X,X
LOITSZJ,X,O,X,O,X,X,O,X,X,X,O,O
LOITZJS,X,X,X,O,X,X,O,X,X,X,O,O
LOITZSJ,X,O,X,O,X,O,O,X,X,X,O,O
LOIJTSZ,O,O,X,X,O,X,X,O,X,X,X,X
LOIJTZS,X,O,X,O,X,X,X,O,X,X,O,O
LOIJSTZ,O,O,X,X,O,X,X,O,X,X,X,X
LOIJSZT,O,O,X,X,O,X,X,X,X,X,X,X
LOIJZTS,O,O,X,O,X,X,X,O,X,X,X,O
LOIJZST,O,O,X,O,O,X,X,X,X,X,X,O
LOISTJZ,O,O,X,X,O,X,O,X,X,X,X,X
LOISTZJ,X,O,X,O,X,O,O,X,X,X,O,O
LOISJTZ,O,O,X,X,O,X,X,X,X,X,X,X
LOISJZT,O,O,X,X,O,O,X,X,X,X,X,X
LOISZTJ,O,X,X,O,X,O,O,X,O,X,X,O
LOISZJT,O,X,X,O,X,O,X,X,X,X,X,O
LOIZTJS,O,X,X,O,X,X,O,X,X,X,O,O
LOIZTSJ,O,X,X,O,X,O,O,X,X,X,O,O
LOIZJTS,O,X,X,O,X,X,X,X,X,X,X,O
LOIZJST,O,X,X,O,X,X,X,X,X,X,X,O
LOIZSTJ,O,X,X,O,X,O,O,X,X,X,X,O
LOIZSJT,O,X,X,O,X,O,X,X,X,X,X,O
LOJTISZ,O,O,X,X,O,X,X,O,X,X,X,X
LOJTIZS,X,O,X,X,X,X,X,O,X,X,O,O
LOJTSIZ,O,O,X,X,O,X,X,O,X,X,X,X
LOJTSZI,O,O,X,X,O,X,X,X,X,X,X,X
LOJTZIS,O,O,X,X,X,X,X,O,X,X,X,O
LOJTZSI,O,O,O,X,O,X,X,X,X,X,X,O
LOJITSZ,O,O,X,X,O,X,X,O,X,X,X,X
LOJITZS,X,O,X,X,X,X,X,O,X,X,O,O
LOJISTZ,O,O,X,X,O,X,X,O,X,X,X,X
LOJISZT,O,O,X,X,O,X,X,X,X,O,X,X
LOJIZTS,O,O,X,X,X,X,X,O,X,O,X,O
LOJIZST,O,O,O,X,O,X,X,X,X,O,X,O
LOJSTIZ,O,O,X,X,O,X,X,O,X,X,X,X
LOJSTZI,O,O,X,X,O,X,X,X,X,X,X,X
LOJSITZ,O,O,X,X,O,X,X,O,X,X,X,X
LOJSIZT,O,O,X,X,O,X,X,X,X,O,X,X
LOJSZTI,O,O,X,X,O,X,X,X,O,X,X,X
LOJSZIT,O,O,X,X,O,X,X,X,X,O,X,X
LOJZTIS,O,O,X,X,X,X,X,O,X,O,X,O
LOJZTSI,O,O,O,X,O,X,X,X,X,O,X,O
LOJZITS,O,O,X,X,X,X,X,O,X,O,X,O
LOJZIST,O,O,O,X,O,X,X,X,X,O,X,O
LOJZSTI,O,O,O,X,O,X,X,X,X,X,X,O
LOJZSIT,O,O,O,X,O,X,X,X,X,O,X,O
LOSTIJZ,O,O,X,X,O,X,X,X,X,X,X,X
LOSTIZJ,X,O,X,X,X,O,X,X,X,X,O,O
LOSTJIZ,O,O,X,X,O,X,X,X,X,X,X,X
LOSTJZI,O,O,X,X,O,X,X,X,X,X,X,X
LOSTZIJ,O,O,X,X,X,X,X,X,O,X,X,O
LOSTZJI,O,O,X,X,O,X,X,X,O,X,X,O
LOSITJZ,O,O,X,X,O,X,O,X,X,X,X,X
LOSITZJ,X,O,X,X,X,O,O,X,X,X,O,O
LOSIJTZ,O,O,X,X,O,X,X,X,X,X,X,X
LOSIJZT,O,O,X,X,O,O,X,X,X,X,X,X
LOSIZTJ,O,X,X,X,X,O,O,X,O,X,X,O
LOSIZJT,O,X,X,X,X,O,X,X,X,X,X,O
LOSJTIZ,O,O,X,X,O,X,X,X,X,X,X,X
LOSJTZI,O,O,X,X,O,X,X,X,X,X,X,X
LOSJITZ,O,O,X,X,O,X,X,X,X,X,X,X
LOSJIZT,O,O,X,X,O,O,X,X,X,O,X,X
LOSJZTI,O,O,X,X,O,X,X,X,O,X,X,X
LOSJZIT,O,O,X,X,O,X,X,X,X,O,X,X
LOSZTIJ,O,O,X,X,X,X,X,X,O,X,X,O
LOSZTJI,O,O,X,X,O,X,X,X,O,X,X,O
LOSZITJ,O,X,X,X,X,O,O,X,O,X,X,O
LOSZIJT,O,X,X,X,X,O,X,X,X,X,X,O
LOSZJTI,O,O,X,X,O,X,X,X,O,X,X,O
LOSZJIT,O,O,X,X,O,X,X,X,X,O,X,O
LOZTIJS,O,X,X,O,X,X,X,X,X,X,O,O
LOZTISJ,O,O,X,O,X,X,X,X,X,X,O,O
LOZTJIS,O,O,X,X,X,X,X,X,X,O,X,O
LOZTJSI,O,O,O,X,O,X,X,X,X,O,X,O
LOZTSIJ,O,O,X,O,X,X,X,X,X,X,X,O
LOZTSJI,O,O,O,X,O,X,X,X,X,O,X,O
LOZITJS,O,X,X,O,X,X,O,X,X,X,O,O
LOZITSJ,O,X,X,O,X,X,O,X,X,X,O,O
LOZIJTS,O,X,X,O,X,X,X,X,X,X,X,O
LOZIJST,O,X,X,O,X,X,X,X,X,X,X,O
LOZISTJ,O,X,X,O,X,X,O,X,X,X,X,O
LOZISJT,O,X,X,O,X,X,X,X,X,X,X,O
LOZJTIS,O,O,X,X,X,X,X,X,X,O,X,O
LOZJTSI,O,O,O,X,O,X,X,X,X,O,X,O
LOZJITS,O,O,X,X,X,X,X,X,X,O,X,O
LOZJIST,O,O,O,X,O,X,X,X,X,O,X,O
LOZJSTI,O,O,O,X,O,X,X,X,X,X,X,O
LOZJSIT,O,O,O,X,O,X,X,X,X,O,X,O
LOZSTIJ,O,O,X,O,X,X,X,X,O,X,X,O
LOZSTJI,O,O,O,X,O,X,X,X,O,X,X,O
LOZSITJ,O,X,X,O,X,X,O,X,O,X,X,O
LOZSIJT,O,X,X,O,X,X,X,X,X,X,X,O
LOZSJTI,O,O,O,X,O,X,X,X,O,X,X,O
LOZSJIT,O,O,O,X,O,X,X,X,X,O,X,O
JTILSZO,X,O,X,X,O,X,X,O,X,X,X,X
JTILSOZ,O,O,X,X,O,X,X,O,X,X,X,X
JTILZSO,X,O,X,O,X,X,X,O,X,X,X,O
JTILZOS,X,O,X,O,X,X,X,O,X,X,X,O
JTILOSZ,O,O,X,X,O,X,X,O,X,X,X,X
JTILOZS,X,O,X,O,X,X,X,O,X,X,X,O
JTISLZO,X,X,X,X,X,X,X,O,X,X,X,X
JTISLOZ,X,X,X,X,X,X,X,O,X,X,X,X
JTISZLO,X,X,X,X,X,X,X,O,X,X,X,X
JTISZOL,X,X,X,X,X,X,X,O,X,X,X,X
JTISOLZ,O,O,X,X,X,X,X,O,X,X,X,X
JTISOZL,O,X,X,X,X,X,X,O,X,O,X,X
JTIZLSO,O,X,X,O,X,X,X,O,X,O,X,O
JTIZLOS,O,X,X,O,X,X,X,O,X,O,X,O
JTIZSLO,O,X,O,X,X,O,X,O,X,O,X,X
JTIZSOL,O,X,O,O,X,O,X,O,X,O,X,O
JTIZOLS,O,X,X,O,X,X,X,O,X,O,X,O
JTIZOSL,O,X,O,O,X,O,X,O,X,O,X,O
JTIOLSZ,O,O,X,X,O,X,X,O,X,X,X,X
JTIOLZS,X,O,X,O,X,X,X,O,X,X,X,O
JTIOSLZ,O,O,X,X,X,X,X,O,X,X,X,X
JTIOSZL,O,X,X,X,X,X,X,O,X,O,X,X
JTIOZLS,O,X,X,O,X,X,X,O,X,O,X,O
JTIOZSL,O,X,O,O,X,O,X,O,X,O,X,O
JTLISZO,X,O,X,X,O,X,X,O,X,X,X,X
JTLISOZ,O,O,X,X,O,X,X,O,X,X,X,X
JTLIZSO,X,O,X,X,X,X,X,O,X,X,O,O
JTLIZOS,X,O,X,X,X,X,X,O,X,X,O,O
JTLIOSZ,O,O,X,X,O,X,X,O,X,X,X,X
JTLIOZS,X,O,X,X,X,X,X,O,X,X,O,O
JTLSIZO,X,O,X,X,O,X,X,O,X,X,X,X
JTLSIOZ,O,O,X,X,O,X,X,O,X,X,X,X
JTLSZIO,O,O,X,X,O,X,X,X,X,X,X,X
JTLSZOI,O,O,X,X,O,X,X,X,X,X,X,X
JTLSOIZ,O,O,X,X,O,X,X,O,X,X,X,X
JTLSOZI,O,O,X,X,O,X,X,X,X,X,X,X
JTLZISO,O,O,X,X,X,X,X,O,X,X,X,O
JTLZIOS,O,O,X,X,X,X,X,O,X,X,X,O
JTLZSIO,O,O,O,X,O,X,X,X,X,X,X,X
JTLZSOI,O,O,O,X,O,X,X,X,X,X,X,O
JTLZOIS,O,O,X,X,X,X,X,O,X,X,X,O
JTLZOSI,O,O,O,X,O,X,X,X,X,X,X,O
JTLOISZ,O,O,X,X,O,X,X,O,X,X,X,X
JTLOIZS,X,O,X,X,X,X,X,O,X,X,O,O
JTLOSIZ,O,O,X,X,O,X,X,O,X,X,X,X
JTLOSZI,O,O,X,X,O,X,X,X,X,X,X,X
JTLOZIS,O,O,X,X,X,X,X,O,X,X,X,O
JTLOZSI,O,O,O,X,O,X,X,X,X,X,X,O
JTSILZO,X,X,X,X,X,X,X,O,X,X,X,X
JTSILOZ,X,X,X,X,X,X,X,O,X,X,X,X
JTSIZLO,X,X,X,X,X,X,X,O,X,X,X,X
JTSIZOL,X,X,X,X,X,X,X,O,X,X,X,X
JTSIOLZ,O,O,X,X,X,X,X,O,X,X,X,X
JTSIOZL,O,X,X,X,X,X,X,O,X,O,X,X
JTSLIZO,X,O,X,X,O,X,X,O,X,X,X,X
JTSLIOZ,O,O,X,X,O,X,X,O,X,X,X,X
JTSLZIO,O,O,X,X,O,X,X,X,X,X,X,X
JTSLZOI,O,O,X,X,O,X,X,X,X,X,X,X
JTSLOIZ,O,O,X,X,O,X,X,O,X,X,X,X
JTSLOZI,O,O,X,X,O,X,X,X,X,X,X,X
JTSZILO,O,X,O,X,X,X,X,X,X,X,X,X
JTSZIOL,O,X,O,X,X,X,X,X,X,O,X,X
JTSZLIO,O,X,O,X,X,X,X,X,X,X,X,X
JTSZLOI,O,X,O,X,X,X,X,X,X,X,X,X
JTSZOIL,O,X,O,X,X,X,X,X,X,O,X,X
JTSZOLI,O,X,O,X,X,X,X,X,X,X,X,X
JTSOILZ,O,O,X,X,X,X,X,O,X,X,X,X
JTSOIZL,O,X,X,X,X,X,X,O,X,O,X,X
JTSOLIZ,O,O,X,X,O,X,X,O,X,X,X,X
JTSOLZI,O,O,X,X,O,X,X,X,X,X,X,X
JTSOZIL,O,X,O,X,X,X,X,X,X,O,X,X
JTSOZLI,O,X,O,X,X,X,X,X,X,X,X,X
JTZILSO,O,X,X,O,X,X,X,O,X,O,X,O
JTZILOS,O,X,X,O,X,X,X,O,X,O,X,O
JTZISLO,O,X,O,X,X,X,X,O,X,O,X,X
JTZISOL,O,X,O,O,X,X,X,O,X,O,X,O
JTZIOLS,O,X,X,O,X,X,X,O,X,O,X,O
JTZIOSL,O,X,O,O,X,X,X,O,X,O,X,O
JTZLISO,O,X,X,X,X,X,X,O,X,O,X,O
JTZLIOS,O,X,X,X,X,X,X,O,X,O,X,O
JTZLSIO,O,X,O,X,O,X,X,X,X,O,X,X
JTZLSOI,O,X,O,X,O,X,X,X,X,O,X,O
JTZLOIS,O,X,X,X,X,X,X,O,X,O,X,O
JTZLOSI,O,X,O,X,O,X,X,X,X,O,X,O
JTZSILO,O,X,O,X,X,X,X,X,X,O,X,X
JTZSIOL,O,X,O,X,X,X,X,X,X,O,X,X
JTZSLIO,O,X,O,X,X,X,X,X,X,O,X,X
JTZSLOI,O,X,O,X,X,X,X,X,X,O,X,X
JTZSOIL,O,X,O,O,X,X,X,X,X,O,X,O
JTZSOLI,O,X,O,X,X,X,X,X,X,O,X,O
JTZOILS,O,X,X,O,X,X,X,O,X,O,X,O
JTZOISL,O,X,O,O,X,X,X,O,X,O,X,O
JTZOLIS,O,X,X,X,X,X,X,O,X,O,X,O
JTZOLSI,O,X,O,X,O,X,X,X,X,O,X,O
JTZOSIL,O,X,O,O,X,X,X,X,X,O,X,O
JTZOSLI,O,X,O,X,X,X,X,X,X,O,X,O
JTOILSZ,O,O,X,X,O,X,X,O,X,X,X,X
JTOILZS,X,O,X,O,X,X,X,O,X,X,X,O
JTOISLZ,O,O,X,X,X,X,X,O,X,X,X,X
JTOISZL,O,X,X,X,X,X,X,O,X,O,X,X
JTOIZLS,O,X,X,O,X,X,X,O,X,O,X,O
JTOIZSL,O,X,O,O,X,O,X,O,X,O,X,O
JTOLISZ,O,O,X,X,O,X,X,O,X,X,X,X
JTOLIZS,X,O,X,X,X,X,X,O,X,X,O,O
JTOLSIZ,O,O,X,X,O,X,X,O,X,X,X,X
JTOLSZI,O,O,X,X,O,X,X,X,X,X,X,X
JTOLZIS,O,O,X,X,X,X,X,O,X,X,X,O
JTOLZSI,O,O,O,X,O,X,X,X,X,X,X,O
JTOSILZ,O,O,X,X,X,X,X,O,X,X,X,X
JTOSIZL,O,X,X,X,X,X,X,O,X,O,X,X
JTOSLIZ,O,O,X,X,O,X,X,O,X,X,X,X
JTOSLZI,O,O,X,X,O,X,X,X,X,X,X,X
JTOSZIL,O,X,O,X,X,X,X,X,X,O,X,X
JTOSZLI,O,X,O,X,X,X,X,X,X,X,X,X
JTOZILS,O,X,X,O,X,X,X,O,X,O,X,O
JTOZISL,O,X,O,O,X,X,X,O,X,O,X,O
JTOZLIS,O,X,X,X,X,X,X,O,X,O,X,O
JTOZLSI,O,X,O,X,O,X,X,X,X,O,X,O
JTOZSIL,O,X,O,O,X,X,X,X,X,O,X,O
JTOZSLI,O,X,O,X,X,X,X,X,X,O,X,O
JITLSZO,X,O,X,X,O,X,O,O,X,X,X,X
JITLSOZ,O,O,X,X,O,X,O,O,X,X,X,X
JITLZSO,X,O,X,O,X,X,O,O,X,X,X,O
JITLZOS,X,O,X,O,X,X,O,O,X,X,X,O
JITLOSZ,O,O,X,X,O,X,O,O,X,X,X,X
JITLOZS,X,O,X,O,X,X,O,O,X,X,X,O
JITSLZO,X,X,X,X,X,X,O,O,X,X,X,X
JITSLOZ,X,X,X,X,X,X,O,O,X,X,X,X
JITSZLO,X,X,X,X,X,X,O,O,X,X,X,X
JITSZOL,X,X,X,X,X,X,O,O,X,X,X,X
JITSOLZ,O,O,X,X,X,X,O,O,X,X,X,X
JITSOZL,O,X,X,X,X,X,O,O,X,O,X,X
JITZLSO,O,X,X,O,X,X,O,O,X,O,X,O
JITZLOS,O,X,X,O,X,X,O,O,X,O,X,O
JITZSLO,O,X,O,X,X,O,O,O,X,O,X,X
JITZSOL,O,X,O,O,X,O,O,O,X,O,X,O
JITZOLS,O,X,X,O,X,X,O,O,X,O,X,O
JITZOSL,O,X,O,O,X,O,O,O,X,O,X,O
JITOLSZ,O,O,X,X,O,X,O,O,X,X,X,X
JITOLZS,X,O,X,O,X,X,O,O,X,X,X,O
JITOSLZ,O,O,X,X,X,X,O,O,X,X,X,X
JITOSZL,O,X,X,X,X,X,O,O,X,O,X,X
JITOZLS,O,X,X,O,X,X,O,O,X,O,X,O
JITOZSL,O,X,O,O,X,O,O,O,X,O,X,O
JILTSZO,X,O,X,X,O,X,X,O,X,X,X,X
JILTSOZ,O,O,X,X,O,X,X,O,X,X,X,X
JILTZSO,X,O,X,O,X,X,X,O,X,X,X,O
JILTZOS,X,O,X,O,X,X,X,O,X,X,X,O
JILTOSZ,O,O,X,X,O,X,X,O,X,X,X,X
JILTOZS,X,O,X,O,X,X,X,O,X,X,X,O
JILSTZO,X,O,X,X,O,X,X,O,X,X,X,X
JILSTOZ,O,O,X,X,O,X,X,O,X,X,X,X
JILSZTO,O,O,X,X,O,X,X,X,X,X,X,X
JILSZOT,O,O,X,X,O,X,X,X,X,X,X,X
JILSOTZ,O,O,X,X,O,X,X,O,X,X,X,X
JILSOZT,O,O,X,X,O,X,X,X,X,O,X,X
JILZTSO,O,O,X,O,X,X,X,O,X,O,X,O
JILZTOS,O,O,X,O,X,X,X,O,X,O,X,O
JILZSTO,O,O,O,O,O,X,X,X,X,X,X,O
JILZSOT,O,O,O,O,O,X,X,X,X,O,X,O
JILZOTS,O,O,X,O,X,X,X,O,X,O,X,O
JILZOST,O,O,O,O,O,X,X,X,X,O,X,O
JILOTSZ,O,O,X,X,O,X,X,O,X,X,X,X
JILOTZS,X,O,X,O,X,X,X,O,X,X,X,O
JILOSTZ,O,O,X,X,O,X,X,O,X,X,X,X
JILOSZT,O,O,X,X,O,X,X,X,X,O,X,X
JILOZTS,O,O,X,O,X,X,X,O,X,O,X,O
JILOZST,O,O,O,O,O,X,X,X,X,O,X,O
JISTLZO,X,X,X,X,X,X,O,O,X,X,X,X
JISTLOZ,X,X,X,X,X,X,O,O,X,X,X,X
JISTZLO,X,X,X,X,X,X,O,O,X,X,X,X
JISTZOL,X,X,X,X,X,X,O,O,X,X,X,X
JISTOLZ,O,O,X,X,X,X,O,O,X,X,X,X
JISTOZL,O,X,X,X,X,X,O,O,X,O,X,X
JISLTZO,X,O,X,X,O,X,X,O,X,X,X,X
JISLTOZ,O,O,X,X,O,X,X,O,X,X,X,X
JISLZTO,O,O,X,X,O,O,X,X,X,X,X,X
JISLZOT,O,O,X,X,O,O,X,X,X,X,X,X
JISLOTZ,O,O,X,X,O,X,X,O,X,X,X,X
JISLOZT,O,O,X,X,O,O,X,X,X,O,X,X
JISZTLO,O,X,O,X,X,O,O,X,X,O,X,X
JISZTOL,O,X,O,X,X,O,O,X,X,O,X,X
JISZLTO,O,X,O,X,X,O,X,X,X,X,X,X
JISZLOT,O,X,O,X,X,O,X,X,X,O,X,X
JISZOTL,O,X,O,X,X,O,O,X,X,O,X,X
JISZOLT,O,O,O,X,X,O,X,X,X,O,X,X
JISOTLZ,O,O,X,X,X,X,O,O,X,X,X,X
JISOTZL,O,X,X,X,X,X,O,O,X,O,X,X
JISOLTZ,O,O,X,X,O,X,X,O,X,X,X,X
JISOLZT,O,O,X,X,O,O,X,X,X,O,X,X
JISOZTL,O,X,O,X,X,O,O,X,X,O,X,X
JISOZLT,O,O,O,X,X,O,X,X,X,O,X,X
JIZTLSO,O,X,X,O,X,X,O,O,X,O,X,O
JIZTLOS,O,X,X,O,X,X,O,O,X,O,X,O
JIZTSLO,O,X,O,X,X,O,O,O,X,O,X,X
JIZTSOL,O,X,O,O,X,O,O,O,X,O,X,O
JIZTOLS,O,X,X,O,X,X,O,O,X,O,X,O
JIZTOSL,O,X,O,O,X,O,O,O,X,O,X,O
JIZLTSO,O,O,X,O,X,X,X,O,X,O,X,O
JIZLTOS,O,O,X,O,X,X,X,O,X,O,X,O
JIZLSTO,O,O,O,O,O,X,X,X,X,X,X,O
JIZLSOT,O,O,O,O,O,X,X,X,X,O,X,O
JIZLOTS,O,O,X,O,X,X,X,O,X,O,X,O
JIZLOST,O,O,O,O,O,X,X,X,X,O,X,O
JIZSTLO,O,X,O,X,X,O,O,X,X,O,X,X
JIZSTOL,O,X,O,O,X,O,O,X,X,O,X,O
JIZSLTO,O,X,O,O,X,O,X,X,X,X,X,O
JIZSLOT,O,X,O,O,X,O,X,X,X,O,X,O
JIZSOTL,O,X,O,O,X,O,O,X,X,O,X,O
JIZSOLT,O,O,O,O,X,O,X,X,X,O,X,O
JIZOTLS,O,X,X,O,X,X,O,O,X,O,X,O
JIZOTSL,O,X,O,O,X,O,O,O,X,O,X,O
JIZOLTS,O,O,X,O,X,X,X,O,X,O,X,O
JIZOLST,O,O,O,O,O,X,X,X,X,O,X,O
JIZOSTL,O,X,O,O,X,O,O,X,X,O,X,O
JIZOSLT,O,O,O,O,X,O,X,X,X,O,X,O
JIOTLSZ,O,O,X,X,O,X,O,O,X,X,X,X
JIOTLZS,X,O,X,O,X,X,O,O,X,X,X,O
JIOTSLZ,O,O,X,X,X,X,O,O,X,X,X,X
JIOTSZL,O,X,X,X,X,X,O,O,X,O,X,X
JIOTZLS,O,X,X,O,X,X,O,O,X,O,X,O
JIOTZSL,O,X,O,O,X,O,O,O,X,O,X,O
JIOLTSZ,O,O,X,X,O,X,X,O,X,X,X,X
JIOLTZS,X,O,X,O,X,X,X,O,X,X,X,O
JIOLSTZ,O,O,X,X,O,X,X,O,X,X,X,X
JIOLSZT,O,O,X,X,O,X,X,X,X,O,X,X
JIOLZTS,O,O,X,O,X,X,X,O,X,O,X,O
