sequence,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jex6IvhFygBuhB0fBT?iB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je//IvhFRbBUdBKlBz?gBWnBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je//IvhFRbBmgBCiBU?iBTlBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je//IvhFRbBzcBOlB8?lBSnBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8JeT6IvhFibBUdBWnBR?lB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jem7IvhFzcBxfBSnB0?fB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8JeT6IvhFegBUdBChBx?mB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je2/IvhFRbBqhB/iBz?gBUlBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je2/IvhFRbBChBTiB3?hBUlBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jex6IvhFmcB0fBXhBS?nBTlBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8JeT6IvhF2gBCiBUiBR?lB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jem6IvhFRcB0fBSmBT?iB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jei6IvhFzfBWmBxhBU?iB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je2/IvhFzbBqhB/iBR?lBUlBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8JeT6IvhFqhB/iBRlBO?lB8lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jem8IvhFxfBXhBSnB0?fBTlBlsB
ZSTIJLO,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZSTIJOL,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZSTIOLJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSTIOJL,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZSTLIJO,O,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X
ZSTLIOJ,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
ZSTLJIO,O,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X
ZSTLJOI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZSTLOIJ,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
ZSTLOJI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZSTJILO,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZSTJIOL,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
ZSTJLIO,O,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X
ZSTJLOI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSTJOIL,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X
ZSTJOLI,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
ZSTOILJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSTOIJL,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
ZSTOLIJ,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X
ZSTOLJI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
ZSTOJIL,O,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
ZSTOJLI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
ZSITLJO,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSITLOJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSITJLO,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSITJOL,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSITOLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSITOJL,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSILTJO,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSILTOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSILJTO,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O
ZSILJOT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O
ZSILOTJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSILOJT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSIJTLO,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSIJTOL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSIJLTO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSIJLOT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSIJOTL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSIJOLT,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSIOTLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOTJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOLTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOLJT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSIOJTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOJLT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSLTIJO,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSLTIOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLTJIO,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSLTJOI,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSLTOIJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSLTOJI,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSLITJO,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSLITOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLIJTO,O,O,X,O,X,X,X,X,X,O,X,O,X,X,X,O
ZSLIJOT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O
ZSLIOTJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSLIOJT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSLJTIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSLJTOI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSLJITO,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,O
ZSLJIOT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O
ZSLJOTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSLJOIT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSLOTIJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSLOTJI,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSLOITJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSLOIJT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSLOJTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSLOJIT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSJTILO,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZSJTIOL,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
ZSJTLIO,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X
ZSJTLOI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZSJTOIL,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X
ZSJTOLI,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X
ZSJITLO,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSJITOL,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZSJILTO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSJILOT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSJIOTL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJIOLT,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSJLTIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSJLTOI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSJLITO,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X
ZSJLIOT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSJLOTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSJLOIT,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSJOTIL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSJOTLI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSJOITL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJOILT,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSJOLTI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJOLIT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTILJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSOTIJL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOTLIJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSOTLJI,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSOTJIL,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSOTJLI,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSOITLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOITJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOILTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOILJT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSOIJTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOIJLT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSOLTIJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSOLTJI,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSOLITJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSOLIJT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSOLJTI,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSOLJIT,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSOJTIL,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSOJTLI,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSOJITL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJILT,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSOJLTI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJLIT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTILJS,O,X,X,X,O,X,O,X,O,O,O,O,X,X,X,X
ZOTILSJ,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X
ZOTIJLS,O,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X
ZOTIJSL,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
ZOTISLJ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZOTISJL,O,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X
ZOTLIJS,O,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X
ZOTLISJ,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
ZOTLJIS,O,O,X,O,X,X,X,X,O,O,X,O,O,X,X,X
ZOTLJSI,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X
ZOTLSIJ,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X
ZOTLSJI,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X
ZOTJILS,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X
ZOTJISL,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
ZOTJLIS,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
ZOTJLSI,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X
ZOTJSIL,O,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X
ZOTJSLI,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X
ZOTSILJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
ZOTSIJL,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
ZOTSLIJ,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X
ZOTSLJI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
ZOTSJIL,O,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
ZOTSJLI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
ZOITLJS,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X
ZOITLSJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOITJLS,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOITJSL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOITSLJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZOITSJL,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOILTJS,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOILTSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILJTS,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOILJST,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X
ZOILSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILSJT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOIJTLS,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOIJTSL,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOIJLTS,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOIJLST,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOIJSTL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJSLT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOISTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISLTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISLJT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOISJTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJLT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOLTIJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTISJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTJIS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOLTJSI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOLTSIJ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOLTSJI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOLITJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLITSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLIJTS,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOLIJST,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
ZOLISTJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLISJT,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOLJTIS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOLJTSI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOLJITS,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
ZOLJIST,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X
ZOLJSTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOLJSIT,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOLSTIJ,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOLSTJI,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOLSITJ,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOLSIJT,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOLSJTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOLSJIT,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOJTILS,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X
ZOJTISL,X,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
ZOJTLIS,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X
ZOJTLSI,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X
ZOJTSIL,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
ZOJTSLI,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
ZOJITLS,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZOJITSL,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
ZOJILTS,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
ZOJILST,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOJISTL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJISLT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOJLTIS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOJLTSI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOJLITS,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
ZOJLIST,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
ZOJLSTI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLSIT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSTIL,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOJSTLI,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOJSITL,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJSILT,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJSLTI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSLIT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTILJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOSTIJL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSTLIJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOSTLJI,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOSTJIL,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOSTJLI,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOSITLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSITJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSILTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSILJT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOSIJTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJLT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSLTIJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOSLTJI,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOSLITJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOSLIJT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOSLJTI,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOSLJIT,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOSJTIL,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOSJTLI,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOSJITL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJILT,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOSJLTI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJLIT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTILJSZ,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
OTILJZS,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X,X
OTILSJZ,X,O,O,X,O,O,O,X,X,X,O,X,X,X,O,O
OTILSZJ,X,O,X,X,X,X,O,X,X,X,X,O,X,X,O,X
OTILZJS,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X
OTILZSJ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTIJLSZ,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
OTIJLZS,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X,X
OTIJSLZ,O,X,O,X,O,X,O,O,X,X,O,X,O,O,O,X
OTIJSZL,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OTIJZLS,O,O,X,X,O,X,O,X,O,X,O,O,O,X,X,X
OTIJZSL,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X
OTISLJZ,O,X,O,X,O,X,O,O,X,X,O,X,X,O,O,X
OTISLZJ,O,X,X,X,X,X,O,O,X,X,X,O,X,O,O,X
OTISJLZ,O,X,O,X,O,X,O,O,X,X,O,X,X,O,O,X
OTISJZL,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OTISZLJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTISZJL,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
OTIZLJS,O,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X
OTIZLSJ,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
OTIZJLS,O,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X
OTIZJSL,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X
OTIZSLJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTIZSJL,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTLIJSZ,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
OTLIJZS,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X,X
OTLISJZ,X,O,O,O,O,O,O,X,X,X,O,X,X,X,O,O
OTLISZJ,X,O,X,O,X,O,O,X,X,X,X,O,X,X,O,X
OTLIZJS,X,X,X,O,O,O,O,X,X,X,O,O,X,X,X,X
OTLIZSJ,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
OTLJISZ,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
OTLJIZS,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X,X
OTLJSIZ,O,O,O,O,X,O,X,O,X,X,X,X,O,X,X,O
OTLJSZI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
OTLJZIS,O,O,X,O,O,X,X,X,O,O,X,O,O,X,X,X
OTLJZSI,O,O,O,O,X,X,X,X,O,O,X,O,X,X,X,X
OTLSIJZ,O,O,O,O,X,O,X,O,X,X,O,X,X,X,O,O
OTLSIZJ,O,O,X,O,X,O,X,O,X,X,X,O,X,X,O,X
OTLSJIZ,O,O,O,O,X,O,X,O,X,X,X,X,O,X,O,O
OTLSJZI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
OTLSZIJ,O,O,X,O,X,O,X,O,X,O,X,O,X,X,O,X
OTLSZJI,O,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X
OTLZIJS,O,X,X,O,X,O,X,X,O,O,O,O,X,X,X,X
OTLZISJ,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
OTLZJIS,O,O,X,O,X,X,X,X,O,O,X,O,O,X,X,X
OTLZJSI,O,O,O,O,X,X,X,X,O,O,X,O,X,X,X,X
OTLZSIJ,O,O,X,O,X,O,X,X,O,O,X,O,X,X,X,X
OTLZSJI,O,O,O,O,X,O,X,X,O,O,X,O,X,X,X,X
OTJILSZ,X,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X
OTJILZS,X,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X
OTJISLZ,O,X,O,X,O,X,O,O,X,X,O,X,O,O,O,X
OTJISZL,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OTJIZLS,O,O,X,X,O,X,O,X,O,X,O,O,O,X,X,X
OTJIZSL,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X
OTJLISZ,X,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X
OTJLIZS,X,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X
OTJLSIZ,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTJLSZI,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJLZIS,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X
OTJLZSI,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X
OTJSILZ,O,X,O,X,O,X,O,O,X,X,X,X,O,O,O,X
OTJSIZL,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OTJSLIZ,O,O,O,X,X,X,X,O,X,X,X,X,O,O,O,X
OTJSLZI,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJSZIL,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
OTJSZLI,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
OTJZILS,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X
OTJZISL,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
OTJZLIS,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X
OTJZLSI,O,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X
OTJZSIL,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X
OTJZSLI,O,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X
OTSILJZ,O,O,O,O,O,O,O,O,X,X,O,X,X,O,O,X
OTSILZJ,O,O,X,O,X,O,O,O,X,X,X,O,X,O,O,X
OTSIJLZ,O,X,O,X,O,O,O,O,X,X,O,X,X,O,O,X
OTSIJZL,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSIZLJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
OTSIZJL,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
OTSLIJZ,O,O,O,O,X,O,X,O,X,X,O,X,X,O,O,X
OTSLIZJ,O,O,X,O,X,O,X,O,X,X,X,O,X,O,O,X
OTSLJIZ,O,O,O,O,X,O,X,O,X,X,X,X,O,O,O,X
OTSLJZI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
OTSLZIJ,O,O,X,O,X,O,X,O,X,X,X,O,X,X,O,X
OTSLZJI,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X
